Fp1   -1,9526 -1,8212 -1,7278 -1,6878 -1,6641 -1,5995 -1,4590 -1,2421 -0,9678 -0,6620 -0,3544 -0,0746 0,1596 0,3453 0,4872 0,5975 0,6990 0,8104 0,9273 1,0297 1,1067 1,1676 1,2300 1,3017 1,3754 1,4413 1,5021 1,5652 1,6210 1,6396 1,5892 1,4498 1,2169 0,9094 0,5752 0,2761 0,0628 -0,0455 -0,0718 -0,0739 -0,1176 -0,2478 -0,4716 -0,7602 -1,0683 -1,3473 -1,5422 -1,5890 -1,4400 -1,0983 -0,6176 -0,0695 0,4825 0,9921 1,4389 1,8305 2,1874 2,5206 2,8241 3,0909 3,3313 3,5634 3,7830 3,9582 4,0615 4,0979 4,0977 4,0923 4,0938 4,0870 4,0400 3,9295 3,7612 3,5676 3,3856 3,2401 3,1442 3,0978 3,0794 3,0446 2,9430 2,7437 2,4464 2,0698 1,6427 1,2083 0,8243 0,5408 0,3760 0,3089 0,2848 0,2380 0,1261 -0,0434 -0,2176 -0,3251 -0,3021 -0,1210 0,1810 0,5148 0,7996 1,0091 1,1658 1,3061 1,4520 1,5995 1,7284 1,8248 1,8913 1,9344 1,9507 1,9221 1,8201 1,6226 1,3397 1,0137 0,6851 0,3621 0,0240 -0,3509 -0,7659 -1,2029 -1,6268 -1,9954 -2,2761 -2,4544 -2,5268 -2,4950 -2,3699 -2,1713 -1,9240 -1,6619 -1,4329 -1,2819 -1,2195 -1,2039 -1,1627 -1,0375 -0,8117 -0,5098 -0,1868 0,0840 0,2284 0,2004 0,0091 -0,2841 -0,6026 -0,8945 -1,1467 -1,3707 -1,5793 -1,7780 -1,9672 -2,1380 -2,2622 -2,2932 -2,1817 -1,9021 -1,4710 -0,9450 -0,3996 0,0985 0,5127 0,8462 1,1471 1,5013 1,9959 2,6621 3,4451 4,2247 4,8663 5,2694 5,3974 5,2836 5,0161 4,6981 4,4034 4,1548 3,9263 3,6591 3,2919 2,7914 2,1612 1,4389 0,6909 -0,0056 -0,5910 -1,0386 -1,3502 -1,5505 -1,6887 -1,8343 -2,0503 -2,3566 -2,7130 -3,0398 -3,2606 -3,3376 -3,2786 -3,1209 -2,9121 -2,6933 -2,4865 -2,2928 -2,0978 -1,8808 -1,6309 -1,3600 -1,0982 -0,8817 -0,7530 -0,7643 -0,9528 -1,2944 -1,6878 -1,9998 -2,1315 -2,0517 -1,7953 -1,4440 -1,0961 -0,8331 -0,7025 -0,7119 -0,8354 -1,0330 -1,2650 -1,4974 -1,7163 -1,9370 -2,1873 -2,4818 -2,8044 -3,1030 -3,2990 -3,3094 -3,0765 -2,5992 -1,9466 -1,2410 -0,6171 -0,1751 0,0553 0,1186 0,0977 0,0717 0,1039 0,2426 0,4992 0,8224 1,1093 1,2521 1,1869 0,9245 0,5540 0,2004 -0,0520 -0,2059 -0,3211 -0,4551 -0,6371 -0,8660 -1,1116 -1,3301 -1,4893 -1,5806 -1,6077 -1,5799 -1,5168 -1,4499 -1,4075 -1,4036 -1,4431 -1,5303 -1,6617 -1,8083 -1,9135 -1,9183 -1,8017 -1,5987 -1,3771 -1,1963 -1,0810 -1,0182 -0,9698 -0,8979 -0,7861 -0,6444 -0,5059 -0,4219 -0,4440 -0,5913 -0,8345 -1,1156 -1,3830 -1,6055 -1,7677 -1,8724 -1,9455 -2,0240 -2,1369 -2,2962 -2,4980 -2,7199 -2,9165 -3,0298 -3,0222 -2,9091 -2,7498 -2,6013 -2,4844 -2,3855 -2,2723 -2,1041 -1,8446 -1,4828 -1,0472 -0,6036 -0,2334 0,0087 0,1205 0,1332 0,0754 -0,0350 -0,1805 -0,3348 -0,4572 -0,4963 -0,4105 -0,1966 0,1057 0,4389 0,7579 1,0418 1,2964 1,5498 1,8353 2,1676 2,5309 2,8867 3,1966 3,4376 3,5935 3,6406 3,5594 3,3583 3,0792 2,7799 2,5112 2,3027 2,1594 2,0616 1,9657 1,8210 1,5986 1,3124 1,0151 0,7655 0,5898 0,4746 0,3917 0,3265 0,2926 0,3257 0,4616 0,7111 1,0445 1,4036 1,7334 2,0046 2,2039 2,3137 2,3162 2,2141 2,0412 1,8547 1,7180 1,6750 1,7287 1,8420 1,9644 2,0603 2,1146 2,1205 2,0719 1,9707 1,8378 1,7102 1,6222 1,5880 1,6021 1,6524 1,7239 1,7931 1,8305 1,8187 1,7738 1,7455 1,7858 1,9073 2,0747 2,2258 2,2923 2,2169 1,9799 1,6182 1,2148 0,8575 0,6034 0,4664 0,4215 0,4208 0,4215 0,4027 0,3600 0,3031 0,2669 0,3091 0,4783 0,7774 1,1560 1,5399 1,8770 2,1594 2,4057 2,6290 2,8231 2,9713 3,0611 3,0924 3,0840 3,0738 3,1079 3,2280 3,4597 3,7999 4,2182 4,6758 5,1382 5,5674 5,9161 6,1436 6,2489 6,2803 6,3080 6,3881 6,5406 6,7407 6,9312 7,0523 7,0635 6,9483 6,7180 6,4121 6,0894 5,8066 5,5932 5,4428 5,3292 5,2276 5,1248 5,0203 4,9185 4,8197 4,7235 4,6451 4,6183 4,6720 4,7996 4,9529 5,0621 5,0689 4,9551 4,7396 4,4594 4,1675 3,9338 3,8216 3,8575 4,0171 4,2306 4,4066 4,4641 4,3579 4,0898 3,6985 3,2399 2,7690 2,3245 1,9182 1,5383 1,1603 0,7577 0,3125 -0,1705 -0,6574 -1,0952 -1,4276 -1,6152 -1,6598 -1,6148 -1,5615 -1,5669 -1,6581 -1,8281 -2,0519 -2,2884 -2,4753 -2,5485 -2,4835 -2,3152 -2,1138 -1,9400 -1,8225 -1,7653 -1,7559 -1,7672 -1,7672 -1,7263 -1,6157 -1,4212 -1,1665 -0,9094 -0,7011 -0,5472 -0,4018 -0,1941 0,1253 0,5498 1,0251 1,4798 1,8550 2,1218 2,2820 2,3613 2,4011 2,4506 2,5590 2,7603 3,0526 3,3994 3,7548 4,0842 4,3663 4,5870 4,7399 4,8229 4,8327 4,7624 4,6036 4,3510 4,0077 3,5921 3,1540 2,7757 2,5302 2,4282 2,4115 2,4005 2,3463 2,2450 2,1101 1,9444 1,7433 1,5174 1,3035 1,1525 1,1081 1,1859 1,3636 1,5885 1,7927 1,9121 1,9066 1,7745 1,5569 1,3273 1,1612 1,0940 1,0947 1,0849 0,9840 0,7459 0,3753 -0,0767 -0,5329 -0,9100 -1,1367 -1,1708 -1,0139 -0,7098 -0,3250 0,0783 0,4581 0,7910 1,0652 1,2802 1,4514 1,6099 1,7940
Fz    -2,1638 -2,0468 -1,9956 -2,0132 -2,0514 -2,0377 -1,9179 -1,6794 -1,3449 -0,9580 -0,5731 -0,2424 0,0027 0,1577 0,2391 0,2793 0,3211 0,3981 0,5165 0,6594 0,8066 0,9469 1,0771 1,1960 1,3042 1,4109 1,5370 1,6988 1,8818 2,0362 2,1025 2,0394 1,8378 1,5250 1,1612 0,8186 0,5512 0,3790 0,2833 0,2119 0,1026 -0,0860 -0,3574 -0,6802 -1,0059 -1,2829 -1,4547 -1,4601 -1,2601 -0,8705 -0,3575 0,2012 0,7466 1,2485 1,7063 2,1413 2,5777 3,0203 3,4434 3,8042 4,0729 4,2448 4,3261 4,3210 4,2435 4,1292 4,0251 3,9644 3,9489 3,9473 3,9102 3,7979 3,6041 3,3583 3,1068 2,8936 2,7525 2,6974 2,7079 2,7268 2,6793 2,5068 2,1911 1,7536 1,2419 0,7208 0,2608 -0,0879 -0,3150 -0,4510 -0,5537 -0,6844 -0,8784 -1,1215 -1,3509 -1,4790 -1,4267 -1,1629 -0,7353 -0,2527 0,1785 0,5067 0,7402 0,9183 1,0780 1,2342 1,3836 1,5193 1,6398 1,7409 1,8012 1,7787 1,6260 1,3233 0,9058 0,4510 0,0291 -0,3373 -0,6720 -1,0106 -1,3737 -1,7593 -2,1467 -2,5042 -2,7988 -3,0019 -3,0914 -3,0567 -2,9066 -2,6679 -2,3790 -2,0884 -1,8505 -1,7034 -1,6388 -1,5941 -1,4841 -1,2485 -0,8774 -0,4116 0,0697 0,4711 0,7115 0,7556 0,6344 0,4326 0,2402 0,1053 0,0221 -0,0492 -0,1508 -0,3064 -0,5153 -0,7489 -0,9501 -1,0467 -0,9763 -0,7060 -0,2480 0,3336 0,9409 1,4797 1,8964 2,1968 2,4474 2,7569 3,2265 3,8871 4,6706 5,4366 6,0329 6,3531 6,3669 6,1189 5,7048 5,2355 4,7984 4,4347 4,1324 3,8315 3,4551 2,9517 2,3134 1,5709 0,7894 0,0537 -0,5639 -1,0282 -1,3443 -1,5492 -1,7010 -1,8658 -2,0981 -2,4129 -2,7647 -3,0649 -3,2334 -3,2397 -3,1075 -2,8949 -2,6704 -2,4906 -2,3818 -2,3326 -2,3030 -2,2436 -2,1166 -1,9115 -1,6490 -1,3751 -1,1556 -1,0672 -1,1653 -1,4321 -1,7582 -1,9896 -2,0061 -1,7724 -1,3438 -0,8352 -0,3688 -0,0290 0,1500 0,1713 0,0599 -0,1455 -0,3981 -0,6580 -0,9156 -1,1964 -1,5351 -1,9429 -2,3907 -2,8073 -3,0949 -3,1575 -2,9349 -2,4319 -1,7264 -0,9508 -0,2542 0,2452 0,5065 0,5782 0,5627 0,5656 0,6681 0,9172 1,3103 1,7774 2,1931 2,4274 2,4062 2,1464 1,7516 1,3608 1,0687 0,8812 0,7421 0,5868 0,3730 0,0941 -0,2132 -0,4859 -0,6693 -0,7381 -0,6902 -0,5420 -0,3377 -0,1444 -0,0229 -0,0020 -0,0815 -0,2488 -0,4787 -0,7204 -0,9003 -0,9499 -0,8442 -0,6182 -0,3438 -0,0884 0,1125 0,2632 0,3984 0,5605 0,7751 1,0340 1,2951 1,4929 1,5611 1,4634 1,2154 0,8764 0,5151 0,1856 -0,0791 -0,2718 -0,4150 -0,5469 -0,6985 -0,8832 -1,0988 -1,3243 -1,5132 -1,6033 -1,5533 -1,3792 -1,1492 -0,9391 -0,7919 -0,7117 -0,6714 -0,6204 -0,5038 -0,2903 0,0125 0,3609 0,6888 0,9361 1,0747 1,1063 1,0429 0,9022 0,7166 0,5395 0,4364 0,4669 0,6601 0,9926 1,3915 1,7746 2,0931 2,3441 2,5586 2,7863 3,0721 3,4321 3,8417 4,2440 4,5739 4,7814 4,8376 4,7309 4,4729 4,1081 3,7041 3,3243 3,0058 2,7563 2,5609 2,3874 2,1884 1,9185 1,5629 1,1540 0,7582 0,4385 0,2181 0,0755 -0,0267 -0,1084 -0,1578 -0,1408 -0,0222 0,2120 0,5433 0,9291 1,3268 1,7069 2,0407 2,2850 2,3998 2,3815 2,2745 2,1548 2,1030 2,1716 2,3595 2,6113 2,8512 3,0221 3,1023 3,0959 3,0165 2,8812 2,7156 2,5517 2,4133 2,3015 2,2029 2,1065 2,0093 1,9068 1,7881 1,6512 1,5242 1,4631 1,5126 1,6667 1,8686 2,0445 2,1305 2,0825 1,8885 1,5828 1,2428 0,9550 0,7728 0,7013 0,7053 0,7295 0,7265 0,6760 0,5829 0,4727 0,3973 0,4263 0,6109 0,9477 1,3758 1,8109 2,1914 2,5003 2,7493 2,9530 3,1170 3,2422 3,3298 3,3822 3,4083 3,4312 3,4883 3,6255 3,8842 4,2827 4,8033 5,3981 6,0025 6,5453 6,9601 7,2070 7,2976 7,2950 7,2828 7,3294 7,4624 7,6554 7,8426 7,9555 7,9483 7,8026 7,5273 7,1617 6,7706 6,4250 6,1724 6,0184 5,9382 5,8952 5,8541 5,7905 5,6940 5,5644 5,4148 5,2809 5,2156 5,2518 5,3682 5,4937 5,5424 5,4576 5,2379 4,9239 4,5683 4,2317 3,9882 3,9011 3,9858 4,1948 4,4314 4,5845 4,5693 4,3565 3,9741 3,4856 2,9593 2,4479 1,9761 1,5405 1,1216 0,6972 0,2474 -0,2409 -0,7565 -1,2532 -1,6662 -1,9410 -2,0565 -2,0388 -1,9592 -1,9063 -1,9438 -2,0872 -2,3131 -2,5814 -2,8428 -3,0375 -3,1131 -3,0606 -2,9280 -2,7851 -2,6712 -2,5833 -2,5016 -2,4077 -2,2828 -2,1071 -1,8634 -1,5416 -1,1535 -0,7477 -0,3950 -0,1448 0,0114 0,1399 0,3305 0,6456 1,0872 1,6008 2,0994 2,4965 2,7402 2,8298 2,8092 2,7492 2,7287 2,8152 3,0412 3,3885 3,7994 4,2090 4,5680 4,8472 5,0370 5,1479 5,2021 5,2152 5,1841 5,0919 4,9186 4,6486 4,2839 3,8629 3,4599 3,1476 2,9533 2,8481 2,7764 2,6957 2,5917 2,4627 2,3037 2,1111 1,9006 1,7108 1,5887 1,5675 1,6471 1,7903 1,9336 2,0095 1,9711 1,8109 1,5633 1,2929 1,0776 0,9845 1,0332 1,1691 1,2831 1,2697 1,0745 0,7147 0,2700 -0,1496 -0,4402 -0,5277 -0,3831 -0,0304 0,4605 0,9973 1,5001 1,9238 2,2575 2,5137 2,7182 2,9018 3,0948 3,3192
F3    -1,5085 -1,3832 -1,2896 -1,2452 -1,2164 -1,1508 -1,0218 -0,8404 -0,6356 -0,4330 -0,2478 -0,0852 0,0592 0,1933 0,3212 0,4456 0,5761 0,7196 0,8626 0,9785 1,0543 1,1014 1,1415 1,1842 1,2223 1,2484 1,2713 1,3053 1,3420 1,3456 1,2767 1,1153 0,8667 0,5637 0,2653 0,0375 -0,0778 -0,0810 -0,0154 0,0467 0,0300 -0,1116 -0,3738 -0,7081 -1,0511 -1,3468 -1,5449 -1,5949 -1,4613 -1,1500 -0,7091 -0,2013 0,3189 0,8136 1,2648 1,6756 2,0592 2,4184 2,7379 3,0026 3,2181 3,4000 3,5408 3,6083 3,5813 3,4757 3,3347 3,2021 3,0997 3,0171 2,9244 2,8020 2,6592 2,5233 2,4163 2,3457 2,3125 2,3120 2,3237 2,3098 2,2289 2,0554 1,7857 1,4297 1,0052 0,5490 0,1194 -0,2261 -0,4579 -0,5876 -0,6627 -0,7420 -0,8599 -1,0044 -1,1268 -1,1681 -1,0786 -0,8416 -0,4995 -0,1400 0,1643 0,3990 0,5941 0,7846 0,9846 1,1823 1,3558 1,4924 1,5957 1,6744 1,7301 1,7499 1,7076 1,5779 1,3610 1,0863 0,7847 0,4603 0,0955 -0,3194 -0,7697 -1,2226 -1,6401 -1,9851 -2,2269 -2,3478 -2,3449 -2,2285 -2,0203 -1,7447 -1,4232 -1,0870 -0,7882 -0,5808 -0,4811 -0,4476 -0,4108 -0,3223 -0,1722 0,0238 0,2335 0,4059 0,4802 0,4124 0,2070 -0,0814 -0,3818 -0,6472 -0,8714 -1,0733 -1,2662 -1,4441 -1,5928 -1,6960 -1,7293 -1,6572 -1,4452 -1,0813 -0,5886 -0,0194 0,5613 1,0933 1,5398 1,9002 2,2152 2,5604 3,0133 3,6005 4,2709 4,9157 5,4152 5,6836 5,6955 5,4906 5,1541 4,7794 4,4301 4,1258 3,8463 3,5434 3,1659 2,6840 2,0986 1,4395 0,7622 0,1324 -0,4008 -0,8209 -1,1395 -1,3860 -1,6025 -1,8397 -2,1393 -2,5061 -2,8929 -3,2190 -3,4164 -3,4642 -3,3871 -3,2322 -3,0508 -2,8827 -2,7429 -2,6198 -2,4880 -2,3222 -2,1121 -1,8690 -1,6215 -1,4075 -1,2764 -1,2849 -1,4664 -1,7871 -2,1384 -2,3842 -2,4268 -2,2412 -1,8722 -1,4106 -0,9577 -0,5943 -0,3657 -0,2777 -0,3057 -0,4157 -0,5763 -0,7635 -0,9719 -1,2199 -1,5286 -1,8990 -2,3014 -2,6729 -2,9274 -2,9785 -2,7706 -2,3070 -1,6580 -0,9419 -0,2913 0,1868 0,4504 0,5365 0,5322 0,5304 0,6066 0,8110 1,1472 1,5525 1,9149 2,1237 2,1149 1,8966 1,5507 1,1917 0,8929 0,6513 0,4211 0,1640 -0,1339 -0,4593 -0,7680 -1,0031 -1,1286 -1,1420 -1,0599 -0,9076 -0,7234 -0,5529 -0,4290 -0,3605 -0,3445 -0,3848 -0,4859 -0,6251 -0,7440 -0,7770 -0,6942 -0,5234 -0,3267 -0,1574 -0,0335 0,0610 0,1579 0,2796 0,4247 0,5703 0,6798 0,7062 0,6049 0,3603 0,0078 -0,3785 -0,7239 -0,9848 -1,1547 -1,2602 -1,3500 -1,4728 -1,6564 -1,9020 -2,1888 -2,4782 -2,7157 -2,8415 -2,8212 -2,6717 -2,4522 -2,2225 -2,0099 -1,8085 -1,5921 -1,3234 -0,9663 -0,5096 0,0138 0,5252 0,9304 1,1728 1,2625 1,2474 1,1659 1,0342 0,8628 0,6741 0,5100 0,4246 0,4607 0,6241 0,8808 1,1784 1,4718 1,7366 1,9726 2,2000 2,4456 2,7257 3,0343 3,3453 3,6295 3,8693 4,0542 4,1640 4,1717 4,0675 3,8743 3,6413 3,4209 3,2455 3,1190 3,0173 2,8932 2,6969 2,4037 2,0254 1,6033 1,1871 0,8098 0,4814 0,2056 0,0013 -0,0961 -0,0505 0,1563 0,5084 0,9453 1,3800 1,7408 1,9980 2,1498 2,1943 2,1295 1,9725 1,7651 1,5630 1,4218 1,3840 1,4588 1,6152 1,8005 1,9697 2,0939 2,1533 2,1344 2,0389 1,8901 1,7264 1,5832 1,4791 1,4162 1,3936 1,4117 1,4578 1,5002 1,5072 1,4768 1,4445 1,4562 1,5288 1,6421 1,7558 1,8212 1,7884 1,6312 1,3723 1,0771 0,8169 0,6380 0,5526 0,5395 0,5546 0,5552 0,5176 0,4357 0,3202 0,2089 0,1640 0,2408 0,4532 0,7630 1,1024 1,4174 1,6909 1,9299 2,1404 2,3184 2,4556 2,5455 2,5887 2,6022 2,6209 2,6863 2,8356 3,0937 3,4649 3,9295 4,4492 4,9749 5,4542 5,8372 6,0892 6,2107 6,2435 6,2507 6,2863 6,3702 6,4767 6,5490 6,5338 6,4048 6,1660 5,8494 5,5093 5,2067 4,9847 4,8481 4,7664 4,6986 4,6152 4,5062 4,3823 4,2636 4,1637 4,0893 4,0572 4,0992 4,2375 4,4545 4,6894 4,8632 4,9176 4,8447 4,6758 4,4514 4,2163 4,0250 3,9246 3,9319 4,0248 4,1481 4,2306 4,2100 4,0519 3,7560 3,3506 2,8806 2,3956 1,9325 1,5018 1,0938 0,6929 0,2839 -0,1457 -0,5922 -1,0232 -1,3872 -1,6359 -1,7409 -1,7083 -1,5853 -1,4457 -1,3581 -1,3604 -1,4562 -1,6255 -1,8267 -1,9965 -2,0726 -2,0347 -1,9175 -1,7808 -1,6661 -1,5832 -1,5272 -1,4904 -1,4589 -1,4145 -1,3366 -1,2037 -1,0060 -0,7656 -0,5333 -0,3529 -0,2254 -0,1025 0,0873 0,3903 0,7970 1,2531 1,6903 2,0519 2,3061 2,4462 2,4866 2,4618 2,4233 2,4308 2,5334 2,7460 3,0428 3,3758 3,6987 3,9772 4,1895 4,3239 4,3737 4,3327 4,1974 3,9731 3,6764 3,3296 2,9583 2,6041 2,3294 2,1837 2,1599 2,1923 2,2030 2,1520 2,0492 1,9238 1,7906 1,6490 1,5061 1,3871 1,3267 1,3529 1,4745 1,6740 1,9089 2,1218 2,2559 2,2724 2,1624 1,9532 1,7040 1,4822 1,3273 1,2263 1,1233 0,9553 0,6869 0,3267 -0,0791 -0,4661 -0,7681 -0,9273 -0,9066 -0,7011 -0,3405 0,1219 0,6260 1,1210 1,5711 1,9529 2,2509 2,4641 2,6135 2,7391
F7    -1,2033 -1,1253 -1,0272 -0,9307 -0,8306 -0,7159 -0,5927 -0,4675 -0,3202 -0,1200 0,1324 0,3984 0,6396 0,8443 1,0181 1,1660 1,2862 1,3714 1,4185 1,4373 1,4465 1,4646 1,5028 1,5576 1,6077 1,6238 1,5792 1,4529 1,2405 0,9664 0,6709 0,3774 0,0822 -0,2157 -0,4888 -0,6961 -0,8073 -0,8204 -0,7702 -0,7160 -0,7103 -0,7734 -0,8965 -1,0641 -1,2703 -1,5069 -1,7373 -1,8899 -1,8892 -1,6991 -1,3365 -0,8494 -0,2928 0,2776 0,8128 1,2801 1,6628 1,9557 2,1669 2,3249 2,4798 2,6867 2,9682 3,2931 3,6071 3,8777 4,0990 4,2695 4,3810 4,4197 4,3681 4,2138 3,9679 3,6732 3,3865 3,1517 2,9867 2,8874 2,8305 2,7798 2,7034 2,5912 2,4529 2,3007 2,1418 1,9840 1,8447 1,7484 1,7064 1,6998 1,6844 1,6149 1,4676 1,2556 1,0313 0,8749 0,8616 1,0165 1,2949 1,6156 1,9152 2,1695 2,3743 2,5248 2,6139 2,6379 2,6050 2,5426 2,4860 2,4552 2,4541 2,4789 2,5118 2,5193 2,4766 2,3815 2,2335 2,0140 1,7026 1,3014 0,8390 0,3644 -0,0598 -0,3780 -0,5737 -0,6732 -0,7148 -0,7222 -0,6943 -0,6058 -0,4263 -0,1537 0,1724 0,4859 0,7231 0,8519 0,8898 0,8900 0,9007 0,9336 0,9677 0,9737 0,9229 0,7906 0,5741 0,3033 0,0180 -0,2569 -0,5061 -0,7074 -0,8370 -0,8902 -0,8833 -0,8297 -0,7226 -0,5389 -0,2544 0,1320 0,5836 1,0363 1,4272 1,7239 1,9384 2,1165 2,3181 2,5993 2,9910 3,4836 4,0294 4,5537 4,9778 5,2477 5,3495 5,3095 5,1852 5,0405 4,9149 4,8048 4,6669 4,4480 4,1220 3,7041 3,2332 2,7537 2,3104 1,9368 1,6367 1,3906 1,1856 1,0267 0,9114 0,8065 0,6664 0,4687 0,2251 -0,0339 -0,2726 -0,4582 -0,5647 -0,5725 -0,4729 -0,2784 -0,0261 0,2343 0,4627 0,6496 0,8135 0,9751 1,1407 1,3003 1,4163 1,4225 1,2668 0,9624 0,5924 0,2625 0,0502 -0,0150 0,0499 0,1935 0,3549 0,4896 0,5777 0,6225 0,6454 0,6648 0,6799 0,6827 0,6733 0,6554 0,6240 0,5620 0,4547 0,3138 0,1861 0,1371 0,2235 0,4642 0,8191 1,1999 1,5162 1,7178 1,8060 1,8181 1,7941 1,7517 1,6998 1,6637 1,6783 1,7491 1,8297 1,8456 1,7458 1,5375 1,2851 1,0803 0,9867 0,9919 1,0208 0,9954 0,8826 0,7013 0,4959 0,3028 0,1311 -0,0316 -0,1965 -0,3591 -0,5042 -0,6195 -0,7007 -0,7521 -0,7856 -0,8112 -0,8264 -0,8150 -0,7630 -0,6746 -0,5739 -0,4913 -0,4475 -0,4455 -0,4708 -0,4933 -0,4795 -0,4122 -0,3001 -0,1704 -0,0551 0,0162 0,0198 -0,0530 -0,1912 -0,3772 -0,5979 -0,8290 -1,0249 -1,1502 -1,2137 -1,2569 -1,3170 -1,4064 -1,5176 -1,6300 -1,7095 -1,7150 -1,6264 -1,4731 -1,3219 -1,2269 -1,1935 -1,1856 -1,1559 -1,0612 -0,8641 -0,5491 -0,1482 0,2621 0,6035 0,8409 0,9870 1,0681 1,0944 1,0570 0,9398 0,7434 0,5117 0,3241 0,2499 0,3056 0,4562 0,6556 0,8760 1,1052 1,3428 1,6050 1,9102 2,2536 2,6021 2,9154 3,1685 3,3547 3,4664 3,4818 3,3796 3,1666 2,8848 2,5955 2,3594 2,2206 2,1936 2,2499 2,3189 2,3172 2,1964 1,9755 1,7291 1,5328 1,4179 1,3726 1,3747 1,4201 1,5281 1,7242 2,0126 2,3600 2,7108 3,0267 3,3082 3,5709 3,8078 3,9821 4,0490 3,9821 3,7913 3,5229 3,2425 3,0086 2,8565 2,7980 2,8280 2,9348 3,1046 3,3168 3,5357 3,7138 3,8124 3,8224 3,7664 3,6833 3,6108 3,5692 3,5569 3,5582 3,5538 3,5269 3,4747 3,4208 3,4076 3,4676 3,5997 3,7680 3,9112 3,9660 3,8987 3,7268 3,5082 3,3047 3,1508 3,0491 2,9876 2,9622 2,9805 3,0416 3,1224 3,1864 3,2117 3,2117 3,2193 3,2489 3,2812 3,2842 3,2471 3,1948 3,1678 3,1827 3,2148 3,2260 3,2019 3,1550 3,1171 3,1416 3,2926 3,6087 4,0724 4,6089 5,1189 5,5320 5,8351 6,0468 6,1775 6,2312 6,2298 6,2195 6,2509 6,3522 6,5106 6,6762 6,7891 6,8115 6,7339 6,5605 6,3045 5,9942 5,6762 5,4114 5,2585 5,2451 5,3553 5,5370 5,7185 5,8319 5,8393 5,7431 5,5769 5,3917 5,2437 5,1787 5,2114 5,3200 5,4639 5,6036 5,7029 5,7300 5,6756 5,5658 5,4496 5,3765 5,3796 5,4638 5,6019 5,7413 5,8146 5,7627 5,5648 5,2488 4,8658 4,4552 4,0391 3,6400 3,2830 2,9740 2,6891 2,3954 2,0776 1,7444 1,4251 1,1615 0,9865 0,8948 0,8367 0,7473 0,5896 0,3667 0,0996 -0,1873 -0,4540 -0,6432 -0,7004 -0,5980 -0,3496 -0,0064 0,3550 0,6519 0,8245 0,8646 0,8127 0,7248 0,6511 0,6367 0,7108 0,8641 1,0511 1,2283 1,3879 1,5577 1,7757 2,0583 2,3837 2,7094 3,0031 3,2543 3,4651 3,6449 3,8164 4,0090 4,2347 4,4765 4,7020 4,8866 5,0274 5,1407 5,2476 5,3629 5,4947 5,6393 5,7713 5,8508 5,8434 5,7261 5,4865 5,1351 4,7155 4,2958 3,9568 3,7703 3,7605 3,8813 4,0433 4,1737 4,2525 4,2968 4,3203 4,3148 4,2646 4,1734 4,0781 4,0303 4,0558 4,1386 4,2372 4,3008 4,2789 4,1372 3,8816 3,5633 3,2536 3,0102 2,8547 2,7692 2,7112 2,6296 2,4765 2,2258 1,8889 1,5119 1,1576 0,8924 0,7785 0,8601 1,1431 1,5888 2,1283 2,6782 3,1509 3,4787 3,6406 3,6617 3,5933 3,5003
