Fp1   -5,1526 -5,0243 -4,7686 -4,4426 -4,0974 -3,7756 -3,5129 -3,3265 -3,2100 -3,1403 -3,0838 -3,0086 -2,8985 -2,7541 -2,5893 -2,4297 -2,2972 -2,1824 -2,0367 -1,7932 -1,3968 -0,8296 -0,1136 0,6988 1,5297 2,2851 2,8837 3,2803 3,4617 3,4366 3,2395 2,9302 2,5797 2,2568 2,0176 1,8935 1,8829 1,9573 2,0776 2,2090 2,3319 2,4453 2,5561 2,6689 2,7823 2,8842 2,9481 2,9492 2,8875 2,7907 2,6992 2,6472 2,6337 2,6113 2,5143 2,2971 1,9413 1,4439 0,8101 0,0518 -0,8109 -1,7354 -2,6524 -3,4911 -4,2111 -4,8042 -5,2698 -5,5923 -5,7466 -5,7270 -5,5652 -5,3216 -5,0661 -4,8582 -4,7190 -4,6144 -4,4760 -4,2467 -3,9099 -3,4900 -3,0415 -2,6336 -2,3326 -2,1849 -2,2116 -2,4100 -2,7438 -3,1319 -3,4650 -3,6495 -3,6459 -3,4683 -3,1582 -2,7762 -2,4065 -2,1400 -2,0476 -2,1596 -2,4596 -2,8963 -3,4043 -3,9192 -4,3829 -4,7480 -4,9896 -5,1180 -5,1772 -5,2214 -5,2945 -5,4344 -5,6834 -6,0822 -6,6494 -7,3532 -8,1020 -8,7718 -9,2496 -9,4623 -9,3891 -9,0582 -8,5271 -7,8504 -7,0625 -6,1861 -5,2427 -4,2538 -3,2390 -2,2100 -1,1681 -0,1046 0,9951 2,1422 3,3281 4,5173 5,6619 6,7224 7,6716 8,4898 9,1746 9,7436 10,2165 10,5941 10,8585 10,9883 10,9689 10,8007 10,5067 10,1281 9,7120 9,3008 8,9172 8,5543 8,1862 7,7878 7,3460 6,8563 6,3190 5,7430 5,1471 4,5528 3,9767 3,4319 2,9443 2,5644 2,3432 2,2878 2,3425 2,4249 2,4886 2,5416 2,6055 2,6750 2,7189 2,7077 2,6415 2,5641 2,5471 2,6510 2,8884 3,2223 3,6108 4,0394 4,5032 4,9830 5,4541 5,9020 6,3244 6,7227 7,0940 7,4185 7,6527 7,7428 7,6529 7,3817 6,9569 6,4147 5,7832 5,0801 4,3252 3,5523 2,8112 2,1465 1,5727 1,0771 0,6414 0,2478 -0,1268 -0,4992 -0,8629 -1,1910 -1,4520 -1,6228 -1,7052 -1,7361 -1,7711 -1,8529 -1,9925 -2,1710 -2,3607 -2,5506 -2,7454 -2,9464 -3,1485 -3,3451 -3,5219 -3,6505 -3,6929 -3,6082 -3,3606 -2,9446 -2,4143 -1,8693 -1,4051 -1,0742 -0,8743 -0,7645 -0,7038 -0,6727 -0,6638 -0,6750 -0,7174 -0,8131 -0,9755 -1,1985 -1,4654 -1,7589 -2,0570 -2,3216 -2,5030 -2,5644 -2,5063 -2,3645 -2,1922 -2,0464 -1,9687 -1,9690 -2,0359 -2,1609 -2,3416 -2,5656 -2,7978 -2,9903 -3,1132 -3,1782 -3,2242 -3,2854 -3,3756 -3,4877 -3,6020 -3,7008 -3,7821 -3,8583 -3,9443 -4,0457 -4,1553 -4,2594 -4,3487 -4,4181 -4,4567 -4,4405 -4,3392 -4,1253 -3,7871 -3,3386 -2,8143 -2,2577 -1,7187 -1,2516 -0,9026 -0,6921 -0,6069 -0,6077 -0,6476 -0,6885 -0,7010 -0,6566 -0,5305 -0,3080 0,0140 0,4283 0,9097 1,4020 1,8155 2,0496 2,0350 1,7686 1,3144 0,7680 0,2179 -0,2621 -0,6011 -0,7361 -0,6454 -0,3726 -0,0050 0,3785 0,7428 1,0921 1,4428 1,7966 2,1330 2,4170 2,6143 2,7077 2,7116 2,6686 2,6317 2,6425 2,7140 2,8255 2,9405 3,0285 3,0754 3,0844 3,0774 3,0863 3,1304 3,2021 3,2768 3,3306 3,3512 3,3335 3,2777 3,1968 3,1266 3,1194 3,2153 3,4164 3,6990 4,0419 4,4264 4,8199 5,1663 5,3950 5,4473 5,3096 5,0220 4,6514 4,2554 3,8684 3,5025 3,1537 2,8057 2,4379 2,0457 1,6609 1,3432 1,1414 1,0617 1,0707 1,1177 1,1531 1,1372 1,0513 0,9083 0,7370 0,5538 0,3650 0,1863 0,0465 -0,0284 -0,0304 0,0261 0,1104 0,1854 0,2188 0,1966 0,1295 0,0486 -0,0002 0,0291 0,1595 0,3777 0,6464 0,9249 1,1741 1,3490 1,4048 1,3228 1,1227 0,8464 0,5417 0,2648 0,0824 0,0531 0,1922 0,4526 0,7442 0,9831 1,1376 1,2371 1,3357 1,4542 1,5628 1,6291 1,6633 1,6994 1,7528 1,8052 1,8207 1,7759 1,6790 1,5612 1,4536 1,3707 1,3129 1,2866 1,3178 1,4449 1,7002 2,0885 2,5782 3,1119 3,6271 4,0657 4,3747 4,5195 4,5061 4,3867 4,2303 4,0815 3,9440 3,7927 3,6069 3,4074 3,2617 3,2435 3,3859 3,6754 4,0737 4,5313 4,9907 5,3974 5,7190 5,9590 6,1441 6,2911 6,3936 6,4400 6,4420 6,4435 6,4950 6,6115 6,7563 6,8677 6,9012 6,8485 6,7233 6,5431 6,3311 6,1145 5,9129 5,7381 5,5925 5,4539 5,2738 4,9944 4,5666 3,9696 3,2286 2,4078 1,5791 0,7963 0,0891 -0,5266 -1,0340 -1,4134 -1,6563 -1,7887 -1,8663 -1,9245 -1,9367 -1,8328 -1,5563 -1,1030 -0,5138 0,1614 0,8986 1,7041 2,5859 3,5255 4,4870 5,4451 6,3935 7,3397 8,3007 9,2899 10,3055 11,3341 12,3579 13,3536 14,2908 15,1329 15,8391 16,3673 16,6860 16,7894 16,7001 16,4598 16,1181 15,7247 15,3259 14,9562 14,6296 14,3422 14,0829 13,8249 13,5120 13,0839 12,5232 11,8607 11,1464 10,4287 9,7412 9,0869 8,4370 7,7565 7,0299 6,2712 5,5240 4,8434 4,2580 3,7483 3,2652 2,7805 2,3264 1,9779 1,7903 1,7566 1,8266 1,9563 2,1337 2,3745 2,7095 3,1780 3,8136 4,6077 5,4874 6,3417 7,0642 7,5647 7,7673 7,6309 7,1716 6,4584 5,5908 4,6824 3,8445 3,1615 2,6676 2,3477 2,1600 2,0527 1,9626 1,8264 1,6109 1,3189 0,9605 0,5333 0,0320 -0,5357 -1,1485 -1,7798 -2,4040 -2,9988 -3,5424 -4,0029 -4,3342 -4,4990 -4,5039 -4,4017 -4,2558 -4,1058 -3,9523 -3,7597 -3,4821 -3,1031 -2,6645 -2,2498 -1,9339
Fz    -0,6678 -0,5274 -0,4357 -0,4144 -0,4666 -0,5820 -0,7427 -0,9268 -1,1112 -1,2766 -1,4090 -1,5048 -1,5805 -1,6666 -1,7871 -1,9425 -2,1094 -2,2472 -2,3087 -2,2530 -2,0574 -1,7213 -1,2641 -0,7231 -0,1515 0,3897 0,8470 1,1892 1,4102 1,5236 1,5538 1,5239 1,4488 1,3430 1,2265 1,1190 1,0320 0,9738 0,9549 0,9847 1,0672 1,1963 1,3510 1,4988 1,6100 1,6652 1,6531 1,5730 1,4436 1,2993 1,1721 1,0741 0,9913 0,8865 0,7173 0,4510 0,0653 -0,4580 -1,1295 -1,9417 -2,8625 -3,8392 -4,8155 -5,7506 -6,6257 -7,4348 -8,1718 -8,8246 -9,3768 -9,8110 -10,1117 -10,2663 -10,2716 -10,1361 -9,8735 -9,5005 -9,0465 -8,5552 -8,0698 -7,6207 -7,2276 -6,9027 -6,6468 -6,4461 -6,2784 -6,1229 -5,9629 -5,7851 -5,5802 -5,3448 -5,0874 -4,8296 -4,5990 -4,4273 -4,3493 -4,3920 -4,5612 -4,8417 -5,2057 -5,6215 -6,0568 -6,4818 -6,8734 -7,2208 -7,5315 -7,8321 -8,1602 -8,5504 -9,0229 -9,5831 -10,2262 -10,9410 -11,7075 -12,4843 -13,1989 -13,7592 -14,0798 -14,1081 -13,8372 -13,3039 -12,5722 -11,7091 -10,7676 -9,7853 -8,7900 -7,8001 -6,8206 -5,8371 -4,8149 -3,7078 -2,4736 -1,0918 0,4166 1,9830 3,5133 4,9253 6,1705 7,2301 8,1033 8,7935 9,2997 9,6117 9,7136 9,5927 9,2505 8,7126 8,0311 7,2756 6,5260 5,8603 5,3316 4,9524 4,7004 4,5342 4,4054 4,2716 4,1083 3,9132 3,6996 3,4841 3,2803 3,0986 2,9495 2,8484 2,8140 2,8567 2,9652 3,1123 3,2767 3,4523 3,6354 3,8148 3,9775 4,1181 4,2451 4,3818 4,5561 4,7843 5,0597 5,3585 5,6590 5,9506 6,2315 6,5077 6,7912 7,0918 7,4119 7,7483 8,0906 8,4190 8,7036 8,9095 9,0077 8,9825 8,8269 8,5301 8,0782 7,4678 6,7144 5,8512 4,9214 3,9631 2,9969 2,0338 1,0896 0,1825 -0,6774 -1,4815 -2,2092 -2,8300 -3,3185 -3,6655 -3,8858 -4,0178 -4,1062 -4,1814 -4,2529 -4,3161 -4,3663 -4,4116 -4,4701 -4,5576 -4,6765 -4,8093 -4,9168 -4,9478 -4,8586 -4,6254 -4,2476 -3,7537 -3,2051 -2,6812 -2,2450 -1,9211 -1,7020 -1,5675 -1,4998 -1,4832 -1,5005 -1,5349 -1,5743 -1,6123 -1,6444 -1,6624 -1,6539 -1,6098 -1,5261 -1,3986 -1,2239 -1,0124 -0,7943 -0,6077 -0,4822 -0,4357 -0,4740 -0,5852 -0,7380 -0,8975 -1,0442 -1,1787 -1,3147 -1,4672 -1,6493 -1,8738 -2,1475 -2,4627 -2,7961 -3,1142 -3,3824 -3,5752 -3,6828 -3,7109 -3,6767 -3,6023 -3,5044 -3,3844 -3,2312 -3,0362 -2,7975 -2,5133 -2,1789 -1,7926 -1,3641 -0,9158 -0,4742 -0,0594 0,3184 0,6562 0,9541 1,2085 1,4115 1,5574 1,6448 1,6738 1,6517 1,6047 1,5794 1,6270 1,7795 2,0334 2,3479 2,6558 2,8837 2,9755 2,9087 2,6988 2,3888 2,0338 1,6862 1,3901 1,1883 1,1228 1,2211 1,4842 1,8939 2,4244 3,0484 3,7353 4,4505 5,1564 5,8168 6,3994 6,8789 7,2456 7,5118 7,7030 7,8427 7,9436 8,0037 8,0030 7,9129 7,7168 7,4241 7,0674 6,6928 6,3468 6,0592 5,8324 5,6413 5,4402 5,1814 4,8347 4,3958 3,8884 3,3601 2,8698 2,4680 2,1832 2,0247 1,9858 2,0430 2,1591 2,2894 2,3884 2,4250 2,3976 2,3305 2,2528 2,1864 2,1452 2,1313 2,1271 2,0970 2,0037 1,8289 1,5850 1,3089 1,0396 0,7989 0,5856 0,3828 0,1706 -0,0672 -0,3356 -0,6193 -0,8857 -1,1034 -1,2534 -1,3263 -1,3192 -1,2358 -1,0813 -0,8574 -0,5652 -0,2114 0,1876 0,6058 1,0135 1,3849 1,7031 1,9584 2,1431 2,2476 2,2621 2,1857 2,0327 1,8276 1,5966 1,3657 1,1608 1,0017 0,8996 0,8621 0,9008 1,0280 1,2437 1,5235 1,8214 2,0886 2,2941 2,4347 2,5246 2,5717 2,5728 2,5371 2,4992 2,4953 2,5317 2,5794 2,5927 2,5361 2,4015 2,2120 2,0129 1,8579 1,7990 1,8801 2,1275 2,5414 3,0923 3,7240 4,3634 4,9350 5,3798 5,6675 5,7966 5,7867 5,6732 5,5056 5,3395 5,2216 5,1709 5,1666 5,1584 5,1005 4,9801 4,8166 4,6459 4,5099 4,4473 4,4828 4,6203 4,8426 5,1196 5,4238 5,7374 6,0466 6,3383 6,6012 6,8277 7,0179 7,1800 7,3242 7,4579 7,5873 7,7217 7,8745 8,0557 8,2600 8,4620 8,6241 8,7092 8,6922 8,5676 8,3514 8,0731 7,7609 7,4248 7,0558 6,6413 6,1758 5,6598 5,0937 4,4785 3,8250 3,1580 2,5109 1,9098 1,3592 0,8465 0,3666 -0,0550 -0,3711 -0,5394 -0,5372 -0,3562 0,0054 0,5450 1,2502 2,0900 3,0161 3,9808 4,9534 5,9185 6,8668 7,7975 8,7227 9,6597 10,6172 11,5890 12,5536 13,4761 14,3126 15,0206 15,5731 15,9627 16,1966 16,2942 16,2872 16,2114 16,0962 15,9617 15,8180 15,6607 15,4739 15,2390 14,9353 14,5415 14,0507 13,4769 12,8423 12,1671 11,4698 10,7699 10,0882 9,4494 8,8810 8,4024 8,0189 7,7299 7,5345 7,4199 7,3506 7,2770 7,1615 6,9994 6,8161 6,6415 6,4895 6,3634 6,2693 6,2167 6,2132 6,2635 6,3773 6,5696 6,8460 7,1869 7,5520 7,8911 8,1471 8,2569 8,1666 7,8535 7,3361 6,6701 5,9359 5,2179 4,5801 4,0568 3,6572 3,3700 3,1650 2,9997 2,8338 2,6418 2,4110 2,1285 1,7805 1,3648 0,8965 0,3986 -0,1104 -0,6187 -1,1200 -1,6110 -2,0812 -2,5023 -2,8382 -3,0684 -3,1943 -3,2236 -3,1654 -3,0334 -2,8395 -2,5886 -2,2859 -1,9463 -1,5915 -1,2385
F3    -1,9710 -1,7713 -1,5797 -1,4308 -1,3413 -1,3145 -1,3448 -1,4158 -1,5027 -1,5814 -1,6351 -1,6592 -1,6667 -1,6824 -1,7273 -1,8084 -1,9132 -2,0067 -2,0374 -1,9568 -1,7417 -1,3999 -0,9582 -0,4508 0,0826 0,5976 1,0514 1,4119 1,6612 1,7959 1,8257 1,7663 1,6369 1,4651 1,2877 1,1394 1,0436 1,0149 1,0610 1,1785 1,3538 1,5655 1,7841 1,9723 2,0951 2,1283 2,0586 1,8894 1,6484 1,3819 1,1332 0,9250 0,7524 0,5889 0,4039 0,1746 -0,1191 -0,5005 -0,9894 -1,5898 -2,2798 -3,0148 -3,7472 -4,4473 -5,1065 -5,7242 -6,2966 -6,8122 -7,2541 -7,6065 -7,8608 -8,0146 -8,0708 -8,0346 -7,9064 -7,6834 -7,3757 -7,0156 -6,6444 -6,2951 -5,9920 -5,7532 -5,5855 -5,4774 -5,4058 -5,3470 -5,2812 -5,1922 -5,0670 -4,9022 -4,7129 -4,5284 -4,3766 -4,2791 -4,2570 -4,3257 -4,4844 -4,7138 -4,9862 -5,2743 -5,5524 -5,7967 -5,9888 -6,1233 -6,2155 -6,3045 -6,4428 -6,6761 -7,0267 -7,4940 -8,0649 -8,7208 -9,4359 -10,1638 -10,8311 -11,3499 -11,6415 -11,6550 -11,3793 -10,8459 -10,1169 -9,2633 -8,3474 -7,4185 -6,5106 -5,6391 -4,8006 -3,9776 -3,1395 -2,2427 -1,2406 -0,1041 1,1574 2,4909 3,8170 5,0614 6,1743 7,1304 7,9221 8,5545 9,0381 9,3782 9,5685 9,5970 9,4586 9,1647 8,7451 8,2468 7,7331 7,2754 6,9286 6,7097 6,5966 6,5392 6,4766 6,3586 6,1608 5,8868 5,5576 5,2000 4,8387 4,4924 4,1742 3,8976 3,6812 3,5410 3,4741 3,4597 3,4770 3,5130 3,5523 3,5730 3,5577 3,5070 3,4443 3,4122 3,4543 3,5921 3,8132 4,0838 4,3746 4,6722 4,9740 5,2825 5,6031 5,9387 6,2870 6,6401 6,9793 7,2721 7,4782 7,5618 7,5028 7,3032 6,9809 6,5572 6,0520 5,4849 4,8746 4,2379 3,5898 2,9362 2,2694 1,5812 0,8760 0,1650 -0,5441 -1,2404 -1,8972 -2,4766 -2,9466 -3,2945 -3,5317 -3,6898 -3,8045 -3,9013 -3,9900 -4,0674 -4,1254 -4,1647 -4,1974 -4,2387 -4,2971 -4,3665 -4,4210 -4,4198 -4,3198 -4,0867 -3,7054 -3,1943 -2,6136 -2,0446 -1,5533 -1,1721 -0,9060 -0,7452 -0,6764 -0,6891 -0,7716 -0,9060 -1,0694 -1,2406 -1,4015 -1,5322 -1,6112 -1,6259 -1,5760 -1,4644 -1,2920 -1,0684 -0,8227 -0,5951 -0,4212 -0,3265 -0,3279 -0,4234 -0,5863 -0,7776 -0,9656 -1,1345 -1,2833 -1,4188 -1,5524 -1,6991 -1,8697 -2,0619 -2,2629 -2,4581 -2,6342 -2,7796 -2,8898 -2,9691 -3,0257 -3,0629 -3,0742 -3,0424 -2,9500 -2,7926 -2,5788 -2,3166 -2,0070 -1,6475 -1,2412 -0,8012 -0,3514 0,0782 0,4599 0,7784 1,0336 1,2327 1,3821 1,4893 1,5634 1,6091 1,6298 1,6405 1,6750 1,7770 1,9784 2,2839 2,6651 3,0665 3,4208 3,6686 3,7748 3,7372 3,5825 3,3533 3,0929 2,8378 2,6221 2,4785 2,4273 2,4679 2,5858 2,7657 2,9971 3,2706 3,5726 3,8863 4,1950 4,4827 4,7318 4,9289 5,0753 5,1838 5,2671 5,3322 5,3787 5,3968 5,3713 5,2931 5,1685 5,0190 4,8722 4,7489 4,6545 4,5777 4,4911 4,3548 4,1314 3,8028 3,3769 2,8857 2,3814 1,9251 1,5653 1,3246 1,2061 1,1997 1,2797 1,4075 1,5385 1,6309 1,6603 1,6335 1,5811 1,5353 1,5157 1,5284 1,5633 1,5924 1,5799 1,4975 1,3370 1,1140 0,8625 0,6191 0,4045 0,2186 0,0490 -0,1192 -0,2997 -0,4988 -0,7071 -0,9022 -1,0626 -1,1763 -1,2370 -1,2438 -1,2027 -1,1199 -0,9944 -0,8231 -0,6083 -0,3578 -0,0821 0,2058 0,4920 0,7650 1,0125 1,2178 1,3613 1,4313 1,4281 1,3620 1,2464 1,0949 0,9238 0,7524 0,5984 0,4749 0,3935 0,3690 0,4157 0,5351 0,7017 0,8652 0,9722 0,9931 0,9354 0,8319 0,7118 0,5872 0,4716 0,3943 0,3820 0,4316 0,5080 0,5641 0,5618 0,4842 0,3390 0,1560 -0,0207 -0,1401 -0,1518 -0,0205 0,2618 0,6721 1,1617 1,6663 2,1205 2,4744 2,7008 2,7958 2,7764 2,6788 2,5562 2,4693 2,4687 2,5737 2,7569 2,9567 3,1157 3,2124 3,2594 3,2840 3,3174 3,3895 3,5230 3,7259 3,9858 4,2755 4,5705 4,8564 5,1216 5,3517 5,5332 5,6631 5,7556 5,8372 5,9296 6,0343 6,1350 6,2125 6,2616 6,2909 6,3064 6,2980 6,2420 6,1136 5,9016 5,6150 5,2804 4,9314 4,5942 4,2742 3,9587 3,6306 3,2755 2,8832 2,4465 1,9638 1,4446 0,9118 0,3918 -0,1001 -0,5677 -1,0256 -1,4748 -1,8854 -2,2060 -2,3909 -2,4138 -2,2627 -1,9302 -1,4105 -0,7093 0,1442 1,1007 2,1122 3,1498 4,1972 5,2368 6,2521 7,2355 8,1905 9,1254 10,0423 10,9272 11,7497 12,4710 13,0533 13,4676 13,6981 13,7452 13,6307 13,4007 13,1133 12,8206 12,5590 12,3421 12,1549 11,9618 11,7251 11,4158 11,0147 10,5182 9,9403 9,3022 8,6267 7,9386 7,2616 6,6134 6,0105 5,4723 5,0161 4,6512 4,3842 4,2172 4,1354 4,0992 4,0552 3,9595 3,8002 3,6019 3,4027 3,2272 3,0824 2,9693 2,8910 2,8528 2,8618 2,9312 3,0793 3,3152 3,6217 3,9565 4,2654 4,4892 4,5660 4,4459 4,1139 3,5981 2,9619 2,2885 1,6608 1,1377 0,7412 0,4600 0,2616 0,1039 -0,0550 -0,2451 -0,4756 -0,7420 -1,0452 -1,4004 -1,8201 -2,2941 -2,7921 -3,2796 -3,7309 -4,1345 -4,4896 -4,7938 -5,0321 -5,1845 -5,2454 -5,2262 -5,1393 -4,9914 -4,7874 -4,5289 -4,2146 -3,8491 -3,4511 -3,0466 -2,6570
F7    -3,5187 -3,2078 -2,8781 -2,5791 -2,3364 -2,1502 -2,0030 -1,8700 -1,7337 -1,5915 -1,4512 -1,3240 -1,2288 -1,1894 -1,2229 -1,3262 -1,4702 -1,5962 -1,6255 -1,4905 -1,1718 -0,7059 -0,1603 0,3967 0,9085 1,3305 1,6319 1,8006 1,8467 1,8014 1,7076 1,6006 1,4957 1,3968 1,3111 1,2513 1,2304 1,2579 1,3329 1,4389 1,5517 1,6541 1,7383 1,7999 1,8324 1,8210 1,7414 1,5757 1,3328 1,0446 0,7434 0,4485 0,1645 -0,1163 -0,4032 -0,6965 -0,9916 -1,2859 -1,5848 -1,9017 -2,2463 -2,6131 -2,9879 -3,3636 -3,7445 -4,1365 -4,5361 -4,9269 -5,2830 -5,5805 -5,8075 -5,9624 -6,0453 -6,0540 -5,9826 -5,8261 -5,5946 -5,3182 -5,0364 -4,7847 -4,5934 -4,4852 -4,4648 -4,5101 -4,5814 -4,6416 -4,6678 -4,6513 -4,5889 -4,4822 -4,3476 -4,2161 -4,1142 -4,0531 -4,0317 -4,0421 -4,0736 -4,1192 -4,1810 -4,2687 -4,3885 -4,5324 -4,6748 -4,7800 -4,8225 -4,8075 -4,7731 -4,7747 -4,8631 -5,0682 -5,3921 -5,8165 -6,3162 -6,8609 -7,4086 -7,9084 -8,3101 -8,5671 -8,6383 -8,4975 -8,1442 -7,6043 -6,9224 -6,1518 -5,3474 -4,5567 -3,8119 -3,1237 -2,4784 -1,8367 -1,1402 -0,3336 0,6034 1,6406 2,7096 3,7353 4,6591 5,4462 6,0823 6,5719 6,9358 7,2038 7,4021 7,5419 7,6139 7,5961 7,4720 7,2450 6,9447 6,6205 6,3179 6,0615 5,8537 5,6759 5,4948 5,2793 5,0182 4,7225 4,4118 4,0984 3,7799 3,4442 3,0850 2,7170 2,3776 2,1097 1,9360 1,8514 1,8403 1,8907 1,9914 2,1252 2,2726 2,4189 2,5602 2,7052 2,8691 3,0585 3,2603 3,4507 3,6148 3,7563 3,8923 4,0436 4,2228 4,4232 4,6220 4,7937 4,9183 4,9804 4,9647 4,8532 4,6331 4,3125 3,9221 3,4990 3,0695 2,6433 2,2184 1,7908 1,3598 0,9231 0,4749 0,0180 -0,4324 -0,8661 -1,2891 -1,7072 -2,1045 -2,4456 -2,6983 -2,8536 -2,9318 -2,9740 -3,0228 -3,1043 -3,2206 -3,3550 -3,4870 -3,6098 -3,7312 -3,8606 -3,9986 -4,1341 -4,2439 -4,2955 -4,2533 -4,0821 -3,7561 -3,2810 -2,7088 -2,1199 -1,5835 -1,1383 -0,7995 -0,5688 -0,4433 -0,4210 -0,4971 -0,6535 -0,8560 -1,0661 -1,2519 -1,3848 -1,4350 -1,3829 -1,2338 -1,0146 -0,7567 -0,4886 -0,2372 -0,0224 0,1543 0,3072 0,4486 0,5817 0,7068 0,8204 0,9136 0,9776 1,0095 1,0128 0,9917 0,9461 0,8806 0,8144 0,7716 0,7639 0,7869 0,8278 0,8731 0,9115 0,9345 0,9405 0,9401 0,9579 1,0204 1,1397 1,3138 1,5362 1,7981 2,0841 2,3740 2,6488 2,8963 3,1098 3,2842 3,4175 3,5113 3,5674 3,5834 3,5529 3,4675 3,3257 3,1468 2,9764 2,8732 2,8832 3,0209 3,2694 3,5907 3,9368 4,2556 4,4997 4,6388 4,6689 4,6102 4,4937 4,3474 4,1893 4,0321 3,8872 3,7570 3,6292 3,4855 3,3174 3,1364 2,9725 2,8605 2,8241 2,8700 2,9871 3,1445 3,2989 3,4119 3,4611 3,4422 3,3689 3,2644 3,1479 3,0303 2,9172 2,8113 2,7119 2,6186 2,5341 2,4638 2,4140 2,3864 2,3719 2,3531 2,3118 2,2354 2,1229 1,9907 1,8664 1,7703 1,7055 1,6654 1,6401 1,6154 1,5748 1,5038 1,3922 1,2393 1,0607 0,8887 0,7635 0,7182 0,7651 0,8855 1,0322 1,1476 1,1892 1,1445 1,0315 0,8861 0,7397 0,6011 0,4583 0,2992 0,1259 -0,0510 -0,2244 -0,3875 -0,5293 -0,6405 -0,7174 -0,7604 -0,7751 -0,7738 -0,7667 -0,7528 -0,7225 -0,6685 -0,5899 -0,4936 -0,3936 -0,3042 -0,2292 -0,1651 -0,1131 -0,0824 -0,0814 -0,1098 -0,1603 -0,2242 -0,2941 -0,3584 -0,3991 -0,3972 -0,3426 -0,2388 -0,0987 0,0610 0,2216 0,3606 0,4529 0,4797 0,4405 0,3557 0,2516 0,1401 0,0179 -0,1102 -0,2182 -0,2773 -0,2822 -0,2557 -0,2314 -0,2394 -0,2999 -0,4189 -0,5825 -0,7585 -0,9066 -0,9909 -0,9887 -0,8928 -0,7044 -0,4301 -0,0904 0,2693 0,5837 0,7947 0,8762 0,8376 0,7087 0,5316 0,3620 0,2647 0,2929 0,4635 0,7498 1,1004 1,4633 1,7957 2,0703 2,2831 2,4551 2,6243 2,8273 3,0785 3,3633 3,6521 3,9167 4,1355 4,2979 4,4080 4,4827 4,5453 4,6135 4,6906 4,7672 4,8316 4,8760 4,9001 4,9061 4,8854 4,8146 4,6676 4,4261 4,0879 3,6710 3,2066 2,7273 2,2575 1,8076 1,3746 0,9505 0,5328 0,1259 -0,2690 -0,6577 -1,0433 -1,4152 -1,7508 -2,0336 -2,2686 -2,4757 -2,6633 -2,8093 -2,8714 -2,8132 -2,6184 -2,2848 -1,8108 -1,1867 -0,4054 0,5150 1,5220 2,5519 3,5575 4,5113 5,3984 6,2192 6,9932 7,7504 8,5161 9,2971 10,0752 10,8124 11,4610 11,9763 12,3293 12,5138 12,5424 12,4434 12,2600 12,0430 11,8341 11,6528 11,4898 11,3103 11,0745 10,7589 10,3562 9,8709 9,3230 8,7417 8,1452 7,5348 6,9065 6,2663 5,6318 5,0253 4,4652 3,9641 3,5290 3,1655 2,8802 2,6731 2,5294 2,4202 2,3154 2,2048 2,1079 2,0576 2,0739 2,1571 2,3014 2,5067 2,7754 3,1023 3,4739 3,8746 4,2855 4,6798 5,0209 5,2673 5,3783 5,3189 5,0694 4,6362 4,0547 3,3840 2,6963 2,0582 1,5098 1,0590 0,6916 0,3835 0,1076 -0,1618 -0,4431 -0,7467 -1,0798 -1,4532 -1,8779 -2,3519 -2,8519 -3,3375 -3,7635 -4,0926 -4,3059 -4,4037 -4,3995 -4,3134 -4,1754 -4,0276 -3,9082 -3,8286 -3,7723 -3,7137 -3,6303 -3,5070 -3,3404 -3,1392 -2,9163 -2,6796
