Fp1   -3,5634 -4,2250 -4,5841 -4,4892 -3,8498 -2,6898 -1,1685 0,4340 1,7766 2,5937 2,8473 2,7538 2,6368 2,7258 3,0507 3,4677 3,7437 3,6442 3,0224 1,9031 0,5190 -0,7668 -1,6348 -1,9459 -1,7383 -1,1398 -0,3016 0,6176 1,4575 2,0935 2,4842 2,6700 2,7342 2,7704 2,8288 2,8493 2,6727 2,1441 1,2230 0,0222 -1,2545 -2,4090 -3,3018 -3,8607 -4,0751 -3,9762 -3,6143 -3,0523 -2,3735 -1,6718 -1,0252 -0,4836 -0,0720 0,2080 0,3843 0,5289 0,7510 1,1464 1,7271 2,3802 2,8980 3,0754 2,8106 2,1390 1,1844 0,0917 -0,9792 -1,8297 -2,2575 -2,1449 -1,5124 -0,5118 0,6281 1,6934 2,5494 3,1404 3,4576 3,4909 3,1844 2,4651 1,3325 -0,0795 -1,5002 -2,5870 -3,0623 -2,8617 -2,1667 -1,2959 -0,5491 -0,0961 0,0417 -0,0565 -0,2413 -0,3175 -0,1226 0,3746 1,0357 1,5997 1,7941 1,4546 0,5844 -0,6693 -2,0905 -3,4843 -4,7386 -5,7998 -6,6012 -7,0708 -7,2008 -7,0479 -6,6705 -6,0942 -5,3319 -4,4161 -3,4110 -2,3990 -1,4495 -0,5891 0,1914 0,8994 1,5350 2,1187 2,6940 3,3056 4,0002 4,8286 5,8029 6,8433 7,7955 8,5150 8,9456 9,1545 9,3098 9,5864 10,0652 10,7062 11,3883 11,9881 12,4655 12,8757 13,2744 13,6305 13,8567 13,9065 13,8163 13,6650 13,5109 13,3620 13,1833 12,9077 12,4483 11,7529 10,8818 10,0107 9,3264 8,9190 8,7576 8,7440 8,7891 8,8482 8,9118 9,0026 9,1731 9,4868 9,9818 10,6046 11,1517 11,3263 10,9194 9,9687 8,7389 7,5321 6,5235 5,7578 5,2411 4,9832 4,9675 5,1328 5,4114 5,7777 6,2497 6,8495 7,5622 8,3125 8,9744 9,4197 9,5833 9,4802 9,1647 8,6917 8,1094 7,4669 6,8115 6,1695 5,5541 5,0197 4,6842 4,6729 5,0493 5,7884 6,7704 7,8128 8,7521 9,4843 9,9355 10,0657 9,9289 9,6730 9,4467 9,3229 9,3208 9,4674 9,8071 10,3522 11,0419 11,7507 12,3357 12,7105 12,9033 13,0213 13,1404 13,2603 13,3600 13,4413 13,5054 13,5264 13,4692 13,3108 13,0176 12,5203 11,7645 10,8112 9,8601 9,1518 8,8487 8,9821 9,4645 10,1452 10,8713 11,5205 12,0067 12,2767 12,3148 12,1464 11,8234 11,4084 10,9803 10,6317 10,4326 10,3927 10,4576 10,5249 10,4863 10,2999 10,0226 9,7606 9,5987 9,5795 9,7243 10,0310 10,4327 10,7861 10,9453 10,8788 10,6978 10,5575 10,5568 10,7239 11,0315 11,3944 11,6761 11,7409 11,5355 11,1392 10,7337 10,5170 10,6177 11,0398 11,6688 12,3589 13,0277 13,6601 14,2682 14,8823 15,5381 16,2214 16,8339 17,2399 17,3404 17,0995 16,5304 15,6826 14,6417 13,5388 12,5407 11,7981 11,3854 11,2790 11,3793 11,5677 11,7731 12,0005 12,2950 12,6720 13,0870 13,4848 13,8690 14,3048 14,8446 15,4501 16,0015 16,4049 16,6688 16,8469 16,9517 16,9581 16,8519 16,6483 16,3840 16,1106 15,9061 15,8737 16,0789 16,4798 16,9621 17,4326 17,8491 18,1844 18,4042 18,4823 18,4008 18,1353 17,6952 17,1905 16,7941 16,6162 16,6363 16,7266 16,7312 16,5710 16,2979 16,0493 15,9614 16,1186 16,5501 17,2200 17,9971 18,6703 19,0394 18,9935 18,5099 17,6361 16,5142 15,3751 14,4372 13,8146 13,5302 13,5650 13,8735 14,3877 15,0145 15,6159 16,0239 16,1121 15,8550 15,3134 14,5817 13,7575 12,9350 12,1796 11,5155 10,9716 10,6229 10,5726 10,9053 11,6329 12,6525 13,7510 14,6630 15,1700 15,2074 14,8847 14,3816 13,8403 13,3586 13,0198 12,8921 13,0022 13,3049 13,6821 14,0018 14,1869 14,2204 14,1088 13,8726 13,5529 13,2013 12,8713 12,6161 12,4596 12,3648 12,2595 12,1211 12,0469 12,2129 12,7248 13,4908 14,2469 14,7155 14,7529 14,3814 13,7268 12,9451 12,1935 11,6164 11,2997 11,2298 11,3162 11,4601 11,5987 11,7035 11,7592 11,7484 11,6454 11,4242 11,0703 10,5853 9,9889 9,3410 8,7722 8,4577 8,5186 8,9431 9,6036 10,3350 10,9895 11,4591 11,6930 11,6962 11,4984 11,1348 10,6605 10,1771 9,8253 9,7159 9,8588 10,1722 10,5490 10,9038 11,1976 11,4493 11,6961 11,9193 12,0272 11,9341 11,6534 11,2950 10,9629 10,6603 10,2973 9,7914 9,1572 8,5027 7,9667 7,6731 7,6979 8,0343 8,5901 9,2215 9,7786 10,1575 10,3260 10,3022 10,1297 9,8706 9,5813 9,2638 8,8426 8,2085 7,3018 6,1579 4,8779 3,5651 2,2935 1,1258 0,1529 -0,4920 -0,6685 -0,2974 0,5696 1,7437 2,9829 4,0804 4,8901 5,3292 5,3982 5,1858 4,8399 4,5054 4,2571 4,0958 4,0147 4,0458 4,2498 4,6755 5,3149 6,0811 6,8479 7,5261 8,0993 8,6018 9,0906 9,6310 10,2724 11,0269 11,8735 12,7651 13,6181 14,3184 14,7771 14,9856 14,9980 14,8725 14,6465 14,3443 13,9732 13,5132 12,9440 12,2996 11,6744 11,1650 10,8198 10,6427 10,6134 10,6736 10,7257 10,6926 10,5750 10,4230 10,2787 10,1654 10,1090 10,1336 10,2144 10,2498 10,1197 9,7666 9,1973 8,4626 7,6831 7,0267 6,6075 6,4240 6,3885 6,3786 6,2657 5,9472 5,3965 4,6869 3,9565 3,3237 2,8102 2,3503 1,8913 1,4725 1,2185 1,2821 1,7735 2,6766 3,8037 4,8623 5,5916 5,8530 5,6590 5,1761 4,6607 4,3134 4,1529 4,0209 3,7282 3,2328 2,6848 2,3077 2,2628 2,5949 3,2327 4,0203 4,7666 5,2902 5,4849 5,3730 5,0616 4,6401 4,1395 3,5741 2,9874 2,4543 2,0550 1,8462 1,8536
Fz    -2,3653 -2,7827 -2,9968 -2,9204 -2,5070 -1,7715 -0,7978 0,2662 1,2343 1,9437 2,3295 2,4487 2,4279 2,3834 2,3697 2,3709 2,3163 2,1108 1,6772 1,0056 0,1894 -0,5976 -1,1826 -1,4664 -1,4376 -1,1486 -0,6837 -0,1324 0,4284 0,9436 1,3818 1,7255 1,9657 2,1095 2,1686 2,1265 1,9315 1,5361 0,9430 0,2186 -0,5399 -1,2487 -1,8520 -2,3132 -2,6073 -2,7175 -2,6357 -2,3727 -1,9718 -1,5031 -1,0364 -0,6207 -0,2779 -0,0041 0,2256 0,4507 0,7143 1,0467 1,4407 1,8305 2,0986 2,1246 1,8503 1,3164 0,6373 -0,0535 -0,6327 -0,9943 -1,0704 -0,8575 -0,4204 0,1311 0,6790 1,1364 1,4628 1,6504 1,7067 1,6352 1,4144 1,0091 0,4165 -0,3035 -1,0322 -1,6221 -1,9496 -1,9780 -1,7796 -1,4941 -1,2526 -1,1201 -1,0855 -1,0910 -1,0597 -0,9135 -0,6032 -0,1469 0,3586 0,7677 0,9421 0,8011 0,3438 -0,3611 -1,2071 -2,0903 -2,9414 -3,7201 -4,3831 -4,8818 -5,1910 -5,3133 -5,2536 -5,0076 -4,5735 -3,9680 -3,2330 -2,4326 -1,6349 -0,8856 -0,1999 0,4211 0,9746 1,4619 1,9003 2,3244 2,7793 3,3056 3,9113 4,5454 5,1152 5,5394 5,7936 5,9215 6,0130 6,1606 6,4210 6,8056 7,2892 7,8332 8,4167 9,0425 9,6978 10,3170 10,8073 11,1131 11,2482 11,2714 11,2382 11,1711 11,0581 10,8602 10,5270 10,0300 9,4025 8,7431 8,1638 7,7284 7,4337 7,2356 7,0897 6,9695 6,8636 6,7796 6,7510 6,8264 7,0372 7,3502 7,6425 7,7511 7,5764 7,1480 6,5921 6,0351 5,5384 5,1122 4,7635 4,5111 4,3651 4,3135 4,3348 4,4205 4,5807 4,8298 5,1659 5,5555 5,9367 6,2460 6,4487 6,5401 6,5242 6,4042 6,1873 5,8863 5,5198 5,1182 4,7323 4,4374 4,3195 4,4382 4,7960 5,3379 5,9711 6,5977 7,1546 7,6235 8,0014 8,2851 8,4888 8,6483 8,7912 8,9190 9,0295 9,1450 9,3067 9,5455 9,8602 10,2183 10,5687 10,8660 11,0964 11,2772 11,4243 11,5337 11,5958 11,6120 11,5918 11,5422 11,4663 11,3594 11,1948 10,9157 10,4698 9,8675 9,1970 8,5819 8,1276 7,8911 7,8690 8,0084 8,2371 8,4872 8,7050 8,8531 8,9165 8,9052 8,8425 8,7553 8,6708 8,6075 8,5620 8,5121 8,4305 8,2875 8,0550 7,7348 7,3800 7,0681 6,8533 6,7529 6,7731 6,9196 7,1706 7,4531 7,6749 7,7882 7,8158 7,8135 7,8273 7,8819 7,9795 8,0915 8,1585 8,1173 7,9474 7,6990 7,4748 7,3816 7,4870 7,7918 8,2296 8,7064 9,1540 9,5426 9,8650 10,1344 10,3838 10,6381 10,8873 11,0940 11,2174 11,2299 11,1235 10,9062 10,5944 10,2177 9,8288 9,4940 9,2632 9,1454 9,1108 9,1188 9,1470 9,1984 9,2918 9,4432 9,6507 9,9018 10,1944 10,5434 10,9566 11,4027 11,8168 12,1485 12,3936 12,5695 12,6800 12,7179 12,6853 12,6002 12,4887 12,3834 12,3303 12,3810 12,5564 12,8185 13,0967 13,3416 13,5423 13,6997 13,8039 13,8384 13,7901 13,6485 13,4221 13,1645 12,9554 12,8479 12,8435 12,9027 12,9651 12,9859 12,9689 12,9642 13,0330 13,2125 13,5010 13,8582 14,2067 14,4514 14,5191 14,3841 14,0578 13,5728 12,9877 12,3895 11,8656 11,4772 11,2605 11,2288 11,3611 11,6063 11,8999 12,1702 12,3449 12,3749 12,2548 12,0148 11,6945 11,3278 10,9454 10,5754 10,2421 9,9786 9,8358 9,8684 10,1112 10,5592 11,1563 11,7975 12,3484 12,6911 12,7807 12,6597 12,4151 12,1313 11,8787 11,7140 11,6723 11,7558 11,9238 12,0964 12,1925 12,1737 12,0477 11,8385 11,5701 11,2687 10,9612 10,6735 10,4300 10,2413 10,0937 9,9625 9,8462 9,7940 9,8881 10,1774 10,6189 11,0827 11,4168 11,5178 11,3651 11,0106 10,5446 10,0685 9,6759 9,4209 9,2964 9,2493 9,2235 9,1899 9,1440 9,0884 9,0220 8,9391 8,8362 8,7183 8,5951 8,4711 8,3532 8,2730 8,2851 8,4266 8,6819 8,9893 9,2759 9,4845 9,5879 9,5931 9,5280 9,4193 9,2822 9,1279 8,9753 8,8532 8,7842 8,7690 8,7936 8,8421 8,8973 8,9464 8,9932 9,0518 9,1251 9,1958 9,2441 9,2724 9,3045 9,3529 9,3876 9,3453 9,1775 8,8872 8,5247 8,1663 7,9010 7,8029 7,8920 8,1239 8,4138 8,6715 8,8363 8,8935 8,8599 8,7638 8,6386 8,5155 8,4032 8,2710 8,0573 7,6999 7,1653 6,4586 5,6139 4,6786 3,7058 2,7656 1,9571 1,3934 1,1561 1,2498 1,5971 2,0836 2,6054 3,0824 3,4530 3,6757 3,7381 3,6654 3,5106 3,3271 3,1568 3,0398 3,0183 3,1285 3,3924 3,8058 4,3297 4,9027 5,4734 6,0230 6,5600 7,1058 7,6888 8,3392 9,0737 9,8849 10,7406 11,5853 12,3470 12,9615 13,3977 13,6529 13,7310 13,6401 13,4035 13,0570 12,6341 12,1668 11,6980 11,2759 10,9307 10,6662 10,4776 10,3632 10,3098 10,2826 10,2479 10,1944 10,1199 10,0129 9,8609 9,6687 9,4572 9,2365 8,9895 8,6916 8,3395 7,9443 7,5191 7,0964 6,7357 6,4874 6,3570 6,3079 6,2825 6,2170 6,0541 5,7637 5,3613 4,9054 4,4601 4,0489 3,6499 3,2429 2,8562 2,5703 2,4855 2,6713 3,1169 3,7183 4,3188 4,7747 5,0015 4,9977 4,8491 4,6907 4,6276 4,6715 4,7442 4,7518 4,6721 4,5747 4,5630 4,7085 5,0215 5,4498 5,9013 6,2708 6,4575 6,3984 6,1084 5,6704 5,1767 4,6907 4,2518 3,8942 3,6491 3,5350 3,5480 3,6715
F3    -2,5626 -2,9430 -3,1217 -3,0403 -2,6548 -1,9639 -1,0338 0,0001 0,9635 1,7060 2,1677 2,3960 2,4976 2,5646 2,6263 2,6512 2,5747 2,3260 1,8522 1,1519 0,3071 -0,5296 -1,2051 -1,6274 -1,7698 -1,6461 -1,2906 -0,7519 -0,0923 0,6180 1,3092 1,9138 2,3723 2,6497 2,7372 2,6313 2,3216 1,8097 1,1348 0,3761 -0,3762 -1,0556 -1,6310 -2,0941 -2,4392 -2,6469 -2,6866 -2,5366 -2,2085 -1,7510 -1,2299 -0,7054 -0,2207 0,2006 0,5549 0,8580 1,1390 1,4249 1,7183 1,9785 2,1269 2,0824 1,8109 1,3535 0,8080 0,2873 -0,1057 -0,2892 -0,2237 0,0688 0,5078 0,9777 1,3628 1,5877 1,6358 1,5332 1,3229 1,0385 0,6812 0,2293 -0,3186 -0,9090 -1,4380 -1,7885 -1,8797 -1,7133 -1,3830 -1,0327 -0,7900 -0,7184 -0,8068 -0,9875 -1,1621 -1,2287 -1,1205 -0,8416 -0,4725 -0,1389 0,0390 -0,0112 -0,2976 -0,7760 -1,3760 -2,0307 -2,6971 -3,3505 -3,9620 -4,4973 -4,9300 -5,2368 -5,3837 -5,3335 -5,0689 -4,6037 -3,9769 -3,2405 -2,4457 -1,6290 -0,8151 -0,0364 0,6599 1,2326 1,6742 2,0196 2,3312 2,6724 3,0780 3,5292 3,9610 4,3061 4,5386 4,6839 4,7985 4,9369 5,1289 5,3787 5,6731 5,9946 6,3390 6,7165 7,1212 7,5065 7,8109 8,0083 8,1244 8,2065 8,2811 8,3379 8,3449 8,2679 8,0813 7,7780 7,3829 6,9510 6,5395 6,1757 5,8515 5,5474 5,2607 5,0124 4,8337 4,7593 4,8266 5,0663 5,4774 5,9892 6,4498 6,6852 6,5945 6,2020 5,6292 5,0162 4,4561 3,9870 3,6209 3,3641 3,2127 3,1486 3,1492 3,2074 3,3389 3,5668 3,8976 4,3068 4,7395 5,1243 5,3937 5,4981 5,4100 5,1334 4,7098 4,2081 3,7025 3,2553 2,9130 2,7101 2,6733 2,8158 3,1283 3,5777 4,1073 4,6462 5,1346 5,5429 5,8616 6,0927 6,2561 6,3891 6,5221 6,6606 6,7997 6,9504 7,1360 7,3648 7,6175 7,8568 8,0402 8,1356 8,1433 8,0999 8,0512 8,0270 8,0435 8,1131 8,2362 8,3906 8,5378 8,6402 8,6585 8,5384 8,2285 7,7340 7,1425 6,5837 6,1701 5,9592 5,9426 6,0596 6,2302 6,3854 6,4777 6,4790 6,3836 6,2133 6,0102 5,8204 5,6828 5,6165 5,6078 5,6147 5,5873 5,4827 5,2757 4,9805 4,6613 4,4018 4,2542 4,2215 4,2843 4,4256 4,6167 4,7973 4,8963 4,8837 4,7914 4,6811 4,6061 4,6029 4,6882 4,8460 5,0220 5,1447 5,1664 5,0966 4,9982 4,9529 5,0203 5,2063 5,4621 5,7269 5,9748 6,2120 6,4438 6,6663 6,8762 7,0685 7,2282 7,3335 7,3656 7,3182 7,2015 7,0363 6,8427 6,6383 6,4450 6,2865 6,1754 6,1032 6,0409 5,9597 5,8570 5,7629 5,7243 5,7754 5,9166 6,1238 6,3777 6,6796 7,0351 7,4282 7,8171 8,1623 8,4426 8,6381 8,7172 8,6594 8,4817 8,2361 7,9891 7,8050 7,7370 7,8130 8,0152 8,2816 8,5425 8,7613 8,9395 9,0901 9,2134 9,2922 9,2988 9,2025 8,9958 8,7227 8,4623 8,2782 8,1959 8,2062 8,2747 8,3628 8,4555 8,5671 8,7189 8,9153 9,1348 9,3342 9,4579 9,4568 9,3087 9,0244 8,6341 8,1724 7,6812 7,2141 6,8240 6,5489 6,4123 6,4194 6,5457 6,7442 6,9611 7,1383 7,2144 7,1472 6,9363 6,6192 6,2523 5,8971 5,6100 5,4255 5,3475 5,3684 5,4902 5,7229 6,0691 6,5089 6,9903 7,4325 7,7471 7,8740 7,8161 7,6401 7,4375 7,2854 7,2301 7,2844 7,4317 7,6347 7,8430 8,0035 8,0804 8,0693 7,9842 7,8360 7,6307 7,3773 7,0893 6,7828 6,4761 6,1836 5,9148 5,6817 5,5099 5,4461 5,5468 5,8347 6,2563 6,6914 7,0078 7,1172 7,0044 6,7237 6,3696 6,0402 5,8058 5,6824 5,6341 5,6094 5,5795 5,5443 5,5096 5,4669 5,3940 5,2730 5,1060 4,9182 4,7445 4,6098 4,5278 4,5183 4,6112 4,8195 5,1149 5,4377 5,7289 5,9487 6,0762 6,1076 6,0552 5,9404 5,7856 5,6098 5,4280 5,2519 5,0927 4,9627 4,8767 4,8433 4,8554 4,8949 4,9543 5,0419 5,1643 5,3079 5,4438 5,5531 5,6361 5,6885 5,6746 5,5402 5,2598 4,8667 4,4378 4,0605 3,8113 3,7376 3,8387 4,0702 4,3659 4,6588 4,9017 5,0770 5,1852 5,2298 5,2153 5,1496 5,0344 4,8534 4,5721 4,1530 3,5757 2,8490 2,0102 1,1112 0,2050 -0,6483 -1,3670 -1,8558 -2,0425 -1,9199 -1,5565 -1,0612 -0,5399 -0,0778 0,2582 0,4210 0,3950 0,2097 -0,0678 -0,3605 -0,5995 -0,7267 -0,7046 -0,5261 -0,2092 0,2127 0,6957 1,1971 1,6944 2,1903 2,6955 3,2197 3,7808 4,4020 5,0896 5,8253 6,5795 7,3189 7,9986 8,5670 8,9864 9,2385 9,3137 9,2122 8,9532 8,5706 8,0975 7,5646 7,0149 6,5056 6,0885 5,7957 5,6447 5,6385 5,7477 5,9049 6,0355 6,0910 6,0473 5,8897 5,6141 5,2400 4,8084 4,3562 3,8956 3,4270 2,9664 2,5472 2,2071 1,9866 1,9237 2,0277 2,2581 2,5349 2,7663 2,8670 2,7727 2,4604 1,9646 1,3684 0,7629 0,2012 -0,3084 -0,7645 -1,1327 -1,3388 -1,2945 -0,9476 -0,3305 0,4313 1,1687 1,7364 2,0512 2,1063 1,9735 1,7741 1,6128 1,5219 1,4584 1,3594 1,2136 1,0825 1,0560 1,1980 1,5208 1,9785 2,4783 2,9002 3,1188 3,0505 2,7050 2,1782 1,5884 1,0266 0,5532 0,2082 0,0118 -0,0355 0,0535 0,2610
F7    -0,8524 -1,1910 -1,4846 -1,6798 -1,7363 -1,6272 -1,3406 -0,8901 -0,3267 0,2621 0,7798 1,1583 1,3757 1,4443 1,3875 1,2278 0,9827 0,6615 0,2685 -0,1793 -0,6294 -0,9993 -1,2157 -1,2388 -1,0589 -0,6993 -0,2205 0,2974 0,7866 1,2044 1,5250 1,7303 1,8136 1,7846 1,6614 1,4571 1,1787 0,8399 0,4725 0,1227 -0,1700 -0,3916 -0,5517 -0,6711 -0,7691 -0,8513 -0,9079 -0,9288 -0,9188 -0,8920 -0,8539 -0,7944 -0,6910 -0,5117 -0,2228 0,1923 0,7171 1,3085 1,9105 2,4597 2,8880 3,1375 3,1744 2,9941 2,6214 2,1136 1,5593 1,0629 0,7159 0,5677 0,6056 0,7562 0,9234 1,0462 1,1268 1,2096 1,3379 1,5154 1,6858 1,7519 1,6347 1,3284 0,9072 0,4850 0,1642 -0,0051 -0,0388 0,0080 0,0830 0,1559 0,2198 0,2923 0,4054 0,5819 0,8133 1,0534 1,2309 1,2737 1,1381 0,8329 0,4278 0,0240 -0,3034 -0,5409 -0,7246 -0,9024 -1,1091 -1,3644 -1,6714 -2,0002 -2,2869 -2,4662 -2,5066 -2,4159 -2,2259 -1,9751 -1,6934 -1,3926 -1,0694 -0,7167 -0,3383 0,0491 0,4375 0,8430 1,2831 1,7436 2,1800 2,5532 2,8554 3,1093 3,3434 3,5676 3,7708 3,9437 4,1032 4,2960 4,5738 4,9611 5,4393 5,9522 6,4200 6,7623 6,9296 6,9330 6,8432 6,7493 6,7063 6,7051 6,6931 6,6260 6,5044 6,3700 6,2733 6,2420 6,2661 6,3024 6,2923 6,1916 5,9996 5,7572 5,5176 5,3220 5,1905 5,1177 5,0722 5,0004 4,8456 4,5882 4,2698 3,9716 3,7647 3,6720 3,6656 3,7011 3,7531 3,8180 3,8968 3,9818 4,0579 4,1131 4,1450 4,1553 4,1406 4,0932 4,0174 3,9384 3,8882 3,8815 3,9027 3,9158 3,8863 3,7959 3,6460 3,4604 3,2825 3,1600 3,1201 3,1544 3,2306 3,3266 3,4497 3,6218 3,8547 4,1358 4,4216 4,6494 4,7691 4,7688 4,6709 4,5133 4,3398 4,2009 4,1418 4,1798 4,2963 4,4553 4,6281 4,8045 4,9874 5,1831 5,3925 5,6090 5,8227 6,0253 6,2019 6,3193 6,3347 6,2221 5,9870 5,6510 5,2310 4,7436 4,2245 3,7308 3,3298 3,0870 3,0477 3,2153 3,5511 3,9969 4,4920 4,9741 5,3836 5,6840 5,8763 5,9904 6,0578 6,0839 6,0424 5,8952 5,6214 5,2262 4,7299 4,1637 3,5806 3,0499 2,6307 2,3559 2,2426 2,2992 2,5085 2,8161 3,1504 3,4566 3,7079 3,8919 4,0082 4,0806 4,1499 4,2421 4,3497 4,4489 4,5230 4,5645 4,5711 4,5499 4,5138 4,4658 4,3913 4,2794 4,1531 4,0634 4,0503 4,1206 4,2587 4,4475 4,6803 4,9547 5,2521 5,5281 5,7281 5,8095 5,7576 5,5894 5,3479 5,0849 4,8425 4,6435 4,4991 4,4179 4,3978 4,4123 4,4182 4,3784 4,2789 4,1408 4,0243 4,0035 4,1180 4,3433 4,6115 4,8599 5,0544 5,1822 5,2407 5,2419 5,2127 5,1806 5,1635 5,1763 5,2392 5,3689 5,5616 5,7902 6,0251 6,2535 6,4770 6,6897 6,8633 6,9580 6,9477 6,8317 6,6362 6,4132 6,2144 6,0558 5,9205 5,7871 5,6382 5,4585 5,2494 5,0435 4,8947 4,8468 4,9063 5,0353 5,1680 5,2422 5,2205 5,0927 4,8734 4,5960 4,2977 4,0038 3,7323 3,5100 3,3778 3,3715 3,4931 3,7042 3,9456 4,1514 4,2581 4,2303 4,0812 3,8616 3,6295 3,4342 3,3146 3,2877 3,3343 3,4103 3,4823 3,5527 3,6552 3,8305 4,1007 4,4503 4,8180 5,1153 5,2694 5,2600 5,1260 4,9440 4,7957 4,7417 4,8037 4,9557 5,1324 5,2623 5,3049 5,2662 5,1826 5,0886 5,0002 4,9252 4,8755 4,8626 4,8819 4,9030 4,8800 4,7778 4,5915 4,3527 4,1220 3,9577 3,8736 3,8313 3,7760 3,6778 3,5481 3,4284 3,3679 3,4071 3,5594 3,7949 4,0493 4,2598 4,3951 4,4570 4,4579 4,4074 4,3134 4,1802 4,0067 3,7936 3,5527 3,3049 3,0739 2,8882 2,7836 2,7893 2,9051 3,0972 3,3169 3,5143 3,6421 3,6609 3,5554 3,3510 3,1094 2,9009 2,7713 2,7276 2,7453 2,7822 2,7921 2,7353 2,5844 2,3332 2,0081 1,6681 1,3897 1,2478 1,2946 1,5431 1,9628 2,4861 3,0189 3,4553 3,7056 3,7288 3,5481 3,2425 2,9198 2,6735 2,5457 2,5222 2,5551 2,5859 2,5690 2,4888 2,3572 2,1995 2,0468 1,9292 1,8612 1,8265 1,7792 1,6631 1,4336 1,0704 0,5797 -0,0133 -0,6714 -1,3374 -1,9300 -2,3708 -2,6246 -2,7117 -2,6805 -2,5751 -2,4230 -2,2449 -2,0692 -1,9364 -1,8885 -1,9493 -2,1129 -2,3417 -2,5656 -2,6966 -2,6669 -2,4589 -2,1000 -1,6401 -1,1329 -0,6272 -0,1567 0,2648 0,6335 0,9484 1,2197 1,4721 1,7263 1,9913 2,2763 2,5942 2,9478 3,3270 3,7180 4,1032 4,4517 4,7168 4,8477 4,8115 4,6092 4,2749 3,8601 3,4154 2,9824 2,5988 2,3011 2,1103 2,0092 1,9494 1,8913 1,8249 1,7484 1,6438 1,4822 1,2480 0,9541 0,6282 0,2913 -0,0459 -0,3739 -0,6786 -0,9397 -1,1318 -1,2303 -1,2249 -1,1301 -0,9835 -0,8384 -0,7570 -0,7970 -0,9850 -1,2956 -1,6570 -1,9901 -2,2587 -2,4824 -2,6982 -2,9155 -3,0978 -3,1786 -3,1008 -2,8563 -2,4965 -2,1074 -1,7786 -1,5833 -1,5577 -1,6807 -1,8814 -2,0753 -2,1971 -2,2154 -2,1320 -1,9713 -1,7706 -1,5670 -1,3789 -1,2055 -1,0458 -0,9078 -0,8073 -0,7730 -0,8370 -1,0052 -1,2472 -1,5164 -1,7758 -2,0094 -2,2176 -2,4070 -2,5795 -2,7232 -2,8150
