Fp1   -0,3173 -0,5691 -0,9015 -1,2911 -1,7231 -2,1732 -2,5846 -2,8809 -2,9933 -2,8843 -2,5442 -1,9580 -1,1180 -0,1018 0,8867 1,5991 1,8827 1,7354 1,2612 0,6337 0,0803 -0,1774 -0,0180 0,5153 1,2336 1,9147 2,4342 2,8062 3,1165 3,4333 3,7686 4,0846 4,3048 4,3435 4,1527 3,7328 3,1053 2,2964 1,3459 0,3153 -0,7089 -1,6285 -2,3779 -2,9628 -3,4374 -3,8204 -4,0526 -4,0769 -3,9356 -3,7461 -3,5928 -3,4757 -3,3578 -3,2247 -3,0814 -2,9200 -2,7255 -2,5143 -2,3398 -2,2489 -2,2605 -2,3898 -2,6554 -3,0439 -3,4965 -3,9549 -4,3843 -4,7100 -4,7584 -4,3249 -3,3308 -1,9112 -0,3799 0,8851 1,5953 1,6869 1,3472 0,8995 0,6310 0,6831 1,0205 1,4495 1,7103 1,6187 1,1361 0,3354 -0,6461 -1,6298 -2,4432 -3,0202 -3,4730 -4,0172 -4,7982 -5,7910 -6,8265 -7,6604 -8,0545 -7,8869 -7,2161 -6,2266 -5,1256 -4,0982 -3,3025 -2,8349 -2,6927 -2,8049 -3,1154 -3,6129 -4,2691 -4,9784 -5,5940 -6,0302 -6,3229 -6,5851 -6,9123 -7,3464 -7,8971 -8,5348 -9,1450 -9,5392 -9,5477 -9,0954 -8,1883 -6,8764 -5,2673 -3,5592 -2,0048 -0,7996 0,0060 0,5150 0,9255 1,4112 1,9916 2,4952 2,6540 2,2536 1,2346 -0,2938 -2,1047 -3,9190 -5,4412 -6,4081 -6,6957 -6,3895 -5,7156 -4,8873 -3,9952 -3,0194 -1,9569 -0,9355 -0,1716 0,1680 0,0221 -0,6118 -1,6991 -3,1303 -4,7068 -6,1892 -7,3740 -8,1481 -8,5014 -8,5113 -8,3084 -8,0265 -7,7605 -7,5572 -7,4214 -7,3032 -7,0889 -6,6543 -5,9765 -5,1945 -4,5478 -4,2619 -4,4635 -5,1262 -6,0540 -6,9504 -7,5648 -7,7964 -7,6736 -7,2639 -6,6086 -5,7355 -4,7376 -3,7982 -3,0900 -2,6653 -2,4561 -2,3663 -2,3756 -2,5719 -3,0752 -3,9282 -5,0642 -6,3671 -7,7241 -9,0174 -10,1228 -10,9608 -11,5304 -11,8538 -11,8929 -11,5555 -10,8019 -9,7440 -8,6361 -7,7404 -7,1723 -6,8735 -6,7225 -6,6432 -6,5934 -6,4835 -6,1885 -5,6718 -5,0669 -4,6253 -4,5803 -5,0132 -5,8009 -6,6603 -7,2439 -7,2852 -6,7634 -5,9234 -5,1032 -4,5310 -4,2361 -4,0880 -3,9051 -3,5696 -3,1245 -2,8061 -2,9401 -3,7208 -5,0282 -6,4454 -7,4944 -7,9079 -7,7151 -7,1078 -6,2598 -5,2585 -4,1599 -3,0714 -2,1664 -1,6135 -1,4888 -1,7545 -2,2884 -2,9010 -3,3754 -3,5790 -3,5644 -3,5434 -3,7348 -4,2084 -4,8466 -5,4333 -5,7749 -5,7578 -5,3442 -4,5935 -3,7120 -3,0063 -2,7266 -2,9490 -3,5958 -4,5427 -5,7032 -7,0158 -8,3503 -9,4458 -9,9674 -9,6491 -8,4339 -6,5393 -4,4047 -2,5302 -1,2817 -0,7620 -0,8150 -1,1479 -1,4904 -1,7006 -1,7769 -1,8002 -1,8684 -2,0396 -2,2825 -2,4808 -2,5218 -2,3889 -2,1723 -1,9988 -1,9283 -1,8935 -1,7496 -1,3954 -0,8666 -0,3282 0,0280 0,0872 -0,1693 -0,6998 -1,4359 -2,3131 -3,2678 -4,1693 -4,7980 -4,9830 -4,7632 -4,3629 -3,9964 -3,7066 -3,3829 -2,9086 -2,2709 -1,5604 -0,9232 -0,4968 -0,3167 -0,2757 -0,2424 -0,2164 -0,3131 -0,6350 -1,2202 -2,0650 -3,1039 -4,1697 -5,0165 -5,3875 -5,1003 -4,1390 -2,6849 -1,0280 0,5834 2,0330 3,3016 4,3632 5,1128 5,3856 5,0505 4,1094 2,7208 1,1372 -0,3722 -1,5758 -2,3180 -2,5211 -2,1791 -1,3851 -0,3390 0,7121 1,5595 2,0813 2,2498 2,1220 1,7775 1,2284 0,4153 -0,6883 -1,9789 -3,2228 -4,1274 -4,4103 -3,8674 -2,4722 -0,4483 1,7672 3,6699 4,8700 5,1873 4,6246 3,3281 1,5949 -0,1468 -1,4525 -2,0412 -1,9248 -1,3649 -0,6766 -0,0442 0,5460 1,2467 2,1790 3,2707 4,2696 4,9068 5,0539 4,7666 4,1863 3,3989 2,4062 1,2192 -0,0490 -1,1758 -1,9019 -2,0297 -1,4895 -0,3579 1,1537 2,7139 3,9317 4,5113 4,4069 3,8207 3,0534 2,3521 1,8515 1,5782 1,4874 1,5099 1,5942 1,7522 2,0842 2,7232 3,7325 5,0441 6,4630 7,7057 8,4689 8,5456 7,9352 6,8412 5,5530 4,3305 3,3761 2,8548 2,8603 3,3353 4,0699 4,8073 5,3483 5,6054 5,6102 5,4657 5,2802 5,1198 4,9754 4,7760 4,4569 3,9965 3,3863 2,6267 1,8041 1,1503 0,9612 1,4166 2,4622 3,8221 5,0913 5,8604 5,8506 5,0221 3,5968 1,9636 0,5219 -0,4269 -0,7049 -0,2721 0,7265 1,9459 2,9246 3,2590 2,7837 1,6240 0,0904 -1,4589 -2,7010 -3,4234 -3,6073 -3,4280 -3,1071 -2,7310 -2,2418 -1,6013 -0,8908 -0,2284 0,3481 0,9071 1,5603 2,3402 3,0971 3,5243 3,3257 2,4091 0,9552 -0,6617 -2,0489 -2,9744 -3,4137 -3,4592 -3,2314 -2,8553 -2,4564 -2,1388 -1,9490 -1,8466 -1,7154 -1,4357 -0,9581 -0,2975 0,4955 1,3185 2,0047 2,3542 2,2020 1,5057 0,3857 -0,9116 -2,0842 -2,8556 -3,0388 -2,5544 -1,4329 0,1713 1,9746 3,6157 4,7762 5,2923 5,1653 4,5028 3,4700 2,2376 0,9073 -0,5046 -1,9989 -3,5106 -4,8703 -5,8308 -6,1672 -5,8085 -4,9087 -3,7968 -2,8396 -2,3003 -2,2623 -2,6598 -3,3861 -4,3743 -5,5736 -6,8769 -8,1132 -9,1297 -9,8775 -10,4224 -10,8724 -11,2835 -11,6376 -11,8965 -12,0589 -12,1659 -12,2530 -12,3102 -12,2893 -12,1215 -11,7360 -11,0929 -10,2110 -9,1775 -8,1225 -7,1597 -6,3479 -5,7299 -5,3684 -5,3050 -5,5071 -5,8794 -6,3187 -6,7524 -7,1232 -7,3415 -7,2834 -6,8782 -6,1902 -5,3872 -4,6385 -4,0599 -3,7271 -3,6882 -3,9410 -4,4131 -4,9809 -5,5040 -5,8711 -6,0542 -6,1233 -6,1935 -6,3401 -6,5430 -6,7106 -6,7723 -6,7555 -6,7630 -6,8624 -7,0111 -7,1056
Fz    -1,5561 -1,7012 -1,7252 -1,6049 -1,3570 -1,0273 -0,6635 -0,2992 0,0315 0,2743 0,3718 0,3062 0,1074 -0,1730 -0,4797 -0,7498 -0,9084 -0,8825 -0,6268 -0,1362 0,5515 1,3539 2,1623 2,8851 3,4771 3,9308 4,2483 4,4222 4,4382 4,2872 3,9780 3,5378 2,9958 2,3727 1,6921 0,9827 0,2639 -0,4501 -1,1328 -1,7489 -2,2695 -2,6794 -2,9794 -3,1905 -3,3455 -3,4577 -3,5058 -3,4678 -3,3552 -3,1976 -3,0086 -2,7891 -2,5527 -2,3285 -2,1437 -2,0123 -1,9416 -1,9407 -2,0096 -2,1228 -2,2352 -2,3060 -2,3216 -2,2941 -2,2387 -2,1610 -2,0639 -1,9463 -1,7889 -1,5552 -1,2131 -0,7485 -0,1662 0,5082 1,2262 1,9320 2,5808 3,1373 3,5526 3,7543 3,6657 3,2390 2,4820 1,4656 0,3076 -0,8629 -1,9437 -2,8805 -3,6654 -4,3207 -4,8718 -5,3243 -5,6719 -5,9227 -6,1095 -6,2796 -6,4757 -6,7147 -6,9719 -7,1875 -7,3019 -7,2937 -7,1887 -7,0362 -6,8715 -6,6910 -6,4577 -6,1302 -5,7038 -5,2370 -4,8378 -4,6141 -4,6271 -4,8698 -5,2816 -5,7795 -6,2801 -6,7052 -6,9950 -7,1277 -7,1109 -6,9442 -6,6007 -6,0552 -5,3182 -4,4417 -3,5054 -2,5923 -1,7612 -1,0405 -0,4512 -0,0272 0,1999 0,2324 0,1160 -0,0805 -0,2937 -0,4759 -0,5974 -0,6557 -0,6770 -0,6965 -0,7363 -0,8052 -0,9008 -1,0101 -1,1159 -1,2090 -1,2966 -1,3987 -1,5247 -1,6572 -1,7667 -1,8359 -1,8635 -1,8576 -1,8335 -1,8087 -1,7968 -1,8121 -1,8745 -1,9951 -2,1587 -2,3282 -2,4680 -2,5644 -2,6293 -2,6885 -2,7661 -2,8753 -3,0105 -3,1389 -3,2018 -3,1346 -2,8961 -2,4886 -1,9585 -1,3782 -0,8275 -0,3807 -0,0920 0,0126 -0,0598 -0,2559 -0,4828 -0,6609 -0,7772 -0,8910 -1,0977 -1,4818 -2,0745 -2,8278 -3,6314 -4,3638 -4,9415 -5,3416 -5,5934 -5,7452 -5,8282 -5,8414 -5,7700 -5,6215 -5,4398 -5,2846 -5,2027 -5,2188 -5,3376 -5,5375 -5,7676 -5,9661 -6,0864 -6,1078 -6,0319 -5,8749 -5,6695 -5,4647 -5,3014 -5,1881 -5,1087 -5,0438 -4,9806 -4,9143 -4,8429 -4,7621 -4,6679 -4,5579 -4,4254 -4,2598 -4,0575 -3,8384 -3,6495 -3,5369 -3,5030 -3,5015 -3,4813 -3,4191 -3,3121 -3,1657 -2,9956 -2,8289 -2,6911 -2,5968 -2,5436 -2,5085 -2,4606 -2,3864 -2,2948 -2,1932 -2,0780 -1,9473 -1,8056 -1,6558 -1,5084 -1,3968 -1,3713 -1,4772 -1,7344 -2,1174 -2,5556 -2,9676 -3,2996 -3,5421 -3,7153 -3,8395 -3,9226 -3,9724 -4,0052 -4,0360 -4,0607 -4,0447 -3,9332 -3,6872 -3,3125 -2,8530 -2,3641 -1,8969 -1,4898 -1,1633 -0,9251 -0,7770 -0,7164 -0,7354 -0,8225 -0,9653 -1,1603 -1,4182 -1,7418 -2,0924 -2,3951 -2,5802 -2,6162 -2,5146 -2,3259 -2,1248 -1,9811 -1,9275 -1,9495 -2,0039 -2,0508 -2,0790 -2,1146 -2,2042 -2,3750 -2,6172 -2,9068 -3,2164 -3,4993 -3,6894 -3,7295 -3,5856 -3,2474 -2,7458 -2,1709 -1,6489 -1,2878 -1,1297 -1,1448 -1,2708 -1,4569 -1,6725 -1,8892 -2,0699 -2,1720 -2,1607 -2,0242 -1,7767 -1,4433 -1,0518 -0,6524 -0,3323 -0,1857 -0,2631 -0,5451 -0,9578 -1,4140 -1,8502 -2,2311 -2,5222 -2,6678 -2,6189 -2,3846 -2,0371 -1,6662 -1,3372 -1,0792 -0,8923 -0,7556 -0,6323 -0,4761 -0,2545 0,0307 0,3580 0,7128 1,0886 1,4774 1,8574 2,1778 2,3637 2,3600 2,1773 1,8814 1,5343 1,1652 0,7995 0,4886 0,2982 0,2806 0,4533 0,7778 1,1584 1,4790 1,6430 1,5955 1,3469 0,9867 0,6519 0,4596 0,4670 0,6790 1,0661 1,5659 2,0829 2,5132 2,7902 2,9102 2,9196 2,8860 2,8745 2,9301 3,0609 3,2270 3,3579 3,3959 3,3306 3,2053 3,1007 3,0947 3,2139 3,4147 3,6122 3,7381 3,7731 3,7329 3,6352 3,4693 3,1989 2,8165 2,3977 2,0843 2,0112 2,2408 2,7372 3,3789 4,0132 4,5217 4,8486 4,9801 4,9169 4,6648 4,2403 3,6828 3,0658 2,4912 2,0616 1,8538 1,9137 2,2482 2,7946 3,4029 3,8877 4,1292 4,1350 4,0080 3,8632 3,7682 3,7333 3,7277 3,7030 3,6175 3,4601 3,2587 3,0750 2,9863 3,0569 3,3083 3,7043 4,1678 4,6256 5,0377 5,3793 5,6109 5,6861 5,5803 5,3082 4,9222 4,4784 3,9985 3,4759 2,9178 2,3636 1,8653 1,4635 1,1849 1,0503 1,0705 1,2219 1,4310 1,6074 1,6979 1,7004 1,6415 1,5427 1,3958 1,1778 0,8992 0,6244 0,4359 0,3767 0,4170 0,4720 0,4533 0,3038 0,0009 -0,4521 -1,0278 -1,6702 -2,3067 -2,8615 -3,2602 -3,4410 -3,3758 -3,0894 -2,6586 -2,1735 -1,6932 -1,2474 -0,8688 -0,6073 -0,5036 -0,5428 -0,6419 -0,6897 -0,6133 -0,4223 -0,1895 0,0071 0,1174 0,1155 -0,0059 -0,2330 -0,5259 -0,8232 -1,0628 -1,2120 -1,2804 -1,3047 -1,3243 -1,3681 -1,4468 -1,5477 -1,6467 -1,7194 -1,7432 -1,7145 -1,6622 -1,6328 -1,6673 -1,7900 -1,9969 -2,2536 -2,5149 -2,7478 -2,9370 -3,0826 -3,1973 -3,2971 -3,3969 -3,5191 -3,7034 -4,0034 -4,4670 -5,1023 -5,8501 -6,5913 -7,1844 -7,5121 -7,5257 -7,2715 -6,8746 -6,4796 -6,1951 -6,0775 -6,1386 -6,3500 -6,6594 -7,0209 -7,4111 -7,8157 -8,2056 -8,5316 -8,7361 -8,7678 -8,5994 -8,2424 -7,7386 -7,1362 -6,4759 -5,7997 -5,1640 -4,6251 -4,2167 -3,9401 -3,7702 -3,6926 -3,7463 -3,9964 -4,4575 -5,0592 -5,6746 -6,1690 -6,4452 -6,4757 -6,3092 -6,0470 -5,8055 -5,6818 -5,7334 -5,9753 -6,3812 -6,8795 -7,3581 -7,7004 -7,8325 -7,7466 -7,4838 -7,0970 -6,6335 -6,1374 -5,6505 -5,2048
F3    -2,6286 -2,5881 -2,4160 -2,0505 -1,5028 -0,8671 -0,2784 0,1639 0,4328 0,5437 0,5091 0,3302 0,0199 -0,3712 -0,7510 -1,0179 -1,0987 -0,9624 -0,6128 -0,0772 0,6038 1,3743 2,1566 2,8693 3,4548 3,8739 4,0915 4,0955 3,9239 3,6466 3,3156 2,9345 2,4682 1,8885 1,2187 0,5264 -0,1206 -0,6826 -1,1393 -1,4752 -1,6787 -1,7566 -1,7545 -1,7598 -1,8687 -2,1365 -2,5483 -3,0306 -3,4809 -3,7863 -3,8483 -3,6290 -3,1792 -2,6020 -1,9909 -1,4087 -0,9212 -0,6191 -0,5714 -0,7663 -1,1160 -1,5066 -1,8379 -2,0349 -2,0475 -1,8656 -1,5490 -1,2193 -0,9993 -0,9462 -1,0249 -1,1187 -1,0690 -0,7340 -0,0472 0,9427 2,0736 3,1195 3,8597 4,1361 3,8851 3,1478 2,0607 0,8240 -0,3633 -1,3687 -2,1521 -2,7425 -3,1943 -3,5537 -3,8430 -4,0697 -4,2563 -4,4524 -4,7185 -5,1019 -5,6120 -6,2077 -6,8104 -7,3343 -7,7178 -7,9319 -7,9692 -7,8394 -7,5691 -7,1789 -6,6642 -6,0224 -5,3091 -4,6523 -4,1970 -4,0347 -4,1672 -4,5131 -4,9475 -5,3565 -5,6686 -5,8577 -5,9396 -5,9616 -5,9689 -5,9633 -5,8867 -5,6446 -5,1464 -4,3455 -3,2826 -2,1051 -1,0278 -0,2538 0,0838 -0,0462 -0,5425 -1,1822 -1,6996 -1,8877 -1,6671 -1,0953 -0,3295 0,4314 1,0078 1,2860 1,2404 0,9312 0,4795 0,0182 -0,3735 -0,7052 -1,0486 -1,4650 -1,9434 -2,3933 -2,6948 -2,7617 -2,5785 -2,2061 -1,7634 -1,3766 -1,1164 -0,9814 -0,9353 -0,9416 -0,9673 -0,9830 -0,9737 -0,9510 -0,9551 -1,0505 -1,3087 -1,7825 -2,4702 -3,2872 -4,0726 -4,6363 -4,8217 -4,5620 -3,8990 -2,9442 -1,8277 -0,6840 0,3445 1,1208 1,5478 1,6164 1,4139 1,0529 0,5847 -0,0063 -0,7396 -1,5990 -2,5327 -3,4552 -4,2597 -4,8631 -5,2511 -5,4772 -5,6133 -5,6841 -5,6449 -5,4273 -5,0147 -4,4844 -3,9825 -3,6527 -3,5803 -3,7822 -4,2097 -4,7571 -5,3002 -5,7480 -6,0685 -6,2787 -6,4155 -6,5148 -6,6173 -6,7637 -6,9560 -7,1301 -7,1868 -7,0456 -6,6792 -6,1298 -5,4987 -4,8961 -4,3788 -3,9341 -3,5275 -3,1627 -2,8960 -2,8030 -2,9260 -3,2292 -3,5933 -3,8676 -3,9503 -3,8297 -3,5605 -3,2242 -2,9124 -2,7120 -2,6782 -2,8151 -3,0735 -3,3687 -3,6172 -3,7694 -3,8035 -3,6958 -3,4243 -3,0042 -2,5078 -2,0436 -1,7238 -1,6403 -1,8442 -2,3284 -3,0227 -3,8005 -4,5055 -5,0033 -5,2400 -5,2662 -5,1985 -5,1403 -5,1290 -5,1422 -5,1350 -5,0609 -4,8663 -4,4841 -3,8567 -2,9928 -1,9966 -1,0371 -0,2962 0,0785 0,0206 -0,4266 -1,1184 -1,8531 -2,4461 -2,8038 -2,9453 -2,9618 -2,9548 -2,9887 -3,0621 -3,1017 -3,0023 -2,6967 -2,2036 -1,6376 -1,1771 -0,9807 -1,0948 -1,4265 -1,8089 -2,1124 -2,3199 -2,5053 -2,7557 -3,1087 -3,5362 -3,9677 -4,3282 -4,5474 -4,5492 -4,2768 -3,7453 -3,0509 -2,3153 -1,6262 -1,0239 -0,5297 -0,1818 -0,0357 -0,1366 -0,5000 -1,1078 -1,8984 -2,7519 -3,5048 -4,0045 -4,1758 -4,0420 -3,6728 -3,1142 -2,3850 -1,5376 -0,6974 -0,0300 0,3324 0,3379 0,0128 -0,5693 -1,3199 -2,1429 -2,9175 -3,5065 -3,8270 -3,9215 -3,9214 -3,9245 -3,9234 -3,8424 -3,6127 -3,2043 -2,6161 -1,8738 -1,0561 -0,2956 0,2859 0,6453 0,8294 0,9373 1,0541 1,1940 1,3004 1,3024 1,1780 0,9745 0,7700 0,6331 0,6245 0,8036 1,1954 1,7482 2,3197 2,7009 2,6919 2,2133 1,3654 0,3864 -0,4406 -0,8701 -0,7679 -0,1575 0,8038 1,9086 2,9733 3,8700 4,5318 4,9455 5,1292 5,0962 4,8383 4,3603 3,7409 3,1414 2,7267 2,5554 2,5414 2,5353 2,4680 2,4375 2,6616 3,3221 4,4095 5,6847 6,7913 7,4295 7,4682 6,9488 6,0087 4,7973 3,4609 2,1864 1,2021 0,7036 0,7770 1,3789 2,3641 3,5357 4,7016 5,7076 6,4304 6,7626 6,6367 6,0561 5,0842 3,8346 2,4946 1,3185 0,5504 0,3433 0,7199 1,5594 2,6148 3,5835 4,2191 4,4327 4,3184 4,0709 3,8622 3,7777 3,8241 3,9581 4,1039 4,1699 4,0893 3,8644 3,5718 3,3291 3,2515 3,4202 3,8591 4,5263 5,3272 6,1282 6,7569 7,0352 6,8635 6,2810 5,4607 4,6426 4,0069 3,5591 3,1546 2,6415 1,9728 1,2128 0,4867 -0,0744 -0,3792 -0,3978 -0,1620 0,2485 0,7519 1,3115 1,9250 2,5663 3,1445 3,5212 3,5874 3,3443 2,9153 2,4813 2,1877 2,0808 2,1026 2,1249 1,9897 1,5508 0,7160 -0,4911 -1,8860 -3,1755 -4,0883 -4,4698 -4,2940 -3,6338 -2,6390 -1,5107 -0,4334 0,4869 1,2155 1,7467 2,0833 2,2404 2,2534 2,1696 2,0221 1,8143 1,5330 1,1762 0,7715 0,3688 0,0169 -0,2463 -0,3833 -0,3503 -0,1240 0,2567 0,6737 0,9651 0,9991 0,7438 0,2759 -0,2695 -0,7652 -1,1370 -1,3641 -1,4496 -1,4079 -1,2738 -1,0994 -0,9474 -0,8812 -0,9371 -1,1001 -1,3204 -1,5466 -1,7431 -1,8992 -2,0317 -2,1737 -2,3610 -2,6345 -3,0444 -3,6426 -4,4527 -5,4305 -6,4530 -7,3521 -7,9657 -8,1754 -7,9425 -7,3356 -6,5146 -5,6649 -4,9321 -4,4016 -4,1033 -4,0136 -4,0760 -4,2532 -4,5679 -5,0757 -5,7795 -6,5804 -7,3145 -7,8353 -8,0764 -8,0494 -7,7948 -7,3582 -6,8023 -6,1981 -5,5834 -4,9455 -4,2702 -3,6029 -3,0395 -2,6834 -2,6312 -2,9493 -3,6221 -4,5365 -5,5288 -6,4389 -7,1344 -7,5182 -7,5393 -7,2066 -6,6060 -5,9006 -5,2910 -4,9547 -4,9917 -5,3818 -5,9858 -6,6065 -7,0617 -7,2306 -7,0702 -6,6143 -5,9635 -5,2507 -4,5889 -4,0340
F7    -0,3882 -0,6229 -0,8303 -0,9787 -1,0623 -1,0858 -1,0502 -0,9605 -0,8335 -0,6914 -0,5504 -0,4128 -0,2750 -0,1432 -0,0382 0,0155 0,0130 -0,0169 -0,0171 0,0827 0,3367 0,7487 1,2675 1,8181 2,3302 2,7511 3,0492 3,2083 3,2160 3,0625 2,7574 2,3432 1,8770 1,4058 0,9580 0,5399 0,1333 -0,2850 -0,7117 -1,1144 -1,4622 -1,7452 -1,9673 -2,1365 -2,2572 -2,3140 -2,2732 -2,1215 -1,8971 -1,6714 -1,5059 -1,4273 -1,4322 -1,5041 -1,6181 -1,7418 -1,8496 -1,9385 -2,0183 -2,0927 -2,1565 -2,2040 -2,2326 -2,2369 -2,2038 -2,1218 -1,9935 -1,8276 -1,6127 -1,3145 -0,9054 -0,3894 0,1940 0,7755 1,2770 1,6490 1,8906 2,0351 2,1210 2,1718 2,1800 2,1054 1,8988 1,5299 0,9974 0,3282 -0,4237 -1,1852 -1,8861 -2,4848 -2,9756 -3,3729 -3,6927 -3,9459 -4,1411 -4,2838 -4,3704 -4,3886 -4,3286 -4,1931 -4,0041 -3,8064 -3,6522 -3,5715 -3,5582 -3,5881 -3,6465 -3,7344 -3,8530 -3,9916 -4,1338 -4,2744 -4,4268 -4,6083 -4,8249 -5,0709 -5,3314 -5,5727 -5,7399 -5,7786 -5,6638 -5,4023 -5,0155 -4,5292 -3,9738 -3,3807 -2,7738 -2,1668 -1,5697 -0,9902 -0,4401 0,0518 0,4444 0,7096 0,8420 0,8496 0,7541 0,5993 0,4407 0,3178 0,2446 0,2258 0,2634 0,3447 0,4438 0,5393 0,6270 0,7166 0,8117 0,8907 0,9171 0,8672 0,7419 0,5581 0,3347 0,0853 -0,1798 -0,4485 -0,7097 -0,9619 -1,2094 -1,4495 -1,6677 -1,8443 -1,9629 -2,0194 -2,0275 -2,0128 -1,9939 -1,9705 -1,9269 -1,8431 -1,7030 -1,5035 -1,2545 -0,9667 -0,6386 -0,2688 0,1166 0,4593 0,7031 0,8265 0,8489 0,8146 0,7659 0,7235 0,6897 0,6581 0,6036 0,4752 0,2162 -0,2023 -0,7632 -1,4110 -2,0789 -2,7200 -3,3125 -3,8363 -4,2595 -4,5546 -4,7224 -4,7942 -4,8105 -4,8052 -4,8060 -4,8402 -4,9334 -5,0916 -5,2846 -5,4559 -5,5541 -5,5595 -5,4822 -5,3328 -5,1090 -4,8253 -4,5399 -4,3365 -4,2765 -4,3650 -4,5518 -4,7618 -4,9232 -4,9823 -4,9221 -4,7743 -4,5975 -4,4343 -4,2882 -4,1386 -3,9697 -3,7840 -3,5945 -3,4175 -3,2799 -3,2155 -3,2331 -3,2959 -3,3494 -3,3663 -3,3571 -3,3444 -3,3248 -3,2553 -3,0864 -2,8153 -2,4981 -2,2133 -2,0238 -1,9609 -2,0108 -2,1098 -2,1769 -2,1680 -2,1038 -2,0532 -2,0902 -2,2475 -2,4976 -2,7725 -3,0039 -3,1546 -3,2240 -3,2338 -3,2164 -3,2058 -3,2288 -3,2987 -3,4092 -3,5293 -3,6161 -3,6425 -3,6064 -3,5117 -3,3500 -3,1032 -2,7618 -2,3436 -1,9022 -1,5134 -1,2422 -1,1133 -1,1049 -1,1674 -1,2503 -1,3212 -1,3670 -1,3853 -1,3799 -1,3572 -1,3168 -1,2535 -1,1718 -1,0949 -1,0523 -1,0552 -1,0818 -1,0850 -1,0202 -0,8742 -0,6819 -0,5162 -0,4493 -0,5231 -0,7524 -1,1292 -1,6103 -2,1149 -2,5455 -2,8088 -2,8354 -2,6154 -2,2249 -1,7991 -1,4618 -1,2684 -1,2023 -1,2135 -1,2595 -1,3185 -1,3763 -1,4105 -1,3853 -1,2625 -1,0317 -0,7337 -0,4378 -0,2006 -0,0614 -0,0609 -0,2265 -0,5341 -0,8990 -1,2104 -1,3798 -1,3698 -1,1976 -0,9138 -0,5675 -0,1890 0,2003 0,5740 0,8955 1,1216 1,2150 1,1639 0,9876 0,7278 0,4459 0,2163 0,1030 0,1379 0,3152 0,5942 0,9148 1,2177 1,4543 1,5930 1,6277 1,5831 1,4929 1,3599 1,1529 0,8494 0,4738 0,0974 -0,1815 -0,2592 -0,0637 0,4059 1,0668 1,7726 2,3549 2,6840 2,7156 2,4869 2,0797 1,5934 1,1391 0,8304 0,7436 0,8679 1,1147 1,3899 1,6534 1,9211 2,2357 2,6223 3,0586 3,4809 3,8142 4,0041 4,0386 3,9468 3,7751 3,5704 3,3710 3,1958 3,0432 2,9104 2,8145 2,7909 2,8714 3,0550 3,2873 3,4715 3,5245 3,4388 3,2901 3,1820 3,1804 3,2879 3,4606 3,6401 3,7825 3,8725 3,9220 3,9544 3,9872 4,0296 4,0907 4,1742 4,2687 4,3517 4,4105 4,4603 4,5328 4,6388 4,7465 4,8004 4,7643 4,6431 4,4701 4,2853 4,1228 4,0025 3,9302 3,9092 3,9458 4,0384 4,1648 4,2831 4,3533 4,3607 4,3166 4,2434 4,1700 4,1446 4,2264 4,4433 4,7528 5,0578 5,2580 5,2878 5,1271 4,7888 4,3009 3,7004 3,0378 2,3795 1,8076 1,4062 1,2278 1,2651 1,4574 1,7124 1,9221 1,9988 1,9187 1,7227 1,4797 1,2593 1,1155 1,0603 1,0519 1,0289 0,9617 0,8571 0,7162 0,5147 0,2331 -0,1034 -0,4271 -0,6780 -0,8493 -0,9824 -1,1354 -1,3460 -1,6002 -1,8325 -1,9602 -1,9322 -1,7640 -1,5192 -1,2566 -1,0007 -0,7564 -0,5330 -0,3484 -0,2124 -0,1061 0,0204 0,2164 0,4847 0,7743 1,0184 1,1704 1,2164 1,1680 1,0475 0,8817 0,7053 0,5580 0,4746 0,4778 0,5747 0,7517 0,9695 1,1770 1,3364 1,4328 1,4667 1,4435 1,3646 1,2227 1,0081 0,7166 0,3492 -0,0876 -0,5773 -1,0926 -1,5951 -2,0324 -2,3507 -2,5198 -2,5432 -2,4515 -2,2981 -2,1472 -2,0594 -2,0875 -2,2780 -2,6560 -3,1983 -3,8170 -4,3787 -4,7692 -4,9557 -4,9922 -4,9682 -4,9539 -4,9814 -5,0539 -5,1549 -5,2581 -5,3395 -5,3878 -5,4084 -5,4186 -5,4372 -5,4681 -5,4893 -5,4660 -5,3746 -5,2087 -4,9730 -4,6878 -4,3996 -4,1708 -4,0435 -4,0151 -4,0546 -4,1296 -4,2150 -4,2940 -4,3510 -4,3647 -4,3182 -4,2183 -4,0970 -3,9905 -3,9215 -3,8942 -3,8949 -3,9083 -3,9389 -4,0039 -4,1097 -4,2457 -4,3910 -4,5190 -4,6054 -4,6380 -4,6208 -4,5664 -4,4901 -4,4099 -4,3404 -4,2794 -4,2066
