Fp1   1,9609 1,8029 1,5930 1,3396 1,0405 0,6891 0,2949 -0,1026 -0,4496 -0,7076 -0,8623 -0,9162 -0,8808 -0,7735 -0,6160 -0,4378 -0,2758 -0,1637 -0,1202 -0,1435 -0,2152 -0,3075 -0,3904 -0,4413 -0,4527 -0,4305 -0,3821 -0,3052 -0,1875 -0,0215 0,1814 0,3874 0,5518 0,6472 0,6845 0,6879 0,6605 0,5851 0,4477 0,2483 0,0035 -0,2525 -0,4713 -0,6069 -0,6421 -0,5984 -0,5184 -0,4382 -0,3731 -0,3221 -0,2793 -0,2360 -0,1785 -0,0987 -0,0025 0,1009 0,2144 0,3580 0,5553 0,8149 1,1253 1,4594 1,7780 2,0315 2,1715 2,1687 2,0252 1,7738 1,4600 1,1258 0,8164 0,5872 0,4856 0,5232 0,6722 0,8874 1,1288 1,3690 1,5876 1,7646 1,8784 1,9057 1,8369 1,6967 1,5412 1,4297 1,3954 1,4312 1,5006 1,5702 1,6333 1,6988 1,7674 1,8328 1,8981 1,9821 2,1131 2,3173 2,6003 2,9284 3,2310 3,4343 3,4966 3,4136 3,1986 2,8658 2,4340 1,9375 1,4173 0,9033 0,4217 0,0121 -0,2794 -0,4265 -0,4447 -0,3944 -0,3568 -0,3955 -0,5282 -0,7310 -0,9630 -1,1880 -1,3739 -1,4822 -1,4768 -1,3465 -1,1087 -0,7894 -0,4136 -0,0157 0,3654 0,7047 0,9908 1,2085 1,3352 1,3528 1,2612 1,0847 0,8679 0,6640 0,5194 0,4549 0,4569 0,4932 0,5395 0,5882 0,6329 0,6505 0,6094 0,4960 0,3327 0,1697 0,0617 0,0490 0,1508 0,3681 0,6912 1,1025 1,5729 2,0712 2,5806 3,0974 3,6147 4,1158 4,5781 4,9789 5,3033 5,5449 5,6985 5,7508 5,6817 5,4752 5,1268 4,6456 4,0600 3,4273 2,8224 2,3038 1,8886 1,5646 1,3134 1,1195 0,9705 0,8563 0,7675 0,6934 0,6195 0,5318 0,4310 0,3382 0,2799 0,2655 0,2785 0,2926 0,3029 0,3345 0,4118 0,5317 0,6675 0,7844 0,8495 0,8380 0,7401 0,5703 0,3676 0,1744 0,0203 -0,0796 -0,1237 -0,1273 -0,1168 -0,1132 -0,1193 -0,1191 -0,0887 -0,0068 0,1373 0,3384 0,5740 0,8151 1,0407 1,2379 1,3956 1,5085 1,5846 1,6353 1,6600 1,6472 1,5885 1,4861 1,3520 1,2030 1,0600 0,9477 0,8945 0,9267 1,0534 1,2525 1,4758 1,6655 1,7708 1,7618 1,6346 1,4059 1,1000 0,7449 0,3773 0,0423 -0,2165 -0,3678 -0,3994 -0,3267 -0,1959 -0,0639 0,0263 0,0482 -0,0159 -0,1658 -0,3658 -0,5459 -0,6289 -0,5713 -0,3875 -0,1352 0,1189 0,3300 0,4879 0,6012 0,6711 0,6880 0,6419 0,5231 0,3243 0,0569 -0,2368 -0,4973 -0,6822 -0,7962 -0,8844 -0,9956 -1,1504 -1,3340 -1,5094 -1,6400 -1,7009 -1,6795 -1,5846 -1,4515 -1,3211 -1,2157 -1,1358 -1,0766 -1,0406 -1,0308 -1,0340 -1,0191 -0,9536 -0,8241 -0,6413 -0,4274 -0,2082 -0,0177 0,1093 0,1608 0,1615 0,1606 0,2001 0,2910 0,4222 0,5850 0,7729 0,9615 1,1022 1,1397 1,0326 0,7703 0,3833 -0,0620 -0,4814 -0,7904 -0,9273 -0,8771 -0,6742 -0,3763 -0,0249 0,3771 0,8504 1,4044 2,0174 2,6466 3,2489 3,7836 4,2127 4,5087 4,6621 4,6914 4,6490 4,6024 4,6010 4,6715 4,8272 5,0580 5,3129 5,5141 5,6003 5,5537 5,3894 5,1361 4,8286 4,5020 4,1909 3,9345 3,7732 3,7306 3,7993 3,9409 4,1027 4,2405 4,3320 4,3754 4,3847 4,3875 4,4180 4,5043 4,6566 4,8597 5,0799 5,2854 5,4658 5,6327 5,8041 5,9867 6,1710 6,3377 6,4668 6,5394 6,5392 6,4577 6,2925 6,0518 5,7652 5,4801 5,2434 5,0865 5,0190 5,0350 5,1309 5,3107 5,5676 5,8689 6,1662 6,4223 6,6243 6,7697 6,8452 6,8298 6,7124 6,5006 6,2201 5,9046 5,5858 5,3016 5,1074 5,0615 5,1942 5,4853 5,8622 6,2277 6,5089 6,6885 6,7869 6,8229 6,7963 6,6987 6,5356 6,3362 6,1427 5,9869 5,8756 5,7983 5,7448 5,7094 5,6840 5,6619 5,6469 5,6446 5,6409 5,5986 5,4882 5,3227 5,1482 5,0041 4,9072 4,8616 4,8702 4,9335 5,0436 5,1806 5,3137 5,4109 5,4531 5,4463 5,4164 5,3899 5,3876 5,4292 5,5333 5,7064 5,9314 6,1685 6,3783 6,5386 6,6354 6,6446 6,5286 6,2616 5,8643 5,4058 4,9656 4,5957 4,3208 4,1589 4,1249 4,2220 4,4347 4,7294 5,0694 5,4264 5,7733 6,0785 6,3138 6,4541 6,4774 6,3838 6,2101 6,0158 5,8506 5,7281 5,6227 5,4911 5,3032 5,0582 4,7753 4,4775 4,1862 3,9269 3,7296 3,6178 3,5930 3,6305 3,6856 3,7037 3,6357 3,4553 3,1641 2,7845 2,3537 1,9277 1,5727 1,3384 1,2339 1,2293 1,2815 1,3624 1,4642 1,5759 1,6682 1,6995 1,6349 1,4662 1,2173 0,9330 0,6651 0,4623 0,3569 0,3525 0,4206 0,5092 0,5605 0,5345 0,4193 0,2252 -0,0191 -0,2718 -0,4994 -0,6996 -0,8941 -1,0898 -1,2547 -1,3365 -1,2958 -1,1241 -0,8460 -0,5071 -0,1477 0,2141 0,5803 0,9608 1,3623 1,7732 2,1557 2,4589 2,6486 2,7276 2,7299 2,7009 2,6857 2,7229 2,8295 2,9895 3,1643 3,3136 3,4013 3,3924 3,2639 3,0231 2,7072 2,3593 2,0052 1,6510 1,2980 0,9518 0,6133 0,2696 -0,0987 -0,4992 -0,9169 -1,3137 -1,6439 -1,8802 -2,0271 -2,1082 -2,1488 -2,1696 -2,1867 -2,2117 -2,2537 -2,3210 -2,4223 -2,5678 -2,7714 -3,0478 -3,3966 -3,7859 -4,1540 -4,4329 -4,5829 -4,6136 -4,5652 -4,4705 -4,3377 -4,1576 -3,9174 -3,6120 -3,2494 -2,8488 -2,4346 -2,0319 -1,6653 -1,3514
Fz    3,6490 3,4088 3,0913 2,7012 2,2404 1,7113 1,1286 0,5365 0,0044 -0,4057 -0,6683 -0,7947 -0,8106 -0,7390 -0,6020 -0,4330 -0,2805 -0,1945 -0,2037 -0,3059 -0,4720 -0,6583 -0,8217 -0,9374 -1,0052 -1,0357 -1,0324 -0,9855 -0,8776 -0,6947 -0,4437 -0,1654 0,0789 0,2498 0,3529 0,4085 0,4154 0,3547 0,2119 -0,0112 -0,2897 -0,5750 -0,8034 -0,9197 -0,9062 -0,7932 -0,6341 -0,4731 -0,3355 -0,2348 -0,1769 -0,1540 -0,1427 -0,1216 -0,0867 -0,0434 0,0119 0,1012 0,2543 0,4880 0,7940 1,1440 1,4956 1,7981 2,0033 2,0826 2,0374 1,8942 1,6874 1,4446 1,1960 0,9884 0,8710 0,8645 0,9521 1,0990 1,2758 1,4629 1,6431 1,7967 1,9042 1,9475 1,9126 1,8042 1,6574 1,5286 1,4665 1,4869 1,5733 1,7024 1,8649 2,0585 2,2694 2,4723 2,6471 2,7923 2,9283 3,0865 3,2866 3,5143 3,7202 3,8504 3,8783 3,8066 3,6475 3,4079 3,0950 2,7326 2,3552 1,9839 1,6283 1,3103 1,0699 0,9406 0,9199 0,9604 0,9877 0,9378 0,7880 0,5613 0,3038 0,0617 -0,1251 -0,2225 -0,2091 -0,0884 0,1161 0,3833 0,7015 1,0549 1,4217 1,7850 2,1294 2,4295 2,6544 2,7841 2,8212 2,7938 2,7489 2,7366 2,7922 2,9187 3,0819 3,2294 3,3239 3,3555 3,3259 3,2319 3,0694 2,8516 2,6164 2,4138 2,2847 2,2530 2,3302 2,5168 2,8014 3,1597 3,5557 3,9557 4,3459 4,7284 5,1053 5,4724 5,8190 6,1317 6,4009 6,6238 6,7949 6,8937 6,8887 6,7529 6,4714 6,0390 5,4690 4,8094 4,1408 3,5415 3,0509 2,6665 2,3632 2,1118 1,8912 1,6910 1,5078 1,3426 1,1977 1,0750 0,9801 0,9262 0,9264 0,9811 1,0723 1,1747 1,2829 1,4196 1,6078 1,8451 2,1022 2,3355 2,5028 2,5793 2,5644 2,4817 2,3725 2,2737 2,1985 2,1410 2,0929 2,0496 2,0089 1,9733 1,9526 1,9603 2,0066 2,0970 2,2346 2,4156 2,6240 2,8378 3,0392 3,2147 3,3498 3,4327 3,4633 3,4509 3,4024 3,3193 3,2021 3,0560 2,8922 2,7250 2,5746 2,4686 2,4352 2,4904 2,6254 2,8031 2,9737 3,0921 3,1267 3,0632 2,9061 2,6740 2,3894 2,0712 1,7394 1,4217 1,1498 0,9490 0,8308 0,7849 0,7794 0,7761 0,7471 0,6746 0,5488 0,3785 0,2008 0,0757 0,0650 0,2003 0,4639 0,8017 1,1493 1,4520 1,6760 1,8068 1,8387 1,7724 1,6178 1,3880 1,0985 0,7776 0,4741 0,2445 0,1212 0,0867 0,0854 0,0635 -0,0033 -0,1078 -0,2204 -0,3080 -0,3450 -0,3164 -0,2274 -0,1070 0,0075 0,0912 0,1361 0,1420 0,1064 0,0291 -0,0713 -0,1503 -0,1589 -0,0786 0,0698 0,2519 0,4414 0,6130 0,7386 0,8068 0,8379 0,8724 0,9460 1,0726 1,2487 1,4692 1,7206 1,9611 2,1265 2,1610 2,0355 1,7516 1,3437 0,8748 0,4225 0,0659 -0,1323 -0,1490 -0,0094 0,2364 0,5565 0,9619 1,4869 2,1432 2,8933 3,6647 4,3869 5,0098 5,4995 5,8342 6,0070 6,0390 5,9919 5,9508 5,9824 6,1154 6,3511 6,6632 6,9849 7,2252 7,3175 7,2444 7,0233 6,6867 6,2738 5,8249 5,3816 4,9944 4,7215 4,6093 4,6699 4,8702 5,1444 5,4255 5,6655 5,8375 5,9359 5,9797 6,0038 6,0450 6,1317 6,2735 6,4547 6,6454 6,8242 6,9861 7,1334 7,2676 7,3882 7,4913 7,5684 7,6030 7,5756 7,4731 7,2968 7,0664 6,8144 6,5693 6,3488 6,1695 6,0519 6,0127 6,0625 6,2072 6,4387 6,7232 7,0082 7,2461 7,4120 7,4999 7,5057 7,4213 7,2450 6,9920 6,6981 6,4080 6,1550 5,9638 5,8669 5,9001 6,0769 6,3697 6,7063 6,9951 7,1763 7,2504 7,2528 7,2081 7,1156 6,9696 6,7821 6,5852 6,4139 6,2874 6,2029 6,1487 6,1205 6,1168 6,1244 6,1257 6,1168 6,1005 6,0612 5,9635 5,7839 5,5409 5,2827 5,0546 4,8858 4,7923 4,7747 4,8199 4,9085 5,0150 5,1047 5,1421 5,1110 5,0260 4,9201 4,8262 4,7770 4,8128 4,9694 5,2528 5,6238 6,0110 6,3469 6,5925 6,7285 6,7365 6,5968 6,3075 5,9054 5,4608 5,0423 4,6878 4,4117 4,2267 4,1479 4,1877 4,3463 4,6054 4,9377 5,3220 5,7369 6,1518 6,5338 6,8523 7,0772 7,1935 7,2148 7,1771 7,1180 7,0551 6,9771 6,8539 6,6599 6,3868 6,0463 5,6664 5,2850 4,9451 4,6908 4,5534 4,5334 4,5964 4,6844 4,7311 4,6801 4,5090 4,2361 3,9015 3,5473 3,2158 2,9483 2,7719 2,6841 2,6577 2,6596 2,6717 2,6925 2,7181 2,7279 2,6885 2,5710 2,3706 2,1115 1,8361 1,5933 1,4291 1,3725 1,4201 1,5310 1,6410 1,6896 1,6419 1,4933 1,2601 0,9726 0,6699 0,3857 0,1328 -0,0892 -0,2671 -0,3637 -0,3400 -0,1840 0,0855 0,4305 0,8093 1,1941 1,5765 1,9596 2,3512 2,7594 3,1805 3,5849 3,9229 4,1511 4,2606 4,2804 4,2545 4,2230 4,2175 4,2566 4,3358 4,4281 4,4966 4,5008 4,4028 4,1837 3,8558 3,4532 3,0116 2,5557 2,1003 1,6600 1,2521 0,8843 0,5435 0,2015 -0,1623 -0,5424 -0,9074 -1,2235 -1,4814 -1,6983 -1,8949 -2,0803 -2,2532 -2,4077 -2,5384 -2,6469 -2,7407 -2,8301 -2,9271 -3,0486 -3,2135 -3,4292 -3,6753 -3,9008 -4,0453 -4,0740 -3,9990 -3,8624 -3,6984 -3,5151 -3,3040 -3,0543 -2,7603 -2,4206 -2,0369 -1,6122 -1,1554 -0,6869 -0,2354
F3    2,3749 2,1592 1,8899 1,5816 1,2325 0,8369 0,4078 -0,0130 -0,3721 -0,6271 -0,7579 -0,7708 -0,6942 -0,5669 -0,4242 -0,2930 -0,1947 -0,1466 -0,1562 -0,2187 -0,3195 -0,4383 -0,5525 -0,6415 -0,6913 -0,6962 -0,6553 -0,5643 -0,4150 -0,2080 0,0356 0,2755 0,4630 0,5706 0,6123 0,6173 0,5914 0,5184 0,3828 0,1826 -0,0632 -0,3118 -0,5095 -0,6162 -0,6260 -0,5697 -0,4911 -0,4210 -0,3700 -0,3363 -0,3175 -0,3084 -0,2933 -0,2532 -0,1819 -0,0855 0,0331 0,1844 0,3847 0,6419 0,9507 1,2941 1,6400 1,9406 2,1435 2,2116 2,1386 1,9535 1,7030 1,4284 1,1702 0,9802 0,9049 0,9565 1,1090 1,3202 1,5559 1,7959 2,0187 2,1914 2,2767 2,2473 2,1016 1,8784 1,6486 1,4826 1,4222 1,4666 1,5767 1,7064 1,8342 1,9630 2,0975 2,2348 2,3736 2,5236 2,7080 2,9538 3,2697 3,6220 3,9362 4,1383 4,1939 4,1060 3,8874 3,5442 3,0870 2,5503 1,9836 1,4268 0,9145 0,4919 0,2057 0,0767 0,0808 0,1509 0,2021 0,1681 0,0275 -0,1960 -0,4537 -0,6940 -0,8700 -0,9391 -0,8755 -0,6854 -0,4008 -0,0542 0,3326 0,7342 1,1195 1,4688 1,7734 2,0163 2,1665 2,1929 2,0894 1,8870 1,6445 1,4279 1,2886 1,2416 1,2612 1,3069 1,3572 1,4149 1,4828 1,5397 1,5472 1,4806 1,3496 1,1920 1,0513 0,9669 0,9745 1,1015 1,3576 1,7289 2,1783 2,6643 3,1630 3,6656 4,1627 4,6413 5,0855 5,4717 5,7743 5,9786 6,0813 6,0805 5,9682 5,7350 5,3766 4,8996 4,3295 3,7181 3,1331 2,6293 2,2289 1,9292 1,7207 1,5932 1,5343 1,5280 1,5520 1,5776 1,5746 1,5218 1,4214 1,3036 1,2089 1,1635 1,1685 1,2111 1,2851 1,3952 1,5372 1,6872 1,8123 1,8877 1,9044 1,8667 1,7836 1,6711 1,5546 1,4557 1,3798 1,3177 1,2503 1,1565 1,0268 0,8731 0,7270 0,6282 0,6113 0,6967 0,8890 1,1747 1,5195 1,8766 2,2040 2,4669 2,6351 2,6952 2,6604 2,5564 2,4006 2,2001 1,9656 1,7185 1,4862 1,2934 1,1583 1,0968 1,1256 1,2598 1,4975 1,8065 2,1300 2,4040 2,5729 2,6036 2,4903 2,2488 1,9100 1,5160 1,1176 0,7670 0,5072 0,3649 0,3440 0,4178 0,5306 0,6238 0,6603 0,6219 0,4976 0,2910 0,0338 -0,2123 -0,3740 -0,4005 -0,2906 -0,0897 0,1400 0,3484 0,5144 0,6374 0,7144 0,7343 0,6868 0,5649 0,3693 0,1230 -0,1214 -0,2998 -0,3739 -0,3647 -0,3410 -0,3698 -0,4769 -0,6400 -0,8087 -0,9352 -0,9885 -0,9555 -0,8496 -0,7131 -0,5914 -0,5031 -0,4385 -0,3832 -0,3394 -0,3196 -0,3235 -0,3300 -0,3107 -0,2514 -0,1605 -0,0527 0,0583 0,1486 0,1880 0,1669 0,1130 0,0773 0,1048 0,2116 0,3881 0,6194 0,8858 1,1451 1,3339 1,3939 1,2930 1,0315 0,6438 0,1935 -0,2376 -0,5609 -0,7035 -0,6383 -0,3961 -0,0444 0,3576 0,7957 1,2932 1,8670 2,4975 3,1377 3,7382 4,2577 4,6654 4,9467 5,1069 5,1746 5,1999 5,2333 5,3052 5,4342 5,6363 5,9031 6,1764 6,3635 6,3902 6,2391 5,9393 5,5389 5,0885 4,6347 4,2214 3,8954 3,7016 3,6664 3,7828 4,0097 4,2850 4,5490 4,7594 4,8917 4,9460 4,9553 4,9723 5,0414 5,1823 5,3852 5,6184 5,8503 6,0681 6,2766 6,4843 6,6929 6,8939 7,0704 7,2018 7,2660 7,2398 7,1066 6,8665 6,5408 6,1688 5,7982 5,4764 5,2432 5,1189 5,0984 5,1683 5,3230 5,5541 5,8347 6,1234 6,3867 6,6127 6,7974 6,9207 6,9464 6,8435 6,6032 6,2528 5,8470 5,4405 5,0829 4,8348 4,7592 4,8877 5,1947 5,5950 5,9775 6,2647 6,4473 6,5544 6,6035 6,5889 6,5059 6,3743 6,2367 6,1346 6,0863 6,0828 6,1025 6,1276 6,1414 6,1219 6,0575 5,9618 5,8557 5,7374 5,5826 5,3776 5,1477 4,9396 4,7804 4,6652 4,5815 4,5279 4,5110 4,5325 4,5850 4,6536 4,7216 4,7794 4,8313 4,8878 4,9540 5,0323 5,1349 5,2832 5,4915 5,7475 6,0062 6,2137 6,3369 6,3646 6,2862 6,0826 5,7474 5,3118 4,8423 4,4084 4,0556 3,8075 3,6800 3,6853 3,8247 4,0774 4,4019 4,7590 5,1285 5,4947 5,8303 6,1019 6,2768 6,3292 6,2606 6,1094 5,9314 5,7689 5,6335 5,5081 5,3640 5,1836 4,9709 4,7428 4,5178 4,3143 4,1551 4,0646 4,0570 4,1217 4,2217 4,3045 4,3140 4,2022 3,9473 3,5650 3,0967 2,5913 2,1019 1,6860 1,3859 1,2087 1,1301 1,1193 1,1621 1,2576 1,3919 1,5240 1,5948 1,5502 1,3708 1,0877 0,7685 0,4895 0,3130 0,2720 0,3603 0,5370 0,7426 0,9189 1,0237 1,0338 0,9398 0,7499 0,4971 0,2215 -0,0599 -0,3553 -0,6621 -0,9406 -1,1311 -1,1868 -1,0924 -0,8666 -0,5515 -0,1905 0,1898 0,5811 0,9882 1,4193 1,8695 2,3079 2,6837 2,9535 3,1041 3,1533 3,1347 3,0899 3,0629 3,0854 3,1629 3,2768 3,3954 3,4784 3,4796 3,3651 3,1367 2,8300 2,4853 2,1188 1,7244 1,3028 0,8747 0,4593 0,0552 -0,3513 -0,7683 -1,1869 -1,5772 -1,9003 -2,1349 -2,2913 -2,3967 -2,4745 -2,5391 -2,5987 -2,6588 -2,7242 -2,8046 -2,9192 -3,0934 -3,3487 -3,6947 -4,1145 -4,5558 -4,9418 -5,2012 -5,3000 -5,2551 -5,1149 -4,9218 -4,6908 -4,4122 -4,0692 -3,6542 -3,1760 -2,6569 -2,1276 -1,6236 -1,1785 -0,8111
F7    1,0055 0,8020 0,5700 0,3295 0,0811 -0,1884 -0,4792 -0,7583 -0,9731 -1,0856 -1,0886 -1,0002 -0,8533 -0,6763 -0,4864 -0,3070 -0,1728 -0,1057 -0,1021 -0,1415 -0,1946 -0,2282 -0,2209 -0,1803 -0,1418 -0,1432 -0,1934 -0,2572 -0,2745 -0,2066 -0,0580 0,1428 0,3667 0,5924 0,8012 0,9647 1,0474 1,0275 0,9135 0,7431 0,5650 0,4148 0,3059 0,2327 0,1735 0,1003 -0,0012 -0,1213 -0,2331 -0,3070 -0,3242 -0,2808 -0,1897 -0,0787 0,0277 0,1266 0,2352 0,3799 0,5805 0,8302 1,0909 1,3129 1,4568 1,5009 1,4359 1,2639 1,0090 0,7215 0,4593 0,2652 0,1703 0,1996 0,3559 0,6023 0,8676 1,0764 1,1794 1,1709 1,0891 0,9970 0,9421 0,9286 0,9306 0,9264 0,9209 0,9433 1,0173 1,1310 1,2427 1,3234 1,3800 1,4252 1,4461 1,4190 1,3480 1,2747 1,2561 1,3407 1,5491 1,8584 2,2052 2,5048 2,6798 2,6806 2,4905 2,1238 1,6284 1,0745 0,5212 -0,0002 -0,4617 -0,8190 -1,0270 -1,0703 -0,9788 -0,8255 -0,7029 -0,6780 -0,7604 -0,9115 -1,0828 -1,2521 -1,4223 -1,5886 -1,7248 -1,8008 -1,7939 -1,6871 -1,4835 -1,2166 -0,9257 -0,6257 -0,3190 -0,0182 0,2561 0,4818 0,6275 0,6579 0,5562 0,3370 0,0380 -0,2924 -0,6023 -0,8431 -0,9794 -1,0001 -0,9283 -0,8214 -0,7524 -0,7744 -0,8900 -1,0473 -1,1630 -1,1621 -1,0175 -0,7574 -0,4342 -0,0865 0,2747 0,6546 1,0615 1,5019 1,9716 2,4440 2,8781 3,2440 3,5319 3,7376 3,8505 3,8557 3,7478 3,5375 3,2395 2,8570 2,3941 1,8855 1,4035 1,0178 0,7517 0,5811 0,4690 0,3952 0,3575 0,3611 0,4039 0,4679 0,5224 0,5471 0,5514 0,5666 0,6163 0,6968 0,7784 0,8226 0,8162 0,7835 0,7573 0,7532 0,7740 0,8156 0,8563 0,8556 0,7769 0,6120 0,3823 0,1219 -0,1332 -0,3408 -0,4574 -0,4614 -0,3722 -0,2415 -0,1178 -0,0187 0,0649 0,1452 0,2196 0,2737 0,2955 0,2892 0,2782 0,2935 0,3546 0,4643 0,6127 0,7720 0,8985 0,9585 0,9512 0,8983 0,8220 0,7380 0,6615 0,6100 0,6065 0,6732 0,8166 1,0179 1,2324 1,4034 1,4841 1,4510 1,3049 1,0719 0,7968 0,5283 0,3109 0,1758 0,1304 0,1645 0,2719 0,4486 0,6677 0,8722 0,9983 0,9978 0,8453 0,5511 0,1792 -0,1692 -0,4057 -0,4972 -0,4687 -0,3745 -0,2653 -0,1703 -0,0932 -0,0274 0,0283 0,0750 0,1213 0,1666 0,1938 0,1910 0,1657 0,1310 0,0927 0,0526 0,0088 -0,0538 -0,1561 -0,3009 -0,4667 -0,6202 -0,7288 -0,7763 -0,7760 -0,7701 -0,8063 -0,9072 -1,0564 -1,2128 -1,3398 -1,4176 -1,4323 -1,3674 -1,2125 -0,9757 -0,6835 -0,3732 -0,0849 0,1483 0,3044 0,3686 0,3381 0,2371 0,1109 0,0022 -0,0587 -0,0480 0,0491 0,2236 0,4318 0,6019 0,6577 0,5444 0,2510 -0,1731 -0,6222 -0,9732 -1,1408 -1,1117 -0,9350 -0,6786 -0,3851 -0,0647 0,2849 0,6593 1,0455 1,4314 1,8062 2,1453 2,4062 2,5519 2,5792 2,5261 2,4514 2,4002 2,3879 2,4156 2,4898 2,6187 2,7961 2,9966 3,1838 3,3191 3,3667 3,3062 3,1494 2,9388 2,7292 2,5740 2,5112 2,5481 2,6553 2,7812 2,8777 2,9201 2,9123 2,8876 2,8947 2,9638 3,0934 3,2814 3,5345 3,8368 4,1376 4,3835 4,5538 4,6714 4,7816 4,9144 5,0696 5,2338 5,3935 5,5279 5,6087 5,6127 5,5175 5,3045 4,9876 4,6320 4,3282 4,1421 4,0867 4,1384 4,2742 4,4824 4,7414 5,0058 5,2218 5,3589 5,4192 5,4178 5,3608 5,2518 5,1110 4,9688 4,8319 4,6701 4,4575 4,2192 4,0331 3,9907 4,1470 4,4866 4,9281 5,3673 5,7226 5,9645 6,1158 6,2188 6,2951 6,3300 6,2961 6,1873 6,0279 5,8586 5,7119 5,5972 5,5057 5,4287 5,3734 5,3574 5,3858 5,4371 5,4691 5,4403 5,3382 5,1941 5,0585 4,9588 4,8914 4,8505 4,8471 4,8985 5,0056 5,1438 5,2731 5,3527 5,3556 5,2941 5,2255 5,2121 5,2752 5,3939 5,5390 5,6975 5,8685 6,0531 6,2569 6,4797 6,6879 6,8075 6,7556 6,4901 6,0452 5,5221 5,0325 4,6418 4,3648 4,2037 4,1752 4,3009 4,5790 4,9675 5,3892 5,7557 6,0011 6,1069 6,0971 6,0040 5,8466 5,6460 5,4507 5,3318 5,3419 5,4749 5,6632 5,8150 5,8597 5,7733 5,5692 5,2703 4,8985 4,4890 4,1002 3,7992 3,6315 3,6008 3,6681 3,7661 3,8259 3,8036 3,6796 3,4439 3,1040 2,7080 2,3344 2,0450 1,8481 1,7011 1,5494 1,3713 1,1935 1,0600 0,9931 0,9874 1,0282 1,0988 1,1684 1,1858 1,1055 0,9213 0,6694 0,4119 0,2138 0,1136 0,1050 0,1509 0,2109 0,2590 0,2855 0,2861 0,2467 0,1387 -0,0667 -0,3667 -0,7098 -1,0083 -1,1704 -1,1376 -0,9136 -0,5553 -0,1361 0,2847 0,6731 1,0213 1,3400 1,6425 1,9300 2,1923 2,4220 2,6199 2,7924 2,9462 3,0903 3,2390 3,3990 3,5545 3,6807 3,7672 3,8131 3,8087 3,7355 3,5855 3,3704 3,1112 2,8257 2,5253 2,2173 1,9133 1,6302 1,3757 1,1392 0,9024 0,6563 0,4108 0,1908 0,0198 -0,0929 -0,1540 -0,1823 -0,2061 -0,2562 -0,3475 -0,4674 -0,5895 -0,7026 -0,8249 -0,9872 -1,2079 -1,4830 -1,7892 -2,0903 -2,3480 -2,5409 -2,6721 -2,7551 -2,7940 -2,7775 -2,6864 -2,5076 -2,2474 -1,9333 -1,6054 -1,2992 -1,0302 -0,8005 -0,6147
