Fp1   1,4889 1,6378 1,7845 1,9324 2,0720 2,1855 2,2599 2,2947 2,2983 2,2797 2,2407 2,1750 2,0763 1,9437 1,7749 1,5663 1,3261 1,0772 0,8420 0,6305 0,4396 0,2594 0,0846 -0,0787 -0,2220 -0,3466 -0,4637 -0,5883 -0,7298 -0,8843 -1,0329 -1,1581 -1,2600 -1,3548 -1,4611 -1,5886 -1,7351 -1,8920 -2,0487 -2,1893 -2,2919 -2,3319 -2,2916 -2,1731 -1,9972 -1,7852 -1,5501 -1,3044 -1,0650 -0,8460 -0,6492 -0,4659 -0,2883 -0,1184 0,0305 0,1401 0,1965 0,1956 0,1409 0,0428 -0,0811 -0,2082 -0,3184 -0,4049 -0,4809 -0,5691 -0,6818 -0,8135 -0,9457 -1,0576 -1,1399 -1,2025 -1,2650 -1,3407 -1,4313 -1,5300 -1,6285 -1,7226 -1,8094 -1,8838 -1,9365 -1,9576 -1,9425 -1,8962 -1,8290 -1,7520 -1,6771 -1,6147 -1,5677 -1,5347 -1,5155 -1,5120 -1,5192 -1,5197 -1,4926 -1,4301 -1,3486 -1,2850 -1,2729 -1,3126 -1,3663 -1,3888 -1,3601 -1,2912 -1,2110 -1,1521 -1,1387 -1,1829 -1,2823 -1,4217 -1,5843 -1,7618 -1,9485 -2,1321 -2,2959 -2,4302 -2,5377 -2,6300 -2,7248 -2,8424 -2,9978 -3,1903 -3,3991 -3,5902 -3,7380 -3,8406 -3,9134 -3,9703 -4,0163 -4,0508 -4,0722 -4,0799 -4,0766 -4,0685 -4,0602 -4,0509 -4,0334 -3,9991 -3,9453 -3,8792 -3,8114 -3,7454 -3,6769 -3,5998 -3,5079 -3,3920 -3,2484 -3,0868 -2,9225 -2,7635 -2,6116 -2,4687 -2,3346 -2,2085 -2,0965 -2,0108 -1,9606 -1,9459 -1,9569 -1,9796 -2,0033 -2,0226 -2,0360 -2,0437 -2,0478 -2,0526 -2,0598 -2,0608 -2,0407 -1,9897 -1,9059 -1,7926 -1,6537 -1,4920 -1,3082 -1,1018 -0,8722 -0,6235 -0,3692 -0,1303 0,0742 0,2332 0,3452 0,4117 0,4275 0,3841 0,2836 0,1394 -0,0397 -0,2578 -0,5176 -0,8035 -1,0840 -1,3232 -1,4882 -1,5596 -1,5396 -1,4456 -1,2983 -1,1134 -0,9010 -0,6732 -0,4497 -0,2532 -0,1005 -0,0020 0,0346 0,0073 -0,0726 -0,1803 -0,2869 -0,3704 -0,4235 -0,4583 -0,5056 -0,6009 -0,7657 -1,0012 -1,2923 -1,6113 -1,9207 -2,1867 -2,3905 -2,5233 -2,5740 -2,5307 -2,3947 -2,1895 -1,9536 -1,7248 -1,5225 -1,3416 -1,1600 -0,9499 -0,6870 -0,3618 0,0183 0,4387 0,8821 1,3257 1,7426 2,1076 2,4030 2,6243 2,7761 2,8619 2,8805 2,8271 2,6969 2,4918 2,2243 1,9167 1,5931 1,2668 0,9363 0,5955 0,2458 -0,0999 -0,4162 -0,6708 -0,8370 -0,9069 -0,8902 -0,8043 -0,6712 -0,5182 -0,3711 -0,2397 -0,1117 0,0328 0,1977 0,3624 0,4956 0,5747 0,5895 0,5394 0,4369 0,3078 0,1797 0,0770 0,0230 0,0309 0,0916 0,1769 0,2577 0,3181 0,3604 0,3984 0,4492 0,5282 0,6404 0,7713 0,8930 0,9799 1,0203 1,0176 0,9908 0,9702 0,9867 1,0609 1,1997 1,3981 1,6405 1,9060 2,1718 2,4184 2,6365 2,8320 3,0186 3,2067 3,3991 3,5925 3,7825 3,9598 4,1063 4,2029 4,2429 4,2338 4,1932 4,1487 4,1356 4,1802 4,2824 4,4126 4,5259 4,5845 4,5720 4,4964 4,3835 4,2653 4,1631 4,0804 4,0119 3,9614 3,9480 3,9905 4,0873 4,2135 4,3377 4,4395 4,5158 4,5738 4,6187 4,6506 4,6703 4,6819 4,6930 4,7147 4,7511 4,7915 4,8247 4,8545 4,8904 4,9337 4,9833 5,0430 5,1160 5,1974 5,2772 5,3416 5,3741 5,3624 5,3051 5,2099 5,0909 4,9668 4,8515 4,7479 4,6485 4,5406 4,4152 4,2771 4,1402 4,0134 3,8945 3,7741 3,6450 3,5079 3,3730 3,2551 3,1672 3,1156 3,1017 3,1247 3,1853 3,2843 3,4129 3,5513 3,6796 3,7861 3,8679 3,9294 3,9819 4,0402 4,1195 4,2338 4,3882 4,5690 4,7460 4,8920 4,9977 5,0717 5,1295 5,1868 5,2526 5,3256 5,3906 5,4200 5,3826 5,2607 5,0654 4,8392 4,6357 4,4914 4,4148 4,3952 4,4101 4,4257 4,4048 4,3212 4,1658 3,9510 3,7088 3,4766 3,2781 3,1197 2,9977 2,9042 2,8346 2,7921 2,7799 2,7948 2,8335 2,8972 2,9852 3,0874 3,1834 3,2447 3,2447 3,1718 3,0365 2,8659 2,6899 2,5305 2,4021 2,3087 2,2355 2,1600 2,0769 2,0073 1,9802 2,0050 2,0645 2,1374 2,2167 2,3060 2,4094 2,5274 2,6525 2,7711 2,8718 2,9467 2,9832 2,9624 2,8642 2,6729 2,3836 2,0101 1,5843 1,1450 0,7299 0,3683 0,0722 -0,1660 -0,3638 -0,5381 -0,6970 -0,8362 -0,9466 -1,0205 -1,0533 -1,0446 -1,0011 -0,9376 -0,8761 -0,8429 -0,8601 -0,9348 -1,0546 -1,1983 -1,3471 -1,4883 -1,6141 -1,7201 -1,8027 -1,8549 -1,8664 -1,8255 -1,7214 -1,5519 -1,3304 -1,0886 -0,8686 -0,7076 -0,6204 -0,5970 -0,6123 -0,6397 -0,6571 -0,6454 -0,5888 -0,4795 -0,3212 -0,1275 0,0800 0,2771 0,4441 0,5693 0,6453 0,6691 0,6485 0,6002 0,5374 0,4654 0,3863 0,2987 0,1902 0,0445 -0,1452 -0,3706 -0,6117 -0,8438 -1,0494 -1,2273 -1,3921 -1,5658 -1,7668 -1,9987 -2,2462 -2,4805 -2,6723 -2,8014 -2,8549 -2,8247 -2,7123 -2,5332 -2,3106 -2,0711 -1,8467 -1,6704 -1,5590 -1,5017 -1,4681 -1,4286 -1,3708 -1,3007 -1,2346 -1,1905 -1,1811 -1,2097 -1,2738 -1,3726 -1,5085 -1,6827 -1,8935 -2,1352 -2,3938 -2,6452 -2,8627 -3,0255 -3,1237 -3,1591 -3,1428 -3,0933 -3,0336 -2,9879 -2,9747 -2,9997 -3,0569 -3,1317 -3,2052 -3,2607 -3,2928 -3,3104 -3,3307 -3,3669 -3,4223 -3,4976 -3,6005 -3,7418 -3,9215 -4,1237 -4,3243 -4,5052 -4,6640 -4,8086 -4,9444 -5,0640 -5,1479 -5,1759
Fz    0,3176 0,4243 0,5474 0,6973 0,8708 1,0509 1,2217 1,3812 1,5364 1,6903 1,8354 1,9567 2,0381 2,0658 2,0261 1,9116 1,7319 1,5155 1,2989 1,1116 0,9632 0,8426 0,7329 0,6230 0,5056 0,3730 0,2219 0,0558 -0,1168 -0,2875 -0,4498 -0,6029 -0,7574 -0,9333 -1,1502 -1,4154 -1,7174 -2,0306 -2,3238 -2,5623 -2,7116 -2,7414 -2,6356 -2,4038 -2,0804 -1,7043 -1,3043 -0,9036 -0,5261 -0,1889 0,1080 0,3768 0,6245 0,8437 1,0153 1,1180 1,1409 1,0893 0,9812 0,8410 0,6972 0,5763 0,4907 0,4297 0,3647 0,2665 0,1216 -0,0625 -0,2659 -0,4686 -0,6599 -0,8394 -1,0106 -1,1729 -1,3216 -1,4522 -1,5648 -1,6661 -1,7624 -1,8484 -1,9076 -1,9250 -1,9005 -1,8481 -1,7851 -1,7252 -1,6801 -1,6569 -1,6556 -1,6750 -1,7198 -1,7937 -1,8904 -1,9916 -2,0773 -2,1364 -2,1728 -2,2010 -2,2317 -2,2550 -2,2401 -2,1585 -2,0071 -1,8112 -1,6086 -1,4330 -1,3085 -1,2514 -1,2685 -1,3528 -1,4883 -1,6568 -1,8415 -2,0267 -2,2009 -2,3631 -2,5226 -2,6915 -2,8793 -3,0922 -3,3296 -3,5800 -3,8222 -4,0364 -4,2162 -4,3721 -4,5228 -4,6843 -4,8642 -5,0600 -5,2592 -5,4426 -5,5945 -5,7138 -5,8136 -5,9120 -6,0184 -6,1266 -6,2214 -6,2886 -6,3161 -6,2908 -6,2036 -6,0585 -5,8698 -5,6530 -5,4249 -5,2033 -4,9963 -4,7954 -4,5828 -4,3427 -4,0653 -3,7523 -3,4217 -3,1027 -2,8206 -2,5865 -2,3903 -2,2050 -2,0019 -1,7649 -1,4978 -1,2224 -0,9699 -0,7694 -0,6379 -0,5740 -0,5598 -0,5677 -0,5648 -0,5189 -0,4049 -0,2145 0,0378 0,3210 0,6028 0,8608 1,0862 1,2842 1,4683 1,6486 1,8225 1,9707 2,0609 2,0622 1,9647 1,7848 1,5505 1,2840 1,0005 0,7167 0,4517 0,2239 0,0465 -0,0806 -0,1735 -0,2539 -0,3354 -0,4169 -0,4849 -0,5244 -0,5305 -0,5093 -0,4714 -0,4312 -0,4108 -0,4355 -0,5205 -0,6599 -0,8303 -1,0032 -1,1592 -1,2974 -1,4332 -1,5848 -1,7637 -1,9715 -2,2004 -2,4311 -2,6377 -2,8001 -2,9117 -2,9709 -2,9728 -2,9147 -2,8082 -2,6760 -2,5362 -2,3949 -2,2480 -2,0819 -1,8753 -1,6099 -1,2828 -0,9097 -0,5137 -0,1109 0,2890 0,6737 1,0266 1,3305 1,5709 1,7392 1,8326 1,8555 1,8191 1,7360 1,6103 1,4396 1,2253 0,9805 0,7243 0,4667 0,2025 -0,0782 -0,3771 -0,6822 -0,9689 -1,2062 -1,3702 -1,4555 -1,4745 -1,4484 -1,4031 -1,3641 -1,3465 -1,3467 -1,3430 -1,3104 -1,2401 -1,1496 -1,0725 -1,0402 -1,0730 -1,1765 -1,3354 -1,5166 -1,6873 -1,8216 -1,8979 -1,9041 -1,8482 -1,7539 -1,6478 -1,5468 -1,4534 -1,3589 -1,2528 -1,1262 -0,9714 -0,7869 -0,5843 -0,3839 -0,2035 -0,0500 0,0830 0,2128 0,3596 0,5386 0,7562 1,0080 1,2792 1,5508 1,8048 2,0267 2,2097 2,3591 2,4923 2,6330 2,7999 2,9979 3,2177 3,4390 3,6351 3,7825 3,8731 3,9186 3,9467 3,9948 4,1015 4,2864 4,5348 4,8036 5,0432 5,2177 5,3119 5,3306 5,2959 5,2404 5,1966 5,1840 5,2061 5,2603 5,3468 5,4646 5,6037 5,7468 5,8803 6,0038 6,1288 6,2673 6,4204 6,5751 6,7117 6,8145 6,8777 6,9083 6,9200 6,9234 6,9288 6,9541 7,0182 7,1257 7,2656 7,4217 7,5798 7,7312 7,8708 7,9926 8,0880 8,1492 8,1693 8,1418 8,0619 7,9297 7,7500 7,5320 7,2895 7,0392 6,7957 6,5731 6,3841 6,2341 6,1182 6,0245 5,9438 5,8771 5,8344 5,8247 5,8495 5,9044 5,9822 6,0740 6,1735 6,2764 6,3734 6,4486 6,4889 6,4925 6,4675 6,4286 6,3958 6,3908 6,4332 6,5354 6,6922 6,8729 7,0347 7,1509 7,2232 7,2730 7,3227 7,3834 7,4505 7,5082 7,5357 7,5110 7,4137 7,2332 6,9795 6,6900 6,4178 6,2046 6,0649 5,9880 5,9458 5,9016 5,8240 5,6973 5,5211 5,3074 5,0785 4,8606 4,6749 4,5347 4,4459 4,4045 4,3993 4,4188 4,4537 4,4949 4,5381 4,5839 4,6295 4,6611 4,6583 4,6009 4,4759 4,2848 4,0462 3,7882 3,5367 3,3064 3,1009 2,9151 2,7374 2,5583 2,3826 2,2331 2,1371 2,1089 2,1483 2,2527 2,4222 2,6513 2,9224 3,2074 3,4732 3,6931 3,8568 3,9648 4,0155 3,9993 3,9014 3,7049 3,3978 2,9879 2,5091 2,0122 1,5518 1,1692 0,8752 0,6482 0,4529 0,2624 0,0728 -0,0967 -0,2166 -0,2625 -0,2227 -0,1001 0,0891 0,3184 0,5539 0,7557 0,8838 0,9115 0,8316 0,6523 0,3937 0,0856 -0,2407 -0,5616 -0,8633 -1,1343 -1,3609 -1,5285 -1,6258 -1,6512 -1,6195 -1,5591 -1,5022 -1,4730 -1,4792 -1,5144 -1,5660 -1,6218 -1,6692 -1,6895 -1,6568 -1,5506 -1,3687 -1,1261 -0,8462 -0,5553 -0,2788 -0,0359 0,1621 0,3133 0,4274 0,5230 0,6160 0,7117 0,8062 0,8871 0,9349 0,9320 0,8736 0,7736 0,6623 0,5715 0,5127 0,4677 0,4028 0,2901 0,1211 -0,0907 -0,3161 -0,5201 -0,6744 -0,7659 -0,7949 -0,7697 -0,7026 -0,6072 -0,4925 -0,3627 -0,2286 -0,1099 -0,0205 0,0459 0,1111 0,1949 0,3012 0,4170 0,5220 0,5984 0,6381 0,6417 0,6127 0,5501 0,4454 0,2847 0,0547 -0,2497 -0,6172 -1,0203 -1,4248 -1,7977 -2,1139 -2,3622 -2,5439 -2,6692 -2,7577 -2,8356 -2,9253 -3,0364 -3,1658 -3,3018 -3,4267 -3,5233 -3,5856 -3,6214 -3,6456 -3,6709 -3,7026 -3,7428 -3,7956 -3,8641 -3,9458 -4,0352 -4,1311 -4,2402 -4,3732 -4,5318 -4,7017 -4,8582 -4,9791 -5,0516
F3    0,3911 0,4364 0,5012 0,6032 0,7421 0,8972 1,0420 1,1624 1,2584 1,3361 1,3976 1,4387 1,4549 1,4450 1,4052 1,3275 1,2083 1,0581 0,9039 0,7767 0,6898 0,6300 0,5750 0,5118 0,4384 0,3565 0,2694 0,1811 0,0940 0,0081 -0,0796 -0,1775 -0,3007 -0,4620 -0,6632 -0,8947 -1,1420 -1,3938 -1,6426 -1,8750 -2,0662 -2,1858 -2,2081 -2,1244 -1,9481 -1,7030 -1,4099 -1,0869 -0,7526 -0,4236 -0,1079 0,1916 0,4679 0,7070 0,8907 1,0037 1,0404 1,0069 0,9165 0,7868 0,6412 0,5034 0,3855 0,2829 0,1790 0,0575 -0,0882 -0,2528 -0,4233 -0,5857 -0,7316 -0,8603 -0,9745 -1,0757 -1,1643 -1,2405 -1,3059 -1,3629 -1,4105 -1,4391 -1,4346 -1,3906 -1,3164 -1,2328 -1,1607 -1,1138 -1,1039 -1,1417 -1,2311 -1,3664 -1,5369 -1,7280 -1,9179 -2,0798 -2,1926 -2,2507 -2,2650 -2,2582 -2,2497 -2,2376 -2,1961 -2,0983 -1,9401 -1,7451 -1,5498 -1,3883 -1,2831 -1,2447 -1,2733 -1,3612 -1,4941 -1,6537 -1,8196 -1,9748 -2,1132 -2,2406 -2,3689 -2,5081 -2,6637 -2,8369 -3,0238 -3,2138 -3,3928 -3,5491 -3,6805 -3,7943 -3,9015 -4,0136 -4,1389 -4,2782 -4,4215 -4,5522 -4,6566 -4,7329 -4,7898 -4,8370 -4,8787 -4,9148 -4,9452 -4,9708 -4,9884 -4,9884 -4,9623 -4,9124 -4,8451 -4,7605 -4,6558 -4,5309 -4,3850 -4,2120 -4,0047 -3,7599 -3,4807 -3,1793 -2,8771 -2,5979 -2,3606 -2,1713 -2,0165 -1,8666 -1,6939 -1,4873 -1,2536 -1,0119 -0,7870 -0,6024 -0,4735 -0,4036 -0,3845 -0,3981 -0,4175 -0,4129 -0,3611 -0,2534 -0,0989 0,0814 0,2632 0,4261 0,5588 0,6648 0,7576 0,8471 0,9338 1,0109 1,0654 1,0805 1,0440 0,9555 0,8242 0,6606 0,4735 0,2740 0,0755 -0,1074 -0,2606 -0,3781 -0,4668 -0,5396 -0,6038 -0,6540 -0,6759 -0,6577 -0,6000 -0,5160 -0,4238 -0,3440 -0,2985 -0,3053 -0,3704 -0,4852 -0,6325 -0,7944 -0,9585 -1,1218 -1,2899 -1,4688 -1,6582 -1,8514 -2,0388 -2,2081 -2,3476 -2,4528 -2,5277 -2,5724 -2,5747 -2,5201 -2,4093 -2,2631 -2,1093 -1,9678 -1,8435 -1,7248 -1,5888 -1,4138 -1,1908 -0,9267 -0,6370 -0,3350 -0,0316 0,2631 0,5407 0,7956 1,0222 1,2117 1,3501 1,4205 1,4124 1,3269 1,1738 0,9683 0,7299 0,4833 0,2499 0,0369 -0,1644 -0,3669 -0,5783 -0,7990 -1,0201 -1,2215 -1,3794 -1,4801 -1,5234 -1,5152 -1,4656 -1,3916 -1,3123 -1,2388 -1,1690 -1,0956 -1,0184 -0,9508 -0,9124 -0,9169 -0,9718 -1,0789 -1,2273 -1,3911 -1,5400 -1,6481 -1,6976 -1,6853 -1,6255 -1,5399 -1,4454 -1,3487 -1,2482 -1,1401 -1,0227 -0,8932 -0,7448 -0,5743 -0,3873 -0,1950 -0,0071 0,1728 0,3494 0,5347 0,7413 0,9758 1,2370 1,5160 1,7978 2,0659 2,3065 2,5108 2,6781 2,8179 2,9472 3,0845 3,2429 3,4238 3,6179 3,8079 3,9721 4,0908 4,1567 4,1786 4,1773 4,1817 4,2239 4,3248 4,4791 4,6577 4,8242 4,9503 5,0220 5,0397 5,0172 4,9777 4,9445 4,9298 4,9355 4,9611 5,0079 5,0744 5,1518 5,2262 5,2885 5,3423 5,4052 5,4989 5,6357 5,8097 6,0029 6,1953 6,3691 6,5125 6,6212 6,6954 6,7419 6,7803 6,8331 6,9077 6,9972 7,0917 7,1847 7,2718 7,3507 7,4194 7,4746 7,5102 7,5165 7,4840 7,4116 7,3079 7,1831 7,0423 6,8879 6,7220 6,5475 6,3741 6,2203 6,1036 6,0288 5,9877 5,9688 5,9674 5,9839 6,0164 6,0575 6,0999 6,1395 6,1734 6,1984 6,2100 6,2023 6,1700 6,1148 6,0462 5,9759 5,9122 5,8622 5,8372 5,8523 5,9203 6,0412 6,1938 6,3417 6,4535 6,5164 6,5351 6,5252 6,5072 6,4963 6,4967 6,5016 6,4940 6,4511 6,3557 6,2081 6,0321 5,8671 5,7463 5,6817 5,6637 5,6683 5,6657 5,6298 5,5459 5,4119 5,2388 5,0506 4,8742 4,7274 4,6177 4,5474 4,5142 4,5127 4,5378 4,5837 4,6424 4,7082 4,7800 4,8538 4,9159 4,9454 4,9231 4,8382 4,6945 4,5121 4,3182 4,1337 3,9652 3,8103 3,6646 3,5218 3,3765 3,2316 3,1020 3,0058 2,9515 2,9372 2,9625 3,0339 3,1547 3,3155 3,4975 3,6800 3,8483 3,9969 4,1231 4,2159 4,2530 4,2066 4,0508 3,7703 3,3735 2,8945 2,3835 1,8933 1,4648 1,1107 0,8134 0,5448 0,2888 0,0489 -0,1566 -0,3047 -0,3766 -0,3622 -0,2629 -0,0938 0,1187 0,3430 0,5467 0,7010 0,7896 0,8108 0,7690 0,6679 0,5122 0,3112 0,0783 -0,1733 -0,4304 -0,6777 -0,8966 -1,0657 -1,1688 -1,2061 -1,1948 -1,1581 -1,1156 -1,0778 -1,0489 -1,0330 -1,0363 -1,0623 -1,1030 -1,1366 -1,1371 -1,0882 -0,9869 -0,8408 -0,6634 -0,4687 -0,2667 -0,0657 0,1273 0,3106 0,4868 0,6557 0,8116 0,9461 1,0481 1,1061 1,1136 1,0726 0,9906 0,8795 0,7545 0,6264 0,4937 0,3460 0,1738 -0,0233 -0,2333 -0,4363 -0,6121 -0,7468 -0,8343 -0,8719 -0,8602 -0,8082 -0,7324 -0,6475 -0,5629 -0,4878 -0,4298 -0,3845 -0,3305 -0,2424 -0,1102 0,0541 0,2224 0,3622 0,4504 0,4828 0,4742 0,4459 0,4098 0,3579 0,2659 0,1078 -0,1264 -0,4203 -0,7401 -1,0533 -1,3376 -1,5803 -1,7769 -1,9307 -2,0504 -2,1496 -2,2433 -2,3407 -2,4410 -2,5376 -2,6239 -2,6922 -2,7365 -2,7578 -2,7646 -2,7678 -2,7748 -2,7895 -2,8169 -2,8641 -2,9331 -3,0172 -3,1040 -3,1814 -3,2471 -3,3097 -3,3780 -3,4473 -3,4989 -3,5124 -3,4804
F7    1,0581 1,0789 1,1031 1,1497 1,2233 1,3109 1,3923 1,4512 1,4827 1,4915 1,4839 1,4624 1,4276 1,3786 1,3107 1,2180 1,1003 0,9622 0,8123 0,6606 0,5124 0,3654 0,2188 0,0791 -0,0445 -0,1481 -0,2320 -0,2993 -0,3564 -0,4104 -0,4666 -0,5326 -0,6217 -0,7463 -0,9070 -1,0901 -1,2769 -1,4542 -1,6153 -1,7519 -1,8505 -1,8951 -1,8722 -1,7797 -1,6275 -1,4298 -1,1997 -0,9517 -0,7038 -0,4708 -0,2568 -0,0599 0,1178 0,2672 0,3791 0,4475 0,4704 0,4483 0,3850 0,2897 0,1797 0,0755 -0,0096 -0,0759 -0,1361 -0,2079 -0,3045 -0,4283 -0,5674 -0,7001 -0,8082 -0,8872 -0,9448 -0,9934 -1,0417 -1,0889 -1,1252 -1,1418 -1,1378 -1,1189 -1,0913 -1,0571 -1,0170 -0,9752 -0,9353 -0,8954 -0,8528 -0,8105 -0,7742 -0,7495 -0,7413 -0,7528 -0,7780 -0,8004 -0,8033 -0,7842 -0,7584 -0,7509 -0,7787 -0,8351 -0,8898 -0,9093 -0,8806 -0,8173 -0,7477 -0,6985 -0,6870 -0,7198 -0,7924 -0,8923 -1,0041 -1,1137 -1,2098 -1,2858 -1,3444 -1,3992 -1,4688 -1,5677 -1,6998 -1,8577 -2,0246 -2,1777 -2,2960 -2,3686 -2,4010 -2,4127 -2,4275 -2,4619 -2,5203 -2,5970 -2,6817 -2,7657 -2,8432 -2,9124 -2,9762 -3,0399 -3,1053 -3,1694 -3,2304 -3,2898 -3,3445 -3,3824 -3,3912 -3,3694 -3,3222 -3,2530 -3,1623 -3,0481 -2,9037 -2,7196 -2,4943 -2,2384 -1,9681 -1,6991 -1,4478 -1,2296 -1,0571 -0,9386 -0,8729 -0,8463 -0,8372 -0,8247 -0,7944 -0,7438 -0,6828 -0,6299 -0,6029 -0,6099 -0,6472 -0,6997 -0,7448 -0,7598 -0,7297 -0,6493 -0,5238 -0,3680 -0,2005 -0,0388 0,1035 0,2202 0,3145 0,3927 0,4581 0,5094 0,5402 0,5423 0,5108 0,4463 0,3518 0,2279 0,0730 -0,1081 -0,2977 -0,4656 -0,5794 -0,6217 -0,6002 -0,5402 -0,4662 -0,3874 -0,2970 -0,1845 -0,0490 0,0963 0,2295 0,3292 0,3800 0,3751 0,3185 0,2240 0,1114 -0,0012 -0,1043 -0,1995 -0,2967 -0,4071 -0,5372 -0,6855 -0,8440 -1,0007 -1,1409 -1,2515 -1,3254 -1,3610 -1,3568 -1,3111 -1,2294 -1,1273 -1,0216 -0,9215 -0,8289 -0,7384 -0,6396 -0,5224 -0,3812 -0,2155 -0,0268 0,1825 0,4067 0,6338 0,8493 1,0424 1,2069 1,3367 1,4217 1,4523 1,4268 1,3524 1,2389 1,0969 0,9386 0,7768 0,6165 0,4511 0,2690 0,0648 -0,1548 -0,3739 -0,5719 -0,7292 -0,8347 -0,8905 -0,9069 -0,8934 -0,8572 -0,8076 -0,7559 -0,7089 -0,6621 -0,6044 -0,5307 -0,4513 -0,3867 -0,3560 -0,3743 -0,4492 -0,5705 -0,7099 -0,8351 -0,9227 -0,9606 -0,9460 -0,8844 -0,7872 -0,6675 -0,5375 -0,4078 -0,2905 -0,1964 -0,1246 -0,0628 0,0012 0,0706 0,1427 0,2152 0,2914 0,3809 0,4941 0,6329 0,7901 0,9589 1,1383 1,3287 1,5265 1,7254 1,9201 2,1070 2,2826 2,4427 2,5858 2,7154 2,8365 2,9514 3,0580 3,1483 3,2093 3,2299 3,2122 3,1746 3,1459 3,1544 3,2154 3,3217 3,4435 3,5407 3,5803 3,5490 3,4561 3,3282 3,1978 3,0884 3,0056 2,9444 2,9033 2,8893 2,9123 2,9765 3,0758 3,1950 3,3191 3,4409 3,5619 3,6854 3,8092 3,9253 4,0235 4,0977 4,1481 4,1771 4,1838 4,1678 4,1368 4,1042 4,0809 4,0740 4,0873 4,1189 4,1612 4,2049 4,2409 4,2619 4,2644 4,2475 4,2115 4,1590 4,0956 4,0257 3,9488 3,8632 3,7701 3,6739 3,5833 3,5084 3,4529 3,4104 3,3677 3,3155 3,2560 3,2001 3,1552 3,1207 3,0937 3,0748 3,0662 3,0703 3,0884 3,1205 3,1662 3,2268 3,3047 3,3989 3,5034 3,6090 3,7072 3,7952 3,8767 3,9572 4,0366 4,1071 4,1582 4,1851 4,1896 4,1782 4,1611 4,1488 4,1468 4,1507 4,1438 4,1034 4,0167 3,8917 3,7576 3,6519 3,6000 3,6038 3,6454 3,6950 3,7175 3,6820 3,5727 3,3922 3,1617 2,9160 2,6916 2,5119 2,3839 2,3044 2,2692 2,2796 2,3381 2,4375 2,5602 2,6895 2,8156 2,9309 3,0239 3,0816 3,0930 3,0530 2,9634 2,8355 2,6875 2,5378 2,3976 2,2734 2,1698 2,0841 2,0075 1,9376 1,8856 1,8656 1,8791 1,9153 1,9660 2,0337 2,1221 2,2264 2,3352 2,4365 2,5214 2,5876 2,6366 2,6672 2,6713 2,6340 2,5351 2,3578 2,1018 1,7883 1,4518 1,1282 0,8436 0,6046 0,4009 0,2183 0,0498 -0,1028 -0,2323 -0,3292 -0,3857 -0,3966 -0,3595 -0,2766 -0,1569 -0,0180 0,1132 0,2047 0,2347 0,2003 0,1138 -0,0078 -0,1502 -0,3018 -0,4501 -0,5803 -0,6773 -0,7292 -0,7295 -0,6781 -0,5844 -0,4717 -0,3735 -0,3238 -0,3430 -0,4276 -0,5531 -0,6864 -0,7992 -0,8751 -0,9086 -0,9000 -0,8538 -0,7789 -0,6867 -0,5883 -0,4944 -0,4131 -0,3470 -0,2930 -0,2435 -0,1885 -0,1219 -0,0482 0,0220 0,0818 0,1283 0,1576 0,1667 0,1540 0,1173 0,0558 -0,0268 -0,1250 -0,2378 -0,3694 -0,5238 -0,6990 -0,8837 -1,0591 -1,2064 -1,3146 -1,3814 -1,4058 -1,3858 -1,3252 -1,2361 -1,1325 -1,0272 -0,9357 -0,8736 -0,8452 -0,8340 -0,8094 -0,7463 -0,6413 -0,5141 -0,3933 -0,3001 -0,2394 -0,2015 -0,1723 -0,1436 -0,1181 -0,1087 -0,1335 -0,2059 -0,3251 -0,4769 -0,6430 -0,8077 -0,9587 -1,0867 -1,1852 -1,2520 -1,2913 -1,3152 -1,3373 -1,3639 -1,3899 -1,4045 -1,3980 -1,3699 -1,3287 -1,2880 -1,2629 -1,2628 -1,2897 -1,3456 -1,4371 -1,5665 -1,7234 -1,8889 -2,0433 -2,1740 -2,2804 -2,3683 -2,4387 -2,4838 -2,4931 -2,4630
