Fp1   0,3650 -0,3873 -1,1703 -1,9385 -2,7360 -3,5870 -4,3666 -4,7881 -4,5537 -3,5814 -2,1184 -0,6387 0,3935 0,7235 0,3630 -0,4805 -1,5288 -2,5570 -3,4475 -4,1217 -4,4276 -4,1423 -3,1144 -1,4257 0,5684 2,3801 3,6135 4,1180 3,9917 3,4552 2,7048 1,8609 1,0161 0,2910 -0,1708 -0,2570 0,0602 0,7156 1,5876 2,5260 3,3558 3,9045 4,0570 3,7791 3,1093 2,1908 1,3040 0,7798 0,8344 1,4900 2,6178 4,0033 5,3898 6,5414 7,3235 7,7346 7,8707 7,8395 7,6665 7,2504 6,4131 5,0379 3,1964 1,1506 -0,7436 -2,1471 -2,8746 -3,0059 -2,8337 -2,6669 -2,6601 -2,7812 -2,9042 -2,9197 -2,7636 -2,3899 -1,7682 -0,9131 0,1172 1,2354 2,3112 3,1847 3,7445 3,9862 4,0141 4,0062 4,1283 4,4268 4,7998 5,0752 5,1196 4,9008 4,4875 4,0108 3,5823 3,2175 2,8693 2,5191 2,1736 1,8127 1,4198 1,0360 0,7092 0,4223 0,1568 0,0213 0,2576 1,0912 2,5272 4,2563 5,7979 6,7847 7,1382 7,0280 6,7090 6,3675 6,0664 5,7916 5,5140 5,1888 4,7200 3,9866 2,9443 1,7060 0,5435 -0,1667 -0,0580 1,0606 3,0864 5,6262 8,1315 10,1262 11,3863 11,9419 11,9685 11,6785 11,2303 10,6709 9,9898 9,2503 8,6263 8,2966 8,3527 8,8123 9,6599 10,8350 12,1947 13,5137 14,5432 15,0832 15,0183 14,3336 13,1451 11,6928 10,2556 9,0510 8,1665 7,5276 6,9320 6,1870 5,2745 4,3689 3,6861 3,3438 3,3287 3,5390 3,8569 4,1900 4,4785 4,7363 5,0813 5,6606 6,5285 7,6180 8,7902 9,8635 10,6427 11,0220 11,0889 11,0840 11,2018 11,4118 11,4844 11,1869 10,4394 9,3331 8,0617 6,8116 5,6711 4,6601 3,8563 3,4381 3,5685 4,2483 5,2953 6,4521 7,4932 8,2509 8,6261 8,6220 8,3338 7,9032 7,4816 7,1948 7,1196 7,2761 7,6072 7,9675 8,1599 8,0115 7,4422 6,4933 5,3075 4,0572 2,8791 1,8705 1,1054 0,6250 0,4260 0,4805 0,7683 1,2709 1,9296 2,6390 3,3039 3,8872 4,3851 4,7773 5,0313 5,1531 5,1959 5,1921 5,1000 4,8412 4,3845 3,7909 3,1947 2,7501 2,5723 2,6967 3,0703 3,5747 4,0822 4,5256 4,9345 5,4095 6,0448 6,8374 7,6473 8,2603 8,5068 8,3447 7,8614 7,2012 6,4860 5,7943 5,1529 4,5042 3,7294 2,7623 1,6714 0,6176 -0,2679 -0,9725 -1,5898 -2,2344 -2,9516 -3,6610 -4,1589 -4,2127 -3,6950 -2,6790 -1,4534 -0,4294 0,0332 -0,2205 -1,1077 -2,4185 -3,9420 -5,4839 -6,8324 -7,7920 -8,2671 -8,2968 -7,9995 -7,4953 -6,8756 -6,2046 -5,5153 -4,7986 -4,0271 -3,2155 -2,4511 -1,8646 -1,5790 -1,6662 -2,1234 -2,8661 -3,7317 -4,5166 -5,0402 -5,1969 -4,9788 -4,4695 -3,7939 -3,0416 -2,2220 -1,2743 -0,1260 1,2124 2,5692 3,6444 4,1540 3,9657 3,1506 1,9585 0,7246 -0,2554 -0,8171 -0,9605 -0,8249 -0,6040 -0,4312 -0,3150 -0,1673 0,0977 0,4746 0,8754 1,2037 1,3992 1,4321 1,2793 0,9117 0,3125 -0,4954 -1,4328 -2,3439 -3,0020 -3,1999 -2,8702 -2,1069 -1,0700 0,1074 1,3260 2,4945 3,5310 4,3518 4,8266 4,8024 4,2321 3,2472 2,0651 0,8698 -0,2011 -1,0569 -1,7190 -2,3324 -3,0274 -3,7613 -4,3182 -4,4582 -4,0924 -3,3625 -2,5534 -1,9097 -1,5210 -1,3277 -1,1934 -0,9957 -0,7063 -0,4107 -0,2441 -0,2954 -0,5569 -0,9541 -1,4316 -2,0016 -2,6932 -3,4513 -4,1129 -4,5231 -4,6553 -4,5680 -4,2826 -3,7613 -2,9606 -1,8758 -0,5931 0,6723 1,6358 2,0703 1,8826 1,1156 -0,0805 -1,4819 -2,8336 -3,9308 -4,6943 -5,1386 -5,2945 -5,2220 -5,0372 -4,8433 -4,6546 -4,4027 -3,9860 -3,2964 -2,2476 -0,8778 0,5460 1,6017 1,9388 1,4511 0,2925 -1,2113 -2,6873 -3,8220 -4,4182 -4,4306 -3,9876 -3,3501 -2,8091 -2,5821 -2,7340 -3,1310 -3,4813 -3,4874 -3,0100 -2,0977 -0,9006 0,4080 1,6520 2,6670 3,3385 3,6398 3,6397 3,4930 3,4194 3,6236 4,1466 4,7810 5,1930 5,1582 4,6870 3,9798 3,2851 2,7644 2,4371 2,2167 1,9955 1,7110 1,3556 0,9666 0,6397 0,5065 0,6586 1,0968 1,7478 2,5171 3,3439 4,2067 5,0650 5,8032 6,2606 6,3300 6,0127 5,3920 4,6028 3,8550 3,4203 3,4917 4,0414 4,8564 5,6909 6,3643 6,7747 6,8946 6,7599 6,4353 5,9791 5,4326 4,8416 4,2988 3,9354 3,8245 3,8972 4,0007 4,0564 4,1324 4,3534 4,7731 5,3352 5,9167 6,3729 6,5484 6,2927 5,5015 4,1549 2,3402 0,2752 -1,6764 -3,0569 -3,4581 -2,6809 -0,8162 1,8007 4,7310 7,5676 9,9935 11,7748 12,7605 12,9454 12,5257 11,8388 11,2131 10,8450 10,7842 10,9997 11,4361 12,0323 12,7328 13,4863 14,2119 14,7693 15,0117 14,8915 14,4984 14,0026 13,5656 13,2776 13,1443 13,1000 13,0634 13,0326 13,1178 13,4582 14,1110 14,9985 15,9304 16,6867 17,0850 16,9936 16,3653 15,2994 14,0210 12,7684 11,7232 11,0209 10,7421 10,8708 11,2858 11,7868 12,1629 12,3204 12,3526 12,4382 12,6795 13,0638 13,5602 14,1879 14,9592 15,7808 16,4403 16,7255 16,5797 16,1266 15,5531 14,9897 14,4674 13,9262 13,2604 12,3937 11,3439 10,2188 9,1611 8,2904 7,6648 7,2897 7,1717 7,3486 7,8507 8,6431 9,6152 10,6221 11,5293 12,2263 12,6263 12,6863 12,4346 11,9563 11,3024 10,4224 9,2614 7,9150 6,6223 5,6099 4,9679 4,6501 4,5546 4,6023
Fz    -3,1101 -3,3136 -3,5303 -3,7816 -4,0895 -4,4449 -4,7941 -5,0577 -5,1662 -5,0943 -4,8701 -4,5547 -4,2087 -3,8676 -3,5327 -3,1812 -2,7811 -2,3081 -1,7600 -1,1628 -0,5589 0,0195 0,5741 1,1328 1,7058 2,2543 2,7042 2,9935 3,1013 3,0441 2,8657 2,6319 2,4151 2,2652 2,1859 2,1427 2,1050 2,0786 2,0906 2,1537 2,2607 2,4055 2,5937 2,8354 3,1365 3,4931 3,8918 4,3110 4,7155 5,0610 5,3190 5,4977 5,6256 5,7163 5,7592 5,7352 5,6308 5,4474 5,2018 4,9143 4,5893 4,2145 3,7810 3,2907 2,7520 2,1829 1,6124 1,0713 0,5866 0,1850 -0,1041 -0,2542 -0,2549 -0,1228 0,1009 0,3700 0,6515 0,9295 1,2085 1,5133 1,8703 2,2867 2,7499 3,2335 3,6998 4,1083 4,4340 4,6750 4,8379 4,9231 4,9354 4,8929 4,8135 4,7063 4,5711 4,3924 4,1531 3,8641 3,5676 3,3191 3,1775 3,1933 3,3850 3,7324 4,1998 4,7537 5,3597 5,9863 6,6070 7,1859 7,6737 8,0295 8,2425 8,3304 8,3218 8,2384 8,0878 7,8705 7,5929 7,2732 6,9304 6,5726 6,2011 5,8251 5,4679 5,1634 4,9476 4,8455 4,8633 4,9835 5,1609 5,3358 5,4653 5,5374 5,5664 5,5877 5,6535 5,8067 6,0518 6,3553 6,6731 6,9764 7,2608 7,5344 7,7978 8,0411 8,2527 8,4153 8,4954 8,4542 8,2732 7,9602 7,5339 7,0088 6,4021 5,7420 5,0538 4,3383 3,5843 2,8108 2,0911 1,5348 1,2483 1,3043 1,7162 2,4166 3,2598 4,0634 4,6785 5,0506 5,2308 5,3254 5,4226 5,5545 5,7144 5,8952 6,1078 6,3694 6,6810 7,0216 7,3597 7,6620 7,8960 8,0302 8,0464 7,9576 7,8013 7,5989 7,3316 6,9692 6,5178 6,0328 5,5891 5,2444 5,0267 4,9427 4,9835 5,1188 5,3050 5,5124 5,7355 5,9770 6,2218 6,4228 6,5184 6,4682 6,2693 5,9488 5,5481 5,1070 4,6476 4,1631 3,6212 2,9857 2,2537 1,4796 0,7565 0,1644 -0,2716 -0,5806 -0,8158 -1,0222 -1,2201 -1,4010 -1,5304 -1,5697 -1,5066 -1,3686 -1,2042 -1,0461 -0,8893 -0,7054 -0,4782 -0,2213 0,0274 0,2244 0,3425 0,3902 0,4090 0,4478 0,5339 0,6667 0,8371 1,0503 1,3255 1,6756 2,0908 2,5418 2,9911 3,4044 3,7617 4,0571 4,2823 4,4115 4,4137 4,2860 4,0698 3,8239 3,5859 3,3749 3,2202 3,1653 3,2369 3,4109 3,6081 3,7235 3,6695 3,4139 2,9908 2,4801 1,9801 1,5775 1,3150 1,1760 1,0972 0,9964 0,8088 0,5155 0,1431 -0,2488 -0,5811 -0,7828 -0,8294 -0,7534 -0,6156 -0,4719 -0,3633 -0,3144 -0,3312 -0,3960 -0,4688 -0,5023 -0,4595 -0,3201 -0,0826 0,2308 0,5717 0,8814 1,1233 1,2954 1,4067 1,4594 1,4584 1,4299 1,4224 1,4798 1,6063 1,7604 1,8806 1,9196 1,8608 1,7162 1,5132 1,2832 1,0625 0,8913 0,8083 0,8441 1,0124 1,3036 1,6855 2,1094 2,5172 2,8609 3,1329 3,3698 3,6114 3,8601 4,0804 4,2324 4,3000 4,2903 4,2211 4,1201 4,0234 3,9611 3,9498 3,9986 4,1044 4,2440 4,3853 4,5157 4,6592 4,8528 5,1065 5,3906 5,6524 5,8370 5,9076 5,8644 5,7400 5,5676 5,3522 5,0778 4,7408 4,3766 4,0559 3,8567 3,8246 3,9457 4,1544 4,3724 4,5483 4,6767 4,7833 4,8886 4,9903 5,0801 5,1640 5,2569 5,3651 5,4826 5,6017 5,7256 5,8698 6,0440 6,2344 6,4046 6,5194 6,5712 6,5812 6,5794 6,5862 6,6066 6,6331 6,6557 6,6694 6,6731 6,6652 6,6379 6,5739 6,4494 6,2451 5,9550 5,5821 5,1266 4,5818 3,9479 3,2653 2,6236 2,1185 1,7976 1,6476 1,6151 1,6341 1,6453 1,6085 1,5116 1,3617 1,1706 0,9561 0,7466 0,5729 0,4609 0,4283 0,4795 0,6095 0,8093 1,0624 1,3433 1,6264 1,8959 2,1515 2,4084 2,6868 2,9942 3,3050 3,5601 3,7079 3,7584 3,7908 3,8977 4,1295 4,4901 4,9542 5,4737 5,9777 6,3861 6,6301 6,6727 6,5212 6,2247 5,8522 5,4656 5,1098 4,8167 4,6080 4,4922 4,4657 4,5204 4,6496 4,8474 5,1035 5,4023 5,7240 6,0435 6,3374 6,5938 6,8116 6,9887 7,1121 7,1660 7,1561 7,1164 7,0830 7,0599 7,0139 6,9037 6,7139 6,4622 6,1838 5,9197 5,7184 5,6288 5,6742 5,8259 6,0088 6,1351 6,1367 5,9839 5,6879 5,2864 4,8312 4,3856 4,0144 3,7585 3,6118 3,5266 3,4510 3,3597 3,2544 3,1536 3,0889 3,0951 3,1949 3,3868 3,6412 3,9031 4,1109 4,2237 4,2408 4,1977 4,1491 4,1508 4,2448 4,4540 4,7867 5,2404 5,8002 6,4329 7,0759 7,6422 8,0572 8,2956 8,3852 8,3845 8,3587 8,3649 8,4402 8,5904 8,7835 8,9565 9,0357 8,9633 8,7243 8,3595 7,9418 7,5382 7,1961 6,9441 6,7892 6,7178 6,7121 6,7649 6,8781 7,0564 7,3057 7,6175 7,9462 8,2135 8,3448 8,3090 8,1343 7,8917 7,6515 7,4455 7,2681 7,1074 6,9648 6,8510 6,7879 6,8170 6,9879 7,3279 7,8227 8,4279 9,0945 9,7769 10,4266 10,9926 11,4275 11,6954 11,7768 11,6771 11,4324 11,0979 10,7216 10,3319 9,9433 9,5575 9,1598 8,7303 8,2607 7,7612 7,2595 6,7926 6,3857 6,0437 5,7655 5,5448 5,3525 5,1372 4,8581 4,5069 4,0930 3,6179 3,0719 2,4558 1,8029 1,1792 0,6528 0,2630 0,0244 -0,0576 0,0077 0,1879 0,4383 0,7185 0,9968 1,2518
F3    -2,6082 -2,7657 -2,8527 -2,8803 -2,8812 -2,8905 -2,9355 -3,0345 -3,2015 -3,4347 -3,6904 -3,8849 -3,9410 -3,8242 -3,5463 -3,1505 -2,6868 -2,1880 -1,6690 -1,1506 -0,6735 -0,2773 0,0371 0,3123 0,6029 0,9397 1,3150 1,6932 2,0297 2,2790 2,4099 2,4268 2,3656 2,2617 2,1236 1,9451 1,7376 1,5416 1,4089 1,3747 1,4481 1,6239 1,8943 2,2504 2,6837 3,1850 3,7387 4,3159 4,8721 5,3511 5,7021 5,8920 5,8979 5,7010 5,2965 4,7114 4,0098 3,2772 2,5992 2,0436 1,6461 1,4052 1,2845 1,2163 1,1197 0,9358 0,6560 0,3218 -0,0075 -0,2878 -0,4975 -0,6267 -0,6718 -0,6331 -0,5076 -0,2886 0,0185 0,3836 0,7721 1,1737 1,5940 2,0204 2,4171 2,7461 2,9808 3,1098 3,1479 3,1343 3,1023 3,0613 3,0131 2,9648 2,9244 2,8999 2,8961 2,9012 2,8838 2,8121 2,6773 2,5048 2,3505 2,2837 2,3628 2,6125 3,0161 3,5262 4,0847 4,6481 5,1973 5,7197 6,1899 6,5725 6,8336 6,9484 6,9065 6,7197 6,4205 6,0514 5,6589 5,2953 5,0072 4,8142 4,7018 4,6368 4,5849 4,5206 4,4281 4,3010 4,1539 4,0293 3,9695 3,9812 4,0392 4,1204 4,2223 4,3582 4,5473 4,8057 5,1368 5,5259 5,9357 6,3138 6,6169 6,8255 6,9399 6,9768 6,9687 6,9511 6,9354 6,8961 6,7975 6,6239 6,3729 6,0357 5,6044 5,0923 4,5268 3,9229 3,2835 2,6324 2,0353 1,5824 1,3596 1,4321 1,8276 2,5082 3,3563 4,2083 4,9238 5,4350 5,7463 5,8996 5,9372 5,8872 5,7714 5,6271 5,5232 5,5430 5,7315 6,0663 6,4815 6,9123 7,3151 7,6561 7,9054 8,0503 8,0975 8,0490 7,8852 7,5773 7,1099 6,4994 5,7981 5,0822 4,4344 3,9329 3,6381 3,5713 3,7056 3,9910 4,3869 4,8641 5,3782 5,8502 6,1886 6,3298 6,2582 6,0018 5,6196 5,1755 4,7051 4,2038 3,6462 3,0063 2,2791 1,5020 0,7474 0,0902 -0,4236 -0,7910 -1,0467 -1,2359 -1,3884 -1,5072 -1,5686 -1,5323 -1,3645 -1,0673 -0,6873 -0,2846 0,1100 0,5000 0,8880 1,2461 1,5240 1,6787 1,6979 1,6074 1,4627 1,3213 1,2166 1,1569 1,1466 1,1982 1,3215 1,5060 1,7255 1,9630 2,2252 2,5342 2,9070 3,3366 3,7850 4,1912 4,4898 4,6327 4,6035 4,4179 4,1111 3,7308 3,3372 2,9997 2,7808 2,7060 2,7407 2,8064 2,8250 2,7497 2,5656 2,2747 1,8895 1,4355 0,9494 0,4759 0,0609 -0,2674 -0,5047 -0,6524 -0,7080 -0,6750 -0,5652 -0,3877 -0,1544 0,1078 0,3643 0,5834 0,7326 0,7838 0,7270 0,5752 0,3627 0,1381 -0,0478 -0,1510 -0,1367 0,0138 0,2913 0,6585 1,0649 1,4635 1,8186 2,1087 2,3268 2,4857 2,6281 2,8092 3,0474 3,2934 3,4572 3,4680 3,3190 3,0691 2,8045 2,5975 2,4898 2,4961 2,6146 2,8386 3,1608 3,5642 4,0104 4,4415 4,7918 5,0073 5,0684 4,9959 4,8259 4,5813 4,2698 3,9028 3,5135 3,1540 2,8774 2,7262 2,7289 2,8879 3,1654 3,4980 3,8286 4,1263 4,3866 4,6255 4,8659 5,1128 5,3426 5,5212 5,6332 5,6963 5,7491 5,8244 5,9303 6,0417 6,0999 6,0381 5,8240 5,4819 5,0826 4,7137 4,4444 4,3005 4,2550 4,2442 4,2158 4,1761 4,1722 4,2230 4,2866 4,3039 4,2593 4,1919 4,1628 4,2182 4,3697 4,5920 4,8395 5,0737 5,2745 5,4352 5,5542 5,6294 5,6527 5,6216 5,5573 5,4935 5,4432 5,3862 5,2912 5,1450 4,9608 4,7661 4,5838 4,4226 4,2786 4,1447 4,0143 3,8696 3,6704 3,3721 2,9741 2,5457 2,1890 1,9763 1,9226 1,9918 2,1095 2,1789 2,1066 1,8410 1,3936 0,8373 0,2927 -0,1055 -0,2610 -0,1489 0,1883 0,6641 1,1802 1,6509 2,0099 2,2132 2,2521 2,1608 2,0064 1,8672 1,8151 1,8910 2,0775 2,3033 2,4894 2,6034 2,6735 2,7539 2,8882 3,1063 3,4293 3,8502 4,3147 4,7351 5,0269 5,1424 5,0877 4,9118 4,6747 4,4214 4,1814 3,9787 3,8394 3,7946 3,8771 4,1006 4,4360 4,8153 5,1644 5,4297 5,5848 5,6299 5,5982 5,5548 5,5680 5,6620 5,7953 5,8958 5,9202 5,8783 5,8109 5,7552 5,7195 5,6785 5,5860 5,3947 5,0806 4,6729 4,2617 3,9641 3,8695 4,0045 4,3234 4,7250 5,0928 5,3362 5,4027 5,2732 4,9643 4,5349 4,0769 3,6818 3,3881 3,1555 2,8985 2,5527 2,1134 1,6267 1,1592 0,7795 0,5504 0,5156 0,6796 0,9997 1,4020 1,8064 2,1474 2,3855 2,5085 2,5314 2,4974 2,4683 2,5042 2,6535 2,9565 3,4340 4,0562 4,7366 5,3712 5,8858 6,2608 6,5267 6,7401 6,9543 7,1974 7,4643 7,7222 7,9276 8,0429 8,0410 7,9065 7,6449 7,2851 6,8693 6,4444 6,0525 5,7203 5,4583 5,2697 5,1627 5,1521 5,2525 5,4721 5,8019 6,1969 6,5742 6,8516 6,9936 7,0165 6,9552 6,8299 6,6380 6,3737 6,0585 5,7409 5,4634 5,2476 5,1211 5,1399 5,3531 5,7467 6,2454 6,7675 7,2567 7,6690 7,9552 8,0667 7,9679 7,6468 7,1309 6,4935 5,8310 5,2236 4,7155 4,3224 4,0441 3,8670 3,7610 3,6819 3,5850 3,4524 3,3072 3,1917 3,1295 3,1104 3,0920 3,0086 2,8013 2,4569 2,0080 1,4957 0,9400 0,3495 -0,2578 -0,8469 -1,3710 -1,7864 -2,0626 -2,1795 -2,1234 -1,8972 -1,5287 -1,0705 -0,5950 -0,1831 0,0999
F7    -1,1412 -1,3600 -1,5637 -1,7311 -1,8550 -1,9310 -1,9586 -1,9414 -1,8811 -1,7785 -1,6465 -1,5160 -1,4248 -1,3977 -1,4400 -1,5428 -1,6824 -1,8168 -1,8999 -1,9078 -1,8437 -1,7151 -1,5088 -1,2025 -0,8005 -0,3457 0,1031 0,4970 0,8080 1,0244 1,1468 1,1898 1,1817 1,1543 1,1286 1,1110 1,1026 1,1089 1,1398 1,2079 1,3230 1,4909 1,7175 2,0111 2,3697 2,7745 3,2029 3,6348 4,0389 4,3655 4,5664 4,6214 4,5329 4,3098 3,9683 3,5415 3,0776 2,6273 2,2291 1,9007 1,6363 1,4138 1,2113 1,0147 0,8157 0,6193 0,4458 0,3155 0,2314 0,1789 0,1399 0,1089 0,0934 0,1033 0,1444 0,2202 0,3271 0,4538 0,5992 0,7879 1,0500 1,3853 1,7576 2,1156 2,4154 2,6345 2,7767 2,8600 2,8924 2,8689 2,7917 2,6782 2,5493 2,4226 2,3082 2,1994 2,0807 1,9481 1,8090 1,6721 1,5547 1,4939 1,5330 1,6944 1,9743 2,3567 2,8215 3,3507 3,9278 4,5194 5,0677 5,5131 5,8222 5,9906 6,0291 5,9499 5,7608 5,4685 5,0890 4,6520 4,1875 3,7157 3,2591 2,8518 2,5280 2,3137 2,2329 2,3062 2,5366 2,8973 3,3302 3,7671 4,1616 4,5040 4,8090 5,0988 5,3946 5,7065 6,0261 6,3372 6,6240 6,8639 7,0300 7,1084 7,1071 7,0500 6,9686 6,8906 6,8252 6,7590 6,6695 6,5394 6,3545 6,0984 5,7655 5,3777 4,9786 4,6036 4,2654 3,9658 3,7171 3,5491 3,4975 3,5847 3,8064 4,1275 4,4877 4,8182 5,0715 5,2498 5,4012 5,5791 5,7976 6,0248 6,2176 6,3626 6,4862 6,6328 6,8320 7,0853 7,3720 7,6578 7,8965 8,0341 8,0243 7,8510 7,5406 7,1451 6,7105 6,2649 5,8306 5,4312 5,0848 4,7980 4,5720 4,4184 4,3570 4,3925 4,5077 4,6821 4,9013 5,1478 5,3890 5,5782 5,6693 5,6346 5,4687 5,1917 4,8524 4,5043 4,1652 3,8148 3,4369 3,0423 2,6582 2,3153 2,0401 1,8451 1,7235 1,6562 1,6233 1,6136 1,6251 1,6592 1,7155 1,7917 1,8783 1,9520 1,9873 1,9827 1,9690 1,9840 2,0425 2,1342 2,2355 2,3147 2,3390 2,2942 2,1972 2,0848 1,9942 1,9504 1,9637 2,0343 2,1610 2,3467 2,5958 2,9065 3,2623 3,6338 3,9926 4,3198 4,5989 4,8075 4,9222 4,9357 4,8640 4,7299 4,5415 4,2952 4,0032 3,7089 3,4710 3,3253 3,2581 3,2145 3,1322 2,9705 2,7161 2,3734 1,9633 1,5271 1,1178 0,7849 0,5612 0,4516 0,4364 0,4900 0,5968 0,7545 0,9713 1,2523 1,5794 1,9073 2,1868 2,3880 2,4970 2,5082 2,4283 2,2812 2,1088 1,9646 1,8953 1,9196 2,0219 2,1696 2,3345 2,5068 2,6932 2,8949 3,0901 3,2457 3,3442 3,3953 3,4297 3,4855 3,5844 3,7156 3,8461 3,9464 4,0072 4,0342 4,0332 4,0002 3,9249 3,8030 3,6454 3,4811 3,3485 3,2748 3,2616 3,2887 3,3271 3,3543 3,3694 3,3905 3,4274 3,4675 3,4900 3,4846 3,4538 3,4031 3,3327 3,2415 3,1367 3,0312 2,9376 2,8746 2,8670 2,9300 3,0584 3,2358 3,4446 3,6630 3,8632 4,0204 4,1201 4,1550 4,1200 4,0209 3,8830 3,7367 3,5904 3,4306 3,2475 3,0541 2,8840 2,7750 2,7447 2,7791 2,8399 2,8781 2,8507 2,7429 2,5792 2,4057 2,2605 2,1680 2,1432 2,1849 2,2673 2,3528 2,4117 2,4311 2,4170 2,3897 2,3674 2,3564 2,3623 2,3979 2,4694 2,5643 2,6656 2,7679 2,8719 2,9760 3,0775 3,1709 3,2418 3,2696 3,2378 3,1409 2,9849 2,7852 2,5666 2,3591 2,1822 2,0327 1,9083 1,8389 1,8699 2,0202 2,2690 2,5705 2,8712 3,1209 3,2840 3,3510 3,3358 3,2585 3,1407 3,0112 2,8992 2,8214 2,7812 2,7732 2,7889 2,8230 2,8745 2,9396 3,0022 3,0379 3,0264 2,9619 2,8653 2,7851 2,7727 2,8505 3,0043 3,2052 3,4377 3,7052 4,0079 4,3307 4,6477 4,9317 5,1634 5,3384 5,4626 5,5400 5,5707 5,5615 5,5318 5,5035 5,4897 5,4961 5,5288 5,6012 5,7298 5,9202 6,1509 6,3771 6,5544 6,6632 6,7099 6,7103 6,6799 6,6347 6,5904 6,5530 6,5107 6,4442 6,3493 6,2426 6,1479 6,0819 6,0428 6,0084 5,9526 5,8657 5,7594 5,6599 5,5996 5,6033 5,6775 5,8144 5,9945 6,1817 6,3282 6,3893 6,3351 6,1536 5,8577 5,4916 5,1227 4,8087 4,5630 4,3539 4,1419 3,9151 3,6936 3,5114 3,3930 3,3426 3,3466 3,3861 3,4437 3,5031 3,5525 3,5905 3,6308 3,7004 3,8241 4,0054 4,2235 4,4504 4,6732 4,9061 5,1791 5,5103 5,8799 6,2401 6,5518 6,8097 7,0389 7,2742 7,5404 7,8484 8,1930 8,5442 8,8497 9,0584 9,1451 9,1108 8,9734 8,7648 8,5249 8,2911 8,0908 7,9339 7,8094 7,6951 7,5789 7,4754 7,4192 7,4403 7,5436 7,7018 7,8645 7,9818 8,0263 7,9985 7,9172 7,8043 7,6698 7,5083 7,3156 7,1109 6,9319 6,8096 6,7532 6,7589 6,8220 6,9347 7,0742 7,2055 7,2977 7,3331 7,3064 7,2277 7,1234 7,0221 6,9327 6,8415 6,7376 6,6326 6,5462 6,4820 6,4231 6,3426 6,2140 6,0249 5,7795 5,4873 5,1607 4,8230 4,5010 4,2109 3,9666 3,7828 3,6561 3,5599 3,4700 3,3812 3,2921 3,1896 3,0568 2,8868 2,6910 2,5021 2,3571 2,2696 2,2293 2,2203 2,2263 2,2261 2,1996 2,1342 2,0278 1,8972
