Fp1   0,3037 1,4102 2,1808 2,4624 2,1183 1,0982 -0,4294 -2,0493 -3,2768 -3,8184 -3,6854 -3,0864 -2,2508 -1,3596 -0,5933 -0,1783 -0,3219 -1,0705 -2,2275 -3,4117 -4,2120 -4,3245 -3,6041 -2,0756 0,0564 2,4408 4,6779 6,4133 7,3866 7,4703 6,7087 5,3348 3,7331 2,3166 1,3590 0,8814 0,6724 0,4482 0,0462 -0,5077 -1,0832 -1,5653 -1,9193 -2,1644 -2,2880 -2,2218 -1,9408 -1,5464 -1,2151 -1,0920 -1,2254 -1,5343 -1,8214 -1,8934 -1,7168 -1,4471 -1,2851 -1,3104 -1,4560 -1,6133 -1,7345 -1,8377 -1,9377 -2,0331 -2,1703 -2,4415 -2,8781 -3,3723 -3,7326 -3,8213 -3,6238 -3,2055 -2,6458 -2,0137 -1,3471 -0,6337 0,1613 1,0267 1,8518 2,4229 2,4727 1,7789 0,2966 -1,7462 -3,8975 -5,6745 -6,7349 -6,9120 -6,2040 -4,7869 -2,9902 -1,1966 0,2640 1,1486 1,3038 0,7285 -0,3670 -1,6543 -2,9016 -4,0905 -5,3258 -6,6648 -8,0275 -9,2221 -10,0195 -10,2215 -9,7171 -8,5238 -6,8039 -4,8407 -2,9631 -1,4617 -0,5503 -0,3459 -0,8261 -1,8246 -3,1067 -4,4388 -5,6080 -6,4386 -6,8177 -6,7048 -6,1315 -5,1920 -4,0342 -2,8483 -1,8413 -1,2067 -1,0806 -1,4685 -2,2286 -3,1444 -3,9876 -4,5368 -4,6276 -4,2281 -3,4504 -2,4829 -1,5094 -0,6727 -0,0865 0,1550 -0,0020 -0,5398 -1,3387 -2,1741 -2,7935 -3,0536 -2,9925 -2,7637 -2,5098 -2,2943 -2,1138 -1,9428 -1,7643 -1,5726 -1,3839 -1,2556 -1,2711 -1,4927 -1,9287 -2,5200 -3,1458 -3,6698 -4,0056 -4,1294 -4,0390 -3,7348 -3,2400 -2,6175 -1,9713 -1,4581 -1,2944 -1,6858 -2,6731 -4,0523 -5,4883 -6,7185 -7,6486 -8,2816 -8,5960 -8,5276 -8,0867 -7,4465 -6,8386 -6,3591 -5,9321 -5,4656 -4,9899 -4,6355 -4,5247 -4,7031 -5,1548 -5,8679 -6,8552 -8,0766 -9,3531 -10,3922 -10,9197 -10,8036 -10,0854 -8,9384 -7,6173 -6,3795 -5,4041 -4,7955 -4,6367 -4,9816 -5,7989 -6,9392 -8,1399 -9,0887 -9,5510 -9,4788 -9,0083 -8,3538 -7,6900 -7,1188 -6,6937 -6,4109 -6,2046 -6,0035 -5,7875 -5,6031 -5,5551 -5,7532 -6,2405 -6,9773 -7,8785 -8,8434 -9,7529 -10,4599 -10,8047 -10,6820 -10,1120 -9,2260 -8,1615 -6,9742 -5,6582 -4,2486 -2,8950 -1,8400 -1,3413 -1,5837 -2,5987 -4,2345 -6,2009 -8,1381 -9,6829 -10,5741 -10,7593 -10,3759 -9,5967 -8,5050 -7,1083 -5,4333 -3,6009 -1,8435 -0,4666 0,2424 0,1195 -0,8292 -2,4450 -4,4277 -6,3460 -7,7434 -8,3421 -8,1668 -7,4532 -6,4616 -5,3815 -4,3415 -3,4530 -2,8211 -2,5043 -2,4654 -2,5668 -2,6363 -2,5671 -2,3575 -2,0609 -1,7176 -1,3527 -1,0243 -0,8278 -0,8442 -1,1215 -1,6897 -2,5283 -3,4867 -4,2701 -4,5611 -4,2115 -3,3479 -2,3130 -1,5099 -1,2425 -1,5907 -2,3470 -3,0932 -3,4309 -3,2048 -2,5557 -1,8132 -1,3165 -1,2247 -1,4052 -1,5246 -1,3265 -0,8446 -0,3368 -0,0592 -0,1282 -0,5152 -1,0820 -1,6343 -1,9860 -2,0313 -1,8113 -1,5062 -1,3274 -1,4090 -1,7664 -2,3103 -2,8955 -3,3888 -3,7118 -3,8274 -3,7038 -3,3134 -2,6615 -1,8104 -0,8624 0,1062 1,0810 2,0464 2,9026 3,4926 3,6969 3,4664 2,7968 1,7246 0,3457 -1,1935 -2,7420 -4,1937 -5,4830 -6,4873 -6,9391 -6,5060 -5,0105 -2,5937 0,2969 3,0521 5,1121 6,1817 6,3087 5,7393 4,7096 3,3666 1,8043 0,1081 -1,6224 -3,2597 -4,6390 -5,5660 -5,8635 -5,4635 -4,4849 -3,2133 -1,9964 -1,1279 -0,7346 -0,7176 -0,8252 -0,8032 -0,5066 0,0654 0,7960 1,5360 2,1847 2,6975 3,0602 3,2711 3,3275 3,2130 2,8693 2,1710 0,9835 -0,6945 -2,6139 -4,2987 -5,2339 -5,0922 -3,8419 -1,7475 0,6889 2,8866 4,4111 5,0930 4,9864 4,2740 3,1918 1,9602 0,7421 -0,3283 -1,1193 -1,5602 -1,7003 -1,6702 -1,6067 -1,6124 -1,7169 -1,8356 -1,8002 -1,4763 -0,8562 -0,0305 0,8965 1,8521 2,7933 3,6661 4,3708 4,7999 4,9138 4,7660 4,4644 4,1260 3,8546 3,7305 3,7821 3,9482 4,0891 4,0477 3,7198 3,1173 2,3847 1,7195 1,2542 0,9963 0,8625 0,7821 0,7820 0,9428 1,2736 1,6564 1,9233 1,9895 1,9088 1,7988 1,7267 1,6670 1,5409 1,2817 0,8910 0,4516 0,0779 -0,1465 -0,1953 -0,0977 0,0721 0,2100 0,2117 0,0347 -0,2433 -0,4362 -0,3388 0,1745 1,1028 2,3178 3,5720 4,5529 5,0209 4,9284 4,4045 3,6600 2,9203 2,3772 2,1221 2,0913 2,0904 1,9062 1,4201 0,6486 -0,2902 -1,2733 -2,2811 -3,3974 -4,6859 -6,0808 -7,3894 -8,3724 -8,8463 -8,7596 -8,1944 -7,3083 -6,2804 -5,2856 -4,4806 -3,9676 -3,7396 -3,6576 -3,5060 -3,1047 -2,4099 -1,5445 -0,7492 -0,2656 -0,2006 -0,4756 -0,9015 -1,2800 -1,4566 -1,3432 -0,9193 -0,2139 0,7149 1,7807 2,8389 3,6697 4,0223 3,6908 2,5944 0,8509 -1,2267 -3,2490 -4,8821 -5,8880 -6,1159 -5,5067 -4,1129 -2,1292 0,0888 2,0986 3,5337 4,2288 4,2145 3,6199 2,5873 1,2257 -0,4261 -2,3922 -4,6509 -7,0104 -9,1193 -10,6237 -11,3407 -11,3319 -10,8491 -10,1962 -9,5959 -9,1460 -8,8864 -8,8729 -9,1311 -9,5496 -9,9034 -10,0240 -9,9077 -9,6404 -9,2648 -8,7599 -8,1360 -7,5015 -7,0152 -6,7889 -6,8250 -7,0154 -7,2039 -7,2844 -7,2662 -7,2510 -7,3274 -7,4892 -7,6601 -7,7582 -7,7236 -7,5534 -7,3433 -7,2421 -7,3095 -7,4249 -7,3715 -7,0226 -6,4561 -5,9189 -5,6997 -6,0071 -6,8859 -8,1579 -9,4517 -10,3662 -10,6462 -10,2420 -9,2746 -7,9825 -6,6456 -5,4717 -4,5337 -3,8239
Fz    -2,2972 -2,3263 -2,2808 -2,1392 -1,9229 -1,6799 -1,4557 -1,2814 -1,1764 -1,1481 -1,1938 -1,3074 -1,4771 -1,6867 -1,9235 -2,1726 -2,4019 -2,5626 -2,6025 -2,4774 -2,1690 -1,6956 -1,0999 -0,4344 0,2352 0,8362 1,3284 1,7307 2,0915 2,4316 2,7174 2,8889 2,9114 2,7894 2,5457 2,2144 1,8524 1,5340 1,3219 1,2306 1,2177 1,2211 1,2067 1,1829 1,1794 1,2162 1,2803 1,3242 1,2898 1,1344 0,8372 0,3981 -0,1612 -0,8037 -1,4848 -2,1444 -2,6989 -3,0605 -3,1790 -3,0736 -2,8259 -2,5306 -2,2511 -2,0241 -1,8751 -1,7998 -1,7443 -1,6299 -1,4079 -1,0981 -0,7760 -0,5199 -0,3671 -0,3092 -0,3017 -0,2733 -0,1580 0,0587 0,3244 0,5513 0,6660 0,6455 0,5167 0,3292 0,1297 -0,0598 -0,2528 -0,4741 -0,7330 -1,0337 -1,3973 -1,8577 -2,4299 -3,0955 -3,8080 -4,4871 -5,0158 -5,2794 -5,2276 -4,9001 -4,3946 -3,8279 -3,3230 -2,9945 -2,9099 -3,0535 -3,3320 -3,6251 -3,8447 -3,9613 -3,9879 -3,9491 -3,8586 -3,7101 -3,4945 -3,2379 -3,0168 -2,9127 -2,9483 -3,0752 -3,2162 -3,3123 -3,3372 -3,2883 -3,1777 -3,0314 -2,8833 -2,7549 -2,6306 -2,4464 -2,1132 -1,5691 -0,8277 0,0031 0,7468 1,2243 1,3242 1,0342 0,4292 -0,3624 -1,2033 -1,9851 -2,6314 -3,0813 -3,2814 -3,1909 -2,7909 -2,1020 -1,1969 -0,1913 0,7795 1,5812 2,1087 2,3285 2,2950 2,1168 1,8977 1,7030 1,5594 1,4518 1,3293 1,1548 0,9515 0,7846 0,7081 0,7370 0,8515 1,0032 1,1203 1,1273 0,9787 0,6761 0,2501 -0,2597 -0,7955 -1,2823 -1,6608 -1,9112 -2,0411 -2,0671 -2,0198 -1,9510 -1,9245 -1,9854 -2,1324 -2,3200 -2,4933 -2,6238 -2,7133 -2,7772 -2,8380 -2,9305 -3,0964 -3,3602 -3,7020 -4,0510 -4,3157 -4,4305 -4,3860 -4,2333 -4,0652 -3,9770 -4,0254 -4,2083 -4,4770 -4,7613 -4,9834 -5,0705 -4,9796 -4,7222 -4,3664 -4,0109 -3,7529 -3,6565 -3,7247 -3,8992 -4,1021 -4,2893 -4,4675 -4,6630 -4,8866 -5,1326 -5,3929 -5,6559 -5,8966 -6,0734 -6,1386 -6,0623 -5,8550 -5,5641 -5,2496 -4,9659 -4,7590 -4,6584 -4,6645 -4,7547 -4,8933 -5,0259 -5,0774 -4,9738 -4,6773 -4,2096 -3,6464 -3,0819 -2,5851 -2,1859 -1,9056 -1,7898 -1,9021 -2,2887 -2,9512 -3,8347 -4,8184 -5,7283 -6,3933 -6,7154 -6,7038 -6,4500 -6,0599 -5,5882 -5,0268 -4,3514 -3,5775 -2,7787 -2,0680 -1,5649 -1,3563 -1,4510 -1,7634 -2,1491 -2,4696 -2,6407 -2,6553 -2,5731 -2,4743 -2,4021 -2,3395 -2,2324 -2,0353 -1,7390 -1,3675 -0,9626 -0,5762 -0,2608 -0,0442 0,0873 0,1647 0,1945 0,1480 -0,0105 -0,2944 -0,6875 -1,1555 -1,6520 -2,1158 -2,4750 -2,6730 -2,6918 -2,5557 -2,3281 -2,0940 -1,9127 -1,7848 -1,6746 -1,5536 -1,4140 -1,2561 -1,0807 -0,8988 -0,7467 -0,6730 -0,7074 -0,8522 -1,0947 -1,4047 -1,7367 -2,0545 -2,3377 -2,5613 -2,6817 -2,6485 -2,4240 -2,0006 -1,4157 -0,7541 -0,1319 0,3295 0,5512 0,5403 0,3823 0,1838 0,0145 -0,1189 -0,2531 -0,4233 -0,6316 -0,8408 -0,9883 -1,0275 -0,9751 -0,9087 -0,9074 -0,9915 -1,1149 -1,2059 -1,2118 -1,1130 -0,9025 -0,5763 -0,1642 0,2477 0,5552 0,6947 0,6621 0,4914 0,2339 -0,0468 -0,2943 -0,4812 -0,5974 -0,6239 -0,5315 -0,3040 0,0465 0,4817 0,9477 1,3915 1,7712 2,0440 2,1585 2,0624 1,7166 1,1195 0,3446 -0,4607 -1,1339 -1,5568 -1,6779 -1,5205 -1,1773 -0,7819 -0,4678 -0,3245 -0,3714 -0,5724 -0,8634 -1,1677 -1,4046 -1,5074 -1,4434 -1,2152 -0,8522 -0,4254 -0,0506 0,1659 0,2056 0,1524 0,1205 0,1691 0,2755 0,3681 0,3835 0,2961 0,1114 -0,1382 -0,3824 -0,5268 -0,5028 -0,3070 0,0073 0,3684 0,7165 1,0102 1,2263 1,3581 1,4124 1,4258 1,4790 1,6618 2,0219 2,5444 3,1542 3,7406 4,2015 4,4683 4,5124 4,3506 4,0476 3,7114 3,4760 3,4527 3,6638 4,0212 4,3782 4,6081 4,6472 4,4903 4,1743 3,7730 3,3893 3,1214 3,0111 3,0232 3,0818 3,1237 3,1285 3,1090 3,0803 3,0416 2,9737 2,8525 2,6768 2,4791 2,2973 2,1363 1,9657 1,7518 1,4900 1,2105 0,9602 0,7754 0,6666 0,6303 0,6791 0,8501 1,1794 1,6737 2,3111 3,0550 3,8542 4,6407 5,3423 5,9042 6,2965 6,4972 6,4769 6,2220 5,7691 5,1968 4,5833 3,9717 3,3677 2,7528 2,1026 1,4088 0,6854 -0,0513 -0,7939 -1,5150 -2,1417 -2,5889 -2,8228 -2,8785 -2,8263 -2,7412 -2,6875 -2,7005 -2,7691 -2,8359 -2,8204 -2,6563 -2,3171 -1,8139 -1,1820 -0,4699 0,2650 0,9625 1,5672 2,0339 2,3337 2,4613 2,4452 2,3491 2,2493 2,1987 2,2159 2,3133 2,5252 2,8912 3,4148 4,0475 4,7100 5,3199 5,7997 6,0841 6,1466 6,0202 5,7733 5,4573 5,0798 4,6185 4,0476 3,3616 2,5941 1,8110 1,0709 0,3874 -0,2593 -0,8768 -1,4378 -1,9101 -2,2963 -2,6352 -2,9695 -3,3150 -3,6576 -3,9618 -4,1792 -4,2699 -4,2327 -4,1151 -3,9956 -3,9538 -4,0388 -4,2429 -4,5071 -4,7679 -5,0065 -5,2441 -5,4961 -5,7513 -5,9945 -6,2137 -6,3692 -6,3868 -6,2057 -5,8330 -5,3502 -4,8677 -4,4645 -4,1653 -3,9614 -3,8329 -3,7612 -3,7381 -3,7562 -3,7874 -3,7924 -3,7483 -3,6559 -3,5285 -3,3850 -3,2435 -3,1091 -2,9703 -2,8119 -2,6308 -2,4497 -2,3271 -2,3399 -2,5358 -2,9004 -3,3769 -3,9068 -4,4448 -4,9465 -5,3599 -5,6289 -5,7022 -5,5559
F3    -1,9944 -3,0899 -3,9586 -4,3603 -4,1941 -3,5351 -2,6000 -1,6687 -0,9774 -0,6308 -0,5931 -0,7425 -0,9402 -1,0961 -1,1991 -1,2717 -1,3072 -1,2743 -1,1569 -0,9634 -0,7247 -0,4961 -0,3480 -0,3409 -0,4951 -0,7610 -1,0095 -1,0672 -0,7876 -0,1204 0,8504 1,9229 2,8533 3,4563 3,6871 3,6590 3,5643 3,5442 3,6062 3,6296 3,4499 2,9809 2,2890 1,5540 0,9518 0,5625 0,3645 0,2853 0,2565 0,2366 0,1961 0,0887 -0,1529 -0,5835 -1,1967 -1,9053 -2,5675 -3,0399 -3,2306 -3,1358 -2,8427 -2,4752 -2,1158 -1,7768 -1,4379 -1,1042 -0,8272 -0,6702 -0,6572 -0,7516 -0,8752 -0,9477 -0,9295 -0,8506 -0,7988 -0,8592 -1,0559 -1,3486 -1,6613 -1,9029 -1,9806 -1,8110 -1,3373 -0,5631 0,4109 1,3821 2,0995 2,3675 2,1301 1,4706 0,5407 -0,5123 -1,5765 -2,5846 -3,5097 -4,3237 -4,9553 -5,3078 -5,3126 -4,9613 -4,3054 -3,4521 -2,5578 -1,8032 -1,3460 -1,2680 -1,5489 -2,0902 -2,7698 -3,4794 -4,1265 -4,6317 -4,9348 -4,9983 -4,8139 -4,4205 -3,9057 -3,3655 -2,8590 -2,4108 -2,0551 -1,8561 -1,8768 -2,1394 -2,6153 -3,2324 -3,8795 -4,4038 -4,6249 -4,3865 -3,6234 -2,4024 -0,9200 0,5425 1,6934 2,3037 2,2570 1,5634 0,3434 -1,2050 -2,8563 -4,4008 -5,6394 -6,3625 -6,3916 -5,6665 -4,2948 -2,5266 -0,6765 0,9772 2,2583 3,0936 3,4859 3,5043 3,2743 2,9453 2,6524 2,4864 2,4648 2,5225 2,5596 2,5197 2,4064 2,2308 1,9846 1,6655 1,2924 0,8861 0,4520 -0,0206 -0,5433 -1,1037 -1,6557 -2,1281 -2,4325 -2,4860 -2,2536 -1,7756 -1,1582 -0,5446 -0,0798 0,1217 -0,0057 -0,4585 -1,1531 -1,9534 -2,7277 -3,3786 -3,8371 -4,0609 -4,0619 -3,9248 -3,7769 -3,7101 -3,7117 -3,6738 -3,4919 -3,1633 -2,7975 -2,5502 -2,5450 -2,8282 -3,3708 -4,0989 -4,9165 -5,6988 -6,2855 -6,5092 -6,2611 -5,5666 -4,6089 -3,6641 -2,9938 -2,7515 -2,9350 -3,4001 -3,9389 -4,3879 -4,6927 -4,8842 -5,0237 -5,1859 -5,4474 -5,8345 -6,2745 -6,6086 -6,6612 -6,3322 -5,6605 -4,8081 -3,9787 -3,3435 -3,0170 -3,0508 -3,4259 -4,0550 -4,8052 -5,5363 -6,1333 -6,5095 -6,5835 -6,2761 -5,5406 -4,3950 -2,9404 -1,3750 0,0112 0,9050 1,0919 0,5395 -0,6196 -2,1613 -3,8324 -5,4086 -6,7552 -7,8418 -8,6947 -9,3154 -9,6094 -9,3917 -8,4938 -6,8980 -4,8109 -2,6332 -0,8344 0,2109 0,3538 -0,2829 -1,3678 -2,5090 -3,3960 -3,8702 -3,9337 -3,7135 -3,3840 -3,0800 -2,8514 -2,6750 -2,4937 -2,2484 -1,8927 -1,3969 -0,7591 -0,0239 0,7194 1,3675 1,8341 2,0666 2,0505 1,7891 1,2699 0,4677 -0,5929 -1,7824 -2,8864 -3,6863 -4,0301 -3,8759 -3,3140 -2,5563 -1,8610 -1,4048 -1,2000 -1,1329 -1,0709 -0,9388 -0,7243 -0,4522 -0,1698 0,0651 0,2119 0,2620 0,2127 0,0363 -0,3016 -0,8070 -1,4562 -2,1904 -2,8837 -3,3450 -3,3817 -2,8763 -1,8463 -0,4724 0,9349 2,0490 2,6639 2,7650 2,4785 1,9520 1,2728 0,4741 -0,4139 -1,3330 -2,1988 -2,9063 -3,3277 -3,3405 -2,9064 -2,1329 -1,2448 -0,4683 0,0911 0,4802 0,8262 1,2486 1,8070 2,4711 3,1087 3,5207 3,5401 3,1224 2,3556 1,4084 0,4596 -0,3707 -1,0445 -1,5703 -1,9483 -2,1443 -2,0928 -1,7192 -0,9871 0,0456 1,2201 2,3340 3,2168 3,7690 3,9654 3,8412 3,4742 2,9603 2,3786 1,7595 1,0794 0,2969 -0,5804 -1,4412 -2,1041 -2,4341 -2,4472 -2,3036 -2,1934 -2,2209 -2,3656 -2,5031 -2,4547 -2,0543 -1,2218 -0,0193 1,3443 2,5687 3,3510 3,4873 2,9610 1,9679 0,8433 -0,0747 -0,5645 -0,5809 -0,2500 0,2099 0,6045 0,8371 0,9218 0,9569 1,0653 1,3236 1,7280 2,2162 2,7096 3,1343 3,4327 3,5761 3,5677 3,4318 3,2145 2,9842 2,8094 2,7282 2,7378 2,8079 2,9193 3,0822 3,3062 3,5652 3,7913 3,8997 3,8414 3,6396 3,3651 3,0873 2,8608 2,7344 2,7416 2,8816 3,1228 3,4195 3,7263 4,0167 4,2850 4,5203 4,6831 4,7061 4,5250 4,1339 3,6132 3,0801 2,6081 2,1982 1,8232 1,4834 1,2166 1,0625 1,0177 1,0199 0,9863 0,8845 0,7684 0,7480 0,9194 1,3025 1,8181 2,3291 2,7158 2,9253 2,9737 2,9207 2,8411 2,8038 2,8511 2,9937 3,2345 3,5914 4,0680 4,5957 5,0250 5,1930 5,0010 4,4535 3,6555 2,7726 1,9694 1,3531 0,9535 0,7371 0,6268 0,5233 0,3471 0,0750 -0,2640 -0,6246 -0,9928 -1,4277 -2,0379 -2,8849 -3,9079 -4,9305 -5,7183 -6,0560 -5,8328 -5,0828 -3,9474 -2,6068 -1,2367 0,0189 1,0755 1,9031 2,4809 2,7739 2,7653 2,4967 2,0688 1,6075 1,2273 1,0001 0,9428 1,0381 1,2769 1,6785 2,2783 3,1023 4,1392 5,3156 6,4986 7,5293 8,2557 8,5447 8,2951 7,4782 6,1804 4,6038 3,0117 1,6313 0,5632 -0,2347 -0,8768 -1,4491 -1,9576 -2,3545 -2,5973 -2,6854 -2,6659 -2,6104 -2,5794 -2,6051 -2,6963 -2,8376 -2,9856 -3,0841 -3,0947 -3,0250 -2,9330 -2,9008 -3,0007 -3,2732 -3,7114 -4,2604 -4,8388 -5,3762 -5,8486 -6,2800 -6,6835 -6,9808 -7,0094 -6,6468 -5,9337 -5,0828 -4,3694 -3,9855 -3,9596 -4,1878 -4,5225 -4,8383 -5,0513 -5,1089 -4,9729 -4,6197 -4,0563 -3,3276 -2,5124 -1,7250 -1,1047 -0,7771 -0,8006 -1,1293 -1,6284 -2,1412 -2,5588 -2,8494 -3,0520 -3,2465 -3,5111 -3,8869 -4,3734 -4,9454 -5,5575 -6,1317 -6,5491 -6,6720
F7    -1,6033 -1,2860 -1,0134 -0,8455 -0,8369 -1,0086 -1,3135 -1,6450 -1,8900 -1,9852 -1,9461 -1,8442 -1,7499 -1,6994 -1,7046 -1,7742 -1,9135 -2,1013 -2,2723 -2,3330 -2,2051 -1,8518 -1,2751 -0,5124 0,3599 1,2390 2,0252 2,6466 3,0645 3,2625 3,2323 2,9865 2,5880 2,1389 1,7264 1,3892 1,1275 0,9315 0,8025 0,7520 0,7808 0,8599 0,9340 0,9532 0,9112 0,8505 0,8161 0,8059 0,7712 0,6550 0,4301 0,1174 -0,2238 -0,5301 -0,7676 -0,9356 -1,0470 -1,1049 -1,0969 -1,0179 -0,8976 -0,7906 -0,7393 -0,7626 -0,8644 -1,0203 -1,1648 -1,2160 -1,1243 -0,9018 -0,6066 -0,3006 -0,0185 0,2330 0,4656 0,7126 1,0188 1,4021 1,8176 2,1607 2,3069 2,1706 1,7531 1,1544 0,5326 0,0256 -0,3040 -0,4583 -0,4747 -0,4193 -0,3743 -0,4060 -0,5431 -0,7803 -1,0881 -1,4073 -1,6519 -1,7532 -1,7173 -1,6263 -1,5785 -1,6349 -1,8107 -2,0865 -2,4111 -2,7007 -2,8667 -2,8633 -2,7105 -2,4758 -2,2342 -2,0415 -1,9266 -1,8954 -1,9380 -2,0381 -2,1857 -2,3778 -2,6011 -2,8181 -2,9795 -3,0421 -2,9742 -2,7586 -2,4071 -1,9737 -1,5439 -1,2066 -1,0141 -0,9490 -0,9303 -0,8653 -0,6999 -0,4395 -0,1381 0,1304 0,3066 0,3727 0,3585 0,3141 0,2660 0,1984 0,0776 -0,1058 -0,3115 -0,4527 -0,4267 -0,1598 0,3567 1,0580 1,8211 2,4962 2,9562 3,1462 3,0981 2,8985 2,6371 2,3761 2,1488 1,9547 1,7615 1,5460 1,3414 1,2232 1,2466 1,4109 1,6719 1,9622 2,2025 2,3216 2,2791 2,0723 1,7184 1,2463 0,7128 0,2047 -0,1996 -0,4732 -0,6401 -0,7409 -0,8019 -0,8257 -0,8097 -0,7677 -0,7212 -0,6703 -0,5945 -0,4871 -0,3725 -0,2857 -0,2547 -0,3071 -0,4785 -0,8015 -1,2758 -1,8429 -2,3982 -2,8375 -3,1015 -3,1933 -3,1673 -3,1041 -3,0782 -3,1202 -3,2066 -3,2968 -3,3741 -3,4467 -3,5317 -3,6423 -3,7781 -3,9230 -4,0587 -4,1765 -4,2698 -4,3256 -4,3341 -4,3067 -4,2776 -4,2776 -4,3068 -4,3382 -4,3498 -4,3482 -4,3642 -4,4249 -4,5304 -4,6588 -4,7903 -4,9181 -5,0372 -5,1321 -5,1861 -5,1909 -5,1416 -5,0270 -4,8327 -4,5522 -4,1919 -3,7740 -3,3433 -2,9663 -2,7134 -2,6331 -2,7326 -2,9748 -3,2964 -3,6320 -3,9316 -4,1714 -4,3567 -4,5090 -4,6330 -4,6930 -4,6353 -4,4363 -4,1275 -3,7843 -3,4913 -3,3068 -3,2477 -3,3006 -3,4319 -3,5857 -3,6948 -3,7127 -3,6366 -3,4921 -3,3017 -3,0734 -2,8098 -2,5194 -2,2274 -1,9798 -1,8194 -1,7484 -1,7088 -1,6113 -1,3934 -1,0551 -0,6460 -0,2372 0,0952 0,2940 0,3539 0,3245 0,2628 0,1797 0,0431 -0,1741 -0,4550 -0,7416 -0,9692 -1,1035 -1,1497 -1,1389 -1,1136 -1,1078 -1,1240 -1,1326 -1,1002 -1,0134 -0,8846 -0,7535 -0,6794 -0,7053 -0,8174 -0,9440 -1,0044 -0,9715 -0,8852 -0,8088 -0,7793 -0,7925 -0,8145 -0,8025 -0,7324 -0,6171 -0,5014 -0,4339 -0,4378 -0,4982 -0,5735 -0,6243 -0,6364 -0,6256 -0,6292 -0,6768 -0,7574 -0,8126 -0,7648 -0,5618 -0,2175 0,1890 0,5617 0,8334 0,9754 0,9904 0,9031 0,7378 0,4993 0,1826 -0,2024 -0,6225 -1,0371 -1,4054 -1,6765 -1,7787 -1,6367 -1,2216 -0,5879 0,1450 0,8426 1,3883 1,6999 1,7608 1,6308 1,3964 1,1146 0,8151 0,5230 0,2543 0,0099 -0,2084 -0,3768 -0,4490 -0,3734 -0,1233 0,2746 0,7363 1,1429 1,3716 1,3375 1,0470 0,6157 0,2129 -0,0221 -0,0327 0,1488 0,4344 0,7243 0,9370 1,0309 1,0131 0,9174 0,7638 0,5424 0,2337 -0,1583 -0,5864 -0,9608 -1,1780 -1,1794 -0,9868 -0,6715 -0,2953 0,1094 0,5167 0,8830 1,1471 1,2550 1,1881 0,9705 0,6504 0,2824 -0,0653 -0,3099 -0,3880 -0,2983 -0,1044 0,1102 0,2842 0,3907 0,4325 0,4354 0,4318 0,4536 0,5393 0,7255 1,0279 1,4372 1,9208 2,4281 2,9044 3,2965 3,5500 3,6244 3,5264 3,3228 3,1206 3,0205 3,0601 3,1897 3,3085 3,3281 3,2147 2,9934 2,7254 2,4825 2,3295 2,3017 2,3796 2,4956 2,5849 2,6270 2,6382 2,6381 2,6323 2,6178 2,5901 2,5435 2,4756 2,3939 2,3014 2,1765 1,9835 1,7096 1,3798 1,0445 0,7562 0,5460 0,4145 0,3541 0,3816 0,5372 0,8512 1,3210 1,9191 2,6111 3,3537 4,0776 4,6866 5,0874 5,2279 5,1065 4,7578 4,2514 3,6947 3,1976 2,8152 2,5276 2,2679 1,9616 1,5557 1,0315 0,4019 -0,3071 -1,0664 -1,8277 -2,5083 -3,0179 -3,3088 -3,3884 -3,2881 -3,0457 -2,7120 -2,3482 -2,0142 -1,7573 -1,5949 -1,5005 -1,4113 -1,2524 -0,9651 -0,5329 0,0028 0,5554 1,0410 1,4243 1,7176 1,9436 2,1138 2,2394 2,3400 2,4352 2,5414 2,6830 2,8938 3,1934 3,5615 3,9377 4,2500 4,4482 4,5159 4,4592 4,2985 4,0774 3,8610 3,7031 3,6121 3,5527 3,4742 3,3316 3,0981 2,7769 2,3957 1,9832 1,5524 1,1065 0,6492 0,1782 -0,3265 -0,8900 -1,5087 -2,1367 -2,7126 -3,1894 -3,5427 -3,7705 -3,8984 -3,9761 -4,0587 -4,1872 -4,3689 -4,5540 -4,6433 -4,5532 -4,2911 -3,9599 -3,6894 -3,5673 -3,6205 -3,8270 -4,1304 -4,4583 -4,7438 -4,9378 -5,0087 -4,9397 -4,7333 -4,4188 -4,0543 -3,7108 -3,4492 -3,3125 -3,3188 -3,4400 -3,6079 -3,7554 -3,8449 -3,8613 -3,7927 -3,6255 -3,3548 -3,0034 -2,6293 -2,3138 -2,1422 -2,1808 -2,4479 -2,8947 -3,4178 -3,9081 -4,2981 -4,5679 -4,7172 -4,7419 -4,6315 -4,3815 -4,0155
