Fp1   -2,8680 -2,2865 -1,3513 -0,3030 0,5720 1,0527 1,0342 0,5240 -0,3627 -1,4099 -2,3614 -3,0305 -3,3615 -3,3813 -3,1051 -2,5019 -1,5142 -0,1008 1,6869 3,6310 5,3760 6,5772 7,0527 6,8228 6,0541 4,9844 3,8501 2,8165 1,9502 1,2459 0,6690 0,1864 -0,2217 -0,5725 -0,8881 -1,1635 -1,3396 -1,3476 -1,1886 -0,9568 -0,7889 -0,7892 -0,9850 -1,3438 -1,8183 -2,3606 -2,8961 -3,2850 -3,3284 -2,8745 -1,9654 -0,8694 0,0367 0,4189 0,0947 -0,9099 -2,3685 -3,9240 -5,1999 -5,9353 -6,0766 -5,7584 -5,2017 -4,6085 -4,0843 -3,6105 -3,0973 -2,4688 -1,7156 -0,9013 -0,1306 0,5030 0,9557 1,2403 1,4026 1,4809 1,4651 1,2803 0,8348 0,1174 -0,7485 -1,5657 -2,1816 -2,5484 -2,6923 -2,6378 -2,3591 -1,8280 -1,1212 -0,4309 0,0440 0,1880 -0,0212 -0,5349 -1,2403 -1,9565 -2,4708 -2,6309 -2,4420 -2,0807 -1,7829 -1,6865 -1,7795 -1,9832 -2,2481 -2,5567 -2,8722 -3,1331 -3,2842 -3,2906 -3,1525 -2,9163 -2,6381 -2,3582 -2,1232 -1,9853 -1,9841 -2,1655 -2,5928 -3,3119 -4,3171 -5,5213 -6,7120 -7,5678 -7,7965 -7,2929 -6,1633 -4,6432 -3,0318 -1,6361 -0,6665 -0,1488 0,0752 0,2484 0,5411 0,9531 1,3811 1,7743 2,1869 2,6784 3,2014 3,6103 3,7626 3,5907 3,1154 2,4498 1,7822 1,3069 1,1365 1,2526 1,5289 1,8207 2,0517 2,2152 2,2959 2,2052 1,8111 1,0422 -0,0383 -1,2482 -2,3579 -3,1624 -3,5360 -3,4654 -3,0513 -2,4799 -1,9419 -1,5200 -1,1538 -0,7210 -0,1669 0,3985 0,7329 0,6133 -0,0637 -1,2848 -2,9400 -4,8380 -6,7521 -8,4797 -9,8686 -10,8113 -11,2362 -11,1179 -10,4954 -9,4609 -8,1192 -6,5760 -4,9607 -3,4419 -2,2181 -1,4797 -1,3456 -1,8170 -2,7886 -4,0996 -5,5749 -7,0187 -8,2012 -8,9204 -9,0883 -8,7320 -7,9556 -6,9430 -5,9423 -5,1880 -4,8248 -4,8849 -5,2824 -5,7861 -6,0476 -5,7658 -4,8736 -3,5607 -2,1182 -0,7801 0,3078 1,0394 1,3296 1,1494 0,5753 -0,1940 -0,9070 -1,4029 -1,6983 -1,9273 -2,2274 -2,6709 -3,2277 -3,7622 -4,0952 -4,0952 -3,7223 -3,0102 -2,0264 -0,8669 0,3084 1,2774 1,8482 1,9712 1,7605 1,4143 1,1063 0,9181 0,8293 0,7581 0,6308 0,4484 0,2851 0,1959 0,1293 -0,0413 -0,3969 -0,8981 -1,4219 -1,8318 -2,0336 -2,0407 -1,9876 -2,0360 -2,2747 -2,7152 -3,3076 -3,9099 -4,3170 -4,4051 -4,2378 -4,0040 -3,8537 -3,7903 -3,7076 -3,5185 -3,2356 -2,9386 -2,7051 -2,5969 -2,6853 -3,0525 -3,7504 -4,7474 -5,9069 -7,0077 -7,7943 -8,0570 -7,7107 -6,8329 -5,6481 -4,4628 -3,5647 -3,1287 -3,1604 -3,4942 -3,8773 -4,1273 -4,2430 -4,3769 -4,7122 -5,3437 -6,2337 -7,2560 -8,2709 -9,1793 -9,9406 -10,5499 -10,9838 -11,1575 -10,9464 -10,2816 -9,2415 -8,0455 -6,9582 -6,1945 -5,8851 -6,0790 -6,7236 -7,6339 -8,5183 -9,0829 -9,1462 -8,6801 -7,7773 -6,6023 -5,3479 -4,1820 -3,2036 -2,4431 -1,8953 -1,5375 -1,3368 -1,2814 -1,3990 -1,7021 -2,1342 -2,6294 -3,1939 -3,8645 -4,5958 -5,2255 -5,5514 -5,4391 -4,8989 -4,1016 -3,3093 -2,7473 -2,4966 -2,4734 -2,5188 -2,5353 -2,5454 -2,6121 -2,7207 -2,7685 -2,6719 -2,4420 -2,1459 -1,8533 -1,6500 -1,6532 -1,9410 -2,4640 -3,0721 -3,6436 -4,1705 -4,7206 -5,3299 -5,9383 -6,4149 -6,6083 -6,3868 -5,7085 -4,6798 -3,5213 -2,4731 -1,7218 -1,3674 -1,3972 -1,6755 -1,9918 -2,1595 -2,0892 -1,8076 -1,4435 -1,1817 -1,1980 -1,5910 -2,3162 -3,1675 -3,8710 -4,2437 -4,2829 -4,1217 -3,9132 -3,7402 -3,5935 -3,4035 -3,1030 -2,6876 -2,2260 -1,7971 -1,4100 -0,9979 -0,4836 0,1556 0,8483 1,4048 1,5496 1,0510 -0,1282 -1,7999 -3,6551 -5,4004 -6,8325 -7,8234 -8,2670 -8,0632 -7,1498 -5,5506 -3,4082 -0,9962 1,3031 3,0846 4,0417 4,0543 3,2187 1,8103 0,1780 -1,3745 -2,6633 -3,6264 -4,2646 -4,5905 -4,6434 -4,5061 -4,2560 -3,9102 -3,4403 -2,8247 -2,0841 -1,2843 -0,5200 0,0956 0,4372 0,3979 -0,0616 -0,8671 -1,8219 -2,6766 -3,2477 -3,4868 -3,4488 -3,2141 -2,8451 -2,4007 -1,9745 -1,6951 -1,6590 -1,8469 -2,1060 -2,2181 -2,0217 -1,5274 -0,9280 -0,4646 -0,2671 -0,3109 -0,4795 -0,6603 -0,8073 -0,9347 -1,0745 -1,2704 -1,6031 -2,1710 -3,0083 -4,0100 -4,9406 -5,5377 -5,6534 -5,3297 -4,7506 -4,1330 -3,6485 -3,4012 -3,4350 -3,7438 -4,2682 -4,8802 -5,3852 -5,5956 -5,4466 -5,0236 -4,4698 -3,8988 -3,3830 -2,9706 -2,6906 -2,5685 -2,6632 -3,0684 -3,8498 -4,9705 -6,2576 -7,4343 -8,2265 -8,4761 -8,1528 -7,2716 -5,8376 -3,8879 -1,5737 0,8142 2,8993 4,3213 4,8407 4,4065 3,1724 1,4636 -0,3062 -1,7686 -2,7200 -3,1255 -3,0427 -2,5868 -1,9214 -1,1941 -0,4655 0,2583 0,9202 1,3769 1,4835 1,1894 0,5477 -0,3203 -1,2393 -2,0098 -2,4979 -2,6913 -2,6469 -2,4133 -2,0347 -1,6172 -1,3328 -1,3176 -1,5925 -2,1022 -2,7813 -3,5561 -4,3197 -4,9575 -5,4181 -5,7533 -6,0994 -6,6367 -7,5180 -8,7651 -10,2179 -11,5988 -12,6189 -13,0500 -12,7918 -11,9448 -10,7929 -9,6499 -8,7029 -7,9878 -7,4619 -7,0670 -6,7572 -6,5104 -6,3312 -6,2450 -6,2863 -6,4850 -6,8505 -7,3811 -8,0838 -8,9456 -9,8677 -10,6535 -11,0823 -11,0069 -10,4070 -9,3939 -8,1632 -6,9006 -5,7177 -4,6805 -3,8549 -3,2950 -3,0334 -3,1070 -3,5529 -4,3490 -5,3754 -6,4508 -7,4076 -8,1369 -8,5848 -8,7308 -8,6025
Fz    -0,6854 -0,3598 -0,0837 0,1162 0,2476 0,3345 0,3934 0,4319 0,4668 0,5231 0,6095 0,7068 0,7747 0,7677 0,6603 0,4629 0,2190 -0,0046 -0,1354 -0,1260 0,0258 0,2853 0,6116 0,9747 1,3448 1,6767 1,9185 2,0293 1,9858 1,7841 1,4438 1,0059 0,5251 0,0538 -0,3749 -0,7451 -1,0342 -1,2053 -1,2390 -1,1646 -1,0559 -0,9976 -1,0498 -1,2269 -1,4950 -1,7816 -1,9934 -2,0488 -1,9190 -1,6533 -1,3645 -1,1718 -1,1343 -1,2347 -1,4142 -1,6080 -1,7585 -1,8212 -1,7725 -1,6105 -1,3468 -1,0011 -0,6003 -0,1762 0,2461 0,6541 1,0282 1,3190 1,4580 1,3989 1,1603 0,8333 0,5325 0,3302 0,2351 0,2234 0,2698 0,3534 0,4521 0,5369 0,5737 0,5459 0,4721 0,3976 0,3733 0,4386 0,6028 0,8274 1,0302 1,1269 1,0792 0,9109 0,6928 0,5113 0,4301 0,4623 0,5811 0,7517 0,9441 1,1276 1,2678 1,3337 1,2978 1,1247 0,7707 0,2140 -0,5003 -1,2507 -1,8937 -2,3365 -2,5654 -2,6252 -2,5913 -2,5487 -2,5660 -2,6679 -2,8276 -2,9900 -3,1017 -3,1328 -3,0808 -2,9497 -2,7313 -2,4131 -1,9941 -1,4864 -0,9135 -0,3148 0,2595 0,7775 1,2462 1,6944 2,1387 2,5673 2,9401 3,2102 3,3620 3,4314 3,4805 3,5552 3,6736 3,8395 4,0556 4,3322 4,6892 5,1395 5,6594 6,1797 6,6181 6,9195 7,0688 7,0787 6,9782 6,7991 6,5547 6,2306 5,7973 5,2416 4,6056 4,0042 3,5747 3,3945 3,4495 3,6669 3,9458 4,1709 4,2429 4,1207 3,8269 3,4102 2,9128 2,3753 1,8659 1,4772 1,2666 1,2105 1,2303 1,2464 1,2035 1,0765 0,8859 0,6935 0,5551 0,4726 0,3931 0,2499 0,0109 -0,2944 -0,5935 -0,8165 -0,9296 -0,9333 -0,8456 -0,6950 -0,5244 -0,3981 -0,3909 -0,5510 -0,8653 -1,2697 -1,6944 -2,0947 -2,4502 -2,7537 -2,9959 -3,1422 -3,1367 -2,9504 -2,6238 -2,2458 -1,8973 -1,6187 -1,4118 -1,2529 -1,1039 -0,9222 -0,6751 -0,3493 0,0552 0,5319 1,0575 1,5783 2,0143 2,2890 2,3693 2,2929 2,1493 2,0331 2,0133 2,1274 2,3862 2,7716 3,2246 3,6499 3,9499 4,0616 3,9587 3,6372 3,1135 2,4409 1,7149 1,0520 0,5551 0,2862 0,2503 0,3997 0,6645 0,9871 1,3249 1,6269 1,8332 1,9064 1,8549 1,7264 1,5804 1,4597 1,3798 1,3311 1,2848 1,2091 1,0874 0,9161 0,6940 0,4259 0,1241 -0,2002 -0,5408 -0,8907 -1,2311 -1,5215 -1,7124 -1,7802 -1,7507 -1,6768 -1,5919 -1,4949 -1,3654 -1,1781 -0,9187 -0,6091 -0,3137 -0,1121 -0,0649 -0,2058 -0,5374 -1,0092 -1,5142 -1,9398 -2,2389 -2,4494 -2,6455 -2,8767 -3,1521 -3,4668 -3,8216 -4,2161 -4,6342 -5,0346 -5,3605 -5,5798 -5,7164 -5,8336 -5,9893 -6,2053 -6,4588 -6,6955 -6,8621 -6,9321 -6,9055 -6,7926 -6,6038 -6,3487 -6,0408 -5,7060 -5,3868 -5,1273 -4,9406 -4,7887 -4,5964 -4,2862 -3,8193 -3,2316 -2,6309 -2,1477 -1,8753 -1,8401 -2,0020 -2,2686 -2,5250 -2,6823 -2,7011 -2,5773 -2,3316 -2,0072 -1,6538 -1,3023 -0,9538 -0,5899 -0,1973 0,2079 0,5695 0,8022 0,8324 0,6484 0,3120 -0,0816 -0,4493 -0,7369 -0,9170 -0,9802 -0,9213 -0,7455 -0,5087 -0,3345 -0,3560 -0,6369 -1,1447 -1,7769 -2,4064 -2,9223 -3,2450 -3,3286 -3,1743 -2,8479 -2,4680 -2,1618 -2,0200 -2,0580 -2,1941 -2,2838 -2,2053 -1,9211 -1,4718 -0,9308 -0,3654 0,1770 0,6637 1,0620 1,3345 1,4569 1,4387 1,3107 1,0938 0,7949 0,4287 0,0354 -0,3286 -0,6126 -0,7891 -0,8589 -0,8440 -0,7726 -0,6624 -0,5176 -0,3477 -0,1908 -0,1057 -0,1304 -0,2526 -0,4198 -0,5627 -0,6065 -0,4866 -0,1765 0,2856 0,7952 1,2214 1,4702 1,5255 1,4382 1,2786 1,0965 0,9167 0,7498 0,6025 0,4789 0,3767 0,2832 0,1745 0,0159 -0,2270 -0,5696 -0,9921 -1,4313 -1,7966 -2,0096 -2,0367 -1,8979 -1,6515 -1,3573 -1,0487 -0,7433 -0,4635 -0,2298 -0,0515 0,0666 0,1214 0,1203 0,0827 0,0239 -0,0655 -0,2246 -0,4971 -0,8878 -1,3358 -1,7371 -1,9952 -2,0521 -1,8942 -1,5482 -1,0680 -0,5246 0,0049 0,4601 0,8116 1,0501 1,1675 1,1588 1,0428 0,8672 0,6838 0,5210 0,3833 0,2694 0,1824 0,1242 0,0930 0,0841 0,0874 0,0942 0,1083 0,1380 0,1810 0,2165 0,2073 0,1179 -0,0590 -0,3040 -0,5939 -0,9085 -1,2296 -1,5546 -1,8992 -2,2756 -2,6720 -3,0445 -3,3202 -3,4225 -3,3088 -2,9850 -2,4935 -1,9043 -1,3089 -0,8018 -0,4502 -0,2652 -0,1941 -0,1499 -0,0531 0,1387 0,4200 0,7520 1,0999 1,4485 1,7805 2,0507 2,1912 2,1536 1,9534 1,6683 1,3953 1,2082 1,1368 1,1741 1,2972 1,4853 1,7272 2,0177 2,3491 2,7135 3,1122 3,5448 3,9777 4,3349 4,5343 4,5369 4,3615 4,0615 3,6940 3,3056 2,9290 2,5926 2,3332 2,1899 2,1751 2,2510 2,3387 2,3467 2,2043 1,8938 1,4582 0,9795 0,5508 0,2451 0,0856 0,0431 0,0574 0,0585 -0,0140 -0,1875 -0,4483 -0,7621 -1,1057 -1,4685 -1,8227 -2,1179 -2,3218 -2,4567 -2,5849 -2,7592 -2,9931 -3,2688 -3,5542 -3,8137 -4,0290 -4,2104 -4,3830 -4,5672 -4,7613 -4,9312 -5,0242 -5,0002 -4,8502 -4,5977 -4,2942 -4,0055 -3,7831 -3,6475 -3,6010 -3,6443 -3,7715 -3,9520 -4,1334 -4,2606 -4,2891 -4,1922 -3,9710 -3,6563 -3,2948 -2,9356 -2,6200 -2,3770 -2,2177 -2,1309 -2,0962 -2,1133 -2,2101 -2,4081 -2,6839 -2,9780
F3    0,7929 1,0565 1,0362 0,7716 0,4033 0,1098 0,0288 0,2109 0,6158 1,1286 1,5813 1,7984 1,6757 1,2346 0,6015 -0,0821 -0,7360 -1,3326 -1,8354 -2,1675 -2,2408 -2,0000 -1,4405 -0,6110 0,3778 1,3648 2,1864 2,7297 2,9529 2,8631 2,4849 1,8613 1,0776 0,2549 -0,4948 -1,1039 -1,5408 -1,7885 -1,8471 -1,7489 -1,5580 -1,3530 -1,2023 -1,1366 -1,1320 -1,1184 -1,0214 -0,8177 -0,5562 -0,3342 -0,2612 -0,4160 -0,7953 -1,3074 -1,8315 -2,2780 -2,6014 -2,7833 -2,8166 -2,6961 -2,4199 -1,9942 -1,4370 -0,7793 -0,0583 0,6778 1,3424 1,8007 1,9235 1,6678 1,1160 0,4459 -0,1484 -0,5357 -0,6740 -0,5831 -0,3163 0,0508 0,4330 0,7525 0,9532 1,0170 0,9722 0,8804 0,8139 0,8287 0,9299 1,0638 1,1668 1,2249 1,2853 1,4224 1,6778 2,0089 2,2965 2,4186 2,3302 2,0837 1,7818 1,5128 1,3185 1,1982 1,1270 1,0668 0,9654 0,7628 0,4172 -0,0702 -0,6612 -1,2961 -1,9062 -2,4401 -2,8934 -3,3003 -3,6994 -4,0971 -4,4463 -4,6596 -4,6430 -4,3273 -3,6903 -2,7687 -1,6598 -0,5134 0,4910 1,1905 1,4984 1,4429 1,1539 0,8087 0,5678 0,5152 0,6348 0,8418 1,0419 1,1829 1,2721 1,3560 1,4866 1,6965 1,9939 2,3697 2,8093 3,3137 3,9149 4,6482 5,4913 6,3443 7,0798 7,6079 7,8974 7,9582 7,8216 7,5259 7,0992 6,5509 5,8844 5,1187 4,3110 3,5616 2,9786 2,6276 2,5194 2,6258 2,8682 3,1108 3,2182 3,1279 2,8501 2,4222 1,8921 1,3271 0,8162 0,4452 0,2527 0,2219 0,3227 0,5362 0,8408 1,2010 1,5728 1,9016 2,1047 2,0789 1,7471 1,0929 0,1688 -0,8948 -1,9000 -2,6370 -2,9510 -2,7769 -2,1469 -1,1862 -0,0980 0,8609 1,4343 1,4714 1,0201 0,2950 -0,4605 -1,0870 -1,5394 -1,8676 -2,1601 -2,4633 -2,7356 -2,8853 -2,8553 -2,6680 -2,4032 -2,1474 -1,9477 -1,7958 -1,6582 -1,5158 -1,3649 -1,1908 -0,9568 -0,6240 -0,1754 0,3733 0,9683 1,5171 1,9325 2,1994 2,3733 2,5165 2,6571 2,7901 2,9026 2,9926 3,0611 3,0978 3,0809 2,9851 2,7881 2,4763 2,0541 1,5524 1,0297 0,5631 0,2374 0,1282 0,2744 0,6549 1,1954 1,7939 2,3401 2,7311 2,9024 2,8599 2,6745 2,4368 2,2022 1,9674 1,6956 1,3617 0,9765 0,5853 0,2501 0,0147 -0,1256 -0,2251 -0,3677 -0,6339 -1,0629 -1,6258 -2,2229 -2,7117 -2,9641 -2,9348 -2,6851 -2,3289 -1,9523 -1,5913 -1,2471 -0,8938 -0,4963 -0,0442 0,4375 0,8990 1,2729 1,4776 1,4417 1,1431 0,6273 -0,0210 -0,7367 -1,5097 -2,3666 -3,3193 -4,3289 -5,3107 -6,1698 -6,8319 -7,2505 -7,3991 -7,2728 -6,9128 -6,4148 -5,8899 -5,4098 -4,9896 -4,6213 -4,3270 -4,1781 -4,2560 -4,5882 -5,1124 -5,6971 -6,1979 -6,5064 -6,5772 -6,4258 -6,1006 -5,6520 -5,1154 -4,5086 -3,8352 -3,1086 -2,3900 -1,7957 -1,4447 -1,3902 -1,5933 -1,9604 -2,4002 -2,8550 -3,2900 -3,6640 -3,9224 -4,0215 -3,9453 -3,7009 -3,3031 -2,7555 -2,0503 -1,1999 -0,2664 0,6390 1,3864 1,8753 2,0792 2,0540 1,8930 1,6727 1,4392 1,2238 1,0455 0,8997 0,7518 0,5298 0,1448 -0,4454 -1,1928 -1,9850 -2,7063 -3,2773 -3,6568 -3,8156 -3,7190 -3,3497 -2,7606 -2,0940 -1,5338 -1,2299 -1,2492 -1,5600 -2,0453 -2,5438 -2,8985 -2,9868 -2,7470 -2,2013 -1,4569 -0,6786 -0,0373 0,3540 0,4827 0,4268 0,3009 0,2021 0,1806 0,2261 0,2737 0,2443 0,0989 -0,1418 -0,4243 -0,7026 -0,9579 -1,1938 -1,4224 -1,6459 -1,8452 -1,9874 -2,0399 -1,9878 -1,8501 -1,6682 -1,4635 -1,2173 -0,8915 -0,4672 0,0363 0,5753 1,1106 1,6175 2,0747 2,4504 2,7037 2,8025 2,7389 2,5248 2,1650 1,6356 0,9109 0,0137 -0,9716 -1,9351 -2,7717 -3,3822 -3,6760 -3,5990 -3,1610 -2,4380 -1,5613 -0,6973 -0,0037 0,4223 0,5675 0,4880 0,2713 -0,0085 -0,3168 -0,6472 -0,9876 -1,3018 -1,5509 -1,7352 -1,9023 -2,1032 -2,3360 -2,5341 -2,6081 -2,4973 -2,1851 -1,6862 -1,0415 -0,3214 0,3727 0,9313 1,2788 1,3976 1,3143 1,0787 0,7564 0,4278 0,1748 0,0589 0,1043 0,2915 0,5615 0,8277 0,9986 1,0129 0,8628 0,5873 0,2515 -0,0677 -0,3011 -0,4140 -0,4278 -0,4262 -0,5265 -0,8082 -1,2639 -1,8127 -2,3410 -2,7441 -2,9680 -3,0199 -2,9422 -2,7867 -2,5997 -2,4052 -2,2032 -1,9840 -1,7477 -1,5176 -1,3322 -1,2185 -1,1774 -1,1865 -1,1998 -1,1494 -0,9717 -0,6324 -0,1304 0,5064 1,2292 1,9814 2,7011 3,3063 3,6894 3,7387 3,3919 2,6885 1,7677 0,8160 0,0190 -0,4662 -0,5419 -0,2075 0,4322 1,2146 1,9830 2,6184 3,0527 3,2768 3,3346 3,2926 3,1998 3,0766 2,9360 2,7977 2,6777 2,5866 2,5470 2,5967 2,7575 3,0060 3,2756 3,4778 3,5218 3,3369 2,9020 2,2669 1,5396 0,8321 0,2170 -0,2703 -0,6191 -0,8455 -0,9904 -1,1096 -1,2679 -1,5165 -1,8546 -2,2092 -2,4678 -2,5457 -2,4230 -2,1176 -1,6588 -1,1192 -0,6525 -0,4558 -0,6660 -1,2708 -2,1073 -2,9447 -3,5999 -4,0261 -4,3064 -4,5583 -4,8466 -5,1654 -5,4538 -5,6202 -5,5872 -5,3308 -4,8852 -4,3232 -3,7346 -3,2153 -2,8710 -2,8112 -3,1045 -3,7170 -4,4862 -5,1699 -5,5579 -5,5676 -5,2555 -4,7542 -4,1913 -3,6434 -3,1321 -2,6474 -2,1796 -1,7364 -1,3350 -0,9912 -0,7287 -0,5839 -0,5801 -0,6973 -0,8861
F7    -0,5648 -0,2484 0,0525 0,2976 0,4610 0,5353 0,5246 0,4400 0,3066 0,1712 0,0907 0,1024 0,1993 0,3382 0,4754 0,5886 0,6827 0,7916 0,9587 1,2012 1,4932 1,7799 2,0047 2,1298 2,1387 2,0313 1,8236 1,5482 1,2458 0,9473 0,6628 0,3869 0,1153 -0,1487 -0,4040 -0,6528 -0,8827 -1,0635 -1,1757 -1,2340 -1,2839 -1,3770 -1,5474 -1,7967 -2,0934 -2,3783 -2,5743 -2,6055 -2,4299 -2,0642 -1,5904 -1,1292 -0,7921 -0,6461 -0,7034 -0,9256 -1,2328 -1,5236 -1,7012 -1,7054 -1,5328 -1,2263 -0,8445 -0,4392 -0,0441 0,3296 0,6801 0,9960 1,2546 1,4358 1,5410 1,5945 1,6204 1,6249 1,6077 1,5753 1,5376 1,4981 1,4514 1,3857 1,2909 1,1674 1,0289 0,8979 0,8025 0,7730 0,8311 0,9658 1,1166 1,1955 1,1389 0,9451 0,6725 0,4090 0,2352 0,1944 0,2871 0,4867 0,7549 1,0411 1,2823 1,4207 1,4185 1,2501 0,8982 0,3769 -0,2460 -0,8663 -1,3894 -1,7683 -2,0102 -2,1557 -2,2513 -2,3378 -2,4535 -2,6252 -2,8509 -3,0980 -3,3222 -3,4943 -3,6078 -3,6551 -3,5989 -3,3800 -2,9519 -2,3151 -1,5240 -0,6732 0,1298 0,8069 1,3447 1,7850 2,1850 2,5835 2,9805 3,3367 3,6104 3,8050 3,9768 4,1943 4,4885 4,8366 5,1851 5,4839 5,7102 5,8704 5,9808 6,0472 6,0679 6,0449 5,9796 5,8726 5,7393 5,6079 5,4891 5,3528 5,1378 4,7931 4,3266 3,8186 3,3781 3,0796 2,9347 2,9081 2,9455 2,9893 2,9896 2,9180 2,7725 2,5744 2,3581 2,1530 1,9753 1,8324 1,7168 1,5994 1,4394 1,2094 0,9118 0,5771 0,2549 -0,0012 -0,1578 -0,2131 -0,1880 -0,1120 -0,0113 0,1015 0,2293 0,3719 0,5052 0,5855 0,5710 0,4386 0,1850 -0,1734 -0,5942 -1,0068 -1,3365 -1,5426 -1,6341 -1,6530 -1,6528 -1,6886 -1,7969 -1,9678 -2,1470 -2,2747 -2,3204 -2,2724 -2,1071 -1,7917 -1,3259 -0,7656 -0,1992 0,2957 0,6677 0,8848 0,9441 0,8857 0,7778 0,6797 0,6183 0,5842 0,5448 0,4766 0,3860 0,3014 0,2589 0,2985 0,4546 0,7390 1,1278 1,5635 1,9715 2,2811 2,4372 2,4079 2,1955 1,8426 1,4256 1,0309 0,7270 0,5427 0,4578 0,4149 0,3616 0,2880 0,2137 0,1423 0,0487 -0,0862 -0,2431 -0,3728 -0,4375 -0,4377 -0,4026 -0,3794 -0,4263 -0,5848 -0,8488 -1,1725 -1,4947 -1,7472 -1,8702 -1,8483 -1,7308 -1,6000 -1,5104 -1,4581 -1,4046 -1,3170 -1,1958 -1,0708 -0,9765 -0,9305 -0,9281 -0,9528 -0,9971 -1,0767 -1,2189 -1,4331 -1,6911 -1,9410 -2,1391 -2,2650 -2,3134 -2,2886 -2,2128 -2,1337 -2,1090 -2,1698 -2,3036 -2,4838 -2,7073 -2,9925 -3,3476 -3,7414 -4,1069 -4,3866 -4,5793 -4,7396 -4,9311 -5,1784 -5,4556 -5,7068 -5,8790 -5,9425 -5,8917 -5,7369 -5,5036 -5,2351 -4,9872 -4,8078 -4,7147 -4,6869 -4,6759 -4,6283 -4,5023 -4,2702 -3,9201 -3,4701 -2,9760 -2,5145 -2,1560 -1,9418 -1,8695 -1,8886 -1,9243 -1,9159 -1,8364 -1,6868 -1,4860 -1,2700 -1,0874 -0,9768 -0,9397 -0,9379 -0,9199 -0,8537 -0,7464 -0,6466 -0,6235 -0,7237 -0,9413 -1,2281 -1,5245 -1,7840 -1,9838 -2,1161 -2,1591 -2,0700 -1,8340 -1,5128 -1,2290 -1,0994 -1,1814 -1,4621 -1,8790 -2,3438 -2,7619 -3,0588 -3,2098 -3,2481 -3,2414 -3,2580 -3,3402 -3,4757 -3,5813 -3,5399 -3,2759 -2,8052 -2,2278 -1,6731 -1,2375 -0,9517 -0,7844 -0,6736 -0,5700 -0,4597 -0,3578 -0,2982 -0,3247 -0,4680 -0,7209 -1,0335 -1,3307 -1,5380 -1,6092 -1,5456 -1,3937 -1,2154 -1,0531 -0,9159 -0,7908 -0,6645 -0,5363 -0,4182 -0,3284 -0,2762 -0,2423 -0,1792 -0,0385 0,1975 0,4957 0,7725 0,9273 0,8917 0,6657 0,3185 -0,0528 -0,3787 -0,6352 -0,8206 -0,9267 -0,9310 -0,8113 -0,5707 -0,2569 0,0442 0,2384 0,2556 0,0668 -0,3008 -0,7578 -1,1831 -1,4852 -1,6437 -1,6947 -1,6785 -1,6082 -1,4885 -1,3466 -1,2230 -1,1375 -1,0747 -0,9990 -0,8759 -0,6914 -0,4574 -0,2082 0,0029 0,1158 0,0924 -0,0550 -0,2700 -0,4831 -0,6363 -0,6932 -0,6379 -0,4688 -0,1986 0,1375 0,4790 0,7539 0,9047 0,9078 0,7813 0,5800 0,3669 0,1757 0,0018 -0,1723 -0,3522 -0,5259 -0,6759 -0,7941 -0,8844 -0,9483 -0,9735 -0,9477 -0,8838 -0,8209 -0,8044 -0,8705 -1,0336 -1,2763 -1,5606 -1,8514 -2,1204 -2,3413 -2,4977 -2,5991 -2,6830 -2,7923 -2,9383 -3,0831 -3,1624 -3,1263 -2,9647 -2,7063 -2,4037 -2,1164 -1,8932 -1,7544 -1,6870 -1,6577 -1,6329 -1,5885 -1,5133 -1,4154 -1,3183 -1,2360 -1,1508 -1,0240 -0,8247 -0,5444 -0,1884 0,2369 0,7184 1,2154 1,6520 1,9428 2,0311 1,9143 1,6480 1,3405 1,1361 1,1645 1,4693 1,9850 2,5915 3,1707 3,6191 3,8598 3,8725 3,6974 3,3944 3,0054 2,5497 2,0435 1,5180 1,0202 0,5999 0,2958 0,1201 0,0475 0,0213 -0,0159 -0,0920 -0,2066 -0,3517 -0,5150 -0,6766 -0,8192 -0,9382 -1,0411 -1,1429 -1,2612 -1,4067 -1,5789 -1,7803 -2,0348 -2,3723 -2,7832 -3,2030 -3,5553 -3,8044 -3,9571 -4,0271 -4,0222 -3,9642 -3,8864 -3,8037 -3,7088 -3,6004 -3,4998 -3,4355 -3,4152 -3,4206 -3,4254 -3,4144 -3,3906 -3,3715 -3,3855 -3,4670 -3,6383 -3,8863 -4,1625 -4,4088 -4,5772 -4,6346 -4,5649 -4,3743 -4,0876 -3,7371 -3,3590 -2,9992 -2,7093 -2,5304 -2,4800 -2,5468 -2,6956 -2,8782 -3,0499 -3,1887 -3,3014 -3,4053 -3,5039 -3,5903
