Fp1   -3,6832 -4,1691 -4,4880 -4,6271 -4,5984 -4,4536 -4,2663 -4,0622 -3,7891 -3,3763 -2,8150 -2,1799 -1,5763 -1,0706 -0,6735 -0,3759 -0,1810 -0,0930 -0,0948 -0,1489 -0,2107 -0,2418 -0,2144 -0,0903 0,1912 0,6773 1,3428 2,0783 2,7442 3,2287 3,4603 3,4084 3,1155 2,7233 2,4272 2,3617 2,5045 2,7031 2,8065 2,7525 2,5379 2,1656 1,6586 1,0968 0,6045 0,3052 0,2967 0,6424 1,3439 2,3023 3,3221 4,1791 4,7217 4,9310 4,8884 4,6927 4,4157 4,1253 3,9122 3,8412 3,8737 3,8729 3,7114 3,3814 2,9988 2,7217 2,6691 2,8706 3,2719 3,7841 4,3223 4,8359 5,3272 5,8203 6,3026 6,7276 7,0887 7,4264 7,7397 7,9599 8,0223 7,9178 7,6853 7,3905 7,1023 6,8671 6,6986 6,5869 6,5139 6,4626 6,4361 6,4771 6,6270 6,8422 7,0058 7,0428 6,9704 6,8330 6,6349 6,3420 5,9360 5,4556 4,9828 4,5977 4,3329 4,1505 3,9612 3,6723 3,2348 2,6784 2,1205 1,7197 1,5788 1,6836 1,9382 2,2566 2,6096 2,9863 3,3490 3,6734 4,0113 4,4448 4,9769 5,5327 6,0598 6,5535 6,9754 7,2039 7,1069 6,6587 5,9795 5,2849 4,7938 4,6452 4,8812 5,4503 6,1872 6,8551 7,2613 7,3290 7,1054 6,7419 6,4221 6,2615 6,2600 6,3416 6,4265 6,4629 6,4194 6,3016 6,1706 6,0933 6,0780 6,0974 6,1623 6,3225 6,5818 6,8456 6,9734 6,8722 6,5488 6,1103 5,7118 5,4638 5,3630 5,3212 5,2552 5,1245 4,9089 4,6222 4,3535 4,2367 4,3593 4,7267 5,2794 5,8680 6,2447 6,1884 5,6522 4,7798 3,8060 2,9237 2,2054 1,6229 1,1040 0,5808 0,0461 -0,4213 -0,7191 -0,8093 -0,7415 -0,6097 -0,5070 -0,5126 -0,6858 -1,0381 -1,5160 -2,0256 -2,4727 -2,8040 -3,0233 -3,1497 -3,1812 -3,1144 -2,9607 -2,7104 -2,3180 -1,7587 -1,0611 -0,2632 0,6116 1,5375 2,4836 3,4121 4,2413 4,8264 5,0269 4,8191 4,3219 3,6983 3,0511 2,4038 1,7468 1,1067 0,5858 0,3252 0,4279 0,9104 1,6912 2,6155 3,5201 4,3040 4,9363 5,3915 5,6236 5,6302 5,4904 5,3073 5,1270 4,9248 4,6694 4,3741 4,0722 3,7703 3,4622 3,1738 2,9613 2,8716 2,9278 3,1313 3,4458 3,7767 3,9902 3,9727 3,6827 3,1516 2,4546 1,6886 0,9465 0,2947 -0,2362 -0,6604 -1,0212 -1,3502 -1,6536 -1,9264 -2,1547 -2,3233 -2,4351 -2,5297 -2,6763 -2,9086 -3,1560 -3,2766 -3,1726 -2,8636 -2,4616 -2,0914 -1,8307 -1,6920 -1,6344 -1,5999 -1,5698 -1,5872 -1,6772 -1,7439 -1,6139 -1,1979 -0,5734 0,0740 0,5509 0,7377 0,6484 0,4283 0,2843 0,3915 0,8053 1,4167 2,0402 2,5807 3,0918 3,6732 4,3467 5,0364 5,6337 6,0595 6,2954 6,3919 6,4479 6,5705 6,8370 7,2700 7,8362 8,4449 8,9704 9,3205 9,4757 9,4615 9,3383 9,2075 9,1434 9,1259 9,1021 9,1023 9,2509 9,6576 10,3056 11,0428 11,6785 12,0914 12,2627 12,2352 12,0771 11,8901 11,7936 11,8561 12,0584 12,3328 12,6109 12,8407 12,9857 13,0292 12,9786 12,8573 12,6933 12,5159 12,3648 12,2915 12,3165 12,3956 12,4656 12,5107 12,5638 12,6594 12,7941 12,9226 12,9914 12,9745 12,8759 12,7307 12,6085 12,5898 12,7185 12,9562 13,1738 13,2120 12,9808 12,5168 11,9534 11,4367 11,0474 10,7756 10,5830 10,4852 10,5265 10,7018 10,9599 11,2448 11,4999 11,6819 11,7775 11,7705 11,6415 11,4490 11,3399 11,4206 11,6445 11,8417 11,8437 11,5840 11,1244 10,6041 10,1560 9,8739 9,8310 10,0616 10,5064 11,0200 11,4569 11,7344 11,8183 11,6926 11,3782 10,9628 10,5788 10,3461 10,3308 10,5110 10,7651 10,9239 10,8554 10,5075 9,9002 9,1157 8,3049 7,6642 7,3424 7,3467 7,5588 7,8370 8,0708 8,1644 8,0498 7,7318 7,2798 6,7773 6,2886 5,8393 5,4076 4,9446 4,4136 3,8284 3,2928 2,9797 3,0017 3,2995 3,6980 4,0460 4,2774 4,3880 4,4041 4,3781 4,3838 4,4727 4,6278 4,7782 4,8556 4,8363 4,7522 4,6603 4,5907 4,5331 4,4688 4,3971 4,3179 4,1781 3,8589 3,2664 2,4546 1,6548 1,1663 1,1662 1,5817 2,1596 2,6604 2,9840 3,1523 3,2259 3,2668 3,3651 3,6306 4,1222 4,8088 5,6062 6,4261 7,1836 7,7833 8,1431 8,2459 8,1571 7,9893 7,8544 7,8253 7,9118 8,0543 8,1154 7,9125 7,3425 6,4863 5,5580 4,7910 4,3769 4,4120 4,8351 5,4316 5,9151 6,0265 5,6141 4,6970 3,4866 2,2945 1,3602 0,7732 0,5442 0,6868 1,2202 2,1234 3,2888 4,5030 5,4859 5,9966 5,9502 5,4516 4,7204 3,9878 3,4505 3,2593 3,4844 4,0703 4,8400 5,5758 6,1319 6,4876 6,7055 6,8630 7,0293 7,2502 7,5029 7,7135 7,8519 7,9448 7,9843 7,9098 7,6809 7,3142 6,8853 6,5327 6,4012 6,5329 6,8565 7,2936 7,7958 8,2783 8,6143 8,7207 8,6083 8,3581 8,0834 7,9085 7,9534 8,2913 8,8909 9,6233 10,3590 11,0446 11,6732 12,2161 12,6017 12,7560 12,6714 12,4191 12,0941 11,7773 11,5213 11,3274 11,1474 10,9429 10,7337 10,5371 10,2918 9,9029 9,3222 8,5512 7,6371 6,6971 5,8928 5,3610 5,1788 5,3545 5,8176 6,4499 7,1645 7,9506 8,8461 9,8668 10,9336 11,8692 12,5134 12,8473 12,9816 13,0426 13,0932 13,1321 13,1296 13,0718 12,9826 12,8963 12,8325 12,8099 12,8405
Fz    -3,0298 -3,5594 -3,9844 -4,2854 -4,4480 -4,4725 -4,3753 -4,1683 -3,8466 -3,4125 -2,9028 -2,3796 -1,8970 -1,4824 -1,1432 -0,8745 -0,6595 -0,4676 -0,2634 -0,0289 0,2251 0,4712 0,6866 0,8726 1,0647 1,3165 1,6588 2,0761 2,5206 2,9369 3,2649 3,4443 3,4491 3,3223 3,1564 3,0205 2,9060 2,7505 2,5119 2,1981 1,8354 1,4439 1,0435 0,6667 0,3584 0,1665 0,1341 0,2973 0,6688 1,2132 1,8475 2,4685 2,9894 3,3683 3,6181 3,7846 3,9087 4,0089 4,0859 4,1210 4,0702 3,8796 3,5272 3,0614 2,5966 2,2663 2,1663 2,3079 2,6181 2,9942 3,3592 3,6917 4,0233 4,3995 4,8272 5,2629 5,6600 6,0033 6,2859 6,4880 6,5914 6,5984 6,5297 6,4102 6,2551 6,0687 5,8470 5,5825 5,2830 4,9910 4,7824 4,7391 4,8988 5,2161 5,5857 5,9133 6,1494 6,2706 6,2635 6,1300 5,8950 5,5978 5,2779 4,9670 4,6757 4,3771 4,0163 3,5495 2,9791 2,3671 1,8245 1,4699 1,3737 1,5351 1,9090 2,4456 3,0988 3,8050 4,4906 5,1174 5,7041 6,2807 6,8305 7,3004 7,6592 7,9152 8,0776 8,1310 8,0575 7,8710 7,6201 7,3654 7,1551 7,0155 6,9648 7,0055 7,0902 7,1324 7,0646 6,8763 6,6162 6,3762 6,2553 6,3145 6,5475 6,8852 7,2322 7,5082 7,6768 7,7664 7,8611 8,0419 8,3275 8,6851 9,0844 9,5190 9,9679 10,3583 10,5886 10,5885 10,3613 9,9857 9,5758 9,2199 8,9431 8,7230 8,5379 8,3883 8,2846 8,2376 8,2645 8,3791 8,5694 8,7953 8,9970 9,0850 8,9408 8,4747 7,6945 6,7178 5,7241 4,8704 4,2212 3,7431 3,3499 2,9572 2,5272 2,0826 1,6840 1,3943 1,2486 1,2430 1,3422 1,4892 1,6140 1,6634 1,6234 1,5112 1,3595 1,1970 1,0387 0,9043 0,8303 0,8500 0,9777 1,2263 1,6176 2,1528 2,7924 3,4813 4,1780 4,8612 5,5266 6,1658 6,7349 7,1568 7,3673 7,3549 7,1498 6,7881 6,3052 5,7586 5,2319 4,8116 4,5683 4,5459 4,7503 5,1391 5,6232 6,0955 6,4797 6,7640 6,9810 7,1531 7,2707 7,3285 7,3618 7,4229 7,5197 7,5996 7,6154 7,5871 7,5699 7,5835 7,6016 7,5943 7,5522 7,4775 7,3695 7,2244 7,0348 6,7832 6,4520 6,0550 5,6423 5,2610 4,9173 4,5794 4,2124 3,8129 3,4074 3,0116 2,6059 2,1611 1,6688 1,1475 0,6415 0,2073 -0,1094 -0,2961 -0,3816 -0,4076 -0,3852 -0,2955 -0,1322 0,0721 0,2616 0,3931 0,4577 0,4859 0,5313 0,6349 0,7914 0,9530 1,0832 1,2075 1,3985 1,7061 2,1109 2,5387 2,9018 3,1387 3,2475 3,2934 3,3813 3,6050 3,9905 4,4687 4,9256 5,3003 5,6211 5,9487 6,3117 6,7017 7,0980 7,4796 7,8374 8,1940 8,5946 9,0713 9,6146 10,1729 10,6753 11,0553 11,2665 11,3035 11,2141 11,0786 10,9719 10,9295 10,9306 10,9283 10,9220 10,9894 11,2323 11,6858 12,2707 12,8273 13,2073 13,3471 13,2667 13,0206 12,6726 12,3114 12,0428 11,9326 11,9690 12,0852 12,2023 12,2518 12,1811 11,9642 11,6121 11,1719 10,7148 10,3182 10,0477 9,9452 10,0075 10,1688 10,3269 10,4025 10,3726 10,2549 10,0714 9,8317 9,5520 9,2729 9,0423 8,8900 8,8225 8,8248 8,8614 8,8771 8,8111 8,6317 8,3672 8,0981 7,9069 7,8286 7,8333 7,8445 7,8026 7,7229 7,6678 7,6707 7,7162 7,7726 7,8178 7,8545 7,9119 8,0149 8,1687 8,3799 8,6572 8,9773 9,2691 9,4420 9,4351 9,2497 8,9488 8,6256 8,3611 8,2071 8,1977 8,3492 8,6446 9,0376 9,4804 9,9367 10,3583 10,6687 10,8027 10,7625 10,6173 10,4562 10,3473 10,3100 10,3019 10,2503 10,1048 9,8590 9,5398 9,1940 8,8899 8,7128 8,7279 8,9302 9,2314 9,4902 9,5547 9,3125 8,7489 7,9625 7,1102 6,3296 5,6949 5,2149 4,8537 4,5602 4,2916 4,0364 3,8321 3,7461 3,8087 3,9680 4,1251 4,2041 4,1815 4,0789 3,9500 3,8632 3,8792 4,0253 4,2762 4,5714 4,8586 5,1235 5,3868 5,6797 6,0105 6,3557 6,6851 6,9851 7,2515 7,4556 7,5274 7,3915 7,0294 6,5080 5,9476 5,4487 5,0392 4,6955 4,3940 4,1247 3,8755 3,6384 3,4442 3,3748 3,5153 3,8899 4,4483 5,1031 5,7629 6,3384 6,7439 6,9252 6,8976 6,7539 6,6281 6,6355 6,8131 7,1040 7,4031 7,5988 7,5818 7,2774 6,6961 5,9318 5,1162 4,3806 3,8270 3,4952 3,3480 3,2884 3,2012 3,0031 2,6828 2,3090 1,9900 1,8110 1,8026 1,9625 2,2833 2,7559 3,3597 4,0501 4,7503 5,3606 5,7921 6,0043 6,0123 5,8667 5,6345 5,3956 5,2340 5,2061 5,3056 5,4655 5,6058 5,6915 5,7441 5,8018 5,8858 6,0096 6,1873 6,4157 6,6763 6,9625 7,2685 7,5497 7,7304 7,7488 7,5826 7,2675 6,9087 6,6392 6,5413 6,6205 6,8456 7,1696 7,5194 7,8105 7,9841 8,0170 7,9090 7,6838 7,4041 7,1684 7,0711 7,1568 7,4193 7,8383 8,3971 9,0582 9,7422 10,3496 10,8147 11,1472 11,4027 11,6152 11,7702 11,8222 11,7217 11,4433 11,0092 10,4824 9,9176 9,3290 8,7184 8,0983 7,4801 6,8837 6,3715 6,0344 5,9353 6,0756 6,4058 6,8539 7,3515 7,8541 8,3426 8,8161 9,2833 9,7320 10,1118 10,3790 10,5513 10,6935 10,8582 11,0511 11,2389 11,3768 11,4441 11,4664 11,4980 11,5792 11,7154 11,8791
F3    -1,4783 -1,8917 -2,2675 -2,5952 -2,8562 -3,0355 -3,1284 -3,1249 -3,0038 -2,7555 -2,4068 -2,0138 -1,6257 -1,2622 -0,9240 -0,6104 -0,3188 -0,0307 0,2848 0,6412 1,0119 1,3429 1,5835 1,7178 1,7816 1,8354 1,9092 1,9811 2,0134 1,9914 1,9144 1,7740 1,5750 1,3670 1,2252 1,1852 1,2016 1,1833 1,0778 0,9036 0,7078 0,5228 0,3625 0,2354 0,1476 0,1043 0,1238 0,2447 0,4997 0,8797 1,3308 1,7814 2,1710 2,4704 2,6833 2,8299 2,9306 3,0080 3,0890 3,1811 3,2427 3,1962 2,9875 2,6364 2,2311 1,8827 1,6758 1,6278 1,6894 1,7929 1,9003 2,0215 2,2013 2,4823 2,8642 3,3030 3,7556 4,2032 4,6257 4,9883 5,2632 5,4412 5,5237 5,5089 5,3843 5,1369 4,7691 4,3067 3,8030 3,3378 3,0049 2,8884 3,0234 3,3612 3,7897 4,1984 4,5138 4,6915 4,7085 4,5682 4,3029 3,9612 3,5926 3,2375 2,9160 2,6112 2,2750 1,8641 1,3786 0,8787 0,4752 0,2821 0,3523 0,6519 1,0924 1,5901 2,0956 2,5787 3,0204 3,4361 3,8761 4,3748 4,9008 5,3776 5,7472 5,9918 6,1018 6,0602 5,8753 5,6067 5,3417 5,1528 5,0698 5,0833 5,1726 5,3110 5,4391 5,4755 5,3700 5,1349 4,8430 4,6025 4,5107 4,6099 4,8716 5,2145 5,5461 5,7977 5,9444 6,0198 6,1074 6,2830 6,5599 6,8985 7,2612 7,6400 8,0240 8,3605 8,5669 8,5818 8,4060 8,1081 7,7923 7,5405 7,3727 7,2597 7,1673 7,0805 6,9985 6,9370 6,9352 7,0347 7,2408 7,5095 7,7632 7,8907 7,7522 7,2383 6,3430 5,1893 3,9923 2,9646 2,2184 1,7420 1,4481 1,2392 1,0580 0,8994 0,7856 0,7375 0,7611 0,8420 0,9466 1,0223 1,0056 0,8599 0,6014 0,2849 -0,0284 -0,3023 -0,5355 -0,7303 -0,8636 -0,9002 -0,8213 -0,6186 -0,2768 0,2059 0,7952 1,4397 2,1016 2,7650 3,4294 4,0880 4,6964 5,1677 5,4157 5,4029 5,1418 4,6654 4,0255 3,3186 2,6751 2,2097 1,9904 2,0414 2,3511 2,8688 3,5013 4,1361 4,6867 5,1272 5,4735 5,7284 5,8631 5,8656 5,7834 5,6928 5,6243 5,5419 5,4154 5,2878 5,2382 5,2991 5,4419 5,6232 5,8106 5,9769 6,0929 6,1307 6,0642 5,8668 5,5261 5,0703 4,5626 4,0587 3,5706 3,0745 2,5532 2,0301 1,5508 1,1275 0,7266 0,3148 -0,1078 -0,5135 -0,8600 -1,1012 -1,2040 -1,1738 -1,0650 -0,9453 -0,8399 -0,7229 -0,5640 -0,3738 -0,2036 -0,1092 -0,1152 -0,1965 -0,2875 -0,3260 -0,3015 -0,2568 -0,2255 -0,1645 0,0327 0,4469 1,0677 1,7998 2,5064 3,0550 3,3725 3,4817 3,4862 3,5105 3,6254 3,8029 3,9581 4,0449 4,0932 4,1585 4,2700 4,4303 4,6318 4,8597 5,1068 5,3983 5,7856 6,3047 6,9399 7,6172 8,2322 8,6921 8,9437 8,9900 8,8891 8,7283 8,5863 8,5050 8,4774 8,4737 8,5031 8,6372 8,9516 9,4451 10,0129 10,4930 10,7539 10,7580 10,5548 10,2259 9,8547 9,5350 9,3598 9,3715 9,5421 9,8025 10,0728 10,2729 10,3315 10,2097 9,9210 9,5244 9,1049 8,7534 8,5480 8,5335 8,6939 8,9370 9,1337 9,1949 9,1133 8,9378 8,7182 8,4774 8,2296 8,0031 7,8312 7,7327 7,7071 7,7360 7,7811 7,7841 7,6838 7,4509 7,1193 6,7781 6,5206 6,3920 6,3727 6,3915 6,3808 6,3417 6,3281 6,3681 6,4334 6,4779 6,4790 6,4532 6,4385 6,4515 6,4832 6,5413 6,6587 6,8451 7,0486 7,1775 7,1601 6,9958 6,7579 6,5447 6,4225 6,4184 6,5497 6,8290 7,2406 7,7346 8,2522 8,7431 9,1470 9,3765 9,3512 9,0599 8,5743 8,0079 7,4713 7,0350 6,7106 6,4703 6,2877 6,1587 6,0969 6,1240 6,2739 6,5919 7,1029 7,7643 8,4545 9,0113 9,2816 9,1620 8,6409 7,8148 6,8421 5,8687 4,9852 4,2241 3,5745 3,0049 2,4836 2,0017 1,5952 1,3340 1,2640 1,3572 1,5331 1,7163 1,8649 1,9723 2,0640 2,1857 2,3834 2,6846 3,0756 3,5030 3,9085 4,2582 4,5467 4,7856 4,9819 5,1268 5,2114 5,2490 5,2738 5,3016 5,2969 5,1947 4,9615 4,6347 4,3074 4,0625 3,9201 3,8534 3,8330 3,8323 3,8107 3,7280 3,5912 3,4750 3,4739 3,6320 3,9273 4,3000 4,6745 4,9639 5,0809 4,9713 4,6575 4,2543 3,9300 3,8315 4,0112 4,4081 4,8912 5,3041 5,4901 5,3448 4,8791 4,2082 3,4818 2,8355 2,3656 2,1026 1,9950 1,9325 1,7978 1,5164 1,0886 0,5970 0,1682 -0,1000 -0,1822 -0,1011 0,1177 0,4626 0,9273 1,4955 2,1275 2,7571 3,3108 3,7385 4,0306 4,2078 4,3037 4,3583 4,4158 4,5052 4,6121 4,6799 4,6486 4,5026 4,2834 4,0544 3,8637 3,7413 3,7051 3,7488 3,8512 4,0078 4,2208 4,4553 4,6468 4,7431 4,7186 4,5836 4,4012 4,2620 4,2198 4,2700 4,3839 4,5273 4,6503 4,7013 4,6600 4,5379 4,3550 4,1355 3,9291 3,8208 3,8948 4,1794 4,6405 5,2277 5,9018 6,6095 7,2585 7,7427 8,0102 8,1075 8,1404 8,1908 8,2805 8,3784 8,4208 8,3444 8,1281 7,8020 7,4053 6,9507 6,4417 5,8893 5,3019 4,7025 4,1637 3,7857 3,6240 3,6590 3,8292 4,0727 4,3467 4,6342 4,9362 5,2610 5,6158 5,9761 6,2717 6,4437 6,5117 6,5579 6,6529 6,8136 7,0160 7,2251 7,4195 7,6061 7,8091 8,0415 8,2957 8,5475
F7    -1,3013 -1,6591 -1,9516 -2,1716 -2,3177 -2,3818 -2,3504 -2,2052 -1,9272 -1,5175 -1,0130 -0,4766 0,0268 0,4421 0,7290 0,8747 0,9031 0,8647 0,8039 0,7280 0,6148 0,4519 0,2603 0,0893 0,0006 0,0427 0,2211 0,4908 0,7864 1,0536 1,2418 1,2958 1,1952 0,9945 0,7942 0,6676 0,6140 0,5782 0,5108 0,4040 0,2822 0,1754 0,1017 0,0688 0,0849 0,1581 0,2955 0,5051 0,7893 1,1320 1,4977 1,8361 2,0896 2,2073 2,1689 2,0099 1,8160 1,6768 1,6442 1,7250 1,8850 2,0537 2,1459 2,1024 1,9274 1,6967 1,5157 1,4450 1,4650 1,5121 1,5350 1,5249 1,5144 1,5529 1,6672 1,8459 2,0695 2,3383 2,6526 2,9822 3,2643 3,4320 3,4535 3,3428 3,1391 2,8843 2,6058 2,3157 2,0388 1,8357 1,7798 1,9103 2,2070 2,5970 2,9859 3,2951 3,4759 3,5015 3,3632 3,0789 2,6975 2,2873 1,9170 1,6371 1,4543 1,3184 1,1504 0,9004 0,5887 0,2998 0,1396 0,1818 0,4374 0,8661 1,4036 1,9836 2,5448 3,0293 3,4035 3,6877 3,9413 4,2039 4,4474 4,5961 4,5975 4,4593 4,2200 3,9177 3,5987 3,3285 3,1686 3,1476 3,2515 3,4370 3,6604 3,8831 4,0508 4,1034 4,0165 3,8153 3,5627 3,3436 3,2377 3,2900 3,4984 3,8119 4,1501 4,4381 4,6346 4,7433 4,8105 4,8995 5,0569 5,3000 5,6271 6,0228 6,4420 6,8069 7,0376 7,0800 6,9156 6,5686 6,0989 5,5759 5,0541 4,5743 4,1803 3,9245 3,8546 3,9915 4,3178 4,7811 5,3032 5,7976 6,1878 6,4004 6,3564 6,0005 5,3436 4,4873 3,6185 2,9387 2,5548 2,4307 2,4335 2,4218 2,3135 2,1036 1,8375 1,5808 1,4001 1,3408 1,4084 1,5573 1,6958 1,7302 1,6225 1,4083 1,1644 0,9565 0,8129 0,7359 0,7224 0,7624 0,8350 0,9314 1,0768 1,3027 1,6090 1,9733 2,3815 2,8312 3,3163 3,8137 4,2728 4,6211 4,7947 4,7653 4,5398 4,1377 3,5879 2,9519 2,3267 1,8117 1,4800 1,3724 1,4936 1,8002 2,2093 2,6378 3,0386 3,4068 3,7583 4,0939 4,3770 4,5602 4,6322 4,6249 4,5613 4,4214 4,1995 3,9721 3,8518 3,8927 4,0737 4,3418 4,6410 4,9187 5,1342 5,2693 5,3263 5,3156 5,2543 5,1746 5,1128 5,0846 5,0679 5,0102 4,8677 4,6425 4,3626 4,0309 3,6276 3,1562 2,6551 2,1754 1,7791 1,5379 1,5009 1,6564 1,9295 2,2295 2,5101 2,7739 3,0219 3,2230 3,3368 3,3410 3,2421 3,0833 2,9377 2,8668 2,8741 2,9089 2,9194 2,9098 2,9493 3,1147 3,4203 3,8026 4,1533 4,3728 4,4278 4,3728 4,3078 4,3148 4,4117 4,5427 4,6300 4,6517 4,6586 4,7156 4,8403 4,9995 5,1440 5,2356 5,2609 5,2437 5,2371 5,2914 5,4250 5,6134 5,8044 5,9465 6,0067 5,9811 5,9045 5,8438 5,8635 5,9855 6,1771 6,3890 6,6161 6,9058 7,2935 7,7448 8,1644 8,4467 8,5225 8,3829 8,0719 7,6566 7,2146 6,8443 6,6414 6,6439 6,8230 7,1165 7,4439 7,7148 7,8539 7,8326 7,6776 7,4486 7,2097 7,0159 6,9109 6,9239 7,0556 7,2562 7,4316 7,4936 7,4111 7,2159 6,9656 6,7079 6,4832 6,3343 6,2882 6,3280 6,3953 6,4225 6,3608 6,1840 5,8839 5,4803 5,0456 4,6973 4,5339 4,5753 4,7623 4,9877 5,1560 5,2510 5,3235 5,4046 5,4629 5,4464 5,3393 5,1827 5,0557 5,0236 5,1033 5,2746 5,5022 5,7399 5,9269 5,9924 5,8810 5,5898 5,1867 4,7826 4,4765 4,3282 4,3672 4,5924 4,9643 5,4266 5,9320 6,4311 6,8432 7,0591 6,9943 6,6544 6,1363 5,5693 5,0622 4,6845 4,4646 4,3961 4,4534 4,6150 4,8738 5,2194 5,6308 6,1024 6,6561 7,3007 7,9824 8,5744 8,9135 8,8692 8,4159 7,6527 6,7413 5,8200 4,9671 4,2190 3,5977 3,1125 2,7507 2,4897 2,3163 2,2328 2,2440 2,3327 2,4540 2,5585 2,6165 2,6408 2,6983 2,8715 3,1917 3,6182 4,0752 4,4971 4,8520 5,1303 5,3265 5,4419 5,4918 5,4938 5,4649 5,4322 5,4270 5,4523 5,4646 5,4022 5,2376 5,0089 4,8042 4,7008 4,7153 4,8131 4,9394 5,0215 4,9713 4,7281 4,3195 3,8679 3,5190 3,3606 3,4018 3,5983 3,8786 4,1493 4,3009 4,2413 3,9538 3,5267 3,1149 2,8588 2,8146 2,9474 3,1788 3,4234 3,5895 3,5931 3,4011 3,0468 2,6012 2,1459 1,7607 1,5035 1,3888 1,3891 1,4505 1,5153 1,5510 1,5672 1,5960 1,6516 1,7116 1,7415 1,7331 1,7143 1,7309 1,8167 1,9736 2,1743 2,3834 2,5743 2,7327 2,8517 2,9301 2,9806 3,0377 3,1434 3,3127 3,5126 3,6851 3,7896 3,8194 3,7872 3,7143 3,6374 3,6020 3,6377 3,7505 3,9431 4,2124 4,5126 4,7553 4,8513 4,7424 4,4304 4,0063 3,6188 3,3828 3,3258 3,4145 3,5909 3,7783 3,8975 3,8990 3,7759 3,5525 3,2787 3,0307 2,9008 2,9665 3,2567 3,7485 4,3944 5,1362 5,8890 6,5342 6,9550 7,1078 7,0718 7,0025 7,0176 7,1317 7,2778 7,3759 7,3918 7,3429 7,2604 7,1456 6,9676 6,7053 6,3633 5,9503 5,4824 5,0174 4,6417 4,3996 4,2584 4,1528 4,0446 3,9396 3,8750 3,8905 4,0076 4,2288 4,5221 4,8094 5,0116 5,1094 5,1409 5,1506 5,1563 5,1547 5,1452 5,1412 5,1656 5,2431 5,3946 5,6317 5,9454
