Fp1   -3,2123 -2,2687 -1,0678 0,3163 1,7349 2,9850 3,8772 4,2973 4,2323 3,7499 2,9448 1,9073 0,7441 -0,3799 -1,2488 -1,6880 -1,6571 -1,2307 -0,5205 0,3477 1,2247 1,9770 2,5454 2,9479 3,2171 3,3354 3,2369 2,8740 2,2760 1,5418 0,7875 0,1098 -0,4174 -0,7532 -0,9180 -0,9908 -1,0656 -1,2034 -1,4069 -1,6273 -1,8186 -1,9931 -2,2202 -2,5679 -3,0311 -3,5046 -3,8638 -4,0786 -4,2064 -4,2697 -4,1904 -3,8556 -3,2163 -2,3237 -1,3111 -0,3565 0,3645 0,7294 0,7078 0,3667 -0,1589 -0,7315 -1,2823 -1,8086 -2,2912 -2,6506 -2,8124 -2,7914 -2,6790 -2,5547 -2,4321 -2,2747 -2,0404 -1,7197 -1,3517 -0,9944 -0,6722 -0,3764 -0,1115 0,1045 0,2929 0,5375 0,9393 1,5499 2,3303 3,1563 3,8609 4,2798 4,2999 3,9157 3,2472 2,4740 1,7474 1,1496 0,6774 0,2407 -0,2824 -0,9615 -1,7707 -2,5824 -3,1909 -3,3993 -3,1281 -2,4524 -1,5556 -0,6498 0,0976 0,5955 0,8231 0,8101 0,6218 0,3476 0,0595 -0,2528 -0,6707 -1,2318 -1,8473 -2,3406 -2,5486 -2,3919 -1,8930 -1,1500 -0,2878 0,5716 1,3139 1,8425 2,0895 2,0287 1,7123 1,3017 1,0235 1,0634 1,4831 2,1981 3,0152 3,7158 4,1453 4,2659 4,1422 3,8690 3,5043 3,0630 2,5387 1,9319 1,2977 0,7774 0,5439 0,6925 1,1786 1,8393 2,4708 2,8987 3,0087 2,7440 2,0932 1,1072 -0,0619 -1,1674 -1,9548 -2,2823 -2,1788 -1,7879 -1,2508 -0,6407 0,0116 0,6726 1,3184 1,9811 2,7343 3,5904 4,4093 4,9289 4,9214 4,3545 3,4256 2,4496 1,7034 1,3312 1,3388 1,6441 2,1244 2,6252 2,9720 3,0384 2,8268 2,4687 2,1439 1,9935 2,0696 2,3248 2,6419 2,8924 3,0011 2,9763 2,8751 2,7474 2,6216 2,5180 2,4392 2,3441 2,1598 1,8484 1,4648 1,1426 1,0085 1,0887 1,2780 1,4098 1,3853 1,2502 1,1364 1,1334 1,2347 1,3810 1,5258 1,6688 1,8267 1,9774 2,0714 2,0863 2,0260 1,8873 1,6528 1,2932 0,7796 0,1151 -0,6450 -1,4107 -2,0867 -2,5913 -2,8739 -2,9312 -2,7895 -2,4650 -1,9631 -1,3305 -0,6953 -0,2322 -0,0681 -0,2299 -0,6641 -1,2626 -1,8779 -2,3693 -2,6440 -2,6548 -2,4050 -1,9744 -1,4904 -1,0272 -0,5409 0,0738 0,8637 1,7611 2,6355 3,3757 3,9171 4,2147 4,2271 3,9340 3,3741 2,6776 2,0531 1,7132 1,7741 2,1822 2,7256 3,1546 3,3384 3,3113 3,1797 3,0138 2,8300 2,6474 2,5261 2,5380 2,7053 2,9739 3,2422 3,4025 3,3544 3,0167 2,3705 1,5180 0,6942 0,1808 0,1550 0,5766 1,2173 1,8139 2,1997 2,3264 2,2279 1,9791 1,6406 1,2177 0,6859 0,0450 -0,6765 -1,4452 -2,2044 -2,8332 -3,1664 -3,0745 -2,5371 -1,6694 -0,6902 0,1742 0,8007 1,2065 1,4843 1,7039 1,8654 1,9216 1,8152 1,5045 0,9968 0,3697 -0,2598 -0,8057 -1,2519 -1,6184 -1,8744 -1,8881 -1,4959 -0,6468 0,5316 1,8022 2,9264 3,7294 4,1339 4,1880 4,0617 3,9706 4,0576 4,3267 4,6565 4,8629 4,7834 4,3640 3,7031 2,9976 2,4081 1,9556 1,5515 1,1171 0,6673 0,3021 0,1470 0,2817 0,6803 1,2155 1,7358 2,1393 2,3803 2,4415 2,3214 2,0454 1,6745 1,2895 0,9614 0,7197 0,5403 0,3708 0,1724 -0,0504 -0,2459 -0,3423 -0,2916 -0,0958 0,2003 0,5400 0,8827 1,2144 1,5291 1,7890 1,9046 1,7706 1,3424 0,6822 -0,0761 -0,7892 -1,3169 -1,5134 -1,2776 -0,6436 0,1880 0,9257 1,3094 1,2010 0,6096 -0,3240 -1,3762 -2,3477 -3,1685 -3,8781 -4,4868 -4,8881 -4,9305 -4,5471 -3,7939 -2,8033 -1,7417 -0,7865 -0,0793 0,3313 0,5029 0,5422 0,5317 0,5188 0,5558 0,7101 1,0089 1,3791 1,6646 1,7293 1,5489 1,2121 0,8648 0,6629 0,7326 1,1131 1,7134 2,3356 2,7670 2,8846 2,7081 2,3796 2,0875 1,9703 2,0585 2,2742 2,4684 2,4895 2,2754 1,8956 1,4891 1,1623 0,9572 0,9004 1,0349 1,3648 1,7920 2,1449 2,2759 2,1318 1,7587 1,2663 0,7823 0,4202 0,2591 0,3202 0,5574 0,8887 1,2253 1,4777 1,5864 1,5573 1,4400 1,2879 1,1640 1,1440 1,2721 1,5233 1,8180 2,0716 2,2392 2,3284 2,3921 2,5225 2,8346 3,4164 4,2608 5,2333 6,1201 6,7277 6,9533 6,7943 6,3389 5,7562 5,2366 4,8880 4,6775 4,4734 4,1605 3,7397 3,3256 3,0559 3,0105 3,1862 3,5122 3,8842 4,1880 4,2987 4,0884 3,4649 2,4286 1,1024 -0,2933 -1,5006 -2,2953 -2,5539 -2,2853 -1,5975 -0,6253 0,5226 1,7545 2,9433 3,9098 4,4794 4,5578 4,1712 3,4431 2,5438 1,6663 1,0069 0,7165 0,8457 1,3323 2,0467 2,8528 3,6356 4,3060 4,7961 5,0370 4,9508 4,4889 3,6908 2,7114 1,7648 1,0164 0,5295 0,2892 0,2393 0,3194 0,5061 0,8190 1,2671 1,7978 2,3119 2,7301 3,0351 3,2537 3,4142 3,5320 3,6357 3,7787 3,9946 4,2519 4,4766 4,6217 4,6952 4,7205 4,6875 4,5639 4,3337 3,9793 3,4379 2,6422 1,6374 0,6544 0,0317 0,0158 0,6086 1,5878 2,6387 3,4791 3,9359 3,9858 3,7392 3,3511 2,9252 2,4825 1,9855 1,3822 0,6624 -0,1039 -0,7881 -1,2516 -1,3871 -1,1757 -0,7340 -0,2745 0,0006 -0,0202 -0,3363 -0,8640 -1,4919 -2,1220 -2,6888 -3,1843 -3,6484 -4,1041 -4,5085 -4,7653 -4,7703 -4,4609 -3,8485 -3,0232 -2,1278
Fz    -0,8730 -0,4175 0,0324 0,4160 0,6898 0,8364 0,8635 0,7989 0,6856 0,5766 0,5283 0,5836 0,7513 0,9978 1,2653 1,5033 1,6941 1,8507 1,9917 2,1182 2,2157 2,2694 2,2713 2,2196 2,1210 1,9921 1,8506 1,6968 1,5058 1,2454 0,9024 0,4906 0,0415 -0,4065 -0,8135 -1,1467 -1,3939 -1,5688 -1,6942 -1,7847 -1,8531 -1,9272 -2,0513 -2,2683 -2,5939 -2,9977 -3,4126 -3,7626 -3,9857 -4,0546 -3,9932 -3,8674 -3,7483 -3,6798 -3,6691 -3,6916 -3,7054 -3,6813 -3,6295 -3,5958 -3,6234 -3,7175 -3,8445 -3,9582 -4,0218 -4,0122 -3,9091 -3,6923 -3,3523 -2,8974 -2,3497 -1,7496 -1,1667 -0,6834 -0,3482 -0,1590 -0,0909 -0,1150 -0,1863 -0,2472 -0,2542 -0,1937 -0,0747 0,0791 0,2400 0,3911 0,5227 0,6113 0,6143 0,4921 0,2333 -0,1390 -0,5739 -1,0044 -1,3627 -1,5966 -1,6875 -1,6603 -1,5794 -1,5327 -1,6056 -1,8454 -2,2354 -2,7142 -3,2168 -3,6900 -4,0791 -4,3297 -4,4054 -4,3024 -4,0504 -3,6989 -3,2986 -2,8830 -2,4567 -1,9999 -1,4928 -0,9372 -0,3548 0,2267 0,7790 1,2763 1,7077 2,0852 2,4305 2,7522 3,0339 3,2407 3,3378 3,3077 3,1584 2,9292 2,6785 2,4474 2,2470 2,0846 1,9771 1,9300 1,9213 1,9030 1,8079 1,5728 1,1714 0,6276 0,0148 -0,5540 -0,9600 -1,1276 -1,0550 -0,8158 -0,5317 -0,3246 -0,2722 -0,3898 -0,6414 -0,9629 -1,2806 -1,5272 -1,6628 -1,6891 -1,6349 -1,5292 -1,3910 -1,2355 -1,0811 -0,9545 -0,8891 -0,9021 -0,9643 -1,0098 -0,9795 -0,8468 -0,6106 -0,2862 0,0913 0,4753 0,8320 1,1535 1,4424 1,6905 1,8799 2,0023 2,0732 2,1257 2,1929 2,3020 2,4815 2,7608 3,1508 3,6280 4,1354 4,5905 4,9064 5,0321 4,9795 4,8055 4,5759 4,3464 4,1557 4,0181 3,9246 3,8559 3,7945 3,7265 3,6431 3,5449 3,4397 3,3296 3,2017 3,0342 2,8087 2,5138 2,1421 1,6925 1,1874 0,6805 0,2324 -0,1190 -0,3592 -0,4940 -0,5570 -0,6113 -0,7233 -0,9224 -1,1871 -1,4669 -1,7087 -1,8699 -1,9262 -1,8809 -1,7672 -1,6334 -1,5188 -1,4513 -1,4629 -1,5884 -1,8430 -2,2060 -2,6220 -3,0155 -3,3157 -3,4796 -3,5037 -3,4176 -3,2581 -3,0452 -2,7807 -2,4641 -2,1022 -1,7110 -1,3148 -0,9450 -0,6400 -0,4340 -0,3323 -0,2968 -0,2601 -0,1556 0,0548 0,3720 0,7663 1,1974 1,6308 2,0374 2,3859 2,6438 2,7864 2,8088 2,7359 2,6175 2,5086 2,4499 2,4532 2,4975 2,5425 2,5520 2,5081 2,4075 2,2559 2,0695 1,8726 1,6848 1,5092 1,3260 1,0993 0,8002 0,4334 0,0391 -0,3301 -0,6335 -0,8598 -1,0361 -1,2145 -1,4374 -1,7174 -2,0407 -2,3745 -2,6692 -2,8639 -2,8976 -2,7365 -2,4160 -2,0448 -1,7488 -1,6068 -1,6311 -1,7824 -1,9988 -2,2250 -2,4260 -2,5837 -2,6903 -2,7400 -2,7197 -2,6092 -2,3984 -2,1082 -1,7920 -1,5124 -1,3143 -1,2142 -1,2028 -1,2541 -1,3405 -1,4406 -1,5344 -1,6009 -1,6252 -1,5955 -1,4948 -1,3100 -1,0510 -0,7437 -0,4100 -0,0617 0,2964 0,6592 1,0080 1,2986 1,4723 1,4859 1,3379 1,0710 0,7570 0,4748 0,2844 0,2063 0,2224 0,2980 0,3986 0,4938 0,5596 0,5886 0,5929 0,5915 0,5952 0,6095 0,6393 0,6785 0,7035 0,6914 0,6464 0,6050 0,6149 0,7025 0,8535 1,0241 1,1689 1,2590 1,2859 1,2616 1,2144 1,1775 1,1836 1,2667 1,4434 1,6823 1,9053 2,0229 1,9727 1,7470 1,3979 1,0111 0,6698 0,4292 0,3062 0,2847 0,3309 0,4085 0,4824 0,5146 0,4592 0,2723 -0,0643 -0,5249 -1,0428 -1,5330 -1,9233 -2,1779 -2,3032 -2,3338 -2,3052 -2,2304 -2,1090 -1,9469 -1,7569 -1,5437 -1,2951 -0,9798 -0,5611 -0,0283 0,5757 1,1616 1,6299 1,9156 2,0163 1,9825 1,8705 1,7006 1,4617 1,1452 0,7702 0,3840 0,0414 -0,2167 -0,3629 -0,3690 -0,2065 0,1248 0,5654 0,9994 1,3050 1,4147 1,3417 1,1602 0,9614 0,8149 0,7568 0,7962 0,9205 1,0939 1,2680 1,4036 1,4841 1,5128 1,5059 1,4803 1,4358 1,3543 1,2293 1,0942 1,0038 0,9794 0,9800 0,9412 0,8425 0,7342 0,7021 0,8086 1,0606 1,4223 1,8429 2,2756 2,6846 3,0446 3,3378 3,5558 3,7053 3,8099 3,8940 3,9606 3,9922 3,9802 3,9387 3,8924 3,8675 3,8926 3,9890 4,1513 4,3441 4,5164 4,6179 4,6151 4,5084 4,3299 4,1215 3,9041 3,6587 3,3295 2,8546 2,2043 1,4160 0,5996 -0,1066 -0,6026 -0,8596 -0,9101 -0,8296 -0,7195 -0,6772 -0,7564 -0,9480 -1,1931 -1,4145 -1,5464 -1,5558 -1,4481 -1,2617 -1,0547 -0,8896 -0,8116 -0,8222 -0,8652 -0,8429 -0,6629 -0,2938 0,2117 0,7538 1,2496 1,6659 2,0021 2,2525 2,3895 2,3803 2,2168 1,9297 1,5736 1,2042 0,8727 0,6190 0,4474 0,3199 0,1930 0,0631 -0,0208 0,0124 0,2093 0,5663 1,0330 1,5331 1,9894 2,3500 2,6060 2,7856 2,9324 3,0842 3,2566 3,4375 3,6063 3,7610 3,9186 4,0859 4,2407 4,3497 4,4008 4,4131 4,4135 4,4034 4,3494 4,2039 3,9349 3,5402 3,0423 2,4736 1,8699 1,2698 0,7034 0,1762 -0,3250 -0,8035 -1,2362 -1,5920 -1,8612 -2,0729 -2,2856 -2,5532 -2,8928 -3,2855 -3,7001 -4,1040 -4,4602 -4,7257 -4,8652 -4,8690 -4,7593 -4,5806 -4,3851 -4,2249 -4,1416 -4,1528 -4,2539 -4,4401 -4,7104 -5,0376 -5,3503 -5,5639 -5,6289 -5,5483 -5,3587 -5,1005
F3    0,8412 1,0067 0,9961 0,8404 0,6121 0,3834 0,1935 0,0486 -0,0523 -0,0915 -0,0218 0,2142 0,6369 1,1973 1,7861 2,2804 2,5953 2,7027 2,6214 2,4032 2,1211 1,8435 1,6051 1,3983 1,1953 0,9787 0,7596 0,5684 0,4264 0,3248 0,2308 0,1059 -0,0796 -0,3361 -0,6475 -0,9733 -1,2680 -1,4987 -1,6476 -1,7157 -1,7302 -1,7420 -1,8066 -1,9632 -2,2219 -2,5563 -2,9015 -3,1675 -3,2771 -3,2191 -3,0687 -2,9457 -2,9484 -3,1190 -3,4449 -3,8692 -4,3112 -4,6990 -4,9940 -5,1836 -5,2502 -5,1547 -4,8579 -4,3633 -3,7399 -3,0975 -2,5238 -2,0378 -1,6041 -1,1729 -0,7065 -0,2005 0,2923 0,6771 0,8776 0,8808 0,7221 0,4599 0,1716 -0,0675 -0,2239 -0,3116 -0,3545 -0,3636 -0,3396 -0,2759 -0,1652 -0,0201 0,1120 0,1641 0,0852 -0,1305 -0,4392 -0,7720 -1,0622 -1,2520 -1,2986 -1,1909 -0,9658 -0,7159 -0,5754 -0,6643 -1,0274 -1,6290 -2,3913 -3,2167 -3,9897 -4,5934 -4,9452 -5,0179 -4,8323 -4,4338 -3,8719 -3,1878 -2,4105 -1,5744 -0,7471 -0,0258 0,5088 0,8358 0,9909 1,0377 1,0499 1,1004 1,2409 1,4883 1,8250 2,2024 2,5460 2,7729 2,8256 2,7034 2,4529 2,1179 1,7202 1,2920 0,8985 0,6057 0,4373 0,3606 0,3037 0,1969 0,0082 -0,2499 -0,5323 -0,7732 -0,9059 -0,8868 -0,7152 -0,4430 -0,1671 0,0053 0,0064 -0,1573 -0,4136 -0,6655 -0,8318 -0,8745 -0,8107 -0,6966 -0,5894 -0,5195 -0,4857 -0,4666 -0,4400 -0,4089 -0,4180 -0,5282 -0,7563 -1,0401 -1,2627 -1,3064 -1,0993 -0,6425 -0,0105 0,6789 1,3168 1,8423 2,2412 2,5165 2,6737 2,7323 2,7347 2,7286 2,7399 2,7710 2,8243 2,9162 3,0645 3,2701 3,5116 3,7407 3,8920 3,9263 3,8659 3,7751 3,7202 3,7483 3,8777 4,0921 4,3453 4,5738 4,7071 4,6756 4,4347 4,0028 3,4699 2,9542 2,5416 2,2552 2,0607 1,8927 1,6788 1,3581 0,9063 0,3549 -0,2252 -0,7589 -1,1888 -1,4895 -1,6806 -1,8203 -1,9661 -2,1281 -2,2685 -2,3409 -2,3166 -2,1895 -1,9843 -1,7622 -1,6010 -1,5583 -1,6504 -1,8633 -2,1722 -2,5458 -2,9384 -3,2928 -3,5546 -3,6837 -3,6616 -3,5034 -3,2678 -3,0327 -2,8418 -2,6785 -2,4989 -2,2793 -2,0286 -1,7732 -1,5434 -1,3652 -1,2547 -1,2079 -1,1884 -1,1333 -0,9806 -0,6949 -0,2735 0,2639 0,8865 1,5507 2,1915 2,7261 3,0803 3,2226 3,1780 3,0153 2,8187 2,6579 2,5716 2,5678 2,6298 2,7197 2,7861 2,7802 2,6739 2,4698 2,2009 1,9295 1,7330 1,6693 1,7377 1,8631 1,9166 1,7677 1,3490 0,6957 -0,0680 -0,7876 -1,3500 -1,7274 -1,9716 -2,1660 -2,3765 -2,6295 -2,9020 -3,1241 -3,2064 -3,0835 -2,7564 -2,3131 -1,9008 -1,6570 -1,6564 -1,8963 -2,3038 -2,7684 -3,1947 -3,5299 -3,7548 -3,8621 -3,8413 -3,6756 -3,3552 -2,8972 -2,3553 -1,8109 -1,3435 -0,9996 -0,7814 -0,6612 -0,6158 -0,6559 -0,8147 -1,0936 -1,4288 -1,7200 -1,8822 -1,8723 -1,6919 -1,3799 -0,9919 -0,5784 -0,1724 0,2150 0,5882 0,9440 1,2487 1,4440 1,4844 1,3689 1,1461 0,8969 0,7027 0,6089 0,6040 0,6323 0,6301 0,5562 0,4002 0,1790 -0,0694 -0,2959 -0,4595 -0,5411 -0,5385 -0,4573 -0,3194 -0,1697 -0,0622 -0,0278 -0,0479 -0,0597 -0,0019 0,1410 0,3380 0,5386 0,6934 0,7659 0,7488 0,6697 0,5690 0,4747 0,4076 0,3940 0,4529 0,5712 0,6929 0,7390 0,6534 0,4349 0,1267 -0,2191 -0,5616 -0,8624 -1,0732 -1,1423 -1,0427 -0,8001 -0,4984 -0,2553 -0,1700 -0,2708 -0,5039 -0,7764 -1,0179 -1,2138 -1,3953 -1,6011 -1,8409 -2,0837 -2,2759 -2,3742 -2,3653 -2,2583 -2,0669 -1,7933 -1,4192 -0,9191 -0,2988 0,3781 1,0092 1,5029 1,8244 2,0112 2,1386 2,2511 2,3182 2,2541 1,9793 1,4812 0,8391 0,1948 -0,3116 -0,5923 -0,6238 -0,4366 -0,1070 0,2537 0,5317 0,6638 0,6677 0,6175 0,5813 0,5787 0,5899 0,5914 0,5782 0,5566 0,5252 0,4775 0,4217 0,3853 0,3976 0,4688 0,5721 0,6330 0,5573 0,3025 -0,0773 -0,4646 -0,7590 -0,9273 -0,9877 -0,9584 -0,8280 -0,5753 -0,2073 0,2293 0,6711 1,0724 1,4205 1,7246 1,9948 2,2299 2,4186 2,5539 2,6456 2,7040 2,7143 2,6424 2,4763 2,2523 2,0406 1,9144 1,9257 2,0831 2,3366 2,5957 2,7738 2,8298 2,7837 2,7026 2,6568 2,6726 2,7137 2,6946 2,5119 2,0829 1,3850 0,4829 -0,4744 -1,3036 -1,8607 -2,0886 -2,0208 -1,7621 -1,4598 -1,2594 -1,2503 -1,4326 -1,7270 -2,0225 -2,2361 -2,3421 -2,3567 -2,3123 -2,2493 -2,2034 -2,1819 -2,1501 -2,0409 -1,7787 -1,3149 -0,6643 0,0857 0,8139 1,4213 1,8532 2,0826 2,0963 1,9036 1,5482 1,1091 0,6876 0,3702 0,1868 0,1037 0,0544 -0,0266 -0,1793 -0,4015 -0,6459 -0,8315 -0,8697 -0,7046 -0,3410 0,1559 0,6824 1,1300 1,4273 1,5693 1,6136 1,6465 1,7421 1,9339 2,2099 2,5326 2,8661 3,1835 3,4504 3,6224 3,6783 3,6470 3,5900 3,5615 3,5823 3,6344 3,6675 3,6102 3,3931 2,9809 2,3875 1,6723 0,9293 0,2569 -0,2922 -0,7359 -1,1227 -1,4704 -1,7515 -1,9325 -2,0181 -2,0592 -2,1218 -2,2521 -2,4684 -2,7685 -3,1315 -3,5170 -3,8655 -4,1057 -4,1748 -4,0447 -3,7384 -3,3349 -2,9604 -2,7475 -2,7682 -3,0017 -3,3732 -3,8060 -4,2318 -4,5878 -4,8364 -4,9800 -5,0467 -5,0648 -5,0484
F7    -1,6316 -1,0450 -0,2960 0,4671 1,0986 1,5307 1,7892 1,9535 2,0988 2,2617 2,4331 2,5520 2,5206 2,2665 1,8045 1,2447 0,7485 0,4648 0,4773 0,7717 1,2333 1,6920 1,9963 2,0782 1,9733 1,7857 1,6141 1,4807 1,3139 1,0113 0,5318 -0,0716 -0,6931 -1,2363 -1,6488 -1,9244 -2,0925 -2,1984 -2,2701 -2,3050 -2,2988 -2,2696 -2,2388 -2,2197 -2,2410 -2,3491 -2,5706 -2,8826 -3,2183 -3,4924 -3,6410 -3,6535 -3,5568 -3,3645 -3,0596 -2,6265 -2,0745 -1,4357 -0,7805 -0,2375 0,0408 -0,0476 -0,4983 -1,1905 -1,9226 -2,4800 -2,7121 -2,5909 -2,2142 -1,7385 -1,2967 -0,9574 -0,7302 -0,5745 -0,4056 -0,1302 0,2856 0,7864 1,2703 1,6641 1,9706 2,2433 2,5084 2,7240 2,8195 2,7513 2,5156 2,1377 1,6702 1,1963 0,8089 0,5638 0,4557 0,4451 0,4914 0,5474 0,5485 0,4380 0,2013 -0,1351 -0,5343 -0,9557 -1,3341 -1,5908 -1,6754 -1,5795 -1,3252 -0,9631 -0,5596 -0,1775 0,1258 0,2894 0,2553 -0,0124 -0,4957 -1,0934 -1,6348 -1,9556 -1,9792 -1,7360 -1,3197 -0,8309 -0,3535 0,0391 0,2779 0,3175 0,1683 -0,0920 -0,3413 -0,4587 -0,3692 -0,0664 0,4003 0,9624 1,5612 2,1397 2,6225 2,9351 3,0493 2,9916 2,8129 2,5597 2,2583 1,9092 1,5007 1,0302 0,5091 -0,0350 -0,5509 -0,9684 -1,2157 -1,2311 -0,9804 -0,4955 0,1002 0,6327 0,9670 1,0659 0,9713 0,7510 0,4775 0,2438 0,1459 0,2250 0,4495 0,7610 1,1103 1,4577 1,7695 2,0210 2,1943 2,2935 2,3621 2,4534 2,5786 2,7011 2,7736 2,7700 2,6910 2,5489 2,3597 2,1521 1,9836 1,9340 2,0639 2,3796 2,8470 3,4172 4,0192 4,5492 4,9039 5,0376 4,9742 4,7709 4,4819 4,1357 3,7300 3,2512 2,7044 2,1174 1,5293 0,9919 0,5755 0,3580 0,4074 0,7551 1,3523 2,0523 2,6595 3,0175 3,0729 2,8774 2,5434 2,2077 2,0117 2,0540 2,3183 2,6627 2,9108 2,9577 2,7921 2,4537 2,0035 1,5085 1,0066 0,4849 -0,0845 -0,6833 -1,2279 -1,6125 -1,7716 -1,7001 -1,4292 -1,0226 -0,6043 -0,3342 -0,3261 -0,5974 -1,0820 -1,6641 -2,2041 -2,5617 -2,6305 -2,3756 -1,8506 -1,1751 -0,4795 0,1476 0,6734 1,1003 1,4415 1,7103 1,9184 2,0782 2,2071 2,3279 2,4702 2,6732 2,9693 3,3448 3,7195 3,9888 4,0961 4,0594 3,9498 3,8588 3,8646 3,9943 4,2033 4,3957 4,4861 4,4535 4,3295 4,1510 3,9434 3,7225 3,4947 3,2702 3,0724 2,9163 2,7852 2,6347 2,4219 2,1367 1,8112 1,5107 1,3167 1,2895 1,4207 1,6218 1,7650 1,7418 1,5034 1,0743 0,5393 -0,0018 -0,4984 -0,9690 -1,4402 -1,8617 -2,0983 -2,0297 -1,6485 -1,0457 -0,3360 0,3729 0,9850 1,4461 1,7614 1,9568 2,0341 1,9697 1,7368 1,3264 0,7785 0,1912 -0,3219 -0,6846 -0,8698 -0,8833 -0,7516 -0,5043 -0,1508 0,3225 0,9285 1,6406 2,3623 2,9494 3,2884 3,3714 3,3055 3,2442 3,2900 3,4461 3,6476 3,8232 3,9274 3,9521 3,9315 3,9088 3,8831 3,8083 3,6403 3,3698 3,0104 2,5786 2,1030 1,6512 1,3315 1,2502 1,4583 1,9211 2,5178 3,0732 3,4239 3,4907 3,3116 3,0071 2,6999 2,4505 2,2555 2,0920 1,9459 1,7998 1,6208 1,3790 1,0847 0,8085 0,6609 0,7335 1,0402 1,5107 2,0459 2,5735 3,0544 3,4526 3,7198 3,8141 3,7149 3,4200 2,9625 2,4388 1,9999 1,7949 1,8939 2,2421 2,6898 3,0690 3,2611 3,2368 3,0592 2,8369 2,6423 2,4635 2,2371 1,9264 1,5579 1,2064 0,9576 0,8584 0,8805 0,9500 1,0206 1,1025 1,2302 1,4256 1,6921 2,0230 2,4076 2,8297 3,2551 3,6219 3,8592 3,9381 3,8932 3,7735 3,5885 3,3361 3,0673 2,8786 2,8478 2,9938 3,2658 3,5460 3,6928 3,6221 3,3664 3,0595 2,8466 2,7930 2,8554 2,9126 2,8339 2,5538 2,1092 1,6168 1,2078 0,9688 0,9172 0,9964 1,0980 1,1225 1,0317 0,8415 0,5866 0,3140 0,0956 0,0158 0,1239 0,3930 0,7260 0,9982 1,0974 0,9483 0,5448 -0,0140 -0,5360 -0,8233 -0,7709 -0,4069 0,1318 0,6682 1,0646 1,2629 1,2793 1,1878 1,0935 1,0889 1,2251 1,5143 1,9375 2,4523 3,0034 3,5173 3,8995 4,0666 3,9957 3,7480 3,4447 3,2002 3,0644 3,0036 2,9227 2,7279 2,3901 1,9559 1,5064 1,1032 0,7623 0,4768 0,2580 0,1427 0,1539 0,2569 0,3672 0,4019 0,3158 0,1018 -0,2215 -0,6243 -1,0828 -1,5798 -2,0767 -2,4881 -2,7087 -2,6751 -2,3904 -1,8907 -1,2148 -0,4318 0,3264 0,9095 1,2362 1,3272 1,2558 1,0793 0,8191 0,5075 0,2311 0,1164 0,2832 0,7882 1,5639 2,4131 3,0899 3,4029 3,2774 2,7762 2,0770 1,3963 0,8795 0,5280 0,2422 -0,0573 -0,3707 -0,6563 -0,8662 -0,9382 -0,8060 -0,4481 0,0855 0,7107 1,3686 2,0294 2,6514 3,1728 3,5472 3,7639 3,8421 3,8311 3,7916 3,7444 3,6500 3,4583 3,1674 2,8328 2,5246 2,2787 2,0939 1,9569 1,8493 1,7411 1,6025 1,4190 1,1834 0,8813 0,5088 0,1173 -0,1717 -0,2222 0,0183 0,4662 0,9424 1,2567 1,2708 0,9264 0,2553 -0,6293 -1,5665 -2,3978 -3,0100 -3,3620 -3,4884 -3,4773 -3,4263 -3,3984 -3,3928 -3,3489 -3,1997 -2,9413 -2,6499 -2,4402 -2,4115 -2,5977 -2,9305 -3,2605 -3,4350 -3,3610 -3,0174 -2,4463
