Fp1   -3,6516 -3,3631 -3,0331 -2,6101 -2,0698 -1,4333 -0,7582 -0,1131 0,4441 0,8793 1,1829 1,3688 1,4709 1,5305 1,5742 1,6058 1,6171 1,5917 1,5014 1,3141 1,0175 0,6450 0,2738 -0,0087 -0,1447 -0,1274 -0,0001 0,1623 0,2875 0,3341 0,2966 0,1951 0,0664 -0,0485 -0,1244 -0,1604 -0,1759 -0,2005 -0,2604 -0,3592 -0,4689 -0,5390 -0,5228 -0,4038 -0,2016 0,0402 0,2629 0,4030 0,4154 0,2980 0,0948 -0,1183 -0,2583 -0,2614 -0,1029 0,1995 0,5933 1,0104 1,3913 1,6982 1,9097 2,0128 2,0088 1,9215 1,7910 1,6560 1,5372 1,4298 1,3106 1,1547 0,9560 0,7440 0,5788 0,5177 0,5839 0,7638 1,0171 1,2845 1,5036 1,6321 1,6593 1,6061 1,5237 1,4789 1,5271 1,6948 1,9732 2,3180 2,6629 2,9440 3,1209 3,1881 3,1760 3,1338 3,1018 3,0954 3,1033 3,0918 3,0198 2,8607 2,6126 2,2997 1,9699 1,6805 1,4722 1,3511 1,2865 1,2274 1,1326 0,9940 0,8349 0,6908 0,5907 0,5433 0,5281 0,5027 0,4242 0,2651 0,0203 -0,2879 -0,6111 -0,8821 -1,0237 -0,9663 -0,6767 -0,1765 0,4639 1,1525 1,8036 2,3585 2,7942 3,1235 3,3910 3,6541 3,9544 4,2973 4,6568 4,9947 5,2775 5,4852 5,6134 5,6755 5,7041 5,7400 5,8077 5,8963 5,9633 5,9542 5,8298 5,5851 5,2472 4,8638 4,4915 4,1816 3,9622 3,8299 3,7512 3,6685 3,5234 3,2884 2,9779 2,6317 2,2923 1,9900 1,7371 1,5308 1,3614 1,2152 1,0773 0,9360 0,7814 0,6048 0,4055 0,1959 -0,0082 -0,1961 -0,3685 -0,5402 -0,7336 -0,9607 -1,2147 -1,4768 -1,7249 -1,9374 -2,1031 -2,2322 -2,3570 -2,5207 -2,7560 -3,0681 -3,4362 -3,8243 -4,1908 -4,5019 -4,7453 -4,9300 -5,0779 -5,2150 -5,3597 -5,5159 -5,6778 -5,8323 -5,9535 -6,0050 -5,9615 -5,8298 -5,6545 -5,5061 -5,4511 -5,5198 -5,6915 -5,9019 -6,0669 -6,1082 -5,9762 -5,6640 -5,2142 -4,7074 -4,2334 -3,8581 -3,6109 -3,4849 -3,4435 -3,4392 -3,4380 -3,4272 -3,4109 -3,4054 -3,4284 -3,4851 -3,5652 -3,6449 -3,6857 -3,6431 -3,4921 -3,2468 -2,9617 -2,7126 -2,5636 -2,5391 -2,6220 -2,7681 -2,9169 -3,0097 -3,0218 -2,9816 -2,9512 -2,9866 -3,1117 -3,3190 -3,5850 -3,8777 -4,1548 -4,3670 -4,4807 -4,5004 -4,4643 -4,4218 -4,4101 -4,4419 -4,5096 -4,5871 -4,6285 -4,5829 -4,4201 -4,1415 -3,7766 -3,3780 -3,0085 -2,7146 -2,5021 -2,3367 -2,1642 -1,9412 -1,6615 -1,3596 -1,0898 -0,9096 -0,8683 -0,9868 -1,2369 -1,5461 -1,8277 -2,0174 -2,0905 -2,0564 -1,9447 -1,7974 -1,6622 -1,5795 -1,5652 -1,6005 -1,6372 -1,6252 -1,5437 -1,4041 -1,2266 -1,0288 -0,8370 -0,6914 -0,6299 -0,6566 -0,7268 -0,7682 -0,7209 -0,5625 -0,3139 -0,0283 0,2347 0,4383 0,5775 0,6670 0,7303 0,7929 0,8740 0,9787 1,0936 1,1912 1,2518 1,2814 1,3032 1,3401 1,4129 1,5432 1,7442 2,0120 2,3247 2,6475 2,9398 3,1705 3,3293 3,4247 3,4813 3,5343 3,6169 3,7485 3,9286 4,1353 4,3372 4,5177 4,6854 4,8662 5,0917 5,3880 5,7638 6,1990 6,6429 7,0298 7,3079 7,4627 7,5153 7,5035 7,4655 7,4316 7,4170 7,4188 7,4196 7,3890 7,2882 7,0861 6,7754 6,3780 5,9462 5,5524 5,2606 5,0985 5,0502 5,0663 5,0886 5,0745 5,0108 4,9181 4,8431 4,8347 4,9149 5,0641 5,2299 5,3461 5,3582 5,2490 5,0435 4,7907 4,5469 4,3659 4,2819 4,2939 4,3690 4,4513 4,4785 4,4121 4,2539 4,0397 3,8258 3,6650 3,5747 3,5265 3,4735 3,3799 3,2308 3,0257 2,7776 2,5196 2,3081 2,2100 2,2770 2,5201 2,8984 3,3278 3,7045 3,9406 3,9958 3,8913 3,6999 3,5141 3,4028 3,3899 3,4615 3,5838 3,7195 3,8375 3,9188 3,9597 3,9703 3,9661 3,9619 3,9765 4,0271 4,1091 4,1917 4,2373 4,2228 4,1440 4,0115 3,8443 3,6689 3,5127 3,3882 3,2820 3,1662 3,0210 2,8452 2,6534 2,4698 2,3178 2,2057 2,1192 2,0267 1,8922 1,6924 1,4302 1,1360 0,8545 0,6322 0,5058 0,4840 0,5379 0,6109 0,6403 0,5818 0,4277 0,2019 -0,0620 -0,3338 -0,5867 -0,8019 -0,9801 -1,1473 -1,3433 -1,5960 -1,9040 -2,2446 -2,5866 -2,8899 -3,1110 -3,2224 -3,2252 -3,1458 -3,0303 -2,9303 -2,8790 -2,8761 -2,8912 -2,8785 -2,7973 -2,6311 -2,3915 -2,1057 -1,8082 -1,5367 -1,3178 -1,1538 -1,0201 -0,8724 -0,6679 -0,3883 -0,0363 0,3781 0,8352 1,2932 1,6952 1,9946 2,1766 2,2610 2,2860 2,2879 2,2874 2,2820 2,2454 2,1431 1,9560 1,6930 1,3883 1,0889 0,8358 0,6483 0,5249 0,4499 0,3950 0,3239 0,2033 0,0211 -0,2056 -0,4423 -0,6576 -0,8306 -0,9468 -1,0043 -1,0270 -1,0610 -1,1501 -1,3137 -1,5410 -1,8002 -2,0561 -2,2866 -2,4912 -2,6855 -2,8929 -3,1379 -3,4384 -3,7968 -4,1922 -4,5827 -4,9239 -5,1916 -5,3903 -5,5510 -5,7211 -5,9405 -6,2169 -6,5255 -6,8284 -7,0880 -7,2685 -7,3441 -7,3158 -7,2228 -7,1328 -7,1132 -7,2020 -7,3946 -7,6495 -7,9050 -8,0983 -8,1855 -8,1617 -8,0686 -7,9792 -7,9636 -8,0623 -8,2771 -8,5724 -8,8842 -9,1465 -9,3262 -9,4384 -9,5323 -9,6629 -9,8619 -10,1225 -10,4096 -10,6821 -10,9033 -11,0414 -11,0735 -10,9914 -10,8094 -10,5661 -10,3102 -10,0766 -9,8715 -9,6762 -9,4604 -9,2024 -8,9068 -8,6054 -8,3446 -8,1726 -8,1261 -8,2112
Fz    -3,6429 -3,3418 -3,0025 -2,5879 -2,0825 -1,5072 -0,9095 -0,3382 0,1744 0,6142 0,9768 1,2635 1,4861 1,6646 1,8127 1,9303 2,0104 2,0434 2,0152 1,9102 1,7230 1,4744 1,2115 0,9876 0,8397 0,7758 0,7699 0,7718 0,7332 0,6314 0,4695 0,2663 0,0490 -0,1550 -0,3310 -0,4805 -0,6146 -0,7446 -0,8757 -1,0006 -1,0966 -1,1332 -1,0901 -0,9705 -0,7984 -0,6052 -0,4262 -0,3009 -0,2605 -0,3086 -0,4171 -0,5357 -0,6065 -0,5814 -0,4375 -0,1832 0,1473 0,5088 0,8632 1,1842 1,4506 1,6408 1,7390 1,7475 1,6901 1,6039 1,5220 1,4575 1,4011 1,3325 1,2387 1,1302 1,0428 1,0161 1,0720 1,2090 1,4028 1,6065 1,7640 1,8331 1,8000 1,6825 1,5272 1,3954 1,3403 1,3915 1,5509 1,7916 2,0655 2,3195 2,5147 2,6402 2,7146 2,7707 2,8319 2,8988 2,9502 2,9522 2,8735 2,7006 2,4427 2,1289 1,8049 1,5215 1,3142 1,1882 1,1163 1,0550 0,9709 0,8588 0,7350 0,6194 0,5222 0,4390 0,3481 0,2164 0,0143 -0,2711 -0,6315 -1,0370 -1,4392 -1,7777 -1,9880 -2,0131 -1,8190 -1,4084 -0,8220 -0,1302 0,5854 1,2549 1,8381 2,3318 2,7656 3,1831 3,6157 4,0677 4,5201 4,9481 5,3323 5,6592 5,9199 6,1185 6,2796 6,4390 6,6182 6,8081 6,9739 7,0726 7,0720 6,9617 6,7546 6,4826 6,1910 5,9234 5,7074 5,5494 5,4350 5,3297 5,1927 5,0002 4,7573 4,4871 4,2132 3,9486 3,6951 3,4498 3,2119 2,9815 2,7589 2,5439 2,3330 2,1187 1,8972 1,6744 1,4618 1,2693 1,0995 0,9450 0,7941 0,6408 0,4886 0,3429 0,2041 0,0688 -0,0706 -0,2300 -0,4340 -0,7089 -1,0686 -1,5043 -1,9874 -2,4786 -2,9379 -3,3376 -3,6704 -3,9445 -4,1742 -4,3752 -4,5589 -4,7279 -4,8803 -5,0110 -5,1060 -5,1447 -5,1138 -5,0220 -4,9040 -4,8125 -4,7966 -4,8811 -5,0554 -5,2760 -5,4813 -5,6109 -5,6195 -5,4876 -5,2312 -4,9004 -4,5585 -4,2580 -4,0288 -3,8758 -3,7807 -3,7163 -3,6645 -3,6220 -3,5937 -3,5866 -3,6043 -3,6419 -3,6863 -3,7164 -3,7003 -3,6041 -3,4123 -3,1436 -2,8501 -2,6007 -2,4510 -2,4203 -2,4922 -2,6303 -2,7902 -2,9307 -3,0325 -3,1096 -3,1965 -3,3209 -3,4896 -3,6973 -3,9385 -4,2060 -4,4807 -4,7306 -4,9272 -5,0633 -5,1531 -5,2196 -5,2833 -5,3557 -5,4417 -5,5354 -5,6093 -5,6191 -5,5235 -5,3034 -4,9696 -4,5639 -4,1481 -3,7794 -3,4839 -3,2491 -3,0388 -2,8195 -2,5833 -2,3524 -2,1632 -2,0501 -2,0379 -2,1327 -2,3137 -2,5340 -2,7361 -2,8750 -2,9340 -2,9189 -2,8435 -2,7241 -2,5832 -2,4483 -2,3407 -2,2627 -2,1943 -2,1070 -1,9852 -1,8336 -1,6637 -1,4850 -1,3127 -1,1754 -1,1060 -1,1144 -1,1697 -1,2127 -1,1876 -1,0661 -0,8553 -0,5905 -0,3143 -0,0553 0,1772 0,3862 0,5820 0,7776 0,9817 1,1905 1,3851 1,5389 1,6380 1,6947 1,7361 1,7834 1,8490 1,9447 2,0800 2,2552 2,4622 2,6867 2,9104 3,1167 3,2952 3,4411 3,5563 3,6522 3,7430 3,8410 3,9546 4,0855 4,2296 4,3867 4,5667 4,7853 5,0585 5,3972 5,8008 6,2494 6,7029 7,1121 7,4388 7,6688 7,8099 7,8805 7,9025 7,8949 7,8677 7,8197 7,7401 7,6098 7,4050 7,1104 6,7311 6,2943 5,8487 5,4578 5,1748 5,0179 4,9662 4,9741 4,9944 4,9964 4,9733 4,9413 4,9307 4,9666 5,0521 5,1654 5,2719 5,3348 5,3255 5,2376 5,0911 4,9215 4,7685 4,6696 4,6453 4,6895 4,7742 4,8579 4,8945 4,8489 4,7094 4,4884 4,2236 3,9655 3,7473 3,5674 3,4043 3,2384 3,0597 2,8634 2,6515 2,4432 2,2784 2,2064 2,2631 2,4533 2,7452 3,0780 3,3746 3,5651 3,6142 3,5356 3,3843 3,2293 3,1227 3,0863 3,1143 3,1848 3,2709 3,3490 3,4027 3,4248 3,4183 3,3924 3,3606 3,3464 3,3763 3,4595 3,5761 3,6894 3,7629 3,7718 3,7051 3,5656 3,3716 3,1543 2,9452 2,7622 2,6087 2,4816 2,3750 2,2810 2,1942 2,1147 2,0445 1,9816 1,9181 1,8424 1,7447 1,6281 1,5094 1,4081 1,3405 1,3168 1,3314 1,3551 1,3436 1,2547 1,0676 0,7955 0,4756 0,1447 -0,1718 -0,4563 -0,6973 -0,8959 -1,0685 -1,2392 -1,4230 -1,6156 -1,8037 -1,9733 -2,1058 -2,1783 -2,1786 -2,1126 -2,0001 -1,8726 -1,7673 -1,7107 -1,7054 -1,7295 -1,7483 -1,7319 -1,6699 -1,5701 -1,4472 -1,3179 -1,2017 -1,1129 -1,0524 -1,0062 -0,9490 -0,8526 -0,6961 -0,4646 -0,1441 0,2677 0,7426 1,2230 1,6472 1,9769 2,2071 2,3557 2,4469 2,4997 2,5211 2,5045 2,4378 2,3180 2,1573 1,9787 1,8071 1,6592 1,5372 1,4358 1,3492 1,2702 1,1866 1,0849 0,9594 0,8173 0,6728 0,5355 0,4108 0,3065 0,2317 0,1831 0,1378 0,0645 -0,0591 -0,2365 -0,4553 -0,6968 -0,9472 -1,2038 -1,4705 -1,7513 -2,0480 -2,3614 -2,6894 -3,0236 -3,3487 -3,6500 -3,9217 -4,1698 -4,4121 -4,6749 -4,9760 -5,3102 -5,6538 -5,9809 -6,2711 -6,5070 -6,6751 -6,7763 -6,8343 -6,8917 -6,9946 -7,1722 -7,4255 -7,7270 -8,0293 -8,2778 -8,4275 -8,4628 -8,4102 -8,3278 -8,2791 -8,3108 -8,4435 -8,6673 -8,9453 -9,2322 -9,5008 -9,7554 -10,0232 -10,3335 -10,6956 -11,0883 -11,4716 -11,8080 -12,0689 -12,2322 -12,2826 -12,2179 -12,0551 -11,8283 -11,5786 -11,3375 -11,1142 -10,8951 -10,6573 -10,3886 -10,0982 -9,8110 -9,5564 -9,3621 -9,2480 -9,2187
F3    -3,5511 -3,2587 -2,9241 -2,5184 -2,0294 -1,4744 -0,8967 -0,3484 0,1282 0,5114 0,7999 1,0073 1,1573 1,2725 1,3611 1,4180 1,4382 1,4202 1,3566 1,2337 1,0455 0,8108 0,5737 0,3837 0,2726 0,2417 0,2618 0,2868 0,2760 0,2122 0,1022 -0,0332 -0,1661 -0,2693 -0,3304 -0,3568 -0,3660 -0,3709 -0,3750 -0,3727 -0,3505 -0,2881 -0,1686 0,0081 0,2196 0,4289 0,5901 0,6538 0,5865 0,3904 0,1077 -0,1931 -0,4348 -0,5532 -0,5143 -0,3220 -0,0128 0,3621 0,7576 1,1419 1,4889 1,7733 1,9783 2,1047 2,1698 2,1969 2,2033 2,1872 2,1254 1,9874 1,7595 1,4671 1,1725 0,9438 0,8217 0,8102 0,8827 0,9917 1,0874 1,1361 1,1253 1,0629 0,9794 0,9229 0,9394 1,0544 1,2656 1,5437 1,8437 2,1213 2,3435 2,4959 2,5857 2,6389 2,6878 2,7558 2,8440 2,9251 2,9531 2,8868 2,7108 2,4467 2,1464 1,8686 1,6534 1,5073 1,4037 1,3001 1,1635 0,9879 0,7932 0,6078 0,4479 0,3072 0,1589 -0,0319 -0,2918 -0,6289 -1,0286 -1,4547 -1,8531 -2,1596 -2,3096 -2,2561 -1,9880 -1,5360 -0,9591 -0,3242 0,3100 0,9015 1,4302 1,8995 2,3349 2,7717 3,2303 3,6986 4,1396 4,5196 4,8289 5,0794 5,2893 5,4761 5,6617 5,8703 6,1110 6,3620 6,5738 6,6887 6,6664 6,5030 6,2341 5,9196 5,6214 5,3797 5,2021 5,0713 4,9581 4,8285 4,6508 4,4093 4,1100 3,7718 3,4184 3,0747 2,7598 2,4821 2,2400 2,0239 1,8225 1,6303 1,4459 1,2676 1,0939 0,9254 0,7627 0,6045 0,4479 0,2858 0,1078 -0,0899 -0,2993 -0,5098 -0,7169 -0,9202 -1,1203 -1,3222 -1,5381 -1,7838 -2,0666 -2,3780 -2,6989 -3,0118 -3,3040 -3,5695 -3,8118 -4,0399 -4,2617 -4,4811 -4,6981 -4,9097 -5,1135 -5,3038 -5,4616 -5,5568 -5,5675 -5,4992 -5,3926 -5,3120 -5,3165 -5,4281 -5,6198 -5,8297 -5,9915 -6,0571 -6,0007 -5,8173 -5,5257 -5,1667 -4,7892 -4,4334 -4,1241 -3,8693 -3,6634 -3,4982 -3,3718 -3,2831 -3,2264 -3,1980 -3,1995 -3,2292 -3,2735 -3,3076 -3,3000 -3,2216 -3,0595 -2,8305 -2,5821 -2,3755 -2,2553 -2,2298 -2,2783 -2,3686 -2,4619 -2,5189 -2,5221 -2,4923 -2,4773 -2,5215 -2,6447 -2,8431 -3,0996 -3,3891 -3,6784 -3,9304 -4,1184 -4,2390 -4,3079 -4,3485 -4,3817 -4,4208 -4,4723 -4,5294 -4,5626 -4,5292 -4,4003 -4,1757 -3,8801 -3,5566 -3,2572 -3,0243 -2,8684 -2,7642 -2,6676 -2,5413 -2,3783 -2,2047 -2,0621 -1,9908 -2,0184 -2,1484 -2,3522 -2,5757 -2,7593 -2,8603 -2,8656 -2,7869 -2,6525 -2,5010 -2,3724 -2,2938 -2,2660 -2,2649 -2,2540 -2,2047 -2,1096 -1,9793 -1,8262 -1,6602 -1,5006 -1,3820 -1,3395 -1,3836 -1,4825 -1,5752 -1,6053 -1,5469 -1,4084 -1,2176 -1,0009 -0,7714 -0,5337 -0,2946 -0,0665 0,1392 0,3173 0,4683 0,5933 0,6882 0,7527 0,8006 0,8546 0,9341 1,0545 1,2282 1,4581 1,7304 2,0180 2,2881 2,5125 2,6810 2,8042 2,9024 2,9967 3,1061 3,2437 3,4141 3,6156 3,8403 4,0767 4,3194 4,5758 4,8640 5,2033 5,6029 6,0549 6,5308 6,9836 7,3662 7,6551 7,8598 8,0065 8,1157 8,1936 8,2351 8,2297 8,1663 8,0346 7,8250 7,5318 7,1612 6,7344 6,2843 5,8555 5,5030 5,2750 5,1863 5,2085 5,2830 5,3488 5,3664 5,3276 5,2539 5,1860 5,1650 5,2114 5,3156 5,4442 5,5545 5,6105 5,5992 5,5335 5,4378 5,3381 5,2614 5,2268 5,2331 5,2567 5,2580 5,1943 5,0420 4,8098 4,5343 4,2654 4,0447 3,8843 3,7651 3,6574 3,5398 3,4004 3,2334 3,0427 2,8489 2,6908 2,6166 2,6663 2,8484 3,1303 3,4459 3,7131 3,8601 3,8559 3,7248 3,5353 3,3655 3,2695 3,2629 3,3318 3,4483 3,5831 3,7086 3,8015 3,8495 3,8561 3,8339 3,7974 3,7650 3,7569 3,7822 3,8289 3,8684 3,8681 3,8037 3,6673 3,4684 3,2309 2,9848 2,7552 2,5555 2,3905 2,2636 2,1766 2,1275 2,1109 2,1192 2,1396 2,1549 2,1446 2,0878 1,9707 1,7982 1,5940 1,3904 1,2183 1,0991 1,0286 0,9692 0,8672 0,6821 0,4071 0,0702 -0,2832 -0,6117 -0,8842 -1,0779 -1,1866 -1,2307 -1,2557 -1,3126 -1,4296 -1,6014 -1,8045 -2,0141 -2,2018 -2,3358 -2,3958 -2,3829 -2,3179 -2,2379 -2,1866 -2,1945 -2,2642 -2,3714 -2,4767 -2,5423 -2,5476 -2,4936 -2,3949 -2,2712 -2,1425 -2,0188 -1,8924 -1,7405 -1,5342 -1,2522 -0,8958 -0,4849 -0,0413 0,4156 0,8587 1,2527 1,5697 1,8038 1,9696 2,0890 2,1798 2,2501 2,2976 2,3120 2,2835 2,2139 2,1165 2,0080 1,9010 1,7972 1,6855 1,5536 1,3977 1,2232 1,0394 0,8562 0,6830 0,5303 0,4057 0,3098 0,2394 0,1956 0,1806 0,1834 0,1771 0,1305 0,0222 -0,1527 -0,3827 -0,6438 -0,9100 -1,1657 -1,4082 -1,6441 -1,8856 -2,1448 -2,4263 -2,7223 -3,0146 -3,2858 -3,5348 -3,7800 -4,0493 -4,3669 -4,7376 -5,1390 -5,5316 -5,8803 -6,1651 -6,3754 -6,5051 -6,5589 -6,5652 -6,5755 -6,6443 -6,8018 -7,0416 -7,3269 -7,6044 -7,8190 -7,9288 -7,9238 -7,8369 -7,7325 -7,6759 -7,7091 -7,8423 -8,0547 -8,3033 -8,5443 -8,7583 -8,9621 -9,1977 -9,5031 -9,8841 -10,3056 -10,7123 -11,0587 -11,3208 -11,4883 -11,5565 -11,5279 -11,4203 -11,2672 -11,1032 -10,9442 -10,7788 -10,5792 -10,3194 -9,9933 -9,6240 -9,2572 -8,9434 -8,7245 -8,6248 -8,6430
F7    -2,7910 -2,5711 -2,3370 -2,0595 -1,7176 -1,3144 -0,8779 -0,4475 -0,0598 0,2609 0,5069 0,6850 0,8138 0,9127 0,9905 1,0460 1,0753 1,0695 1,0083 0,8724 0,6640 0,4198 0,1981 0,0498 -0,0043 0,0217 0,0854 0,1329 0,1256 0,0592 -0,0433 -0,1505 -0,2340 -0,2722 -0,2564 -0,1961 -0,1165 -0,0497 -0,0196 -0,0287 -0,0539 -0,0548 0,0070 0,1474 0,3522 0,5849 0,7962 0,9332 0,9600 0,8771 0,7203 0,5429 0,3969 0,3215 0,3367 0,4406 0,6117 0,8223 1,0527 1,2904 1,5182 1,7097 1,8415 1,9079 1,9215 1,9009 1,8605 1,8021 1,7136 1,5779 1,3913 1,1832 1,0133 0,9380 0,9775 1,1140 1,3068 1,5046 1,6584 1,7372 1,7346 1,6694 1,5870 1,5480 1,6015 1,7660 2,0291 2,3531 2,6871 2,9858 3,2239 3,3986 3,5243 3,6216 3,7067 3,7829 3,8361 3,8395 3,7714 3,6306 3,4368 3,2253 3,0424 2,9314 2,9116 2,9648 3,0394 3,0737 3,0252 2,8877 2,6872 2,4615 2,2385 2,0250 1,8055 1,5547 1,2508 0,8841 0,4613 0,0121 -0,4097 -0,7349 -0,8958 -0,8444 -0,5724 -0,1172 0,4537 1,0681 1,6667 2,2107 2,6856 3,0987 3,4723 3,8324 4,1924 4,5423 4,8532 5,0983 5,2720 5,3921 5,4880 5,5871 5,7118 5,8793 6,0934 6,3324 6,5492 6,6901 6,7188 6,6324 6,4608 6,2553 6,0706 5,9413 5,8690 5,8280 5,7810 5,6877 5,5140 5,2460 4,8974 4,5020 4,1008 3,7318 3,4201 3,1722 2,9808 2,8305 2,7019 2,5768 2,4431 2,2969 2,1422 1,9869 1,8331 1,6719 1,4851 1,2510 0,9567 0,6129 0,2514 -0,0947 -0,4073 -0,6817 -0,9219 -1,1397 -1,3527 -1,5771 -1,8173 -2,0620 -2,2922 -2,4923 -2,6547 -2,7842 -2,8951 -3,0021 -3,1156 -3,2458 -3,4012 -3,5840 -3,7915 -4,0150 -4,2321 -4,4080 -4,5117 -4,5349 -4,5012 -4,4601 -4,4636 -4,5362 -4,6615 -4,7912 -4,8708 -4,8613 -4,7466 -4,5322 -4,2416 -3,9063 -3,5571 -3,2256 -2,9460 -2,7439 -2,6202 -2,5559 -2,5296 -2,5230 -2,5175 -2,4985 -2,4615 -2,4103 -2,3529 -2,2976 -2,2414 -2,1649 -2,0456 -1,8769 -1,6777 -1,4866 -1,3406 -1,2538 -1,2192 -1,2237 -1,2453 -1,2517 -1,2199 -1,1604 -1,1124 -1,1132 -1,1771 -1,2942 -1,4386 -1,5811 -1,6987 -1,7745 -1,8009 -1,7865 -1,7501 -1,7064 -1,6586 -1,6067 -1,5566 -1,5123 -1,4600 -1,3728 -1,2327 -1,0419 -0,8189 -0,5936 -0,4039 -0,2813 -0,2313 -0,2248 -0,2096 -0,1387 -0,0050 0,1481 0,2527 0,2501 0,1082 -0,1685 -0,5313 -0,8971 -1,1802 -1,3267 -1,3289 -1,2177 -1,0455 -0,8696 -0,7409 -0,6949 -0,7424 -0,8667 -1,0319 -1,1996 -1,3423 -1,4431 -1,4844 -1,4510 -1,3468 -1,2031 -1,0611 -0,9407 -0,8246 -0,6728 -0,4527 -0,1625 0,1638 0,4690 0,7002 0,8335 0,8781 0,8622 0,8172 0,7716 0,7501 0,7682 0,8244 0,8990 0,9729 1,0450 1,1263 1,2225 1,3344 1,4675 1,6306 1,8278 2,0543 2,2926 2,5177 2,7130 2,8758 3,0065 3,1066 3,1872 3,2714 3,3837 3,5367 3,7255 3,9356 4,1604 4,4069 4,6838 4,9878 5,3064 5,6268 5,9355 6,2098 6,4200 6,5466 6,5944 6,5896 6,5666 6,5578 6,5812 6,6291 6,6714 6,6738 6,6126 6,4797 6,2819 6,0365 5,7633 5,4860 5,2427 5,0811 5,0321 5,0879 5,2038 5,3226 5,3982 5,4091 5,3630 5,2905 5,2289 5,2064 5,2318 5,2919 5,3553 5,3860 5,3611 5,2791 5,1550 5,0176 4,9058 4,8468 4,8370 4,8483 4,8437 4,7883 4,6638 4,4805 4,2740 4,0887 3,9558 3,8748 3,8175 3,7531 3,6687 3,5670 3,4527 3,3298 3,2112 3,1254 3,1085 3,1867 3,3596 3,5975 3,8498 4,0552 4,1592 4,1392 4,0182 3,8560 3,7191 3,6499 3,6565 3,7228 3,8238 3,9297 4,0087 4,0369 4,0098 3,9424 3,8584 3,7825 3,7404 3,7542 3,8250 3,9243 4,0094 4,0524 4,0505 4,0134 3,9517 3,8766 3,7992 3,7218 3,6351 3,5277 3,3992 3,2601 3,1197 2,9794 2,8372 2,6929 2,5502 2,4106 2,2651 2,0952 1,8880 1,6497 1,4092 1,2120 1,0997 1,0798 1,1150 1,1469 1,1290 1,0456 0,9151 0,7744 0,6527 0,5591 0,4900 0,4364 0,3792 0,2864 0,1232 -0,1266 -0,4469 -0,8024 -1,1563 -1,4682 -1,6953 -1,8114 -1,8213 -1,7580 -1,6714 -1,6135 -1,6160 -1,6781 -1,7731 -1,8629 -1,9152 -1,9194 -1,8857 -1,8286 -1,7571 -1,6761 -1,5826 -1,4619 -1,2934 -1,0623 -0,7691 -0,4297 -0,0604 0,3327 0,7434 1,1486 1,5128 1,8086 2,0352 2,2175 2,3866 2,5615 2,7417 2,9093 3,0345 3,0897 3,0648 2,9697 2,8256 2,6553 2,4771 2,3053 2,1517 2,0229 1,9148 1,8137 1,7034 1,5754 1,4336 1,2868 1,1410 1,0043 0,8940 0,8301 0,8179 0,8406 0,8666 0,8611 0,7980 0,6711 0,4982 0,3069 0,1147 -0,0790 -0,2898 -0,5375 -0,8327 -1,1709 -1,5391 -1,9198 -2,2938 -2,6465 -2,9724 -3,2736 -3,5567 -3,8273 -4,0802 -4,3003 -4,4762 -4,6075 -4,6979 -4,7518 -4,7822 -4,8190 -4,9032 -5,0655 -5,3056 -5,5905 -5,8722 -6,1062 -6,2610 -6,3236 -6,3070 -6,2517 -6,2124 -6,2333 -6,3317 -6,4971 -6,6973 -6,8890 -7,0377 -7,1357 -7,2052 -7,2849 -7,4097 -7,5915 -7,8110 -8,0347 -8,2411 -8,4270 -8,5956 -8,7462 -8,8693 -8,9500 -8,9770 -8,9468 -8,8580 -8,7056 -8,4841 -8,1957 -7,8567 -7,4974 -7,1535 -6,8537 -6,6169 -6,4535 -6,3620
