Fp1   0,4713 0,4805 0,3642 0,1264 -0,1656 -0,4247 -0,5928 -0,6708 -0,7074 -0,7574 -0,8518 -0,9986 -1,1899 -1,3953 -1,5488 -1,5713 -1,4218 -1,1118 -0,6689 -0,1135 0,5208 1,1619 1,7226 2,1542 2,4541 2,6196 2,6156 2,3876 1,9010 1,1817 0,3330 -0,4976 -1,1757 -1,6138 -1,7892 -1,7436 -1,5530 -1,2898 -1,0026 -0,7201 -0,4542 -0,1944 0,0831 0,3806 0,6577 0,8588 0,9619 0,9838 0,9456 0,8584 0,7378 0,6234 0,5817 0,6755 0,9121 1,2269 1,5154 1,6697 1,6035 1,2810 0,7390 0,0817 -0,5524 -1,0439 -1,3379 -1,4421 -1,3869 -1,1979 -0,9075 -0,5847 -0,3245 -0,1949 -0,2161 -0,3820 -0,6581 -0,9486 -1,1169 -1,0737 -0,8309 -0,4736 -0,1052 0,1876 0,3449 0,3334 0,1587 -0,1186 -0,3985 -0,5919 -0,6720 -0,6819 -0,6899 -0,7449 -0,8654 -1,0441 -1,2564 -1,4782 -1,6950 -1,8981 -2,0805 -2,2408 -2,3824 -2,5012 -2,5762 -2,5769 -2,4823 -2,3017 -2,0691 -1,8037 -1,4780 -1,0448 -0,4908 0,1424 0,7592 1,2128 1,3522 1,1067 0,5167 -0,3156 -1,2880 -2,3203 -3,3468 -4,3097 -5,1626 -5,8780 -6,4509 -6,9051 -7,2891 -7,6449 -7,9743 -8,2395 -8,3902 -8,3801 -8,1724 -7,7568 -7,1751 -6,5234 -5,9169 -5,4393 -5,1105 -4,8914 -4,7182 -4,5479 -4,3789 -4,2250 -4,0797 -3,9087 -3,6680 -3,3327 -2,9078 -2,4051 -1,8265 -1,1894 -0,5452 0,0550 0,5985 1,0990 1,5725 2,0403 2,5340 3,0754 3,6505 4,2135 4,7160 5,1372 5,4804 5,7460 5,9284 6,0192 5,9887 5,7934 5,4193 4,9017 4,3110 3,7400 3,2875 3,0346 3,0356 3,3218 3,8976 4,7335 5,7663 6,8962 7,9872 8,8976 9,5302 9,8542 9,8870 9,6746 9,2822 8,7920 8,3065 7,9475 7,8371 8,0625 8,6370 9,4838 10,4570 11,3884 12,1299 12,5766 12,6856 12,4893 12,0818 11,5764 11,0728 10,6450 10,3432 10,2042 10,2638 10,5448 11,0316 11,6656 12,3588 13,0062 13,5153 13,8442 13,9933 13,9631 13,7417 13,3371 12,8087 12,2562 11,7727 11,4108 11,1885 11,1107 11,1732 11,3457 11,5690 11,7824 11,9579 12,1105 12,2768 12,4680 12,6423 12,7330 12,7007 12,5601 12,3745 12,2356 12,2267 12,3823 12,6763 13,0387 13,3754 13,5878 13,6027 13,3904 12,9637 12,3742 11,7108 11,0728 10,5234 10,0676 9,6738 9,3134 8,9949 8,7668 8,6864 8,7886 9,0787 9,5243 10,0384 10,4834 10,7162 10,6484 10,2802 9,6892 8,9913 8,3216 7,8225 7,5982 7,6706 7,9874 8,4547 8,9509 9,3279 9,4466 9,2521 8,8122 8,2706 7,7576 7,3438 7,0549 6,9009 6,8791 6,9616 7,0981 7,2346 7,3206 7,3137 7,2032 7,0323 6,8838 6,8386 6,9299 7,1261 7,3620 7,5737 7,7041 7,7094 7,5848 7,3754 7,1519 6,9688 6,8313 6,6994 6,5357 6,3405 6,1447 5,9893 5,9121 5,9260 5,9970 6,0487 5,9949 5,7825 5,4246 5,0077 4,6638 4,5213 4,6733 5,1652 5,9672 6,9517 7,9248 8,7034 9,1740 9,3064 9,1411 8,7713 8,3175 7,8799 7,4907 7,1173 6,7249 6,3238 5,9473 5,6103 5,3101 5,0507 4,8430 4,6873 4,5712 4,4864 4,4468 4,4898 4,6541 4,9558 5,3799 5,8835 6,4114 6,9204 7,3795 7,7465 7,9706 8,0222 7,9045 7,6465 7,2955 6,9066 6,5306 6,2017 5,9291 5,7057 5,5361 5,4494 5,4723 5,5968 5,7923 6,0477 6,3844 6,8269 7,3583 7,9001 8,3523 8,6630 8,8382 8,8925 8,8232 8,6305 8,3323 7,9548 7,5292 7,1073 6,7581 6,5313 6,4329 6,4468 6,5562 6,7333 6,9298 7,0935 7,1884 7,2005 7,1343 7,0047 6,8308 6,6430 6,4950 6,4504 6,5506 6,7939 7,1378 7,5140 7,8495 8,0815 8,1682 8,0957 7,8837 7,5846 7,2630 6,9597 6,6802 6,4248 6,2088 6,0460 5,9346 5,8663 5,8398 5,8666 5,9503 6,0479 6,0687 5,9331 5,6307 5,2175 4,7824 4,4242 4,2319 4,2649 4,5378 5,0107 5,5941 6,1742 6,6383 6,8926 6,8909 6,6584 6,2770 5,8420 5,4232 5,0699 4,8378 4,7761 4,8903 5,1352 5,4333 5,6988 5,8606 5,8756 5,7278 5,4347 5,0674 4,7406 4,5552 4,5509 4,7048 4,9409 5,1435 5,1967 5,0295 4,6436 4,1192 3,5839 3,1496 2,8679 2,7284 2,6760 2,6337 2,5481 2,4411 2,4063 2,5384 2,8705 3,3720 3,9805 4,6164 5,1928 5,6430 5,9481 6,1287 6,2140 6,2216 6,1580 6,0253 5,8208 5,5315 5,1337 4,6121 3,9843 3,3001 2,6169 1,9789 1,4067 0,9072 0,4919 0,1756 -0,0398 -0,1769 -0,2811 -0,4069 -0,5915 -0,8278 -1,0660 -1,2609 -1,4226 -1,6091 -1,8613 -2,1624 -2,4589 -2,7044 -2,8686 -2,9241 -2,8517 -2,6551 -2,3689 -2,0589 -1,8060 -1,6806 -1,7152 -1,8734 -2,0477 -2,1161 -2,0121 -1,7564 -1,4435 -1,1780 -0,9900 -0,8179 -0,5821 -0,2676 0,0675 0,3523 0,5568 0,6964 0,8068 0,9169 1,0310 1,1457 1,2850 1,4901 1,7634 2,0328 2,1900 2,1754 2,0223 1,8285 1,7030 1,7257 1,9229 2,2624 2,6715 3,0614 3,3472 3,4685 3,4087 3,1944 2,8650 2,4431 1,9477 1,4313 0,9782 0,6637 0,5274 0,5715 0,7703 1,0830 1,4608 1,8496 2,2027 2,4950 2,7187 2,8704 2,9407 2,9058 2,7368 2,4291 2,0263 1,6157 1,2960 1,1280 1,1006 1,1421 1,1667 1,1107 0,9414 0,6570 0,2839 -0,1339 -0,5484 -0,9178 -1,2155 -1,4357 -1,5968 -1,7279 -1,8378 -1,9044 -1,9019 -1,8195
Fz    0,4666 0,5873 0,6950 0,7636 0,7773 0,7366 0,6643 0,5942 0,5527 0,5539 0,6002 0,6766 0,7503 0,7823 0,7494 0,6610 0,5488 0,4368 0,3237 0,1894 0,0067 -0,2464 -0,5628 -0,8880 -1,1426 -1,2691 -1,2508 -1,1021 -0,8589 -0,5711 -0,2912 -0,0675 0,0632 0,0919 0,0465 -0,0235 -0,0697 -0,0610 0,0068 0,1058 0,1821 0,1761 0,0522 -0,1779 -0,4538 -0,6943 -0,8341 -0,8514 -0,7729 -0,6522 -0,5423 -0,4811 -0,4879 -0,5592 -0,6732 -0,8017 -0,9235 -1,0348 -1,1497 -1,2851 -1,4516 -1,6595 -1,9199 -2,2357 -2,5936 -2,9669 -3,3228 -3,6282 -3,8504 -3,9650 -3,9690 -3,8840 -3,7492 -3,6116 -3,5114 -3,4600 -3,4343 -3,3995 -3,3341 -3,2372 -3,1287 -3,0452 -3,0237 -3,0816 -3,2073 -3,3701 -3,5366 -3,6788 -3,7775 -3,8308 -3,8589 -3,9010 -4,0025 -4,1873 -4,4346 -4,6844 -4,8631 -4,9164 -4,8458 -4,7163 -4,6176 -4,6108 -4,7059 -4,8751 -5,0775 -5,2776 -5,4544 -5,5981 -5,7045 -5,7784 -5,8434 -5,9332 -6,0740 -6,2801 -6,5538 -6,8742 -7,1969 -7,4777 -7,7024 -7,8910 -8,0797 -8,3032 -8,5861 -8,9349 -9,3335 -9,7566 -10,1809 -10,5866 -10,9608 -11,3022 -11,6135 -11,8880 -12,1022 -12,2204 -12,2083 -12,0525 -11,7685 -11,3877 -10,9400 -10,4438 -9,9031 -9,3141 -8,6792 -8,0100 -7,3152 -6,5890 -5,8204 -5,0222 -4,2482 -3,5720 -3,0506 -2,7010 -2,4958 -2,3747 -2,2694 -2,1237 -1,9011 -1,5896 -1,2025 -0,7667 -0,3046 0,1745 0,6710 1,1845 1,7032 2,2024 2,6620 3,0790 3,4531 3,7715 4,0160 4,1753 4,2458 4,2310 4,1513 4,0490 3,9778 3,9860 4,1038 4,3384 4,6722 5,0574 5,4214 5,6993 5,8719 5,9668 6,0292 6,0975 6,1876 6,2866 6,3633 6,3935 6,3856 6,3848 6,4480 6,6099 6,8688 7,1967 7,5565 7,9090 8,2158 8,4464 8,5828 8,6259 8,6024 8,5595 8,5377 8,5511 8,5910 8,6361 8,6563 8,6204 8,5079 8,3222 8,0994 7,9010 7,7771 7,7323 7,7252 7,6997 7,6202 7,4883 7,3284 7,1671 7,0267 6,9287 6,8881 6,9040 6,9563 7,0093 7,0231 6,9789 6,9016 6,8540 6,9035 7,0827 7,3716 7,7030 7,9821 8,1116 8,0308 7,7508 7,3519 6,9429 6,6168 6,4279 6,3824 6,4350 6,5112 6,5510 6,5364 6,4831 6,4170 6,3567 6,3081 6,2703 6,2456 6,2360 6,2307 6,2103 6,1665 6,1066 6,0366 5,9537 5,8597 5,7716 5,7127 5,6916 5,6893 5,6671 5,5785 5,3753 5,0269 4,5535 4,0370 3,5926 3,3178 3,2532 3,3761 3,6201 3,9007 4,1417 4,2989 4,3626 4,3390 4,2389 4,0864 3,9274 3,8169 3,7905 3,8508 3,9770 4,1383 4,2987 4,4247 4,5023 4,5489 4,5976 4,6653 4,7414 4,8043 4,8403 4,8478 4,8336 4,8060 4,7666 4,7114 4,6443 4,5817 4,5406 4,5328 4,5636 4,6273 4,7032 4,7638 4,7857 4,7566 4,6764 4,5548 4,4068 4,2528 4,1241 4,0596 4,0853 4,1911 4,3374 4,4882 4,6346 4,7841 4,9378 5,0832 5,2083 5,3100 5,3852 5,4316 5,4612 5,4918 5,5196 5,5176 5,4652 5,3697 5,2587 5,1628 5,1017 5,0731 5,0579 5,0438 5,0370 5,0391 5,0277 4,9703 4,8537 4,6953 4,5273 4,3742 4,2538 4,1901 4,2080 4,3118 4,4782 4,6695 4,8502 4,9963 5,0961 5,1493 5,1649 5,1554 5,1297 5,0871 5,0169 4,9026 4,7259 4,4797 4,1810 3,8698 3,5954 3,3968 3,2888 3,2645 3,3146 3,4389 3,6367 3,8953 4,1877 4,4842 4,7642 5,0133 5,2071 5,3051 5,2648 5,0668 4,7326 4,3206 3,9044 3,5502 3,2971 3,1491 3,0896 3,0995 3,1546 3,2207 3,2693 3,3036 3,3575 3,4637 3,6297 3,8432 4,0837 4,3195 4,5061 4,5969 4,5605 4,3951 4,1325 3,8286 3,5426 3,3217 3,1951 3,1664 3,2135 3,3049 3,4140 3,5112 3,5617 3,5451 3,4667 3,3419 3,1746 2,9537 2,6633 2,3009 1,8942 1,4953 1,1611 0,9452 0,8894 1,0086 1,2849 1,6717 2,0964 2,4707 2,7117 2,7686 2,6390 2,3651 2,0152 1,6567 1,3313 1,0521 0,8228 0,6519 0,5523 0,5297 0,5775 0,6825 0,8359 1,0353 1,2721 1,5081 1,6716 1,6876 1,5163 1,1699 0,7088 0,2211 -0,2038 -0,4929 -0,6057 -0,5587 -0,4283 -0,3059 -0,2379 -0,2119 -0,1915 -0,1452 -0,0488 0,1124 0,3300 0,5644 0,7624 0,8868 0,9312 0,9129 0,8594 0,7961 0,7367 0,6802 0,6145 0,5196 0,3751 0,1677 -0,1052 -0,4367 -0,8088 -1,2012 -1,6069 -2,0341 -2,4946 -2,9918 -3,5176 -4,0579 -4,6024 -5,1448 -5,6683 -6,1334 -6,4951 -6,7369 -6,8841 -6,9808 -7,0582 -7,1263 -7,1857 -7,2350 -7,2738 -7,3070 -7,3438 -7,3872 -7,4219 -7,4131 -7,3250 -7,1460 -6,8947 -6,6095 -6,3390 -6,1282 -5,9991 -5,9414 -5,9198 -5,8915 -5,8243 -5,7066 -5,5468 -5,3638 -5,1762 -4,9935 -4,8092 -4,6016 -4,3510 -4,0665 -3,7890 -3,5657 -3,4257 -3,3789 -3,4231 -3,5371 -3,6723 -3,7733 -3,8110 -3,7957 -3,7661 -3,7697 -3,8409 -3,9861 -4,1825 -4,3897 -4,5645 -4,6696 -4,6825 -4,6097 -4,4963 -4,4034 -4,3730 -4,4159 -4,5257 -4,6866 -4,8702 -5,0380 -5,1547 -5,2054 -5,2053 -5,1954 -5,2221 -5,3119 -5,4562 -5,6163 -5,7436 -5,8062 -5,8051 -5,7689 -5,7319 -5,7180 -5,7402 -5,8039 -5,9062 -6,0331 -6,1656 -6,2939 -6,4312 -6,6138 -6,8792 -7,2385 -7,6694 -8,1272 -8,5596 -8,9224 -9,1888 -9,3455 -9,3946 -9,3635 -9,2988
F3    -0,3618 -0,1458 0,1215 0,3884 0,6026 0,7396 0,8045 0,8170 0,8064 0,8119 0,8675 0,9804 1,1211 1,2316 1,2480 1,1290 0,8708 0,5045 0,0787 -0,3634 -0,7991 -1,2201 -1,6069 -1,9162 -2,1009 -2,1399 -2,0360 -1,7949 -1,4244 -0,9511 -0,4316 0,0555 0,4345 0,6576 0,7179 0,6525 0,5283 0,4136 0,3529 0,3515 0,3719 0,3567 0,2691 0,1153 -0,0627 -0,2110 -0,2878 -0,2791 -0,1981 -0,0703 0,0746 0,1949 0,2356 0,1570 -0,0360 -0,2919 -0,5366 -0,7109 -0,7981 -0,8186 -0,8147 -0,8416 -0,9512 -1,1674 -1,4772 -1,8473 -2,2469 -2,6475 -3,0021 -3,2471 -3,3348 -3,2640 -3,0796 -2,8518 -2,6520 -2,5248 -2,4706 -2,4607 -2,4646 -2,4616 -2,4446 -2,4217 -2,4028 -2,3867 -2,3663 -2,3469 -2,3513 -2,4017 -2,4987 -2,6182 -2,7283 -2,8157 -2,8994 -3,0073 -3,1402 -3,2602 -3,3082 -3,2449 -3,0889 -2,9109 -2,7777 -2,7123 -2,7179 -2,8143 -3,0283 -3,3521 -3,7309 -4,0950 -4,3996 -4,6379 -4,8308 -5,0115 -5,2079 -5,4287 -5,6611 -5,8803 -6,0634 -6,1971 -6,2816 -6,3296 -6,3634 -6,4115 -6,4992 -6,6368 -6,8211 -7,0462 -7,3103 -7,6176 -7,9762 -8,3880 -8,8375 -9,2911 -9,7028 -10,0209 -10,2013 -10,2236 -10,0929 -9,8249 -9,4329 -8,9289 -8,3248 -7,6353 -6,8852 -6,1048 -5,3135 -4,5086 -3,6746 -2,8148 -1,9772 -1,2456 -0,6978 -0,3634 -0,2135 -0,1817 -0,1951 -0,1985 -0,1651 -0,0952 -0,0033 0,1017 0,2279 0,3998 0,6483 0,9960 1,4394 1,9491 2,4915 3,0471 3,6059 4,1564 4,6838 5,1741 5,6063 5,9425 6,1484 6,2284 6,2263 6,1947 6,1752 6,1921 6,2445 6,3061 6,3407 6,3320 6,3059 6,3117 6,3820 6,5195 6,7072 6,9196 7,1283 7,3083 7,4493 7,5611 7,6637 7,7755 7,9132 8,0969 8,3456 8,6627 9,0320 9,4309 9,8385 10,2298 10,5772 10,8550 11,0339 11,0854 11,0035 10,8101 10,5314 10,1810 9,7683 9,3194 8,8869 8,5406 8,3371 8,2905 8,3704 8,5256 8,7119 8,9044 9,0890 9,2440 9,3360 9,3384 9,2477 9,0854 8,8885 8,6905 8,5087 8,3534 8,2464 8,2197 8,2968 8,4775 8,7310 8,9988 9,2066 9,2766 9,1499 8,8210 8,3458 7,8126 7,3083 6,9019 6,6289 6,4803 6,4179 6,4087 6,4410 6,5143 6,6264 6,7747 6,9593 7,1746 7,4026 7,6094 7,7511 7,7929 7,7251 7,5589 7,3166 7,0337 6,7576 6,5327 6,3833 6,3038 6,2585 6,1950 6,0581 5,7948 5,3678 4,7859 4,1267 3,5274 3,1378 3,0519 3,2659 3,6905 4,1942 4,6448 4,9458 5,0599 5,0076 4,8464 4,6503 4,4992 4,4607 4,5615 4,7767 5,0458 5,2949 5,4561 5,4890 5,3993 5,2376 5,0734 4,9626 4,9277 4,9578 5,0228 5,0896 5,1345 5,1439 5,1093 5,0329 4,9376 4,8584 4,8207 4,8302 4,8745 4,9287 4,9710 4,9934 4,9982 4,9915 4,9770 4,9494 4,8963 4,8056 4,6761 4,5218 4,3611 4,2038 4,0554 3,9345 3,8748 3,9048 4,0261 4,2117 4,4226 4,6335 4,8437 5,0671 5,3108 5,5558 5,7511 5,8439 5,8257 5,7384 5,6375 5,5606 5,5222 5,5162 5,5194 5,5019 5,4457 5,3457 5,1962 4,9888 4,7297 4,4508 4,1975 4,0035 3,8828 3,8433 3,8979 4,0557 4,3070 4,6209 4,9611 5,2967 5,5954 5,8174 5,9268 5,9091 5,7847 5,6055 5,4268 5,2667 5,0976 4,8797 4,5983 4,2748 3,9533 3,6782 3,4777 3,3637 3,3421 3,4218 3,6115 3,9079 4,2882 4,7124 5,1318 5,4943 5,7484 5,8522 5,7833 5,5450 5,1693 4,7176 4,2683 3,8967 3,6500 3,5375 3,5436 3,6446 3,8091 3,9977 4,1784 4,3420 4,4971 4,6485 4,7822 4,8762 4,9239 4,9335 4,9100 4,8494 4,7463 4,6038 4,4385 4,2724 4,1226 4,0046 3,9360 3,9253 3,9579 4,0045 4,0423 4,0642 4,0733 4,0775 4,0825 4,0810 4,0520 3,9651 3,7816 3,4695 3,0315 2,5148 2,0017 1,5909 1,3702 1,3890 1,6473 2,0979 2,6559 3,2176 3,6851 3,9914 4,1152 4,0773 3,9179 3,6711 3,3534 2,9744 2,5625 2,1762 1,8840 1,7297 1,7147 1,8104 1,9859 2,2171 2,4692 2,6776 2,7595 2,6577 2,3794 1,9909 1,5806 1,2234 0,9701 0,8576 0,9094 1,1102 1,3895 1,6577 1,8629 2,0055 2,1066 2,1787 2,2272 2,2569 2,2608 2,2093 2,0701 1,8454 1,5847 1,3589 1,2187 1,1732 1,1934 1,2303 1,2386 1,1976 1,1171 1,0208 0,9190 0,8037 0,6672 0,5033 0,2877 -0,0211 -0,4517 -0,9944 -1,6051 -2,2264 -2,8089 -3,3263 -3,7744 -4,1512 -4,4489 -4,6690 -4,8305 -4,9603 -5,0780 -5,1864 -5,2760 -5,3363 -5,3625 -5,3565 -5,3278 -5,2952 -5,2752 -5,2608 -5,2138 -5,0849 -4,8427 -4,4962 -4,0981 -3,7223 -3,4301 -3,2504 -3,1817 -3,2028 -3,2877 -3,4134 -3,5542 -3,6773 -3,7482 -3,7409 -3,6395 -3,4296 -3,1051 -2,6943 -2,2665 -1,8984 -1,6340 -1,4784 -1,4130 -1,4046 -1,4071 -1,3804 -1,3179 -1,2526 -1,2343 -1,2935 -1,4239 -1,5950 -1,7764 -1,9499 -2,1051 -2,2266 -2,2887 -2,2729 -2,1889 -2,0720 -1,9657 -1,9162 -1,9668 -2,1385 -2,4111 -2,7283 -3,0275 -3,2664 -3,4276 -3,5086 -3,5137 -3,4548 -3,3505 -3,2179 -3,0627 -2,8871 -2,7089 -2,5642 -2,4901 -2,5112 -2,6374 -2,8632 -3,1638 -3,4969 -3,8127 -4,0701 -4,2533 -4,3795 -4,4895 -4,6203 -4,7846 -4,9709 -5,1603 -5,3394 -5,5016 -5,6380 -5,7415 -5,8225 -5,9064
F7    0,2076 0,4544 0,6069 0,6737 0,6534 0,5297 0,2941 -0,0384 -0,4327 -0,8381 -1,1884 -1,4150 -1,4822 -1,4104 -1,2489 -1,0261 -0,7360 -0,3709 0,0394 0,4236 0,7035 0,8307 0,8088 0,6929 0,5564 0,4498 0,3864 0,3481 0,2970 0,1988 0,0445 -0,1534 -0,3699 -0,5664 -0,6940 -0,7133 -0,6189 -0,4455 -0,2425 -0,0428 0,1448 0,3165 0,4544 0,5391 0,5725 0,5771 0,5741 0,5676 0,5530 0,5354 0,5326 0,5570 0,6054 0,6723 0,7624 0,8788 1,0039 1,1000 1,1267 1,0664 0,9375 0,7739 0,5924 0,3863 0,1471 -0,1106 -0,3492 -0,5370 -0,6740 -0,7842 -0,8844 -0,9706 -1,0309 -1,0594 -1,0558 -1,0152 -0,9258 -0,7828 -0,5972 -0,3857 -0,1609 0,0625 0,2566 0,3796 0,3899 0,2677 0,0353 -0,2461 -0,5103 -0,7187 -0,8651 -0,9616 -1,0276 -1,0830 -1,1410 -1,2066 -1,2796 -1,3597 -1,4446 -1,5266 -1,6003 -1,6699 -1,7398 -1,8000 -1,8278 -1,8017 -1,7153 -1,5839 -1,4334 -1,2875 -1,1667 -1,0906 -1,0797 -1,1586 -1,3438 -1,6180 -1,9256 -2,2040 -2,4279 -2,6247 -2,8492 -3,1467 -3,5390 -4,0223 -4,5641 -5,1124 -5,6261 -6,1001 -6,5457 -6,9394 -7,1947 -7,2066 -6,9291 -6,4096 -5,7639 -5,1253 -4,5959 -4,2159 -3,9648 -3,7926 -3,6517 -3,5115 -3,3535 -3,1604 -2,9116 -2,5849 -2,1688 -1,6830 -1,1808 -0,7181 -0,3216 0,0092 0,2821 0,5083 0,7133 0,9339 1,1947 1,4929 1,8075 2,1259 2,4579 2,8197 3,2144 3,6351 4,0679 4,4925 4,8948 5,2723 5,6190 5,9161 6,1411 6,2748 6,3023 6,2210 6,0590 5,8848 5,7855 5,8297 6,0527 6,4642 7,0443 7,7298 8,4225 9,0301 9,5000 9,8176 9,9917 10,0529 10,0458 10,0068 9,9545 9,9054 9,8938 9,9641 10,1415 10,4147 10,7459 11,0973 11,4541 11,8264 12,2258 12,6384 13,0196 13,3178 13,5043 13,5837 13,5841 13,5468 13,5171 13,5273 13,5831 13,6697 13,7640 13,8477 13,9287 14,0422 14,2125 14,4219 14,6191 14,7481 14,7717 14,6799 14,4771 14,1702 13,7865 13,4020 13,1237 13,0293 13,1229 13,3440 13,6169 13,8954 14,1690 14,4345 14,6775 14,8749 15,0004 15,0366 14,9878 14,8715 14,7000 14,4850 14,2505 14,0280 13,8390 13,6867 13,5524 13,3979 13,1857 12,9093 12,6043 12,3317 12,1498 12,0880 12,1271 12,2016 12,2436 12,2328 12,2012 12,1947 12,2325 12,2910 12,3198 12,2785 12,1509 11,9256 11,5884 11,1440 10,6400 10,1600 9,7859 9,5542 9,4486 9,4337 9,4898 9,6074 9,7616 9,9066 10,0063 10,0653 10,1160 10,1781 10,2451 10,3020 10,3364 10,3355 10,2868 10,1914 10,0720 9,9614 9,8881 9,8690 9,9052 9,9808 10,0671 10,1303 10,1421 10,0902 9,9752 9,7960 9,5524 9,2700 9,0097 8,8363 8,7771 8,8096 8,8764 8,9094 8,8532 8,6835 8,4197 8,1222 7,8649 7,6975 7,6198 7,5819 7,5148 7,3757 7,1831 7,0183 6,9856 7,1621 7,5685 8,1631 8,8441 9,4760 9,9397 10,1742 10,1795 9,9916 9,6543 9,2092 8,6988 8,1636 7,6432 7,1821 6,8249 6,6027 6,5294 6,6044 6,8039 7,0713 7,3338 7,5366 7,6579 7,7008 7,6922 7,6818 7,7121 7,7901 7,8963 8,0206 8,1762 8,3755 8,6018 8,8116 8,9572 9,0076 8,9560 8,8158 8,6090 8,3541 8,0608 7,7347 7,3868 7,0395 6,7269 6,4915 6,3720 6,3892 6,5354 6,7738 7,0472 7,2935 7,4609 7,5219 7,4801 7,3639 7,2189 7,1044 7,0801 7,1794 7,3869 7,6464 7,8944 8,0837 8,1863 8,1970 8,1367 8,0298 7,8803 7,6829 7,4495 7,2138 7,0146 6,8774 6,8051 6,7873 6,8133 6,8681 6,9258 6,9666 7,0046 7,0874 7,2594 7,5178 7,7988 8,0093 8,0758 7,9762 7,7406 7,4413 7,1709 7,0036 6,9582 6,9959 7,0481 7,0502 6,9682 6,8128 6,6295 6,4695 6,3549 6,2692 6,1780 6,0560 5,8936 5,6949 5,4788 5,2750 5,1171 5,0419 5,0788 5,2343 5,4928 5,8294 6,2144 6,6166 7,0004 7,3094 7,4685 7,4283 7,2079 6,8859 6,5584 6,3007 6,1379 6,0371 5,9379 5,7984 5,6180 5,4374 5,3216 5,3238 5,4472 5,6392 5,8253 5,9523 6,0015 5,9675 5,8381 5,5946 5,2256 4,7464 4,2049 3,6674 3,2065 2,9010 2,8166 2,9681 3,3048 3,7441 4,2062 4,6235 4,9508 5,1820 5,3458 5,4824 5,6184 5,7539 5,8697 5,9497 5,9995 6,0408 6,0805 6,0914 6,0264 5,8495 5,5461 5,1145 4,5627 3,9191 3,2383 2,5939 2,0558 1,6608 1,3977 1,2216 1,0827 0,9429 0,7747 0,5669 0,3382 0,1327 -0,0076 -0,0719 -0,0860 -0,0919 -0,1166 -0,1590 -0,1970 -0,2041 -0,1679 -0,1023 -0,0374 0,0034 0,0097 -0,0224 -0,0848 -0,1500 -0,1777 -0,1340 -0,0179 0,1234 0,2191 0,2241 0,1509 0,0651 0,0585 0,2132 0,5713 1,1168 1,7829 2,4733 3,0820 3,5155 3,7280 3,7358 3,5945 3,3749 3,1546 2,9975 2,9262 2,9238 2,9614 3,0150 3,0541 3,0350 2,9217 2,7136 2,4528 2,2098 2,0557 2,0333 2,1455 2,3674 2,6644 2,9987 3,3257 3,5957 3,7698 3,8395 3,8332 3,8030 3,8005 3,8583 3,9834 4,1559 4,3314 4,4556 4,4901 4,4263 4,2786 4,0737 3,8471 3,6408 3,4879 3,3954 3,3439 3,3035 3,2523 3,1876 3,1244 3,0803 3,0577 3,0387 2,9913 2,8806 2,6793 2,3792 2,0036 1,6091 1,2634 1,0116 0,8658 0,8212 0,8691 0,9931 1,1607 1,3296
