Fp1   -0,2581 -0,1002 0,0411 0,1101 0,0534 -0,1600 -0,5269 -1,0131 -1,5599 -2,0956 -2,5496 -2,8588 -2,9708 -2,8647 -2,5768 -2,2007 -1,8432 -1,5747 -1,4131 -1,3311 -1,2667 -1,1451 -0,9088 -0,5373 -0,0571 0,4618 0,9336 1,2968 1,5275 1,6251 1,5981 1,4579 1,2262 0,9486 0,6879 0,4990 0,4099 0,4235 0,5299 0,7160 0,9725 1,2916 1,6449 1,9709 2,1963 2,2720 2,1832 1,9431 1,5916 1,1998 0,8615 0,6602 0,6313 0,7551 0,9775 1,2409 1,5061 1,7536 1,9741 2,1636 2,3204 2,4289 2,4575 2,3919 2,2740 2,2020 2,2727 2,5141 2,8739 3,2599 3,5822 3,7819 3,8516 3,8453 3,8656 4,0042 4,2677 4,5625 4,7548 4,7467 4,5193 4,1342 3,7063 3,3589 3,1781 3,1777 3,2913 3,4100 3,4443 3,3521 3,1312 2,8178 2,4854 2,2141 2,0542 2,0108 2,0551 2,1404 2,2076 2,1889 2,0378 1,7713 1,4830 1,3026 1,3258 1,5660 1,9613 2,4159 2,8377 3,1631 3,3745 3,4892 3,5277 3,4972 3,3936 3,1968 2,8731 2,4027 1,8062 1,1391 0,4640 -0,1665 -0,7036 -1,1011 -1,3408 -1,4576 -1,5199 -1,5854 -1,6770 -1,7903 -1,9107 -2,0315 -2,1788 -2,4173 -2,8054 -3,3394 -3,9537 -4,5501 -5,0115 -5,2220 -5,1088 -4,6712 -3,9651 -3,0644 -2,0432 -0,9863 0,0038 0,8196 1,3740 1,6371 1,6635 1,5752 1,5005 1,5152 1,6211 1,7749 1,9384 2,0988 2,2527 2,3903 2,5090 2,6385 2,8316 3,1240 3,5069 3,9358 4,3673 4,7907 5,2127 5,6049 5,8882 5,9792 5,8555 5,5861 5,2905 5,0660 4,9654 5,0277 5,2839 5,7210 6,2623 6,8061 7,2842 7,6735 7,9645 8,1347 8,1508 8,0003 7,7200 7,3815 7,0585 6,8193 6,7217 6,7775 6,9327 7,1062 7,2392 7,3065 7,2999 7,2019 6,9765 6,6069 6,1532 5,7485 5,5200 5,5164 5,7071 6,0284 6,4202 6,8365 7,2548 7,6840 8,1462 8,6469 9,1628 9,6272 9,9138 9,8798 9,4457 8,6282 7,5161 6,2435 4,9692 3,8359 2,9279 2,2647 1,8289 1,5969 1,5486 1,6641 1,9263 2,3251 2,8449 3,4457 4,0613 4,6125 5,0207 5,2119 5,1313 4,7811 4,2434 3,6568 3,1608 2,8461 2,7373 2,8083 3,0042 3,2498 3,4549 3,5307 3,4119 3,0797 2,5853 2,0461 1,5868 1,2770 1,1278 1,1199 1,2176 1,3761 1,5562 1,7344 1,8964 2,0198 2,0750 2,0463 1,9474 1,8148 1,6832 1,5601 1,4223 1,2429 1,0310 0,8433 0,7550 0,8089 0,9861 1,2251 1,4614 1,6455 1,7353 1,6901 1,4778 1,0831 0,5101 -0,2099 -1,0023 -1,7457 -2,3085 -2,6062 -2,6306 -2,4405 -2,1312 -1,7875 -1,4474 -1,1169 -0,8110 -0,5585 -0,3747 -0,2500 -0,1626 -0,0899 -0,0194 0,0380 0,0505 -0,0109 -0,1522 -0,3450 -0,5300 -0,6437 -0,6411 -0,4957 -0,2015 0,2049 0,6354 0,9855 1,1862 1,2249 1,1242 0,9155 0,6340 0,3219 0,0310 -0,1827 -0,2780 -0,2439 -0,1001 0,1116 0,3467 0,5777 0,7917 0,9772 1,1257 1,2383 1,3201 1,3837 1,4618 1,5986 1,8218 2,1278 2,4850 2,8468 3,1642 3,3920 3,4974 3,4675 3,3052 3,0241 2,6464 2,2019 1,7324 1,2826 0,8800 0,5452 0,3103 0,2024 0,2139 0,3117 0,4688 0,6631 0,8641 1,0518 1,2313 1,4164 1,6056 1,7806 1,9342 2,0848 2,2413 2,3756 2,4643 2,5423 2,6808 2,9093 3,1736 3,3653 3,3834 3,1910 2,8449 2,4621 2,1338 1,8699 1,6324 1,4118 1,2540 1,2195 1,3308 1,5512 1,7912 1,9435 1,9420 1,8013 1,6048 1,4592 1,4418 1,5697 1,8053 2,0764 2,3085 2,4659 2,5650 2,6438 2,7248 2,8045 2,8673 2,8986 2,8726 2,7469 2,4955 2,1412 1,7498 1,4089 1,2035 1,1729 1,2924 1,5251 1,8774 2,3722 2,9905 3,6546 4,2560 4,7043 4,9609 5,0266 4,9174 4,6682 4,3356 3,9691 3,5795 3,1544 2,7127 2,3338 2,1155 2,1046 2,2735 2,5476 2,8350 3,0419 3,0910 2,9479 2,6431 2,2743 1,9731 1,8355 1,8691 2,0130 2,1955 2,3659 2,4969 2,5878 2,6542 2,6878 2,6441 2,4850 2,2180 1,8913 1,5799 1,3719 1,3317 1,4569 1,6786 1,9054 2,0622 2,1059 2,0396 1,9142 1,8093 1,8028 1,9346 2,1757 2,4440 2,6633 2,8049 2,8869 2,9544 3,0562 3,2145 3,4045 3,5670 3,6425 3,5961 3,4227 3,1510 2,8449 2,5724 2,3522 2,1443 1,8921 1,5691 1,1984 0,8360 0,5291 0,2849 0,0727 -0,1553 -0,4271 -0,7245 -1,0046 -1,2555 -1,5181 -1,8452 -2,2506 -2,7021 -3,1409 -3,5030 -3,7489 -3,8861 -3,9572 -4,0121 -4,0858 -4,1742 -4,2128 -4,0885 -3,7044 -3,0552 -2,2430 -1,4133 -0,6733 -0,0637 0,4103 0,7429 0,9358 1,0274 1,0965 1,2325 1,4895 1,8602 2,2886 2,6984 3,0200 3,2120 3,2719 3,2229 3,0896 2,8992 2,7051 2,5903 2,6346 2,8652 3,2399 3,6822 4,1320 4,5577 4,9295 5,1976 5,2886 5,1235 4,6689 3,9829 3,2075 2,5135 2,0407 1,8731 2,0331 2,4609 3,0125 3,5159 3,8480 3,9659 3,8805 3,6268 3,2642 2,8857 2,5999 2,4882 2,5652 2,7631 2,9509 2,9877 2,7787 2,2956 1,5761 0,7233 -0,1126 -0,7922 -1,2486 -1,5047 -1,6271 -1,6575 -1,5923 -1,4182 -1,1481 -0,8274 -0,5211 -0,2866 -0,1432 -0,0662 -0,0206 -0,0117 -0,0991 -0,3458 -0,7479 -1,2216 -1,6407 -1,8863 -1,8960 -1,6922 -1,3688 -1,0438 -0,8090
Fz    -1,5247 -1,5778 -1,6406 -1,7250 -1,8321 -1,9578 -2,0983 -2,2457 -2,3761 -2,4481 -2,4211 -2,2823 -2,0543 -1,7855 -1,5360 -1,3622 -1,3008 -1,3558 -1,4919 -1,6358 -1,6998 -1,6255 -1,4113 -1,0988 -0,7452 -0,4030 -0,1030 0,1566 0,3971 0,6338 0,8643 1,0748 1,2538 1,4033 1,5363 1,6685 1,8145 1,9894 2,2046 2,4617 2,7475 3,0286 3,2494 3,3461 3,2732 3,0240 2,6314 2,1534 1,6507 1,1754 0,7710 0,4725 0,2943 0,2201 0,2054 0,1966 0,1591 0,1025 0,0793 0,1530 0,3569 0,6725 1,0371 1,3716 1,6160 1,7551 1,8214 1,8702 1,9451 2,0535 2,1686 2,2519 2,2767 2,2353 2,1391 2,0102 1,8675 1,7260 1,6075 1,5375 1,5302 1,5777 1,6489 1,6978 1,6787 1,5652 1,3639 1,1176 0,8916 0,7480 0,7200 0,7963 0,9224 1,0279 1,0625 1,0109 0,8886 0,7310 0,5771 0,4506 0,3528 0,2724 0,2048 0,1637 0,1698 0,2277 0,3217 0,4360 0,5688 0,7238 0,8940 1,0537 1,1621 1,1727 1,0458 0,7628 0,3403 -0,1673 -0,6869 -1,1544 -1,5338 -1,8255 -2,0585 -2,2714 -2,5037 -2,7972 -3,1829 -3,6549 -4,1626 -4,6310 -4,9926 -5,2142 -5,3114 -5,3386 -5,3518 -5,3719 -5,3845 -5,3598 -5,2616 -5,0564 -4,7324 -4,3131 -3,8426 -3,3613 -2,9020 -2,4990 -2,1829 -1,9646 -1,8282 -1,7372 -1,6494 -1,5341 -1,3768 -1,1702 -0,9142 -0,6233 -0,3236 -0,0414 0,2061 0,4089 0,5629 0,6765 0,7722 0,8744 0,9949 1,1278 1,2578 1,3714 1,4615 1,5308 1,5982 1,6952 1,8552 2,1028 2,4422 2,8529 3,3060 3,7835 4,2789 4,7799 5,2512 5,6365 5,8800 5,9462 5,8314 5,5709 5,2294 4,8804 4,5856 4,3781 4,2612 4,2203 4,2304 4,2595 4,2788 4,2767 4,2593 4,2412 4,2425 4,2884 4,3963 4,5633 4,7710 4,9963 5,2120 5,3829 5,4748 5,4701 5,3767 5,2226 5,0462 4,8818 4,7388 4,5967 4,4299 4,2348 4,0338 3,8616 3,7465 3,6921 3,6716 3,6433 3,5743 3,4507 3,2749 3,0620 2,8408 2,6495 2,5223 2,4780 2,5119 2,5918 2,6621 2,6647 2,5687 2,3941 2,2074 2,0860 2,0757 2,1732 2,3343 2,4949 2,5955 2,5955 2,4757 2,2441 1,9393 1,6179 1,3385 1,1446 1,0446 1,0070 0,9832 0,9312 0,8240 0,6582 0,4634 0,2908 0,1795 0,1317 0,1181 0,1033 0,0665 0,0044 -0,0762 -0,1652 -0,2533 -0,3317 -0,3915 -0,4260 -0,4331 -0,4149 -0,3825 -0,3562 -0,3577 -0,3991 -0,4752 -0,5658 -0,6479 -0,7120 -0,7665 -0,8286 -0,9122 -1,0282 -1,1907 -1,4113 -1,6816 -1,9616 -2,1934 -2,3326 -2,3728 -2,3452 -2,3016 -2,2868 -2,3194 -2,3988 -2,5220 -2,6850 -2,8723 -3,0605 -3,2316 -3,3769 -3,4989 -3,6134 -3,7384 -3,8746 -3,9985 -4,0737 -4,0718 -3,9882 -3,8405 -3,6577 -3,4714 -3,3102 -3,2004 -3,1603 -3,1850 -3,2409 -3,2866 -3,2946 -3,2582 -3,1886 -3,1101 -3,0475 -3,0122 -2,9983 -2,9884 -2,9615 -2,8977 -2,7864 -2,6367 -2,4737 -2,3202 -2,1869 -2,0799 -2,0088 -1,9730 -1,9541 -1,9322 -1,9031 -1,8740 -1,8534 -1,8529 -1,8942 -2,0026 -2,1879 -2,4331 -2,6976 -2,9350 -3,1151 -3,2274 -3,2752 -3,2686 -3,2208 -3,1451 -3,0575 -2,9754 -2,9059 -2,8381 -2,7534 -2,6329 -2,4596 -2,2322 -1,9772 -1,7486 -1,6138 -1,6139 -1,7254 -1,8752 -1,9928 -2,0435 -2,0282 -1,9686 -1,8907 -1,8116 -1,7393 -1,6742 -1,5982 -1,4659 -1,2318 -0,8985 -0,5342 -0,2377 -0,0877 -0,1132 -0,2923 -0,5662 -0,8621 -1,1188 -1,3004 -1,3867 -1,3683 -1,2574 -1,0951 -0,9363 -0,8235 -0,7730 -0,7825 -0,8383 -0,9130 -0,9724 -0,9991 -1,0047 -1,0158 -1,0508 -1,1034 -1,1427 -1,1285 -1,0304 -0,8439 -0,5935 -0,3189 -0,0562 0,1683 0,3311 0,4189 0,4383 0,4057 0,3285 0,2055 0,0382 -0,1628 -0,3845 -0,6278 -0,9052 -1,2146 -1,5252 -1,7871 -1,9480 -1,9659 -1,8235 -1,5474 -1,2176 -0,9476 -0,8304 -0,8879 -1,0669 -1,2839 -1,4733 -1,6113 -1,7112 -1,8020 -1,9049 -2,0257 -2,1612 -2,3069 -2,4597 -2,6173 -2,7734 -2,9072 -2,9819 -2,9684 -2,8727 -2,7360 -2,6114 -2,5364 -2,5188 -2,5407 -2,5693 -2,5699 -2,5188 -2,4128 -2,2718 -2,1350 -2,0473 -2,0383 -2,1131 -2,2554 -2,4329 -2,6013 -2,7178 -2,7595 -2,7329 -2,6591 -2,5526 -2,4213 -2,2870 -2,1895 -2,1610 -2,1998 -2,2697 -2,3283 -2,3597 -2,3847 -2,4419 -2,5564 -2,7187 -2,8938 -3,0480 -3,1691 -3,2706 -3,3941 -3,6033 -3,9608 -4,4983 -5,2020 -6,0126 -6,8425 -7,6100 -8,2692 -8,8069 -9,2252 -9,5326 -9,7375 -9,8408 -9,8401 -9,7377 -9,5384 -9,2483 -8,8804 -8,4593 -8,0169 -7,5855 -7,1877 -6,8311 -6,5090 -6,2020 -5,8789 -5,5044 -5,0529 -4,5208 -3,9319 -3,3386 -2,8089 -2,3986 -2,1306 -1,9929 -1,9431 -1,9217 -1,8799 -1,7997 -1,6860 -1,5526 -1,4154 -1,2864 -1,1687 -1,0552 -0,9277 -0,7605 -0,5349 -0,2562 0,0445 0,3193 0,5161 0,5992 0,5623 0,4276 0,2403 0,0549 -0,0886 -0,1782 -0,2263 -0,2572 -0,2997 -0,3833 -0,5290 -0,7384 -1,0002 -1,3068 -1,6591 -2,0610 -2,5128 -3,0040 -3,5114 -4,0040 -4,4446 -4,7973 -5,0446 -5,1964 -5,2808 -5,3300 -5,3753 -5,4504 -5,5849 -5,7884 -6,0426 -6,3102 -6,5446 -6,6962 -6,7321 -6,6648 -6,5584 -6,4961 -6,5335 -6,6724 -6,8653 -7,0399 -7,1278 -7,0890 -6,9241 -6,6675 -6,3752 -6,1135 -5,9404 -5,8848 -5,9430 -6,0929 -6,3063 -6,5487 -6,7739
F3    -1,8174 -1,8980 -2,0097 -2,1472 -2,2783 -2,3685 -2,4050 -2,3955 -2,3480 -2,2598 -2,1248 -1,9460 -1,7367 -1,5195 -1,3311 -1,2200 -1,2242 -1,3433 -1,5285 -1,7017 -1,7903 -1,7554 -1,5996 -1,3541 -1,0607 -0,7579 -0,4651 -0,1766 0,1251 0,4487 0,7837 1,1054 1,3953 1,6593 1,9223 2,2000 2,4829 2,7458 2,9657 3,1328 3,2452 3,2957 3,2675 3,1444 2,9205 2,6096 2,2523 1,9039 1,6029 1,3539 1,1481 0,9902 0,8973 0,8738 0,8966 0,9261 0,9324 0,9204 0,9339 1,0281 1,2309 1,5264 1,8668 2,1983 2,4833 2,7139 2,8993 3,0437 3,1440 3,1997 3,2115 3,1755 3,0894 2,9587 2,8018 2,6487 2,5341 2,4869 2,5255 2,6525 2,8510 3,0819 3,2895 3,4193 3,4373 3,3375 3,1438 2,9082 2,6992 2,5825 2,6001 2,7421 2,9329 3,0626 3,0510 2,8886 2,6254 2,3357 2,0951 1,9640 1,9610 2,0512 2,1702 2,2593 2,2832 2,2314 2,1134 1,9561 1,8024 1,7044 1,7009 1,7905 1,9268 2,0394 2,0606 1,9442 1,6818 1,3111 0,9051 0,5359 0,2364 -0,0131 -0,2638 -0,5592 -0,9155 -1,3358 -1,8225 -2,3655 -2,9261 -3,4427 -3,8533 -4,1144 -4,2122 -4,1598 -3,9838 -3,7119 -3,3744 -3,0024 -2,6161 -2,2244 -1,8407 -1,4892 -1,1913 -0,9528 -0,7681 -0,6292 -0,5254 -0,4380 -0,3393 -0,2002 -0,0034 0,2450 0,5209 0,8023 1,0766 1,3339 1,5625 1,7571 1,9231 2,0664 2,1899 2,3035 2,4276 2,5843 2,7861 3,0273 3,2880 3,5451 3,7792 3,9792 4,1503 4,3184 4,5273 4,8198 5,2152 5,7053 6,2651 6,8513 7,4062 7,8764 8,2185 8,3916 8,3615 8,1201 7,7028 7,1905 6,6878 6,2902 6,0566 5,9959 6,0708 6,2185 6,3745 6,4912 6,5496 6,5598 6,5486 6,5439 6,5683 6,6403 6,7723 6,9641 7,2007 7,4572 7,7011 7,8900 7,9776 7,9314 7,7469 7,4452 7,0620 6,6345 6,1892 5,7392 5,3028 4,9211 4,6510 4,5368 4,5895 4,7809 5,0523 5,3389 5,5923 5,7853 5,9034 5,9400 5,9000 5,7991 5,6542 5,4787 5,2858 5,0847 4,8764 4,6575 4,4277 4,2056 4,0388 3,9836 4,0673 4,2672 4,5148 4,7239 4,8259 4,7835 4,5847 4,2416 3,7939 3,3031 2,8446 2,4923 2,2863 2,2117 2,2146 2,2302 2,2028 2,1062 1,9628 1,8331 1,7759 1,8122 1,9152 2,0299 2,1022 2,0974 2,0070 1,8500 1,6592 1,4617 1,2777 1,1305 1,0465 1,0394 1,0957 1,1789 1,2493 1,2808 1,2679 1,2190 1,1449 1,0517 0,9457 0,8441 0,7742 0,7524 0,7656 0,7781 0,7609 0,7157 0,6648 0,6191 0,5652 0,4806 0,3534 0,1924 0,0216 -0,1430 -0,3105 -0,5068 -0,7501 -1,0361 -1,3390 -1,6218 -1,8508 -2,0071 -2,0852 -2,0840 -2,0021 -1,8363 -1,5929 -1,3060 -1,0330 -0,8263 -0,7091 -0,6713 -0,6877 -0,7376 -0,8067 -0,8756 -0,9175 -0,9107 -0,8513 -0,7570 -0,6607 -0,5907 -0,5535 -0,5365 -0,5211 -0,4851 -0,4030 -0,2581 -0,0498 0,2144 0,5261 0,8676 1,1974 1,4626 1,6296 1,6927 1,6525 1,5079 1,2684 0,9608 0,6223 0,2860 -0,0257 -0,2984 -0,5197 -0,6758 -0,7618 -0,7924 -0,7909 -0,7643 -0,6986 -0,5774 -0,4017 -0,1953 0,0110 0,1998 0,3724 0,5402 0,7175 0,9130 1,1101 1,2603 1,3024 1,1922 0,9308 0,5765 0,2214 -0,0538 -0,2069 -0,2351 -0,1662 -0,0374 0,1282 0,3209 0,5276 0,7346 0,9515 1,2078 1,5217 1,8792 2,2322 2,5094 2,6441 2,6108 2,4395 2,1961 1,9499 1,7560 1,6500 1,6390 1,6963 1,7710 1,8100 1,7847 1,7039 1,5993 1,5034 1,4445 1,4469 1,5177 1,6359 1,7620 1,8603 1,9198 1,9641 2,0392 2,1822 2,3949 2,6458 2,8974 3,1279 3,3283 3,4836 3,5694 3,5676 3,4746 3,2990 3,0583 2,7783 2,4858 2,1952 1,9045 1,6129 1,3435 1,1428 1,0610 1,1313 1,3591 1,7183 2,1515 2,5746 2,8972 3,0574 3,0503 2,9217 2,7381 2,5553 2,4015 2,2784 2,1740 2,0727 1,9580 1,8151 1,6359 1,4199 1,1755 0,9211 0,6887 0,5251 0,4724 0,5373 0,6795 0,8377 0,9641 1,0365 1,0489 1,0113 0,9542 0,9169 0,9314 1,0155 1,1639 1,3429 1,5042 1,6079 1,6327 1,5794 1,4720 1,3500 1,2450 1,1600 1,0773 0,9872 0,9012 0,8362 0,8005 0,7978 0,8334 0,9112 1,0259 1,1548 1,2571 1,2948 1,2607 1,1843 1,1054 1,0434 0,9832 0,8848 0,7040 0,4104 -0,0004 -0,5045 -1,0596 -1,6247 -2,1752 -2,7045 -3,2134 -3,6962 -4,1403 -4,5360 -4,8778 -5,1564 -5,3570 -5,4600 -5,4421 -5,2832 -4,9822 -4,5690 -4,1072 -3,6759 -3,3294 -3,0618 -2,8088 -2,4895 -2,0547 -1,5054 -0,8779 -0,2178 0,4365 1,0476 1,5698 1,9603 2,1999 2,3020 2,3070 2,2703 2,2440 2,2630 2,3391 2,4641 2,6179 2,7843 2,9600 3,1489 3,3550 3,5832 3,8328 4,0866 4,3132 4,4813 4,5711 4,5891 4,5722 4,5680 4,6098 4,7027 4,8192 4,9068 4,9113 4,7977 4,5515 4,1765 3,7084 3,2152 2,7603 2,3686 2,0262 1,6983 1,3445 0,9350 0,4623 -0,0520 -0,5583 -0,9947 -1,3126 -1,4934 -1,5481 -1,5054 -1,3997 -1,2711 -1,1650 -1,1137 -1,1199 -1,1618 -1,2100 -1,2384 -1,2313 -1,1941 -1,1560 -1,1564 -1,2241 -1,3631 -1,5449 -1,7156 -1,8219 -1,8379 -1,7656 -1,6175 -1,4065 -1,1546 -0,9021 -0,7026 -0,6084 -0,6532 -0,8337 -1,1007 -1,3703
F7    -1,4325 -1,3475 -1,2078 -1,0342 -0,8478 -0,6912 -0,6302 -0,7226 -0,9810 -1,3605 -1,7761 -2,1370 -2,3745 -2,4534 -2,3700 -2,1459 -1,8271 -1,4815 -1,1793 -0,9550 -0,7876 -0,6277 -0,4395 -0,2184 0,0159 0,2326 0,4047 0,5171 0,5602 0,5235 0,4023 0,2143 0,0156 -0,1032 -0,0609 0,1616 0,5183 0,9375 1,3499 1,6936 1,9275 2,0531 2,1161 2,1786 2,2866 2,4463 2,6197 2,7376 2,7274 2,5524 2,2408 1,8715 1,5218 1,2339 1,0196 0,8851 0,8511 0,9531 1,2044 1,5576 1,9117 2,1620 2,2491 2,1844 2,0428 1,9319 1,9463 2,1257 2,4395 2,8051 3,1223 3,3090 3,3376 3,2537 3,1501 3,1081 3,1505 3,2407 3,3173 3,3343 3,2822 3,1831 3,0680 2,9581 2,8638 2,7902 2,7361 2,6975 2,6746 2,6685 2,6617 2,6118 2,4802 2,2702 2,0323 1,8348 1,7248 1,7036 1,7333 1,7702 1,7897 1,7891 1,7864 1,8138 1,8887 1,9884 2,0653 2,0879 2,0553 1,9818 1,8787 1,7503 1,5996 1,4252 1,2127 0,9383 0,5857 0,1602 -0,3098 -0,7883 -1,2515 -1,6915 -2,0969 -2,4333 -2,6526 -2,7281 -2,6790 -2,5617 -2,4414 -2,3640 -2,3413 -2,3605 -2,4109 -2,4944 -2,6106 -2,7479 -2,8928 -3,0325 -3,1528 -3,2493 -3,3304 -3,3891 -3,3767 -3,2267 -2,9066 -2,4423 -1,8940 -1,3208 -0,7760 -0,3153 0,0173 0,2188 0,3315 0,4154 0,5203 0,6708 0,8607 1,0627 1,2509 1,4134 1,5504 1,6720 1,7944 1,9321 2,0880 2,2533 2,4184 2,5795 2,7298 2,8554 2,9480 3,0184 3,0987 3,2351 3,4692 3,8181 4,2711 4,7986 5,3603 5,9059 6,3739 6,7087 6,8896 6,9366 6,8926 6,7984 6,6728 6,5102 6,3039 6,0668 5,8318 5,6416 5,5370 5,5414 5,6404 5,7773 5,8748 5,8745 5,7710 5,6148 5,4788 5,4212 5,4688 5,6174 5,8332 6,0589 6,2348 6,3215 6,2988 6,1535 5,8880 5,5456 5,2058 4,9488 4,8253 4,8437 4,9671 5,1297 5,2646 5,3184 5,2475 5,0238 4,6627 4,2392 3,8589 3,6044 3,5010 3,5166 3,5864 3,6533 3,6993 3,7400 3,7911 3,8429 3,8656 3,8315 3,7272 3,5511 3,3057 2,9917 2,6111 2,1745 1,7031 1,2290 0,7980 0,4694 0,3094 0,3686 0,6499 1,0877 1,5636 1,9577 2,2030 2,3026 2,3032 2,2533 2,1751 2,0638 1,9036 1,6833 1,3998 1,0633 0,6986 0,3372 0,0118 -0,2439 -0,4054 -0,4745 -0,4813 -0,4637 -0,4413 -0,4048 -0,3289 -0,1915 0,0148 0,2751 0,5510 0,7893 0,9338 0,9386 0,7852 0,4924 0,1011 -0,3565 -0,8685 -1,4237 -1,9843 -2,4807 -2,8360 -3,0036 -2,9918 -2,8594 -2,6859 -2,5327 -2,4156 -2,3050 -2,1535 -1,9327 -1,6546 -1,3669 -1,1270 -0,9703 -0,9020 -0,9147 -1,0010 -1,1528 -1,3573 -1,5854 -1,7817 -1,8867 -1,8729 -1,7534 -1,5556 -1,2981 -0,9923 -0,6504 -0,2861 0,0734 0,3731 0,5446 0,5470 0,3925 0,1385 -0,1393 -0,3720 -0,5096 -0,5286 -0,4371 -0,2722 -0,0818 0,0959 0,2415 0,3570 0,4701 0,6182 0,8147 1,0389 1,2540 1,4283 1,5455 1,6069 1,6243 1,6098 1,5715 1,5215 1,4827 1,4794 1,5272 1,6249 1,7459 1,8395 1,8538 1,7631 1,5743 1,3098 0,9899 0,6339 0,2731 -0,0466 -0,2786 -0,3889 -0,3622 -0,2063 0,0518 0,3730 0,7100 1,0224 1,2908 1,5025 1,6371 1,6771 1,6286 1,5280 1,4309 1,3858 1,4036 1,4436 1,4472 1,3955 1,3315 1,3171 1,3784 1,4935 1,6187 1,7145 1,7589 1,7488 1,6910 1,5872 1,4369 1,2556 1,0791 0,9445 0,8720 0,8629 0,9113 1,0113 1,1547 1,3292 1,5250 1,7315 1,9253 2,0726 2,1432 2,1200 2,0023 1,8118 1,5909 1,3861 1,2286 1,1321 1,1041 1,1480 1,2535 1,3924 1,5337 1,6679 1,8090 1,9764 2,1805 2,4159 2,6611 2,8810 3,0336 3,0870 3,0373 2,9163 2,7848 2,7053 2,7060 2,7666 2,8329 2,8433 2,7602 2,6012 2,4396 2,3566 2,3816 2,4741 2,5562 2,5631 2,4713 2,2965 2,0724 1,8358 1,6270 1,4889 1,4490 1,5033 1,6239 1,7725 1,9001 1,9543 1,9015 1,7418 1,5098 1,2674 1,0848 1,0123 1,0532 1,1610 1,2730 1,3476 1,3731 1,3573 1,3170 1,2734 1,2529 1,2850 1,3868 1,5472 1,7218 1,8494 1,8946 1,8794 1,8608 1,8780 1,9274 1,9757 1,9911 1,9665 1,9228 1,8879 1,8719 1,8668 1,8685 1,8881 1,9348 1,9882 1,9919 1,8757 1,5821 1,0894 0,4257 -0,3406 -1,1298 -1,8637 -2,4717 -2,9118 -3,1908 -3,3475 -3,4160 -3,4152 -3,3625 -3,2880 -3,2342 -3,2437 -3,3350 -3,4838 -3,6261 -3,6853 -3,6066 -3,3782 -3,0266 -2,5965 -2,1349 -1,6779 -1,2391 -0,8106 -0,3761 0,0770 0,5561 1,0638 1,5907 2,1075 2,5689 2,9357 3,2022 3,3928 3,5252 3,5903 3,5739 3,4868 3,3689 3,2764 3,2675 3,3848 3,6379 3,9901 4,3656 4,6888 4,9334 5,1284 5,3124 5,4876 5,6070 5,6015 5,4293 5,1057 4,6977 4,2959 3,9790 3,7860 3,7045 3,6824 3,6639 3,6237 3,5645 3,4892 3,3861 3,2427 3,0647 2,8722 2,6769 2,4665 2,2162 1,9151 1,5845 1,2726 1,0301 0,8804 0,8081 0,7680 0,7099 0,6055 0,4575 0,2799 0,0862 -0,1039 -0,2666 -0,3943 -0,4962 -0,5743 -0,6103 -0,5789 -0,4703 -0,2992 -0,0953 0,1101 0,2908 0,4327 0,5387 0,6241 0,7081 0,8033 0,9048 0,9900 1,0384 1,0559 1,0701
