Fp1   2,1574 2,8620 3,2781 3,4230 3,3406 3,0915 2,7394 2,3272 1,8762 1,4115 0,9772 0,6243 0,3834 0,2446 0,1656 0,1049 0,0433 -0,0282 -0,1242 -0,2523 -0,3914 -0,4858 -0,4625 -0,2780 0,0222 0,3048 0,4378 0,3811 0,1872 -0,0762 -0,3864 -0,7302 -1,0341 -1,1826 -1,0975 -0,7900 -0,3653 0,0258 0,2571 0,2611 0,0231 -0,4316 -1,0568 -1,8010 -2,5881 -3,2850 -3,7297 -3,8176 -3,5502 -3,0054 -2,2970 -1,5524 -0,8775 -0,3191 0,1341 0,5031 0,7500 0,7829 0,5491 0,0792 -0,5725 -1,3804 -2,3331 -3,3873 -4,4369 -5,3371 -5,9659 -6,2575 -6,1947 -5,8090 -5,1838 -4,4205 -3,6042 -2,8117 -2,1135 -1,5554 -1,1596 -0,9419 -0,9233 -1,1300 -1,5651 -2,1827 -2,8981 -3,6038 -4,1850 -4,5597 -4,7094 -4,6704 -4,5126 -4,3177 -4,1499 -4,0478 -4,0609 -4,2704 -4,7292 -5,3819 -6,0774 -6,6753 -7,1188 -7,4124 -7,5779 -7,6423 -7,6479 -7,6708 -7,8137 -8,1595 -8,7381 -9,5394 -10,5193 -11,5652 -12,4791 -13,0355 -13,0788 -12,5938 -11,7036 -10,5923 -9,4217 -8,3108 -7,3521 -6,6154 -6,1405 -5,9431 -6,0166 -6,3137 -6,7314 -7,1350 -7,4017 -7,4203 -7,0661 -6,2416 -4,9443 -3,2634 -1,3439 0,6314 2,4604 3,9446 4,9052 5,2084 4,8265 3,8927 2,6635 1,4296 0,4655 -0,0037 0,1409 0,8821 2,0910 3,5686 5,0751 6,3557 7,1831 7,4100 7,0048 6,0432 4,6777 3,1275 1,6583 0,4917 -0,2930 -0,7450 -0,9384 -0,9042 -0,6421 -0,1559 0,5279 1,3415 2,1634 2,8466 3,2784 3,4202 3,3234 3,1287 3,0102 3,0684 3,2545 3,3979 3,3083 2,8708 2,1001 1,1348 0,1490 -0,7468 -1,5215 -2,1781 -2,7128 -3,0908 -3,2546 -3,1857 -2,9553 -2,6974 -2,5275 -2,4834 -2,5368 -2,6473 -2,7944 -2,9772 -3,2002 -3,4579 -3,7358 -4,0187 -4,2730 -4,4187 -4,3486 -3,9958 -3,3832 -2,6087 -1,7939 -1,0510 -0,4608 -0,0464 0,2071 0,2998 0,2205 0,0022 -0,2689 -0,5146 -0,7170 -0,9052 -1,0970 -1,2478 -1,2572 -1,0363 -0,5688 0,0806 0,8101 1,5640 2,3735 3,3037 4,3622 5,4547 6,4168 7,1062 7,4923 7,6668 7,7384 7,6899 7,3702 6,6467 5,5456 4,2547 3,0226 2,0466 1,4197 1,1382 1,1319 1,3132 1,6170 1,9873 2,3582 2,6868 2,9878 3,3039 3,6418 3,9535 4,1895 4,3611 4,5210 4,6710 4,7308 4,6136 4,2997 3,8240 3,2224 2,5314 1,8468 1,3291 1,1072 1,1897 1,4745 1,8171 2,1035 2,2998 2,4443 2,5828 2,7038 2,7350 2,5932 2,2386 1,7025 1,0808 0,4983 0,0722 -0,1211 -0,0760 0,1512 0,4912 0,8943 1,3185 1,6916 1,9042 1,8706 1,6188 1,2985 1,0609 0,9293 0,8085 0,6108 0,3604 0,1671 0,1139 0,2010 0,3744 0,5527 0,6444 0,5786 0,3273 -0,0752 -0,5119 -0,8126 -0,8382 -0,5447 0,0072 0,6674 1,2382 1,5519 1,5550 1,3357 1,0563 0,8425 0,7402 0,7562 0,9059 1,2096 1,6426 2,0951 2,4026 2,4179 2,0562 1,3357 0,4062 -0,5183 -1,2935 -1,8955 -2,3564 -2,6780 -2,8156 -2,7370 -2,4693 -2,0560 -1,4887 -0,7188 0,2548 1,3135 2,2395 2,8213 2,9563 2,6789 2,1271 1,4834 0,9007 0,4471 0,1221 -0,0814 -0,1561 -0,1160 -0,0080 0,1342 0,3185 0,5392 0,7281 0,8151 0,7958 0,6913 0,4999 0,2161 -0,1527 -0,5983 -1,1026 -1,6097 -2,0331 -2,3146 -2,4765 -2,6040 -2,7756 -3,0111 -3,2742 -3,5005 -3,6154 -3,5429 -3,2260 -2,6608 -1,9193 -1,1319 -0,4350 0,0700 0,3273 0,3251 0,0980 -0,2758 -0,6957 -1,0713 -1,3380 -1,4638 -1,4543 -1,3187 -1,0292 -0,5631 0,0168 0,5627 0,9241 1,0167 0,8339 0,4227 -0,1512 -0,8145 -1,4690 -1,9938 -2,2824 -2,2849 -2,0362 -1,6599 -1,3310 -1,1905 -1,2509 -1,3751 -1,3749 -1,1541 -0,7554 -0,2729 0,2281 0,6875 1,0292 1,2205 1,3203 1,4304 1,6022 1,7883 1,8713 1,7301 1,2950 0,5850 -0,2938 -1,2125 -2,0775 -2,8146 -3,3456 -3,6082 -3,5736 -3,2443 -2,6495 -1,8339 -0,8479 0,2410 1,3251 2,2590 2,8996 3,1508 2,9874 2,4546 1,6507 0,7088 -0,2190 -0,9920 -1,5181 -1,7679 -1,7563 -1,5166 -1,1024 -0,6106 -0,1791 0,0557 0,0125 -0,3001 -0,7880 -1,3177 -1,7715 -2,0824 -2,2423 -2,2897 -2,2849 -2,2946 -2,3719 -2,5178 -2,6778 -2,8089 -2,9414 -3,1484 -3,4583 -3,8234 -4,1752 -4,4970 -4,8546 -5,3729 -6,1677 -7,2553 -8,5002 -9,6595 -10,4839 -10,8071 -10,5869 -9,8909 -8,8643 -7,7158 -6,6887 -5,9680 -5,5799 -5,4002 -5,2619 -5,0393 -4,6766 -4,1950 -3,6573 -3,1031 -2,5347 -1,9575 -1,3989 -0,8871 -0,4288 -0,0049 0,4179 0,8699 1,3748 1,9620 2,6747 3,5502 4,5777 5,6700 6,6725 7,4111 7,7598 7,7018 7,3338 6,7705 6,0471 5,1644 4,2120 3,3823 2,8508 2,6647 2,7401 2,9326 3,0982 3,1214 2,9235 2,4682 1,7826 0,9600 0,1029 -0,7358 -1,5534 -2,3786 -3,2662 -4,2568 -5,3055 -6,2553 -6,8991 -7,0894 -6,7989 -6,1004 -5,1256 -4,0404 -3,0166 -2,2155 -1,7971 -1,9044 -2,6125 -3,8865 -5,5524 -7,3150 -8,8644 -9,9990 -10,6729 -10,9638 -10,9850 -10,7956 -10,3883 -9,7563 -8,9576 -8,1149 -7,3715 -6,8460 -6,5981 -6,5999 -6,7317 -6,8322 -6,7806 -6,5481 -6,1967 -5,8631 -5,7296 -5,9584 -6,5984 -7,5122 -8,4108 -9,0209 -9,2372 -9,1296 -8,8451 -8,5108 -8,2098 -8,0163 -8,0201 -8,3128 -8,9331 -9,8039 -10,7377 -11,5192 -11,9731 -11,9825 -11,5190
Fz    0,2654 0,6509 0,9203 1,0663 1,0856 0,9928 0,8241 0,6250 0,4393 0,3029 0,2418 0,2744 0,4056 0,6122 0,8428 1,0428 1,1776 1,2345 1,2119 1,1187 0,9813 0,8454 0,7624 0,7644 0,8356 0,9125 0,9218 0,8225 0,6147 0,3176 -0,0497 -0,4521 -0,8173 -1,0577 -1,1178 -1,0046 -0,7881 -0,5710 -0,4446 -0,4622 -0,6314 -0,9203 -1,2736 -1,6326 -1,9428 -2,1499 -2,2098 -2,1124 -1,8884 -1,5866 -1,2554 -0,9384 -0,6660 -0,4455 -0,2657 -0,1172 -0,0178 -0,0110 -0,1317 -0,3847 -0,7598 -1,2459 -1,8229 -2,4487 -3,0584 -3,5816 -3,9685 -4,1982 -4,2672 -4,1866 -3,9854 -3,6974 -3,3496 -2,9721 -2,6050 -2,2850 -2,0333 -1,8590 -1,7747 -1,8021 -1,9520 -2,2058 -2,5246 -2,8666 -3,1951 -3,4851 -3,7230 -3,8999 -4,0104 -4,0603 -4,0651 -4,0466 -4,0415 -4,1076 -4,2925 -4,5914 -4,9472 -5,2961 -5,6028 -5,8572 -6,0648 -6,2425 -6,4134 -6,6036 -6,8394 -7,1381 -7,5026 -7,9277 -8,4019 -8,8901 -9,3224 -9,6137 -9,7027 -9,5811 -9,2914 -8,8926 -8,4306 -7,9423 -7,4725 -7,0726 -6,7823 -6,6196 -6,5769 -6,6186 -6,6850 -6,7120 -6,6515 -6,4646 -6,1043 -5,5327 -4,7540 -3,8156 -2,7877 -1,7480 -0,7720 0,0725 0,7277 1,1486 1,3181 1,2701 1,0864 0,8710 0,7313 0,7589 1,0027 1,4597 2,0896 2,8268 3,5825 4,2475 4,7073 4,8737 4,7140 4,2569 3,5794 2,7949 2,0344 1,4019 0,9356 0,6190 0,4263 0,3523 0,4064 0,5895 0,8808 1,2373 1,6002 1,9072 2,1085 2,1778 2,1258 2,0096 1,9138 1,8986 1,9541 2,0040 1,9495 1,7172 1,2949 0,7432 0,1605 -0,3699 -0,7991 -1,1041 -1,2816 -1,3409 -1,2985 -1,1915 -1,0892 -1,0726 -1,1925 -1,4429 -1,7728 -2,1204 -2,4380 -2,7000 -2,8985 -3,0355 -3,1173 -3,1532 -3,1481 -3,0893 -2,9463 -2,6936 -2,3342 -1,9006 -1,4400 -1,0040 -0,6370 -0,3588 -0,1714 -0,0838 -0,1068 -0,2236 -0,3884 -0,5534 -0,6894 -0,7818 -0,8137 -0,7492 -0,5399 -0,1547 0,3950 1,0549 1,7507 2,4271 3,0694 3,6844 4,2631 4,7614 5,1160 5,2866 5,2922 5,2072 5,1083 5,0032 4,8192 4,4725 3,9444 3,2970 2,6383 2,0728 1,6662 1,4318 1,3401 1,3536 1,4534 1,6288 1,8593 2,1222 2,4035 2,6886 2,9465 3,1368 3,2375 3,2653 3,2580 3,2281 3,1460 2,9747 2,7081 2,3703 1,9896 1,5933 1,2310 0,9778 0,8879 0,9493 1,0906 1,2274 1,3087 1,3347 1,3443 1,3828 1,4693 1,5816 1,6674 1,6727 1,5715 1,3781 1,1399 0,9201 0,7750 0,7341 0,7992 0,9579 1,1944 1,4815 1,7669 1,9792 2,0639 2,0213 1,9083 1,7850 1,6580 1,4865 1,2406 0,9448 0,6642 0,4546 0,3371 0,3081 0,3472 0,4212 0,4926 0,5276 0,5063 0,4402 0,3751 0,3673 0,4579 0,6559 0,9272 1,2015 1,4005 1,4818 1,4638 1,4023 1,3414 1,2978 1,2825 1,3141 1,4099 1,5670 1,7481 1,8884 1,9175 1,7807 1,4648 1,0187 0,5287 0,0643 -0,3450 -0,6890 -0,9521 -1,1127 -1,1653 -1,1319 -1,0388 -0,8812 -0,6277 -0,2666 0,1539 0,5381 0,7970 0,8919 0,8350 0,6676 0,4387 0,1863 -0,0740 -0,3350 -0,5730 -0,7498 -0,8389 -0,8408 -0,7710 -0,6455 -0,4882 -0,3409 -0,2426 -0,2046 -0,2231 -0,2959 -0,4163 -0,5726 -0,7583 -0,9661 -1,1736 -1,3444 -1,4550 -1,5177 -1,5692 -1,6395 -1,7350 -1,8419 -1,9343 -1,9787 -1,9406 -1,7947 -1,5378 -1,1982 -0,8289 -0,4845 -0,2037 -0,0051 0,1108 0,1600 0,1712 0,1770 0,2008 0,2522 0,3304 0,4277 0,5418 0,6930 0,9062 1,1682 1,4171 1,5772 1,5954 1,4558 1,1792 0,8084 0,3932 -0,0129 -0,3554 -0,5911 -0,7031 -0,7073 -0,6509 -0,5959 -0,5859 -0,6117 -0,6085 -0,5006 -0,2605 0,0756 0,4492 0,8159 1,1388 1,3817 1,5312 1,6128 1,6667 1,7113 1,7311 1,6898 1,5488 1,2828 0,8960 0,4304 -0,0533 -0,5008 -0,8670 -1,1179 -1,2400 -1,2374 -1,1211 -0,9002 -0,5772 -0,1523 0,3602 0,9156 1,4394 1,8469 2,0645 2,0448 1,7751 1,2830 0,6418 -0,0375 -0,6395 -1,0842 -1,3455 -1,4439 -1,4216 -1,3259 -1,2113 -1,1377 -1,1521 -1,2689 -1,4630 -1,6824 -1,8751 -2,0074 -2,0665 -2,0559 -1,9929 -1,9044 -1,8290 -1,8081 -1,8600 -1,9669 -2,1030 -2,2703 -2,4964 -2,7999 -3,1664 -3,5635 -3,9738 -4,4158 -4,9364 -5,5751 -6,3183 -7,0830 -7,7493 -8,2098 -8,3998 -8,3019 -7,9383 -7,3661 -6,6768 -5,9858 -5,3961 -4,9537 -4,6403 -4,4071 -4,2057 -4,0003 -3,7728 -3,5155 -3,2152 -2,8600 -2,4593 -2,0431 -1,6392 -1,2578 -0,8920 -0,5231 -0,1282 0,3134 0,8195 1,4085 2,0927 2,8593 3,6535 4,3819 4,9416 5,2628 5,3421 5,2395 5,0251 4,7264 4,3445 3,9138 3,5172 3,2343 3,0875 3,0393 3,0246 2,9793 2,8528 2,6115 2,2405 1,7528 1,1924 0,6123 0,0445 -0,5050 -1,0498 -1,6171 -2,2256 -2,8557 -3,4433 -3,9037 -4,1712 -4,2233 -4,0768 -3,7777 -3,3971 -3,0206 -2,7315 -2,6032 -2,6932 -3,0297 -3,5964 -4,3198 -5,0790 -5,7525 -6,2615 -6,5857 -6,7529 -6,8068 -6,7736 -6,6550 -6,4504 -6,1805 -5,8894 -5,6300 -5,4479 -5,3657 -5,3678 -5,3954 -5,3682 -5,2263 -4,9630 -4,6266 -4,3080 -4,1208 -4,1634 -4,4689 -4,9730 -5,5391 -6,0372 -6,4088 -6,6662 -6,8490 -6,9862 -7,0939 -7,1968 -7,3383 -7,5652 -7,8997 -8,3113 -8,7179 -9,0221 -9,1459 -9,0446 -8,7218
F3    0,8388 1,3015 1,6170 1,7660 1,7355 1,5346 1,1987 0,7811 0,3445 -0,0458 -0,3305 -0,4623 -0,4174 -0,2135 0,0873 0,4051 0,6787 0,8789 0,9976 1,0383 1,0189 0,9723 0,9352 0,9267 0,9301 0,8975 0,7807 0,5646 0,2718 -0,0576 -0,3910 -0,6995 -0,9376 -1,0504 -1,0059 -0,8221 -0,5688 -0,3389 -0,2089 -0,2209 -0,3827 -0,6696 -1,0328 -1,4135 -1,7510 -1,9859 -2,0739 -2,0102 -1,8307 -1,5801 -1,2896 -0,9830 -0,6833 -0,4083 -0,1670 0,0323 0,1683 0,2090 0,1358 -0,0463 -0,3250 -0,6900 -1,1226 -1,5877 -2,0351 -2,4128 -2,6856 -2,8431 -2,8883 -2,8301 -2,6851 -2,4712 -2,2021 -1,8993 -1,5982 -1,3343 -1,1316 -1,0042 -0,9642 -1,0230 -1,1766 -1,3982 -1,6564 -1,9307 -2,2041 -2,4580 -2,6740 -2,8344 -2,9280 -2,9601 -2,9500 -2,9206 -2,9019 -2,9404 -3,0790 -3,3221 -3,6311 -3,9588 -4,2762 -4,5679 -4,8235 -5,0390 -5,2196 -5,3804 -5,5461 -5,7449 -6,0004 -6,3274 -6,7270 -7,1690 -7,5819 -7,8761 -7,9821 -7,8796 -7,6024 -7,2148 -6,7808 -6,3485 -5,9482 -5,5927 -5,2883 -5,0510 -4,9037 -4,8527 -4,8719 -4,9123 -4,9226 -4,8537 -4,6505 -4,2651 -3,6812 -2,9180 -2,0221 -1,0639 -0,1297 0,6949 1,3447 1,7849 2,0106 2,0493 1,9561 1,8011 1,6615 1,6099 1,6954 1,9374 2,3295 2,8331 3,3733 3,8491 4,1586 4,2278 4,0291 3,5799 2,9326 2,1709 1,4000 0,7168 0,1791 -0,1922 -0,3875 -0,3918 -0,1982 0,1691 0,6505 1,1711 1,6644 2,0812 2,3884 2,5692 2,6315 2,6174 2,5902 2,5939 2,6151 2,5878 2,4351 2,1127 1,6335 1,0701 0,5211 0,0671 -0,2495 -0,4225 -0,4738 -0,4347 -0,3299 -0,1907 -0,0772 -0,0662 -0,2092 -0,4988 -0,8750 -1,2640 -1,6118 -1,8958 -2,1203 -2,3051 -2,4759 -2,6556 -2,8509 -3,0356 -3,1516 -3,1388 -2,9690 -2,6533 -2,2315 -1,7627 -1,3103 -0,9166 -0,6026 -0,3909 -0,3050 -0,3468 -0,4928 -0,7157 -0,9977 -1,3196 -1,6373 -1,8700 -1,9232 -1,7357 -1,3139 -0,7324 -0,0984 0,5042 1,0506 1,5605 2,0543 2,5181 2,9046 3,1713 3,3174 3,3852 3,4159 3,3920 3,2345 2,8695 2,2955 1,5924 0,8828 0,2796 -0,1504 -0,4003 -0,5113 -0,5392 -0,5224 -0,4800 -0,4221 -0,3460 -0,2307 -0,0552 0,1760 0,4304 0,6714 0,8798 1,0485 1,1581 1,1736 1,0733 0,8677 0,5862 0,2558 -0,0994 -0,4400 -0,7073 -0,8510 -0,8634 -0,7805 -0,6524 -0,5115 -0,3645 -0,2060 -0,0370 0,1260 0,2534 0,3104 0,2710 0,1321 -0,0838 -0,3409 -0,6026 -0,8403 -1,0334 -1,1624 -1,2044 -1,1397 -0,9672 -0,7192 -0,4584 -0,2488 -0,1214 -0,0721 -0,0980 -0,2248 -0,4831 -0,8607 -1,2894 -1,6792 -1,9611 -2,1009 -2,0940 -1,9668 -1,7733 -1,5796 -1,4453 -1,4009 -1,4316 -1,4895 -1,5232 -1,4934 -1,3775 -1,1809 -0,9464 -0,7356 -0,5868 -0,4911 -0,4146 -0,3363 -0,2548 -0,1733 -0,0917 -0,0072 0,0806 0,1586 0,1946 0,1464 -0,0226 -0,3205 -0,7105 -1,1306 -1,5329 -1,8945 -2,1971 -2,4154 -2,5278 -2,5328 -2,4511 -2,3038 -2,0852 -1,7651 -1,3297 -0,8239 -0,3487 -0,0120 0,1197 0,0378 -0,2201 -0,5899 -1,0039 -1,4094 -1,7717 -2,0625 -2,2600 -2,3619 -2,3842 -2,3396 -2,2236 -2,0314 -1,7813 -1,5045 -1,2256 -0,9700 -0,7733 -0,6661 -0,6609 -0,7534 -0,9238 -1,1352 -1,3424 -1,5161 -1,6623 -1,8098 -1,9791 -2,1640 -2,3372 -2,4626 -2,5031 -2,4301 -2,2337 -1,9270 -1,5442 -1,1292 -0,7229 -0,3600 -0,0744 0,1058 0,1736 0,1518 0,0848 0,0150 -0,0367 -0,0719 -0,1006 -0,1157 -0,0759 0,0686 0,3247 0,6360 0,9143 1,0818 1,0964 0,9585 0,7036 0,3860 0,0669 -0,1978 -0,3705 -0,4391 -0,4171 -0,3411 -0,2615 -0,2222 -0,2315 -0,2488 -0,2109 -0,0809 0,1313 0,3948 0,6817 0,9592 1,1860 1,3355 1,4143 1,4449 1,4337 1,3598 1,1928 0,9159 0,5379 0,0970 -0,3479 -0,7443 -1,0648 -1,2961 -1,4239 -1,4341 -1,3209 -1,0928 -0,7734 -0,3917 0,0239 0,4440 0,8273 1,1188 1,2634 1,2231 0,9866 0,5734 0,0359 -0,5433 -1,0686 -1,4622 -1,6864 -1,7432 -1,6608 -1,4779 -1,2393 -0,9991 -0,8137 -0,7259 -0,7540 -0,8886 -1,0981 -1,3404 -1,5753 -1,7743 -1,9242 -2,0267 -2,0938 -2,1482 -2,2185 -2,3222 -2,4550 -2,6108 -2,8063 -3,0777 -3,4463 -3,8922 -4,3657 -4,8227 -5,2533 -5,6844 -6,1535 -6,6701 -7,1982 -7,6743 -8,0340 -8,2238 -8,2015 -7,9442 -7,4664 -6,8352 -6,1592 -5,5487 -5,0702 -4,7326 -4,5059 -4,3458 -4,2119 -4,0820 -3,9474 -3,7916 -3,5904 -3,3348 -3,0409 -2,7347 -2,4362 -2,1522 -1,8719 -1,5664 -1,1975 -0,7326 -0,1537 0,5363 1,3032 2,0762 2,7601 3,2600 3,5123 3,5136 3,3264 3,0378 2,7050 2,3517 2,0078 1,7276 1,5614 1,5169 1,5489 1,5837 1,5516 1,4056 1,1225 0,7020 0,1704 -0,4205 -1,0173 -1,5888 -2,1311 -2,6594 -3,1980 -3,7601 -4,3255 -4,8346 -5,2063 -5,3753 -5,3227 -5,0745 -4,6885 -4,2496 -3,8644 -3,6407 -3,6629 -3,9716 -4,5522 -5,3382 -6,2188 -7,0590 -7,7395 -8,1916 -8,4049 -8,4139 -8,2711 -8,0198 -7,6881 -7,3019 -6,8982 -6,5264 -6,2381 -6,0706 -6,0273 -6,0658 -6,1041 -6,0550 -5,8743 -5,5881 -5,2790 -5,0506 -4,9943 -5,1608 -5,5343 -6,0240 -6,4942 -6,8313 -6,9970 -7,0263 -6,9892 -6,9473 -6,9418 -7,0107 -7,1966 -7,5270 -7,9862 -8,5000 -8,9518 -9,2292 -9,2613 -9,0291 -8,5713
F7    -0,6732 -0,2361 0,1488 0,4323 0,5719 0,5513 0,3942 0,1608 -0,0683 -0,2191 -0,2439 -0,1232 0,1302 0,4591 0,7666 0,9562 0,9857 0,8894 0,7484 0,6355 0,5804 0,5742 0,5959 0,6292 0,6628 0,6877 0,6974 0,6851 0,6389 0,5385 0,3564 0,0764 -0,2716 -0,6024 -0,8097 -0,8229 -0,6514 -0,3854 -0,1508 -0,0493 -0,1233 -0,3547 -0,6839 -1,0296 -1,3074 -1,4506 -1,4283 -1,2541 -0,9743 -0,6398 -0,2874 0,0535 0,3473 0,5593 0,6778 0,7189 0,6966 0,6008 0,4190 0,1712 -0,0912 -0,3154 -0,4707 -0,5505 -0,5632 -0,5219 -0,4415 -0,3421 -0,2459 -0,1700 -0,1155 -0,0619 0,0159 0,1142 0,1942 0,2143 0,1681 0,0931 0,0416 0,0405 0,0820 0,1444 0,2049 0,2368 0,2089 0,0937 -0,1177 -0,4008 -0,6983 -0,9433 -1,0849 -1,1061 -1,0365 -0,9567 -0,9660 -1,1258 -1,4253 -1,7950 -2,1489 -2,4207 -2,5813 -2,6386 -2,6233 -2,5787 -2,5577 -2,6153 -2,7923 -3,1088 -3,5625 -4,1157 -4,6850 -5,1630 -5,4652 -5,5644 -5,4856 -5,2744 -4,9785 -4,6491 -4,3421 -4,1127 -4,0048 -4,0318 -4,1612 -4,3234 -4,4433 -4,4689 -4,3796 -4,1737 -3,8507 -3,4081 -2,8508 -2,1960 -1,4692 -0,7011 0,0721 0,8048 1,4462 1,9522 2,2938 2,4696 2,5156 2,4934 2,4689 2,4932 2,5861 2,7334 2,9060 3,0812 3,2458 3,3850 3,4766 3,5045 3,4737 3,4028 3,3090 3,2069 3,1155 3,0521 3,0279 3,0525 3,1369 3,2914 3,5237 3,8294 4,1793 4,5225 4,8047 4,9826 5,0323 4,9546 4,7773 4,5464 4,3055 4,0744 3,8416 3,5691 3,2104 2,7397 2,1846 1,6377 1,2208 1,0241 1,0660 1,2909 1,5939 1,8627 2,0208 2,0408 1,9287 1,7060 1,3996 1,0378 0,6500 0,2611 -0,1169 -0,4844 -0,8445 -1,1896 -1,4975 -1,7428 -1,9098 -1,9915 -1,9781 -1,8624 -1,6624 -1,4251 -1,2010 -1,0239 -0,9027 -0,8191 -0,7494 -0,6954 -0,6803 -0,7176 -0,8026 -0,9238 -1,0667 -1,2068 -1,3080 -1,3320 -1,2546 -1,0768 -0,8264 -0,5544 -0,3162 -0,1393 -0,0091 0,1119 0,2452 0,3654 0,4089 0,3291 0,1513 -0,0270 -0,0996 -0,0345 0,1006 0,1914 0,1509 -0,0388 -0,3199 -0,5855 -0,7347 -0,7272 -0,5921 -0,3936 -0,1958 -0,0506 0,0123 0,0026 -0,0300 -0,0295 0,0253 0,1174 0,2254 0,3494 0,5009 0,6728 0,8313 0,9397 0,9809 0,9569 0,8763 0,7462 0,5705 0,3509 0,0881 -0,2145 -0,5405 -0,8529 -1,0990 -1,2242 -1,1892 -0,9958 -0,7025 -0,4076 -0,2044 -0,1371 -0,1906 -0,3175 -0,4715 -0,6223 -0,7597 -0,8934 -1,0444 -1,2335 -1,4685 -1,7327 -1,9832 -2,1630 -2,2242 -2,1533 -1,9830 -1,7817 -1,6292 -1,5868 -1,6747 -1,8622 -2,0764 -2,2286 -2,2491 -2,1168 -1,8680 -1,5743 -1,3095 -1,1317 -1,0731 -1,1335 -1,2843 -1,4789 -1,6558 -1,7430 -1,6791 -1,4328 -1,0057 -0,4232 0,2684 0,9888 1,6205 2,0427 2,1842 2,0579 1,7570 1,4090 1,1042 0,8514 0,5936 0,2702 -0,1214 -0,5125 -0,8119 -0,9707 -1,0020 -0,9496 -0,8516 -0,7332 -0,6163 -0,5167 -0,4299 -0,3257 -0,1686 0,0433 0,2615 0,4148 0,4561 0,3918 0,2724 0,1585 0,0881 0,0611 0,0372 -0,0415 -0,2111 -0,4662 -0,7644 -1,0361 -1,1982 -1,1819 -0,9630 -0,5828 -0,1367 0,2696 0,5620 0,7128 0,7322 0,6434 0,4567 0,1756 -0,1733 -0,5292 -0,8310 -1,0541 -1,2057 -1,2967 -1,3286 -1,3005 -1,2178 -1,0920 -0,9340 -0,7513 -0,5498 -0,3402 -0,1375 0,0503 0,2270 0,3999 0,5730 0,7465 0,9172 1,0798 1,2292 1,3584 1,4560 1,5059 1,4969 1,4397 1,3734 1,3384 1,3417 1,3563 1,3502 1,3080 1,2291 1,1188 0,9849 0,8390 0,6964 0,5792 0,5175 0,5373 0,6367 0,7745 0,8874 0,9275 0,8912 0,8166 0,7541 0,7421 0,8040 0,9468 1,1481 1,3597 1,5349 1,6531 1,7235 1,7711 1,8119 1,8325 1,7955 1,6689 1,4515 1,1744 0,8762 0,5791 0,2878 0,0035 -0,2631 -0,4825 -0,6057 -0,5778 -0,3581 0,0555 0,6041 1,1688 1,6124 1,8375 1,8188 1,5934 1,2281 0,7927 0,3538 -0,0195 -0,2593 -0,3193 -0,2038 0,0236 0,2678 0,4404 0,4883 0,4063 0,2338 0,0332 -0,1368 -0,2423 -0,2830 -0,2807 -0,2601 -0,2399 -0,2366 -0,2725 -0,3751 -0,5632 -0,8275 -1,1296 -1,4207 -1,6635 -1,8407 -1,9500 -1,9944 -1,9858 -1,9600 -1,9850 -2,1460 -2,5027 -3,0494 -3,7132 -4,3883 -4,9799 -5,4320 -5,7296 -5,8737 -5,8555 -5,6605 -5,2979 -4,8150 -4,2775 -3,7454 -3,2650 -2,8707 -2,5836 -2,4109 -2,3392 -2,3314 -2,3398 -2,3326 -2,3090 -2,2863 -2,2741 -2,2603 -2,2170 -2,1109 -1,9146 -1,6153 -1,2132 -0,7144 -0,1356 0,4809 1,0732 1,5873 1,9973 2,2975 2,4811 2,5239 2,3920 2,0765 1,6273 1,1555 0,7958 0,6470 0,7286 0,9783 1,2849 1,5361 1,6577 1,6267 1,4618 1,2090 0,9243 0,6476 0,3836 0,1050 -0,2226 -0,6174 -1,0784 -1,5869 -2,1058 -2,5868 -2,9874 -3,2822 -3,4667 -3,5582 -3,5914 -3,6092 -3,6522 -3,7527 -3,9347 -4,2111 -4,5707 -4,9728 -5,3600 -5,6668 -5,8236 -5,7792 -5,5335 -5,1474 -4,7129 -4,3113 -3,9910 -3,7671 -3,6329 -3,5738 -3,5659 -3,5662 -3,5172 -3,3773 -3,1562 -2,9226 -2,7693 -2,7647 -2,9235 -3,2059 -3,5406 -3,8518 -4,0766 -4,1799 -4,1690 -4,0957 -4,0345 -4,0478 -4,1611 -4,3641 -4,6222 -4,8851 -5,0944 -5,1987 -5,1731 -5,0328 -4,8199 -4,5717 -4,3068
