Fp1   -2,5073 -2,5062 -2,4237 -2,2867 -2,1290 -1,9857 -1,8885 -1,8431 -1,8100 -1,7217 -1,5323 -1,2565 -0,9638 -0,7357 -0,6240 -0,6278 -0,6975 -0,7601 -0,7515 -0,6387 -0,4332 -0,1921 0,0107 0,1238 0,1370 0,0747 -0,0157 -0,0818 -0,0866 -0,0162 0,1235 0,3114 0,5240 0,7516 0,9995 1,2749 1,5699 1,8567 2,0989 2,2700 2,3717 2,4335 2,4816 2,5033 2,4410 2,2237 1,8201 1,2725 0,6822 0,1592 -0,2233 -0,4487 -0,5493 -0,5766 -0,5737 -0,5726 -0,5946 -0,6361 -0,6566 -0,6002 -0,4345 -0,1657 0,1765 0,5612 0,9718 1,4061 1,8587 2,2943 2,6342 2,7801 2,6662 2,3106 1,8205 1,3384 0,9667 0,7331 0,6116 0,5620 0,5476 0,5355 0,4998 0,4384 0,3807 0,3636 0,3967 0,4527 0,4916 0,4936 0,4825 0,5195 0,6653 0,9461 1,3518 1,8466 2,3694 2,8468 3,2237 3,4761 3,5939 3,5706 3,4196 3,1900 2,9515 2,7591 2,6281 2,5403 2,4754 2,4347 2,4273 2,4401 2,4371 2,3853 2,2718 2,0979 1,8771 1,6520 1,5006 1,5078 1,7225 2,1326 2,6750 3,2781 3,9092 4,5818 5,3158 6,1023 6,9109 7,7121 8,4836 9,2152 9,9103 10,5739 11,2004 11,7821 12,3202 12,8177 13,2638 13,6401 13,9406 14,1716 14,3380 14,4525 14,5505 14,6816 14,8883 15,1845 15,5275 15,8078 15,8901 15,6758 15,1362 14,3095 13,2849 12,1812 11,1124 10,1479 9,2999 8,5571 7,9294 7,4551 7,1762 7,1130 7,2402 7,4784 7,7156 7,8518 7,8325 7,6548 7,3482 6,9491 6,4963 6,0445 5,6612 5,3986 5,2758 5,2827 5,3920 5,5650 5,7493 5,8757 5,8830 5,7595 5,5533 5,3351 5,1489 4,9888 4,8096 4,5687 4,2659 3,9383 3,6186 3,3146 3,0127 2,6742 2,2385 1,6544 0,9084 0,0235 -0,9502 -1,9423 -2,8784 -3,7051 -4,4009 -4,9721 -5,4380 -5,8193 -6,1409 -6,4357 -6,7362 -7,0690 -7,4560 -7,9079 -8,4121 -8,9339 -9,4281 -9,8519 -10,1741 -10,3836 -10,4864 -10,4887 -10,3815 -10,1428 -9,7563 -9,2293 -8,6095 -7,9929 -7,5002 -7,2221 -7,1836 -7,3521 -7,6646 -8,0450 -8,4109 -8,6884 -8,8399 -8,8845 -8,8790 -8,8672 -8,8487 -8,7938 -8,6697 -8,4494 -8,1160 -7,6823 -7,2086 -6,7816 -6,4672 -6,2770 -6,1714 -6,0939 -6,0035 -5,8786 -5,7161 -5,5452 -5,4178 -5,3703 -5,4001 -5,4760 -5,5607 -5,6352 -5,7062 -5,7845 -5,8575 -5,8917 -5,8673 -5,8036 -5,7508 -5,7624 -5,8702 -6,0698 -6,3224 -6,5838 -6,8354 -7,0829 -7,3254 -7,5432 -7,7247 -7,8975 -8,1181 -8,4303 -8,8426 -9,3392 -9,8915 -10,4519 -10,9560 -11,3432 -11,5743 -11,6280 -11,4871 -11,1469 -10,6333 -10,0038 -9,3352 -8,7099 -8,1958 -7,8268 -7,5896 -7,4297 -7,2767 -7,0711 -6,7839 -6,4269 -6,0404 -5,6646 -5,3200 -5,0071 -4,7186 -4,4554 -4,2281 -4,0444 -3,8990 -3,7784 -3,6715 -3,5796 -3,5129 -3,4806 -3,4894 -3,5457 -3,6522 -3,8064 -4,0022 -4,2245 -4,4470 -4,6451 -4,8209 -5,0196 -5,3095 -5,7313 -6,2595 -6,8062 -7,2566 -7,5169 -7,5552 -7,4107 -7,1706 -6,9417 -6,8171 -6,8383 -6,9804 -7,1754 -7,3500 -7,4486 -7,4473 -7,3611 -7,2334 -7,1169 -7,0588 -7,0826 -7,1731 -7,2829 -7,3640 -7,3969 -7,3861 -7,3379 -7,2464 -7,0965 -6,8730 -6,5714 -6,2056 -5,8060 -5,4138 -5,0732 -4,8095 -4,6071 -4,4223 -4,2260 -4,0247 -3,8456 -3,7115 -3,6268 -3,5745 -3,5226 -3,4408 -3,3211 -3,1849 -3,0674 -2,9936 -2,9611 -2,9385 -2,8787 -2,7474 -2,5465 -2,3147 -2,1034 -1,9501 -1,8648 -1,8360 -1,8539 -1,9235 -2,0494 -2,2154 -2,3834 -2,5128 -2,5869 -2,6295 -2,6885 -2,8046 -2,9980 -3,2654 -3,5739 -3,8608 -4,0578 -4,1280 -4,0704 -3,8844 -3,5527 -3,0713 -2,4816 -1,8672 -1,3223 -0,9188 -0,6887 -0,6267 -0,7011 -0,8675 -1,0791 -1,2946 -1,4832 -1,6278 -1,7201 -1,7529 -1,7178 -1,6217 -1,5096 -1,4577 -1,5265 -1,7131 -1,9513 -2,1595 -2,2857 -2,3101 -2,2262 -2,0272 -1,7089 -1,2850 -0,8000 -0,3162 0,1144 0,4681 0,7514 0,9942 1,2319 1,4833 1,7404 1,9791 2,1687 2,2764 2,2856 2,2198 2,1322 2,0538 1,9558 1,7676 1,4264 0,9064 0,2143 -0,6210 -1,5381 -2,4355 -3,1941 -3,7195 -3,9788 -4,0054 -3,8729 -3,6518 -3,3743 -3,0447 -2,6824 -2,3358 -2,0571 -1,8746 -1,7827 -1,7491 -1,7388 -1,7412 -1,7813 -1,9007 -2,1219 -2,4217 -2,7346 -2,9919 -3,1652 -3,2701 -3,3351 -3,3853 -3,4473 -3,5436 -3,6847 -3,8771 -4,1279 -4,4331 -4,7765 -5,1412 -5,5089 -5,8524 -6,1469 -6,3870 -6,5854 -6,7528 -6,8765 -6,9032 -6,7481 -6,3451 -5,6953 -4,8657 -3,9515 -3,0341 -2,1506 -1,2894 -0,4112 0,5295 1,5713 2,7207 3,9293 5,1222 6,2477 7,2812 8,1911 8,9255 9,4320 9,6907 9,7293 9,6072 9,3885 9,1194 8,8089 8,4302 7,9524 7,3779 6,7450 6,0907 5,4166 4,6984 3,9181 3,0895 2,2611 1,4956 0,8369 0,2907 -0,1719 -0,5915 -0,9928 -1,3761 -1,7383 -2,0950 -2,4743 -2,8888 -3,3271 -3,7719 -4,2028 -4,5864 -4,8891 -5,1051 -5,2662 -5,4272 -5,6403 -5,9272 -6,2737 -6,6488 -7,0180 -7,3430 -7,5867 -7,7291 -7,7653 -7,6866 -7,4844 -7,1718 -6,7890 -6,3932 -6,0523 -5,8360 -5,8036 -5,9924 -6,4049 -6,9967 -7,6847 -8,3803 -9,0162 -9,5494 -9,9539 -10,2275 -10,4100 -10,5814 -10,8217 -11,1614 -11,5753 -12,0192 -12,4600 -12,8684 -13,2012 -13,4083 -13,4612 -13,3721 -13,1839 -12,9456 -12,6995 -12,4720 -12,2560 -12,0080 -11,6694
Fz    -1,3240 -1,0535 -0,7814 -0,5356 -0,3402 -0,2114 -0,1561 -0,1660 -0,2146 -0,2649 -0,2854 -0,2690 -0,2407 -0,2461 -0,3191 -0,4555 -0,6149 -0,7447 -0,8052 -0,7801 -0,6733 -0,5053 -0,3095 -0,1215 0,0354 0,1606 0,2681 0,3706 0,4678 0,5517 0,6170 0,6643 0,6962 0,7140 0,7206 0,7246 0,7364 0,7571 0,7757 0,7814 0,7773 0,7771 0,7843 0,7759 0,7070 0,5292 0,2142 -0,2251 -0,7325 -1,2308 -1,6516 -1,9527 -2,1197 -2,1595 -2,0947 -1,9610 -1,7943 -1,6096 -1,3962 -1,1366 -0,8279 -0,4881 -0,1500 0,1550 0,4108 0,6193 0,7925 0,9393 1,0561 1,1300 1,1518 1,1232 1,0515 0,9380 0,7692 0,5244 0,1937 -0,2142 -0,6772 -1,1626 -1,6253 -2,0107 -2,2682 -2,3662 -2,2996 -2,0872 -1,7579 -1,3367 -0,8368 -0,2634 0,3719 1,0430 1,7180 2,3677 2,9658 3,4904 3,9315 4,2873 4,5493 4,6988 4,7236 4,6362 4,4679 4,2481 3,9888 3,6882 3,3457 2,9728 2,5904 2,2187 1,8724 1,5651 1,3107 1,1219 1,0115 0,9989 1,1118 1,3791 1,8214 2,4391 3,2043 4,0686 4,9859 5,9288 6,8863 7,8560 8,8401 9,8418 10,8611 11,8936 12,9315 13,9596 14,9507 15,8707 16,6919 17,3967 17,9717 18,4081 18,7063 18,8722 18,9110 18,8343 18,6676 18,4469 18,2085 17,9771 17,7478 17,4789 17,1111 16,6039 15,9579 15,2092 14,4117 13,6225 12,8900 12,2364 11,6500 11,1063 10,6014 10,1632 9,8344 9,6440 9,5848 9,6106 9,6571 9,6701 9,6210 9,5098 9,3585 9,1969 9,0517 8,9455 8,8996 8,9304 9,0468 9,2533 9,5551 9,9619 10,4806 11,0972 11,7676 12,4343 13,0485 13,5792 14,0081 14,3235 14,5172 14,5911 14,5649 14,4696 14,3296 14,1534 13,9352 13,6571 13,2929 12,8202 12,2292 11,5258 10,7371 9,9126 9,1036 8,3374 7,6112 6,9102 6,2293 5,5787 4,9754 4,4343 3,9642 3,5653 3,2294 2,9422 2,6873 2,4528 2,2361 2,0427 1,8775 1,7389 1,6223 1,5301 1,4791 1,4982 1,6160 1,8436 2,1599 2,5097 2,8239 3,0531 3,1853 3,2398 3,2460 3,2298 3,2136 3,2171 3,2461 3,2869 3,3214 3,3477 3,3855 3,4628 3,5998 3,7999 4,0507 4,3271 4,5965 4,8317 5,0254 5,1894 5,3446 5,5114 5,7045 5,9264 6,1565 6,3482 6,4475 6,4205 6,2661 6,0136 5,7148 5,4268 5,1966 5,0589 5,0399 5,1513 5,3810 5,6897 6,0185 6,3064 6,5110 6,6210 6,6483 6,6084 6,5073 6,3435 6,1208 5,8559 5,5695 5,2701 4,9515 4,6077 4,2487 3,9023 3,6085 3,4072 3,3244 3,3626 3,5048 3,7281 4,0141 4,3514 4,7306 5,1426 5,5764 6,0103 6,4079 6,7313 6,9684 7,1453 7,3084 7,4975 7,7288 7,9913 8,2534 8,4826 8,6654 8,8097 8,9274 9,0195 9,0809 9,1177 9,1529 9,2117 9,3008 9,3983 9,4637 9,4604 9,3707 9,1977 8,9634 8,7001 8,4372 8,1931 7,9764 7,7877 7,6139 7,4227 7,1753 6,8521 6,4687 6,0740 5,7368 5,5219 5,4621 5,5450 5,7231 5,9306 6,1049 6,2153 6,2758 6,3272 6,4057 6,5287 6,6944 6,8846 7,0724 7,2332 7,3503 7,4163 7,4342 7,4169 7,3815 7,3378 7,2820 7,2048 7,1119 7,0330 7,0058 7,0522 7,1710 7,3432 7,5382 7,7184 7,8510 7,9203 7,9298 7,8959 7,8404 7,7824 7,7273 7,6659 7,5828 7,4635 7,2991 7,0883 6,8383 6,5650 6,2935 6,0528 5,8664 5,7438 5,6817 5,6699 5,6956 5,7438 5,7968 5,8340 5,8389 5,8060 5,7415 5,6589 5,5753 5,5073 5,4702 5,4727 5,5124 5,5812 5,6775 5,8093 5,9860 6,2107 6,4811 6,7906 7,1237 7,4578 7,7793 8,0933 8,4105 8,7271 9,0194 9,2543 9,4092 9,4787 9,4658 9,3718 9,1983 8,9514 8,6473 8,3145 7,9907 7,7109 7,4974 7,3567 7,2774 7,2269 7,1576 7,0271 6,8239 6,5727 6,3158 6,0893 5,9155 5,8072 5,7719 5,8113 5,9156 6,0602 6,2166 6,3705 6,5255 6,6910 6,8722 7,0707 7,2879 7,5267 7,7863 8,0521 8,2921 8,4708 8,5705 8,5948 8,5510 8,4291 8,2025 7,8474 7,3621 6,7658 6,0910 5,3811 4,6916 4,0800 3,5861 3,2155 2,9428 2,7325 2,5617 2,4279 2,3333 2,2696 2,2260 2,2060 2,2272 2,3088 2,4579 2,6610 2,8842 3,0845 3,2254 3,2906 3,2905 3,2550 3,2128 3,1731 3,1271 3,0619 2,9696 2,8455 2,6869 2,4949 2,2755 2,0378 1,7902 1,5355 1,2700 0,9910 0,7066 0,4292 0,1647 -0,0856 -0,3111 -0,4803 -0,5376 -0,4185 -0,0844 0,4510 1,1267 1,8692 2,6300 3,4039 4,2164 5,0981 6,0679 7,1307 8,2739 9,4620 10,6442 11,7694 12,7930 13,6757 14,3837 14,8935 15,1996 15,3128 15,2483 15,0199 14,6449 14,1465 13,5552 12,9156 12,2818 11,6941 11,1556 10,6314 10,0710 9,4384 8,7313 7,9811 7,2331 6,5237 5,8695 5,2668 4,6976 4,1458 3,6101 3,0986 2,6128 2,1445 1,6862 1,2426 0,8309 0,4750 0,2005 0,0246 -0,0587 -0,0862 -0,1137 -0,1933 -0,3562 -0,6122 -0,9546 -1,3596 -1,7852 -2,1793 -2,4960 -2,7119 -2,8279 -2,8663 -2,8675 -2,8811 -2,9492 -3,0959 -3,3309 -3,6569 -4,0730 -4,5746 -5,1491 -5,7702 -6,4024 -7,0074 -7,5451 -7,9710 -8,2434 -8,3469 -8,3118 -8,2009 -8,0758 -7,9773 -7,9323 -7,9578 -8,0497 -8,1763 -8,2940 -8,3687 -8,3851 -8,3434 -8,2530 -8,1331 -8,0066 -7,8808 -7,7378 -7,5469
F3    -0,6384 -0,4684 -0,3019 -0,1630 -0,0754 -0,0570 -0,1142 -0,2349 -0,3848 -0,5135 -0,5747 -0,5500 -0,4615 -0,3590 -0,2896 -0,2728 -0,2979 -0,3382 -0,3692 -0,3791 -0,3684 -0,3465 -0,3289 -0,3284 -0,3427 -0,3515 -0,3289 -0,2601 -0,1462 0,0016 0,1683 0,3384 0,4971 0,6313 0,7337 0,8080 0,8623 0,8972 0,9038 0,8786 0,8357 0,8001 0,7831 0,7668 0,7087 0,5583 0,2812 -0,1195 -0,5988 -1,0911 -1,5369 -1,8984 -2,1614 -2,3285 -2,4148 -2,4466 -2,4503 -2,4336 -2,3808 -2,2704 -2,0946 -1,8677 -1,6210 -1,3885 -1,1892 -1,0208 -0,8683 -0,7231 -0,5949 -0,5063 -0,4731 -0,4912 -0,5419 -0,6091 -0,6962 -0,8247 -1,0146 -1,2697 -1,5777 -1,9161 -2,2530 -2,5479 -2,7575 -2,8488 -2,8122 -2,6608 -2,4176 -2,0998 -1,7102 -1,2437 -0,7065 -0,1257 0,4613 1,0205 1,5252 1,9581 2,3118 2,5810 2,7542 2,8177 2,7722 2,6437 2,4743 2,2995 2,1318 1,9628 1,7812 1,5872 1,3873 1,1845 0,9796 0,7805 0,6023 0,4605 0,3699 0,3534 0,4458 0,6841 1,0935 1,6754 2,4002 3,2170 4,0776 4,9528 5,8307 6,7068 7,5829 8,4651 9,3578 10,2610 11,1718 12,0805 12,9637 13,7922 14,5476 15,2239 15,8143 16,3073 16,6936 16,9663 17,1171 17,1454 17,0698 16,9301 16,7753 16,6417 16,5251 16,3718 16,1059 15,6718 15,0606 14,3083 13,4795 12,6490 11,8812 11,2068 10,6168 10,0866 9,6093 9,2060 8,9109 8,7450 8,6941 8,7072 8,7202 8,6831 8,5713 8,3863 8,1496 7,8896 7,6311 7,3964 7,2070 7,0799 7,0238 7,0398 7,1294 7,2993 7,5553 7,8836 8,2437 8,5848 8,8679 9,0754 9,2044 9,2544 9,2204 9,0991 8,9016 8,6533 8,3816 8,1059 7,8356 7,5642 7,2681 6,9174 6,4872 5,9650 5,3603 4,7073 4,0479 3,4100 2,8021 2,2251 1,6826 1,1820 0,7283 0,3225 -0,0377 -0,3627 -0,6704 -0,9812 -1,3112 -1,6670 -2,0408 -2,4154 -2,7762 -3,1186 -3,4407 -3,7314 -3,9632 -4,0970 -4,0985 -3,9572 -3,7004 -3,3925 -3,1101 -2,9052 -2,7853 -2,7222 -2,6777 -2,6208 -2,5302 -2,3949 -2,2247 -2,0533 -1,9201 -1,8435 -1,8103 -1,7861 -1,7332 -1,6244 -1,4487 -1,2130 -0,9411 -0,6597 -0,3821 -0,1059 0,1775 0,4742 0,7854 1,1055 1,4150 1,6751 1,8387 1,8742 1,7781 1,5788 1,3310 1,0956 0,9192 0,8339 0,8592 0,9948 1,2145 1,4729 1,7154 1,8907 1,9707 1,9666 1,9185 1,8657 1,8233 1,7829 1,7309 1,6656 1,5936 1,5155 1,4213 1,3025 1,1638 1,0218 0,8979 0,8103 0,7659 0,7575 0,7708 0,7935 0,8219 0,8601 0,9172 1,0056 1,1328 1,2886 1,4414 1,5570 1,6280 1,6824 1,7651 1,9109 2,1294 2,4034 2,6999 2,9886 3,2572 3,5064 3,7308 3,9088 4,0182 4,0589 4,0574 4,0470 4,0428 4,0335 3,9924 3,8972 3,7381 3,5161 3,2406 2,9261 2,5870 2,2384 1,8978 1,5831 1,3032 1,0485 0,7940 0,5195 0,2262 -0,0598 -0,2966 -0,4460 -0,4922 -0,4456 -0,3374 -0,2163 -0,1377 -0,1328 -0,1858 -0,2481 -0,2698 -0,2201 -0,0920 0,0976 0,3135 0,5152 0,6689 0,7568 0,7803 0,7572 0,7109 0,6591 0,6069 0,5540 0,5104 0,5031 0,5616 0,6973 0,8981 1,1335 1,3611 1,5329 1,6116 1,5883 1,4853 1,3452 1,2137 1,1218 1,0750 1,0563 1,0402 1,0039 0,9349 0,8320 0,7017 0,5559 0,4125 0,2939 0,2202 0,2021 0,2426 0,3427 0,5024 0,7172 0,9739 1,2471 1,5027 1,7059 1,8294 1,8592 1,7976 1,6616 1,4802 1,2836 1,0899 0,9072 0,7454 0,6205 0,5472 0,5313 0,5707 0,6579 0,7768 0,9069 1,0428 1,2008 1,3994 1,6361 1,8838 2,1030 2,2606 2,3411 2,3439 2,2743 2,1400 1,9496 1,7160 1,4630 1,2263 1,0427 0,9384 0,9216 0,9756 1,0556 1,0998 1,0566 0,9084 0,6758 0,3981 0,1135 -0,1461 -0,3524 -0,4783 -0,4999 -0,4073 -0,2140 0,0510 0,3613 0,6989 1,0479 1,3938 1,7279 2,0460 2,3458 2,6263 2,8795 3,0853 3,2233 3,2911 3,3034 3,2718 3,1869 3,0221 2,7545 2,3808 1,9178 1,3943 0,8508 0,3403 -0,0822 -0,3816 -0,5594 -0,6513 -0,7041 -0,7505 -0,7989 -0,8489 -0,9074 -0,9835 -1,0717 -1,1473 -1,1774 -1,1372 -1,0270 -0,8762 -0,7302 -0,6335 -0,6155 -0,6813 -0,8118 -0,9776 -1,1570 -1,3399 -1,5177 -1,6800 -1,8205 -1,9411 -2,0518 -2,1663 -2,2990 -2,4598 -2,6534 -2,8817 -3,1424 -3,4222 -3,6995 -3,9556 -4,1753 -4,3391 -4,4158 -4,3591 -4,1203 -3,6792 -3,0663 -2,3519 -1,6108 -0,8887 -0,1863 0,5313 1,3094 2,1839 3,1746 4,2775 5,4588 6,6646 7,8395 8,9357 9,9106 10,7251 11,3473 11,7615 11,9711 11,9899 11,8329 11,5185 11,0714 10,5234 9,9155 9,2921 8,6838 8,0883 7,4729 6,7975 6,0393 5,2062 4,3370 3,4843 2,6886 1,9637 1,3000 0,6765 0,0771 -0,4994 -1,0441 -1,5513 -2,0244 -2,4662 -2,8712 -3,2274 -3,5222 -3,7461 -3,8997 -4,0011 -4,0892 -4,2135 -4,4148 -4,7100 -5,0950 -5,5538 -6,0573 -6,5590 -7,0010 -7,3324 -7,5234 -7,5658 -7,4714 -7,2775 -7,0443 -6,8359 -6,7019 -6,6733 -6,7659 -6,9821 -7,3116 -7,7321 -8,2101 -8,7069 -9,1872 -9,6218 -9,9827 -10,2446 -10,4039 -10,4972 -10,5863 -10,7207 -10,9200 -11,1871 -11,5178 -11,8910 -12,2604 -12,5684 -12,7722 -12,8570 -12,8307 -12,7124 -12,5271 -12,2967 -12,0266 -11,7074 -11,3284
F7    -0,3953 -0,2238 0,0137 0,2803 0,5263 0,7004 0,7672 0,7248 0,6071 0,4665 0,3524 0,2960 0,3025 0,3538 0,4213 0,4815 0,5220 0,5392 0,5307 0,4929 0,4247 0,3279 0,2039 0,0587 -0,0877 -0,2038 -0,2626 -0,2575 -0,2015 -0,1167 -0,0237 0,0637 0,1373 0,1927 0,2288 0,2468 0,2438 0,2038 0,1039 -0,0637 -0,2764 -0,4918 -0,6734 -0,8040 -0,8874 -0,9491 -1,0272 -1,1454 -1,2924 -1,4315 -1,5333 -1,5953 -1,6362 -1,6763 -1,7263 -1,7878 -1,8555 -1,9133 -1,9343 -1,8927 -1,7772 -1,5935 -1,3562 -1,0821 -0,7855 -0,4776 -0,1724 0,1039 0,3148 0,4354 0,4724 0,4606 0,4397 0,4334 0,4386 0,4324 0,3934 0,3135 0,1924 0,0322 -0,1600 -0,3653 -0,5530 -0,6917 -0,7623 -0,7610 -0,6896 -0,5479 -0,3358 -0,0621 0,2498 0,5683 0,8697 1,1461 1,3999 1,6330 1,8384 1,9947 2,0672 2,0219 1,8455 1,5628 1,2367 0,9481 0,7647 0,7131 0,7750 0,9059 1,0521 1,1599 1,1883 1,1253 0,9913 0,8259 0,6712 0,5663 0,5473 0,6439 0,8772 1,2509 1,7403 2,2948 2,8648 3,4279 3,9917 4,5768 5,2046 5,8924 6,6498 7,4771 8,3649 9,2868 10,1920 11,0209 11,7349 12,3277 12,8107 13,1954 13,4862 13,6774 13,7570 13,7200 13,5851 13,3985 13,2175 13,0828 12,9955 12,9168 12,7946 12,5939 12,3078 11,9507 11,5498 11,1406 10,7575 10,4167 10,1081 9,8119 9,5255 9,2740 9,0941 9,0079 9,0010 9,0239 9,0153 8,9289 8,7428 8,4592 8,0988 7,6899 7,2603 6,8371 6,4478 6,1152 5,8514 5,6551 5,5164 5,4278 5,3844 5,3701 5,3516 5,2944 5,1825 5,0228 4,8351 4,6365 4,4280 4,1966 3,9289 3,6183 3,2611 2,8568 2,4166 1,9591 1,4996 1,0431 0,5850 0,1146 -0,3726 -0,8663 -1,3491 -1,8101 -2,2478 -2,6650 -3,0671 -3,4612 -3,8532 -4,2440 -4,6315 -5,0183 -5,4104 -5,8097 -6,2120 -6,6091 -6,9887 -7,3374 -7,6489 -7,9285 -8,1897 -8,4423 -8,6800 -8,8722 -8,9733 -8,9477 -8,7964 -8,5610 -8,2978 -8,0441 -7,8072 -7,5759 -7,3380 -7,0885 -6,8209 -6,5216 -6,1844 -5,8313 -5,5074 -5,2521 -5,0774 -4,9708 -4,9078 -4,8599 -4,7983 -4,7012 -4,5589 -4,3732 -4,1526 -3,9129 -3,6744 -3,4515 -3,2442 -3,0421 -2,8427 -2,6676 -2,5534 -2,5279 -2,5960 -2,7368 -2,9102 -3,0774 -3,2129 -3,2948 -3,3005 -3,2185 -3,0619 -2,8701 -2,6993 -2,6031 -2,6077 -2,6991 -2,8347 -2,9710 -3,0863 -3,1846 -3,2796 -3,3756 -3,4634 -3,5307 -3,5717 -3,5868 -3,5812 -3,5640 -3,5443 -3,5278 -3,5218 -3,5354 -3,5725 -3,6303 -3,7051 -3,7924 -3,8807 -3,9460 -3,9601 -3,9117 -3,8178 -3,7135 -3,6275 -3,5644 -3,5055 -3,4254 -3,3099 -3,1642 -3,0098 -2,8678 -2,7409 -2,6167 -2,4901 -2,3754 -2,2925 -2,2461 -2,2222 -2,2064 -2,2032 -2,2332 -2,3123 -2,4341 -2,5783 -2,7302 -2,8911 -3,0776 -3,3137 -3,6178 -3,9881 -4,3966 -4,7990 -5,1599 -5,4681 -5,7316 -5,9625 -6,1641 -6,3267 -6,4366 -6,4896 -6,4939 -6,4672 -6,4392 -6,4489 -6,5229 -6,6555 -6,8149 -6,9623 -7,0654 -7,1059 -7,0878 -7,0404 -7,0093 -7,0389 -7,1513 -7,3338 -7,5404 -7,7144 -7,8224 -7,8700 -7,8813 -7,8648 -7,8030 -7,6715 -7,4625 -7,1889 -6,8762 -6,5563 -6,2639 -6,0268 -5,8549 -5,7404 -5,6680 -5,6261 -5,6138 -5,6375 -5,7007 -5,7979 -5,9149 -6,0285 -6,1071 -6,1246 -6,0788 -5,9977 -5,9204 -5,8702 -5,8418 -5,8038 -5,7127 -5,5344 -5,2624 -4,9242 -4,5729 -4,2663 -4,0481 -3,9428 -3,9593 -4,0948 -4,3311 -4,6280 -4,9292 -5,1838 -5,3618 -5,4527 -5,4591 -5,3950 -5,2870 -5,1698 -5,0767 -5,0370 -5,0690 -5,1610 -5,2669 -5,3322 -5,3272 -5,2566 -5,1466 -5,0277 -4,9272 -4,8655 -4,8543 -4,8981 -5,0012 -5,1653 -5,3774 -5,6050 -5,8095 -5,9634 -6,0571 -6,1008 -6,1236 -6,1609 -6,2328 -6,3313 -6,4313 -6,5109 -6,5561 -6,5548 -6,4979 -6,3821 -6,2088 -5,9855 -5,7267 -5,4458 -5,1464 -4,8263 -4,4906 -4,1570 -3,8503 -3,5944 -3,4019 -3,2678 -3,1786 -3,1256 -3,1017 -3,0884 -3,0652 -3,0363 -3,0384 -3,1173 -3,2992 -3,5804 -3,9358 -4,3332 -4,7373 -5,1053 -5,3928 -5,5771 -5,6724 -5,7179 -5,7516 -5,7931 -5,8447 -5,9052 -5,9838 -6,0916 -6,2219 -6,3388 -6,3889 -6,3304 -6,1621 -5,9287 -5,6983 -5,5324 -5,4638 -5,4876 -5,5671 -5,6543 -5,7162 -5,7455 -5,7491 -5,7364 -5,7206 -5,7220 -5,7643 -5,8676 -6,0452 -6,3051 -6,6520 -7,0840 -7,5795 -8,0854 -8,5280 -8,8441 -9,0036 -9,0086 -8,8795 -8,6376 -8,2960 -7,8658 -7,3639 -6,8114 -6,2270 -5,6205 -4,9888 -4,3116 -3,5566 -2,6901 -1,6932 -0,5771 0,6148 1,8228 2,9919 4,0777 5,0432 5,8563 6,4929 6,9437 7,2132 7,3078 7,2269 6,9702 6,5543 6,0216 5,4332 4,8499 4,3072 3,7997 3,2892 2,7301 2,0926 1,3756 0,6091 -0,1574 -0,8780 -1,5277 -2,1062 -2,6286 -3,1103 -3,5570 -3,9668 -4,3375 -4,6698 -4,9669 -5,2334 -5,4749 -5,6989 -5,9168 -6,1419 -6,3890 -6,6740 -7,0105 -7,3957 -7,8016 -8,1858 -8,5070 -8,7341 -8,8499 -8,8506 -8,7403 -8,5275 -8,2247 -7,8552 -7,4614 -7,1016 -6,8309 -6,6851 -6,6788 -6,8099 -7,0632 -7,4167 -7,8437 -8,3116 -8,7894 -9,2563 -9,6982 -10,0981 -10,4368 -10,7082 -10,9348 -11,1567 -11,4012 -11,6680 -11,9437 -12,2200 -12,4940 -12,7597 -13,0054 -13,2202 -13,3965 -13,5229 -13,5790 -13,5464 -13,4208 -13,2057 -12,9036 -12,5181
