Fp1   0,4075 0,2869 0,1563 0,0459 -0,0114 0,0065 0,1069 0,2763 0,4751 0,6495 0,7577 0,7812 0,7170 0,5726 0,3702 0,1459 -0,0686 -0,2617 -0,4410 -0,6224 -0,8218 -1,0436 -1,2680 -1,4500 -1,5406 -1,5135 -1,3745 -1,1499 -0,8763 -0,5947 -0,3429 -0,1468 -0,0153 0,0625 0,1116 0,1570 0,2141 0,2888 0,3749 0,4511 0,4895 0,4737 0,4134 0,3477 0,3295 0,3976 0,5580 0,7859 1,0418 1,2905 1,5101 1,6874 1,8169 1,9045 1,9668 2,0211 2,0750 2,1220 2,1470 2,1388 2,1003 2,0484 2,0114 2,0261 2,1280 2,3348 2,6382 3,0054 3,3808 3,7007 3,9205 4,0324 4,0651 4,0726 4,1139 4,2275 4,4177 4,6573 4,9014 5,1045 5,2409 5,3183 5,3701 5,4335 5,5309 5,6613 5,8028 5,9242 5,9974 6,0027 5,9283 5,7700 5,5355 5,2497 4,9481 4,6527 4,3597 4,0531 3,7231 3,3743 3,0275 2,7147 2,4658 2,2983 2,2169 2,2201 2,3018 2,4444 2,6148 2,7741 2,8968 2,9843 3,0655 3,1882 3,4021 3,7352 4,1834 4,7135 5,2752 5,8221 6,3309 6,8048 7,2667 7,7494 8,2799 8,8660 9,4913 10,1146 10,6766 11,1211 11,4213 11,5877 11,6532 11,6565 11,6296 11,5812 11,4930 11,3372 11,0904 10,7370 10,2768 9,7280 9,1277 8,5334 8,0138 7,6227 7,3764 7,2530 7,2043 7,1740 7,1233 7,0474 6,9661 6,9025 6,8685 6,8596 6,8583 6,8413 6,7861 6,6815 6,5374 6,3832 6,2500 6,1601 6,1299 6,1685 6,2667 6,3891 6,4818 6,4933 6,3981 6,2091 5,9715 5,7408 5,5616 5,4569 5,4233 5,4277 5,4169 5,3369 5,1504 4,8472 4,4531 4,0314 3,6588 3,3867 3,2168 3,1090 3,0075 2,8639 2,6453 2,3348 1,9336 1,4655 0,9753 0,5110 0,0990 -0,2668 -0,6150 -0,9801 -1,3837 -1,8174 -2,2385 -2,5818 -2,7845 -2,8081 -2,6492 -2,3417 -1,9501 -1,5511 -1,2051 -0,9326 -0,7158 -0,5189 -0,3074 -0,0573 0,2375 0,5625 0,8872 1,1773 1,4076 1,5715 1,6832 1,7721 1,8716 2,0026 2,1607 2,3180 2,4364 2,4840 2,4456 2,3272 2,1552 1,9666 1,7947 1,6560 1,5453 1,4403 1,3150 1,1537 0,9571 0,7336 0,4890 0,2269 -0,0441 -0,3131 -0,5753 -0,8330 -1,0873 -1,3308 -1,5504 -1,7319 -1,8636 -1,9359 -1,9405 -1,8773 -1,7636 -1,6323 -1,5176 -1,4395 -1,3989 -1,3839 -1,3764 -1,3525 -1,2828 -1,1422 -0,9253 -0,6565 -0,3855 -0,1692 -0,0500 -0,0392 -0,1111 -0,2098 -0,2668 -0,2251 -0,0573 0,2277 0,5949 1,0047 1,4299 1,8561 2,2756 2,6848 3,0795 3,4478 3,7734 4,0408 4,2354 4,3460 4,3725 4,3331 4,2668 4,2280 4,2708 4,4283 4,6978 5,0393 5,3910 5,6958 5,9287 6,1060 6,2739 6,4822 6,7627 7,1183 7,5218 7,9144 8,2120 8,3374 8,2674 8,0489 7,7732 7,5370 7,4108 7,4222 7,5547 7,7631 7,9958 8,2133 8,3979 8,5552 8,7032 8,8596 9,0336 9,2217 9,4095 9,5780 9,7133 9,8140 9,8916 9,9673 10,0638 10,1922 10,3437 10,4981 10,6314 10,7182 10,7383 10,6867 10,5772 10,4395 10,3105 10,2264 10,2162 10,2930 10,4425 10,6244 10,7891 10,8941 10,9113 10,8307 10,6626 10,4357 10,1815 9,9153 9,6394 9,3627 9,1071 8,8928 8,7262 8,6076 8,5483 8,5748 8,7072 8,9394 9,2402 9,5628 9,8528 10,0609 10,1633 10,1768 10,1557 10,1703 10,2711 10,4612 10,6968 10,9152 11,0642 11,1131 11,0529 10,9000 10,6986 10,5105 10,3898 10,3605 10,4120 10,5095 10,6113 10,6853 10,7162 10,7052 10,6663 10,6247 10,6099 10,6388 10,7015 10,7620 10,7707 10,6841 10,4823 10,1790 9,8211 9,4711 9,1777 8,9555 8,7899 8,6518 8,5162 8,3789 8,2574 8,1743 8,1452 8,1790 8,2753 8,4184 8,5825 8,7440 8,8877 9,0090 9,1165 9,2289 9,3655 9,5380 9,7461 9,9785 10,2189 10,4469 10,6291 10,7242 10,7081 10,5888 10,3979 10,1781 9,9708 9,7996 9,6616 9,5335 9,3841 9,1884 8,9382 8,6514 8,3744 8,1688 8,0833 8,1301 8,2805 8,4742 8,6425 8,7361 8,7429 8,6864 8,6113 8,5670 8,5930 8,7059 8,8861 9,0813 9,2352 9,3137 9,3121 9,2478 9,1527 9,0642 9,0140 9,0173 9,0677 9,1383 9,1914 9,1955 9,1350 9,0052 8,8090 8,5618 8,2908 8,0272 7,7964 7,6115 7,4689 7,3516 7,2400 7,1212 6,9940 6,8661 6,7470 6,6458 6,5703 6,5195 6,4784 6,4293 6,3669 6,3013 6,2503 6,2303 6,2513 6,3098 6,3896 6,4714 6,5418 6,5938 6,6276 6,6543 6,6992 6,7977 6,9779 7,2450 7,5832 7,9665 8,3649 8,7489 9,0949 9,3869 9,6149 9,7792 9,8941 9,9803 10,0502 10,1022 10,1239 10,0927 9,9792 9,7618 9,4457 9,0734 8,7087 8,3975 8,1363 7,8836 7,5998 7,2739 6,9184 6,5535 6,2005 5,8762 5,5897 5,3453 5,1419 4,9717 4,8235 4,6882 4,5626 4,4470 4,3415 4,2458 4,1619 4,0883 4,0129 3,9141 3,7709 3,5741 3,3328 3,0702 2,8147 2,5959 2,4404 2,3589 2,3345 2,3272 2,2882 2,1736 1,9581 1,6493 1,2951 0,9671 0,7224 0,5699 0,4760 0,3918 0,2758 0,1037 -0,1273 -0,4025 -0,6982 -0,9859 -1,2372 -1,4402 -1,6151 -1,8055 -2,0435 -2,3237 -2,6069 -2,8424 -2,9873 -3,0154 -2,9197 -2,7114 -2,4198 -2,0922 -1,7889 -1,5667 -1,4606 -1,4729 -1,5744 -1,7097 -1,8109 -1,8250 -1,7380 -1,5771 -1,3910 -1,2280
Fz    0,9820 0,8189 0,6446 0,4824 0,3579 0,2916 0,2960 0,3662 0,4718 0,5664 0,6092 0,5766 0,4577 0,2525 -0,0167 -0,3065 -0,5732 -0,7954 -0,9739 -1,1188 -1,2419 -1,3518 -1,4430 -1,4920 -1,4702 -1,3651 -1,1855 -0,9486 -0,6739 -0,3869 -0,1160 0,1159 0,2970 0,4285 0,5199 0,5794 0,6104 0,6147 0,5947 0,5479 0,4670 0,3495 0,2102 0,0865 0,0273 0,0728 0,2370 0,5037 0,8346 1,1884 1,5331 1,8465 2,1135 2,3285 2,4941 2,6170 2,7045 2,7600 2,7816 2,7666 2,7178 2,6442 2,5616 2,4970 2,4858 2,5561 2,7167 2,9533 3,2275 3,4870 3,6890 3,8177 3,8860 3,9287 3,9878 4,0941 4,2547 4,4535 4,6585 4,8346 4,9617 5,0460 5,1159 5,2050 5,3350 5,5051 5,6945 5,8741 6,0204 6,1183 6,1546 6,1131 5,9823 5,7679 5,4918 5,1750 4,8260 4,4485 4,0547 3,6678 3,3191 3,0409 2,8557 2,7671 2,7612 2,8176 2,9169 3,0391 3,1574 3,2426 3,2747 3,2525 3,1976 3,1530 3,1712 3,2909 3,5243 3,8567 4,2564 4,6929 5,1539 5,6450 6,1815 6,7783 7,4399 8,1555 8,9018 9,6434 10,3338 10,9294 11,4084 11,7762 12,0539 12,2663 12,4317 12,5511 12,6078 12,5811 12,4542 12,2133 11,8526 11,3794 10,8200 10,2258 9,6669 9,2079 8,8866 8,7084 8,6495 8,6669 8,7181 8,7786 8,8417 8,9074 8,9755 9,0415 9,0975 9,1347 9,1445 9,1199 9,0610 8,9779 8,8834 8,7903 8,7159 8,6780 8,6806 8,7041 8,7115 8,6642 8,5398 8,3425 8,1025 7,8610 7,6527 7,4962 7,3917 7,3187 7,2409 7,1178 6,9170 6,6233 6,2490 5,8396 5,4596 5,1583 4,9450 4,7885 4,6381 4,4460 4,1776 3,8155 3,3591 2,8260 2,2528 1,6846 1,1533 0,6665 0,2136 -0,2202 -0,6417 -1,0392 -1,3805 -1,6211 -1,7177 -1,6425 -1,3964 -1,0142 -0,5582 -0,0990 0,3115 0,6571 0,9508 1,2155 1,4734 1,7422 2,0293 2,3274 2,6203 2,8920 3,1338 3,3450 3,5328 3,7092 3,8877 4,0756 4,2674 4,4436 4,5759 4,6361 4,6040 4,4728 4,2550 3,9811 3,6891 3,4103 3,1603 2,9388 2,7381 2,5537 2,3869 2,2357 2,0863 1,9190 1,7190 1,4787 1,1949 0,8714 0,5254 0,1871 -0,1122 -0,3513 -0,5220 -0,6231 -0,6545 -0,6190 -0,5310 -0,4171 -0,3076 -0,2245 -0,1756 -0,1584 -0,1634 -0,1719 -0,1566 -0,0921 0,0314 0,1999 0,3781 0,5210 0,5926 0,5796 0,4963 0,3818 0,2887 0,2700 0,3634 0,5817 0,9129 1,3335 1,8208 2,3517 2,9004 3,4431 3,9615 4,4404 4,8684 5,2396 5,5504 5,7963 5,9746 6,0928 6,1746 6,2587 6,3887 6,5972 6,8912 7,2467 7,6186 7,9625 8,2551 8,5036 8,7380 8,9930 9,2907 9,6341 10,0048 10,3601 10,6353 10,7681 10,7372 10,5762 10,3552 10,1517 10,0266 10,0063 10,0798 10,2130 10,3687 10,5217 10,6647 10,8047 10,9548 11,1267 11,3261 11,5457 11,7644 11,9572 12,1072 12,2141 12,2939 12,3717 12,4693 12,5929 12,7311 12,8667 12,9834 13,0656 13,1019 13,0918 13,0459 12,9826 12,9237 12,8902 12,8981 12,9531 13,0428 13,1398 13,2163 13,2555 13,2493 13,1931 13,0877 12,9460 12,7874 12,6221 12,4503 12,2795 12,1307 12,0233 11,9613 11,9386 11,9542 12,0179 12,1371 12,3040 12,5002 12,7039 12,8881 13,0229 13,0903 13,1005 13,0935 13,1204 13,2165 13,3835 13,5916 13,7984 13,9661 14,0672 14,0845 14,0157 13,8801 13,7151 13,5602 13,4384 13,3484 13,2729 13,1933 13,1017 12,9994 12,8909 12,7822 12,6860 12,6193 12,5921 12,5967 12,6106 12,6024 12,5403 12,4001 12,1757 11,8863 11,5708 11,2633 10,9766 10,7050 10,4376 10,1722 9,9234 9,7167 9,5727 9,4986 9,4906 9,5357 9,6114 9,6921 9,7613 9,8158 9,8622 9,9135 9,9865 10,0959 10,2481 10,4395 10,6593 10,8945 11,1279 11,3271 11,4472 11,4545 11,3432 11,1319 10,8568 10,5639 10,2924 10,0605 9,8626 9,6770 9,4800 9,2590 9,0234 8,8067 8,6535 8,5964 8,6404 8,7611 8,9127 9,0436 9,1166 9,1231 9,0853 9,0455 9,0491 9,1287 9,2932 9,5211 9,7653 9,9739 10,1095 10,1570 10,1248 10,0433 9,9557 9,9022 9,9042 9,9588 10,0405 10,1093 10,1276 10,0721 9,9328 9,7098 9,4162 9,0811 8,7444 8,4465 8,2163 8,0603 7,9620 7,8920 7,8213 7,7303 7,6114 7,4693 7,3201 7,1837 7,0680 6,9641 6,8596 6,7553 6,6642 6,5986 6,5638 6,5604 6,5824 6,6184 6,6591 6,7022 6,7494 6,8029 6,8646 6,9402 7,0418 7,1820 7,3665 7,5942 7,8609 8,1584 8,4739 8,7932 9,1007 9,3785 9,6139 9,8071 9,9704 10,1184 10,2603 10,3948 10,5045 10,5587 10,5280 10,4020 10,1991 9,9579 9,7090 9,4539 9,1705 8,8398 8,4635 8,0578 7,6433 7,2389 6,8584 6,5109 6,2055 5,9484 5,7377 5,5663 5,4268 5,3120 5,2127 5,1158 5,0076 4,8789 4,7236 4,5370 4,3160 4,0609 3,7757 3,4692 3,1571 2,8597 2,6000 2,3991 2,2645 2,1784 2,1038 2,0004 1,8346 1,5884 1,2712 0,9268 0,6189 0,3958 0,2613 0,1786 0,0986 -0,0184 -0,1950 -0,4369 -0,7354 -1,0704 -1,4125 -1,7298 -2,0056 -2,2518 -2,5000 -2,7725 -3,0618 -3,3381 -3,5656 -3,7143 -3,7652 -3,7112 -3,5593 -3,3319 -3,0663 -2,8070 -2,5954 -2,4589 -2,4054 -2,4217 -2,4726 -2,5066 -2,4786 -2,3736 -2,2110 -2,0288 -1,8665
F3    0,5286 0,2894 0,0869 -0,0518 -0,1098 -0,0834 0,0166 0,1612 0,3077 0,4153 0,4602 0,4378 0,3534 0,2191 0,0589 -0,0923 -0,2073 -0,2852 -0,3485 -0,4251 -0,5358 -0,6855 -0,8562 -1,0091 -1,1022 -1,1119 -1,0392 -0,9016 -0,7239 -0,5324 -0,3466 -0,1776 -0,0302 0,0954 0,2034 0,2999 0,3904 0,4763 0,5463 0,5763 0,5454 0,4538 0,3297 0,2215 0,1779 0,2260 0,3645 0,5700 0,8063 1,0375 1,2387 1,3998 1,5224 1,6164 1,6967 1,7766 1,8606 1,9419 2,0079 2,0486 2,0625 2,0592 2,0583 2,0853 2,1635 2,3049 2,5081 2,7572 3,0181 3,2462 3,4067 3,4885 3,5072 3,4997 3,5128 3,5857 3,7322 3,9351 4,1558 4,3523 4,4980 4,5937 4,6643 4,7435 4,8585 5,0192 5,2146 5,4182 5,5983 5,7230 5,7623 5,6954 5,5245 5,2804 5,0081 4,7391 4,4778 4,2126 3,9330 3,6387 3,3446 3,0775 2,8629 2,7153 2,6379 2,6238 2,6544 2,7013 2,7358 2,7400 2,7133 2,6711 2,6390 2,6481 2,7280 2,8983 3,1654 3,5219 3,9469 4,4171 4,9207 5,4590 6,0422 6,6833 7,3860 8,1334 8,8888 9,6033 10,2254 10,7153 11,0594 11,2766 11,4048 11,4844 11,5437 11,5883 11,6004 11,5516 11,4109 11,1517 10,7657 10,2712 9,7116 9,1512 8,6614 8,2977 8,0839 8,0127 8,0526 8,1584 8,2894 8,4236 8,5530 8,6749 8,7872 8,8855 8,9609 9,0009 8,9899 8,9145 8,7761 8,5979 8,4133 8,2518 8,1355 8,0777 8,0739 8,0975 8,1068 8,0596 7,9305 7,7219 7,4664 7,2116 6,9987 6,8488 6,7590 6,7040 6,6421 6,5258 6,3153 5,9929 5,5748 5,1129 4,6740 4,3069 4,0212 3,7899 3,5669 3,3065 2,9734 2,5479 2,0298 1,4454 0,8444 0,2824 -0,2048 -0,6115 -0,9578 -1,2760 -1,5916 -1,9045 -2,1836 -2,3765 -2,4289 -2,3047 -2,0034 -1,5654 -1,0632 -0,5788 -0,1759 0,1206 0,3230 0,4632 0,5764 0,6888 0,8113 0,9403 1,0678 1,1891 1,3021 1,4103 1,5272 1,6750 1,8728 2,1224 2,4000 2,6631 2,8666 2,9807 3,0003 2,9421 2,8347 2,7071 2,5788 2,4547 2,3266 2,1804 2,0020 1,7852 1,5351 1,2651 0,9874 0,7077 0,4231 0,1242 -0,1974 -0,5408 -0,8927 -1,2320 -1,5359 -1,7817 -1,9481 -2,0195 -1,9892 -1,8665 -1,6837 -1,4877 -1,3175 -1,1873 -1,0908 -1,0166 -0,9587 -0,9106 -0,8565 -0,7737 -0,6451 -0,4708 -0,2722 -0,0871 0,0420 0,0840 0,0359 -0,0680 -0,1643 -0,1855 -0,0866 0,1425 0,4839 0,9103 1,3970 1,9198 2,4546 2,9843 3,4998 3,9899 4,4366 4,8210 5,1287 5,3534 5,5010 5,5938 5,6707 5,7798 5,9634 6,2420 6,6031 7,0056 7,3980 7,7407 8,0205 8,2540 8,4785 8,7305 9,0285 9,3688 9,7271 10,0602 10,3094 10,4220 10,3838 10,2305 10,0319 9,8669 9,7983 9,8519 10,0088 10,2191 10,4283 10,6005 10,7292 10,8341 10,9432 11,0755 11,2327 11,4002 11,5557 11,6844 11,7889 11,8855 11,9925 12,1234 12,2831 12,4625 12,6403 12,7922 12,8946 12,9240 12,8675 12,7371 12,5699 12,4124 12,3008 12,2517 12,2673 12,3401 12,4509 12,5694 12,6630 12,7042 12,6762 12,5768 12,4186 12,2232 12,0096 11,7845 11,5456 11,2999 11,0721 10,8918 10,7773 10,7350 10,7706 10,8916 11,0927 11,3459 11,6135 11,8619 12,0626 12,1921 12,2460 12,2505 12,2568 12,3167 12,4542 12,6523 12,8653 13,0455 13,1630 13,2062 13,1731 13,0747 12,9407 12,8122 12,7211 12,6762 12,6658 12,6695 12,6709 12,6625 12,6410 12,6021 12,5426 12,4681 12,3934 12,3313 12,2833 12,2396 12,1804 12,0774 11,9042 11,6535 11,3503 11,0424 10,7695 10,5396 10,3341 10,1276 9,9061 9,6779 9,4663 9,2932 9,1725 9,1120 9,1082 9,1396 9,1774 9,2040 9,2194 9,2384 9,2871 9,3927 9,5687 9,8078 10,0878 10,3816 10,6682 10,9347 11,1619 11,3193 11,3832 11,3516 11,2416 11,0839 10,9129 10,7498 10,5926 10,4207 10,2091 9,9434 9,6291 9,2981 9,0045 8,8025 8,7228 8,7647 8,8993 9,0764 9,2404 9,3535 9,4093 9,4257 9,4282 9,4394 9,4775 9,5544 9,6665 9,7928 9,9069 9,9914 10,0416 10,0625 10,0631 10,0526 10,0376 10,0245 10,0197 10,0238 10,0250 10,0027 9,9356 9,8040 9,5948 9,3134 8,9872 8,6590 8,3722 8,1552 8,0138 7,9362 7,9032 7,8934 7,8885 7,8773 7,8538 7,8147 7,7592 7,6879 7,5997 7,4945 7,3814 7,2788 7,2053 7,1742 7,1925 7,2556 7,3465 7,4453 7,5354 7,6038 7,6429 7,6561 7,6633 7,6975 7,7904 7,9571 8,1938 8,4848 8,8091 9,1429 9,4616 9,7423 9,9675 10,1325 10,2517 10,3542 10,4665 10,5947 10,7173 10,7916 10,7693 10,6186 10,3410 9,9732 9,5725 9,1875 8,8354 8,5063 8,1844 7,8608 7,5302 7,1899 6,8438 6,5029 6,1801 5,8875 5,6310 5,4078 5,2117 5,0423 4,9069 4,8121 4,7509 4,7010 4,6330 4,5200 4,3447 4,1017 3,7991 3,4605 3,1245 2,8324 2,6124 2,4721 2,4021 2,3792 2,3705 2,3413 2,2606 2,1024 1,8526 1,5219 1,1546 0,8144 0,5523 0,3810 0,2777 0,2046 0,1248 0,0097 -0,1601 -0,3935 -0,6848 -1,0096 -1,3321 -1,6258 -1,8910 -2,1489 -2,4163 -2,6861 -2,9295 -3,1073 -3,1818 -3,1293 -2,9507 -2,6752 -2,3515 -2,0361 -1,7796 -1,6160 -1,5551 -1,5816 -1,6598 -1,7424 -1,7823 -1,7485 -1,6422 -1,4984 -1,3663 -1,2877
F7    0,4233 0,3420 0,2401 0,1489 0,0963 0,0951 0,1450 0,2344 0,3399 0,4341 0,5015 0,5409 0,5536 0,5367 0,4895 0,4152 0,3131 0,1763 0,0029 -0,1948 -0,3964 -0,5822 -0,7323 -0,8254 -0,8472 -0,8042 -0,7194 -0,6175 -0,5187 -0,4381 -0,3793 -0,3342 -0,2915 -0,2429 -0,1842 -0,1145 -0,0336 0,0573 0,1473 0,2111 0,2243 0,1829 0,1072 0,0316 -0,0086 0,0098 0,0923 0,2265 0,3886 0,5572 0,7211 0,8762 1,0188 1,1459 1,2557 1,3461 1,4130 1,4523 1,4645 1,4565 1,4371 1,4162 1,4058 1,4216 1,4802 1,5933 1,7634 1,9820 2,2255 2,4592 2,6525 2,7952 2,9001 2,9930 3,0983 3,2307 3,3907 3,5665 3,7384 3,8847 3,9923 4,0673 4,1312 4,2058 4,2995 4,4041 4,5045 4,5923 4,6702 4,7409 4,7913 4,7948 4,7363 4,6305 4,5090 4,3888 4,2580 4,0894 3,8632 3,5820 3,2738 2,9810 2,7403 2,5692 2,4661 2,4163 2,3974 2,3842 2,3577 2,3118 2,2546 2,2093 2,2112 2,3003 2,5045 2,8284 3,2560 3,7578 4,2958 4,8342 5,3522 5,8476 6,3355 6,8401 7,3803 7,9579 8,5549 9,1378 9,6669 10,1075 10,4416 10,6691 10,8023 10,8640 10,8812 10,8649 10,7999 10,6620 10,4360 10,1198 9,7240 9,2691 8,7834 8,3076 7,8892 7,5641 7,3467 7,2341 7,2070 7,2265 7,2501 7,2530 7,2296 7,1867 7,1367 7,0929 7,0614 7,0356 6,9951 6,9167 6,7915 6,6338 6,4689 6,3190 6,2013 6,1300 6,1104 6,1315 6,1654 6,1772 6,1390 6,0411 5,8945 5,7203 5,5384 5,3672 5,2216 5,1024 4,9888 4,8465 4,6466 4,3814 4,0700 3,7537 3,4782 3,2670 3,1087 2,9674 2,8059 2,5982 2,3302 1,9976 1,6069 1,1795 0,7497 0,3506 -0,0050 -0,3295 -0,6453 -0,9679 -1,2949 -1,6034 -1,8564 -2,0169 -2,0602 -1,9793 -1,7847 -1,5059 -1,1909 -0,8953 -0,6648 -0,5184 -0,4462 -0,4207 -0,4060 -0,3664 -0,2802 -0,1471 0,0177 0,1938 0,3610 0,5037 0,6188 0,7188 0,8219 0,9364 1,0534 1,1528 1,2153 1,2309 1,2023 1,1445 1,0811 1,0333 1,0090 1,0010 0,9934 0,9653 0,8948 0,7695 0,5947 0,3876 0,1627 -0,0729 -0,3141 -0,5565 -0,7968 -1,0313 -1,2527 -1,4471 -1,5977 -1,6915 -1,7256 -1,7045 -1,6297 -1,5040 -1,3446 -1,1852 -1,0571 -0,9743 -0,9344 -0,9278 -0,9434 -0,9663 -0,9736 -0,9373 -0,8390 -0,6858 -0,5097 -0,3509 -0,2383 -0,1806 -0,1666 -0,1692 -0,1513 -0,0775 0,0682 0,2755 0,5191 0,7790 1,0490 1,3295 1,6200 1,9202 2,2303 2,5438 2,8453 3,1167 3,3428 3,5115 3,6167 3,6636 3,6732 3,6776 3,7112 3,8028 3,9638 4,1784 4,4091 4,6180 4,7873 4,9297 5,0803 5,2737 5,5226 5,8106 6,0996 6,3390 6,4730 6,4613 6,3061 6,0544 5,7769 5,5475 5,4250 5,4334 5,5537 5,7367 5,9289 6,0941 6,2253 6,3415 6,4684 6,6174 6,7806 6,9405 7,0853 7,2166 7,3450 7,4782 7,6136 7,7418 7,8550 7,9464 8,0095 8,0425 8,0440 8,0073 7,9276 7,8128 7,6832 7,5629 7,4716 7,4217 7,4212 7,4710 7,5565 7,6480 7,7141 7,7321 7,6898 7,5861 7,4323 7,2474 7,0467 6,8316 6,5972 6,3504 6,1148 5,9135 5,7553 5,6432 5,5918 5,6277 5,7654 5,9882 6,2563 6,5228 6,7410 6,8756 6,9196 6,9025 6,8812 6,9132 7,0245 7,1968 7,3802 7,5181 7,5689 7,5171 7,3753 7,1815 6,9937 6,8735 6,8593 6,9491 7,1078 7,2884 7,4527 7,5790 7,6603 7,6978 7,6970 7,6702 7,6386 7,6217 7,6260 7,6426 7,6474 7,6074 7,4986 7,3221 7,1071 6,8956 6,7174 6,5783 6,4686 6,3764 6,2955 6,2321 6,2005 6,2084 6,2510 6,3185 6,4001 6,4831 6,5574 6,6210 6,6785 6,7411 6,8264 6,9498 7,1130 7,3041 7,5066 7,7061 7,8983 8,0867 8,2644 8,4091 8,5035 8,5485 8,5564 8,5432 8,5224 8,4984 8,4623 8,3943 8,2741 8,0924 7,8567 7,5940 7,3493 7,1708 7,0887 7,1072 7,2104 7,3690 7,5451 7,7019 7,8162 7,8834 7,9119 7,9151 7,9090 7,9062 7,9054 7,8933 7,8639 7,8243 7,7834 7,7460 7,7174 7,7049 7,7146 7,7501 7,8108 7,8855 7,9513 7,9865 7,9809 7,9314 7,8367 7,6996 7,5309 7,3472 7,1633 6,9865 6,8150 6,6438 6,4719 6,3055 6,1561 6,0320 5,9290 5,8349 5,7477 5,6807 5,6468 5,6471 5,6764 5,7323 5,8158 5,9274 6,0640 6,2138 6,3579 6,4782 6,5617 6,6009 6,6008 6,5835 6,5824 6,6270 6,7304 6,8853 7,0717 7,2665 7,4514 7,6174 7,7678 7,9135 8,0603 8,2021 8,3295 8,4374 8,5235 8,5850 8,6171 8,6070 8,5290 8,3588 8,0957 7,7738 7,4483 7,1630 6,9268 6,7195 6,5183 6,3155 6,1157 5,9278 5,7568 5,5977 5,4382 5,2678 5,0810 4,8741 4,6468 4,4076 4,1753 3,9726 3,8160 3,7111 3,6504 3,6116 3,5593 3,4579 3,2883 3,0573 2,7944 2,5389 2,3271 2,1857 2,1304 2,1605 2,2532 2,3679 2,4552 2,4660 2,3687 2,1662 1,8994 1,6273 1,3949 1,2116 1,0594 0,9145 0,7606 0,5905 0,4063 0,2153 0,0290 -0,1347 -0,2538 -0,3200 -0,3572 -0,4174 -0,5486 -0,7638 -1,0353 -1,3101 -1,5330 -1,6637 -1,6827 -1,5925 -1,4178 -1,2007 -0,9901 -0,8295 -0,7439 -0,7331 -0,7753 -0,8396 -0,8968 -0,9234 -0,9071 -0,8519 -0,7782 -0,7139
