Fp1   2,3982 2,5550 2,4864 2,2710 1,9497 1,4733 0,7680 -0,1062 -0,8665 -1,1373 -0,7202 0,2573 1,4349 2,4240 2,9581 2,9335 2,3794 1,4143 0,2081 -1,0675 -2,2783 -3,3274 -4,1357 -4,6412 -4,8036 -4,5711 -3,8492 -2,5617 -0,7695 1,2841 3,2538 4,8432 5,9086 6,4139 6,3148 5,5490 4,1521 2,3449 0,5054 -0,9577 -1,7958 -2,0765 -2,1305 -2,2964 -2,7090 -3,2995 -3,9229 -4,4640 -4,8708 -5,1227 -5,1570 -4,8633 -4,2234 -3,4404 -2,8438 -2,6438 -2,8119 -3,1736 -3,5464 -3,8055 -3,9075 -3,8908 -3,8303 -3,7665 -3,6884 -3,5790 -3,4463 -3,3149 -3,2232 -3,2163 -3,2924 -3,3411 -3,1701 -2,6241 -1,6602 -0,3176 1,3081 3,0326 4,5597 5,5181 5,5802 4,6406 2,9428 1,0387 -0,4272 -1,0200 -0,7263 0,0877 0,9252 1,4214 1,4720 1,1938 0,7706 0,3031 -0,2278 -0,8940 -1,7358 -2,7289 -3,7938 -4,7779 -5,4382 -5,5357 -4,9928 -3,9619 -2,7704 -1,7994 -1,3763 -1,7174 -2,8708 -4,6786 -6,8079 -8,8226 -10,2884 -10,9083 -10,6054 -9,4858 -7,7202 -5,4606 -2,8878 -0,3195 1,8042 3,0763 3,2828 2,4843 0,9980 -0,7413 -2,3619 -3,6414 -4,4740 -4,7882 -4,4870 -3,4835 -1,8255 0,2294 2,2946 4,0150 5,1815 5,7627 5,8693 5,6585 5,2212 4,5477 3,6086 2,4510 1,1951 -0,0390 -1,1539 -2,0569 -2,6785 -3,0355 -3,2706 -3,5994 -4,1775 -5,0099 -5,9577 -6,7763 -7,1704 -6,9184 -6,0231 -4,7365 -3,4212 -2,3716 -1,7137 -1,4286 -1,4776 -1,8934 -2,7294 -3,9277 -5,2629 -6,4351 -7,2325 -7,6233 -7,7068 -7,5980 -7,3434 -6,8849 -6,0984 -4,9222 -3,4598 -1,9795 -0,8494 -0,4276 -0,9253 -2,3263 -4,4111 -6,8456 -9,2857 -11,4633 -13,2459 -14,6356 -15,6593 -16,2387 -16,2118 -15,4660 -14,0218 -12,0638 -9,9509 -8,1167 -6,8586 -6,1874 -5,8620 -5,5617 -5,0789 -4,4226 -3,7627 -3,2748 -3,0530 -3,1725 -3,7607 -4,9195 -6,5731 -8,4139 -9,9976 -10,9150 -10,9481 -10,1332 -8,6996 -6,9551 -5,2135 -3,7740 -2,8930 -2,7270 -3,2750 -4,3627 -5,6882 -6,9178 -7,7900 -8,1696 -8,0381 -7,4818 -6,6839 -5,8483 -5,1078 -4,5046 -3,9964 -3,4481 -2,6883 -1,6657 -0,5622 0,2727 0,5184 0,0971 -0,7335 -1,5293 -1,9432 -1,9070 -1,6166 -1,3674 -1,3627 -1,6197 -1,9873 -2,2371 -2,2072 -1,9325 -1,6215 -1,4708 -1,5243 -1,7049 -1,9129 -2,0887 -2,2267 -2,3521 -2,4890 -2,6359 -2,7445 -2,7342 -2,5419 -2,1662 -1,6749 -1,1840 -0,8200 -0,6659 -0,7283 -0,9558 -1,2413 -1,3908 -1,1509 -0,3233 1,0946 2,8327 4,4164 5,3727 5,4506 4,7181 3,4734 2,0672 0,7811 -0,2203 -0,8960 -1,2883 -1,4790 -1,5881 -1,7660 -2,1424 -2,7553 -3,4970 -4,1290 -4,3967 -4,1878 -3,6118 -2,9417 -2,4814 -2,4343 -2,8070 -3,4168 -4,0223 -4,4370 -4,5321 -4,2383 -3,5873 -2,6934 -1,6844 -0,6862 0,1459 0,6337 0,6333 0,1116 -0,8170 -1,9443 -3,0863 -4,1612 -5,1536 -6,0305 -6,7246 -7,1693 -7,3061 -7,0664 -6,4011 -5,3534 -4,0822 -2,7869 -1,5935 -0,5196 0,4452 1,2626 1,8474 2,0868 1,8491 1,0380 -0,3070 -1,9697 -3,6170 -4,8907 -5,4890 -5,2799 -4,4043 -3,2377 -2,1989 -1,5481 -1,2885 -1,2244 -1,1384 -0,9464 -0,7190 -0,5895 -0,6517 -0,9269 -1,3892 -1,9871 -2,6402 -3,2379 -3,6528 -3,7549 -3,4150 -2,5333 -1,1157 0,6551 2,4415 3,8644 4,6197 4,5500 3,7015 2,3458 0,9010 -0,2236 -0,7732 -0,7210 -0,2303 0,4818 1,2758 2,1153 2,9814 3,7852 4,3780 4,6295 4,4599 3,8179 2,6925 1,1661 -0,5710 -2,2593 -3,6145 -4,3724 -4,3778 -3,6878 -2,5758 -1,3887 -0,3898 0,2869 0,6062 0,5938 0,3108 -0,1540 -0,6799 -1,1161 -1,3057 -1,1567 -0,7157 -0,1613 0,3090 0,6215 0,8743 1,2411 1,8291 2,6223 3,5122 4,3362 4,8968 5,0132 4,6117 3,7543 2,5688 1,1975 -0,1660 -1,2513 -1,7863 -1,6168 -0,7742 0,5326 1,9774 3,2001 3,8800 3,8051 2,9362 1,4333 -0,3650 -2,0125 -3,1112 -3,4862 -3,2111 -2,4781 -1,4852 -0,4292 0,4881 1,1036 1,3457 1,2577 0,9738 0,6284 0,2668 -0,1578 -0,7210 -1,4715 -2,3988 -3,3832 -4,1668 -4,4386 -3,9870 -2,7947 -1,0403 0,9574 2,8365 4,3081 5,2464 5,7191 5,9344 6,1038 6,2909 6,3623 6,0785 5,2394 3,7823 1,8016 -0,4960 -2,8494 -4,9531 -6,4610 -7,0706 -6,6250 -5,1295 -2,7421 0,2053 3,2432 5,8981 7,8155 8,8018 8,8070 7,8964 6,2302 4,0283 1,5324 -0,9727 -3,1360 -4,6304 -5,3075 -5,2627 -4,7595 -4,0925 -3,4902 -3,0731 -2,8362 -2,6622 -2,4039 -1,9942 -1,4738 -0,9116 -0,3331 0,2704 0,9003 1,5207 2,0511 2,4023 2,5208 2,3949 2,0706 1,6758 1,3851 1,3369 1,5790 2,0440 2,5297 2,7415 2,4486 1,6594 0,6645 -0,0947 -0,2712 0,1832 1,0033 1,7756 2,1592 2,0380 1,5359 0,9258 0,5044 0,4738 0,8478 1,4417 1,9761 2,2041 1,9701 1,2317 0,0863 -1,2443 -2,5045 -3,5173 -4,2340 -4,7039 -5,0269 -5,3063 -5,5710 -5,7267 -5,6131 -5,1044 -4,1574 -2,8117 -1,1812 0,5259 1,9656 2,6906 2,3355 0,8323 -1,5457 -4,3372 -7,0831 -9,4509 -11,2699 -12,4548 -12,8930 -12,4477 -11,0878 -9,0041 -6,6156 -4,4424 -2,9147 -2,2531 -2,4753 -3,4476 -4,9275 -6,6031 -8,1387 -9,2266 -9,6522 -9,3451 -8,3865 -6,9770 -5,3905 -3,9161 -2,7999 -2,2088 -2,2025 -2,7115 -3,5454 -4,4656 -5,2923 -5,9477 -6,4416 -6,8524 -7,2673 -7,6739
Fz    2,0042 1,6741 1,2341 0,7749 0,4002 0,1887 0,1657 0,2983 0,5153 0,7413 0,9165 1,0058 1,0163 0,9967 0,9963 1,0202 1,0218 0,9362 0,7179 0,3546 -0,1326 -0,6861 -1,2208 -1,6498 -1,9118 -1,9827 -1,8745 -1,6333 -1,3266 -1,0161 -0,7395 -0,5105 -0,3211 -0,1460 0,0431 0,2639 0,5117 0,7458 0,8964 0,9057 0,7676 0,5289 0,2613 0,0230 -0,1831 -0,4151 -0,7435 -1,2005 -1,7795 -2,4534 -3,1724 -3,8650 -4,4602 -4,9013 -5,1423 -5,1628 -4,9927 -4,6975 -4,3334 -3,9281 -3,4972 -3,0525 -2,5981 -2,1372 -1,6804 -1,2336 -0,7858 -0,3231 0,1495 0,6121 1,0412 1,4028 1,6489 1,7373 1,6636 1,4722 1,2353 1,0159 0,8389 0,6940 0,5584 0,4115 0,2411 0,0539 -0,1236 -0,2542 -0,3034 -0,2560 -0,1237 0,0586 0,2390 0,3480 0,2989 0,0106 -0,5425 -1,2942 -2,1029 -2,8092 -3,2999 -3,5354 -3,5329 -3,3544 -3,1089 -2,9296 -2,9223 -3,1217 -3,4959 -3,9793 -4,4780 -4,8723 -5,0651 -5,0435 -4,8775 -4,6545 -4,4249 -4,2148 -4,0561 -3,9774 -3,9710 -3,9788 -3,9025 -3,6393 -3,1293 -2,3865 -1,4966 -0,5851 0,2371 0,9216 1,4821 1,9514 2,3310 2,5732 2,6086 2,3981 1,9748 1,4430 0,9347 0,5510 0,3233 0,2242 0,2066 0,2304 0,2578 0,2424 0,1491 -0,0135 -0,2008 -0,3722 -0,5098 -0,6040 -0,6447 -0,6266 -0,5503 -0,4218 -0,2562 -0,0802 0,0674 0,1380 0,0927 -0,0699 -0,3139 -0,5904 -0,8540 -1,0804 -1,2788 -1,4681 -1,6400 -1,7608 -1,8029 -1,7634 -1,6641 -1,5390 -1,4103 -1,2813 -1,1570 -1,0611 -1,0254 -1,0680 -1,1833 -1,3515 -1,5541 -1,7772 -2,0094 -2,2491 -2,5094 -2,8038 -3,1192 -3,4020 -3,5737 -3,5653 -3,3500 -2,9684 -2,5331 -2,1913 -2,0561 -2,1555 -2,4274 -2,7562 -3,0348 -3,2102 -3,2922 -3,3378 -3,4289 -3,6417 -4,0149 -4,5322 -5,1324 -5,7449 -6,3147 -6,7814 -7,0528 -7,0324 -6,6793 -6,0413 -5,2358 -4,4014 -3,6619 -3,1174 -2,8352 -2,8324 -3,0737 -3,4849 -3,9672 -4,4158 -4,7361 -4,8606 -4,7681 -4,4887 -4,0867 -3,6380 -3,2116 -2,8415 -2,5080 -2,1659 -1,8017 -1,4466 -1,1349 -0,8723 -0,6521 -0,4853 -0,3971 -0,3891 -0,4153 -0,4122 -0,3512 -0,2546 -0,1676 -0,1218 -0,1195 -0,1394 -0,1529 -0,1464 -0,1381 -0,1631 -0,2411 -0,3654 -0,5218 -0,6949 -0,8412 -0,8754 -0,7128 -0,3347 0,1926 0,7569 1,2641 1,6766 2,0084 2,2845 2,5057 2,6482 2,6849 2,5987 2,3846 2,0441 1,5870 1,0440 0,4674 -0,0794 -0,5337 -0,8442 -0,9797 -0,9364 -0,7429 -0,4629 -0,1928 -0,0468 -0,1163 -0,4237 -0,9065 -1,4362 -1,8634 -2,0826 -2,0745 -1,8854 -1,5780 -1,2116 -0,8571 -0,5955 -0,4868 -0,5495 -0,7727 -1,1311 -1,5825 -2,0619 -2,4911 -2,8057 -2,9765 -3,0014 -2,8883 -2,6598 -2,3659 -2,0814 -1,8912 -1,8688 -2,0486 -2,4127 -2,9037 -3,4424 -3,9343 -4,2781 -4,3953 -4,2601 -3,9041 -3,4020 -2,8498 -2,3411 -1,9455 -1,7006 -1,6212 -1,7073 -1,9398 -2,2770 -2,6635 -3,0444 -3,3746 -3,6248 -3,7820 -3,8471 -3,8339 -3,7660 -3,6638 -3,5339 -3,3729 -3,1739 -2,9354 -2,6773 -2,4417 -2,2672 -2,1607 -2,0904 -2,0059 -1,8734 -1,7043 -1,5521 -1,4743 -1,4833 -1,5320 -1,5491 -1,4753 -1,2772 -0,9628 -0,5942 -0,2692 -0,0757 -0,0487 -0,1670 -0,3817 -0,6322 -0,8398 -0,9161 -0,7983 -0,4764 0,0056 0,5662 1,1155 1,5917 1,9762 2,2690 2,4588 2,5201 2,4279 2,1757 1,8001 1,3884 1,0467 0,8454 0,7919 0,8523 0,9941 1,2031 1,4648 1,7390 1,9568 2,0417 1,9396 1,6357 1,1522 0,5471 -0,0794 -0,5997 -0,9051 -0,9544 -0,7866 -0,4898 -0,1552 0,1539 0,4150 0,6368 0,8277 0,9725 1,0380 1,0024 0,8805 0,7302 0,6441 0,7249 1,0361 1,5544 2,1680 2,7377 3,1675 3,4275 3,5321 3,5084 3,3635 3,0713 2,6046 1,9848 1,2942 0,6520 0,1768 -0,0574 -0,0532 0,1223 0,3831 0,6543 0,8700 0,9808 0,9821 0,9306 0,9209 1,0399 1,3297 1,7692 2,2757 2,7226 2,9793 2,9726 2,7253 2,3362 1,9287 1,6132 1,4557 1,4514 1,5311 1,6035 1,5948 1,4739 1,2503 0,9407 0,5586 0,1519 -0,1774 -0,3122 -0,1772 0,2338 0,8584 1,5792 2,2604 2,8042 3,1759 3,3771 3,4098 3,2676 2,9494 2,4839 1,9479 1,4495 1,0930 0,9542 1,0607 1,3725 1,7911 2,2056 2,5340 2,7275 2,7565 2,6154 2,3371 1,9864 1,6278 1,3037 1,0386 0,8487 0,7407 0,7102 0,7431 0,8226 0,9299 1,0336 1,0967 1,1109 1,1110 1,1448 1,2375 1,3803 1,5446 1,7097 1,8702 2,0253 2,1755 2,3251 2,4701 2,5946 2,6849 2,7401 2,7706 2,7857 2,7769 2,7174 2,5883 2,4078 2,2425 2,1854 2,3115 2,6376 3,1136 3,6463 4,1317 4,4752 4,6078 4,5095 4,2165 3,8006 3,3329 2,8711 2,4654 2,1385 1,8563 1,5530 1,1959 0,8149 0,4741 0,2285 0,0959 0,0470 0,0227 -0,0240 -0,0924 -0,1297 -0,0561 0,1813 0,5511 0,9324 1,1704 1,1456 0,8128 0,2142 -0,5203 -1,2112 -1,7206 -2,0295 -2,2197 -2,3778 -2,5266 -2,6482 -2,7376 -2,8191 -2,9307 -3,1060 -3,3630 -3,6982 -4,0883 -4,4964 -4,8816 -5,2187 -5,5183 -5,8216 -6,1714 -6,5770 -6,9952 -7,3526 -7,5868 -7,6700 -7,6063 -7,4067 -7,0576 -6,5263 -5,8214 -5,0384 -4,3189 -3,7639 -3,3932 -3,1767 -3,0944 -3,1704 -3,4545 -3,9612 -4,6110 -5,2400
F3    1,2969 0,0649 -1,1159 -2,0635 -2,6270 -2,7008 -2,2492 -1,3468 -0,1941 0,9328 1,7737 2,1677 2,1069 1,7331 1,2582 0,8554 0,5931 0,4444 0,3473 0,2651 0,2092 0,2127 0,2872 0,3952 0,4564 0,3885 0,1562 -0,2078 -0,6156 -0,9586 -1,1590 -1,2040 -1,1204 -0,9121 -0,5265 0,1091 0,9928 1,9734 2,7731 3,1114 2,8470 2,0407 0,9148 -0,2522 -1,2312 -1,8950 -2,2098 -2,2186 -2,0407 -1,8587 -1,8708 -2,2099 -2,8592 -3,6353 -4,2752 -4,5742 -4,4722 -4,0348 -3,3830 -2,6533 -1,9753 -1,4282 -1,0126 -0,6734 -0,3387 0,0661 0,6157 1,3542 2,2603 3,2528 4,2078 4,9562 5,2956 5,0552 4,1902 2,8353 1,2599 -0,2456 -1,4399 -2,1287 -2,1893 -1,6555 -0,7629 0,1259 0,6830 0,7747 0,5127 0,1566 -0,0608 -0,0701 0,0203 0,0337 -0,1410 -0,5061 -0,9936 -1,5118 -1,9719 -2,3038 -2,4673 -2,4615 -2,3328 -2,1790 -2,1299 -2,2919 -2,6916 -3,2590 -3,8563 -4,3128 -4,4514 -4,1479 -3,4147 -2,4247 -1,4316 -0,6547 -0,2402 -0,2980 -0,9073 -2,0422 -3,4979 -4,9074 -5,8524 -6,0020 -5,2145 -3,5849 -1,4313 0,8121 2,7767 4,2781 5,2797 5,7889 5,7935 5,2689 4,2309 2,7934 1,1862 -0,2913 -1,3746 -1,9385 -2,0184 -1,7298 -1,1869 -0,5044 0,1578 0,6045 0,6974 0,4316 -0,0772 -0,6596 -1,1469 -1,3939 -1,2857 -0,7505 0,2182 1,5362 3,0115 4,3584 5,2613 5,4776 4,9356 3,7780 2,2993 0,8024 -0,5276 -1,6453 -2,5647 -3,2662 -3,6977 -3,8585 -3,8334 -3,7107 -3,4777 -3,0223 -2,2400 -1,1480 0,0680 1,0904 1,5850 1,3610 0,4854 -0,7488 -1,9747 -2,8957 -3,3581 -3,3607 -3,0143 -2,4742 -1,8761 -1,3092 -0,8326 -0,4899 -0,3000 -0,2626 -0,3881 -0,7006 -1,1919 -1,7782 -2,3143 -2,6633 -2,7728 -2,6991 -2,5845 -2,6092 -2,9200 -3,5646 -4,4869 -5,5741 -6,7011 -7,7402 -8,5542 -8,9942 -8,9211 -8,2672 -7,1079 -5,6685 -4,2351 -3,0468 -2,2642 -1,9942 -2,2810 -3,0464 -4,0571 -4,9810 -5,5146 -5,5020 -4,9778 -4,1284 -3,2024 -2,4178 -1,9071 -1,7108 -1,8006 -2,0997 -2,4944 -2,8560 -3,0836 -3,1416 -3,0541 -2,8544 -2,5404 -2,0780 -1,4437 -0,6647 0,1604 0,8695 1,2986 1,3663 1,1145 0,6826 0,2293 -0,1596 -0,5077 -0,9006 -1,3950 -1,9535 -2,4582 -2,7846 -2,8829 -2,8047 -2,6414 -2,4314 -2,1438 -1,7386 -1,2115 -0,5904 0,0876 0,7950 1,5192 2,2467 2,9505 3,6033 4,1877 4,6773 5,0067 5,0607 4,7053 3,8475 2,4824 0,7197 -1,2143 -3,0213 -4,4142 -5,2017 -5,3391 -4,9317 -4,2041 -3,4435 -2,9049 -2,7111 -2,8175 -3,0585 -3,2322 -3,1860 -2,8525 -2,2307 -1,3693 -0,3943 0,4608 0,9206 0,8258 0,2304 -0,6540 -1,5835 -2,3755 -2,9457 -3,2928 -3,4601 -3,5201 -3,5683 -3,6813 -3,8557 -4,0061 -4,0532 -4,0166 -3,9958 -4,0611 -4,1982 -4,3609 -4,5235 -4,6498 -4,6453 -4,3885 -3,8155 -2,9684 -1,9791 -1,0208 -0,2570 0,1921 0,2647 -0,0413 -0,6707 -1,5328 -2,5497 -3,6831 -4,8973 -6,1014 -7,1425 -7,8457 -8,0659 -7,7503 -6,9933 -6,0237 -5,1144 -4,4747 -4,1789 -4,1464 -4,1905 -4,1111 -3,7766 -3,1596 -2,3301 -1,4282 -0,6320 -0,1132 0,0207 -0,2178 -0,6686 -1,0720 -1,1964 -0,9388 -0,3403 0,4278 1,0901 1,3630 1,0906 0,3065 -0,8203 -2,0789 -3,2584 -4,1393 -4,5087 -4,2281 -3,3101 -1,9384 -0,4165 0,9302 1,8749 2,3653 2,4868 2,3475 2,0031 1,4737 0,7952 0,0464 -0,6614 -1,2174 -1,5391 -1,5721 -1,2791 -0,6486 0,2713 1,3454 2,3765 3,1730 3,6064 3,6357 3,2986 2,6750 1,8653 0,9921 0,1831 -0,4608 -0,8765 -1,0403 -0,9726 -0,7395 -0,4334 -0,1218 0,1987 0,5725 0,9919 1,3332 1,3990 1,0484 0,3096 -0,6065 -1,3764 -1,6903 -1,3846 -0,5021 0,7553 2,1270 3,3855 4,3886 5,0667 5,3560 5,1513 4,3508 2,9696 1,2128 -0,5542 -1,9245 -2,5951 -2,4721 -1,6996 -0,5912 0,5023 1,3180 1,7570 1,8950 1,9183 2,0093 2,2603 2,6587 3,1129 3,4835 3,6342 3,4882 3,0680 2,5003 1,9670 1,6385 1,6306 1,9600 2,5017 3,0235 3,2900 3,1525 2,5827 1,6542 0,5027 -0,6948 -1,7316 -2,4163 -2,6374 -2,3948 -1,7756 -0,8961 0,1387 1,2497 2,3892 3,5207 4,5774 5,4565 6,0556 6,3090 6,2092 5,8058 5,1725 4,3625 3,3966 2,2915 1,0994 -0,0709 -1,0643 -1,7316 -2,0009 -1,9085 -1,5579 -1,0549 -0,4674 0,1780 0,8633 1,5406 2,1345 2,5869 2,8902 3,0586 3,0813 2,9264 2,5713 2,0366 1,4232 0,9032 0,6317 0,6617 0,9352 1,3196 1,6518 1,7922 1,6845 1,3824 1,0117 0,6934 0,4939 0,4268 0,4698 0,5745 0,6812 0,7395 0,7292 0,6852 0,7130 0,9538 1,4990 2,3157 3,2575 4,1625 4,9435 5,5781 6,0458 6,3061 6,3109 6,0115 5,3742 4,4100 3,2071 1,9289 0,7528 -0,2001 -0,8704 -1,2246 -1,2446 -0,9482 -0,4022 0,2861 0,9928 1,6134 2,0840 2,3632 2,4209 2,2661 1,9626 1,5911 1,1854 0,6997 0,0403 -0,8519 -1,9172 -2,9435 -3,6219 -3,6984 -3,1412 -2,1674 -1,0786 -0,0828 0,7169 1,2307 1,3460 0,9755 0,1190 -1,1186 -2,5620 -4,0140 -5,2881 -6,2328 -6,7740 -6,9571 -6,9326 -6,8765 -6,8993 -7,0080 -7,1491 -7,2720 -7,3439 -7,3263 -7,1646 -6,8084 -6,2412 -5,4973 -4,6623 -3,8503 -3,1577 -2,6241 -2,2378 -1,9867 -1,9112 -2,0892 -2,5420 -3,1532 -3,7042
F7    0,9841 0,9616 0,8713 0,7417 0,6205 0,5444 0,5205 0,5356 0,5776 0,6394 0,7038 0,7424 0,7426 0,7237 0,7147 0,7192 0,6993 0,6000 0,3876 0,0622 -0,3503 -0,8007 -1,2204 -1,5338 -1,6788 -1,6225 -1,3711 -0,9798 -0,5354 -0,1104 0,2604 0,5621 0,7755 0,8766 0,8567 0,7369 0,5563 0,3497 0,1471 -0,0173 -0,1164 -0,1569 -0,1771 -0,2197 -0,3220 -0,5233 -0,8552 -1,3174 -1,8690 -2,4362 -2,9235 -3,2352 -3,3190 -3,1956 -2,9440 -2,6589 -2,4144 -2,2477 -2,1577 -2,1171 -2,0922 -2,0557 -1,9852 -1,8630 -1,6868 -1,4732 -1,2409 -0,9964 -0,7436 -0,4950 -0,2649 -0,0565 0,1360 0,3200 0,5115 0,7411 1,0315 1,3629 1,6603 1,8158 1,7398 1,4137 0,9103 0,3691 -0,0581 -0,2649 -0,2316 -0,0289 0,2267 0,4345 0,5433 0,5447 0,4435 0,2334 -0,0939 -0,5205 -0,9894 -1,4268 -1,7822 -2,0348 -2,1692 -2,1789 -2,0998 -2,0158 -2,0164 -2,1460 -2,4079 -2,8036 -3,3230 -3,9046 -4,4466 -4,8614 -5,1092 -5,1854 -5,0931 -4,8362 -4,4323 -3,9180 -3,3475 -2,7834 -2,2752 -1,8474 -1,5081 -1,2525 -1,0581 -0,8923 -0,7252 -0,5330 -0,2871 0,0492 0,5000 1,0440 1,6076 2,0965 2,4457 2,6493 2,7523 2,8071 2,8274 2,7847 2,6465 2,4125 2,1203 1,8190 1,5418 1,3075 1,1327 1,0246 0,9702 0,9401 0,8982 0,8086 0,6503 0,4275 0,1683 -0,0773 -0,2509 -0,3121 -0,2596 -0,1279 0,0285 0,1587 0,2368 0,2616 0,2267 0,1059 -0,1186 -0,4239 -0,7491 -1,0276 -1,2208 -1,3316 -1,3872 -1,4118 -1,4097 -1,3600 -1,2240 -0,9696 -0,6018 -0,1810 0,1953 0,4328 0,4700 0,2854 -0,1085 -0,6743 -1,3513 -2,0554 -2,6944 -3,1955 -3,5183 -3,6455 -3,5883 -3,4025 -3,1730 -2,9748 -2,8474 -2,7881 -2,7700 -2,7689 -2,7737 -2,7808 -2,7945 -2,8387 -2,9545 -3,1673 -3,4614 -3,8013 -4,1631 -4,5237 -4,8371 -5,0427 -5,0922 -4,9734 -4,7148 -4,3624 -3,9561 -3,5342 -3,1457 -2,8508 -2,7135 -2,7865 -3,0861 -3,5673 -4,1220 -4,6109 -4,9147 -4,9692 -4,7731 -4,3785 -3,8659 -3,3040 -2,7237 -2,1400 -1,5883 -1,1183 -0,7536 -0,4872 -0,3192 -0,2766 -0,3871 -0,6321 -0,9241 -1,1464 -1,2199 -1,1377 -0,9547 -0,7510 -0,5894 -0,4918 -0,4424 -0,4096 -0,3765 -0,3565 -0,3750 -0,4339 -0,5032 -0,5438 -0,5329 -0,4712 -0,3756 -0,2663 -0,1638 -0,0860 -0,0337 0,0150 0,0867 0,1919 0,3162 0,4303 0,5080 0,5382 0,5234 0,4724 0,4002 0,3346 0,3094 0,3512 0,4675 0,6372 0,8064 0,9093 0,9072 0,8082 0,6427 0,4269 0,1565 -0,1724 -0,5448 -0,9174 -1,2264 -1,4154 -1,4656 -1,3997 -1,2569 -1,0718 -0,8754 -0,7028 -0,5953 -0,5953 -0,7327 -1,0119 -1,4016 -1,8291 -2,1963 -2,4244 -2,4891 -2,4090 -2,2173 -1,9573 -1,6843 -1,4538 -1,3102 -1,2839 -1,3898 -1,6229 -1,9527 -2,3210 -2,6508 -2,8691 -2,9332 -2,8393 -2,6077 -2,2718 -1,8824 -1,5059 -1,1994 -0,9847 -0,8523 -0,7871 -0,7776 -0,8102 -0,8699 -0,9470 -1,0346 -1,1287 -1,2369 -1,3797 -1,5745 -1,8129 -2,0535 -2,2367 -2,3069 -2,2265 -1,9853 -1,6172 -1,2036 -0,8468 -0,6215 -0,5334 -0,5203 -0,5060 -0,4619 -0,4228 -0,4488 -0,5747 -0,7867 -1,0347 -1,2565 -1,3969 -1,4177 -1,3040 -1,0660 -0,7340 -0,3432 0,0697 0,4522 0,7400 0,8928 0,9191 0,8626 0,7814 0,7335 0,7587 0,8620 1,0170 1,1855 1,3335 1,4375 1,4897 1,5013 1,4904 1,4679 1,4405 1,4201 1,4184 1,4264 1,4089 1,3301 1,1810 0,9824 0,7698 0,5785 0,4239 0,2855 0,1211 -0,0976 -0,3594 -0,6153 -0,8036 -0,8795 -0,8351 -0,6979 -0,5090 -0,2986 -0,0776 0,1549 0,3905 0,5987 0,7427 0,8128 0,8449 0,9061 1,0540 1,3112 1,6698 2,0975 2,5275 2,8659 3,0341 3,0056 2,8039 2,4796 2,0949 1,7151 1,3969 1,1857 1,1134 1,1855 1,3688 1,5974 1,7912 1,8799 1,8296 1,6590 1,4282 1,2079 1,0502 0,9763 0,9902 1,0961 1,2986 1,5879 1,9269 2,2559 2,5080 2,6264 2,5798 2,3729 2,0472 1,6693 1,3175 1,0615 0,9337 0,9189 0,9777 1,0749 1,1956 1,3425 1,5092 1,6607 1,7570 1,7937 1,8082 1,8526 1,9648 2,1542 2,3921 2,6092 2,7273 2,7052 2,5519 2,3005 1,9789 1,6003 1,1823 0,7722 0,4387 0,2412 0,2206 0,4022 0,7750 1,2646 1,7498 2,1170 2,2992 2,2748 2,0539 1,6729 1,1876 0,6574 0,1347 -0,3266 -0,6725 -0,8710 -0,9280 -0,8721 -0,7322 -0,5362 -0,3230 -0,1341 0,0124 0,1263 0,2262 0,3295 0,4539 0,6147 0,8164 1,0452 1,2744 1,4834 1,6636 1,8109 1,9240 2,0122 2,0971 2,1999 2,3216 2,4359 2,5008 2,4728 2,3194 2,0463 1,7190 1,4438 1,3179 1,3833 1,6085 1,9033 2,1519 2,2562 2,1757 1,9434 1,6461 1,3726 1,1721 1,0492 0,9757 0,9074 0,8071 0,6547 0,4443 0,1833 -0,1065 -0,4025 -0,6955 -0,9754 -1,2068 -1,3472 -1,3856 -1,3441 -1,2516 -1,1320 -1,0000 -0,8586 -0,7028 -0,5218 -0,3122 -0,1120 -0,0098 -0,1032 -0,4477 -1,0295 -1,7596 -2,4992 -3,1220 -3,5738 -3,8733 -4,0563 -4,1300 -4,0790 -3,9065 -3,6683 -3,4619 -3,3749 -3,4413 -3,6447 -3,9550 -4,3571 -4,8380 -5,3469 -5,7861 -6,0503 -6,0829 -5,9060 -5,5985 -5,2409 -4,8744 -4,5116 -4,1781 -3,9208 -3,7686 -3,7042 -3,6883 -3,6979 -3,7352 -3,8189 -3,9712 -4,1998 -4,4834
