Fp1   -2,4409 -1,9472 -1,2046 -0,2579 0,7684 1,7229 2,4649 2,8758 2,8893 2,5369 1,9523 1,3244 0,8360 0,6129 0,6915 1,0150 1,4525 1,8315 1,9828 1,7782 1,1617 0,1929 -0,9310 -1,9168 -2,4643 -2,3731 -1,6412 -0,4913 0,7303 1,7155 2,2957 2,4384 2,1890 1,6279 0,8607 0,0178 -0,7517 -1,3014 -1,5448 -1,5073 -1,3053 -1,0747 -0,9222 -0,9189 -1,1057 -1,4923 -2,0577 -2,7496 -3,4732 -4,0923 -4,4758 -4,5569 -4,3489 -3,9133 -3,3180 -2,6186 -1,8698 -1,1526 -0,5887 -0,3204 -0,4569 -1,0069 -1,8288 -2,6585 -3,2398 -3,4782 -3,4841 -3,4517 -3,4798 -3,5059 -3,3771 -2,9434 -2,1194 -0,9380 0,4357 1,7717 2,8579 3,5426 3,7524 3,4953 2,8462 1,9364 0,9408 0,0333 -0,6685 -1,1195 -1,3191 -1,2772 -1,0081 -0,5571 -0,0151 0,5063 0,9029 1,1045 1,1128 1,0152 0,9303 0,9219 0,9577 0,9339 0,7282 0,2502 -0,5144 -1,4857 -2,5223 -3,4808 -4,2622 -4,8257 -5,1629 -5,2671 -5,1392 -4,8053 -4,3151 -3,7364 -3,1603 -2,6990 -2,4684 -2,5677 -3,0563 -3,9101 -4,9736 -5,9810 -6,6703 -6,9029 -6,6848 -6,0997 -5,2487 -4,2503 -3,2606 -2,4348 -1,8481 -1,4628 -1,1784 -0,9123 -0,6369 -0,3557 -0,0813 0,1548 0,2948 0,2761 0,0605 -0,3416 -0,8538 -1,3408 -1,6447 -1,6354 -1,2677 -0,6198 0,1354 0,8201 1,3335 1,6653 1,8540 1,9404 1,9475 1,8933 1,8186 1,7886 1,8498 1,9781 2,0680 1,9771 1,6113 0,9889 0,2177 -0,5808 -1,3093 -1,8703 -2,1439 -2,0262 -1,4963 -0,6341 0,4132 1,4669 2,3472 2,9190 3,1240 2,9787 2,5631 2,0082 1,4682 1,0671 0,8366 0,6986 0,5343 0,3011 0,0833 0,0217 0,1914 0,5417 0,9304 1,1885 1,1872 0,9159 0,5090 0,1490 -0,0630 -0,1239 -0,0595 0,1035 0,3145 0,4966 0,5742 0,4994 0,2598 -0,1362 -0,6673 -1,2867 -1,9124 -2,4534 -2,8469 -3,0711 -3,1372 -3,0839 -2,9773 -2,8938 -2,8789 -2,9220 -2,9738 -2,9810 -2,9189 -2,8086 -2,6965 -2,6185 -2,5849 -2,5744 -2,5277 -2,3686 -2,0608 -1,6477 -1,2303 -0,9176 -0,8081 -0,9862 -1,4865 -2,2426 -3,0839 -3,8018 -4,2374 -4,3322 -4,1329 -3,7618 -3,3719 -3,1073 -3,0662 -3,2613 -3,5997 -3,9154 -4,0452 -3,9084 -3,5347 -3,0178 -2,4409 -1,8439 -1,2473 -0,6983 -0,2847 -0,1075 -0,2274 -0,6139 -1,1372 -1,6258 -1,9433 -2,0459 -2,0028 -1,9479 -1,9697 -2,0386 -2,0419 -1,8739 -1,5009 -0,9945 -0,5226 -0,2645 -0,3104 -0,6518 -1,2338 -1,9878 -2,8347 -3,6746 -4,3760 -4,7922 -4,8164 -4,4368 -3,7527 -2,9406 -2,1910 -1,6588 -1,4298 -1,4943 -1,7500 -2,0403 -2,2148 -2,2040 -2,0613 -1,9134 -1,8698 -1,9851 -2,2588 -2,6276 -2,9607 -3,0906 -2,8912 -2,3778 -1,7387 -1,2327 -1,0254 -1,1150 -1,3887 -1,7131 -1,9834 -2,1373 -2,1503 -2,0199 -1,7571 -1,4002 -1,0155 -0,6659 -0,3948 -0,2446 -0,2558 -0,4262 -0,6919 -0,9528 -1,1122 -1,1198 -0,9900 -0,7598 -0,4466 -0,0734 0,2843 0,5061 0,4805 0,1603 -0,4118 -1,1133 -1,7770 -2,2316 -2,3465 -2,0833 -1,5311 -0,8753 -0,3003 0,0822 0,2283 0,1364 -0,1462 -0,5087 -0,8103 -0,9588 -0,9544 -0,8496 -0,6791 -0,4445 -0,1731 0,0318 0,0338 -0,2215 -0,6448 -1,0698 -1,3706 -1,5068 -1,4777 -1,2549 -0,7657 0,0394 1,0853 2,1511 2,9671 3,3440 3,2492 2,8060 2,2149 1,6456 1,1912 0,8893 0,7472 0,7520 0,8793 1,0901 1,3254 1,5153 1,6052 1,5994 1,5780 1,6250 1,7314 1,8022 1,7520 1,5701 1,2948 0,9442 0,5106 0,0320 -0,3673 -0,5344 -0,3877 0,0248 0,5506 1,0212 1,3367 1,4927 1,5433 1,5485 1,5542 1,6003 1,7193 1,9211 2,1883 2,4744 2,6999 2,7752 2,6455 2,3127 1,8294 1,2909 0,8191 0,5271 0,4836 0,6979 1,1198 1,6559 2,2100 2,7155 3,1244 3,3858 3,4624 3,3517 3,0701 2,6308 2,0452 1,3482 0,6357 0,0711 -0,1718 0,0094 0,6014 1,4808 2,4644 3,3621 3,9974 4,2334 4,0281 3,4719 2,7596 2,1055 1,6458 1,3902 1,2403 1,0467 0,6913 0,1723 -0,3798 -0,7848 -0,9041 -0,6747 -0,1204 0,6529 1,4972 2,2733 2,8850 3,2886 3,4683 3,4173 3,1520 2,7252 2,2076 1,6663 1,1679 0,7916 0,6124 0,6472 0,8218 1,0083 1,1051 1,0756 0,9238 0,6815 0,4292 0,2853 0,3392 0,5883 0,9448 1,3014 1,5844 1,7382 1,6831 1,3258 0,6363 -0,2805 -1,1802 -1,7680 -1,8495 -1,4323 -0,6918 0,1624 1,0006 1,7802 2,4666 2,9737 3,1983 3,0987 2,7355 2,2459 1,7685 1,3718 1,0510 0,7785 0,5436 0,3609 0,2718 0,3352 0,5985 1,0694 1,7034 2,4042 3,0361 3,4521 3,5292 3,2088 2,5411 1,6950 0,8908 0,2944 -0,0338 -0,1259 -0,0844 -0,0631 -0,2131 -0,6000 -1,1706 -1,8037 -2,3897 -2,8685 -3,2226 -3,4597 -3,6021 -3,6656 -3,6313 -3,4440 -3,0509 -2,4469 -1,6830 -0,8372 0,0202 0,8306 1,5174 1,9853 2,1799 2,1205 1,8575 1,4313 0,8953 0,3584 -0,0412 -0,2213 -0,1949 -0,0146 0,3016 0,7867 1,4710 2,2944 3,0764 3,6005 3,7384 3,5003 2,9898 2,3422 1,6931 1,1492 0,7426 0,4158 0,0779 -0,3217 -0,7856 -1,3111 -1,9048 -2,5517 -3,2007 -3,7869 -4,2494 -4,5358 -4,6085 -4,4547 -4,1194 -3,7415 -3,5109 -3,5535 -3,8717 -4,3760 -4,9435 -5,4666 -5,8998 -6,2866 -6,7350 -7,3343 -8,0891 -8,9356 -9,7857 -10,5258
Fz    0,1901 0,5521 0,7415 0,8247 0,8736 0,9175 0,9454 0,9452 0,9377 0,9771 1,1195 1,3863 1,7493 2,1436 2,4916 2,7281 2,8203 2,7737 2,6225 2,4137 2,1935 1,9941 1,8275 1,6905 1,5716 1,4508 1,3022 1,1054 0,8532 0,5542 0,2246 -0,1252 -0,4966 -0,8926 -1,3039 -1,7100 -2,0896 -2,4285 -2,7219 -2,9702 -3,1677 -3,2987 -3,3486 -3,3161 -3,2129 -3,0578 -2,8771 -2,7096 -2,6022 -2,5923 -2,6890 -2,8609 -3,0489 -3,2013 -3,3018 -3,3616 -3,3876 -3,3673 -3,2838 -3,1295 -2,9036 -2,6143 -2,2884 -1,9621 -1,6518 -1,3460 -1,0366 -0,7451 -0,5107 -0,3592 -0,2874 -0,2612 -0,2254 -0,1318 0,0346 0,2557 0,5018 0,7531 1,0127 1,3013 1,6317 1,9795 2,2836 2,4784 2,5241 2,4192 2,2010 1,9334 1,6738 1,4412 1,2160 0,9657 0,6699 0,3424 0,0325 -0,2072 -0,3600 -0,4530 -0,5263 -0,6014 -0,6813 -0,7735 -0,9050 -1,1151 -1,4359 -1,8771 -2,4177 -3,0035 -3,5650 -4,0525 -4,4554 -4,7913 -5,0840 -5,3383 -5,5202 -5,5783 -5,4968 -5,3198 -5,1212 -4,9553 -4,8264 -4,6920 -4,4984 -4,2257 -3,9020 -3,5714 -3,2578 -2,9618 -2,6797 -2,4148 -2,1731 -1,9544 -1,7496 -1,5405 -1,3062 -1,0325 -0,7134 -0,3491 0,0472 0,4405 0,7825 1,0398 1,2134 1,3267 1,3940 1,4072 1,3489 1,2195 1,0510 0,8921 0,7737 0,6837 0,5757 0,4019 0,1436 -0,1758 -0,5003 -0,7661 -0,9309 -0,9907 -0,9735 -0,9169 -0,8437 -0,7566 -0,6492 -0,5176 -0,3617 -0,1808 0,0234 0,2354 0,4245 0,5603 0,6237 0,6136 0,5573 0,5101 0,5210 0,5967 0,7018 0,7921 0,8447 0,8609 0,8482 0,8097 0,7461 0,6542 0,5289 0,3748 0,2099 0,0605 -0,0408 -0,0675 -0,0179 0,0854 0,2065 0,2992 0,3165 0,2326 0,0616 -0,1523 -0,3641 -0,5440 -0,6709 -0,7294 -0,7226 -0,6826 -0,6593 -0,6953 -0,8111 -1,0097 -1,2848 -1,6221 -1,9985 -2,3777 -2,7105 -2,9562 -3,1064 -3,1832 -3,2229 -3,2579 -3,3024 -3,3415 -3,3363 -3,2499 -3,0780 -2,8629 -2,6813 -2,6108 -2,6989 -2,9509 -3,3203 -3,7131 -4,0351 -4,2430 -4,3460 -4,3710 -4,3376 -4,2529 -4,1146 -3,9219 -3,6860 -3,4291 -3,1825 -2,9912 -2,9091 -2,9731 -3,1730 -3,4454 -3,7004 -3,8610 -3,8875 -3,7791 -3,5618 -3,2785 -2,9859 -2,7448 -2,6005 -2,5626 -2,5958 -2,6356 -2,6198 -2,5186 -2,3458 -2,1491 -1,9906 -1,9286 -1,9977 -2,1878 -2,4499 -2,7259 -2,9767 -3,1824 -3,3256 -3,3875 -3,3577 -3,2470 -3,0896 -2,9254 -2,7782 -2,6508 -2,5356 -2,4294 -2,3501 -2,3387 -2,4387 -2,6678 -3,0058 -3,3959 -3,7544 -4,0012 -4,0992 -4,0634 -3,9269 -3,7081 -3,4132 -3,0571 -2,6674 -2,2759 -1,9171 -1,6335 -1,4672 -1,4428 -1,5527 -1,7544 -1,9916 -2,2262 -2,4460 -2,6464 -2,8138 -2,9285 -2,9751 -2,9418 -2,8187 -2,6086 -2,3396 -2,0596 -1,8145 -1,6267 -1,4907 -1,3868 -1,2890 -1,1721 -1,0265 -0,8636 -0,7015 -0,5503 -0,4146 -0,3035 -0,2391 -0,2494 -0,3500 -0,5339 -0,7739 -1,0237 -1,2253 -1,3333 -1,3391 -1,2739 -1,1833 -1,0999 -1,0359 -0,9931 -0,9611 -0,9113 -0,8152 -0,6834 -0,5795 -0,5807 -0,7230 -0,9817 -1,2906 -1,5729 -1,7704 -1,8622 -1,8586 -1,7753 -1,6160 -1,3792 -1,0734 -0,7175 -0,3257 0,1023 0,5728 1,0814 1,5998 2,0797 2,4747 2,7549 2,9046 2,9219 2,8236 2,6418 2,4071 2,1372 1,8471 1,5673 1,3459 1,2281 1,2286 1,3134 1,4119 1,4583 1,4222 1,3026 1,1113 0,8646 0,5774 0,2553 -0,0999 -0,4761 -0,8415 -1,1486 -1,3472 -1,4004 -1,2982 -1,0697 -0,7841 -0,5239 -0,3387 -0,2211 -0,1247 -0,0062 0,1445 0,3067 0,4545 0,5712 0,6445 0,6602 0,6110 0,5082 0,3819 0,2719 0,2144 0,2288 0,3094 0,4311 0,5598 0,6640 0,7234 0,7389 0,7374 0,7638 0,8570 1,0294 1,2614 1,5119 1,7321 1,8793 1,9319 1,8980 1,8052 1,6781 1,5293 1,3646 1,1892 1,0130 0,8592 0,7641 0,7651 0,8811 1,0914 1,3351 1,5421 1,6702 1,7144 1,6952 1,6476 1,6143 1,6261 1,6850 1,7734 1,8656 1,9258 1,9135 1,8073 1,6221 1,4029 1,2050 1,0769 1,0514 1,1443 1,3588 1,6791 2,0572 2,4209 2,7085 2,8965 2,9964 3,0261 2,9801 2,8292 2,5565 2,1882 1,7939 1,4589 1,2439 1,1551 1,1468 1,1474 1,0933 0,9621 0,7821 0,6052 0,4674 0,3679 0,2799 0,1807 0,0755 -0,0060 -0,0294 0,0228 0,1401 0,2952 0,4727 0,6819 0,9430 1,2676 1,6498 2,0616 2,4576 2,7926 3,0365 3,1708 3,1866 3,0926 2,9171 2,7006 2,4924 2,3472 2,3084 2,3895 2,5674 2,7932 3,0064 3,1471 3,1710 3,0692 2,8715 2,6240 2,3585 2,0816 1,7812 1,4386 1,0466 0,6277 0,2308 -0,0923 -0,3068 -0,4018 -0,3943 -0,3262 -0,2550 -0,2455 -0,3590 -0,6242 -1,0066 -1,4099 -1,7175 -1,8441 -1,7654 -1,5140 -1,1519 -0,7430 -0,3360 0,0434 0,3931 0,7322 1,1025 1,5579 2,1301 2,7969 3,4862 4,1113 4,6031 4,9287 5,1015 5,1754 5,2188 5,2822 5,3790 5,4871 5,5683 5,5873 5,5202 5,3551 5,0907 4,7379 4,3236 3,8913 3,4953 3,1825 2,9627 2,7881 2,5756 2,2602 1,8266 1,2876 0,6501 -0,0823 -0,8831 -1,6997 -2,4813 -3,2054 -3,8778 -4,5135 -5,1182 -5,6743 -6,1447 -6,4954 -6,7180 -6,8373 -6,9066 -6,9880 -7,1266 -7,3337 -7,5920 -7,8753 -8,1644 -8,4481 -8,7222
F3    -0,1772 0,1036 0,1798 0,1246 0,0397 0,0005 0,0377 0,1531 0,3408 0,5909 0,8797 1,1683 1,4183 1,6081 1,7313 1,7869 1,7826 1,7452 1,7192 1,7544 1,8859 2,1101 2,3727 2,5849 2,6550 2,5180 2,1627 1,6462 1,0707 0,5328 0,0822 -0,2835 -0,5931 -0,8684 -1,1129 -1,3264 -1,5237 -1,7374 -2,0007 -2,3222 -2,6676 -2,9668 -3,1434 -3,1481 -2,9774 -2,6692 -2,2867 -1,9073 -1,6105 -1,4634 -1,4984 -1,6949 -1,9853 -2,2953 -2,5853 -2,8463 -3,0675 -3,2227 -3,2823 -3,2229 -3,0311 -2,7168 -2,3262 -1,9240 -1,5509 -1,2026 -0,8592 -0,5264 -0,2405 -0,0377 0,0708 0,0965 0,0610 -0,0137 -0,1104 -0,2140 -0,3023 -0,3392 -0,2779 -0,0744 0,2856 0,7623 1,2737 1,7366 2,0951 2,3178 2,3907 2,3173 2,1175 1,8243 1,4788 1,1167 0,7633 0,4473 0,2098 0,0790 0,0392 0,0321 -0,0033 -0,0918 -0,2184 -0,3538 -0,4823 -0,6158 -0,7905 -1,0499 -1,4182 -1,8809 -2,3984 -2,9402 -3,4937 -4,0439 -4,5571 -4,9758 -5,2275 -5,2636 -5,1035 -4,8308 -4,5404 -4,2872 -4,0722 -3,8598 -3,6120 -3,3234 -3,0318 -2,7903 -2,6257 -2,5221 -2,4394 -2,3446 -2,2316 -2,1128 -1,9985 -1,8792 -1,7247 -1,5030 -1,1947 -0,7968 -0,3257 0,1816 0,6794 1,1340 1,5310 1,8576 2,0818 2,1547 2,0400 1,7466 1,3376 0,9033 0,5174 0,2070 -0,0437 -0,2677 -0,4901 -0,7126 -0,9145 -1,0682 -1,1582 -1,1878 -1,1668 -1,0969 -0,9732 -0,7941 -0,5675 -0,3140 -0,0662 0,1429 0,2917 0,3661 0,3573 0,2719 0,1309 -0,0398 -0,2062 -0,3197 -0,3387 -0,2603 -0,1232 0,0238 0,1568 0,2792 0,4001 0,5191 0,6215 0,6743 0,6356 0,4829 0,2352 -0,0424 -0,2558 -0,3257 -0,2307 -0,0137 0,2384 0,4211 0,4498 0,2988 0,0135 -0,3156 -0,5960 -0,7651 -0,7978 -0,6994 -0,5005 -0,2581 -0,0454 0,0734 0,0623 -0,0785 -0,3170 -0,6121 -0,9407 -1,2941 -1,6532 -1,9927 -2,3121 -2,6428 -3,0138 -3,4147 -3,7869 -4,0488 -4,1408 -4,0584 -3,8520 -3,6058 -3,4177 -3,3739 -3,5195 -3,8378 -4,2453 -4,6194 -4,8627 -4,9504 -4,9175 -4,8181 -4,6989 -4,5883 -4,4900 -4,3897 -4,2690 -4,1130 -3,9160 -3,6932 -3,4829 -3,3287 -3,2530 -3,2456 -3,2763 -3,3136 -3,3315 -3,3139 -3,2608 -3,1907 -3,1314 -3,0990 -3,0822 -3,0407 -2,9186 -2,6757 -2,3152 -1,8854 -1,4615 -1,1152 -0,8877 -0,7888 -0,8192 -0,9786 -1,2523 -1,6021 -1,9791 -2,3406 -2,6549 -2,8988 -3,0602 -3,1400 -3,1497 -3,0988 -2,9855 -2,8019 -2,5495 -2,2537 -1,9740 -1,7959 -1,7940 -1,9872 -2,3216 -2,6905 -2,9759 -3,1017 -3,0674 -2,9310 -2,7509 -2,5422 -2,2821 -1,9489 -1,5480 -1,1092 -0,6796 -0,3203 -0,0978 -0,0676 -0,2508 -0,6082 -1,0391 -1,4249 -1,6877 -1,8173 -1,8497 -1,8254 -1,7654 -1,6726 -1,5469 -1,4016 -1,2655 -1,1668 -1,1177 -1,1147 -1,1467 -1,1919 -1,2102 -1,1551 -1,0018 -0,7593 -0,4645 -0,1720 0,0607 0,1883 0,1801 0,0239 -0,2603 -0,6176 -0,9729 -1,2521 -1,4040 -1,4217 -1,3478 -1,2511 -1,1902 -1,1931 -1,2627 -1,3821 -1,5114 -1,5910 -1,5735 -1,4658 -1,3388 -1,2861 -1,3638 -1,5622 -1,8199 -2,0602 -2,2284 -2,3066 -2,2942 -2,1754 -1,9143 -1,4865 -0,9113 -0,2515 0,4162 1,0334 1,5707 2,0159 2,3560 2,5802 2,7007 2,7569 2,7896 2,8178 2,8370 2,8274 2,7627 2,6256 2,4275 2,2141 2,0478 1,9747 1,9965 2,0701 2,1390 2,1690 2,1547 2,0937 1,9668 1,7461 1,4191 1,0010 0,5276 0,0437 -0,3992 -0,7406 -0,9250 -0,9302 -0,7812 -0,5386 -0,2725 -0,0325 0,1789 0,4026 0,6826 1,0221 1,3748 1,6785 1,8953 2,0218 2,0703 2,0507 1,9724 1,8564 1,7399 1,6667 1,6720 1,7714 1,9522 2,1713 2,3679 2,4862 2,4926 2,3855 2,1990 1,9923 1,8207 1,7126 1,6696 1,6804 1,7273 1,7908 1,8605 1,9439 2,0537 2,1850 2,3042 2,3582 2,2952 2,0860 1,7390 1,3005 0,8431 0,4492 0,1878 0,0887 0,1373 0,2962 0,5251 0,7860 1,0493 1,3009 1,5397 1,7722 2,0151 2,2797 2,5391 2,7232 2,7548 2,5956 2,2691 1,8469 1,4150 1,0535 0,8352 0,8156 1,0064 1,3629 1,8082 2,2713 2,7026 3,0620 3,3071 3,3919 3,2848 2,9966 2,5940 2,1785 1,8438 1,6359 1,5453 1,5192 1,4760 1,3279 1,0300 0,6170 0,1847 -0,1712 -0,4085 -0,5371 -0,5730 -0,5081 -0,3237 -0,0166 0,3868 0,8292 1,2437 1,5918 1,8751 2,1100 2,3048 2,4617 2,5863 2,6895 2,7865 2,8917 3,0022 3,0972 3,1596 3,1898 3,1976 3,1922 3,1830 3,1818 3,1934 3,2034 3,1815 3,0923 2,9004 2,5859 2,1777 1,7600 1,4271 1,2236 1,1243 1,0528 0,9217 0,6783 0,3307 -0,0651 -0,4361 -0,7160 -0,8664 -0,8937 -0,8450 -0,7851 -0,7773 -0,8722 -1,0858 -1,3765 -1,6557 -1,8339 -1,8661 -1,7611 -1,5615 -1,3123 -1,0385 -0,7425 -0,4214 -0,0836 0,2603 0,6253 1,0571 1,5985 2,2525 2,9796 3,7183 4,4062 4,9974 5,4738 5,8371 6,0896 6,2237 6,2300 6,1124 5,8985 5,6371 5,3771 5,1413 4,9139 4,6532 4,3201 3,9091 3,4651 3,0705 2,7901 2,6093 2,4370 2,1795 1,8040 1,3306 0,7889 0,1963 -0,4363 -1,1041 -1,8144 -2,5820 -3,4097 -4,2765 -5,1349 -5,9160 -6,5458 -6,9718 -7,1852 -7,2268 -7,1691 -7,0807 -6,9972 -6,9221 -6,8482 -6,7773 -6,7209 -6,6886 -6,6876
F7    -0,6210 -0,4788 -0,5189 -0,6493 -0,7887 -0,8942 -0,9545 -0,9653 -0,9039 -0,7186 -0,3433 0,2606 1,0548 1,9127 2,6626 3,1656 3,3808 3,3643 3,2003 2,9376 2,5847 2,1416 1,6377 1,1481 0,7609 0,5190 0,3949 0,3186 0,2291 0,1031 -0,0547 -0,2405 -0,4649 -0,7380 -1,0524 -1,3805 -1,6737 -1,8554 -1,8407 -1,6010 -1,2098 -0,8106 -0,5396 -0,4768 -0,6384 -0,9874 -1,4438 -1,9133 -2,3335 -2,6855 -2,9501 -3,0748 -3,0050 -2,7352 -2,3189 -1,8399 -1,3784 -0,9832 -0,6687 -0,4375 -0,2937 -0,2419 -0,2970 -0,4838 -0,7993 -1,1799 -1,5223 -1,7433 -1,8239 -1,8053 -1,7440 -1,6681 -1,5703 -1,4236 -1,1938 -0,8508 -0,3917 0,1482 0,7118 1,2407 1,6825 1,9899 2,1235 2,0607 1,8071 1,4027 0,9231 0,4744 0,1613 0,0440 0,1265 0,3719 0,7080 1,0386 1,2775 1,3789 1,3430 1,2010 0,9970 0,7732 0,5560 0,3489 0,1250 -0,1624 -0,5445 -1,0142 -1,5321 -2,0426 -2,4891 -2,8348 -3,0763 -3,2388 -3,3631 -3,4954 -3,6626 -3,8499 -4,0165 -4,1361 -4,2145 -4,2672 -4,2916 -4,2726 -4,2158 -4,1568 -4,1252 -4,1047 -4,0389 -3,8755 -3,6017 -3,2370 -2,8059 -2,3295 -1,8364 -1,3671 -0,9716 -0,7025 -0,5909 -0,6120 -0,6856 -0,7239 -0,6815 -0,5689 -0,4308 -0,3086 -0,2237 -0,1835 -0,1782 -0,1694 -0,0993 0,0767 0,3606 0,7006 1,0117 1,2230 1,3168 1,3299 1,3142 1,2866 1,2144 1,0487 0,7678 0,3998 0,0148 -0,3015 -0,4844 -0,5165 -0,4198 -0,2214 0,0655 0,4283 0,8349 1,2273 1,5330 1,6919 1,6831 1,5269 1,2704 0,9710 0,6811 0,4384 0,2696 0,1866 0,1765 0,2050 0,2392 0,2613 0,2776 0,3167 0,3956 0,4834 0,5212 0,4625 0,2949 0,0614 -0,1317 -0,1573 0,0558 0,4710 0,9594 1,3735 1,6096 1,6184 1,3919 0,9549 0,3556 -0,3426 -1,0573 -1,6900 -2,1595 -2,4495 -2,6124 -2,7198 -2,8096 -2,8770 -2,8964 -2,8497 -2,7420 -2,5949 -2,4292 -2,2595 -2,0979 -1,9542 -1,8306 -1,7276 -1,6654 -1,6909 -1,8443 -2,1119 -2,4293 -2,7455 -3,0641 -3,4072 -3,7553 -4,0448 -4,2119 -4,2185 -4,0536 -3,7332 -3,2984 -2,8083 -2,3342 -1,9511 -1,7278 -1,7138 -1,9174 -2,2896 -2,7333 -3,1309 -3,3657 -3,3438 -3,0395 -2,5200 -1,9014 -1,2800 -0,7135 -0,2484 0,0685 0,2143 0,2167 0,1375 0,0295 -0,0863 -0,2152 -0,3750 -0,5823 -0,8375 -1,1160 -1,3793 -1,5998 -1,7761 -1,9269 -2,0645 -2,1695 -2,1958 -2,0996 -1,8745 -1,5739 -1,2904 -1,1083 -1,0752 -1,1996 -1,4594 -1,8152 -2,2142 -2,5926 -2,8919 -3,0812 -3,1596 -3,1316 -2,9865 -2,7125 -2,3338 -1,9224 -1,5632 -1,3099 -1,1810 -1,1722 -1,2510 -1,3567 -1,4295 -1,4422 -1,3991 -1,3212 -1,2450 -1,2204 -1,2860 -1,4415 -1,6522 -1,8761 -2,0828 -2,2476 -2,3286 -2,2628 -2,0095 -1,6022 -1,1451 -0,7476 -0,4503 -0,2064 0,0718 0,4401 0,8780 1,2930 1,5644 1,5997 1,3739 0,9314 0,3610 -0,2340 -0,7604 -1,1488 -1,3586 -1,3845 -1,2585 -1,0371 -0,7773 -0,5211 -0,2929 -0,0996 0,0645 0,2011 0,2876 0,2827 0,1608 -0,0580 -0,3059 -0,4988 -0,5795 -0,5344 -0,3772 -0,1312 0,1654 0,4467 0,6286 0,6464 0,4988 0,2519 -0,0046 -0,1992 -0,2801 -0,1971 0,0934 0,5985 1,2640 1,9853 2,6583 3,2121 3,5847 3,7108 3,5716 3,2406 2,8555 2,5432 2,3585 2,2739 2,2259 2,1722 2,1119 2,0628 2,0223 1,9499 1,7909 1,5193 1,1551 0,7572 0,4089 0,1873 0,1242 0,1959 0,3473 0,5189 0,6681 0,7850 0,8943 1,0471 1,2961 1,6568 2,0942 2,5449 2,9417 3,2254 3,3604 3,3504 3,2357 3,0709 2,9040 2,7611 2,6323 2,4774 2,2705 2,0441 1,8838 1,8823 2,0825 2,4384 2,8263 3,1108 3,2195 3,1667 3,0291 2,9049 2,8729 2,9672 3,1800 3,4763 3,8072 4,1217 4,3770 4,5355 4,5526 4,3786 3,9856 3,4012 2,7166 2,0525 1,5129 1,1609 1,0195 1,0747 1,2714 1,5211 1,7419 1,8984 1,9886 1,9938 1,8714 1,6113 1,2774 0,9775 0,7946 0,7441 0,7873 0,8794 1,0031 1,1667 1,3866 1,6676 1,9834 2,2764 2,4851 2,5749 2,5631 2,5303 2,5832 2,7743 3,0633 3,3588 3,5842 3,6988 3,6783 3,5102 3,2200 2,8844 2,5938 2,4014 2,3063 2,2684 2,2298 2,1397 1,9793 1,7755 1,5856 1,4510 1,3604 1,2593 1,0953 0,8622 0,6095 0,4089 0,3055 0,2839 0,2763 0,2257 0,1489 0,1350 0,2817 0,6349 1,1759 1,8436 2,5633 3,2586 3,8463 4,2363 4,3587 4,2006 3,8146 3,2925 2,7341 2,2237 1,8225 1,5767 1,5144 1,6309 1,8851 2,2186 2,5767 2,9072 3,1544 3,2652 3,2033 2,9623 2,5662 2,0436 1,4085 0,6852 -0,0575 -0,7206 -1,2242 -1,5380 -1,6738 -1,6580 -1,5164 -1,2775 -0,9822 -0,6908 -0,4754 -0,3876 -0,4271 -0,5490 -0,6990 -0,8415 -0,9562 -1,0228 -1,0221 -0,9426 -0,7751 -0,4999 -0,0850 0,4886 1,1941 1,9594 2,6874 3,2693 3,6005 3,6206 3,3692 3,0061 2,7473 2,7523 3,0514 3,5491 4,0799 4,4874 4,6788 4,6310 4,3764 3,9920 3,5729 3,1889 2,8505 2,5097 2,0974 1,5745 0,9650 0,3480 -0,2008 -0,6763 -1,1492 -1,6899 -2,2858 -2,8304 -3,1993 -3,3509 -3,3542 -3,3190 -3,3117 -3,3343 -3,3657 -3,4060 -3,4715 -3,5659 -3,6897 -3,8734 -4,1660 -4,5761 -5,0396 -5,4599 -5,7774 -5,9947 -6,1484
