Fp1   -0,2825 -0,4494 -0,2598 0,2955 1,1210 2,0392 2,8632 3,4823 3,8735 4,0531 4,0446 3,8752 3,5743 3,1694 2,6771 2,1091 1,5221 1,0468 0,8118 0,8461 1,0727 1,3536 1,5307 1,4825 1,1815 0,6813 0,0514 -0,6695 -1,4640 -2,2950 -3,0908 -3,7670 -4,2474 -4,4839 -4,4984 -4,3916 -4,2841 -4,2497 -4,2874 -4,3210 -4,2195 -3,8393 -3,0977 -2,0364 -0,7902 0,5001 1,7110 2,7260 3,4575 3,8722 4,0045 3,9467 3,7906 3,5925 3,4082 3,3086 3,3480 3,5481 3,8960 4,3326 4,7709 5,1354 5,3779 5,4893 5,5158 5,5233 5,5464 5,6044 5,7203 5,8889 6,0598 6,1539 6,0814 5,7824 5,2853 4,7064 4,1759 3,7642 3,4717 3,2789 3,1974 3,2595 3,4565 3,7137 3,9475 4,1318 4,2792 4,3613 4,2922 4,0151 3,5758 3,0996 2,7108 2,4614 2,3010 2,0965 1,7036 1,0518 0,1837 -0,7875 -1,7652 -2,7144 -3,6304 -4,4699 -5,1072 -5,3559 -5,0432 -4,0828 -2,5232 -0,5567 1,5364 3,4850 5,0950 6,2661 6,9914 7,3413 7,4029 7,2235 6,8441 6,3688 5,9707 5,8450 6,1386 6,8758 7,9438 9,1533 10,2882 11,1317 11,5375 11,5138 11,2135 10,8265 10,4743 10,1824 9,9206 9,6554 9,3852 9,1440 8,9698 8,8755 8,8666 8,9671 9,2160 9,6573 10,3309 11,2293 12,2398 13,1669 13,8385 14,1783 14,1879 13,9058 13,4059 12,8150 12,2921 11,9671 11,8994 12,0792 12,4418 12,8848 13,2956 13,5682 13,6210 13,4527 13,1662 12,8854 12,6524 12,4317 12,1844 11,9070 11,6222 11,3613 11,1167 10,7985 10,3016 9,6094 8,7702 7,8163 6,7660 5,6687 4,6012 3,6464 2,8811 2,3330 1,9520 1,6630 1,4268 1,2283 1,0373 0,8001 0,4757 0,0830 -0,3046 -0,6163 -0,8119 -0,8553 -0,6939 -0,2843 0,3613 1,1552 1,9650 2,6593 3,1169 3,2263 2,9282 2,2486 1,2541 0,0061 -1,4069 -2,8257 -4,0446 -4,8820 -5,2310 -5,0680 -4,4456 -3,4830 -2,3440 -1,1984 -0,1872 0,5803 1,0201 1,0880 0,8155 0,3480 -0,0812 -0,2857 -0,2626 -0,1852 -0,2622 -0,5865 -1,0881 -1,6081 -1,9917 -2,1386 -2,0373 -1,7593 -1,3950 -1,0136 -0,6682 -0,3868 -0,1545 0,0675 0,3012 0,5297 0,6910 0,6915 0,4557 -0,0125 -0,6104 -1,1824 -1,6075 -1,8685 -2,0526 -2,2829 -2,6378 -3,1260 -3,7031 -4,2841 -4,7822 -5,1802 -5,5361 -5,9215 -6,3626 -6,7977 -7,0939 -7,1474 -6,9565 -6,6017 -6,1813 -5,7741 -5,4501 -5,2884 -5,3532 -5,6511 -6,1387 -6,7773 -7,5417 -8,3751 -9,1916 -9,9329 -10,5849 -11,1201 -11,4410 -11,4192 -11,0186 -10,3790 -9,7559 -9,3646 -9,2748 -9,4322 -9,7503 -10,1512 -10,5373 -10,7883 -10,8149 -10,6036 -10,2150 -9,7510 -9,3146 -8,9882 -8,8192 -8,7988 -8,8743 -9,0056 -9,1912 -9,4275 -9,6760 -9,8793 -9,9809 -9,9312 -9,7110 -9,3581 -8,9505 -8,5526 -8,1825 -7,8061 -7,3760 -6,9283 -6,6225 -6,6259 -6,9887 -7,6516 -8,5045 -9,4217 -10,2895 -11,0112 -11,5011 -11,6979 -11,5808 -11,1635 -10,4932 -9,6645 -8,8131 -8,0876 -7,6111 -7,4311 -7,5028 -7,7320 -8,0316 -8,3490 -8,6768 -9,0460 -9,4866 -9,9877 -10,4931 -10,9215 -11,2071 -11,3488 -11,3987 -11,3770 -11,2356 -10,9220 -10,4341 -9,8061 -9,0882 -8,3452 -7,6339 -6,9784 -6,3987 -5,9438 -5,6660 -5,5710 -5,5941 -5,6176 -5,5386 -5,3351 -5,0573 -4,7771 -4,5567 -4,4274 -4,3719 -4,3573 -4,3997 -4,5654 -4,9028 -5,3939 -5,9485 -6,4262 -6,6926 -6,6892 -6,4510 -6,0644 -5,6246 -5,2223 -4,9201 -4,7123 -4,5499 -4,4347 -4,4462 -4,6648 -5,1024 -5,6935 -6,3204 -6,8496 -7,1750 -7,2564 -7,1278 -6,8782 -6,6198 -6,4234 -6,2485 -5,9556 -5,4306 -4,6944 -3,8685 -3,0658 -2,3368 -1,6799 -1,0872 -0,5943 -0,2794 -0,2193 -0,4394 -0,8700 -1,3510 -1,7034 -1,8105 -1,6542 -1,3073 -0,8887 -0,5019 -0,1986 0,0106 0,1374 0,2159 0,3262 0,6021 1,1536 1,9547 2,8415 3,6279 4,1851 4,4285 4,3106 3,8565 3,1757 2,4205 1,7256 1,1694 0,7652 0,4760 0,2514 0,0603 -0,1149 -0,3017 -0,5292 -0,7775 -0,9362 -0,8624 -0,5121 0,0129 0,5446 0,9284 1,0559 0,8954 0,5027 -0,0138 -0,5407 -0,9868 -1,2910 -1,4293 -1,4119 -1,2490 -0,9247 -0,4129 0,2966 1,1918 2,2287 3,2998 4,2362 4,8758 5,1317 5,0058 4,5743 3,9613 3,2904 2,6358 2,0032 1,3580 0,6862 0,0297 -0,5381 -0,9575 -1,2027 -1,2642 -1,1254 -0,7765 -0,2554 0,3501 0,9454 1,4662 1,8760 2,1405 2,2183 2,0812 1,7364 1,2298 0,6397 0,0662 -0,3662 -0,4977 -0,1827 0,5893 1,6291 2,6335 3,3252 3,5378 3,2587 2,6244 1,8430 1,1142 0,5909 0,3453 0,3391 0,4439 0,5104 0,4519 0,2788 0,0557 -0,1644 -0,3661 -0,5460 -0,6695 -0,6656 -0,4639 -0,0383 0,5733 1,2867 2,0046 2,6328 3,0812 3,2806 3,2228 2,9741 2,6295 2,2691 1,9518 1,6981 1,4794 1,2666 1,0848 0,9962 1,0264 1,1033 1,0878 0,8923 0,5489 0,1359 -0,3137 -0,7925 -1,2692 -1,7059 -2,0849 -2,3868 -2,5733 -2,6132 -2,5198 -2,3555 -2,1970 -2,0812 -1,9850 -1,8685 -1,7262 -1,5754 -1,4077 -1,1716 -0,8178 -0,3526 0,1600 0,6327 0,9754 1,1229 1,0813 0,9368 0,8128 0,8193 1,0072 1,3320 1,6632 1,8454 1,7690 1,4114 0,8237 0,0855 -0,7126 -1,4611 -2,0432 -2,3799 -2,4702 -2,3843 -2,2109 -2,0088 -1,7978 -1,5729 -1,3362 -1,1298 -1,0261 -1,0634 -1,1910 -1,3049
Fz    -2,2721 -2,1471 -1,8744 -1,4828 -1,0268 -0,5808 -0,2185 0,0163 0,1210 0,1242 0,0670 -0,0255 -0,1608 -0,3575 -0,6125 -0,8930 -1,1432 -1,2934 -1,2922 -1,1384 -0,8820 -0,6031 -0,3858 -0,2905 -0,3351 -0,4922 -0,7039 -0,9089 -1,0642 -1,1464 -1,1489 -1,0848 -0,9771 -0,8369 -0,6596 -0,4406 -0,1853 0,0965 0,3986 0,7209 1,0677 1,4420 1,8401 2,2500 2,6576 3,0482 3,3946 3,6617 3,8335 3,9242 3,9654 3,9941 4,0440 4,1421 4,3090 4,5478 4,8304 5,1044 5,3159 5,4307 5,4388 5,3442 5,1552 4,8920 4,5986 4,3276 4,1184 3,9948 3,9724 4,0547 4,2255 4,4417 4,6349 4,7411 4,7375 4,6490 4,5206 4,3894 4,2787 4,2092 4,2013 4,2601 4,3616 4,4604 4,5141 4,5008 4,4117 4,2325 3,9450 3,5495 3,0708 2,5429 2,0000 1,4742 0,9783 0,4861 -0,0563 -0,6914 -1,4201 -2,2026 -2,9814 -3,7043 -4,3299 -4,8098 -5,0697 -5,0185 -4,5868 -3,7582 -2,5749 -1,1258 0,4699 2,0795 3,5759 4,8578 5,8622 6,5646 6,9724 7,1219 7,0826 6,9536 6,8371 6,8112 6,9181 7,1589 7,5001 7,8970 8,3066 8,6775 8,9553 9,1164 9,1884 9,2247 9,2632 9,3106 9,3525 9,3643 9,3215 9,2126 9,0460 8,8480 8,6602 8,5310 8,5021 8,5976 8,8216 9,1507 9,5259 9,8692 10,1230 10,2761 10,3563 10,4095 10,4897 10,6541 10,9500 11,3952 11,9674 12,6071 13,2364 13,7852 14,2105 14,4921 14,6243 14,6242 14,5328 14,3879 14,1977 13,9460 13,6135 13,1875 12,6664 12,0654 11,4057 10,6907 9,9160 9,1051 8,3115 7,5875 6,9621 6,4404 6,0107 5,6521 5,3476 5,0845 4,8442 4,6025 4,3428 4,0650 3,7840 3,5250 3,3211 3,2043 3,1878 3,2546 3,3690 3,5004 3,6322 3,7503 3,8393 3,8965 3,9397 3,9909 4,0491 4,0851 4,0701 3,9966 3,8595 3,6406 3,3371 2,9923 2,6777 2,4508 2,3372 2,3404 2,4518 2,6476 2,8874 3,1217 3,3013 3,3817 3,3274 3,1218 2,7799 2,3603 1,9585 1,6682 1,5369 1,5499 1,6524 1,7899 1,9347 2,0846 2,2532 2,4577 2,6979 2,9513 3,1974 3,4325 3,6541 3,8538 4,0298 4,1934 4,3593 4,5291 4,6815 4,7814 4,8011 4,7324 4,5907 4,4109 4,2261 4,0403 3,8290 3,5740 3,2892 3,0095 2,7698 2,6001 2,5207 2,5260 2,5841 2,6524 2,6964 2,7112 2,7246 2,7663 2,8394 2,9187 2,9683 2,9564 2,8560 2,6494 2,3488 2,0074 1,6949 1,4588 1,3101 1,2382 1,2261 1,2507 1,2841 1,3071 1,3270 1,3769 1,4890 1,6612 1,8496 1,9942 2,0489 1,9960 1,8422 1,6130 1,3596 1,1593 1,0854 1,1665 1,3732 1,6373 1,8841 2,0570 2,1329 2,1297 2,0958 2,0739 2,0738 2,0788 2,0626 1,9968 1,8577 1,6382 1,3532 1,0323 0,7093 0,4141 0,1647 -0,0338 -0,1822 -0,3004 -0,4443 -0,6831 -1,0497 -1,5246 -2,0522 -2,5665 -3,0064 -3,3201 -3,4771 -3,4886 -3,4041 -3,2752 -3,1262 -2,9650 -2,8072 -2,6851 -2,6399 -2,7001 -2,8622 -3,0933 -3,3550 -3,6217 -3,8822 -4,1318 -4,3558 -4,5208 -4,5879 -4,5283 -4,3272 -3,9937 -3,5691 -3,1032 -2,6210 -2,1201 -1,5908 -1,0256 -0,4217 0,2144 0,8675 1,5191 2,1484 2,7319 3,2542 3,7215 4,1678 4,6418 5,1729 5,7403 6,2780 6,7065 6,9647 7,0338 6,9508 6,7904 6,6156 6,4472 6,2788 6,1099 5,9616 5,8665 5,8393 5,8557 5,8603 5,7957 5,6249 5,3362 4,9464 4,4989 4,0423 3,6037 3,1924 2,8184 2,4998 2,2582 2,1100 2,0620 2,1094 2,2349 2,4108 2,6048 2,7825 2,9159 3,0040 3,0755 3,1613 3,2700 3,3995 3,5572 3,7584 4,0120 4,3076 4,6096 4,8659 5,0277 5,0733 5,0184 4,9042 4,7735 4,6568 4,5666 4,4995 4,4515 4,4349 4,4730 4,5767 4,7396 4,9577 5,2479 5,6386 6,1269 6,6474 7,0922 7,3626 7,4035 7,2049 6,7930 6,2271 5,5945 4,9940 4,5067 4,1698 3,9738 3,8798 3,8410 3,8171 3,7816 3,7221 3,6363 3,5348 3,4559 3,4571 3,5762 3,8038 4,0917 4,3732 4,5891 4,7167 4,7785 4,8172 4,8636 4,9241 4,9918 5,0590 5,1187 5,1662 5,2108 5,2752 5,3779 5,5217 5,6976 5,8885 6,0645 6,1869 6,2222 6,1539 5,9931 5,7819 5,5749 5,4033 5,2543 5,0877 4,8731 4,6090 4,3126 4,0014 3,6882 3,3896 3,1347 2,9620 2,9058 2,9827 3,1845 3,4849 3,8519 4,2494 4,6345 4,9682 5,2324 5,4354 5,6035 5,7690 5,9656 6,2283 6,5770 6,9890 7,3905 7,6838 7,7833 7,6399 7,2621 6,7223 6,1324 5,6056 5,2214 5,0009 4,9051 4,8630 4,8083 4,7059 4,5585 4,3935 4,2398 4,1105 4,0067 3,9365 3,9292 4,0272 4,2640 4,6464 5,1483 5,7175 6,2894 6,8017 7,2035 7,4628 7,5700 7,5323 7,3735 7,1395 6,8880 6,6620 6,4822 6,3594 6,2957 6,2718 6,2358 6,1158 5,8614 5,4759 5,0069 4,5152 4,0590 3,6865 3,4203 3,2491 3,1406 3,0648 3,0097 2,9790 2,9782 3,0050 3,0495 3,1003 3,1450 3,1668 3,1488 3,0912 3,0181 2,9618 2,9415 2,9544 2,9793 2,9853 2,9497 2,8790 2,8079 2,7781 2,8193 2,9368 3,1016 3,2515 3,3151 3,2466 3,0397 2,7169 2,3123 1,8718 1,4559 1,1291 0,9369 0,8914 0,9707 1,1302 1,3187 1,4954 1,6410 1,7514 1,8154 1,8091 1,7254 1,6025 1,5027
F3    -0,7748 -0,8232 -0,6431 -0,2252 0,3656 1,0060 1,5619 1,9436 2,1227 2,1186 1,9814 1,7644 1,4965 1,1826 0,8270 0,4508 0,1057 -0,1317 -0,2066 -0,1287 0,0370 0,2055 0,2968 0,2574 0,0778 -0,2082 -0,5470 -0,8901 -1,2038 -1,4631 -1,6511 -1,7658 -1,8156 -1,8094 -1,7582 -1,6806 -1,5965 -1,5182 -1,4433 -1,3527 -1,2149 -0,9974 -0,6801 -0,2665 0,2240 0,7673 1,3250 1,8412 2,2652 2,5717 2,7711 2,9068 3,0246 3,1528 3,3147 3,5289 3,7826 4,0243 4,1902 4,2409 4,1849 4,0635 3,9123 3,7514 3,6086 3,5167 3,4916 3,5379 3,6606 3,8527 4,0851 4,3091 4,4628 4,4963 4,4075 4,2442 4,0643 3,8965 3,7399 3,5932 3,4760 3,4136 3,4027 3,4037 3,3775 3,3220 3,2617 3,2037 3,1208 2,9797 2,7685 2,4978 2,1897 1,8603 1,4982 1,0634 0,5154 -0,1499 -0,8871 -1,6219 -2,2904 -2,8641 -3,3413 -3,7118 -3,9313 -3,9328 -3,6637 -3,1082 -2,2891 -1,2635 -0,1142 1,0652 2,1870 3,1834 4,0145 4,6641 5,1281 5,4124 5,5491 5,6048 5,6641 5,8097 6,1035 6,5563 7,1160 7,6949 8,2000 8,5440 8,6701 8,5920 8,4002 8,2118 8,1028 8,0836 8,1212 8,1739 8,2152 8,2425 8,2663 8,2974 8,3485 8,4351 8,5705 8,7681 9,0419 9,3899 9,7703 10,1149 10,3764 10,5555 10,6817 10,7818 10,8780 11,0027 11,1985 11,4972 11,9008 12,3774 12,8636 13,2774 13,5510 13,6508 13,5758 13,3580 13,0574 12,7283 12,3899 12,0400 11,6831 11,3316 10,9938 10,6720 10,3524 9,9886 9,5254 8,9460 8,2740 7,5459 6,7989 6,0679 5,3803 4,7591 4,2344 3,8285 3,5313 3,3112 3,1403 2,9957 2,8510 2,6812 2,4799 2,2680 2,0800 1,9398 1,8567 1,8407 1,9053 2,0473 2,2306 2,4032 2,5262 2,5801 2,5418 2,3783 2,0793 1,6782 1,2203 0,7314 0,2348 -0,2230 -0,5848 -0,8171 -0,9181 -0,8969 -0,7584 -0,5150 -0,2042 0,1169 0,3913 0,5691 0,6076 0,4829 0,2106 -0,1417 -0,4703 -0,6892 -0,7812 -0,7992 -0,8196 -0,8866 -0,9883 -1,0783 -1,1119 -1,0674 -0,9611 -0,8343 -0,7113 -0,5835 -0,4378 -0,2725 -0,0846 0,1380 0,4031 0,6983 0,9841 1,2055 1,3157 1,2961 1,1637 0,9642 0,7472 0,5367 0,3253 0,0981 -0,1416 -0,3751 -0,5824 -0,7463 -0,8538 -0,9077 -0,9252 -0,9304 -0,9474 -0,9779 -0,9942 -0,9757 -0,9407 -0,9332 -0,9867 -1,1046 -1,2734 -1,4786 -1,7007 -1,9122 -2,0975 -2,2727 -2,4683 -2,6920 -2,9257 -3,1560 -3,3857 -3,6123 -3,8041 -3,9081 -3,8852 -3,7474 -3,5621 -3,4148 -3,3630 -3,4219 -3,5801 -3,8091 -4,0489 -4,2114 -4,2242 -4,0729 -3,8037 -3,4973 -3,2365 -3,0809 -3,0443 -3,0820 -3,1163 -3,0919 -3,0032 -2,8724 -2,7260 -2,5920 -2,4962 -2,4495 -2,4482 -2,4849 -2,5482 -2,6158 -2,6637 -2,6779 -2,6574 -2,6290 -2,6601 -2,8220 -3,1412 -3,5941 -4,1270 -4,6674 -5,1345 -5,4528 -5,5731 -5,4944 -5,2594 -4,9230 -4,5302 -4,1256 -3,7653 -3,5077 -3,3923 -3,4206 -3,5553 -3,7438 -3,9484 -4,1607 -4,3988 -4,6904 -5,0401 -5,4088 -5,7269 -5,9245 -5,9572 -5,8292 -5,5902 -5,2912 -4,9502 -4,5647 -4,1340 -3,6632 -3,1660 -2,6685 -2,1976 -1,7668 -1,3844 -1,0645 -0,8168 -0,6291 -0,4597 -0,2460 0,0651 0,4774 0,9373 1,3593 1,6617 1,8003 1,7920 1,6965 1,5632 1,3987 1,1829 0,9040 0,5812 0,2648 0,0075 -0,1711 -0,2863 -0,3654 -0,4336 -0,5135 -0,6143 -0,7186 -0,7997 -0,8579 -0,9261 -1,0398 -1,2098 -1,4150 -1,6113 -1,7492 -1,7911 -1,7229 -1,5569 -1,3295 -1,0947 -0,9012 -0,7605 -0,6430 -0,5143 -0,3722 -0,2335 -0,0959 0,0710 0,3040 0,6132 0,9624 1,2829 1,5116 1,6216 1,6357 1,6124 1,6144 1,6773 1,7953 1,9322 2,0527 2,1535 2,2602 2,3969 2,5718 2,7886 3,0620 3,4122 3,8295 4,2464 4,5648 4,7125 4,6678 4,4432 4,0729 3,6157 3,1479 2,7391 2,4252 2,1984 2,0223 1,8578 1,6824 1,4931 1,2943 1,0844 0,8567 0,6181 0,4122 0,3013 0,3157 0,4322 0,5972 0,7502 0,8409 0,8532 0,8106 0,7504 0,6993 0,6704 0,6734 0,7176 0,8097 0,9584 1,1790 1,4843 1,8727 2,3282 2,8234 3,3141 3,7347 4,0167 4,1171 4,0306 3,7923 3,4690 3,1299 2,8096 2,4929 2,1385 1,7229 1,2651 0,8181 0,4433 0,1895 0,0825 0,1278 0,3118 0,6000 0,9431 1,2937 1,6229 1,9217 2,1856 2,4012 2,5490 2,6144 2,5969 2,5156 2,4059 2,3172 2,3149 2,4570 2,7485 3,1214 3,4643 3,6644 3,6408 3,3761 2,9282 2,4027 1,9144 1,5556 1,3641 1,3081 1,3104 1,2934 1,2159 1,0823 0,9219 0,7632 0,6225 0,5099 0,4421 0,4475 0,5583 0,7944 1,1502 1,5960 2,0926 2,6012 3,0778 3,4701 3,7338 3,8478 3,8123 3,6465 3,3955 3,1172 2,8571 2,6450 2,5054 2,4526 2,4700 2,4903 2,4143 2,1740 1,7778 1,2819 0,7374 0,1878 -0,3131 -0,7186 -1,0129 -1,2047 -1,3074 -1,3306 -1,2889 -1,2159 -1,1604 -1,1549 -1,1899 -1,2302 -1,2520 -1,2525 -1,2296 -1,1653 -1,0386 -0,8497 -0,6267 -0,4160 -0,2709 -0,2331 -0,3029 -0,4303 -0,5387 -0,5591 -0,4569 -0,2527 -0,0202 0,1490 0,1908 0,0915 -0,1233 -0,4167 -0,7529 -1,0885 -1,3725 -1,5647 -1,6546 -1,6600 -1,6099 -1,5306 -1,4348 -1,3179 -1,1746 -1,0270 -0,9245 -0,9005 -0,9353 -0,9760
F7    0,4260 0,4035 0,5469 0,8797 1,3691 1,9234 2,4314 2,8180 3,0573 3,1514 3,1178 2,9827 2,7714 2,5010 2,1762 1,7955 1,3882 1,0385 0,8383 0,8161 0,9242 1,0729 1,1647 1,1259 0,9332 0,6080 0,1831 -0,3186 -0,8775 -1,4601 -2,0202 -2,5123 -2,8940 -3,1339 -3,2376 -3,2545 -3,2446 -3,2457 -3,2598 -3,2525 -3,1649 -2,9331 -2,5210 -1,9540 -1,3034 -0,6381 -0,0092 0,5393 0,9737 1,2775 1,4583 1,5469 1,5697 1,5365 1,4686 1,4141 1,4282 1,5502 1,7843 2,0855 2,3764 2,5849 2,6712 2,6419 2,5489 2,4526 2,3818 2,3437 2,3471 2,3938 2,4648 2,5173 2,4930 2,3473 2,0880 1,7768 1,4890 1,2677 1,1141 1,0170 0,9860 1,0459 1,1999 1,4095 1,6248 1,8283 2,0292 2,2111 2,3160 2,2971 2,1692 1,9990 1,8541 1,7593 1,6820 1,5482 1,2817 0,8479 0,2742 -0,3742 -1,0417 -1,7046 -2,3509 -2,9493 -3,4340 -3,7141 -3,7010 -3,3390 -2,6350 -1,6728 -0,5936 0,4544 1,3593 2,0590 2,5376 2,8195 2,9421 2,9238 2,7818 2,5710 2,3840 2,3257 2,4804 2,8697 3,4352 4,0713 4,6608 5,0927 5,2950 5,2756 5,1177 4,9261 4,7725 4,6746 4,6085 4,5426 4,4707 4,4188 4,4186 4,4852 4,6194 4,8146 5,0612 5,3644 5,7558 6,2634 6,8591 7,4558 7,9638 8,3311 8,5348 8,5670 8,4450 8,2275 8,0004 7,8353 7,7652 7,7962 7,9198 8,1063 8,3026 8,4432 8,4731 8,3840 8,2254 8,0537 7,8789 7,6806 7,4567 7,2324 7,0347 6,8759 6,7327 6,5299 6,1884 5,6891 5,0620 4,3397 3,5554 2,7606 2,0152 1,3723 0,8745 0,5337 0,3144 0,1626 0,0409 -0,0705 -0,1924 -0,3556 -0,5841 -0,8659 -1,1494 -1,3810 -1,5313 -1,5834 -1,5135 -1,2949 -0,9252 -0,4477 0,0626 0,5265 0,8633 0,9870 0,8353 0,4008 -0,2799 -1,1491 -2,1210 -3,0727 -3,8679 -4,4051 -4,6456 -4,6038 -4,3200 -3,8510 -3,2710 -2,6612 -2,0937 -1,6289 -1,3196 -1,2019 -1,2737 -1,4694 -1,6661 -1,7584 -1,7478 -1,7431 -1,8662 -2,1531 -2,5339 -2,8895 -3,1130 -3,1435 -2,9900 -2,7231 -2,4253 -2,1566 -1,9555 -1,8325 -1,7615 -1,7000 -1,6216 -1,5276 -1,4470 -1,4327 -1,5348 -1,7577 -2,0454 -2,3124 -2,4949 -2,5888 -2,6524 -2,7663 -2,9784 -3,2820 -3,6319 -3,9648 -4,2299 -4,4271 -4,6058 -4,8229 -5,0975 -5,3828 -5,5846 -5,6280 -5,5064 -5,2696 -4,9817 -4,6963 -4,4607 -4,3232 -4,3217 -4,4680 -4,7544 -5,1705 -5,6944 -6,2699 -6,8266 -7,3245 -7,7597 -8,1178 -8,3360 -8,3341 -8,0951 -7,7141 -7,3524 -7,1412 -7,1189 -7,2472 -7,4691 -7,7343 -7,9800 -8,1303 -8,1351 -7,9945 -7,7508 -7,4657 -7,1995 -6,9977 -6,8803 -6,8352 -6,8304 -6,8441 -6,8758 -6,9264 -6,9809 -7,0104 -6,9763 -6,8375 -6,5725 -6,1987 -5,7599 -5,2961 -4,8266 -4,3438 -3,8327 -3,3305 -2,9531 -2,8184 -2,9627 -3,3464 -3,8953 -4,5273 -5,1684 -5,7530 -6,2145 -6,4942 -6,5621 -6,4240 -6,1211 -5,7259 -5,3257 -5,0031 -4,8214 -4,8025 -4,9206 -5,1249 -5,3650 -5,6032 -5,8255 -6,0466 -6,2902 -6,5575 -6,8224 -7,0502 -7,2226 -7,3523 -7,4643 -7,5472 -7,5444 -7,4085 -7,1400 -6,7752 -6,3642 -5,9584 -5,5896 -5,2591 -4,9664 -4,7337 -4,5878 -4,5309 -4,5281 -4,5170 -4,4424 -4,2889 -4,0768 -3,8398 -3,6154 -3,4362 -3,3148 -3,2527 -3,2670 -3,3873 -3,6252 -3,9600 -4,3388 -4,6787 -4,8915 -4,9308 -4,8092 -4,5725 -4,2772 -3,9867 -3,7545 -3,5902 -3,4699 -3,3931 -3,4019 -3,5396 -3,8116 -4,1825 -4,5893 -4,9562 -5,2160 -5,3349 -5,3251 -5,2411 -5,1541 -5,1039 -5,0587 -4,9297 -4,6449 -4,2157 -3,7209 -3,2352 -2,7880 -2,3691 -1,9668 -1,6025 -1,3259 -1,1858 -1,2044 -1,3554 -1,5606 -1,7254 -1,7864 -1,7320 -1,5944 -1,4289 -1,2843 -1,1816 -1,1175 -1,0766 -1,0357 -0,9541 -0,7693 -0,4358 0,0182 0,4969 0,9035 1,1785 1,2844 1,2008 0,9459 0,5816 0,1856 -0,1803 -0,4851 -0,7263 -0,9236 -1,1048 -1,2902 -1,4933 -1,7324 -2,0189 -2,3211 -2,5469 -2,5954 -2,4453 -2,1762 -1,9032 -1,7158 -1,6609 -1,7438 -1,9367 -2,1948 -2,4641 -2,6881 -2,8191 -2,8351 -2,7436 -2,5605 -2,2871 -1,9133 -1,4312 -0,8411 -0,1616 0,5468 1,1793 1,6283 1,8293 1,7755 1,5084 1,0992 0,6229 0,1324 -0,3554 -0,8500 -1,3553 -1,8466 -2,2759 -2,5932 -2,7668 -2,7884 -2,6636 -2,4070 -2,0527 -1,6571 -1,2797 -0,9582 -0,7050 -0,5311 -0,4635 -0,5343 -0,7524 -1,0847 -1,4622 -1,8081 -2,0511 -2,1137 -1,9230 -1,4714 -0,8611 -0,2628 0,1674 0,3386 0,2455 -0,0421 -0,4257 -0,8168 -1,1457 -1,3729 -1,5049 -1,5873 -1,6756 -1,7998 -1,9463 -2,0770 -2,1632 -2,2021 -2,2003 -2,1461 -2,0045 -1,7414 -1,3511 -0,8673 -0,3476 0,1523 0,5843 0,8964 1,0377 0,9887 0,7845 0,4939 0,1898 -0,0668 -0,2488 -0,3728 -0,4648 -0,5200 -0,5082 -0,4145 -0,2789 -0,1845 -0,1866 -0,2655 -0,3738 -0,5021 -0,6679 -0,8737 -1,1062 -1,3499 -1,5788 -1,7547 -1,8506 -1,8722 -1,8543 -1,8359 -1,8286 -1,8084 -1,7440 -1,6307 -1,4867 -1,3252 -1,1394 -0,9175 -0,6705 -0,4343 -0,2505 -0,1566 -0,1772 -0,3052 -0,4941 -0,6743 -0,7800 -0,7812 -0,7038 -0,6158 -0,5901 -0,6738 -0,8760 -1,1779 -1,5519 -1,9611 -2,3492 -2,6503 -2,8197 -2,8564 -2,7974 -2,6873 -2,5516 -2,3966 -2,2238 -2,0472 -1,9045 -1,8438 -1,8872 -2,0071 -2,1437
