Fp1   -1,5203 -1,4103 -1,2504 -1,0789 -0,9424 -0,8841 -0,9216 -1,0368 -1,1840 -1,3023 -1,3336 -1,2480 -1,0593 -0,8172 -0,5802 -0,3894 -0,2563 -0,1651 -0,0842 0,0195 0,1646 0,3424 0,5167 0,6384 0,6667 0,5847 0,4060 0,1738 -0,0552 -0,2389 -0,3629 -0,4286 -0,4388 -0,3950 -0,3012 -0,1689 -0,0180 0,1335 0,2847 0,4545 0,6639 0,9174 1,2012 1,4875 1,7354 1,9006 1,9600 1,9304 1,8642 1,8258 1,8701 2,0254 2,2809 2,5897 2,8892 3,1255 3,2694 3,3191 3,2938 3,2241 3,1362 3,0378 2,9165 2,7463 2,4977 2,1550 1,7330 1,2756 0,8389 0,4739 0,2164 0,0821 0,0635 0,1320 0,2449 0,3564 0,4367 0,4939 0,5723 0,7213 0,9568 1,2469 1,5300 1,7476 1,8676 1,8900 1,8430 1,7756 1,7435 1,7887 1,9220 2,1264 2,3719 2,6190 2,8179 2,9205 2,9051 2,7929 2,6422 2,5208 2,4715 2,4926 2,5469 2,5903 2,5963 2,5595 2,4878 2,3987 2,3145 2,2512 2,2106 2,1869 2,1737 2,1643 2,1540 2,1509 2,1824 2,2909 2,5194 2,8989 3,4415 4,1327 4,9298 5,7734 6,6010 7,3542 7,9917 8,5051 8,9221 9,2931 9,6661 10,0604 10,4579 10,8152 11,0871 11,2512 11,3195 11,3272 11,3087 11,2836 11,2532 11,1984 11,0823 10,8664 10,5306 10,0801 9,5467 8,9893 8,4822 8,0883 7,8368 7,7186 7,6983 7,7282 7,7576 7,7460 7,6782 7,5687 7,4482 7,3432 7,2620 7,1943 7,1162 6,9962 6,8032 6,5126 6,1136 5,6235 5,0961 4,6024 4,1916 3,8698 3,6114 3,3794 3,1316 2,8269 2,4408 1,9774 1,4665 0,9509 0,4718 0,0575 -0,2869 -0,5816 -0,8566 -1,1236 -1,3674 -1,5643 -1,7053 -1,7983 -1,8513 -1,8641 -1,8381 -1,7838 -1,7145 -1,6419 -1,5788 -1,5357 -1,5125 -1,4992 -1,4827 -1,4564 -1,4284 -1,4216 -1,4661 -1,5852 -1,7822 -2,0345 -2,3017 -2,5347 -2,6841 -2,7114 -2,6098 -2,4155 -2,1928 -2,0022 -1,8752 -1,8102 -1,7864 -1,7836 -1,7896 -1,7988 -1,8149 -1,8537 -1,9351 -2,0693 -2,2483 -2,4475 -2,6327 -2,7718 -2,8518 -2,8893 -2,9208 -2,9786 -3,0745 -3,1975 -3,3189 -3,3996 -3,3990 -3,2859 -3,0555 -2,7410 -2,4012 -2,0890 -1,8346 -1,6543 -1,5534 -1,5160 -1,5028 -1,4673 -1,3806 -1,2471 -1,1006 -0,9834 -0,9315 -0,9670 -1,0790 -1,2108 -1,2832 -1,2387 -1,0672 -0,8082 -0,5362 -0,3352 -0,2665 -0,3455 -0,5400 -0,7888 -1,0301 -1,2237 -1,3545 -1,4251 -1,4467 -1,4274 -1,3620 -1,2431 -1,0778 -0,8844 -0,6762 -0,4544 -0,2151 0,0396 0,2964 0,5280 0,6990 0,7848 0,7921 0,7636 0,7608 0,8303 0,9818 1,1883 1,4023 1,5756 1,6762 1,6936 1,6421 1,5581 1,4856 1,4567 1,4825 1,5530 1,6442 1,7264 1,7706 1,7528 1,6636 1,5125 1,3207 1,1152 0,9305 0,7985 0,7322 0,7201 0,7328 0,7346 0,7004 0,6242 0,5151 0,3885 0,2624 0,1547 0,0762 0,0242 -0,0147 -0,0528 -0,0872 -0,0948 -0,0420 0,0999 0,3419 0,6686 1,0356 1,3825 1,6573 1,8352 1,9241 1,9573 1,9754 2,0066 2,0627 2,1475 2,2659 2,4214 2,6047 2,7871 2,9342 3,0262 3,0634 3,0605 3,0420 3,0348 3,0541 3,0968 3,1485 3,1955 3,2327 3,2732 3,3504 3,5013 3,7428 4,0656 4,4390 4,8180 5,1553 5,4164 5,5927 5,7070 5,8022 5,9133 6,0467 6,1790 6,2662 6,2611 6,1337 5,8853 5,5541 5,2081 4,9249 4,7656 4,7584 4,8935 5,1295 5,4068 5,6665 5,8719 6,0210 6,1381 6,2498 6,3681 6,4957 6,6366 6,7983 6,9819 7,1750 7,3571 7,5132 7,6409 7,7459 7,8395 7,9356 8,0441 8,1646 8,2865 8,3964 8,4853 8,5542 8,6186 8,7029 8,8251 8,9870 9,1714 9,3499 9,4951 9,5910 9,6316 9,6199 9,5723 9,5163 9,4762 9,4640 9,4815 9,5240 9,5793 9,6211 9,6140 9,5389 9,4105 9,2603 9,1119 8,9750 8,8439 8,6996 8,5263 8,3308 8,1440 8,0092 7,9705 8,0598 8,2837 8,6156 8,9990 9,3584 9,6159 9,7047 9,5847 9,2617 8,7920 8,2638 7,7702 7,3861 7,1521 7,0712 7,1163 7,2400 7,3853 7,5087 7,5990 7,6732 7,7531 7,8452 7,9348 7,9926 7,9896 7,9057 7,7260 7,4388 7,0470 6,5766 6,0716 5,5816 5,1480 4,7946 4,5258 4,3308 4,1938 4,1160 4,1308 4,2827 4,5920 5,0422 5,5945 6,2044 6,8270 7,4193 7,9457 8,3875 8,7477 9,0466 9,3076 9,5506 9,7893 10,0315 10,2769 10,5178 10,7375 10,9132 11,0239 11,0608 11,0353 10,9762 10,9066 10,8171 10,6698 10,4261 10,0666 9,5967 9,0440 8,4485 7,8502 7,2848 6,7786 6,3378 5,9459 5,5756 5,2017 4,8079 4,3884 3,9472 3,4988 3,0695 2,6867 2,3620 2,0899 1,8558 1,6362 1,4035 1,1431 0,8646 0,5959 0,3716 0,2228 0,1592 0,1575 0,1735 0,1647 0,1099 0,0189 -0,0756 -0,1397 -0,1587 -0,1431 -0,1173 -0,1024 -0,1088 -0,1376 -0,1814 -0,2243 -0,2539 -0,2798 -0,3317 -0,4394 -0,6204 -0,8826 -1,2271 -1,6502 -2,1404 -2,6705 -3,2000 -3,6872 -4,0976 -4,4119 -4,6337 -4,7838 -4,8883 -4,9729 -5,0566 -5,1398 -5,1994 -5,1988 -5,1027 -4,8916 -4,5767 -4,2034 -3,8323 -3,5166 -3,2944 -3,1887 -3,2068 -3,3389 -3,5562 -3,8138 -4,0686 -4,2977 -4,5003 -4,6940 -4,9027 -5,1300 -5,3359 -5,4516 -5,4222 -5,2391 -4,9377 -4,5720 -4,1919 -3,8425 -3,5628 -3,3702 -3,2502 -3,1671
Fz    -0,8007 -0,7356 -0,6436 -0,5525 -0,4922 -0,4866 -0,5398 -0,6343 -0,7395 -0,8173 -0,8280 -0,7466 -0,5777 -0,3527 -0,1108 0,1176 0,3156 0,4775 0,6094 0,7249 0,8337 0,9306 0,9932 0,9921 0,9072 0,7389 0,5070 0,2434 -0,0193 -0,2616 -0,4779 -0,6631 -0,8032 -0,8815 -0,8882 -0,8276 -0,7186 -0,5846 -0,4365 -0,2666 -0,0628 0,1733 0,4255 0,6701 0,8784 1,0225 1,0906 1,0992 1,0889 1,1098 1,2072 1,4090 1,7128 2,0847 2,4712 2,8156 3,0755 3,2301 3,2808 3,2478 3,1594 3,0377 2,8899 2,7085 2,4752 2,1758 1,8170 1,4286 1,0528 0,7298 0,4897 0,3499 0,3099 0,3502 0,4351 0,5223 0,5801 0,6061 0,6283 0,6830 0,7859 0,9217 1,0589 1,1713 1,2504 1,3037 1,3493 1,4126 1,5202 1,6874 1,9106 2,1736 2,4579 2,7399 2,9872 3,1684 3,2725 3,3198 3,3566 3,4330 3,5788 3,7885 4,0269 4,2489 4,4187 4,5132 4,5207 4,4450 4,3087 4,1420 3,9688 3,8045 3,6545 3,5119 3,3668 3,2243 3,1119 3,0686 3,1271 3,3079 3,6216 4,0675 4,6297 5,2803 5,9835 6,6994 7,3944 8,0528 8,6797 9,2952 9,9193 10,5512 11,1615 11,7046 12,1385 12,4426 12,6260 12,7230 12,7742 12,8090 12,8390 12,8557 12,8332 12,7439 12,5758 12,3363 12,0467 11,7424 11,4689 11,2659 11,1521 11,1205 11,1464 11,1973 11,2376 11,2369 11,1822 11,0797 10,9446 10,7874 10,6125 10,4214 10,2122 9,9758 9,6964 9,3560 8,9410 8,4561 7,9341 7,4226 6,9544 6,5329 6,1445 5,7745 5,4045 5,0104 4,5711 4,0774 3,5325 2,9515 2,3617 1,7989 1,2934 0,8583 0,4923 0,1949 -0,0271 -0,1722 -0,2554 -0,3018 -0,3275 -0,3325 -0,3116 -0,2634 -0,1881 -0,0878 0,0271 0,1406 0,2378 0,3101 0,3559 0,3764 0,3708 0,3338 0,2595 0,1483 0,0108 -0,1350 -0,2696 -0,3733 -0,4201 -0,3806 -0,2411 -0,0224 0,2281 0,4631 0,6549 0,7979 0,8972 0,9547 0,9671 0,9310 0,8430 0,6970 0,4858 0,2118 -0,1078 -0,4429 -0,7576 -1,0188 -1,2083 -1,3323 -1,4125 -1,4677 -1,5041 -1,5178 -1,4990 -1,4359 -1,3175 -1,1365 -0,8988 -0,6310 -0,3728 -0,1537 0,0157 0,1334 0,1994 0,2240 0,2329 0,2575 0,3159 0,4011 0,4870 0,5451 0,5531 0,4971 0,3861 0,2638 0,1917 0,2123 0,3296 0,5099 0,6942 0,8168 0,8304 0,7252 0,5299 0,2946 0,0657 -0,1321 -0,2948 -0,4276 -0,5350 -0,6119 -0,6388 -0,5961 -0,4818 -0,3093 -0,0924 0,1612 0,4456 0,7517 1,0638 1,3563 1,5951 1,7545 1,8394 1,8891 1,9562 2,0764 2,2523 2,4590 2,6598 2,8242 2,9361 2,9933 3,0024 2,9783 2,9403 2,9070 2,8917 2,8968 2,9138 2,9275 2,9190 2,8694 2,7677 2,6157 2,4246 2,2142 2,0152 1,8608 1,7691 1,7364 1,7419 1,7578 1,7623 1,7454 1,7057 1,6465 1,5756 1,5049 1,4448 1,3953 1,3444 1,2757 1,1835 1,0826 1,0036 0,9817 1,0447 1,2005 1,4313 1,7012 1,9721 2,2163 2,4212 2,5892 2,7322 2,8601 2,9752 3,0782 3,1783 3,2928 3,4318 3,5858 3,7318 3,8498 3,9288 3,9694 3,9850 3,9968 4,0199 4,0560 4,0999 4,1464 4,1956 4,2604 4,3702 4,5568 4,8349 5,1942 5,6020 6,0123 6,3797 6,6721 6,8760 7,0000 7,0716 7,1197 7,1560 7,1690 7,1309 7,0129 6,8002 6,5028 6,1587 5,8277 5,5757 5,4551 5,4879 5,6609 5,9308 6,2358 6,5160 6,7360 6,8987 7,0352 7,1790 7,3476 7,5434 7,7626 8,0011 8,2536 8,5081 8,7450 8,9476 9,1076 9,2222 9,2956 9,3422 9,3809 9,4227 9,4685 9,5148 9,5607 9,6105 9,6751 9,7672 9,8926 10,0453 10,2091 10,3640 10,4949 10,5964 10,6687 10,7161 10,7483 10,7783 10,8141 10,8559 10,9004 10,9437 10,9754 10,9712 10,8982 10,7414 10,5184 10,2630 10,0038 9,7602 9,5408 9,3451 9,1750 9,0465 8,9858 9,0176 9,1572 9,4063 9,7505 10,1572 10,5762 10,9471 11,2111 11,3181 11,2374 10,9739 10,5730 10,1068 9,6537 9,2796 9,0249 8,9003 8,8911 8,9608 9,0604 9,1497 9,2177 9,2796 9,3540 9,4460 9,5431 9,6226 9,6635 9,6516 9,5755 9,4219 9,1854 8,8782 8,5273 8,1673 7,8306 7,5401 7,3079 7,1336 7,0076 6,9291 6,9204 7,0132 7,2221 7,5343 7,9206 8,3488 8,7904 9,2197 9,6132 9,9514 10,2261 10,4445 10,6237 10,7850 10,9487 11,1297 11,3334 11,5550 11,7795 11,9838 12,1455 12,2538 12,3176 12,3601 12,3960 12,4106 12,3635 12,2126 11,9341 11,5316 11,0317 10,4725 9,8916 9,3237 8,8008 8,3446 7,9594 7,6335 7,3464 7,0757 6,7999 6,5008 6,1701 5,8182 5,4683 5,1388 4,8374 4,5635 4,3060 4,0466 3,7742 3,4934 3,2225 2,9890 2,8235 2,7426 2,7345 2,7646 2,7932 2,7934 2,7613 2,7095 2,6504 2,5838 2,5000 2,3918 2,2630 2,1259 1,9951 1,8852 1,8107 1,7752 1,7565 1,7136 1,6117 1,4339 1,1765 0,8428 0,4383 -0,0288 -0,5402 -1,0662 -1,5721 -2,0247 -2,4023 -2,7042 -2,9481 -3,1578 -3,3535 -3,5449 -3,7247 -3,8684 -3,9414 -3,9119 -3,7649 -3,5150 -3,2042 -2,8837 -2,5996 -2,3887 -2,2757 -2,2702 -2,3666 -2,5435 -2,7645 -2,9937 -3,2111 -3,4144 -3,6163 -3,8352 -4,0708 -4,2840 -4,4123 -4,4088 -4,2684 -4,0235 -3,7201 -3,4011 -3,1080 -2,8793 -2,7329 -2,6552 -2,6108
F3    -0,4162 -0,4391 -0,4372 -0,4277 -0,4315 -0,4688 -0,5452 -0,6444 -0,7339 -0,7756 -0,7416 -0,6312 -0,4750 -0,3195 -0,2014 -0,1317 -0,0972 -0,0736 -0,0351 0,0409 0,1650 0,3236 0,4765 0,5732 0,5767 0,4785 0,2987 0,0784 -0,1357 -0,3130 -0,4490 -0,5533 -0,6335 -0,6875 -0,7048 -0,6775 -0,6078 -0,5019 -0,3575 -0,1654 0,0746 0,3480 0,6340 0,9103 1,1532 1,3414 1,4687 1,5503 1,6167 1,7039 1,8450 2,0617 2,3533 2,6928 3,0378 3,3481 3,5994 3,7835 3,8994 3,9467 3,9201 3,8096 3,6095 3,3233 2,9602 2,5362 2,0802 1,6312 1,2286 0,9046 0,6818 0,5690 0,5557 0,6131 0,7014 0,7797 0,8209 0,8286 0,8361 0,8817 0,9797 1,1104 1,2357 1,3257 1,3738 1,3910 1,3971 1,4184 1,4865 1,6253 1,8357 2,0961 2,3764 2,6480 2,8879 3,0808 3,2239 3,3322 3,4378 3,5766 3,7670 3,9970 4,2293 4,4207 4,5418 4,5832 4,5503 4,4569 4,3232 4,1688 4,0059 3,8400 3,6761 3,5216 3,3855 3,2795 3,2211 3,2343 3,3454 3,5769 3,9423 4,4374 5,0365 5,7016 6,3918 7,0673 7,6987 8,2751 8,8069 9,3191 9,8350 10,3581 10,8682 11,3312 11,7127 11,9928 12,1760 12,2851 12,3458 12,3759 12,3823 12,3619 12,3034 12,1935 12,0252 11,7984 11,5225 11,2214 10,9308 10,6851 10,5063 10,4002 10,3592 10,3633 10,3781 10,3676 10,3142 10,2249 10,1217 10,0261 9,9450 9,8649 9,7571 9,5895 9,3404 9,0036 8,5870 8,1136 7,6214 7,1476 6,7090 6,2990 5,9019 5,5020 5,0795 4,6093 4,0731 3,4682 2,8086 2,1242 1,4575 0,8557 0,3523 -0,0455 -0,3531 -0,5898 -0,7659 -0,8893 -0,9773 -1,0482 -1,1030 -1,1263 -1,1056 -1,0427 -0,9481 -0,8342 -0,7126 -0,5908 -0,4704 -0,3500 -0,2307 -0,1226 -0,0459 -0,0267 -0,0888 -0,2435 -0,4808 -0,7661 -1,0496 -1,2777 -1,4008 -1,3855 -1,2338 -0,9878 -0,7088 -0,4478 -0,2308 -0,0620 0,0641 0,1531 0,2126 0,2538 0,2843 0,2976 0,2763 0,2062 0,0837 -0,0833 -0,2773 -0,4760 -0,6634 -0,8381 -1,0064 -1,1698 -1,3199 -1,4421 -1,5196 -1,5327 -1,4614 -1,2948 -1,0428 -0,7416 -0,4379 -0,1634 0,0700 0,2571 0,3955 0,4945 0,5768 0,6630 0,7552 0,8327 0,8628 0,8197 0,6932 0,4899 0,2423 0,0150 -0,1188 -0,1113 0,0420 0,3025 0,6000 0,8553 1,0098 1,0445 0,9779 0,8503 0,7034 0,5672 0,4595 0,3880 0,3497 0,3396 0,3627 0,4267 0,5270 0,6497 0,7889 0,9531 1,1538 1,3904 1,6445 1,8807 2,0577 2,1515 2,1749 2,1768 2,2179 2,3374 2,5368 2,7887 3,0532 3,2917 3,4730 3,5765 3,5967 3,5456 3,4478 3,3314 3,2222 3,1394 3,0876 3,0554 3,0196 2,9527 2,8346 2,6617 2,4469 2,2200 2,0227 1,8923 1,8428 1,8618 1,9200 1,9872 2,0427 2,0763 2,0866 2,0809 2,0719 2,0685 2,0658 2,0447 1,9821 1,8638 1,6988 1,5261 1,4020 1,3759 1,4734 1,6863 1,9722 2,2708 2,5312 2,7299 2,8709 2,9745 3,0620 3,1471 3,2354 3,3298 3,4376 3,5716 3,7361 3,9118 4,0620 4,1550 4,1782 4,1388 4,0597 3,9732 3,9089 3,8858 3,9120 3,9852 4,0960 4,2377 4,4152 4,6413 4,9228 5,2546 5,6210 5,9937 6,3358 6,6104 6,7941 6,8916 6,9325 6,9504 6,9605 6,9533 6,8998 6,7686 6,5441 6,2413 5,9059 5,6018 5,3900 5,3124 5,3822 5,5813 5,8674 6,1882 6,4953 6,7581 6,9739 7,1623 7,3452 7,5313 7,7205 7,9162 8,1272 8,3581 8,6002 8,8334 9,0370 9,1979 9,3125 9,3866 9,4325 9,4609 9,4728 9,4616 9,4236 9,3657 9,3075 9,2789 9,3081 9,4068 9,5667 9,7648 9,9708 10,1564 10,3028 10,4035 10,4624 10,4914 10,5052 10,5115 10,5109 10,5064 10,5026 10,4942 10,4598 10,3729 10,2263 10,0432 9,8584 9,6965 9,5653 9,4568 9,3550 9,2537 9,1685 9,1278 9,1553 9,2629 9,4515 9,7111 10,0173 10,3300 10,5985 10,7698 10,7934 10,6345 10,2951 9,8247 9,3060 8,8277 8,4583 8,2328 8,1565 8,2129 8,3657 8,5646 8,7628 8,9357 9,0813 9,2087 9,3273 9,4363 9,5196 9,5524 9,5125 9,3831 9,1518 8,8196 8,4098 7,9650 7,5368 7,1714 6,8944 6,7079 6,5974 6,5465 6,5574 6,6574 6,8765 7,2169 7,6480 8,1233 8,5976 9,0361 9,4165 9,7277 9,9692 10,1529 10,3008 10,4345 10,5675 10,7040 10,8425 10,9804 11,1143 11,2371 11,3375 11,4065 11,4430 11,4564 11,4628 11,4692 11,4613 11,4119 11,2976 11,1053 10,8333 10,4922 10,0991 9,6700 9,2203 8,7679 8,3302 7,9187 7,5372 7,1843 6,8543 6,5362 6,2138 5,8729 5,5144 5,1552 4,8166 4,5160 4,2603 4,0382 3,8275 3,6154 3,4100 3,2336 3,1122 3,0672 3,1003 3,1832 3,2665 3,3011 3,2582 3,1449 3,0005 2,8714 2,7830 2,7297 2,6891 2,6430 2,5865 2,5207 2,4449 2,3599 2,2716 2,1809 2,0764 1,9414 1,7615 1,5268 1,2339 0,8830 0,4777 0,0306 -0,4355 -0,8948 -1,3231 -1,7031 -2,0286 -2,3050 -2,5463 -2,7702 -2,9885 -3,1977 -3,3769 -3,4940 -3,5148 -3,4155 -3,1947 -2,8787 -2,5109 -2,1428 -1,8286 -1,6167 -1,5371 -1,5967 -1,7786 -2,0446 -2,3505 -2,6632 -2,9647 -3,2511 -3,5296 -3,7973 -4,0183 -4,1338 -4,0999 -3,9143 -3,6131 -3,2514 -2,8831 -2,5547 -2,3031 -2,1438 -2,0619 -2,0180
F7    -0,5195 -0,4248 -0,3406 -0,2773 -0,2461 -0,2611 -0,3240 -0,4160 -0,5019 -0,5400 -0,4967 -0,3655 -0,1805 -0,0045 0,1051 0,1280 0,0880 0,0338 0,0127 0,0543 0,1650 0,3226 0,4784 0,5739 0,5648 0,4362 0,2046 -0,0882 -0,3895 -0,6577 -0,8703 -1,0147 -1,0812 -1,0664 -0,9766 -0,8270 -0,6409 -0,4396 -0,2312 -0,0128 0,2153 0,4451 0,6674 0,8737 1,0524 1,1921 1,2912 1,3617 1,4248 1,5037 1,6189 1,7844 2,0021 2,2554 2,5098 2,7275 2,8866 2,9854 3,0304 3,0248 2,9654 2,8486 2,6791 2,4646 2,2030 1,8875 1,5275 1,1541 0,8065 0,5191 0,3176 0,2150 0,2051 0,2630 0,3521 0,4303 0,4652 0,4564 0,4404 0,4661 0,5607 0,7142 0,8867 1,0317 1,1180 1,1398 1,1131 1,0717 1,0589 1,1106 1,2352 1,4128 1,6108 1,7955 1,9354 2,0088 2,0137 1,9695 1,9127 1,8865 1,9189 2,0047 2,1101 2,1966 2,2414 2,2408 2,2021 2,1390 2,0689 2,0043 1,9426 1,8695 1,7736 1,6585 1,5430 1,4542 1,4220 1,4765 1,6419 1,9327 2,3554 2,9082 3,5729 4,3132 5,0802 5,8221 6,4985 7,0949 7,6267 8,1259 8,6171 9,0998 9,5510 9,9385 10,2341 10,4248 10,5203 10,5457 10,5232 10,4634 10,3690 10,2373 10,0599 9,8307 9,5549 9,2453 8,9180 8,5961 8,3073 8,0744 7,9069 7,8031 7,7571 7,7580 7,7813 7,7903 7,7543 7,6654 7,5419 7,4167 7,3139 7,2330 7,1490 7,0268 6,8404 6,5791 6,2414 5,8346 5,3803 4,9049 4,4240 3,9433 3,4733 3,0297 2,6153 2,2131 1,8014 1,3697 0,9212 0,4677 0,0263 -0,3797 -0,7299 -1,0189 -1,2540 -1,4390 -1,5692 -1,6451 -1,6841 -1,7108 -1,7383 -1,7640 -1,7847 -1,8052 -1,8321 -1,8650 -1,8968 -1,9161 -1,9124 -1,8824 -1,8318 -1,7737 -1,7288 -1,7237 -1,7846 -1,9260 -2,1393 -2,3913 -2,6369 -2,8329 -2,9452 -2,9519 -2,8540 -2,6847 -2,4997 -2,3509 -2,2636 -2,2344 -2,2463 -2,2851 -2,3396 -2,3944 -2,4330 -2,4477 -2,4419 -2,4251 -2,4082 -2,3991 -2,3970 -2,3927 -2,3822 -2,3800 -2,4128 -2,4980 -2,6271 -2,7665 -2,8706 -2,8975 -2,8231 -2,6465 -2,3922 -2,1063 -1,8374 -1,6125 -1,4343 -1,2992 -1,2026 -1,1303 -1,0569 -0,9615 -0,8450 -0,7334 -0,6624 -0,6558 -0,7212 -0,8532 -1,0232 -1,1725 -1,2358 -1,1740 -0,9877 -0,7152 -0,4238 -0,1915 -0,0764 -0,0924 -0,2085 -0,3693 -0,5204 -0,6278 -0,6838 -0,6997 -0,6924 -0,6694 -0,6236 -0,5487 -0,4539 -0,3551 -0,2556 -0,1447 -0,0122 0,1391 0,2925 0,4225 0,5025 0,5173 0,4750 0,4111 0,3756 0,4076 0,5184 0,6925 0,8958 1,0865 1,2283 1,3018 1,3128 1,2889 1,2620 1,2521 1,2646 1,2946 1,3307 1,3570 1,3545 1,3071 1,2111 1,0791 0,9330 0,7983 0,7004 0,6548 0,6575 0,6881 0,7193 0,7240 0,6796 0,5746 0,4152 0,2281 0,0493 -0,0976 -0,2119 -0,3074 -0,3988 -0,4926 -0,5787 -0,6258 -0,5935 -0,4525 -0,1980 0,1446 0,5246 0,8842 1,1789 1,3920 1,5343 1,6315 1,7070 1,7722 1,8289 1,8738 1,9057 1,9322 1,9643 2,0046 2,0458 2,0794 2,1024 2,1144 2,1163 2,1131 2,1143 2,1297 2,1618 2,2017 2,2358 2,2617 2,2974 2,3701 2,4981 2,6857 2,9266 3,2029 3,4884 3,7563 3,9887 4,1869 4,3678 4,5460 4,7154 4,8467 4,9003 4,8440 4,6692 4,3997 4,0840 3,7779 3,5310 3,3824 3,3538 3,4416 3,6191 3,8460 4,0779 4,2794 4,4389 4,5677 4,6840 4,7998 4,9239 5,0672 5,2385 5,4350 5,6380 5,8201 5,9594 6,0442 6,0725 6,0507 5,9952 5,9298 5,8809 5,8715 5,9138 6,0059 6,1364 6,2949 6,4733 6,6620 6,8487 7,0191 7,1604 7,2658 7,3357 7,3726 7,3792 7,3588 7,3149 7,2507 7,1743 7,1040 7,0572 7,0316 6,9989 6,9221 6,7905 6,6350 6,5038 6,4322 6,4282 6,4672 6,5010 6,4879 6,4195 6,3190 6,2222 6,1641 6,1718 6,2586 6,4171 6,6159 6,8052 6,9288 6,9338 6,7861 6,4903 6,0942 5,6722 5,2995 5,0290 4,8816 4,8529 4,9260 5,0763 5,2719 5,4822 5,6877 5,8788 6,0466 6,1787 6,2590 6,2715 6,2088 6,0709 5,8562 5,5596 5,1849 4,7541 4,3028 3,8740 3,5079 3,2262 3,0243 2,8803 2,7748 2,7134 2,7289 2,8532 3,0863 3,3943 3,7312 4,0596 4,3554 4,6048 4,7998 4,9387 5,0327 5,1056 5,1860 5,3002 5,4678 5,6951 5,9715 6,2735 6,5722 6,8370 7,0388 7,1583 7,1972 7,1801 7,1362 7,0780 6,9982 6,8823 6,7165 6,4921 6,2092 5,8769 5,5106 5,1298 4,7531 4,3921 4,0488 3,7214 3,4121 3,1295 2,8796 2,6543 2,4349 2,2095 1,9836 1,7774 1,6135 1,5013 1,4275 1,3668 1,3005 1,2230 1,1354 1,0419 0,9502 0,8614 0,7597 0,6178 0,4156 0,1585 -0,1160 -0,3517 -0,5034 -0,5592 -0,5417 -0,4907 -0,4428 -0,4222 -0,4397 -0,4951 -0,5809 -0,6931 -0,8423 -1,0487 -1,3248 -1,6669 -2,0564 -2,4637 -2,8577 -3,2145 -3,5199 -3,7723 -3,9845 -4,1747 -4,3577 -4,5392 -4,7128 -4,8649 -4,9862 -5,0799 -5,1558 -5,2172 -5,2519 -5,2354 -5,1479 -4,9929 -4,8007 -4,6077 -4,4385 -4,3068 -4,2197 -4,1782 -4,1805 -4,2233 -4,2972 -4,3905 -4,4957 -4,6073 -4,7249 -4,8575 -5,0086 -5,1527 -5,2406 -5,2335 -5,1273 -4,9465 -4,7229 -4,4859 -4,2685 -4,1041 -4,0055 -3,9534 -3,9098
