Fp1   -1,1692 -1,1070 -1,0347 -0,9463 -0,8377 -0,7063 -0,5503 -0,3677 -0,1558 0,0855 0,3462 0,6025 0,8230 0,9821 1,0703 1,0977 1,0894 1,0741 1,0732 1,0993 1,1601 1,2626 1,4128 1,6086 1,8387 2,0896 2,3442 2,5708 2,7211 2,7434 2,6028 2,2959 1,8493 1,3041 0,7013 0,0796 -0,5245 -1,0744 -1,5365 -1,8908 -2,1411 -2,3109 -2,4282 -2,5159 -2,5913 -2,6679 -2,7500 -2,8284 -2,8857 -2,9077 -2,8906 -2,8449 -2,7958 -2,7711 -2,7811 -2,8091 -2,8225 -2,7950 -2,7218 -2,6127 -2,4731 -2,2969 -2,0777 -1,8224 -1,5539 -1,3009 -1,0847 -0,9113 -0,7751 -0,6739 -0,6208 -0,6436 -0,7697 -1,0021 -1,3005 -1,5919 -1,8040 -1,8965 -1,8710 -1,7598 -1,6046 -1,4392 -1,2817 -1,1364 -0,9944 -0,8343 -0,6297 -0,3602 -0,0208 0,3742 0,7962 1,2143 1,6020 1,9383 2,2118 2,4214 2,5716 2,6669 2,7162 2,7371 2,7512 2,7767 2,8228 2,8879 2,9622 3,0329 3,0906 3,1308 3,1490 3,1338 3,0685 2,9394 2,7412 2,4789 2,1702 1,8477 1,5555 1,3380 1,2244 1,2209 1,3134 1,4748 1,6776 1,9082 2,1690 2,4680 2,8091 3,1901 3,6059 4,0536 4,5333 5,0450 5,5887 6,1667 6,7840 7,4457 8,1547 8,9042 9,6701 10,4132 11,0897 11,6605 12,0972 12,3909 12,5547 12,6120 12,5822 12,4774 12,3102 12,0975 11,8546 11,5853 11,2785 10,9163 10,4895 10,0076 9,4952 8,9815 8,4928 8,0500 7,6675 7,3479 7,0815 6,8596 6,6857 6,5711 6,5223 6,5345 6,5913 6,6714 6,7628 6,8704 7,0056 7,1740 7,3747 7,6083 7,8795 8,1877 8,5117 8,8113 9,0498 9,2125 9,3045 9,3362 9,3156 9,2476 9,1410 9,0141 8,8883 8,7746 8,6669 8,5492 8,4048 8,2228 7,9978 7,7297 7,4247 7,0960 6,7523 6,3897 6,0010 5,5934 5,1856 4,7892 4,4030 4,0241 3,6584 3,3216 3,0334 2,8057 2,6333 2,4938 2,3616 2,2250 2,0918 1,9796 1,9014 1,8589 1,8409 1,8246 1,7836 1,6987 1,5653 1,3949 1,2105 1,0372 0,8914 0,7794 0,7024 0,6597 0,6423 0,6277 0,5860 0,4956 0,3537 0,1773 -0,0025 -0,1447 -0,2059 -0,1560 0,0076 0,2621 0,5676 0,8755 1,1409 1,3345 1,4451 1,4764 1,4431 1,3658 1,2655 1,1607 1,0665 0,9951 0,9582 0,9669 1,0285 1,1437 1,3039 1,4869 1,6612 1,7932 1,8546 1,8316 1,7323 1,5831 1,4149 1,2513 1,1013 0,9617 0,8277 0,7055 0,6084 0,5421 0,4965 0,4546 0,4033 0,3374 0,2602 0,1822 0,1211 0,0989 0,1317 0,2164 0,3290 0,4407 0,5396 0,6393 0,7673 0,9421 1,1615 1,4050 1,6424 1,8435 1,9849 2,0529 2,0449 1,9721 1,8609 1,7499 1,6791 1,6771 1,7497 1,8800 2,0434 2,2217 2,4061 2,5911 2,7709 2,9446 3,1190 3,2995 3,4780 3,6287 3,7161 3,7071 3,5800 3,3320 2,9882 2,5988 2,2181 1,8826 1,6053 1,3782 1,1746 0,9589 0,7042 0,4050 0,0771 -0,2503 -0,5452 -0,7768 -0,9182 -0,9563 -0,8986 -0,7653 -0,5754 -0,3362 -0,0435 0,3094 0,7226 1,1843 1,6642 2,1129 2,4740 2,7039 2,7879 2,7443 2,6091 2,4157 2,1910 1,9599 1,7419 1,5438 1,3588 1,1755 0,9871 0,7963 0,6129 0,4476 0,3024 0,1639 0,0060 -0,1938 -0,4365 -0,6966 -0,9331 -1,1094 -1,2075 -1,2304 -1,1937 -1,1161 -1,0128 -0,8974 -0,7840 -0,6809 -0,5888 -0,5075 -0,4398 -0,3904 -0,3608 -0,3463 -0,3374 -0,3229 -0,2946 -0,2545 -0,2201 -0,2193 -0,2751 -0,3897 -0,5393 -0,6876 -0,8057 -0,8795 -0,9050 -0,8819 -0,8139 -0,7129 -0,5986 -0,4941 -0,4227 -0,4020 -0,4415 -0,5385 -0,6761 -0,8245 -0,9483 -1,0139 -0,9973 -0,8891 -0,6934 -0,4251 -0,1084 0,2249 0,5396 0,8039 0,9966 1,1106 1,1494 1,1183 1,0241 0,8784 0,6972 0,4953 0,2855 0,0840 -0,0878 -0,2122 -0,2866 -0,3250 -0,3453 -0,3580 -0,3698 -0,3969 -0,4670 -0,6053 -0,8159 -1,0748 -1,3379 -1,5583 -1,7012 -1,7524 -1,7204 -1,6285 -1,5035 -1,3689 -1,2407 -1,1267 -1,0340 -0,9746 -0,9569 -0,9716 -0,9984 -1,0269 -1,0654 -1,1296 -1,2313 -1,3758 -1,5589 -1,7634 -1,9627 -2,1264 -2,2278 -2,2538 -2,2117 -2,1241 -2,0165 -1,9096 -1,8168 -1,7369 -1,6509 -1,5373 -1,3941 -1,2394 -1,0902 -0,9468 -0,7959 -0,6231 -0,4224 -0,2016 0,0138 0,1866 0,2843 0,2883 0,1903 -0,0160 -0,3373 -0,7768 -1,3272 -1,9635 -2,6444 -3,3294 -3,9925 -4,6169 -5,1819 -5,6583 -6,0139 -6,2233 -6,2732 -6,1611 -5,8895 -5,4615 -4,8841 -4,1736 -3,3537 -2,4462 -1,4667 -0,4298 0,6428 1,7206 2,7714 3,7673 4,6812 5,4817 6,1388 6,6351 6,9719 7,1639 7,2293 7,1856 7,0503 6,8386 6,5606 6,2241 5,8403 5,4249 5,0001 4,5948 4,2348 3,9319 3,6831 3,4676 3,2440 2,9654 2,6067 2,1754 1,6967 1,1912 0,6649 0,1125 -0,4706 -1,0767 -1,6832 -2,2557 -2,7557 -3,1515 -3,4261 -3,5754 -3,6079 -3,5434 -3,4024 -3,1984 -2,9432 -2,6581 -2,3750 -2,1242 -1,9239 -1,7817 -1,7032 -1,6958 -1,7639 -1,8984 -2,0768 -2,2767 -2,4918 -2,7337 -3,0198 -3,3591 -3,7490 -4,1756 -4,6154 -5,0403 -5,4309 -5,7811 -6,0886 -6,3507 -6,5803 -6,8181 -7,1190 -7,5259 -8,0518 -8,6790 -9,3709 -10,0839 -10,7693 -11,3759 -11,8581 -12,1832 -12,3351 -12,3184 -12,1611 -11,9090 -11,6086 -11,2900 -10,9591 -10,6059 -10,2155 -9,7749 -9,2770 -8,7248
Fz    0,2459 0,3882 0,6002 0,8756 1,1969 1,5415 1,8892 2,2246 2,5334 2,7969 2,9909 3,0878 3,0644 2,9150 2,6592 2,3375 2,0006 1,6967 1,4615 1,3149 1,2645 1,3081 1,4318 1,6063 1,7917 1,9489 2,0444 2,0469 1,9273 1,6664 1,2597 0,7195 0,0733 -0,6406 -1,3801 -2,1038 -2,7754 -3,3655 -3,8506 -4,2129 -4,4420 -4,5382 -4,5133 -4,3886 -4,1882 -3,9328 -3,6385 -3,3171 -2,9802 -2,6419 -2,3197 -2,0353 -1,8162 -1,6883 -1,6600 -1,7117 -1,8002 -1,8756 -1,8987 -1,8488 -1,7191 -1,5111 -1,2361 -0,9174 -0,5845 -0,2646 0,0192 0,2488 0,4114 0,4960 0,4890 0,3770 0,1567 -0,1543 -0,5105 -0,8491 -1,1149 -1,2802 -1,3430 -1,3181 -1,2269 -1,0874 -0,9050 -0,6730 -0,3774 -0,0020 0,4639 1,0150 1,6268 2,2618 2,8796 3,4452 3,9317 4,3211 4,6063 4,7923 4,8947 4,9351 4,9358 4,9124 4,8714 4,8158 4,7506 4,6822 4,6149 4,5521 4,4986 4,4600 4,4388 4,4298 4,4194 4,3904 4,3281 4,2263 4,0913 3,9379 3,7800 3,6235 3,4669 3,3055 3,1357 2,9590 2,7908 2,6659 2,6342 2,7462 3,0354 3,5067 4,1394 4,9021 5,7634 6,6944 7,6683 8,6605 9,6496 10,6200 11,5621 12,4677 13,3222 14,1027 14,7819 15,3347 15,7441 16,0055 16,1304 16,1430 16,0702 15,9303 15,7310 15,4733 15,1539 14,7663 14,3020 13,7544 13,1247 12,4282 11,6945 10,9624 10,2752 9,6739 9,1869 8,8209 8,5631 8,3942 8,2998 8,2706 8,3007 8,3899 8,5444 8,7743 9,0914 9,5051 10,0135 10,5992 11,2367 11,9038 12,5864 13,2732 13,9469 14,5804 15,1415 15,5988 15,9247 16,0997 16,1213 16,0071 15,7862 15,4879 15,1367 14,7532 14,3552 13,9592 13,5787 13,2206 12,8813 12,5475 12,2033 11,8358 11,4340 10,9875 10,4940 9,9668 9,4310 8,9137 8,4381 8,0208 7,6691 7,3812 7,1494 6,9603 6,7957 6,6395 6,4870 6,3491 6,2499 6,2164 6,2622 6,3758 6,5235 6,6641 6,7690 6,8293 6,8470 6,8236 6,7574 6,6467 6,4922 6,2994 6,0807 5,8528 5,6283 5,4081 5,1810 4,9328 4,6597 4,3726 4,0931 3,8503 3,6783 3,6058 3,6447 3,7872 4,0093 4,2751 4,5440 4,7805 4,9614 5,0780 5,1340 5,1425 5,1209 5,0851 5,0416 4,9885 4,9258 4,8665 4,8330 4,8477 4,9239 5,0610 5,2447 5,4516 5,6548 5,8312 5,9671 6,0589 6,1077 6,1136 6,0739 5,9868 5,8565 5,6982 5,5361 5,3952 5,2917 5,2319 5,2159 5,2391 5,2899 5,3517 5,4079 5,4455 5,4552 5,4326 5,3822 5,3231 5,2896 5,3223 5,4554 5,7060 6,0709 6,5256 7,0247 7,5086 7,9203 8,2233 8,4109 8,5046 8,5436 8,5696 8,6172 8,7089 8,8523 9,0419 9,2676 9,5218 9,7988 10,0888 10,3772 10,6493 10,8934 11,0984 11,2518 11,3426 11,3637 11,3125 11,1924 11,0134 10,7915 10,5439 10,2801 9,9986 9,6923 9,3555 8,9869 8,5935 8,1961 7,8266 7,5169 7,2897 7,1578 7,1320 7,2225 7,4276 7,7236 8,0717 8,4344 8,7915 9,1456 9,5156 9,9247 10,3862 10,8911 11,4036 11,8729 12,2507 12,5024 12,6081 12,5600 12,3613 12,0277 11,5860 11,0668 10,4959 9,8903 9,2614 8,6227 7,9915 7,3884 6,8349 6,3532 5,9635 5,6775 5,4949 5,4072 5,4056 5,4837 5,6334 5,8407 6,0868 6,3502 6,6107 6,8513 7,0598 7,2309 7,3682 7,4811 7,5789 7,6643 7,7294 7,7600 7,7437 7,6728 7,5434 7,3536 7,0990 6,7716 6,3673 5,8955 5,3844 4,8769 4,4163 4,0309 3,7304 3,5134 3,3735 3,3014 3,2843 3,3067 3,3515 3,4039 3,4569 3,5125 3,5791 3,6691 3,7955 3,9676 4,1896 4,4605 4,7754 5,1235 5,4867 5,8397 6,1533 6,4014 6,5700 6,6644 6,7064 6,7245 6,7440 6,7833 6,8536 6,9542 7,0717 7,1850 7,2760 7,3362 7,3672 7,3734 7,3582 7,3268 7,2885 7,2503 7,2099 7,1587 7,0895 7,0025 6,9033 6,8016 6,7089 6,6389 6,6040 6,6085 6,6467 6,7088 6,7901 6,8957 7,0358 7,2141 7,4198 7,6316 7,8261 7,9797 8,0670 8,0638 7,9533 7,7327 7,4155 7,0311 6,6225 6,2400 5,9314 5,7293 5,6430 5,6605 5,7601 5,9210 6,1260 6,3583 6,6012 6,8405 7,0641 7,2587 7,4117 7,5169 7,5789 7,6120 7,6337 7,6565 7,6806 7,6925 7,6727 7,6081 7,4968 7,3400 7,1317 6,8566 6,4980 6,0478 5,5140 4,9205 4,2969 3,6700 3,0660 2,5170 2,0554 1,7009 1,4542 1,3056 1,2498 1,2944 1,4597 1,7699 2,2436 2,8885 3,7006 4,6615 5,7371 6,8794 8,0353 9,1567 10,2055 11,1519 11,9689 12,6299 13,1122 13,4029 13,4989 13,4051 13,1392 12,7366 12,2436 11,7060 11,1621 10,6418 10,1634 9,7362 9,3659 9,0568 8,8080 8,6132 8,4600 8,3285 8,1927 8,0264 7,8098 7,5316 7,1888 6,7847 6,3294 5,8434 5,3560 4,8972 4,4914 4,1592 3,9152 3,7625 3,6946 3,7011 3,7713 3,8960 4,0674 4,2740 4,4991 4,7274 4,9508 5,1649 5,3603 5,5218 5,6326 5,6809 5,6620 5,5763 5,4245 5,2042 4,9098 4,5359 4,0820 3,5549 2,9685 2,3418 1,6934 1,0360 0,3778 -0,2719 -0,9007 -1,5003 -2,0769 -2,6512 -3,2473 -3,8766 -4,5298 -5,1831 -5,8105 -6,3892 -6,8999 -7,3277 -7,6627 -7,8960 -8,0202 -8,0324 -7,9370 -7,7425 -7,4572 -7,0864 -6,6337 -6,1036 -5,5044 -4,8484 -4,1502
F3    -0,1435 -0,0698 0,0496 0,2159 0,4249 0,6681 0,9362 1,2227 1,5211 1,8168 2,0807 2,2718 2,3517 2,3047 2,1471 1,9202 1,6743 1,4552 1,2959 1,2144 1,2166 1,3015 1,4612 1,6751 1,9102 2,1336 2,3149 2,4187 2,4043 2,2376 1,9046 1,4147 0,7948 0,0825 -0,6771 -1,4341 -2,1417 -2,7614 -3,2656 -3,6384 -3,8773 -3,9912 -3,9973 -3,9168 -3,7702 -3,5731 -3,3337 -3,0566 -2,7523 -2,4413 -2,1513 -1,9103 -1,7434 -1,6662 -1,6747 -1,7409 -1,8221 -1,8791 -1,8898 -1,8487 -1,7577 -1,6192 -1,4398 -1,2348 -1,0239 -0,8246 -0,6492 -0,5046 -0,3931 -0,3162 -0,2774 -0,2825 -0,3352 -0,4273 -0,5319 -0,6122 -0,6419 -0,6150 -0,5390 -0,4256 -0,2881 -0,1379 0,0197 0,1856 0,3671 0,5795 0,8440 1,1772 1,5798 2,0325 2,5034 2,9622 3,3863 3,7589 4,0688 4,3132 4,4963 4,6244 4,7030 4,7368 4,7296 4,6844 4,6037 4,4905 4,3514 4,2000 4,0555 3,9376 3,8579 3,8131 3,7859 3,7536 3,6976 3,6100 3,4948 3,3638 3,2303 3,1041 2,9914 2,8969 2,8292 2,8029 2,8392 2,9657 3,2121 3,5999 4,1284 4,7699 5,4806 6,2202 6,9626 7,6964 8,4243 9,1603 9,9227 10,7270 11,5795 12,4722 13,3792 14,2560 15,0481 15,7037 16,1866 16,4871 16,6243 16,6364 16,5618 16,4281 16,2523 16,0462 15,8164 15,5627 15,2741 14,9306 14,5125 14,0109 13,4322 12,7972 12,1388 11,4999 10,9262 10,4553 10,1050 9,8714 9,7394 9,6912 9,7098 9,7819 9,8993 10,0594 10,2680 10,5388 10,8802 11,2816 11,7174 12,1641 12,6107 13,0511 13,4693 13,8376 14,1322 14,3457 14,4834 14,5502 14,5448 14,4630 14,3041 14,0749 13,7868 13,4514 13,0830 12,7001 12,3218 11,9617 11,6243 11,3064 11,0022 10,7057 10,4043 10,0766 9,7019 9,2720 8,7918 8,2747 7,7442 7,2313 6,7649 6,3646 6,0410 5,7944 5,6139 5,4816 5,3802 5,3007 5,2414 5,2004 5,1707 5,1425 5,1059 5,0512 4,9720 4,8696 4,7534 4,6343 4,5189 4,4074 4,2944 4,1739 4,0452 3,9123 3,7780 3,6392 3,4856 3,3055 3,0973 2,8733 2,6545 2,4649 2,3314 2,2812 2,3313 2,4791 2,7027 2,9682 3,2391 3,4847 3,6831 3,8234 3,9074 3,9462 3,9541 3,9419 3,9157 3,8809 3,8510 3,8514 3,9126 4,0586 4,2961 4,6096 4,9660 5,3220 5,6333 5,8684 6,0175 6,0895 6,1018 6,0711 6,0062 5,9066 5,7700 5,6019 5,4142 5,2182 5,0203 4,8247 4,6388 4,4714 4,3252 4,1926 4,0620 3,9259 3,7835 3,6383 3,4961 3,3694 3,2841 3,2795 3,3927 3,6397 4,0069 4,4559 4,9339 5,3844 5,7612 6,0398 6,2205 6,3214 6,3703 6,4003 6,4473 6,5434 6,7039 6,9222 7,1781 7,4480 7,7106 7,9492 8,1545 8,3272 8,4753 8,6085 8,7337 8,8524 8,9583 9,0391 9,0814 9,0746 9,0124 8,8915 8,7111 8,4704 8,1706 7,8165 7,4166 6,9841 6,5377 6,0982 5,6836 5,3065 4,9791 4,7182 4,5434 4,4626 4,4644 4,5271 4,6355 4,7904 5,0031 5,2833 5,6331 6,0453 6,4974 6,9468 7,3406 7,6320 7,7910 7,8068 7,6873 7,4572 7,1542 6,8223 6,4974 6,1945 5,9075 5,6230 5,3311 5,0279 4,7133 4,3911 4,0689 3,7543 3,4517 3,1616 2,8853 2,6308 2,4131 2,2476 2,1412 2,0899 2,0831 2,1114 2,1715 2,2652 2,3942 2,5554 2,7377 2,9228 3,0910 3,2250 3,3133 3,3509 3,3363 3,2667 3,1394 2,9526 2,7058 2,4037 2,0633 1,7186 1,4129 1,1807 1,0350 0,9717 0,9829 1,0629 1,2043 1,3933 1,6121 1,8436 2,0728 2,2852 2,4666 2,6074 2,7097 2,7889 2,8671 2,9654 3,0981 3,2700 3,4740 3,6925 3,9026 4,0831 4,2181 4,2981 4,3217 4,2981 4,2418 4,1672 4,0865 4,0093 3,9365 3,8591 3,7674 3,6607 3,5485 3,4422 3,3457 3,2541 3,1611 3,0653 2,9680 2,8675 2,7583 2,6347 2,4964 2,3534 2,2225 2,1216 2,0658 2,0643 2,1177 2,2205 2,3679 2,5584 2,7924 3,0670 3,3702 3,6768 3,9571 4,1887 4,3564 4,4429 4,4277 4,2955 4,0436 3,6826 3,2385 2,7529 2,2794 1,8713 1,5699 1,3963 1,3533 1,4323 1,6159 1,8773 2,1845 2,5093 2,8351 3,1519 3,4469 3,7040 3,9138 4,0800 4,2181 4,3480 4,4833 4,6232 4,7519 4,8459 4,8829 4,8493 4,7413 4,5584 4,2952 3,9375 3,4680 2,8758 2,1654 1,3586 0,4916 -0,3882 -1,2253 -1,9623 -2,5515 -2,9654 -3,1975 -3,2532 -3,1401 -2,8625 -2,4215 -1,8193 -1,0658 -0,1813 0,8034 1,8509 2,9230 3,9866 5,0168 5,9953 6,9037 7,7188 8,4160 8,9760 9,3875 9,6449 9,7484 9,7090 9,5490 9,2960 8,9770 8,6165 8,2354 7,8500 7,4724 7,1160 6,7937 6,5131 6,2732 6,0646 5,8691 5,6620 5,4190 5,1184 4,7414 4,2757 3,7207 3,0907 2,4146 1,7302 1,0746 0,4806 -0,0229 -0,4143 -0,6843 -0,8349 -0,8746 -0,8159 -0,6721 -0,4613 -0,2132 0,0341 0,2458 0,4017 0,4969 0,5324 0,5075 0,4189 0,2670 0,0554 -0,2127 -0,5356 -0,9084 -1,3217 -1,7625 -2,2162 -2,6697 -3,1139 -3,5424 -3,9492 -4,3331 -4,6987 -5,0505 -5,3911 -5,7267 -6,0736 -6,4573 -6,9021 -7,4183 -7,9975 -8,6175 -9,2477 -9,8493 -10,3782 -10,7946 -11,0725 -11,2022 -11,1868 -11,0388 -10,7766 -10,4197 -9,9820 -9,4695 -8,8834 -8,2275 -7,5116 -6,7516 -5,9665
F7    -1,6486 -1,5383 -1,3941 -1,2277 -1,0482 -0,8620 -0,6685 -0,4569 -0,2137 0,0633 0,3584 0,6420 0,8853 1,0756 1,2159 1,3137 1,3727 1,3945 1,3861 1,3638 1,3486 1,3595 1,4088 1,4957 1,6069 1,7257 1,8371 1,9221 1,9536 1,9048 1,7624 1,5295 1,2159 0,8330 0,3992 -0,0579 -0,5083 -0,9252 -1,2868 -1,5786 -1,7954 -1,9424 -2,0326 -2,0804 -2,0967 -2,0907 -2,0673 -2,0236 -1,9569 -1,8733 -1,7855 -1,7070 -1,6509 -1,6249 -1,6229 -1,6269 -1,6152 -1,5716 -1,4880 -1,3643 -1,2077 -1,0300 -0,8449 -0,6667 -0,5123 -0,3989 -0,3378 -0,3271 -0,3519 -0,3937 -0,4421 -0,5005 -0,5805 -0,6843 -0,7931 -0,8734 -0,8999 -0,8713 -0,8072 -0,7333 -0,6687 -0,6213 -0,5883 -0,5587 -0,5157 -0,4375 -0,3038 -0,1028 0,1647 0,4875 0,8491 1,2331 1,6281 2,0285 2,4276 2,8054 3,1263 3,3530 3,4637 3,4573 3,3456 3,1483 2,8917 2,6042 2,3134 2,0465 1,8265 1,6655 1,5615 1,5042 1,4807 1,4779 1,4789 1,4635 1,4189 1,3477 1,2636 1,1803 1,1095 1,0641 1,0607 1,1159 1,2426 1,4497 1,7429 2,1219 2,5754 3,0831 3,6241 4,1843 4,7569 5,3408 5,9423 6,5752 7,2569 8,0016 8,8102 9,6622 10,5135 11,3033 11,9727 12,4844 12,8289 13,0209 13,0935 13,0897 13,0474 12,9880 12,9126 12,8084 12,6615 12,4674 12,2295 11,9543 11,6470 11,3096 10,9427 10,5539 10,1598 9,7826 9,4440 9,1594 8,9322 8,7560 8,6234 8,5293 8,4708 8,4471 8,4583 8,5036 8,5886 8,7273 8,9307 9,1945 9,5022 9,8385 10,1927 10,5485 10,8747 11,1314 11,2907 11,3538 11,3464 11,2958 11,2162 11,1070 10,9604 10,7682 10,5262 10,2339 9,8950 9,5165 9,1063 8,6695 8,2078 7,7261 7,2398 6,7689 6,3223 5,8874 5,4405 4,9624 4,4412 3,8705 3,2564 2,6204 1,9950 1,4152 0,9093 0,4916 0,1611 -0,0913 -0,2754 -0,3970 -0,4612 -0,4814 -0,4813 -0,4826 -0,4938 -0,5137 -0,5387 -0,5681 -0,6036 -0,6473 -0,6992 -0,7556 -0,8087 -0,8462 -0,8534 -0,8188 -0,7428 -0,6412 -0,5425 -0,4783 -0,4685 -0,5146 -0,6011 -0,7009 -0,7836 -0,8233 -0,8071 -0,7356 -0,6166 -0,4575 -0,2635 -0,0429 0,1876 0,4064 0,5972 0,7541 0,8808 0,9852 1,0765 1,1667 1,2741 1,4183 1,6108 1,8522 2,1300 2,4184 2,6854 2,9037 3,0547 3,1332 3,1502 3,1236 3,0646 2,9734 2,8440 2,6710 2,4561 2,2121 1,9593 1,7171 1,4953 1,2900 1,0891 0,8827 0,6677 0,4481 0,2376 0,0608 -0,0587 -0,1109 -0,1022 -0,0458 0,0478 0,1742 0,3296 0,5051 0,6906 0,8788 1,0608 1,2195 1,3350 1,3966 1,4088 1,3912 1,3739 1,3897 1,4663 1,6162 1,8273 2,0685 2,3077 2,5217 2,6958 2,8191 2,8825 2,8821 2,8219 2,7168 2,5927 2,4740 2,3640 2,2419 2,0820 1,8715 1,6149 1,3272 1,0265 0,7267 0,4349 0,1518 -0,1295 -0,4228 -0,7409 -1,0865 -1,4491 -1,8093 -2,1441 -2,4313 -2,6548 -2,8100 -2,9021 -2,9365 -2,9089 -2,8086 -2,6320 -2,3891 -2,0952 -1,7641 -1,4151 -1,0777 -0,7832 -0,5563 -0,4183 -0,3888 -0,4777 -0,6725 -0,9360 -1,2189 -1,4797 -1,6963 -1,8647 -1,9900 -2,0797 -2,1431 -2,1891 -2,2250 -2,2590 -2,3069 -2,3906 -2,5275 -2,7168 -2,9331 -3,1370 -3,2959 -3,3989 -3,4516 -3,4627 -3,4389 -3,3832 -3,2957 -3,1731 -3,0136 -2,8220 -2,6140 -2,4142 -2,2504 -2,1430 -2,0986 -2,1133 -2,1780 -2,2819 -2,4158 -2,5740 -2,7511 -2,9388 -3,1237 -3,2828 -3,3895 -3,4270 -3,3953 -3,3062 -3,1770 -3,0250 -2,8632 -2,6997 -2,5458 -2,4194 -2,3397 -2,3176 -2,3532 -2,4371 -2,5547 -2,6897 -2,8214 -2,9241 -2,9746 -2,9610 -2,8856 -2,7626 -2,6124 -2,4572 -2,3170 -2,2031 -2,1154 -2,0509 -2,0098 -1,9891 -1,9774 -1,9671 -1,9680 -2,0032 -2,0893 -2,2237 -2,3897 -2,5707 -2,7599 -2,9564 -3,1572 -3,3568 -3,5516 -3,7444 -3,9439 -4,1577 -4,3803 -4,5915 -4,7678 -4,8922 -4,9575 -4,9665 -4,9265 -4,8413 -4,7071 -4,5186 -4,2760 -3,9943 -3,7090 -3,4689 -3,3149 -3,2691 -3,3386 -3,5204 -3,8001 -4,1522 -4,5466 -4,9530 -5,3381 -5,6638 -5,8915 -5,9939 -5,9667 -5,8274 -5,6013 -5,3069 -4,9566 -4,5687 -4,1722 -3,7997 -3,4795 -3,2326 -3,0679 -2,9764 -2,9326 -2,9060 -2,8726 -2,8194 -2,7457 -2,6644 -2,6001 -2,5803 -2,6230 -2,7343 -2,9146 -3,1656 -3,4952 -3,9156 -4,4335 -5,0425 -5,7235 -6,4463 -7,1699 -7,8439 -8,4144 -8,8374 -9,0888 -9,1612 -9,0550 -8,7737 -8,3251 -7,7236 -6,9897 -6,1487 -5,2293 -4,2592 -3,2624 -2,2634 -1,2900 -0,3646 0,5041 1,3171 2,0738 2,7667 3,3845 3,9192 4,3696 4,7383 5,0273 5,2355 5,3634 5,4153 5,3993 5,3245 5,1955 5,0105 4,7700 4,4824 4,1606 3,8150 3,4481 3,0527 2,6192 2,1490 1,6583 1,1673 0,6857 0,2059 -0,2916 -0,8244 -1,3989 -2,0057 -2,6171 -3,1903 -3,6795 -4,0538 -4,3047 -4,4431 -4,4884 -4,4556 -4,3536 -4,1945 -3,9995 -3,7947 -3,6046 -3,4498 -3,3473 -3,3085 -3,3404 -3,4479 -3,6326 -3,8918 -4,2171 -4,5966 -5,0160 -5,4559 -5,8935 -6,3103 -6,6950 -7,0402 -7,3438 -7,6185 -7,8894 -8,1753 -8,4762 -8,7821 -9,0895 -9,4073 -9,7501 -10,1259 -10,5303 -10,9505 -11,3717 -11,7808 -12,1657 -12,5115 -12,7988 -13,0070 -13,1180 -13,1201 -13,0121 -12,8079 -12,5312 -12,2021 -11,8249 -11,3897 -10,8839 -10,3040 -9,6601
