Fp1   -2,1493 -1,7118 -1,1623 -0,5236 0,1702 0,8456 1,4074 1,7513 1,7983 1,5742 1,2101 0,8199 0,4263 0,0281 -0,3201 -0,5328 -0,5793 -0,5128 -0,4037 -0,2698 -0,0933 0,1307 0,3927 0,6925 1,0385 1,4228 1,7991 2,0791 2,1591 1,9902 1,6443 1,2734 0,9860 0,7785 0,5754 0,3188 0,0177 -0,2802 -0,5476 -0,7930 -1,0379 -1,2989 -1,5769 -1,8522 -2,0820 -2,2014 -2,1594 -1,9734 -1,7311 -1,5372 -1,4679 -1,5364 -1,6703 -1,7568 -1,7370 -1,6356 -1,5031 -1,3569 -1,1680 -0,8934 -0,5410 -0,2104 -0,0450 -0,1253 -0,4059 -0,7338 -0,9240 -0,8695 -0,5983 -0,2045 0,2480 0,7285 1,1807 1,5059 1,5943 1,3622 0,7974 -0,0081 -0,8813 -1,6389 -2,1608 -2,4418 -2,5861 -2,7322 -2,9704 -3,3195 -3,7454 -4,1834 -4,5485 -4,7493 -4,7100 -4,4040 -3,8978 -3,3750 -3,0754 -3,1561 -3,5984 -4,2389 -4,8814 -5,3945 -5,7446 -5,9608 -6,0730 -6,0832 -5,9875 -5,7889 -5,4756 -5,0129 -4,3741 -3,5653 -2,6280 -1,6341 -0,6724 0,1660 0,7742 1,0324 0,8537 0,2311 -0,7163 -1,7283 -2,4954 -2,8041 -2,6093 -2,0373 -1,3439 -0,8046 -0,5997 -0,7876 -1,3313 -2,1188 -2,9782 -3,6989 -4,0758 -3,9761 -3,3861 -2,4110 -1,2399 -0,0889 0,8437 1,3958 1,4712 1,0852 0,3725 -0,4642 -1,2443 -1,8781 -2,3519 -2,6436 -2,6736 -2,3555 -1,6876 -0,7811 0,1875 1,0359 1,6273 1,9120 1,9339 1,8037 1,6560 1,5991 1,6828 1,8916 2,1493 2,3523 2,4250 2,3419 2,1117 1,7646 1,3640 1,0290 0,9325 1,2390 2,0044 3,1247 4,3676 5,4484 6,1121 6,1858 5,5969 4,4054 2,8420 1,2690 0,0376 -0,6579 -0,8257 -0,6227 -0,2605 0,0855 0,3328 0,4874 0,5817 0,6169 0,5783 0,4836 0,3699 0,2591 0,1807 0,1827 0,2793 0,4250 0,5595 0,6583 0,7448 0,8516 0,9696 1,0541 1,0680 0,9894 0,8004 0,5043 0,1334 -0,2861 -0,7356 -1,1414 -1,3579 -1,2472 -0,7651 0,0175 0,9436 1,8091 2,3957 2,5334 2,1957 1,5335 0,7805 0,1187 -0,3720 -0,6851 -0,8478 -0,9145 -0,9726 -1,1182 -1,4065 -1,8220 -2,2862 -2,7007 -2,9882 -3,0952 -2,9956 -2,7217 -2,3845 -2,1349 -2,0703 -2,1770 -2,3813 -2,6247 -2,8624 -3,0331 -3,0761 -2,9708 -2,7496 -2,4728 -2,1805 -1,8677 -1,5164 -1,1545 -0,8739 -0,7847 -0,9439 -1,3044 -1,7259 -2,0384 -2,1018 -1,8396 -1,2562 -0,4365 0,4764 1,3043 1,8751 2,1054 2,0606 1,9275 1,9137 2,1385 2,5985 3,2167 3,9159 4,6576 5,4157 6,1219 6,6495 6,8586 6,6691 6,1108 5,3175 4,4557 3,6464 2,9435 2,3682 1,9629 1,8096 1,9653 2,3695 2,8218 3,0509 2,8483 2,2017 1,3116 0,4590 -0,1337 -0,3444 -0,1385 0,4336 1,2331 2,0524 2,6818 2,9935 2,9831 2,7530 2,4465 2,1700 1,9533 1,7583 1,5199 1,2098 0,8931 0,7164 0,8211 1,2540 1,9374 2,7093 3,4120 3,9643 4,3537 4,5744 4,6179 4,5226 4,3711 4,2330 4,1469 4,1499 4,2839 4,5425 4,8148 4,9141 4,6890 4,1105 3,2892 2,4415 1,8000 1,5096 1,5898 1,9782 2,5891 3,3166 4,0128 4,5262 4,7768 4,7808 4,6119 4,3662 4,1415 3,9901 3,8786 3,7180 3,4558 3,1308 2,8170 2,5402 2,2839 2,0354 1,7924 1,5497 1,3008 1,0512 0,8243 0,6571 0,6078 0,7513 1,1328 1,7128 2,3619 2,9164 3,2571 3,3558 3,2639 3,0773 2,9165 2,9044 3,1151 3,5258 4,0257 4,4810 4,8022 4,9625 4,9801 4,8960 4,7398 4,5035 4,1855 3,8556 3,6186 3,5125 3,4709 3,3809 3,1690 2,8363 2,4335 2,0413 1,7843 1,8156 2,2293 2,9686 3,8315 4,5645 4,9573 4,8979 4,4033 3,6242 2,7913 2,1148 1,7187 1,6541 1,9226 2,4513 3,0801 3,6250 3,9625 4,0605 3,9522 3,7023 3,3982 3,1328 2,9544 2,8393 2,7259 2,5558 2,2781 1,8480 1,2620 0,5967 0,0072 -0,3256 -0,2973 0,0276 0,4367 0,6959 0,6706 0,3866 0,0032 -0,2984 -0,4276 -0,4116 -0,3404 -0,2881 -0,2898 -0,3757 -0,5807 -0,9027 -1,2802 -1,6368 -1,9388 -2,1899 -2,3919 -2,5376 -2,6365 -2,7299 -2,8609 -3,0169 -3,0984 -2,9552 -2,4813 -1,6968 -0,7465 0,1660 0,8544 1,2239 1,3048 1,1764 0,8525 0,2933 -0,4714 -1,2959 -2,0144 -2,5533 -2,9495 -3,2725 -3,5324 -3,6565 -3,5365 -3,1120 -2,4538 -1,7692 -1,2887 -1,1209 -1,2159 -1,4535 -1,7423 -2,0301 -2,2528 -2,3204 -2,1718 -1,8322 -1,4167 -1,0850 -0,9591 -1,0451 -1,2369 -1,4022 -1,4607 -1,4016 -1,2603 -1,0822 -0,8877 -0,6697 -0,4211 -0,1475 0,1439 0,4533 0,7884 1,1575 1,5511 1,9358 2,2713 2,5147 2,6043 2,4772 2,1338 1,6699 1,2149 0,8376 0,5256 0,2331 -0,0742 -0,4008 -0,7190 -0,9747 -1,1176 -1,1382 -1,0602 -0,9018 -0,6734 -0,4020 -0,1245 0,1425 0,4062 0,6485 0,7952 0,7828 0,6484 0,4981 0,3957 0,3342 0,3060 0,3392 0,4576 0,6589 0,9336 1,2819 1,7104 2,2190 2,7966 3,4095 3,9702 4,3515 4,4710 4,3587 4,1376 3,9426 3,8457 3,8292 3,8088 3,6808 3,3704 2,8783 2,2981 1,7738 1,4215 1,2799 1,3295 1,5368 1,8547 2,1861 2,3902 2,3517 2,0390 1,5101 0,8803 0,2762 -0,2014 -0,4961 -0,6116 -0,6213 -0,6514 -0,8381 -1,2757 -1,9579 -2,7515 -3,4517 -3,8718 -3,9037 -3,5610 -2,9809 -2,3492 -1,8218 -1,4953 -1,3770 -1,3747 -1,3713 -1,3091
Fz    -1,6155 -0,9433 -0,2157 0,5142 1,1845 1,7138 2,0255 2,0674 1,8250 1,3515 0,7625 0,1734 -0,3498 -0,7689 -1,0268 -1,0561 -0,8412 -0,4537 -0,0134 0,3795 0,6783 0,8877 1,0447 1,1936 1,3671 1,5776 1,8063 1,9909 2,0369 1,8765 1,5348 1,1152 0,7050 0,3097 -0,1111 -0,5597 -0,9674 -1,2507 -1,3871 -1,4335 -1,4790 -1,5816 -1,7378 -1,8973 -1,9979 -1,9937 -1,8750 -1,6837 -1,4972 -1,3845 -1,3749 -1,4513 -1,5568 -1,6233 -1,6189 -1,5618 -1,4853 -1,4017 -1,2991 -1,1623 -1,0041 -0,8812 -0,8636 -0,9770 -1,1750 -1,3608 -1,4303 -1,3251 -1,0701 -0,7508 -0,4428 -0,1691 0,0745 0,2646 0,3388 0,2365 -0,0502 -0,4620 -0,8982 -1,2648 -1,5201 -1,6965 -1,8747 -2,1283 -2,4866 -2,9296 -3,3936 -3,7834 -4,0053 -4,0076 -3,7963 -3,4211 -2,9646 -2,5545 -2,3519 -2,4854 -2,9815 -3,7498 -4,6255 -5,4334 -6,0386 -6,3679 -6,4064 -6,1817 -5,7536 -5,1951 -4,5584 -3,8624 -3,1123 -2,3178 -1,4890 -0,6369 0,2121 0,9976 1,6107 1,9132 1,7958 1,2402 0,3596 -0,6133 -1,4196 -1,8913 -1,9966 -1,8101 -1,4682 -1,1183 -0,8732 -0,7922 -0,8781 -1,0777 -1,2976 -1,4269 -1,3628 -1,0446 -0,4842 0,2324 0,9801 1,6405 2,1161 2,3223 2,2049 1,7837 1,1732 0,5439 0,0457 -0,2465 -0,3221 -0,1937 0,1247 0,6094 1,2121 1,8573 2,4594 2,9441 3,2652 3,4178 3,4407 3,4043 3,3876 3,4531 3,6293 3,9066 4,2414 4,5708 4,8385 5,0112 5,0814 5,0616 4,9849 4,9170 4,9628 5,2346 5,7860 6,5576 7,3789 8,0279 8,3138 8,1303 7,4685 6,4245 5,2073 4,0979 3,3388 3,0255 3,0886 3,3639 3,6794 3,9173 4,0440 4,0947 4,1122 4,0979 4,0307 3,9119 3,7585 3,5717 3,3495 3,1091 2,8658 2,6174 2,3694 2,1621 2,0603 2,1046 2,2645 2,4539 2,5940 2,6452 2,5962 2,4592 2,2728 2,0767 1,8937 1,7534 1,7029 1,7771 1,9804 2,2891 2,6391 2,9104 2,9572 2,6868 2,1224 1,3915 0,6553 0,0419 -0,3827 -0,6122 -0,6830 -0,6656 -0,6610 -0,7718 -1,0571 -1,5107 -2,0761 -2,6762 -3,2285 -3,6491 -3,8737 -3,8954 -3,7713 -3,5811 -3,3701 -3,1357 -2,8705 -2,5996 -2,3657 -2,1897 -2,0570 -1,9433 -1,8461 -1,7834 -1,7611 -1,7550 -1,7267 -1,6561 -1,5580 -1,4712 -1,4270 -1,4177 -1,3960 -1,3104 -1,1352 -0,8727 -0,5450 -0,1801 0,2023 0,5933 0,9869 1,3813 1,7955 2,2740 2,8546 3,5189 4,1890 4,7769 5,2388 5,5846 5,8417 6,0126 6,0619 5,9243 5,5291 4,8556 3,9888 3,1059 2,3852 1,9201 1,7099 1,7205 1,9353 2,3378 2,8505 3,3062 3,4935 3,2718 2,6812 1,9364 1,2911 0,9085 0,8416 1,0732 1,5313 2,0852 2,5689 2,8426 2,8496 2,6333 2,3139 2,0294 1,8673 1,8368 1,8889 1,9521 1,9732 1,9600 1,9870 2,1447 2,4686 2,9045 3,3398 3,6738 3,8694 3,9473 3,9504 3,9254 3,9225 3,9744 4,0753 4,2026 4,3567 4,5641 4,8315 5,1000 5,2647 5,2444 5,0292 4,6829 4,3230 4,0739 4,0061 4,1174 4,3681 4,7203 5,1293 5,5113 5,7634 5,8271 5,7178 5,4995 5,2491 5,0309 4,8734 4,7662 4,6834 4,6145 4,5772 4,5947 4,6618 4,7386 4,7626 4,6679 4,4122 4,0003 3,4889 2,9681 2,5268 2,2274 2,0997 2,1368 2,2897 2,4768 2,6110 2,6372 2,5577 2,4250 2,3189 2,3251 2,5102 2,8876 3,3957 3,9229 4,3709 4,6977 4,9078 5,0243 5,0808 5,1088 5,1114 5,0680 4,9717 4,8399 4,6833 4,4856 4,2219 3,8923 3,5278 3,1637 2,8341 2,6054 2,5901 2,8897 3,5076 4,3203 5,1336 5,7622 6,0724 6,0014 5,5774 4,9180 4,1890 3,5553 3,1576 3,0859 3,3334 3,7807 4,2531 4,6006 4,7359 4,6346 4,3342 3,9324 3,5587 3,3192 3,2569 3,3414 3,4823 3,5665 3,5093 3,2921 2,9613 2,6021 2,3139 2,1652 2,1356 2,1216 2,0214 1,8090 1,5322 1,2631 1,0517 0,9088 0,8107 0,7178 0,5987 0,4374 0,2219 -0,0568 -0,3879 -0,7361 -1,0698 -1,3876 -1,7023 -2,0067 -2,2701 -2,4695 -2,6180 -2,7527 -2,8892 -2,9834 -2,9458 -2,7079 -2,2870 -1,7876 -1,3452 -1,0639 -0,9802 -1,0585 -1,2361 -1,4795 -1,7791 -2,0958 -2,3509 -2,4790 -2,4858 -2,4475 -2,4489 -2,5114 -2,5856 -2,6033 -2,5330 -2,4096 -2,3180 -2,3280 -2,4337 -2,5655 -2,6666 -2,7495 -2,8671 -3,0280 -3,1615 -3,1749 -3,0315 -2,7736 -2,4925 -2,2745 -2,1569 -2,1302 -2,1761 -2,2818 -2,4221 -2,5598 -2,6743 -2,7671 -2,8370 -2,8634 -2,8105 -2,6367 -2,3064 -1,8094 -1,1776 -0,4845 0,1800 0,7431 1,1616 1,4126 1,4982 1,4617 1,3752 1,2953 1,2295 1,1431 0,9942 0,7627 0,4581 0,1152 -0,2122 -0,4686 -0,6200 -0,6547 -0,5701 -0,3726 -0,0842 0,2684 0,6706 1,1140 1,5652 1,9559 2,2328 2,4128 2,5576 2,7033 2,8448 2,9763 3,1067 3,2307 3,3277 3,3995 3,4818 3,6198 3,8410 4,1481 4,5190 4,9021 5,2260 5,4311 5,4987 5,4495 5,3222 5,1533 4,9612 4,7360 4,4455 4,0631 3,5986 3,1062 2,6630 2,3300 2,1212 2,0116 1,9689 1,9543 1,8934 1,6840 1,2584 0,6388 -0,0648 -0,7093 -1,1843 -1,4481 -1,5205 -1,4558 -1,3204 -1,1859 -1,1312 -1,2341 -1,5341 -1,9889 -2,4800 -2,8693 -3,0592 -3,0351 -2,8678 -2,6668 -2,5288 -2,5109 -2,6047 -2,7361 -2,8284 -2,8611
F3    -1,7301 -1,2552 -0,7363 -0,2502 0,1205 0,3127 0,3226 0,1971 -0,0104 -0,2571 -0,5097 -0,7427 -0,9276 -1,0200 -0,9577 -0,6806 -0,1856 0,4273 0,9842 1,3310 1,4233 1,3534 1,2834 1,3333 1,5161 1,7583 1,9550 2,0096 1,8608 1,5175 1,0729 0,6514 0,3242 0,0761 -0,1508 -0,3877 -0,6133 -0,7860 -0,8893 -0,9428 -0,9717 -0,9742 -0,9268 -0,8234 -0,7023 -0,6279 -0,6495 -0,7837 -1,0201 -1,3183 -1,6022 -1,7767 -1,7730 -1,5937 -1,3170 -1,0504 -0,8716 -0,7972 -0,7909 -0,7996 -0,8016 -0,8286 -0,9284 -1,1074 -1,3165 -1,4821 -1,5544 -1,5445 -1,5229 -1,5661 -1,6843 -1,7990 -1,8077 -1,6699 -1,4169 -1,0975 -0,7394 -0,3518 0,0498 0,4165 0,6536 0,6496 0,3299 -0,3083 -1,2019 -2,2410 -3,2835 -4,1712 -4,7612 -4,9696 -4,8044 -4,3591 -3,7707 -3,1873 -2,7570 -2,6153 -2,8414 -3,3992 -4,1229 -4,7811 -5,1732 -5,2117 -4,9485 -4,5160 -4,0295 -3,5446 -3,0687 -2,5801 -2,0481 -1,4517 -0,7946 -0,1214 0,4942 0,9935 1,3486 1,5448 1,5713 1,4249 1,1201 0,7074 0,2686 -0,1250 -0,4414 -0,6856 -0,8891 -1,0894 -1,2971 -1,4783 -1,5706 -1,5167 -1,2830 -0,8602 -0,2811 0,3667 0,9757 1,4767 1,8565 2,1227 2,2586 2,2243 1,9960 1,5983 1,1117 0,6578 0,3474 0,2343 0,3201 0,5748 0,9390 1,3360 1,7010 2,0000 2,2267 2,3767 2,4339 2,3940 2,2908 2,1778 2,0979 2,0915 2,2224 2,5672 3,1538 3,9098 4,6829 5,3167 5,7141 5,8622 5,8300 5,7418 5,7279 5,8752 6,1896 6,5802 6,8806 6,9221 6,6239 6,0355 5,2966 4,5607 3,9528 3,5668 3,4504 3,5839 3,8939 4,2895 4,6830 4,9964 5,1785 5,2256 5,1663 5,0281 4,8382 4,6443 4,4910 4,3755 4,2514 4,0633 3,7659 3,3371 2,8038 2,2558 1,8166 1,5688 1,4920 1,4879 1,4712 1,4278 1,3877 1,3810 1,4401 1,6138 1,9444 2,4187 2,9482 3,4168 3,7566 3,9630 4,0400 3,9457 3,6094 3,0090 2,2117 1,3405 0,5329 -0,0794 -0,4095 -0,4542 -0,2909 -0,0546 0,0918 0,0149 -0,3356 -0,9269 -1,6725 -2,4505 -3,1285 -3,6090 -3,8654 -3,9460 -3,9448 -3,9383 -3,9249 -3,8309 -3,5813 -3,1682 -2,6700 -2,2084 -1,8747 -1,6979 -1,6661 -1,7493 -1,8918 -2,0062 -2,0019 -1,8271 -1,4842 -1,0272 -0,5475 -0,1247 0,2204 0,5076 0,7439 0,9015 0,9376 0,8310 0,6190 0,4130 0,3629 0,5796 1,0759 1,7733 2,5557 3,3161 3,9746 4,4872 4,8563 5,1171 5,2965 5,3857 5,3451 5,1148 4,6291 3,8707 2,9445 2,0770 1,5027 1,3269 1,4873 1,8383 2,2605 2,6984 3,1205 3,4607 3,6020 3,4431 3,0109 2,4858 2,0840 1,9359 2,0681 2,4364 2,9442 3,4556 3,8341 3,9884 3,8929 3,5813 3,1420 2,7012 2,3656 2,1601 2,0262 1,8829 1,7072 1,5720 1,5937 1,8323 2,2419 2,7075 3,1174 3,4037 3,5456 3,5753 3,5770 3,6496 3,8620 4,2224 4,6730 5,1235 5,5003 5,7682 5,9134 5,9152 5,7559 5,4671 5,1346 4,8497 4,6720 4,6205 4,6757 4,7978 4,9538 5,1232 5,2812 5,3864 5,3942 5,2799 5,0415 4,7006 4,3204 3,9930 3,7875 3,7341 3,8440 4,1043 4,4634 4,8466 5,1886 5,4521 5,6140 5,6367 5,4690 5,0812 4,5034 3,8306 3,1847 2,6638 2,3113 2,1111 2,0044 1,9247 1,8355 1,7479 1,7056 1,7602 1,9548 2,3061 2,7842 3,3132 3,7995 4,1713 4,4062 4,5182 4,5186 4,4069 4,2087 4,0045 3,8864 3,8885 3,9760 4,0859 4,1548 4,1312 3,9917 3,7538 3,4621 3,1541 2,8430 2,5407 2,2990 2,2129 2,3619 2,7465 3,2823 3,8368 4,2717 4,4905 4,4727 4,2656 3,9562 3,6600 3,5086 3,6032 3,9459 4,4149 4,8207 4,9975 4,8537 4,3803 3,6524 2,8291 2,1217 1,7184 1,6976 1,9934 2,4411 2,8652 3,1411 3,2092 3,0590 2,7253 2,3011 1,9104 1,6237 1,4214 1,2633 1,1670 1,1875 1,3316 1,5190 1,6354 1,6070 1,4211 1,0972 0,6612 0,1571 -0,3337 -0,7163 -0,9435 -1,0399 -1,0708 -1,0991 -1,1607 -1,2635 -1,4035 -1,5784 -1,7825 -1,9903 -2,1561 -2,2399 -2,2349 -2,1651 -2,0610 -1,9467 -1,8539 -1,8250 -1,8862 -2,0308 -2,2284 -2,4188 -2,4972 -2,3578 -1,9792 -1,4605 -0,9707 -0,6533 -0,5592 -0,6518 -0,8589 -1,1242 -1,4351 -1,8053 -2,2188 -2,5953 -2,8307 -2,8830 -2,8186 -2,7631 -2,8000 -2,9159 -3,0314 -3,0551 -2,9135 -2,5825 -2,1210 -1,6476 -1,2654 -1,0166 -0,8917 -0,8639 -0,9226 -1,0821 -1,3533 -1,7147 -2,1025 -2,4038 -2,4712 -2,1895 -1,5468 -0,6406 0,3637 1,2870 1,9966 2,4367 2,6179 2,6001 2,4761 2,3362 2,2297 2,1508 2,0494 1,8656 1,5718 1,1843 0,7418 0,2861 -0,1501 -0,5483 -0,8860 -1,1161 -1,1796 -1,0396 -0,6999 -0,1970 0,4176 1,0893 1,7698 2,4346 3,0774 3,6643 4,1084 4,3126 4,2380 3,9216 3,4380 2,8711 2,3251 1,9199 1,7482 1,8354 2,1511 2,6436 3,2547 3,9173 4,5531 5,0782 5,4206 5,5485 5,4873 5,2921 5,0047 4,6412 4,2084 3,7258 3,2391 2,8129 2,4984 2,3014 2,1816 2,0833 1,9584 1,7503 1,3852 0,8160 0,0786 -0,6990 -1,3504 -1,7604 -1,9235 -1,9194 -1,8332 -1,7041 -1,5365 -1,3456 -1,1946 -1,1832 -1,3855 -1,8017 -2,3544 -2,9116 -3,3278 -3,5026 -3,4178 -3,1325 -2,7501 -2,3683 -2,0486 -1,8368 -1,7822
F7    -0,9904 -0,8723 -0,6921 -0,4780 -0,2558 -0,0462 0,1366 0,2844 0,3849 0,4180 0,3798 0,2978 0,1993 0,0888 -0,0274 -0,1135 -0,1153 0,0028 0,2263 0,4946 0,7353 0,9121 1,0521 1,2161 1,4432 1,7254 2,0153 2,2382 2,3146 2,2001 1,9179 1,5346 1,0937 0,5891 0,0138 -0,5788 -1,0782 -1,3909 -1,5076 -1,4996 -1,4600 -1,4487 -1,4841 -1,5558 -1,6269 -1,6423 -1,5627 -1,3883 -1,1583 -0,9416 -0,8137 -0,8114 -0,9015 -1,0052 -1,0595 -1,0523 -1,0031 -0,9322 -0,8456 -0,7240 -0,5362 -0,2888 -0,0455 0,1209 0,1823 0,1655 0,1328 0,1497 0,2442 0,3844 0,4976 0,5100 0,3822 0,1241 -0,2242 -0,6268 -1,0573 -1,4735 -1,8083 -1,9977 -2,0148 -1,8812 -1,6528 -1,3936 -1,1508 -0,9415 -0,7596 -0,6073 -0,5218 -0,5616 -0,7612 -1,1007 -1,5192 -1,9470 -2,3268 -2,6208 -2,8179 -2,9388 -3,0247 -3,1043 -3,1684 -3,1745 -3,0691 -2,8072 -2,3695 -1,7641 -1,0159 -0,1782 0,6602 1,4116 2,0350 2,5415 2,9624 3,2994 3,4888 3,4235 3,0380 2,3813 1,6067 0,8857 0,3219 -0,0576 -0,2400 -0,1953 0,0740 0,4846 0,9029 1,2131 1,3662 1,4005 1,4141 1,4994 1,6957 1,9882 2,3237 2,6264 2,8284 2,8963 2,8260 2,6307 2,3525 2,0756 1,8925 1,8402 1,8857 1,9818 2,1146 2,2854 2,4736 2,6443 2,7853 2,9122 3,0405 3,1705 3,2956 3,4104 3,5132 3,6228 3,7915 4,0683 4,4319 4,7780 4,9926 5,0295 4,9190 4,7289 4,5320 4,3863 4,3272 4,3836 4,5997 5,0174 5,6341 6,3870 7,1690 7,8468 8,2810 8,3640 8,0571 7,4041 6,5234 5,5878 4,7775 4,2080 3,8868 3,7397 3,6749 3,6279 3,5735 3,5165 3,4713 3,4371 3,3853 3,2702 3,0596 2,7646 2,4516 2,2193 2,1457 2,2500 2,4944 2,8059 3,1041 3,3294 3,4593 3,4979 3,4539 3,3275 3,1130 2,8115 2,4454 2,0524 1,6713 1,3539 1,1777 1,2164 1,4828 1,8979 2,3200 2,6179 2,7301 2,6616 2,4534 2,1675 1,8666 1,5750 1,2780 0,9795 0,7360 0,6197 0,6534 0,7823 0,9062 0,9373 0,8355 0,6062 0,2904 -0,0448 -0,3268 -0,4958 -0,5121 -0,3713 -0,1292 0,1068 0,2279 0,1764 -0,0266 -0,2891 -0,4983 -0,5802 -0,5226 -0,3502 -0,0941 0,2103 0,5224 0,8066 1,0308 1,1660 1,2052 1,1772 1,1393 1,1510 1,2370 1,3674 1,4825 1,5503 1,5971 1,6785 1,8271 2,0383 2,3042 2,6421 3,0783 3,6106 4,1864 4,7144 5,1144 5,3644 5,4868 5,4978 5,3866 5,1467 4,8145 4,4539 4,1049 3,7792 3,5035 3,3334 3,3182 3,4632 3,7254 4,0364 4,3232 4,5194 4,5840 4,5130 4,3286 4,0671 3,7796 3,5300 3,3846 3,3855 3,5171 3,6979 3,8213 3,8210 3,7113 3,5637 3,4398 3,3522 3,2855 3,2321 3,1991 3,2013 3,2572 3,3788 3,5686 3,8245 4,1315 4,4437 4,6949 4,8406 4,8950 4,9154 4,9471 5,0013 5,0781 5,1754 5,2732 5,3357 5,3385 5,2870 5,2129 5,1526 5,1169 5,0739 4,9713 4,7851 4,5485 4,3405 4,2537 4,3556 4,6535 5,0788 5,5038 5,7965 5,8820 5,7678 5,5178 5,2077 4,8929 4,6063 4,3601 4,1354 3,8882 3,5962 3,2952 3,0586 2,9406 2,9362 2,9916 3,0582 3,1298 3,2155 3,2981 3,3378 3,3089 3,2180 3,0938 2,9698 2,8727 2,8149 2,7916 2,7768 2,7370 2,6615 2,5771 2,5353 2,5825 2,7254 2,9141 3,0712 3,1488 3,1497 3,0973 3,0058 2,8752 2,6976 2,4792 2,2704 2,1533 2,1737 2,2952 2,4225 2,4602 2,3623 2,1466 1,8779 1,6454 1,5494 1,6786 2,0647 2,6366 3,2348 3,6907 3,8999 3,8423 3,5723 3,1925 2,8042 2,4697 2,2202 2,0748 2,0354 2,0768 2,1557 2,2338 2,2905 2,3181 2,3021 2,2095 2,0188 1,7573 1,4875 1,2642 1,1137 1,0436 1,0552 1,1318 1,2316 1,3198 1,3966 1,4792 1,5654 1,6207 1,5952 1,4546 1,1961 0,8470 0,4619 0,1151 -0,1296 -0,2545 -0,2966 -0,3220 -0,3933 -0,5471 -0,7825 -1,0570 -1,3037 -1,4682 -1,5309 -1,4914 -1,3587 -1,1671 -0,9798 -0,8635 -0,8674 -1,0143 -1,2885 -1,6199 -1,9104 -2,1038 -2,2185 -2,2980 -2,3379 -2,2714 -2,0290 -1,6150 -1,1229 -0,6768 -0,3719 -0,2476 -0,2872 -0,4464 -0,6898 -0,9994 -1,3533 -1,7093 -2,0131 -2,2192 -2,3061 -2,2834 -2,1901 -2,0805 -2,0002 -1,9746 -2,0159 -2,1159 -2,2216 -2,2511 -2,1465 -1,9154 -1,6315 -1,3913 -1,2458 -1,1735 -1,1223 -1,0741 -1,0620 -1,1133 -1,1953 -1,2390 -1,1942 -1,0452 -0,7930 -0,4469 -0,0308 0,4102 0,8244 1,1779 1,4727 1,7360 1,9834 2,1969 2,3363 2,3558 2,2215 1,9358 1,5490 1,1368 0,7660 0,4728 0,2555 0,0824 -0,0834 -0,2529 -0,3971 -0,4630 -0,4040 -0,2013 0,1175 0,4747 0,7803 0,9848 1,0866 1,0921 0,9881 0,7654 0,4605 0,1619 -0,0269 -0,0361 0,1450 0,4819 0,9176 1,3786 1,7807 2,0591 2,2074 2,2840 2,3715 2,5157 2,6938 2,8395 2,9057 2,9036 2,8831 2,8863 2,9224 2,9720 3,0024 2,9880 2,9235 2,8111 2,6388 2,3894 2,0709 1,7222 1,3933 1,1314 0,9710 0,9181 0,9408 0,9730 0,9373 0,7799 0,4855 0,0798 -0,3704 -0,7777 -1,0767 -1,2484 -1,3225 -1,3605 -1,4157 -1,4933 -1,5503 -1,5325 -1,4168 -1,2285 -1,0257 -0,8721 -0,8172 -0,8886 -1,0818 -1,3354 -1,5360 -1,5826 -1,4522
