Fp1   0,1429 0,0262 0,0069 0,0414 0,0817 0,0883 0,0410 -0,0527 -0,1578 -0,2223 -0,2008 -0,0795 0,1163 0,3406 0,5555 0,7446 0,9028 1,0221 1,0911 1,1036 1,0631 0,9852 0,9016 0,8508 0,8579 0,9202 1,0128 1,1072 1,1786 1,1991 1,1392 0,9899 0,7750 0,5350 0,3053 0,1072 -0,0533 -0,1885 -0,3295 -0,5139 -0,7658 -1,0827 -1,4342 -1,7755 -2,0674 -2,2845 -2,4033 -2,3941 -2,2422 -1,9850 -1,7074 -1,4832 -1,3270 -1,1993 -1,0506 -0,8628 -0,6615 -0,4954 -0,4073 -0,4153 -0,5053 -0,6338 -0,7396 -0,7639 -0,6794 -0,5052 -0,2913 -0,0955 0,0244 0,0202 -0,1237 -0,3792 -0,6894 -0,9944 -1,2498 -1,4323 -1,5402 -1,5922 -1,6217 -1,6653 -1,7482 -1,8746 -2,0320 -2,2068 -2,3954 -2,6021 -2,8274 -3,0568 -3,2591 -3,4006 -3,4636 -3,4606 -3,4281 -3,4002 -3,3873 -3,3775 -3,3526 -3,3100 -3,2749 -3,2878 -3,3820 -3,5711 -3,8440 -4,1687 -4,5184 -4,8976 -5,3311 -5,8306 -6,3814 -6,9565 -7,5297 -8,0808 -8,6005 -9,0878 -9,5361 -9,9274 -10,2462 -10,4888 -10,6539 -10,7304 -10,6952 -10,5304 -10,2492 -9,8964 -9,5205 -9,1539 -8,8119 -8,4910 -8,1673 -7,8052 -7,3696 -6,8468 -6,2604 -5,6620 -5,1031 -4,6167 -4,2170 -3,9064 -3,6811 -3,5326 -3,4418 -3,3737 -3,2783 -3,0968 -2,7884 -2,3652 -1,9024 -1,5009 -1,2289 -1,0812 -0,9873 -0,8682 -0,6933 -0,4908 -0,3059 -0,1532 -0,0055 0,1752 0,4050 0,6707 0,9408 1,1754 1,3341 1,3806 1,2913 1,0618 0,7132 0,2922 -0,1341 -0,4953 -0,7446 -0,8816 -0,9500 -1,0070 -1,0929 -1,2182 -1,3695 -1,5255 -1,6730 -1,8121 -1,9486 -2,0882 -2,2396 -2,4190 -2,6357 -2,8805 -3,1396 -3,4091 -3,6820 -3,9421 -4,1798 -4,3990 -4,6103 -4,8301 -5,0794 -5,3742 -5,7144 -6,0855 -6,4693 -6,8482 -7,2038 -7,5238 -7,8167 -8,1176 -8,4676 -8,8778 -9,3121 -9,7021 -9,9826 -10,1244 -10,1388 -10,0539 -9,8874 -9,6422 -9,3138 -8,9004 -8,4155 -7,8913 -7,3698 -6,8922 -6,4870 -6,1553 -5,8728 -5,6143 -5,3701 -5,1480 -4,9707 -4,8621 -4,8355 -4,8925 -5,0256 -5,2151 -5,4272 -5,6214 -5,7648 -5,8459 -5,8787 -5,8914 -5,9078 -5,9412 -5,9956 -6,0703 -6,1665 -6,2868 -6,4267 -6,5686 -6,6854 -6,7578 -6,8018 -6,8778 -7,0518 -7,3346 -7,6700 -7,9807 -8,2138 -8,3522 -8,4040 -8,3922 -8,3445 -8,2844 -8,2200 -8,1364 -8,0084 -7,8251 -7,5967 -7,3429 -7,0777 -6,8075 -6,5393 -6,2834 -6,0454 -5,8134 -5,5614 -5,2746 -4,9706 -4,6895 -4,4588 -4,2714 -4,0956 -3,9022 -3,6813 -3,4454 -3,2218 -3,0376 -2,9108 -2,8571 -2,8900 -3,0003 -3,1479 -3,2805 -3,3624 -3,3904 -3,3880 -3,3862 -3,4071 -3,4567 -3,5256 -3,5945 -3,6432 -3,6604 -3,6474 -3,6121 -3,5656 -3,5232 -3,5039 -3,5255 -3,5954 -3,7053 -3,8354 -3,9579 -4,0395 -4,0513 -3,9768 -3,8171 -3,5956 -3,3450 -3,0857 -2,8250 -2,5807 -2,3986 -2,3351 -2,4106 -2,5838 -2,7778 -2,9338 -3,0396 -3,1228 -3,2164 -3,3198 -3,3894 -3,3704 -3,2389 -3,0224 -2,7848 -2,5828 -2,4318 -2,3067 -2,1677 -1,9960 -1,8098 -1,6465 -1,5349 -1,4834 -1,4858 -1,5298 -1,6007 -1,6749 -1,7169 -1,6958 -1,6065 -1,4754 -1,3485 -1,2658 -1,2359 -1,2350 -1,2242 -1,1638 -1,0230 -0,7967 -0,5178 -0,2387 -0,0011 0,1780 0,3039 0,3983 0,4939 0,6191 0,7740 0,9290 1,0558 1,1519 1,2307 1,2978 1,3448 1,3593 1,3390 1,3001 1,2667 1,2521 1,2573 1,2849 1,3389 1,4118 1,4862 1,5514 1,6089 1,6593 1,6944 1,7085 1,7111 1,7282 1,7924 1,9259 2,1234 2,3432 2,5213 2,6036 2,5685 2,4349 2,2584 2,1096 2,0368 2,0363 2,0599 2,0534 1,9878 1,8719 1,7508 1,6827 1,7094 1,8477 2,0997 2,4532 2,8701 3,2837 3,6202 3,8312 3,9132 3,8979 3,8284 3,7387 3,6400 3,5240 3,3838 3,2274 3,0698 2,9261 2,8145 2,7491 2,7244 2,7158 2,6963 2,6603 2,6320 2,6520 2,7545 2,9491 3,2046 3,4538 3,6284 3,6966 3,6714 3,5951 3,5169 3,4742 3,4815 3,5284 3,5825 3,6022 3,5609 3,4674 3,3607 3,2839 3,2633 3,2997 3,3683 3,4287 3,4414 3,3856 3,2741 3,1541 3,0842 3,1013 3,2025 3,3448 3,4616 3,4950 3,4237 3,2645 3,0578 2,8500 2,6775 2,5603 2,5033 2,4992 2,5304 2,5652 2,5593 2,4712 2,2823 2,0058 1,6765 1,3328 1,0004 0,6836 0,3697 0,0446 -0,2978 -0,6548 -1,0163 -1,3656 -1,6823 -1,9499 -2,1619 -2,3226 -2,4400 -2,5068 -2,4927 -2,3666 -2,1307 -1,8287 -1,5253 -1,2773 -1,1095 -1,0043 -0,9135 -0,7905 -0,6194 -0,4141 -0,1974 0,0116 0,1971 0,3483 0,4682 0,5783 0,7092 0,8830 1,1034 1,3590 1,6307 1,8974 2,1407 2,3452 2,4937 2,5643 2,5362 2,4106 2,2267 2,0550 1,9681 2,0066 2,1583 2,3613 2,5248 2,5604 2,4165 2,1039 1,6909 1,2645 0,8892 0,5922 0,3764 0,2439 0,2006 0,2345 0,3067 0,3776 0,4284 0,4504 0,4337 0,3727 0,2783 0,1822 0,1310 0,1649 0,2892 0,4678 0,6525 0,8193 0,9724 1,1231 1,2761 1,4236 1,5393 1,5802 1,5020 1,2755 0,8978 0,3912 -0,2086 -0,8596 -1,5149 -2,1320 -2,6869 -3,1725 -3,5864 -3,9247 -4,1929 -4,4136 -4,6177 -4,8248 -5,0411 -5,2783 -5,5655 -5,9282 -6,3558 -6,7996 -7,2093 -7,5648 -7,8653 -8,1034 -8,2636 -8,3407 -8,3465 -8,2976 -8,2069 -8,0851 -7,9444 -7,7940 -7,6326
Fz    -0,3812 -0,4758 -0,5328 -0,5644 -0,5761 -0,5612 -0,5061 -0,3974 -0,2306 -0,0175 0,2156 0,4368 0,6170 0,7382 0,7982 0,8088 0,7866 0,7444 0,6896 0,6268 0,5611 0,5016 0,4605 0,4489 0,4761 0,5488 0,6662 0,8151 0,9670 1,0793 1,1039 1,0078 0,7921 0,4904 0,1526 -0,1694 -0,4324 -0,6120 -0,7098 -0,7503 -0,7676 -0,7931 -0,8477 -0,9343 -1,0332 -1,1109 -1,1373 -1,0992 -1,0059 -0,8875 -0,7814 -0,7121 -0,6760 -0,6410 -0,5683 -0,4411 -0,2772 -0,1126 0,0185 0,0959 0,1215 0,1216 0,1393 0,2182 0,3793 0,6082 0,8664 1,1071 1,2821 1,3483 1,2803 1,0796 0,7727 0,4028 0,0185 -0,3378 -0,6414 -0,8900 -1,0961 -1,2732 -1,4294 -1,5734 -1,7175 -1,8712 -2,0328 -2,1878 -2,3165 -2,4072 -2,4641 -2,5013 -2,5261 -2,5356 -2,5324 -2,5305 -2,5392 -2,5475 -2,5331 -2,4863 -2,4208 -2,3638 -2,3459 -2,3975 -2,5376 -2,7633 -3,0613 -3,4233 -3,8421 -4,3014 -4,7823 -5,2771 -5,7902 -6,3305 -6,9059 -7,5154 -8,1436 -8,7632 -9,3411 -9,8404 -10,2216 -10,4514 -10,5128 -10,4156 -10,1989 -9,9121 -9,5941 -9,2710 -8,9642 -8,6866 -8,4318 -8,1729 -7,8743 -7,5091 -7,0731 -6,5878 -6,0908 -5,6184 -5,1915 -4,8114 -4,4678 -4,1485 -3,8390 -3,5221 -3,1855 -2,8259 -2,4452 -2,0472 -1,6409 -1,2412 -0,8620 -0,5001 -0,1279 0,2840 0,7312 1,1701 1,5464 1,8273 2,0101 2,1127 2,1582 2,1697 2,1704 2,1795 2,1994 2,2078 2,1646 2,0345 1,8081 1,5072 1,1723 0,8448 0,5516 0,2963 0,0614 -0,1784 -0,4382 -0,7116 -0,9763 -1,2105 -1,4076 -1,5745 -1,7143 -1,8178 -1,8794 -1,9182 -1,9749 -2,0892 -2,2807 -2,5438 -2,8516 -3,1690 -3,4690 -3,7423 -3,9967 -4,2500 -4,5187 -4,8105 -5,1228 -5,4424 -5,7481 -6,0177 -6,2401 -6,4270 -6,6170 -6,8579 -7,1767 -7,5622 -7,9753 -8,3714 -8,7159 -8,9862 -9,1691 -9,2610 -9,2694 -9,2081 -9,0862 -8,9053 -8,6688 -8,3884 -8,0840 -7,7774 -7,4853 -7,2140 -6,9636 -6,7389 -6,5531 -6,4250 -6,3727 -6,4043 -6,5150 -6,6941 -6,9298 -7,2018 -7,4722 -7,6898 -7,8059 -7,7927 -7,6574 -7,4427 -7,2102 -7,0143 -6,8801 -6,8022 -6,7604 -6,7388 -6,7293 -6,7235 -6,7053 -6,6627 -6,6099 -6,5938 -6,6653 -6,8398 -7,0878 -7,3657 -7,6490 -7,9335 -8,2118 -8,4607 -8,6518 -8,7691 -8,8118 -8,7862 -8,7031 -8,5818 -8,4522 -8,3437 -8,2676 -8,2091 -8,1380 -8,0241 -7,8516 -7,6211 -7,3435 -7,0364 -6,7268 -6,4476 -6,2202 -6,0380 -5,8729 -5,6995 -5,5135 -5,3325 -5,1823 -5,0816 -5,0345 -5,0315 -5,0530 -5,0782 -5,0992 -5,1259 -5,1704 -5,2315 -5,2917 -5,3270 -5,3204 -5,2689 -5,1850 -5,0872 -4,9902 -4,9045 -4,8404 -4,8090 -4,8210 -4,8856 -5,0016 -5,1500 -5,2994 -5,4244 -5,5198 -5,5987 -5,6783 -5,7700 -5,8738 -5,9757 -6,0524 -6,0733 -6,0073 -5,8415 -5,5952 -5,3173 -5,0682 -4,8935 -4,8040 -4,7779 -4,7855 -4,8131 -4,8684 -4,9683 -5,1155 -5,2800 -5,4052 -5,4366 -5,3537 -5,1800 -4,9649 -4,7612 -4,6064 -4,5107 -4,4611 -4,4384 -4,4333 -4,4532 -4,5149 -4,6294 -4,7940 -4,9931 -5,1980 -5,3692 -5,4712 -5,4888 -5,4341 -5,3380 -5,2274 -5,1087 -4,9743 -4,8170 -4,6349 -4,4262 -4,1934 -3,9531 -3,7324 -3,5527 -3,4143 -3,2938 -3,1539 -2,9588 -2,6824 -2,3191 -1,8907 -1,4391 -1,0105 -0,6503 -0,4017 -0,2968 -0,3441 -0,5203 -0,7736 -1,0431 -1,2786 -1,4448 -1,5124 -1,4601 -1,2830 -0,9924 -0,6133 -0,1902 0,2101 0,5113 0,6586 0,6506 0,5437 0,4185 0,3388 0,3331 0,3951 0,4920 0,5774 0,6074 0,5570 0,4350 0,2829 0,1524 0,0771 0,0625 0,0946 0,1547 0,2331 0,3322 0,4524 0,5781 0,6848 0,7575 0,7991 0,8213 0,8297 0,8180 0,7753 0,6965 0,5837 0,4436 0,2844 0,1146 -0,0574 -0,2179 -0,3472 -0,4318 -0,4690 -0,4564 -0,3887 -0,2669 -0,1028 0,0862 0,2825 0,4718 0,6439 0,7930 0,9140 0,9928 1,0044 0,9252 0,7477 0,4905 0,1977 -0,0762 -0,2895 -0,4307 -0,5176 -0,5828 -0,6573 -0,7612 -0,8935 -1,0259 -1,1173 -1,1371 -1,0834 -0,9841 -0,8825 -0,8189 -0,8162 -0,8653 -0,9208 -0,9236 -0,8363 -0,6654 -0,4565 -0,2675 -0,1350 -0,0618 -0,0262 0,0035 0,0597 0,1632 0,3180 0,5090 0,6991 0,8347 0,8653 0,7648 0,5405 0,2252 -0,1362 -0,4993 -0,8316 -1,1245 -1,3965 -1,6769 -1,9823 -2,3097 -2,6494 -2,9966 -3,3514 -3,7131 -4,0740 -4,4181 -4,7267 -4,9827 -5,1660 -5,2530 -5,2297 -5,1091 -4,9331 -4,7552 -4,6159 -4,5224 -4,4456 -4,3396 -4,1747 -3,9597 -3,7326 -3,5276 -3,3542 -3,2051 -3,0681 -2,9294 -2,7770 -2,6104 -2,4404 -2,2756 -2,1132 -1,9441 -1,7619 -1,5667 -1,3665 -1,1782 -1,0246 -0,9277 -0,8980 -0,9190 -0,9473 -0,9366 -0,8666 -0,7590 -0,6708 -0,6716 -0,8126 -1,0974 -1,4747 -1,8648 -2,2024 -2,4623 -2,6610 -2,8384 -3,0290 -3,2399 -3,4577 -3,6692 -3,8644 -4,0292 -4,1488 -4,2142 -4,2223 -4,1734 -4,0672 -3,8994 -3,6732 -3,4202 -3,1986 -3,0606 -3,0184 -3,0389 -3,0676 -3,0574 -2,9894 -2,8802 -2,7787 -2,7464 -2,8298 -3,0445 -3,3814 -3,8216 -4,3425 -4,9170 -5,5153 -6,1090 -6,6706 -7,1715 -7,5938 -7,9438 -8,2498 -8,5459 -8,8509 -9,1616 -9,4657 -9,7630 -10,0687 -10,3965 -10,7476 -11,1238 -11,5347 -11,9831 -12,4478 -12,8868 -13,2539 -13,5129 -13,6460 -13,6588 -13,5773 -13,4316 -13,2429 -13,0196
F3    1,7561 1,5380 1,3153 1,0871 0,8567 0,6280 0,4065 0,2074 0,0595 -0,0040 0,0397 0,1926 0,4320 0,7182 1,0104 1,2761 1,4864 1,6112 1,6251 1,5213 1,3154 1,0424 0,7483 0,4791 0,2728 0,1531 0,1238 0,1670 0,2428 0,2942 0,2644 0,1260 -0,1005 -0,3595 -0,5910 -0,7532 -0,8351 -0,8593 -0,8719 -0,9235 -1,0477 -1,2454 -1,4868 -1,7276 -1,9266 -2,0568 -2,1088 -2,0920 -2,0335 -1,9740 -1,9528 -1,9866 -2,0552 -2,1100 -2,1010 -2,0075 -1,8454 -1,6493 -1,4499 -1,2641 -1,0970 -0,9481 -0,8128 -0,6797 -0,5376 -0,3920 -0,2653 -0,1849 -0,1765 -0,2580 -0,4259 -0,6502 -0,8875 -1,0998 -1,2641 -1,3736 -1,4358 -1,4705 -1,5091 -1,5832 -1,7129 -1,9042 -2,1530 -2,4441 -2,7499 -3,0362 -3,2743 -3,4477 -3,5517 -3,5860 -3,5452 -3,4252 -3,2443 -3,0510 -2,9048 -2,8482 -2,8877 -2,9978 -3,1423 -3,2986 -3,4704 -3,6805 -3,9448 -4,2556 -4,5945 -4,9562 -5,3499 -5,7827 -6,2489 -6,7349 -7,2265 -7,7125 -8,1834 -8,6240 -9,0100 -9,3172 -9,5333 -9,6581 -9,6985 -9,6658 -9,5723 -9,4300 -9,2543 -9,0553 -8,8281 -8,5621 -8,2592 -7,9337 -7,6014 -7,2742 -6,9600 -6,6634 -6,3825 -6,1075 -5,8231 -5,5183 -5,1932 -4,8562 -4,5164 -4,1779 -3,8347 -3,4766 -3,1005 -2,7137 -2,3302 -1,9697 -1,6599 -1,4299 -1,2923 -1,2237 -1,1651 -1,0541 -0,8659 -0,6215 -0,3590 -0,1020 0,1512 0,4144 0,6906 0,9624 1,2005 1,3759 1,4621 1,4354 1,2830 1,0140 0,6616 0,2750 -0,0936 -0,4025 -0,6274 -0,7671 -0,8463 -0,9098 -1,0010 -1,1394 -1,3169 -1,5137 -1,7191 -1,9357 -2,1654 -2,3978 -2,6174 -2,8177 -3,0034 -3,1831 -3,3676 -3,5640 -3,7659 -3,9558 -4,1268 -4,2930 -4,4786 -4,6985 -4,9500 -5,2232 -5,5163 -5,8352 -6,1826 -6,5545 -6,9442 -7,3462 -7,7557 -8,1641 -8,5556 -8,9078 -9,1963 -9,4036 -9,5239 -9,5619 -9,5242 -9,4146 -9,2395 -9,0110 -8,7403 -8,4315 -8,0895 -7,7266 -7,3593 -6,9991 -6,6494 -6,3045 -5,9554 -5,5995 -5,2467 -4,9224 -4,6641 -4,5073 -4,4731 -4,5628 -4,7533 -4,9977 -5,2385 -5,4277 -5,5396 -5,5746 -5,5553 -5,5137 -5,4732 -5,4374 -5,3920 -5,3202 -5,2229 -5,1261 -5,0665 -5,0708 -5,1479 -5,2922 -5,4953 -5,7574 -6,0796 -6,4423 -6,7989 -7,1023 -7,3296 -7,4790 -7,5559 -7,5692 -7,5375 -7,4926 -7,4679 -7,4763 -7,5019 -7,5142 -7,4862 -7,3992 -7,2412 -7,0126 -6,7315 -6,4283 -6,1348 -5,8751 -5,6575 -5,4756 -5,3221 -5,1975 -5,1019 -5,0220 -4,9333 -4,8148 -4,6608 -4,4816 -4,2904 -4,0915 -3,8838 -3,6737 -3,4759 -3,3054 -3,1777 -3,1107 -3,1140 -3,1790 -3,2830 -3,3970 -3,4921 -3,5452 -3,5458 -3,4951 -3,4026 -3,2893 -3,1911 -3,1493 -3,1968 -3,3471 -3,5874 -3,8784 -4,1658 -4,4000 -4,5506 -4,6057 -4,5681 -4,4612 -4,3254 -4,2019 -4,1135 -4,0515 -3,9807 -3,8653 -3,6953 -3,4976 -3,3195 -3,1973 -3,1363 -3,1185 -3,1212 -3,1304 -3,1422 -3,1556 -3,1628 -3,1451 -3,0808 -2,9584 -2,7888 -2,6056 -2,4455 -2,3257 -2,2359 -2,1476 -2,0372 -1,9020 -1,7561 -1,6189 -1,5076 -1,4352 -1,4100 -1,4339 -1,4950 -1,5655 -1,6179 -1,6443 -1,6596 -1,6887 -1,7452 -1,8199 -1,8848 -1,9069 -1,8578 -1,7225 -1,5076 -1,2441 -0,9756 -0,7389 -0,5514 -0,4107 -0,3028 -0,2078 -0,0999 0,0444 0,2340 0,4607 0,7040 0,9322 1,1050 1,1879 1,1720 1,0849 0,9816 0,9177 0,9246 1,0076 1,1579 1,3576 1,5811 1,8027 2,0030 2,1650 2,2683 2,2915 2,2244 2,0840 1,9196 1,7912 1,7393 1,7698 1,8544 1,9463 2,0060 2,0215 2,0110 2,0139 2,0725 2,2048 2,3814 2,5355 2,5997 2,5383 2,3624 2,1292 1,9116 1,7578 1,6785 1,6637 1,7008 1,7761 1,8714 1,9681 2,0586 2,1501 2,2547 2,3770 2,5073 2,6218 2,6925 2,7066 2,6769 2,6264 2,5749 2,5381 2,5270 2,5417 2,5720 2,6045 2,6291 2,6439 2,6533 2,6670 2,6963 2,7452 2,8025 2,8465 2,8584 2,8350 2,7929 2,7597 2,7564 2,7841 2,8242 2,8463 2,8214 2,7351 2,5992 2,4475 2,3159 2,2259 2,1818 2,1714 2,1720 2,1597 2,1210 2,0679 2,0412 2,0860 2,2204 2,4209 2,6339 2,8007 2,8834 2,8750 2,7910 2,6591 2,5105 2,3710 2,2594 2,1880 2,1566 2,1469 2,1213 2,0312 1,8380 1,5321 1,1354 0,6883 0,2332 -0,2030 -0,6191 -1,0295 -1,4385 -1,8316 -2,1889 -2,4970 -2,7483 -2,9399 -3,0776 -3,1769 -3,2591 -3,3411 -3,4213 -3,4778 -3,4881 -3,4539 -3,4071 -3,3871 -3,4076 -3,4416 -3,4346 -3,3336 -3,1176 -2,8136 -2,4803 -2,1723 -1,9162 -1,7132 -1,5502 -1,4042 -1,2529 -1,0856 -0,9059 -0,7226 -0,5449 -0,3827 -0,2434 -0,1270 -0,0292 0,0516 0,1142 0,1572 0,1850 0,2142 0,2671 0,3584 0,4884 0,6426 0,7903 0,8883 0,8933 0,7843 0,5774 0,3136 0,0279 -0,2689 -0,5842 -0,9261 -1,2854 -1,6315 -1,9287 -2,1582 -2,3181 -2,4116 -2,4458 -2,4342 -2,3934 -2,3375 -2,2730 -2,1928 -2,0807 -1,9301 -1,7562 -1,5875 -1,4415 -1,3132 -1,1862 -1,0508 -0,9143 -0,8023 -0,7560 -0,8221 -1,0361 -1,4070 -1,9155 -2,5241 -3,1875 -3,8628 -4,5155 -5,1214 -5,6637 -6,1293 -6,5122 -6,8196 -7,0718 -7,2933 -7,5010 -7,7014 -7,9046 -8,1336 -8,4086 -8,7204 -9,0297 -9,2970 -9,5060 -9,6568 -9,7491 -9,7809 -9,7565 -9,6889 -9,5958 -9,4953 -9,3992 -9,3085 -9,2168 -9,1110
F7    1,7731 1,7994 1,8410 1,8610 1,8316 1,7455 1,6137 1,4614 1,3273 1,2589 1,2927 1,4283 1,6207 1,8032 1,9241 1,9633 1,9235 1,8151 1,6496 1,4406 1,2007 0,9393 0,6696 0,4184 0,2222 0,1084 0,0783 0,1060 0,1473 0,1504 0,0681 -0,1238 -0,4114 -0,7459 -1,0640 -1,3097 -1,4544 -1,5109 -1,5292 -1,5724 -1,6887 -1,8950 -2,1746 -2,4903 -2,8035 -3,0825 -3,3000 -3,4331 -3,4713 -3,4218 -3,3026 -3,1299 -2,9143 -2,6672 -2,4047 -2,1465 -1,9162 -1,7412 -1,6456 -1,6397 -1,7138 -1,8399 -1,9755 -2,0697 -2,0818 -2,0015 -1,8474 -1,6539 -1,4604 -1,3043 -1,2114 -1,1923 -1,2434 -1,3512 -1,4965 -1,6608 -1,8304 -1,9929 -2,1315 -2,2321 -2,2947 -2,3366 -2,3836 -2,4543 -2,5501 -2,6581 -2,7609 -2,8474 -2,9189 -2,9869 -3,0632 -3,1582 -3,2825 -3,4448 -3,6446 -3,8680 -4,0897 -4,2825 -4,4263 -4,5082 -4,5225 -4,4790 -4,4015 -4,3149 -4,2465 -4,2395 -4,3437 -4,5877 -4,9646 -5,4399 -5,9654 -6,4906 -6,9706 -7,3709 -7,6685 -7,8538 -7,9333 -7,9255 -7,8489 -7,7161 -7,5372 -7,3273 -7,1110 -6,9151 -6,7569 -6,6469 -6,5938 -6,5920 -6,6107 -6,6021 -6,5166 -6,3192 -6,0008 -5,5791 -5,0831 -4,5409 -3,9791 -3,4309 -2,9403 -2,5537 -2,2992 -2,1715 -2,1327 -2,1262 -2,0969 -2,0131 -1,8787 -1,7263 -1,5916 -1,4858 -1,3868 -1,2618 -1,1004 -0,9212 -0,7489 -0,5886 -0,4246 -0,2372 -0,0166 0,2354 0,5089 0,7871 1,0481 1,2718 1,4418 1,5426 1,5591 1,4818 1,3157 1,0816 0,8056 0,5045 0,1820 -0,1618 -0,5134 -0,8385 -1,0962 -1,2620 -1,3399 -1,3535 -1,3285 -1,2924 -1,2844 -1,3480 -1,5035 -1,7355 -2,0104 -2,2935 -2,5511 -2,7563 -2,9046 -3,0167 -3,1244 -3,2541 -3,4186 -3,6192 -3,8545 -4,1259 -4,4319 -4,7602 -5,0911 -5,4079 -5,7058 -5,9934 -6,2868 -6,5976 -6,9217 -7,2379 -7,5204 -7,7512 -7,9229 -8,0307 -8,0638 -8,0033 -7,8292 -7,5296 -7,1041 -6,5642 -5,9368 -5,2654 -4,6010 -3,9866 -3,4525 -3,0216 -2,7079 -2,5128 -2,4276 -2,4369 -2,5243 -2,6763 -2,8773 -3,0989 -3,2990 -3,4349 -3,4828 -3,4508 -3,3778 -3,3131 -3,2890 -3,3095 -3,3568 -3,4054 -3,4396 -3,4659 -3,5074 -3,5828 -3,6881 -3,8044 -3,9275 -4,0793 -4,2791 -4,5061 -4,7019 -4,8089 -4,8035 -4,7046 -4,5607 -4,4291 -4,3559 -4,3655 -4,4550 -4,5925 -4,7321 -4,8393 -4,8970 -4,8946 -4,8221 -4,6776 -4,4669 -4,1945 -3,8597 -3,4627 -3,0165 -2,5563 -2,1353 -1,8026 -1,5744 -1,4287 -1,3278 -1,2394 -1,1433 -1,0402 -0,9558 -0,9255 -0,9704 -1,0901 -1,2640 -1,4532 -1,6104 -1,6987 -1,7044 -1,6399 -1,5374 -1,4375 -1,3746 -1,3643 -1,3992 -1,4566 -1,5116 -1,5475 -1,5639 -1,5818 -1,6380 -1,7666 -1,9761 -2,2412 -2,5153 -2,7526 -2,9253 -3,0246 -3,0567 -3,0414 -3,0025 -2,9559 -2,9080 -2,8551 -2,7778 -2,6472 -2,4437 -2,1758 -1,8823 -1,6124 -1,3977 -1,2403 -1,1286 -1,0627 -1,0572 -1,1208 -1,2350 -1,3541 -1,4196 -1,3811 -1,2177 -0,9502 -0,6268 -0,3012 -0,0211 0,1836 0,3064 0,3574 0,3522 0,3094 0,2505 0,1938 0,1454 0,1002 0,0567 0,0329 0,0622 0,1682 0,3414 0,5404 0,7131 0,8168 0,8297 0,7576 0,6327 0,4987 0,3891 0,3129 0,2650 0,2419 0,2451 0,2809 0,3679 0,5345 0,7983 1,1451 1,5322 1,9110 2,2434 2,5000 2,6551 2,6954 2,6311 2,4943 2,3269 2,1650 2,0260 1,9106 1,8161 1,7418 1,6836 1,6387 1,6112 1,6047 1,6123 1,6191 1,6132 1,5948 1,5830 1,6113 1,7109 1,8932 2,1411 2,4167 2,6741 2,8688 2,9654 2,9498 2,8397 2,6717 2,4752 2,2614 2,0354 1,8116 1,6214 1,5083 1,5079 1,6270 1,8463 2,1388 2,4795 2,8406 3,1843 3,4696 3,6729 3,8038 3,8943 3,9714 4,0409 4,0933 4,1149 4,0943 4,0266 3,9153 3,7753 3,6332 3,5195 3,4526 3,4282 3,4250 3,4233 3,4196 3,4260 3,4575 3,5183 3,5903 3,6324 3,5996 3,4703 3,2609 3,0207 2,8179 2,7234 2,7902 3,0330 3,4170 3,8651 4,2837 4,5986 4,7754 4,8155 4,7376 4,5606 4,2990 3,9762 3,6332 3,3191 3,0798 2,9510 2,9462 3,0475 3,2120 3,3844 3,5079 3,5440 3,4938 3,3992 3,3185 3,2948 3,3346 3,4133 3,4950 3,5442 3,5300 3,4292 3,2272 2,9220 2,5328 2,0999 1,6717 1,2835 0,9413 0,6212 0,2902 -0,0651 -0,4307 -0,7823 -1,1048 -1,3981 -1,6742 -1,9485 -2,2259 -2,4922 -2,7180 -2,8659 -2,8976 -2,7889 -2,5458 -2,2061 -1,8264 -1,4608 -1,1441 -0,8846 -0,6719 -0,4971 -0,3718 -0,3206 -0,3521 -0,4400 -0,5295 -0,5580 -0,4731 -0,2479 0,1080 0,5455 0,9883 1,3565 1,5907 1,6715 1,6282 1,5247 1,4322 1,4024 1,4521 1,5648 1,7084 1,8569 1,9986 2,1285 2,2378 2,3146 2,3479 2,3284 2,2533 2,1348 1,9970 1,8628 1,7410 1,6253 1,5022 1,3650 1,2195 1,0732 0,9267 0,7835 0,6557 0,5524 0,4692 0,3905 0,3009 0,2013 0,1174 0,0862 0,1291 0,2357 0,3742 0,5124 0,6322 0,7294 0,8098 0,8839 0,9552 1,0075 1,0042 0,9059 0,6916 0,3655 -0,0471 -0,5064 -0,9693 -1,4038 -1,7960 -2,1436 -2,4475 -2,7131 -2,9585 -3,2147 -3,5113 -3,8564 -4,2311 -4,6044 -4,9530 -5,2664 -5,5360 -5,7510 -5,9160 -6,0604 -6,2130 -6,3706 -6,4990 -6,5599 -6,5344 -6,4264 -6,2543 -6,0426 -5,8180 -5,6083 -5,4357
