Fp1   -3,0176 -2,9945 -2,8211 -2,5530 -2,2623 -1,9827 -1,7080 -1,4356 -1,1781 -0,9398 -0,7155 -0,5031 -0,2977 -0,0872 0,1348 0,3626 0,5827 0,7896 1,0019 1,2482 1,5307 1,8136 2,0501 2,2045 2,2590 2,2251 2,1468 2,0814 2,0654 2,0781 2,0400 1,8654 1,5232 1,0485 0,5133 -0,0048 -0,4424 -0,7650 -0,9725 -1,0838 -1,1107 -1,0482 -0,8933 -0,6695 -0,4325 -0,2554 -0,1957 -0,2597 -0,3972 -0,5381 -0,6300 -0,6498 -0,6031 -0,5241 -0,4628 -0,4539 -0,4940 -0,5487 -0,5813 -0,5770 -0,5468 -0,5162 -0,5074 -0,5287 -0,5786 -0,6496 -0,7214 -0,7640 -0,7546 -0,6824 -0,5388 -0,3182 -0,0289 0,3044 0,6455 0,9511 1,1838 1,3243 1,3704 1,3277 1,2072 1,0281 0,8181 0,6011 0,3871 0,1863 0,0246 -0,0732 -0,1084 -0,1046 -0,0907 -0,0920 -0,1227 -0,1796 -0,2474 -0,3124 -0,3791 -0,4724 -0,6093 -0,7655 -0,8824 -0,9137 -0,8555 -0,7368 -0,5953 -0,4698 -0,4109 -0,4807 -0,7233 -1,1375 -1,6778 -2,2735 -2,8524 -3,3636 -3,7845 -4,1156 -4,3648 -4,5275 -4,5785 -4,4942 -4,2850 -3,9982 -3,6816 -3,3612 -3,0494 -2,7537 -2,4755 -2,2024 -1,9008 -1,5316 -1,0801 -0,5650 -0,0230 0,5037 0,9784 1,3864 1,7428 2,0775 2,4140 2,7656 3,1450 3,5601 3,9985 4,4244 4,8001 5,1113 5,3660 5,5677 5,7005 5,7496 5,7267 5,6686 5,6150 5,5896 5,5929 5,6054 5,5964 5,5328 5,3872 5,1428 4,7980 4,3669 3,8741 3,3527 2,8417 2,3703 1,9486 1,5774 1,2518 0,9543 0,6678 0,4023 0,1945 0,0738 0,0369 0,0525 0,0720 0,0398 -0,0822 -0,2851 -0,5080 -0,6692 -0,7095 -0,6139 -0,4042 -0,1237 0,1706 0,4189 0,5802 0,6522 0,6674 0,6700 0,6989 0,7787 0,9094 1,0616 1,1898 1,2483 1,2069 1,0663 0,8572 0,6187 0,3789 0,1467 -0,0860 -0,3357 -0,6131 -0,9116 -1,2073 -1,4728 -1,6948 -1,8750 -2,0159 -2,1038 -2,1099 -2,0124 -1,8196 -1,5781 -1,3550 -1,2014 -1,1262 -1,1017 -1,0875 -1,0583 -1,0179 -0,9877 -0,9746 -0,9513 -0,8720 -0,7106 -0,4821 -0,2320 -0,0115 0,1397 0,2133 0,2507 0,3268 0,4987 0,7704 1,1071 1,4737 1,8568 2,2545 2,6537 3,0271 3,3482 3,6024 3,7890 3,9158 3,9911 4,0185 3,9994 3,9320 3,8046 3,5994 3,3224 3,0263 2,7893 2,6641 2,6527 2,7254 2,8513 3,0105 3,1854 3,3514 3,4836 3,5683 3,6117 3,6420 3,6929 3,7795 3,8897 3,9991 4,1002 4,2142 4,3660 4,5515 4,7385 4,8896 4,9825 5,0248 5,0543 5,1146 5,2206 5,3452 5,4384 5,4556 5,3723 5,1895 4,9350 4,6553 4,3991 4,1997 4,0728 4,0198 4,0282 4,0802 4,1655 4,2785 4,4021 4,5019 4,5325 4,4509 4,2337 3,8912 3,4662 3,0173 2,6048 2,2877 2,1149 2,1081 2,2584 2,5376 2,9033 3,2964 3,6490 3,9006 4,0157 4,0006 3,9032 3,7872 3,7007 3,6616 3,6629 3,6868 3,7114 3,7139 3,6791 3,6115 3,5344 3,4752 3,4549 3,4935 3,6126 3,8178 4,0783 4,3308 4,5084 4,5751 4,5444 4,4683 4,4002 4,3604 4,3321 4,2896 4,2273 4,1671 4,1422 4,1730 4,2530 4,3562 4,4581 4,5447 4,6086 4,6464 4,6615 4,6664 4,6771 4,7014 4,7357 4,7754 4,8225 4,8773 4,9321 4,9737 4,9925 4,9876 4,9666 4,9412 4,9256 4,9260 4,9326 4,9268 4,8940 4,8282 4,7345 4,6303 4,5346 4,4530 4,3771 4,2994 4,2242 4,1634 4,1207 4,0855 4,0462 4,0071 3,9869 4,0041 4,0594 4,1312 4,1906 4,2185 4,2067 4,1582 4,0939 4,0440 4,0255 4,0348 4,0588 4,0903 4,1343 4,2020 4,3018 4,4388 4,6162 4,8375 5,1039 5,4047 5,7126 5,9994 6,2525 6,4694 6,6412 6,7488 6,7754 6,7179 6,5914 6,4262 6,2544 6,0969 5,9624 5,8557 5,7813 5,7428 5,7439 5,7879 5,8724 5,9837 6,0965 6,1862 6,2463 6,2943 6,3586 6,4548 6,5704 6,6662 6,6907 6,6066 6,4159 6,1602 5,8981 5,6820 5,5466 5,5062 5,5500 5,6433 5,7488 5,8517 5,9664 6,1187 6,3172 6,5421 6,7654 6,9768 7,1847 7,3982 7,6100 7,7929 7,9084 7,9217 7,8215 7,6332 7,4108 7,2101 7,0636 6,9778 6,9430 6,9360 6,9204 6,8619 6,7484 6,5956 6,4302 6,2604 6,0612 5,7907 5,4151 4,9226 4,3238 3,6496 2,9443 2,2461 1,5732 0,9327 0,3367 -0,2002 -0,6762 -1,1078 -1,5201 -1,9271 -2,3147 -2,6413 -2,8628 -2,9586 -2,9339 -2,8054 -2,5906 -2,3095 -1,9903 -1,6631 -1,3477 -1,0502 -0,7645 -0,4790 -0,1850 0,1193 0,4300 0,7425 1,0540 1,3679 1,6988 2,0691 2,4930 2,9652 3,4699 3,9961 4,5437 5,1192 5,7314 6,3773 7,0223 7,6027 8,0609 8,3762 8,5634 8,6535 8,6750 8,6469 8,5814 8,4921 8,3966 8,3109 8,2415 8,1857 8,1400 8,0974 8,0334 7,9061 7,6807 7,3581 6,9768 6,5847 6,2083 5,8444 5,4747 5,0837 4,6695 4,2425 3,8188 3,4104 3,0178 2,6372 2,2830 1,9947 1,8101 1,7352 1,7440 1,7967 1,8509 1,8674 1,8238 1,7205 1,5704 1,3826 1,1597 0,9123 0,6698 0,4654 0,3103 0,1837 0,0445 -0,1517 -0,4332 -0,8019 -1,2436 -1,7465 -2,3043 -2,9020 -3,5087 -4,0885 -4,6118 -5,0666 -5,4656 -5,8329 -6,1751 -6,4677 -6,6657 -6,7229 -6,6124 -6,3404 -5,9465 -5,4898 -5,0296 -4,6089 -4,2436 -3,9185 -3,5974 -3,2489 -2,8667
Fz    -2,8307 -2,5749 -2,2724 -1,9702 -1,7212 -1,5587 -1,4841 -1,4701 -1,4705 -1,4374 -1,3431 -1,1866 -0,9767 -0,7185 -0,4224 -0,1171 0,1560 0,3635 0,5027 0,6080 0,7308 0,9087 1,1500 1,4338 1,7268 2,0039 2,2568 2,4858 2,6823 2,8165 2,8478 2,7490 2,5185 2,1740 1,7409 1,2475 0,7271 0,2212 -0,2268 -0,5849 -0,8395 -0,9898 -1,0418 -1,0121 -0,9345 -0,8573 -0,8317 -0,8937 -1,0427 -1,2416 -1,4491 -1,6498 -1,8464 -2,0341 -2,1952 -2,3120 -2,3742 -2,3832 -2,3533 -2,3056 -2,2593 -2,2279 -2,2168 -2,2223 -2,2316 -2,2267 -2,1900 -2,1163 -2,0173 -1,9108 -1,8057 -1,6972 -1,5726 -1,4183 -1,2241 -0,9876 -0,7172 -0,4288 -0,1445 0,1157 0,3472 0,5598 0,7610 0,9438 1,0838 1,1482 1,1219 1,0241 0,8985 0,7916 0,7396 0,7606 0,8503 0,9820 1,1151 1,2094 1,2342 1,1738 1,0398 0,8783 0,7513 0,6978 0,7127 0,7541 0,7688 0,7131 0,5582 0,2871 -0,1056 -0,6133 -1,2206 -1,8993 -2,6019 -3,2650 -3,8184 -4,2016 -4,3849 -4,3776 -4,2123 -3,9284 -3,5692 -3,1824 -2,8112 -2,4842 -2,2124 -1,9909 -1,8030 -1,6237 -1,4247 -1,1880 -0,9185 -0,6363 -0,3613 -0,1083 0,1172 0,3282 0,5549 0,8293 1,1730 1,6030 2,1391 2,7910 3,5344 4,3023 5,0029 5,5540 5,9115 6,0731 6,0641 5,9253 5,7040 5,4471 5,2013 5,0101 4,8976 4,8543 4,8481 4,8526 4,8587 4,8637 4,8633 4,8509 4,8141 4,7336 4,5929 4,3904 4,1377 3,8479 3,5259 3,1720 2,7988 2,4420 2,1487 1,9524 1,8590 1,8462 1,8722 1,8923 1,8782 1,8282 1,7691 1,7435 1,7830 1,8894 2,0435 2,2237 2,4117 2,5901 2,7440 2,8640 2,9452 2,9871 2,9982 2,9956 2,9896 2,9703 2,9064 2,7564 2,4907 2,1128 1,6607 1,1968 0,7865 0,4689 0,2409 0,0681 -0,0921 -0,2703 -0,4695 -0,6649 -0,8230 -0,9254 -0,9798 -1,0103 -1,0395 -1,0842 -1,1590 -1,2785 -1,4504 -1,6657 -1,8988 -2,1179 -2,2950 -2,4129 -2,4712 -2,4862 -2,4788 -2,4556 -2,3982 -2,2752 -2,0664 -1,7746 -1,4259 -1,0656 -0,7407 -0,4730 -0,2506 -0,0455 0,1688 0,4132 0,7062 1,0614 1,4775 1,9304 2,3805 2,7868 3,1176 3,3548 3,4937 3,5420 3,5177 3,4464 3,3530 3,2504 3,1385 3,0177 2,9040 2,8259 2,8084 2,8634 2,9885 3,1682 3,3750 3,5716 3,7169 3,7754 3,7262 3,5735 3,3550 3,1308 2,9561 2,8602 2,8500 2,9264 3,0887 3,3199 3,5790 3,8149 3,9840 4,0615 4,0464 3,9569 3,8179 3,6501 3,4638 3,2609 3,0419 2,8070 2,5578 2,3034 2,0658 1,8716 1,7356 1,6526 1,6055 1,5757 1,5523 1,5348 1,5249 1,5134 1,4775 1,3907 1,2351 1,0144 0,7594 0,5146 0,3157 0,1807 0,1198 0,1449 0,2676 0,4958 0,8322 1,2641 1,7557 2,2577 2,7241 3,1245 3,4515 3,7155 3,9256 4,0764 4,1586 4,1788 4,1612 4,1242 4,0616 3,9540 3,7960 3,6088 3,4275 3,2837 3,2054 3,2197 3,3443 3,5659 3,8289 4,0502 4,1564 4,1164 3,9502 3,7140 3,4725 3,2749 3,1463 3,0906 3,0948 3,1358 3,1900 3,2388 3,2696 3,2752 3,2550 3,2181 3,1756 3,1286 3,0670 2,9840 2,8872 2,7959 2,7309 2,6995 2,6938 2,7042 2,7255 2,7476 2,7574 2,7524 2,7447 2,7528 2,7921 2,8696 2,9792 3,0953 3,1777 3,1902 3,1187 2,9719 2,7745 2,5643 2,3855 2,2771 2,2603 2,3308 2,4620 2,6189 2,7699 2,8905 2,9642 2,9873 2,9686 2,9244 2,8732 2,8325 2,8142 2,8194 2,8322 2,8242 2,7748 2,6910 2,6035 2,5451 2,5340 2,5723 2,6505 2,7538 2,8731 3,0134 3,1882 3,4060 3,6636 3,9458 4,2298 4,4944 4,7281 4,9246 5,0705 5,1486 5,1571 5,1175 5,0624 5,0199 5,0047 5,0168 5,0511 5,1091 5,2009 5,3369 5,5134 5,7004 5,8464 5,9043 5,8533 5,6958 5,4457 5,1285 4,7825 4,4487 4,1613 3,9466 3,8187 3,7750 3,7962 3,8614 3,9614 4,0929 4,2413 4,3755 4,4639 4,4919 4,4618 4,3789 4,2468 4,0819 3,9222 3,8139 3,7843 3,8266 3,9071 3,9835 4,0186 3,9970 3,9372 3,8802 3,8575 3,8713 3,9001 3,9182 3,9114 3,8832 3,8525 3,8435 3,8714 3,9245 3,9561 3,8975 3,6880 3,3023 2,7552 2,0867 1,3469 0,5904 -0,1337 -0,7977 -1,3984 -1,9444 -2,4433 -2,8990 -3,3116 -3,6804 -4,0041 -4,2728 -4,4635 -4,5560 -4,5584 -4,5084 -4,4425 -4,3658 -4,2532 -4,0734 -3,8129 -3,4834 -3,1095 -2,7125 -2,3050 -1,8995 -1,5118 -1,1533 -0,8226 -0,5056 -0,1854 0,1503 0,5077 0,8906 1,3024 1,7458 2,2249 2,7460 3,3165 3,9429 4,6208 5,3192 5,9834 6,5602 7,0211 7,3639 7,6063 7,7844 7,9424 8,1107 8,2866 8,4402 8,5349 8,5428 8,4509 8,2653 8,0002 7,6627 7,2539 6,7879 6,3061 5,8684 5,5193 5,2592 5,0469 4,8283 4,5637 4,2359 3,8429 3,3911 2,8921 2,3578 1,7996 1,2407 0,7226 0,2916 -0,0195 -0,1989 -0,2601 -0,2503 -0,2423 -0,3021 -0,4634 -0,7325 -1,1047 -1,5660 -2,0827 -2,6023 -3,0731 -3,4683 -3,7930 -4,0786 -4,3718 -4,7178 -5,1454 -5,6671 -6,2805 -6,9613 -7,6585 -8,3031 -8,8313 -9,2060 -9,4263 -9,5287 -9,5750 -9,6205 -9,6820 -9,7300 -9,7120 -9,5874 -9,3483 -9,0195 -8,6457 -8,2728 -7,9307 -7,6259 -7,3420 -7,0488 -6,7204 -6,3489
F3    -2,0486 -1,9388 -1,7721 -1,5991 -1,4578 -1,3564 -1,2821 -1,2187 -1,1524 -1,0691 -0,9618 -0,8365 -0,7054 -0,5762 -0,4507 -0,3277 -0,2041 -0,0770 0,0552 0,1940 0,3398 0,4914 0,6452 0,7937 0,9309 1,0610 1,1947 1,3347 1,4648 1,5508 1,5564 1,4658 1,2901 1,0519 0,7741 0,4826 0,2120 -0,0015 -0,1335 -0,1815 -0,1643 -0,1059 -0,0172 0,1003 0,2364 0,3667 0,4651 0,5182 0,5320 0,5307 0,5412 0,5744 0,6221 0,6677 0,6923 0,6831 0,6454 0,6005 0,5692 0,5569 0,5538 0,5414 0,5024 0,4283 0,3224 0,1976 0,0756 -0,0156 -0,0539 -0,0318 0,0488 0,1851 0,3725 0,6013 0,8540 1,1082 1,3422 1,5408 1,6942 1,7991 1,8610 1,8917 1,9007 1,8884 1,8455 1,7655 1,6610 1,5635 1,5039 1,4970 1,5400 1,6175 1,7086 1,7928 1,8531 1,8785 1,8601 1,7862 1,6535 1,4899 1,3510 1,2853 1,3036 1,3768 1,4542 1,4800 1,4004 1,1737 0,7896 0,2761 -0,3156 -0,9276 -1,5055 -2,0088 -2,4116 -2,6976 -2,8594 -2,8991 -2,8235 -2,6406 -2,3685 -2,0417 -1,7002 -1,3765 -1,0910 -0,8501 -0,6477 -0,4652 -0,2737 -0,0491 0,2161 0,5208 0,8654 1,2499 1,6684 2,1156 2,5950 3,1139 3,6733 4,2655 4,8822 5,5159 6,1542 6,7748 7,3457 7,8337 8,2130 8,4680 8,5954 8,6090 8,5377 8,4156 8,2769 8,1481 8,0348 7,9168 7,7650 7,5668 7,3320 7,0735 6,7913 6,4740 6,1102 5,6996 5,2574 4,8075 4,3747 3,9830 3,6497 3,3794 3,1643 2,9946 2,8634 2,7671 2,7056 2,6772 2,6680 2,6506 2,5989 2,5033 2,3770 2,2471 2,1365 2,0547 2,0040 1,9859 1,9960 2,0186 2,0342 2,0350 2,0255 2,0094 1,9844 1,9484 1,9023 1,8452 1,7661 1,6434 1,4617 1,2298 0,9778 0,7418 0,5497 0,4077 0,2971 0,1849 0,0378 -0,1604 -0,3967 -0,6373 -0,8483 -1,0093 -1,1114 -1,1465 -1,1034 -0,9807 -0,8000 -0,6015 -0,4260 -0,2979 -0,2208 -0,1840 -0,1721 -0,1747 -0,1897 -0,2164 -0,2433 -0,2418 -0,1748 -0,0184 0,2260 0,5396 0,8976 1,2687 1,6191 1,9273 2,1925 2,4264 2,6397 2,8423 3,0482 3,2751 3,5338 3,8191 4,1108 4,3802 4,6015 4,7642 4,8757 4,9509 5,0016 5,0331 5,0449 5,0272 4,9625 4,8433 4,6889 4,5426 4,4516 4,4473 4,5334 4,6842 4,8544 4,9956 5,0720 5,0701 4,9976 4,8804 4,7631 4,6989 4,7242 4,8396 5,0161 5,2203 5,4338 5,6474 5,8434 5,9931 6,0694 6,0577 5,9647 5,8156 5,6428 5,4712 5,3119 5,1669 5,0352 4,9115 4,7843 4,6470 4,5122 4,4075 4,3520 4,3387 4,3358 4,3059 4,2309 4,1224 4,0057 3,8959 3,7860 3,6528 3,4705 3,2278 2,9398 2,6422 2,3776 2,1851 2,0944 2,1202 2,2574 2,4848 2,7725 3,0857 3,3882 3,6476 3,8394 3,9552 4,0170 4,0683 4,1374 4,2095 4,2435 4,2132 4,1272 4,0150 3,9067 3,8260 3,7896 3,8018 3,8490 3,9060 3,9562 4,0061 4,0739 4,1650 4,2560 4,3006 4,2542 4,1041 3,8792 3,6300 3,4002 3,2118 3,0724 2,9896 2,9742 3,0327 3,1612 3,3426 3,5445 3,7252 3,8516 3,9130 3,9211 3,8987 3,8704 3,8590 3,8804 3,9359 4,0124 4,0848 4,1204 4,0914 3,9881 3,8212 3,6180 3,4158 3,2500 3,1455 3,1102 3,1326 3,1874 3,2435 3,2724 3,2604 3,2174 3,1688 3,1380 3,1394 3,1765 3,2402 3,3105 3,3615 3,3725 3,3399 3,2828 3,2335 3,2204 3,2538 3,3229 3,4034 3,4693 3,5005 3,4865 3,4300 3,3434 3,2417 3,1394 3,0513 2,9911 2,9676 2,9823 3,0307 3,1075 3,2111 3,3445 3,5096 3,7034 3,9189 4,1472 4,3760 4,5866 4,7575 4,8746 4,9376 4,9570 4,9528 4,9529 4,9801 5,0371 5,1083 5,1724 5,2106 5,2124 5,1829 5,1417 5,1067 5,0777 5,0373 4,9694 4,8796 4,7939 4,7368 4,7105 4,6985 4,6817 4,6501 4,6081 4,5729 4,5632 4,5858 4,6327 4,6937 4,7658 4,8448 4,9195 4,9795 5,0237 5,0594 5,0963 5,1358 5,1683 5,1864 5,1974 5,2200 5,2723 5,3630 5,4901 5,6387 5,7817 5,8950 5,9794 6,0570 6,1426 6,2243 6,2715 6,2566 6,1690 6,0140 5,8082 5,5754 5,3414 5,1229 4,9157 4,6943 4,4285 4,0986 3,6951 3,2129 2,6548 2,0427 1,4184 0,8287 0,3060 -0,1411 -0,5234 -0,8574 -1,1572 -1,4359 -1,7055 -1,9654 -2,1943 -2,3619 -2,4506 -2,4624 -2,4066 -2,2884 -2,1109 -1,8822 -1,6126 -1,3074 -0,9692 -0,6045 -0,2269 0,1436 0,4857 0,7870 1,0529 1,3033 1,5638 1,8572 2,2012 2,6082 3,0852 3,6318 4,2372 4,8821 5,5467 6,2151 6,8661 7,4596 7,9464 8,2975 8,5190 8,6418 8,7048 8,7435 8,7830 8,8310 8,8772 8,9002 8,8771 8,7883 8,6240 8,3897 8,0986 7,7593 7,3761 6,9607 6,5372 6,1323 5,7587 5,4104 5,0722 4,7350 4,4032 4,0897 3,8049 3,5536 3,3375 3,1539 2,9970 2,8676 2,7755 2,7219 2,6861 2,6375 2,5546 2,4272 2,2476 2,0136 1,7337 1,4214 1,0861 0,7303 0,3573 -0,0177 -0,3674 -0,6669 -0,9091 -1,1114 -1,3080 -1,5293 -1,7877 -2,0858 -2,4316 -2,8363 -3,2965 -3,7857 -4,2659 -4,7005 -5,0632 -5,3461 -5,5596 -5,7142 -5,8009 -5,7905 -5,6541 -5,3878 -5,0206 -4,6042 -4,1968 -3,8475 -3,5836 -3,4010 -3,2606 -3,0996 -2,8605 -2,5222
F7    -1,0332 -0,9494 -0,8474 -0,7682 -0,7308 -0,7157 -0,6819 -0,6024 -0,4826 -0,3482 -0,2281 -0,1431 -0,0987 -0,0873 -0,0920 -0,0893 -0,0683 -0,0404 -0,0091 0,0490 0,1582 0,3144 0,4832 0,6165 0,6781 0,6659 0,6103 0,5555 0,5368 0,5564 0,5825 0,5787 0,5336 0,4594 0,3702 0,2711 0,1660 0,0704 0,0057 -0,0113 0,0247 0,1014 0,1890 0,2528 0,2614 0,1879 0,0217 -0,2121 -0,4485 -0,6125 -0,6645 -0,6218 -0,5345 -0,4483 -0,3839 -0,3328 -0,2695 -0,1766 -0,0616 0,0466 0,1147 0,1135 0,0211 -0,1654 -0,4133 -0,6585 -0,8372 -0,9207 -0,9174 -0,8493 -0,7349 -0,5868 -0,4077 -0,1893 0,0712 0,3498 0,5988 0,7703 0,8346 0,7911 0,6693 0,5226 0,4150 0,3986 0,4884 0,6558 0,8481 1,0154 1,1246 1,1658 1,1483 1,0863 0,9879 0,8592 0,7129 0,5691 0,4393 0,3092 0,1548 -0,0201 -0,1774 -0,2742 -0,2898 -0,2294 -0,1169 0,0093 0,0956 0,0763 -0,1041 -0,4592 -0,9458 -1,4844 -1,9998 -2,4470 -2,8058 -3,0684 -3,2346 -3,3069 -3,2863 -3,1777 -3,0053 -2,8136 -2,6379 -2,4789 -2,3105 -2,1015 -1,8308 -1,4897 -1,0780 -0,6030 -0,0825 0,4527 0,9650 1,4240 1,8203 2,1671 2,4920 2,8278 3,2007 3,6171 4,0605 4,5033 4,9209 5,3004 5,6397 5,9403 6,2015 6,4149 6,5679 6,6584 6,6989 6,7066 6,6954 6,6747 6,6457 6,6008 6,5245 6,3976 6,2058 5,9453 5,6203 5,2448 4,8432 4,4389 4,0442 3,6649 3,3135 3,0100 2,7675 2,5834 2,4444 2,3348 2,2404 2,1528 2,0699 1,9928 1,9208 1,8491 1,7714 1,6889 1,6132 1,5577 1,5265 1,5124 1,5026 1,4845 1,4475 1,3850 1,2999 1,2069 1,1281 1,0805 1,0691 1,0886 1,1297 1,1877 1,2666 1,3666 1,4681 1,5314 1,5139 1,3916 1,1676 0,8692 0,5348 0,1976 -0,1212 -0,4050 -0,6320 -0,7791 -0,8344 -0,8019 -0,6916 -0,5076 -0,2513 0,0594 0,3796 0,6498 0,8207 0,8755 0,8381 0,7621 0,7053 0,7031 0,7571 0,8430 0,9324 1,0130 1,0945 1,1974 1,3366 1,5149 1,7221 1,9361 2,1350 2,3151 2,4881 2,6611 2,8335 3,0119 3,2108 3,4359 3,6729 3,8928 4,0717 4,2027 4,2914 4,3508 4,4008 4,4626 4,5436 4,6346 4,7175 4,7654 4,7479 4,6574 4,5288 4,4252 4,3974 4,4558 4,5743 4,7101 4,8213 4,8760 4,8610 4,7848 4,6690 4,5422 4,4382 4,3852 4,3879 4,4234 4,4623 4,4943 4,5310 4,5817 4,6402 4,7027 4,7882 4,9308 5,1548 5,4575 5,8083 6,1538 6,4275 6,5746 6,5793 6,4704 6,3004 6,1181 5,9529 5,8096 5,6678 5,4955 5,2704 4,9963 4,7059 4,4438 4,2400 4,0975 4,0001 3,9185 3,8131 3,6532 3,4404 3,2109 3,0156 2,8990 2,8859 2,9765 3,1497 3,3751 3,6233 3,8666 4,0690 4,1862 4,1746 4,0117 3,7182 3,3632 3,0370 2,8097 2,7064 2,7141 2,8046 2,9508 3,1298 3,3200 3,5019 3,6561 3,7607 3,8000 3,7823 3,7412 3,7136 3,7155 3,7352 3,7413 3,7054 3,6272 3,5384 3,4778 3,4656 3,4962 3,5455 3,5898 3,6255 3,6737 3,7614 3,8982 4,0701 4,2494 4,4070 4,5218 4,5846 4,5941 4,5549 4,4842 4,4101 4,3591 4,3466 4,3717 4,4099 4,4216 4,3749 4,2662 4,1255 4,0056 3,9570 4,0032 4,1287 4,2903 4,4425 4,5541 4,6110 4,6153 4,5840 4,5412 4,5055 4,4840 4,4778 4,4879 4,5114 4,5338 4,5319 4,4870 4,3981 4,2801 4,1527 4,0313 3,9242 3,8361 3,7730 3,7408 3,7427 3,7837 3,8718 4,0135 4,2091 4,4439 4,6826 4,8814 5,0102 5,0642 5,0626 5,0414 5,0448 5,1122 5,2597 5,4699 5,6978 5,8881 5,9928 5,9882 5,8802 5,6950 5,4672 5,2372 5,0473 4,9289 4,8909 4,9173 4,9802 5,0573 5,1418 5,2397 5,3612 5,5103 5,6775 5,8379 5,9591 6,0185 6,0177 5,9800 5,9309 5,8814 5,8238 5,7411 5,6245 5,4872 5,3587 5,2673 5,2255 5,2330 5,2859 5,3735 5,4725 5,5549 5,6110 5,6624 5,7493 5,8994 6,1101 6,3604 6,6322 6,9196 7,2211 7,5291 7,8216 8,0589 8,1865 8,1569 7,9597 7,6279 7,2170 6,7812 6,3653 6,0069 5,7363 5,5659 5,4825 5,4563 5,4579 5,4673 5,4681 5,4351 5,3342 5,1396 4,8490 4,4784 4,0475 3,5699 3,0509 2,4925 1,9072 1,3255 0,7882 0,3286 -0,0393 -0,3213 -0,5329 -0,6833 -0,7708 -0,7950 -0,7730 -0,7371 -0,7139 -0,7084 -0,7063 -0,6898 -0,6499 -0,5862 -0,4981 -0,3736 -0,1928 0,0556 0,3651 0,7189 1,1053 1,5242 1,9821 2,4819 3,0156 3,5634 4,0979 4,5937 5,0358 5,4230 5,7706 6,1119 6,4838 6,8976 7,3269 7,7288 8,0705 8,3303 8,4880 8,5316 8,4731 8,3534 8,2295 8,1600 8,1927 8,3451 8,5893 8,8603 9,0797 9,1741 9,0918 8,8228 8,4092 7,9272 7,4510 7,0271 6,6699 6,3677 6,0941 5,8204 5,5206 5,1744 4,7759 4,3382 3,8899 3,4701 3,1224 2,8758 2,7318 2,6747 2,6842 2,7307 2,7736 2,7790 2,7348 2,6475 2,5298 2,3943 2,2498 2,1001 1,9471 1,7911 1,6246 1,4277 1,1753 0,8537 0,4699 0,0450 -0,3959 -0,8257 -1,2140 -1,5343 -1,7750 -1,9373 -2,0266 -2,0550 -2,0444 -2,0150 -1,9746 -1,9187 -1,8376 -1,7235 -1,5794 -1,4233 -1,2789 -1,1590 -1,0567 -0,9481 -0,8018 -0,5928 -0,3170 0,0036
