Fp1   1,5141 1,3817 1,2461 1,0920 0,8947 0,6441 0,3499 0,0344 -0,2738 -0,5448 -0,7525 -0,8725 -0,8805 -0,7666 -0,5566 -0,3104 -0,0840 0,1107 0,2976 0,4920 0,6792 0,8347 0,9444 1,0073 1,0322 1,0270 0,9909 0,9168 0,7981 0,6336 0,4316 0,2125 0,0022 -0,1764 -0,3084 -0,3894 -0,4261 -0,4349 -0,4358 -0,4464 -0,4797 -0,5391 -0,6208 -0,7226 -0,8442 -0,9843 -1,1442 -1,3274 -1,5278 -1,7187 -1,8587 -1,9069 -1,8432 -1,6878 -1,4975 -1,3403 -1,2683 -1,3037 -1,4297 -1,5890 -1,7091 -1,7423 -1,6883 -1,5863 -1,4865 -1,4226 -1,4046 -1,4244 -1,4603 -1,4832 -1,4750 -1,4352 -1,3703 -1,2850 -1,1867 -1,0890 -1,0065 -0,9452 -0,9006 -0,8629 -0,8244 -0,7885 -0,7792 -0,8371 -1,0022 -1,2958 -1,7111 -2,2109 -2,7338 -3,2089 -3,5764 -3,8065 -3,9109 -3,9353 -3,9326 -3,9404 -3,9697 -3,9994 -3,9881 -3,9125 -3,8013 -3,7240 -3,7514 -3,9296 -4,2730 -4,7660 -5,3662 -6,0062 -6,5993 -7,0589 -7,3232 -7,3764 -7,2555 -7,0327 -6,7795 -6,5334 -6,2904 -6,0191 -5,6723 -5,1906 -4,5160 -3,6186 -2,5117 -1,2494 0,0835 1,3939 2,6096 3,6978 4,6655 5,5463 6,3731 7,1483 7,8379 8,4027 8,8306 9,1390 9,3607 9,5314 9,6802 9,8186 9,9327 9,9853 9,9305 9,7364 9,4077 8,9919 8,5655 8,2129 8,0126 8,0198 8,2448 8,6426 9,1211 9,5694 9,8945 10,0421 9,9945 9,7670 9,4125 9,0116 8,6386 8,3296 8,0834 7,8807 7,6968 7,5064 7,2949 7,0705 6,8588 6,6790 6,5323 6,4104 6,2991 6,1688 5,9727 5,6633 5,2250 4,7028 4,1930 3,7944 3,5653 3,5195 3,6314 3,8330 4,0257 4,1112 4,0194 3,7226 3,2454 2,6648 2,0894 1,6169 1,2988 1,1339 1,0864 1,1116 1,1800 1,2814 1,4104 1,5555 1,7037 1,8446 1,9714 2,0813 2,1818 2,2906 2,4231 2,5750 2,7293 2,8760 3,0240 3,1967 3,4143 3,6694 3,9201 4,1124 4,2123 4,2265 4,1966 4,1661 4,1548 4,1642 4,1895 4,2092 4,1739 4,0297 3,7504 3,3448 2,8514 2,3341 1,8738 1,5506 1,4186 1,4795 1,6771 1,9182 2,1062 2,1797 2,1356 2,0198 1,8943 1,8046 1,7626 1,7466 1,7169 1,6369 1,4884 1,2741 1,0126 0,7324 0,4685 0,2584 0,1319 0,1038 0,1727 0,3186 0,5012 0,6745 0,8089 0,9001 0,9628 1,0232 1,1083 1,2325 1,3889 1,5525 1,6874 1,7594 1,7484 1,6534 1,4844 1,2450 0,9231 0,5049 0,0036 -0,5365 -1,0640 -1,5329 -1,9012 -2,1458 -2,2745 -2,3154 -2,2966 -2,2363 -2,1451 -2,0256 -1,8691 -1,6660 -1,4257 -1,1780 -0,9574 -0,7957 -0,7198 -0,7351 -0,8138 -0,9156 -1,0168 -1,1068 -1,1653 -1,1588 -1,0604 -0,8660 -0,5962 -0,2921 -0,0111 0,1881 0,2718 0,2549 0,2055 0,2191 0,3700 0,6710 1,0666 1,4579 1,7423 1,8470 1,7495 1,4812 1,1140 0,7348 0,4218 0,2220 0,1407 0,1523 0,2190 0,3044 0,3814 0,4356 0,4663 0,4790 0,4756 0,4513 0,3975 0,3010 0,1441 -0,0814 -0,3619 -0,6700 -0,9787 -1,2611 -1,4844 -1,6163 -1,6325 -1,5221 -1,2953 -0,9887 -0,6530 -0,3314 -0,0520 0,1656 0,3094 0,3823 0,4020 0,3895 0,3578 0,3041 0,2138 0,0825 -0,0585 -0,1463 -0,1253 0,0111 0,2074 0,3699 0,4181 0,3332 0,1622 -0,0269 -0,1911 -0,3229 -0,4418 -0,5850 -0,7882 -1,0640 -1,3972 -1,7531 -2,0861 -2,3478 -2,4952 -2,4947 -2,3323 -2,0320 -1,6543 -1,2635 -0,8986 -0,5746 -0,3008 -0,0869 0,0677 0,1789 0,2655 0,3331 0,3744 0,3800 0,3485 0,2899 0,2209 0,1621 0,1306 0,1323 0,1578 0,1887 0,2106 0,2253 0,2486 0,3003 0,3957 0,5387 0,7159 0,9008 1,0715 1,2240 1,3540 1,4310 1,4053 1,2400 0,9328 0,5135 0,0319 -0,4549 -0,8927 -1,2361 -1,4545 -1,5457 -1,5423 -1,4932 -1,4409 -1,4084 -1,3916 -1,3626 -1,2877 -1,1475 -0,9543 -0,7532 -0,6022 -0,5516 -0,6285 -0,8211 -1,0702 -1,2853 -1,3769 -1,2887 -1,0230 -0,6535 -0,3034 -0,0866 -0,0520 -0,1717 -0,3638 -0,5270 -0,5804 -0,4969 -0,3087 -0,0832 0,1104 0,2290 0,2679 0,2524 0,2107 0,1466 0,0364 -0,1554 -0,4549 -0,8607 -1,3412 -1,8460 -2,3210 -2,7209 -3,0188 -3,2120 -3,3210 -3,3789 -3,4184 -3,4652 -3,5451 -3,6955 -3,9555 -4,3345 -4,7913 -5,2558 -5,6723 -6,0216 -6,3158 -6,5861 -6,8699 -7,1973 -7,5740 -7,9690 -8,3185 -8,5481 -8,6089 -8,5015 -8,2679 -7,9614 -7,6238 -7,2751 -6,9066 -6,4868 -5,9807 -5,3687 -4,6543 -3,8627 -3,0287 -2,1907 -1,3908 -0,6665 -0,0394 0,4884 0,9398 1,3681 1,8334 2,3524 2,8785 3,3302 3,6311 3,7367 3,6469 3,4026 3,0625 2,6814 2,3074 1,9838 1,7423 1,5880 1,4931 1,4055 1,2697 1,0558 0,7779 0,4863 0,2365 0,0609 -0,0417 -0,1002 -0,1581 -0,2554 -0,4094 -0,6090 -0,8287 -1,0564 -1,3027 -1,5841 -1,9077 -2,2672 -2,6400 -2,9913 -3,2903 -3,5247 -3,7043 -3,8585 -4,0247 -4,2257 -4,4579 -4,7041 -4,9522 -5,1990 -5,4408 -5,6650 -5,8514 -5,9847 -6,0653 -6,1044 -6,1149 -6,1134 -6,1276 -6,1926 -6,3310 -6,5329 -6,7533 -6,9292 -7,0052 -6,9507 -6,7682 -6,5020 -6,2341 -6,0527 -6,0045 -6,0688 -6,1759 -6,2523 -6,2573 -6,1945 -6,1012 -6,0259 -6,0061 -6,0493 -6,1276 -6,1917 -6,1865 -6,0670 -5,8130 -5,4412 -5,0093 -4,5990 -4,2839 -4,1072 -4,0802 -4,1877 -4,4004 -4,6927
Fz    2,1389 2,0143 1,8746 1,7283 1,5847 1,4502 1,3217 1,1855 1,0234 0,8214 0,5775 0,3054 0,0328 -0,2086 -0,3955 -0,5179 -0,5776 -0,5823 -0,5412 -0,4660 -0,3722 -0,2735 -0,1773 -0,0864 0,0004 0,0869 0,1736 0,2527 0,3125 0,3440 0,3464 0,3315 0,3214 0,3342 0,3745 0,4310 0,4786 0,4815 0,4014 0,2114 -0,0937 -0,4951 -0,9545 -1,4211 -1,8393 -2,1635 -2,3734 -2,4748 -2,4883 -2,4383 -2,3443 -2,2162 -2,0551 -1,8588 -1,6294 -1,3773 -1,1228 -0,8915 -0,7062 -0,5773 -0,5017 -0,4686 -0,4676 -0,4923 -0,5337 -0,5755 -0,6029 -0,6139 -0,6180 -0,6241 -0,6364 -0,6570 -0,6828 -0,7020 -0,7006 -0,6728 -0,6249 -0,5694 -0,5153 -0,4663 -0,4236 -0,3861 -0,3548 -0,3430 -0,3767 -0,4782 -0,6492 -0,8707 -1,1163 -1,3648 -1,6000 -1,8043 -1,9598 -2,0546 -2,0861 -2,0628 -2,0100 -1,9649 -1,9567 -1,9958 -2,0815 -2,2077 -2,3596 -2,5145 -2,6503 -2,7565 -2,8395 -2,9226 -3,0377 -3,2097 -3,4387 -3,6952 -3,9356 -4,1218 -4,2298 -4,2477 -4,1716 -4,0009 -3,7338 -3,3671 -2,8995 -2,3322 -1,6674 -0,9095 -0,0668 0,8482 1,8167 2,8149 3,8211 4,8189 5,7944 6,7335 7,6226 8,4497 9,2025 9,8651 10,4146 10,8211 11,0517 11,0838 10,9184 10,5844 10,1361 9,6445 9,1789 8,7856 8,4761 8,2375 8,0542 7,9209 7,8386 7,8092 7,8341 7,9111 8,0272 8,1536 8,2477 8,2672 8,1899 8,0207 7,7837 7,5107 7,2345 6,9821 6,7664 6,5830 6,4153 6,2479 6,0774 5,9129 5,7685 5,6546 5,5736 5,5218 5,4949 5,4850 5,4806 5,4789 5,4924 5,5363 5,6176 5,7356 5,8823 6,0351 6,1567 6,2104 6,1756 6,0518 5,8541 5,6066 5,3377 5,0781 4,8598 4,7141 4,6661 4,7266 4,8881 5,1266 5,4083 5,6979 5,9674 6,2017 6,4014 6,5781 6,7430 6,8973 7,0305 7,1230 7,1612 7,1507 7,1145 7,0815 7,0712 7,0831 7,1004 7,1030 7,0804 7,0363 6,9837 6,9328 6,8857 6,8478 6,8370 6,8732 6,9553 7,0516 7,1070 7,0684 6,9151 6,6710 6,3903 6,1376 5,9703 5,9218 5,9937 6,1604 6,3817 6,6137 6,8147 6,9480 6,9908 6,9437 6,8284 6,6727 6,4943 6,2945 6,0628 5,7881 5,4684 5,1131 4,7433 4,3919 4,0985 3,8973 3,8057 3,8174 3,8993 4,0030 4,0858 4,1267 4,1274 4,1079 4,0936 4,1020 4,1319 4,1638 4,1693 4,1244 4,0160 3,8421 3,6096 3,3368 3,0594 2,8267 2,6836 2,6471 2,6973 2,7912 2,8845 2,9454 2,9566 2,9143 2,8266 2,7116 2,5943 2,5009 2,4521 2,4517 2,4828 2,5207 2,5539 2,5888 2,6403 2,7236 2,8490 3,0138 3,1983 3,3700 3,4934 3,5422 3,5095 3,4104 3,2771 3,1467 3,0481 2,9964 2,9965 3,0504 3,1651 3,3520 3,6145 3,9392 4,2942 4,6344 4,9118 5,0889 5,1489 5,1012 4,9783 4,8237 4,6779 4,5731 4,5329 4,5747 4,7082 4,9282 5,2073 5,4968 5,7452 5,9152 5,9872 5,9608 5,8559 5,7031 5,5255 5,3290 5,1115 4,8763 4,6420 4,4424 4,3172 4,2978 4,3963 4,6040 4,8944 5,2282 5,5629 5,8651 6,1134 6,2905 6,3808 6,3802 6,3009 6,1669 6,0002 5,8108 5,5987 5,3610 5,0993 4,8262 4,5704 4,3683 4,2471 4,2109 4,2439 4,3227 4,4235 4,5201 4,5808 4,5736 4,4783 4,2981 4,0657 3,8323 3,6467 3,5375 3,5071 3,5382 3,6058 3,6863 3,7602 3,8140 3,8451 3,8648 3,8951 3,9543 4,0438 4,1458 4,2358 4,2970 4,3259 4,3325 4,3353 4,3533 4,3979 4,4694 4,5571 4,6435 4,7125 4,7579 4,7862 4,8154 4,8737 4,9935 5,1985 5,4927 5,8590 6,2606 6,6421 6,9454 7,1356 7,2080 7,1711 7,0318 6,7986 6,4897 6,1285 5,7321 5,3131 4,8885 4,4817 4,1173 3,8154 3,5879 3,4361 3,3538 3,3310 3,3540 3,4082 3,4829 3,5725 3,6741 3,7791 3,8683 3,9171 3,9034 3,8090 3,6211 3,3437 3,0051 2,6535 2,3478 2,1411 2,0605 2,0995 2,2323 2,4348 2,6931 2,9988 3,3449 3,7223 4,1173 4,5137 4,8986 5,2634 5,5987 5,8896 6,1145 6,2471 6,2608 6,1392 5,8869 5,5278 5,0953 4,6252 4,1542 3,7167 3,3354 3,0185 2,7663 2,5766 2,4474 2,3788 2,3741 2,4345 2,5462 2,6713 2,7600 2,7736 2,6988 2,5446 2,3276 2,0637 1,7707 1,4706 1,1839 0,9216 0,6841 0,4647 0,2535 0,0413 -0,1752 -0,3881 -0,5765 -0,7116 -0,7644 -0,7163 -0,5609 -0,2988 0,0709 0,5529 1,1519 1,8645 2,6704 3,5330 4,4076 5,2467 6,0014 6,6318 7,1247 7,4975 7,7821 8,0081 8,1924 8,3370 8,4339 8,4773 8,4675 8,4093 8,3103 8,1846 8,0555 7,9521 7,9001 7,9106 7,9731 8,0549 8,1126 8,1096 8,0300 7,8822 7,6962 7,5130 7,3669 7,2688 7,2042 7,1465 7,0746 6,9775 6,8514 6,6994 6,5309 6,3574 6,1908 6,0484 5,9527 5,9185 5,9372 5,9716 5,9656 5,8680 5,6613 5,3726 5,0604 4,7834 4,5735 4,4297 4,3340 4,2704 4,2320 4,2153 4,2142 4,2173 4,2060 4,1561 4,0459 3,8661 3,6276 3,3588 3,0947 2,8651 2,6879 2,5716 2,5180 2,5222 2,5683 2,6306 2,6854 2,7203 2,7324 2,7235 2,6992 2,6732 2,6663 2,6984 2,7779 2,8932 3,0131 3,1023 3,1409 3,1326 3,0975 3,0586 3,0324 3,0280 3,0488 3,0910 3,1434 3,1905 3,2131
F3    1,6819 1,5710 1,4854 1,4101 1,3210 1,2081 1,0830 0,9656 0,8684 0,7876 0,7040 0,5923 0,4324 0,2131 -0,0691 -0,4055 -0,7657 -1,0935 -1,3209 -1,3967 -1,3055 -1,0678 -0,7300 -0,3498 0,0254 0,3738 0,6918 0,9715 1,1892 1,3150 1,3352 1,2625 1,1252 0,9495 0,7513 0,5377 0,3087 0,0594 -0,2158 -0,5177 -0,8396 -1,1655 -1,4707 -1,7257 -1,9004 -1,9739 -1,9449 -1,8329 -1,6650 -1,4634 -1,2456 -1,0281 -0,8266 -0,6551 -0,5254 -0,4497 -0,4411 -0,5058 -0,6270 -0,7562 -0,8262 -0,7831 -0,6177 -0,3753 -0,1330 0,0400 0,1081 0,0701 -0,0536 -0,2303 -0,4215 -0,5847 -0,6762 -0,6666 -0,5613 -0,4028 -0,2447 -0,1224 -0,0411 0,0132 0,0572 0,0992 0,1322 0,1330 0,0691 -0,0853 -0,3343 -0,6568 -1,0157 -1,3670 -1,6633 -1,8610 -1,9363 -1,8967 -1,7770 -1,6220 -1,4723 -1,3546 -1,2807 -1,2572 -1,2977 -1,4132 -1,5932 -1,8063 -2,0138 -2,1835 -2,3019 -2,3770 -2,4315 -2,4884 -2,5572 -2,6330 -2,7065 -2,7783 -2,8601 -2,9624 -3,0802 -3,1908 -3,2605 -3,2527 -3,1355 -2,8863 -2,4902 -1,9384 -1,2281 -0,3642 0,6403 1,7686 3,0028 4,3127 5,6418 6,9081 8,0234 8,9207 9,5711 9,9804 10,1763 10,1919 10,0537 9,7804 9,3868 8,8894 8,3148 7,7094 7,1424 6,6909 6,4140 6,3395 6,4661 6,7666 7,1888 7,6608 8,1032 8,4498 8,6616 8,7198 8,6124 8,3376 7,9215 7,4258 6,9276 6,4906 6,1469 5,9003 5,7350 5,6240 5,5345 5,4369 5,3132 5,1598 4,9875 4,8205 4,6881 4,6124 4,5965 4,6194 4,6450 4,6489 4,6354 4,6262 4,6398 4,6882 4,7759 4,8906 4,9949 5,0325 4,9496 4,7230 4,3819 4,0040 3,6831 3,4896 3,4493 3,5500 3,7595 4,0386 4,3481 4,6541 4,9302 5,1564 5,3165 5,3993 5,4046 5,3497 5,2636 5,1803 5,1285 5,1163 5,1259 5,1283 5,1027 5,0472 4,9777 4,9179 4,8881 4,8998 4,9571 5,0562 5,1848 5,3191 5,4254 5,4803 5,4910 5,4851 5,4788 5,4574 5,3814 5,2100 4,9293 4,5632 4,1607 3,7778 3,4615 3,2382 3,1146 3,0888 3,1563 3,3046 3,5039 3,7074 3,8671 3,9566 3,9805 3,9633 3,9256 3,8684 3,7748 3,6238 3,4016 3,1081 2,7632 2,4048 2,0760 1,8106 1,6256 1,5177 1,4632 1,4296 1,3893 1,3267 1,2459 1,1806 1,1850 1,3020 1,5356 1,8517 2,1941 2,4999 2,7069 2,7588 2,6140 2,2604 1,7299 1,1003 0,4763 -0,0481 -0,4208 -0,6358 -0,7173 -0,7038 -0,6371 -0,5506 -0,4569 -0,3477 -0,2122 -0,0536 0,1112 0,2600 0,3695 0,4241 0,4272 0,4002 0,3716 0,3710 0,4226 0,5327 0,6823 0,8357 0,9591 1,0322 1,0502 1,0236 0,9757 0,9318 0,9006 0,8677 0,8130 0,7391 0,6861 0,7162 0,8770 1,1685 1,5369 1,8964 2,1633 2,2809 2,2274 2,0192 1,7104 1,3801 1,1109 0,9644 0,9663 1,1073 1,3516 1,6438 1,9160 2,1040 2,1695 2,1105 1,9530 1,7386 1,5138 1,3168 1,1666 1,0637 0,9996 0,9639 0,9437 0,9243 0,8946 0,8548 0,8195 0,8125 0,8561 0,9605 1,1256 1,3458 1,6078 1,8794 2,1056 2,2218 2,1823 1,9856 1,6779 1,3294 1,0064 0,7548 0,5931 0,5139 0,4977 0,5256 0,5809 0,6420 0,6866 0,7030 0,6931 0,6594 0,5904 0,4640 0,2631 -0,0073 -0,3128 -0,5933 -0,7864 -0,8590 -0,8247 -0,7281 -0,6067 -0,4654 -0,2915 -0,0864 0,1240 0,3055 0,4360 0,5108 0,5362 0,5265 0,5071 0,5106 0,5593 0,6543 0,7808 0,9214 1,0652 1,2065 1,3369 1,4446 1,5246 1,5872 1,6557 1,7564 1,9108 2,1313 2,4141 2,7335 3,0484 3,3170 3,5103 3,6187 3,6490 3,6138 3,5207 3,3725 3,1778 2,9561 2,7259 2,4901 2,2396 1,9689 1,6893 1,4268 1,2074 1,0374 0,8989 0,7657 0,6266 0,4956 0,4064 0,3989 0,5033 0,7287 1,0507 1,4039 1,6961 1,8406 1,7833 1,5169 1,0851 0,5753 0,0989 -0,2361 -0,3537 -0,2373 0,0607 0,4415 0,8073 1,1000 1,3103 1,4626 1,5894 1,7150 1,8577 2,0385 2,2771 2,5737 2,8935 3,1698 3,3258 3,3072 3,1086 2,7740 2,3685 1,9470 1,5434 1,1755 0,8514 0,5751 0,3508 0,1838 0,0758 0,0218 0,0115 0,0334 0,0734 0,1063 0,0977 0,0207 -0,1275 -0,3275 -0,5580 -0,8145 -1,1078 -1,4456 -1,8155 -2,1878 -2,5303 -2,8180 -3,0335 -3,1684 -3,2274 -3,2285 -3,1953 -3,1459 -3,0840 -2,9960 -2,8610 -2,6635 -2,3957 -2,0509 -1,6240 -1,1194 -0,5560 0,0360 0,6238 1,1829 1,7007 2,1746 2,6139 3,0416 3,4875 3,9661 4,4616 4,9299 5,3105 5,5436 5,5934 5,4631 5,1905 4,8338 4,4614 4,1426 3,9280 3,8326 3,8349 3,8887 3,9384 3,9388 3,8721 3,7514 3,6131 3,5039 3,4628 3,4973 3,5740 3,6374 3,6446 3,5822 3,4561 3,2741 3,0419 2,7702 2,4792 2,1964 1,9542 1,7844 1,7033 1,6984 1,7294 1,7428 1,6933 1,5672 1,3900 1,2093 1,0699 0,9945 0,9783 0,9958 1,0154 1,0083 0,9522 0,8376 0,6711 0,4655 0,2251 -0,0548 -0,3706 -0,6961 -0,9842 -1,1821 -1,2476 -1,1629 -0,9462 -0,6506 -0,3477 -0,1065 0,0282 0,0514 -0,0091 -0,1192 -0,2584 -0,4180 -0,5845 -0,7287 -0,8153 -0,8223 -0,7490 -0,6114 -0,4307 -0,2239 0,0007 0,2395 0,4852 0,7232 0,9366 1,1105 1,2331 1,2959 1,2890 1,1937
F7    1,3782 1,2961 1,2298 1,1642 1,0763 0,9464 0,7658 0,5434 0,3079 0,0997 -0,0447 -0,1040 -0,0771 0,0127 0,1226 0,2086 0,2462 0,2393 0,2116 0,1848 0,1693 0,1724 0,2033 0,2663 0,3542 0,4481 0,5212 0,5472 0,5102 0,4116 0,2717 0,1226 -0,0068 -0,1032 -0,1708 -0,2206 -0,2609 -0,3001 -0,3531 -0,4366 -0,5593 -0,7163 -0,8922 -1,0657 -1,2167 -1,3346 -1,4239 -1,5004 -1,5795 -1,6652 -1,7433 -1,7857 -1,7671 -1,6832 -1,5561 -1,4234 -1,3207 -1,2658 -1,2538 -1,2589 -1,2425 -1,1777 -1,0758 -0,9840 -0,9515 -0,9986 -1,1171 -1,2862 -1,4801 -1,6690 -1,8259 -1,9330 -1,9800 -1,9618 -1,8818 -1,7542 -1,6009 -1,4478 -1,3201 -1,2346 -1,1911 -1,1724 -1,1636 -1,1773 -1,2542 -1,4352 -1,7322 -2,1170 -2,5278 -2,8875 -3,1273 -3,2055 -3,1193 -2,9023 -2,6079 -2,2920 -1,9987 -1,7490 -1,5375 -1,3522 -1,1987 -1,1007 -1,0841 -1,1676 -1,3571 -1,6418 -1,9982 -2,3997 -2,8210 -3,2370 -3,6178 -3,9285 -4,1438 -4,2669 -4,3343 -4,3907 -4,4520 -4,4914 -4,4535 -4,2791 -3,9286 -3,3964 -2,7121 -1,9304 -1,1121 -0,3068 0,4551 1,1673 1,8482 2,5247 3,2042 3,8591 4,4403 4,9036 5,2248 5,4041 5,4704 5,4781 5,4896 5,5519 5,6740 5,8207 5,9358 5,9779 5,9400 5,8471 5,7413 5,6655 5,6561 5,7390 5,9224 6,1873 6,4854 6,7511 6,9239 6,9637 6,8513 6,5916 6,2217 5,8034 5,3983 5,0467 4,7652 4,5590 4,4310 4,3805 4,3984 4,4673 4,5620 4,6538 4,7207 4,7538 4,7522 4,7143 4,6297 4,4743 4,2211 3,8702 3,4686 3,0958 2,8273 2,7070 2,7336 2,8610 3,0171 3,1368 3,1860 3,1635 3,0894 2,9940 2,9064 2,8409 2,7929 2,7508 2,7130 2,6884 2,6882 2,7176 2,7727 2,8435 2,9224 3,0118 3,1243 3,2741 3,4622 3,6682 3,8563 3,9903 4,0530 4,0554 4,0253 3,9885 3,9556 3,9174 3,8488 3,7236 3,5353 3,3072 3,0835 2,9023 2,7777 2,7075 2,6914 2,7312 2,8143 2,9016 2,9348 2,8624 2,6724 2,4058 2,1367 1,9393 1,8600 1,8988 2,0081 2,1156 2,1569 2,0949 1,9218 1,6553 1,3374 1,0271 0,7839 0,6449 0,6126 0,6606 0,7503 0,8408 0,8924 0,8788 0,8030 0,6977 0,6046 0,5532 0,5520 0,5867 0,6279 0,6482 0,6357 0,5931 0,5299 0,4616 0,4106 0,3965 0,4240 0,4803 0,5459 0,6054 0,6514 0,6790 0,6779 0,6354 0,5482 0,4301 0,3043 0,1848 0,0670 -0,0604 -0,2053 -0,3818 -0,6145 -0,9201 -1,2842 -1,6591 -1,9823 -2,1965 -2,2595 -2,1513 -1,8837 -1,4976 -1,0476 -0,5885 -0,1706 0,1665 0,3994 0,5204 0,5347 0,4612 0,3329 0,1868 0,0475 -0,0813 -0,2109 -0,3534 -0,5085 -0,6613 -0,7901 -0,8720 -0,8768 -0,7684 -0,5279 -0,1780 0,2174 0,5737 0,8154 0,8984 0,8209 0,6215 0,3672 0,1298 -0,0361 -0,1066 -0,0897 -0,0169 0,0687 0,1230 0,1121 0,0244 -0,1184 -0,2713 -0,3957 -0,4795 -0,5345 -0,5833 -0,6474 -0,7385 -0,8581 -1,0039 -1,1724 -1,3492 -1,4998 -1,5789 -1,5524 -1,4163 -1,2026 -0,9644 -0,7455 -0,5596 -0,3963 -0,2472 -0,1219 -0,0406 -0,0142 -0,0357 -0,0904 -0,1746 -0,2974 -0,4598 -0,6382 -0,7912 -0,8860 -0,9228 -0,9359 -0,9716 -1,0610 -1,2025 -1,3668 -1,5176 -1,6302 -1,6951 -1,7164 -1,7151 -1,7281 -1,7941 -1,9363 -2,1532 -2,4172 -2,6819 -2,8934 -3,0071 -3,0020 -2,8881 -2,6975 -2,4623 -2,1993 -1,9155 -1,6252 -1,3541 -1,1294 -0,9696 -0,8806 -0,8515 -0,8538 -0,8547 -0,8354 -0,7958 -0,7461 -0,6945 -0,6395 -0,5734 -0,4918 -0,3991 -0,3065 -0,2227 -0,1490 -0,0813 -0,0149 0,0487 0,1011 0,1340 0,1481 0,1497 0,1368 0,0954 0,0129 -0,1087 -0,2573 -0,4216 -0,5903 -0,7447 -0,8558 -0,8891 -0,8211 -0,6646 -0,4747 -0,3220 -0,2562 -0,2894 -0,3968 -0,5283 -0,6322 -0,6797 -0,6777 -0,6586 -0,6530 -0,6730 -0,7169 -0,7782 -0,8416 -0,8754 -0,8384 -0,7006 -0,4649 -0,1749 0,0977 0,2797 0,3269 0,2473 0,0982 -0,0461 -0,1327 -0,1497 -0,1198 -0,0777 -0,0458 -0,0241 0,0057 0,0660 0,1665 0,2967 0,4310 0,5360 0,5766 0,5268 0,3811 0,1580 -0,1090 -0,3836 -0,6341 -0,8412 -1,0072 -1,1517 -1,2930 -1,4363 -1,5788 -1,7213 -1,8710 -2,0343 -2,2072 -2,3739 -2,5194 -2,6405 -2,7482 -2,8611 -3,0035 -3,2042 -3,4885 -3,8567 -4,2731 -4,6805 -5,0282 -5,2856 -5,4368 -5,4716 -5,3886 -5,2049 -4,9529 -4,6605 -4,3348 -3,9660 -3,5453 -3,0788 -2,5893 -2,1111 -1,6796 -1,3156 -1,0207 -0,7793 -0,5591 -0,3165 -0,0159 0,3453 0,7310 1,0851 1,3548 1,5083 1,5473 1,5025 1,4144 1,3182 1,2428 1,2140 1,2496 1,3468 1,4745 1,5816 1,6139 1,5314 1,3235 1,0157 0,6666 0,3516 0,1361 0,0488 0,0696 0,1385 0,1877 0,1750 0,0967 -0,0203 -0,1361 -0,2182 -0,2557 -0,2624 -0,2643 -0,2812 -0,3146 -0,3572 -0,4138 -0,5112 -0,6802 -0,9271 -1,2284 -1,5492 -1,8624 -2,1576 -2,4381 -2,7084 -2,9593 -3,1642 -3,2902 -3,3159 -3,2463 -3,1160 -2,9802 -2,8971 -2,9092 -3,0266 -3,2223 -3,4404 -3,6096 -3,6629 -3,5639 -3,3330 -3,0473 -2,8089 -2,6974 -2,7360 -2,8937 -3,1094 -3,3155 -3,4564 -3,5025 -3,4585 -3,3583 -3,2437 -3,1415 -3,0525 -2,9529 -2,8071 -2,5874 -2,2903 -1,9433 -1,6007 -1,3267 -1,1717 -1,1567 -1,2705 -1,4802 -1,7447
