Fp1   -1,4687 -1,1158 -0,7377 -0,4033 -0,1621 -0,0264 0,0301 0,0545 0,1083 0,2560 0,5127 0,8064 1,0343 1,1606 1,2235 1,2542 1,2422 1,1800 1,0916 1,0082 0,9646 1,0234 1,2460 1,6257 2,0722 2,4555 2,6650 2,6520 2,4242 2,0264 1,5533 1,1466 0,9263 0,9171 1,0345 1,1344 1,0822 0,7984 0,2659 -0,4775 -1,3487 -2,2446 -3,0689 -3,7413 -4,1930 -4,3759 -4,2953 -4,0353 -3,7389 -3,5430 -3,5151 -3,6275 -3,7892 -3,9202 -3,9986 -4,0361 -4,0211 -3,9040 -3,6469 -3,2762 -2,8777 -2,5477 -2,3546 -2,3258 -2,4383 -2,6260 -2,8134 -2,9410 -2,9502 -2,7626 -2,3189 -1,6660 -0,9858 -0,5044 -0,3590 -0,5413 -0,9366 -1,4013 -1,8232 -2,1396 -2,3123 -2,2989 -2,0615 -1,6038 -0,9840 -0,2867 0,4041 0,9960 1,3750 1,4385 1,1626 0,6417 0,0698 -0,3331 -0,4296 -0,2357 0,1151 0,4643 0,6975 0,7741 0,7286 0,6384 0,5885 0,6518 0,8592 1,1668 1,4647 1,6247 1,5458 1,1855 0,5752 -0,1813 -0,9437 -1,6070 -2,1537 -2,6314 -3,0891 -3,5335 -3,9201 -4,1614 -4,1511 -3,8192 -3,2026 -2,4737 -1,8754 -1,5827 -1,6052 -1,8180 -2,0742 -2,2791 -2,3969 -2,4298 -2,3912 -2,2789 -2,0711 -1,7632 -1,4155 -1,1349 -0,9797 -0,9008 -0,7872 -0,5496 -0,1676 0,3175 0,8482 1,3815 1,8759 2,2757 2,5295 2,6207 2,5880 2,5272 2,5567 2,7473 3,0558 3,3390 3,4591 3,3754 3,1446 2,8757 2,6876 2,6715 2,8710 3,2884 3,8944 4,6242 5,3809 6,0622 6,5920 6,9182 6,9856 6,7418 6,1784 5,3608 4,4182 3,4938 2,6932 2,0738 1,6606 1,4699 1,5400 1,9314 2,6788 3,7508 5,0647 6,5077 7,9250 9,1249 9,9259 10,2020 9,9043 9,0653 7,8047 6,3238 4,8599 3,6221 2,7563 2,3451 2,4145 2,9255 3,7608 4,7343 5,6354 6,2933 6,6120 6,5471 6,0824 5,2553 4,1824 3,0373 2,0080 1,2505 0,8431 0,7713 0,9541 1,2731 1,5972 1,8103 1,8436 1,6917 1,4010 1,0477 0,7198 0,4918 0,3895 0,3787 0,4050 0,4574 0,5809 0,8112 1,1023 1,3297 1,3682 1,1744 0,7994 0,3171 -0,2404 -0,8694 -1,5479 -2,2250 -2,8374 -3,3148 -3,5825 -3,5873 -3,3295 -2,8638 -2,2596 -1,5629 -0,7896 0,0511 0,9061 1,6439 2,0981 2,1639 1,8503 1,2601 0,5300 -0,2249 -0,9250 -1,4914 -1,8197 -1,8167 -1,4729 -0,9078 -0,3480 -0,0308 -0,0853 -0,4794 -1,0665 -1,6746 -2,1664 -2,4595 -2,5369 -2,4541 -2,3044 -2,1467 -1,9717 -1,7372 -1,4116 -0,9909 -0,5158 -0,0839 0,1810 0,1952 -0,0433 -0,4710 -1,0068 -1,5852 -2,1759 -2,7906 -3,4632 -4,2029 -4,9481 -5,5632 -5,8987 -5,8673 -5,4660 -4,7475 -3,7958 -2,7201 -1,6514 -0,7338 -0,0981 0,1827 0,1270 -0,1636 -0,5614 -0,9775 -1,3860 -1,8091 -2,2922 -2,8594 -3,4507 -3,9085 -4,0528 -3,7921 -3,1860 -2,4061 -1,6359 -1,0045 -0,5741 -0,3432 -0,2586 -0,2417 -0,2217 -0,1551 -0,0233 0,1680 0,3705 0,4865 0,4162 0,1320 -0,2980 -0,7524 -1,1125 -1,3008 -1,3080 -1,2046 -1,1202 -1,1794 -1,4139 -1,7100 -1,8635 -1,7174 -1,2451 -0,5213 0,3322 1,1599 1,7859 2,0717 1,9804 1,5854 1,0187 0,4003 -0,2106 -0,8038 -1,3576 -1,7939 -1,9851 -1,8103 -1,2347 -0,3555 0,6329 1,5137 2,1128 2,3523 2,2765 2,0139 1,6966 1,4034 1,1466 0,8988 0,6387 0,3771 0,1302 -0,1292 -0,4643 -0,8921 -1,3218 -1,5947 -1,5760 -1,2121 -0,5470 0,2833 1,0969 1,7449 2,1549 2,3285 2,3333 2,2789 2,2533 2,2724 2,3000 2,3058 2,2968 2,3011 2,3285 2,3402 2,2585 2,0188 1,6336 1,2072 0,8737 0,7193 0,7658 1,0145 1,4901 2,2339 3,2401 4,3853 5,4419 6,1877 6,5087 6,4182 6,0214 5,4750 4,9391 4,5265 4,2707 4,1232 3,9710 3,6707 3,1182 2,3297 1,4539 0,6939 0,2116 0,0719 0,2402 0,6204 1,0966 1,5566 1,9184 2,1607 2,3155 2,4250 2,5088 2,5555 2,5351 2,4261 2,2315 1,9672 1,6425 1,2562 0,8108 0,3371 -0,0935 -0,3730 -0,3788 -0,0208 0,6999 1,6655 2,6758 3,5142 4,0155 4,1365 3,9990 3,8470 3,9221 4,3385 5,0362 5,8188 6,4390 6,6995 6,5213 5,9479 5,1072 4,1656 3,2901 2,6198 2,2354 2,1249 2,1720 2,2111 2,1277 1,9331 1,7577 1,7519 1,9682 2,3428 2,7839 3,2414 3,6875 4,0609 4,2514 4,1562 3,7624 3,1715 2,5258 1,9029 1,2965 0,6997 0,1840 -0,1116 -0,0603 0,3696 1,0867 1,9111 2,6398 3,1186 3,2946 3,2145 2,9814 2,7239 2,5817 2,6636 2,9846 3,4470 3,8959 4,1998 4,2881 4,1547 3,8710 3,5836 3,4476 3,5345 3,7976 4,1064 4,3132 4,3210 4,1125 3,7293 3,2485 2,7738 2,3993 2,1584 2,0190 1,9382 1,9111 1,9574 2,0701 2,2013 2,3041 2,3642 2,3854 2,3761 2,3494 2,3135 2,2617 2,1804 2,0744 1,9916 2,0152 2,2121 2,5880 3,0970 3,6881 4,3384 5,0410 5,7535 6,3608 6,7079 6,6863 6,3044 5,6927 5,0584 4,6258 4,5657 4,9173 5,5511 6,2439 6,8183 7,2134 7,4311 7,4659 7,3152 7,0297 6,7052 6,4240 6,2176 6,0683 5,9111 5,6373 5,1403 4,3816 3,4228 2,4072 1,4986 0,8134 0,3913 0,1968 0,1415 0,1331 0,1209 0,0829 -0,0156 -0,2328 -0,6274 -1,2272 -1,9980 -2,8507 -3,6983 -4,4973 -5,2230 -5,8284 -6,2397 -6,3885 -6,2455 -5,8325 -5,2249
Fz    -2,8353 -2,8088 -2,7017 -2,5177 -2,2723 -1,9850 -1,6700 -1,3258 -0,9316 -0,4624 0,0866 0,6805 1,2527 1,7393 2,1109 2,3743 2,5518 2,6603 2,7000 2,6607 2,5436 2,3739 2,1869 2,0101 1,8620 1,7594 1,7141 1,7171 1,7325 1,7206 1,6639 1,5600 1,3974 1,1558 0,8325 0,4611 0,0972 -0,2120 -0,4472 -0,6211 -0,7751 -0,9686 -1,2563 -1,6630 -2,1740 -2,7394 -3,2839 -3,7299 -4,0317 -4,1924 -4,2506 -4,2533 -4,2420 -4,2531 -4,3086 -4,3969 -4,4658 -4,4438 -4,2764 -3,9574 -3,5258 -3,0370 -2,5428 -2,0891 -1,7103 -1,4216 -1,2182 -1,0816 -0,9963 -0,9582 -0,9727 -1,0466 -1,1732 -1,3167 -1,4216 -1,4455 -1,3828 -1,2606 -1,1188 -0,9879 -0,8793 -0,7903 -0,7118 -0,6330 -0,5443 -0,4353 -0,2950 -0,1213 0,0666 0,2398 0,3910 0,5438 0,7252 0,9386 1,1619 1,3661 1,5310 1,6488 1,7159 1,7231 1,6547 1,5014 1,2810 1,0428 0,8404 0,7008 0,6164 0,5588 0,4891 0,3651 0,1579 -0,1341 -0,4867 -0,8647 -1,2405 -1,6050 -1,9619 -2,3131 -2,6517 -2,9695 -3,2691 -3,5646 -3,8721 -4,2003 -4,5441 -4,8739 -5,1321 -5,2505 -5,1818 -4,9175 -4,4851 -3,9359 -3,3330 -2,7284 -2,1488 -1,6034 -1,0950 -0,6192 -0,1657 0,2662 0,6544 0,9688 1,1957 1,3492 1,4698 1,6079 1,7977 2,0450 2,3348 2,6405 2,9285 3,1644 3,3261 3,4151 3,4481 3,4392 3,4001 3,3481 3,2984 3,2507 3,1882 3,0931 2,9706 2,8621 2,8276 2,9096 3,1073 3,3768 3,6571 3,9046 4,1096 4,2901 4,4654 4,6347 4,7813 4,8932 4,9709 5,0207 5,0516 5,0814 5,1364 5,2405 5,4089 5,6479 5,9566 6,3256 6,7292 7,1234 7,4647 7,7347 7,9427 8,1011 8,2011 8,2146 8,1157 7,9031 7,6029 7,2504 6,8729 6,4888 6,1126 5,7563 5,4366 5,1837 5,0366 5,0172 5,1087 5,2602 5,4095 5,5026 5,4986 5,3653 5,0793 4,6371 4,0594 3,3828 2,6535 1,9301 1,2772 0,7407 0,3242 -0,0018 -0,2627 -0,4569 -0,5640 -0,5716 -0,4976 -0,3876 -0,2894 -0,2313 -0,2177 -0,2364 -0,2672 -0,2871 -0,2781 -0,2424 -0,2107 -0,2290 -0,3216 -0,4655 -0,6068 -0,6972 -0,7137 -0,6641 -0,5825 -0,5106 -0,4751 -0,4797 -0,5098 -0,5481 -0,5938 -0,6649 -0,7722 -0,8926 -0,9757 -0,9738 -0,8691 -0,6890 -0,4975 -0,3527 -0,2680 -0,2154 -0,1638 -0,1081 -0,0694 -0,0823 -0,1857 -0,4135 -0,7772 -1,2496 -1,7667 -2,2563 -2,6710 -3,0050 -3,2881 -3,5506 -3,7866 -3,9565 -4,0205 -3,9669 -3,8149 -3,6027 -3,3734 -3,1678 -3,0236 -2,9727 -3,0312 -3,1888 -3,4054 -3,6188 -3,7694 -3,8300 -3,8144 -3,7525 -3,6618 -3,5488 -3,4267 -3,3138 -3,2118 -3,1027 -2,9676 -2,8068 -2,6383 -2,4758 -2,3137 -2,1378 -1,9435 -1,7389 -1,5375 -1,3541 -1,2071 -1,1129 -1,0718 -1,0593 -1,0465 -1,0266 -1,0169 -1,0402 -1,1042 -1,1932 -1,2767 -1,3287 -1,3404 -1,3152 -1,2575 -1,1749 -1,0832 -0,9967 -0,9156 -0,8325 -0,7516 -0,6914 -0,6713 -0,6989 -0,7671 -0,8577 -0,9433 -0,9873 -0,9579 -0,8505 -0,6942 -0,5344 -0,4098 -0,3428 -0,3410 -0,3998 -0,5015 -0,6169 -0,7208 -0,8087 -0,8940 -0,9901 -1,1012 -1,2251 -1,3544 -1,4733 -1,5578 -1,5828 -1,5310 -1,3981 -1,1942 -0,9425 -0,6721 -0,4084 -0,1735 0,0094 0,1242 0,1819 0,2277 0,3221 0,5010 0,7418 0,9726 1,1176 1,1347 1,0250 0,8236 0,5807 0,3397 0,1271 -0,0447 -0,1668 -0,2278 -0,2190 -0,1414 0,0011 0,2086 0,4823 0,8195 1,2101 1,6320 2,0446 2,3964 2,6573 2,8436 2,9999 3,1544 3,3000 3,4140 3,4889 3,5407 3,5962 3,6861 3,8433 4,0847 4,3935 4,7271 5,0437 5,3175 5,5373 5,6984 5,7953 5,8232 5,7851 5,6927 5,5567 5,3745 5,1279 4,7993 4,3935 3,9366 3,4622 3,0087 2,6210 2,3361 2,1605 2,0610 1,9807 1,8736 1,7277 1,5592 1,3905 1,2319 1,0843 0,9543 0,8611 0,8281 0,8691 0,9726 1,0970 1,1859 1,1884 1,0779 0,8700 0,6281 0,4356 0,3540 0,4072 0,5923 0,8933 1,2892 1,7594 2,2822 2,8295 3,3678 3,8693 4,3191 4,7035 4,9939 5,1557 5,1781 5,0861 4,9237 4,7344 4,5487 4,3782 4,2237 4,0969 4,0306 4,0573 4,1794 4,3631 4,5572 4,7106 4,7740 4,6989 4,4559 4,0563 3,5395 2,9455 2,3093 1,6673 1,0559 0,5064 0,0470 -0,2922 -0,4828 -0,5023 -0,3351 0,0163 0,5112 1,0734 1,6237 2,1095 2,5176 2,8701 3,1966 3,5052 3,7806 4,0053 4,1719 4,2804 4,3318 4,3344 4,3133 4,3005 4,3094 4,3298 4,3472 4,3539 4,3426 4,3062 4,2485 4,1872 4,1423 4,1221 4,1179 4,1060 4,0594 3,9684 3,8425 3,6892 3,5072 3,2988 3,0731 2,8322 2,5661 2,2667 1,9455 1,6283 1,3363 1,0811 0,8716 0,7196 0,6459 0,6856 0,8707 1,2046 1,6573 2,1737 2,6856 3,1362 3,5018 3,7876 4,0068 4,1687 4,2861 4,3858 4,4993 4,6464 4,8361 5,0832 5,4108 5,8300 6,3208 6,8371 7,3272 7,7535 8,0912 8,3175 8,4201 8,4185 8,3568 8,2671 8,1459 7,9716 7,7396 7,4738 7,2044 6,9434 6,6805 6,3980 6,0911 5,7740 5,4639 5,1697 4,8963 4,6410 4,3761 4,0461 3,5921 2,9826 2,2246 1,3511 0,4059 -0,5596 -1,4894 -2,3365 -3,0710 -3,6726 -4,1243 -4,4204 -4,5797 -4,6491 -4,6873 -4,7366 -4,8083 -4,8929 -4,9767 -5,0515
F3    -2,9344 -2,8745 -2,6982 -2,4128 -2,0392 -1,6136 -1,1865 -0,8056 -0,4883 -0,2087 0,0819 0,4149 0,7825 1,1587 1,5280 1,8850 2,2107 2,4660 2,6110 2,6283 2,5290 2,3413 2,0967 1,8253 1,5647 1,3648 1,2729 1,3019 1,4153 1,5505 1,6540 1,6889 1,6230 1,4322 1,1237 0,7433 0,3564 0,0203 -0,2332 -0,4061 -0,5393 -0,7065 -0,9841 -1,4108 -1,9702 -2,6059 -3,2383 -3,7803 -4,1646 -4,3702 -4,4216 -4,3650 -4,2493 -4,1277 -4,0538 -4,0548 -4,1046 -4,1277 -4,0431 -3,8180 -3,4794 -3,0795 -2,6652 -2,2756 -1,9435 -1,6923 -1,5313 -1,4565 -1,4574 -1,5217 -1,6388 -1,8023 -2,0009 -2,2017 -2,3551 -2,4248 -2,4076 -2,3256 -2,2070 -2,0728 -1,9307 -1,7729 -1,5840 -1,3580 -1,1046 -0,8410 -0,5808 -0,3380 -0,1329 0,0165 0,1173 0,2027 0,3057 0,4375 0,5921 0,7619 0,9489 1,1588 1,3800 1,5724 1,6770 1,6428 1,4599 1,1753 0,8595 0,5569 0,2743 0,0037 -0,2599 -0,5177 -0,7687 -1,0113 -1,2485 -1,4928 -1,7652 -2,0824 -2,4423 -2,8238 -3,1984 -3,5427 -3,8477 -4,1239 -4,3983 -4,7002 -5,0389 -5,3836 -5,6642 -5,7985 -5,7298 -5,4542 -5,0180 -4,4961 -3,9661 -3,4778 -3,0407 -2,6413 -2,2641 -1,8951 -1,5233 -1,1551 -0,8214 -0,5559 -0,3657 -0,2234 -0,0770 0,1273 0,4195 0,7993 1,2460 1,7203 2,1631 2,5105 2,7228 2,8042 2,7925 2,7355 2,6804 2,6703 2,7270 2,8321 2,9268 2,9395 2,8327 2,6334 2,4141 2,2478 2,1748 2,2005 2,3156 2,5116 2,7825 3,1227 3,5177 3,9272 4,2832 4,5125 4,5646 4,4342 4,1708 3,8665 3,6198 3,4972 3,5179 3,6636 3,8991 4,1889 4,5016 4,8054 5,0729 5,2921 5,4688 5,6111 5,7103 5,7396 5,6747 5,5159 5,2904 5,0291 4,7440 4,4289 4,0746 3,6890 3,3081 2,9915 2,7987 2,7606 2,8659 3,0643 3,2819 3,4461 3,5083 3,4453 3,2487 2,9210 2,4745 1,9269 1,3077 0,6693 0,0788 -0,4118 -0,7903 -1,0749 -1,2841 -1,4168 -1,4588 -1,4041 -1,2762 -1,1242 -0,9974 -0,9268 -0,9213 -0,9706 -1,0476 -1,1164 -1,1463 -1,1299 -1,0946 -1,0911 -1,1562 -1,2828 -1,4290 -1,5466 -1,5986 -1,5717 -1,4848 -1,3782 -1,2934 -1,2566 -1,2710 -1,3192 -1,3760 -1,4179 -1,4224 -1,3665 -1,2407 -1,0616 -0,8680 -0,7104 -0,6355 -0,6575 -0,7380 -0,8084 -0,8157 -0,7477 -0,6313 -0,5248 -0,5011 -0,6164 -0,8879 -1,2896 -1,7594 -2,2199 -2,6142 -2,9330 -3,2096 -3,4792 -3,7395 -3,9545 -4,0823 -4,0981 -3,9996 -3,8003 -3,5243 -3,2159 -2,9507 -2,8207 -2,8951 -3,1784 -3,5962 -4,0237 -4,3424 -4,4908 -4,4736 -4,3324 -4,1083 -3,8332 -3,5417 -3,2686 -3,0316 -2,8342 -2,6912 -2,6392 -2,7055 -2,8680 -3,0551 -3,1907 -3,2330 -3,1744 -3,0225 -2,7932 -2,5158 -2,2315 -1,9752 -1,7584 -1,5795 -1,4482 -1,3920 -1,4366 -1,5782 -1,7725 -1,9565 -2,0873 -2,1573 -2,1794 -2,1686 -2,1423 -2,1211 -2,1165 -2,1173 -2,0979 -2,0431 -1,9621 -1,8786 -1,8137 -1,7726 -1,7400 -1,6832 -1,5632 -1,3538 -1,0592 -0,7212 -0,4102 -0,2021 -0,1497 -0,2643 -0,5125 -0,8273 -1,1292 -1,3525 -1,4653 -1,4735 -1,4116 -1,3249 -1,2520 -1,2172 -1,2283 -1,2763 -1,3337 -1,3575 -1,3076 -1,1753 -0,9913 -0,8022 -0,6405 -0,5200 -0,4506 -0,4419 -0,4886 -0,5558 -0,5879 -0,5438 -0,4323 -0,3115 -0,2521 -0,2936 -0,4286 -0,6190 -0,8219 -1,0056 -1,1531 -1,2580 -1,3149 -1,3148 -1,2551 -1,1495 -1,0200 -0,8788 -0,7196 -0,5229 -0,2687 0,0520 0,4206 0,7895 1,1136 1,3841 1,6228 1,8517 2,0720 2,2689 2,4335 2,5741 2,7084 2,8565 3,0436 3,2880 3,5807 3,8848 4,1562 4,3685 4,5193 4,6161 4,6593 4,6421 4,5615 4,4244 4,2436 4,0292 3,7804 3,4901 3,1583 2,7957 2,4222 2,0736 1,7987 1,6338 1,5742 1,5686 1,5454 1,4546 1,2943 1,1039 0,9285 0,7850 0,6615 0,5495 0,4659 0,4377 0,4739 0,5506 0,6199 0,6282 0,5349 0,3267 0,0329 -0,2741 -0,5083 -0,6118 -0,5692 -0,3936 -0,1087 0,2566 0,6719 1,1123 1,5574 1,9818 2,3593 2,6733 2,9130 3,0654 3,1228 3,0997 3,0344 2,9700 2,9370 2,9420 2,9633 2,9644 2,9265 2,8691 2,8331 2,8448 2,8965 2,9537 2,9741 2,9193 2,7590 2,4866 2,1320 1,7414 1,3419 0,9333 0,5065 0,0631 -0,3799 -0,7901 -1,1220 -1,3270 -1,3671 -1,2167 -0,8680 -0,3520 0,2554 0,8605 1,3847 1,7868 2,0737 2,2922 2,4924 2,6925 2,8737 2,9977 3,0210 2,9109 2,6658 2,3291 1,9731 1,6635 1,4392 1,3157 1,2889 1,3294 1,3908 1,4360 1,4571 1,4688 1,4883 1,5252 1,5743 1,6166 1,6353 1,6285 1,5994 1,5463 1,4667 1,3575 1,2044 0,9866 0,6997 0,3672 0,0194 -0,3296 -0,6721 -0,9861 -1,2360 -1,3815 -1,3820 -1,2102 -0,8773 -0,4376 0,0314 0,4568 0,7945 1,0368 1,2032 1,3292 1,4559 1,6219 1,8568 2,1704 2,5447 2,9507 3,3797 3,8498 4,3769 4,9437 5,4968 5,9717 6,3222 6,5302 6,5970 6,5423 6,4100 6,2512 6,0850 5,8860 5,6118 5,2436 4,8021 4,3316 3,8761 3,4656 3,1142 2,8270 2,6032 2,4287 2,2770 2,1250 1,9569 1,7466 1,4483 1,0152 0,4304 -0,2807 -1,0693 -1,8898 -2,7116 -3,5092 -4,2516 -4,9053 -5,4425 -5,8454 -6,1087 -6,2431 -6,2768 -6,2513 -6,2107 -6,1872 -6,1968 -6,2425 -6,3162
F7    -1,8852 -1,7580 -1,6571 -1,5464 -1,3974 -1,1956 -0,9349 -0,6139 -0,2410 0,1606 0,5500 0,8743 1,0899 1,1859 1,1883 1,1435 1,0985 1,0886 1,1271 1,2003 1,2762 1,3254 1,3358 1,3139 1,2763 1,2394 1,2132 1,1979 1,1875 1,1819 1,1870 1,1975 1,1866 1,1180 0,9698 0,7448 0,4661 0,1646 -0,1339 -0,4160 -0,6765 -0,9178 -1,1550 -1,4111 -1,6993 -2,0114 -2,3186 -2,5860 -2,7930 -2,9409 -3,0411 -3,0991 -3,1163 -3,1052 -3,0911 -3,0913 -3,0992 -3,0883 -3,0323 -2,9280 -2,7975 -2,6728 -2,5835 -2,5478 -2,5633 -2,6080 -2,6518 -2,6685 -2,6439 -2,5778 -2,4820 -2,3776 -2,2801 -2,1858 -2,0799 -1,9572 -1,8297 -1,7168 -1,6271 -1,5488 -1,4590 -1,3445 -1,2111 -1,0721 -0,9348 -0,7986 -0,6567 -0,5000 -0,3234 -0,1288 0,0803 0,3063 0,5542 0,8196 1,0781 1,2891 1,4123 1,4253 1,3318 1,1584 0,9444 0,7287 0,5413 0,4020 0,3206 0,2942 0,3090 0,3483 0,3938 0,4203 0,3963 0,2923 0,0911 -0,2076 -0,5902 -1,0327 -1,5017 -1,9669 -2,4148 -2,8435 -3,2485 -3,6186 -3,9378 -4,1913 -4,3688 -4,4563 -4,4324 -4,2894 -4,0556 -3,7804 -3,4986 -3,2227 -2,9573 -2,7031 -2,4578 -2,2227 -1,9979 -1,7738 -1,5376 -1,2844 -1,0211 -0,7651 -0,5380 -0,3524 -0,1985 -0,0476 0,1270 0,3374 0,5865 0,8687 1,1622 1,4363 1,6732 1,8775 2,0617 2,2266 2,3639 2,4695 2,5438 2,5851 2,5892 2,5521 2,4809 2,4024 2,3556 2,3706 2,4521 2,5779 2,7131 2,8245 2,8867 2,8880 2,8286 2,7088 2,5267 2,2972 2,0632 1,8816 1,8024 1,8518 2,0218 2,2735 2,5552 2,8246 3,0612 3,2651 3,4460 3,6102 3,7534 3,8611 3,9200 3,9274 3,8863 3,7935 3,6406 3,4277 3,1707 2,8949 2,6282 2,3982 2,2236 2,1031 2,0197 1,9598 1,9237 1,9196 1,9531 2,0205 2,1015 2,1607 2,1616 2,0790 1,9044 1,6477 1,3324 0,9848 0,6258 0,2748 -0,0461 -0,3125 -0,5072 -0,6274 -0,6821 -0,6836 -0,6429 -0,5760 -0,5101 -0,4719 -0,4665 -0,4781 -0,4897 -0,4932 -0,4860 -0,4676 -0,4421 -0,4256 -0,4446 -0,5222 -0,6645 -0,8576 -1,0722 -1,2694 -1,4093 -1,4697 -1,4621 -1,4228 -1,3834 -1,3505 -1,3157 -1,2767 -1,2399 -1,2140 -1,2095 -1,2288 -1,2508 -1,2349 -1,1468 -0,9806 -0,7625 -0,5358 -0,3392 -0,1970 -0,1196 -0,1065 -0,1480 -0,2312 -0,3492 -0,5031 -0,6905 -0,8922 -1,0750 -1,2111 -1,2928 -1,3403 -1,3980 -1,5082 -1,6758 -1,8639 -2,0187 -2,0969 -2,0819 -1,9885 -1,8573 -1,7376 -1,6668 -1,6609 -1,7222 -1,8442 -2,0025 -2,1519 -2,2492 -2,2804 -2,2638 -2,2324 -2,2169 -2,2421 -2,3229 -2,4532 -2,5998 -2,7101 -2,7388 -2,6753 -2,5494 -2,4047 -2,2694 -2,1536 -2,0622 -1,9966 -1,9512 -1,9177 -1,8883 -1,8514 -1,7884 -1,6867 -1,5557 -1,4300 -1,3523 -1,3539 -1,4408 -1,5884 -1,7469 -1,8629 -1,9039 -1,8668 -1,7694 -1,6404 -1,5087 -1,3918 -1,2967 -1,2342 -1,2230 -1,2745 -1,3771 -1,4972 -1,5963 -1,6440 -1,6184 -1,5034 -1,2934 -0,9996 -0,6504 -0,2908 0,0233 0,2392 0,3272 0,2926 0,1705 0,0108 -0,1381 -0,2433 -0,2987 -0,3227 -0,3406 -0,3672 -0,4044 -0,4436 -0,4708 -0,4744 -0,4526 -0,4079 -0,3414 -0,2522 -0,1408 -0,0134 0,1176 0,2350 0,3200 0,3608 0,3650 0,3602 0,3737 0,4069 0,4279 0,3907 0,2643 0,0512 -0,2117 -0,4740 -0,6983 -0,8673 -0,9764 -1,0244 -1,0090 -0,9282 -0,7868 -0,5940 -0,3510 -0,0453 0,3355 0,7822 1,2570 1,7019 2,0571 2,2856 2,3913 2,4113 2,3872 2,3433 2,2928 2,2521 2,2441 2,2915 2,4123 2,6158 2,8898 3,1948 3,4750 3,6855 3,8134 3,8821 3,9371 4,0171 4,1285 4,2424 4,3216 4,3468 4,3091 4,1890 3,9640 3,6386 3,2489 2,8430 2,4691 2,1738 1,9917 1,9236 1,9291 1,9505 1,9476 1,9079 1,8353 1,7432 1,6496 1,5659 1,4930 1,4291 1,3781 1,3480 1,3444 1,3687 1,4139 1,4535 1,4441 1,3570 1,2045 1,0273 0,8654 0,7424 0,6717 0,6661 0,7408 0,9050 1,1531 1,4636 1,8084 2,1648 2,5161 2,8354 3,0745 3,1824 3,1372 2,9656 2,7283 2,4907 2,2992 2,1752 2,1255 2,1587 2,2832 2,4897 2,7414 2,9849 3,1713 3,2747 3,2928 3,2296 3,0883 2,8825 2,6429 2,4084 2,2053 2,0337 1,8739 1,7089 1,5393 1,3819 1,2557 1,1736 1,1439 1,1685 1,2332 1,3116 1,3815 1,4347 1,4744 1,5110 1,5551 1,6066 1,6508 1,6697 1,6605 1,6411 1,6359 1,6611 1,7221 1,8137 1,9195 2,0182 2,0933 2,1349 2,1370 2,0968 2,0143 1,8927 1,7410 1,5756 1,4122 1,2552 1,1001 0,9454 0,7963 0,6584 0,5385 0,4485 0,3934 0,3581 0,3135 0,2374 0,1343 0,0285 -0,0625 -0,1427 -0,2244 -0,3087 -0,3776 -0,3998 -0,3463 -0,2040 0,0168 0,2810 0,5402 0,7598 0,9410 1,1080 1,2795 1,4588 1,6445 1,8393 2,0426 2,2430 2,4290 2,6078 2,8046 3,0387 3,3062 3,5862 3,8579 4,1131 4,3507 4,5583 4,7069 4,7679 4,7303 4,5994 4,3899 4,1249 3,8352 3,5515 3,2919 3,0555 2,8332 2,6201 2,4127 2,1966 1,9479 1,6530 1,3251 0,9943 0,6821 0,3848 0,0742 -0,2862 -0,7220 -1,2357 -1,8084 -2,4107 -3,0152 -3,5990 -4,1349 -4,5800 -4,8887 -5,0457 -5,0862 -5,0768 -5,0724 -5,0877 -5,1076 -5,1210 -5,1392 -5,1845
