Fp1   -1,5264 -1,2280 -0,8640 -0,4451 -0,0015 0,4231 0,7878 1,0690 1,2647 1,3849 1,4437 1,4582 1,4479 1,4277 1,4018 1,3681 1,3261 1,2803 1,2371 1,1988 1,1640 1,1370 1,1262 1,1282 1,1224 1,0838 0,9993 0,8697 0,7018 0,5017 0,2778 0,0477 -0,1638 -0,3341 -0,4529 -0,5270 -0,5764 -0,6251 -0,6950 -0,8029 -0,9580 -1,1616 -1,4083 -1,6853 -1,9711 -2,2405 -2,4761 -2,6764 -2,8507 -3,0084 -3,1503 -3,2683 -3,3537 -3,4059 -3,4347 -3,4552 -3,4831 -3,5328 -3,6141 -3,7271 -3,8611 -3,9998 -4,1259 -4,2246 -4,2843 -4,2918 -4,2319 -4,0912 -3,8572 -3,5181 -3,0691 -2,5216 -1,9075 -1,2732 -0,6650 -0,1164 0,3571 0,7552 1,0863 1,3582 1,5714 1,7242 1,8152 1,8370 1,7773 1,6276 1,3869 1,0617 0,6680 0,2349 -0,1947 -0,5728 -0,8637 -1,0556 -1,1561 -1,1813 -1,1525 -1,0928 -1,0136 -0,9031 -0,7365 -0,4982 -0,1955 0,1416 0,4699 0,7478 0,9459 1,0483 1,0474 0,9407 0,7308 0,4280 0,0453 -0,4072 -0,9191 -1,4692 -2,0194 -2,5174 -2,9066 -3,1350 -3,1642 -2,9777 -2,5846 -2,0166 -1,3216 -0,5510 0,2585 1,0957 1,9673 2,8796 3,8248 4,7815 5,7214 6,6135 7,4291 8,1521 8,7831 9,3338 9,8167 10,2446 10,6355 11,0116 11,3890 11,7674 12,1289 12,4453 12,6889 12,8395 12,8867 12,8296 12,6723 12,4185 12,0747 11,6603 11,2115 10,7704 10,3677 10,0114 9,6907 9,3885 9,0926 8,7967 8,4955 8,1832 7,8586 7,5254 7,1885 6,8521 6,5223 6,2152 5,9587 5,7855 5,7179 5,7540 5,8655 6,0141 6,1713 6,3307 6,5074 6,7270 7,0096 7,3557 7,7434 8,1334 8,4836 8,7688 8,9911 9,1722 9,3306 9,4648 9,5590 9,6021 9,5927 9,5309 9,4100 9,2189 8,9514 8,6113 8,2154 7,7916 7,3691 6,9650 6,5794 6,2006 5,8156 5,4158 4,9962 4,5558 4,1002 3,6417 3,1953 2,7767 2,3990 2,0689 1,7863 1,5495 1,3567 1,2019 1,0760 0,9779 0,9209 0,9222 0,9811 1,0692 1,1431 1,1682 1,1330 1,0462 0,9277 0,7996 0,6812 0,5841 0,5069 0,4297 0,3191 0,1499 -0,0786 -0,3453 -0,6209 -0,8736 -1,0722 -1,1937 -1,2299 -1,1849 -1,0708 -0,9054 -0,7057 -0,4813 -0,2344 0,0316 0,3037 0,5599 0,7790 0,9475 1,0559 1,0961 1,0673 0,9824 0,8716 0,7788 0,7503 0,8168 0,9818 1,2251 1,5128 1,8071 2,0796 2,3183 2,5208 2,6840 2,8049 2,8882 2,9447 2,9796 2,9845 2,9438 2,8453 2,6870 2,4770 2,2315 1,9727 1,7267 1,5192 1,3673 1,2690 1,2011 1,1339 1,0530 0,9642 0,8814 0,8176 0,7844 0,7914 0,8373 0,9059 0,9731 1,0185 1,0360 1,0425 1,0742 1,1701 1,3560 1,6374 1,9973 2,3993 2,7972 3,1449 3,4033 3,5508 3,5929 3,5609 3,4986 3,4437 3,4131 3,3997 3,3834 3,3454 3,2732 3,1593 3,0045 2,8210 2,6306 2,4613 2,3449 2,3108 2,3756 2,5379 2,7801 3,0768 3,4023 3,7330 4,0446 4,3133 4,5204 4,6527 4,6993 4,6518 4,5140 4,3100 4,0841 3,8859 3,7502 3,6844 3,6691 3,6671 3,6340 3,5307 3,3377 3,0623 2,7334 2,3911 2,0728 1,8008 1,5790 1,4029 1,2697 1,1780 1,1203 1,0793 1,0351 0,9784 0,9152 0,8545 0,7953 0,7248 0,6295 0,5032 0,3502 0,1878 0,0440 -0,0563 -0,1057 -0,1132 -0,0972 -0,0823 -0,0961 -0,1602 -0,2820 -0,4552 -0,6655 -0,8922 -1,1106 -1,2992 -1,4454 -1,5437 -1,5915 -1,5895 -1,5435 -1,4604 -1,3436 -1,1914 -1,0048 -0,7987 -0,6027 -0,4454 -0,3385 -0,2779 -0,2545 -0,2593 -0,2811 -0,3071 -0,3271 -0,3351 -0,3258 -0,2955 -0,2478 -0,1941 -0,1449 -0,1010 -0,0536 0,0083 0,0951 0,2193 0,3949 0,6291 0,9141 1,2245 1,5260 1,7901 2,0013 2,1504 2,2244 2,2052 2,0806 1,8554 1,5543 1,2092 0,8468 0,4876 0,1533 -0,1309 -0,3400 -0,4535 -0,4569 -0,3459 -0,1315 0,1579 0,4850 0,8200 1,1541 1,4925 1,8358 2,1678 2,4615 2,6920 2,8434 2,9058 2,8736 2,7510 2,5586 2,3286 2,0887 1,8477 1,5908 1,2923 0,9380 0,5381 0,1244 -0,2566 -0,5537 -0,7305 -0,7836 -0,7420 -0,6506 -0,5487 -0,4544 -0,3634 -0,2593 -0,1284 0,0328 0,2201 0,4270 0,6426 0,8516 1,0391 1,1997 1,3406 1,4752 1,6105 1,7403 1,8483 1,9153 1,9206 1,8387 1,6386 1,2890 0,7675 0,0703 -0,7779 -1,7203 -2,6726 -3,5425 -4,2554 -4,7715 -5,0821 -5,1961 -5,1348 -4,9285 -4,6113 -4,2105 -3,7364 -3,1837 -2,5460 -1,8299 -1,0564 -0,2506 0,5682 1,3873 2,1992 3,0022 3,8021 4,6065 5,4167 6,2202 6,9875 7,6781 8,2531 8,6869 8,9761 9,1369 9,1907 9,1502 9,0201 8,8049 8,5084 8,1331 7,6799 7,1488 6,5450 5,8823 5,1759 4,4373 3,6756 2,9015 2,1258 1,3601 0,6206 -0,0723 -0,6976 -1,2351 -1,6649 -1,9705 -2,1474 -2,2136 -2,2121 -2,1998 -2,2297 -2,3335 -2,5110 -2,7331 -2,9584 -3,1494 -3,2797 -3,3352 -3,3166 -3,2392 -3,1280 -3,0106 -2,9083 -2,8296 -2,7753 -2,7486 -2,7532 -2,7853 -2,8339 -2,8872 -2,9369 -2,9783 -3,0093 -3,0299 -3,0460 -3,0748 -3,1461 -3,2921 -3,5341 -3,8742 -4,2986 -4,7869 -5,3197 -5,8820 -6,4612 -7,0457 -7,6251 -8,1921 -8,7432 -9,2781 -9,7974 -10,2983 -10,7660 -11,1708 -11,4752 -11,6453 -11,6619 -11,5290 -11,2729 -10,9376 -10,5755 -10,2337 -9,9386 -9,6898
Fz    -0,7117 -0,1988 0,3854 0,9917 1,5639 2,0485 2,4026 2,6010 2,6391 2,5342 2,3219 2,0476 1,7542 1,4725 1,2203 1,0093 0,8492 0,7496 0,7176 0,7525 0,8445 0,9790 1,1362 1,2861 1,3893 1,4101 1,3280 1,1387 0,8502 0,4831 0,0719 -0,3394 -0,7104 -1,0145 -1,2432 -1,4028 -1,5105 -1,5905 -1,6700 -1,7719 -1,9085 -2,0822 -2,2870 -2,5076 -2,7202 -2,8990 -3,0275 -3,1042 -3,1380 -3,1400 -3,1198 -3,0858 -3,0479 -3,0170 -3,0030 -3,0145 -3,0592 -3,1446 -3,2761 -3,4542 -3,6714 -3,9111 -4,1491 -4,3599 -4,5234 -4,6231 -4,6422 -4,5637 -4,3715 -4,0511 -3,5921 -2,9939 -2,2723 -1,4646 -0,6239 0,1958 0,9527 1,6238 2,2040 2,6960 3,1003 3,4164 3,6457 3,7872 3,8325 3,7683 3,5820 3,2706 2,8495 2,3563 1,8490 1,3939 1,0439 0,8234 0,7290 0,7394 0,8234 0,9438 1,0668 1,1740 1,2646 1,3455 1,4221 1,4935 1,5501 1,5784 1,5683 1,5165 1,4257 1,3029 1,1566 0,9931 0,8100 0,5934 0,3230 -0,0136 -0,4100 -0,8358 -1,2403 -1,5609 -1,7359 -1,7207 -1,4989 -1,0826 -0,5052 0,1915 0,9720 1,8163 2,7171 3,6731 4,6853 5,7533 6,8697 8,0145 9,1573 10,2676 11,3219 12,3046 13,2070 14,0284 14,7767 15,4639 16,1008 16,6926 17,2352 17,7153 18,1119 18,4001 18,5584 18,5772 18,4591 18,2151 17,8597 17,4118 16,8972 16,3463 15,7877 15,2427 14,7245 14,2401 13,7934 13,3838 13,0036 12,6426 12,2955 11,9625 11,6471 11,3546 11,0944 10,8859 10,7611 10,7539 10,8822 11,1352 11,4771 11,8648 12,2645 12,6599 13,0547 13,4660 13,9081 14,3804 14,8643 15,3322 15,7596 16,1349 16,4602 16,7473 17,0114 17,2697 17,5399 17,8329 18,1443 18,4510 18,7155 18,8938 18,9472 18,8533 18,6147 18,2626 17,8432 17,3959 16,9382 16,4651 15,9580 15,3958 14,7620 14,0532 13,2874 12,5028 11,7426 11,0405 10,4151 9,8732 9,4176 9,0524 8,7846 8,6178 8,5495 8,5760 8,6917 8,8799 9,1031 9,3078 9,4440 9,4841 9,4284 9,2985 9,1257 8,9403 8,7643 8,6097 8,4796 8,3663 8,2513 8,1157 7,9506 7,7611 7,5662 7,3968 7,2889 7,2705 7,3504 7,5155 7,7380 7,9863 8,2330 8,4600 8,6575 8,8220 8,9526 9,0492 9,1129 9,1472 9,1544 9,1339 9,0862 9,0186 8,9518 8,9232 8,9782 9,1532 9,4622 9,8923 10,4091 10,9676 11,5256 12,0495 12,5130 12,8962 13,1905 13,4044 13,5604 13,6849 13,7982 13,9115 14,0271 14,1389 14,2368 14,3105 14,3544 14,3717 14,3745 14,3762 14,3818 14,3811 14,3546 14,2872 14,1783 14,0417 13,9009 13,7803 13,6953 13,6448 13,6116 13,5740 13,5165 13,4350 13,3379 13,2444 13,1793 13,1686 13,2334 13,3817 13,6028 13,8699 14,1463 14,3916 14,5715 14,6663 14,6733 14,6015 14,4641 14,2675 14,0055 13,6679 13,2559 12,7881 12,2961 11,8166 11,3851 11,0275 10,7594 10,5941 10,5463 10,6257 10,8302 11,1469 11,5580 12,0472 12,5985 13,1927 13,8033 14,3961 14,9324 15,3745 15,6921 15,8714 15,9239 15,8888 15,8212 15,7719 15,7715 15,8222 15,8969 15,9461 15,9129 15,7547 15,4594 15,0469 14,5595 14,0480 13,5596 13,1266 12,7641 12,4727 12,2434 12,0604 11,9052 11,7604 11,6148 11,4647 11,3096 11,1493 10,9870 10,8316 10,6947 10,5855 10,5126 10,4864 10,5158 10,5998 10,7251 10,8741 11,0327 11,1914 11,3430 11,4791 11,5883 11,6568 11,6737 11,6339 11,5374 11,3878 11,1967 10,9848 10,7756 10,5863 10,4254 10,2971 10,2048 10,1505 10,1315 10,1378 10,1536 10,1588 10,1298 10,0438 9,8914 9,6843 9,4508 9,2212 9,0175 8,8525 8,7325 8,6557 8,6120 8,5880 8,5771 8,5865 8,6343 8,7410 8,9218 9,1845 9,5322 9,9610 10,4536 10,9799 11,5072 12,0101 12,4708 12,8735 13,2000 13,4304 13,5480 13,5444 13,4234 13,2018 12,9099 12,5882 12,2818 12,0364 11,8938 11,8846 12,0182 12,2756 12,6105 12,9626 13,2822 13,5469 13,7589 13,9269 14,0545 14,1378 14,1698 14,1435 14,0518 13,8879 13,6497 13,3438 12,9831 12,5796 12,1357 11,6383 11,0689 10,4268 9,7403 9,0575 8,4311 7,9053 7,5054 7,2361 7,0880 7,0453 7,0886 7,1960 7,3462 7,5226 7,7165 7,9264 8,1561 8,4115 8,6915 8,9862 9,2849 9,5815 9,8728 10,1538 10,4135 10,6318 10,7796 10,8233 10,7281 10,4593 9,9858 9,2893 8,3755 7,2807 6,0711 4,8355 3,6710 2,6632 1,8674 1,3048 0,9701 0,8422 0,8901 1,0787 1,3785 1,7737 2,2651 2,8641 3,5807 4,4133 5,3447 6,3480 7,3962 8,4677 9,5456 10,6167 11,6721 12,7035 13,6992 14,6396 15,4969 16,2417 16,8502 17,3091 17,6163 17,7801 17,8173 17,7499 17,5992 17,3776 17,0834 16,7061 16,2338 15,6589 14,9825 14,2168 13,3798 12,4912 11,5725 10,6462 9,7283 8,8218 7,9198 7,0197 6,1363 5,3055 4,5771 3,9997 3,6032 3,3849 3,3080 3,3156 3,3529 3,3867 3,4127 3,4467 3,5097 3,6170 3,7699 3,9537 4,1448 4,3216 4,4701 4,5838 4,6630 4,7149 4,7494 4,7740 4,7906 4,7950 4,7764 4,7213 4,6214 4,4808 4,3141 4,1400 3,9705 3,8012 3,6090 3,3598 3,0246 2,5926 2,0727 1,4835 0,8417 0,1575 -0,5645 -1,3217 -2,1089 -2,9151 -3,7239 -4,5137 -5,2620 -5,9456 -6,5387 -7,0147 -7,3550 -7,5542 -7,6179 -7,5598 -7,3988 -7,1559 -6,8522 -6,5085 -6,1415 -5,7622
F3    0,9608 1,2384 1,5867 1,9845 2,3957 2,7728 3,0648 3,2305 3,2519 3,1394 2,9267 2,6584 2,3772 2,1136 1,8841 1,6975 1,5596 1,4764 1,4526 1,4864 1,5665 1,6731 1,7795 1,8510 1,8452 1,7229 1,4615 1,0642 0,5588 -0,0066 -0,5743 -1,0912 -1,5223 -1,8573 -2,1076 -2,2971 -2,4502 -2,5858 -2,7177 -2,8569 -3,0109 -3,1809 -3,3613 -3,5409 -3,7048 -3,8400 -3,9409 -4,0094 -4,0512 -4,0731 -4,0819 -4,0834 -4,0833 -4,0882 -4,1031 -4,1302 -4,1728 -4,2389 -4,3382 -4,4743 -4,6386 -4,8108 -4,9636 -5,0691 -5,1036 -5,0467 -4,8832 -4,6050 -4,2113 -3,7073 -3,1051 -2,4256 -1,6993 -0,9633 -0,2557 0,3950 0,9779 1,5019 1,9865 2,4454 2,8756 3,2612 3,5815 3,8129 3,9309 3,9144 3,7510 3,4430 3,0123 2,5017 1,9722 1,4868 1,0916 0,8074 0,6358 0,5676 0,5851 0,6614 0,7680 0,8860 1,0078 1,1297 1,2452 1,3427 1,4078 1,4290 1,4029 1,3312 1,2144 1,0506 0,8382 0,5786 0,2740 -0,0775 -0,4805 -0,9315 -1,4097 -1,8747 -2,2706 -2,5326 -2,5993 -2,4325 -2,0302 -1,4239 -0,6630 0,2013 1,1271 2,0866 3,0671 4,0657 5,0807 6,1051 7,1258 8,1241 9,0778 9,9687 10,7889 11,5404 12,2315 12,8744 13,4826 14,0682 14,6374 15,1882 15,7088 16,1792 16,5750 16,8734 17,0575 17,1198 17,0629 16,8965 16,6350 16,2995 15,9199 15,5274 15,1425 14,7680 14,3931 14,0055 13,6014 13,1864 12,7702 12,3632 11,9769 11,6220 11,3032 11,0162 10,7536 10,5162 10,3190 10,1864 10,1408 10,1906 10,3246 10,5176 10,7412 10,9747 11,2118 11,4602 11,7308 12,0283 12,3473 12,6732 12,9892 13,2864 13,5690 13,8513 14,1481 14,4678 14,8089 15,1585 15,4897 15,7635 15,9356 15,9693 15,8473 15,5746 15,1776 14,7004 14,1932 13,6948 13,2212 12,7668 12,3129 11,8371 11,3196 10,7522 10,1454 9,5237 8,9138 8,3363 7,8033 7,3208 6,8940 6,5341 6,2562 6,0718 5,9865 6,0039 6,1249 6,3393 6,6175 6,9126 7,1761 7,3753 7,4991 7,5525 7,5482 7,4977 7,4064 7,2755 7,1066 6,8991 6,6491 6,3597 6,0505 5,7533 5,5024 5,3299 5,2608 5,3054 5,4542 5,6836 5,9656 6,2751 6,5946 6,9145 7,2289 7,5300 7,8046 8,0352 8,2045 8,2995 8,3138 8,2518 8,1319 7,9829 7,8395 7,7397 7,7202 7,8073 8,0076 8,3058 8,6703 9,0635 9,4538 9,8199 10,1450 10,4106 10,5997 10,7076 10,7451 10,7321 10,6883 10,6296 10,5672 10,5063 10,4478 10,3917 10,3398 10,2971 10,2709 10,2655 10,2742 10,2773 10,2498 10,1761 10,0586 9,9151 9,7675 9,6317 9,5130 9,4088 9,3164 9,2382 9,1793 9,1410 9,1224 9,1273 9,1680 9,2624 9,4251 9,6540 9,9255 10,2030 10,4486 10,6316 10,7325 10,7470 10,6861 10,5733 10,4338 10,2842 10,1278 9,9605 9,7807 9,5921 9,4005 9,2112 9,0303 8,8680 8,7398 8,6662 8,6669 8,7524 8,9208 9,1614 9,4603 9,8061 10,1896 10,5966 11,0035 11,3777 11,6841 11,8922 11,9817 11,9481 11,8067 11,5913 11,3435 11,1008 10,8873 10,7099 10,5574 10,4035 10,2152 9,9677 9,6544 9,2883 8,8957 8,5061 8,1421 7,8137 7,5222 7,2662 7,0437 6,8515 6,6834 6,5309 6,3882 6,2532 6,1254 6,0027 5,8858 5,7822 5,7047 5,6659 5,6767 5,7446 5,8700 6,0417 6,2394 6,4372 6,6083 6,7301 6,7886 6,7791 6,7049 6,5780 6,4182 6,2475 6,0824 5,9331 5,8090 5,7212 5,6791 5,6846 5,7326 5,8154 5,9284 6,0689 6,2290 6,3892 6,5223 6,6018 6,6073 6,5248 6,3518 6,1030 5,8079 5,5005 5,2106 4,9601 4,7602 4,6094 4,4948 4,3990 4,3132 4,2463 4,2214 4,2647 4,3942 4,6167 4,9288 5,3178 5,7618 6,2331 6,7030 7,1459 7,5371 7,8491 8,0518 8,1202 8,0446 7,8377 7,5305 7,1615 6,7714 6,4036 6,1008 5,8972 5,8152 5,8645 6,0411 6,3242 6,6750 7,0453 7,3938 7,7003 7,9651 8,1974 8,4053 8,5893 8,7435 8,8589 8,9249 8,9287 8,8600 8,7142 8,4934 8,2024 7,8429 7,4077 6,8887 6,2981 5,6766 5,0791 4,5581 4,1536 3,8846 3,7469 3,7215 3,7827 3,9016 4,0497 4,2044 4,3539 4,4998 4,6529 4,8253 5,0227 5,2405 5,4647 5,6787 5,8705 6,0348 6,1691 6,2680 6,3212 6,3160 6,2410 6,0840 5,8243 5,4316 4,8763 4,1437 3,2436 2,2143 1,1223 0,0541 -0,9012 -1,6745 -2,2301 -2,5624 -2,6874 -2,6331 -2,4314 -2,1092 -1,6826 -1,1558 -0,5235 0,2200 1,0712 2,0115 3,0142 4,0551 5,1171 6,1918 7,2770 8,3693 9,4559 10,5131 11,5088 12,4079 13,1799 13,8054 14,2759 14,5908 14,7559 14,7829 14,6862 14,4807 14,1802 13,7952 13,3310 12,7869 12,1610 11,4558 10,6813 9,8520 8,9859 8,1060 7,2365 6,3956 5,5924 4,8294 4,1100 3,4430 2,8449 2,3370 1,9363 1,6435 1,4369 1,2793 1,1309 0,9634 0,7707 0,5739 0,4080 0,3004 0,2596 0,2765 0,3303 0,3932 0,4371 0,4429 0,4046 0,3273 0,2237 0,1087 -0,0056 -0,1108 -0,2034 -0,2888 -0,3783 -0,4798 -0,5913 -0,7040 -0,8112 -0,9173 -1,0419 -1,2142 -1,4628 -1,8062 -2,2453 -2,7621 -3,3289 -3,9201 -4,5214 -5,1329 -5,7622 -6,4124 -7,0745 -7,7295 -8,3560 -8,9360 -9,4526 -9,8851 -10,2103 -10,4091 -10,4705 -10,3936 -10,1891 -9,8781 -9,4876 -9,0452 -8,5783 -8,1105 -7,6579
F7    0,4483 0,6246 0,8180 1,0259 1,2405 1,4465 1,6198 1,7334 1,7714 1,7390 1,6627 1,5823 1,5333 1,5306 1,5648 1,6169 1,6724 1,7259 1,7785 1,8318 1,8805 1,9089 1,8919 1,8021 1,6213 1,3514 1,0137 0,6361 0,2442 -0,1378 -0,4857 -0,7810 -1,0188 -1,2078 -1,3667 -1,5149 -1,6667 -1,8276 -1,9938 -2,1554 -2,3053 -2,4433 -2,5729 -2,6938 -2,7965 -2,8672 -2,8985 -2,8943 -2,8651 -2,8234 -2,7792 -2,7386 -2,7071 -2,6914 -2,6953 -2,7146 -2,7408 -2,7715 -2,8148 -2,8820 -2,9762 -3,0848 -3,1814 -3,2353 -3,2188 -3,1103 -2,8973 -2,5798 -2,1699 -1,6906 -1,1768 -0,6725 -0,2186 0,1587 0,4530 0,6757 0,8523 1,0149 1,1891 1,3817 1,5806 1,7650 1,9130 2,0032 2,0164 1,9422 1,7829 1,5516 1,2656 0,9453 0,6176 0,3114 0,0467 -0,1703 -0,3458 -0,4897 -0,6090 -0,7049 -0,7734 -0,8071 -0,8003 -0,7542 -0,6799 -0,5967 -0,5252 -0,4782 -0,4578 -0,4620 -0,4927 -0,5602 -0,6806 -0,8625 -1,1003 -1,3782 -1,6779 -1,9831 -2,2815 -2,5614 -2,8012 -2,9618 -2,9950 -2,8663 -2,5737 -2,1436 -1,6108 -1,0009 -0,3267 0,4085 1,2034 2,0540 2,9488 3,8711 4,8001 5,7109 6,5771 7,3766 8,0953 8,7263 9,2690 9,7313 10,1309 10,4888 10,8211 11,1358 11,4361 11,7207 11,9814 12,2034 12,3701 12,4687 12,4951 12,4537 12,3493 12,1858 11,9724 11,7277 11,4698 11,2060 10,9311 10,6346 10,3097 9,9565 9,5824 9,2015 8,8300 8,4795 8,1514 7,8368 7,5246 7,2143 6,9229 6,6800 6,5130 6,4357 6,4464 6,5333 6,6766 6,8488 7,0237 7,1863 7,3304 7,4536 7,5530 7,6237 7,6602 7,6667 7,6621 7,6716 7,7103 7,7742 7,8425 7,8868 7,8785 7,7926 7,6138 7,3450 7,0067 6,6262 6,2254 5,8199 5,4216 5,0399 4,6784 4,3342 3,9998 3,6648 3,3157 2,9415 2,5402 2,1181 1,6829 1,2406 0,7973 0,3600 -0,0606 -0,4449 -0,7687 -1,0131 -1,1709 -1,2466 -1,2515 -1,1999 -1,1096 -1,0016 -0,8907 -0,7794 -0,6630 -0,5398 -0,4164 -0,3095 -0,2416 -0,2307 -0,2840 -0,4009 -0,5754 -0,7910 -1,0205 -1,2358 -1,4153 -1,5410 -1,5978 -1,5751 -1,4689 -1,2816 -1,0244 -0,7179 -0,3855 -0,0476 0,2777 0,5718 0,8180 1,0071 1,1390 1,2174 1,2437 1,2188 1,1495 1,0508 0,9435 0,8500 0,7913 0,7824 0,8296 0,9311 1,0785 1,2600 1,4664 1,6910 1,9197 2,1245 2,2726 2,3438 2,3389 2,2733 2,1647 2,0306 1,8914 1,7674 1,6682 1,5878 1,5101 1,4195 1,3086 1,1819 1,0494 0,9169 0,7858 0,6591 0,5445 0,4539 0,4001 0,3917 0,4278 0,4955 0,5714 0,6299 0,6552 0,6472 0,6219 0,6059 0,6233 0,6834 0,7812 0,9036 1,0351 1,1597 1,2600 1,3211 1,3377 1,3160 1,2720 1,2288 1,2060 1,2099 1,2318 1,2588 1,2837 1,3068 1,3318 1,3654 1,4180 1,5026 1,6306 1,8089 2,0336 2,2850 2,5323 2,7438 2,8979 2,9901 3,0283 3,0227 2,9803 2,9048 2,8003 2,6735 2,5298 2,3675 2,1811 1,9696 1,7390 1,4990 1,2587 1,0236 0,7889 0,5387 0,2563 -0,0610 -0,3985 -0,7332 -1,0460 -1,3259 -1,5719 -1,7917 -1,9931 -2,1749 -2,3246 -2,4278 -2,4805 -2,4909 -2,4718 -2,4372 -2,4014 -2,3762 -2,3665 -2,3715 -2,3889 -2,4166 -2,4477 -2,4664 -2,4571 -2,4168 -2,3595 -2,3123 -2,3060 -2,3617 -2,4835 -2,6595 -2,8665 -3,0766 -3,2629 -3,4055 -3,4972 -3,5439 -3,5526 -3,5207 -3,4394 -3,3080 -3,1397 -2,9529 -2,7593 -2,5637 -2,3724 -2,2011 -2,0714 -2,0001 -1,9941 -2,0540 -2,1768 -2,3531 -2,5641 -2,7847 -2,9892 -3,1547 -3,2676 -3,3289 -3,3534 -3,3596 -3,3578 -3,3440 -3,3061 -3,2341 -3,1228 -2,9705 -2,7797 -2,5593 -2,3261 -2,0991 -1,8892 -1,6981 -1,5291 -1,3954 -1,3189 -1,3203 -1,4091 -1,5800 -1,8156 -2,0926 -2,3833 -2,6540 -2,8697 -3,0035 -3,0444 -2,9970 -2,8743 -2,6893 -2,4511 -2,1690 -1,8533 -1,5133 -1,1608 -0,8163 -0,5075 -0,2590 -0,0834 0,0189 0,0551 0,0332 -0,0381 -0,1514 -0,3032 -0,4932 -0,7193 -0,9801 -1,2761 -1,5974 -1,9140 -2,1882 -2,3923 -2,5177 -2,5750 -2,5871 -2,5762 -2,5553 -2,5248 -2,4724 -2,3804 -2,2359 -2,0355 -1,7861 -1,5033 -1,2065 -0,9158 -0,6494 -0,4204 -0,2356 -0,0966 -0,0003 0,0615 0,0965 0,1026 0,0650 -0,0397 -0,2366 -0,5483 -0,9896 -1,5615 -2,2486 -3,0199 -3,8304 -4,6278 -5,3652 -6,0110 -6,5475 -6,9622 -7,2418 -7,3747 -7,3573 -7,1965 -6,9075 -6,5072 -6,0091 -5,4218 -4,7532 -4,0146 -3,2179 -2,3688 -1,4679 -0,5187 0,4632 1,4482 2,4029 3,3029 4,1345 4,8892 5,5592 6,1370 6,6141 6,9827 7,2395 7,3862 7,4256 7,3574 7,1760 6,8727 6,4452 5,9064 5,2805 4,5953 3,8756 3,1430 2,4202 1,7316 1,0992 0,5379 0,0517 -0,3666 -0,7308 -1,0527 -1,3380 -1,5877 -1,8024 -1,9861 -2,1521 -2,3224 -2,5183 -2,7483 -3,0011 -3,2487 -3,4624 -3,6286 -3,7478 -3,8225 -3,8548 -3,8520 -3,8327 -3,8225 -3,8474 -3,9274 -4,0719 -4,2798 -4,5399 -4,8310 -5,1237 -5,3880 -5,6020 -5,7581 -5,8607 -5,9231 -5,9655 -6,0114 -6,0821 -6,1918 -6,3496 -6,5612 -6,8244 -7,1228 -7,4304 -7,7264 -8,0077 -8,2904 -8,5988 -8,9485 -9,3388 -9,7582 -10,1933 -10,6307 -11,0514 -11,4285 -11,7358 -11,9563 -12,0801 -12,1012 -12,0218 -11,8567 -11,6294 -11,3629 -11,0755 -10,7797 -10,4851
