Fp1   -1,9154 -1,2484 -0,7692 -0,4713 -0,2713 -0,0764 0,1483 0,3851 0,6265 0,9042 1,2337 1,5364 1,6576 1,4909 1,0985 0,7177 0,6466 1,0781 1,9787 3,0884 4,0565 4,6213 4,6918 4,2956 3,5198 2,5083 1,4435 0,4726 -0,3384 -0,9770 -1,4440 -1,7555 -1,9593 -2,1251 -2,3153 -2,5594 -2,8413 -3,1083 -3,2937 -3,3404 -3,2201 -2,9348 -2,5073 -1,9764 -1,3931 -0,8162 -0,2979 0,1476 0,5665 1,0411 1,6273 2,3023 2,9553 3,4230 3,5594 3,3059 2,7067 1,8862 1,0320 0,3870 0,2018 0,6357 1,6700 3,0962 4,5727 5,7519 6,4450 6,6790 6,5845 6,2623 5,7621 5,1357 4,4715 3,8674 3,3564 2,8710 2,3149 1,6638 0,9731 0,3093 -0,2958 -0,8452 -1,3465 -1,7790 -2,0899 -2,2311 -2,2146 -2,1322 -2,0951 -2,1347 -2,1724 -2,0887 -1,8173 -1,3877 -0,8785 -0,3168 0,3567 1,1939 2,1351 3,0363 3,7817 4,3420 4,7346 4,9579 4,9834 4,7950 4,4054 3,8280 3,0688 2,1636 1,1839 0,1757 -0,8918 -2,0939 -3,4727 -5,0013 -6,5916 -8,0976 -9,3522 -10,2691 -10,9071 -11,3900 -11,7670 -11,9831 -11,9771 -11,7664 -11,4325 -11,0604 -10,6867 -10,2695 -9,7089 -8,9176 -7,8646 -6,5566 -5,0205 -3,3241 -1,5815 0,0887 1,6133 2,9863 4,2418 5,3946 6,4144 7,2648 7,9432 8,4748 8,8944 9,2569 9,6526 10,1666 10,7980 11,4476 11,9986 12,4003 12,6860 12,9435 13,2759 13,7568 14,3770 15,0212 15,5197 15,7445 15,6661 15,3463 14,9048 14,4865 14,2177 14,1463 14,2224 14,3610 14,5236 14,7464 15,1058 15,6519 16,3549 17,0948 17,6856 17,9273 17,6950 17,0143 16,0540 15,0488 14,2120 13,6741 13,4606 13,5043 13,6873 13,9050 14,0902 14,1888 14,1583 13,9864 13,6694 13,1764 12,4494 11,4542 10,2410 8,9466 7,7475 6,8083 6,2270 5,9953 6,0043 6,0955 6,1398 6,0923 5,9730 5,8040 5,5648 5,1950 4,6388 3,8935 3,0012 1,9836 0,8274 -0,4322 -1,6589 -2,6811 -3,3715 -3,6607 -3,5502 -3,1497 -2,6596 -2,2866 -2,1659 -2,3271 -2,6924 -3,1119 -3,4408 -3,6135 -3,6574 -3,6414 -3,6117 -3,5527 -3,3808 -2,9973 -2,3797 -1,6117 -0,8192 -0,1001 0,4878 0,9052 1,1210 1,1250 0,9433 0,6168 0,1591 -0,4413 -1,1868 -2,0645 -3,0567 -4,1437 -5,3107 -6,5325 -7,7171 -8,6715 -9,1767 -9,1303 -8,6067 -7,7934 -6,9095 -6,1572 -5,6782 -5,5140 -5,5911 -5,7422 -5,7830 -5,6401 -5,4289 -5,3897 -5,7324 -6,5169 -7,6313 -8,8518 -9,9259 -10,6357 -10,8465 -10,5442 -9,8370 -8,8994 -7,8829 -6,8688 -5,8965 -5,0132 -4,2740 -3,7066 -3,3176 -3,1171 -3,1039 -3,2511 -3,5440 -4,0118 -4,6801 -5,4885 -6,2855 -6,9202 -7,3293 -7,5459 -7,6476 -7,6837 -7,6428 -7,4847 -7,1836 -6,7450 -6,2151 -5,6831 -5,2686 -5,0959 -5,2530 -5,7474 -6,4882 -7,3155 -8,0597 -8,6068 -8,9504 -9,1949 -9,4910 -9,9382 -10,5265 -11,1664 -11,7639 -12,2577 -12,6211 -12,8639 -13,0190 -13,1024 -13,0789 -12,8886 -12,5175 -12,0052 -11,3915 -10,7173 -10,0643 -9,5302 -9,1662 -8,9606 -8,8660 -8,8170 -8,7398 -8,5867 -8,3682 -8,1123 -7,7856 -7,2914 -6,5651 -5,6517 -4,6882 -3,8338 -3,2123 -2,8935 -2,9058 -3,2493 -3,8934 -4,7657 -5,7373 -6,6225 -7,2163 -7,3557 -6,9648 -6,0792 -4,8577 -3,5475 -2,3895 -1,5288 -1,0031 -0,7940 -0,8578 -1,1215 -1,5003 -1,9377 -2,3990 -2,8316 -3,1754 -3,4196 -3,6322 -3,9174 -4,3095 -4,7045 -4,9347 -4,9341 -4,8228 -4,8141 -5,0265 -5,3835 -5,6810 -5,7469 -5,5638 -5,2733 -5,0834 -5,1583 -5,5476 -6,1904 -6,9940 -7,9168 -8,9749 -10,1669 -11,4183 -12,6253 -13,7340 -14,7440 -15,6413 -16,3632 -16,8285 -16,9760 -16,7883 -16,3155 -15,6785 -15,0148 -14,3962 -13,7997 -13,1450 -12,3599 -11,4449 -10,5220 -9,8177 -9,5486 -9,7916 -10,4491 -11,3085 -12,1313 -12,7416 -13,0734 -13,1461 -13,0022 -12,6760 -12,2079 -11,6681 -11,1417 -10,6835 -10,3061 -10,0075 -9,7841 -9,6251 -9,5117 -9,4165 -9,3064 -9,1565 -8,9593 -8,7200 -8,4564 -8,2117 -8,0495 -8,0190 -8,1246 -8,3326 -8,5930 -8,8408 -8,9797 -8,9038 -8,5705 -8,0254 -7,3348 -6,5240 -5,6003 -4,6200 -3,6997 -2,9568 -2,4561 -2,2074 -2,1949 -2,4237 -2,9421 -3,7806 -4,8450 -5,8767 -6,5618 -6,7140 -6,3492 -5,6047 -4,6471 -3,6489 -2,7741 -2,1485 -1,8497 -1,9027 -2,2622 -2,8303 -3,5102 -4,2260 -4,9088 -5,4999 -5,9780 -6,3713 -6,7373 -7,1216 -7,5269 -7,9136 -8,2188 -8,3875 -8,4122 -8,3531 -8,3294 -8,4843 -8,9303 -9,7109 -10,8042 -12,1166 -13,4484 -14,5334 -15,1714 -15,3229 -15,0867 -14,6142 -14,0450 -13,4750 -12,9348 -12,4018 -11,8599 -11,3381 -10,8611 -10,3646 -9,6747 -8,5813 -6,9679 -4,9259 -2,7446 -0,7619 0,7932 1,8507 2,4493 2,6730 2,6242 2,4118 2,1249 1,8153 1,5168 1,2658 1,0866 0,9600 0,8119 0,5398 0,0763 -0,5404 -1,1565 -1,5894 -1,7442 -1,6645 -1,4833 -1,3146 -1,1591 -0,9194 -0,5244 -0,0315 0,3909 0,5575 0,3582 -0,1756 -0,8639 -1,4637 -1,8056 -1,8785 -1,8000 -1,7154 -1,7168 -1,8383 -2,0873 -2,4515 -2,8844 -3,3154 -3,6840 -3,9694 -4,1926 -4,3871 -4,5789 -4,8008 -5,0802 -5,3822 -5,6047 -5,6587 -5,5358 -5,3045 -5,0815 -5,0011 -5,1609 -5,5695 -6,1585 -6,8533 -7,6132 -8,3929 -9,1088 -9,6755 -10,0533 -10,2615 -10,3724 -10,4800 -10,6414 -10,8522 -11,0902 -11,3587 -11,6626 -11,9611 -12,1669 -12,1899 -11,9757 -11,5113 -10,8156 -9,9458 -9,0198 -8,2035 -7,6430
Fz    -0,3304 0,3956 1,0223 1,5292 1,9240 2,2279 2,4525 2,5942 2,6481 2,6231 2,5342 2,3768 2,1218 1,7523 1,3043 0,8653 0,5366 0,3856 0,4121 0,5478 0,6982 0,7945 0,8095 0,7372 0,5871 0,3949 0,2058 0,0411 -0,1036 -0,2326 -0,3403 -0,4264 -0,5113 -0,6348 -0,8393 -1,1508 -1,5688 -2,0679 -2,6033 -3,1099 -3,5042 -3,7005 -3,6391 -3,3127 -2,7728 -2,1057 -1,3959 -0,7015 -0,0458 0,5754 1,1672 1,7016 2,1170 2,3583 2,4137 2,3187 2,1339 1,9278 1,7713 1,7375 1,8889 2,2475 2,7740 3,3743 3,9204 4,2912 4,4283 4,3508 4,1083 3,7356 3,2606 2,7352 2,2321 1,8106 1,4896 1,2519 1,0714 0,9408 0,8724 0,8752 0,9362 1,0234 1,1034 1,1583 1,1884 1,2009 1,1988 1,1806 1,1609 1,1884 1,3281 1,6128 2,0119 2,4381 2,7930 3,0291 3,1659 3,2363 3,2394 3,1515 2,9661 2,7040 2,3873 2,0178 1,5860 1,0924 0,5573 0,0130 -0,5102 -0,9877 -1,3998 -1,7396 -2,0208 -2,2679 -2,4970 -2,7131 -2,9161 -3,0932 -3,2136 -3,2514 -3,2125 -3,1232 -2,9939 -2,8132 -2,5738 -2,2909 -1,9970 -1,7319 -1,5329 -1,4188 -1,3755 -1,3626 -1,3294 -1,2222 -0,9938 -0,6253 -0,1424 0,3955 0,9237 1,4028 1,8334 2,2413 2,6497 3,0686 3,5053 3,9752 4,5009 5,1025 5,7916 6,5658 7,3965 8,2250 8,9772 9,5929 10,0470 10,3472 10,5111 10,5440 10,4453 10,2376 9,9769 9,7289 9,5338 9,3985 9,3233 9,3270 9,4288 9,6105 9,8159 9,9925 10,1278 10,2551 10,4284 10,6856 11,0229 11,3977 11,7512 12,0275 12,1890 12,2341 12,2052 12,1694 12,1845 12,2792 12,4561 12,6957 12,9587 13,1948 13,3489 13,3657 13,2038 12,8541 12,3422 11,7142 11,0175 10,2909 9,5654 8,8624 8,1978 7,5978 7,0967 6,7159 6,4490 6,2665 6,1350 6,0314 5,9355 5,8166 5,6338 5,3461 4,9289 4,3920 3,7748 3,1148 2,4342 1,7625 1,1499 0,6445 0,2751 0,0580 -0,0142 -0,0005 -0,0033 -0,1173 -0,3848 -0,7876 -1,2623 -1,7287 -2,1230 -2,4173 -2,6172 -2,7410 -2,8008 -2,7974 -2,7219 -2,5681 -2,3481 -2,0925 -1,8341 -1,5947 -1,3854 -1,2106 -1,0672 -0,9379 -0,7948 -0,6166 -0,4033 -0,1753 0,0360 0,1973 0,2850 0,2882 0,1993 0,0108 -0,2690 -0,6025 -0,9306 -1,2013 -1,3920 -1,5076 -1,5659 -1,5916 -1,6136 -1,6554 -1,7259 -1,8113 -1,8761 -1,8870 -1,8496 -1,8200 -1,8711 -2,0406 -2,3068 -2,6093 -2,8836 -3,0740 -3,1303 -3,0176 -2,7388 -2,3356 -1,8629 -1,3736 -0,9239 -0,5706 -0,3469 -0,2493 -0,2608 -0,3693 -0,5455 -0,7336 -0,8932 -1,0355 -1,1993 -1,4034 -1,6345 -1,8723 -2,1095 -2,3474 -2,5820 -2,7906 -2,9331 -2,9743 -2,9082 -2,7632 -2,5900 -2,4414 -2,3550 -2,3421 -2,3918 -2,4870 -2,6122 -2,7437 -2,8451 -2,8875 -2,8797 -2,8771 -2,9564 -3,1770 -3,5509 -4,0462 -4,6120 -5,1952 -5,7425 -6,2054 -6,5506 -6,7594 -6,8185 -6,7268 -6,5091 -6,2000 -5,8148 -5,3633 -4,8854 -4,4399 -4,0616 -3,7447 -3,4557 -3,1545 -2,8136 -2,4319 -2,0356 -1,6583 -1,3119 -0,9821 -0,6599 -0,3722 -0,1782 -0,1363 -0,2710 -0,5668 -0,9867 -1,4863 -2,0166 -2,5242 -2,9504 -3,2349 -3,3317 -3,2267 -2,9358 -2,4901 -1,9327 -1,3245 -0,7296 -0,1931 0,2587 0,5999 0,8000 0,8407 0,7286 0,4897 0,1681 -0,1736 -0,4750 -0,7067 -0,8780 -1,0219 -1,1613 -1,2843 -1,3595 -1,3753 -1,3538 -1,3295 -1,3202 -1,3125 -1,2658 -1,1399 -0,9327 -0,6938 -0,5058 -0,4515 -0,5777 -0,8776 -1,3111 -1,8405 -2,4433 -3,0961 -3,7610 -4,4006 -5,0031 -5,5810 -6,1402 -6,6579 -7,0885 -7,3869 -7,5370 -7,5657 -7,5308 -7,4858 -7,4398 -7,3472 -7,1370 -6,7625 -6,2388 -5,6480 -5,1057 -4,7039 -4,4716 -4,3772 -4,3574 -4,3494 -4,3136 -4,2383 -4,1258 -3,9763 -3,7885 -3,5766 -3,3820 -3,2604 -3,2470 -3,3344 -3,4879 -3,6703 -3,8533 -4,0214 -4,1723 -4,3082 -4,4251 -4,5084 -4,5419 -4,5192 -4,4487 -4,3500 -4,2475 -4,1667 -4,1334 -4,1660 -4,2572 -4,3575 -4,3905 -4,2973 -4,0605 -3,6880 -3,1946 -2,6069 -1,9759 -1,3725 -0,8589 -0,4625 -0,1743 0,0310 0,1630 0,2026 0,1304 -0,0267 -0,1884 -0,2697 -0,2355 -0,0989 0,1155 0,3819 0,6595 0,8972 1,0524 1,0919 0,9877 0,7314 0,3447 -0,1346 -0,6677 -1,2183 -1,7526 -2,2403 -2,6582 -2,9963 -3,2546 -3,4356 -3,5459 -3,6040 -3,6368 -3,6646 -3,7004 -3,7681 -3,9076 -4,1549 -4,5283 -5,0302 -5,6351 -6,2640 -6,8017 -7,1676 -7,3633 -7,4575 -7,5358 -7,6599 -7,8452 -8,0547 -8,2091 -8,2236 -8,0546 -7,7090 -7,2144 -6,5876 -5,8263 -4,9363 -3,9675 -3,0112 -2,1583 -1,4645 -0,9445 -0,5789 -0,3291 -0,1576 -0,0418 0,0244 0,0435 0,0317 0,0226 0,0450 0,0977 0,1474 0,1469 0,0553 -0,1448 -0,4341 -0,7673 -1,1069 -1,4422 -1,7773 -2,1079 -2,4027 -2,6066 -2,6774 -2,6204 -2,4831 -2,3178 -2,1471 -1,9502 -1,6741 -1,2692 -0,7369 -0,1553 0,3499 0,6631 0,7174 0,5054 0,0753 -0,4854 -1,0798 -1,6301 -2,0914 -2,4553 -2,7416 -2,9780 -3,1864 -3,3898 -3,6127 -3,8617 -4,1197 -4,3715 -4,6278 -4,9176 -5,2696 -5,7022 -6,2163 -6,7845 -7,3561 -7,8824 -8,3359 -8,6969 -8,9377 -9,0339 -8,9852 -8,8219 -8,5992 -8,3777 -8,1927 -8,0422 -7,9128 -7,8145 -7,7804 -7,8345 -7,9665 -8,1376 -8,3046 -8,4371 -8,5147 -8,5227 -8,4641 -8,3706 -8,2851
F3    0,0257 0,4013 0,6337 0,7894 0,9166 1,0386 1,1701 1,3323 1,5449 1,8126 2,1219 2,4312 2,6645 2,7420 2,6212 2,3145 1,8825 1,4078 0,9609 0,5902 0,3301 0,1975 0,1671 0,1619 0,0975 -0,0569 -0,2724 -0,5009 -0,7010 -0,8409 -0,9079 -0,9189 -0,9190 -0,9670 -1,1168 -1,4002 -1,8153 -2,3206 -2,8353 -3,2472 -3,4329 -3,2996 -2,8380 -2,1453 -1,3784 -0,6654 -0,0594 0,4336 0,8064 1,0431 1,1439 1,1376 1,0710 0,9824 0,8877 0,7916 0,7107 0,6794 0,7409 0,9266 1,2320 1,6087 1,9834 2,2894 2,4843 2,5535 2,5119 2,3987 2,2510 2,0783 1,8707 1,6245 1,3522 1,0701 0,7845 0,4880 0,1691 -0,1695 -0,5041 -0,7993 -1,0097 -1,0854 -0,9964 -0,7439 -0,3475 0,1552 0,6912 1,1508 1,4277 1,4810 1,3628 1,1833 1,0529 1,0395 1,1553 1,3751 1,6587 1,9518 2,1911 2,3279 2,3470 2,2627 2,0968 1,8562 1,5158 1,0287 0,3686 -0,4333 -1,2980 -2,1363 -2,8752 -3,4637 -3,8770 -4,1180 -4,2078 -4,1795 -4,0801 -3,9612 -3,8622 -3,8018 -3,7784 -3,7621 -3,6934 -3,5088 -3,1759 -2,7103 -2,1700 -1,6386 -1,2142 -0,9949 -1,0437 -1,3414 -1,7718 -2,1686 -2,3905 -2,3705 -2,1184 -1,6889 -1,1476 -0,5475 0,0834 0,7400 1,4217 2,1179 2,8142 3,5150 4,2519 5,0572 5,9281 6,8123 7,6195 8,2554 8,6578 8,8096 8,7348 8,4912 8,1542 7,7852 7,4191 7,0840 6,8162 6,6529 6,6147 6,6925 6,8602 7,0986 7,3934 7,7148 8,0206 8,2794 8,4815 8,6343 8,7617 8,8975 9,0642 9,2644 9,4923 9,7364 9,9704 10,1693 10,3363 10,4947 10,6624 10,8545 11,1016 11,4391 11,8583 12,2715 12,5324 12,5016 12,1037 11,3566 10,3703 9,3067 8,3183 7,4992 6,8642 6,3632 5,9254 5,5061 5,0989 4,7200 4,3940 4,1421 3,9634 3,8296 3,6985 3,5334 3,3126 3,0264 2,6757 2,2825 1,8851 1,5050 1,1277 0,7296 0,3099 -0,1136 -0,5177 -0,8726 -1,1512 -1,3540 -1,5180 -1,6964 -1,9325 -2,2456 -2,6286 -3,0501 -3,4620 -3,8162 -4,0843 -4,2561 -4,3234 -4,2703 -4,0829 -3,7677 -3,3638 -2,9388 -2,5696 -2,3105 -2,1658 -2,0990 -2,0637 -2,0246 -1,9631 -1,8708 -1,7357 -1,5440 -1,3000 -1,0348 -0,7989 -0,6508 -0,6408 -0,7871 -1,0591 -1,3846 -1,6781 -1,8757 -1,9722 -2,0262 -2,1227 -2,3266 -2,6551 -3,0690 -3,4873 -3,8235 -4,0202 -4,0606 -3,9679 -3,8028 -3,6440 -3,5411 -3,4868 -3,4416 -3,3743 -3,2676 -3,0990 -2,8385 -2,4684 -1,9962 -1,4609 -0,9352 -0,5155 -0,2868 -0,2817 -0,4705 -0,7970 -1,2184 -1,6943 -2,1568 -2,5234 -2,7405 -2,8062 -2,7614 -2,6680 -2,5884 -2,5626 -2,5968 -2,6778 -2,7918 -2,9191 -3,0250 -3,0760 -3,0636 -3,0106 -2,9619 -2,9586 -3,0015 -3,0430 -3,0295 -2,9414 -2,7879 -2,5821 -2,3308 -2,0449 -1,7645 -1,5724 -1,5689 -1,8155 -2,3056 -2,9851 -3,7710 -4,5445 -5,1696 -5,5542 -5,6873 -5,6146 -5,3976 -5,0994 -4,7769 -4,4634 -4,1704 -3,9105 -3,7025 -3,5495 -3,4286 -3,2954 -3,0965 -2,7877 -2,3558 -1,8329 -1,2934 -0,8219 -0,4727 -0,2624 -0,1888 -0,2371 -0,3720 -0,5423 -0,7034 -0,8308 -0,9141 -0,9443 -0,9046 -0,7732 -0,5430 -0,2451 0,0466 0,2490 0,3264 0,3134 0,2816 0,2991 0,4114 0,6304 0,9253 1,2334 1,4905 1,6588 1,7278 1,7013 1,5897 1,4006 1,1311 0,7745 0,3332 -0,1625 -0,6435 -1,0242 -1,2466 -1,2967 -1,1926 -0,9703 -0,6781 -0,3705 -0,1058 0,0583 0,0731 -0,0873 -0,4159 -0,8716 -1,3908 -1,9159 -2,4218 -2,9107 -3,3828 -3,8160 -4,1769 -4,4485 -4,6512 -4,8440 -5,0977 -5,4464 -5,8608 -6,2661 -6,5794 -6,7389 -6,7159 -6,5111 -6,1467 -5,6614 -5,1089 -4,5535 -4,0574 -3,6629 -3,3885 -3,2354 -3,1875 -3,2091 -3,2591 -3,3127 -3,3654 -3,4075 -3,3982 -3,2798 -3,0248 -2,6666 -2,2879 -1,9749 -1,7809 -1,7277 -1,8216 -2,0491 -2,3771 -2,7653 -3,1667 -3,5217 -3,7679 -3,8631 -3,7996 -3,6007 -3,3164 -3,0203 -2,7901 -2,6725 -2,6664 -2,7319 -2,8047 -2,8111 -2,7012 -2,4828 -2,2222 -2,0024 -1,8650 -1,7874 -1,7132 -1,5978 -1,4283 -1,2107 -0,9513 -0,6592 -0,3593 -0,0821 0,1590 0,3656 0,5254 0,6036 0,5711 0,4308 0,2098 -0,0648 -0,3753 -0,7075 -1,0441 -1,3693 -1,6770 -1,9693 -2,2537 -2,5340 -2,7976 -3,0204 -3,1936 -3,3410 -3,4974 -3,6650 -3,8044 -3,8812 -3,9107 -3,9416 -4,0110 -4,1300 -4,3016 -4,5334 -4,8460 -5,2728 -5,8398 -6,5275 -7,2517 -7,8904 -8,3422 -8,5640 -8,5771 -8,4521 -8,2834 -8,1601 -8,1298 -8,1631 -8,1747 -8,0960 -7,9086 -7,6129 -7,1962 -6,6327 -5,9090 -5,0545 -4,1401 -3,2423 -2,4119 -1,6727 -1,0352 -0,5072 -0,1015 0,1612 0,2583 0,1813 -0,0400 -0,3307 -0,6072 -0,8297 -1,0171 -1,2187 -1,4872 -1,8634 -2,3556 -2,9276 -3,5153 -4,0495 -4,4695 -4,7313 -4,8135 -4,7251 -4,5158 -4,2675 -4,0522 -3,8906 -3,7515 -3,5891 -3,3741 -3,1016 -2,8011 -2,5445 -2,4243 -2,5108 -2,8211 -3,3078 -3,8742 -4,4220 -4,9016 -5,3121 -5,6559 -5,9098 -6,0355 -5,9992 -5,7904 -5,4424 -5,0322 -4,6545 -4,3964 -4,3298 -4,5148 -4,9943 -5,7632 -6,7429 -7,8053 -8,8241 -9,7058 -10,3953 -10,8729 -11,1400 -11,2031 -11,0758 -10,7941 -10,4194 -10,0333 -9,7318 -9,5885 -9,5973 -9,6721 -9,7154 -9,6824 -9,5927 -9,5047 -9,4781 -9,5449 -9,7008 -9,9086 -10,1180 -10,2947 -10,4331 -10,5336
F7    -0,2544 -0,0060 0,1963 0,3528 0,4777 0,5896 0,7024 0,8239 0,9531 1,0798 1,1863 1,2374 1,1793 0,9800 0,6772 0,3744 0,1903 0,2008 0,3998 0,7003 0,9830 1,1588 1,1889 1,0648 0,7928 0,4026 -0,0490 -0,4908 -0,8531 -1,0814 -1,1548 -1,0975 -0,9681 -0,8323 -0,7379 -0,7011 -0,7082 -0,7281 -0,7294 -0,6956 -0,6313 -0,5596 -0,5178 -0,5482 -0,6714 -0,8527 -0,9975 -0,9912 -0,7552 -0,2798 0,3704 1,0710 1,6741 2,0575 2,1633 2,0141 1,6977 1,3235 0,9874 0,7707 0,7447 0,9426 1,3200 1,7499 2,0668 2,1374 1,9248 1,5019 1,0029 0,5553 0,2423 0,1036 0,1485 0,3576 0,6699 0,9861 1,2100 1,2940 1,2438 1,0886 0,8588 0,5790 0,2612 -0,0895 -0,4515 -0,7728 -0,9979 -1,1086 -1,1235 -1,0616 -0,9205 -0,6901 -0,3755 -0,0074 0,3717 0,7352 1,0774 1,3876 1,6409 1,8150 1,8979 1,8758 1,7298 1,4557 1,0832 0,6730 0,2951 0,0004 -0,1978 -0,3259 -0,4388 -0,6029 -0,8722 -1,2679 -1,7703 -2,3298 -2,8924 -3,4165 -3,8746 -4,2553 -4,5672 -4,8212 -4,9954 -5,0371 -4,9125 -4,6476 -4,3162 -3,9969 -3,7328 -3,5144 -3,2947 -3,0225 -2,6638 -2,2043 -1,6481 -1,0225 -0,3736 0,2575 0,8589 1,4443 2,0251 2,5848 3,0769 3,4525 3,6919 3,8168 3,8847 3,9685 4,1249 4,3615 4,6293 4,8537 4,9844 5,0203 4,9981 4,9647 4,9582 4,9935 5,0581 5,1298 5,1930 5,2387 5,2571 5,2411 5,1999 5,1650 5,1750 5,2509 5,3951 5,6068 5,8848 6,2243 6,6205 7,0654 7,5341 7,9805 8,3523 8,6057 8,7159 8,6887 8,5604 8,3824 8,2035 8,0663 7,9995 7,9947 7,9999 7,9489 7,7945 7,5204 7,1476 6,7274 6,3167 5,9444 5,5961 5,2306 4,8143 4,3409 3,8381 3,3742 3,0388 2,8962 2,9507 3,1461 3,3955 3,6235 3,7809 3,8332 3,7534 3,5315 3,1824 2,7432 2,2535 1,7289 1,1604 0,5513 -0,0563 -0,5980 -1,0198 -1,2880 -1,3970 -1,3900 -1,3581 -1,3966 -1,5584 -1,8427 -2,2058 -2,5830 -2,9193 -3,1956 -3,4209 -3,6003 -3,7167 -3,7397 -3,6407 -3,4147 -3,0972 -2,7469 -2,4034 -2,0670 -1,7214 -1,3696 -1,0477 -0,8043 -0,6723 -0,6609 -0,7637 -0,9679 -1,2576 -1,6143 -2,0179 -2,4509 -2,8984 -3,3363 -3,7189 -3,9875 -4,0974 -4,0388 -3,8423 -3,5697 -3,3032 -3,1240 -3,0772 -3,1514 -3,2966 -3,4551 -3,5788 -3,6407 -3,6524 -3,6696 -3,7598 -3,9452 -4,1730 -4,3498 -4,3958 -4,2654 -3,9485 -3,4818 -2,9477 -2,4449 -2,0471 -1,7848 -1,6576 -1,6549 -1,7586 -1,9368 -2,1622 -2,4283 -2,7259 -3,0195 -3,2797 -3,5263 -3,8076 -4,1357 -4,4557 -4,6809 -4,7505 -4,6695 -4,5041 -4,3350 -4,2033 -4,0993 -3,9922 -3,8626 -3,7137 -3,5633 -3,4251 -3,2975 -3,1724 -3,0531 -2,9536 -2,8860 -2,8530 -2,8471 -2,8609 -2,9102 -3,0404 -3,2930 -3,6644 -4,1050 -4,5558 -4,9715 -5,3148 -5,5567 -5,6940 -5,7567 -5,7838 -5,7989 -5,8129 -5,8280 -5,8266 -5,7805 -5,6783 -5,5241 -5,3085 -5,0078 -4,6158 -4,1630 -3,7002 -3,2739 -2,9114 -2,6163 -2,3695 -2,1459 -1,9394 -1,7669 -1,6458 -1,5759 -1,5450 -1,5465 -1,5834 -1,6581 -1,7651 -1,8899 -2,0001 -2,0375 -1,9349 -1,6512 -1,1912 -0,5983 0,0537 0,6728 1,1829 1,5531 1,7847 1,8698 1,7842 1,5251 1,1340 0,6701 0,1791 -0,3050 -0,7500 -1,1305 -1,4409 -1,7025 -1,9460 -2,1775 -2,3681 -2,4797 -2,4953 -2,4282 -2,3129 -2,1828 -2,0524 -1,9209 -1,7941 -1,7014 -1,6888 -1,7947 -2,0265 -2,3537 -2,7300 -3,1274 -3,5466 -3,9894 -4,4291 -4,8248 -5,1629 -5,4651 -5,7547 -6,0236 -6,2298 -6,3224 -6,2763 -6,1113 -5,8817 -5,6425 -5,4183 -5,2022 -4,9730 -4,7125 -4,4222 -4,1380 -3,9250 -3,8388 -3,8837 -4,0036 -4,1105 -4,1317 -4,0434 -3,8704 -3,6637 -3,4818 -3,3769 -3,3789 -3,4876 -3,6733 -3,8866 -4,0738 -4,1882 -4,1867 -4,0327 -3,7203 -3,2919 -2,8227 -2,3940 -2,0708 -1,8853 -1,8362 -1,8985 -2,0307 -2,1789 -2,2901 -2,3329 -2,3052 -2,2231 -2,0963 -1,9176 -1,6843 -1,4231 -1,1802 -0,9883 -0,8519 -0,7588 -0,6948 -0,6431 -0,5876 -0,5224 -0,4563 -0,4193 -0,4670 -0,6463 -0,9362 -1,2339 -1,4167 -1,4212 -1,2640 -1,0108 -0,7442 -0,5434 -0,4602 -0,5014 -0,6424 -0,8582 -1,1361 -1,4724 -1,8616 -2,2762 -2,6540 -2,9184 -3,0151 -2,9395 -2,7361 -2,4728 -2,2141 -2,0130 -1,9083 -1,9144 -2,0161 -2,1908 -2,4426 -2,8037 -3,2983 -3,9133 -4,6027 -5,2997 -5,9221 -6,3924 -6,6761 -6,7946 -6,7995 -6,7416 -6,6549 -6,5516 -6,4226 -6,2448 -5,9993 -5,6858 -5,3097 -4,8587 -4,2967 -3,5786 -2,6867 -1,6682 -0,6247 0,3330 1,1148 1,6570 1,9362 1,9858 1,8860 1,7234 1,5520 1,3826 1,2024 1,0026 0,7873 0,5647 0,3364 0,0956 -0,1668 -0,4457 -0,7054 -0,8912 -0,9692 -0,9530 -0,8903 -0,8244 -0,7677 -0,7067 -0,6311 -0,5486 -0,4815 -0,4679 -0,5618 -0,8036 -1,1745 -1,5866 -1,9318 -2,1442 -2,2172 -2,1830 -2,0950 -2,0162 -1,9970 -2,0526 -2,1601 -2,2716 -2,3330 -2,3106 -2,2093 -2,0640 -1,9199 -1,8232 -1,8105 -1,8870 -2,0174 -2,1442 -2,2222 -2,2474 -2,2630 -2,3353 -2,5111 -2,7957 -3,1653 -3,5920 -4,0521 -4,5196 -4,9668 -5,3762 -5,7428 -6,0632 -6,3300 -6,5411 -6,7039 -6,8283 -6,9199 -6,9791 -6,9982 -6,9608 -6,8528 -6,6738 -6,4344 -6,1461 -5,8273 -5,5218 -5,3037 -5,2460 -5,3651
