Fp1   -0,8542 -0,8248 -0,7768 -0,7115 -0,6377 -0,5642 -0,4887 -0,3954 -0,2703 -0,1144 0,0575 0,2281 0,3904 0,5484 0,7062 0,8552 0,9731 1,0355 1,0361 0,9946 0,9405 0,8919 0,8475 0,7897 0,6966 0,5584 0,3851 0,2021 0,0443 -0,0545 -0,0739 -0,0183 0,0799 0,1723 0,2186 0,2044 0,1369 0,0305 -0,0995 -0,2371 -0,3680 -0,4848 -0,5892 -0,6872 -0,7773 -0,8449 -0,8711 -0,8465 -0,7737 -0,6600 -0,5117 -0,3351 -0,1397 0,0609 0,2525 0,4234 0,5622 0,6591 0,7157 0,7531 0,7991 0,8638 0,9290 0,9600 0,9288 0,8318 0,6920 0,5495 0,4438 0,3966 0,3991 0,4149 0,4001 0,3266 0,1962 0,0433 -0,0776 -0,1157 -0,0465 0,1223 0,3637 0,6488 0,9561 1,2693 1,5723 1,8500 2,0969 2,3203 2,5304 2,7229 2,8767 2,9691 2,9888 2,9376 2,8310 2,7005 2,5902 2,5425 2,5857 2,7285 2,9565 3,2358 3,5239 3,7813 3,9805 4,1106 4,1717 4,1707 4,1233 4,0502 3,9661 3,8702 3,7510 3,5976 3,4050 3,1709 2,8964 2,5955 2,3068 2,0916 2,0099 2,0949 2,3486 2,7554 3,3002 3,9771 4,7868 5,7214 6,7524 7,8366 8,9319 10,0049 11,0294 11,9861 12,8644 13,6596 14,3641 14,9664 15,4624 15,8682 16,2142 16,5257 16,8022 17,0106 17,0992 17,0242 16,7689 16,3490 15,8065 15,1955 14,5623 13,9302 13,2980 12,6457 11,9466 11,1841 10,3679 9,5350 8,7358 8,0169 7,4107 6,9324 6,5836 6,3584 6,2452 6,2254 6,2737 6,3661 6,4898 6,6458 6,8407 7,0742 7,3288 7,5734 7,7802 7,9427 8,0764 8,2042 8,3463 8,5177 8,7278 8,9794 9,2672 9,5757 9,8836 10,1697 10,4159 10,6033 10,7131 10,7336 10,6643 10,5133 10,2950 10,0315 9,7471 9,4530 9,1416 8,7978 8,4146 7,9956 7,5430 7,0478 6,4925 5,8646 5,1695 4,4357 3,7079 3,0326 2,4397 1,9269 1,4642 1,0174 0,5751 0,1603 -0,1777 -0,3843 -0,4259 -0,3048 -0,0537 0,2829 0,6558 1,0081 1,2838 1,4504 1,5109 1,4964 1,4516 1,4227 1,4489 1,5521 1,7281 1,9471 2,1643 2,3326 2,4177 2,4132 2,3439 2,2547 2,1926 2,1903 2,2572 2,3831 2,5491 2,7375 2,9366 3,1411 3,3483 3,5531 3,7472 3,9183 4,0481 4,1159 4,1072 4,0246 3,8887 3,7267 3,5568 3,3805 3,1847 2,9502 2,6637 2,3269 1,9551 1,5704 1,1967 0,8637 0,6098 0,4728 0,4706 0,5917 0,8013 1,0555 1,3116 1,5352 1,7059 1,8205 1,8908 1,9361 1,9761 2,0259 2,0886 2,1494 2,1785 2,1511 2,0693 1,9686 1,9038 1,9208 2,0331 2,2219 2,4578 2,7202 2,9972 3,2747 3,5325 3,7540 3,9367 4,0928 4,2424 4,4037 4,5848 4,7822 4,9796 5,1473 5,2492 5,2620 5,1879 5,0500 4,8781 4,6995 4,5303 4,3679 4,1941 3,9919 3,7643 3,5370 3,3448 3,2170 3,1630 3,1629 3,1776 3,1721 3,1268 3,0354 2,8992 2,7244 2,5212 2,2998 2,0658 1,8224 1,5773 1,3429 1,1326 0,9582 0,8268 0,7376 0,6810 0,6406 0,5998 0,5522 0,5046 0,4646 0,4309 0,3945 0,3458 0,2793 0,1965 0,1040 0,0105 -0,0771 -0,1536 -0,2157 -0,2607 -0,2827 -0,2725 -0,2247 -0,1458 -0,0537 0,0356 0,1185 0,2026 0,3009 0,4245 0,5800 0,7733 1,0064 1,2684 1,5331 1,7693 1,9514 2,0606 2,0833 2,0173 1,8781 1,6960 1,5017 1,3084 1,1093 0,8927 0,6575 0,4125 0,1666 -0,0737 -0,3056 -0,5375 -0,7878 -1,0706 -1,3783 -1,6763 -1,9224 -2,0975 -2,2146 -2,3005 -2,3780 -2,4644 -2,5718 -2,6987 -2,8283 -2,9338 -2,9882 -2,9816 -2,9316 -2,8736 -2,8382 -2,8352 -2,8512 -2,8601 -2,8410 -2,7890 -2,7157 -2,6434 -2,5989 -2,6040 -2,6681 -2,7911 -2,9671 -3,1803 -3,4004 -3,5951 -3,7475 -3,8621 -3,9541 -4,0363 -4,1184 -4,2124 -4,3291 -4,4666 -4,6042 -4,7114 -4,7645 -4,7591 -4,7131 -4,6544 -4,6013 -4,5548 -4,5084 -4,4630 -4,4314 -4,4289 -4,4636 -4,5331 -4,6309 -4,7538 -4,9013 -5,0667 -5,2293 -5,3560 -5,4137 -5,3863 -5,2816 -5,1249 -4,9534 -4,8110 -4,7361 -4,7439 -4,8163 -4,9111 -4,9810 -4,9892 -4,9177 -4,7688 -4,5608 -4,3216 -4,0829 -3,8760 -3,7291 -3,6585 -3,6545 -3,6796 -3,6841 -3,6284 -3,4997 -3,3164 -3,1197 -2,9547 -2,8530 -2,8254 -2,8651 -2,9568 -3,0827 -3,2303 -3,4023 -3,6209 -3,9192 -4,3233 -4,8372 -5,4447 -6,1238 -6,8546 -7,6140 -8,3658 -9,0618 -9,6570 -10,1259 -10,4603 -10,6529 -10,6890 -10,5529 -10,2368 -9,7466 -9,1023 -8,3313 -7,4542 -6,4784 -5,4092 -4,2638 -3,0728 -1,8713 -0,6911 0,4395 1,4933 2,4465 3,2820 3,9882 4,5546 4,9713 5,2330 5,3452 5,3303 5,2280 5,0799 4,9071 4,7058 4,4610 4,1602 3,7973 3,3709 2,8811 2,3310 1,7293 1,0851 0,4052 -0,2987 -1,0034 -1,6790 -2,2994 -2,8478 -3,3156 -3,7025 -4,0171 -4,2732 -4,4848 -4,6596 -4,7954 -4,8821 -4,9096 -4,8744 -4,7811 -4,6409 -4,4699 -4,2876 -4,1103 -3,9462 -3,8000 -3,6838 -3,6168 -3,6081 -3,6416 -3,6850 -3,7152 -3,7360 -3,7782 -3,8844 -4,0879 -4,3949 -4,7779 -5,1888 -5,5801 -5,9187 -6,1914 -6,4055 -6,5831 -6,7493 -6,9293 -7,1515 -7,4448 -7,8267 -8,2949 -8,8267 -9,3887 -9,9511 -10,4985 -11,0311 -11,5542 -12,0662 -12,5556 -13,0079 -13,4097 -13,7443 -13,9920 -14,1423 -14,2038 -14,1997 -14,1564 -14,0933 -14,0137 -13,9019 -13,7333 -13,4883 -13,1576
Fz    -1,2355 -1,4636 -1,6521 -1,8044 -1,9229 -2,0028 -2,0261 -1,9642 -1,7940 -1,5156 -1,1588 -0,7723 -0,4047 -0,0900 0,1538 0,3216 0,4212 0,4740 0,5115 0,5629 0,6421 0,7441 0,8510 0,9408 0,9950 1,0040 0,9705 0,9098 0,8471 0,8076 0,8056 0,8385 0,8893 0,9353 0,9578 0,9455 0,8917 0,7960 0,6689 0,5279 0,3893 0,2618 0,1458 0,0382 -0,0572 -0,1247 -0,1463 -0,1156 -0,0441 0,0459 0,1342 0,2125 0,2841 0,3588 0,4464 0,5535 0,6823 0,8318 1,0011 1,1909 1,4006 1,6233 1,8443 2,0453 2,2109 2,3322 2,4079 2,4443 2,4503 2,4302 2,3794 2,2872 2,1425 1,9390 1,6835 1,4015 1,1351 0,9288 0,8144 0,8040 0,8925 1,0637 1,2956 1,5651 1,8524 2,1455 2,4418 2,7446 3,0571 3,3746 3,6822 3,9590 4,1838 4,3412 4,4294 4,4671 4,4890 4,5307 4,6136 4,7385 4,8853 5,0202 5,1076 5,1223 5,0581 4,9287 4,7568 4,5640 4,3705 4,1966 4,0593 3,9620 3,8923 3,8305 3,7604 3,6735 3,5707 3,4638 3,3772 3,3480 3,4182 3,6242 3,9905 4,5313 5,2550 6,1651 7,2582 8,5166 9,9031 11,3652 12,8478 14,3036 15,6978 17,0103 18,2305 19,3449 20,3307 21,1625 21,8261 22,3265 22,6778 22,8868 22,9456 22,8380 22,5501 22,0800 21,4426 20,6680 19,7990 18,8861 17,9761 17,0996 16,2671 15,4730 14,7014 13,9412 13,2014 12,5134 11,9165 11,4401 11,0938 10,8676 10,7421 10,6987 10,7241 10,8062 10,9292 11,0760 11,2380 11,4221 11,6480 11,9370 12,2986 12,7263 13,2081 13,7386 14,3151 14,9230 15,5315 16,1014 16,5978 16,9982 17,2972 17,5062 17,6490 17,7524 17,8357 17,9074 17,9687 18,0184 18,0544 18,0710 18,0564 17,9946 17,8670 17,6521 17,3299 16,8882 16,3265 15,6550 14,8900 14,0479 13,1419 12,1831 11,1860 10,1727 9,1721 8,2127 7,3131 6,4768 5,6995 4,9809 4,3318 3,7739 3,3349 3,0407 2,9042 2,9183 3,0564 3,2794 3,5430 3,8026 4,0234 4,1950 4,3415 4,5131 4,7627 5,1238 5,6027 6,1830 6,8314 7,5022 8,1407 8,6905 9,1047 9,3594 9,4606 9,4389 9,3377 9,2022 9,0708 8,9690 8,9103 8,8989 8,9344 9,0153 9,1423 9,3158 9,5304 9,7680 9,9937 10,1626 10,2350 10,1910 10,0352 9,7895 9,4820 9,1404 8,7896 8,4487 8,1260 7,8172 7,5073 7,1788 6,8234 6,4523 6,0960 5,7952 5,5855 5,4875 5,5046 5,6251 5,8259 6,0780 6,3559 6,6461 6,9454 7,2563 7,5826 7,9255 8,2776 8,6173 8,9122 9,1332 9,2723 9,3502 9,4084 9,4887 9,6150 9,7916 10,0111 10,2634 10,5381 10,8244 11,1113 11,3917 11,6649 11,9350 12,2088 12,4932 12,7925 13,1052 13,4241 13,7388 14,0384 14,3150 14,5634 14,7755 14,9389 15,0426 15,0830 15,0654 15,0032 14,9159 14,8286 14,7706 14,7715 14,8534 15,0215 15,2605 15,5409 15,8288 16,0925 16,3075 16,4602 16,5456 16,5597 16,4930 16,3318 16,0665 15,6989 15,2411 14,7103 14,1261 13,5100 12,8839 12,2683 11,6824 11,1434 10,6666 10,2646 9,9421 9,6915 9,4976 9,3452 9,2228 9,1204 9,0308 8,9521 8,8863 8,8370 8,8063 8,7939 8,7984 8,8224 8,8765 8,9719 9,1114 9,2878 9,4906 9,7090 9,9318 10,1465 10,3415 10,5140 10,6745 10,8392 11,0202 11,2213 11,4392 11,6632 11,8727 12,0393 12,1362 12,1488 12,0794 11,9403 11,7446 11,5041 11,2307 10,9325 10,6121 10,2706 9,9103 9,5316 9,1303 8,7043 8,2643 7,8378 7,4607 7,1612 6,9493 6,8162 6,7387 6,6857 6,6268 6,5414 6,4212 6,2673 6,0850 5,8810 5,6641 5,4478 5,2535 5,1072 5,0303 5,0304 5,1003 5,2229 5,3762 5,5357 5,6755 5,7681 5,7856 5,7029 5,5038 5,1939 4,8088 4,4046 4,0374 3,7435 3,5320 3,3911 3,2995 3,2342 3,1799 3,1358 3,1119 3,1159 3,1467 3,1954 3,2496 3,2966 3,3302 3,3527 3,3712 3,3907 3,4103 3,4249 3,4281 3,4158 3,3867 3,3422 3,2865 3,2264 3,1699 3,1241 3,0893 3,0569 3,0162 2,9627 2,8972 2,8212 2,7389 2,6622 2,6130 2,6160 2,6898 2,8449 3,0829 3,3960 3,7652 4,1622 4,5544 4,9113 5,2101 5,4423 5,6169 5,7600 5,9043 6,0729 6,2680 6,4716 6,6539 6,7844 6,8410 6,8120 6,6956 6,4983 6,2310 5,9065 5,5361 5,1252 4,6732 4,1781 3,6447 3,0851 2,5132 1,9377 1,3632 0,7942 0,2367 -0,3045 -0,8270 -1,3238 -1,7751 -2,1473 -2,3961 -2,4761 -2,3535 -2,0153 -1,4648 -0,7108 0,2381 1,3684 2,6545 4,0571 5,5286 7,0223 8,4959 9,9087 11,2196 12,3889 13,3844 14,1862 14,7885 15,1979 15,4292 15,5033 15,4459 15,2812 15,0249 14,6859 14,2707 13,7878 13,2516 12,6783 12,0801 11,4654 10,8410 10,2102 9,5732 8,9330 8,3025 7,7031 7,1569 6,6798 6,2803 5,9620 5,7243 5,5625 5,4705 5,4449 5,4865 5,5984 5,7829 6,0373 6,3507 6,7023 7,0637 7,4064 7,7109 7,9714 8,1916 8,3748 8,5208 8,6304 8,7071 8,7520 8,7559 8,6961 8,5416 8,2619 7,8380 7,2734 6,5981 5,8625 5,1196 4,4092 3,7518 3,1473 2,5786 2,0249 1,4743 0,9235 0,3699 -0,1899 -0,7572 -1,3275 -1,8925 -2,4447 -2,9823 -3,5086 -4,0272 -4,5365 -5,0277 -5,4882 -5,9058 -6,2677 -6,5614 -6,7794 -6,9209 -6,9905 -6,9947 -6,9394 -6,8256 -6,6466 -6,3911 -6,0500 -5,6187
F3    -0,5034 -0,5245 -0,5208 -0,5044 -0,4887 -0,4812 -0,4739 -0,4424 -0,3615 -0,2213 -0,0334 0,1736 0,3668 0,5196 0,6163 0,6525 0,6346 0,5789 0,5071 0,4349 0,3637 0,2843 0,1852 0,0597 -0,0881 -0,2431 -0,3852 -0,4957 -0,5577 -0,5562 -0,4844 -0,3482 -0,1662 0,0353 0,2283 0,3866 0,4893 0,5239 0,4904 0,4021 0,2826 0,1601 0,0571 -0,0166 -0,0621 -0,0846 -0,0908 -0,0901 -0,0946 -0,1138 -0,1490 -0,1924 -0,2315 -0,2535 -0,2509 -0,2244 -0,1810 -0,1294 -0,0723 -0,0014 0,0961 0,2240 0,3710 0,5159 0,6380 0,7223 0,7605 0,7519 0,7034 0,6226 0,5088 0,3518 0,1409 -0,1223 -0,4177 -0,7091 -0,9508 -1,0942 -1,1013 -0,9564 -0,6696 -0,2675 0,2165 0,7457 1,2820 1,7907 2,2496 2,6523 3,0035 3,3079 3,5620 3,7546 3,8733 3,9124 3,8813 3,8069 3,7277 3,6784 3,6807 3,7413 3,8522 3,9917 4,1303 4,2384 4,2980 4,3102 4,2920 4,2642 4,2425 4,2351 4,2382 4,2320 4,1849 4,0668 3,8625 3,5766 3,2349 2,8786 2,5581 2,3280 2,2398 2,3312 2,6227 3,1188 3,8123 4,6880 5,7275 6,9076 8,1944 9,5430 10,9073 12,2484 13,5368 14,7524 15,8802 16,9047 17,8085 18,5761 19,2030 19,7001 20,0883 20,3816 20,5751 20,6454 20,5622 20,3059 19,8794 19,3075 18,6266 17,8744 17,0838 16,2815 15,4861 14,7023 13,9199 13,1251 12,3196 11,5272 10,7832 10,1195 9,5582 9,1107 8,7799 8,5633 8,4549 8,4467 8,5266 8,6788 8,8867 9,1395 9,4331 9,7635 10,1197 10,4860 10,8515 11,2180 11,5937 11,9819 12,3755 12,7591 13,1172 13,4408 13,7311 13,9950 14,2398 14,4677 14,6730 14,8440 14,9681 15,0396 15,0605 15,0331 14,9547 14,8206 14,6269 14,3670 14,0312 13,6136 13,1206 12,5706 11,9818 11,3604 10,6997 9,9883 9,2206 8,4063 7,5734 6,7592 5,9914 5,2750 4,5986 3,9525 3,3419 2,7883 2,3249 1,9880 1,8030 1,7718 1,8707 2,0604 2,2979 2,5427 2,7623 2,9421 3,0923 3,2430 3,4281 3,6735 3,9921 4,3807 4,8170 5,2625 5,6716 6,0005 6,2149 6,3003 6,2704 6,1641 6,0331 5,9267 5,8784 5,8981 5,9782 6,1041 6,2589 6,4248 6,5882 6,7462 6,9075 7,0818 7,2672 7,4460 7,5949 7,6968 7,7454 7,7407 7,6842 7,5773 7,4232 7,2259 6,9873 6,7057 6,3766 5,9979 5,5802 5,1537 4,7682 4,4787 4,3258 4,3220 4,4540 4,6939 5,0110 5,3785 5,7750 6,1828 6,5857 6,9680 7,3165 7,6225 7,8792 8,0759 8,2011 8,2530 8,2472 8,2167 8,2044 8,2490 8,3692 8,5605 8,8031 9,0745 9,3563 9,6350 9,9001 10,1473 10,3809 10,6107 10,8480 11,1021 11,3779 11,6744 11,9830 12,2856 12,5563 12,7723 12,9228 13,0065 13,0279 12,9944 12,9134 12,7880 12,6218 12,4284 12,2370 12,0864 12,0114 12,0276 12,1254 12,2733 12,4300 12,5569 12,6247 12,6180 12,5369 12,3949 12,2081 11,9840 11,7201 11,4101 11,0521 10,6506 10,2172 9,7679 9,3194 8,8878 8,4890 8,1360 7,8361 7,5928 7,4090 7,2845 7,2124 7,1779 7,1622 7,1478 7,1244 7,0909 7,0529 7,0200 7,0054 7,0234 7,0829 7,1829 7,3150 7,4693 7,6346 7,7982 7,9514 8,0931 8,2250 8,3471 8,4570 8,5524 8,6347 8,7121 8,7951 8,8893 8,9915 9,0910 9,1717 9,2127 9,1912 9,0918 8,9155 8,6779 8,3978 8,0899 7,7657 7,4364 7,1108 6,7930 6,4821 6,1757 5,8697 5,5581 5,2374 4,9135 4,6031 4,3260 4,0934 3,9037 3,7462 3,6059 3,4645 3,3053 3,1223 2,9217 2,7193 2,5325 2,3729 2,2425 2,1365 2,0498 1,9850 1,9549 1,9772 2,0633 2,2093 2,3959 2,5935 2,7667 2,8798 2,9048 2,8262 2,6425 2,3707 2,0473 1,7186 1,4260 1,1935 1,0214 0,8924 0,7830 0,6704 0,5406 0,3953 0,2515 0,1291 0,0401 -0,0138 -0,0400 -0,0485 -0,0432 -0,0192 0,0296 0,1013 0,1833 0,2555 0,2978 0,2986 0,2580 0,1852 0,0969 0,0144 -0,0394 -0,0474 -0,0069 0,0675 0,1527 0,2264 0,2700 0,2708 0,2274 0,1554 0,0864 0,0560 0,0872 0,1844 0,3376 0,5299 0,7441 0,9645 1,1714 1,3427 1,4632 1,5316 1,5609 1,5754 1,6022 1,6588 1,7478 1,8609 1,9839 2,0993 2,1886 2,2324 2,2147 2,1276 1,9743 1,7659 1,5116 1,2088 0,8446 0,4067 -0,1030 -0,6665 -1,2575 -1,8520 -2,4326 -2,9863 -3,5035 -3,9788 -4,4094 -4,7867 -5,0896 -5,2894 -5,3584 -5,2731 -5,0171 -4,5864 -3,9900 -3,2407 -2,3493 -1,3277 -0,1951 1,0209 2,2880 3,5730 4,8435 6,0650 7,2004 8,2148 9,0798 9,7745 10,2855 10,6082 10,7468 10,7166 10,5448 10,2648 9,9070 9,4942 9,0440 8,5706 8,0834 7,5827 7,0605 6,5082 5,9218 5,2994 4,6429 3,9634 3,2839 2,6339 2,0415 1,5292 1,1111 0,7903 0,5591 0,4053 0,3176 0,2871 0,3058 0,3642 0,4534 0,5655 0,6920 0,8213 0,9385 1,0266 1,0727 1,0765 1,0533 1,0239 1,0020 0,9940 1,0056 1,0393 1,0829 1,1049 1,0627 0,9159 0,6394 0,2321 -0,2792 -0,8475 -1,4221 -1,9648 -2,4550 -2,8890 -3,2776 -3,6403 -3,9981 -4,3714 -4,7770 -5,2212 -5,6968 -6,1854 -6,6640 -7,1146 -7,5298 -7,9128 -8,2732 -8,6217 -8,9631 -9,2931 -9,5997 -9,8666 -10,0751 -10,2115 -10,2726 -10,2664 -10,2084 -10,1144 -9,9918 -9,8346 -9,6286 -9,3605 -9,0237
F7    -0,0877 -0,1399 -0,1316 -0,0534 0,0862 0,2625 0,4479 0,6257 0,7875 0,9234 1,0202 1,0682 1,0716 1,0515 1,0329 1,0282 1,0309 1,0216 0,9813 0,8990 0,7737 0,6147 0,4366 0,2497 0,0586 -0,1316 -0,3106 -0,4643 -0,5755 -0,6260 -0,6031 -0,5122 -0,3814 -0,2513 -0,1548 -0,1099 -0,1256 -0,2056 -0,3457 -0,5319 -0,7397 -0,9351 -1,0831 -1,1624 -1,1710 -1,1212 -1,0318 -0,9242 -0,8204 -0,7411 -0,7025 -0,7106 -0,7567 -0,8196 -0,8772 -0,9165 -0,9360 -0,9437 -0,9506 -0,9590 -0,9596 -0,9407 -0,8971 -0,8328 -0,7594 -0,6914 -0,6421 -0,6224 -0,6391 -0,6924 -0,7791 -0,8957 -1,0380 -1,1980 -1,3607 -1,5064 -1,6150 -1,6692 -1,6573 -1,5757 -1,4309 -1,2360 -1,0034 -0,7431 -0,4645 -0,1774 0,1089 0,3879 0,6546 0,8979 1,0991 1,2384 1,3047 1,3000 1,2399 1,1541 1,0820 1,0594 1,1074 1,2293 1,4133 1,6354 1,8641 2,0686 2,2292 2,3473 2,4429 2,5367 2,6368 2,7402 2,8370 2,9128 2,9481 2,9235 2,8254 2,6548 2,4316 2,1914 1,9737 1,8131 1,7378 1,7709 1,9297 2,2213 2,6407 3,1765 3,8186 4,5597 5,3871 6,2757 7,1938 8,1162 9,0270 9,9120 10,7521 11,5232 12,2020 12,7741 13,2411 13,6204 13,9332 14,1868 14,3669 14,4463 14,4025 14,2319 13,9554 13,6105 13,2340 12,8487 12,4623 12,0729 11,6742 11,2560 10,8058 10,3137 9,7787 9,2119 8,6359 8,0789 7,5671 7,1221 6,7614 6,4954 6,3199 6,2144 6,1521 6,1153 6,1052 6,1386 6,2371 6,4121 6,6537 6,9302 7,2021 7,4381 7,6193 7,7396 7,8066 7,8392 7,8601 7,8894 7,9411 8,0168 8,1038 8,1802 8,2254 8,2273 8,1829 8,0946 7,9679 7,8073 7,6163 7,3978 7,1503 6,8631 6,5203 6,1105 5,6349 5,1066 4,5402 3,9444 3,3233 2,6806 2,0243 1,3724 0,7524 0,1879 -0,3151 -0,7710 -1,2029 -1,6242 -2,0289 -2,3924 -2,6847 -2,8823 -2,9772 -2,9820 -2,9255 -2,8401 -2,7516 -2,6775 -2,6291 -2,6071 -2,5987 -2,5802 -2,5250 -2,4134 -2,2409 -2,0209 -1,7783 -1,5415 -1,3342 -1,1695 -1,0482 -0,9595 -0,8821 -0,7918 -0,6711 -0,5124 -0,3179 -0,0981 0,1371 0,3850 0,6447 0,9088 1,1640 1,3990 1,6102 1,7987 1,9609 2,0871 2,1705 2,2139 2,2270 2,2196 2,1990 2,1715 2,1440 2,1192 2,0903 2,0374 1,9337 1,7604 1,5197 1,2356 0,9431 0,6768 0,4619 0,3099 0,2216 0,1940 0,2227 0,3000 0,4157 0,5596 0,7240 0,9015 1,0825 1,2523 1,3937 1,4902 1,5335 1,5297 1,4987 1,4697 1,4727 1,5245 1,6215 1,7476 1,8894 2,0442 2,2158 2,4043 2,6019 2,7990 2,9892 3,1682 3,3364 3,4987 3,6582 3,8097 3,9383 4,0214 4,0341 3,9589 3,7970 3,5694 3,3062 3,0339 2,7681 2,5110 2,2585 2,0093 1,7711 1,5619 1,4019 1,2968 1,2290 1,1665 1,0809 0,9602 0,8079 0,6340 0,4475 0,2523 0,0471 -0,1695 -0,3922 -0,6091 -0,8073 -0,9785 -1,1224 -1,2479 -1,3696 -1,5004 -1,6445 -1,7982 -1,9540 -2,1033 -2,2383 -2,3551 -2,4561 -2,5508 -2,6520 -2,7698 -2,9062 -3,0558 -3,2100 -3,3563 -3,4731 -3,5314 -3,5064 -3,3894 -3,1872 -2,9199 -2,6225 -2,3407 -2,1116 -1,9448 -1,8227 -1,7153 -1,5978 -1,4612 -1,3110 -1,1625 -1,0389 -0,9663 -0,9636 -1,0337 -1,1626 -1,3297 -1,5156 -1,7011 -1,8651 -1,9933 -2,0924 -2,1905 -2,3202 -2,4975 -2,7139 -2,9455 -3,1658 -3,3538 -3,5031 -3,6278 -3,7544 -3,9025 -4,0757 -4,2646 -4,4574 -4,6442 -4,8146 -4,9590 -5,0748 -5,1676 -5,2443 -5,3070 -5,3500 -5,3631 -5,3433 -5,3021 -5,2603 -5,2364 -5,2371 -5,2572 -5,2857 -5,3129 -5,3342 -5,3497 -5,3633 -5,3855 -5,4325 -5,5187 -5,6522 -5,8326 -6,0455 -6,2602 -6,4411 -6,5619 -6,6175 -6,6237 -6,6087 -6,6020 -6,6235 -6,6727 -6,7269 -6,7573 -6,7499 -6,7135 -6,6700 -6,6399 -6,6336 -6,6509 -6,6841 -6,7239 -6,7651 -6,8071 -6,8511 -6,8944 -6,9279 -6,9374 -6,9136 -6,8607 -6,7958 -6,7359 -6,6866 -6,6439 -6,6067 -6,5822 -6,5765 -6,5866 -6,6033 -6,6211 -6,6435 -6,6784 -6,7295 -6,7896 -6,8397 -6,8600 -6,8433 -6,7961 -6,7316 -6,6663 -6,6144 -6,5803 -6,5569 -6,5290 -6,4737 -6,3686 -6,2084 -6,0102 -5,8050 -5,6278 -5,5081 -5,4643 -5,5025 -5,6194 -5,8060 -6,0470 -6,3199 -6,6022 -6,8839 -7,1715 -7,4817 -7,8299 -8,2218 -8,6532 -9,1144 -9,5878 -10,0447 -10,4548 -10,7990 -11,0723 -11,2749 -11,4024 -11,4443 -11,3851 -11,2068 -10,8903 -10,4236 -9,8072 -9,0523 -8,1752 -7,1995 -6,1570 -5,0817 -4,0004 -2,9315 -1,8940 -0,9135 -0,0184 0,7689 1,4302 1,9464 2,3009 2,4880 2,5165 2,4095 2,2020 1,9308 1,6232 1,2931 0,9436 0,5701 0,1632 -0,2867 -0,7839 -1,3241 -1,8959 -2,4858 -3,0804 -3,6620 -4,2072 -4,6926 -5,1048 -5,4434 -5,7162 -5,9347 -6,1108 -6,2531 -6,3660 -6,4515 -6,5129 -6,5566 -6,5921 -6,6265 -6,6582 -6,6783 -6,6801 -6,6657 -6,6406 -6,6105 -6,5847 -6,5774 -6,6030 -6,6676 -6,7657 -6,8868 -7,0240 -7,1771 -7,3495 -7,5448 -7,7690 -8,0300 -8,3305 -8,6593 -8,9939 -9,3111 -9,5920 -9,8244 -10,0078 -10,1531 -10,2772 -10,3987 -10,5382 -10,7181 -10,9602 -11,2755 -11,6581 -12,0923 -12,5653 -13,0666 -13,5782 -14,0716 -14,5166 -14,8915 -15,1857 -15,3947 -15,5152 -15,5498 -15,5135 -15,4300 -15,3214 -15,2005 -15,0661 -14,9058 -14,7029 -14,4458 -14,1319
