Fp1   -2,6594 -2,3044 -1,9831 -1,7851 -1,7546 -1,8617 -2,0232 -2,1558 -2,2178 -2,2131 -2,1734 -2,1231 -2,0443 -1,8838 -1,6041 -1,2191 -0,7781 -0,3326 0,0748 0,4072 0,6469 0,8163 0,9684 1,1416 1,3260 1,4783 1,5677 1,5994 1,6028 1,6030 1,5929 1,5343 1,3983 1,1961 0,9660 0,7498 0,5879 0,5145 0,5393 0,6359 0,7588 0,8752 0,9750 1,0582 1,1274 1,1862 1,2232 1,1933 1,0375 0,7344 0,3105 -0,2015 -0,7858 -1,4299 -2,1077 -2,7672 -3,3314 -3,7300 -3,9348 -3,9684 -3,8856 -3,7444 -3,5899 -3,4505 -3,3292 -3,2026 -3,0444 -2,8494 -2,6309 -2,4135 -2,2356 -2,1432 -2,1772 -2,3692 -2,7331 -3,2317 -3,7564 -4,1727 -4,3951 -4,4085 -4,2445 -3,9589 -3,6141 -3,2653 -2,9572 -2,7118 -2,5092 -2,2984 -2,0314 -1,6897 -1,2970 -0,9141 -0,6022 -0,3910 -0,2805 -0,2500 -0,2662 -0,3029 -0,3508 -0,4130 -0,5066 -0,6617 -0,8920 -1,1605 -1,3904 -1,5232 -1,5648 -1,5750 -1,6271 -1,7769 -2,0440 -2,4060 -2,8003 -3,1391 -3,3374 -3,3381 -3,1197 -2,7040 -2,1649 -1,6106 -1,1453 -0,8378 -0,7067 -0,7226 -0,8227 -0,9311 -0,9760 -0,9033 -0,6957 -0,3846 -0,0391 0,2596 0,4474 0,5065 0,4774 0,4286 0,4153 0,4660 0,5825 0,7354 0,8718 0,9426 0,9320 0,8526 0,7143 0,5107 0,2330 -0,1069 -0,4614 -0,7571 -0,9362 -0,9880 -0,9328 -0,7892 -0,5636 -0,2542 0,1478 0,6510 1,2517 1,9357 2,6877 3,4896 4,3131 5,1206 5,8738 6,5457 7,1280 7,6239 8,0301 8,3237 8,4708 8,4532 8,2852 8,0086 7,6734 7,3275 7,0114 6,7437 6,5127 6,2919 6,0596 5,8088 5,5513 5,3112 5,0998 4,9032 4,6989 4,4740 4,2324 3,9978 3,7962 3,6329 3,4886 3,3340 3,1459 2,9177 2,6601 2,3995 2,1671 1,9734 1,7981 1,6049 1,3503 0,9847 0,4766 -0,1596 -0,8697 -1,5900 -2,2701 -2,8775 -3,3906 -3,7940 -4,0908 -4,3113 -4,4963 -4,6675 -4,8128 -4,9066 -4,9424 -4,9366 -4,9111 -4,8837 -4,8683 -4,8812 -4,9366 -5,0219 -5,0823 -5,0537 -4,9099 -4,6746 -4,4059 -4,1787 -4,0631 -4,0952 -4,2577 -4,4818 -4,6717 -4,7442 -4,6596 -4,4275 -4,0855 -3,6726 -3,2195 -2,7517 -2,2888 -1,8391 -1,3983 -0,9621 -0,5385 -0,1427 0,2081 0,4902 0,6747 0,7465 0,7232 0,6569 0,6251 0,7053 0,9322 1,2750 1,6532 1,9610 2,0872 1,9570 1,5930 1,1302 0,7355 0,5046 0,4352 0,4584 0,4764 0,3987 0,1768 -0,1831 -0,6442 -1,1727 -1,7401 -2,3060 -2,8160 -3,2247 -3,5152 -3,6958 -3,7950 -3,8672 -3,9856 -4,2093 -4,5548 -4,9982 -5,4945 -5,9906 -6,4251 -6,7350 -6,8745 -6,8335 -6,6468 -6,3905 -6,1632 -6,0560 -6,1262 -6,3879 -6,8132 -7,3225 -7,7847 -8,0524 -8,0202 -7,6698 -7,0671 -6,3232 -5,5575 -4,8783 -4,3697 -4,0807 -4,0192 -4,1523 -4,4204 -4,7530 -5,0650 -5,2640 -5,2951 -5,1668 -4,9286 -4,6350 -4,3240 -4,0206 -3,7482 -3,5151 -3,2980 -3,0611 -2,7944 -2,5159 -2,2351 -1,9274 -1,5593 -1,1312 -0,6821 -0,2574 0,1211 0,4602 0,7773 1,0823 1,3762 1,6514 1,8878 2,0574 2,1379 2,1144 1,9729 1,7050 1,3320 0,9237 0,5778 0,3730 0,3457 0,4916 0,7690 1,1121 1,4636 1,7946 2,0890 2,3121 2,4057 2,3262 2,0980 1,8268 1,6438 1,6279 1,7756 2,0176 2,2450 2,3564 2,3162 2,1693 1,9999 1,8860 1,8729 1,9587 2,0977 2,2297 2,3150 2,3449 2,3206 2,2296 2,0476 1,7641 1,3985 0,9987 0,6358 0,3855 0,2982 0,3803 0,5905 0,8470 1,0525 1,1320 1,0568 0,8439 0,5477 0,2521 0,0465 -0,0148 0,0585 0,2035 0,3406 0,4053 0,3756 0,2846 0,1981 0,1717 0,2238 0,3374 0,4806 0,6261 0,7612 0,8889 1,0169 1,1398 1,2361 1,2912 1,3188 1,3472 1,3866 1,4183 1,4034 1,3076 1,1354 0,9401 0,8024 0,7913 0,9190 1,1273 1,3312 1,4666 1,4960 1,4072 1,2263 1,0092 0,8067 0,6416 0,5054 0,3693 0,2093 0,0234 -0,1754 -0,3707 -0,5462 -0,6879 -0,7897 -0,8515 -0,8724 -0,8509 -0,7999 -0,7537 -0,7484 -0,7858 -0,8180 -0,7748 -0,6128 -0,3401 -0,0045 0,3321 0,6151 0,8023 0,8639 0,7893 0,5891 0,2946 -0,0402 -0,3492 -0,5809 -0,7262 -0,8286 -0,9575 -1,1555 -1,4128 -1,6865 -1,9277 -2,0926 -2,1605 -2,1521 -2,1095 -2,0678 -2,0646 -2,1452 -2,3400 -2,6588 -3,0979 -3,6220 -4,1477 -4,5676 -4,7937 -4,7849 -4,5554 -4,1650 -3,6966 -3,2317 -2,8341 -2,5450 -2,3818 -2,3274 -2,3270 -2,3221 -2,2876 -2,2333 -2,1843 -2,1758 -2,2501 -2,4239 -2,6556 -2,8631 -2,9713 -2,9441 -2,7922 -2,5568 -2,2721 -1,9423 -1,5605 -1,1434 -0,7408 -0,4107 -0,1823 -0,0415 0,0489 0,1215 0,1948 0,2795 0,3889 0,5463 0,7702 1,0424 1,3000 1,4723 1,5137 1,4129 1,2041 0,9616 0,7542 0,6077 0,5156 0,4641 0,4341 0,3856 0,2553 -0,0050 -0,3681 -0,7161 -0,8996 -0,8189 -0,4652 0,0906 0,7378 1,3648 1,8795 2,2147 2,3245 2,1802 1,7803 1,1783 0,4883 -0,1585 -0,6616 -0,9627 -1,0407 -0,9077 -0,6028 -0,1846 0,2766 0,7120 1,0676 1,3066 1,4136 1,3953 1,2607 1,0094 0,6579 0,2674 -0,0710 -0,2839 -0,3510 -0,3019 -0,1904 -0,0661 0,0474 0,1445 0,2187 0,2665 0,3094 0,3981 0,5802 0,8599 1,1905 1,5003 1,7249 1,8235 1,7839 1,6227 1,3797 1,1077 0,8635 0,6911 0,6036
Fz    -3,2548 -3,0948 -2,9379 -2,8040 -2,7040 -2,6312 -2,5660 -2,4894 -2,3898 -2,2648 -2,1217 -1,9636 -1,7680 -1,4946 -1,1240 -0,6826 -0,2299 0,1733 0,4870 0,6910 0,7835 0,7929 0,7740 0,7720 0,7939 0,8184 0,8257 0,8153 0,8007 0,7942 0,7939 0,7832 0,7463 0,6847 0,6188 0,5824 0,6170 0,7570 1,0014 1,3051 1,6089 1,8717 2,0755 2,2142 2,2838 2,2756 2,1749 1,9649 1,6375 1,2021 0,6758 0,0689 -0,6038 -1,3094 -2,0067 -2,6595 -3,2359 -3,7104 -4,0684 -4,3063 -4,4355 -4,4845 -4,4921 -4,4920 -4,4913 -4,4652 -4,3820 -4,2345 -4,0432 -3,8408 -3,6614 -3,5389 -3,5070 -3,5993 -3,8412 -4,2169 -4,6398 -4,9841 -5,1572 -5,1312 -4,9169 -4,5388 -4,0351 -3,4671 -2,9087 -2,4125 -1,9798 -1,5743 -1,1616 -0,7297 -0,2915 0,1166 0,4523 0,6860 0,8034 0,8058 0,7107 0,5408 0,3163 0,0520 -0,2515 -0,6073 -1,0185 -1,4560 -1,8681 -2,2092 -2,4591 -2,6270 -2,7444 -2,8522 -2,9821 -3,1434 -3,3169 -3,4598 -3,5225 -3,4730 -3,3066 -3,0407 -2,7072 -2,3408 -1,9638 -1,5816 -1,1976 -0,8306 -0,5120 -0,2630 -0,0747 0,0889 0,2660 0,4777 0,7236 0,9829 1,2196 1,4069 1,5478 1,6597 1,7475 1,8035 1,8186 1,7827 1,6824 1,5058 1,2574 0,9647 0,6608 0,3606 0,0581 -0,2483 -0,5295 -0,7257 -0,7817 -0,6821 -0,4419 -0,0789 0,3926 0,9583 1,6089 2,3352 3,1179 3,9313 4,7543 5,5755 6,3878 7,1827 7,9452 8,6525 9,2826 9,8302 10,3068 10,7182 11,0474 11,2623 11,3304 11,2297 10,9676 10,5989 10,2067 9,8536 9,5556 9,2951 9,0450 8,7870 8,5266 8,2858 8,0744 7,8797 7,6902 7,5039 7,3091 7,0791 6,7856 6,4073 5,9317 5,3578 4,6975 3,9754 3,2271 2,4959 1,8213 1,2178 0,6701 0,1491 -0,3730 -0,9165 -1,4849 -2,0581 -2,6056 -3,1092 -3,5708 -4,0023 -4,4113 -4,7958 -5,1516 -5,4768 -5,7669 -6,0130 -6,2071 -6,3516 -6,4609 -6,5490 -6,6279 -6,7255 -6,8875 -7,1554 -7,5379 -7,9919 -8,4237 -8,7300 -8,8526 -8,7998 -8,6284 -8,4131 -8,2216 -8,0903 -8,0084 -7,9218 -7,7613 -7,4748 -7,0440 -6,4848 -5,8346 -5,1355 -4,4276 -3,7486 -3,1298 -2,5874 -2,1192 -1,7134 -1,3552 -1,0194 -0,6765 -0,3192 0,0255 0,3119 0,5083 0,6145 0,6556 0,6628 0,6562 0,6400 0,6128 0,5713 0,5034 0,3974 0,2686 0,1608 0,1007 0,0588 -0,0319 -0,2271 -0,5420 -0,9494 -1,3909 -1,8000 -2,1310 -2,3752 -2,5529 -2,6931 -2,8177 -2,9388 -3,0681 -3,2259 -3,4383 -3,7321 -4,1331 -4,6583 -5,3003 -6,0181 -6,7499 -7,4361 -8,0286 -8,4910 -8,8032 -8,9688 -9,0173 -8,9985 -8,9666 -8,9624 -9,0030 -9,0883 -9,2084 -9,3368 -9,4210 -9,3934 -9,2013 -8,8359 -8,3309 -7,7365 -7,1042 -6,4901 -5,9539 -5,5490 -5,3053 -5,2204 -5,2751 -5,4479 -5,6992 -5,9607 -6,1612 -6,2548 -6,2261 -6,0844 -5,8525 -5,5538 -5,2027 -4,7991 -4,3349 -3,8112 -3,2501 -2,6849 -2,1334 -1,5816 -1,0033 -0,3960 0,2066 0,7542 1,2090 1,5614 1,8242 2,0159 2,1512 2,2364 2,2677 2,2373 2,1434 1,9871 1,7599 1,4439 1,0392 0,5918 0,1792 -0,1311 -0,3006 -0,3152 -0,1844 0,0549 0,3523 0,6654 0,9654 1,2269 1,4269 1,5575 1,6425 1,7364 1,8889 2,1055 2,3425 2,5280 2,5885 2,4802 2,2188 1,8717 1,5180 1,2181 1,0053 0,8829 0,8291 0,8115 0,8019 0,7846 0,7583 0,7291 0,6948 0,6367 0,5338 0,3887 0,2397 0,1398 0,1223 0,1832 0,2895 0,3965 0,4626 0,4604 0,3770 0,2124 -0,0092 -0,2300 -0,3766 -0,4007 -0,3039 -0,1292 0,0592 0,2022 0,2777 0,3136 0,3603 0,4552 0,6111 0,8186 1,0498 1,2653 1,4299 1,5293 1,5699 1,5629 1,5141 1,4339 1,3501 1,2993 1,3029 1,3564 1,4373 1,5221 1,5979 1,6658 1,7395 1,8349 1,9507 2,0631 2,1497 2,2058 2,2308 2,2160 2,1574 2,0654 1,9544 1,8323 1,6966 1,5397 1,3626 1,1806 1,0150 0,8784 0,7701 0,6825 0,6097 0,5510 0,5099 0,4899 0,4839 0,4691 0,4232 0,3542 0,3084 0,3394 0,4672 0,6665 0,8831 1,0563 1,1389 1,1114 0,9837 0,7771 0,5032 0,1701 -0,1962 -0,5554 -0,8783 -1,1654 -1,4430 -1,7392 -2,0579 -2,3741 -2,6493 -2,8512 -2,9617 -2,9800 -2,9271 -2,8390 -2,7514 -2,6984 -2,7116 -2,8115 -3,0117 -3,3255 -3,7438 -4,2154 -4,6637 -5,0234 -5,2616 -5,3736 -5,3731 -5,2854 -5,1404 -4,9606 -4,7555 -4,5276 -4,2786 -4,0137 -3,7468 -3,4968 -3,2747 -3,0799 -2,9175 -2,8093 -2,7686 -2,7707 -2,7671 -2,7242 -2,6313 -2,4881 -2,2968 -2,0560 -1,7565 -1,3910 -0,9671 -0,5081 -0,0451 0,3936 0,7918 1,1469 1,4589 1,7191 1,9097 2,0209 2,0665 2,0728 2,0459 1,9631 1,7978 1,5383 1,1876 0,7678 0,3245 -0,0845 -0,4067 -0,6051 -0,6644 -0,5906 -0,4074 -0,1593 0,0932 0,3098 0,5068 0,7416 1,0577 1,4483 1,8619 2,2338 2,5125 2,6623 2,6588 2,4881 2,1491 1,6640 1,0938 0,5327 0,0696 -0,2439 -0,3878 -0,3602 -0,1770 0,1256 0,4925 0,8555 1,1481 1,3220 1,3552 1,2590 1,0769 0,8599 0,6446 0,4531 0,2998 0,1911 0,1199 0,0665 0,0121 -0,0494 -0,1077 -0,1373 -0,1137 -0,0312 0,0998 0,2699 0,4808 0,7355 1,0192 1,2981 1,5408 1,7308 1,8546 1,8945 1,8397 1,6946 1,4769 1,2173 0,9549 0,7242
F3    -2,8213 -2,5853 -2,3416 -2,1402 -2,0139 -1,9554 -1,9274 -1,8992 -1,8694 -1,8616 -1,9046 -2,0000 -2,0965 -2,1102 -1,9805 -1,7046 -1,3245 -0,9000 -0,4919 -0,1538 0,0884 0,2542 0,3963 0,5576 0,7388 0,9079 1,0376 1,1270 1,1876 1,2202 1,2069 1,1257 0,9822 0,8187 0,6857 0,6140 0,6202 0,7179 0,9065 1,1587 1,4341 1,7038 1,9508 2,1553 2,2941 2,3514 2,3167 2,1688 1,8850 1,4699 0,9550 0,3688 -0,2733 -0,9553 -1,6497 -2,3124 -2,8896 -3,3407 -3,6512 -3,8303 -3,9027 -3,9005 -3,8632 -3,8273 -3,8011 -3,7564 -3,6600 -3,5010 -3,2890 -3,0436 -2,7906 -2,5606 -2,3917 -2,3326 -2,4274 -2,6712 -2,9817 -3,2414 -3,3725 -3,3604 -3,2268 -3,0117 -2,7674 -2,5406 -2,3565 -2,2136 -2,0761 -1,8881 -1,6081 -1,2295 -0,7822 -0,3254 0,0807 0,4011 0,6221 0,7424 0,7715 0,7220 0,6072 0,4439 0,2447 0,0079 -0,2688 -0,5611 -0,8217 -1,0193 -1,1614 -1,2808 -1,4121 -1,5838 -1,8170 -2,1165 -2,4536 -2,7622 -2,9643 -3,0046 -2,8662 -2,5717 -2,1779 -1,7547 -1,3579 -1,0164 -0,7345 -0,5032 -0,3121 -0,1492 0,0049 0,1751 0,3795 0,6220 0,8900 1,1464 1,3365 1,4283 1,4462 1,4484 1,4775 1,5419 1,6205 1,6720 1,6452 1,4979 1,2209 0,8420 0,4004 -0,0757 -0,5671 -1,0461 -1,4591 -1,7310 -1,8040 -1,6681 -1,3500 -0,8826 -0,2934 0,3925 1,1510 1,9575 2,7845 3,6086 4,4188 5,2080 5,9597 6,6495 7,2553 7,7663 8,1862 8,5306 8,8136 9,0300 9,1530 9,1541 9,0280 8,7989 8,5092 8,2100 7,9509 7,7554 7,6059 7,4617 7,2905 7,0877 6,8781 6,7010 6,5793 6,5068 6,4647 6,4327 6,3892 6,3110 6,1707 5,9392 5,6018 5,1626 4,6366 4,0483 3,4351 2,8430 2,3047 1,8176 1,3494 0,8643 0,3371 -0,2477 -0,8899 -1,5626 -2,2201 -2,8190 -3,3317 -3,7509 -4,0893 -4,3709 -4,6212 -4,8568 -5,0778 -5,2649 -5,3881 -5,4327 -5,4195 -5,3943 -5,4043 -5,4861 -5,6599 -5,9267 -6,2656 -6,6196 -6,8949 -7,0035 -6,9138 -6,6581 -6,3079 -5,9500 -5,6631 -5,4897 -5,4220 -5,4064 -5,3649 -5,2290 -4,9698 -4,6019 -4,1608 -3,6782 -3,1757 -2,6679 -2,1639 -1,6702 -1,1917 -0,7350 -0,3076 0,0865 0,4402 0,7292 0,9178 0,9848 0,9410 0,8268 0,7004 0,6173 0,6038 0,6543 0,7463 0,8436 0,8917 0,8392 0,6854 0,4955 0,3441 0,2485 0,1698 0,0520 -0,1516 -0,4656 -0,8789 -1,3484 -1,8317 -2,3161 -2,8097 -3,3136 -3,8107 -4,2765 -4,6913 -5,0445 -5,3389 -5,5967 -5,8578 -6,1620 -6,5272 -6,9455 -7,3900 -7,8172 -8,1670 -8,3852 -8,4522 -8,3873 -8,2355 -8,0560 -7,9110 -7,8501 -7,8942 -8,0326 -8,2304 -8,4272 -8,5398 -8,4814 -8,1942 -7,6749 -6,9760 -6,1814 -5,3844 -4,6802 -4,1550 -3,8627 -3,8026 -3,9199 -4,1410 -4,4022 -4,6374 -4,7737 -4,7713 -4,6501 -4,4664 -4,2673 -4,0667 -3,8566 -3,6284 -3,3710 -3,0605 -2,6738 -2,2150 -1,7177 -1,2143 -0,7140 -0,2186 0,2499 0,6565 0,9837 1,2453 1,4713 1,6810 1,8709 2,0262 2,1341 2,1806 2,1520 2,0439 1,8625 1,6132 1,2954 0,9177 0,5221 0,1779 -0,0523 -0,1299 -0,0392 0,2031 0,5441 0,9174 1,2756 1,5941 1,8482 2,0051 2,0467 1,9991 1,9313 1,9130 1,9743 2,1030 2,2582 2,3764 2,3962 2,3011 2,1299 1,9425 1,7876 1,6939 1,6644 1,6741 1,6830 1,6608 1,6013 1,5218 1,4488 1,3983 1,3681 1,3444 1,3202 1,3191 1,3874 1,5577 1,8220 2,1335 2,4256 2,6393 2,7378 2,7058 2,5464 2,2916 2,0083 1,7794 1,6652 1,6734 1,7618 1,8640 1,9190 1,8985 1,8211 1,7363 1,6927 1,7146 1,7973 1,9187 2,0592 2,2133 2,3871 2,5858 2,7985 2,9977 3,1587 3,2737 3,3422 3,3549 3,2946 3,1486 2,9243 2,6615 2,4258 2,2829 2,2668 2,3504 2,4526 2,4926 2,4319 2,2699 2,0278 1,7417 1,4464 1,1622 0,8986 0,6627 0,4582 0,2893 0,1645 0,0908 0,0705 0,1004 0,1668 0,2442 0,3103 0,3643 0,4218 0,4879 0,5398 0,5478 0,5153 0,4930 0,5472 0,7129 0,9750 1,2846 1,5859 1,8352 1,9995 2,0528 1,9881 1,8205 1,5761 1,2874 0,9957 0,7434 0,5556 0,4222 0,3057 0,1744 0,0205 -0,1533 -0,3440 -0,5387 -0,7165 -0,8679 -0,9970 -1,1120 -1,2297 -1,3754 -1,5694 -1,8296 -2,1774 -2,6105 -3,0751 -3,4787 -3,7324 -3,7869 -3,6426 -3,3425 -2,9525 -2,5434 -2,1737 -1,8766 -1,6612 -1,5151 -1,4089 -1,3207 -1,2527 -1,2125 -1,1926 -1,1878 -1,2188 -1,3111 -1,4561 -1,6138 -1,7429 -1,8144 -1,8123 -1,7328 -1,5763 -1,3439 -1,0509 -0,7381 -0,4618 -0,2627 -0,1405 -0,0550 0,0445 0,1874 0,3717 0,5749 0,7764 0,9706 1,1591 1,3256 1,4275 1,4168 1,2650 0,9716 0,5729 0,1373 -0,2675 -0,5999 -0,8420 -0,9883 -1,0432 -1,0288 -0,9886 -0,9668 -0,9636 -0,9161 -0,7407 -0,3962 0,0898 0,6400 1,1660 1,6035 1,9203 2,1016 2,1326 1,9957 1,6892 1,2592 0,8047 0,4337 0,2158 0,1761 0,3085 0,5808 0,9387 1,3196 1,6670 1,9403 2,1206 2,2087 2,2146 2,1439 1,9859 1,7278 1,3920 1,0422 0,7482 0,5500 0,4474 0,4125 0,4143 0,4446 0,5238 0,6712 0,8743 1,0989 1,3181 1,5253 1,7214 1,8954 2,0197 2,0675 2,0309 1,9174 1,7369 1,5027 1,2383 0,9779 0,7613 0,6155 0,5342
F7    -3,1471 -2,5777 -2,0429 -1,6352 -1,4008 -1,3211 -1,3351 -1,3861 -1,4545 -1,5525 -1,6993 -1,8844 -2,0424 -2,0787 -1,9348 -1,6232 -1,2041 -0,7480 -0,3201 0,0213 0,2477 0,3903 0,5230 0,7035 0,9344 1,1775 1,3974 1,5838 1,7458 1,8922 2,0094 2,0604 2,0167 1,8813 1,6805 1,4516 1,2419 1,0962 1,0295 1,0111 0,9839 0,9086 0,7890 0,6610 0,5633 0,5105 0,4751 0,3877 0,1786 -0,1653 -0,5978 -1,0723 -1,5766 -2,1160 -2,6866 -3,2523 -3,7408 -4,0792 -4,2364 -4,2344 -4,1277 -3,9718 -3,8048 -3,6503 -3,5153 -3,3837 -3,2328 -3,0556 -2,8582 -2,6538 -2,4758 -2,3799 -2,4229 -2,6445 -3,0494 -3,5786 -4,1053 -4,4980 -4,6924 -4,6966 -4,5556 -4,3234 -4,0500 -3,7838 -3,5730 -3,4391 -3,3512 -3,2463 -3,0705 -2,8046 -2,4792 -2,1647 -1,9227 -1,7722 -1,7021 -1,6887 -1,7032 -1,7287 -1,7662 -1,8207 -1,8969 -2,0041 -2,1411 -2,2750 -2,3486 -2,3248 -2,2264 -2,1259 -2,1022 -2,2061 -2,4454 -2,7875 -3,1704 -3,5178 -3,7585 -3,8398 -3,7278 -3,4174 -2,9521 -2,4251 -1,9495 -1,6125 -1,4440 -1,4172 -1,4673 -1,5135 -1,4773 -1,2995 -0,9663 -0,5280 -0,0816 0,2727 0,4634 0,4699 0,3329 0,1322 -0,0584 -0,1918 -0,2467 -0,2269 -0,1610 -0,0891 -0,0442 -0,0475 -0,1192 -0,2829 -0,5504 -0,9016 -1,2797 -1,6129 -1,8537 -1,9970 -2,0498 -2,0022 -1,8375 -1,5505 -1,1458 -0,6336 -0,0279 0,6576 1,4117 2,2190 3,0542 3,8812 4,6569 5,3397 5,9001 6,3264 6,6185 6,7748 6,7864 6,6489 6,3763 6,0017 5,5703 5,1337 4,7351 4,3874 4,0778 3,7976 3,5558 3,3700 3,2583 3,2297 3,2636 3,3127 3,3363 3,3200 3,2716 3,2105 3,1498 3,0725 2,9359 2,7013 2,3602 1,9353 1,4729 1,0437 0,7241 0,5463 0,4697 0,4056 0,2537 -0,0713 -0,6079 -1,3226 -2,1289 -2,9360 -3,6827 -4,3351 -4,8643 -5,2386 -5,4458 -5,5119 -5,4894 -5,4261 -5,3435 -5,2456 -5,1398 -5,0344 -4,9272 -4,8114 -4,6901 -4,5846 -4,5203 -4,4884 -4,4309 -4,2851 -4,0378 -3,7301 -3,4237 -3,1747 -3,0279 -3,0127 -3,1290 -3,3354 -3,5621 -3,7390 -3,8163 -3,7685 -3,5847 -3,2636 -2,8278 -2,3300 -1,8342 -1,3878 -1,0089 -0,6985 -0,4554 -0,2735 -0,1380 -0,0357 0,0313 0,0480 0,0101 -0,0542 -0,0821 -0,0003 0,2243 0,5591 0,9264 1,2308 1,3739 1,2883 0,9941 0,6165 0,3105 0,1620 0,1599 0,2274 0,2630 0,1822 -0,0510 -0,4266 -0,9178 -1,5012 -2,1519 -2,8288 -3,4763 -4,0465 -4,5174 -4,8871 -5,1677 -5,3989 -5,6487 -5,9748 -6,3855 -6,8405 -7,2783 -7,6396 -7,8734 -7,9346 -7,7937 -7,4587 -6,9910 -6,4935 -6,0822 -5,8552 -5,8718 -6,1433 -6,6266 -7,2147 -7,7506 -8,0786 -8,1074 -7,8441 -7,3742 -6,8054 -6,2292 -5,7197 -5,3386 -5,1234 -5,0728 -5,1456 -5,2796 -5,4106 -5,4716 -5,3961 -5,1500 -4,7555 -4,2781 -3,7913 -3,3471 -2,9730 -2,6854 -2,4878 -2,3607 -2,2756 -2,2199 -2,1933 -2,1744 -2,1037 -1,9226 -1,6239 -1,2540 -0,8734 -0,5216 -0,2062 0,0811 0,3422 0,5671 0,7434 0,8594 0,9049 0,8767 0,7776 0,6094 0,3740 0,0895 -0,1977 -0,4293 -0,5617 -0,5740 -0,4648 -0,2561 0,0137 0,3155 0,6372 0,9565 1,2134 1,3258 1,2450 1,0089 0,7391 0,5750 0,5968 0,7973 1,0940 1,3583 1,4726 1,3974 1,1892 0,9525 0,7813 0,7249 0,7750 0,8802 0,9841 1,0585 1,1022 1,1136 1,0701 0,9419 0,7229 0,4393 0,1400 -0,1123 -0,2530 -0,2412 -0,0771 0,1944 0,4907 0,7182 0,8098 0,7445 0,5388 0,2377 -0,0846 -0,3431 -0,4884 -0,5395 -0,5639 -0,6339 -0,7883 -1,0028 -1,1929 -1,2674 -1,1825 -0,9546 -0,6383 -0,2978 0,0149 0,2743 0,4875 0,6834 0,8793 1,0584 1,1883 1,2626 1,3065 1,3430 1,3662 1,3421 1,2331 1,0328 0,7816 0,5511 0,4067 0,3596 0,3542 0,3184 0,2188 0,0558 -0,1621 -0,4129 -0,6502 -0,8193 -0,8853 -0,8580 -0,7932 -0,7565 -0,7849 -0,8833 -1,0390 -1,2248 -1,3984 -1,5135 -1,5425 -1,4872 -1,3716 -1,2321 -1,1089 -1,0287 -0,9863 -0,9448 -0,8588 -0,6994 -0,4636 -0,1714 0,1427 0,4408 0,6893 0,8603 0,9279 0,8694 0,6873 0,4328 0,1887 0,0190 -0,0670 -0,1178 -0,2086 -0,3908 -0,6632 -0,9824 -1,2862 -1,5112 -1,6222 -1,6383 -1,6088 -1,5725 -1,5625 -1,6216 -1,7886 -2,0872 -2,5193 -3,0392 -3,5435 -3,9078 -4,0416 -3,9203 -3,5868 -3,1316 -2,6582 -2,2536 -1,9733 -1,8433 -1,8667 -2,0150 -2,2227 -2,4205 -2,5785 -2,7094 -2,8402 -2,9949 -3,1935 -3,4327 -3,6598 -3,7871 -3,7377 -3,4847 -3,0652 -2,5620 -2,0581 -1,5994 -1,2020 -0,8863 -0,6918 -0,6530 -0,7637 -0,9716 -1,2095 -1,4247 -1,5827 -1,6550 -1,6098 -1,4196 -1,0886 -0,6786 -0,2905 -0,0107 0,1194 0,0998 -0,0232 -0,1680 -0,2685 -0,3069 -0,2957 -0,2556 -0,2184 -0,2341 -0,3608 -0,6276 -0,9869 -1,3085 -1,4478 -1,3291 -0,9716 -0,4598 0,1011 0,6154 1,0120 1,2497 1,3082 1,1708 0,8315 0,3296 -0,2410 -0,7708 -1,1765 -1,4138 -1,4718 -1,3588 -1,0919 -0,7079 -0,2696 0,1534 0,5026 0,7311 0,8137 0,7556 0,5717 0,2654 -0,1505 -0,6192 -1,0394 -1,3130 -1,3971 -1,3179 -1,1502 -0,9774 -0,8520 -0,7904 -0,7933 -0,8507 -0,9301 -0,9752 -0,9332 -0,7907 -0,5778 -0,3449 -0,1418 -0,0092 0,0319 -0,0080 -0,0952 -0,1986 -0,3044 -0,4124 -0,5279
