Fp1   -0,9012 -0,8476 -0,8030 -0,8085 -0,8725 -0,9606 -1,0199 -0,9865 -0,7606 -0,2310 0,6237 1,6612 2,6202 3,2583 3,4819 3,3790 3,1225 2,8314 2,5307 2,2145 1,9038 1,6422 1,4667 1,4065 1,4891 1,7072 1,9738 2,1345 2,0376 1,6139 0,9119 0,0651 -0,7700 -1,4548 -1,8836 -1,9948 -1,7996 -1,4028 -0,9693 -0,6574 -0,5849 -0,8224 -1,3705 -2,1313 -2,9243 -3,5407 -3,8165 -3,7045 -3,2947 -2,7621 -2,2937 -2,0390 -2,0649 -2,3131 -2,6197 -2,8129 -2,8149 -2,6626 -2,4349 -2,1718 -1,8803 -1,5979 -1,4067 -1,3704 -1,4750 -1,6425 -1,8003 -1,9280 -2,0382 -2,1236 -2,1407 -2,0503 -1,8685 -1,6514 -1,4107 -1,0639 -0,5017 0,2979 1,2389 2,1732 2,9761 3,5724 3,9218 3,9900 3,7246 3,0743 2,0590 0,8123 -0,4629 -1,5749 -2,3865 -2,8138 -2,8128 -2,3977 -1,6902 -0,9244 -0,3446 -0,0732 -0,0796 -0,2653 -0,5635 -0,9661 -1,4839 -2,1007 -2,7469 -3,3103 -3,6945 -3,8724 -3,8716 -3,7143 -3,3967 -2,9235 -2,3329 -1,6789 -1,0161 -0,4055 0,0837 0,3952 0,5223 0,5296 0,5332 0,6504 0,9419 1,3772 1,8542 2,2600 2,5129 2,5498 2,3171 1,8224 1,1871 0,6145 0,3016 0,3635 0,7975 1,4883 2,2548 2,9202 3,3538 3,4821 3,3204 2,9815 2,5988 2,2331 1,8720 1,4999 1,1429 0,8531 0,6799 0,6650 0,8349 1,1636 1,5469 1,8413 1,9451 1,8505 1,6333 1,4023 1,2408 1,1653 1,1242 1,0351 0,8193 0,4220 -0,1608 -0,8606 -1,5441 -2,0556 -2,2800 -2,1982 -1,8714 -1,3418 -0,5605 0,5613 2,0402 3,7588 5,4749 6,8926 7,7647 7,9733 7,5636 6,7334 5,7665 4,9203 4,3334 4,0249 3,9636 4,1111 4,4047 4,7394 4,9943 5,0837 4,9861 4,7443 4,4570 4,2536 4,2385 4,4362 4,7795 5,1529 5,4636 5,6768 5,7932 5,8223 5,7827 5,6959 5,5699 5,3924 5,1385 4,8017 4,4226 4,0693 3,7892 3,5852 3,4223 3,2476 3,0100 2,6737 2,2363 1,7510 1,3161 1,0238 0,9219 1,0075 1,2271 1,4925 1,7322 1,9272 2,0776 2,1457 2,0600 1,7819 1,3463 0,8268 0,2813 -0,2637 -0,8022 -1,3252 -1,7841 -2,0746 -2,0815 -1,7510 -1,1215 -0,2944 0,6066 1,4556 2,1336 2,5500 2,6636 2,4890 2,0918 1,5729 1,0327 0,5476 0,1778 -0,0269 -0,0311 0,1735 0,5454 0,9975 1,4551 1,9056 2,3705 2,8514 3,3305 3,7973 4,2403 4,6038 4,7734 4,6307 4,1330 3,3538 2,4714 1,7039 1,2213 1,0935 1,2887 1,6816 2,0866 2,3450 2,4231 2,4288 2,5294 2,8281 3,2878 3,7674 4,1264 4,2803 4,1875 3,8414 3,2837 2,6138 1,9769 1,5119 1,2742 1,2204 1,2797 1,4105 1,5945 1,8281 2,1263 2,4847 2,8321 3,0553 3,0810 2,9198 2,6431 2,3453 2,1304 2,1009 2,3067 2,6953 3,1466 3,5688 3,9351 4,2279 4,3800 4,2890 3,8920 3,2431 2,5306 2,0030 1,8537 2,1428 2,7789 3,5501 4,2057 4,5545 4,5303 4,2010 3,7150 3,2171 2,7813 2,3922 1,9901 1,5489 1,1186 0,8032 0,6951 0,8096 1,0830 1,4389 1,8464 2,3023 2,7759 3,1922 3,4621 3,5224 3,3605 3,0181 2,5762 2,1329 1,7890 1,6396 1,7373 2,0394 2,4060 2,6758 2,7689 2,7344 2,6910 2,7135 2,7823 2,8338 2,8357 2,8129 2,8109 2,8471 2,9034 2,9561 2,9949 3,0179 3,0272 3,0392 3,0900 3,2106 3,3991 3,6356 3,9131 4,2200 4,5011 4,6719 4,6609 4,4302 3,9853 3,3788 2,6881 1,9866 1,3408 0,8291 0,5489 0,5921 0,9953 1,7082 2,6091 3,5407 4,3364 4,8582 5,0508 4,9656 4,7197 4,4275 4,1586 3,9415 3,7873 3,6966 3,6540 3,6367 3,6284 3,6167 3,5866 3,5224 3,4085 3,2354 3,0192 2,8100 2,6753 2,6755 2,8336 3,1001 3,3579 3,4987 3,4994 3,4149 3,3284 3,3294 3,5002 3,8806 4,4394 5,0797 5,6730 6,0902 6,2187 6,0026 5,4964 4,8447 4,1884 3,6142 3,1854 2,9765 3,0431 3,3690 3,8683 4,4388 4,9924 5,4428 5,7081 5,7485 5,5918 5,3052 4,9495 4,5670 4,1910 3,8418 3,5197 3,2202 2,9658 2,8089 2,8013 2,9726 3,3267 3,8112 4,2975 4,6382 4,7651 4,7290 4,6512 4,6354 4,7096 4,8154 4,8334 4,6464 4,2176 3,6170 2,9776 2,4469 2,1577 2,1757 2,4360 2,7604 2,9726 2,9906 2,8285 2,5613 2,2891 2,0838 1,9486 1,8431 1,7552 1,7376 1,8720 2,2173 2,7868 3,5455 4,4059 5,2333 5,8721 6,1855 6,0877 5,5656 4,6992 3,6542 2,6152 1,7084 0,9928 0,5140 0,3401 0,5445 1,1578 2,1161 3,2489 4,3440 5,2640 5,9996 6,5966 7,0429 7,2589 7,1844 6,8341 6,2805 5,6179 4,9371 4,3145 3,8211 3,5402 3,5612 3,9306 4,5969 5,4109 6,1824 6,7393 6,9603 6,8029 6,3243 5,6631 4,9771 4,3767 3,8925 3,4993 3,1737 2,9323 2,8190 2,8702 3,0893 3,4293 3,7985 4,1080 4,3260 4,4787 4,6112 4,7516 4,8852 4,9482 4,8601 4,5729 4,1109 3,5889 3,1684 2,9622 2,9767 3,1246 3,2755 3,3201 3,2118 2,9522 2,5671 2,1237 1,7280 1,4638 1,3490 1,3517 1,4301 1,5674 1,7903 2,1452 2,6478 3,2641 3,9322 4,5927 5,2010 5,7158 6,0844 6,2557 6,1998 5,9140 5,4364 4,8638 4,3318 3,9503 3,7593 3,7419 3,8474 4,0021 4,1353 4,1981 4,1481 3,9449 3,5987 3,2056 2,8844
Fz    0,5654 0,7159 0,8395 0,9476 1,0388 1,0973 1,1037 1,0486 0,9448 0,8269 0,7348 0,6929 0,7003 0,7353 0,7696 0,7851 0,7812 0,7749 0,7882 0,8398 0,9438 1,1013 1,2880 1,4593 1,5681 1,5796 1,4823 1,2928 1,0432 0,7582 0,4469 0,1112 -0,2412 -0,5890 -0,9030 -1,1608 -1,3555 -1,4963 -1,6058 -1,7059 -1,7992 -1,8711 -1,9122 -1,9367 -1,9762 -2,0525 -2,1595 -2,2705 -2,3591 -2,4108 -2,4202 -2,3878 -2,3185 -2,2166 -2,0859 -1,9382 -1,7983 -1,6944 -1,6415 -1,6305 -1,6345 -1,6294 -1,6082 -1,5726 -1,5164 -1,4240 -1,2807 -1,0786 -0,8071 -0,4482 0,0056 0,5291 1,0626 1,5313 1,8771 2,0837 2,1761 2,1958 2,1760 2,1380 2,0991 2,0748 2,0703 2,0735 2,0612 2,0126 1,9128 1,7525 1,5368 1,2884 1,0298 0,7629 0,4689 0,1259 -0,2762 -0,7257 -1,1848 -1,6028 -1,9447 -2,2053 -2,3944 -2,5195 -2,5875 -2,6124 -2,6152 -2,6148 -2,6207 -2,6396 -2,6799 -2,7409 -2,8041 -2,8396 -2,8150 -2,7006 -2,4815 -2,1690 -1,7959 -1,3889 -0,9466 -0,4502 0,1090 0,7183 1,3447 1,9335 2,4170 2,7444 2,9117 2,9610 2,9497 2,9193 2,8891 2,8685 2,8656 2,8876 2,9403 3,0272 3,1467 3,2928 3,4471 3,5731 3,6281 3,5802 3,4091 3,1020 2,6642 2,1345 1,5778 1,0528 0,5857 0,1797 -0,1608 -0,4277 -0,6221 -0,7569 -0,8488 -0,9090 -0,9401 -0,9447 -0,9341 -0,9263 -0,9339 -0,9544 -0,9693 -0,9566 -0,9096 -0,8438 -0,7818 -0,7303 -0,6732 -0,5777 -0,3904 -0,0412 0,5207 1,2854 2,1852 3,1317 4,0474 4,8810 5,6100 6,2371 6,7836 7,2790 7,7434 8,1766 8,5572 8,8519 9,0293 9,0701 8,9717 8,7560 8,4725 8,1890 7,9661 7,8306 7,7739 7,7737 7,8084 7,8563 7,9045 7,9552 8,0101 8,0542 8,0530 7,9652 7,7641 7,4528 7,0606 6,6291 6,2012 5,8136 5,4854 5,2083 4,9557 4,7046 4,4427 4,1596 3,8487 3,5202 3,1996 2,9112 2,6639 2,4502 2,2512 2,0474 1,8238 1,5756 1,3179 1,0851 0,9050 0,7766 0,6763 0,5857 0,5092 0,4682 0,4810 0,5478 0,6537 0,7773 0,8999 1,0087 1,0952 1,1538 1,1847 1,1955 1,1952 1,1832 1,1514 1,1025 1,0598 1,0556 1,1171 1,2636 1,5062 1,8421 2,2474 2,6820 3,1065 3,4917 3,8088 4,0287 4,1366 4,1413 4,0717 3,9669 3,8613 3,7682 3,6783 3,5800 3,4824 3,4170 3,4141 3,4800 3,6035 3,7715 3,9616 4,1369 4,2637 4,3236 4,3041 4,1961 4,0029 3,7415 3,4388 3,1268 2,8338 2,5758 2,3562 2,1707 2,0180 1,9049 1,8382 1,8086 1,7867 1,7342 1,6237 1,4581 1,2699 1,0969 0,9599 0,8653 0,8220 0,8452 0,9494 1,1406 1,4050 1,6958 1,9433 2,0853 2,0926 1,9736 1,7655 1,5281 1,3385 1,2650 1,3306 1,5031 1,7197 1,9252 2,0938 2,2255 2,3244 2,3835 2,3901 2,3450 2,2741 2,2220 2,2312 2,3133 2,4396 2,5597 2,6271 2,6122 2,5056 2,3158 2,0670 1,7987 1,5586 1,3895 1,3178 1,3486 1,4714 1,6684 1,9168 2,1835 2,4292 2,6278 2,7798 2,9025 3,0163 3,1402 3,2924 3,4870 3,7248 3,9854 4,2302 4,4149 4,5073 4,5020 4,4234 4,3147 4,2204 4,1753 4,1947 4,2671 4,3559 4,4208 4,4384 4,4029 4,3177 4,1948 4,0510 3,8987 3,7441 3,5972 3,4779 3,4098 3,4099 3,4788 3,6013 3,7598 3,9463 4,1532 4,3536 4,5022 4,5597 4,5156 4,3846 4,1889 3,9489 3,6786 3,3863 3,0795 2,7694 2,4675 2,1883 1,9580 1,8068 1,7467 1,7532 1,7726 1,7487 1,6497 1,4761 1,2523 1,0125 0,7894 0,6157 0,5244 0,5412 0,6724 0,8924 1,1399 1,3386 1,4400 1,4487 1,4078 1,3654 1,3526 1,3801 1,4454 1,5376 1,6348 1,7148 1,7783 1,8538 1,9758 2,1554 2,3683 2,5671 2,7122 2,7931 2,8213 2,8144 2,7915 2,7758 2,7925 2,8644 3,0066 3,2208 3,4902 3,7788 4,0410 4,2384 4,3555 4,3939 4,3509 4,2113 3,9668 3,6358 3,2658 2,9237 2,6775 2,5778 2,6455 2,8651 3,1875 3,5445 3,8696 4,1147 4,2570 4,2971 4,2490 4,1274 3,9466 3,7249 3,4835 3,2411 3,0108 2,8022 2,6236 2,4830 2,3899 2,3578 2,3948 2,4865 2,5937 2,6700 2,6835 2,6289 2,5290 2,4212 2,3316 2,2599 2,1897 2,1051 1,9961 1,8619 1,7195 1,5995 1,5292 1,5251 1,5924 1,7163 1,8573 1,9656 2,0071 1,9773 1,8906 1,7597 1,5918 1,4014 1,2203 1,0917 1,0527 1,1221 1,2982 1,5637 1,8867 2,2264 2,5460 2,8251 3,0595 3,2486 3,3883 3,4702 3,4849 3,4309 3,3274 3,2131 3,1277 3,0856 3,0623 3,0106 2,8928 2,7035 2,4682 2,2269 2,0211 1,8842 1,8261 1,8221 1,8195 1,7643 1,6347 1,4532 1,2782 1,1800 1,2027 1,3355 1,5248 1,7126 1,8576 1,9308 1,9062 1,7698 1,5401 1,2706 1,0220 0,8325 0,7080 0,6318 0,5789 0,5285 0,4687 0,3912 0,2909 0,1765 0,0705 -0,0132 -0,0888 -0,1930 -0,3541 -0,5683 -0,8012 -1,0032 -1,1221 -1,1179 -0,9822 -0,7484 -0,4811 -0,2536 -0,1260 -0,1231 -0,2211 -0,3546 -0,4438 -0,4169 -0,2242 0,1464 0,6522 1,2018 1,6898 2,0367 2,2096 2,2215 2,1159 1,9440 1,7437 1,5301 1,3062 1,0826 0,8773 0,6998 0,5457 0,4053 0,2680 0,1250 -0,0281 -0,1907 -0,3609
F3    0,7293 1,1039 1,4294 1,6932 1,8735 1,9505 1,9195 1,7984 1,6291 1,4647 1,3463 1,2866 1,2661 1,2442 1,1817 1,0649 0,9140 0,7684 0,6648 0,6312 0,6938 0,8662 1,1248 1,4050 1,6243 1,7113 1,6277 1,3796 1,0097 0,5726 0,1092 -0,3607 -0,8243 -1,2592 -1,6315 -1,9136 -2,0980 -2,1973 -2,2353 -2,2341 -2,2051 -2,1530 -2,0863 -2,0280 -2,0206 -2,1075 -2,2971 -2,5522 -2,8205 -3,0599 -3,2313 -3,2968 -3,2409 -3,0816 -2,8588 -2,6176 -2,3987 -2,2316 -2,1299 -2,0875 -2,0840 -2,1000 -2,1237 -2,1390 -2,1167 -2,0216 -1,8285 -1,5320 -1,1412 -0,6716 -0,1454 0,4047 0,9339 1,3848 1,7016 1,8550 1,8554 1,7453 1,5787 1,3981 1,2242 1,0627 0,9131 0,7712 0,6365 0,5162 0,4138 0,3222 0,2366 0,1587 0,0753 -0,0547 -0,2804 -0,6256 -1,0756 -1,5816 -2,0744 -2,4902 -2,8008 -3,0192 -3,1694 -3,2570 -3,2772 -3,2430 -3,1908 -3,1564 -3,1548 -3,1847 -3,2378 -3,2976 -3,3394 -3,3378 -3,2689 -3,1089 -2,8452 -2,4922 -2,0892 -1,6734 -1,2515 -0,8002 -0,2972 0,2548 0,8247 1,3555 1,7765 2,0347 2,1285 2,1093 2,0419 1,9631 1,8775 1,7845 1,6968 1,6386 1,6343 1,6936 1,8050 1,9501 2,1149 2,2784 2,4033 2,4458 2,3686 2,1501 1,7969 1,3529 0,8857 0,4518 0,0721 -0,2586 -0,5512 -0,8183 -1,0753 -1,3269 -1,5597 -1,7531 -1,8860 -1,9399 -1,9128 -1,8264 -1,7096 -1,5800 -1,4348 -1,2575 -1,0440 -0,8246 -0,6482 -0,5427 -0,4956 -0,4645 -0,3914 -0,2133 0,1182 0,6128 1,2421 1,9598 2,7141 3,4560 4,1505 4,7819 5,3499 5,8636 6,3324 6,7567 7,1236 7,4128 7,6053 7,6882 7,6591 7,5373 7,3720 7,2258 7,1401 7,1108 7,0977 7,0591 6,9791 6,8690 6,7583 6,6736 6,6166 6,5621 6,4740 6,3207 6,0880 5,7831 5,4265 5,0408 4,6471 4,2646 3,9080 3,5830 3,2883 3,0225 2,7794 2,5375 2,2710 1,9777 1,6887 1,4457 1,2672 1,1310 0,9876 0,7939 0,5346 0,2184 -0,1266 -0,4567 -0,7327 -0,9446 -1,1066 -1,2330 -1,3280 -1,3880 -1,4011 -1,3529 -1,2414 -1,0796 -0,8866 -0,6852 -0,5018 -0,3568 -0,2547 -0,1860 -0,1399 -0,1173 -0,1302 -0,1825 -0,2527 -0,3007 -0,2841 -0,1665 0,0752 0,4381 0,8858 1,3603 1,8106 2,2067 2,5291 2,7644 2,9126 2,9877 3,0094 2,9979 2,9671 2,9128 2,8190 2,6817 2,5254 2,3918 2,3123 2,2967 2,3473 2,4610 2,6091 2,7431 2,8309 2,8735 2,8827 2,8570 2,7786 2,6285 2,4060 2,1379 1,8657 1,6245 1,4344 1,3025 1,2307 1,2196 1,2639 1,3386 1,3954 1,3769 1,2407 0,9830 0,6460 0,2980 0,0024 -0,1984 -0,2777 -0,2203 -0,0284 0,2794 0,6671 1,0722 1,4118 1,6137 1,6463 1,5252 1,2940 1,0079 0,7330 0,5369 0,4627 0,5098 0,6374 0,7897 0,9247 1,0259 1,0896 1,1096 1,0805 1,0140 0,9453 0,9189 0,9678 1,0974 1,2800 1,4640 1,5929 1,6244 1,5402 1,3476 1,0794 0,7912 0,5408 0,3655 0,2770 0,2750 0,3579 0,5206 0,7445 0,9894 1,2054 1,3656 1,4825 1,5896 1,7129 1,8640 2,0469 2,2624 2,5029 2,7477 2,9683 3,1384 3,2394 3,2592 3,1967 3,0656 2,8908 2,7027 2,5306 2,3919 2,2895 2,2228 2,1913 2,1824 2,1650 2,1022 1,9710 1,7747 1,5492 1,3548 1,2485 1,2564 1,3705 1,5577 1,7726 1,9762 2,1530 2,3082 2,4460 2,5584 2,6285 2,6377 2,5704 2,4213 2,1992 1,9182 1,5911 1,2387 0,8954 0,5949 0,3578 0,1944 0,1065 0,0828 0,0967 0,1111 0,0857 -0,0146 -0,2049 -0,4659 -0,7483 -0,9987 -1,1776 -1,2614 -1,2389 -1,1094 -0,8883 -0,6188 -0,3664 -0,1856 -0,0855 -0,0351 0,0013 0,0399 0,0803 0,1198 0,1578 0,1880 0,2029 0,2106 0,2387 0,3188 0,4670 0,6686 0,8785 1,0445 1,1372 1,1563 1,1231 1,0769 1,0682 1,1429 1,3299 1,6380 2,0504 2,5164 2,9591 3,3000 3,4883 3,5204 3,4307 3,2542 3,0036 2,6837 2,3158 1,9433 1,6262 1,4282 1,3942 1,5270 1,7834 2,0930 2,3861 2,6104 2,7331 2,7401 2,6359 2,4406 2,1859 1,9157 1,6814 1,5215 1,4460 1,4404 1,4778 1,5259 1,5548 1,5488 1,5139 1,4656 1,4087 1,3334 1,2248 1,0731 0,8812 0,6756 0,5039 0,4051 0,3803 0,3961 0,4114 0,3967 0,3429 0,2684 0,2101 0,2023 0,2634 0,3974 0,5926 0,8161 1,0162 1,1416 1,1630 1,0784 0,9053 0,6743 0,4214 0,1833 -0,0014 -0,0922 -0,0587 0,1024 0,3622 0,6701 0,9738 1,2382 1,4526 1,6201 1,7385 1,7912 1,7602 1,6444 1,4703 1,2942 1,1857 1,1911 1,2999 1,4432 1,5267 1,4760 1,2719 0,9556 0,6041 0,2968 0,0898 -0,0034 -0,0188 -0,0286 -0,1054 -0,2842 -0,5493 -0,8446 -1,0942 -1,2349 -1,2439 -1,1349 -0,9396 -0,6998 -0,4718 -0,3219 -0,2983 -0,3998 -0,5747 -0,7521 -0,8788 -0,9358 -0,9344 -0,9022 -0,8660 -0,8401 -0,8267 -0,8237 -0,8292 -0,8418 -0,8648 -0,9113 -1,0038 -1,1597 -1,3740 -1,6095 -1,8052 -1,8976 -1,8506 -1,6790 -1,4460 -1,2316 -1,0988 -1,0781 -1,1678 -1,3298 -1,4932 -1,5771 -1,5190 -1,2877 -0,8932 -0,3929 0,1238 0,5710 0,8920 1,0612 1,0788 0,9656 0,7560 0,4929 0,2172 -0,0416 -0,2660 -0,4498 -0,6031 -0,7470 -0,8998 -1,0666 -1,2399 -1,4071 -1,5573 -1,6888
F7    0,1054 0,3529 0,6298 0,9306 1,2299 1,4878 1,6655 1,7420 1,7225 1,6338 1,5108 1,3853 1,2788 1,2005 1,1475 1,1118 1,0926 1,0942 1,1099 1,1170 1,0960 1,0437 0,9661 0,8722 0,7752 0,6920 0,6397 0,6331 0,6768 0,7556 0,8256 0,8210 0,6806 0,3838 -0,0345 -0,5033 -0,9519 -1,3350 -1,6390 -1,8723 -2,0533 -2,2074 -2,3642 -2,5443 -2,7480 -2,9570 -3,1450 -3,2875 -3,3715 -3,3958 -3,3610 -3,2649 -3,1073 -2,8978 -2,6595 -2,4257 -2,2244 -2,0651 -1,9419 -1,8426 -1,7552 -1,6743 -1,6018 -1,5370 -1,4721 -1,3967 -1,3020 -1,1835 -1,0413 -0,8750 -0,6795 -0,4506 -0,1919 0,0767 0,3241 0,5298 0,6942 0,8234 0,9176 0,9769 1,0047 1,0042 0,9771 0,9316 0,8841 0,8432 0,7953 0,7156 0,5914 0,4298 0,2465 0,0473 -0,1769 -0,4376 -0,7350 -1,0542 -1,3687 -1,6506 -1,8829 -2,0682 -2,2214 -2,3541 -2,4689 -2,5674 -2,6501 -2,7046 -2,7057 -2,6364 -2,5075 -2,3474 -2,1744 -1,9853 -1,7719 -1,5443 -1,3359 -1,1833 -1,0967 -1,0492 -0,9926 -0,8808 -0,6858 -0,4088 -0,0823 0,2429 0,5210 0,7292 0,8734 0,9794 1,0752 1,1769 1,2855 1,3891 1,4709 1,5222 1,5507 1,5717 1,5977 1,6359 1,6824 1,7163 1,7032 1,6115 1,4270 1,1588 0,8346 0,4900 0,1575 -0,1414 -0,4000 -0,6204 -0,8040 -0,9560 -1,0876 -1,2004 -1,2775 -1,3051 -1,2925 -1,2656 -1,2515 -1,2725 -1,3441 -1,4684 -1,6301 -1,7993 -1,9434 -2,0427 -2,0942 -2,0981 -2,0404 -1,8921 -1,6205 -1,1996 -0,6202 0,0905 0,8649 1,6224 2,3014 2,8700 3,3262 3,6940 4,0101 4,3037 4,5810 4,8243 5,0023 5,0863 5,0691 4,9713 4,8217 4,6395 4,4431 4,2651 4,1439 4,1056 4,1567 4,2849 4,4570 4,6277 4,7636 4,8535 4,9013 4,9150 4,8950 4,8253 4,6902 4,4960 4,2685 4,0334 3,8082 3,6086 3,4421 3,2886 3,1026 2,8462 2,5150 2,1324 1,7318 1,3467 1,0027 0,7097 0,4621 0,2424 0,0267 -0,2030 -0,4506 -0,7073 -0,9497 -1,1369 -1,2305 -1,2262 -1,1593 -1,0754 -1,0004 -0,9366 -0,8754 -0,8125 -0,7515 -0,6975 -0,6517 -0,6208 -0,6249 -0,6862 -0,8031 -0,9385 -1,0395 -1,0701 -1,0252 -0,9176 -0,7677 -0,6056 -0,4579 -0,3263 -0,1902 -0,0315 0,1473 0,3257 0,4846 0,6242 0,7577 0,8999 1,0611 1,2399 1,4206 1,5861 1,7278 1,8372 1,8937 1,8739 1,7764 1,6328 1,4861 1,3677 1,2960 1,2773 1,2972 1,3305 1,3639 1,3998 1,4405 1,4819 1,5223 1,5650 1,6119 1,6585 1,6908 1,6866 1,6249 1,4963 1,3097 1,0901 0,8661 0,6598 0,4861 0,3553 0,2738 0,2469 0,2767 0,3543 0,4610 0,5789 0,6991 0,8257 0,9757 1,1711 1,4130 1,6616 1,8563 1,9545 1,9427 1,8267 1,6307 1,4038 1,2132 1,1154 1,1272 1,2228 1,3552 1,4836 1,5841 1,6468 1,6703 1,6601 1,6241 1,5713 1,5152 1,4766 1,4773 1,5286 1,6257 1,7527 1,8939 2,0401 2,1784 2,2763 2,2911 2,1989 2,0106 1,7700 1,5385 1,3720 1,3022 1,3288 1,4259 1,5596 1,7034 1,8473 1,9992 2,1745 2,3798 2,6039 2,8244 3,0215 3,1882 3,3224 3,4139 3,4460 3,4082 3,2998 3,1331 2,9383 2,7581 2,6342 2,5889 2,6143 2,6823 2,7655 2,8436 2,8988 2,9222 2,9216 2,9090 2,8817 2,8234 2,7210 2,5768 2,4099 2,2537 2,1523 2,1485 2,2651 2,4884 2,7688 3,0405 3,2492 3,3753 3,4343 3,4542 3,4512 3,4230 3,3564 3,2363 3,0536 2,8122 2,5307 2,2432 1,9961 1,8307 1,7611 1,7668 1,8058 1,8363 1,8270 1,7624 1,6448 1,4864 1,2987 1,0995 0,9285 0,8427 0,8852 1,0537 1,2957 1,5344 1,7046 1,7776 1,7654 1,7100 1,6578 1,6364 1,6508 1,6926 1,7469 1,8023 1,8597 1,9313 2,0330 2,1750 2,3496 2,5302 2,6872 2,8029 2,8688 2,8720 2,7979 2,6550 2,4853 2,3467 2,2900 2,3449 2,5115 2,7610 3,0453 3,3140 3,5308 3,6713 3,7101 3,6241 3,4109 3,1005 2,7489 2,4214 2,1772 2,0599 2,0925 2,2682 2,5468 2,8653 3,1591 3,3780 3,4910 3,4854 3,3692 3,1678 2,9165 2,6531 2,4092 2,2007 2,0268 1,8831 1,7761 1,7215 1,7280 1,7889 1,8855 1,9925 2,0858 2,1512 2,1800 2,1630 2,1020 2,0194 1,9451 1,8956 1,8661 1,8405 1,8085 1,7784 1,7747 1,8241 1,9420 2,1302 2,3737 2,6346 2,8554 2,9786 2,9747 2,8576 2,6734 2,4705 2,2776 2,1045 1,9513 1,8173 1,7117 1,6590 1,6811 1,7655 1,8574 1,8970 1,8705 1,8197 1,8043 1,8558 1,9642 2,0922 2,1961 2,2466 2,2443 2,2151 2,1933 2,2043 2,2467 2,2829 2,2553 2,1238 1,8937 1,6104 1,3305 1,0936 0,9155 0,7986 0,7383 0,7248 0,7475 0,8006 0,8892 1,0257 1,2035 1,3758 1,4779 1,4732 1,3713 1,2073 1,0118 0,8085 0,6300 0,5168 0,4936 0,5521 0,6565 0,7601 0,8245 0,8381 0,8188 0,7912 0,7647 0,7372 0,7081 0,6734 0,6171 0,5227 0,3928 0,2513 0,1318 0,0660 0,0744 0,1564 0,2853 0,4184 0,5207 0,5809 0,6011 0,5777 0,5025 0,3810 0,2463 0,1561 0,1728 0,3309 0,6107 0,9412 1,2367 1,4407 1,5453 1,5794 1,5848 1,5879 1,5766 1,5087 1,3538 1,1231 0,8547 0,5838 0,3348 0,1273 -0,0254 -0,1256 -0,1903 -0,2374 -0,2738
