Fp1   2,2547 2,5150 2,7551 2,9440 3,0500 3,0496 2,9334 2,7053 2,3771 1,9612 1,4708 0,9275 0,3631 -0,1828 -0,6695 -1,0667 -1,3633 -1,5639 -1,6828 -1,7447 -1,7814 -1,8190 -1,8706 -1,9393 -2,0204 -2,0992 -2,1537 -2,1659 -2,1313 -2,0585 -1,9595 -1,8389 -1,6880 -1,4858 -1,2113 -0,8627 -0,4692 -0,0794 0,2627 0,5311 0,7176 0,8262 0,8682 0,8587 0,8164 0,7634 0,7225 0,7113 0,7347 0,7882 0,8674 0,9700 1,0869 1,2017 1,3039 1,3908 1,4555 1,4842 1,4669 1,4063 1,3161 1,2177 1,1363 1,0910 1,0846 1,1044 1,1352 1,1666 1,1934 1,2131 1,2284 1,2542 1,3122 1,4139 1,5570 1,7408 1,9736 2,2587 2,5757 2,8835 3,1368 3,2968 3,3362 3,2499 3,0593 2,7994 2,5044 2,2050 1,9249 1,6731 1,4502 1,2598 1,1045 0,9719 0,8378 0,6786 0,4764 0,2227 -0,0751 -0,3976 -0,7218 -1,0259 -1,2943 -1,5167 -1,6785 -1,7583 -1,7393 -1,6256 -1,4459 -1,2419 -1,0474 -0,8738 -0,7109 -0,5431 -0,3676 -0,1993 -0,0560 0,0649 0,1927 0,3636 0,6041 0,9303 1,3544 1,8840 2,5138 3,2198 3,9636 4,7013 5,3928 6,0137 6,5619 7,0499 7,4877 7,8733 8,1969 8,4513 8,6376 8,7627 8,8320 8,8464 8,8050 8,7095 8,5678 8,3976 8,2230 8,0640 7,9301 7,8184 7,7134 7,5914 7,4355 7,2477 7,0439 6,8384 6,6332 6,4224 6,1992 5,9622 5,7169 5,4696 5,2168 4,9429 4,6273 4,2611 3,8587 3,4481 3,0551 2,6992 2,3878 2,1061 1,8219 1,5083 1,1614 0,8031 0,4668 0,1675 -0,1100 -0,3904 -0,6860 -0,9959 -1,3158 -1,6432 -1,9790 -2,3200 -2,6527 -2,9545 -3,1986 -3,3614 -3,4359 -3,4403 -3,4083 -3,3706 -3,3462 -3,3397 -3,3400 -3,3270 -3,2843 -3,2081 -3,1127 -3,0307 -3,0001 -3,0459 -3,1658 -3,3244 -3,4604 -3,5168 -3,4778 -3,3844 -3,3121 -3,3274 -3,4481 -3,6393 -3,8406 -3,9984 -4,0879 -4,1191 -4,1208 -4,1194 -4,1329 -4,1757 -4,2592 -4,3905 -4,5688 -4,7766 -4,9798 -5,1425 -5,2436 -5,2802 -5,2660 -5,2276 -5,1909 -5,1685 -5,1591 -5,1497 -5,1228 -5,0697 -4,9967 -4,9171 -4,8398 -4,7624 -4,6781 -4,5941 -4,5356 -4,5276 -4,5741 -4,6549 -4,7320 -4,7624 -4,7149 -4,5872 -4,4044 -4,2005 -3,9951 -3,7845 -3,5516 -3,2821 -2,9752 -2,6453 -2,3194 -2,0307 -1,8133 -1,6958 -1,6966 -1,8185 -2,0359 -2,2942 -2,5359 -2,7303 -2,8818 -3,0194 -3,1793 -3,3848 -3,6366 -3,9191 -4,2096 -4,4815 -4,7065 -4,8576 -4,9202 -4,9008 -4,8224 -4,7113 -4,5841 -4,4378 -4,2510 -3,9988 -3,6709 -3,2816 -2,8704 -2,4905 -2,1826 -1,9502 -1,7634 -1,5834 -1,3846 -1,1629 -0,9309 -0,7106 -0,5267 -0,3969 -0,3263 -0,3111 -0,3414 -0,3958 -0,4413 -0,4437 -0,3801 -0,2415 -0,0324 0,2202 0,4572 0,5991 0,5795 0,3776 0,0308 -0,3826 -0,7784 -1,0946 -1,3028 -1,4072 -1,4351 -1,4212 -1,3858 -1,3275 -1,2352 -1,1021 -0,9311 -0,7389 -0,5556 -0,4043 -0,2837 -0,1793 -0,0838 0,0001 0,0689 0,1286 0,2016 0,3169 0,4899 0,7153 0,9771 1,2562 1,5305 1,7799 1,9939 2,1743 2,3341 2,4921 2,6631 2,8481 3,0320 3,1906 3,3052 3,3778 3,4356 3,5156 3,6420 3,8098 3,9826 4,1049 4,1264 4,0229 3,8068 3,5178 3,1947 2,8478 2,4646 2,0421 1,6026 1,1778 0,7925 0,4612 0,1891 -0,0260 -0,1946 -0,3325 -0,4523 -0,5540 -0,6313 -0,6838 -0,7147 -0,7218 -0,6943 -0,6134 -0,4545 -0,2003 0,1424 0,5362 0,9235 1,2429 1,4466 1,5110 1,4394 1,2611 1,0303 0,8116 0,6539 0,5781 0,5846 0,6629 0,7917 0,9381 1,0642 1,1432 1,1721 1,1663 1,1415 1,0964 1,0146 0,8877 0,7333 0,5901 0,5023 0,5069 0,6255 0,8553 1,1659 1,5097 1,8353 2,0986 2,2803 2,3949 2,4712 2,5248 2,5563 2,5658 2,5567 2,5283 2,4686 2,3631 2,2139 2,0434 1,8776 1,7324 1,6195 1,5515 1,5304 1,5377 1,5420 1,5121 1,4272 1,2880 1,1199 0,9643 0,8647 0,8544 0,9466 1,1292 1,3697 1,6305 1,8842 2,1151 2,3097 2,4575 2,5615 2,6393 2,7102 2,7826 2,8491 2,8874 2,8711 2,7824 2,6155 2,3740 2,0673 1,7014 1,2717 0,7742 0,2224 -0,3564 -0,9397 -1,5087 -2,0350 -2,4823 -2,8222 -3,0404 -3,1344 -3,1162 -3,0091 -2,8343 -2,6000 -2,3006 -1,9285 -1,4867 -0,9916 -0,4708 0,0416 0,5128 0,9195 1,2511 1,5057 1,6865 1,8104 1,9151 2,0484 2,2449 2,5151 2,8479 3,2130 3,5689 3,8811 4,1360 4,3373 4,5002 4,6485 4,8059 4,9846 5,1819 5,3813 5,5525 5,6623 5,6935 5,6502 5,5422 5,3660 5,1038 4,7378 4,2628 3,6850 3,0202 2,2996 1,5694 0,8771 0,2595 -0,2607 -0,6765 -0,9996 -1,2569 -1,4832 -1,7148 -1,9829 -2,3029 -2,6590 -3,0075 -3,3037 -3,5293 -3,6969 -3,8385 -3,9900 -4,1788 -4,4197 -4,7131 -5,0465 -5,3999 -5,7496 -6,0700 -6,3424 -6,5659 -6,7629 -6,9755 -7,2429 -7,5726 -7,9328 -8,2743 -8,5606 -8,7842 -8,9642 -9,1332 -9,3231 -9,5501 -9,8090 -10,0804 -10,3378 -10,5508 -10,6901 -10,7440 -10,7258 -10,6624 -10,5849 -10,5281 -10,5247 -10,5937 -10,7348 -10,9263 -11,1283 -11,2974 -11,4001 -11,4199 -11,3599 -11,2396 -11,0833 -10,9134 -10,7488 -10,6007 -10,4710 -10,3539 -10,2365 -10,1007 -9,9348 -9,7476 -9,5620 -9,3950 -9,2492 -9,1182 -8,9930 -8,8663 -8,7340 -8,5951 -8,4542 -8,3222
Fz    1,7936 2,0769 2,3500 2,5718 2,7115 2,7530 2,6900 2,5205 2,2419 1,8504 1,3506 0,7678 0,1468 -0,4595 -1,0033 -1,4555 -1,8133 -2,0895 -2,2971 -2,4457 -2,5462 -2,6097 -2,6440 -2,6535 -2,6392 -2,5962 -2,5137 -2,3828 -2,2047 -1,9922 -1,7616 -1,5243 -1,2789 -1,0084 -0,6903 -0,3169 0,0930 0,5032 0,8770 1,1859 1,4125 1,5494 1,5962 1,5632 1,4782 1,3848 1,3243 1,3184 1,3650 1,4506 1,5659 1,7066 1,8644 2,0245 2,1726 2,2977 2,3892 2,4376 2,4400 2,4022 2,3352 2,2545 2,1798 2,1282 2,1072 2,1165 2,1550 2,2220 2,3113 2,4066 2,4904 2,5619 2,6411 2,7522 2,9108 3,1282 3,4158 3,7765 4,1881 4,6042 4,9704 5,2364 5,3629 5,3335 5,1618 4,8797 4,5262 4,1463 3,7809 3,4524 3,1652 2,9173 2,7013 2,4996 2,2922 2,0689 1,8311 1,5867 1,3463 1,1169 0,9010 0,7000 0,5192 0,3719 0,2822 0,2777 0,3701 0,5439 0,7592 0,9684 1,1334 1,2389 1,2959 1,3323 1,3724 1,4211 1,4707 1,5238 1,5995 1,7210 1,9043 2,1598 2,4972 2,9239 3,4408 4,0375 4,6916 5,3711 6,0384 6,6618 7,2282 7,7423 8,2094 8,6264 8,9847 9,2791 9,5123 9,6944 9,8380 9,9501 10,0300 10,0756 10,0925 10,0988 10,1182 10,1676 10,2502 10,3579 10,4710 10,5613 10,6037 10,5840 10,4992 10,3538 10,1538 9,9039 9,6087 9,2772 8,9274 8,5780 8,2349 7,8868 7,5150 7,1121 6,6904 6,2720 5,8776 5,5244 5,2208 4,9556 4,7012 4,4319 4,1403 3,8410 3,5594 3,3075 3,0753 2,8459 2,6088 2,3600 2,0967 1,8140 1,5088 1,1905 0,8850 0,6217 0,4165 0,2645 0,1410 0,0091 -0,1632 -0,3907 -0,6668 -0,9642 -1,2409 -1,4550 -1,5793 -1,6103 -1,5733 -1,5149 -1,4822 -1,5038 -1,5842 -1,7017 -1,8136 -1,8754 -1,8684 -1,8166 -1,7791 -1,8192 -1,9649 -2,1922 -2,4403 -2,6422 -2,7541 -2,7721 -2,7232 -2,6449 -2,5756 -2,5490 -2,5844 -2,6826 -2,8306 -3,0064 -3,1815 -3,3296 -3,4338 -3,4896 -3,5060 -3,5042 -3,5015 -3,4986 -3,4812 -3,4290 -3,3275 -3,1785 -2,9977 -2,8039 -2,6102 -2,4208 -2,2360 -2,0665 -1,9392 -1,8810 -1,8977 -1,9661 -2,0431 -2,0832 -2,0596 -1,9760 -1,8601 -1,7422 -1,6337 -1,5219 -1,3839 -1,2067 -0,9959 -0,7731 -0,5694 -0,4194 -0,3555 -0,4016 -0,5672 -0,8408 -1,1831 -1,5338 -1,8355 -2,0576 -2,2011 -2,2927 -2,3704 -2,4654 -2,5937 -2,7581 -2,9518 -3,1619 -3,3726 -3,5657 -3,7268 -3,8527 -3,9506 -4,0292 -4,0892 -4,1174 -4,0901 -3,9855 -3,7939 -3,5261 -3,2167 -2,9155 -2,6614 -2,4628 -2,2986 -2,1354 -1,9442 -1,7129 -1,4480 -1,1680 -0,8944 -0,6431 -0,4210 -0,2289 -0,0641 0,0828 0,2307 0,4003 0,6028 0,8351 1,0795 1,2990 1,4360 1,4284 1,2403 0,8857 0,4270 -0,0514 -0,4752 -0,7956 -0,9921 -1,0693 -1,0518 -0,9730 -0,8600 -0,7246 -0,5687 -0,3917 -0,1950 0,0119 0,2074 0,3712 0,4988 0,5975 0,6746 0,7369 0,7961 0,8713 0,9855 1,1558 1,3805 1,6388 1,9038 2,1530 2,3752 2,5725 2,7561 2,9381 3,1285 3,3350 3,5582 3,7870 4,0018 4,1827 4,3180 4,4120 4,4881 4,5768 4,6983 4,8505 5,0040 5,1064 5,1020 4,9573 4,6730 4,2802 3,8205 3,3222 2,7957 2,2500 1,7038 1,1818 0,7101 0,3117 -0,0016 -0,2321 -0,3931 -0,5037 -0,5822 -0,6400 -0,6829 -0,7158 -0,7395 -0,7450 -0,7158 -0,6324 -0,4756 -0,2382 0,0609 0,3766 0,6508 0,8289 0,8747 0,7834 0,5837 0,3319 0,1036 -0,0243 -0,0019 0,1742 0,4656 0,8120 1,1503 1,4280 1,6082 1,6771 1,6476 1,5509 1,4188 1,2686 1,1020 0,9216 0,7471 0,6145 0,5634 0,6260 0,8216 1,1463 1,5672 2,0322 2,4808 2,8554 3,1231 3,2882 3,3764 3,4103 3,4035 3,3655 3,3032 3,2169 3,0979 2,9344 2,7305 2,5120 2,3125 2,1590 2,0721 2,0640 2,1288 2,2396 2,3551 2,4281 2,4198 2,3156 2,1309 1,9037 1,6867 1,5354 1,4880 1,5511 1,7011 1,9023 2,1247 2,3475 2,5524 2,7263 2,8668 2,9813 3,0777 3,1599 3,2230 3,2521 3,2300 3,1470 3,0008 2,7924 2,5256 2,2040 1,8262 1,3930 0,9190 0,4292 -0,0539 -0,5094 -0,9086 -1,2187 -1,4178 -1,4984 -1,4638 -1,3280 -1,1140 -0,8430 -0,5268 -0,1673 0,2362 0,6802 1,1529 1,6330 2,0895 2,4872 2,7957 2,9966 3,0866 3,0748 2,9855 2,8620 2,7602 2,7284 2,7907 2,9441 3,1622 3,4038 3,6334 3,8338 4,0025 4,1498 4,3007 4,4867 4,7289 5,0318 5,3803 5,7379 6,0565 6,2972 6,4401 6,4758 6,3975 6,2029 5,8992 5,5024 5,0289 4,4918 3,9097 3,3112 2,7286 2,1924 1,7299 1,3592 1,0811 0,8762 0,7089 0,5355 0,3132 0,0162 -0,3479 -0,7401 -1,1149 -1,4446 -1,7256 -1,9706 -2,1997 -2,4346 -2,6935 -2,9859 -3,3098 -3,6534 -3,9964 -4,3112 -4,5741 -4,7799 -4,9491 -5,1256 -5,3545 -5,6541 -6,0052 -6,3654 -6,6936 -6,9707 -7,2068 -7,4331 -7,6832 -7,9788 -8,3252 -8,7111 -9,1082 -9,4717 -9,7495 -9,9044 -9,9304 -9,8501 -9,7079 -9,5613 -9,4621 -9,4433 -9,5171 -9,6748 -9,8864 -10,1116 -10,3140 -10,4706 -10,5788 -10,6545 -10,7171 -10,7763 -10,8293 -10,8636 -10,8610 -10,8016 -10,6689 -10,4546 -10,1667 -9,8343 -9,4998 -9,2019 -8,9648 -8,7941 -8,6772 -8,5931 -8,5229 -8,4554 -8,3888 -8,3317
F3    2,1929 2,4707 2,7344 2,9491 3,0893 3,1453 3,1201 3,0154 2,8210 2,5157 2,0856 1,5424 0,9233 0,2762 -0,3528 -0,9267 -1,4195 -1,8174 -2,1194 -2,3396 -2,5004 -2,6168 -2,6907 -2,7190 -2,6999 -2,6339 -2,5271 -2,3942 -2,2539 -2,1212 -2,0011 -1,8830 -1,7385 -1,5283 -1,2177 -0,7980 -0,3011 0,2114 0,6711 1,0223 1,2320 1,2956 1,2331 1,0823 0,8916 0,7116 0,5861 0,5410 0,5755 0,6651 0,7816 0,9092 1,0406 1,1701 1,2960 1,4207 1,5404 1,6404 1,7036 1,7216 1,6976 1,6485 1,6017 1,5830 1,6032 1,6572 1,7351 1,8275 1,9215 1,9979 2,0402 2,0500 2,0475 2,0557 2,0925 2,1800 2,3455 2,6013 2,9251 3,2654 3,5622 3,7619 3,8275 3,7537 3,5684 3,3129 3,0231 2,7294 2,4568 2,2170 2,0094 1,8316 1,6782 1,5366 1,3924 1,2382 1,0693 0,8832 0,6865 0,4939 0,3193 0,1719 0,0592 -0,0089 -0,0187 0,0396 0,1637 0,3370 0,5294 0,7027 0,8264 0,8932 0,9182 0,9250 0,9288 0,9280 0,9171 0,9084 0,9362 1,0382 1,2347 1,5279 1,9166 2,4049 2,9954 3,6773 4,4239 5,1961 5,9471 6,6356 7,2427 7,7719 8,2342 8,6362 8,9785 9,2607 9,4871 9,6662 9,8031 9,8912 9,9144 9,8597 9,7351 9,5738 9,4211 9,3124 9,2626 9,2681 9,3102 9,3621 9,4018 9,4224 9,4264 9,4099 9,3552 9,2402 9,0526 8,7962 8,4863 8,1413 7,7744 7,3887 6,9780 6,5403 6,0908 5,6553 5,2555 4,9028 4,5928 4,2983 3,9833 3,6293 3,2492 2,8789 2,5581 2,3055 2,1087 1,9403 1,7781 1,6059 1,4080 1,1691 0,8794 0,5441 0,1876 -0,1540 -0,4453 -0,6620 -0,8024 -0,8919 -0,9715 -1,0761 -1,2187 -1,3854 -1,5417 -1,6485 -1,6813 -1,6390 -1,5474 -1,4523 -1,4026 -1,4302 -1,5344 -1,6750 -1,7857 -1,8100 -1,7412 -1,6317 -1,5646 -1,6050 -1,7617 -1,9873 -2,2131 -2,3843 -2,4778 -2,5038 -2,4920 -2,4731 -2,4679 -2,4863 -2,5326 -2,6124 -2,7324 -2,8891 -3,0624 -3,2246 -3,3552 -3,4469 -3,5071 -3,5574 -3,6212 -3,7046 -3,7909 -3,8477 -3,8452 -3,7761 -3,6570 -3,5148 -3,3723 -3,2422 -3,1302 -3,0434 -2,9940 -2,9882 -3,0146 -3,0466 -3,0534 -3,0108 -2,9103 -2,7630 -2,5958 -2,4396 -2,3135 -2,2142 -2,1231 -2,0209 -1,8987 -1,7587 -1,6103 -1,4684 -1,3546 -1,2944 -1,3124 -1,4242 -1,6168 -1,8404 -2,0322 -2,1521 -2,2008 -2,2148 -2,2450 -2,3326 -2,4936 -2,7168 -2,9722 -3,2263 -3,4528 -3,6361 -3,7726 -3,8705 -3,9387 -3,9761 -3,9697 -3,8995 -3,7478 -3,5075 -3,1853 -2,8028 -2,3995 -2,0262 -1,7221 -1,4905 -1,2986 -1,1020 -0,8722 -0,6103 -0,3407 -0,0959 0,0972 0,2256 0,2886 0,2945 0,2611 0,2191 0,2094 0,2713 0,4290 0,6842 1,0144 1,3683 1,6677 1,8269 1,7861 1,5394 1,1397 0,6752 0,2355 -0,1112 -0,3271 -0,4051 -0,3653 -0,2425 -0,0679 0,1400 0,3687 0,6040 0,8266 1,0088 1,1163 1,1315 1,0739 0,9840 0,8951 0,8277 0,8000 0,8327 0,9474 1,1562 1,4517 1,8065 2,1809 2,5303 2,8187 3,0337 3,1900 3,3169 3,4461 3,6080 3,8237 4,0927 4,3872 4,6641 4,8895 5,0576 5,1950 5,3426 5,5290 5,7496 5,9618 6,0959 6,0853 5,8979 5,5500 5,0920 4,5763 4,0311 3,4644 2,8885 2,3324 1,8275 1,3935 1,0360 0,7513 0,5310 0,3643 0,2370 0,1349 0,0511 -0,0159 -0,0667 -0,0981 -0,0975 -0,0471 0,0718 0,2795 0,5866 0,9750 1,3912 1,7606 2,0123 2,1046 2,0378 1,8513 1,6084 1,3801 1,2255 1,1737 1,2219 1,3500 1,5310 1,7312 1,9109 2,0333 2,0805 2,0626 2,0102 1,9524 1,8963 1,8276 1,7352 1,6331 1,5581 1,5532 1,6529 1,8731 2,2032 2,6055 3,0262 3,4077 3,6995 3,8792 3,9639 3,9893 3,9791 3,9383 3,8672 3,7726 3,6613 3,5310 3,3737 3,1923 3,0075 2,8456 2,7261 2,6587 2,6423 2,6639 2,7044 2,7422 2,7488 2,6922 2,5587 2,3694 2,1734 2,0279 1,9792 2,0492 2,2286 2,4798 2,7551 3,0190 3,2531 3,4475 3,5975 3,7083 3,7938 3,8678 3,9377 4,0019 4,0481 4,0586 4,0183 3,9186 3,7606 3,5543 3,3077 3,0176 2,6784 2,2992 1,8983 1,4858 1,0657 0,6554 0,2892 0,0026 -0,1808 -0,2535 -0,2249 -0,1157 0,0566 0,2885 0,5852 0,9441 1,3450 1,7560 2,1457 2,4905 2,7748 2,9907 3,1400 3,2341 3,2874 3,3171 3,3485 3,4136 3,5398 3,7399 4,0068 4,3097 4,6032 4,8528 5,0520 5,2154 5,3656 5,5292 5,7309 5,9837 6,2842 6,6100 6,9211 7,1783 7,3656 7,4899 7,5568 7,5531 7,4515 7,2317 6,8936 6,4538 5,9378 5,3785 4,8128 4,2755 3,7952 3,3906 3,0644 2,7987 2,5608 2,3151 2,0332 1,6952 1,2961 0,8568 0,4218 0,0360 -0,2789 -0,5298 -0,7437 -0,9505 -1,1712 -1,4169 -1,6936 -1,9999 -2,3273 -2,6611 -2,9827 -3,2772 -3,5435 -3,7993 -4,0772 -4,4047 -4,7797 -5,1672 -5,5202 -5,8027 -6,0040 -6,1434 -6,2647 -6,4191 -6,6428 -6,9457 -7,3124 -7,7058 -8,0764 -8,3773 -8,5836 -8,7002 -8,7529 -8,7791 -8,8205 -8,9099 -9,0635 -9,2802 -9,5424 -9,8160 -10,0588 -10,2326 -10,3137 -10,3025 -10,2227 -10,1094 -9,9977 -9,9127 -9,8602 -9,8261 -9,7844 -9,7043 -9,5583 -9,3378 -9,0656 -8,7856 -8,5372 -8,3407 -8,1964 -8,0886 -7,9947 -7,8953 -7,7801 -7,6507 -7,5223
F7    1,7451 1,8891 2,0509 2,2087 2,3379 2,4142 2,4162 2,3306 2,1568 1,9056 1,5929 1,2347 0,8455 0,4428 0,0515 -0,3007 -0,5932 -0,8192 -0,9836 -1,1024 -1,1947 -1,2722 -1,3370 -1,3916 -1,4437 -1,5020 -1,5717 -1,6512 -1,7315 -1,7968 -1,8286 -1,8094 -1,7244 -1,5629 -1,3231 -1,0208 -0,6914 -0,3753 -0,1023 0,1111 0,2572 0,3347 0,3530 0,3349 0,3076 0,2900 0,2935 0,3282 0,3987 0,4982 0,6121 0,7226 0,8091 0,8546 0,8606 0,8448 0,8226 0,7932 0,7453 0,6734 0,5876 0,5147 0,4898 0,5400 0,6710 0,8649 1,0904 1,3131 1,5020 1,6351 1,7085 1,7440 1,7778 1,8331 1,9087 1,9960 2,0947 2,2069 2,3231 2,4231 2,4863 2,4961 2,4409 2,3232 2,1614 1,9764 1,7802 1,5804 1,3843 1,1978 1,0268 0,8828 0,7764 0,7011 0,6326 0,5444 0,4200 0,2597 0,0785 -0,1064 -0,2843 -0,4473 -0,5871 -0,6947 -0,7548 -0,7449 -0,6474 -0,4667 -0,2364 -0,0092 0,1691 0,2832 0,3500 0,4001 0,4524 0,5001 0,5222 0,5097 0,4812 0,4737 0,5246 0,6624 0,9066 1,2680 1,7456 2,3243 2,9768 3,6670 4,3532 4,9994 5,5877 6,1169 6,5888 7,0002 7,3443 7,6185 7,8297 7,9904 8,1111 8,1946 8,2365 8,2300 8,1745 8,0849 7,9889 7,9137 7,8728 7,8616 7,8611 7,8491 7,8134 7,7603 7,7084 7,6708 7,6436 7,6124 7,5618 7,4786 7,3524 7,1757 6,9438 6,6553 6,3119 5,9244 5,5172 5,1192 4,7538 4,4370 4,1720 3,9392 3,7026 3,4280 3,0980 2,7252 2,3490 2,0032 1,6877 1,3793 1,0606 0,7326 0,4062 0,0897 -0,2161 -0,5118 -0,7895 -1,0324 -1,2180 -1,3261 -1,3506 -1,3082 -1,2308 -1,1491 -1,0851 -1,0488 -1,0369 -1,0369 -1,0380 -1,0400 -1,0567 -1,1108 -1,2220 -1,3978 -1,6277 -1,8778 -2,0958 -2,2361 -2,2912 -2,3011 -2,3285 -2,4197 -2,5783 -2,7690 -2,9446 -3,0742 -3,1521 -3,1886 -3,1936 -3,1732 -3,1400 -3,1171 -3,1301 -3,1945 -3,3085 -3,4502 -3,5859 -3,6869 -3,7416 -3,7543 -3,7410 -3,7273 -3,7378 -3,7859 -3,8688 -3,9678 -4,0572 -4,1182 -4,1468 -4,1534 -4,1545 -4,1621 -4,1784 -4,2080 -4,2637 -4,3535 -4,4653 -4,5701 -4,6337 -4,6275 -4,5403 -4,3819 -4,1774 -3,9566 -3,7426 -3,5436 -3,3535 -3,1596 -2,9509 -2,7233 -2,4825 -2,2449 -2,0378 -1,8932 -1,8378 -1,8828 -2,0130 -2,1889 -2,3699 -2,5350 -2,6832 -2,8236 -2,9699 -3,1345 -3,3224 -3,5303 -3,7476 -3,9561 -4,1302 -4,2434 -4,2812 -4,2499 -4,1705 -4,0655 -3,9494 -3,8218 -3,6669 -3,4666 -3,2161 -2,9305 -2,6411 -2,3855 -2,1891 -2,0478 -1,9307 -1,8008 -1,6340 -1,4261 -1,1871 -0,9358 -0,6968 -0,4945 -0,3443 -0,2507 -0,2072 -0,1956 -0,1868 -0,1507 -0,0657 0,0778 0,2800 0,5233 0,7590 0,9136 0,9197 0,7496 0,4285 0,0231 -0,3882 -0,7406 -0,9973 -1,1516 -1,2219 -1,2393 -1,2297 -1,2031 -1,1593 -1,0977 -1,0217 -0,9425 -0,8777 -0,8335 -0,7914 -0,7239 -0,6188 -0,4878 -0,3544 -0,2317 -0,1091 0,0348 0,2097 0,4098 0,6256 0,8464 1,0562 1,2380 1,3855 1,5085 1,6304 1,7788 1,9713 2,2035 2,4470 2,6629 2,8254 2,9387 3,0339 3,1488 3,3070 3,5074 3,7219 3,9035 4,0066 4,0060 3,9041 3,7241 3,4907 3,2132 2,8900 2,5284 2,1519 1,7867 1,4532 1,1668 0,9371 0,7626 0,6275 0,5076 0,3855 0,2637 0,1606 0,0902 0,0536 0,0481 0,0774 0,1542 0,3014 0,5388 0,8608 1,2284 1,5879 1,8931 2,1130 2,2277 2,2264 2,1163 1,9317 1,7237 1,5344 1,3862 1,2929 1,2661 1,3044 1,3864 1,4816 1,5684 1,6403 1,6964 1,7297 1,7245 1,6656 1,5593 1,4410 1,3575 1,3450 1,4228 1,5942 1,8443 2,1382 2,4298 2,6762 2,8493 2,9463 2,9916 3,0189 3,0454 3,0669 3,0733 3,0597 3,0230 2,9522 2,8333 2,6656 2,4668 2,2594 2,0586 1,8767 1,7233 1,5975 1,4869 1,3797 1,2718 1,1682 1,0846 1,0478 1,0851 1,2114 1,4224 1,6963 2,0007 2,3040 2,5835 2,8243 3,0125 3,1337 3,1817 3,1713 3,1394 3,1266 3,1543 3,2124 3,2656 3,2750 3,2152 3,0778 2,8707 2,6140 2,3244 2,0014 1,6409 1,2572 0,8753 0,5092 0,1640 -0,1442 -0,3897 -0,5563 -0,6425 -0,6548 -0,6087 -0,5305 -0,4444 -0,3560 -0,2512 -0,1128 0,0630 0,2634 0,4693 0,6657 0,8456 1,0084 1,1566 1,2910 1,4085 1,5115 1,6167 1,7515 1,9419 2,2038 2,5397 2,9336 3,3537 3,7649 4,1407 4,4660 4,7374 4,9648 5,1686 5,3713 5,5881 5,8161 6,0310 6,2062 6,3365 6,4401 6,5328 6,6027 6,6107 6,5163 6,2995 5,9615 5,5177 4,9958 4,4334 3,8704 3,3428 2,8790 2,4935 2,1797 1,9110 1,6513 1,3695 1,0495 0,6976 0,3457 0,0386 -0,1912 -0,3434 -0,4465 -0,5406 -0,6619 -0,8380 -1,0886 -1,4200 -1,8168 -2,2484 -2,6845 -3,0988 -3,4691 -3,7809 -4,0371 -4,2636 -4,4958 -4,7548 -5,0354 -5,3159 -5,5764 -5,8132 -6,0386 -6,2711 -6,5276 -6,8126 -7,1121 -7,3967 -7,6337 -7,8021 -7,9036 -7,9632 -8,0159 -8,0864 -8,1825 -8,3042 -8,4525 -8,6271 -8,8204 -9,0182 -9,2069 -9,3743 -9,5049 -9,5816 -9,5959 -9,5537 -9,4706 -9,3665 -9,2604 -9,1642 -9,0802 -9,0029 -8,9186 -8,8059 -8,6467 -8,4435 -8,2207 -8,0071 -7,8185 -7,6540 -7,5044 -7,3589 -7,2099 -7,0551 -6,9025 -6,7692
