Fp1   -0,7429 -1,1342 -1,2973 -1,2460 -1,0403 -0,7642 -0,5063 -0,3289 -0,2398 -0,2034 -0,1724 -0,0993 0,0568 0,3124 0,6528 1,0460 1,4531 1,8321 2,1511 2,3941 2,5497 2,6043 2,5440 2,3559 2,0368 1,6095 1,1283 0,6676 0,2989 0,0601 -0,0589 -0,0984 -0,0938 -0,0587 0,0002 0,0597 0,0772 0,0133 -0,1525 -0,4256 -0,8012 -1,2495 -1,7028 -2,0713 -2,2759 -2,2809 -2,1130 -1,8472 -1,5661 -1,3330 -1,1954 -1,1826 -1,2804 -1,4165 -1,4935 -1,4537 -1,3118 -1,1293 -0,9731 -0,8937 -0,9089 -0,9978 -1,1159 -1,2139 -1,2394 -1,1401 -0,8772 -0,4390 0,1502 0,8314 1,5305 2,1739 2,6917 3,0348 3,1936 3,1944 3,0736 2,8649 2,6091 2,3488 2,1045 1,8765 1,6662 1,4819 1,3302 1,2020 1,0625 0,8679 0,6015 0,2925 0,0031 -0,1964 -0,2574 -0,1802 -0,0158 0,1595 0,2723 0,2788 0,1841 0,0320 -0,1289 -0,2746 -0,4119 -0,5636 -0,7480 -0,9711 -1,2251 -1,4873 -1,7351 -1,9641 -2,1761 -2,3515 -2,4557 -2,4735 -2,4246 -2,3465 -2,2683 -2,1918 -2,0881 -1,9199 -1,6783 -1,3985 -1,1416 -0,9565 -0,8497 -0,7910 -0,7484 -0,7080 -0,6747 -0,6743 -0,7445 -0,8979 -1,0858 -1,2126 -1,2003 -1,0381 -0,7654 -0,4200 -0,0217 0,4051 0,8213 1,1940 1,5123 1,7732 1,9706 2,0982 2,1571 2,1527 2,0903 1,9874 1,8901 1,8543 1,9043 2,0254 2,1926 2,3895 2,6010 2,7964 2,9340 2,9833 2,9464 2,8671 2,8120 2,8266 2,9035 2,9904 3,0276 2,9824 2,8549 2,6652 2,4464 2,2435 2,0969 2,0181 1,9818 1,9460 1,8843 1,8057 1,7422 1,7198 1,7476 1,8229 1,9323 2,0481 2,1363 2,1683 2,1208 1,9712 1,7051 1,3328 0,9018 0,4950 0,2075 0,1024 0,1752 0,3559 0,5558 0,7237 0,8604 0,9845 1,0938 1,1648 1,1787 1,1335 1,0357 0,8875 0,6858 0,4220 0,0849 -0,3228 -0,7632 -1,1586 -1,4156 -1,4708 -1,3363 -1,0984 -0,8622 -0,6919 -0,5978 -0,5595 -0,5440 -0,5224 -0,4859 -0,4454 -0,4155 -0,4138 -0,4588 -0,5423 -0,6083 -0,5799 -0,4040 -0,0731 0,3697 0,8472 1,2881 1,6542 1,9376 2,1559 2,3459 2,5372 2,7234 2,8667 2,9205 2,8463 2,6271 2,2809 1,8618 1,4479 1,1281 0,9824 1,0465 1,2872 1,6277 2,0023 2,3782 2,7354 3,0496 3,2968 3,4602 3,5276 3,4900 3,3480 3,1197 2,8390 2,5432 2,2668 2,0433 1,8957 1,8205 1,7945 1,8053 1,8694 2,0160 2,2517 2,5387 2,7996 2,9337 2,8499 2,5181 1,9964 1,4087 0,8920 0,5384 0,3624 0,3166 0,3383 0,3847 0,4389 0,5065 0,6105 0,7728 1,0016 1,2989 1,6523 2,0136 2,3195 2,5428 2,7045 2,8419 2,9778 3,1125 3,2297 3,2955 3,2556 3,0583 2,6900 2,1803 1,5850 0,9756 0,4347 0,0401 -0,1493 -0,0998 0,1790 0,6160 1,0998 1,5246 1,8195 1,9630 1,9894 1,9685 1,9558 1,9569 1,9400 1,8785 1,7790 1,6892 1,6814 1,8144 2,0984 2,4876 2,8972 3,2288 3,4093 3,4283 3,3382 3,2100 3,0807 2,9416 2,7805 2,6263 2,5461 2,6018 2,8079 3,1177 3,4462 3,7067 3,8340 3,7997 3,6246 3,3741 3,1220 2,9140 2,7569 2,6344 2,5373 2,4842 2,5104 2,6330 2,8259 3,0326 3,1946 3,2631 3,2033 3,0157 2,7561 2,5117 2,3443 2,2523 2,1833 2,0816 1,9322 1,7600 1,5917 1,4317 1,2872 1,2021 1,2385 1,4197 1,6998 1,9873 2,1985 2,2942 2,2736 2,1518 1,9491 1,6862 1,3826 1,0662 0,7758 0,5458 0,3897 0,2970 0,2399 0,1913 0,1437 0,1028 0,0763 0,0789 0,1408 0,3001 0,5723 0,9166 1,2420 1,4636 1,5482 1,5185 1,4401 1,3956 1,4398 1,5679 1,7253 1,8467 1,8941 1,8728 1,8113 1,7219 1,5822 1,3598 1,0520 0,7050 0,4000 0,2124 0,1645 0,2134 0,2962 0,3844 0,4940 0,6585 0,8993 1,2105 1,5485 1,8305 1,9563 1,8530 1,5138 1,0044 0,4303 -0,1143 -0,5783 -0,9471 -1,2191 -1,3972 -1,4946 -1,5350 -1,5362 -1,4937 -1,3934 -1,2420 -1,0597 -0,8445 -0,5722 -0,2412 0,0967 0,3601 0,4799 0,4195 0,1929 -0,1213 -0,4167 -0,6272 -0,7533 -0,8291 -0,8820 -0,9186 -0,9315 -0,9120 -0,8560 -0,7502 -0,5653 -0,2851 0,0609 0,4018 0,6575 0,7701 0,7303 0,5790 0,3751 0,1697 0,0096 -0,0656 -0,0585 -0,0342 -0,0869 -0,2800 -0,6130 -1,0320 -1,4635 -1,8374 -2,1013 -2,2423 -2,2969 -2,3216 -2,3498 -2,3804 -2,3981 -2,3928 -2,3613 -2,3038 -2,2306 -2,1630 -2,1186 -2,0946 -2,0725 -2,0380 -1,9859 -1,9150 -1,8349 -1,7618 -1,6846 -1,5487 -1,2899 -0,8881 -0,3874 0,1304 0,5832 0,9020 1,0381 0,9840 0,7832 0,5079 0,2299 0,0029 -0,1465 -0,2142 -0,2036 -0,1255 -0,0118 0,0820 0,1091 0,0726 0,0200 -0,0080 -0,0091 0,0002 0,0159 0,0491 0,1124 0,2062 0,3144 0,4177 0,5038 0,5616 0,5833 0,5781 0,5702 0,5819 0,6274 0,7134 0,8367 0,9870 1,1526 1,3233 1,4788 1,5697 1,5365 1,3573 1,0657 0,7295 0,4345 0,2679 0,2811 0,4591 0,7323 1,0183 1,2566 1,4201 1,5053 1,5105 1,4243 1,2482 1,0271 0,8383 0,7449 0,7652 0,8688 0,9896 1,0714 1,1050 1,1097 1,0954 1,0578 0,9856 0,8578 0,6575 0,3955 0,1079 -0,1647 -0,3870 -0,5284 -0,5675 -0,4978 -0,3212 -0,0448 0,3160 0,7381 1,1960 1,6600 2,0904 2,4286
Fz    -1,3313 -1,5704 -1,6741 -1,6567 -1,5382 -1,3475 -1,1291 -0,9324 -0,7875 -0,6928 -0,6199 -0,5236 -0,3538 -0,0756 0,3097 0,7646 1,2380 1,6897 2,0996 2,4543 2,7303 2,9014 2,9549 2,8948 2,7339 2,4891 2,1812 1,8346 1,4698 1,0980 0,7277 0,3738 0,0558 -0,2080 -0,4110 -0,5627 -0,6756 -0,7489 -0,7809 -0,7929 -0,8230 -0,8936 -0,9997 -1,1251 -1,2614 -1,4143 -1,6031 -1,8471 -2,1459 -2,4748 -2,8009 -3,0965 -3,3336 -3,4733 -3,4744 -3,3223 -3,0469 -2,7048 -2,3515 -2,0315 -1,7699 -1,5592 -1,3592 -1,1175 -0,7933 -0,3787 0,0994 0,6005 1,0860 1,5208 1,8776 2,1446 2,3260 2,4336 2,4789 2,4742 2,4296 2,3480 2,2281 2,0677 1,8625 1,6116 1,3238 1,0121 0,6867 0,3561 0,0309 -0,2683 -0,5059 -0,6451 -0,6749 -0,6212 -0,5310 -0,4471 -0,3948 -0,3908 -0,4570 -0,6163 -0,8792 -1,2355 -1,6491 -2,0643 -2,4292 -2,7167 -2,9242 -3,0646 -3,1570 -3,2153 -3,2463 -3,2593 -3,2634 -3,2596 -3,2468 -3,2299 -3,2168 -3,2141 -3,2254 -3,2460 -3,2629 -3,2677 -3,2643 -3,2638 -3,2759 -3,2941 -3,2869 -3,2186 -3,0832 -2,9068 -2,7145 -2,5151 -2,3144 -2,1123 -1,8805 -1,5636 -1,1195 -0,5535 0,0892 0,7514 1,3790 1,9251 2,3621 2,6960 2,9584 3,1825 3,3890 3,5918 3,8058 4,0403 4,2903 4,5414 4,7896 5,0461 5,3164 5,5832 5,8182 5,9970 6,0984 6,1074 6,0240 5,8624 5,6488 5,4295 5,2623 5,1841 5,1945 5,2720 5,3931 5,5341 5,6714 5,7857 5,8668 5,9142 5,9276 5,8951 5,7919 5,5876 5,2587 4,8086 4,2771 3,7250 3,2083 2,7621 2,3971 2,1056 1,8710 1,6759 1,5083 1,3570 1,2018 1,0193 0,8034 0,5847 0,4209 0,3602 0,4103 0,5364 0,6818 0,8027 0,8851 0,9242 0,9031 0,8106 0,6699 0,5287 0,4181 0,3286 0,2293 0,0979 -0,0696 -0,2673 -0,4849 -0,7049 -0,9017 -1,0574 -1,1828 -1,3114 -1,4702 -1,6591 -1,8590 -2,0485 -2,2057 -2,3074 -2,3401 -2,3064 -2,2122 -2,0594 -1,8567 -1,6217 -1,3630 -1,0757 -0,7585 -0,4259 -0,1097 0,1471 0,3089 0,3713 0,3657 0,3441 0,3558 0,4274 0,5535 0,7022 0,8283 0,8865 0,8454 0,6972 0,4550 0,1468 -0,1848 -0,4865 -0,7136 -0,8482 -0,8957 -0,8623 -0,7438 -0,5401 -0,2683 0,0468 0,3774 0,6761 0,8751 0,9247 0,8290 0,6433 0,4401 0,2770 0,1846 0,1641 0,1883 0,2171 0,2246 0,2101 0,1835 0,1442 0,0821 -0,0082 -0,1247 -0,2642 -0,4226 -0,5896 -0,7404 -0,8306 -0,8162 -0,6889 -0,4884 -0,2828 -0,1371 -0,0935 -0,1593 -0,2987 -0,4421 -0,5181 -0,4811 -0,3233 -0,0757 0,2117 0,5063 0,8085 1,1311 1,4688 1,7913 2,0559 2,2185 2,2444 2,1302 1,9146 1,6570 1,4045 1,1775 0,9765 0,7960 0,6335 0,4942 0,3901 0,3334 0,3308 0,3784 0,4666 0,5956 0,7809 1,0320 1,3273 1,6142 1,8362 1,9629 2,0090 2,0349 2,1243 2,3424 2,7009 3,1489 3,5905 3,9197 4,0704 4,0493 3,9213 3,7631 3,6233 3,5110 3,4133 3,3230 3,2506 3,2127 3,2089 3,2164 3,2139 3,2048 3,2056 3,2213 3,2467 3,2842 3,3465 3,4447 3,5823 3,7579 3,9659 4,1952 4,4307 4,6553 4,8454 4,9691 4,9950 4,9030 4,6950 4,4026 4,0818 3,7898 3,5608 3,3949 3,2688 3,1627 3,0727 3,0000 2,9321 2,8369 2,6826 2,4672 2,2263 2,0084 1,8419 1,7241 1,6332 1,5396 1,4133 1,2386 1,0263 0,8058 0,6040 0,4347 0,3025 0,2105 0,1631 0,1632 0,2032 0,2657 0,3398 0,4274 0,5311 0,6511 0,7995 1,0015 1,2738 1,6040 1,9520 2,2704 2,5280 2,7164 2,8478 2,9443 3,0237 3,0888 3,1200 3,0791 2,9328 2,6795 2,3551 2,0091 1,6757 1,3643 1,0710 0,7972 0,5629 0,3991 0,3261 0,3416 0,4273 0,5617 0,7215 0,8808 1,0213 1,1484 1,2852 1,4434 1,6019 1,7189 1,7556 1,6885 1,5100 1,2242 0,8412 0,3766 -0,1446 -0,6938 -1,2422 -1,7528 -2,1684 -2,4201 -2,4607 -2,2950 -1,9750 -1,5620 -1,0997 -0,6182 -0,1477 0,2787 0,6273 0,8678 0,9863 0,9941 0,9179 0,7791 0,5816 0,3175 -0,0077 -0,3504 -0,6369 -0,7999 -0,8089 -0,6717 -0,4184 -0,0929 0,2511 0,5630 0,8066 0,9640 1,0392 1,0554 1,0320 0,9628 0,8261 0,6095 0,3141 -0,0540 -0,4866 -0,9664 -1,4596 -1,9247 -2,3304 -2,6607 -2,9106 -3,0879 -3,2151 -3,3215 -3,4231 -3,5102 -3,5569 -3,5451 -3,4757 -3,3601 -3,2068 -3,0152 -2,7821 -2,5119 -2,2183 -1,9151 -1,5979 -1,2427 -0,8351 -0,3934 0,0455 0,4475 0,7921 1,0765 1,3049 1,4678 1,5362 1,4864 1,3300 1,1146 0,8961 0,7133 0,5852 0,5189 0,5133 0,5629 0,6617 0,7997 0,9498 1,0709 1,1371 1,1614 1,1768 1,1914 1,1744 1,0909 0,9435 0,7796 0,6662 0,6419 0,6870 0,7489 0,7915 0,8089 0,8069 0,7867 0,7467 0,6906 0,6276 0,5650 0,5099 0,4759 0,4735 0,4932 0,5037 0,4665 0,3581 0,1853 -0,0184 -0,2089 -0,3413 -0,3815 -0,3276 -0,2143 -0,0871 0,0295 0,1403 0,2608 0,3986 0,5466 0,6841 0,7904 0,8615 0,9094 0,9455 0,9688 0,9597 0,8857 0,7292 0,5129 0,2865 0,0927 -0,0502 -0,1446 -0,2028 -0,2311 -0,2227 -0,1742 -0,1033 -0,0430 -0,0211 -0,0490 -0,1258 -0,2429 -0,3819 -0,5114 -0,5944 -0,6068 -0,5484 -0,4377 -0,3053
F3    -1,4395 -1,4992 -1,4756 -1,4210 -1,3510 -1,2444 -1,0861 -0,8937 -0,6989 -0,5187 -0,3397 -0,1215 0,1818 0,5895 1,0713 1,5545 1,9594 2,2345 2,3721 2,3972 2,3417 2,2359 2,1175 2,0295 1,9956 1,9999 1,9956 1,9290 1,7579 1,4614 1,0456 0,5459 0,0207 -0,4640 -0,8588 -1,1500 -1,3521 -1,4883 -1,5847 -1,6696 -1,7517 -1,8019 -1,7727 -1,6373 -1,4118 -1,1548 -0,9462 -0,8472 -0,8691 -0,9868 -1,1824 -1,4606 -1,8062 -2,1422 -2,3615 -2,4067 -2,3000 -2,1003 -1,8570 -1,6017 -1,3580 -1,1401 -0,9422 -0,7331 -0,4730 -0,1537 0,1874 0,5034 0,7721 0,9943 1,1815 1,3503 1,5236 1,7261 1,9719 2,2532 2,5331 2,7552 2,8746 2,8778 2,7694 2,5559 2,2499 1,8772 1,4688 1,0484 0,6304 0,2418 -0,0626 -0,2266 -0,2404 -0,1527 -0,0398 0,0357 0,0481 -0,0044 -0,1277 -0,3362 -0,6365 -1,0124 -1,4203 -1,8023 -2,1144 -2,3463 -2,5151 -2,6450 -2,7515 -2,8349 -2,8924 -2,9317 -2,9634 -2,9811 -2,9731 -2,9485 -2,9317 -2,9363 -2,9546 -2,9654 -2,9459 -2,8894 -2,8176 -2,7786 -2,8256 -2,9716 -3,1591 -3,2962 -3,3320 -3,2798 -3,1725 -3,0255 -2,8486 -2,6523 -2,4251 -2,1248 -1,7182 -1,2171 -0,6646 -0,0990 0,4522 0,9610 1,4039 1,7795 2,1111 2,4209 2,7100 2,9680 3,1915 3,3826 3,5382 3,6578 3,7613 3,8872 4,0680 4,3110 4,5970 4,8814 5,0945 5,1659 5,0634 4,8027 4,4270 3,9954 3,5836 3,2692 3,1107 3,1358 3,3348 3,6560 4,0187 4,3425 4,5723 4,6845 4,6773 4,5586 4,3384 4,0226 3,6082 3,0976 2,5224 1,9433 1,4297 1,0372 0,7939 0,6931 0,6937 0,7342 0,7633 0,7615 0,7384 0,7093 0,6773 0,6399 0,6022 0,5679 0,5264 0,4549 0,3369 0,1845 0,0372 -0,0788 -0,1808 -0,3068 -0,4715 -0,6562 -0,8382 -1,0193 -1,2179 -1,4338 -1,6336 -1,7713 -1,8161 -1,7642 -1,6388 -1,4907 -1,3902 -1,3948 -1,5166 -1,7218 -1,9617 -2,1984 -2,4054 -2,5577 -2,6354 -2,6281 -2,5238 -2,3078 -1,9848 -1,5863 -1,1467 -0,6936 -0,2614 0,1093 0,3853 0,5529 0,6250 0,6401 0,6458 0,6808 0,7693 0,9234 1,1378 1,3818 1,6020 1,7413 1,7628 1,6647 1,4752 1,2359 0,9896 0,7748 0,6087 0,4699 0,3151 0,1370 -0,0024 -0,0142 0,1545 0,5031 0,9852 1,5041 1,9281 2,1493 2,1445 1,9826 1,7749 1,6187 1,5679 1,6213 1,7225 1,7919 1,7752 1,6572 1,4408 1,1326 0,7570 0,3693 0,0358 -0,1982 -0,3166 -0,3223 -0,2242 -0,0244 0,2759 0,6531 1,0500 1,3911 1,6044 1,6312 1,4410 1,0625 0,5912 0,1491 -0,1608 -0,2798 -0,2055 0,0216 0,3577 0,7808 1,2708 1,7772 2,2223 2,5349 2,6767 2,6515 2,5069 2,3200 2,1607 2,0602 2,0075 1,9665 1,8972 1,7701 1,5775 1,3371 1,0811 0,8389 0,6330 0,4909 0,4536 0,5643 0,8343 1,2180 1,6284 1,9876 2,2646 2,4786 2,6849 2,9497 3,3078 3,7281 4,1253 4,4016 4,4819 4,3467 4,0562 3,7278 3,4746 3,3534 3,3523 3,4204 3,5081 3,5879 3,6501 3,6876 3,6878 3,6478 3,5923 3,5579 3,5633 3,6101 3,7048 3,8566 4,0561 4,2760 4,4942 4,7009 4,8789 4,9987 5,0386 4,9961 4,8796 4,7009 4,4688 4,1885 3,8759 3,5628 3,2749 3,0172 2,7834 2,5714 2,3934 2,2684 2,1997 2,1610 2,1056 1,9964 1,8335 1,6552 1,5127 1,4398 1,4405 1,4968 1,5752 1,6309 1,6273 1,5523 1,4058 1,1811 0,8714 0,4893 0,0777 -0,3033 -0,6053 -0,8119 -0,9318 -0,9770 -0,9569 -0,8848 -0,7720 -0,6096 -0,3654 -0,0098 0,4497 0,9595 1,4443 1,8436 2,1357 2,3410 2,4940 2,6076 2,6688 2,6554 2,5510 2,3583 2,1038 1,8219 1,5338 1,2396 0,9306 0,6051 0,2808 0,0025 -0,1704 -0,1990 -0,0902 0,1154 0,3746 0,6488 0,8985 1,0951 1,2419 1,3658 1,4815 1,5704 1,5978 1,5378 1,3808 1,1281 0,7848 0,3555 -0,1504 -0,7080 -1,2799 -1,8272 -2,3096 -2,6712 -2,8386 -2,7522 -2,4112 -1,8815 -1,2564 -0,6201 -0,0442 0,4102 0,7080 0,8472 0,8464 0,7320 0,5305 0,2587 -0,0723 -0,4440 -0,8282 -1,1906 -1,4862 -1,6624 -1,6812 -1,5347 -1,2396 -0,8301 -0,3630 0,0926 0,4802 0,7642 0,9292 0,9890 0,9865 0,9587 0,9042 0,7963 0,6141 0,3509 0,0107 -0,3870 -0,8049 -1,1967 -1,5246 -1,7703 -1,9358 -2,0424 -2,1282 -2,2380 -2,4082 -2,6506 -2,9445 -3,2438 -3,4991 -3,6747 -3,7545 -3,7369 -3,6300 -3,4541 -3,2375 -2,9985 -2,7335 -2,4131 -1,9987 -1,4787 -0,8860 -0,2779 0,2866 0,7578 1,1088 1,3358 1,4345 1,3825 1,1609 0,7938 0,3530 -0,0780 -0,4339 -0,6696 -0,7575 -0,6926 -0,4934 -0,1917 0,1720 0,5453 0,8768 1,1424 1,3517 1,5197 1,6326 1,6506 1,5522 1,3651 1,1514 0,9712 0,8488 0,7641 0,6849 0,6016 0,5203 0,4415 0,3574 0,2672 0,1906 0,1641 0,2169 0,3571 0,5747 0,8426 1,1214 1,3700 1,5496 1,6243 1,5752 1,4110 1,1680 0,9074 0,6962 0,5725 0,5314 0,5447 0,5897 0,6643 0,7770 0,9266 1,0941 1,2552 1,4069 1,5808 1,8130 2,1019 2,3952 2,6023 2,6260 2,4199 2,0285 1,5610 1,1295 0,8065 0,6119 0,5186 0,4815 0,4675 0,4581 0,4331 0,3704 0,2622 0,1195 -0,0392 -0,1894 -0,2891 -0,2822 -0,1257 0,1774 0,5738 0,9895 1,3605
F7    -0,5676 -1,0348 -1,3105 -1,3770 -1,2471 -0,9588 -0,5871 -0,2298 0,0341 0,1728 0,2088 0,2160 0,2961 0,5248 0,9015 1,3550 1,7889 2,1228 2,3226 2,3952 2,3528 2,2036 1,9755 1,7217 1,4856 1,2671 1,0270 0,7267 0,3704 0,0039 -0,3253 -0,5957 -0,8065 -0,9632 -1,0757 -1,1545 -1,1943 -1,1666 -1,0488 -0,8679 -0,7002 -0,6115 -0,6058 -0,6432 -0,6951 -0,7746 -0,9161 -1,1269 -1,3577 -1,5304 -1,5976 -1,5767 -1,5300 -1,5090 -1,5176 -1,5333 -1,5484 -1,5744 -1,6181 -1,6711 -1,7138 -1,7220 -1,6796 -1,5820 -1,4208 -1,1888 -0,9003 -0,5854 -0,2731 0,0137 0,2642 0,4753 0,6405 0,7538 0,8290 0,9042 1,0133 1,1559 1,2983 1,4013 1,4505 1,4620 1,4546 1,4273 1,3693 1,2763 1,1381 0,9388 0,6898 0,4384 0,2312 0,0857 -0,0142 -0,1102 -0,2419 -0,4177 -0,6178 -0,8204 -1,0154 -1,2033 -1,3859 -1,5547 -1,6916 -1,7810 -1,8174 -1,8080 -1,7743 -1,7479 -1,7645 -1,8573 -2,0331 -2,2531 -2,4535 -2,5904 -2,6506 -2,6387 -2,5740 -2,4846 -2,3818 -2,2494 -2,0663 -1,8331 -1,5757 -1,3234 -1,0939 -0,9017 -0,7721 -0,7289 -0,7739 -0,8923 -1,0727 -1,3017 -1,5273 -1,6469 -1,5699 -1,2915 -0,8831 -0,4284 0,0060 0,3614 0,5894 0,6822 0,6935 0,7104 0,7928 0,9442 1,1347 1,3259 1,4672 1,5074 1,4306 1,2689 1,0767 0,9073 0,8086 0,8138 0,9205 1,0864 1,2596 1,4106 1,5314 1,6188 1,6763 1,7136 1,7331 1,7226 1,6685 1,5692 1,4325 1,2701 1,0903 0,8934 0,6849 0,4888 0,3287 0,2001 0,0790 -0,0459 -0,1673 -0,2755 -0,3573 -0,3866 -0,3420 -0,2324 -0,0941 0,0308 0,1078 0,1127 0,0357 -0,1134 -0,3016 -0,4802 -0,6073 -0,6754 -0,7138 -0,7625 -0,8431 -0,9456 -1,0395 -1,0996 -1,1245 -1,1315 -1,1405 -1,1677 -1,2262 -1,3219 -1,4533 -1,6124 -1,7813 -1,9341 -2,0563 -2,1519 -2,2163 -2,2246 -2,1666 -2,0707 -1,9826 -1,9379 -1,9539 -2,0272 -2,1316 -2,2290 -2,2905 -2,2972 -2,2277 -2,0711 -1,8572 -1,6455 -1,4756 -1,3388 -1,1894 -0,9796 -0,7068 -0,4217 -0,1767 0,0155 0,1705 0,3135 0,4783 0,6949 0,9685 1,2752 1,5681 1,7828 1,8472 1,7052 1,3601 0,8962 0,4427 0,1112 -0,0448 -0,0277 0,1387 0,4321 0,8201 1,2527 1,6834 2,0840 2,4325 2,6896 2,7964 2,7121 2,4642 2,1540 1,9025 1,7921 1,8372 1,9728 2,0816 2,0682 1,9265 1,7405 1,6166 1,6001 1,6423 1,6577 1,6024 1,4847 1,3235 1,1295 0,9267 0,7685 0,7036 0,7280 0,7928 0,8572 0,9129 0,9557 0,9694 0,9473 0,9027 0,8562 0,8380 0,8908 1,0435 1,2933 1,6142 1,9641 2,2917 2,5519 2,7149 2,7668 2,7080 2,5533 2,3358 2,1004 1,8764 1,6624 1,4478 1,2375 1,0551 0,9292 0,8756 0,8844 0,9273 0,9837 1,0556 1,1552 1,2917 1,4708 1,6880 1,9054 2,0516 2,0677 1,9514 1,7518 1,5430 1,4086 1,4233 1,6123 1,9267 2,2608 2,5008 2,5893 2,5709 2,5574 2,6325 2,7930 2,9718 3,1001 3,1483 3,1310 3,0903 3,0699 3,0890 3,1354 3,1775 3,1749 3,0914 2,9293 2,7490 2,6391 2,6600 2,8036 2,9998 3,1661 3,2564 3,2731 3,2508 3,2199 3,1784 3,1062 2,9909 2,8305 2,6364 2,4392 2,2672 2,1175 1,9653 1,8046 1,6660 1,5893 1,5840 1,6117 1,6017 1,4976 1,2976 1,0547 0,8387 0,6940 0,6290 0,6335 0,6856 0,7494 0,7865 0,7736 0,7090 0,6108 0,5071 0,4219 0,3635 0,3175 0,2524 0,1367 -0,0405 -0,2571 -0,4646 -0,6070 -0,6417 -0,5559 -0,3646 -0,0990 0,1929 0,4466 0,6063 0,6587 0,6430 0,6289 0,6696 0,7723 0,9174 1,0845 1,2515 1,3970 1,5187 1,6324 1,7367 1,7818 1,6949 1,4492 1,1022 0,7629 0,5226 0,4114 0,4057 0,4715 0,6016 0,8127 1,1174 1,4930 1,8723 2,1666 2,3035 2,2555 2,0444 1,7222 1,3446 0,9511 0,5582 0,1681 -0,2142 -0,5695 -0,8699 -1,0942 -1,2341 -1,2818 -1,2252 -1,0742 -0,8827 -0,7038 -0,5240 -0,2812 0,0464 0,3989 0,6818 0,8228 0,7896 0,5989 0,3247 0,0697 -0,0990 -0,1838 -0,2400 -0,3350 -0,5090 -0,7524 -1,0167 -1,2365 -1,3381 -1,2669 -1,0321 -0,7120 -0,4078 -0,1924 -0,0788 -0,0194 0,0487 0,1498 0,2680 0,3770 0,4458 0,4267 0,2673 -0,0553 -0,5100 -1,0232 -1,5136 -1,9134 -2,1771 -2,2983 -2,3211 -2,3117 -2,3148 -2,3393 -2,3795 -2,4368 -2,5196 -2,6282 -2,7458 -2,8383 -2,8610 -2,7787 -2,5960 -2,3716 -2,1900 -2,1031 -2,1048 -2,1580 -2,2145 -2,2058 -2,0587 -1,7447 -1,3096 -0,8464 -0,4411 -0,1460 0,0160 0,0486 -0,0196 -0,1436 -0,2714 -0,3463 -0,3164 -0,1606 0,0985 0,4066 0,6977 0,9116 1,0086 0,9825 0,8632 0,6983 0,5247 0,3607 0,2243 0,1358 0,1089 0,1491 0,2425 0,3403 0,3821 0,3375 0,2162 0,0511 -0,1218 -0,2760 -0,3950 -0,4580 -0,4453 -0,3628 -0,2400 -0,0952 0,0817 0,3012 0,5387 0,7502 0,9081 1,0023 1,0365 1,0464 1,0802 1,1428 1,1922 1,1939 1,1635 1,1514 1,1878 1,2513 1,2929 1,2726 1,1831 1,0601 0,9569 0,9005 0,8862 0,8945 0,8952 0,8567 0,7696 0,6491 0,5165 0,3878 0,2658 0,1376 -0,0073 -0,1607 -0,3091 -0,4483 -0,5718 -0,6590 -0,6872 -0,6557 -0,5842 -0,4942 -0,3935 -0,2725 -0,1167 0,0760 0,2925 0,5102
