Fp1   4,3716 4,6561 4,6848 4,3912 3,8016 3,0200 2,1780 1,4030 0,8022 0,4263 0,2386 0,1375 0,0251 -0,1387 -0,3297 -0,4883 -0,5552 -0,4851 -0,2487 0,1520 0,6621 1,1747 1,5621 1,7155 1,5844 1,2062 0,7035 0,2471 -0,0033 0,0350 0,3368 0,7810 1,1824 1,3377 1,0944 0,4205 -0,5737 -1,6866 -2,7114 -3,4951 -3,9559 -4,0871 -3,9520 -3,6604 -3,3265 -3,0382 -2,8553 -2,8119 -2,8947 -3,0335 -3,1370 -3,1396 -3,0303 -2,8622 -2,7233 -2,6724 -2,6899 -2,6979 -2,6306 -2,4848 -2,3153 -2,1989 -2,1905 -2,2893 -2,4478 -2,6071 -2,7095 -2,6995 -2,5595 -2,3393 -2,1230 -1,9634 -1,8613 -1,8004 -1,7837 -1,8169 -1,8725 -1,9038 -1,8877 -1,8191 -1,6773 -1,4527 -1,2027 -1,0308 -0,9971 -1,0739 -1,1843 -1,2623 -1,2815 -1,2452 -1,1606 -1,0332 -0,8862 -0,7715 -0,7513 -0,8740 -1,1651 -1,6187 -2,1867 -2,7979 -3,3934 -3,9350 -4,3940 -4,7493 -4,9905 -5,1039 -5,0426 -4,7297 -4,1190 -3,2428 -2,1767 -0,9706 0,3592 1,7960 3,3158 4,9030 6,5490 8,2269 9,8669 11,3582 12,5788 13,4340 13,8733 13,8944 13,5535 12,9633 12,2416 11,4464 10,5748 9,6080 8,5409 7,3870 6,1755 4,9452 3,7409 2,6147 1,6309 0,8492 0,2836 -0,1162 -0,4334 -0,7328 -1,0291 -1,2860 -1,4531 -1,5148 -1,4951 -1,4167 -1,2937 -1,1649 -1,0878 -1,0831 -1,1155 -1,1287 -1,0847 -0,9773 -0,8287 -0,6769 -0,5648 -0,5340 -0,6227 -0,8633 -1,2693 -1,8248 -2,5012 -3,2808 -4,1405 -5,0145 -5,8010 -6,4160 -6,8189 -6,9865 -6,9021 -6,5844 -6,1014 -5,5381 -4,9595 -4,4040 -3,8936 -3,4417 -3,0517 -2,7139 -2,4090 -2,1227 -1,8674 -1,6867 -1,6249 -1,6817 -1,8070 -1,9390 -2,0347 -2,0754 -2,0691 -2,0477 -2,0416 -2,0520 -2,0462 -1,9749 -1,8041 -1,5459 -1,2510 -0,9749 -0,7743 -0,7079 -0,7982 -0,9913 -1,1719 -1,2300 -1,1392 -0,9832 -0,8977 -0,9795 -1,2551 -1,7104 -2,3161 -3,0307 -3,8049 -4,5957 -5,3813 -6,1528 -6,8792 -7,4980 -7,9625 -8,2808 -8,4888 -8,5979 -8,5673 -8,3033 -7,7077 -6,7630 -5,5801 -4,3740 -3,3854 -2,7799 -2,5722 -2,6324 -2,7746 -2,8486 -2,7736 -2,5270 -2,1284 -1,6220 -1,0600 -0,4931 0,0328 0,4811 0,8299 1,0779 1,2548 1,4159 1,6046 1,8238 2,0500 2,2585 2,4150 2,4678 2,3970 2,2682 2,2043 2,2853 2,4731 2,6449 2,6948 2,5931 2,3685 2,0715 1,7503 1,4434 1,1861 1,0269 1,0189 1,1683 1,3815 1,4734 1,2530 0,6354 -0,2970 -1,3160 -2,1425 -2,5727 -2,5648 -2,2396 -1,8010 -1,4334 -1,2348 -1,2114 -1,3130 -1,4715 -1,6298 -1,7588 -1,8594 -1,9532 -2,0844 -2,3154 -2,6860 -3,1737 -3,6982 -4,1463 -4,3865 -4,3038 -3,8756 -3,2230 -2,5618 -2,0924 -1,9156 -2,0126 -2,2844 -2,6178 -2,9298 -3,1709 -3,3111 -3,3347 -3,2492 -3,1011 -2,9700 -2,9145 -2,9144 -2,8807 -2,7253 -2,4184 -1,9860 -1,4609 -0,8464 -0,1287 0,6837 1,5421 2,3767 3,1226 3,7350 4,1930 4,5043 4,7102 4,8679 5,0044 5,0954 5,1002 5,0065 4,8439 4,6571 4,4752 4,3096 4,1630 4,0278 3,8853 3,7095 3,4804 3,2010 2,8988 2,6053 2,3332 2,0746 1,8200 1,5650 1,2911 0,9688 0,6045 0,2740 0,0936 0,1490 0,4446 0,9101 1,4478 1,9631 2,3513 2,4931 2,3128 1,8517 1,2580 0,6837 0,2040 -0,1757 -0,4663 -0,6567 -0,7162 -0,6286 -0,4162 -0,1310 0,1698 0,4302 0,5800 0,5349 0,2421 -0,2738 -0,9052 -1,4980 -1,8981 -1,9787 -1,6716 -1,0141 -0,1586 0,6809 1,2906 1,5049 1,2591 0,6236 -0,2265 -1,0906 -1,8093 -2,2876 -2,4833 -2,3898 -2,0454 -1,5585 -1,0954 -0,8179 -0,8212 -1,1113 -1,6126 -2,1945 -2,7170 -3,0785 -3,2399 -3,2154 -3,0460 -2,7742 -2,4270 -2,0086 -1,5143 -0,9565 -0,3843 0,1124 0,4233 0,4615 0,2054 -0,2979 -0,9604 -1,6849 -2,3858 -3,0108 -3,5468 -3,9979 -4,3629 -4,6480 -4,8917 -5,1495 -5,4406 -5,7217 -5,9162 -5,9664 -5,8619 -5,6405 -5,3764 -5,1527 -5,0246 -5,0009 -5,0422 -5,0773 -5,0365 -4,8785 -4,5971 -4,2299 -3,8647 -3,6114 -3,5501 -3,6999 -4,0105 -4,3704 -4,6475 -4,7517 -4,6660 -4,4199 -4,0503 -3,5944 -3,1085 -2,6808 -2,4218 -2,4074 -2,6036 -2,8695 -3,0592 -3,1090 -3,0495 -2,9756 -3,0029 -3,2108 -3,6020 -4,1047 -4,6194 -5,0709 -5,4109 -5,5920 -5,5782 -5,3704 -4,9872 -4,4339 -3,7014 -2,7847 -1,6965 -0,4787 0,7840 1,9775 3,0000 3,7913 4,3479 4,7208 4,9682 5,1013 5,0798 4,8524 4,4142 3,8422 3,2755 2,8383 2,5481 2,2861 1,8755 1,2070 0,3188 -0,6227 -1,4401 -2,0525 -2,4729 -2,7560 -2,9803 -3,2584 -3,7192 -4,4438 -5,3932 -6,3825 -7,1304 -7,3712 -6,9869 -6,0865 -4,9554 -3,8979 -3,1133 -2,6849 -2,6183 -2,8593 -3,3024 -3,8277 -4,3548 -4,8665 -5,3914 -5,9683 -6,6264 -7,3826 -8,2201 -9,0729 -9,8709 -10,6073 -11,3480 -12,1772 -13,1398 -14,2130 -15,2978 -16,2273 -16,8187 -16,9694 -16,7135 -16,1614 -15,4035 -14,5072 -13,5365 -12,4973 -11,3228 -9,9713 -8,4829 -6,9502 -5,4995 -4,2864 -3,4587 -3,1043 -3,2031 -3,6249 -4,2195 -4,9091 -5,6615 -6,4155 -7,0999 -7,7150 -8,3427 -9,0580 -9,8631 -10,7319 -11,6726 -12,6888 -13,7150 -14,6346 -15,3369 -15,7479 -15,8455 -15,6649 -15,2822 -14,7882 -14,2574 -13,7082 -13,1010 -12,4102 -11,7003 -11,0974 -10,6958 -10,5235 -10,5640 -10,7415 -10,8979 -10,8353 -10,4046 -9,5891 -8,5347
Fz    2,1991 2,3590 2,3957 2,2768 2,0195 1,6812 1,3333 1,0456 0,8706 0,8171 0,8379 0,8552 0,8081 0,6878 0,5383 0,4227 0,3851 0,4440 0,6053 0,8645 1,1950 1,5396 1,8176 1,9461 1,8710 1,5963 1,1917 0,7700 0,4439 0,2839 0,2972 0,4269 0,5641 0,5756 0,3543 -0,1322 -0,8247 -1,6048 -2,3452 -2,9427 -3,3315 -3,4942 -3,4654 -3,3117 -3,1031 -2,8990 -2,7479 -2,6809 -2,6939 -2,7427 -2,7654 -2,7176 -2,5981 -2,4515 -2,3425 -2,3109 -2,3391 -2,3651 -2,3326 -2,2266 -2,0706 -1,9081 -1,7851 -1,7302 -1,7438 -1,8041 -1,8738 -1,9107 -1,8917 -1,8260 -1,7356 -1,6320 -1,5150 -1,3857 -1,2547 -1,1334 -1,0242 -0,9266 -0,8465 -0,7848 -0,7245 -0,6500 -0,5774 -0,5488 -0,5924 -0,6955 -0,8142 -0,9004 -0,9246 -0,8823 -0,7857 -0,6563 -0,5279 -0,4440 -0,4421 -0,5409 -0,7409 -1,0245 -1,3503 -1,6687 -1,9495 -2,1879 -2,3919 -2,5723 -2,7347 -2,8659 -2,9222 -2,8461 -2,6059 -2,2137 -1,6986 -1,0745 -0,3446 0,4766 1,3622 2,2886 3,2431 4,2144 5,1720 6,0560 6,7908 7,3127 7,5873 7,6102 7,4082 7,0379 6,5617 6,0192 5,4333 4,8262 4,2138 3,5965 2,9661 2,3159 1,6443 0,9625 0,3039 -0,2859 -0,7817 -1,1969 -1,5681 -1,9244 -2,2704 -2,5859 -2,8408 -3,0173 -3,1095 -3,1077 -3,0092 -2,8461 -2,6759 -2,5359 -2,4224 -2,3141 -2,2015 -2,0981 -2,0288 -2,0087 -2,0320 -2,0828 -2,1558 -2,2636 -2,4268 -2,6627 -2,9845 -3,4029 -3,9137 -4,4779 -5,0252 -5,4872 -5,8199 -5,9972 -6,0034 -5,8481 -5,5752 -5,2465 -4,9128 -4,5983 -4,3053 -4,0318 -3,7831 -3,5682 -3,3879 -3,2333 -3,1000 -2,9985 -2,9422 -2,9258 -2,9267 -2,9260 -2,9157 -2,8917 -2,8593 -2,8384 -2,8527 -2,9120 -3,0063 -3,1072 -3,1783 -3,1968 -3,1619 -3,0868 -2,9995 -2,9424 -2,9483 -3,0098 -3,0782 -3,0980 -3,0520 -2,9795 -2,9517 -3,0296 -3,2456 -3,6099 -4,1131 -4,7239 -5,3983 -6,0940 -6,7770 -7,4166 -7,9763 -8,4192 -8,7326 -8,9407 -9,0845 -9,1856 -9,2211 -9,1244 -8,8235 -8,2950 -7,5961 -6,8588 -6,2425 -5,8585 -5,7164 -5,7322 -5,7881 -5,7916 -5,6950 -5,4893 -5,1940 -4,8509 -4,5126 -4,2245 -4,0094 -3,8642 -3,7710 -3,7044 -3,6267 -3,4955 -3,2931 -3,0402 -2,7732 -2,5208 -2,3117 -2,1826 -2,1495 -2,1700 -2,1568 -2,0411 -1,8275 -1,5813 -1,3683 -1,2196 -1,1411 -1,1306 -1,1792 -1,2671 -1,3640 -1,4324 -1,4368 -1,3723 -1,2937 -1,3066 -1,5177 -1,9738 -2,6265 -3,3423 -3,9575 -4,3504 -4,4900 -4,4373 -4,3055 -4,2025 -4,1935 -4,2951 -4,4870 -4,7303 -4,9899 -5,2479 -5,4999 -5,7447 -5,9860 -6,2364 -6,5039 -6,7774 -7,0284 -7,2118 -7,2620 -7,1160 -6,7682 -6,3036 -5,8637 -5,5754 -5,4973 -5,6084 -5,8362 -6,0995 -6,3379 -6,5145 -6,6071 -6,6082 -6,5326 -6,4218 -6,3281 -6,2758 -6,2324 -6,1282 -5,9053 -5,5524 -5,0981 -4,5795 -4,0180 -3,4236 -2,8165 -2,2359 -1,7243 -1,3009 -0,9522 -0,6469 -0,3573 -0,0680 0,2223 0,4918 0,6963 0,7934 0,7695 0,6468 0,4691 0,2818 0,1205 0,0003 -0,0883 -0,1713 -0,2806 -0,4452 -0,6780 -0,9675 -1,2828 -1,5895 -1,8625 -2,0874 -2,2669 -2,4347 -2,6410 -2,9064 -3,1909 -3,4134 -3,5043 -3,4459 -3,2743 -3,0492 -2,8298 -2,6770 -2,6550 -2,8002 -3,0798 -3,3977 -3,6562 -3,8115 -3,8748 -3,8748 -3,8249 -3,7218 -3,5670 -3,3786 -3,1828 -3,0002 -2,8496 -2,7619 -2,7809 -2,9368 -3,2181 -3,5665 -3,8953 -4,1165 -4,1552 -3,9643 -3,5500 -2,9858 -2,3963 -1,9240 -1,6894 -1,7516 -2,0885 -2,6130 -3,2104 -3,7693 -4,2016 -4,4526 -4,5065 -4,3921 -4,1869 -3,9986 -3,9244 -4,0183 -4,2777 -4,6422 -5,0046 -5,2537 -5,3275 -5,2330 -5,0248 -4,7682 -4,5104 -4,2675 -4,0245 -3,7520 -3,4310 -3,0687 -2,7003 -2,3785 -2,1605 -2,0985 -2,2329 -2,5781 -3,1048 -3,7381 -4,3849 -4,9652 -5,4289 -5,7615 -5,9879 -6,1655 -6,3550 -6,5809 -6,8165 -7,0083 -7,1150 -7,1280 -7,0685 -6,9779 -6,9041 -6,8842 -6,9269 -7,0027 -7,0526 -7,0194 -6,8758 -6,6309 -6,3200 -5,9973 -5,7273 -5,5684 -5,5536 -5,6752 -5,8820 -6,0963 -6,2464 -6,2912 -6,2222 -6,0494 -5,7929 -5,4837 -5,1667 -4,8975 -4,7180 -4,6237 -4,5609 -4,4649 -4,3064 -4,1128 -3,9585 -3,9318 -4,0936 -4,4520 -4,9573 -5,5255 -6,0764 -6,5513 -6,9010 -7,0851 -7,0849 -6,9019 -6,5490 -6,0474 -5,4253 -4,7130 -3,9459 -3,1726 -2,4582 -1,8681 -1,4414 -1,1698 -1,0019 -0,8784 -0,7722 -0,7021 -0,7127 -0,8380 -1,0711 -1,3623 -1,6530 -1,9313 -2,2550 -2,7080 -3,3269 -4,0603 -4,7893 -5,3992 -5,8408 -6,1257 -6,2893 -6,3744 -6,4369 -6,5427 -6,7382 -7,0126 -7,2848 -7,4304 -7,3297 -6,9236 -6,2568 -5,4724 -4,7466 -4,2194 -3,9637 -3,9858 -4,2404 -4,6553 -5,1576 -5,6966 -6,2528 -6,8309 -7,4420 -8,0930 -8,7895 -9,5283 -10,2809 -11,0019 -11,6603 -12,2622 -12,8437 -13,4408 -14,0578 -14,6524 -15,1408 -15,4274 -15,4527 -15,2241 -14,7888 -14,1844 -13,4405 -12,6024 -11,7098 -10,7764 -9,8136 -8,8445 -7,8942 -6,9987 -6,2239 -5,6536 -5,3486 -5,3097 -5,4784 -5,7813 -6,1692 -6,6137 -7,0856 -7,5584 -8,0298 -8,5280 -9,0847 -9,7068 -10,3909 -11,1448 -11,9622 -12,7888 -13,5456 -14,1657 -14,6041 -14,8390 -14,8813 -14,7696 -14,5541 -14,2812 -13,9705 -13,6056 -13,1677 -12,6848 -12,2267 -11,8482 -11,5563 -11,3281 -11,1276 -10,8988 -10,5662 -10,0634 -9,3806 -8,5887
F3    2,7910 2,8230 2,7076 2,4355 2,0503 1,6223 1,2090 0,8535 0,5911 0,4262 0,3172 0,2004 0,0311 -0,1880 -0,4037 -0,5428 -0,5570 -0,4400 -0,2133 0,0908 0,4303 0,7531 1,0046 1,1399 1,1402 1,0291 0,8719 0,7551 0,7479 0,8628 1,0465 1,2009 1,2163 1,0036 0,5229 -0,1964 -1,0534 -1,9076 -2,6257 -3,1094 -3,3075 -3,2293 -2,9435 -2,5453 -2,1167 -1,7167 -1,3953 -1,1908 -1,1042 -1,0873 -1,0684 -0,9884 -0,8324 -0,6494 -0,5334 -0,5584 -0,7177 -0,9286 -1,0958 -1,1652 -1,1324 -1,0359 -0,9396 -0,8946 -0,9100 -0,9562 -0,9819 -0,9381 -0,8081 -0,6209 -0,4273 -0,2646 -0,1399 -0,0406 0,0437 0,1102 0,1461 0,1312 0,0436 -0,1165 -0,3065 -0,4621 -0,5478 -0,5750 -0,5741 -0,5598 -0,5240 -0,4525 -0,3434 -0,2098 -0,0660 0,0797 0,2156 0,3183 0,3564 0,2999 0,1299 -0,1458 -0,4808 -0,8123 -1,0958 -1,3147 -1,4692 -1,5672 -1,6134 -1,5935 -1,4692 -1,2009 -0,7813 -0,2388 0,3975 1,1235 1,9409 2,8273 3,7421 4,6554 5,5635 6,4744 7,3738 8,2038 8,8805 9,3342 9,5262 9,4427 9,1040 8,5743 7,9368 7,2577 6,5827 5,9420 5,3425 4,7708 4,2120 3,6566 3,0982 2,5455 2,0380 1,6256 1,3213 1,0852 0,8575 0,6028 0,3300 0,0830 -0,0879 -0,1528 -0,1019 0,0675 0,3383 0,6488 0,9082 1,0489 1,0612 0,9824 0,8649 0,7505 0,6636 0,6145 0,6013 0,6052 0,5907 0,5181 0,3612 0,1179 -0,1972 -0,5724 -1,0042 -1,4783 -1,9569 -2,3935 -2,7492 -2,9922 -3,0995 -3,0717 -2,9404 -2,7521 -2,5437 -2,3334 -2,1268 -1,9270 -1,7401 -1,5734 -1,4286 -1,3024 -1,1998 -1,1468 -1,1767 -1,2980 -1,4860 -1,7028 -1,9139 -2,0951 -2,2421 -2,3702 -2,4925 -2,6032 -2,6798 -2,6963 -2,6327 -2,4893 -2,2937 -2,0931 -1,9418 -1,8859 -1,9377 -2,0626 -2,1928 -2,2608 -2,2383 -2,1560 -2,0811 -2,0738 -2,1674 -2,3771 -2,7045 -3,1335 -3,6328 -4,1622 -4,6804 -5,1474 -5,5241 -5,7827 -5,9289 -6,0069 -6,0683 -6,1325 -6,1724 -6,1244 -5,9232 -5,5404 -5,0036 -4,4003 -3,8579 -3,4855 -3,3085 -3,2575 -3,2230 -3,1232 -2,9275 -2,6415 -2,2927 -1,9268 -1,5967 -1,3398 -1,1660 -1,0625 -1,0072 -0,9773 -0,9466 -0,8912 -0,8111 -0,7318 -0,6753 -0,6425 -0,6367 -0,6865 -0,8153 -0,9905 -1,1261 -1,1441 -1,0293 -0,8224 -0,5730 -0,3188 -0,0940 0,0684 0,1426 0,1160 -0,0032 -0,1751 -0,3354 -0,4400 -0,5107 -0,6258 -0,8607 -1,2387 -1,7168 -2,2004 -2,5798 -2,7769 -2,7778 -2,6361 -2,4468 -2,3020 -2,2601 -2,3438 -2,5448 -2,8269 -3,1436 -3,4605 -3,7578 -4,0159 -4,2186 -4,3709 -4,4989 -4,6281 -4,7640 -4,8764 -4,8965 -4,7532 -4,4356 -4,0201 -3,6354 -3,4008 -3,3824 -3,5776 -3,9267 -4,3427 -4,7443 -5,0761 -5,3103 -5,4403 -5,4782 -5,4562 -5,4172 -5,3842 -5,3326 -5,2021 -4,9414 -4,5434 -4,0414 -3,4756 -2,8693 -2,2327 -1,5897 -0,9934 -0,5050 -0,1516 0,0854 0,2435 0,3529 0,4386 0,5223 0,6036 0,6535 0,6378 0,5467 0,4022 0,2414 0,0937 -0,0245 -0,1095 -0,1698 -0,2245 -0,3054 -0,4501 -0,6793 -0,9780 -1,2979 -1,5840 -1,8033 -1,9498 -2,0446 -2,1429 -2,3156 -2,5920 -2,9174 -3,1804 -3,2865 -3,2084 -2,9804 -2,6617 -2,3166 -2,0263 -1,8887 -1,9711 -2,2534 -2,6308 -2,9780 -3,2136 -3,3192 -3,3240 -3,2739 -3,2051 -3,1383 -3,0883 -3,0696 -3,0896 -3,1447 -3,2341 -3,3747 -3,5911 -3,8839 -4,2095 -4,4881 -4,6345 -4,5819 -4,2953 -3,7905 -3,1414 -2,4637 -1,8953 -1,5661 -1,5460 -1,8055 -2,2365 -2,7118 -3,1303 -3,4305 -3,5871 -3,6002 -3,4910 -3,3052 -3,1098 -2,9781 -2,9720 -3,1215 -3,4003 -3,7185 -3,9609 -4,0490 -3,9721 -3,7719 -3,5105 -3,2439 -3,0019 -2,7797 -2,5527 -2,2961 -1,9984 -1,6775 -1,3929 -1,2326 -1,2775 -1,5623 -2,0635 -2,7149 -3,4284 -4,1100 -4,6832 -5,1131 -5,4083 -5,6028 -5,7449 -5,8823 -6,0312 -6,1621 -6,2263 -6,1923 -6,0585 -5,8555 -5,6384 -5,4619 -5,3605 -5,3488 -5,4181 -5,5274 -5,6159 -5,6327 -5,5526 -5,3729 -5,1112 -4,8105 -4,5344 -4,3575 -4,3456 -4,5187 -4,8258 -5,1595 -5,3996 -5,4612 -5,3227 -5,0249 -4,6437 -4,2605 -3,9522 -3,7725 -3,7130 -3,7038 -3,6734 -3,6034 -3,5257 -3,4906 -3,5404 -3,6976 -3,9588 -4,2939 -4,6641 -5,0439 -5,4083 -5,6981 -5,8361 -5,7775 -5,5211 -5,0837 -4,4849 -3,7569 -2,9538 -2,1434 -1,3957 -0,7754 -0,3266 -0,0601 0,0496 0,0526 0,0004 -0,0678 -0,1382 -0,2352 -0,3983 -0,6272 -0,8589 -1,0155 -1,0851 -1,1556 -1,3575 -1,7664 -2,3428 -2,9579 -3,4909 -3,8987 -4,1928 -4,3932 -4,5327 -4,6836 -4,9462 -5,3901 -5,9914 -6,6170 -7,0634 -7,1411 -6,7735 -6,0476 -5,1683 -4,3565 -3,7723 -3,4965 -3,5399 -3,8508 -4,3270 -4,8497 -5,3300 -5,7386 -6,1030 -6,4887 -6,9774 -7,6350 -8,4522 -9,3119 -10,0619 -10,6366 -11,0935 -11,5429 -12,0592 -12,6443 -13,2329 -13,7159 -13,9813 -13,9701 -13,7037 -13,2432 -12,6416 -11,9585 -11,2720 -10,6157 -9,9470 -9,2148 -8,4172 -7,5897 -6,7912 -6,1002 -5,5892 -5,2870 -5,1576 -5,1221 -5,1252 -5,1908 -5,3971 -5,7868 -6,3161 -6,9171 -7,5776 -8,3150 -9,1041 -9,8896 -10,6477 -11,3790 -12,0613 -12,6565 -13,1398 -13,4937 -13,6922 -13,7078 -13,5343 -13,2008 -12,7563 -12,2265 -11,6035 -10,8971 -10,1840 -9,5743 -9,1327 -8,8647 -8,7627 -8,8002 -8,8803 -8,8480 -8,5722 -8,0279 -7,3219
F7    2,0897 1,9566 1,7626 1,4988 1,1934 0,8926 0,6243 0,4027 0,2389 0,1192 -0,0070 -0,2025 -0,5003 -0,8735 -1,2363 -1,4873 -1,5681 -1,4820 -1,2660 -0,9663 -0,6271 -0,2799 0,0615 0,3886 0,6866 0,9403 1,1495 1,3300 1,4955 1,6341 1,7069 1,6727 1,5117 1,2267 0,8300 0,3401 -0,2048 -0,7404 -1,1937 -1,5078 -1,6603 -1,6701 -1,5865 -1,4563 -1,2941 -1,0999 -0,8991 -0,7402 -0,6420 -0,5614 -0,4266 -0,1952 0,1159 0,4422 0,7068 0,8609 0,9046 0,8757 0,8162 0,7521 0,6950 0,6347 0,5352 0,3655 0,1375 -0,0849 -0,2113 -0,1754 0,0185 0,3023 0,5998 0,8714 1,1165 1,3516 1,5853 1,7992 1,9422 1,9461 1,7605 1,3881 0,8940 0,3805 -0,0567 -0,3634 -0,5349 -0,5991 -0,5940 -0,5476 -0,4726 -0,3761 -0,2593 -0,1146 0,0566 0,2274 0,3572 0,4161 0,3894 0,2752 0,0873 -0,1507 -0,4141 -0,6811 -0,9362 -1,1721 -1,3803 -1,5319 -1,5641 -1,4026 -1,0033 -0,3699 0,4597 1,4336 2,4910 3,5604 4,5740 5,4913 6,3102 7,0546 7,7408 8,3488 8,8327 9,1522 9,2778 9,1794 8,8443 8,3074 7,6467 6,9531 6,3078 5,7611 5,3161 4,9521 4,6609 4,4471 4,2996 4,1941 4,1211 4,0826 4,0535 3,9708 3,7767 3,4650 3,0766 2,6660 2,2832 1,9732 1,7799 1,7398 1,8537 2,0634 2,2730 2,4073 2,4574 2,4761 2,5268 2,6256 2,7310 2,7830 2,7450 2,6121 2,3911 2,0889 1,7189 1,3106 0,9059 0,5353 0,2007 -0,1082 -0,3941 -0,6584 -0,9020 -1,1056 -1,2338 -1,2735 -1,2581 -1,2403 -1,2423 -1,2424 -1,2089 -1,1345 -1,0377 -0,9439 -0,8685 -0,8108 -0,7606 -0,7145 -0,6755 -0,6417 -0,6161 -0,6249 -0,7052 -0,8819 -1,1651 -1,5498 -2,0002 -2,4467 -2,8120 -3,0458 -3,1399 -3,1296 -3,0803 -3,0584 -3,1046 -3,2275 -3,4133 -3,6358 -3,8584 -4,0324 -4,1182 -4,1188 -4,0782 -4,0436 -4,0439 -4,0961 -4,2096 -4,3891 -4,6350 -4,9350 -5,2489 -5,5130 -5,6669 -5,6832 -5,5792 -5,4065 -5,2244 -5,0720 -4,9577 -4,8644 -4,7588 -4,5947 -4,3350 -3,9935 -3,6441 -3,3662 -3,1789 -3,0375 -2,8849 -2,6965 -2,4814 -2,2569 -2,0363 -1,8397 -1,7001 -1,6428 -1,6555 -1,6852 -1,6770 -1,6096 -1,4838 -1,3072 -1,1093 -0,9483 -0,8799 -0,9268 -1,0881 -1,3665 -1,7569 -2,2050 -2,6050 -2,8603 -2,9388 -2,8654 -2,6861 -2,4583 -2,2515 -2,1309 -2,1331 -2,2533 -2,4543 -2,6862 -2,9031 -3,0858 -3,2595 -3,4717 -3,7514 -4,0904 -4,4482 -4,7635 -4,9733 -5,0368 -4,9477 -4,7368 -4,4613 -4,1824 -3,9499 -3,8037 -3,7689 -3,8466 -4,0198 -4,2639 -4,5423 -4,7998 -4,9798 -5,0577 -5,0494 -4,9907 -4,9145 -4,8263 -4,6905 -4,4644 -4,1579 -3,8443 -3,6163 -3,5420 -3,6453 -3,9000 -4,2417 -4,5944 -4,8973 -5,1164 -5,2431 -5,2952 -5,3107 -5,3291 -5,3707 -5,4224 -5,4415 -5,3831 -5,2311 -5,0125 -4,7776 -4,5595 -4,3469 -4,0985 -3,7845 -3,4110 -3,0053 -2,5882 -2,1761 -1,8051 -1,5337 -1,4127 -1,4606 -1,6643 -1,9890 -2,3847 -2,7919 -3,1530 -3,4275 -3,6027 -3,6890 -3,7048 -3,6605 -3,5597 -3,4225 -3,2960 -3,2346 -3,2634 -3,3589 -3,4700 -3,5516 -3,5799 -3,5658 -3,5702 -3,6756 -3,9167 -4,2374 -4,5240 -4,6792 -4,6720 -4,5307 -4,3063 -4,0576 -3,8589 -3,7922 -3,9036 -4,1678 -4,5024 -4,8148 -5,0396 -5,1548 -5,1824 -5,1734 -5,1841 -5,2542 -5,3926 -5,5813 -5,7884 -5,9729 -6,0916 -6,1222 -6,0799 -6,0084 -5,9472 -5,9029 -5,8454 -5,7232 -5,4893 -5,1348 -4,7051 -4,2840 -3,9664 -3,8288 -3,8918 -4,0983 -4,3399 -4,5125 -4,5563 -4,4672 -4,2847 -4,0653 -3,8610 -3,7053 -3,6088 -3,5766 -3,6337 -3,8160 -4,1190 -4,4604 -4,7173 -4,8068 -4,7215 -4,5059 -4,2279 -3,9647 -3,7802 -3,6997 -3,7112 -3,7785 -3,8401 -3,8201 -3,6655 -3,3920 -3,1060 -2,9681 -3,1081 -3,5590 -4,2479 -5,0311 -5,7578 -6,3311 -6,7217 -6,9410 -7,0148 -6,9704 -6,8304 -6,6143 -6,3418 -6,0363 -5,7214 -5,4142 -5,1274 -4,8771 -4,6900 -4,5980 -4,6093 -4,6832 -4,7541 -4,7882 -4,8019 -4,8209 -4,8432 -4,8497 -4,8296 -4,7933 -4,7706 -4,7918 -4,8645 -4,9623 -5,0360 -5,0487 -5,0055 -4,9436 -4,8896 -4,8280 -4,7109 -4,5042 -4,2314 -3,9664 -3,7778 -3,6969 -3,7363 -3,9104 -4,2343 -4,7022 -5,2693 -5,8607 -6,4043 -6,8591 -7,2084 -7,4170 -7,4074 -7,0995 -6,4842 -5,6527 -4,7497 -3,9007 -3,1769 -2,6012 -2,1721 -1,9001 -1,8088 -1,8795 -2,0141 -2,0814 -1,9966 -1,7647 -1,4678 -1,2194 -1,1172 -1,2098 -1,4709 -1,8030 -2,0980 -2,3048 -2,4361 -2,5278 -2,6168 -2,7437 -2,9482 -3,2550 -3,6649 -4,1514 -4,6649 -5,1459 -5,5522 -5,8757 -6,1212 -6,2786 -6,3207 -6,2219 -5,9813 -5,6347 -5,2514 -4,9213 -4,7259 -4,6956 -4,8008 -5,0001 -5,2882 -5,6839 -6,1872 -6,7701 -7,3993 -8,0404 -8,6552 -9,2301 -9,7906 -10,3608 -10,9202 -11,4090 -11,7745 -12,0225 -12,2136 -12,4035 -12,5977 -12,7662 -12,8765 -12,8998 -12,8049 -12,5661 -12,1719 -11,6218 -10,9380 -10,1916 -9,4971 -8,9561 -8,6044 -8,4102 -8,3121 -8,2642 -8,2570 -8,2965 -8,3791 -8,4968 -8,6344 -8,7431 -8,7749 -8,7494 -8,7305 -8,7422 -8,7654 -8,8084 -8,9308 -9,1860 -9,5683 -10,0135 -10,4322 -10,7535 -10,9430 -10,9797 -10,8433 -10,5541 -10,1891 -9,8306 -9,5127 -9,2333 -8,9985 -8,8258 -8,7186 -8,6575 -8,5888 -8,4230 -8,0959 -7,6374 -7,1505 -6,7268 -6,3984 -6,1576 -5,9851
