Fp1   1,2279 0,9340 0,7062 0,6066 0,6538 0,8245 1,0710 1,3407 1,5850 1,7607 1,8440 1,8456 1,8036 1,7594 1,7363 1,7310 1,7167 1,6625 1,5590 1,4238 1,2828 1,1511 1,0247 0,8820 0,6989 0,4683 0,1932 -0,1304 -0,5024 -0,8957 -1,2664 -1,5898 -1,8755 -2,1495 -2,4219 -2,6640 -2,8135 -2,8138 -2,6498 -2,3458 -1,9413 -1,4841 -1,0307 -0,6426 -0,3807 -0,2925 -0,3960 -0,6718 -1,0613 -1,4738 -1,8113 -1,9976 -1,9928 -1,7984 -1,4575 -1,0406 -0,6264 -0,2858 -0,0627 0,0411 0,0570 0,0262 -0,0234 -0,0948 -0,2149 -0,4029 -0,6434 -0,8956 -1,1266 -1,3258 -1,4916 -1,6190 -1,6967 -1,7084 -1,6383 -1,4810 -1,2488 -0,9683 -0,6698 -0,3858 -0,1547 -0,0034 0,0804 0,1443 0,2354 0,3755 0,5625 0,7819 1,0154 1,2552 1,5155 1,8235 2,1862 2,5660 2,8913 3,0921 3,1312 3,0058 2,7360 2,3680 1,9626 1,5584 1,1600 0,7676 0,4040 0,1072 -0,1005 -0,2360 -0,3395 -0,4348 -0,5140 -0,5611 -0,5753 -0,5705 -0,5610 -0,5511 -0,5385 -0,5289 -0,5407 -0,5958 -0,7065 -0,8698 -1,0756 -1,3217 -1,6127 -1,9390 -2,2521 -2,4783 -2,5669 -2,5132 -2,3426 -2,0947 -1,8211 -1,5731 -1,3872 -1,2857 -1,2660 -1,2844 -1,2683 -1,1585 -0,9393 -0,6398 -0,3150 -0,0235 0,1932 0,3242 0,3850 0,3960 0,3747 0,3495 0,3661 0,4780 0,7359 1,1707 1,7766 2,5097 3,3052 4,0986 4,8400 5,4869 6,0024 6,3841 6,6820 6,9681 7,2927 7,6718 8,0965 8,5362 8,9395 9,2570 9,4774 9,6340 9,7778 9,9432 10,1363 10,3490 10,5664 10,7550 10,8660 10,8661 10,7541 10,5480 10,2696 9,9454 9,6150 9,3228 9,0974 8,9366 8,8122 8,6821 8,5052 8,2569 7,9233 7,4848 6,9281 6,2784 5,6007 4,9673 4,4290 4,0068 3,6963 3,4757 3,3120 3,1662 2,9928 2,7341 2,3285 1,7472 1,0251 0,2562 -0,4462 -0,9947 -1,3549 -1,5416 -1,5980 -1,5756 -1,5209 -1,4725 -1,4720 -1,5629 -1,7626 -2,0430 -2,3494 -2,6301 -2,8529 -3,0020 -3,0619 -3,0090 -2,8230 -2,5039 -2,0732 -1,5673 -1,0443 -0,5925 -0,3046 -0,2257 -0,3217 -0,4980 -0,6494 -0,6962 -0,5990 -0,3627 -0,0214 0,3930 0,8636 1,3824 1,9490 2,5669 3,2248 3,8792 4,4658 4,9353 5,2799 5,5305 5,7337 5,9161 6,0653 6,1459 6,1276 5,9988 5,7697 5,4641 5,1081 4,7265 4,3407 3,9624 3,5879 3,2024 2,7928 2,3515 1,8719 1,3563 0,8339 0,3553 -0,0338 -0,3117 -0,4795 -0,5516 -0,5476 -0,4936 -0,4320 -0,4250 -0,5358 -0,7945 -1,1801 -1,6371 -2,1040 -2,5364 -2,9221 -3,2779 -3,6198 -3,9356 -4,1982 -4,3981 -4,5423 -4,6318 -4,6662 -4,6631 -4,6498 -4,6432 -4,6470 -4,6595 -4,6756 -4,6812 -4,6490 -4,5514 -4,3809 -4,1562 -3,9132 -3,6827 -3,4698 -3,2588 -3,0338 -2,7879 -2,5235 -2,2535 -2,0005 -1,7863 -1,6150 -1,4681 -1,3224 -1,1686 -1,0018 -0,7961 -0,5044 -0,0944 0,4227 1,0030 1,6009 2,1860 2,7415 3,2587 3,7349 4,1656 4,5358 4,8239 5,0181 5,1286 5,1882 5,2495 5,3713 5,5877 5,8913 6,2495 6,6228 6,9674 7,2459 7,4470 7,5842 7,6731 7,7121 7,6847 7,5825 7,4275 7,2744 7,1799 7,1654 7,2135 7,2953 7,3904 7,4831 7,5483 7,5471 7,4465 7,2413 6,9521 6,6069 6,2271 5,8222 5,4009 4,9845 4,5998 4,2590 3,9585 3,6967 3,4903 3,3640 3,3124 3,2819 3,1991 3,0126 2,7067 2,2972 1,8245 1,3372 0,8694 0,4374 0,0488 -0,2976 -0,6195 -0,9342 -1,2264 -1,4515 -1,5753 -1,5996 -1,5521 -1,4635 -1,3628 -1,2801 -1,2292 -1,1879 -1,1086 -0,9444 -0,6606 -0,2339 0,3430 1,0478 1,8190 2,5675 3,2102 3,6961 4,0065 4,1386 4,0908 3,8646 3,4812 2,9966 2,5006 2,0968 1,8653 1,8345 1,9853 2,2678 2,6119 2,9414 3,1999 3,3780 3,5130 3,6541 3,8245 4,0116 4,1808 4,2978 4,3469 4,3370 4,2993 4,2830 4,3345 4,4603 4,6080 4,6905 4,6396 4,4464 4,1611 3,8593 3,5971 3,3874 3,2080 3,0198 2,7848 2,4838 2,1328 1,7810 1,4863 1,2897 1,2101 1,2512 1,4053 1,6502 1,9478 2,2438 2,4717 2,5673 2,4953 2,2645 1,9187 1,5162 1,1069 0,7133 0,3337 -0,0309 -0,3644 -0,6471 -0,8675 -1,0171 -1,0842 -1,0663 -0,9860 -0,8825 -0,7803 -0,6687 -0,5127 -0,2813 0,0255 0,3676 0,6887 0,9426 1,0887 1,0924 0,9576 0,7462 0,5403 0,3854 0,2684 0,1355 -0,0692 -0,3649 -0,7302 -1,1288 -1,5212 -1,8590 -2,0918 -2,1827 -2,1135 -1,8794 -1,4932 -0,9992 -0,4711 0,0118 0,3910 0,6509 0,8219 0,9620 1,1270 1,3470 1,6216 1,9382 2,2889 2,6644 3,0404 3,3803 3,6480 3,8188 3,8982 3,9420 4,0441 4,2858 4,6890 5,2096 5,7696 6,2972 6,7380 7,0441 7,1768 7,1302 6,9418 6,6647 6,3360 5,9743 5,5911 5,1995 4,8323 4,5537 4,4403 4,5389 4,8303 5,2185 5,5603 5,7301 5,6805 5,4419 5,0675 4,5965 4,0623 3,5037 2,9558 2,4454 1,9973 1,6297 1,3364 1,0891 0,8552 0,6068 0,3278 0,0217 -0,2943 -0,6082 -0,9175 -1,2090 -1,4411 -1,5529 -1,4923 -1,2465 -0,8525 -0,3839 0,0756 0,4647 0,7725 1,0306 1,2575 1,4161 1,4312 1,2433 0,8494 0,3087 -0,2854 -0,8343 -1,2506 -1,4756 -1,4972 -1,3487 -1,0882 -0,7734 -0,4408 -0,1123 0,1776 0,3805 0,4628 0,4265 0,3099
Fz    -1,2362 -1,0572 -0,8272 -0,5066 -0,0919 0,3896 0,9019 1,4112 1,8857 2,2962 2,6234 2,8581 2,9903 3,0072 2,9016 2,6820 2,3737 2,0097 1,6220 1,2385 0,8817 0,5640 0,2812 0,0106 -0,2762 -0,5937 -0,9380 -1,2984 -1,6623 -2,0109 -2,3206 -2,5679 -2,7302 -2,7861 -2,7179 -2,5197 -2,2031 -1,7968 -1,3394 -0,8685 -0,4151 -0,0110 0,3057 0,4947 0,5251 0,3890 0,1110 -0,2592 -0,6645 -1,0557 -1,3963 -1,6600 -1,8298 -1,9000 -1,8803 -1,7955 -1,6812 -1,5774 -1,5211 -1,5394 -1,6410 -1,8112 -2,0210 -2,2532 -2,5168 -2,8330 -3,2086 -3,6272 -4,0614 -4,4836 -4,8635 -5,1644 -5,3498 -5,3980 -5,3153 -5,1357 -4,9075 -4,6762 -4,4739 -4,3178 -4,2143 -4,1577 -4,1220 -4,0662 -3,9560 -3,7787 -3,5417 -3,2639 -2,9654 -2,6573 -2,3386 -2,0046 -1,6565 -1,3051 -0,9760 -0,7067 -0,5300 -0,4622 -0,4997 -0,6127 -0,7591 -0,9134 -1,0713 -1,2296 -1,3768 -1,5024 -1,6067 -1,7012 -1,7933 -1,8713 -1,9133 -1,9156 -1,9049 -1,9235 -2,0088 -2,1765 -2,4155 -2,6973 -2,9907 -3,2726 -3,5277 -3,7453 -3,9222 -4,0718 -4,2195 -4,3795 -4,5298 -4,6199 -4,6087 -4,4908 -4,2933 -4,0663 -3,8710 -3,7538 -3,7295 -3,7911 -3,9169 -4,0629 -4,1709 -4,1940 -4,1166 -3,9623 -3,7826 -3,6285 -3,5273 -3,4772 -3,4520 -3,4144 -3,3287 -3,1640 -2,8927 -2,4903 -1,9348 -1,2148 -0,3389 0,6654 1,7588 2,8933 4,0141 5,0611 5,9805 6,7505 7,3926 7,9526 8,4736 8,9834 9,4880 9,9674 10,3825 10,7038 10,9357 11,1058 11,2306 11,3020 11,3087 11,2676 11,2258 11,2261 11,2784 11,3662 11,4668 11,5632 11,6477 11,7204 11,7815 11,8181 11,7988 11,6841 11,4455 11,0789 10,6089 10,0783 9,5193 8,9313 8,2929 7,5985 6,8740 6,1610 5,4939 4,8896 4,3426 3,8248 3,2979 2,7344 2,1218 1,4454 0,6829 -0,1722 -1,0861 -1,9894 -2,8099 -3,5010 -4,0441 -4,4422 -4,7179 -4,9095 -5,0544 -5,1774 -5,2991 -5,4466 -5,6407 -5,8747 -6,1171 -6,3337 -6,5036 -6,6158 -6,6582 -6,6130 -6,4655 -6,2125 -5,8638 -5,4422 -4,9905 -4,5723 -4,2510 -4,0560 -3,9651 -3,9219 -3,8723 -3,7881 -3,6667 -3,5230 -3,3676 -3,1844 -2,9348 -2,5797 -2,0901 -1,4506 -0,6704 0,2083 1,1183 1,9890 2,7646 3,4174 3,9473 4,3595 4,6487 4,8127 4,8635 4,8190 4,6908 4,4821 4,1972 3,8501 3,4563 3,0209 2,5364 1,9950 1,4059 0,8002 0,2138 -0,3239 -0,7847 -1,1373 -1,3605 -1,4586 -1,4644 -1,4275 -1,3960 -1,4041 -1,4752 -1,6318 -1,8976 -2,2838 -2,7789 -3,3524 -3,9603 -4,5551 -5,1083 -5,6194 -6,0954 -6,5292 -6,9102 -7,2480 -7,5668 -7,8751 -8,1621 -8,4174 -8,6381 -8,8255 -8,9896 -9,1516 -9,3305 -9,5186 -9,6716 -9,7340 -9,6762 -9,5076 -9,2626 -8,9754 -8,6669 -8,3493 -8,0310 -7,7131 -7,3890 -7,0498 -6,6853 -6,2832 -5,8330 -5,3256 -4,7572 -4,1433 -3,5215 -2,9257 -2,3624 -1,8182 -1,2776 -0,7174 -0,1053 0,5759 1,3099 2,0576 2,7817 3,4608 4,0882 4,6644 5,1967 5,7011 6,1984 6,7062 7,2285 7,7444 8,2160 8,6128 8,9220 9,1419 9,2805 9,3601 9,4103 9,4519 9,4840 9,4905 9,4604 9,4072 9,3700 9,3894 9,4756 9,6041 9,7381 9,8517 9,9323 9,9655 9,9225 9,7730 9,5066 9,1320 8,6608 8,1004 7,4561 6,7400 5,9742 5,1777 4,3603 3,5400 2,7610 2,0805 1,5369 1,1279 0,8094 0,5140 0,1799 -0,2284 -0,7114 -1,2397 -1,7748 -2,2955 -2,7961 -3,2671 -3,6938 -4,0742 -4,4136 -4,6996 -4,9073 -5,0330 -5,1035 -5,1509 -5,1895 -5,2194 -5,2375 -5,2334 -5,1820 -5,0503 -4,8093 -4,4410 -3,9421 -3,3256 -2,6193 -1,8622 -1,1022 -0,3852 0,2581 0,8110 1,2504 1,5371 1,6352 1,5429 1,3072 1,0132 0,7627 0,6429 0,6991 0,9252 1,2700 1,6559 2,0076 2,2828 2,4881 2,6618 2,8395 3,0359 3,2511 3,4777 3,6967 3,8767 3,9869 4,0171 3,9853 3,9297 3,8872 3,8676 3,8412 3,7579 3,5827 3,3157 2,9851 2,6233 2,2525 1,8884 1,5455 1,2328 0,9536 0,7151 0,5316 0,4124 0,3542 0,3535 0,4125 0,5253 0,6652 0,7941 0,8778 0,8876 0,8012 0,6162 0,3511 0,0277 -0,3382 -0,7363 -1,1641 -1,6215 -2,0970 -2,5698 -3,0245 -3,4475 -3,8113 -4,0736 -4,2003 -4,1904 -4,0742 -3,8908 -3,6726 -3,4442 -3,2265 -3,0383 -2,8909 -2,7777 -2,6839 -2,6114 -2,5780 -2,5854 -2,6016 -2,5913 -2,5539 -2,5271 -2,5622 -2,6898 -2,8932 -3,1146 -3,2945 -3,4018 -3,4324 -3,3950 -3,3018 -3,1670 -3,0064 -2,8333 -2,6537 -2,4655 -2,2628 -2,0393 -1,7871 -1,4967 -1,1626 -0,7880 -0,3870 0,0198 0,4198 0,8188 1,2295 1,6512 2,0656 2,4457 2,7671 3,0260 3,2510 3,4883 3,7731 4,1166 4,5098 4,9286 5,3425 5,7234 6,0399 6,2522 6,3337 6,2987 6,1887 6,0357 5,8486 5,6275 5,3790 5,1231 4,8911 4,7114 4,5941 4,5207 4,4431 4,2927 4,0133 3,6021 3,1098 2,5930 2,0830 1,5998 1,1616 0,7686 0,4008 0,0418 -0,3086 -0,6480 -0,9805 -1,3135 -1,6594 -2,0345 -2,4485 -2,8919 -3,3364 -3,7427 -4,0652 -4,2574 -4,2852 -4,1407 -3,8427 -3,4281 -2,9404 -2,4230 -1,9160 -1,4434 -1,0066 -0,6042 -0,2655 -0,0561 -0,0451 -0,2551 -0,6394 -1,1112 -1,5865 -1,9958 -2,2846 -2,4253 -2,4217 -2,2979 -2,0862 -1,8184 -1,5262 -1,2455 -1,0071 -0,8208 -0,6784 -0,5674
F3    1,1882 1,0983 1,0566 1,1002 1,2380 1,4560 1,7285 2,0213 2,2915 2,4904 2,5838 2,5703 2,4735 2,3176 2,1171 1,8816 1,6193 1,3351 1,0362 0,7354 0,4437 0,1626 -0,1160 -0,4084 -0,7285 -1,0726 -1,4273 -1,7877 -2,1490 -2,4856 -2,7568 -2,9336 -3,0156 -3,0220 -2,9715 -2,8637 -2,6778 -2,3958 -2,0234 -1,5835 -1,1025 -0,6088 -0,1361 0,2744 0,5765 0,7327 0,7304 0,5855 0,3436 0,0783 -0,1336 -0,2472 -0,2543 -0,1657 -0,0083 0,1735 0,3309 0,4257 0,4395 0,3740 0,2457 0,0831 -0,0792 -0,2197 -0,3424 -0,4685 -0,6173 -0,7980 -1,0162 -1,2727 -1,5497 -1,8075 -1,9965 -2,0743 -2,0266 -1,8772 -1,6777 -1,4848 -1,3408 -1,2665 -1,2625 -1,3088 -1,3641 -1,3794 -1,3202 -1,1785 -0,9659 -0,7044 -0,4154 -0,1077 0,2230 0,5818 0,9603 1,3292 1,6422 1,8523 1,9319 1,8785 1,7147 1,4905 1,2607 1,0489 0,8476 0,6509 0,4695 0,3184 0,2000 0,0964 -0,0177 -0,1523 -0,2970 -0,4400 -0,5804 -0,7184 -0,8416 -0,9250 -0,9466 -0,9036 -0,8159 -0,7183 -0,6503 -0,6430 -0,7145 -0,8732 -1,1155 -1,4140 -1,7077 -1,9206 -2,0019 -1,9453 -1,7778 -1,5457 -1,3050 -1,1000 -0,9516 -0,8681 -0,8477 -0,8632 -0,8655 -0,8105 -0,6802 -0,4821 -0,2354 0,0356 0,3023 0,5427 0,7514 0,9331 1,0992 1,2805 1,5236 1,8724 2,3540 2,9684 3,6870 4,4661 5,2589 6,0185 6,7032 7,2825 7,7415 8,0930 8,3805 8,6543 8,9454 9,2620 9,5979 9,9352 10,2479 10,5126 10,7227 10,8888 11,0216 11,1186 11,1730 11,1993 11,2313 11,2860 11,3494 11,4006 11,4316 11,4414 11,4313 11,4093 11,3892 11,3797 11,3712 11,3302 11,2094 10,9692 10,5949 10,1001 9,5054 8,8156 8,0332 7,1934 6,3615 5,5939 4,9085 4,2913 3,7188 3,1743 2,6480 2,1333 1,6270 1,1210 0,5953 0,0283 -0,5799 -1,1968 -1,7695 -2,2487 -2,6069 -2,8428 -2,9747 -3,0314 -3,0398 -3,0210 -3,0067 -3,0453 -3,1734 -3,3874 -3,6517 -3,9227 -4,1596 -4,3282 -4,4007 -4,3574 -4,1940 -3,9251 -3,5743 -3,1612 -2,7119 -2,2780 -1,9297 -1,7161 -1,6294 -1,6081 -1,5760 -1,4780 -1,2955 -1,0387 -0,7209 -0,3358 0,1390 0,7253 1,4321 2,2461 3,1231 3,9934 4,7853 5,4490 5,9678 6,3587 6,6593 6,8974 7,0717 7,1655 7,1660 7,0703 6,8843 6,6154 6,2690 5,8595 5,4147 4,9582 4,4934 4,0052 3,4779 2,9081 2,3055 1,6936 1,1139 0,6164 0,2379 -0,0134 -0,1534 -0,2121 -0,2256 -0,2349 -0,2873 -0,4322 -0,7066 -1,1189 -1,6418 -2,2232 -2,8062 -3,3488 -3,8355 -4,2713 -4,6558 -4,9694 -5,1917 -5,3301 -5,4132 -5,4608 -5,4815 -5,4949 -5,5303 -5,6047 -5,7135 -5,8388 -5,9579 -6,0407 -6,0456 -5,9354 -5,7044 -5,3850 -5,0285 -4,6795 -4,3635 -4,0896 -3,8505 -3,6206 -3,3676 -3,0711 -2,7263 -2,3311 -1,8800 -1,3700 -0,8106 -0,2256 0,3614 0,9508 1,5676 2,2286 2,9192 3,6046 4,2529 4,8418 5,3561 5,7923 6,1618 6,4790 6,7501 6,9763 7,1680 7,3473 7,5405 7,7722 8,0571 8,3852 8,7190 9,0166 9,2536 9,4174 9,4979 9,4980 9,4405 9,3497 9,2281 9,0596 8,8322 8,5585 8,2805 8,0471 7,8824 7,7820 7,7359 7,7402 7,7829 7,8279 7,8192 7,7081 7,4788 7,1462 6,7383 6,2799 5,7822 5,2472 4,6856 4,1195 3,5699 3,0530 2,5889 2,2013 1,9035 1,6796 1,4872 1,2844 1,0471 0,7619 0,4229 0,0423 -0,3513 -0,7290 -1,0712 -1,3654 -1,6120 -1,8287 -2,0284 -2,1901 -2,2726 -2,2547 -2,1475 -1,9733 -1,7477 -1,4909 -1,2401 -1,0281 -0,8478 -0,6525 -0,3871 -0,0136 0,4849 1,1040 1,8148 2,5646 3,2889 3,9286 4,4448 4,8216 5,0585 5,1562 5,1123 4,9329 4,6525 4,3448 4,1083 4,0248 4,1216 4,3676 4,6931 5,0096 5,2354 5,3312 5,3199 5,2686 5,2435 5,2754 5,3526 5,4336 5,4698 5,4285 5,3047 5,1179 4,9021 4,6939 4,5155 4,3590 4,1910 3,9805 3,7201 3,4251 3,1249 2,8447 2,5895 2,3461 2,0992 1,8402 1,5671 1,2882 1,0275 0,8163 0,6779 0,6210 0,6427 0,7339 0,8864 1,0901 1,3239 1,5497 1,7166 1,7770 1,7068 1,5160 1,2407 0,9201 0,5783 0,2314 -0,0929 -0,3612 -0,5595 -0,6945 -0,7665 -0,7568 -0,6473 -0,4431 -0,1701 0,1490 0,5060 0,8965 1,3040 1,6937 2,0219 2,2594 2,4027 2,4547 2,4120 2,2874 2,1296 1,9941 1,8994 1,8112 1,6624 1,3991 1,0265 0,6079 0,2173 -0,0950 -0,3039 -0,4035 -0,4048 -0,3305 -0,2064 -0,0575 0,0901 0,2126 0,2991 0,3555 0,3971 0,4421 0,5125 0,6304 0,8018 1,0116 1,2434 1,4993 1,7917 2,1207 2,4636 2,7799 3,0237 3,1735 3,2672 3,3942 3,6366 4,0183 4,5044 5,0347 5,5527 6,0095 6,3550 6,5475 6,5840 6,5111 6,3894 6,2493 6,0835 5,8725 5,6162 5,3484 5,1270 5,0082 5,0242 5,1665 5,3723 5,5369 5,5631 5,4187 5,1432 4,7995 4,4354 4,0840 3,7672 3,4927 3,2584 3,0683 2,9332 2,8535 2,8099 2,7659 2,6752 2,4991 2,2290 1,8873 1,5093 1,1302 0,7907 0,5404 0,4275 0,4771 0,6751 0,9783 1,3390 1,7161 2,0754 2,3961 2,6724 2,8910 3,0109 2,9736 2,7386 2,3197 1,7882 1,2369 0,7437 0,3631 0,1247 0,0266 0,0379 0,1136 0,2132 0,3175 0,4217 0,5074 0,5395 0,4954 0,3808 0,2267
F7    2,0055 1,5296 1,1529 0,9480 0,9254 1,0430 1,2408 1,4635 1,6584 1,7730 1,7787 1,6920 1,5600 1,4324 1,3406 1,2844 1,2353 1,1623 1,0580 0,9392 0,8245 0,7140 0,5837 0,4024 0,1630 -0,1061 -0,3735 -0,6408 -0,9249 -1,2168 -1,4804 -1,6893 -1,8552 -2,0146 -2,1864 -2,3397 -2,4063 -2,3292 -2,1041 -1,7726 -1,3879 -1,0011 -0,6595 -0,4016 -0,2538 -0,2307 -0,3297 -0,5211 -0,7464 -0,9390 -1,0547 -1,0764 -0,9959 -0,8066 -0,5158 -0,1513 0,2443 0,6217 0,9369 1,1645 1,2981 1,3477 1,3336 1,2708 1,1614 1,0120 0,8533 0,7308 0,6705 0,6625 0,6782 0,6936 0,7013 0,7137 0,7609 0,8771 1,0785 1,3542 1,6716 1,9787 2,2127 2,3355 2,3680 2,3731 2,4039 2,4710 2,5567 2,6456 2,7369 2,8429 2,9904 3,2141 3,5303 3,9129 4,2938 4,5894 4,7364 4,7148 4,5469 4,2837 3,9789 3,6575 3,3146 2,9506 2,5978 2,3067 2,1029 1,9533 1,7857 1,5537 1,2743 1,0018 0,7821 0,6348 0,5599 0,5533 0,6121 0,7239 0,8604 0,9893 1,0905 1,1589 1,1882 1,1540 1,0218 0,7815 0,4772 0,1960 0,0199 -0,0108 0,1017 0,3252 0,6073 0,8941 1,1419 1,3144 1,3946 1,4125 1,4398 1,5483 1,7709 2,0917 2,4606 2,8194 3,1212 3,3421 3,4833 3,5595 3,5893 3,6011 3,6340 3,7348 3,9552 4,3361 4,8764 5,5230 6,1981 6,8364 7,3971 7,8479 8,1653 8,3683 8,5270 8,7133 8,9569 9,2563 9,6054 9,9860 10,3481 10,6277 10,7943 10,8697 10,9014 10,9271 10,9634 11,0174 11,0929 11,1754 11,2268 11,2069 11,0909 10,8697 10,5524 10,1736 9,7914 9,4692 9,2521 9,1490 9,1244 9,1031 9,0003 8,7638 8,3811 7,8514 7,1791 6,3985 5,5829 4,8197 4,1756 3,6756 3,3003 3,0010 2,7281 2,4555 2,1795 1,8896 1,5515 1,1292 0,6288 0,1151 -0,3217 -0,6211 -0,7798 -0,8351 -0,8333 -0,8117 -0,7932 -0,7905 -0,8226 -0,9227 -1,1114 -1,3680 -1,6392 -1,8729 -2,0403 -2,1320 -2,1384 -2,0372 -1,8044 -1,4347 -0,9494 -0,3866 0,1958 0,7087 1,0516 1,1693 1,0948 0,9328 0,8051 0,8060 0,9793 1,3107 1,7500 2,2562 2,8132 3,4149 4,0595 4,7529 5,4872 6,2107 6,8387 7,3052 7,5977 7,7505 7,8180 7,8421 7,8362 7,8023 7,7469 7,6733 7,5778 7,4589 7,3195 7,1580 6,9660 6,7319 6,4425 6,0847 5,6487 5,1285 4,5213 3,8390 3,1229 2,4375 1,8461 1,3913 1,0910 0,9436 0,9338 1,0327 1,1862 1,3093 1,3099 1,1368 0,8025 0,3591 -0,1378 -0,6469 -1,1486 -1,6407 -2,1148 -2,5412 -2,8928 -3,1744 -3,4026 -3,5684 -3,6451 -3,6224 -3,5063 -3,3044 -3,0326 -2,7263 -2,4279 -2,1606 -1,9149 -1,6648 -1,3979 -1,1284 -0,8912 -0,7165 -0,6014 -0,5055 -0,3761 -0,1735 0,1150 0,4697 0,8414 1,1706 1,4201 1,5975 1,7419 1,8941 2,0835 2,3353 2,6691 3,0766 3,5143 3,9344 4,3135 4,6469 4,9288 5,1520 5,3239 5,4667 5,6003 5,7295 5,8479 5,9444 6,0112 6,0598 6,1224 6,2282 6,3857 6,5936 6,8439 7,1041 7,3211 7,4504 7,4760 7,4074 7,2614 7,0500 6,7854 6,4985 6,2443 6,0733 6,0001 6,0073 6,0681 6,1507 6,2139 6,2137 6,1146 5,9047 5,6052 5,2601 4,9137 4,5941 4,3096 4,0572 3,8305 3,6158 3,3907 3,1388 2,8757 2,6566 2,5447 2,5514 2,6119 2,6282 2,5321 2,3099 1,9924 1,6405 1,3206 1,0752 0,9166 0,8444 0,8506 0,9059 0,9708 1,0371 1,1350 1,2903 1,4912 1,7011 1,8898 2,0435 2,1574 2,2357 2,2954 2,3619 2,4652 2,6411 2,9242 3,3299 3,8378 4,3898 4,9114 5,3451 5,6645 5,8617 5,9334 5,8765 5,6919 5,3967 5,0378 4,6975 4,4696 4,4105 4,5120 4,7254 4,9933 5,2539 5,4436 5,5197 5,4856 5,3892 5,2875 5,2106 5,1520 5,0831 4,9790 4,8353 4,6645 4,4911 4,3591 4,3190 4,3888 4,5241 4,6297 4,6121 4,4409 4,1648 3,8711 3,6293 3,4606 3,3379 3,2057 3,0116 2,7354 2,4068 2,0955 1,8737 1,7795 1,8099 1,9374 2,1279 2,3525 2,5939 2,8414 3,0730 3,2468 3,3171 3,2569 3,0682 2,7831 2,4505 2,1153 1,8123 1,5747 1,4291 1,3806 1,4151 1,5151 1,6663 1,8467 2,0150 2,1256 2,1633 2,1598 2,1790 2,2861 2,5128 2,8336 3,1821 3,4861 3,6826 3,7311 3,6416 3,4791 3,3184 3,1911 3,0725 2,9065 2,6466 2,2881 1,8641 1,4143 0,9688 0,5589 0,2258 0,0145 -0,0342 0,1103 0,4486 0,9292 1,4538 1,9158 2,2433 2,4250 2,5020 2,5322 2,5543 2,5807 2,6119 2,6556 2,7266 2,8281 2,9454 3,0598 3,1566 3,2212 3,2493 3,2678 3,3399 3,5347 3,8870 4,3776 4,9482 5,5283 6,0502 6,4542 6,7016 6,7929 6,7657 6,6638 6,5099 6,3109 6,0758 5,8258 5,6067 5,4920 5,5596 5,8494 6,3248 6,8695 7,3338 7,6048 7,6527 7,5136 7,2308 6,8281 6,3317 5,7885 5,2496 4,7541 4,3380 4,0345 3,8502 3,7549 3,6970 3,6263 3,5141 3,3639 3,1909 2,9913 2,7468 2,4642 2,1926 1,9971 1,9236 1,9813 2,1428 2,3508 2,5333 2,6343 2,6547 2,6532 2,6825 2,7244 2,7006 2,5366 2,2119 1,7656 1,2706 0,8063 0,4444 0,2329 0,1816 0,2656 0,4407 0,6649 0,9180 1,1916 1,4499 1,6233 1,6528 1,5334 1,3180
