Fp1   0,6464 0,0002 -0,9127 -1,9221 -2,7729 -3,2266 -3,1779 -2,7020 -1,9898 -1,2191 -0,4820 0,1901 0,7797 1,2673 1,6257 1,8230 1,8587 1,7900 1,6775 1,4922 1,1219 0,5007 -0,2803 -1,0063 -1,4756 -1,5900 -1,3480 -0,8222 -0,1675 0,4158 0,7902 0,9543 1,0058 1,0469 1,1231 1,2248 1,3097 1,3117 1,1655 0,8563 0,4467 0,0362 -0,3026 -0,5397 -0,6545 -0,6161 -0,4059 -0,0519 0,3768 0,8288 1,3093 1,8351 2,3731 2,8299 3,0851 3,0424 2,6826 2,0713 1,3230 0,5573 -0,1450 -0,7645 -1,3057 -1,7394 -2,0043 -2,0572 -1,9118 -1,6223 -1,2218 -0,6862 0,0243 0,9026 1,8722 2,7877 3,4633 3,7666 3,7031 3,3938 2,9887 2,6124 2,3366 2,1535 1,9838 1,7460 1,4337 1,1239 0,8958 0,7464 0,6127 0,4587 0,3099 0,2256 0,2677 0,4672 0,7948 1,1700 1,5032 1,7300 1,8330 1,8352 1,7590 1,6048 1,3784 1,1244 0,9195 0,8261 0,8475 0,9347 1,0340 1,1173 1,1729 1,1870 1,1409 1,0159 0,8049 0,5261 0,2049 -0,1619 -0,5984 -1,1001 -1,5916 -1,9286 -1,9632 -1,6339 -0,9977 -0,1855 0,6612 1,4284 2,0354 2,4108 2,4755 2,1713 1,5087 0,5935 -0,3781 -1,1579 -1,5279 -1,3829 -0,7631 0,1723 1,2199 2,2144 3,0633 3,7336 4,2327 4,5864 4,8094 4,8876 4,8014 4,5642 4,2174 3,7933 3,3057 2,7756 2,2559 1,8340 1,6029 1,6171 1,8709 2,3055 2,8255 3,3120 3,6489 3,7771 3,7354 3,6325 3,5663 3,5639 3,6003 3,6657 3,8005 4,0744 4,5430 5,2081 5,9983 6,7866 7,4427 7,8799 8,0825 8,1057 8,0170 7,8228 7,4981 7,0914 6,7430 6,5786 6,6168 6,7840 6,9806 7,1212 7,1577 7,1004 7,0085 6,9433 6,9323 6,9677 7,0302 7,1099 7,2035 7,2918 7,3114 7,1549 6,7295 6,0449 5,2365 4,4897 3,9374 3,6125 3,4592 3,3783 3,2755 3,0988 2,8728 2,6940 2,6580 2,7844 3,0030 3,2012 3,2915 3,2507 3,1086 2,9098 2,6801 2,4152 2,0920 1,6903 1,2162 0,7096 0,2306 -0,1402 -0,3057 -0,1958 0,1793 0,7148 1,2293 1,5222 1,4818 1,1689 0,7797 0,5214 0,5081 0,7300 1,0873 1,4510 1,7077 1,7940 1,7323 1,6383 1,6738 1,9714 2,5742 3,4037 4,2751 4,9714 5,3368 5,3312 5,0226 4,5389 4,0148 3,5534 3,2070 2,9853 2,8801 2,8683 2,8838 2,8208 2,6204 2,3563 2,1948 2,2592 2,5347 2,8841 3,1480 3,2474 3,2095 3,1201 3,0628 3,0699 3,0860 2,9997 2,7561 2,4378 2,2218 2,2472 2,5223 2,9357 3,3342 3,6145 3,7738 3,8801 3,9936 4,1118 4,1673 4,0751 3,8011 3,3994 2,9765 2,6144 2,3317 2,1175 1,9791 1,9485 2,0510 2,2684 2,5351 2,7791 2,9720 3,1463 3,3570 3,6178 3,8851 4,1048 4,2395 4,2479 4,0806 3,7261 3,2438 2,7180 2,1833 1,6262 1,0584 0,5629 0,2858 0,3865 0,9498 1,9107 3,0727 4,2081 5,1462 5,7947 6,1202 6,1370 5,8974 5,4637 4,8809 4,1803 3,3990 2,5925 1,8414 1,2557 0,9520 1,0106 1,4525 2,2538 3,3578 4,6524 5,9427 6,9769 7,5369 7,5369 7,0568 6,2892 5,4485 4,7143 4,2041 3,9423 3,8503 3,8021 3,7028 3,5123 3,2207 2,8483 2,4804 2,2534 2,2593 2,4717 2,7714 3,0144 3,0851 2,9555 2,7246 2,5551 2,5387 2,6261 2,6755 2,5555 2,2294 1,7766 1,3506 1,1006 1,0871 1,2490 1,4510 1,5657 1,5230 1,3089 0,9525 0,5219 0,1051 -0,2163 -0,3631 -0,2518 0,1668 0,8642 1,7570 2,7578 3,7817 4,7315 5,5216 6,1102 6,4710 6,5468 6,2677 5,6153 4,6544 3,5149 2,3620 1,3735 0,7202 0,5156 0,7370 1,2066 1,6938 2,0544 2,2786 2,4408 2,6398 2,9642 3,4611 4,0979 4,7523 5,2784 5,6130 5,8187 6,0215 6,3083 6,6643 6,9767 7,0981 6,9349 6,5003 5,8905 5,2051 4,4937 3,7751 3,0827 2,4723 1,9960 1,6781 1,5151 1,4953 1,6195 1,9104 2,4028 3,1039 3,9549 4,8361 5,6100 6,1675 6,4534 6,4653 6,2310 5,7889 5,1884 4,4978 3,8005 3,1809 2,7066 2,4143 2,2970 2,2974 2,3361 2,3694 2,4168 2,5215 2,7023 2,9448 3,2154 3,4679 3,6443 3,6817 3,5388 3,2386 2,8926 2,6677 2,7048 3,0452 3,6074 4,2133 4,6659 4,8393 4,7038 4,2791 3,5966 2,7121 1,7311 0,8012 0,0663 -0,3849 -0,5370 -0,4302 -0,1252 0,3314 0,9208 1,6262 2,3849 3,0616 3,4825 3,5322 3,2420 2,7762 2,3241 1,9895 1,7494 1,5045 1,1751 0,7607 0,3357 0,0017 -0,1692 -0,1657 -0,0270 0,1848 0,4147 0,6344 0,8387 1,0361 1,2540 1,5325 1,8907 2,3058 2,7143 3,0252 3,1540 3,0687 2,8129 2,4862 2,2007 2,0530 2,1136 2,4007 2,8518 3,3488 3,7743 4,0478 4,1312 4,0209 3,7492 3,3953 3,0756 2,8906 2,8588 2,9050 2,9275 2,8755 2,7622 2,6379 2,5809 2,6838 2,9963 3,4779 4,0335 4,5927 5,1366 5,6587 6,1401 6,5793 7,0082 7,4449 7,8373 8,0631 7,9881 7,5502 6,8109 5,9332 5,1172 4,5496 4,3620 4,5784 5,0923 5,7201 6,2904 6,6951 6,8978 6,9171 6,7989 6,5972 6,3686 6,1589 5,9880 5,8480 5,7132 5,5693 5,4346 5,3176 5,1456 4,7808 4,1318 3,2439 2,2870 1,4629 0,9109 0,6786 0,7405 1,0169 1,4022 1,8043 2,1607 2,4302 2,5966
Fz    -2,6850 -2,3793 -2,0037 -1,6047 -1,2084 -0,8333 -0,5014 -0,2415 -0,0801 -0,0259 -0,0592 -0,1340 -0,1927 -0,1860 -0,0913 0,0758 0,2699 0,4389 0,5414 0,5470 0,4379 0,2238 -0,0475 -0,3037 -0,4813 -0,5450 -0,4890 -0,3393 -0,1535 0,0017 0,0846 0,0944 0,0632 0,0369 0,0534 0,1308 0,2667 0,4415 0,6253 0,7887 0,9121 0,9861 1,0085 0,9860 0,9380 0,8922 0,8745 0,8979 0,9533 1,0154 1,0610 1,0801 1,0699 1,0252 0,9461 0,8586 0,8062 0,8151 0,8801 0,9838 1,1104 1,2416 1,3530 1,4232 1,4527 1,4636 1,4764 1,4971 1,5322 1,5933 1,6773 1,7587 1,8139 1,8368 1,8281 1,7883 1,7246 1,6513 1,5857 1,5489 1,5640 1,6442 1,7850 1,9710 2,1846 2,4072 2,6176 2,7957 2,9274 3,0100 3,0565 3,0877 3,1183 3,1437 3,1353 3,0517 2,8627 2,5719 2,2190 1,8620 1,5487 1,3030 1,1351 1,0551 1,0703 1,1674 1,3047 1,4304 1,5119 1,5493 1,5597 1,5496 1,5029 1,3923 1,1995 0,9328 0,6298 0,3431 0,1210 -0,0116 -0,0609 -0,0476 0,0151 0,1268 0,2877 0,4838 0,6770 0,8212 0,8916 0,8991 0,8826 0,8951 0,9868 1,1874 1,4978 1,8999 2,3649 2,8528 3,3144 3,7056 3,9989 4,1896 4,2972 4,3515 4,3710 4,3553 4,2945 4,1782 4,0027 3,7783 3,5289 3,2895 3,0990 2,9762 2,9009 2,8283 2,7232 2,5769 2,4032 2,2334 2,1085 2,0582 2,0797 2,1403 2,2068 2,2772 2,3825 2,5629 2,8496 3,2657 3,8301 4,5470 5,3908 6,3047 7,2162 8,0523 8,7496 9,2653 9,5862 9,7278 9,7167 9,5790 9,3479 9,0724 8,8095 8,6060 8,4853 8,4468 8,4710 8,5296 8,6024 8,6964 8,8405 9,0639 9,3775 9,7646 10,1777 10,5434 10,7851 10,8565 10,7568 10,5164 10,1742 9,7720 9,3605 8,9934 8,7072 8,5032 8,3410 8,1480 7,8536 7,4339 6,9313 6,4245 5,9748 5,5965 5,2676 4,9489 4,6020 4,2067 3,7714 3,3260 2,8987 2,5011 2,1389 1,8265 1,5871 1,4361 1,3668 1,3575 1,3863 1,4364 1,4971 1,5632 1,6293 1,6905 1,7497 1,8223 1,9354 2,1204 2,3937 2,7411 3,1225 3,4883 3,7877 3,9741 4,0226 3,9431 3,7676 3,5259 3,2417 2,9516 2,7147 2,5948 2,6304 2,8206 3,1349 3,5314 3,9679 4,4021 4,7913 5,1007 5,3150 5,4396 5,4863 5,4578 5,3536 5,1911 5,0133 4,8691 4,7883 4,7760 4,8240 4,9196 5,0505 5,2015 5,3509 5,4766 5,5650 5,6133 5,6333 5,6469 5,6714 5,7070 5,7441 5,7791 5,8162 5,8517 5,8606 5,8070 5,6700 5,4568 5,1866 4,8675 4,5070 4,1407 3,8357 3,6576 3,6343 3,7479 3,9496 4,1808 4,3910 4,5493 4,6528 4,7254 4,7935 4,8554 4,8798 4,8348 4,7116 4,5268 4,3096 4,0880 3,8809 3,7043 3,5816 3,5355 3,5643 3,6379 3,7200 3,7875 3,8344 3,8693 3,9094 3,9735 4,0755 4,2207 4,4041 4,6099 4,8093 4,9649 5,0494 5,0596 5,0091 4,9173 4,8075 4,7082 4,6481 4,6451 4,6946 4,7666 4,8238 4,8449 4,8315 4,8016 4,7856 4,8188 4,9259 5,1116 5,3610 5,6399 5,9002 6,0948 6,1933 6,1869 6,0840 5,8950 5,6231 5,2759 4,8824 4,4863 4,1261 3,8222 3,5769 3,3817 3,2269 3,1019 2,9928 2,8984 2,8428 2,8582 2,9563 3,1186 3,3010 3,4493 3,5276 3,5377 3,5111 3,4857 3,4892 3,5347 3,6215 3,7392 3,8747 4,0150 4,1450 4,2483 4,3164 4,3569 4,3927 4,4557 4,5796 4,7840 5,0500 5,3181 5,5223 5,6312 5,6588 5,6414 5,6048 5,5513 5,4685 5,3436 5,1679 4,9386 4,6655 4,3790 4,1293 3,9686 3,9220 3,9703 4,0728 4,2033 4,3560 4,5292 4,7200 4,9228 5,1272 5,3243 5,5119 5,6892 5,8504 5,9817 6,0635 6,0806 6,0325 5,9238 5,7532 5,5238 5,2592 5,0049 4,8177 4,7524 4,8410 5,0715 5,3830 5,6840 5,8825 5,9133 5,7539 5,4309 5,0150 4,6000 4,2701 4,0662 3,9747 3,9476 3,9326 3,8929 3,8151 3,7089 3,6027 3,5312 3,5146 3,5492 3,6197 3,7093 3,7984 3,8606 3,8668 3,7933 3,6364 3,4228 3,2033 3,0364 2,9758 3,0520 3,2458 3,4868 3,6896 3,7936 3,7815 3,6750 3,5146 3,3366 3,1595 2,9844 2,8032 2,6182 2,4551 2,3438 2,2944 2,2975 2,3377 2,4008 2,4725 2,5327 2,5514 2,4933 2,3283 2,0453 1,6681 1,2584 0,8883 0,6046 0,4217 0,3425 0,3680 0,4811 0,6359 0,7785 0,8734 0,9108 0,9044 0,8837 0,8722 0,8650 0,8376 0,7781 0,7057 0,6590 0,6726 0,7592 0,9036 1,0660 1,1994 1,2760 1,3025 1,3141 1,3574 1,4670 1,6441 1,8527 2,0363 2,1435 2,1506 2,0724 1,9556 1,8571 1,8162 1,8400 1,9134 2,0108 2,0994 2,1489 2,1442 2,0846 1,9724 1,8123 1,6231 1,4465 1,3429 1,3700 1,5557 1,8831 2,2972 2,7275 3,1101 3,3970 3,5590 3,5970 3,5578 3,5211 3,5545 3,6833 3,9005 4,1851 4,5034 4,8127 5,0721 5,2524 5,3456 5,3679 5,3456 5,2993 5,2350 5,1396 4,9848 4,7495 4,4424 4,1001 3,7657 3,4743 3,2487 3,0928 2,9944 2,9341 2,8879 2,8300 2,7410 2,6107 2,4342 2,2118 1,9549 1,6922 1,4665 1,3090 1,2126 1,1378 1,0454 0,9202 0,7691 0,6026 0,4176 0,1998 -0,0588 -0,3474 -0,6400 -0,9080
F3    -3,3871 -3,0722 -2,6632 -2,1917 -1,6689 -1,1130 -0,5690 -0,1054 0,2132 0,3632 0,3728 0,2998 0,2086 0,1567 0,1737 0,2441 0,3240 0,3801 0,3995 0,3660 0,2509 0,0397 -0,2349 -0,4949 -0,6542 -0,6568 -0,4952 -0,2126 0,1097 0,3862 0,5667 0,6476 0,6569 0,6350 0,6214 0,6488 0,7337 0,8619 0,9873 1,0542 1,0307 0,9225 0,7603 0,5842 0,4381 0,3584 0,3573 0,4122 0,4729 0,4808 0,3945 0,2071 -0,0521 -0,3281 -0,5592 -0,6930 -0,7051 -0,6157 -0,4746 -0,3210 -0,1622 0,0134 0,2132 0,4280 0,6426 0,8465 1,0299 1,1816 1,3021 1,4048 1,4974 1,5764 1,6422 1,7028 1,7548 1,7769 1,7482 1,6600 1,5193 1,3538 1,2095 1,1325 1,1522 1,2784 1,4987 1,7770 2,0616 2,3005 2,4568 2,5212 2,5141 2,4689 2,4049 2,3123 2,1625 1,9315 1,6187 1,2505 0,8718 0,5264 0,2377 0,0044 -0,1821 -0,3171 -0,3852 -0,3823 -0,3271 -0,2454 -0,1491 -0,0309 0,1172 0,2783 0,4075 0,4573 0,4033 0,2544 0,0481 -0,1666 -0,3503 -0,4863 -0,5783 -0,6323 -0,6401 -0,5845 -0,4603 -0,2906 -0,1283 -0,0338 -0,0404 -0,1326 -0,2561 -0,3391 -0,3181 -0,1647 0,1106 0,4835 0,9283 1,4021 1,8420 2,1900 2,4168 2,5288 2,5616 2,5563 2,5349 2,4977 2,4338 2,3281 2,1693 1,9576 1,7083 1,4539 1,2438 1,1183 1,0757 1,0743 1,0654 1,0215 0,9505 0,8955 0,9109 1,0194 1,1851 1,3329 1,4012 1,3891 1,3574 1,3921 1,5674 1,9331 2,5111 3,2884 4,2132 5,2108 6,2047 7,1218 7,8926 8,4622 8,8035 8,9221 8,8442 8,6030 8,2425 7,8292 7,4447 7,1585 6,9987 6,9465 6,9548 6,9763 6,9883 7,0005 7,0427 7,1461 7,3290 7,5880 7,8960 8,2067 8,4671 8,6368 8,7000 8,6528 8,4870 8,1953 7,7914 7,3171 6,8294 6,3772 5,9763 5,5996 5,1999 4,7541 4,2918 3,8740 3,5402 3,2779 3,0380 2,7674 2,4343 2,0376 1,6053 1,1834 0,8105 0,5002 0,2459 0,0377 -0,1254 -0,2350 -0,2826 -0,2659 -0,1928 -0,0879 0,0163 0,0988 0,1579 0,2045 0,2593 0,3515 0,5077 0,7342 1,0077 1,2875 1,5422 1,7639 1,9527 2,0947 2,1701 2,1747 2,1179 2,0016 1,8236 1,6056 1,4041 1,2844 1,2889 1,4306 1,7039 2,0893 2,5524 3,0453 3,5139 3,9071 4,1952 4,3754 4,4535 4,4271 4,2945 4,0757 3,8146 3,5654 3,3781 3,2913 3,3240 3,4647 3,6755 3,9102 4,1299 4,3101 4,4434 4,5392 4,6219 4,7213 4,8551 5,0129 5,1663 5,2952 5,3942 5,4517 5,4383 5,3218 5,0976 4,7953 4,4483 4,0659 3,6517 3,2423 2,9107 2,7298 2,7323 2,8989 3,1731 3,4846 3,7690 3,9771 4,0860 4,1072 4,0667 3,9726 3,8139 3,5883 3,3185 3,0381 2,7719 2,5296 2,3158 2,1451 2,0497 2,0633 2,1874 2,3816 2,5883 2,7559 2,8490 2,8573 2,8010 2,7200 2,6525 2,6188 2,6201 2,6499 2,6982 2,7505 2,7973 2,8406 2,8867 2,9398 3,0071 3,0990 3,2172 3,3438 3,4410 3,4661 3,3983 3,2517 3,0620 2,8680 2,7072 2,6198 2,6455 2,8096 3,1020 3,4666 3,8157 4,0688 4,1866 4,1735 4,0575 3,8716 3,6406 3,3782 3,0966 2,8183 2,5728 2,3718 2,1901 1,9831 1,7249 1,4240 1,1088 0,8172 0,6032 0,5220 0,5960 0,7997 1,0722 1,3398 1,5447 1,6640 1,7111 1,7250 1,7508 1,8183 1,9340 2,0898 2,2735 2,4710 2,6535 2,7742 2,7914 2,7032 2,5567 2,4240 2,3697 2,4262 2,5767 2,7610 2,9108 2,9866 2,9898 2,9492 2,8994 2,8670 2,8686 2,9090 2,9750 3,0303 3,0247 2,9224 2,7402 2,5540 2,4527 2,4785 2,6166 2,8281 3,0702 3,3001 3,4842 3,6086 3,6787 3,7220 3,7801 3,8855 4,0389 4,2058 4,3335 4,3839 4,3545 4,2638 4,1262 3,9498 3,7469 3,5394 3,3644 3,2705 3,2920 3,4242 3,6214 3,8133 3,9281 3,9171 3,7719 3,5250 3,2375 2,9783 2,7990 2,7155 2,7088 2,7417 2,7749 2,7748 2,7191 2,6089 2,4774 2,3777 2,3500 2,4011 2,5128 2,6595 2,8131 2,9395 2,9962 2,9419 2,7598 2,4766 2,1572 1,8822 1,7265 1,7328 1,8813 2,0962 2,2921 2,4154 2,4507 2,4110 2,3235 2,2098 2,0724 1,8947 1,6619 1,3934 1,1485 0,9883 0,9379 0,9851 1,0989 1,2440 1,3821 1,4676 1,4533 1,3023 0,9918 0,5156 -0,0940 -0,7539 -1,3578 -1,8231 -2,1089 -2,2011 -2,1026 -1,8463 -1,5028 -1,1614 -0,8963 -0,7419 -0,6856 -0,6845 -0,7038 -0,7425 -0,8195 -0,9382 -1,0665 -1,1476 -1,1339 -1,0194 -0,8466 -0,6865 -0,6036 -0,6232 -0,7173 -0,8161 -0,8403 -0,7359 -0,4969 -0,1685 0,1697 0,4376 0,5895 0,6278 0,5940 0,5448 0,5199 0,5267 0,5535 0,5834 0,5981 0,5872 0,5534 0,5005 0,4169 0,2819 0,0924 -0,1145 -0,2644 -0,2746 -0,0942 0,2652 0,7312 1,2086 1,6266 1,9521 2,1697 2,2752 2,2954 2,2862 2,2960 2,3439 2,4364 2,5794 2,7632 2,9512 3,0950 3,1660 3,1735 3,1501 3,1177 3,0749 3,0083 2,9024 2,7393 2,5044 2,2037 1,8714 1,5556 1,3002 1,1353 1,0713 1,0981 1,1879 1,3002 1,3907 1,4230 1,3723 1,2247 0,9794 0,6529 0,2847 -0,0701 -0,3684 -0,6029 -0,7951 -0,9678 -1,1249 -1,2556 -1,3512 -1,4231 -1,5021 -1,6192 -1,7849 -1,9850 -2,1896
F7    -2,5841 -2,4451 -2,2380 -1,9868 -1,7101 -1,4275 -1,1640 -0,9444 -0,7823 -0,6755 -0,6053 -0,5398 -0,4419 -0,2859 -0,0733 0,1604 0,3616 0,4874 0,5203 0,4649 0,3471 0,2178 0,1387 0,1491 0,2488 0,4117 0,6043 0,7871 0,9107 0,9311 0,8438 0,6948 0,5513 0,4649 0,4569 0,5212 0,6324 0,7538 0,8500 0,9001 0,8996 0,8516 0,7614 0,6386 0,4969 0,3522 0,2212 0,1222 0,0722 0,0782 0,1275 0,1871 0,2144 0,1784 0,0739 -0,0747 -0,2214 -0,3206 -0,3454 -0,2888 -0,1605 0,0176 0,2220 0,4366 0,6508 0,8472 1,0021 1,1002 1,1430 1,1431 1,1151 1,0719 1,0272 0,9962 0,9882 1,0054 1,0530 1,1433 1,2822 1,4550 1,6300 1,7747 1,8695 1,9120 1,9114 1,8815 1,8400 1,7997 1,7585 1,7036 1,6244 1,5184 1,3885 1,2405 1,0820 0,9210 0,7617 0,6023 0,4383 0,2680 0,0923 -0,0866 -0,2552 -0,3822 -0,4346 -0,4027 -0,3072 -0,1775 -0,0269 0,1410 0,3076 0,4354 0,4900 0,4605 0,3645 0,2355 0,0988 -0,0381 -0,1688 -0,2781 -0,3533 -0,3954 -0,4195 -0,4520 -0,5164 -0,6132 -0,7199 -0,8154 -0,8988 -0,9825 -1,0651 -1,1130 -1,0720 -0,9032 -0,6084 -0,2207 0,2134 0,6365 0,9811 1,1955 1,2718 1,2443 1,1635 1,0694 0,9796 0,8918 0,7959 0,6886 0,5853 0,5191 0,5166 0,5695 0,6352 0,6641 0,6262 0,5246 0,3879 0,2440 0,1034 -0,0310 -0,1472 -0,2216 -0,2332 -0,1752 -0,0549 0,1169 0,3392 0,6257 0,9935 1,4453 1,9612 2,5100 3,0656 3,6108 4,1256 4,5776 4,9295 5,1608 5,2849 5,3428 5,3802 5,4271 5,4891 5,5490 5,5783 5,5539 5,4717 5,3524 5,2390 5,1798 5,2042 5,3106 5,4744 5,6639 5,8521 6,0253 6,1757 6,2818 6,3051 6,2108 5,9875 5,6474 5,2207 4,7550 4,3111 3,9407 3,6630 3,4667 3,3274 3,2119 3,0766 2,8842 2,6337 2,3647 2,1192 1,9073 1,7110 1,5082 1,2859 1,0407 0,7800 0,5227 0,2873 0,0790 -0,1041 -0,2582 -0,3767 -0,4646 -0,5428 -0,6289 -0,7148 -0,7694 -0,7621 -0,6799 -0,5346 -0,3593 -0,1935 -0,0656 0,0171 0,0698 0,1235 0,2054 0,3184 0,4400 0,5389 0,5942 0,6073 0,5973 0,5806 0,5604 0,5353 0,5161 0,5286 0,5992 0,7362 0,9200 1,1119 1,2761 1,3998 1,4962 1,5860 1,6775 1,7631 1,8244 1,8400 1,7997 1,7181 1,6288 1,5653 1,5448 1,5673 1,6230 1,6984 1,7778 1,8455 1,8923 1,9260 1,9709 2,0527 2,1810 2,3434 2,5188 2,6944 2,8606 2,9963 3,0746 3,0865 3,0463 2,9658 2,8345 2,6334 2,3619 2,0468 1,7313 1,4604 1,2752 1,2124 1,2960 1,5189 1,8292 2,1399 2,3659 2,4620 2,4310 2,3130 2,1701 2,0602 2,0071 1,9969 2,0034 2,0058 1,9899 1,9474 1,8746 1,7708 1,6478 1,5334 1,4517 1,3996 1,3517 1,2837 1,1932 1,1010 1,0389 1,0317 1,0894 1,2114 1,3913 1,6139 1,8514 2,0701 2,2476 2,3801 2,4718 2,5227 2,5323 2,5105 2,4735 2,4325 2,3958 2,3743 2,3788 2,4137 2,4731 2,5463 2,6345 2,7576 2,9343 3,1612 3,4199 3,6905 3,9474 4,1494 4,2510 4,2263 4,0818 3,8469 3,5563 3,2417 2,9348 2,6614 2,4290 2,2304 2,0617 1,9273 1,8306 1,7696 1,7384 1,7308 1,7421 1,7699 1,8103 1,8504 1,8695 1,8461 1,7713 1,6576 1,5304 1,4145 1,3328 1,3052 1,3363 1,4116 1,5091 1,6040 1,6713 1,6969 1,6841 1,6453 1,5953 1,5572 1,5689 1,6773 1,9113 2,2489 2,6190 2,9435 3,1717 3,2835 3,2805 3,1829 3,0280 2,8567 2,6943 2,5499 2,4341 2,3651 2,3566 2,4058 2,4939 2,5902 2,6584 2,6763 2,6597 2,6546 2,7054 2,8359 3,0446 3,3061 3,5852 3,8513 4,0777 4,2425 4,3333 4,3499 4,3061 4,2255 4,1267 4,0171 3,9027 3,7979 3,7215 3,6812 3,6621 3,6393 3,6089 3,6022 3,6540 3,7582 3,8597 3,8885 3,7994 3,5885 3,2885 2,9564 2,6579 2,4476 2,3495 2,3573 2,4518 2,6100 2,7980 2,9735 3,1031 3,1720 3,1760 3,1124 2,9827 2,7995 2,5797 2,3316 2,0582 1,7735 1,5084 1,3077 1,2184 1,2708 1,4611 1,7501 2,0745 2,3693 2,5845 2,6911 2,6898 2,6129 2,5042 2,3911 2,2759 2,1459 1,9912 1,8216 1,6635 1,5362 1,4344 1,3358 1,2218 1,0881 0,9407 0,7948 0,6786 0,6213 0,6185 0,6183 0,5544 0,3931 0,1463 -0,1435 -0,4208 -0,6320 -0,7415 -0,7444 -0,6643 -0,5415 -0,4194 -0,3299 -0,2843 -0,2782 -0,3002 -0,3325 -0,3530 -0,3479 -0,3223 -0,2933 -0,2707 -0,2448 -0,1921 -0,1001 0,0182 0,1345 0,2284 0,3010 0,3721 0,4593 0,5620 0,6618 0,7372 0,7782 0,7931 0,8073 0,8561 0,9662 1,1348 1,3319 1,5119 1,6240 1,6328 1,5416 1,3844 1,1987 1,0144 0,8583 0,7578 0,7394 0,8199 0,9952 1,2376 1,5038 1,7540 1,9657 2,1291 2,2388 2,2988 2,3342 2,3865 2,4918 2,6622 2,8896 3,1594 3,4516 3,7344 3,9661 4,1092 4,1520 4,1186 4,0502 3,9788 3,9167 3,8565 3,7726 3,6338 3,4279 3,1756 2,9225 2,7107 2,5499 2,4155 2,2804 2,1448 2,0300 1,9482 1,8841 1,8078 1,6989 1,5564 1,3949 1,2431 1,1433 1,1277 1,1843 1,2550 1,2702 1,1869 1,0038 0,7559 0,4898 0,2343 -0,0112 -0,2596 -0,5163 -0,7739
