Fp1   -1,6978 -1,2012 -0,7598 -0,2911 0,2404 0,7298 0,9612 0,7421 0,0120 -1,1177 -2,3889 -3,4818 -4,1171 -4,1415 -3,5646 -2,5279 -1,2577 -0,0312 0,8919 1,3660 1,4026 1,1157 0,6452 0,1395 -0,2450 -0,4000 -0,3254 -0,1046 0,1709 0,4475 0,7030 0,9248 1,0993 1,1962 1,1651 0,9920 0,7614 0,6190 0,6628 0,8580 1,0541 1,1148 1,0337 0,9134 0,8614 0,9187 1,0500 1,1552 1,0732 0,6324 -0,2147 -1,2926 -2,2812 -2,9169 -3,1253 -3,0015 -2,7160 -2,4357 -2,2746 -2,2658 -2,3541 -2,4184 -2,3401 -2,0698 -1,6323 -1,0882 -0,4893 0,1507 0,8367 1,5470 2,2194 2,7463 2,9613 2,7052 1,9692 0,9360 -0,1406 -1,0580 -1,7163 -2,1399 -2,4519 -2,7769 -3,1479 -3,4785 -3,5990 -3,3345 -2,5929 -1,4241 -0,0111 1,4112 2,6326 3,4854 3,8493 3,6846 3,0560 2,1061 1,0112 -0,0458 -0,9222 -1,5683 -2,0154 -2,3115 -2,4792 -2,5281 -2,4768 -2,3645 -2,2535 -2,2101 -2,2593 -2,3621 -2,4431 -2,4288 -2,2678 -1,9550 -1,5464 -1,1248 -0,7560 -0,4793 -0,3163 -0,2838 -0,3901 -0,5915 -0,7665 -0,7741 -0,5244 0,0347 0,9516 2,2285 3,7507 5,2804 6,5220 7,2245 7,2799 6,7587 5,8626 4,8292 3,8352 2,9491 2,1572 1,4352 0,8145 0,3921 0,2706 0,4960 1,0504 1,8887 2,9609 4,1908 5,4451 6,5518 7,3522 7,7433 7,7000 7,2881 6,6398 5,8928 5,1502 4,4826 3,9453 3,5795 3,3914 3,3462 3,4133 3,6194 4,0518 4,8061 5,9159 7,3098 8,8107 10,1723 11,1508 11,5945 11,4987 11,0014 10,3408 9,7777 9,4704 9,3804 9,2920 8,9309 8,1242 6,9108 5,5143 4,2109 3,2248 2,7213 2,8284 3,5880 4,8613 6,3101 7,5230 8,2060 8,2920 7,9064 7,2413 6,4406 5,5699 4,6665 3,7897 3,0108 2,3658 1,8358 1,3822 0,9867 0,6487 0,3866 0,2573 0,3274 0,5967 0,9479 1,1683 1,0473 0,5144 -0,2987 -1,1508 -1,8512 -2,3264 -2,5687 -2,5761 -2,3733 -2,0622 -1,7919 -1,6658 -1,7189 -1,9690 -2,4259 -3,0320 -3,6265 -3,9882 -3,9233 -3,3350 -2,2555 -0,8545 0,5754 1,6846 2,1733 1,8838 0,8507 -0,7044 -2,4457 -4,0306 -5,2060 -5,8608 -6,0164 -5,7734 -5,2609 -4,6017 -3,8939 -3,2227 -2,6727 -2,2869 -2,0240 -1,7992 -1,5602 -1,3087 -1,0799 -0,9292 -0,9151 -1,0664 -1,3666 -1,7665 -2,1879 -2,5204 -2,6669 -2,6221 -2,4917 -2,4273 -2,5474 -2,8896 -3,4050 -3,9803 -4,4611 -4,6831 -4,5304 -3,9868 -3,1242 -2,0488 -0,8777 0,2532 1,1964 1,8318 2,1061 2,0387 1,6850 1,0888 0,2747 -0,7054 -1,7289 -2,6311 -3,3002 -3,7585 -4,1411 -4,5731 -5,0464 -5,4177 -5,5318 -5,3385 -4,8845 -4,2206 -3,3517 -2,2608 -0,9544 0,4896 1,9112 3,1275 4,0006 4,4577 4,4797 4,0892 3,3421 2,3128 1,0825 -0,2503 -1,5710 -2,7800 -3,8040 -4,5781 -5,0484 -5,1844 -4,9640 -4,3676 -3,4195 -2,2323 -0,9944 0,0940 0,8872 1,3305 1,4526 1,3284 1,0392 0,6532 0,2177 -0,2360 -0,6744 -1,0467 -1,3067 -1,4648 -1,6181 -1,8983 -2,3443 -2,8196 -3,0771 -2,9277 -2,3600 -1,5119 -0,5416 0,4567 1,4184 2,2532 2,8593 3,1738 3,1988 2,9935 2,6449 2,2365 1,8277 1,4456 1,0988 0,8157 0,6566 0,6652 0,8130 1,0028 1,1270 1,1172 0,9591 0,6839 0,3325 -0,1038 -0,6984 -1,5123 -2,4851 -3,4073 -4,0037 -4,0613 -3,5172 -2,4716 -1,1390 0,2462 1,5135 2,5766 3,4140 4,0542 4,5528 4,9472 5,2154 5,2848 5,0996 4,6811 4,1318 3,6213 3,3517 3,4533 3,8812 4,4432 4,9406 5,2539 5,3071 5,0261 4,3748 3,4059 2,2510 1,0690 0,0060 -0,8245 -1,3590 -1,5829 -1,5042 -1,1341 -0,5072 0,3007 1,2059 2,1599 3,1309 4,0394 4,7430 5,1099 5,0956 4,7325 4,0768 3,2095 2,2740 1,4513 0,8682 0,5541 0,5063 0,7823 1,4982 2,7142 4,3281 6,0745 7,6109 8,6269 8,9306 8,4764 7,3277 5,6111 3,5172 1,3180 -0,6767 -2,2074 -3,1224 -3,3819 -3,0470 -2,2649 -1,2388 -0,1757 0,7726 1,5334 2,0988 2,4979 2,7658 2,9233 2,9894 3,0022 3,0123 3,0484 3,0655 2,9307 2,5076 1,7651 0,7736 -0,3706 -1,5571 -2,6358 -3,4440 -3,8494 -3,7515 -3,0881 -1,8824 -0,2953 1,3750 2,7674 3,5871 3,7231 3,2732 2,4521 1,4695 0,4776 -0,4108 -1,1079 -1,5810 -1,8655 -2,0085 -2,0095 -1,8425 -1,5136 -1,0785 -0,6308 -0,2923 -0,1939 -0,4164 -0,9277 -1,5995 -2,2865 -2,8742 -3,2920 -3,5430 -3,7173 -3,9331 -4,2377 -4,5749 -4,8393 -4,9218 -4,7264 -4,2310 -3,5459 -2,8556 -2,2854 -1,8412 -1,4651 -1,1150 -0,8075 -0,6247 -0,6743 -1,0110 -1,5814 -2,2304 -2,7493 -2,9491 -2,7472 -2,2023 -1,4597 -0,6774 0,0165 0,5551 0,9441 1,2186 1,3759 1,3639 1,1394 0,7190 0,1738 -0,3925 -0,8575 -1,1038 -1,0494 -0,6723 -0,0170 0,8121 1,6534 2,3113 2,6365 2,6022 2,3036 1,9202 1,6664 1,6986 2,0403 2,5973 3,2182 3,7332 3,9844 3,8686 3,3767 2,6037 1,7274 0,9723 0,5473 0,5547 0,9254 1,4560 1,9433 2,2941 2,5099 2,5894 2,4787 2,1288 1,5649 0,8747 0,1626 -0,4659 -0,9176 -1,1358 -1,1142 -0,9003 -0,5853 -0,2735 -0,0559 -0,0021 -0,1491 -0,4787 -0,8989 -1,2481 -1,3532 -1,1281 -0,6341 -0,0524 0,4120 0,6364 0,6238 0,4531 0,2141 -0,0085 -0,1274 -0,0576 0,2586 0,8097 1,4970 2,1627
Fz    -0,9131 -0,6986 -0,3799 0,1278 0,7907 1,4088 1,6956 1,4364 0,5956 -0,6680 -2,0646 -3,2813 -4,0708 -4,3096 -4,0167 -3,3193 -2,4037 -1,4790 -0,7187 -0,1932 0,1266 0,2876 0,3031 0,1936 0,0331 -0,0876 -0,1227 -0,0736 0,0500 0,2521 0,5333 0,8751 1,2497 1,6150 1,8956 2,0251 2,0119 1,9271 1,8283 1,7003 1,4652 1,0804 0,6248 0,2544 0,0815 0,1141 0,2913 0,5293 0,7115 0,6854 0,3464 -0,2625 -0,9707 -1,6017 -2,0634 -2,3503 -2,5077 -2,5963 -2,6563 -2,6881 -2,6546 -2,5038 -2,2067 -1,7751 -1,2435 -0,6561 -0,0583 0,5223 1,0763 1,5931 2,0459 2,3673 2,4262 2,0847 1,3342 0,3573 -0,5714 -1,2345 -1,5620 -1,6480 -1,6895 -1,8567 -2,1852 -2,5637 -2,8125 -2,7876 -2,4471 -1,8579 -1,1490 -0,4416 0,1832 0,6545 0,8841 0,7891 0,3336 -0,4461 -1,4325 -2,4409 -3,2876 -3,8685 -4,1693 -4,2199 -4,0716 -3,8054 -3,5311 -3,3630 -3,3914 -3,6548 -4,1095 -4,6285 -5,0540 -5,2630 -5,2011 -4,8913 -4,4182 -3,8707 -3,2936 -2,7028 -2,1326 -1,6575 -1,3619 -1,2715 -1,3179 -1,3869 -1,3757 -1,1865 -0,7143 0,1061 1,2438 2,5645 3,8609 4,9127 5,5624 5,7550 5,5230 4,9543 4,1551 3,2150 2,1959 1,1585 0,2050 -0,5133 -0,8451 -0,7018 -0,0849 0,9386 2,2712 3,7900 5,3390 6,7538 7,9007 8,6821 9,0301 8,9267 8,4188 7,5991 6,5846 5,5108 4,5300 3,7960 3,4172 3,4101 3,7139 4,2599 5,0294 6,0519 7,3434 8,8300 10,3101 11,5001 12,1524 12,1673 11,6276 10,7553 9,8394 9,1500 8,8315 8,8262 8,8984 8,7512 8,1787 7,1702 5,8956 4,5996 3,5140 2,8490 2,7955 3,4500 4,7080 6,2619 7,7351 8,8468 9,4846 9,6698 9,4856 9,0129 8,2968 7,3628 6,2638 5,1072 4,0238 3,1113 2,4162 1,9481 1,6790 1,5521 1,5203 1,5578 1,6279 1,6497 1,5084 1,1194 0,5138 -0,1527 -0,7019 -1,0542 -1,2447 -1,3374 -1,3556 -1,3094 -1,2459 -1,2218 -1,2397 -1,2693 -1,3234 -1,4679 -1,7398 -2,0692 -2,2833 -2,1837 -1,6329 -0,6178 0,7182 2,0870 3,1328 3,5437 3,1457 1,9563 0,1782 -1,8653 -3,8178 -5,3754 -6,3546 -6,7068 -6,4791 -5,7690 -4,7099 -3,4742 -2,2626 -1,2557 -0,5340 -0,0424 0,3355 0,6565 0,8747 0,8978 0,6633 0,1732 -0,5082 -1,2811 -2,0424 -2,6888 -3,1028 -3,1921 -2,9711 -2,5811 -2,2169 -2,0329 -2,0888 -2,3484 -2,7116 -3,0349 -3,1450 -2,8906 -2,2168 -1,1825 0,0879 1,4499 2,7476 3,8132 4,4939 4,7064 4,4729 3,8908 3,0614 2,0575 0,9598 -0,1045 -0,9925 -1,6243 -2,0389 -2,3696 -2,7400 -3,1563 -3,5006 -3,6396 -3,5299 -3,2030 -2,6707 -1,8910 -0,8118 0,5741 2,1792 3,8078 5,2182 6,2046 6,6326 6,4477 5,6827 4,4522 2,9237 1,2921 -0,2338 -1,4651 -2,2880 -2,6750 -2,6551 -2,3083 -1,7651 -1,1565 -0,5491 0,0601 0,6900 1,3271 1,9215 2,4173 2,7847 3,0242 3,1475 3,1593 3,0502 2,7995 2,3974 1,8844 1,3716 0,9912 0,7956 0,6949 0,5188 0,1747 -0,2432 -0,5068 -0,4289 0,0113 0,6941 1,4807 2,2922 3,0894 3,8252 4,4416 4,8906 5,1447 5,2062 5,1206 4,9687 4,8236 4,7021 4,5734 4,4355 4,3571 4,4100 4,5729 4,7244 4,7302 4,5215 4,0998 3,5001 2,7566 1,8743 0,8322 -0,3562 -1,5724 -2,5883 -3,1395 -3,0321 -2,2224 -0,8317 0,9035 2,7193 4,4050 5,8303 6,9221 7,6457 8,0044 8,0283 7,7422 7,1532 6,2786 5,1792 3,9817 2,9059 2,2351 2,1763 2,7227 3,6591 4,6978 5,5973 6,1804 6,3281 6,0090 5,2915 4,2958 3,1473 1,9740 0,9133 0,0922 -0,3899 -0,4600 -0,0820 0,7103 1,8016 3,0397 4,2898 5,4345 6,3384 6,8554 6,9028 6,5190 5,8245 4,9363 3,9464 2,9687 2,1517 1,6172 1,4041 1,4950 1,8904 2,6270 3,7029 5,0017 6,3082 7,3905 8,0727 8,2619 7,9246 7,0476 5,6442 3,8252 1,8400 0,0126 -1,3792 -2,1779 -2,3505 -1,9615 -1,1412 -0,0557 1,1255 2,2615 3,2545 4,0442 4,6027 4,9251 5,0160 4,9030 4,6616 4,3996 4,1901 4,0000 3,6891 3,1132 2,2328 1,1119 -0,1474 -1,4198 -2,5544 -3,4158 -3,9140 -3,9854 -3,5828 -2,7110 -1,4851 -0,1515 0,9677 1,5973 1,6252 1,1196 0,2386 -0,8608 -2,0319 -3,1150 -3,9616 -4,4900 -4,6963 -4,6026 -4,2208 -3,5782 -2,7478 -1,8396 -0,9854 -0,3381 -0,0559 -0,2314 -0,8085 -1,6003 -2,4052 -3,0844 -3,5670 -3,8490 -3,9927 -4,0760 -4,1207 -4,0859 -3,9249 -3,6152 -3,1547 -2,5962 -2,0793 -1,7691 -1,7472 -1,9780 -2,3609 -2,7821 -3,1576 -3,4840 -3,8375 -4,2892 -4,8208 -5,3160 -5,6093 -5,5548 -5,0901 -4,2569 -3,1694 -1,9741 -0,8174 0,1942 1,0138 1,6176 1,9567 1,9735 1,6731 1,1525 0,5531 0,0056 -0,3846 -0,5333 -0,3785 0,1083 0,8981 1,8808 2,8603 3,5988 3,9202 3,8021 3,3761 2,8668 2,5068 2,4298 2,6168 2,9479 3,2876 3,5291 3,6075 3,5003 3,2170 2,7976 2,3388 2,0125 2,0083 2,4088 3,1016 3,8304 4,3627 4,6202 4,6521 4,5063 4,1523 3,5351 2,6719 1,6731 0,7003 -0,0806 -0,5493 -0,6726 -0,5066 -0,1627 0,2372 0,6007 0,8782 1,0411 1,0678 0,9639 0,7898 0,6613 0,6962 0,9231 1,2317 1,4225 1,3230 0,8954 0,2522 -0,4184 -0,9374 -1,1809 -1,1040 -0,7388 -0,1683 0,4945 1,1223 1,5982
F3    -1,9353 -1,5391 -0,8098 0,2848 1,5941 2,7743 3,4167 3,2489 2,2627 0,7059 -1,0392 -2,6110 -3,7651 -4,3960 -4,5240 -4,2689 -3,8144 -3,3358 -2,8942 -2,3988 -1,7067 -0,7814 0,2485 1,1834 1,8732 2,2414 2,2659 2,0079 1,6358 1,3580 1,3065 1,4867 1,8151 2,1576 2,3584 2,3115 2,0191 1,5620 1,0228 0,4299 -0,2327 -0,9385 -1,5478 -1,8620 -1,7530 -1,2303 -0,4007 0,5845 1,5144 2,1149 2,1588 1,6090 0,6379 -0,4795 -1,4835 -2,1991 -2,5758 -2,6786 -2,6134 -2,4432 -2,1637 -1,7448 -1,1973 -0,5953 -0,0376 0,3914 0,6411 0,7252 0,7338 0,7868 0,9486 1,1469 1,1671 0,7940 0,0290 -0,8394 -1,4151 -1,4521 -0,9918 -0,3284 0,1579 0,2048 -0,2148 -0,9121 -1,6008 -2,0389 -2,1260 -1,9217 -1,5847 -1,2592 -0,9986 -0,7856 -0,5906 -0,4122 -0,3037 -0,3644 -0,6613 -1,1493 -1,6847 -2,1174 -2,3494 -2,3372 -2,1030 -1,7562 -1,4699 -1,4228 -1,7429 -2,4534 -3,4399 -4,4824 -5,3441 -5,8504 -5,9265 -5,6039 -4,9986 -4,2513 -3,4645 -2,6798 -1,8995 -1,1272 -0,3925 0,2574 0,7783 1,1304 1,2842 1,2731 1,2344 1,3550 1,7631 2,4643 3,3371 4,1726 4,7501 4,9063 4,5721 3,7844 2,6632 1,3620 0,0305 -1,1956 -2,1742 -2,7416 -2,7405 -2,0912 -0,8464 0,8307 2,7466 4,7246 6,5922 8,1853 9,3862 10,1219 10,3263 9,9410 8,9683 7,5141 5,7774 4,0076 2,4812 1,4649 1,1093 1,3525 1,9642 2,7129 3,5074 4,4065 5,5162 6,8609 8,3044 9,5894 10,4830 10,9054 10,9391 10,7487 10,5114 10,3721 10,3783 10,4307 10,3207 9,8431 8,9157 7,6222 6,1518 4,6970 3,4091 2,4460 2,0118 2,2718 3,2048 4,5610 5,9793 7,1753 8,0569 8,6819 9,1177 9,3365 9,2250 8,6846 7,7300 6,4982 5,1692 3,8766 2,6914 1,6613 0,8285 0,2257 -0,1219 -0,2187 -0,1355 0,0023 0,0789 0,0560 0,0007 0,0354 0,2185 0,4579 0,5552 0,3456 -0,2014 -0,9868 -1,8393 -2,5544 -2,9405 -2,9295 -2,6686 -2,4482 -2,4895 -2,7804 -3,0870 -3,0865 -2,5012 -1,2015 0,7087 2,8699 4,7704 5,9134 5,9521 4,7848 2,5957 -0,2008 -3,0891 -5,5997 -7,4135 -8,3711 -8,4247 -7,6295 -6,1746 -4,3649 -2,5391 -0,9813 0,1521 0,8594 1,2351 1,3710 1,3100 1,0759 0,7147 0,2938 -0,1260 -0,5234 -0,9279 -1,3618 -1,7562 -1,9771 -1,9576 -1,7681 -1,5553 -1,4422 -1,4678 -1,6009 -1,7868 -1,9307 -1,8594 -1,3853 -0,4259 0,9527 2,5694 4,1711 5,4834 6,2690 6,3805 5,8124 4,7169 3,3325 1,8621 0,4284 -0,8530 -1,8190 -2,3277 -2,3642 -2,0762 -1,7170 -1,5101 -1,5165 -1,6359 -1,7361 -1,7582 -1,6865 -1,4601 -0,9628 -0,0857 1,2087 2,8215 4,4909 5,8941 6,8009 7,1158 6,8176 5,9284 4,5428 2,8442 1,0725 -0,5329 -1,7954 -2,6421 -3,0843 -3,1641 -2,9358 -2,4670 -1,8007 -0,9149 0,2295 1,5826 2,9735 4,1827 5,0307 5,4218 5,3497 4,8810 4,1317 3,2334 2,2918 1,3749 0,5469 -0,0925 -0,4351 -0,4608 -0,3044 -0,1841 -0,2236 -0,3397 -0,3214 -0,0195 0,5572 1,3092 2,1573 3,0772 4,0492 4,9917 5,7596 6,2086 6,2634 5,9449 5,3519 4,6147 3,8493 3,1390 2,5580 2,2160 2,2579 2,7756 3,6846 4,6996 5,4649 5,7347 5,4600 4,7449 3,7354 2,5312 1,1893 -0,1973 -1,4492 -2,3347 -2,6453 -2,2596 -1,1947 0,3721 2,1487 3,8374 5,2394 6,2758 6,9431 7,2837 7,3713 7,2683 6,9826 6,4861 5,7793 4,9211 4,0090 3,1858 2,6529 2,6065 3,1145 4,0520 5,1664 6,1965 6,9270 7,1996 6,9508 6,2341 5,1731 3,8951 2,5172 1,1818 0,0725 -0,6147 -0,7203 -0,1789 0,9255 2,3632 3,8535 5,1653 6,1410 6,6764 6,7167 6,2758 5,4510 4,4005 3,2777 2,1872 1,2276 0,5462 0,2982 0,5475 1,2408 2,2802 3,5777 5,0256 6,4585 7,6847 8,5591 9,0227 9,0748 8,7046 7,8483 6,4386 4,5201 2,3058 0,1080 -1,7824 -3,1621 -3,9213 -4,0341 -3,5493 -2,5705 -1,2344 0,3046 1,8809 3,3326 4,5355 5,4274 5,9981 6,2805 6,3597 6,3496 6,3061 6,1390 5,6384 4,6286 3,0982 1,1796 -0,9306 -2,9878 -4,7072 -5,8457 -6,2788 -5,9804 -4,9626 -3,2742 -1,0771 1,2772 3,2913 4,5184 4,7712 4,1580 2,9410 1,3926 -0,2390 -1,7193 -2,8612 -3,6003 -4,0129 -4,2313 -4,3393 -4,3409 -4,1815 -3,7822 -3,0990 -2,1966 -1,2690 -0,5462 -0,1488 -0,0465 -0,1419 -0,3426 -0,5765 -0,8170 -1,1078 -1,5192 -2,0630 -2,6677 -3,2351 -3,6909 -4,0033 -4,2063 -4,3820 -4,5628 -4,6647 -4,5539 -4,1720 -3,5808 -2,9244 -2,3790 -2,0950 -2,1194 -2,3549 -2,6017 -2,6535 -2,3984 -1,8712 -1,2187 -0,6047 -0,1325 0,1908 0,4437 0,7157 1,0091 1,2103 1,1652 0,7949 0,1539 -0,6171 -1,3726 -1,9790 -2,2866 -2,1457 -1,4903 -0,4068 0,8773 2,0603 2,8589 3,1249 2,9239 2,4926 2,1112 1,9807 2,1427 2,4842 2,8301 3,0475 3,0952 3,0228 2,9256 2,8705 2,8650 2,9172 3,1128 3,5811 4,3436 5,1905 5,7440 5,7041 5,0433 3,9761 2,7765 1,6248 0,5829 -0,3400 -1,1288 -1,7315 -2,0513 -1,9864 -1,5022 -0,6716 0,3468 1,3647 2,2206 2,8066 3,0522 2,9093 2,3780 1,5470 0,5955 -0,2770 -0,9422 -1,3725 -1,6141 -1,7423 -1,7966 -1,7400 -1,4952 -1,0111 -0,2933 0,6033 1,6090 2,6513 3,6131 4,3195 4,6172
F7    -2,4093 -1,8816 -1,3022 -0,5575 0,3643 1,2913 1,9203 1,9828 1,3826 0,2393 -1,1573 -2,4534 -3,3417 -3,6473 -3,3650 -2,6351 -1,6995 -0,8511 -0,3303 -0,2093 -0,3815 -0,6673 -0,9161 -1,0213 -0,9090 -0,5725 -0,0935 0,4138 0,8761 1,2734 1,5972 1,8297 1,9649 2,0014 1,9044 1,6381 1,2475 0,8565 0,5693 0,3841 0,2108 -0,0132 -0,2321 -0,3083 -0,1293 0,3220 0,9632 1,6319 2,0987 2,1216 1,5874 0,6222 -0,4811 -1,4530 -2,1629 -2,6078 -2,8633 -3,0378 -3,2124 -3,3848 -3,4641 -3,3283 -2,9048 -2,2112 -1,3355 -0,3962 0,5030 1,3167 2,0593 2,7634 3,4219 3,9254 4,0490 3,5704 2,4696 0,9881 -0,5287 -1,8129 -2,7393 -3,3160 -3,6442 -3,8459 -3,9862 -4,0286 -3,8434 -3,2774 -2,2612 -0,8830 0,6392 2,0693 3,2297 3,9938 4,2723 4,0398 3,3574 2,3533 1,1906 0,0475 -0,9268 -1,6640 -2,1615 -2,4189 -2,4205 -2,1839 -1,7967 -1,3999 -1,1421 -1,1311 -1,3927 -1,8621 -2,4148 -2,9071 -3,2133 -3,2710 -3,1055 -2,7929 -2,4095 -2,0168 -1,6627 -1,3852 -1,2081 -1,1050 -0,9767 -0,6939 -0,1570 0,6992 1,9133 3,4522 5,1591 6,7637 7,9558 8,4937 8,3054 7,5125 6,3616 5,1169 3,9590 2,9394 2,0203 1,1699 0,4427 -0,0198 -0,0719 0,3508 1,2106 2,4078 3,8241 5,3301 6,7801 8,0243 8,9280 9,3788 9,3108 8,7517 7,8314 6,7300 5,6169 4,6189 3,8236 3,2984 3,0737 3,1162 3,3626 3,7916 4,4526 5,4260 6,7474 8,3503 10,0482 11,5702 12,6563 13,1685 13,1389 12,7331 12,1844 11,7188 11,4567 11,3368 11,1360 10,5919 9,5681 8,1550 6,6122 5,2040 4,0963 3,3949 3,2203 3,6663 4,6705 5,9601 7,1619 7,9911 8,3623 8,3546 8,0927 7,6469 7,0224 6,2329 5,3626 4,5372 3,8416 3,2781 2,8063 2,4002 2,0583 1,8073 1,7168 1,8617 2,2334 2,6814 2,9429 2,7638 2,0595 0,9860 -0,1586 -1,1073 -1,7154 -1,9373 -1,7835 -1,3328 -0,7485 -0,2065 0,2078 0,4848 0,5857 0,4249 -0,0144 -0,5850 -1,0196 -1,0519 -0,5107 0,6263 2,1951 3,8549 5,1782 5,7874 5,4631 4,1996 2,2037 -0,1619 -2,4728 -4,3579 -5,5920 -6,1120 -5,9736 -5,3026 -4,2628 -3,0387 -1,8308 -0,8355 -0,1724 0,1872 0,3893 0,5849 0,8473 1,1592 1,4345 1,5623 1,4671 1,1429 0,6403 0,0467 -0,5218 -0,9604 -1,2442 -1,4399 -1,6436 -1,9183 -2,2802 -2,7163 -3,1845 -3,5807 -3,7434 -3,5490 -3,0106 -2,2547 -1,4106 -0,5457 0,3084 1,0929 1,7055 2,0485 2,0801 1,8058 1,2296 0,3454 -0,7973 -2,0303 -3,1076 -3,8409 -4,2280 -4,4577 -4,7534 -5,1783 -5,5903 -5,7853 -5,6645 -5,2519 -4,5905 -3,6782 -2,4952 -1,0638 0,4956 1,9650 3,1241 3,8538 4,1515 4,0690 3,6459 2,8970 1,8417 0,5455 -0,8596 -2,2077 -3,3657 -4,2604 -4,8627 -5,1753 -5,2225 -5,0091 -4,4885 -3,6091 -2,4128 -1,0752 0,1526 1,0470 1,4975 1,5352 1,2886 0,9010 0,4746 0,0599 -0,3246 -0,6542 -0,8788 -0,9606 -0,9419 -0,9608 -1,1671 -1,5867 -2,0658 -2,3679 -2,3376 -1,9809 -1,4170 -0,7675 -0,0923 0,5830 1,2146 1,7355 2,0857 2,2411 2,2258 2,1004 1,9378 1,7951 1,6871 1,5905 1,4950 1,4418 1,4877 1,6248 1,7553 1,7536 1,5461 1,1515 0,6676 0,1922 -0,2862 -0,8972 -1,7527 -2,7919 -3,7617 -4,3382 -4,2859 -3,5475 -2,2393 -0,5823 1,1804 2,8431 4,2568 5,3372 6,0749 6,5201 6,7291 6,7148 6,4483 5,9139 5,1602 4,3142 3,5830 3,2118 3,3546 3,9520 4,7544 5,4784 5,9411 6,0599 5,7967 5,1518 4,1756 2,9500 1,5756 0,1931 -1,0152 -1,8774 -2,2846 -2,1945 -1,6158 -0,6188 0,6564 2,0372 3,3688 4,5211 5,3585 5,7485 5,6385 5,1002 4,2652 3,2360 2,0936 0,9762 0,0896 -0,3919 -0,4148 -0,0130 0,7951 2,0344 3,6789 5,5584 7,3755 8,8132 9,6445 9,7759 9,2137 8,0004 6,2009 3,9533 1,5073 -0,8174 -2,7222 -4,0010 -4,5640 -4,4319 -3,7167 -2,5899 -1,2435 0,1431 1,4192 2,4756 3,2645 3,7959 4,1108 4,2715 4,3685 4,4973 4,6875 4,8312 4,7020 4,1016 3,0007 1,5200 -0,1748 -1,8958 -3,4074 -4,4693 -4,9022 -4,6029 -3,5490 -1,8269 0,3405 2,6008 4,5307 5,7552 6,0895 5,5920 4,4751 2,9904 1,3912 -0,0747 -1,2164 -1,9638 -2,3664 -2,5128 -2,4593 -2,2286 -1,8426 -1,3398 -0,7793 -0,2532 0,1063 0,1751 -0,0748 -0,5618 -1,1662 -1,7726 -2,2839 -2,6652 -2,9750 -3,3137 -3,7234 -4,1428 -4,4538 -4,5364 -4,2995 -3,7396 -2,9934 -2,2749 -1,7244 -1,3402 -1,0467 -0,7805 -0,5244 -0,3205 -0,2497 -0,3546 -0,5857 -0,8329 -0,9874 -0,9748 -0,7721 -0,4107 0,0438 0,5166 0,9496 1,3283 1,6781 2,0131 2,2855 2,4018 2,2941 1,9644 1,4740 0,9329 0,4896 0,2820 0,3780 0,7685 1,3889 2,1299 2,8391 3,3518 3,5623 3,4779 3,2039 2,9041 2,7562 2,8779 3,2700 3,8377 4,4481 4,9722 5,3041 5,3714 5,1482 4,6750 4,0800 3,5663 3,3377 3,4914 3,9499 4,5045 4,9571 5,2306 5,3393 5,2765 4,9638 4,3314 3,4188 2,3719 1,3770 0,6094 0,1870 0,1357 0,3977 0,8614 1,3875 1,8480 2,1597 2,2798 2,1854 1,8827 1,4385 0,9975 0,7375 0,7645 1,0350 1,3808 1,6230 1,6767 1,5592 1,3246 1,0286 0,7433 0,5676 0,6093 0,9385 1,5309 2,2623 2,9551
