Fp1   -0,5083 -0,8635 -1,0707 -1,1123 -0,9900 -0,7257 -0,3672 0,0093 0,3245 0,5386 0,6700 0,7744 0,8994 1,0451 1,1626 1,1979 1,1376 1,0210 0,9209 0,9008 0,9706 1,0812 1,1568 1,1311 0,9722 0,7027 0,3946 0,1263 -0,0586 -0,1590 -0,1972 -0,1978 -0,1862 -0,1938 -0,2524 -0,3793 -0,5652 -0,7715 -0,9429 -1,0288 -0,9978 -0,8506 -0,6278 -0,4045 -0,2693 -0,2836 -0,4414 -0,6768 -0,9133 -1,1021 -1,2274 -1,2916 -1,3064 -1,3067 -1,3498 -1,4650 -1,6094 -1,7035 -1,7131 -1,6764 -1,6522 -1,6617 -1,6824 -1,6808 -1,6335 -1,5208 -1,3193 -1,0176 -0,6418 -0,2621 0,0390 0,2166 0,2831 0,2775 0,2258 0,1234 -0,0495 -0,2827 -0,5041 -0,6063 -0,5136 -0,2339 0,1297 0,4217 0,5259 0,4358 0,2341 0,0125 -0,1882 -0,3728 -0,5446 -0,6741 -0,7149 -0,6493 -0,5087 -0,3545 -0,2478 -0,2357 -0,3501 -0,6045 -0,9914 -1,4880 -2,0566 -2,6364 -3,1549 -3,5687 -3,8817 -4,1188 -4,2938 -4,3978 -4,4060 -4,3052 -4,1142 -3,8691 -3,6058 -3,3652 -3,2004 -3,1644 -3,2755 -3,4818 -3,6632 -3,6841 -3,4691 -3,0487 -2,5389 -2,0693 -1,7132 -1,4741 -1,3306 -1,2770 -1,3186 -1,4509 -1,6611 -1,9348 -2,2345 -2,4791 -2,5698 -2,4398 -2,0784 -1,5156 -0,7862 0,0907 1,0876 2,1228 3,0535 3,7214 4,0247 3,9679 3,6601 3,2677 2,9556 2,8369 2,9351 3,1765 3,4240 3,5290 3,3829 2,9721 2,4067 1,8759 1,5572 1,5615 1,9307 2,6384 3,5773 4,5789 5,4785 6,1768 6,6560 6,9471 7,0854 7,0996 7,0337 6,9546 6,9308 7,0003 7,1419 7,2825 7,3476 7,2929 7,0885 6,7095 6,1611 5,4930 4,7822 4,1097 3,5495 3,1525 2,9179 2,7916 2,7128 2,6527 2,6105 2,5848 2,5500 2,4579 2,2661 1,9674 1,5932 1,1913 0,7958 0,3995 -0,0467 -0,5848 -1,1867 -1,7555 -2,1920 -2,4403 -2,4749 -2,2870 -1,9084 -1,4177 -0,8929 -0,3761 0,1036 0,5001 0,7618 0,8573 0,7792 0,5358 0,1490 -0,3382 -0,8595 -1,3377 -1,7146 -1,9763 -2,1482 -2,2546 -2,2889 -2,2332 -2,0958 -1,9138 -1,7237 -1,5357 -1,3308 -1,0836 -0,8033 -0,5612 -0,4545 -0,5199 -0,6905 -0,8480 -0,9109 -0,8735 -0,7750 -0,6608 -0,5722 -0,5362 -0,5375 -0,5227 -0,4545 -0,3404 -0,2030 -0,0432 0,1568 0,3926 0,5966 0,6605 0,5193 0,2072 -0,1723 -0,5109 -0,7426 -0,8638 -0,9311 -1,0297 -1,2230 -1,5099 -1,8123 -2,0042 -1,9734 -1,6749 -1,1468 -0,4979 0,1224 0,5754 0,7865 0,7710 0,6220 0,4678 0,4081 0,4570 0,5390 0,5509 0,4241 0,1442 -0,2539 -0,7001 -1,1073 -1,3893 -1,4733 -1,3215 -0,9583 -0,4736 0,0145 0,4054 0,6389 0,6992 0,6154 0,4596 0,3366 0,3440 0,5171 0,8119 1,1472 1,4587 1,7260 1,9680 2,2049 2,4215 2,5936 2,7555 3,0136 3,4728 4,1528 4,9725 5,7845 6,4173 6,7320 6,6823 6,3333 5,8229 5,2938 4,8429 4,5105 4,2923 4,1484 4,0227 3,8870 3,7675 3,7212 3,7936 3,9921 4,2843 4,6116 4,9143 5,1548 5,3244 5,4315 5,4828 5,4812 5,4360 5,3568 5,2454 5,1105 4,9813 4,8981 4,8936 4,9815 5,1523 5,3811 5,6366 5,8779 6,0540 6,1167 6,0393 5,8296 5,5309 5,2114 4,9353 4,7211 4,5265 4,2847 3,9662 3,6122 3,3049 3,1164 3,0867 3,2296 3,5373 3,9690 4,4475 4,8864 5,2290 5,4640 5,6099 5,6855 5,7017 5,6799 5,6681 5,7198 5,8584 6,0674 6,3131 6,5674 6,8199 7,0732 7,3208 7,5394 7,7072 7,8283 7,9393 8,0821 8,2582 8,4131 8,4659 8,3615 8,1218 7,8543 7,6935 7,7231 7,9345 8,2402 8,5393 8,7843 8,9786 9,1232 9,1939 9,1595 9,0016 8,7388 8,4366 8,1720 7,9871 7,8788 7,8039 7,6930 7,4933 7,2019 6,8493 6,4817 6,1734 6,0068 6,0075 6,1230 6,2763 6,4335 6,6204 6,8836 7,2260 7,5779 7,8283 7,8832 7,7057 7,3252 6,8102 6,2253 5,6115 5,0024 4,4330 3,9198 3,4499 3,0089 2,6072 2,2549 1,9298 1,5966 1,2399 0,8643 0,4740 0,0667 -0,3528 -0,7583 -1,1005 -1,3210 -1,3793 -1,2811 -1,0741 -0,8148 -0,5412 -0,2563 0,0747 0,5014 1,0445 1,6550 2,2025 2,5254 2,5203 2,2014 1,6935 1,1686 0,7585 0,5129 0,4343 0,5122 0,7112 0,9722 1,2497 1,5247 1,7845 2,0155 2,2042 2,3301 2,3688 2,3182 2,2207 2,1485 2,1558 2,2382 2,3331 2,3671 2,3219 2,2506 2,2226 2,2640 2,3464 2,4118 2,4081 2,3123 2,1322 1,8930 1,6220 1,3391 1,0668 0,8478 0,7344 0,7494 0,8727 1,0713 1,3261 1,6360 2,0135 2,4638 2,9496 3,3885 3,7011 3,8618 3,9062 3,9088 3,9598 4,1343 4,4526 4,8554 5,2191 5,4229 5,4181 5,2232 4,8642 4,3602 3,7622 3,1639 2,6550 2,2800 2,0455 1,9420 1,9399 1,9841 2,0278 2,0793 2,1970 2,4378 2,8169 3,2998 3,8155 4,2860 4,6665 4,9663 5,2254 5,4659 5,6715 5,8000 5,8001 5,6408 5,3527 5,0280 4,7604 4,5835 4,4723 4,3926 4,3346 4,3016 4,2845 4,2625 4,2182 4,1402 4,0131 3,8193 3,5519 3,2193 2,8341 2,4099 1,9655 1,5242 1,1074 0,7304 0,4099 0,1744 0,0461 0,0004 -0,0367 -0,1358 -0,3143 -0,5335 -0,7364 -0,8865 -0,9803 -1,0266 -1,0221 -0,9658 -0,8907 -0,8548 -0,8937 -0,9987 -1,1450 -1,3266 -1,5604 -1,8584 -2,1998 -2,5311 -2,7852
Fz    -0,0548 -0,3427 -0,5179 -0,5751 -0,5181 -0,3587 -0,1258 0,1322 0,3644 0,5412 0,6628 0,7491 0,8182 0,8629 0,8535 0,7715 0,6341 0,4905 0,4023 0,4198 0,5581 0,7867 1,0400 1,2441 1,3449 1,3269 1,2098 1,0271 0,8044 0,5549 0,2865 0,0085 -0,2715 -0,5502 -0,8238 -1,0834 -1,3098 -1,4725 -1,5371 -1,4769 -1,2845 -0,9866 -0,6462 -0,3492 -0,1792 -0,1846 -0,3573 -0,6426 -0,9699 -1,2757 -1,5140 -1,6595 -1,7106 -1,6932 -1,6491 -1,6082 -1,5693 -1,5127 -1,4248 -1,3075 -1,1655 -0,9984 -0,8083 -0,6077 -0,4134 -0,2337 -0,0593 0,1342 0,3671 0,6326 0,9011 1,1471 1,3638 1,5465 1,6771 1,7248 1,6636 1,4950 1,2603 1,0318 0,8853 0,8662 0,9670 1,1339 1,3022 1,4295 1,5017 1,5219 1,5005 1,4516 1,3966 1,3623 1,3625 1,3847 1,4021 1,3915 1,3356 1,2199 1,0355 0,7768 0,4401 0,0312 -0,4225 -0,8712 -1,2659 -1,5878 -1,8521 -2,0854 -2,3036 -2,5046 -2,6697 -2,7804 -2,8367 -2,8517 -2,8350 -2,7926 -2,7404 -2,7089 -2,7246 -2,7818 -2,8352 -2,8278 -2,7273 -2,5479 -2,3440 -2,1749 -2,0678 -2,0094 -1,9637 -1,8930 -1,7689 -1,5816 -1,3532 -1,1323 -0,9548 -0,8081 -0,6385 -0,3890 -0,0294 0,4366 0,9879 1,6066 2,2761 2,9660 3,6215 4,1704 4,5507 4,7423 4,7729 4,6989 4,5870 4,5025 4,4912 4,5627 4,6882 4,8112 4,8672 4,8221 4,7049 4,5994 4,6025 4,7896 5,1991 5,8213 6,5927 7,4127 8,1777 8,8173 9,3120 9,6823 9,9554 10,1463 10,2654 10,3249 10,3330 10,2866 10,1718 9,9725 9,6850 9,3221 8,9047 8,4574 8,0125 7,6047 7,2557 6,9628 6,7044 6,4557 6,1982 5,9248 5,6438 5,3722 5,1204 4,8826 4,6356 4,3484 4,0045 3,6165 3,2174 2,8446 2,5234 2,2483 1,9756 1,6576 1,2883 0,9117 0,5901 0,3759 0,3037 0,3907 0,6341 1,0138 1,5026 2,0682 2,6584 3,1910 3,5751 3,7471 3,6876 3,4212 3,0091 2,5295 2,0559 1,6438 1,3252 1,1042 0,9634 0,8860 0,8724 0,9285 1,0444 1,1951 1,3558 1,5124 1,6654 1,8228 1,9770 2,0893 2,1147 2,0478 1,9369 1,8500 1,8304 1,8784 1,9643 2,0470 2,0860 2,0611 1,9889 1,9136 1,8758 1,8897 1,9475 2,0384 2,1617 2,3179 2,4861 2,6246 2,7027 2,7217 2,6982 2,6412 2,5496 2,4204 2,2488 2,0231 1,7344 1,4016 1,0856 0,8706 0,8251 0,9734 1,2912 1,7147 2,1574 2,5348 2,7893 2,9030 2,9010 2,8434 2,7994 2,8077 2,8539 2,8855 2,8487 2,7185 2,5098 2,2622 2,0151 1,8030 1,6664 1,6453 1,7511 1,9517 2,1871 2,4018 2,5644 2,6697 2,7302 2,7670 2,8073 2,8808 3,0063 3,1808 3,3848 3,5910 3,7718 3,9080 3,9933 4,0289 4,0238 4,0101 4,0446 4,1812 4,4405 4,8039 5,2210 5,6176 5,9172 6,0735 6,0894 6,0102 5,8963 5,7927 5,7177 5,6720 5,6469 5,6235 5,5815 5,5190 5,4583 5,4257 5,4291 5,4567 5,4908 5,5215 5,5535 5,6063 5,7059 5,8716 6,1047 6,3867 6,6828 6,9509 7,1546 7,2741 7,3147 7,3014 7,2615 7,2127 7,1676 7,1369 7,1200 7,0985 7,0444 6,9348 6,7619 6,5333 6,2702 6,0012 5,7447 5,4966 5,2373 4,9525 4,6497 4,3550 4,0992 3,9049 3,7839 3,7448 3,7942 3,9290 4,1320 4,3798 4,6519 4,9301 5,1919 5,4132 5,5849 5,7249 5,8703 6,0495 6,2630 6,4927 6,7194 6,9340 7,1408 7,3557 7,5966 7,8735 8,1892 8,5453 8,9360 9,3297 9,6676 9,8908 9,9769 9,9509 9,8655 9,7730 9,7102 9,6902 9,6955 9,6907 9,6548 9,5935 9,5154 9,4146 9,2771 9,0946 8,8762 8,6547 8,4740 8,3648 8,3246 8,3096 8,2550 8,1204 7,9127 7,6632 7,4008 7,1522 6,9485 6,8148 6,7616 6,7896 6,8966 7,0757 7,3079 7,5589 7,7869 7,9533 8,0320 8,0119 7,8931 7,6702 7,3263 6,8516 6,2657 5,6152 4,9526 4,3204 3,7522 3,2747 2,8923 2,5719 2,2587 1,9119 1,5208 1,0958 0,6569 0,2321 -0,1420 -0,4281 -0,5961 -0,6312 -0,5411 -0,3556 -0,1124 0,1597 0,4501 0,7651 1,1165 1,5057 1,9046 2,2508 2,4706 2,5154 2,3827 2,1185 1,7988 1,4990 1,2773 1,1773 1,2202 1,3873 1,6329 1,9174 2,2201 2,5273 2,8180 3,0551 3,1852 3,1563 2,9470 2,5862 2,1479 1,7223 1,3805 1,1528 1,0355 1,0157 1,0840 1,2298 1,4356 1,6733 1,9037 2,0907 2,2238 2,3208 2,4090 2,5004 2,5784 2,6086 2,5705 2,4746 2,3478 2,2195 2,1269 2,1144 2,2152 2,4340 2,7386 3,0637 3,3332 3,4964 3,5484 3,5227 3,4705 3,4451 3,4908 3,6314 3,8595 4,1297 4,3727 4,5275 4,5573 4,4434 4,1855 3,8177 3,4077 3,0274 2,7196 2,4905 2,3251 2,2009 2,0939 1,9909 1,9058 1,8806 1,9652 2,1915 2,5599 3,0403 3,5806 4,1206 4,6083 5,0064 5,2930 5,4642 5,5294 5,4989 5,3814 5,1982 4,9841 4,7697 4,5657 4,3712 4,1934 4,0532 3,9694 3,9385 3,9295 3,8991 3,8108 3,6424 3,3840 3,0394 2,6333 2,2068 1,7986 1,4296 1,0984 0,7844 0,4638 0,1269 -0,2150 -0,5421 -0,8411 -1,1064 -1,3309 -1,5038 -1,6200 -1,6905 -1,7388 -1,7893 -1,8585 -1,9525 -2,0753 -2,2416 -2,4708 -2,7636 -3,0920 -3,4185 -3,7199 -3,9918 -4,2359 -4,4416 -4,5799 -4,6123
F3    -0,4451 -0,7874 -1,0056 -1,0902 -1,0384 -0,8576 -0,5791 -0,2622 0,0296 0,2567 0,4109 0,5060 0,5595 0,5679 0,5072 0,3688 0,1839 0,0128 -0,0783 -0,0400 0,1367 0,4109 0,7083 0,9510 1,0840 1,0932 1,0054 0,8659 0,7088 0,5428 0,3581 0,1443 -0,0987 -0,3598 -0,6176 -0,8430 -1,0033 -1,0678 -1,0139 -0,8288 -0,5194 -0,1270 0,2702 0,5781 0,7176 0,6505 0,3906 -0,0056 -0,4592 -0,8917 -1,2418 -1,4769 -1,5959 -1,6272 -1,6103 -1,5685 -1,4963 -1,3746 -1,1926 -0,9569 -0,6878 -0,4113 -0,1524 0,0712 0,2510 0,3893 0,4996 0,6071 0,7399 0,9121 1,1148 1,3289 1,5384 1,7296 1,8848 1,9793 1,9885 1,9056 1,7585 1,6056 1,5115 1,5123 1,5975 1,7228 1,8443 1,9378 1,9986 2,0383 2,0782 2,1363 2,2228 2,3402 2,4715 2,5804 2,6355 2,6279 2,5569 2,4133 2,1826 1,8565 1,4395 0,9520 0,4363 -0,0462 -0,4421 -0,7400 -0,9733 -1,1868 -1,4039 -1,6172 -1,7971 -1,9129 -1,9546 -1,9316 -1,8553 -1,7352 -1,5918 -1,4632 -1,3870 -1,3696 -1,3759 -1,3495 -1,2497 -1,0817 -0,8927 -0,7376 -0,6414 -0,5887 -0,5413 -0,4634 -0,3357 -0,1575 0,0505 0,2515 0,4184 0,5610 0,7258 0,9714 1,3375 1,8256 2,4036 3,0288 3,6630 4,2713 4,8126 5,2353 5,4959 5,5900 5,5557 5,4500 5,3292 5,2408 5,2122 5,2430 5,3082 5,3646 5,3628 5,2768 5,1330 5,0029 4,9685 5,0944 5,4160 5,9315 6,5965 7,3329 8,0495 8,6714 9,1632 9,5297 9,7890 9,9503 10,0191 10,0115 9,9513 9,8524 9,7060 9,4933 9,2108 8,8769 8,5158 8,1496 7,8062 7,5169 7,2970 7,1315 6,9807 6,8037 6,5763 6,2969 5,9834 5,6601 5,3398 5,0196 4,6845 4,3187 3,9239 3,5274 3,1684 2,8765 2,6590 2,4925 2,3282 2,1232 1,8734 1,6172 1,4114 1,3079 1,3367 1,4997 1,7762 2,1401 2,5742 3,0618 3,5627 4,0052 4,3095 4,4215 4,3249 4,0380 3,6091 3,1032 2,5846 2,1066 1,7066 1,4019 1,1910 1,0656 1,0225 1,0579 1,1605 1,3153 1,5088 1,7272 1,9578 2,1882 2,3917 2,5174 2,5168 2,3906 2,2015 2,0333 1,9387 1,9185 1,9370 1,9457 1,9033 1,7990 1,6649 1,5571 1,5189 1,5643 1,6892 1,8883 2,1573 2,4803 2,8155 3,1044 3,3034 3,4023 3,4101 3,3365 3,1919 2,9925 2,7516 2,4709 2,1533 1,8247 1,5374 1,3487 1,2957 1,3863 1,6023 1,9032 2,2306 2,5260 2,7499 2,8892 2,9598 3,0031 3,0622 3,1468 3,2243 3,2475 3,1861 3,0415 2,8451 2,6360 2,4348 2,2469 2,0911 2,0031 2,0059 2,0886 2,2133 2,3375 2,4335 2,5001 2,5578 2,6357 2,7628 2,9619 3,2367 3,5646 3,9029 4,2003 4,4121 4,5161 4,5214 4,4583 4,3653 4,2898 4,2861 4,3947 4,6242 4,9543 5,3425 5,7261 6,0405 6,2484 6,3521 6,3828 6,3778 6,3594 6,3312 6,2889 6,2252 6,1255 5,9775 5,7923 5,6087 5,4643 5,3670 5,2987 5,2426 5,2017 5,1971 5,2554 5,3959 5,6202 5,9102 6,2311 6,5377 6,7836 6,9353 6,9822 6,9393 6,8385 6,7123 6,5834 6,4655 6,3659 6,2848 6,2149 6,1444 6,0583 5,9436 5,7951 5,6207 5,4362 5,2475 5,0404 4,7920 4,4932 4,1613 3,8333 3,5454 3,3181 3,1621 3,0939 3,1365 3,3043 3,5880 3,9535 4,3553 4,7492 5,0941 5,3577 5,5304 5,6341 5,7084 5,7846 5,8705 5,9594 6,0457 6,1331 6,2376 6,3818 6,5813 6,8344 7,1288 7,4547 7,8006 8,1362 8,4128 8,5899 8,6614 8,6537 8,6032 8,5418 8,4969 8,4849 8,4974 8,5087 8,5082 8,5108 8,5309 8,5623 8,5817 8,5571 8,4627 8,2997 8,1009 7,9083 7,7427 7,5867 7,3980 7,1468 6,8419 6,5192 6,2182 5,9736 5,8150 5,7606 5,8117 5,9564 6,1750 6,4383 6,7088 6,9465 7,1166 7,1942 7,1672 7,0427 6,8447 6,5903 6,2723 5,8764 5,4088 4,8998 4,3836 3,8809 3,4037 2,9693 2,5954 2,2782 1,9899 1,7020 1,4034 1,0957 0,7815 0,4672 0,1720 -0,0752 -0,2453 -0,3164 -0,2851 -0,1693 0,0006 0,1938 0,3917 0,5946 0,8168 1,0705 1,3419 1,5805 1,7212 1,7195 1,5700 1,3071 0,9948 0,7002 0,4766 0,3621 0,3722 0,4865 0,6635 0,8736 1,1095 1,3691 1,6365 1,8727 2,0187 2,0157 1,8344 1,4985 1,0844 0,6906 0,3927 0,2176 0,1528 0,1723 0,2556 0,3919 0,5765 0,7946 1,0117 1,1920 1,3249 1,4290 1,5324 1,6442 1,7370 1,7602 1,6799 1,5060 1,2816 1,0613 0,9013 0,8514 0,9416 1,1707 1,5036 1,8770 2,2186 2,4739 2,6232 2,6781 2,6702 2,6482 2,6683 2,7718 2,9594 3,1822 3,3655 3,4521 3,4220 3,2764 3,0269 2,7050 2,3649 2,0585 1,8091 1,6108 1,4460 1,2973 1,1486 0,9940 0,8513 0,7624 0,7750 0,9184 1,1943 1,5797 2,0320 2,4968 2,9207 3,2615 3,4950 3,6198 3,6498 3,5970 3,4670 3,2694 3,0308 2,7885 2,5704 2,3907 2,2632 2,2064 2,2280 2,3060 2,3898 2,4232 2,3689 2,2156 1,9708 1,6557 1,3026 0,9413 0,5854 0,2314 -0,1331 -0,5236 -0,9461 -1,3849 -1,8047 -2,1679 -2,4506 -2,6479 -2,7701 -2,8343 -2,8567 -2,8541 -2,8481 -2,8608 -2,9013 -2,9592 -3,0191 -3,0828 -3,1713 -3,3013 -3,4679 -3,6531 -3,8433 -4,0369 -4,2343 -4,4175 -4,5433 -4,5570
F7    -0,9860 -1,2326 -1,4040 -1,4978 -1,5245 -1,5015 -1,4444 -1,3606 -1,2461 -1,0910 -0,8934 -0,6726 -0,4660 -0,3154 -0,2424 -0,2318 -0,2428 -0,2403 -0,2065 -0,1331 -0,0175 0,1304 0,2842 0,4117 0,4925 0,5275 0,5349 0,5380 0,5557 0,5985 0,6655 0,7416 0,8021 0,8275 0,8123 0,7581 0,6703 0,5643 0,4682 0,4138 0,4222 0,4957 0,6166 0,7491 0,8472 0,8726 0,8095 0,6645 0,4578 0,2178 -0,0215 -0,2241 -0,3596 -0,4139 -0,3941 -0,3251 -0,2392 -0,1641 -0,1131 -0,0821 -0,0551 -0,0182 0,0256 0,0598 0,0756 0,0798 0,0885 0,1201 0,1908 0,3077 0,4683 0,6691 0,9044 1,1579 1,4016 1,5972 1,7062 1,7143 1,6476 1,5563 1,4843 1,4545 1,4714 1,5293 1,6203 1,7328 1,8423 1,9139 1,9160 1,8346 1,6864 1,5187 1,3821 1,3038 1,2936 1,3506 1,4516 1,5486 1,5901 1,5415 1,3900 1,1453 0,8470 0,5580 0,3359 0,2030 0,1388 0,1010 0,0520 -0,0276 -0,1367 -0,2635 -0,4020 -0,5507 -0,6995 -0,8299 -0,9279 -0,9908 -1,0172 -0,9941 -0,9052 -0,7567 -0,5860 -0,4427 -0,3558 -0,3153 -0,2779 -0,1885 -0,0047 0,2860 0,6650 1,0888 1,4949 1,8212 2,0414 2,1812 2,2928 2,4182 2,5710 2,7422 2,9157 3,0809 3,2348 3,3797 3,5221 3,6702 3,8364 4,0427 4,3107 4,6466 5,0359 5,4449 5,8259 6,1278 6,3118 6,3545 6,2456 5,9994 5,6728 5,3569 5,1412 5,0842 5,2078 5,4977 5,9004 6,3298 6,6947 6,9389 7,0662 7,1232 7,1533 7,1677 7,1552 7,1085 7,0301 6,9210 6,7795 6,6171 6,4629 6,3436 6,2619 6,1935 6,1041 5,9708 5,7875 5,5521 5,2622 4,9263 4,5652 4,2035 3,8658 3,5709 3,3245 3,1246 2,9672 2,8412 2,7312 2,6312 2,5488 2,5012 2,5052 2,5597 2,6371 2,7094 2,7824 2,8927 3,0723 3,3227 3,6103 3,8795 4,0811 4,1955 4,2352 4,2298 4,2003 4,1419 4,0360 3,8752 3,6681 3,4325 3,1920 2,9687 2,7711 2,5951 2,4370 2,2990 2,1827 2,0888 2,0259 2,0073 2,0370 2,1086 2,2104 2,3191 2,4037 2,4464 2,4525 2,4403 2,4332 2,4543 2,5183 2,6205 2,7325 2,8114 2,8177 2,7330 2,5697 2,3683 2,1817 2,0579 2,0244 2,0745 2,1670 2,2472 2,2794 2,2645 2,2260 2,1860 2,1598 2,1560 2,1708 2,1904 2,1999 2,1872 2,1385 2,0366 1,8714 1,6580 1,4396 1,2672 1,1748 1,1728 1,2539 1,3951 1,5591 1,7062 1,8107 1,8694 1,8986 1,9233 1,9668 2,0449 2,1618 2,3027 2,4334 2,5126 2,5168 2,4508 2,3388 2,2167 2,1260 2,0944 2,1178 2,1648 2,1977 2,1870 2,1207 2,0135 1,9051 1,8404 1,8495 1,9418 2,1110 2,3419 2,6135 2,9025 3,1864 3,4447 3,6595 3,8181 3,9187 3,9758 4,0163 4,0611 4,1173 4,1913 4,2970 4,4397 4,6015 4,7469 4,8416 4,8727 4,8496 4,7925 4,7251 4,6719 4,6468 4,6398 4,6244 4,5807 4,5058 4,4020 4,2708 4,1194 3,9652 3,8306 3,7371 3,7000 3,7231 3,7976 3,9095 4,0482 4,2047 4,3615 4,4897 4,5644 4,5875 4,5863 4,5825 4,5704 4,5302 4,4529 4,3404 4,1861 3,9677 3,6612 3,2642 2,8086 2,3577 1,9836 1,7301 1,5905 1,5220 1,4773 1,4250 1,3552 1,2806 1,2295 1,2337 1,3190 1,4991 1,7675 2,0938 2,4279 2,7079 2,8754 2,8964 2,7773 2,5621 2,3094 2,0676 1,8613 1,6946 1,5652 1,4702 1,4033 1,3608 1,3530 1,4022 1,5257 1,7265 1,9915 2,2901 2,5800 2,8216 2,9906 3,0824 3,1069 3,0847 3,0468 3,0294 3,0553 3,1158 3,1736 3,1956 3,1801 3,1468 3,1090 3,0621 2,9946 2,9075 2,8225 2,7691 2,7641 2,7991 2,8387 2,8364 2,7684 2,6502 2,5173 2,3981 2,3076 2,2564 2,2557 2,3145 2,4327 2,5973 2,7834 2,9612 3,1055 3,2071 3,2771 3,3368 3,4019 3,4759 3,5436 3,5689 3,5121 3,3575 3,1263 2,8651 2,6225 2,4294 2,2943 2,2052 2,1300 2,0268 1,8672 1,6468 1,3775 1,0781 0,7718 0,4803 0,2184 -0,0006 -0,1582 -0,2367 -0,2268 -0,1305 0,0370 0,2455 0,4546 0,6291 0,7556 0,8385 0,8811 0,8820 0,8472 0,7946 0,7423 0,6895 0,6111 0,4817 0,3068 0,1204 -0,0442 -0,1674 -0,2352 -0,2374 -0,1731 -0,0506 0,1082 0,2626 0,3617 0,3686 0,2775 0,1098 -0,0991 -0,3141 -0,5125 -0,6859 -0,8311 -0,9475 -1,0410 -1,1236 -1,2106 -1,3179 -1,4507 -1,5901 -1,7006 -1,7496 -1,7231 -1,6328 -1,5111 -1,3905 -1,2852 -1,1972 -1,1260 -1,0634 -0,9898 -0,8824 -0,7265 -0,5249 -0,3033 -0,0984 0,0629 0,1716 0,2327 0,2621 0,2837 0,3233 0,3976 0,5012 0,6021 0,6585 0,6438 0,5526 0,3905 0,1778 -0,0408 -0,2091 -0,2941 -0,3095 -0,3024 -0,3174 -0,3685 -0,4404 -0,5057 -0,5362 -0,5111 -0,4262 -0,2958 -0,1413 0,0199 0,1721 0,2953 0,3684 0,3807 0,3420 0,2815 0,2276 0,1844 0,1321 0,0513 -0,0587 -0,1826 -0,2983 -0,3771 -0,3833 -0,2902 -0,1048 0,1220 0,3115 0,3920 0,3296 0,1308 -0,1745 -0,5441 -0,9237 -1,2611 -1,5268 -1,7174 -1,8515 -1,9655 -2,1009 -2,2854 -2,5200 -2,7748 -2,9975 -3,1390 -3,1832 -3,1567 -3,1120 -3,0976 -3,1370 -3,2304 -3,3655 -3,5180 -3,6581 -3,7643 -3,8267 -3,8343 -3,7713 -3,6287 -3,4118 -3,1414 -2,8473 -2,5513 -2,2568 -1,9652
