Fp1   -0,9073 -0,4568 0,0156 0,4902 0,8803 1,0555 0,9280 0,5201 -0,0495 -0,6331 -1,1272 -1,5148 -1,8526 -2,2110 -2,6058 -2,9731 -3,2108 -3,2384 -3,0271 -2,6074 -2,0671 -1,5189 -1,0465 -0,6715 -0,3561 -0,0417 0,2963 0,6328 0,9399 1,2292 1,5305 1,8493 2,1610 2,4299 2,6167 2,6797 2,5872 2,3396 1,9897 1,6288 1,3347 1,1201 0,9289 0,6910 0,3844 0,0564 -0,2093 -0,3493 -0,3594 -0,2809 -0,1577 -0,0061 0,1832 0,4176 0,6682 0,8698 0,9689 0,9776 0,9719 1,0363 1,2089 1,4651 1,7274 1,8974 1,9043 1,7433 1,4721 1,1680 0,8884 0,6639 0,5099 0,4379 0,4716 0,6541 1,0180 1,5251 2,0460 2,4273 2,5937 2,5771 2,4494 2,2454 1,9666 1,6286 1,2662 0,9067 0,5634 0,2562 0,0300 -0,0503 0,0659 0,3739 0,8024 1,2478 1,6142 1,8282 1,8418 1,6415 1,2620 0,7818 0,2922 -0,1503 -0,5529 -0,9610 -1,4006 -1,8513 -2,2650 -2,6042 -2,8720 -3,1037 -3,3394 -3,6217 -4,0079 -4,5463 -5,2292 -5,9766 -6,6601 -7,1313 -7,2566 -6,9678 -6,2921 -5,3229 -4,1681 -2,9267 -1,7011 -0,5997 0,2918 0,9472 1,3966 1,6920 1,8878 2,0428 2,1992 2,3445 2,4240 2,4038 2,3068 2,1838 2,0682 1,9665 1,8761 1,7929 1,7042 1,6003 1,4940 1,4152 1,3869 1,4191 1,5209 1,6968 1,9270 2,1656 2,3609 2,4651 2,4427 2,2827 2,0057 1,6757 1,4086 1,3403 1,5650 2,0824 2,7882 3,5196 4,1192 4,4778 4,5529 4,3719 4,0144 3,5812 3,1622 2,8027 2,4858 2,1527 1,7557 1,2988 0,8321 0,4289 0,1829 0,1862 0,4550 0,8765 1,2583 1,4418 1,3852 1,1592 0,8785 0,6324 0,4549 0,3308 0,2179 0,0783 -0,0936 -0,2731 -0,4425 -0,6079 -0,7770 -0,9511 -1,1406 -1,3527 -1,5592 -1,6929 -1,6849 -1,5123 -1,2187 -0,8999 -0,6682 -0,6150 -0,7849 -1,1635 -1,6825 -2,2397 -2,7232 -3,0342 -3,1127 -2,9552 -2,6049 -2,1186 -1,5398 -0,9019 -0,2393 0,4142 1,0208 1,5207 1,8383 1,9177 1,7483 1,3705 0,8621 0,3068 -0,2258 -0,6645 -0,9203 -0,9196 -0,6575 -0,2161 0,2634 0,6330 0,8010 0,7747 0,6492 0,5367 0,4957 0,5251 0,6120 0,7525 0,9224 1,0627 1,1201 1,0932 1,0364 1,0293 1,1353 1,3577 1,6082 1,7288 1,5734 1,0863 0,3233 -0,5794 -1,4573 -2,1696 -2,6314 -2,8207 -2,7688 -2,5431 -2,2294 -1,9127 -1,6536 -1,4671 -1,3299 -1,2135 -1,1126 -1,0554 -1,0980 -1,2820 -1,5715 -1,8424 -1,9522 -1,8210 -1,4591 -0,9473 -0,3997 0,0771 0,4179 0,6170 0,7166 0,7676 0,7980 0,8045 0,7532 0,6039 0,3558 0,0592 -0,2220 -0,4384 -0,5605 -0,5844 -0,5301 -0,4311 -0,3347 -0,2963 -0,3420 -0,4365 -0,4974 -0,4432 -0,2506 0,0125 0,2286 0,3121 0,2434 0,0473 -0,2403 -0,5869 -0,9556 -1,2927 -1,5363 -1,6350 -1,5580 -1,2936 -0,8396 -0,1994 0,6059 1,5160 2,4182 3,1627 3,6090 3,6791 3,3965 2,8814 2,2883 1,7277 1,2401 0,8133 0,4027 -0,0356 -0,4891 -0,8610 -1,0221 -0,9146 -0,6171 -0,3042 -0,1355 -0,1724 -0,3706 -0,6333 -0,8768 -1,0610 -1,1822 -1,2519 -1,2826 -1,2839 -1,2658 -1,2449 -1,2444 -1,2751 -1,3058 -1,2513 -1,0163 -0,5854 -0,0746 0,3249 0,4673 0,3375 0,0325 -0,3257 -0,6524 -0,9045 -1,0710 -1,1665 -1,2216 -1,2757 -1,3725 -1,5482 -1,8125 -2,1254 -2,3958 -2,5232 -2,4520 -2,1985 -1,8240 -1,3803 -0,8965 -0,4121 0,0155 0,3424 0,5521 0,6359 0,5895 0,4338 0,2181 0,0011 -0,1697 -0,2793 -0,3535 -0,4400 -0,5732 -0,7483 -0,9272 -1,0743 -1,1843 -1,2711 -1,3480 -1,4311 -1,5433 -1,6923 -1,8434 -1,9272 -1,8839 -1,7032 -1,4248 -1,1092 -0,8124 -0,5757 -0,4160 -0,3205 -0,2700 -0,2705 -0,3505 -0,5233 -0,7616 -1,0072 -1,1915 -1,2467 -1,1289 -0,8550 -0,5219 -0,2666 -0,1858 -0,2951 -0,5623 -0,9448 -1,3819 -1,7799 -2,0347 -2,0699 -1,8627 -1,4505 -0,9222 -0,4025 -0,0208 0,1296 0,0213 -0,3111 -0,8010 -1,3660 -1,9091 -2,3483 -2,6750 -2,9591 -3,2598 -3,5328 -3,6431 -3,4686 -2,9817 -2,2530 -1,4099 -0,5893 0,1042 0,6176 0,9402 1,0789 1,0452 0,8541 0,5319 0,1262 -0,2982 -0,6860 -1,0182 -1,3113 -1,5940 -1,8846 -2,1827 -2,4786 -2,7620 -3,0084 -3,1601 -3,1396 -2,9063 -2,5068 -2,0669 -1,7307 -1,6047 -1,7478 -2,1760 -2,8532 -3,6886 -4,5578 -5,3296 -5,8821 -6,1232 -6,0237 -5,6308 -5,0439 -4,3738 -3,7123 -3,1300 -2,6865 -2,4105 -2,2673 -2,1796 -2,0977 -2,0378 -2,0474 -2,1491 -2,3254 -2,5349 -2,7270 -2,8490 -2,8580 -2,7423 -2,5339 -2,2875 -2,0426 -1,8059 -1,5606 -1,2821 -0,9544 -0,5769 -0,1519 0,3308 0,8915 1,5495 2,3115 3,1495 3,9776 4,6628 5,0805 5,1593 4,8842 4,2828 3,4305 2,4590 1,5249 0,7377 0,1087 -0,4201 -0,9017 -1,3427 -1,7183 -2,0019 -2,1822 -2,2660 -2,2732 -2,2401 -2,2174 -2,2358 -2,2732 -2,2854 -2,2723 -2,2885 -2,3927 -2,5990 -2,8699 -3,1479 -3,3950 -3,5940 -3,7269 -3,7818 -3,7736 -3,7276 -3,6518 -3,5621 -3,5243 -3,6304 -3,9244 -4,3595 -4,8134 -5,1566 -5,3341 -5,3821 -5,3619 -5,3001 -5,1953 -5,0417 -4,8280 -4,5383 -4,1659 -3,7222 -3,2346 -2,7340 -2,2584 -1,8796 -1,7049 -1,8271 -2,2741 -2,9924 -3,8485 -4,6474 -5,1901 -5,3514 -5,1315 -4,6364 -4,0106 -3,3887 -2,8807 -2,5599 -2,4494 -2,5204 -2,7069
Fz    -2,5890 -2,3043 -2,0376 -1,8174 -1,6584 -1,5667 -1,5409 -1,5706 -1,6434 -1,7537 -1,9035 -2,0879 -2,2800 -2,4377 -2,5267 -2,5355 -2,4709 -2,3406 -2,1442 -1,8805 -1,5615 -1,2116 -0,8493 -0,4738 -0,0688 0,3817 0,8765 1,3899 1,8768 2,2902 2,5951 2,7736 2,8256 2,7702 2,6398 2,4693 2,2884 2,1149 1,9540 1,7999 1,6428 1,4822 1,3352 1,2269 1,1749 1,1882 1,2728 1,4262 1,6262 1,8334 2,0074 2,1179 2,1434 2,0710 1,8976 1,6290 1,2748 0,8481 0,3736 -0,1056 -0,5339 -0,8591 -1,0490 -1,0957 -1,0032 -0,7792 -0,4363 -0,0002 0,4865 0,9710 1,4069 1,7585 1,9933 2,0831 2,0192 1,8218 1,5303 1,1834 0,8084 0,4233 0,0407 -0,3247 -0,6489 -0,9024 -1,0608 -1,1065 -1,0246 -0,8072 -0,4632 -0,0211 0,4725 0,9566 1,3725 1,6847 1,8860 1,9828 1,9838 1,8973 1,7301 1,4828 1,1497 0,7267 0,2188 -0,3659 -1,0236 -1,7501 -2,5258 -3,3069 -4,0378 -4,6808 -5,2339 -5,7156 -6,1358 -6,4845 -6,7392 -6,8719 -6,8487 -6,6375 -6,2272 -5,6385 -4,9188 -4,1224 -3,2920 -2,4498 -1,6031 -0,7578 0,0719 0,8674 1,6079 2,2604 2,7768 3,1143 3,2570 3,2205 3,0448 2,7805 2,4754 2,1728 1,9159 1,7418 1,6669 1,6817 1,7582 1,8650 1,9818 2,1028 2,2288 2,3611 2,5032 2,6557 2,8039 2,9199 2,9864 3,0144 3,0349 3,0782 3,1590 3,2728 3,4018 3,5198 3,5952 3,6055 3,5540 3,4723 3,4087 3,4079 3,4884 3,6313 3,7877 3,8953 3,8974 3,7639 3,5004 3,1372 2,7123 2,2618 1,8192 1,4186 1,0912 0,8493 0,6783 0,5530 0,4570 0,3847 0,3377 0,3228 0,3441 0,3902 0,4277 0,4080 0,2872 0,0470 -0,2987 -0,7168 -1,1719 -1,6325 -2,0713 -2,4690 -2,8162 -3,1093 -3,3439 -3,5093 -3,5955 -3,6047 -3,5588 -3,5005 -3,4830 -3,5431 -3,6780 -3,8479 -4,0010 -4,0987 -4,1228 -4,0678 -3,9320 -3,7210 -3,4536 -3,1583 -2,8649 -2,5928 -2,3404 -2,0887 -1,8186 -1,5296 -1,2396 -0,9707 -0,7365 -0,5354 -0,3486 -0,1507 0,0705 0,3102 0,5589 0,8082 1,0413 1,2268 1,3292 1,3286 1,2330 1,0718 0,8796 0,6847 0,5072 0,3584 0,2406 0,1474 0,0673 -0,0129 -0,1041 -0,2115 -0,3343 -0,4650 -0,5903 -0,7002 -0,8056 -0,9402 -1,1405 -1,4209 -1,7643 -2,1232 -2,4339 -2,6434 -2,7291 -2,6961 -2,5626 -2,3523 -2,0945 -1,8233 -1,5712 -1,3569 -1,1790 -1,0302 -0,9148 -0,8488 -0,8455 -0,9093 -1,0353 -1,2095 -1,4139 -1,6336 -1,8565 -2,0660 -2,2334 -2,3244 -2,3159 -2,2081 -2,0242 -1,8003 -1,5648 -1,3276 -1,0954 -0,8897 -0,7401 -0,6670 -0,6794 -0,7812 -0,9770 -1,2689 -1,6436 -2,0626 -2,4728 -2,8309 -3,1172 -3,3316 -3,4807 -3,5651 -3,5772 -3,5157 -3,3953 -3,2372 -3,0590 -2,8747 -2,6967 -2,5324 -2,3851 -2,2540 -2,1268 -1,9759 -1,7732 -1,5097 -1,2008 -0,8752 -0,5603 -0,2754 -0,0304 0,1804 0,3773 0,5798 0,7893 0,9836 1,1278 1,1995 1,2084 1,1845 1,1480 1,0935 0,9983 0,8405 0,6160 0,3410 0,0396 -0,2665 -0,5614 -0,8391 -1,0981 -1,3282 -1,5038 -1,5916 -1,5681 -1,4352 -1,2185 -0,9530 -0,6716 -0,3981 -0,1437 0,0860 0,2786 0,4119 0,4670 0,4378 0,3304 0,1624 -0,0335 -0,2132 -0,3352 -0,3792 -0,3548 -0,2970 -0,2514 -0,2531 -0,3111 -0,4086 -0,5167 -0,6080 -0,6643 -0,6787 -0,6517 -0,5841 -0,4796 -0,3585 -0,2611 -0,2276 -0,2709 -0,3715 -0,4883 -0,5738 -0,5894 -0,5201 -0,3759 -0,1804 0,0401 0,2586 0,4467 0,5745 0,6144 0,5486 0,3772 0,1214 -0,1751 -0,4551 -0,6698 -0,7962 -0,8332 -0,7907 -0,6871 -0,5495 -0,4045 -0,2634 -0,1169 0,0537 0,2565 0,4794 0,6986 0,8986 1,0826 1,2616 1,4394 1,6052 1,7381 1,8235 1,8638 1,8724 1,8559 1,8004 1,6686 1,4105 0,9912 0,4239 -0,2214 -0,8471 -1,3704 -1,7452 -1,9564 -2,0105 -1,9361 -1,7767 -1,5711 -1,3455 -1,1258 -0,9483 -0,8493 -0,8434 -0,9139 -1,0240 -1,1381 -1,2353 -1,3085 -1,3527 -1,3623 -1,3392 -1,2941 -1,2339 -1,1536 -1,0416 -0,8842 -0,6739 -0,4222 -0,1597 0,0831 0,2869 0,4350 0,5067 0,4898 0,3956 0,2588 0,1146 -0,0280 -0,1886 -0,3943 -0,6586 -0,9739 -1,3122 -1,6333 -1,9047 -2,1187 -2,2906 -2,4442 -2,5990 -2,7649 -2,9434 -3,1311 -3,3209 -3,5027 -3,6675 -3,8109 -3,9374 -4,0633 -4,2099 -4,3891 -4,5989 -4,8285 -5,0588 -5,2580 -5,3848 -5,3980 -5,2639 -4,9667 -4,5249 -3,9940 -3,4433 -2,9263 -2,4668 -2,0684 -1,7268 -1,4320 -1,1708 -0,9356 -0,7270 -0,5414 -0,3594 -0,1587 0,0643 0,2909 0,4995 0,6808 0,8415 1,0031 1,1978 1,4589 1,8114 2,2607 2,7766 3,2917 3,7285 4,0367 4,2093 4,2737 4,2678 4,2182 4,1312 3,9996 3,8116 3,5540 3,2162 2,7993 2,3219 1,8160 1,3182 0,8618 0,4720 0,1560 -0,1029 -0,3311 -0,5413 -0,7247 -0,8681 -0,9746 -1,0689 -1,1843 -1,3472 -1,5702 -1,8524 -2,1792 -2,5269 -2,8721 -3,2024 -3,5172 -3,8203 -4,1089 -4,3732 -4,6019 -4,7891 -4,9389 -5,0666 -5,1909 -5,3227 -5,4557 -5,5642 -5,6196 -5,6118 -5,5562 -5,4798 -5,4058 -5,3529 -5,3377 -5,3710 -5,4520 -5,5645 -5,6786 -5,7610 -5,7819 -5,7221 -5,5817 -5,3771 -5,1307 -4,8684 -4,6232 -4,4289 -4,3088 -4,2705 -4,3074 -4,4080 -4,5655 -4,7793 -5,0451 -5,3382 -5,6053 -5,7785 -5,8056 -5,6699
F3    -2,0875 -1,6394 -1,2865 -1,0706 -0,9816 -0,9814 -1,0234 -1,0677 -1,0961 -1,1268 -1,2124 -1,3980 -1,6723 -1,9643 -2,1907 -2,3025 -2,3003 -2,2170 -2,0885 -1,9304 -1,7370 -1,4989 -1,2135 -0,8779 -0,4812 -0,0136 0,5084 1,0283 1,4706 1,7837 1,9616 2,0307 2,0242 1,9613 1,8446 1,6808 1,5085 1,3907 1,3763 1,4692 1,6264 1,7829 1,8802 1,8803 1,7737 1,5870 1,3798 1,2183 1,1416 1,1503 1,2268 1,3556 1,5240 1,7072 1,8601 1,9252 1,8594 1,6568 1,3460 0,9740 0,5967 0,2705 0,0381 -0,0767 -0,0594 0,0968 0,3801 0,7534 1,1640 1,5645 1,9280 2,2378 2,4613 2,5506 2,4782 2,2641 1,9650 1,6361 1,3054 0,9738 0,6357 0,2979 -0,0154 -0,2724 -0,4388 -0,4716 -0,3259 0,0150 0,5164 1,1027 1,6846 2,1818 2,5389 2,7319 2,7591 2,6322 2,3846 2,0786 1,7829 1,5307 1,3016 1,0426 0,6975 0,2190 -0,4212 -1,2160 -2,1171 -3,0491 -3,9384 -4,7414 -5,4485 -6,0608 -6,5633 -6,9243 -7,1215 -7,1605 -7,0585 -6,8158 -6,4186 -5,8673 -5,1898 -4,4269 -3,6088 -2,7447 -1,8340 -0,8906 0,0475 0,9290 1,6988 2,3018 2,6996 2,8941 2,9315 2,8764 2,7816 2,6788 2,5845 2,5067 2,4510 2,4194 2,4106 2,4293 2,4934 2,6260 2,8410 3,1344 3,4844 3,8539 4,1950 4,4575 4,5978 4,5940 4,4646 4,2728 4,1089 4,0539 4,1412 4,3459 4,6014 4,8263 4,9511 4,9463 4,8354 4,6879 4,5956 4,6394 4,8594 5,2339 5,6790 6,0694 6,2790 6,2281 5,9134 5,3987 4,7753 4,1158 3,4574 2,8216 2,2400 1,7521 1,3833 1,1435 1,0474 1,1214 1,3861 1,8345 2,4208 3,0602 3,6290 3,9758 3,9649 3,5375 2,7443 1,7206 0,6294 -0,3834 -1,2139 -1,8137 -2,1960 -2,4210 -2,5581 -2,6468 -2,6863 -2,6574 -2,5548 -2,4068 -2,2675 -2,1809 -2,1486 -2,1351 -2,0971 -2,0107 -1,8862 -1,7568 -1,6426 -1,5298 -1,3891 -1,2141 -1,0399 -0,9179 -0,8652 -0,8393 -0,7629 -0,5797 -0,2880 0,0688 0,4347 0,7723 1,0826 1,3939 1,7253 2,0673 2,3953 2,6771 2,8678 2,9183 2,8033 2,5370 2,1619 1,7209 1,2443 0,7617 0,3167 -0,0387 -0,2606 -0,3313 -0,2689 -0,1190 0,0626 0,2223 0,3209 0,3430 0,2971 0,1985 0,0482 -0,1656 -0,4431 -0,7560 -1,0588 -1,3088 -1,4792 -1,5632 -1,5746 -1,5387 -1,4778 -1,3981 -1,2839 -1,1098 -0,8648 -0,5639 -0,2455 0,0332 0,2110 0,2518 0,1581 -0,0463 -0,3342 -0,6814 -1,0800 -1,5398 -2,0583 -2,5858 -3,0223 -3,2584 -3,2301 -2,9452 -2,4736 -1,9104 -1,3329 -0,7829 -0,2895 0,1131 0,4063 0,6076 0,7538 0,8627 0,9068 0,8207 0,5487 0,0982 -0,4545 -1,0151 -1,5290 -1,9954 -2,4268 -2,7994 -3,0498 -3,1221 -3,0117 -2,7654 -2,4604 -2,1823 -1,9957 -1,9164 -1,9056 -1,8948 -1,8145 -1,6138 -1,2827 -0,8689 -0,4633 -0,1565 0,0071 0,0518 0,0545 0,1051 0,2661 0,5500 0,9190 1,3032 1,6310 1,8650 2,0175 2,1244 2,2007 2,2247 2,1554 1,9593 1,6317 1,2106 0,7625 0,3488 -0,0011 -0,2905 -0,5323 -0,7241 -0,8446 -0,8644 -0,7563 -0,5086 -0,1340 0,3288 0,8234 1,2887 1,6749 1,9469 2,0768 2,0465 1,8606 1,5456 1,1379 0,6842 0,2465 -0,1073 -0,3245 -0,3898 -0,3301 -0,2044 -0,0847 -0,0279 -0,0487 -0,1161 -0,1779 -0,1932 -0,1444 -0,0293 0,1515 0,3928 0,6738 0,9508 1,1668 1,2715 1,2396 1,0724 0,7930 0,4435 0,0842 -0,2188 -0,4094 -0,4519 -0,3415 -0,1082 0,1975 0,5220 0,8137 1,0240 1,1073 1,0263 0,7695 0,3716 -0,0900 -0,5239 -0,8549 -1,0402 -1,0784 -1,0078 -0,8850 -0,7522 -0,6232 -0,4986 -0,3813 -0,2733 -0,1620 -0,0152 0,2091 0,5422 0,9862 1,5077 2,0483 2,5481 2,9625 3,2589 3,3972 3,3190 2,9638 2,3061 1,3898 0,3302 -0,7259 -1,6530 -2,3745 -2,8539 -3,0747 -3,0344 -2,7535 -2,2836 -1,7012 -1,0909 -0,5354 -0,1132 0,1112 0,1096 -0,0993 -0,4652 -0,9294 -1,4348 -1,9183 -2,3073 -2,5400 -2,5960 -2,4983 -2,2860 -1,9983 -1,6755 -1,3480 -1,0181 -0,6731 -0,3177 0,0203 0,3058 0,5061 0,5971 0,5732 0,4544 0,2813 0,0933 -0,0964 -0,3041 -0,5495 -0,8320 -1,1293 -1,4033 -1,6092 -1,7151 -1,7237 -1,6733 -1,6244 -1,6467 -1,7959 -2,0848 -2,4744 -2,8939 -3,2719 -3,5623 -3,7520 -3,8592 -3,9295 -4,0189 -4,1658 -4,3751 -4,6253 -4,8775 -5,0756 -5,1516 -5,0451 -4,7253 -4,2085 -3,5657 -2,8965 -2,2851 -1,7769 -1,3892 -1,1291 -0,9913 -0,9439 -0,9339 -0,9212 -0,9003 -0,8757 -0,8313 -0,7397 -0,5927 -0,4091 -0,2130 -0,0100 0,2189 0,5020 0,8580 1,2878 1,7792 2,3140 2,8602 3,3574 3,7273 3,9153 3,9279 3,8279 3,6990 3,6078 3,5823 3,6042 3,6169 3,5445 3,3183 2,9011 2,3029 1,5838 0,8433 0,1939 -0,2757 -0,5314 -0,6039 -0,5651 -0,4894 -0,4282 -0,4106 -0,4539 -0,5693 -0,7586 -1,0101 -1,3029 -1,6173 -1,9399 -2,2661 -2,6060 -2,9803 -3,4029 -3,8638 -4,3250 -4,7317 -5,0345 -5,2110 -5,2798 -5,2938 -5,3123 -5,3706 -5,4608 -5,5315 -5,5192 -5,3949 -5,1789 -4,9177 -4,6619 -4,4615 -4,3556 -4,3551 -4,4381 -4,5695 -4,7216 -4,8731 -4,9914 -5,0322 -4,9609 -4,7651 -4,4522 -4,0517 -3,6170 -3,2124 -2,8949 -2,7014 -2,6449 -2,7213 -2,9225 -3,2416 -3,6590 -4,1239 -4,5505 -4,8409 -4,9239 -4,7807
F7    -1,8983 -1,7146 -1,5217 -1,3061 -1,0802 -0,8914 -0,7972 -0,8307 -0,9841 -1,2199 -1,4940 -1,7633 -1,9873 -2,1390 -2,2104 -2,2089 -2,1499 -2,0424 -1,8826 -1,6696 -1,4218 -1,1650 -0,9080 -0,6356 -0,3223 0,0504 0,4792 0,9338 1,3659 1,7313 2,0025 2,1712 2,2530 2,2897 2,3290 2,3923 2,4597 2,4859 2,4300 2,2672 1,9901 1,6206 1,2134 0,8334 0,5356 0,3611 0,3285 0,4158 0,5690 0,7353 0,8847 1,0029 1,0784 1,0972 1,0455 0,9180 0,7275 0,5046 0,2901 0,1264 0,0417 0,0349 0,0835 0,1764 0,3260 0,5437 0,8181 1,1174 1,3996 1,6267 1,7816 1,8673 1,8888 1,8469 1,7503 1,6219 1,4824 1,3302 1,1460 0,9138 0,6345 0,3265 0,0289 -0,2037 -0,3261 -0,3195 -0,1809 0,0852 0,4676 0,9448 1,4699 1,9599 2,3238 2,5115 2,5300 2,4163 2,2036 1,9107 1,5483 1,1275 0,6616 0,1662 -0,3419 -0,8501 -1,3535 -1,8573 -2,3745 -2,9151 -3,4760 -4,0470 -4,6202 -5,1906 -5,7494 -6,2772 -6,7378 -7,0719 -7,1979 -7,0403 -6,5742 -5,8496 -4,9716 -4,0479 -3,1419 -2,2651 -1,4075 -0,5727 0,2152 0,9319 1,5658 2,1083 2,5454 2,8606 3,0332 3,0428 2,8944 2,6374 2,3446 2,0787 1,8874 1,8089 1,8568 2,0018 2,1858 2,3569 2,4936 2,6062 2,7188 2,8492 3,0041 3,1852 3,3854 3,5838 3,7570 3,8950 4,0048 4,1024 4,2045 4,3226 4,4617 4,6167 4,7687 4,8910 4,9718 5,0290 5,0962 5,1975 5,3374 5,5028 5,6595 5,7516 5,7172 5,5182 5,1579 4,6737 4,1138 3,5274 2,9740 2,5315 2,2726 2,2193 2,3257 2,5073 2,6782 2,7754 2,7776 2,7041 2,5897 2,4554 2,2922 2,0715 1,7708 1,3980 0,9934 0,6023 0,2455 -0,0805 -0,3867 -0,6815 -0,9693 -1,2488 -1,5064 -1,7090 -1,8126 -1,7828 -1,6142 -1,3467 -1,0615 -0,8416 -0,7288 -0,7175 -0,7817 -0,9004 -1,0539 -1,2083 -1,3184 -1,3489 -1,2857 -1,1335 -0,9056 -0,6113 -0,2524 0,1641 0,6102 1,0294 1,3545 1,5472 1,6240 1,6484 1,6972 1,8164 2,0029 2,2257 2,4553 2,6820 2,9127 3,1397 3,3142 3,3735 3,2944 3,1046 2,8543 2,5926 2,3575 2,1684 2,0258 1,9203 1,8407 1,7738 1,7027 1,6119 1,4965 1,3656 1,2429 1,1573 1,1150 1,0874 1,0295 0,9027 0,6840 0,3727 0,0027 -0,3592 -0,6362 -0,7682 -0,7317 -0,5503 -0,2856 -0,0120 0,2036 0,3153 0,3129 0,2275 0,1128 0,0067 -0,0930 -0,2099 -0,3488 -0,4794 -0,5561 -0,5448 -0,4385 -0,2595 -0,0482 0,1578 0,3368 0,4844 0,6068 0,7156 0,8262 0,9492 1,0688 1,1427 1,1311 1,0195 0,8148 0,5365 0,2072 -0,1543 -0,5297 -0,8899 -1,1945 -1,4100 -1,5290 -1,5678 -1,5486 -1,4853 -1,3805 -1,2341 -1,0601 -0,8927 -0,7752 -0,7316 -0,7444 -0,7699 -0,7786 -0,7730 -0,7702 -0,7764 -0,7755 -0,7296 -0,5922 -0,3302 0,0634 0,5657 1,1297 1,6986 2,2270 2,6839 3,0373 3,2438 3,2629 3,0865 2,7530 2,3356 1,9100 1,5283 1,2153 0,9721 0,7825 0,6224 0,4671 0,2940 0,0920 -0,1271 -0,3298 -0,4799 -0,5576 -0,5575 -0,4785 -0,3292 -0,1395 0,0468 0,1920 0,2827 0,3358 0,3843 0,4549 0,5626 0,7073 0,8612 0,9726 0,9995 0,9359 0,8116 0,6705 0,5427 0,4338 0,3319 0,2209 0,0940 -0,0381 -0,1533 -0,2370 -0,2907 -0,3193 -0,3168 -0,2629 -0,1351 0,0709 0,3250 0,5738 0,7714 0,9011 0,9743 1,0183 1,0629 1,1265 1,2079 1,2947 1,3819 1,4783 1,5917 1,7084 1,7857 1,7676 1,6097 1,2954 0,8454 0,3236 -0,1778 -0,5743 -0,8209 -0,9148 -0,8806 -0,7575 -0,5885 -0,4040 -0,2048 0,0328 0,3278 0,6686 1,0141 1,3189 1,5589 1,7385 1,8760 1,9851 2,0582 2,0599 1,9496 1,7190 1,4069 1,0740 0,7726 0,5213 0,2906 0,0253 -0,3002 -0,6552 -0,9809 -1,2280 -1,3724 -1,4100 -1,3511 -1,2147 -1,0203 -0,7842 -0,5324 -0,3175 -0,2102 -0,2618 -0,4764 -0,8125 -1,2017 -1,5641 -1,8250 -1,9347 -1,8891 -1,7317 -1,5276 -1,3185 -1,0969 -0,8257 -0,4763 -0,0469 0,4386 0,9344 1,3823 1,7351 1,9680 2,0675 2,0202 1,8226 1,5013 1,1243 0,7726 0,4865 0,2388 -0,0270 -0,3308 -0,6336 -0,8747 -1,0215 -1,0836 -1,0965 -1,0995 -1,1164 -1,1473 -1,1780 -1,2005 -1,2267 -1,2806 -1,3828 -1,5478 -1,7876 -2,1019 -2,4679 -2,8453 -3,1899 -3,4722 -3,6901 -3,8583 -3,9815 -4,0417 -4,0043 -3,8306 -3,4956 -3,0071 -2,4131 -1,7898 -1,2131 -0,7292 -0,3446 -0,0385 0,2153 0,4314 0,6109 0,7503 0,8537 0,9407 1,0416 1,1781 1,3482 1,5269 1,6792 1,7816 1,8425 1,9038 2,0164 2,2143 2,5064 2,8759 3,2852 3,7018 4,1261 4,5756 5,0401 5,4670 5,7844 5,9255 5,8439 5,5284 5,0071 4,3414 3,6142 2,9107 2,2905 1,7787 1,3840 1,1094 0,9336 0,8012 0,6529 0,4708 0,2933 0,1908 0,2147 0,3585 0,5563 0,7155 0,7585 0,6537 0,4194 0,1027 -0,2494 -0,6064 -0,9565 -1,3029 -1,6585 -2,0338 -2,4243 -2,8086 -3,1632 -3,4778 -3,7513 -3,9766 -4,1297 -4,1731 -4,0769 -3,8476 -3,5369 -3,2182 -2,9529 -2,7759 -2,7013 -2,7234 -2,8133 -2,9273 -3,0274 -3,0943 -3,1156 -3,0723 -2,9477 -2,7400 -2,4634 -2,1485 -1,8408 -1,5842 -1,4043 -1,3077 -1,2848 -1,3169 -1,3909 -1,5050 -1,6610 -1,8522 -2,0479 -2,1916 -2,2303 -2,1432
