Fp1   -0,4034 -0,5364 -0,6497 -0,7428 -0,8295 -0,9282 -1,0490 -1,1778 -1,2848 -1,3423 -1,3241 -1,2073 -0,9945 -0,7209 -0,4416 -0,2153 -0,0849 -0,0584 -0,1084 -0,1840 -0,2281 -0,1961 -0,0752 0,1037 0,2753 0,3713 0,3547 0,2350 0,0608 -0,0986 -0,1692 -0,0944 0,1354 0,4711 0,8250 1,1066 1,2601 1,2870 1,2339 1,1590 1,1048 1,0812 1,0675 1,0309 0,9444 0,7894 0,5584 0,2591 -0,0923 -0,4776 -0,8729 -1,2538 -1,6114 -1,9548 -2,2953 -2,6286 -2,9336 -3,1850 -3,3576 -3,4216 -3,3516 -3,1463 -2,8415 -2,5055 -2,2132 -2,0130 -1,9147 -1,9017 -1,9482 -2,0326 -2,1398 -2,2560 -2,3629 -2,4436 -2,4978 -2,5421 -2,5875 -2,6204 -2,6015 -2,4793 -2,2167 -1,8154 -1,3181 -0,7896 -0,2945 0,1207 0,4436 0,6979 0,9256 1,1652 1,4334 1,7072 1,9275 2,0354 2,0082 1,8659 1,6519 1,4044 1,1404 0,8682 0,6073 0,3865 0,2290 0,1400 0,1011 0,0748 0,0161 -0,1125 -0,3271 -0,6139 -0,9314 -1,2289 -1,4783 -1,6863 -1,8787 -2,0796 -2,3018 -2,5534 -2,8474 -3,1978 -3,6025 -4,0373 -4,4654 -4,8503 -5,1633 -5,3876 -5,5129 -5,5286 -5,4322 -5,2387 -4,9720 -4,6505 -4,2838 -3,8853 -3,4765 -3,0727 -2,6692 -2,2417 -1,7590 -1,1983 -0,5623 0,1120 0,7666 1,3503 1,8296 2,1767 2,3656 2,3923 2,2879 2,0997 1,8679 1,6246 1,3948 1,1875 0,9989 0,8321 0,7068 0,6465 0,6585 0,7375 0,8810 1,0830 1,3079 1,4881 1,5596 1,4989 1,3285 1,0990 0,8699 0,6949 0,6008 0,5868 0,6427 0,7508 0,8771 0,9803 1,0258 0,9945 0,8905 0,7378 0,5616 0,3744 0,1767 -0,0368 -0,2713 -0,5265 -0,7924 -1,0505 -1,2797 -1,4594 -1,5716 -1,6082 -1,5756 -1,4924 -1,3848 -1,2844 -1,2204 -1,2000 -1,1998 -1,1844 -1,1314 -1,0334 -0,8883 -0,7015 -0,4936 -0,2884 -0,0901 0,1202 0,3597 0,6188 0,8669 1,0804 1,2607 1,4177 1,5450 1,6244 1,6555 1,6662 1,6900 1,7416 1,8085 1,8586 1,8560 1,7802 1,6350 1,4407 1,2176 0,9734 0,7049 0,4027 0,0595 -0,3174 -0,7052 -1,0848 -1,4573 -1,8388 -2,2377 -2,6365 -2,9986 -3,2873 -3,4775 -3,5617 -3,5554 -3,4943 -3,4233 -3,3844 -3,4038 -3,4812 -3,5996 -3,7444 -3,9084 -4,0873 -4,2796 -4,4833 -4,6946 -4,9138 -5,1359 -5,3394 -5,4939 -5,5708 -5,5525 -5,4450 -5,2800 -5,0883 -4,8782 -4,6469 -4,4023 -4,1618 -3,9417 -3,7510 -3,5910 -3,4600 -3,3630 -3,3161 -3,3441 -3,4678 -3,6838 -3,9599 -4,2501 -4,5092 -4,6956 -4,7779 -4,7443 -4,6078 -4,4065 -4,1889 -3,9851 -3,7932 -3,5912 -3,3588 -3,0883 -2,7831 -2,4527 -2,1146 -1,8018 -1,5600 -1,4167 -1,3508 -1,3073 -1,2484 -1,1810 -1,1405 -1,1562 -1,2292 -1,3372 -1,4562 -1,5786 -1,7144 -1,8795 -2,0850 -2,3380 -2,6440 -3,0018 -3,3908 -3,7671 -4,0740 -4,2558 -4,2710 -4,1046 -3,7712 -3,3080 -2,7637 -2,1946 -1,6653 -1,2390 -0,9538 -0,8046 -0,7458 -0,7175 -0,6779 -0,6200 -0,5615 -0,5215 -0,5056 -0,5084 -0,5244 -0,5587 -0,6167 -0,6786 -0,6971 -0,6263 -0,4485 -0,1764 0,1522 0,4786 0,7401 0,8970 0,9486 0,9260 0,8712 0,8193 0,7942 0,8025 0,8230 0,8076 0,7075 0,5084 0,2403 -0,0461 -0,3061 -0,5103 -0,6474 -0,7319 -0,8002 -0,8897 -1,0175 -1,1768 -1,3493 -1,5195 -1,6735 -1,7899 -1,8469 -1,8348 -1,7589 -1,6330 -1,4720 -1,2831 -1,0601 -0,7861 -0,4454 -0,0438 0,3811 0,7753 1,0943 1,3152 1,4336 1,4561 1,4020 1,3015 1,1836 1,0730 0,9976 0,9849 1,0467 1,1742 1,3412 1,5110 1,6538 1,7617 1,8440 1,9129 1,9777 2,0469 2,1230 2,2018 2,2769 2,3460 2,4173 2,5014 2,5945 2,6780 2,7302 2,7365 2,6933 2,6003 2,4532 2,2552 2,0362 1,8470 1,7292 1,6906 1,7012 1,7097 1,6678 1,5414 1,3070 0,9551 0,5037 -0,0003 -0,4928 -0,9084 -1,1926 -1,3091 -1,2503 -1,0433 -0,7375 -0,3860 -0,0309 0,3050 0,6169 0,9160 1,2312 1,5954 2,0140 2,4492 2,8375 3,1257 3,3000 3,3854 3,4170 3,4167 3,3957 3,3618 3,3153 3,2419 3,1151 2,9106 2,6255 2,2853 1,9327 1,6077 1,3289 1,0832 0,8361 0,5618 0,2717 0,0081 -0,1929 -0,3226 -0,3880 -0,3909 -0,3261 -0,1959 -0,0190 0,1782 0,3715 0,5457 0,7018 0,8537 1,0153 1,1950 1,4058 1,6600 1,9470 2,2252 2,4421 2,5594 2,5640 2,4614 2,2676 2,0064 1,7093 1,4126 1,1425 0,8967 0,6497 0,3852 0,1224 -0,0884 -0,1958 -0,1731 -0,0275 0,2051 0,4769 0,7427 0,9685 1,1403 1,2686 1,3757 1,4788 1,5844 1,6912 1,7889 1,8546 1,8650 1,8232 1,7704 1,7608 1,8309 1,9936 2,2444 2,5587 2,9004 3,2421 3,5684 3,8663 4,1243 4,3399 4,5141 4,6434 4,7179 4,7253 4,6552 4,5102 4,3091 4,0747 3,8222 3,5564 3,2771 2,9887 2,7083 2,4652 2,2891 2,1964 2,1768 2,1905 2,1817 2,1087 1,9692 1,8023 1,6634 1,5848 1,5544 1,5347 1,4898 1,3942 1,2364 1,0264 0,7842 0,5183 0,2291 -0,0717 -0,3616 -0,6261 -0,8667 -1,0968 -1,3311 -1,5716 -1,7967 -1,9619 -2,0139 -1,9180 -1,6827 -1,3599 -1,0186 -0,7109 -0,4525 -0,2311 -0,0325 0,1467 0,3177 0,5177 0,7879 1,1276 1,4788 1,7631 1,9364 2,0007 1,9663 1,8275 1,5776 1,2274 0,8049 0,3483 -0,1020 -0,5127 -0,8712 -1,1900 -1,4957 -1,8082
Fz    0,0221 -0,0804 -0,1750 -0,2419 -0,2887 -0,3389 -0,4114 -0,5023 -0,5841 -0,6235 -0,5917 -0,4667 -0,2462 0,0415 0,3401 0,5777 0,6951 0,6762 0,5514 0,3801 0,2260 0,1338 0,1122 0,1320 0,1443 0,1052 -0,0084 -0,1953 -0,4264 -0,6435 -0,7691 -0,7404 -0,5509 -0,2599 0,0391 0,2602 0,3562 0,3313 0,2355 0,1420 0,1143 0,1710 0,2810 0,3963 0,4795 0,5051 0,4532 0,3141 0,0970 -0,1686 -0,4497 -0,7331 -1,0299 -1,3542 -1,7011 -2,0451 -2,3507 -2,5850 -2,7227 -2,7453 -2,6401 -2,4067 -2,0701 -1,6865 -1,3247 -1,0359 -0,8429 -0,7515 -0,7620 -0,8716 -1,0651 -1,3129 -1,5856 -1,8693 -2,1643 -2,4712 -2,7753 -3,0404 -3,2098 -3,2179 -3,0198 -2,6156 -2,0496 -1,3939 -0,7278 -0,1198 0,3902 0,8015 1,1469 1,4744 1,8188 2,1730 2,4855 2,6997 2,7952 2,7932 2,7335 2,6471 2,5449 2,4317 2,3273 2,2632 2,2598 2,3121 2,3877 2,4343 2,4004 2,2574 2,0080 1,6822 1,3278 0,9880 0,6755 0,3710 0,0451 -0,3217 -0,7348 -1,1972 -1,7183 -2,3049 -2,9412 -3,5871 -4,1956 -4,7287 -5,1645 -5,4953 -5,7168 -5,8183 -5,7884 -5,6258 -5,3406 -4,9529 -4,4926 -3,9980 -3,5014 -3,0129 -2,5209 -2,0045 -1,4430 -0,8188 -0,1254 0,6163 1,3549 2,0310 2,5921 2,9897 3,1815 3,1581 2,9626 2,6712 2,3555 2,0624 1,8125 1,6012 1,4048 1,2063 1,0237 0,9015 0,8788 0,9753 1,1952 1,5156 1,8720 2,1758 2,3564 2,3874 2,2823 2,0813 1,8465 1,6499 1,5480 1,5671 1,7059 1,9332 2,1903 2,4130 2,5553 2,5978 2,5441 2,4119 2,2229 1,9925 1,7251 1,4215 1,0920 0,7608 0,4563 0,2020 0,0116 -0,1091 -0,1593 -0,1446 -0,0782 0,0199 0,1195 0,1808 0,1735 0,1022 0,0073 -0,0612 -0,0672 0,0065 0,1621 0,3885 0,6663 0,9770 1,3086 1,6535 1,9985 2,3205 2,5995 2,8375 3,0579 3,2788 3,4898 3,6611 3,7733 3,8321 3,8550 3,8549 3,8362 3,7932 3,7092 3,5661 3,3602 3,1089 2,8352 2,5454 2,2246 1,8493 1,4045 0,8938 0,3361 -0,2475 -0,8445 -1,4524 -2,0653 -2,6551 -3,1704 -3,5610 -3,8038 -3,9097 -3,9139 -3,8618 -3,7990 -3,7637 -3,7783 -3,8439 -3,9445 -4,0588 -4,1731 -4,2882 -4,4161 -4,5670 -4,7388 -4,9225 -5,1093 -5,2922 -5,4649 -5,6131 -5,7073 -5,7157 -5,6230 -5,4327 -5,1635 -4,8521 -4,5437 -4,2700 -4,0358 -3,8276 -3,6268 -3,4222 -3,2189 -3,0390 -2,9148 -2,8744 -2,9270 -3,0580 -3,2332 -3,4045 -3,5211 -3,5487 -3,4853 -3,3614 -3,2263 -3,1210 -3,0506 -2,9806 -2,8632 -2,6643 -2,3737 -1,9975 -1,5497 -1,0594 -0,5770 -0,1626 0,1420 0,3355 0,4475 0,5043 0,5096 0,4555 0,3450 0,1958 0,0285 -0,1455 -0,3293 -0,5443 -0,8211 -1,1764 -1,6009 -2,0681 -2,5445 -2,9880 -3,3513 -3,5983 -3,7117 -3,6861 -3,5234 -3,2379 -2,8555 -2,4059 -1,9187 -1,4281 -0,9766 -0,6080 -0,3532 -0,2163 -0,1733 -0,1864 -0,2282 -0,2916 -0,3818 -0,5028 -0,6479 -0,8000 -0,9417 -1,0571 -1,1196 -1,0927 -0,9507 -0,6928 -0,3445 0,0452 0,4129 0,7009 0,8781 0,9464 0,9310 0,8644 0,7763 0,6893 0,6102 0,5261 0,4145 0,2625 0,0787 -0,1108 -0,2801 -0,4154 -0,5104 -0,5608 -0,5702 -0,5570 -0,5508 -0,5794 -0,6558 -0,7748 -0,9215 -1,0761 -1,2181 -1,3309 -1,4014 -1,4174 -1,3693 -1,2515 -1,0634 -0,8064 -0,4780 -0,0737 0,3940 0,8835 1,3430 1,7373 2,0512 2,2774 2,4115 2,4582 2,4332 2,3567 2,2563 2,1710 2,1354 2,1586 2,2257 2,3119 2,3979 2,4840 2,5914 2,7419 2,9377 3,1606 3,3873 3,6027 3,8020 3,9858 4,1544 4,3064 4,4361 4,5312 4,5808 4,5843 4,5469 4,4714 4,3561 4,1961 3,9923 3,7684 3,5692 3,4346 3,3749 3,3624 3,3373 3,2335 3,0037 2,6253 2,1029 1,4724 0,7952 0,1460 -0,3999 -0,7775 -0,9410 -0,8800 -0,6361 -0,2917 0,0687 0,3938 0,6766 0,9421 1,2300 1,5793 2,0130 2,5204 3,0508 3,5307 3,8912 4,0944 4,1476 4,0956 3,9960 3,8956 3,8175 3,7600 3,7024 3,6143 3,4688 3,2574 2,9933 2,7046 2,4189 2,1460 1,8727 1,5786 1,2592 0,9383 0,6560 0,4449 0,3162 0,2633 0,2766 0,3542 0,4941 0,6840 0,9038 1,1310 1,3448 1,5385 1,7260 1,9278 2,1506 2,3860 2,6199 2,8362 3,0163 3,1393 3,1840 3,1357 2,9947 2,7800 2,5269 2,2787 2,0720 1,9120 1,7662 1,5940 1,3831 1,1619 0,9869 0,9208 1,0062 1,2448 1,5943 1,9893 2,3669 2,6823 2,9133 3,0600 3,1370 3,1610 3,1461 3,1047 3,0430 2,9550 2,8346 2,7011 2,6035 2,5906 2,6839 2,8814 3,1696 3,5218 3,9024 4,2809 4,6387 4,9630 5,2455 5,4905 5,7155 5,9319 6,1325 6,2949 6,3957 6,4230 6,3754 6,2529 6,0588 5,8103 5,5431 5,2963 5,0902 4,9272 4,8105 4,7470 4,7267 4,7135 4,6637 4,5536 4,3963 4,2366 4,1244 4,0797 4,0775 4,0668 4,0019 3,8517 3,6017 3,2607 2,8542 2,4010 1,9106 1,4032 0,9154 0,4822 0,1186 -0,1841 -0,4432 -0,6610 -0,8148 -0,8664 -0,7780 -0,5325 -0,1524 0,3016 0,7562 1,1582 1,4939 1,7816 2,0431 2,2872 2,5185 2,7507 2,9999 3,2688 3,5334 3,7456 3,8591 3,8569 3,7462 3,5352 3,2308 2,8480 2,4106 1,9499 1,5038 1,1003 0,7370 0,3863 0,0254 -0,3442
F3    -0,1848 -0,3622 -0,5310 -0,6613 -0,7520 -0,8168 -0,8673 -0,8965 -0,8805 -0,7997 -0,6418 -0,3941 -0,0600 0,3200 0,6754 0,9282 1,0231 0,9509 0,7488 0,4863 0,2408 0,0668 -0,0233 -0,0572 -0,0836 -0,1425 -0,2476 -0,3918 -0,5533 -0,6869 -0,7259 -0,6154 -0,3550 -0,0075 0,3313 0,5741 0,6778 0,6544 0,5570 0,4568 0,4152 0,4496 0,5275 0,5973 0,6163 0,5553 0,3987 0,1500 -0,1648 -0,4988 -0,8046 -1,0666 -1,3095 -1,5676 -1,8492 -2,1283 -2,3628 -2,5231 -2,6043 -2,6117 -2,5436 -2,3933 -2,1691 -1,9080 -1,6571 -1,4448 -1,2831 -1,1894 -1,1892 -1,3009 -1,5159 -1,7920 -2,0770 -2,3365 -2,5627 -2,7641 -2,9496 -3,1156 -3,2361 -3,2646 -3,1598 -2,9137 -2,5535 -2,1257 -1,6806 -1,2624 -0,8967 -0,5800 -0,2868 0,0157 0,3514 0,7122 1,0515 1,3194 1,5019 1,6212 1,7063 1,7649 1,7730 1,6974 1,5401 1,3519 1,1984 1,1208 1,1190 1,1514 1,1589 1,0990 0,9552 0,7344 0,4682 0,1948 -0,0729 -0,3510 -0,6581 -0,9958 -1,3580 -1,7554 -2,2224 -2,7889 -3,4438 -4,1337 -4,7977 -5,3969 -5,9105 -6,3137 -6,5687 -6,6420 -6,5334 -6,2855 -5,9604 -5,6078 -5,2566 -4,9284 -4,6331 -4,3514 -4,0379 -3,6473 -3,1557 -2,5602 -1,8723 -1,1251 -0,3761 0,3156 0,9062 1,3552 1,6182 1,6750 1,5569 1,3352 1,0843 0,8565 0,6744 0,5323 0,4055 0,2791 0,1807 0,1697 0,2930 0,5640 0,9729 1,4831 2,0152 2,4630 2,7420 2,8250 2,7363 2,5287 2,2722 2,0453 1,9120 1,9024 2,0101 2,1915 2,3748 2,4940 2,5157 2,4363 2,2697 2,0360 1,7507 1,4164 1,0268 0,5841 0,1176 -0,3223 -0,6829 -0,9259 -1,0454 -1,0739 -1,0589 -1,0343 -1,0133 -1,0029 -1,0180 -1,0785 -1,1868 -1,3102 -1,3905 -1,3814 -1,2743 -1,0883 -0,8493 -0,5801 -0,2945 0,0045 0,3168 0,6357 0,9485 1,2427 1,5086 1,7430 1,9506 2,1344 2,2861 2,4000 2,4918 2,5913 2,7146 2,8480 2,9571 3,0057 2,9682 2,8382 2,6350 2,3952 2,1469 1,8930 1,6144 1,2822 0,8772 0,4032 -0,1203 -0,6743 -1,2451 -1,8205 -2,3813 -2,8904 -3,2949 -3,5519 -3,6534 -3,6265 -3,5173 -3,3765 -3,2534 -3,1857 -3,1868 -3,2480 -3,3546 -3,4975 -3,6756 -3,8907 -4,1406 -4,4095 -4,6677 -4,8892 -5,0663 -5,2077 -5,3294 -5,4381 -5,5225 -5,5622 -5,5405 -5,4462 -5,2771 -5,0493 -4,7908 -4,5256 -4,2695 -4,0343 -3,8238 -3,6352 -3,4733 -3,3588 -3,3199 -3,3759 -3,5251 -3,7463 -4,0097 -4,2754 -4,4922 -4,6122 -4,6146 -4,5142 -4,3504 -4,1619 -3,9642 -3,7455 -3,4840 -3,1668 -2,7975 -2,3927 -1,9737 -1,5651 -1,2015 -0,9265 -0,7702 -0,7220 -0,7386 -0,7806 -0,8342 -0,9050 -0,9964 -1,0958 -1,1788 -1,2278 -1,2548 -1,3058 -1,4365 -1,6719 -1,9936 -2,3655 -2,7564 -3,1325 -3,4510 -3,6724 -3,7670 -3,7136 -3,5066 -3,1637 -2,7198 -2,2175 -1,7009 -1,2055 -0,7559 -0,3726 -0,0736 0,1336 0,2577 0,3136 0,3085 0,2416 0,1156 -0,0576 -0,2514 -0,4281 -0,5613 -0,6453 -0,6788 -0,6510 -0,5408 -0,3235 0,0063 0,4111 0,8199 1,1675 1,4204 1,5767 1,6534 1,6712 1,6456 1,5877 1,5039 1,3914 1,2391 1,0381 0,7937 0,5245 0,2537 0,0023 -0,2089 -0,3599 -0,4445 -0,4838 -0,5218 -0,5999 -0,7331 -0,9084 -1,1020 -1,2932 -1,4680 -1,6179 -1,7293 -1,7765 -1,7321 -1,5757 -1,2975 -0,9034 -0,4109 0,1589 0,7667 1,3415 1,8099 2,1353 2,3177 2,3716 2,3174 2,1830 1,9991 1,7900 1,5840 1,4272 1,3687 1,4321 1,6075 1,8599 2,1447 2,4317 2,7185 3,0118 3,3002 3,5552 3,7554 3,9001 4,0004 4,0677 4,1159 4,1656 4,2299 4,2979 4,3412 4,3389 4,2922 4,2160 4,1176 3,9883 3,8203 3,6316 3,4637 3,3514 3,3021 3,2936 3,2825 3,2235 3,0816 2,8279 2,4396 1,9153 1,2901 0,6375 0,0499 -0,3917 -0,6328 -0,6552 -0,4939 -0,2292 0,0551 0,3127 0,5419 0,7671 1,0226 1,3453 1,7583 2,2459 2,7510 3,2053 3,5616 3,8009 3,9280 3,9671 3,9521 3,9114 3,8645 3,8271 3,8079 3,7962 3,7613 3,6695 3,5002 3,2542 2,9500 2,6064 2,2304 1,8279 1,4206 1,0503 0,7616 0,5762 0,4827 0,4520 0,4671 0,5396 0,6861 0,9011 1,1611 1,4390 1,7113 1,9678 2,2212 2,4915 2,7816 3,0725 3,3343 3,5361 3,6567 3,6926 3,6531 3,5450 3,3660 3,1187 2,8260 2,5301 2,2713 2,0580 1,8585 1,6330 1,3715 1,1031 0,8832 0,7687 0,7919 0,9407 1,1666 1,4151 1,6503 1,8563 2,0293 2,1727 2,2910 2,3816 2,4360 2,4479 2,4169 2,3456 2,2434 2,1379 2,0793 2,1161 2,2631 2,5045 2,8164 3,1729 3,5477 3,9251 4,2987 4,6588 4,9911 5,2877 5,5503 5,7813 5,9808 6,1503 6,2926 6,4087 6,4859 6,4924 6,3982 6,2054 5,9527 5,6871 5,4366 5,2137 5,0370 4,9260 4,8725 4,8317 4,7461 4,5792 4,3434 4,0961 3,9016 3,7909 3,7449 3,7118 3,6425 3,5099 3,3125 3,0718 2,8093 2,5202 2,1852 1,8037 1,4019 1,0116 0,6498 0,3160 0,0061 -0,2621 -0,4436 -0,4906 -0,3793 -0,1159 0,2658 0,7081 1,1436 1,5200 1,8251 2,0814 2,3106 2,5078 2,6581 2,7690 2,8745 3,0078 3,1677 3,3084 3,3710 3,3278 3,1832 2,9442 2,6133 2,2030 1,7389 1,2561 0,7949 0,3894 0,0467 -0,2602 -0,5763 -0,9384
F7    -0,8156 -0,9228 -1,0293 -1,1295 -1,2226 -1,2956 -1,3223 -1,2737 -1,1422 -0,9537 -0,7365 -0,4960 -0,2401 -0,0030 0,1713 0,2522 0,2291 0,1089 -0,0794 -0,2756 -0,4097 -0,4429 -0,3844 -0,2783 -0,1830 -0,1479 -0,1894 -0,2832 -0,3804 -0,4280 -0,3773 -0,1916 0,1332 0,5469 0,9533 1,2531 1,3999 1,4191 1,3707 1,3084 1,2673 1,2566 1,2549 1,2274 1,1469 0,9890 0,7283 0,3555 -0,1100 -0,6279 -1,1480 -1,6302 -2,0599 -2,4407 -2,7748 -3,0503 -3,2495 -3,3726 -3,4334 -3,4262 -3,3233 -3,1175 -2,8524 -2,6017 -2,4216 -2,3310 -2,3269 -2,3969 -2,5193 -2,6690 -2,8190 -2,9348 -2,9804 -2,9352 -2,8046 -2,6156 -2,4048 -2,2057 -2,0277 -1,8480 -1,6352 -1,3764 -1,0771 -0,7551 -0,4427 -0,1820 0,0002 0,1161 0,2073 0,3120 0,4422 0,5749 0,6626 0,6714 0,6052 0,4856 0,3281 0,1352 -0,1095 -0,4233 -0,7848 -1,1258 -1,3731 -1,4938 -1,5054 -1,4574 -1,4106 -1,4195 -1,5131 -1,6842 -1,8904 -2,0786 -2,2223 -2,3385 -2,4711 -2,6624 -2,9376 -3,3065 -3,7645 -4,2876 -4,8368 -5,3673 -5,8371 -6,2144 -6,4852 -6,6533 -6,7303 -6,7245 -6,6455 -6,5165 -6,3668 -6,2174 -6,0894 -6,0117 -5,9940 -5,9981 -5,9505 -5,7828 -5,4589 -4,9775 -4,3630 -3,6592 -2,9247 -2,2235 -1,6137 -1,1478 -0,8676 -0,7787 -0,8320 -0,9399 -1,0162 -1,0136 -0,9389 -0,8365 -0,7600 -0,7413 -0,7604 -0,7527 -0,6557 -0,4384 -0,0922 0,3705 0,8917 1,3644 1,6733 1,7452 1,5758 1,2263 0,7963 0,3856 0,0589 -0,1629 -0,2829 -0,3188 -0,3072 -0,2997 -0,3503 -0,5015 -0,7629 -1,1032 -1,4704 -1,8242 -2,1608 -2,5028 -2,8631 -3,2256 -3,5574 -3,8305 -4,0345 -4,1716 -4,2410 -4,2381 -4,1681 -4,0554 -3,9403 -3,8666 -3,8596 -3,9041 -3,9516 -3,9607 -3,9245 -3,8576 -3,7739 -3,6838 -3,6013 -3,5408 -3,5040 -3,4805 -3,4625 -3,4482 -3,4261 -3,3622 -3,2157 -2,9793 -2,6981 -2,4326 -2,2099 -2,0287 -1,8867 -1,7776 -1,6861 -1,6125 -1,5832 -1,6273 -1,7482 -1,9192 -2,1064 -2,2982 -2,5052 -2,7387 -2,9906 -3,2345 -3,4459 -3,6225 -3,7858 -3,9653 -4,1755 -4,4011 -4,6027 -4,7376 -4,7785 -4,7229 -4,5943 -4,4433 -4,3400 -4,3409 -4,4581 -4,6685 -4,9420 -5,2517 -5,5744 -5,8923 -6,1971 -6,4878 -6,7675 -7,0440 -7,3159 -7,5613 -7,7448 -7,8289 -7,7880 -7,6307 -7,3994 -7,1370 -6,8645 -6,5965 -6,3572 -6,1670 -6,0205 -5,8885 -5,7438 -5,5931 -5,4836 -5,4781 -5,6195 -5,9052 -6,2854 -6,6927 -7,0678 -7,3592 -7,5225 -7,5390 -7,4231 -7,2137 -6,9594 -6,6920 -6,4139 -6,1130 -5,7808 -5,4246 -5,0731 -4,7626 -4,5108 -4,3059 -4,1296 -3,9901 -3,9058 -3,8618 -3,8148 -3,7408 -3,6564 -3,5977 -3,5882 -3,6190 -3,6503 -3,6406 -3,5766 -3,4808 -3,3961 -3,3673 -3,4278 -3,5919 -3,8468 -4,1467 -4,4257 -4,6263 -4,7142 -4,6682 -4,4728 -4,1249 -3,6341 -3,0244 -2,3497 -1,6966 -1,1519 -0,7698 -0,5610 -0,4948 -0,5100 -0,5452 -0,5693 -0,5814 -0,5930 -0,6173 -0,6602 -0,7199 -0,8026 -0,9217 -1,0718 -1,2137 -1,2813 -1,2079 -0,9626 -0,5741 -0,1197 0,3141 0,6696 0,9280 1,0958 1,1864 1,2192 1,2253 1,2396 1,2753 1,3011 1,2551 1,0969 0,8407 0,5295 0,1913 -0,1642 -0,5152 -0,8221 -1,0567 -1,2220 -1,3438 -1,4520 -1,5743 -1,7316 -1,9216 -2,1137 -2,2752 -2,3870 -2,4346 -2,4073 -2,3067 -2,1371 -1,8925 -1,5608 -1,1360 -0,6393 -0,1319 0,3078 0,6194 0,7737 0,7658 0,6115 0,3500 0,0382 -0,2724 -0,5458 -0,7523 -0,8601 -0,8409 -0,6821 -0,3958 -0,0205 0,3882 0,7767 1,1087 1,3700 1,5650 1,7086 1,8148 1,8932 1,9457 1,9647 1,9484 1,9120 1,8720 1,8310 1,7843 1,7344 1,6859 1,6339 1,5690 1,4939 1,4326 1,4250 1,5030 1,6645 1,8672 2,0485 2,1540 2,1564 2,0500 1,8380 1,5259 1,1294 0,6879 0,2602 -0,0952 -0,3331 -0,4367 -0,4273 -0,3512 -0,2577 -0,1830 -0,1366 -0,0999 -0,0386 0,0910 0,3331 0,7023 1,1581 1,6215 2,0197 2,3227 2,5410 2,6986 2,8119 2,8940 2,9605 3,0209 3,0638 3,0560 2,9656 2,7919 2,5675 2,3349 2,1200 1,9192 1,7103 1,4734 1,2048 0,9243 0,6670 0,4621 0,3186 0,2307 0,2000 0,2456 0,3857 0,6160 0,9202 1,2791 1,6588 2,0143 2,3151 2,5583 2,7606 2,9436 3,1100 3,2370 3,2976 3,2827 3,2046 3,0802 2,9062 2,6627 2,3459 1,9873 1,6334 1,3095 1,0034 0,6804 0,3188 -0,0662 -0,4283 -0,7143 -0,8851 -0,9297 -0,8649 -0,7207 -0,5261 -0,3052 -0,0752 0,1518 0,3697 0,5833 0,8072 1,0479 1,2850 1,4782 1,5979 1,6505 1,6772 1,7287 1,8400 2,0185 2,2518 2,5232 2,8218 3,1403 3,4651 3,7728 4,0385 4,2501 4,4120 4,5334 4,6181 4,6649 4,6741 4,6527 4,6030 4,5043 4,3246 4,0563 3,7220 3,3562 3,0004 2,7051 2,5175 2,4550 2,4828 2,5225 2,4887 2,3287 2,0499 1,7177 1,4138 1,1831 1,0147 0,8700 0,7166 0,5366 0,3285 0,1053 -0,1263 -0,3776 -0,6555 -0,9420 -1,2100 -1,4512 -1,6827 -1,9319 -2,2122 -2,4971 -2,7185 -2,8085 -2,7437 -2,5465 -2,2674 -1,9692 -1,7092 -1,5142 -1,3746 -1,2639 -1,1616 -1,0593 -0,9498 -0,8118 -0,6118 -0,3303 -0,0014 0,2898 0,4763 0,5548 0,5461 0,4527 0,2690 0,0002 -0,3367 -0,7110 -1,0825 -1,4257 -1,7494 -2,0817 -2,4453 -2,8449
