Fp1   -0,0057 -0,5060 -0,8443 -0,9712 -0,9618 -0,9570 -1,0535 -1,2490 -1,4749 -1,6567 -1,7524 -1,7564 -1,6533 -1,3675 -0,7976 0,0716 1,0931 2,0055 2,5825 2,7515 2,5838 2,1968 1,6848 1,1267 0,6022 0,1650 -0,1882 -0,5165 -0,9070 -1,4122 -1,9875 -2,5103 -2,8665 -3,0061 -2,9242 -2,6086 -2,0399 -1,2555 -0,3698 0,4825 1,2025 1,7433 2,1011 2,3013 2,3886 2,4105 2,4106 2,4401 2,5451 2,7104 2,8411 2,8282 2,6200 2,2542 1,8725 1,6528 1,6539 1,7586 1,8052 1,7260 1,5381 1,2770 0,9743 0,6485 0,3099 0,0120 -0,1299 -0,0171 0,3394 0,8218 1,2962 1,7027 2,0660 2,4358 2,8306 3,2314 3,6148 3,9745 4,2891 4,4849 4,4749 4,2434 3,8610 3,4248 3,0140 2,7009 2,5540 2,6021 2,8041 3,0507 3,1925 3,0999 2,7365 2,1877 1,6204 1,1893 0,9366 0,7771 0,5908 0,3075 -0,0975 -0,6234 -1,2182 -1,7718 -2,1720 -2,3521 -2,2982 -2,0516 -1,7078 -1,4009 -1,2704 -1,3920 -1,7024 -2,0033 -2,0806 -1,8562 -1,4423 -1,0445 -0,8176 -0,8053 -0,9591 -1,1683 -1,2989 -1,2451 -0,9507 -0,4019 0,3507 1,1528 1,7690 1,9831 1,7139 1,0683 0,2988 -0,2912 -0,4465 -0,0479 0,8607 2,1325 3,5876 5,0216 6,2164 7,0184 7,4161 7,5245 7,4890 7,4055 7,3137 7,2257 7,1288 6,9603 6,6070 5,9876 5,1685 4,3660 3,8015 3,5675 3,6356 3,9486 4,4602 5,0908 5,7011 6,1456 6,3287 6,2157 5,8360 5,2748 4,6373 4,0195 3,5179 3,2324 3,2241 3,4661 3,8440 4,2003 4,3975 4,3706 4,1272 3,7015 3,1219 2,4279 1,6920 1,0061 0,4521 0,0714 -0,1592 -0,3064 -0,4121 -0,4596 -0,4116 -0,2475 0,0313 0,3911 0,7520 1,0139 1,1367 1,2085 1,3832 1,7360 2,2132 2,6917 3,0460 3,2091 3,2147 3,1505 3,0638 2,9349 2,7361 2,4661 2,1235 1,7035 1,2477 0,8501 0,5777 0,4050 0,2532 0,0704 -0,1536 -0,4259 -0,7645 -1,1716 -1,6051 -1,9666 -2,1370 -2,0541 -1,7658 -1,4083 -1,1309 -1,0323 -1,1438 -1,4288 -1,7764 -2,0333 -2,1025 -2,0258 -1,9411 -1,9469 -2,0334 -2,1393 -2,2440 -2,3834 -2,5737 -2,7574 -2,8479 -2,7981 -2,6153 -2,3522 -2,1041 -1,9659 -1,9639 -2,0463 -2,1451 -2,2329 -2,3318 -2,4861 -2,7234 -3,0255 -3,3468 -3,6512 -3,8997 -4,0163 -3,9040 -3,4964 -2,8015 -1,9201 -1,0264 -0,3076 0,1135 0,2352 0,1900 0,1888 0,4019 0,8583 1,4378 1,9430 2,1931 2,0849 1,5970 0,7752 -0,2666 -1,3526 -2,2855 -2,9144 -3,1814 -3,1027 -2,7256 -2,1329 -1,4488 -0,7853 -0,1872 0,3448 0,7872 1,0618 1,0802 0,8210 0,3566 -0,1675 -0,5831 -0,7870 -0,7853 -0,6340 -0,3584 0,0703 0,6980 1,5228 2,4548 3,3114 3,8556 3,9092 3,4698 2,6988 1,7976 0,9107 0,1281 -0,4715 -0,8008 -0,7993 -0,5129 -0,1361 0,0686 -0,0727 -0,5319 -1,0884 -1,4604 -1,4641 -1,0956 -0,4936 0,1701 0,7719 1,2470 1,5683 1,7210 1,6999 1,5507 1,3785 1,2650 1,1959 1,1053 0,9843 0,9346 1,0890 1,4530 1,8533 2,0752 2,0314 1,8016 1,5527 1,4349 1,5130 1,7396 1,9847 2,1234 2,1027 1,9194 1,5854 1,1387 0,6514 0,2104 -0,0918 -0,1580 0,0900 0,6668 1,4962 2,4280 3,2926 3,9671 4,4209 4,7056 4,8853 4,9563 4,8312 4,4075 3,6602 2,6837 1,6669 0,8076 0,2190 -0,0819 -0,1125 0,1009 0,5057 1,0297 1,5890 2,0745 2,3529 2,2968 1,8482 1,0883 0,2403 -0,4126 -0,6523 -0,4223 0,1754 0,9801 1,8499 2,6394 3,1669 3,2680 2,8887 2,1370 1,2530 0,4974 0,0180 -0,2127 -0,3355 -0,4827 -0,7209 -1,0796 -1,5715 -2,1812 -2,8666 -3,5624 -4,1703 -4,5971 -4,8251 -4,9145 -4,9463 -4,9845 -5,0486 -5,0904 -5,0282 -4,8246 -4,5261 -4,2351 -4,0479 -3,9918 -3,9803 -3,8288 -3,3716 -2,5983 -1,6765 -0,8383 -0,2190 0,2122 0,5720 0,9455 1,3398 1,6845 1,8362 1,6217 0,9514 -0,0940 -1,3164 -2,5358 -3,6645 -4,6749 -5,5475 -6,2589 -6,7750 -7,0455 -7,0196 -6,6761 -6,0520 -5,2576 -4,4383 -3,6904 -3,0137 -2,3574 -1,6941 -1,0430 -0,4597 -0,0207 0,2094 0,2142 0,0242 -0,3153 -0,7560 -1,2380 -1,6954 -2,0901 -2,4440 -2,8160 -3,2270 -3,6124 -3,8557 -3,8574 -3,5826 -3,0849 -2,4994 -1,9928 -1,7073 -1,7166 -1,9618 -2,2464 -2,3779 -2,3215 -2,1920 -2,1247 -2,1822 -2,3702 -2,6864 -3,1123 -3,5807 -3,9942 -4,2744 -4,3858 -4,3481 -4,2465 -4,1937 -4,2546 -4,4097 -4,5880 -4,7029 -4,6643 -4,4148 -3,9895 -3,5270 -3,1971 -3,1204 -3,3528 -3,8883 -4,6317 -5,4011 -5,9998 -6,2873 -6,2006 -5,7609 -5,0859 -4,3594 -3,7495 -3,3468 -3,1533 -3,0956 -3,0471 -2,8690 -2,4704 -1,8482 -1,0578 -0,1583 0,7868 1,6633 2,2913 2,4764 2,1081 1,2385 0,0709 -1,1305 -2,1369 -2,8229 -3,2038 -3,4222 -3,6627 -4,0308 -4,4891 -4,9020 -5,1348 -5,1345 -4,9511 -4,7087 -4,5494 -4,5592 -4,7157 -4,9094 -5,0243 -5,0338 -5,0266 -5,1065 -5,2885 -5,5202 -5,7492 -5,9497 -6,1323 -6,3310 -6,5530 -6,7422 -6,8047 -6,6818 -6,3898 -5,9907 -5,5388 -5,0497 -4,5189 -3,9815 -3,5283 -3,2334 -3,0956 -3,0660 -3,0980 -3,1668 -3,2564 -3,3181 -3,2614 -3,0225 -2,6286 -2,1836 -1,8214 -1,6699 -1,8083 -2,2386 -2,8963 -3,6818 -4,4715 -5,1167 -5,4871 -5,5551 -5,4212 -5,2408 -5,1393 -5,1622 -5,2466 -5,2390
Fz    -0,5792 -1,3302 -1,8883 -2,1724 -2,2351 -2,2120 -2,2138 -2,2679 -2,3413 -2,3853 -2,3590 -2,2332 -1,9647 -1,4677 -0,6515 0,4769 1,7426 2,8532 3,5530 3,7529 3,5307 3,0258 2,3510 1,5980 0,8677 0,2407 -0,2727 -0,7349 -1,2400 -1,8386 -2,4800 -3,0398 -3,4047 -3,5241 -3,3931 -2,9993 -2,3200 -1,3901 -0,3311 0,7058 1,6051 2,3117 2,8202 3,1477 3,3241 3,3928 3,4055 3,4226 3,4998 3,6420 3,7828 3,8319 3,7392 3,5330 3,3344 3,2923 3,4402 3,6430 3,7237 3,6035 3,3068 2,8965 2,4358 1,9650 1,5000 1,0802 0,7920 0,7077 0,8125 1,0157 1,2304 1,4408 1,6971 2,0541 2,5181 3,0436 3,5753 4,0845 4,5440 4,8787 4,9842 4,8086 4,3929 3,8409 3,2846 2,8666 2,6953 2,7885 3,0633 3,3714 3,5434 3,4439 3,0356 2,4067 1,7332 1,1867 0,8326 0,6098 0,4132 0,1697 -0,1687 -0,6340 -1,2016 -1,7847 -2,2959 -2,6834 -2,9132 -2,9684 -2,8772 -2,7293 -2,6532 -2,7413 -2,9606 -3,1414 -3,0847 -2,7139 -2,1335 -1,5421 -1,0985 -0,8595 -0,7903 -0,7907 -0,7406 -0,5516 -0,1759 0,4064 1,1567 1,9284 2,4868 2,6120 2,2227 1,4359 0,5270 -0,1650 -0,3453 0,1347 1,2359 2,7828 4,5397 6,2446 7,6460 8,5884 9,0818 9,2726 9,3301 9,3497 9,3453 9,2912 9,1385 8,7996 8,1571 7,1566 5,9268 4,7623 3,9482 3,6101 3,7205 4,1892 4,9078 5,7295 6,4739 6,9939 7,2200 7,1436 6,8020 6,2770 5,6760 5,1086 4,6831 4,4924 4,5652 4,8324 5,1599 5,4115 5,4966 5,3899 5,1111 4,6844 4,1312 3,5016 2,8807 2,3492 1,9572 1,7211 1,6173 1,5925 1,6051 1,6459 1,7148 1,8101 1,9332 2,0693 2,1606 2,1302 1,9713 1,8151 1,8547 2,1818 2,7273 3,3302 3,8258 4,1225 4,2408 4,2578 4,2086 4,0697 3,8232 3,4839 3,0557 2,5236 1,9106 1,2979 0,7572 0,2871 -0,1560 -0,5917 -1,0082 -1,4011 -1,7860 -2,1726 -2,5320 -2,7822 -2,8226 -2,6133 -2,2275 -1,8169 -1,5230 -1,4211 -1,5302 -1,8190 -2,1785 -2,4434 -2,4998 -2,3740 -2,1912 -2,0505 -1,9605 -1,8883 -1,8417 -1,8786 -2,0243 -2,2152 -2,3443 -2,3326 -2,1558 -1,8495 -1,5075 -1,2365 -1,0866 -1,0392 -1,0600 -1,1444 -1,3154 -1,6011 -2,0102 -2,5079 -3,0261 -3,4961 -3,8475 -3,9942 -3,8533 -3,3855 -2,6276 -1,7009 -0,7767 -0,0177 0,4700 0,6724 0,6957 0,7360 0,9610 1,4003 1,9383 2,3904 2,5920 2,4520 1,9556 1,1479 0,1327 -0,9296 -1,8563 -2,5016 -2,7973 -2,7361 -2,3512 -1,7398 -1,0577 -0,4343 0,0934 0,5418 0,8984 1,0909 1,0371 0,7157 0,1856 -0,4294 -0,9783 -1,3602 -1,5705 -1,6456 -1,5797 -1,3077 -0,7672 0,0251 0,9508 1,8147 2,3944 2,5323 2,2289 1,6265 0,8924 0,1311 -0,6014 -1,2403 -1,6898 -1,8620 -1,7651 -1,5587 -1,4853 -1,7142 -2,2189 -2,7795 -3,1100 -3,0214 -2,5028 -1,6843 -0,7402 0,1744 0,9390 1,4783 1,7658 1,8218 1,7316 1,6296 1,6089 1,6551 1,6982 1,7255 1,8370 2,1583 2,6700 3,1617 3,3921 3,2727 2,9048 2,4857 2,1845 2,0717 2,1106 2,1976 2,2419 2,2174 2,1273 1,9575 1,6884 1,3235 0,9000 0,4977 0,2376 0,2434 0,5822 1,2294 2,0801 2,9888 3,8209 4,5011 5,0271 5,4226 5,6675 5,6797 5,3757 4,7530 3,9239 3,0778 2,3910 1,9416 1,7181 1,6980 1,8688 2,1962 2,6207 3,0623 3,4095 3,5301 3,3109 2,7192 1,8624 0,9778 0,3327 0,0968 0,2729 0,7377 1,3535 2,0265 2,6560 3,0800 3,1203 2,6880 1,8637 0,8901 0,0573 -0,4557 -0,6675 -0,7353 -0,8228 -1,0282 -1,4005 -1,9581 -2,6802 -3,5148 -4,3843 -5,1720 -5,7527 -6,0649 -6,1307 -6,0238 -5,8398 -5,6534 -5,4656 -5,2245 -4,9086 -4,5678 -4,2891 -4,1378 -4,1149 -4,1223 -3,9669 -3,4664 -2,5975 -1,5407 -0,5732 0,1122 0,5094 0,7343 0,8983 1,0532 1,1833 1,1869 0,8965 0,1976 -0,8612 -2,1108 -3,3964 -4,6440 -5,8189 -6,8788 -7,7750 -8,4541 -8,8552 -8,9281 -8,6591 -8,0986 -7,3768 -6,6522 -6,0051 -5,3918 -4,7131 -3,9121 -3,0061 -2,0750 -1,2400 -0,6153 -0,2482 -0,1141 -0,1681 -0,3786 -0,7110 -1,1126 -1,5375 -1,9837 -2,4832 -3,0404 -3,5943 -4,0474 -4,3172 -4,3602 -4,1823 -3,8530 -3,4950 -3,2525 -3,2423 -3,4624 -3,7524 -3,9160 -3,8834 -3,7369 -3,6068 -3,5723 -3,6574 -3,8766 -4,2322 -4,6755 -5,1137 -5,4587 -5,6587 -5,7216 -5,7306 -5,8019 -5,9998 -6,2935 -6,5936 -6,8023 -6,8317 -6,6284 -6,2227 -5,7492 -5,3887 -5,2870 -5,5219 -6,0936 -6,8962 -7,7302 -8,3834 -8,7039 -8,6170 -8,1293 -7,3473 -6,4548 -5,6345 -4,9961 -4,5550 -4,2427 -3,9394 -3,5299 -2,9605 -2,2556 -1,4667 -0,6154 0,2849 1,1558 1,8220 2,0616 1,7209 0,8259 -0,4145 -1,7166 -2,8445 -3,6820 -4,2540 -4,6943 -5,1628 -5,7424 -6,3905 -6,9736 -7,3468 -7,4313 -7,2530 -6,9299 -6,6149 -6,4187 -6,3576 -6,3658 -6,3602 -6,3195 -6,3037 -6,3710 -6,5054 -6,6573 -6,8006 -6,9367 -7,0898 -7,2911 -7,5339 -7,7423 -7,8025 -7,6422 -7,2727 -6,7558 -6,1455 -5,4637 -4,7281 -4,0066 -3,4210 -3,0642 -2,9337 -2,9624 -3,0822 -3,2505 -3,4346 -3,5707 -3,5592 -3,3370 -2,9410 -2,4942 -2,1566 -2,0733 -2,3155 -2,8579 -3,6153 -4,4891 -5,3753 -6,1480 -6,6871 -6,9575 -7,0347 -7,0399 -7,0712 -7,1697 -7,2915 -7,3088
F3    -1,8915 -2,5731 -3,1357 -3,4365 -3,4806 -3,3863 -3,2649 -3,1503 -3,0207 -2,8457 -2,6135 -2,3279 -1,9657 -1,4372 -0,6284 0,4887 1,7731 2,9482 3,7468 4,0406 3,8524 3,2890 2,4900 1,6190 0,8436 0,2779 -0,0684 -0,2908 -0,5364 -0,9100 -1,4048 -1,9240 -2,3542 -2,6152 -2,6582 -2,4304 -1,8783 -1,0174 0,0339 1,1037 2,0367 2,7394 3,1863 3,4001 3,4336 3,3533 3,2262 3,1217 3,0969 3,1452 3,1791 3,0967 2,8522 2,4828 2,1159 1,9082 1,9001 1,9540 1,8760 1,5630 1,0264 0,3517 -0,3423 -0,9625 -1,4637 -1,7936 -1,8688 -1,6473 -1,2009 -0,6831 -0,2255 0,1382 0,4648 0,8330 1,2812 1,7945 2,3370 2,8818 3,3882 3,7657 3,9061 3,7609 3,3601 2,7746 2,1004 1,4665 0,9991 0,7548 0,6948 0,7129 0,6760 0,4679 0,0457 -0,5265 -1,0991 -1,5201 -1,7332 -1,8034 -1,8457 -1,9555 -2,2093 -2,6666 -3,3274 -4,1100 -4,8964 -5,5815 -6,0870 -6,3745 -6,4616 -6,4189 -6,3451 -6,3161 -6,3224 -6,2589 -6,0010 -5,5146 -4,8948 -4,2940 -3,8220 -3,5090 -3,3221 -3,1878 -3,0238 -2,7717 -2,3978 -1,8844 -1,2610 -0,6539 -0,2704 -0,2975 -0,7798 -1,5716 -2,3923 -2,9249 -2,9176 -2,2723 -1,0609 0,5453 2,3468 4,1255 5,6597 6,7973 7,5216 7,9309 8,1442 8,2244 8,1843 8,0266 7,7452 7,2964 6,6011 5,6270 4,4952 3,4635 2,7666 2,4936 2,6132 3,0604 3,7612 4,5971 5,4028 6,0225 6,3480 6,3192 5,9436 5,3171 4,5898 3,9130 3,4241 3,2352 3,3842 3,7943 4,2992 4,7158 4,9187 4,8759 4,6209 4,1994 3,6516 3,0386 2,4468 1,9493 1,5752 1,3075 1,0951 0,8845 0,6635 0,4750 0,3846 0,4450 0,6710 1,0187 1,3872 1,6692 1,8386 2,0030 2,3272 2,8765 3,5561 4,1751 4,5415 4,5569 4,2749 3,8445 3,3847 2,9372 2,5164 2,1372 1,7888 1,4395 1,0921 0,7977 0,5906 0,4318 0,2493 0,0139 -0,2556 -0,5471 -0,8816 -1,2845 -1,7433 -2,1835 -2,4865 -2,5651 -2,4413 -2,2406 -2,1025 -2,1102 -2,2890 -2,6078 -2,9497 -3,1411 -3,0706 -2,7808 -2,4197 -2,1054 -1,8572 -1,6464 -1,4836 -1,4312 -1,5236 -1,7078 -1,8836 -1,9696 -1,9287 -1,7758 -1,5806 -1,4297 -1,3672 -1,3770 -1,4230 -1,4913 -1,5903 -1,7356 -1,9382 -2,1893 -2,4596 -2,7166 -2,9145 -2,9741 -2,8012 -2,3354 -1,5961 -0,6963 0,1930 0,9039 1,3261 1,4551 1,4203 1,4349 1,6664 2,1312 2,6957 3,1545 3,3298 3,1394 2,5967 1,7758 0,7944 -0,1946 -1,0347 -1,6150 -1,8977 -1,8943 -1,6376 -1,2001 -0,6945 -0,2044 0,2656 0,7435 1,2067 1,5577 1,6794 1,5085 1,0642 0,4565 -0,1392 -0,5831 -0,8476 -0,9700 -0,9555 -0,7460 -0,2766 0,4452 1,3128 2,1403 2,7102 2,8625 2,5842 1,9975 1,2511 0,4398 -0,3796 -1,1361 -1,7316 -2,0810 -2,1913 -2,2125 -2,3721 -2,8198 -3,5050 -4,1854 -4,5631 -4,4492 -3,8417 -2,8855 -1,7764 -0,6938 0,2219 0,8777 1,2341 1,3115 1,2054 1,0539 0,9392 0,8375 0,6853 0,4864 0,3542 0,4297 0,7260 1,0780 1,2749 1,2217 0,9789 0,6899 0,4821 0,4084 0,4385 0,4853 0,4707 0,3708 0,1846 -0,1012 -0,4881 -0,9400 -1,3912 -1,7558 -1,9330 -1,8362 -1,4382 -0,7925 -0,0124 0,7673 1,4367 1,9542 2,3499 2,6717 2,9167 3,0149 2,8836 2,5047 1,9592 1,3972 0,9599 0,7062 0,6275 0,7235 1,0146 1,4881 2,0754 2,6627 3,0997 3,2238 2,9061 2,1228 1,0198 -0,1033 -0,9102 -1,1781 -0,8904 -0,2080 0,6539 1,5197 2,2413 2,6574 2,6231 2,0903 1,1679 0,1056 -0,8135 -1,4114 -1,6881 -1,7738 -1,8159 -1,9159 -2,1383 -2,5201 -3,0634 -3,7500 -4,5421 -5,3537 -6,0655 -6,5952 -6,9277 -7,0893 -7,1235 -7,0649 -6,9095 -6,6323 -6,2447 -5,8199 -5,4637 -5,2611 -5,2309 -5,2868 -5,2410 -4,9018 -4,2126 -3,3011 -2,3966 -1,6784 -1,1831 -0,8526 -0,6283 -0,4773 -0,3884 -0,4000 -0,6046 -1,0623 -1,7185 -2,4463 -3,1628 -3,8710 -4,6000 -5,3507 -6,0973 -6,7904 -7,3525 -7,6983 -7,7680 -7,5620 -7,1584 -6,6703 -6,1580 -5,5912 -4,9047 -4,0730 -3,1322 -2,1683 -1,2983 -0,6279 -0,2002 0,0023 0,0074 -0,1704 -0,5078 -0,9579 -1,4778 -2,0612 -2,7203 -3,4262 -4,0793 -4,5483 -4,7339 -4,6033 -4,2020 -3,6547 -3,1349 -2,8180 -2,8248 -3,1395 -3,5856 -3,9523 -4,1494 -4,2258 -4,2731 -4,3478 -4,4787 -4,7008 -5,0383 -5,4620 -5,8947 -6,2535 -6,4824 -6,5777 -6,6004 -6,6376 -6,7290 -6,8361 -6,8789 -6,7810 -6,4859 -5,9763 -5,3078 -4,6165 -4,0646 -3,7733 -3,8021 -4,1435 -4,6982 -5,2857 -5,7127 -5,8365 -5,5901 -4,9976 -4,1839 -3,3391 -2,6354 -2,1600 -1,8965 -1,7468 -1,5825 -1,3051 -0,8859 -0,3664 0,1936 0,7717 1,3597 1,8921 2,2171 2,1494 1,5788 0,5609 -0,6885 -1,8949 -2,8443 -3,4562 -3,7938 -4,0152 -4,2849 -4,6835 -5,1724 -5,6303 -5,9205 -5,9560 -5,7385 -5,3606 -4,9704 -4,6930 -4,5561 -4,4882 -4,3927 -4,2487 -4,1399 -4,1608 -4,3252 -4,5882 -4,8991 -5,2214 -5,5484 -5,8954 -6,2548 -6,5630 -6,7302 -6,7097 -6,5245 -6,2184 -5,8049 -5,2678 -4,6093 -3,9026 -3,2842 -2,8685 -2,6801 -2,6756 -2,7969 -2,9940 -3,2183 -3,3997 -3,4499 -3,3228 -3,0623 -2,7806 -2,6075 -2,6500 -2,9505 -3,4711 -4,1275 -4,8343 -5,5082 -6,0437 -6,3366 -6,3599 -6,1981 -5,9943 -5,8718 -5,8791 -5,9606 -5,9739
F7    -1,0814 -1,4063 -1,7103 -1,8987 -1,9407 -1,8829 -1,7961 -1,7195 -1,6591 -1,6157 -1,5957 -1,5906 -1,5375 -1,3123 -0,7955 0,0351 1,0537 2,0342 2,7803 3,2253 3,3982 3,3164 2,9584 2,3398 1,5744 0,8349 0,2440 -0,1985 -0,5867 -1,0047 -1,4477 -1,8375 -2,0972 -2,2008 -2,1623 -1,9818 -1,6239 -1,0676 -0,3575 0,3985 1,0688 1,5526 1,8102 1,8574 1,7565 1,6035 1,4927 1,4821 1,5747 1,7169 1,8287 1,8506 1,7671 1,6113 1,4696 1,4306 1,4853 1,5160 1,4068 1,1166 0,6531 0,0626 -0,5540 -1,0912 -1,4930 -1,7333 -1,7860 -1,6538 -1,4028 -1,1354 -0,9219 -0,7544 -0,5620 -0,2710 0,1470 0,6731 1,2675 1,8851 2,4553 2,8677 3,0196 2,8898 2,5413 2,0594 1,5272 1,0410 0,6956 0,5443 0,5841 0,7569 0,9479 1,0144 0,8558 0,4687 -0,0507 -0,5695 -1,0134 -1,3967 -1,7515 -2,0620 -2,2827 -2,3885 -2,4020 -2,3895 -2,4345 -2,5875 -2,8272 -3,0890 -3,3280 -3,5486 -3,7858 -4,0520 -4,2916 -4,3946 -4,2683 -3,9118 -3,4279 -2,9530 -2,5829 -2,3597 -2,2846 -2,3088 -2,3336 -2,2468 -1,9583 -1,4241 -0,6800 0,1433 0,8516 1,2429 1,1875 0,7154 0,0310 -0,5763 -0,8563 -0,6832 -0,0646 0,9125 2,1220 3,3974 4,5540 5,4632 6,1017 6,5257 6,8012 6,9525 6,9646 6,8208 6,5235 6,0754 5,4521 4,6405 3,7237 2,8844 2,2897 1,9917 1,9487 2,1133 2,4593 2,9372 3,4538 3,9086 4,2121 4,2837 4,0857 3,6571 3,0893 2,4878 1,9648 1,6289 1,5423 1,6774 1,9238 2,1461 2,2505 2,2026 1,9980 1,6378 1,1349 0,5376 -0,0680 -0,6007 -1,0234 -1,3421 -1,5805 -1,7583 -1,8766 -1,9165 -1,8494 -1,6497 -1,3163 -0,8994 -0,4910 -0,1713 0,0500 0,2527 0,5475 0,9787 1,4862 1,9421 2,2112 2,2231 2,0143 1,6796 1,2813 0,8417 0,3967 -0,0035 -0,3444 -0,6511 -0,9358 -1,1668 -1,3098 -1,3908 -1,4890 -1,6628 -1,9138 -2,2174 -2,5536 -2,9026 -3,2298 -3,4756 -3,5714 -3,4870 -3,2727 -3,0449 -2,9162 -2,9338 -3,0683 -3,2417 -3,3620 -3,3641 -3,2599 -3,1521 -3,1651 -3,3405 -3,6072 -3,8587 -4,0513 -4,2125 -4,3597 -4,4561 -4,4598 -4,3692 -4,2121 -4,0268 -3,8611 -3,7568 -3,7194 -3,7219 -3,7469 -3,8119 -3,9373 -4,1114 -4,3009 -4,4745 -4,6165 -4,7293 -4,8095 -4,8181 -4,6831 -4,3368 -3,7678 -3,0522 -2,3315 -1,7472 -1,3820 -1,2157 -1,1151 -0,8994 -0,4585 0,1805 0,8841 1,4840 1,8321 1,8352 1,4719 0,7940 -0,0814 -0,9925 -1,7721 -2,3018 -2,5442 -2,5204 -2,2723 -1,8687 -1,4099 -0,9787 -0,5950 -0,2446 0,0545 0,2348 0,2304 0,0327 -0,3007 -0,6539 -0,8789 -0,8738 -0,6438 -0,2718 0,1569 0,6073 1,0886 1,6103 2,1475 2,6229 2,9150 2,9177 2,6170 2,1015 1,4920 0,8650 0,2481 -0,3266 -0,7836 -1,0294 -1,0414 -0,9403 -0,9402 -1,2003 -1,7129 -2,3076 -2,7469 -2,8491 -2,5692 -1,9912 -1,2576 -0,5081 0,1435 0,6154 0,8594 0,8742 0,7207 0,4956 0,2661 0,0397 -0,1955 -0,4079 -0,4984 -0,3654 -0,0236 0,3628 0,5994 0,6054 0,4427 0,2359 0,0801 0,0027 -0,0336 -0,1029 -0,2542 -0,4686 -0,7008 -0,9331 -1,1677 -1,3924 -1,5618 -1,5991 -1,4196 -0,9701 -0,2714 0,5684 1,3898 2,0466 2,4674 2,6772 2,7517 2,7379 2,6136 2,3202 1,8207 1,1346 0,3518 -0,3775 -0,9059 -1,1710 -1,1991 -1,0315 -0,6908 -0,2120 0,3361 0,8603 1,2653 1,4634 1,3711 0,9451 0,2519 -0,5172 -1,1173 -1,3600 -1,2015 -0,7485 -0,1676 0,4057 0,8765 1,1578 1,1658 0,8588 0,2839 -0,4178 -1,0727 -1,5702 -1,9134 -2,1786 -2,4371 -2,7299 -3,0819 -3,4916 -3,9272 -4,3693 -4,8227 -5,2700 -5,6614 -5,9667 -6,1979 -6,3853 -6,5546 -6,7080 -6,8109 -6,8196 -6,7241 -6,5600 -6,3867 -6,2546 -6,1755 -6,0987 -5,9139 -5,5142 -4,8783 -4,0937 -3,2994 -2,5915 -1,9853 -1,4800 -1,1175 -0,9470 -0,9722 -1,1759 -1,5597 -2,1094 -2,7444 -3,3557 -3,8963 -4,4043 -4,9320 -5,4852 -6,0247 -6,4835 -6,7884 -6,8945 -6,8003 -6,5420 -6,1879 -5,8141 -5,4601 -5,1136 -4,7441 -4,3357 -3,8987 -3,4786 -3,1473 -2,9625 -2,9352 -3,0420 -3,2602 -3,5689 -3,9237 -4,2610 -4,5438 -4,7946 -5,0669 -5,3830 -5,7040 -5,9470 -6,0285 -5,9106 -5,6310 -5,2944 -5,0343 -4,9749 -5,1830 -5,6025 -6,0586 -6,3806 -6,5191 -6,5348 -6,5032 -6,4531 -6,3898 -6,3472 -6,3770 -6,4880 -6,6257 -6,7158 -6,7103 -6,6106 -6,4824 -6,4336 -6,5474 -6,8276 -7,2015 -7,5563 -7,7834 -7,8286 -7,7289 -7,5966 -7,5415 -7,6055 -7,7740 -8,0119 -8,2602 -8,4314 -8,4325 -8,1979 -7,7189 -7,0597 -6,3523 -5,7602 -5,4116 -5,3412 -5,4736 -5,6567 -5,7373 -5,6301 -5,3332 -4,8990 -4,3858 -3,8217 -3,2160 -2,6139 -2,1374 -1,9603 -2,2061 -2,8439 -3,6925 -4,5269 -5,1816 -5,5971 -5,8244 -5,9933 -6,2399 -6,6334 -7,1546 -7,7198 -8,2088 -8,5067 -8,5557 -8,3815 -8,0760 -7,7406 -7,4320 -7,1556 -6,9010 -6,6978 -6,6363 -6,7951 -7,1573 -7,6301 -8,1135 -8,5388 -8,8813 -9,1477 -9,3446 -9,4623 -9,4908 -9,4484 -9,3712 -9,2550 -9,0289 -8,6094 -7,9828 -7,2436 -6,5589 -6,0723 -5,8319 -5,8002 -5,9002 -6,0553 -6,2118 -6,3278 -6,3551 -6,2617 -6,0629 -5,8219 -5,6336 -5,6012 -5,7900 -6,1882 -6,7197 -7,2839 -7,7720 -8,0634 -8,0612 -7,7607 -7,2720 -6,7675 -6,4053 -6,2662 -6,3161 -6,4125
