Fp1   -3,7722 -3,4617 -3,1742 -3,0277 -3,0987 -3,3700 -3,7250 -4,0039 -4,0800 -3,9140 -3,5641 -3,1374 -2,7111 -2,2901 -1,8175 -1,2242 -0,4952 0,2949 1,0114 1,5235 1,7628 1,7330 1,4786 1,0734 0,6244 0,2427 0,0041 -0,0611 0,0402 0,2823 0,6420 1,1025 1,6347 2,1753 2,6300 2,9137 3,0030 2,9428 2,8045 2,6514 2,5209 2,4051 2,2560 2,0401 1,7866 1,5727 1,4559 1,4269 1,4361 1,4565 1,5018 1,5763 1,6302 1,6068 1,5348 1,5279 1,6677 1,9068 2,0838 2,0356 1,7139 1,2112 0,6939 0,3195 0,1837 0,2989 0,5946 0,9475 1,2471 1,4625 1,6399 1,8284 2,0167 2,1324 2,0831 1,8092 1,3219 0,6943 0,0267 -0,5725 -0,9977 -1,1828 -1,1519 -1,0210 -0,9213 -0,9047 -0,9256 -0,9148 -0,8602 -0,8095 -0,8038 -0,8295 -0,8379 -0,7919 -0,6830 -0,5201 -0,3349 -0,1951 -0,1791 -0,3330 -0,6531 -1,0831 -1,5357 -1,9369 -2,2472 -2,4382 -2,4624 -2,2594 -1,8028 -1,1444 -0,4126 0,2241 0,6109 0,6683 0,4219 -0,0230 -0,5362 -1,0055 -1,3504 -1,5181 -1,4854 -1,2705 -0,9369 -0,5755 -0,2716 -0,0671 0,0663 0,2114 0,4419 0,7755 1,1921 1,6537 2,0753 2,3451 2,4239 2,3796 2,3128 2,2962 2,3768 2,5749 2,8704 3,2079 3,5110 3,7054 3,7485 3,6369 3,3947 3,0777 2,7793 2,6045 2,6244 2,8512 3,2462 3,7449 4,2863 4,8248 5,3102 5,6657 5,8136 5,7267 5,4292 4,9466 4,2832 3,4503 2,5102 1,5884 0,8312 0,3366 0,1114 0,0793 0,1457 0,2780 0,5123 0,8990 1,4644 2,1973 3,0445 3,9143 4,6850 5,2335 5,4985 5,5218 5,4199 5,3141 5,2711 5,2989 5,3826 5,4972 5,5908 5,5946 5,4799 5,3042 5,1681 5,1225 5,1313 5,1102 4,9859 4,7348 4,4006 4,0799 3,8695 3,8247 3,9629 4,2601 4,6246 4,9150 5,0127 4,8860 4,5991 4,2682 3,9946 3,8136 3,7061 3,6454 3,6004 3,5211 3,3924 3,2832 3,2746 3,3563 3,4481 3,5040 3,5465 3,6057 3,6588 3,6347 3,4578 3,0690 2,4350 1,6004 0,7317 0,0517 -0,2937 -0,2948 -0,0330 0,3920 0,9018 1,4447 1,9780 2,4311 2,6882 2,6361 2,2475 1,6241 0,9654 0,4779 0,2734 0,3263 0,5168 0,7240 0,9012 1,0740 1,2789 1,5162 1,7424 1,8935 1,9278 1,8399 1,6414 1,3581 1,0379 0,7282 0,4408 0,1564 -0,1371 -0,4235 -0,6679 -0,8377 -0,9347 -1,0151 -1,1649 -1,4413 -1,8250 -2,2260 -2,5407 -2,7071 -2,7066 -2,5356 -2,1978 -1,7374 -1,2703 -0,9465 -0,8619 -1,0070 -1,2974 -1,6447 -1,9889 -2,2739 -2,4184 -2,3366 -1,9914 -1,4290 -0,7600 -0,1000 0,4865 1,0116 1,5365 2,0994 2,6684 3,1673 3,5160 3,6390 3,4899 3,1121 2,6469 2,2599 2,0642 2,0876 2,2715 2,5088 2,7101 2,8425 2,9002 2,8551 2,6874 2,4636 2,3079 2,2860 2,3658 2,4815 2,5877 2,6611 2,6918 2,6728 2,5884 2,4267 2,2106 2,0057 1,8749 1,8245 1,8148 1,8165 1,8320 1,8699 1,9190 1,9536 1,9601 1,9418 1,8947 1,8017 1,6599 1,4954 1,3425 1,2191 1,1183 1,0216 0,9306 0,8979 1,0202 1,3773 1,9560 2,6367 3,2652 3,7333 4,0038 4,0928 4,0445 3,9125 3,7575 3,6560 3,6895 3,9120 4,3267 4,8818 5,4900 6,0698 6,5786 7,0064 7,3386 7,5350 7,5553 7,3899 7,0550 6,5800 6,0103 5,4095 4,8495 4,3946 4,0879 3,9529 3,9945 4,1851 4,4576 4,7233 4,9049 4,9685 4,9331 4,8618 4,8507 4,9978 5,3497 5,8745 6,4808 7,0554 7,4943 7,7131 7,6476 7,2731 6,6292 5,8045 4,8838 3,9213 2,9649 2,0891 1,3915 0,9424 0,7256 0,6379 0,5683 0,4878 0,4549 0,5354 0,7359 1,0070 1,2822 1,5226 1,7471 2,0104 2,3337 2,6595 2,8837 2,9360 2,8164 2,5638 2,2133 1,7923 1,3372 0,8928 0,4917 0,1459 -0,1432 -0,3792 -0,5683 -0,7046 -0,7470 -0,6291 -0,3299 0,0649 0,3983 0,5581 0,5614 0,5247 0,5680 0,7449 1,0245 1,3175 1,5186 1,5412 1,3465 0,9677 0,5171 0,1585 0,0248 0,1325 0,3848 0,6550 0,8668 1,0191 1,1440 1,2456 1,3039 1,3295 1,3748 1,4815 1,6300 1,7551 1,8209 1,8595 1,9268 2,0458 2,1830 2,2461 2,1172 1,7340 1,1547 0,5402 0,0607 -0,1914 -0,2160 -0,0608 0,2318 0,6270 1,0476 1,3665 1,4842 1,3967 1,1832 0,9378 0,6851 0,3524 -0,1587 -0,8735 -1,7234 -2,6029 -3,4287 -4,1506 -4,7284 -5,1180 -5,2929 -5,2799 -5,1581 -5,0047 -4,8476 -4,6700 -4,4496 -4,1816 -3,8590 -3,4661 -3,0224 -2,6169 -2,3668 -2,3403 -2,5295 -2,8832 -3,3425 -3,8529 -4,3631 -4,8298 -5,2310 -5,5576 -5,7894 -5,8942 -5,8614 -5,7219 -5,5317 -5,3439 -5,1832 -5,0229 -4,7870 -4,3869 -3,7750 -2,9754 -2,0800 -1,2199 -0,5134 -0,0165 0,2696 0,3529 0,2437 -0,0092 -0,3095 -0,5706 -0,7849 -1,0253 -1,3756 -1,8615 -2,4353 -3,0094 -3,4971 -3,8323 -3,9822 -3,9537 -3,7752 -3,4680 -3,0467 -2,5407 -2,0019 -1,4855 -1,0200 -0,5929 -0,1789 0,2017 0,4631 0,5169 0,3526 0,0500 -0,2842 -0,5780 -0,8043 -0,9594 -1,0448 -1,0717 -1,0810 -1,1445 -1,3338 -1,6876 -2,1907 -2,7627 -3,2675 -3,5551 -3,5302 -3,2164 -2,7511 -2,3195 -2,0907 -2,1844 -2,6599 -3,5084 -4,6363 -5,8659 -6,9914 -7,8596 -8,4140 -8,6711 -8,6610 -8,3792 -7,7920 -6,8988 -5,7867 -4,6274
Fz    -4,7530 -4,5884 -4,3944 -4,2756 -4,3215 -4,5474 -4,8633 -5,1147 -5,1620 -4,9443 -4,5009 -3,9311 -3,3194 -2,6906 -2,0155 -1,2498 -0,3907 0,4924 1,2827 1,8711 2,2017 2,2737 2,1098 1,7574 1,3093 0,8852 0,5856 0,4637 0,5210 0,7263 1,0453 1,4486 1,8939 2,3134 2,6306 2,7971 2,8255 2,7813 2,7398 2,7523 2,8279 2,9206 2,9460 2,8442 2,6367 2,4133 2,2568 2,1830 2,1596 2,1670 2,2201 2,3229 2,4220 2,4483 2,4111 2,4037 2,4946 2,6367 2,6816 2,4836 2,0071 1,3521 0,6972 0,2224 0,0457 0,1872 0,5690 1,0535 1,5136 1,9035 2,2604 2,6250 2,9720 3,2106 3,2361 2,9926 2,5099 1,8839 1,2292 0,6537 0,2494 0,0658 0,0669 0,1294 0,1203 -0,0060 -0,1875 -0,3301 -0,3994 -0,4350 -0,4840 -0,5460 -0,5862 -0,5797 -0,5280 -0,4488 -0,3802 -0,3863 -0,5291 -0,8367 -1,2951 -1,8404 -2,3647 -2,7634 -2,9818 -3,0113 -2,8497 -2,4756 -1,8752 -1,0877 -0,2222 0,5555 1,0659 1,1896 0,9239 0,3731 -0,3088 -0,9702 -1,4867 -1,7682 -1,7661 -1,4869 -1,0008 -0,4253 0,1156 0,5436 0,8635 1,1519 1,4883 1,8930 2,3408 2,7879 3,1477 3,3017 3,2003 2,9159 2,5776 2,2935 2,1328 2,1269 2,2688 2,5254 2,8476 3,1804 3,4848 3,7395 3,9288 4,0570 4,1715 4,3441 4,6253 5,0184 5,4852 5,9674 6,4174 6,8142 7,1380 7,3369 7,3444 7,1336 6,7269 6,1508 5,4091 4,5100 3,5179 2,5707 1,8282 1,3946 1,2770 1,3934 1,6326 1,9337 2,3090 2,8047 3,4593 4,2728 5,1922 6,1204 6,9288 7,4871 7,7254 7,6771 7,4620 7,2266 7,0801 7,0691 7,1951 7,4253 7,6839 7,8720 7,9345 7,9083 7,8725 7,8481 7,7699 7,5516 7,1565 6,6131 5,9951 5,3983 4,9113 4,6026 4,5263 4,6928 5,0215 5,3621 5,5768 5,6074 5,4850 5,2965 5,1302 5,0242 4,9612 4,9048 4,8123 4,6387 4,3899 4,1558 4,0319 4,0204 4,0549 4,1017 4,1897 4,3474 4,5441 4,6960 4,7075 4,4940 4,0007 3,2676 2,4743 1,8614 1,5841 1,6497 1,9726 2,4511 2,9993 3,5455 4,0199 4,3331 4,3720 4,0477 3,3756 2,5072 1,6755 1,0867 0,8311 0,8671 1,0715 1,3188 1,5471 1,7655 2,0089 2,2945 2,6020 2,8811 3,0817 3,1697 3,1247 2,9491 2,6814 2,3816 2,0921 1,8186 1,5485 1,2807 1,0360 0,8452 0,7120 0,5819 0,3660 0,0070 -0,4743 -0,9871 -1,4236 -1,7083 -1,7993 -1,6658 -1,2942 -0,7330 -0,1224 0,3512 0,5544 0,4693 0,1700 -0,2406 -0,6693 -1,0311 -1,2357 -1,2027 -0,9064 -0,4076 0,1710 0,7150 1,1792 1,6021 2,0661 2,6196 3,2325 3,8245 4,3111 4,6129 4,6754 4,5216 4,2633 4,0387 3,9453 4,0072 4,1694 4,3328 4,4222 4,4232 4,3406 4,1389 3,7816 3,3233 2,8898 2,5641 2,3417 2,1827 2,0560 1,9404 1,8173 1,6632 1,4489 1,1614 0,8361 0,5634 0,4403 0,4968 0,6833 0,9263 1,1719 1,3834 1,5245 1,5662 1,5116 1,3972 1,2560 1,0932 0,9090 0,7243 0,5685 0,4506 0,3501 0,2349 0,0994 -0,0034 0,0288 0,2888 0,7881 1,4435 2,1383 2,7798 3,3044 3,6666 3,8447 3,8522 3,7492 3,6454 3,6690 3,9093 4,3819 5,0307 5,7561 6,4582 7,0685 7,5492 7,8692 7,9909 7,8915 7,5816 7,0930 6,4655 5,7551 5,0399 4,4068 3,9258 3,6327 3,5368 3,6354 3,9063 4,2921 4,7023 5,0444 5,2667 5,3809 5,4521 5,5774 5,8481 6,3013 6,9036 7,5698 8,1922 8,6624 8,8795 8,7572 8,2588 7,4419 6,4452 5,4102 4,4267 3,5474 2,8237 2,3160 2,0593 2,0128 2,0587 2,0782 2,0397 2,0046 2,0474 2,1844 2,3685 2,5250 2,6033 2,6188 2,6416 2,7306 2,8745 3,0021 3,0546 3,0331 2,9723 2,8891 2,7704 2,6031 2,3966 2,1711 1,9394 1,7018 1,4462 1,1584 0,8490 0,5804 0,4461 0,4901 0,6461 0,7746 0,7772 0,6752 0,5720 0,5552 0,6375 0,7565 0,8169 0,7440 0,5069 0,1197 -0,3557 -0,8067 -1,0892 -1,0988 -0,8451 -0,4392 -0,0083 0,3744 0,7068 1,0174 1,3053 1,5422 1,7274 1,9021 2,0978 2,2883 2,4119 2,4475 2,4474 2,4884 2,6142 2,8109 2,9972 3,0501 2,8831 2,5135 2,0532 1,6344 1,3418 1,2007 1,2025 1,3358 1,5830 1,8730 2,0705 2,0500 1,7750 1,3143 0,7874 0,2649 -0,2866 -0,9429 -1,7232 -2,5712 -3,4109 -4,1896 -4,8760 -5,4366 -5,8204 -5,9801 -5,9191 -5,7041 -5,4208 -5,1237 -4,8287 -4,5370 -4,2451 -3,9233 -3,5213 -3,0321 -2,5398 -2,1784 -2,0469 -2,1734 -2,5347 -3,0819 -3,7458 -4,4343 -5,0503 -5,5282 -5,8477 -6,0106 -6,0210 -5,8967 -5,6827 -5,4411 -5,2266 -5,0616 -4,9166 -4,7124 -4,3497 -3,7575 -2,9344 -1,9657 -1,0064 -0,2177 0,3092 0,5630 0,5628 0,3318 -0,0735 -0,5404 -0,9481 -1,2486 -1,4884 -1,7533 -2,1003 -2,5240 -2,9677 -3,3576 -3,6320 -3,7537 -3,7120 -3,5111 -3,1557 -2,6560 -2,0465 -1,3921 -0,7697 -0,2289 0,2366 0,6636 1,0529 1,3396 1,4479 1,3653 1,1523 0,8834 0,6003 0,3183 0,0548 -0,1575 -0,2933 -0,3731 -0,4659 -0,6439 -0,9435 -1,3555 -1,8181 -2,2142 -2,4009 -2,2794 -1,8661 -1,2987 -0,7754 -0,4874 -0,5817 -1,1447 -2,1812 -3,5849 -5,1429 -6,6078 -7,7914 -8,6119 -9,0677 -9,1732 -8,9141 -8,2633 -7,2496 -6,0000 -4,7138
F3    -5,0511 -4,5313 -4,0268 -3,6823 -3,5887 -3,7486 -4,0717 -4,4094 -4,6175 -4,6185 -4,4241 -4,0989 -3,7012 -3,2494 -2,7187 -2,0652 -1,2772 -0,4068 0,4485 1,1883 1,7469 2,1017 2,2513 2,2124 2,0354 1,7943 1,5628 1,3956 1,3140 1,3107 1,3863 1,5686 1,8737 2,2576 2,6179 2,8494 2,9076 2,8270 2,6883 2,5758 2,5449 2,5903 2,6444 2,6265 2,5048 2,3044 2,0561 1,7554 1,3832 0,9632 0,5769 0,2982 0,1245 0,0091 -0,0464 0,0193 0,2348 0,5195 0,7071 0,6475 0,3019 -0,2386 -0,8042 -1,2229 -1,3941 -1,3194 -1,0782 -0,7833 -0,5273 -0,3264 -0,1196 0,1521 0,4684 0,7237 0,7846 0,5716 0,1070 -0,5083 -1,1502 -1,7003 -2,0621 -2,1967 -2,1676 -2,1316 -2,2459 -2,5582 -2,9840 -3,3900 -3,6941 -3,8898 -3,9968 -4,0092 -3,8965 -3,6417 -3,2689 -2,8434 -2,4623 -2,2374 -2,2587 -2,5665 -3,1382 -3,8704 -4,6024 -5,1963 -5,5908 -5,7835 -5,7800 -5,5626 -5,1104 -4,4494 -3,6793 -2,9582 -2,4555 -2,2869 -2,4707 -2,9368 -3,5682 -4,2382 -4,8245 -5,2220 -5,3655 -5,2434 -4,8929 -4,3909 -3,8376 -3,3184 -2,8599 -2,4285 -1,9800 -1,5115 -1,0584 -0,6652 -0,3915 -0,2988 -0,3841 -0,5604 -0,7299 -0,8394 -0,8695 -0,8222 -0,7269 -0,6225 -0,5354 -0,4737 -0,4297 -0,3935 -0,3725 -0,3761 -0,3809 -0,3275 -0,1545 0,1700 0,6330 1,1769 1,7251 2,2196 2,6288 2,9207 3,0581 3,0199 2,7989 2,3791 1,7434 0,9096 -0,0380 -0,9537 -1,6902 -2,1691 -2,4023 -2,4678 -2,4513 -2,3751 -2,1895 -1,8288 -1,2586 -0,4990 0,3673 1,2125 1,9046 2,3560 2,5602 2,5901 2,5643 2,5955 2,7392 2,9812 3,2682 3,5275 3,6649 3,5861 3,2652 2,7881 2,2967 1,8874 1,5661 1,2758 0,9536 0,5748 0,1670 -0,2011 -0,4545 -0,5363 -0,4103 -0,0869 0,3399 0,7211 0,9413 0,9710 0,8476 0,6323 0,3834 0,1396 -0,0793 -0,2608 -0,4150 -0,5759 -0,7361 -0,8072 -0,7105 -0,4859 -0,2557 -0,0965 0,0152 0,1366 0,2692 0,3402 0,2462 -0,1153 -0,8131 -1,8066 -2,8923 -3,7800 -4,2514 -4,2526 -3,8690 -3,2432 -2,5045 -1,7464 -1,0471 -0,5019 -0,2311 -0,3310 -0,7919 -1,4648 -2,1190 -2,5528 -2,6812 -2,5564 -2,3218 -2,1166 -1,9843 -1,8691 -1,6949 -1,4326 -1,1127 -0,8021 -0,5638 -0,4374 -0,4528 -0,6291 -0,9455 -1,3377 -1,7408 -2,1192 -2,4457 -2,6744 -2,7509 -2,6423 -2,3700 -2,0266 -1,7451 -1,6279 -1,6893 -1,8575 -2,0359 -2,1578 -2,1784 -2,0525 -1,7606 -1,3551 -0,9599 -0,7072 -0,6603 -0,7911 -1,0195 -1,2614 -1,4452 -1,5067 -1,3801 -1,0078 -0,3749 0,4611 1,3854 2,2753 3,0524 3,7206 4,3519 5,0046 5,6540 6,2107 6,5766 6,6752 6,4829 6,0673 5,5712 5,1441 4,8896 4,8431 4,9589 5,1376 5,3004 5,4317 5,5321 5,5591 5,4647 5,2788 5,0882 4,9358 4,7952 4,6303 4,4308 4,2009 3,9482 3,6822 3,4049 3,1099 2,8009 2,5084 2,2720 2,0986 1,9618 1,8445 1,7620 1,7383 1,7747 1,8516 1,9518 2,0650 2,1698 2,2302 2,2203 2,1450 2,0308 1,8974 1,7350 1,5078 1,1974 0,8545 0,6036 0,5729 0,7971 1,1946 1,6421 2,0515 2,3807 2,6111 2,7327 2,7480 2,6943 2,6585 2,7476 3,0386 3,5480 4,2221 4,9550 5,6394 6,2124 6,6564 6,9599 7,0918 7,0189 6,7272 6,2166 5,4956 4,6005 3,6225 2,7069 2,0012 1,5891 1,4743 1,6118 1,9427 2,4056 2,9294 3,4337 3,8564 4,1866 4,4729 4,8026 5,2489 5,8178 6,4455 7,0406 7,5274 7,8581 7,9933 7,8843 7,4941 6,8446 6,0227 5,1210 4,1896 3,2554 2,3711 1,6284 1,1075 0,8088 0,6455 0,5162 0,3907 0,3270 0,4012 0,6352 0,9838 1,3668 1,7221 2,0469 2,3802 2,7424 3,0971 3,3747 3,5265 3,5433 3,4260 3,1683 2,7762 2,2914 1,7735 1,2546 0,7213 0,1481 -0,4577 -1,0454 -1,5437 -1,8777 -1,9833 -1,8506 -1,5634 -1,2696 -1,0889 -1,0402 -1,0624 -1,0846 -1,0663 -1,0085 -0,9526 -0,9720 -1,1484 -1,5278 -2,0721 -2,6425 -3,0468 -3,1443 -2,9348 -2,5391 -2,1050 -1,7336 -1,4548 -1,2484 -1,0909 -0,9681 -0,8441 -0,6609 -0,3917 -0,0871 0,1472 0,2334 0,1784 0,0512 -0,0725 -0,1556 -0,2387 -0,4325 -0,8341 -1,4330 -2,1030 -2,6898 -3,0986 -3,3092 -3,3437 -3,2321 -3,0123 -2,7676 -2,6319 -2,7207 -3,0560 -3,5583 -4,1094 -4,6425 -5,1864 -5,8077 -6,5131 -7,2377 -7,9194 -8,5473 -9,1339 -9,6693 -10,1055 -10,3818 -10,4737 -10,4105 -10,2353 -9,9576 -9,5566 -9,0229 -8,3807 -7,6574 -6,8640 -6,0399 -5,2940 -4,7634 -4,5348 -4,6194 -4,9706 -5,5025 -6,1109 -6,6971 -7,1859 -7,5419 -7,7636 -7,8529 -7,8106 -7,6643 -7,4763 -7,3159 -7,2323 -7,2431 -7,3247 -7,4016 -7,3588 -7,0943 -6,5852 -5,9125 -5,2208 -4,6385 -4,2222 -3,9772 -3,9040 -3,9951 -4,1921 -4,3769 -4,4393 -4,3732 -4,2949 -4,3636 -4,6794 -5,2395 -5,9619 -6,7313 -7,4253 -7,9330 -8,1809 -8,1431 -7,8275 -7,2710 -6,5426 -5,7298 -4,9125 -4,1404 -3,4222 -2,7564 -2,1908 -1,8363 -1,7947 -2,0750 -2,5851 -3,1910 -3,7817 -4,2986 -4,7282 -5,0723 -5,3364 -5,5518 -5,7777 -6,0593 -6,3988 -6,7605 -7,0778 -7,2548 -7,1931 -6,8602 -6,3446 -5,8255 -5,4863 -5,4603 -5,8288 -6,6288 -7,8395 -9,3545 -10,9757 -12,4657 -13,6330 -14,3869 -14,7272 -14,6871 -14,2753 -13,4679 -12,2670 -10,7679 -9,1729
F7    -2,6328 -2,3234 -2,0936 -2,0224 -2,1296 -2,3709 -2,6624 -2,9124 -3,0538 -3,0717 -2,9933 -2,8420 -2,6064 -2,2512 -1,7455 -1,0928 -0,3673 0,2900 0,7429 0,9448 0,9619 0,9125 0,8775 0,8722 0,8820 0,8895 0,8802 0,8486 0,8030 0,7740 0,8173 0,9878 1,2991 1,7021 2,0972 2,3786 2,4843 2,4187 2,2383 2,0163 1,8026 1,6007 1,3897 1,1705 0,9778 0,8440 0,7588 0,6689 0,5208 0,3190 0,1396 0,0719 0,1486 0,3456 0,6341 0,9959 1,3838 1,6868 1,7583 1,5007 0,9396 0,2179 -0,4776 -0,9943 -1,2620 -1,3017 -1,2025 -1,0812 -1,0200 -1,0039 -0,9295 -0,7004 -0,3167 0,1204 0,4669 0,6116 0,5213 0,2250 -0,2221 -0,7443 -1,2461 -1,6448 -1,9159 -2,1078 -2,3018 -2,5499 -2,8455 -3,1383 -3,3649 -3,4722 -3,4239 -3,2024 -2,8225 -2,3461 -1,8728 -1,5072 -1,3282 -1,3717 -1,6238 -2,0362 -2,5404 -3,0432 -3,4409 -3,6633 -3,6984 -3,5744 -3,3253 -2,9667 -2,5077 -1,9922 -1,5142 -1,1844 -1,0776 -1,2032 -1,5195 -1,9661 -2,4882 -3,0440 -3,5951 -4,0976 -4,5094 -4,7944 -4,9187 -4,8635 -4,6370 -4,2546 -3,7160 -3,0280 -2,2431 -1,4472 -0,7034 -0,0348 0,5189 0,8775 0,9912 0,8968 0,6838 0,4468 0,2736 0,2261 0,3132 0,4961 0,7083 0,8767 0,9491 0,9086 0,7659 0,5588 0,3569 0,2443 0,2871 0,5086 0,8775 1,3107 1,6996 1,9571 2,0535 2,0110 1,8777 1,7134 1,5644 1,4279 1,2589 1,0132 0,6776 0,2732 -0,1652 -0,6129 -1,0596 -1,5041 -1,9305 -2,2720 -2,4186 -2,2734 -1,8074 -1,0866 -0,2508 0,5504 1,2130 1,7002 2,0395 2,2910 2,5107 2,7314 2,9481 3,1156 3,1782 3,0979 2,8487 2,4221 1,8764 1,3540 1,0094 0,9183 1,0482 1,2837 1,4762 1,5064 1,3442 1,0666 0,8024 0,6564 0,6798 0,8628 1,1174 1,3012 1,3043 1,1160 0,8111 0,4957 0,2534 0,1078 0,0327 0,0028 0,0068 0,0348 0,1006 0,2520 0,5088 0,8103 1,0647 1,2361 1,3573 1,4608 1,5210 1,4820 1,3086 0,9765 0,4567 -0,2327 -0,9663 -1,5483 -1,8249 -1,7625 -1,4381 -0,9794 -0,5002 -0,0637 0,3073 0,5872 0,7152 0,6175 0,2763 -0,2236 -0,7260 -1,0899 -1,2557 -1,2570 -1,1869 -1,1406 -1,1569 -1,2074 -1,2286 -1,1555 -0,9580 -0,6730 -0,3863 -0,1815 -0,1044 -0,1564 -0,3090 -0,5196 -0,7457 -0,9608 -1,1517 -1,3007 -1,3878 -1,4070 -1,3834 -1,3819 -1,4790 -1,7015 -1,9905 -2,2264 -2,3050 -2,2044 -1,9826 -1,7125 -1,4320 -1,1568 -0,9242 -0,7925 -0,7905 -0,8897 -1,0402 -1,2154 -1,4060 -1,5816 -1,6697 -1,5887 -1,3151 -0,9009 -0,4134 0,1228 0,7253 1,4230 2,2088 2,9929 3,6189 3,9549 3,9673 3,7125 3,3019 2,8756 2,5542 2,3951 2,3998 2,5296 2,6997 2,8134 2,8352 2,8051 2,7711 2,7316 2,6682 2,6017 2,5673 2,5546 2,5268 2,4843 2,4733 2,5430 2,7117 2,9496 3,1755 3,2951 3,2615 3,1043 2,8994 2,7078 2,5456 2,4007 2,2584 2,1068 1,9260 1,6989 1,4385 1,1872 0,9875 0,8562 0,7811 0,7435 0,7431 0,7979 0,9183 1,0881 1,2808 1,4969 1,7772 2,1649 2,6519 3,1745 3,6645 4,0853 4,4210 4,6571 4,7837 4,8047 4,7453 4,6502 4,5686 4,5436 4,6090 4,7701 4,9877 5,2022 5,3697 5,4584 5,4244 5,2250 4,8675 4,4254 4,0014 3,6798 3,4978 3,4481 3,5037 3,6422 3,8524 4,1308 4,4705 4,8395 5,1742 5,4071 5,5009 5,4607 5,3238 5,1464 4,9914 4,9136 4,9501 5,1217 5,4255 5,8187 6,2103 6,4740 6,4978 6,2476 5,7843 5,2127 4,6142 4,0288 3,4759 2,9767 2,5628 2,2631 2,0741 1,9495 1,8325 1,7103 1,6298 1,6495 1,7810 1,9813 2,1847 2,3515 2,5024 2,6953 2,9553 3,2313 3,4272 3,4723 3,3590 3,1167 2,7747 2,3590 1,9104 1,4868 1,1412 0,8937 0,7207 0,5741 0,4169 0,2556 0,1506 0,1772 0,3476 0,5743 0,7237 0,7197 0,6041 0,4926 0,4813 0,5936 0,7848 0,9782 1,0989 1,0803 0,8677 0,4548 -0,0695 -0,5447 -0,8354 -0,9076 -0,8091 -0,6023 -0,3341 -0,0472 0,2071 0,3716 0,4133 0,3622 0,2946 0,2665 0,2669 0,2391 0,1480 0,0257 -0,0466 0,0073 0,2061 0,4794 0,6906 0,7140 0,5081 0,1292 -0,3205 -0,7528 -1,1165 -1,3898 -1,5627 -1,6397 -1,6674 -1,7304 -1,8926 -2,1544 -2,4614 -2,7476 -2,9906 -3,2319 -3,5268 -3,8763 -4,2250 -4,5213 -4,7641 -4,9863 -5,2074 -5,4155 -5,5864 -5,7159 -5,8341 -5,9794 -6,1541 -6,3125 -6,3950 -6,3634 -6,1994 -5,8884 -5,4382 -4,9129 -4,4180 -4,0436 -3,8441 -3,8535 -4,0785 -4,4704 -4,9277 -5,3431 -5,6523 -5,8414 -5,9240 -5,9212 -5,8490 -5,7181 -5,5504 -5,3895 -5,2803 -5,2266 -5,1603 -4,9624 -4,5333 -3,8570 -3,0247 -2,2073 -1,5731 -1,2067 -1,1090 -1,2500 -1,5787 -1,9993 -2,3871 -2,6484 -2,7788 -2,8706 -3,0538 -3,4115 -3,9283 -4,5164 -5,0810 -5,5536 -5,8823 -6,0198 -5,9149 -5,5199 -4,8308 -3,9257 -2,9489 -2,0527 -1,3366 -0,8156 -0,4517 -0,2312 -0,1961 -0,3778 -0,7208 -1,0995 -1,4075 -1,6123 -1,7439 -1,8627 -2,0248 -2,2467 -2,5008 -2,7509 -2,9976 -3,2883 -3,6718 -4,1301 -4,5488 -4,7580 -4,6399 -4,2195 -3,6545 -3,1434 -2,8462 -2,8614 -3,2330 -3,9529 -4,9448 -6,0557 -7,0979 -7,9256 -8,4786 -8,7632 -8,8015 -8,5891 -8,0954 -7,3145 -6,3143 -5,2360
