Fp1   -0,2038 -1,3784 -2,3083 -2,7934 -2,6258 -1,6361 0,2135 2,7591 5,6277 8,2731 10,0990 10,6789 9,9102 7,9865 5,2960 2,3051 -0,5944 -3,1665 -5,2827 -6,8456 -7,7550 -7,9218 -7,3091 -5,9551 -3,9736 -1,5744 0,9146 3,0667 4,4287 4,6425 3,5927 1,5188 -0,9953 -3,2258 -4,6493 -5,1752 -5,0842 -4,7622 -4,4747 -4,2966 -4,1307 -3,7553 -2,9412 -1,6086 0,1143 1,9847 3,7732 5,3191 6,5340 7,3848 7,8287 7,7443 6,9484 5,2919 2,7855 -0,2787 -3,3297 -5,7010 -6,8408 -6,4266 -4,4472 -1,2745 2,3713 5,6341 7,8129 8,5624 7,9685 6,5164 4,8969 3,6899 3,1299 3,1022 3,3153 3,5074 3,5801 3,6184 3,8208 4,3665 5,2206 5,9925 6,0768 5,0598 3,0376 0,5719 -1,6365 -3,0640 -3,4860 -2,9548 -1,7316 -0,1904 1,3032 2,4836 3,1932 3,3645 3,0688 2,5524 2,1187 1,9390 1,9934 2,1518 2,2556 2,1843 1,9356 1,6133 1,2963 0,9612 0,5333 -0,0513 -0,8473 -1,9161 -3,2794 -4,8186 -6,2435 -7,1732 -7,2365 -6,1583 -3,8828 -0,6781 2,8935 6,1273 8,3725 9,2153 8,5774 6,6991 4,0686 1,3396 -0,8091 -1,8730 -1,6544 -0,2531 2,0062 4,6223 7,0004 8,6521 9,4051 9,4218 9,0130 8,3849 7,5065 6,2706 4,8199 3,6224 3,1563 3,5733 4,6969 6,2419 7,9316 9,4644 10,5313 10,9491 10,7586 10,1831 9,5135 9,0150 8,8488 8,9808 9,1514 9,0082 8,3523 7,3066 6,2629 5,6733 5,8499 6,8390 8,3865 10,0385 11,3125 11,8041 11,2368 9,5482 6,9944 4,1453 1,7077 0,2606 0,0545 0,9910 2,7687 5,0530 7,5541 10,0396 12,3210 14,2072 15,4846 15,9837 15,6664 14,6432 13,1346 11,4071 9,6646 7,9328 6,0454 3,7866 1,1341 -1,5709 -3,7289 -4,8443 -4,8332 -4,0096 -2,8023 -1,4834 -0,1149 1,3303 2,8447 4,3251 5,5401 6,1807 6,0280 5,0903 3,5767 1,7646 -0,1129 -1,8809 -3,3612 -4,3476 -4,6915 -4,4160 -3,7337 -2,9702 -2,4468 -2,3361 -2,5578 -2,8320 -2,8794 -2,5921 -2,0320 -1,3377 -0,6843 -0,2824 -0,3407 -0,9660 -2,0455 -3,2348 -4,0939 -4,2636 -3,5975 -2,2140 -0,4406 1,3070 2,6452 3,3008 3,1624 2,3531 1,2553 0,3457 -0,0651 0,0332 0,4210 0,8691 1,3285 1,8773 2,5121 3,0823 3,4236 3,4702 3,2136 2,6155 1,5864 0,0267 -2,0544 -4,3641 -6,2892 -7,1228 -6,3782 -3,9410 -0,0638 4,6575 9,3483 13,0714 15,1252 15,2479 13,6290 10,7557 7,2286 3,6196 0,3674 -2,2455 -4,0116 -4,7264 -4,2677 -2,7854 -0,7578 1,2129 2,6502 3,2911 3,0823 2,1656 0,7995 -0,7549 -2,2836 -3,5921 -4,4781 -4,7831 -4,5332 -3,9947 -3,4761 -3,0465 -2,4779 -1,4415 0,2557 2,5619 5,1897 7,7010 9,6687 10,8436 11,2303 11,0628 10,6953 10,4338 10,4102 10,5653 10,7056 10,6462 10,4233 10,3548 10,7955 11,8267 13,2172 14,6548 15,9680 17,1533 18,2695 19,3178 20,1781 20,6519 20,5850 19,9532 18,8575 17,4800 16,0505 14,7883 13,8000 13,0249 12,3213 11,6292 11,0517 10,7877 11,0199 11,8826 13,4657 15,7297 18,3667 20,7734 22,2422 22,3094 21,0245 18,9049 16,5894 14,4903 12,7050 11,1705 9,8629 8,8840 8,4239 8,6784 9,7543 11,5938 14,0129 16,8078 19,7562 22,5513 24,8498 26,4153 27,1870 27,2224 26,5991 25,3605 23,5520 21,3191 18,9634 16,8696 15,3560 14,5753 14,4969 14,9335 15,5943 16,1666 16,4215 16,3077 15,9743 15,6707 15,5889 15,8041 16,3359 17,1630 18,1430 18,9887 19,3954 19,2111 18,5073 17,5309 16,6068 16,0564 16,1261 16,8870 18,1352 19,3941 20,1242 20,0551 19,3381 18,3922 17,6569 17,4199 17,6816 18,1263 18,3369 18,1054 17,5565 17,0548 17,0221 17,7264 19,0940 20,6800 21,8963 22,3970 22,3273 22,2208 22,6458 23,8424 25,5477 27,1749 28,2561 28,7190 28,7419 28,4609 27,8980 27,0909 26,1599 25,2505 24,5173 24,1967 24,5961 25,9238 28,1133 30,7939 33,3834 35,2005 35,6068 34,2708 31,4259 27,8461 24,5084 22,2027 21,2958 21,6665 22,8229 24,1802 25,3108 25,9945 26,1336 25,6944 24,7156 23,3257 21,7181 20,1028 18,6937 17,6983 17,2444 17,2861 17,5758 17,7758 17,6890 17,4061 17,2051 17,3309 17,8584 18,6913 19,6628 20,6298 21,4626 22,0198 22,2136 22,0750 21,7139 21,2273 20,6563 20,0096 19,3350 18,7982 18,6758 19,2181 20,4625 22,1396 23,7987 25,0928 25,9615 26,5655 27,0933 27,6335 28,1862 28,7474 29,3547 30,0394 30,7465 31,3458 31,7450 31,9451 31,9701 31,8298 31,5822 31,3417 31,1505 30,8558 30,1882 28,9894 27,3272 25,4067 23,4449 21,6408 20,1847 19,2434 18,9408 19,3457 20,4513 22,1468 24,2128 26,3795 28,4306 30,2786 31,9397 33,4095 34,5462 35,0816 34,7704 33,5694 31,6753 29,3887 26,9766 24,6148 22,3500 20,0804 17,6100 14,7904 11,6982 8,7155 6,4244 5,3794 5,9049 8,0115 11,4123 15,5894 19,9020 23,7185 26,5002 27,8189 27,4088 25,2943 21,8575 17,7553 13,7467 10,4894 8,3583 7,4009 7,4746 8,4188 10,0900 12,2657 14,5542 16,4449 17,5309 17,7477 17,3897 16,9086 16,6973 16,9374 17,4960 17,9619 17,9010 17,1787 16,0672 15,0340 14,4119 14,2269 14,2652 14,2640 14,0693 13,6742 13,1864 12,8159 12,8543 13,5785 15,0842 17,1491 19,2577 20,8211 21,4201 20,8944 19,3367 17,1163 14,8431 13,1234 12,2527 12,1200 12,3403 12,4653 12,2002 11,5707 10,9105 10,6274 10,9398 11,8056
Fz    -0,5485 -1,1093 -1,2413 -0,9741 -0,3832 0,4402 1,3893 2,3593 3,2765 4,0774 4,6588 4,8740 4,5819 3,7224 2,3842 0,7988 -0,7568 -2,0579 -2,9725 -3,4581 -3,5330 -3,2439 -2,6582 -1,8680 -0,9964 -0,1938 0,3985 0,7021 0,7136 0,4749 0,0563 -0,4301 -0,8296 -0,9988 -0,8879 -0,5794 -0,2508 -0,0834 -0,1732 -0,4867 -0,8822 -1,1840 -1,2701 -1,1233 -0,8178 -0,4561 -0,1084 0,2110 0,5339 0,9034 1,3163 1,6867 1,8818 1,7964 1,3969 0,7397 -0,0326 -0,7405 -1,2330 -1,4080 -1,2040 -0,6125 0,2974 1,3724 2,4122 3,2376 3,7390 3,8875 3,7218 3,3239 2,7783 2,1389 1,4483 0,7941 0,3283 0,2130 0,5338 1,2487 2,1860 3,0799 3,6536 3,7289 3,2926 2,4772 1,4806 0,4884 -0,3561 -0,9477 -1,2100 -1,0869 -0,5466 0,3848 1,5763 2,7801 3,7008 4,1098 3,9190 3,1836 2,0678 0,8008 -0,3651 -1,1925 -1,5043 -1,2418 -0,5001 0,5033 1,5166 2,3221 2,7470 2,6650 2,0252 0,8823 -0,6045 -2,1962 -3,6114 -4,5766 -4,8982 -4,5340 -3,6071 -2,3446 -0,9945 0,2253 1,1458 1,6692 1,7948 1,6120 1,2564 0,8618 0,5222 0,2669 0,0683 -0,1107 -0,2553 -0,2629 0,0333 0,7702 1,9494 3,4015 4,8513 6,0468 6,8649 7,3111 7,4354 7,2761 6,8881 6,3915 5,9355 5,5997 5,3635 5,1735 5,0127 4,9139 4,9522 5,2232 5,7758 6,5288 7,2746 7,8066 8,0524 8,0879 8,0487 8,0369 8,0743 8,0925 7,9592 7,5697 6,9517 6,2599 5,6624 5,2554 5,0668 5,0944 5,3346 5,7933 6,4620 7,2744 8,1003 8,7899 9,2289 9,3633 9,1818 8,6891 7,9104 6,9187 5,8431 4,8404 4,0512 3,5581 3,3530 3,3334 3,3574 3,3268 3,2426 3,2023 3,3313 3,6854 4,1992 4,7223 5,1151 5,3321 5,4258 5,4703 5,4831 5,4164 5,2071 4,8266 4,2981 3,6815 3,0438 2,4300 1,8531 1,3082 0,8094 0,4242 0,2645 0,4178 0,8765 1,5292 2,2197 2,8301 3,3320 3,7770 4,2433 4,7821 5,3896 5,9921 6,4486 6,5861 6,2646 5,4705 4,3846 3,3145 2,5214 2,1131 2,0829 2,3904 2,9706 3,6887 4,3459 4,7641 4,8759 4,7748 4,6913 4,8727 5,4260 6,2482 7,0897 7,6984 7,9376 7,7944 7,3086 6,5233 5,4804 4,2313 2,8544 1,4747 0,2567 -0,6399 -1,1012 -1,0728 -0,5654 0,3404 1,5153 2,8398 4,2526 5,7137 7,1031 8,1780 8,6541 8,3454 7,2602 5,6089 3,7329 1,9853 0,6083 -0,3202 -0,8324 -0,9693 -0,7362 -0,1572 0,6659 1,5816 2,4536 3,1849 3,7106 3,9791 3,9303 3,5068 2,7204 1,7078 0,7081 -0,0314 -0,3698 -0,3288 -0,0349 0,3884 0,8895 1,5058 2,3236 3,3785 4,5833 5,7577 6,7208 7,3602 7,6551 7,6733 7,5404 7,3789 7,2572 7,1841 7,1335 7,0735 7,0038 6,9658 7,0034 7,1198 7,2947 7,5279 7,8425 8,2509 8,7408 9,2992 9,9288 10,6275 11,3500 11,9831 12,3485 12,2517 11,5804 10,3883 8,8941 7,4015 6,1990 5,4852 5,3354 5,7026 6,4450 7,3915 8,4106 9,4205 10,3367 11,0321 11,3769 11,3349 11,0142 10,6078 10,2602 9,9837 9,7031 9,3794 9,0731 8,8986 8,9471 9,2589 9,8254 10,5850 11,4363 12,2714 12,9917 13,5079 13,7590 13,7426 13,5220 13,1925 12,8163 12,3757 11,7988 11,0545 10,2313 9,5215 9,1184 9,1090 9,4407 9,9592 10,4661 10,7698 10,7337 10,3208 9,6212 8,8331 8,1792 7,8068 7,7427 7,9175 8,2120 8,5057 8,7263 8,8735 8,9792 9,0449 9,0365 8,9404 8,8037 8,7063 8,6788 8,6452 8,4738 8,1033 7,6060 7,1321 6,8291 6,8052 7,0985 7,6398 8,2634 8,7830 9,0677 9,0724 8,8473 8,5221 8,2281 8,0016 7,7753 7,4728 7,0991 6,7314 6,4565 6,3258 6,3348 6,4413 6,6347 6,9729 7,5127 8,2159 8,9549 9,6044 10,1000 10,4213 10,5628 10,5285 10,3329 10,0115 9,6410 9,3356 9,1909 9,2064 9,2675 9,2360 9,0741 8,8987 8,9331 9,3888 10,3393 11,6508 13,0074 14,0252 14,3915 13,9428 12,6776 10,7496 8,4419 6,0985 4,0339 2,4662 1,5043 1,1667 1,3994 2,0844 3,0488 4,1017 5,1099 6,0397 6,9148 7,7414 8,4740 9,0296 9,3380 9,3928 9,2502 8,9765 8,6134 8,1905 7,7504 7,3555 7,0736 6,9484 6,9774 7,1171 7,3110 7,5162 7,7075 7,8699 8,0184 8,2230 8,5769 9,1154 9,7668 10,3908 10,8765 11,2094 11,4491 11,6528 11,8218 11,9155 11,9112 11,8203 11,6443 11,3639 10,9904 10,5908 10,2413 9,9667 9,7278 9,4602 9,1222 8,7150 8,2750 7,8568 7,5177 7,3046 7,2513 7,3716 7,6464 8,0335 8,5001 9,0538 9,7425 10,6081 11,6261 12,6919 13,6509 14,3311 14,5776 14,2980 13,4953 12,2728 10,8162 9,3552 8,0972 7,1627 6,5611 6,2197 6,0459 5,9892 6,0590 6,2843 6,6659 7,1734 7,7624 8,3757 8,9605 9,5024 10,0101 10,4490 10,7219 10,7338 10,4637 9,9860 9,4451 8,9995 8,7657 8,7915 9,0678 9,5449 10,1281 10,6817 11,0670 11,1896 11,0277 10,6400 10,1533 9,7341 9,5405 9,6537 10,0217 10,4706 10,8147 10,9860 11,0586 11,1644 11,3930 11,7451 12,1469 12,4983 12,7214 12,7867 12,7202 12,5944 12,4852 12,4186 12,3678 12,2956 12,1777 11,9905 11,7049 11,3057 10,8130 10,2962 9,8569 9,5618 9,3772 9,1810 8,8432 8,2994 7,5830 6,8327 6,2479 5,9770 6,0303 6,3017
F3    -0,6850 -1,0830 -0,8794 -0,1351 1,0259 2,4492 3,9308 5,2437 6,2176 6,7551 6,7620 6,1143 4,7274 2,6699 0,2141 -2,2428 -4,3313 -5,8068 -6,5693 -6,6516 -6,1946 -5,3894 -4,3832 -3,2239 -1,9117 -0,5076 0,8237 1,8618 2,4011 2,3117 1,6150 0,5434 -0,5173 -1,2136 -1,4000 -1,1930 -0,8844 -0,7667 -0,9740 -1,4186 -1,8388 -1,9410 -1,5739 -0,8131 0,1075 0,9460 1,5628 1,9403 2,1311 2,1748 2,0452 1,6837 1,0766 0,2598 -0,7396 -1,8983 -3,1143 -4,1814 -4,8679 -5,0026 -4,5075 -3,4166 -1,8887 -0,1758 1,4504 2,7845 3,7529 4,3980 4,7762 4,8703 4,5846 3,8180 2,5892 1,1103 -0,2752 -1,2365 -1,5799 -1,3067 -0,6209 0,1083 0,4724 0,2074 -0,6651 -1,8336 -2,8648 -3,4374 -3,4752 -3,1278 -2,6302 -2,1151 -1,5212 -0,6846 0,4676 1,7891 2,9663 3,6860 3,7646 3,1860 2,0713 0,6306 -0,8615 -2,0835 -2,7467 -2,7334 -2,1742 -1,3556 -0,5456 0,0861 0,4238 0,3484 -0,2356 -1,3079 -2,6739 -4,0041 -4,9449 -5,2430 -4,8249 -3,7990 -2,4018 -0,9261 0,3686 1,3269 1,8946 2,0812 1,9324 1,5069 0,8700 0,1065 -0,6836 -1,4050 -1,9769 -2,3266 -2,3656 -1,9675 -1,0093 0,5199 2,4463 4,4574 6,2276 7,5306 8,2721 8,4379 8,0238 7,0331 5,5685 3,9046 2,4123 1,3784 0,8796 0,7975 0,9471 1,2204 1,6402 2,3105 3,3135 4,6090 6,0112 7,2785 8,2412 8,8593 9,1702 9,1892 8,8625 8,0960 6,8364 5,1906 3,4737 2,0702 1,2232 0,9614 1,1807 1,7546 2,6015 3,6934 5,0002 6,4009 7,6583 8,5116 8,8008 8,5132 7,7445 6,6365 5,3346 3,9784 2,7188 1,7228 1,1352 1,0147 1,2773 1,7005 2,0288 2,1202 2,0203 1,9235 2,0385 2,4219 2,9072 3,2056 3,1038 2,5962 1,8558 1,1113 0,5527 0,3012 0,4060 0,8317 1,4416 2,0102 2,2763 2,0164 1,1184 -0,3564 -2,1494 -3,8583 -5,0613 -5,4619 -4,9901 -3,8073 -2,2095 -0,4918 1,1473 2,6248 3,9299 5,0617 5,9869 6,6247 6,8565 6,5636 5,6773 4,2427 2,4759 0,7060 -0,7892 -1,8785 -2,5251 -2,6899 -2,3238 -1,4587 -0,2679 0,9944 2,1177 3,0284 3,7931 4,5260 5,2548 5,8403 6,0334 5,6622 4,7858 3,6591 2,5519 1,5856 0,7000 -0,2407 -1,2876 -2,3197 -3,0974 -3,4104 -3,1831 -2,4733 -1,4210 -0,2035 1,0139 2,1444 3,2168 4,3049 5,3762 6,2276 6,5944 6,3056 5,3527 3,8926 2,2255 0,6859 -0,5269 -1,3996 -1,9713 -2,1890 -1,9381 -1,2235 -0,2741 0,5732 1,0721 1,1580 0,9292 0,5721 0,2312 -0,0905 -0,4737 -0,9385 -1,3948 -1,7087 -1,7984 -1,6898 -1,4970 -1,3454 -1,2817 -1,2073 -0,9101 -0,2063 0,9239 2,3202 3,7398 4,9775 5,9270 6,5786 6,9846 7,2088 7,2897 7,2487 7,1149 6,9234 6,7126 6,5377 6,4531 6,4653 6,5323 6,6227 6,7457 6,9168 7,1364 7,4341 7,9096 8,6717 9,7036 10,7945 11,5978 11,7576 11,0520 9,5210 7,5037 5,5294 4,1062 3,5407 3,8999 5,0683 6,8016 8,7884 10,7463 12,4781 13,8293 14,6133 14,6298 13,7993 12,2795 10,4283 8,6564 7,2775 6,4251 6,0880 6,2177 6,7930 7,8098 9,2347 10,9590 12,7859 14,4738 15,8155 16,6757 16,9685 16,6444 15,7180 14,2967 12,5789 10,8201 9,2711 8,1269 7,5147 7,4969 8,0498 9,0401 10,2432 11,4095 12,3321 12,8791 12,9989 12,7227 12,1600 11,4677 10,7831 10,1664 9,6172 9,1452 8,8004 8,6279 8,6058 8,6562 8,7269 8,8177 8,9142 8,9822 9,0567 9,2738 9,7808 10,5887 11,4831 12,1068 12,1813 11,6567 10,6888 9,5484 8,5474 7,9497 7,8700 8,2488 8,9213 9,6938 10,3863 10,8737 11,1112 11,1134 10,9166 10,5643 10,1213 9,6952 9,4121 9,3434 9,4675 9,6965 9,9329 10,1357 10,3497 10,6558 11,0966 11,6509 12,2626 12,8779 13,4542 13,9385 14,2480 14,2780 13,9576 13,3261 12,5645 11,9320 11,6156 11,6117 11,7788 11,9936 12,2410 12,5999 13,1801 14,0374 15,1030 16,1851 17,0448 17,4705 17,3050 16,4584 14,9364 12,8570 10,4356 7,9590 5,7496 4,1093 3,2312 3,1238 3,6096 4,4027 5,2379 6,0032 6,7693 7,6843 8,8314 10,1386 11,3784 12,2837 12,7250 12,7786 12,6165 12,3598 12,0312 11,6152 11,1518 10,7549 10,5092 10,3755 10,2538 10,1364 10,1415 10,3790 10,8355 11,4135 12,0317 12,6537 13,2348 13,6702 13,8341 13,7097 13,4659 13,3664 13,5928 14,1377 14,8374 15,5015 16,0145 16,3362 16,4691 16,4410 16,2820 15,9989 15,5711 14,9777 14,2434 13,4507 12,6912 12,0126 11,4192 10,9006 10,4536 10,1027 9,8930 9,8495 9,9561 10,1905 10,5870 11,2703 12,3929 13,9962 15,9197 17,8302 19,3241 20,0501 19,8230 18,6702 16,7916 14,4878 12,0972 9,9261 8,1739 6,8905 5,9901 5,3219 4,7778 4,3666 4,1906 4,3708 4,9888 6,0367 7,4066 8,9667 10,6352 12,3417 13,9388 15,2121 15,9830 16,1753 15,8066 14,9759 13,8660 12,6999 11,6430 10,7446 9,9599 9,1994 8,3783 7,4735 6,5556 5,7634 5,2286 5,0183 5,1569 5,6727 6,5768 7,7994 9,1764 10,5234 11,7349 12,8160 13,8253 14,7816 15,6067 16,1459 16,2252 15,7124 14,5980 13,0580 11,4158 10,0084 9,0554 8,6286 8,7024 9,1825 9,8899 10,5797 11,0307 11,1444 10,9717 10,6440 10,2752 9,9123 9,5396 9,0995 8,5225 7,7826 6,9700 6,2883 5,9203 5,9133 6,2094
F7    -0,8702 -0,3189 0,4400 1,2335 1,9116 2,4038 2,7150 2,9065 3,0721 3,2844 3,5417 3,7550 3,7649 3,4007 2,5911 1,4318 0,1393 -1,0515 -1,9713 -2,5437 -2,7521 -2,6027 -2,1285 -1,4084 -0,5697 0,2256 0,8191 1,1027 1,0345 0,6242 -0,0718 -0,9305 -1,7587 -2,3394 -2,5135 -2,2557 -1,6999 -1,0858 -0,6417 -0,4808 -0,5759 -0,8103 -1,0497 -1,1956 -1,2183 -1,1605 -1,0984 -1,0818 -1,1023 -1,1102 -1,0663 -0,9766 -0,8706 -0,7749 -0,7272 -0,7790 -0,9548 -1,2227 -1,5036 -1,6928 -1,6861 -1,4175 -0,8991 -0,2366 0,4183 0,9524 1,3223 1,5193 1,5517 1,4660 1,3368 1,2106 1,0752 0,8999 0,6918 0,4995 0,3679 0,3002 0,2581 0,1863 0,0373 -0,2037 -0,5041 -0,7983 -1,0348 -1,2162 -1,3847 -1,5649 -1,7222 -1,7670 -1,5909 -1,1177 -0,3629 0,5379 1,3762 1,9618 2,1800 2,0026 1,4812 0,7326 -0,0788 -0,7532 -1,0992 -1,0143 -0,5413 0,1600 0,8976 1,5142 1,8963 1,9645 1,6828 1,0771 0,2421 -0,6690 -1,4731 -2,0025 -2,1485 -1,8841 -1,2602 -0,3992 0,5185 1,2984 1,7911 1,9335 1,7567 1,3531 0,8352 0,3316 -0,0146 -0,0937 0,1047 0,4842 0,9230 1,3699 1,8603 2,4405 3,0844 3,6852 4,1242 4,3399 4,3420 4,1805 3,9072 3,5502 3,1222 2,6567 2,2068 1,7963 1,4052 1,0287 0,7256 0,5967 0,7384 1,2035 1,9535 2,8349 3,6437 4,2462 4,6381 4,9035 5,1382 5,4035 5,7131 6,0235 6,2358 6,2538 6,0737 5,7941 5,5400 5,3971 5,3958 5,5160 5,7090 5,9417 6,2105 6,4954 6,7278 6,8330 6,7901 6,6275 6,3757 6,0476 5,6476 5,1741 4,6158 3,9626 3,2318 2,4808 1,7759 1,1497 0,6076 0,1703 -0,1038 -0,1410 0,0853 0,4984 0,9377 1,2495 1,3734 1,3600 1,3091 1,2807 1,2562 1,1807 1,0273 0,8025 0,5096 0,1339 -0,3355 -0,8796 -1,4484 -1,9883 -2,4654 -2,8559 -3,1240 -3,2295 -3,1569 -2,9391 -2,6537 -2,3854 -2,1797 -2,0255 -1,8802 -1,7210 -1,5836 -1,5481 -1,6817 -1,9997 -2,4686 -3,0054 -3,4685 -3,7087 -3,6617 -3,3680 -2,9047 -2,3299 -1,7062 -1,1494 -0,8121 -0,8140 -1,1884 -1,8542 -2,6240 -3,2778 -3,6675 -3,7605 -3,6024 -3,2580 -2,7863 -2,2598 -1,7898 -1,5092 -1,5177 -1,8301 -2,3614 -2,9523 -3,4297 -3,6708 -3,6340 -3,3453 -2,8697 -2,2882 -1,6809 -1,1014 -0,5389 0,0791 0,8026 1,5697 2,2077 2,5211 2,4023 1,8950 1,1811 0,4958 0,0083 -0,2543 -0,3760 -0,4431 -0,4733 -0,4510 -0,4004 -0,3907 -0,4800 -0,6786 -0,9593 -1,2888 -1,6576 -2,0692 -2,4820 -2,7682 -2,7618 -2,3861 -1,7510 -1,1043 -0,6638 -0,5031 -0,5550 -0,6585 -0,6210 -0,3028 0,3346 1,2523 2,3738 3,5874 4,7452 5,7039 6,3825 6,7780 6,9346 6,9154 6,7914 6,6360 6,5188 6,4984 6,6062 6,8310 7,1257 7,4446 7,7806 8,1626 8,6208 9,1768 9,8632 10,7139 11,7159 12,7699 13,6873 14,2383 14,2517 13,7031 12,7189 11,5107 10,3024 9,2796 8,5633 8,2061 8,2032 8,5158 9,0859 9,8185 10,5604 11,1330 11,4145 11,3930 11,1552 10,8360 10,5484 10,3258 10,1334 9,9466 9,8024 9,7720 9,9138 10,2582 10,8030 11,4937 12,2237 12,8827 13,4078 13,7918 14,0568 14,2201 14,2907 14,2774 14,1645 13,8794 13,3235 12,4583 11,3676 10,2462 9,3193 8,7368 8,5183 8,5809 8,7923 9,0124 9,1396 9,1662 9,1878 9,3405 9,7113 10,2924 10,9911 11,6709 12,1982 12,4888 12,5506 12,4836 12,4032 12,3382 12,2208 11,9853 11,6493 11,2907 10,9640 10,6518 10,2980 9,8798 9,4423 9,0689 8,8400 8,8132 9,0037 9,3526 9,7336 10,0167 10,1299 10,0751 9,9248 9,8025 9,8241 10,0289 10,3634 10,7258 11,0238 11,2088 11,2848 11,2977 11,2990 11,3161 11,3816 11,5689 11,9492 12,5072 13,1302 13,6862 14,0979 14,3481 14,4464 14,4027 14,2261 13,9591 13,7116 13,6321 13,8121 14,2064 14,6555 14,9969 15,1605 15,1927 15,2243 15,3922 15,7525 16,2383 16,6748 16,8410 16,5599 15,7533 14,4366 12,7089 10,7534 8,8174 7,1582 5,9812 5,4105 5,4910 6,1884 7,3832 8,8764 10,4278 11,8318 12,9795 13,8436 14,4131 14,6564 14,5464 14,1129 13,4635 12,7397 12,0549 11,4775 11,0537 10,8332 10,8868 11,2939 12,0895 13,2127 14,4998 15,7250 16,6749 17,2231 17,3711 17,2423 17,0238 16,8687 16,8184 16,7987 16,6973 16,4668 16,1632 15,8876 15,7045 15,6124 15,5762 15,5743 15,5968 15,6085 15,5542 15,4075 15,1913 14,9493 14,7056 14,4453 14,1337 13,7610 13,3724 13,0473 12,8456 12,7702 12,7805 12,8385 12,9338 13,0704 13,2470 13,4510 13,6701 13,9158 14,2063 14,5214 14,8044 15,0121 15,1305 15,1492 15,0404 14,7665 14,3051 13,6679 12,9066 12,1087 11,3664 10,7332 10,2122 9,7963 9,5121 9,4057 9,4903 9,7251 10,0390 10,3449 10,5324 10,5035 10,2443 9,8222 9,3009 8,6977 8,0231 7,3154 6,6323 6,0344 5,5796 5,3210 5,2977 5,5128 5,9094 6,3705 6,7658 7,0148 7,1094 7,0906 7,0110 6,9185 6,8639 6,8925 7,0072 7,1446 7,2043 7,1355 7,0079 6,9810 7,1832 7,6095 8,1208 8,5244 8,6723 8,5202 8,1350 7,6707 7,3189 7,2177 7,3688 7,6547 7,9363 8,1179 8,1328 7,9133 7,4078 6,6342 5,7175 4,8664 4,2771 4,0224 4,0137 4,0597 3,9677 3,6339 3,0977 2,5259 2,1185 2,0136 2,2585
