Fp1   -0,8290 -0,7887 -0,6857 -0,5716 -0,4977 -0,4993 -0,5821 -0,7250 -0,8973 -1,0668 -1,2020 -1,2808 -1,3037 -1,2963 -1,2872 -1,2784 -1,2399 -1,1356 -0,9524 -0,7072 -0,4390 -0,1939 -0,0050 0,1196 0,1911 0,2310 0,2628 0,3028 0,3592 0,4341 0,5212 0,6049 0,6675 0,7034 0,7257 0,7575 0,8150 0,8934 0,9696 1,0231 1,0554 1,0847 1,1210 1,1504 1,1479 1,0984 1,0049 0,8819 0,7430 0,5951 0,4382 0,2697 0,0928 -0,0783 -0,2248 -0,3318 -0,3871 -0,3794 -0,3026 -0,1618 0,0262 0,2383 0,4520 0,6474 0,8072 0,9164 0,9627 0,9369 0,8373 0,6756 0,4752 0,2668 0,0902 -0,0107 -0,0072 0,0989 0,2815 0,5012 0,7173 0,9057 1,0711 1,2393 1,4346 1,6560 1,8686 2,0287 2,1216 2,1676 2,1979 2,2337 2,2854 2,3644 2,4817 2,6353 2,8081 2,9841 3,1626 3,3575 3,5813 3,8180 4,0155 4,1180 4,1015 3,9772 3,7719 3,5048 3,1815 2,8116 2,4252 2,0660 1,7687 1,5468 1,4029 1,3431 1,3715 1,4760 1,6354 1,8299 2,0367 2,2272 2,3730 2,4519 2,4561 2,4050 2,3456 2,3309 2,3943 2,5412 2,7605 3,0427 3,3943 3,8341 4,3731 4,9967 5,6647 6,3271 6,9404 7,4724 7,9036 8,2347 8,4856 8,6803 8,8383 8,9815 9,1480 9,3862 9,7205 10,1209 10,5127 10,8137 10,9727 10,9875 10,8931 10,7374 10,5636 10,4053 10,2888 10,2368 10,2637 10,3571 10,4667 10,5244 10,4813 10,3357 10,1330 9,9367 9,7941 9,7163 9,6771 9,6312 9,5438 9,4069 9,2276 9,0088 8,7496 8,4535 8,1264 7,7697 7,3813 6,9637 6,5256 6,0760 5,6283 5,2126 4,8685 4,6160 4,4379 4,2926 4,1390 3,9482 3,7025 3,3955 3,0350 2,6456 2,2645 1,9297 1,6673 1,4897 1,4050 1,4226 1,5523 1,8002 2,1577 2,5915 3,0519 3,4896 3,8648 4,1549 4,3635 4,5125 4,6144 4,6597 4,6373 4,5539 4,4310 4,2941 4,1672 4,0713 4,0204 4,0154 4,0406 4,0745 4,1041 4,1268 4,1415 4,1421 4,1166 4,0504 3,9321 3,7629 3,5623 3,3561 3,1533 2,9382 2,6849 2,3781 2,0289 1,6722 1,3493 1,0926 0,9218 0,8433 0,8486 0,9123 0,9914 1,0344 1,0054 0,9038 0,7603 0,6150 0,4988 0,4281 0,4051 0,4205 0,4561 0,4898 0,4991 0,4698 0,4107 0,3586 0,3610 0,4462 0,6108 0,8333 1,0931 1,3755 1,6685 1,9582 2,2250 2,4418 2,5860 2,6632 2,7140 2,7874 2,9069 3,0615 3,2271 3,3915 3,5555 3,7151 3,8582 3,9808 4,0891 4,1804 4,2359 4,2291 4,1325 3,9202 3,5708 3,0782 2,4630 1,7744 1,0784 0,4407 -0,0884 -0,4815 -0,7322 -0,8513 -0,8694 -0,8378 -0,8036 -0,7772 -0,7348 -0,6527 -0,5356 -0,4197 -0,3558 -0,3825 -0,5093 -0,7234 -1,0033 -1,3219 -1,6448 -1,9429 -2,2003 -2,3992 -2,5088 -2,5013 -2,3731 -2,1487 -1,8703 -1,5805 -1,3042 -1,0411 -0,7775 -0,5036 -0,2182 0,0806 0,3971 0,7258 1,0451 1,3333 1,5858 1,8164 2,0414 2,2645 2,4756 2,6607 2,8092 2,9198 3,0056 3,0825 3,1503 3,1915 3,1911 3,1466 3,0593 2,9291 2,7631 2,5797 2,3978 2,2228 2,0453 1,8488 1,6181 1,3476 1,0447 0,7230 0,3955 0,0725 -0,2406 -0,5421 -0,8297 -1,0972 -1,3286 -1,4922 -1,5487 -1,4746 -1,2779 -0,9896 -0,6379 -0,2292 0,2494 0,8067 1,4251 2,0638 2,6815 3,2524 3,7641 4,2135 4,6081 4,9604 5,2687 5,5075 5,6445 5,6619 5,5643 5,3819 5,1611 4,9457 4,7707 4,6668 4,6514 4,7110 4,8040 4,8899 4,9545 5,0048 5,0486 5,0894 5,1322 5,1838 5,2519 5,3429 5,4530 5,5600 5,6312 5,6446 5,6015 5,5183 5,4113 5,2894 5,1590 5,0322 4,9217 4,8272 4,7345 4,6264 4,4923 4,3324 4,1644 4,0206 3,9262 3,8820 3,8725 3,8886 3,9391 4,0398 4,1925 4,3725 4,5375 4,6470 4,6759 4,6226 4,5116 4,3852 4,2861 4,2460 4,2761 4,3561 4,4376 4,4742 4,4516 4,3895 4,3183 4,2555 4,1952 4,1091 3,9647 3,7565 3,5207 3,3209 3,2169 3,2345 3,3573 3,5469 3,7645 3,9668 4,0999 4,1247 4,0507 3,9351 3,8412 3,7967 3,7773 3,7262 3,5947 3,3726 3,0866 2,7792 2,4907 2,2522 2,0906 2,0345 2,1076 2,3096 2,6016 2,9203 3,2045 3,4142 3,5348 3,5669 3,5093 3,3607 3,1395 2,8911 2,6703 2,5186 2,4506 2,4491 2,4741 2,4879 2,4764 2,4494 2,4306 2,4507 2,5384 2,7104 2,9665 3,2870 3,6382 3,9868 4,3097 4,5901 4,8088 4,9427 4,9782 4,9373 4,8824 4,8827 4,9721 5,1403 5,3513 5,5657 5,7535 5,8996 6,0012 6,0655 6,1118 6,1710 6,2694 6,4091 6,5701 6,7280 6,8570 6,9224 6,8892 6,7508 6,5429 6,3221 6,1342 5,9999 5,9143 5,8513 5,7810 5,6934 5,6096 5,5702 5,6077 5,7268 5,9069 6,1064 6,2667 6,3301 6,2651 6,0743 5,7827 5,4221 5,0252 4,6252 4,2540 3,9325 3,6646 3,4437 3,2604 3,1047 2,9631 2,8166 2,6449 2,4320 2,1694 1,8617 1,5286 1,1913 0,8530 0,5022 0,1379 -0,2187 -0,5407 -0,8143 -1,0386 -1,2186 -1,3694 -1,5266 -1,7365 -2,0272 -2,3936 -2,8045 -3,2135 -3,5685 -3,8234 -3,9545 -3,9709 -3,9069 -3,8045 -3,7034 -3,6376 -3,6293 -3,6784 -3,7564 -3,8124 -3,7907 -3,6590 -3,4272 -3,1369 -2,8340 -2,5540 -2,3174 -2,1275 -1,9713
Fz    -0,7412 -0,6806 -0,5263 -0,3271 -0,1406 -0,0159 0,0257 -0,0138 -0,1322 -0,3303 -0,5950 -0,8942 -1,1934 -1,4715 -1,7170 -1,9140 -2,0384 -2,0701 -2,0071 -1,8681 -1,6890 -1,5118 -1,3705 -1,2799 -1,2349 -1,2136 -1,1826 -1,1105 -0,9777 -0,7761 -0,5048 -0,1733 0,1973 0,5859 0,9819 1,3812 1,7738 2,1362 2,4329 2,6316 2,7216 2,7144 2,6284 2,4763 2,2634 1,9950 1,6832 1,3469 1,0121 0,7135 0,4836 0,3370 0,2687 0,2646 0,3065 0,3736 0,4457 0,5070 0,5450 0,5492 0,5126 0,4359 0,3281 0,1999 0,0601 -0,0831 -0,2198 -0,3413 -0,4438 -0,5285 -0,6000 -0,6592 -0,6918 -0,6707 -0,5737 -0,3993 -0,1622 0,1153 0,4126 0,7221 1,0507 1,4068 1,7846 2,1555 2,4718 2,6879 2,7876 2,7913 2,7393 2,6685 2,6019 2,5513 2,5190 2,4945 2,4602 2,4092 2,3540 2,3206 2,3321 2,3883 2,4593 2,5047 2,4993 2,4410 2,3427 2,2188 2,0779 1,9285 1,7862 1,6685 1,5857 1,5450 1,5622 1,6572 1,8372 2,0885 2,3841 2,6955 2,9971 3,2685 3,4911 3,6425 3,7017 3,6671 3,5681 3,4534 3,3694 3,3442 3,3833 3,4768 3,6180 3,8160 4,0901 4,4524 4,8932 5,3830 5,8840 6,3614 6,7885 7,1523 7,4510 7,6892 7,8753 8,0268 8,1774 8,3682 8,6172 8,9027 9,1768 9,3901 9,5161 9,5659 9,5812 9,6113 9,6953 9,8516 10,0768 10,3563 10,6761 11,0197 11,3571 11,6449 11,8431 11,9385 11,9556 11,9429 11,9484 11,9991 12,0929 12,2088 12,3230 12,4163 12,4686 12,4595 12,3724 12,1945 11,9153 11,5348 11,0734 10,5701 10,0644 9,5803 9,1286 8,7174 8,3512 8,0181 7,6883 7,3306 6,9299 6,4915 6,0303 5,5619 5,1019 4,6700 4,2852 3,9570 3,6805 3,4473 3,2642 3,1553 3,1474 3,2540 3,4659 3,7566 4,0984 4,4730 4,8681 5,2688 5,6548 6,0015 6,2822 6,4766 6,5886 6,6480 6,6903 6,7366 6,7948 6,8702 6,9658 7,0745 7,1761 7,2500 7,2917 7,3138 7,3366 7,3753 7,4256 7,4603 7,4406 7,3338 7,1268 6,8261 6,4478 6,0101 5,5381 5,0679 4,6412 4,2919 4,0381 3,8811 3,8049 3,7758 3,7495 3,6809 3,5348 3,2949 2,9710 2,5994 2,2347 1,9316 1,7265 1,6268 1,6117 1,6440 1,6908 1,7353 1,7699 1,7864 1,7795 1,7592 1,7524 1,7818 1,8463 1,9305 2,0273 2,1421 2,2831 2,4532 2,6427 2,8289 2,9882 3,1167 3,2346 3,3634 3,5045 3,6399 3,7507 3,8307 3,8840 3,9181 3,9419 3,9711 4,0242 4,1060 4,1964 4,2596 4,2604 4,1734 3,9844 3,6897 3,3020 2,8529 2,3842 1,9341 1,5311 1,1986 0,9572 0,8152 0,7517 0,7140 0,6451 0,5230 0,3675 0,2113 0,0735 -0,0485 -0,1739 -0,3235 -0,5042 -0,7096 -0,9298 -1,1543 -1,3696 -1,5627 -1,7168 -1,8017 -1,7783 -1,6221 -1,3415 -0,9738 -0,5679 -0,1630 0,2258 0,6096 1,0120 1,4516 1,9322 2,4422 2,9566 3,4386 3,8508 4,1742 4,4152 4,5941 4,7301 4,8344 4,9088 4,9501 4,9576 4,9442 4,9381 4,9661 5,0339 5,1281 5,2348 5,3470 5,4514 5,5214 5,5273 5,4494 5,2816 5,0302 4,7091 4,3329 3,9123 3,4573 2,9798 2,4905 2,0017 1,5299 1,0889 0,6830 0,3096 -0,0321 -0,3322 -0,5600 -0,6706 -0,6336 -0,4591 -0,1901 0,1321 0,4947 0,9057 1,3679 1,8669 2,3815 2,8983 3,4121 3,9168 4,4018 4,8555 5,2670 5,6208 5,8983 6,0905 6,2020 6,2443 6,2342 6,1886 6,1188 6,0347 5,9514 5,8836 5,8321 5,7814 5,7185 5,6486 5,5858 5,5397 5,5177 5,5289 5,5789 5,6646 5,7754 5,8929 5,9918 6,0460 6,0441 5,9957 5,9195 5,8269 5,7231 5,6186 5,5308 5,4714 5,4355 5,4066 5,3690 5,3117 5,2327 5,1440 5,0645 5,0065 4,9715 4,9551 4,9541 4,9730 5,0197 5,0908 5,1620 5,1938 5,1466 4,9963 4,7501 4,4557 4,1857 4,0067 3,9531 4,0248 4,1954 4,4227 4,6614 4,8826 5,0784 5,2483 5,3863 5,4772 5,4974 5,4276 5,2715 5,0605 4,8415 4,6619 4,5511 4,5077 4,5064 4,5167 4,5104 4,4592 4,3390 4,1494 3,9276 3,7336 3,6146 3,5775 3,5899 3,6030 3,5798 3,5080 3,3966 3,2667 3,1424 3,0464 2,9991 3,0126 3,0812 3,1801 3,2767 3,3424 3,3615 3,3358 3,2766 3,1884 3,0630 2,8966 2,7066 2,5278 2,3978 2,3418 2,3611 2,4340 2,5294 2,6250 2,7150 2,8095 2,9265 3,0806 3,2783 3,5185 3,7905 4,0741 4,3489 4,6016 4,8236 5,0036 5,1241 5,1712 5,1514 5,0935 5,0277 4,9667 4,9051 4,8265 4,7152 4,5670 4,3933 4,2196 4,0772 3,9950 3,9950 4,0904 4,2816 4,5605 4,9200 5,3500 5,8231 6,2942 6,7199 7,0764 7,3606 7,5795 7,7445 7,8699 7,9698 8,0570 8,1448 8,2527 8,4043 8,6164 8,8876 9,1976 9,5084 9,7685 9,9314 9,9767 9,9119 9,7551 9,5212 9,2223 8,8794 8,5293 8,2093 7,9403 7,7229 7,5406 7,3696 7,1866 6,9651 6,6767 6,3017 5,8389 5,3084 4,7426 4,1660 3,5816 2,9805 2,3629 1,7416 1,1327 0,5498 0,0030 -0,5029 -0,9730 -1,4296 -1,9058 -2,4227 -2,9721 -3,5180 -4,0059 -4,3758 -4,5828 -4,6184 -4,5159 -4,3349 -4,1396 -3,9845 -3,9050 -3,9131 -4,0012 -4,1463 -4,3085 -4,4355 -4,4812 -4,4223 -4,2611 -4,0170 -3,7182 -3,3952 -3,0726 -2,7611
F3    0,4006 0,4743 0,6019 0,7293 0,7971 0,7592 0,6060 0,3651 0,0778 -0,2189 -0,4947 -0,7273 -0,9104 -1,0552 -1,1773 -1,2768 -1,3365 -1,3415 -1,2950 -1,2162 -1,1292 -1,0532 -0,9959 -0,9557 -0,9283 -0,9064 -0,8774 -0,8284 -0,7514 -0,6408 -0,4920 -0,3064 -0,0953 0,1279 0,3590 0,6000 0,8481 1,0887 1,2985 1,4589 1,5655 1,6219 1,6268 1,5689 1,4347 1,2188 0,9247 0,5622 0,1534 -0,2593 -0,6240 -0,9037 -1,0854 -1,1723 -1,1789 -1,1289 -1,0484 -0,9568 -0,8634 -0,7731 -0,6909 -0,6242 -0,5814 -0,5702 -0,5929 -0,6440 -0,7143 -0,7951 -0,8771 -0,9516 -1,0118 -1,0504 -1,0502 -0,9832 -0,8263 -0,5769 -0,2516 0,1204 0,5056 0,8812 1,2420 1,5911 1,9266 2,2330 2,4816 2,6450 2,7180 2,7212 2,6854 2,6389 2,6065 2,6099 2,6580 2,7337 2,8030 2,8414 2,8520 2,8584 2,8838 2,9281 2,9640 2,9597 2,9045 2,8126 2,7053 2,5911 2,4602 2,3013 2,1192 1,9330 1,7619 1,6230 1,5387 1,5306 1,6035 1,7393 1,9107 2,0969 2,2847 2,4610 2,6083 2,7021 2,7203 2,6628 2,5660 2,4898 2,4890 2,5897 2,7841 3,0445 3,3472 3,6861 4,0644 4,4770 4,9031 5,3152 5,6916 6,0180 6,2857 6,4971 6,6677 6,8159 6,9538 7,0946 7,2669 7,5076 7,8275 8,1942 8,5479 8,8321 9,0170 9,1078 9,1348 9,1396 9,1641 9,2371 9,3671 9,5480 9,7716 10,0254 10,2822 10,4997 10,6406 10,6979 10,6993 10,6900 10,7089 10,7745 10,8799 10,9980 11,0963 11,1481 11,1345 11,0458 10,8823 10,6481 10,3436 9,9674 9,5255 9,0378 8,5310 8,0259 7,5403 7,1021 6,7419 6,4641 6,2337 5,9984 5,7191 5,3811 4,9839 4,5336 4,0445 3,5415 3,0559 2,6157 2,2370 1,9261 1,6932 1,5578 1,5377 1,6353 1,8318 2,0945 2,3913 2,7011 3,0145 3,3262 3,6313 3,9224 4,1853 4,4028 4,5690 4,6921 4,7817 4,8397 4,8673 4,8767 4,8904 4,9266 4,9872 5,0605 5,1345 5,2046 5,2719 5,3369 5,3947 5,4344 5,4404 5,3981 5,3025 5,1568 4,9600 4,7025 4,3761 3,9877 3,5627 3,1369 2,7452 2,4124 2,1481 1,9496 1,8062 1,7006 1,6086 1,5046 1,3736 1,2211 1,0709 0,9501 0,8770 0,8556 0,8770 0,9249 0,9848 1,0487 1,1094 1,1557 1,1778 1,1818 1,1929 1,2349 1,3076 1,3945 1,4860 1,5831 1,6884 1,8012 1,9178 2,0320 2,1391 2,2474 2,3776 2,5442 2,7405 2,9429 3,1286 3,2883 3,4234 3,5333 3,6126 3,6636 3,7013 3,7373 3,7631 3,7525 3,6737 3,5015 3,2256 2,8538 2,4109 1,9316 1,4528 1,0065 0,6177 0,3077 0,0937 -0,0206 -0,0591 -0,0769 -0,1327 -0,2466 -0,3910 -0,5228 -0,6178 -0,6835 -0,7522 -0,8587 -1,0187 -1,2268 -1,4658 -1,7108 -1,9304 -2,0987 -2,2005 -2,2207 -2,1398 -1,9474 -1,6557 -1,2992 -0,9234 -0,5660 -0,2416 0,0595 0,3594 0,6784 1,0265 1,4022 1,7928 2,1748 2,5215 2,8184 3,0690 3,2859 3,4779 3,6417 3,7635 3,8270 3,8274 3,7812 3,7236 3,6883 3,6834 3,6936 3,7071 3,7272 3,7537 3,7674 3,7419 3,6604 3,5189 3,3204 3,0683 2,7648 2,4146 2,0283 1,6181 1,1924 0,7602 0,3341 -0,0762 -0,4695 -0,8469 -1,2028 -1,5190 -1,7619 -1,8869 -1,8588 -1,6744 -1,3629 -0,9609 -0,4903 0,0374 0,6044 1,1804 1,7339 2,2456 2,7098 3,1259 3,4939 3,8174 4,1022 4,3458 4,5362 4,6655 4,7352 4,7500 4,7173 4,6480 4,5532 4,4473 4,3521 4,2907 4,2726 4,2885 4,3248 4,3781 4,4497 4,5333 4,6172 4,6963 4,7726 4,8477 4,9189 4,9772 5,0083 4,9996 4,9506 4,8787 4,8060 4,7434 4,6918 4,6535 4,6350 4,6349 4,6358 4,6117 4,5417 4,4159 4,2412 4,0470 3,8737 3,7497 3,6819 3,6631 3,6846 3,7418 3,8327 3,9496 4,0707 4,1613 4,1851 4,1176 3,9582 3,7395 3,5213 3,3672 3,3227 3,4034 3,5933 3,8507 4,1247 4,3761 4,5848 4,7396 4,8286 4,8390 4,7592 4,5871 4,3416 4,0603 3,7884 3,5675 3,4216 3,3476 3,3243 3,3318 3,3534 3,3651 3,3390 3,2646 3,1656 3,0871 3,0635 3,0940 3,1430 3,1628 3,1215 3,0176 2,8746 2,7261 2,6030 2,5294 2,5241 2,5964 2,7383 2,9242 3,1199 3,2937 3,4241 3,5060 3,5437 3,5348 3,4675 3,3383 3,1667 2,9911 2,8527 2,7812 2,7829 2,8380 2,9141 2,9867 3,0490 3,1090 3,1831 3,2914 3,4540 3,6854 3,9858 4,3378 4,7130 5,0791 5,4028 5,6495 5,7861 5,7930 5,6834 5,5048 5,3157 5,1569 5,0431 4,9690 4,9188 4,8733 4,8188 4,7556 4,6983 4,6678 4,6870 4,7735 4,9296 5,1449 5,4108 5,7197 6,0511 6,3709 6,6502 6,8806 7,0703 7,2316 7,3753 7,5090 7,6333 7,7435 7,8411 7,9417 8,0703 8,2444 8,4652 8,7179 8,9695 9,1669 9,2541 9,2036 9,0253 8,7504 8,4085 8,0208 7,6113 7,2158 6,8721 6,6015 6,3986 6,2331 6,0650 5,8605 5,5957 5,2569 4,8429 4,3691 3,8661 3,3680 2,8915 2,4255 1,9452 1,4379 0,9109 0,3807 -0,1343 -0,6173 -1,0583 -1,4620 -1,8560 -2,2830 -2,7712 -3,3102 -3,8553 -4,3429 -4,7069 -4,8990 -4,9087 -4,7704 -4,5464 -4,3007 -4,0830 -3,9242 -3,8376 -3,8228 -3,8660 -3,9362 -3,9890 -3,9864 -3,9150 -3,7849 -3,6178 -3,4361 -3,2581 -3,0942 -2,9417
F7    0,0120 0,0427 0,0842 0,1369 0,2056 0,2878 0,3613 0,3897 0,3497 0,2480 0,1115 -0,0327 -0,1683 -0,2926 -0,4105 -0,5208 -0,6065 -0,6421 -0,6104 -0,5096 -0,3485 -0,1408 0,0926 0,3202 0,5059 0,6228 0,6604 0,6258 0,5420 0,4414 0,3562 0,3089 0,3013 0,3151 0,3315 0,3501 0,3817 0,4280 0,4730 0,4916 0,4629 0,3735 0,2127 -0,0255 -0,3318 -0,6758 -1,0123 -1,3000 -1,5201 -1,6788 -1,7958 -1,8926 -1,9817 -2,0587 -2,1132 -2,1473 -2,1750 -2,2018 -2,2133 -2,1891 -2,1225 -2,0214 -1,9010 -1,7789 -1,6723 -1,5910 -1,5333 -1,4948 -1,4743 -1,4676 -1,4617 -1,4367 -1,3738 -1,2687 -1,1390 -1,0137 -0,9145 -0,8492 -0,8109 -0,7750 -0,7051 -0,5731 -0,3779 -0,1475 0,0726 0,2398 0,3355 0,3692 0,3657 0,3445 0,3118 0,2728 0,2390 0,2185 0,2074 0,2023 0,2122 0,2575 0,3529 0,4874 0,6197 0,7022 0,7052 0,6227 0,4673 0,2613 0,0279 -0,2103 -0,4282 -0,6000 -0,7089 -0,7575 -0,7644 -0,7485 -0,7217 -0,6925 -0,6669 -0,6461 -0,6299 -0,6205 -0,6146 -0,5936 -0,5272 -0,3925 -0,1891 0,0624 0,3362 0,6168 0,9022 1,1996 1,5185 1,8641 2,2329 2,6114 2,9771 3,3062 3,5812 3,7908 3,9328 4,0255 4,1068 4,2150 4,3705 4,5767 4,8345 5,1466 5,5030 5,8663 6,1828 6,4102 6,5379 6,5858 6,5859 6,5639 6,5333 6,5021 6,4830 6,4984 6,5759 6,7311 6,9541 7,2113 7,4544 7,6362 7,7295 7,7374 7,6860 7,6048 7,5099 7,4041 7,2901 7,1794 7,0869 7,0132 6,9344 6,8150 6,6281 6,3605 6,0120 5,6037 5,1781 4,7800 4,4375 4,1582 3,9281 3,7132 3,4733 3,1848 2,8495 2,4795 2,0795 1,6502 1,2001 0,7462 0,3081 -0,0882 -0,4056 -0,6025 -0,6581 -0,5950 -0,4685 -0,3289 -0,1997 -0,0866 0,0089 0,0831 0,1301 0,1468 0,1395 0,1203 0,0958 0,0688 0,0520 0,0679 0,1332 0,2516 0,4149 0,6074 0,8049 0,9712 1,0661 1,0696 0,9933 0,8690 0,7320 0,6124 0,5260 0,4661 0,4107 0,3372 0,2318 0,0897 -0,0850 -0,2786 -0,4723 -0,6493 -0,8021 -0,9359 -1,0600 -1,1759 -1,2756 -1,3508 -1,4013 -1,4403 -1,4948 -1,5948 -1,7509 -1,9408 -2,1178 -2,2372 -2,2785 -2,2454 -2,1488 -1,9978 -1,8068 -1,6065 -1,4405 -1,3436 -1,3247 -1,3674 -1,4453 -1,5344 -1,6129 -1,6533 -1,6218 -1,4946 -1,2773 -1,0025 -0,7111 -0,4382 -0,2062 -0,0187 0,1343 0,2646 0,3790 0,4758 0,5442 0,5787 0,5945 0,6222 0,6912 0,8142 0,9749 1,1263 1,2080 1,1679 0,9777 0,6385 0,1746 -0,3754 -0,9651 -1,5461 -2,0776 -2,5322 -2,8990 -3,1821 -3,3932 -3,5441 -3,6483 -3,7220 -3,7755 -3,8106 -3,8309 -3,8470 -3,8697 -3,9049 -3,9539 -4,0198 -4,1114 -4,2406 -4,4155 -4,6319 -4,8686 -5,0972 -5,2901 -5,4148 -5,4337 -5,3244 -5,0975 -4,7925 -4,4637 -4,1621 -3,9155 -3,7163 -3,5332 -3,3384 -3,1228 -2,8915 -2,6550 -2,4293 -2,2349 -2,0859 -1,9814 -1,9137 -1,8770 -1,8650 -1,8635 -1,8544 -1,8246 -1,7727 -1,7102 -1,6551 -1,6218 -1,6144 -1,6251 -1,6402 -1,6487 -1,6480 -1,6447 -1,6563 -1,7087 -1,8267 -2,0206 -2,2801 -2,5763 -2,8722 -3,1344 -3,3430 -3,4986 -3,6215 -3,7369 -3,8584 -3,9833 -4,0963 -4,1714 -4,1763 -4,0840 -3,8901 -3,6180 -3,3028 -2,9669 -2,6106 -2,2246 -1,8118 -1,3966 -1,0112 -0,6810 -0,4253 -0,2569 -0,1651 -0,1035 -0,0071 0,1637 0,3922 0,6201 0,7882 0,8693 0,8765 0,8472 0,8154 0,7991 0,8062 0,8391 0,8961 0,9681 1,0427 1,1138 1,1852 1,2597 1,3285 1,3765 1,3939 1,3795 1,3346 1,2574 1,1466 1,0117 0,8774 0,7732 0,7164 0,7026 0,7091 0,7067 0,6729 0,5971 0,4775 0,3229 0,1528 -0,0112 -0,1523 -0,2576 -0,3148 -0,3160 -0,2630 -0,1637 -0,0217 0,1679 0,4055 0,6702 0,9179 1,1011 1,1901 1,1841 1,1087 1,0042 0,9110 0,8641 0,8871 0,9825 1,1273 1,2789 1,3942 1,4542 1,4737 1,4844 1,5043 1,5204 1,4951 1,3881 1,1804 0,8875 0,5566 0,2479 0,0050 -0,1647 -0,2762 -0,3434 -0,3773 -0,3915 -0,3948 -0,3854 -0,3560 -0,3039 -0,2397 -0,1892 -0,1834 -0,2444 -0,3749 -0,5534 -0,7384 -0,8792 -0,9268 -0,8424 -0,6112 -0,2498 0,1952 0,6612 1,0890 1,4389 1,6950 1,8621 1,9592 2,0046 2,0068 1,9675 1,8893 1,7822 1,6677 1,5731 1,5149 1,4856 1,4609 1,4191 1,3555 1,2870 1,2485 1,2821 1,4195 1,6665 1,9994 2,3756 2,7509 3,0932 3,3854 3,6185 3,7872 3,8894 3,9295 3,9252 3,9037 3,8876 3,8868 3,9033 3,9350 3,9716 3,9939 3,9836 3,9341 3,8558 3,7735 3,7165 3,7093 3,7691 3,9035 4,1037 4,3405 4,5687 4,7494 4,8724 4,9535 5,0135 5,0652 5,1089 5,1355 5,1401 5,1293 5,1186 5,1330 5,2000 5,3387 5,5523 5,8215 6,0953 6,2944 6,3446 6,2129 5,9136 5,4877 4,9818 4,4364 3,8845 3,3566 2,8828 2,4845 2,1686 1,9258 1,7284 1,5362 1,3137 1,0462 0,7412 0,4189 0,1004 -0,2044 -0,5038 -0,8207 -1,1763 -1,5696 -1,9750 -2,3572 -2,6882 -2,9535 -3,1527 -3,3010 -3,4276 -3,5615 -3,7157 -3,8807 -4,0251 -4,1059 -4,0897 -3,9719 -3,7808 -3,5600 -3,3470 -3,1674 -3,0428 -2,9876 -2,9968 -3,0481 -3,1120 -3,1583 -3,1631 -3,1177 -3,0302 -2,9200 -2,8110 -2,7217 -2,6616 -2,6324
