Fp1   -0,4712 -0,3173 -0,2237 -0,2103 -0,2713 -0,3827 -0,5082 -0,6178 -0,7057 -0,7881 -0,8801 -0,9710 -1,0244 -1,0018 -0,8807 -0,6591 -0,3625 -0,0502 0,2050 0,3570 0,4037 0,3736 0,3072 0,2404 0,1919 0,1616 0,1457 0,1507 0,1874 0,2613 0,3771 0,5388 0,7358 0,9371 1,0971 1,1629 1,0953 0,8971 0,6141 0,3091 0,0432 -0,1324 -0,1920 -0,1501 -0,0535 0,0452 0,1042 0,0944 -0,0004 -0,1824 -0,4343 -0,7163 -0,9734 -1,1506 -1,2101 -1,1447 -0,9751 -0,7301 -0,4282 -0,0770 0,3136 0,7213 1,1150 1,4649 1,7446 1,9335 2,0278 2,0427 1,9904 1,8648 1,6572 1,3825 1,0875 0,8393 0,7082 0,7493 0,9881 1,4113 1,9633 2,5568 3,0991 3,5208 3,7858 3,8849 3,8256 3,6217 3,2827 2,8211 2,2800 1,7453 1,3125 1,0362 0,9095 0,8797 0,8893 0,9172 0,9911 1,1504 1,3952 1,6708 1,8968 2,0053 1,9587 1,7493 1,3914 0,9194 0,3906 -0,1101 -0,4813 -0,6465 -0,5985 -0,4013 -0,1479 0,0862 0,2592 0,3431 0,3026 0,1072 -0,2377 -0,6862 -1,1741 -1,6391 -2,0273 -2,2930 -2,4014 -2,3302 -2,0708 -1,6371 -1,0715 -0,4348 0,2091 0,8016 1,2981 1,6749 1,9296 2,0809 2,1640 2,2129 2,2471 2,2750 2,3067 2,3584 2,4480 2,5834 2,7596 2,9648 3,1804 3,3852 3,5745 3,7658 3,9817 4,2349 4,5271 4,8427 5,1500 5,4245 5,6684 5,8974 6,1191 6,3350 6,5537 6,7947 7,0817 7,4233 7,7953 8,1446 8,4191 8,5911 8,6584 8,6285 8,5069 8,2969 8,0093 7,6684 7,3105 6,9800 6,7173 6,5433 6,4498 6,4047 6,3600 6,2656 6,0937 5,8651 5,6460 5,5072 5,4858 5,5805 5,7596 5,9608 6,1036 6,1302 6,0455 5,9124 5,7984 5,7386 5,7492 5,8463 6,0255 6,2419 6,4302 6,5400 6,5543 6,4903 6,3853 6,2674 6,1392 5,9897 5,8165 5,6401 5,5050 5,4589 5,5175 5,6494 5,7985 5,9206 5,9989 6,0340 6,0373 6,0383 6,0850 6,2267 6,4889 6,8603 7,3002 7,7622 8,2201 8,6723 9,1185 9,5361 9,8821 10,1243 10,2733 10,3770 10,4863 10,6255 10,7823 10,9175 10,9916 10,9920 10,9426 10,8797 10,8127 10,7116 10,5370 10,2807 9,9759 9,6760 9,4312 9,2751 9,2182 9,2462 9,3289 9,4308 9,5187 9,5652 9,5586 9,5143 9,4699 9,4664 9,5346 9,6886 9,9147 10,1640 10,3578 10,4113 10,2713 9,9414 9,4717 8,9267 8,3673 7,8545 7,4498 7,2027 7,1275 7,1889 7,3175 7,4450 7,5257 7,5352 7,4580 7,2883 7,0541 6,8338 6,7311 6,8253 7,1316 7,5901 8,0905 8,5203 8,8001 8,8976 8,8350 8,6889 8,5660 8,5568 8,6960 8,9506 9,2341 9,4437 9,5078 9,4168 9,2100 8,9384 8,6416 8,3433 8,0557 7,7889 7,5492 7,3278 7,1060 6,8748 6,6423 6,4221 6,2201 6,0190 5,7750 5,4580 5,0985 4,7764 4,5708 4,5368 4,7041 5,0614 5,5494 6,0830 6,5770 6,9624 7,2010 7,2864 7,2277 7,0422 6,7584 6,4137 6,0480 5,7075 5,4482 5,3202 5,3475 5,5143 5,7631 6,0273 6,2765 6,5222 6,7791 7,0313 7,2450 7,4066 7,5364 7,6584 7,7794 7,9028 8,0466 8,2433 8,5231 8,8812 9,2605 9,5829 9,7992 9,9161 9,9805 10,0379 10,0987 10,1288 10,0719 9,8930 9,6071 9,2660 8,9253 8,6248 8,3842 8,2027 8,0569 7,9105 7,7355 7,5422 7,3871 7,3258 7,3508 7,4001 7,4290 7,4517 7,5116 7,6278 7,7790 7,9266 8,0366 8,0857 8,0617 7,9610 7,7811 7,5180 7,1758 6,7733 6,3447 5,9360 5,5984 5,3754 5,2845 5,3048 5,3890 5,4942 5,6016 5,7103 5,8186 5,9050 5,9265 5,8400 5,6361 5,3554 5,0730 4,8603 4,7467 4,7071 4,6862 4,6380 4,5520 4,4618 4,4301 4,5144 4,7395 5,0978 5,5616 6,0894 6,6345 7,1587 7,6378 8,0579 8,4046 8,6468 8,7374 8,6484 8,4063 8,0877 7,7882 7,5976 7,5804 7,7542 8,0812 8,4858 8,8800 9,1861 9,3555 9,3744 9,2484 8,9893 8,6223 8,1997 7,8020 7,5190 7,4172 7,5140 7,7778 8,1442 8,5318 8,8590 9,0633 9,1167 9,0256 8,8181 8,5266 8,1705 7,7519 7,2718 6,7506 6,2350 5,7839 5,4482 5,2552 5,1980 5,2374 5,3139 5,3642 5,3364 5,2044 4,9728 4,6612 4,2889 3,8795 3,4665 3,0847 2,7629 2,5246 2,3866 2,3507 2,3921 2,4597 2,4960 2,4589 2,3290 2,1060 1,8051 1,4506 1,0629 0,6570 0,2493 -0,1409 -0,4949 -0,7938 -1,0203 -1,1738 -1,2824 -1,3887 -1,5169 -1,6548 -1,7690 -1,8262 -1,8032 -1,6925 -1,5064 -1,2658 -0,9846 -0,6729 -0,3490 -0,0387 0,2395 0,4823 0,6946 0,8742 1,0047 1,0704 1,0830 1,0929 1,1649 1,3455 1,6475 2,0480 2,4892 2,8928 3,1818 3,3068 3,2731 3,1440 3,0084 2,9427 2,9913 3,1593 3,4079 3,6643 3,8556 3,9393 3,9030 3,7511 3,5093 3,2277 2,9611 2,7432 2,5849 2,4902 2,4650 2,5057 2,5942 2,7090 2,8376 2,9730 3,1010 3,1957 3,2321 3,2067 3,1408 3,0644 2,9977 2,9371 2,8578 2,7429 2,6111 2,5037 2,4433 2,4109 2,3650 2,2767 2,1497 2,0225 1,9505 1,9736 2,0899 2,2529 2,3958 2,4706 2,4659 2,3945 2,2791 2,1485 2,0302 1,9418 1,8972 1,9092 1,9784 2,0900 2,2240 2,3671 2,5213 2,6987 2,9020 3,1128 3,3039 3,4519 3,5337 3,5262 3,4190
Fz    -1,4970 -1,4910 -1,5100 -1,5519 -1,6040 -1,6452 -1,6522 -1,6074 -1,5029 -1,3430 -1,1428 -0,9208 -0,6930 -0,4770 -0,2919 -0,1493 -0,0485 0,0180 0,0632 0,1105 0,1831 0,2892 0,4249 0,5878 0,7775 0,9818 1,1711 1,3141 1,3980 1,4332 1,4451 1,4562 1,4685 1,4594 1,3970 1,2601 1,0532 0,8095 0,5738 0,3765 0,2260 0,1206 0,0563 0,0228 -0,0007 -0,0404 -0,1175 -0,2380 -0,3913 -0,5616 -0,7430 -0,9403 -1,1580 -1,3888 -1,6096 -1,7878 -1,8917 -1,9012 -1,8136 -1,6437 -1,4180 -1,1643 -0,9046 -0,6572 -0,4435 -0,2864 -0,2026 -0,1971 -0,2628 -0,3816 -0,5241 -0,6515 -0,7277 -0,7333 -0,6701 -0,5542 -0,4066 -0,2495 -0,1054 0,0040 0,0658 0,0824 0,0698 0,0461 0,0198 -0,0136 -0,0660 -0,1499 -0,2686 -0,4076 -0,5371 -0,6264 -0,6605 -0,6479 -0,6128 -0,5744 -0,5316 -0,4692 -0,3829 -0,2998 -0,2689 -0,3331 -0,5095 -0,7887 -1,1437 -1,5431 -1,9611 -2,3792 -2,7795 -3,1453 -3,4675 -3,7449 -3,9842 -4,1976 -4,3965 -4,5854 -4,7651 -4,9365 -5,0991 -5,2501 -5,3841 -5,4876 -5,5388 -5,5156 -5,3999 -5,1758 -4,8305 -4,3680 -3,8181 -3,2289 -2,6482 -2,1122 -1,6426 -1,2514 -0,9461 -0,7285 -0,5903 -0,5164 -0,4894 -0,4878 -0,4844 -0,4481 -0,3467 -0,1558 0,1341 0,5161 0,9665 1,4505 1,9357 2,3976 2,8170 3,1826 3,4977 3,7759 4,0322 4,2819 4,5385 4,8069 5,0798 5,3455 5,5943 5,8210 6,0259 6,2164 6,4071 6,6122 6,8344 7,0586 7,2586 7,4120 7,5059 7,5321 7,4828 7,3552 7,1590 6,9222 6,6847 6,4823 6,3306 6,2250 6,1508 6,0938 6,0473 6,0144 6,0017 6,0064 6,0124 6,0010 5,9580 5,8724 5,7391 5,5678 5,3843 5,2187 5,0913 5,0104 4,9829 5,0160 5,1041 5,2242 5,3498 5,4610 5,5400 5,5667 5,5251 5,4139 5,2460 5,0414 4,8212 4,6099 4,4311 4,2983 4,2112 4,1611 4,1387 4,1361 4,1484 4,1740 4,2113 4,2538 4,2934 4,3294 4,3731 4,4437 4,5584 4,7257 4,9439 5,2030 5,4856 5,7691 6,0317 6,2617 6,4617 6,6409 6,8038 6,9513 7,0870 7,2198 7,3632 7,5290 7,7171 7,9089 8,0697 8,1605 8,1546 8,0482 7,8584 7,6130 7,3438 7,0846 6,8678 6,7170 6,6419 6,6417 6,7133 6,8537 7,0541 7,2950 7,5500 7,7949 8,0119 8,1889 8,3194 8,3963 8,4024 8,3133 8,1129 7,8103 7,4418 7,0594 6,7136 6,4404 6,2572 6,1684 6,1721 6,2601 6,4173 6,6224 6,8439 7,0392 7,1715 7,2307 7,2417 7,2542 7,3244 7,4955 7,7812 8,1628 8,6021 9,0595 9,5001 9,8926 10,2126 10,4531 10,6251 10,7475 10,8313 10,8734 10,8613 10,7841 10,6440 10,4594 10,2535 10,0403 9,8223 9,5990 9,3767 9,1696 8,9877 8,8232 8,6513 8,4469 8,2013 7,9261 7,6447 7,3808 7,1492 6,9547 6,8046 6,7168 6,7111 6,7995 6,9833 7,2445 7,5385 7,8056 7,9943 8,0795 8,0660 7,9752 7,8297 7,6481 7,4478 7,2452 7,0541 6,8857 6,7526 6,6692 6,6473 6,6900 6,7906 6,9398 7,1320 7,3625 7,6225 7,8940 8,1527 8,3792 8,5702 8,7394 8,9088 9,0965 9,3061 9,5303 9,7604 9,9835 10,1766 10,3153 10,3884 10,3976 10,3471 10,2361 10,0622 9,8286 9,5483 9,2429 8,9379 8,6609 8,4403 8,2960 8,2276 8,2136 8,2234 8,2317 8,2271 8,2146 8,2104 8,2269 8,2620 8,3057 8,3545 8,4156 8,4938 8,5805 8,6559 8,7012 8,7089 8,6824 8,6286 8,5509 8,4477 8,3177 8,1681 8,0191 7,9019 7,8451 7,8576 7,9226 8,0084 8,0854 8,1380 8,1685 8,1881 8,2011 8,1976 8,1615 8,0852 7,9730 7,8360 7,6880 7,5440 7,4189 7,3210 7,2485 7,1952 7,1588 7,1412 7,1420 7,1541 7,1684 7,1829 7,2080 7,2577 7,3349 7,4250 7,5007 7,5328 7,4995 7,3915 7,2095 6,9631 6,6804 6,4093 6,1975 6,0716 6,0399 6,1046 6,2600 6,4828 6,7266 6,9347 7,0667 7,1176 7,1101 7,0708 7,0137 6,9410 6,8484 6,7286 6,5751 6,3882 6,1781 5,9655 5,7767 5,6327 5,5409 5,4954 5,4815 5,4759 5,4492 5,3702 5,2088 4,9417 4,5649 4,1057 3,6186 3,1626 2,7786 2,4802 2,2607 2,1025 1,9874 1,9049 1,8547 1,8397 1,8558 1,8824 1,8838 1,8281 1,7069 1,5371 1,3460 1,1552 0,9750 0,8072 0,6469 0,4841 0,3071 0,1065 -0,1246 -0,3851 -0,6646 -0,9471 -1,2175 -1,4604 -1,6615 -1,8146 -1,9250 -2,0008 -2,0410 -2,0389 -1,9930 -1,9081 -1,7881 -1,6306 -1,4293 -1,1835 -0,9065 -0,6239 -0,3636 -0,1417 0,0425 0,2010 0,3496 0,5025 0,6683 0,8513 1,0572 1,2939 1,5616 1,8450 2,1208 2,3766 2,6175 2,8584 3,1174 3,4082 3,7323 4,0786 4,4298 4,7681 5,0825 5,3726 5,6413 5,8863 6,1010 6,2780 6,4066 6,4682 6,4394 6,3047 6,0708 5,7685 5,4438 5,1452 4,9084 4,7457 4,6473 4,5901 4,5466 4,4942 4,4246 4,3445 4,2622 4,1783 4,0897 3,9935 3,8829 3,7498 3,5953 3,4337 3,2858 3,1671 3,0795 3,0112 2,9459 2,8732 2,7895 2,6930 2,5771 2,4319 2,2585 2,0801 1,9325 1,8411 1,8067 1,8092 1,8214 1,8222 1,7968 1,7297 1,6083 1,4394 1,2553 1,1014 1,0187 1,0299 1,1342 1,3102 1,5258 1,7521 1,9752 2,1935 2,4025 2,5881 2,7354 2,8337 2,8715 2,8377 2,7283
F3    -0,9078 -0,9635 -1,0368 -1,1264 -1,2185 -1,2920 -1,3251 -1,3023 -1,2206 -1,0913 -0,9342 -0,7638 -0,5852 -0,4052 -0,2391 -0,1020 -0,0014 0,0594 0,0830 0,0883 0,1068 0,1593 0,2495 0,3762 0,5357 0,7126 0,8802 1,0128 1,0977 1,1388 1,1575 1,1822 1,2276 1,2806 1,3055 1,2622 1,1315 0,9320 0,7052 0,4852 0,2883 0,1234 -0,0022 -0,0911 -0,1618 -0,2425 -0,3596 -0,5258 -0,7313 -0,9522 -1,1678 -1,3689 -1,5532 -1,7178 -1,8552 -1,9542 -2,0041 -1,9989 -1,9365 -1,8204 -1,6626 -1,4835 -1,3038 -1,1397 -1,0070 -0,9241 -0,9031 -0,9432 -1,0354 -1,1708 -1,3357 -1,5035 -1,6413 -1,7277 -1,7580 -1,7370 -1,6685 -1,5508 -1,3847 -1,1858 -0,9844 -0,8110 -0,6838 -0,6076 -0,5786 -0,5923 -0,6498 -0,7532 -0,8932 -1,0436 -1,1722 -1,2570 -1,2971 -1,3101 -1,3209 -1,3455 -1,3821 -1,4202 -1,4607 -1,5268 -1,6509 -1,8538 -2,1301 -2,4510 -2,7822 -3,1017 -3,4068 -3,7013 -3,9770 -4,2125 -4,3871 -4,4908 -4,5291 -4,5247 -4,5097 -4,5161 -4,5709 -4,6919 -4,8789 -5,1141 -5,3675 -5,6021 -5,7789 -5,8667 -5,8481 -5,7190 -5,4847 -5,1605 -4,7736 -4,3576 -3,9388 -3,5314 -3,1438 -2,7875 -2,4757 -2,2151 -2,0025 -1,8322 -1,6980 -1,5878 -1,4829 -1,3631 -1,2146 -1,0360 -0,8340 -0,6106 -0,3635 -0,0925 0,2028 0,5235 0,8671 1,2296 1,6125 2,0178 2,4373 2,8543 3,2539 3,6253 3,9636 4,2728 4,5617 4,8393 5,1163 5,4069 5,7227 6,0631 6,4091 6,7254 6,9734 7,1279 7,1852 7,1551 7,0502 6,8852 6,6817 6,4699 6,2798 6,1298 6,0213 5,9436 5,8838 5,8331 5,7907 5,7666 5,7708 5,7947 5,8137 5,8073 5,7617 5,6583 5,4781 5,2219 4,9184 4,6086 4,3277 4,1012 3,9512 3,8957 3,9355 4,0499 4,2083 4,3791 4,5292 4,6263 4,6476 4,5848 4,4423 4,2354 3,9917 3,7494 3,5462 3,4001 3,3016 3,2273 3,1588 3,0922 3,0334 2,9861 2,9413 2,8774 2,7727 2,6244 2,4570 2,3157 2,2470 2,2798 2,4159 2,6343 2,8980 3,1655 3,4029 3,5936 3,7411 3,8598 3,9606 4,0466 4,1195 4,1893 4,2782 4,4109 4,5993 4,8349 5,0864 5,3062 5,4480 5,4875 5,4293 5,2975 5,1206 4,9252 4,7348 4,5728 4,4628 4,4229 4,4589 4,5634 4,7222 4,9220 5,1539 5,4081 5,6655 5,9002 6,0901 6,2181 6,2595 6,1836 5,9756 5,6556 5,2700 4,8744 4,5214 4,2503 4,0792 4,0068 4,0203 4,1007 4,2305 4,3986 4,5934 4,7942 4,9760 5,1235 5,2444 5,3708 5,5467 5,8062 6,1578 6,5820 7,0424 7,4988 7,9134 8,2514 8,4880 8,6218 8,6767 8,6854 8,6699 8,6353 8,5761 8,4829 8,3510 8,1849 7,9919 7,7737 7,5264 7,2501 6,9579 6,6710 6,4050 6,1590 5,9202 5,6761 5,4253 5,1771 4,9448 4,7397 4,5651 4,4199 4,3069 4,2374 4,2259 4,2869 4,4298 4,6448 4,8936 5,1199 5,2747 5,3394 5,3317 5,2833 5,2116 5,1131 4,9766 4,7991 4,5904 4,3683 4,1548 3,9765 3,8599 3,8199 3,8530 3,9422 4,0674 4,2130 4,3721 4,5422 4,7175 4,8876 5,0441 5,1891 5,3406 5,5231 5,7480 6,0083 6,2874 6,5626 6,8047 6,9911 7,1193 7,2017 7,2479 7,2518 7,1931 7,0497 6,8120 6,4899 6,1118 5,7164 5,3446 5,0280 4,7771 4,5774 4,4020 4,2324 4,0712 3,9367 3,8475 3,8067 3,8000 3,8096 3,8323 3,8819 3,9726 4,0999 4,2385 4,3562 4,4297 4,4522 4,4352 4,4022 4,3748 4,3609 4,3569 4,3577 4,3628 4,3727 4,3800 4,3686 4,3215 4,2293 4,0954 3,9413 3,7996 3,6927 3,6173 3,5478 3,4560 3,3285 3,1737 3,0153 2,8803 2,7867 2,7371 2,7198 2,7165 2,7138 2,7113 2,7193 2,7491 2,8069 2,8948 3,0155 3,1674 3,3355 3,4901 3,5999 3,6427 3,6077 3,4898 3,2855 3,0018 2,6748 2,3698 2,1511 2,0540 2,0838 2,2247 2,4456 2,7020 2,9417 3,1186 3,2081 3,2096 3,1396 3,0206 2,8719 2,7091 2,5479 2,4037 2,2875 2,2011 2,1379 2,0919 2,0603 2,0364 2,0079 1,9659 1,9100 1,8413 1,7564 1,6504 1,5163 1,3393 1,1043 0,8143 0,4967 0,1894 -0,0752 -0,2782 -0,4174 -0,5082 -0,5789 -0,6576 -0,7559 -0,8618 -0,9527 -1,0227 -1,0946 -1,1983 -1,3436 -1,5151 -1,6863 -1,8352 -1,9524 -2,0424 -2,1197 -2,2025 -2,3082 -2,4500 -2,6350 -2,8635 -3,1286 -3,4187 -3,7154 -3,9900 -4,2149 -4,3827 -4,5072 -4,6046 -4,6751 -4,7091 -4,7058 -4,6748 -4,6217 -4,5384 -4,4092 -4,2239 -3,9854 -3,7131 -3,4390 -3,1882 -2,9634 -2,7519 -2,5426 -2,3296 -2,1104 -1,8813 -1,6341 -1,3629 -1,0806 -0,8209 -0,6140 -0,4630 -0,3496 -0,2517 -0,1478 -0,0134 0,1744 0,4253 0,7290 1,0626 1,4050 1,7434 2,0659 2,3586 2,6114 2,8196 2,9751 3,0595 3,0515 2,9431 2,7499 2,5088 2,2696 2,0813 1,9721 1,9366 1,9439 1,9586 1,9557 1,9248 1,8687 1,7989 1,7274 1,6579 1,5873 1,5106 1,4202 1,3088 1,1811 1,0592 0,9685 0,9178 0,8922 0,8629 0,8034 0,7028 0,5654 0,3975 0,1947 -0,0552 -0,3504 -0,6592 -0,9298 -1,1170 -1,2043 -1,2111 -1,1803 -1,1503 -1,1386 -1,1491 -1,1826 -1,2353 -1,2915 -1,3254 -1,3108 -1,2331 -1,0947 -0,9117 -0,7073 -0,4996 -0,2916 -0,0738 0,1553 0,3762 0,5590 0,6808 0,7307 0,7093 0,6274
F7    -0,1089 -0,1189 -0,1977 -0,3366 -0,5185 -0,7185 -0,9014 -1,0301 -1,0845 -1,0746 -1,0335 -0,9912 -0,9572 -0,9229 -0,8709 -0,7802 -0,6385 -0,4561 -0,2603 -0,0760 0,0853 0,2224 0,3433 0,4665 0,6117 0,7822 0,9607 1,1203 1,2367 1,2942 1,2950 1,2585 1,2068 1,1518 1,0929 1,0194 0,9221 0,8062 0,6837 0,5543 0,4073 0,2386 0,0578 -0,1220 -0,2959 -0,4711 -0,6595 -0,8642 -1,0710 -1,2573 -1,4078 -1,5192 -1,5936 -1,6308 -1,6291 -1,5882 -1,5072 -1,3816 -1,2054 -0,9793 -0,7179 -0,4453 -0,1862 0,0368 0,1996 0,2835 0,2903 0,2370 0,1369 -0,0071 -0,1902 -0,3936 -0,5893 -0,7516 -0,8606 -0,8973 -0,8414 -0,6801 -0,4224 -0,1038 0,2240 0,5116 0,7288 0,8688 0,9374 0,9362 0,8506 0,6646 0,3947 0,0984 -0,1556 -0,3207 -0,3824 -0,3589 -0,2939 -0,2292 -0,1770 -0,1297 -0,0940 -0,1053 -0,2045 -0,4070 -0,6945 -1,0288 -1,3709 -1,6924 -1,9751 -2,2014 -2,3480 -2,3966 -2,3461 -2,2097 -2,0101 -1,7783 -1,5477 -1,3473 -1,2060 -1,1567 -1,2243 -1,4109 -1,6971 -2,0479 -2,4203 -2,7687 -3,0494 -3,2223 -3,2553 -3,1369 -2,8852 -2,5432 -2,1618 -1,7852 -1,4440 -1,1512 -0,9053 -0,6988 -0,5272 -0,3942 -0,3081 -0,2648 -0,2377 -0,1894 -0,0962 0,0381 0,1913 0,3448 0,4953 0,6539 0,8447 1,0966 1,4230 1,8163 2,2616 2,7443 3,2444 3,7380 4,2051 4,6300 4,9983 5,2989 5,5251 5,6822 5,7957 5,9043 6,0382 6,2019 6,3776 6,5381 6,6613 6,7401 6,7822 6,8032 6,8176 6,8279 6,8221 6,7832 6,7021 6,5761 6,4006 6,1719 5,8970 5,6009 5,3232 5,1100 4,9992 4,9989 5,0851 5,2200 5,3622 5,4600 5,4552 5,3149 5,0575 4,7407 4,4206 4,1293 3,8875 3,7186 3,6374 3,6365 3,6899 3,7613 3,8059 3,7803 3,6656 3,4793 3,2657 3,0726 2,9295 2,8475 2,8343 2,8923 3,0026 3,1243 3,2159 3,2551 3,2336 3,1417 2,9634 2,6898 2,3315 1,9222 1,5104 1,1446 0,8629 0,6917 0,6458 0,7191 0,8753 1,0584 1,2183 1,3302 1,3969 1,4361 1,4659 1,4961 1,5237 1,5387 1,5376 1,5278 1,5190 1,5150 1,5118 1,5016 1,4811 1,4551 1,4296 1,4020 1,3633 1,3082 1,2440 1,1875 1,1538 1,1464 1,1571 1,1740 1,1917 1,2147 1,2507 1,3022 1,3647 1,4314 1,4951 1,5420 1,5415 1,4507 1,2396 0,9142 0,5143 0,0948 -0,2882 -0,5874 -0,7734 -0,8394 -0,7992 -0,6817 -0,5163 -0,3194 -0,1006 0,1224 0,3183 0,4573 0,5361 0,5855 0,6548 0,7882 1,0029 1,2750 1,5516 1,7850 1,9531 2,0516 2,0843 2,0679 2,0338 2,0128 2,0141 2,0195 1,9957 1,9119 1,7552 1,5424 1,3141 1,1125 0,9597 0,8508 0,7663 0,6921 0,6261 0,5655 0,4962 0,3976 0,2558 0,0778 -0,1092 -0,2800 -0,4347 -0,5904 -0,7511 -0,8984 -1,0059 -1,0493 -1,0080 -0,8739 -0,6649 -0,4244 -0,2046 -0,0444 0,0451 0,0691 0,0271 -0,0880 -0,2735 -0,5076 -0,7556 -0,9852 -1,1783 -1,3303 -1,4409 -1,5081 -1,5269 -1,4914 -1,3956 -1,2386 -1,0337 -0,8174 -0,6393 -0,5374 -0,5207 -0,5697 -0,6468 -0,7112 -0,7341 -0,7052 -0,6244 -0,4963 -0,3316 -0,1471 0,0422 0,2306 0,4179 0,5971 0,7479 0,8393 0,8386 0,7217 0,4815 0,1318 -0,2909 -0,7340 -1,1461 -1,4920 -1,7548 -1,9299 -2,0211 -2,0395 -2,0007 -1,9262 -1,8505 -1,8139 -1,8403 -1,9235 -2,0368 -2,1500 -2,2364 -2,2741 -2,2487 -2,1563 -2,0070 -1,8280 -1,6563 -1,5257 -1,4572 -1,4529 -1,4955 -1,5578 -1,6227 -1,6962 -1,8025 -1,9678 -2,1998 -2,4741 -2,7420 -2,9584 -3,1030 -3,1830 -3,2198 -3,2329 -3,2323 -3,2221 -3,2058 -3,1834 -3,1519 -3,1163 -3,0929 -3,0979 -3,1325 -3,1781 -3,2075 -3,2032 -3,1641 -3,0953 -3,0011 -2,8877 -2,7609 -2,6193 -2,4592 -2,2851 -2,1136 -1,9721 -1,8908 -1,8819 -1,9259 -1,9832 -2,0172 -2,0049 -1,9392 -1,8300 -1,7021 -1,5855 -1,5024 -1,4613 -1,4624 -1,5047 -1,5858 -1,6937 -1,8045 -1,8849 -1,8997 -1,8222 -1,6472 -1,3932 -1,0940 -0,7883 -0,5132 -0,3010 -0,1781 -0,1579 -0,2343 -0,3856 -0,5854 -0,8161 -1,0763 -1,3751 -1,7112 -2,0557 -2,3576 -2,5697 -2,6721 -2,6766 -2,6124 -2,5079 -2,3843 -2,2591 -2,1476 -2,0601 -2,0060 -2,0011 -2,0616 -2,1871 -2,3544 -2,5279 -2,6777 -2,7920 -2,8739 -2,9346 -2,9890 -3,0510 -3,1345 -3,2581 -3,4422 -3,6951 -4,0054 -4,3478 -4,6901 -5,0058 -5,2860 -5,5379 -5,7624 -5,9407 -6,0506 -6,0920 -6,0859 -6,0509 -5,9841 -5,8651 -5,6780 -5,4295 -5,1529 -4,8961 -4,6971 -4,5630 -4,4768 -4,4173 -4,3639 -4,2906 -4,1713 -3,9976 -3,7885 -3,5806 -3,4071 -3,2740 -3,1577 -3,0273 -2,8567 -2,6224 -2,3106 -1,9313 -1,5181 -1,1158 -0,7610 -0,4646 -0,2111 0,0175 0,2223 0,3902 0,5028 0,5392 0,4818 0,3230 0,0751 -0,2281 -0,5378 -0,8004 -0,9714 -1,0311 -0,9885 -0,8694 -0,7051 -0,5298 -0,3740 -0,2492 -0,1458 -0,0544 0,0178 0,0567 0,0601 0,0410 0,0149 -0,0136 -0,0512 -0,1037 -0,1696 -0,2480 -0,3435 -0,4607 -0,5988 -0,7527 -0,9183 -1,0987 -1,3029 -1,5286 -1,7460 -1,9095 -1,9910 -1,9977 -1,9646 -1,9325 -1,9258 -1,9475 -1,9946 -2,0676 -2,1576 -2,2358 -2,2637 -2,2121 -2,0727 -1,8571 -1,5895 -1,3000 -1,0147 -0,7440 -0,4863 -0,2469 -0,0432 0,1098 0,2063 0,2460 0,2375 0,2030
