Fp1   0,4009 0,2614 0,1170 -0,0012 -0,0604 -0,0393 0,0685 0,2474 0,4557 0,6382 0,7531 0,7835 0,7276 0,5926 0,3992 0,1802 -0,0350 -0,2352 -0,4261 -0,6212 -0,8338 -1,0659 -1,2953 -1,4759 -1,5598 -1,5240 -1,3775 -1,1487 -0,8741 -0,5931 -0,3414 -0,1443 -0,0106 0,0705 0,1234 0,1720 0,2308 0,3050 0,3893 0,4635 0,5004 0,4838 0,4232 0,3580 0,3419 0,4137 0,5781 0,8084 1,0641 1,3112 1,5293 1,7067 1,8382 1,9295 1,9960 2,0540 2,1101 2,1570 2,1788 2,1646 2,1182 2,0585 2,0155 2,0275 2,1302 2,3409 2,6496 3,0207 3,3964 3,7120 3,9245 4,0286 4,0552 4,0596 4,1009 4,2180 4,4161 4,6679 4,9273 5,1460 5,2961 5,3842 5,4432 5,5095 5,6046 5,7278 5,8585 5,9675 6,0282 6,0216 5,9360 5,7672 5,5236 5,2318 4,9286 4,6367 4,3515 4,0553 3,7353 3,3932 3,0486 2,7334 2,4789 2,3038 2,2150 2,2130 2,2927 2,4358 2,6080 2,7690 2,8927 2,9800 3,0590 3,1773 3,3842 3,7092 4,1500 4,6756 5,2370 5,7878 6,3041 6,7878 7,2602 7,7518 8,2877 8,8756 9,4998 10,1199 10,6769 11,1148 11,4073 11,5665 11,6272 11,6294 11,6045 11,5593 11,4736 11,3190 11,0719 10,7173 10,2557 9,7065 9,1075 8,5164 8,0023 7,6191 7,3829 7,2707 7,2322 7,2091 7,1616 7,0853 7,0021 6,9377 6,9052 6,8999 6,9028 6,8880 6,8312 6,7207 6,5685 6,4068 6,2691 6,1789 6,1524 6,1981 6,3048 6,4348 6,5318 6,5436 6,4451 6,2506 6,0074 5,7734 5,5943 5,4933 5,4652 5,4757 5,4707 5,3954 5,2117 4,9086 4,5114 4,0837 3,7040 3,4258 3,2524 3,1440 3,0436 2,9014 2,6826 2,3692 1,9621 1,4863 0,9883 0,5176 0,1008 -0,2681 -0,6181 -0,9835 -1,3858 -1,8173 -2,2356 -2,5761 -2,7760 -2,7961 -2,6324 -2,3191 -1,9228 -1,5225 -1,1798 -0,9143 -0,7047 -0,5126 -0,3017 -0,0489 0,2502 0,5793 0,9074 1,1995 1,4299 1,5915 1,6987 1,7818 1,8753 2,0008 2,1539 2,3073 2,4240 2,4725 2,4373 2,3227 2,1539 1,9680 1,7990 1,6638 1,5565 1,4541 1,3305 1,1702 0,9737 0,7489 0,5013 0,2349 -0,0414 -0,3159 -0,5837 -0,8472 -1,1079 -1,3591 -1,5878 -1,7795 -1,9211 -2,0019 -2,0126 -1,9529 -1,8403 -1,7084 -1,5923 -1,5125 -1,4701 -1,4531 -1,4431 -1,4154 -1,3404 -1,1936 -0,9701 -0,6953 -0,4191 -0,1985 -0,0756 -0,0621 -0,1316 -0,2272 -0,2802 -0,2339 -0,0618 0,2266 0,5958 1,0052 1,4273 1,8478 2,2604 2,6635 3,0543 3,4215 3,7474 4,0149 4,2086 4,3180 4,3435 4,3036 4,2365 4,1963 4,2377 4,3955 4,6676 5,0137 5,3705 5,6809 5,9196 6,1034 6,2779 6,4925 6,7788 7,1399 7,5484 7,9441 8,2407 8,3598 8,2795 8,0501 7,7665 7,5266 7,4007 7,4151 7,5517 7,7635 7,9984 8,2172 8,4035 8,5640 8,7170 8,8795 9,0598 9,2537 9,4461 9,6174 9,7526 9,8497 9,9212 9,9900 10,0807 10,2055 10,3557 10,5104 10,6437 10,7280 10,7418 10,6804 10,5600 10,4136 10,2808 10,1985 10,1952 10,2821 10,4426 10,6345 10,8067 10,9165 10,9362 10,8553 10,6840 10,4509 10,1884 9,9138 9,6311 9,3507 9,0956 8,8862 8,7281 8,6197 8,5709 8,6067 8,7460 8,9815 9,2818 9,6012 9,8863 10,0888 10,1852 10,1925 10,1657 10,1755 10,2731 10,4620 10,6975 10,9154 11,0619 11,1058 11,0392 10,8805 10,6765 10,4899 10,3749 10,3538 10,4136 10,5169 10,6208 10,6930 10,7197 10,7032 10,6582 10,6101 10,5886 10,6111 10,6682 10,7239 10,7292 10,6404 10,4386 10,1385 9,7873 9,4471 9,1646 8,9522 8,7929 8,6560 8,5156 8,3682 8,2340 8,1387 8,1010 8,1318 8,2304 8,3787 8,5476 8,7113 8,8539 8,9715 9,0744 9,1838 9,3214 9,4999 9,7186 9,9653 10,2222 10,4675 10,6666 10,7761 10,7698 10,6545 10,4619 10,2364 10,0218 9,8429 9,6972 9,5610 9,4033 9,1992 8,9412 8,6474 8,3649 8,1560 8,0696 8,1171 8,2680 8,4601 8,6232 8,7083 8,7049 8,6381 8,5543 8,5043 8,5291 8,6456 8,8329 9,0369 9,1987 9,2825 9,2824 9,2166 9,1183 9,0270 8,9759 8,9806 9,0344 9,1090 9,1651 9,1697 9,1068 8,9730 8,7735 8,5256 8,2573 7,9989 7,7741 7,5947 7,4556 7,3398 7,2284 7,1102 6,9849 6,8603 6,7454 6,6486 6,5770 6,5292 6,4897 6,4407 6,3774 6,3111 6,2600 6,2407 6,2629 6,3232 6,4051 6,4893 6,5623 6,6163 6,6497 6,6722 6,7095 6,7996 6,9739 7,2400 7,5832 7,9762 8,3863 8,7813 9,1359 9,4338 9,6652 9,8303 9,9432 10,0251 10,0894 10,1362 10,1543 10,1216 10,0081 9,7914 9,4759 9,1033 8,7379 8,4260 8,1645 7,9109 7,6238 7,2916 6,9275 6,5546 6,1962 5,8699 5,5843 5,3418 5,1393 4,9676 4,8157 4,6764 4,5485 4,4337 4,3313 4,2396 4,1597 4,0899 4,0185 3,9244 3,7866 3,5960 3,3614 3,1052 2,8543 2,6365 2,4776 2,3890 2,3559 2,3405 2,2960 2,1785 1,9621 1,6532 1,2991 0,9720 0,7297 0,5817 0,4940 0,4173 0,3086 0,1420 -0,0861 -0,3609 -0,6576 -0,9463 -1,1977 -1,3993 -1,5717 -1,7595 -1,9963 -2,2774 -2,5635 -2,8028 -2,9506 -2,9791 -2,8806 -2,6665 -2,3677 -2,0343 -1,7279 -1,5053 -1,3992 -1,4106 -1,5103 -1,6439 -1,7445 -1,7600 -1,6771 -1,5230 -1,3451 -1,1896
Fz    0,9446 0,8166 0,6702 0,5270 0,4115 0,3440 0,3377 0,3899 0,4746 0,5496 0,5750 0,5246 0,3843 0,1559 -0,1317 -0,4243 -0,6713 -0,8528 -0,9795 -1,0730 -1,1547 -1,2398 -1,3283 -1,3971 -1,4112 -1,3463 -1,1991 -0,9797 -0,7085 -0,4167 -0,1388 0,0989 0,2832 0,4139 0,5007 0,5562 0,5893 0,6042 0,5990 0,5648 0,4909 0,3764 0,2394 0,1178 0,0572 0,0946 0,2472 0,5043 0,8300 1,1793 1,5158 1,8149 2,0624 2,2557 2,4018 2,5108 2,5923 2,6515 2,6880 2,6995 2,6858 2,6501 2,6016 2,5615 2,5605 2,6262 2,7723 2,9944 3,2639 3,5327 3,7539 3,9028 3,9841 4,0281 4,0763 4,1608 4,2892 4,4459 4,6032 4,7337 4,8232 4,8797 4,9313 5,0126 5,1473 5,3365 5,5579 5,7774 5,9646 6,0991 6,1652 6,1466 6,0319 5,8255 5,5467 5,2145 4,8384 4,4278 4,0038 3,5979 3,2447 2,9751 2,8078 2,7413 2,7551 2,8221 2,9197 3,0294 3,1306 3,2008 3,2263 3,2097 3,1735 3,1582 3,2102 3,3617 3,6185 3,9631 4,3641 4,7942 5,2447 5,7251 6,2547 6,8526 7,5250 8,2591 9,0262 9,7861 10,4916 11,1000 11,5897 11,9637 12,2399 12,4420 12,5906 12,6917 12,7329 12,6950 12,5593 12,3087 11,9343 11,4422 10,8609 10,2454 9,6673 9,1904 8,8524 8,6613 8,5985 8,6260 8,7028 8,7998 8,9011 8,9970 9,0811 9,1486 9,1965 9,2245 9,2312 9,2114 9,1604 9,0806 8,9792 8,8673 8,7634 8,6887 8,6537 8,6479 8,6417 8,5991 8,4948 8,3263 8,1155 7,8946 7,6931 7,5307 7,4123 7,3225 7,2279 7,0904 6,8795 6,5818 6,2095 5,8053 5,4275 5,1200 4,8899 4,7097 4,5346 4,3221 4,0416 3,6775 3,2281 2,7074 2,1470 1,5889 1,0660 0,5888 0,1480 -0,2730 -0,6836 -1,0736 -1,4111 -1,6502 -1,7463 -1,6731 -1,4332 -1,0605 -0,6114 -0,1486 0,2804 0,6552 0,9775 1,2588 1,5161 1,7689 2,0297 2,2966 2,5579 2,8019 3,0232 3,2227 3,4077 3,5895 3,7815 3,9910 4,2102 4,4139 4,5660 4,6341 4,6011 4,4683 4,2537 3,9866 3,6985 3,4153 3,1518 2,9104 2,6865 2,4777 2,2874 2,1165 1,9551 1,7847 1,5882 1,3535 1,0742 0,7527 0,4073 0,0707 -0,2231 -0,4517 -0,6080 -0,6942 -0,7141 -0,6731 -0,5854 -0,4757 -0,3703 -0,2861 -0,2277 -0,1930 -0,1765 -0,1652 -0,1368 -0,0680 0,0528 0,2161 0,3905 0,5332 0,6082 0,5999 0,5186 0,3988 0,2924 0,2553 0,3297 0,5317 0,8526 1,2735 1,7744 2,3309 2,9115 3,4850 4,0264 4,5181 4,9508 5,3229 5,6328 5,8746 6,0453 6,1552 6,2337 6,3232 6,4660 6,6888 6,9923 7,3499 7,7167 8,0494 8,3251 8,5521 8,7624 8,9927 9,2664 9,5867 9,9378 10,2838 10,5688 10,7341 10,7521 10,6431 10,4652 10,2912 10,1837 10,1734 10,2543 10,3959 10,5616 10,7232 10,8688 11,0026 11,1374 11,2872 11,4601 11,6503 11,8385 12,0041 12,1372 12,2428 12,3360 12,4352 12,5549 12,6957 12,8441 12,9838 13,1019 13,1880 13,2355 13,2446 13,2215 13,1771 13,1252 13,0813 13,0613 13,0752 13,1184 13,1723 13,2157 13,2332 13,2160 13,1597 13,0663 12,9475 12,8181 12,6820 12,5340 12,3768 12,2284 12,1079 12,0235 11,9755 11,9694 12,0188 12,1331 12,3059 12,5175 12,7427 12,9516 13,1129 13,2082 13,2470 13,2678 13,3190 13,4324 13,6071 13,8145 14,0181 14,1878 14,3005 14,3370 14,2879 14,1634 13,9954 13,8235 13,6752 13,5572 13,4595 13,3684 13,2755 13,1789 13,0793 12,9801 12,8929 12,8350 12,8160 12,8289 12,8515 12,8526 12,7978 12,6573 12,4182 12,0982 11,7404 11,3880 11,0623 10,7647 10,4891 10,2349 10,0130 9,8406 9,7280 9,6728 9,6663 9,6970 9,7499 9,8099 9,8679 9,9241 9,9836 10,0545 10,1455 10,2632 10,4085 10,5766 10,7592 10,9476 11,1295 11,2788 11,3579 11,3405 11,2255 11,0301 10,7840 10,5246 10,2849 10,0808 9,9066 9,7410 9,5600 9,3518 9,1271 8,9194 8,7715 8,7148 8,7560 8,8766 9,0381 9,1932 9,3026 9,3508 9,3528 9,3442 9,3645 9,4421 9,5867 9,7830 9,9939 10,1769 10,3013 10,3546 10,3426 10,2875 10,2223 10,1787 10,1751 10,2114 10,2690 10,3182 10,3295 10,2815 10,1582 9,9484 9,6562 9,3081 8,9479 8,6236 8,3728 8,2084 8,1160 8,0625 8,0118 7,9371 7,8261 7,6832 7,5258 7,3750 7,2409 7,1179 6,9971 6,8801 6,7790 6,7051 6,6644 6,6585 6,6822 6,7237 6,7723 6,8242 6,8813 6,9488 7,0316 7,1339 7,2611 7,4172 7,6022 7,8150 8,0577 8,3313 8,6301 8,9406 9,2433 9,5173 9,7506 9,9463 10,1191 10,2834 10,4441 10,5938 10,7101 10,7604 10,7166 10,5727 10,3510 10,0909 9,8220 9,5468 9,2486 8,9158 8,5523 8,1694 7,7776 7,3874 7,0101 6,6588 6,3498 6,0956 5,8962 5,7414 5,6175 5,5120 5,4140 5,3125 5,1969 5,0588 4,8899 4,6821 4,4316 4,1405 3,8170 3,4761 3,1402 2,8357 2,5892 2,4202 2,3289 2,2880 2,2522 2,1764 2,0270 1,7889 1,4753 1,1307 0,8168 0,5799 0,4243 0,3168 0,2134 0,0797 -0,1032 -0,3419 -0,6328 -0,9627 -1,3070 -1,6357 -1,9308 -2,2006 -2,4706 -2,7567 -3,0483 -3,3158 -3,5275 -3,6590 -3,6969 -3,6398 -3,4977 -3,2919 -3,0532 -2,8197 -2,6306 -2,5150 -2,4813 -2,5127 -2,5695 -2,5983 -2,5544 -2,4250 -2,2327 -2,0208 -1,8361
F3    0,5018 0,2842 0,0989 -0,0278 -0,0800 -0,0540 0,0397 0,1732 0,3067 0,4019 0,4360 0,4022 0,3044 0,1554 -0,0162 -0,1686 -0,2701 -0,3210 -0,3503 -0,3936 -0,4776 -0,6117 -0,7813 -0,9476 -1,0646 -1,1008 -1,0494 -0,9233 -0,7479 -0,5531 -0,3625 -0,1892 -0,0392 0,0864 0,1919 0,2861 0,3783 0,4714 0,5513 0,5898 0,5636 0,4741 0,3516 0,2451 0,2008 0,2439 0,3750 0,5742 0,8069 1,0348 1,2300 1,3811 1,4902 1,5696 1,6369 1,7075 1,7875 1,8712 1,9470 2,0051 2,0421 2,0640 2,0859 2,1295 2,2150 2,3538 2,5479 2,7876 3,0453 3,2794 3,4522 3,5471 3,5741 3,5670 3,5726 3,6310 3,7561 3,9315 4,1213 4,2883 4,4098 4,4877 4,5466 4,6208 4,7388 4,9117 5,1277 5,3570 5,5637 5,7119 5,7700 5,7173 5,5562 5,3167 5,0422 4,7630 4,4840 4,1974 3,8983 3,5919 3,2949 3,0333 2,8302 2,6967 2,6317 2,6241 2,6531 2,6913 2,7141 2,7081 2,6770 2,6388 2,6195 2,6483 2,7509 2,9421 3,2246 3,5890 4,0151 4,4817 4,9793 5,5118 6,0918 6,7349 7,4458 8,2062 8,9758 9,7023 10,3340 10,8316 11,1818 11,4021 11,5287 11,6010 11,6491 11,6815 11,6834 11,6271 11,4804 11,2145 10,8190 10,3115 9,7372 9,1627 8,6605 8,2857 8,0619 7,9833 8,0220 8,1358 8,2850 8,4444 8,6000 8,7426 8,8660 8,9658 9,0362 9,0701 9,0567 8,9837 8,8497 8,6728 8,4828 8,3082 8,1721 8,0898 8,0611 8,0654 8,0658 8,0220 7,9063 7,7172 7,4812 7,2402 7,0322 6,8788 6,7803 6,7145 6,6419 6,5163 6,2994 5,9743 5,5573 5,0982 4,6598 4,2873 3,9893 3,7413 3,5012 3,2267 2,8852 2,4577 1,9437 1,3667 0,7735 0,2175 -0,2646 -0,6651 -1,0034 -1,3129 -1,6208 -1,9283 -2,2043 -2,3958 -2,4474 -2,3240 -2,0262 -1,5940 -1,0959 -0,6089 -0,1936 0,1222 0,3434 0,4948 0,6076 0,7095 0,8146 0,9225 1,0286 1,1309 1,2296 1,3293 1,4435 1,5941 1,8002 2,0636 2,3593 2,6407 2,8575 2,9771 2,9964 2,9376 2,8329 2,7104 2,5854 2,4588 2,3221 2,1626 1,9685 1,7349 1,4685 1,1846 0,8979 0,6152 0,3321 0,0362 -0,2834 -0,6265 -0,9793 -1,3187 -1,6203 -1,8602 -2,0180 -2,0801 -2,0425 -1,9163 -1,7337 -1,5406 -1,3729 -1,2416 -1,1381 -1,0515 -0,9784 -0,9159 -0,8519 -0,7652 -0,6375 -0,4659 -0,2691 -0,0836 0,0484 0,0941 0,0477 -0,0593 -0,1642 -0,1974 -0,1111 0,1072 0,4418 0,8683 1,3639 1,9035 2,4593 3,0094 3,5402 4,0389 4,4889 4,8740 5,1809 5,4026 5,5447 5,6316 5,7060 5,8185 6,0107 6,2990 6,6670 7,0715 7,4612 7,7969 8,0657 8,2853 8,4940 8,7298 9,0122 9,3373 9,6829 10,0102 10,2662 10,4005 10,3947 10,2759 10,1062 9,9611 9,9047 9,9656 10,1281 10,3447 10,5611 10,7393 10,8700 10,9710 11,0704 11,1883 11,3281 11,4762 11,6113 11,7219 11,8149 11,9102 12,0258 12,1708 12,3449 12,5358 12,7205 12,8752 12,9785 13,0103 12,9607 12,8421 12,6891 12,5435 12,4362 12,3802 12,3775 12,4234 12,5038 12,5942 12,6661 12,6933 12,6584 12,5593 12,4094 12,2293 12,0352 11,8295 11,6063 11,3699 11,1428 10,9545 10,8258 10,7676 10,7898 10,9023 11,1010 11,3587 11,6368 11,8996 12,1165 12,2635 12,3359 12,3594 12,3841 12,4602 12,6093 12,8126 13,0252 13,2031 13,3218 13,3723 13,3518 13,2662 13,1395 13,0093 12,9073 12,8453 12,8166 12,8058 12,7995 12,7898 12,7716 12,7379 12,6840 12,6148 12,5451 12,4879 12,4450 12,4069 12,3539 12,2561 12,0829 11,8229 11,4996 11,1641 10,8618 10,6065 10,3844 10,1727 9,9587 9,7481 9,5586 9,4055 9,2967 9,2367 9,2231 9,2393 9,2634 9,2827 9,2992 9,3269 9,3886 9,5064 9,6884 9,9238 10,1895 10,4598 10,7167 10,9505 11,1459 11,2773 11,3258 11,2923 11,1933 11,0549 10,9059 10,7636 10,6245 10,4677 10,2686 10,0127 9,7060 9,3815 9,0931 8,8941 8,8143 8,8542 8,9886 9,1721 9,3519 9,4888 9,5719 9,6142 9,6370 9,6590 9,6956 9,7592 9,8506 9,9552 10,0530 10,1307 10,1854 10,2202 10,2388 10,2435 10,2355 10,2188 10,2019 10,1902 10,1781 10,1509 10,0886 9,9670 9,7663 9,4854 9,1503 8,8062 8,5018 8,2711 8,1241 8,0506 8,0289 8,0330 8,0394 8,0340 8,0104 7,9660 7,9010 7,8174 7,7162 7,5997 7,4778 7,3682 7,2890 7,2539 7,2707 7,3352 7,4302 7,5348 7,6313 7,7068 7,7554 7,7826 7,8071 7,8577 7,9606 8,1275 8,3546 8,6303 8,9397 9,2635 9,5771 9,8551 10,0780 10,2414 10,3618 10,4699 10,5924 10,7324 10,8648 10,9432 10,9179 10,7582 10,4682 10,0874 9,6735 9,2744 8,9081 8,5684 8,2442 7,9281 7,6117 7,2857 6,9485 6,6093 6,2840 5,9893 5,7352 5,5199 5,3350 5,1760 5,0469 4,9532 4,8893 4,8349 4,7609 4,6389 4,4496 4,1869 3,8602 3,4962 3,1374 2,8298 2,6056 2,4747 2,4262 2,4323 2,4536 2,4501 2,3877 2,2405 1,9962 1,6680 1,3006 0,9566 0,6855 0,5003 0,3809 0,2927 0,2025 0,0839 -0,0832 -0,3112 -0,5989 -0,9253 -1,2556 -1,5624 -1,8435 -2,1159 -2,3925 -2,6638 -2,9014 -3,0688 -3,1318 -3,0705 -2,8895 -2,6201 -2,3105 -2,0131 -1,7742 -1,6262 -1,5800 -1,6202 -1,7086 -1,7951 -1,8312 -1,7865 -1,6639 -1,5004 -1,3489 -1,2557
F7    0,3928 0,3343 0,2509 0,1725 0,1264 0,1251 0,1684 0,2462 0,3378 0,4190 0,4747 0,5021 0,5003 0,4675 0,4081 0,3325 0,2450 0,1373 0,0007 -0,1611 -0,3342 -0,5037 -0,6531 -0,7613 -0,8094 -0,7953 -0,7334 -0,6438 -0,5472 -0,4627 -0,3984 -0,3484 -0,3025 -0,2536 -0,1972 -0,1296 -0,0465 0,0529 0,1545 0,2283 0,2474 0,2089 0,1354 0,0620 0,0212 0,0343 0,1086 0,2356 0,3932 0,5574 0,7140 0,8572 0,9843 1,0948 1,1898 1,2697 1,3322 1,3742 1,3974 1,4086 1,4148 1,4217 1,4366 1,4708 1,5378 1,6484 1,8087 2,0170 2,2570 2,4968 2,7031 2,8594 2,9728 3,0657 3,1626 3,2791 3,4160 3,5620 3,7005 3,8150 3,8965 3,9523 4,0037 4,0730 4,1701 4,2880 4,4108 4,5264 4,6326 4,7282 4,7983 4,8163 4,7674 4,6658 4,5413 4,4095 4,2593 4,0673 3,8200 3,5256 3,2142 2,9271 2,6986 2,5423 2,4520 2,4087 2,3876 2,3648 2,3255 2,2686 2,2070 2,1665 2,1833 2,2950 2,5252 2,8733 3,3191 3,8309 4,3713 4,9068 5,4189 5,9083 6,3929 6,8996 7,4486 8,0399 8,6516 9,2470 9,7856 10,2338 10,5737 10,8039 10,9349 10,9885 10,9935 10,9641 10,8882 10,7422 10,5097 10,1861 9,7799 9,3109 8,8093 8,3183 7,8866 7,5496 7,3213 7,2008 7,1721 7,2000 7,2429 7,2725 7,2770 7,2560 7,2177 7,1751 7,1377 7,1048 7,0611 6,9848 6,8639 6,7072 6,5363 6,3722 6,2331 6,1355 6,0896 6,0904 6,1152 6,1310 6,1078 6,0310 5,9057 5,7468 5,5706 5,3961 5,2418 5,1118 4,9874 4,8358 4,6294 4,3617 4,0515 3,7382 3,4629 3,2454 3,0733 2,9134 2,7329 2,5097 2,2323 1,8975 1,5111 1,0917 0,6703 0,2779 -0,0721 -0,3897 -0,6968 -1,0100 -1,3288 -1,6316 -1,8815 -2,0405 -2,0833 -2,0033 -1,8126 -1,5402 -1,2297 -0,9312 -0,6875 -0,5203 -0,4276 -0,3899 -0,3751 -0,3465 -0,2789 -0,1683 -0,0265 0,1292 0,2809 0,4143 0,5264 0,6292 0,7412 0,8706 1,0071 1,1263 1,2031 1,2244 1,1953 1,1366 1,0761 1,0339 1,0135 1,0033 0,9867 0,9446 0,8573 0,7138 0,5209 0,2983 0,0631 -0,1764 -0,4166 -0,6563 -0,8947 -1,1291 -1,3515 -1,5462 -1,6943 -1,7819 -1,8068 -1,7757 -1,6932 -1,5637 -1,4046 -1,2481 -1,1227 -1,0386 -0,9911 -0,9710 -0,9700 -0,9772 -0,9736 -0,9328 -0,8352 -0,6846 -0,5102 -0,3507 -0,2350 -0,1733 -0,1575 -0,1637 -0,1552 -0,0943 0,0381 0,2339 0,4704 0,7307 1,0105 1,3094 1,6229 1,9451 2,2718 2,5946 2,8995 3,1714 3,3963 3,5616 3,6603 3,7003 3,7068 3,7147 3,7576 3,8600 4,0289 4,2460 4,4739 4,6752 4,8328 4,9600 5,0936 5,2695 5,5013 5,7729 6,0482 6,2814 6,4229 6,4350 6,3154 6,1017 5,8560 5,6490 5,5404 5,5574 5,6841 5,8741 6,0742 6,2458 6,3788 6,4904 6,6063 6,7393 6,8832 7,0218 7,1444 7,2559 7,3720 7,5041 7,6490 7,7929 7,9223 8,0266 8,0977 8,1342 8,1370 8,1030 8,0305 7,9280 7,8129 7,7044 7,6166 7,5582 7,5370 7,5570 7,6092 7,6701 7,7128 7,7158 7,6661 7,5629 7,4183 7,2503 7,0708 6,8769 6,6596 6,4228 6,1878 5,9775 5,8039 5,6745 5,6085 5,6352 5,7704 5,9984 6,2783 6,5606 6,7968 6,9505 7,0146 7,0181 7,0168 7,0663 7,1901 7,3679 7,5504 7,6855 7,7371 7,6928 7,5639 7,3837 7,2037 7,0815 7,0553 7,1267 7,2656 7,4308 7,5868 7,7119 7,7969 7,8402 7,8454 7,8242 7,7978 7,7859 7,7953 7,8176 7,8287 7,7938 7,6844 7,4971 7,2600 7,0183 6,8082 6,6418 6,5143 6,4168 6,3441 6,2997 6,2918 6,3210 6,3762 6,4440 6,5149 6,5816 6,6410 6,6966 6,7553 6,8272 6,9266 7,0632 7,2329 7,4200 7,6070 7,7810 7,9409 8,0937 8,2367 8,3528 8,4301 8,4726 8,4918 8,4991 8,5020 8,5003 8,4835 8,4318 8,3249 8,1534 7,9255 7,6692 7,4295 7,2538 7,1712 7,1871 7,2897 7,4549 7,6479 7,8302 7,9740 8,0693 8,1200 8,1351 8,1276 8,1109 8,0880 8,0529 8,0064 7,9601 7,9250 7,9035 7,8953 7,9000 7,9179 7,9501 7,9980 8,0556 8,1073 8,1373 8,1368 8,0981 8,0121 7,8754 7,6967 7,4955 7,2922 7,1002 6,9225 6,7557 6,5961 6,4448 6,3078 6,1902 6,0873 5,9877 5,8903 5,8099 5,7620 5,7501 5,7700 5,8185 5,8961 6,0038 6,1391 6,2909 6,4399 6,5671 6,6580 6,7054 6,7159 6,7140 6,7319 6,7947 6,9095 7,0653 7,2420 7,4210 7,5905 7,7461 7,8916 8,0348 8,1792 8,3195 8,4481 8,5621 8,6592 8,7334 8,7759 8,7700 8,6884 8,5078 8,2308 7,8942 7,5539 7,2528 7,0008 6,7816 6,5776 6,3826 6,1980 6,0252 5,8636 5,7063 5,5439 5,3711 5,1868 4,9883 4,7730 4,5450 4,3196 4,1183 3,9594 3,8503 3,7839 3,7361 3,6693 3,5471 3,3517 3,0934 2,8061 2,5341 2,3180 2,1869 2,1551 2,2165 2,3414 2,4835 2,5900 2,6120 2,5201 2,3199 2,0528 1,7764 1,5341 1,3360 1,1666 1,0060 0,8412 0,6679 0,4872 0,3026 0,1208 -0,0439 -0,1709 -0,2509 -0,3050 -0,3808 -0,5219 -0,7389 -1,0043 -1,2681 -1,4789 -1,6001 -1,6165 -1,5331 -1,3739 -1,1765 -0,9856 -0,8426 -0,7734 -0,7779 -0,8315 -0,8999 -0,9527 -0,9671 -0,9324 -0,8552 -0,7597 -0,6789
