Fp1   -4,6774 -4,2191 -3,8092 -3,5769 -3,5547 -3,7249 -4,0402 -4,4149 -4,7349 -4,9243 -5,0066 -5,0490 -5,0255 -4,7983 -4,2458 -3,3526 -2,2077 -0,9747 0,1942 1,2769 2,3942 3,6810 5,1528 6,6696 7,9609 8,6813 8,5227 7,3504 5,2885 2,7095 0,1205 -2,0045 -3,3441 -3,7558 -3,2741 -2,1110 -0,6068 0,8623 1,9858 2,6213 2,8325 2,8096 2,7382 2,7183 2,7304 2,6398 2,2961 1,6921 1,0122 0,4919 0,2372 0,1913 0,2439 0,3510 0,5962 1,1493 2,1093 3,3751 4,6728 5,6746 6,1086 5,8628 5,0897 4,2270 3,8282 4,2606 5,4710 6,9619 8,0045 8,0000 6,7586 4,5130 1,7399 -0,9991 -3,1367 -4,2111 -4,0254 -2,7211 -0,7187 1,4198 3,1875 4,3264 4,8735 4,9958 4,7592 4,0612 2,7908 1,0378 -0,8628 -2,4701 -3,4229 -3,5522 -2,8672 -1,4484 0,5859 2,9737 5,2471 6,8653 7,4238 6,7413 4,8325 1,9027 -1,6370 -5,2035 -8,1305 -9,8410 -10,0655 -8,9098 -6,7038 -3,8188 -0,6049 2,6065 5,5042 7,7966 9,2143 9,5568 8,7681 6,9626 4,4057 1,4842 -1,3797 -3,8583 -5,7535 -6,9247 -7,2559 -6,7130 -5,3996 -3,5294 -1,3251 1,0699 3,5575 5,9382 7,8236 8,7662 8,5265 7,2259 5,2825 3,2549 1,6581 0,7384 0,3555 0,1285 -0,2737 -0,9150 -1,5502 -1,7669 -1,2279 0,1546 2,2169 4,6491 7,1012 9,2516 10,8659 11,8497 12,2258 12,0317 11,2959 10,1648 8,9670 8,0456 7,5392 7,3695 7,4139 7,6681 8,2481 9,2240 10,4531 11,5845 12,2196 12,0745 11,0466 9,2102 6,8231 4,3255 2,2580 1,1128 1,1628 2,3010 4,0071 5,5223 6,1492 5,5373 3,8397 1,6445 -0,3019 -1,4287 -1,5737 -1,0112 -0,2469 0,2886 0,4381 0,3005 0,0692 -0,0946 -0,0828 0,1588 0,6079 1,1846 1,8275 2,5129 3,1509 3,4774 3,0780 1,5826 -1,0463 -4,3820 -7,7352 -10,4899 -12,2593 -12,8485 -12,2176 -10,4928 -7,9522 -4,9855 -2,0657 0,3061 1,7553 2,1992 1,8246 0,8839 -0,4826 -2,2628 -4,4622 -6,9769 -9,5416 -11,7773 -13,3114 -13,9058 -13,5166 -12,2564 -10,3355 -8,0541 -5,8038 -3,9951 -2,9279 -2,7090 -3,2784 -4,4835 -6,0915 -7,7509 -9,0393 -9,6133 -9,3257 -8,2758 -6,8182 -5,4917 -4,8327 -5,1212 -6,2300 -7,7145 -9,0561 -9,8662 -9,9537 -9,2657 -7,7894 -5,5442 -2,7089 0,2707 2,7862 4,3315 4,7301 4,1754 3,0324 1,5414 -0,3023 -2,6105 -5,3974 -8,4737 -11,4484 -13,8364 -15,2413 -15,4936 -14,6774 -13,1013 -11,2354 -9,5535 -8,3134 -7,4593 -6,7434 -5,9606 -5,1319 -4,5017 -4,3469 -4,7809 -5,7369 -7,1015 -8,8066 -10,7559 -12,6955 -14,2266 -14,9533 -14,6106 -13,1649 -10,9070 -8,4051 -6,2830 -5,0084 -4,8121 -5,6928 -7,4397 -9,6661 -11,9020 -13,7662 -15,1182 -16,0677 -16,8380 -17,5756 -18,2206 -18,5365 -18,2732 -17,3072 -15,6680 -13,4905 -10,9272 -8,0764 -5,0524 -2,1605 0,0542 1,0058 0,3865 -1,6424 -4,5393 -7,6852 -10,6532 -13,2415 -15,3104 -16,6586 -17,1068 -16,6953 -15,7563 -14,7550 -14,0041 -13,4562 -12,7545 -11,5304 -9,7105 -7,6290 -5,8984 -5,0946 -5,4734 -6,9479 -9,2667 -12,1128 -15,0689 -17,6357 -19,3688 -20,0104 -19,5253 -18,0751 -15,9892 -13,7009 -11,5850 -9,7814 -8,2186 -6,8562 -5,8720 -5,5862 -6,2285 -7,7537 -9,8038 -11,8355 -13,3649 -14,1819 -14,3757 -14,1638 -13,6928 -13,0101 -12,2168 -11,5641 -11,3070 -11,4585 -11,7289 -11,7389 -11,3341 -10,7478 -10,4779 -10,9570 -12,2723 -14,1444 -16,1384 -17,9122 -19,3381 -20,4495 -21,2947 -21,8317 -21,9294 -21,4217 -20,1653 -18,1247 -15,4869 -12,6920 -10,2793 -8,6339 -7,8551 -7,8674 -8,6058 -10,0273 -11,9711 -14,0686 -15,8258 -16,8540 -17,1007 -16,8806 -16,6524 -16,7232 -17,0914 -17,4925 -17,6038 -17,2956 -16,7198 -16,1268 -15,6223 -15,1299 -14,5598 -13,9709 -13,5217 -13,2638 -13,0601 -12,7293 -12,1867 -11,4144 -10,3867 -9,1060 -7,6615 -6,1951 -4,8743 -3,9464 -3,7443 -4,5851 -6,6270 -9,7307 -13,4064 -16,9423 -19,6596 -21,1259 -21,2347 -20,1816 -18,3960 -16,4136 -14,6752 -13,3626 -12,3883 -11,5068 -10,4750 -9,2325 -8,0334 -7,3994 -7,8501 -9,5651 -12,2202 -15,0965 -17,3811 -18,5024 -18,3501 -17,2600 -15,7533 -14,2403 -12,9168 -11,8366 -10,9995 -10,3986 -10,0889 -10,2423 -11,0438 -12,4873 -14,3142 -16,1405 -17,6085 -18,4386 -18,3932 -17,3038 -15,2652 -12,7841 -10,5982 -9,2351 -8,6683 -8,3770 -7,7809 -6,6971 -5,4881 -4,8554 -5,4736 -7,7011 -11,4699 -16,3014 -21,3558 -25,5491 -27,8557 -27,7140 -25,2705 -21,2774 -16,7284 -12,4994 -9,1564 -6,8859 -5,5190 -4,7127 -4,2402 -4,1618 -4,7288 -6,1396 -8,3438 -11,0015 -13,5834 -15,5128 -16,2854 -15,6222 -13,6335 -10,8285 -7,8898 -5,3802 -3,5992 -2,5923 -2,2048 -2,2003 -2,4515 -3,0223 -4,0271 -5,4543 -7,1799 -9,0604 -10,8904 -12,3198 -12,9470 -12,5245 -11,0664 -8,8173 -6,2204 -3,8946 -2,4607 -2,2310 -3,0239 -4,2631 -5,2598 -5,4998 -4,8182 -3,4295 -1,8268 -0,5755 -0,0746 -0,4030 -1,3121 -2,3595 -3,0962 -3,1989 -2,5398 -1,2279 0,4214 2,0162 3,1981 3,6392 3,0454 1,2922 -1,3975 -4,4448 -7,1373 -8,9171 -9,5304 -9,0473 -7,8366 -6,4574 -5,4196 -4,9230 -4,7619 -4,4965 -3,7904 -2,6617 -1,4510 -0,5780 -0,3114 -0,6873 -1,5596 -2,6947 -3,8570 -4,8687 -5,6300 -6,1043 -6,3026 -6,2857 -6,1745 -6,1384 -6,3269 -6,7508 -7,2082 -7,3508 -6,8663 -5,6526 -3,8666 -1,8273 0,1188 1,6513 2,4867 2,4460 1,5415 -0,0488 -2,1053 -4,4613 -6,9943 -9,5350 -11,7899
Fz    -1,1106 -1,2658 -1,3810 -1,4360 -1,4043 -1,2680 -1,0245 -0,7064 -0,3923 -0,1793 -0,1383 -0,2794 -0,5344 -0,7743 -0,8670 -0,7315 -0,3549 0,2180 0,9097 1,6387 2,3302 2,9194 3,3692 3,6790 3,8541 3,8710 3,6852 3,2685 2,6327 1,8405 1,0026 0,2479 -0,3165 -0,6334 -0,7083 -0,6061 -0,4283 -0,2891 -0,2914 -0,4844 -0,8314 -1,2412 -1,6337 -1,9660 -2,2140 -2,3572 -2,3680 -2,2029 -1,8212 -1,2254 -0,4780 0,3258 1,1024 1,8061 2,4373 3,0205 3,5542 3,9911 4,2739 4,3729 4,2983 4,1065 3,9085 3,8447 4,0128 4,4115 4,9478 5,4732 5,8197 5,8536 5,5323 4,9171 4,1363 3,3411 2,6752 2,2383 2,0493 2,0465 2,1326 2,2278 2,3016 2,3689 2,4535 2,5425 2,5681 2,4428 2,1357 1,7223 1,3536 1,1766 1,2688 1,6171 2,1487 2,7906 3,4821 4,1263 4,5709 4,6735 4,3914 3,8080 3,0857 2,4062 1,9323 1,7896 2,0528 2,7042 3,6012 4,5310 5,3247 5,9214 6,3471 6,6554 6,8778 6,9951 6,9261 6,5470 5,7557 4,5475 3,0485 1,4787 0,0584 -1,0809 -1,9137 -2,4805 -2,8394 -3,0281 -3,0465 -2,8673 -2,4585 -1,7893 -0,8346 0,3837 1,7421 3,0164 3,9670 4,4432 4,4400 4,0945 3,6305 3,2656 3,1265 3,2209 3,4707 3,7828 4,1227 4,5396 5,1247 5,9453 7,0042 8,2355 9,5208 10,7138 11,6737 12,2988 12,5387 12,3859 11,8836 11,1491 10,3614 9,6916 9,2395 9,0359 9,0892 9,4114 9,9921 10,7597 11,5824 12,3107 12,8278 13,0782 13,0654 12,8309 12,4366 11,9575 11,4785 11,0864 10,8455 10,7642 10,7770 10,7586 10,5795 10,1900 9,6752 9,2305 9,0749 9,3527 10,0570 11,0070 11,9173 12,5289 12,7191 12,5223 12,0682 11,5043 10,9495 10,4666 10,0466 9,6254 9,1444 8,6070 8,0766 7,6164 7,2294 6,8654 6,4934 6,1479 5,8931 5,7621 5,7493 5,8397 6,0205 6,2697 6,5561 6,8563 7,1573 7,4352 7,6537 7,7933 7,8652 7,8823 7,8219 7,6228 7,2181 6,5810 5,7612 4,8898 4,1357 3,6368 3,4596 3,6083 4,0500 4,7259 5,5501 6,4146 7,1975 7,7803 8,0831 8,0992 7,8886 7,5322 7,0945 6,6259 6,1879 5,8447 5,6166 5,4553 5,2754 5,0161 4,6817 4,3279 4,0176 3,7915 3,6748 3,7067 3,9581 4,4966 5,3124 6,2834 7,2239 7,9701 8,4438 8,6653 8,7127 8,6511 8,4944 8,2262 7,8454 7,3857 6,8959 6,4066 5,9163 5,4174 4,9346 4,5256 4,2450 4,1220 4,1686 4,3916 4,7868 5,3160 5,8811 6,3381 6,5735 6,5832 6,4556 6,2681 6,0269 5,7133 5,3468 4,9714 4,6106 4,2684 3,9603 3,7099 3,5231 3,3782 3,2384 3,0616 2,8008 2,4187 1,9229 1,3851 0,9116 0,5813 0,4077 0,3641 0,4428 0,6777 1,1101 1,7423 2,5267 3,3871 4,2452 5,0364 5,7195 6,2686 6,6419 6,7670 6,5730 6,0449 5,2398 4,2595 3,2164 2,2177 1,3626 0,7429 0,4391 0,4925 0,8584 1,4013 1,9636 2,4530 2,8735 3,2772 3,6839 4,0356 4,2112 4,0871 3,6262 2,9406 2,2498 1,7554 1,5491 1,6197 1,9105 2,3654 2,9411 3,5952 4,2786 4,9348 5,4959 5,9007 6,1375 6,2523 6,2846 6,1970 5,8820 5,2500 4,3302 3,3041 2,4387 1,9608 1,9628 2,3954 3,1195 3,9611 4,7455 5,3166 5,5653 5,4733 5,1374 4,7361 4,4444 4,3448 4,3817 4,3891 4,1846 3,6670 2,8462 1,8056 0,6521 -0,5091 -1,5806 -2,4789 -3,1360 -3,4897 -3,4802 -3,0665 -2,2631 -1,1822 -0,0364 0,9302 1,5521 1,8051 1,7639 1,5138 1,1067 0,5817 0,0050 -0,5161 -0,8744 -1,0252 -1,0025 -0,8787 -0,7258 -0,6048 -0,5542 -0,5694 -0,6037 -0,5978 -0,5111 -0,3348 -0,0881 0,1887 0,4261 0,5448 0,5194 0,4083 0,3055 0,2826 0,3743 0,5911 0,9311 1,3883 1,9506 2,5804 3,1984 3,6858 3,8976 3,7033 3,0602 2,0583 0,8876 -0,2400 -1,1560 -1,7610 -2,0244 -1,9771 -1,7035 -1,3220 -0,9451 -0,6349 -0,3883 -0,1614 0,0815 0,3227 0,4874 0,4915 0,3084 -0,0008 -0,3116 -0,4887 -0,4380 -0,1565 0,2475 0,6052 0,7760 0,6928 0,3565 -0,1771 -0,8101 -1,4374 -1,9814 -2,3847 -2,5822 -2,5135 -2,1779 -1,6650 -1,1181 -0,6464 -0,2678 0,0520 0,3097 0,4400 0,3843 0,1647 -0,1133 -0,3132 -0,3357 -0,1720 0,0834 0,2671 0,2137 -0,1747 -0,8820 -1,7689 -2,6089 -3,1734 -3,3298 -3,0916 -2,5914 -1,9935 -1,4170 -0,9304 -0,5900 -0,4368 -0,4497 -0,5402 -0,6203 -0,6674 -0,7187 -0,8187 -0,9813 -1,1741 -1,3111 -1,2676 -0,9468 -0,3517 0,4159 1,2273 1,9911 2,6506 3,1560 3,4749 3,6151 3,6016 3,4300 3,0620 2,4666 1,6582 0,7180 -0,1958 -0,8804 -1,1641 -0,9685 -0,3140 0,7011 1,9073 3,0682 3,9215 4,2646 4,0323 3,3204 2,3477 1,3809 0,6441 0,2437 0,1508 0,2687 0,5291 0,9289 1,5033 2,2920 3,3182 4,5613 5,9273 7,2460 8,3114 8,9465 9,0503 8,5968 7,6247 6,2541 4,6913 3,1767 1,9082 1,0010 0,4965 0,3792 0,5731 0,9485 1,3717 1,7754 2,1794 2,6359 3,1540 3,6720 4,0917 4,3362 4,3853 4,2655 4,0116 3,6392 3,1465 2,5355 1,8331 1,0927 0,3879 -0,1911 -0,5500 -0,6234 -0,4003 0,0807 0,7640 1,6060 2,5739 3,6140 4,6302 5,4973 6,0909 6,3066 6,0745 5,3923 4,3546 3,1313 1,8924 0,7428 -0,2792 -1,1506 -1,8129
F3    -3,4872 -3,1553 -2,4664 -1,6496 -0,9275 -0,3952 0,0126 0,4327 0,9120 1,3271 1,4617 1,1532 0,4131 -0,5516 -1,4490 -2,0578 -2,3213 -2,3410 -2,2613 -2,1173 -1,7993 -1,1657 -0,1747 1,0710 2,3596 3,4602 4,2243 4,6048 4,5927 4,1894 3,4591 2,5773 1,7976 1,3412 1,2744 1,4635 1,6446 1,5547 1,0549 0,2015 -0,7955 -1,7239 -2,4658 -2,9536 -3,1174 -2,9184 -2,3876 -1,6053 -0,6585 0,3631 1,3319 2,0768 2,4548 2,4687 2,3323 2,3613 2,7347 3,3766 4,0549 4,5264 4,6187 4,2878 3,6606 3,0136 2,6609 2,8033 3,4207 4,2717 5,0190 5,4102 5,3778 5,0224 4,5349 4,0838 3,7190 3,3746 2,9494 2,3859 1,7083 1,0063 0,3744 -0,1242 -0,4439 -0,5644 -0,5305 -0,4253 -0,2680 0,0388 0,6340 1,5625 2,7149 3,8979 4,9412 5,7487 6,2733 6,4392 6,1170 5,2108 3,7680 2,0096 0,2777 -1,0681 -1,7723 -1,7437 -1,0180 0,2789 1,9145 3,5769 4,9802 5,9642 6,5136 6,7051 6,6331 6,3448 5,8130 4,9952 3,9207 2,6846 1,3917 0,1445 -0,9676 -1,9071 -2,6863 -3,3086 -3,7170 -3,7942 -3,4168 -2,5371 -1,2263 0,3491 1,9752 3,4363 4,5533 5,2083 5,3569 5,0256 4,3059 3,3635 2,4375 1,7823 1,5651 1,7852 2,2853 2,8636 3,4088 3,9552 4,6249 5,5100 6,5927 7,7522 8,8191 9,6363 10,1364 10,3885 10,5310 10,6226 10,5799 10,2901 9,7634 9,1431 8,5867 8,1801 7,9565 7,9554 8,2282 8,7807 9,5105 10,2306 10,7798 11,1170 11,3077 11,4208 11,4390 11,2712 10,8335 10,1135 9,1848 8,1745 7,2012 6,3171 5,5115 4,8096 4,3794 4,4861 5,2962 6,7254 8,4569 10,0760 11,2255 11,7187 11,5625 10,8892 9,8618 8,6335 7,3540 6,1427 5,0372 4,0060 3,0395 2,2127 1,6349 1,3518 1,3079 1,4103 1,6442 2,1172 2,9610 4,1783 5,5920 6,9325 7,9518 8,4752 8,4038 7,7348 6,5953 5,2228 3,8854 2,7905 2,0158 1,5071 1,1412 0,7983 0,4041 -0,0395 -0,4493 -0,7027 -0,7025 -0,4317 0,0205 0,4959 0,8660 1,1189 1,3665 1,7483 2,2938 2,8669 3,2419 3,2364 2,8191 2,1460 1,4877 1,1002 1,1321 1,5746 2,2454 2,8395 3,0599 2,7804 2,1164 1,3173 0,5802 -0,0279 -0,4828 -0,6837 -0,4558 0,3180 1,5615 2,9961 4,2688 5,1149 5,4763 5,5248 5,5462 5,7309 6,0444 6,2837 6,2323 5,7739 4,9213 3,7736 2,4664 1,1673 0,0706 -0,6700 -1,0240 -1,1052 -1,0944 -1,1071 -1,0996 -0,9013 -0,3703 0,4566 1,3887 2,2403 2,9078 3,3104 3,3601 3,0470 2,4955 1,8892 1,3739 1,0175 0,7828 0,5265 0,0906 -0,5631 -1,3134 -1,9797 -2,4549 -2,7417 -2,8999 -3,0028 -3,1332 -3,3708 -3,7318 -4,1190 -4,3547 -4,2666 -3,7514 -2,8057 -1,5328 -0,1170 1,2219 2,2936 3,0136 3,4208 3,5911 3,5232 3,1252 2,3195 1,1489 -0,2249 -1,6077 -2,8617 -3,9376 -4,8296 -5,5032 -5,8677 -5,8077 -5,2325 -4,1237 -2,5690 -0,7587 1,0468 2,5492 3,4638 3,6052 2,9624 1,7211 0,2037 -1,2698 -2,5141 -3,5009 -4,2620 -4,7756 -4,9397 -4,6506 -3,9024 -2,8206 -1,6189 -0,5237 0,3083 0,8663 1,2887 1,7356 2,2203 2,5586 2,4942 1,8890 0,8113 -0,5244 -1,8680 -3,0125 -3,8258 -4,2340 -4,1891 -3,7045 -2,9184 -2,0458 -1,2350 -0,4823 0,3168 1,2316 2,1799 2,9166 3,1368 2,6246 1,3649 -0,4373 -2,4515 -4,3882 -6,1250 -7,6927 -9,1343 -10,3636 -11,1518 -11,2485 -10,5319 -9,0904 -7,2101 -5,2844 -3,6895 -2,6576 -2,1970 -2,1363 -2,2646 -2,4371 -2,6028 -2,7833 -3,0158 -3,3005 -3,6156 -3,9684 -4,3908 -4,8861 -5,4083 -5,9017 -6,3346 -6,6785 -6,8629 -6,7717 -6,3211 -5,5509 -4,6253 -3,7681 -3,1862 -2,9911 -3,1639 -3,6039 -4,1883 -4,7747 -5,1960 -5,2906 -4,9590 -4,2223 -3,2373 -2,2396 -1,4598 -1,0686 -1,1447 -1,6697 -2,5482 -3,6355 -4,7642 -5,7610 -6,4654 -6,7818 -6,7179 -6,3603 -5,8312 -5,2520 -4,7217 -4,3209 -4,1143 -4,1359 -4,3858 -4,8294 -5,3712 -5,8352 -6,0116 -5,7614 -5,0824 -4,0888 -2,9547 -1,8596 -0,9278 -0,2230 0,1676 0,0925 -0,5635 -1,7499 -3,2513 -4,7952 -6,1327 -7,0681 -7,4908 -7,4102 -6,9579 -6,3397 -5,7438 -5,2561 -4,8513 -4,4743 -4,1282 -3,8816 -3,7973 -3,8641 -3,9931 -4,0650 -3,9887 -3,7559 -3,4794 -3,3655 -3,6220 -4,3540 -5,4845 -6,7313 -7,6960 -8,0702 -7,8213 -7,1835 -6,4573 -5,8297 -5,3619 -5,0676 -4,9458 -4,9420 -4,9208 -4,7193 -4,2473 -3,5495 -2,7859 -2,1422 -1,7323 -1,5450 -1,4511 -1,2876 -0,9778 -0,5723 -0,1570 0,2476 0,6587 1,0477 1,3431 1,4825 1,4088 1,0479 0,3457 -0,6732 -1,8968 -3,1423 -4,1561 -4,6622 -4,4849 -3,6362 -2,2792 -0,6135 1,1810 2,8850 4,1899 4,7773 4,4565 3,2510 1,4080 -0,6730 -2,5708 -3,9824 -4,7954 -5,0409 -4,7946 -4,1433 -3,1924 -2,0285 -0,6676 0,9166 2,7086 4,6024 6,4150 7,9432 9,0164 9,4911 9,2337 8,1663 6,3347 3,9104 1,1359 -1,6947 -4,2144 -6,0487 -6,9775 -7,0232 -6,3657 -5,1872 -3,5871 -1,6140 0,6287 2,8980 4,8429 6,1320 6,5566 6,0665 4,7686 2,8847 0,6777 -1,5808 -3,6015 -5,1088 -5,9084 -5,9295 -5,2394 -4,0369 -2,6042 -1,2154 -0,0562 0,8015 1,3930 1,8491 2,3423 2,9740 3,6641 4,1473 4,1173 3,4285 2,1951 0,7147 -0,7032 -1,8693 -2,7588 -3,4615 -4,0705
F7    -0,7540 -0,5551 -0,7368 -1,2924 -2,0719 -2,8223 -3,2937 -3,3676 -3,1025 -2,6639 -2,2169 -1,8584 -1,5974 -1,3728 -1,1083 -0,7607 -0,3227 0,1970 0,7762 1,3780 1,9459 2,4032 2,6736 2,7145 2,5229 2,1197 1,5480 0,8842 0,2281 -0,3291 -0,7248 -0,9209 -0,8987 -0,6621 -0,2456 0,2738 0,7846 1,1768 1,3848 1,4175 1,3472 1,2520 1,1695 1,1035 1,0416 0,9557 0,8221 0,6531 0,4977 0,4075 0,3984 0,4369 0,4623 0,4339 0,3814 0,3959 0,5391 0,7763 1,0155 1,1964 1,3377 1,5127 1,7869 2,1799 2,6600 3,1593 3,6021 3,9117 3,9926 3,7542 3,1855 2,3846 1,5007 0,6644 -0,0339 -0,5400 -0,8363 -0,9430 -0,9096 -0,7948 -0,6345 -0,4274 -0,1673 0,1107 0,3248 0,3965 0,3178 0,1700 0,0748 0,1277 0,3643 0,7609 1,2626 1,8286 2,4378 3,0390 3,5123 3,6948 3,4547 2,7596 1,6943 0,4352 -0,7901 -1,7409 -2,2069 -2,0695 -1,3499 -0,1978 1,1620 2,4881 3,5750 4,2926 4,6015 4,5387 4,1694 3,5372 2,6641 1,5901 0,4065 -0,7449 -1,7098 -2,3837 -2,7547 -2,8827 -2,8301 -2,6171 -2,2391 -1,7056 -1,0612 -0,3714 0,3158 0,9864 1,6276 2,1884 2,5899 2,7807 2,7824 2,6850 2,6047 2,6332 2,8025 3,0797 3,3916 3,6670 3,8867 4,1083 4,4297 4,9156 5,5460 6,2229 6,8219 7,2356 7,3910 7,2553 6,8346 6,1728 5,3631 4,5455 3,8556 3,3664 3,0822 2,9725 3,0041 3,1590 3,4327 3,8158 4,2719 4,7328 5,1213 5,3936 5,5595 5,6533 5,6908 5,6712 5,6182 5,5978 5,6751 5,8536 6,0533 6,1333 5,9528 5,4507 4,6928 3,8425 3,0830 2,5517 2,2998 2,2637 2,2709 2,1198 1,6896 0,9885 0,1152 -0,7975 -1,6113 -2,2105 -2,5466 -2,6613 -2,6472 -2,5800 -2,4967 -2,4379 -2,4759 -2,6724 -3,0181 -3,4403 -3,8657 -4,2553 -4,5866 -4,8339 -4,9776 -5,0213 -4,9872 -4,8888 -4,7208 -4,4944 -4,2690 -4,1302 -4,1391 -4,3143 -4,6603 -5,1956 -5,9410 -6,8804 -7,9338 -8,9656 -9,8300 -10,4184 -10,6784 -10,6051 -10,2319 -9,6354 -8,9365 -8,2765 -7,7716 -7,4697 -7,3296 -7,2400 -7,0749 -6,7621 -6,3318 -5,9021 -5,6050 -5,5298 -5,7118 -6,1270 -6,6852 -7,2448 -7,6536 -7,8053 -7,6814 -7,3532 -6,9340 -6,5076 -6,0849 -5,6322 -5,1371 -4,6280 -4,1366 -3,6763 -3,2592 -2,9085 -2,6514 -2,5206 -2,5594 -2,8077 -3,2820 -3,9678 -4,8235 -5,7915 -6,8125 -7,8231 -8,7478 -9,5193 -10,1125 -10,5493 -10,8698 -11,0993 -11,2328 -11,2541 -11,1762 -11,0569 -10,9567 -10,8879 -10,8337 -10,8016 -10,8235 -10,9085 -11,0228 -11,1140 -11,1493 -11,1264 -11,0564 -10,9598 -10,8804 -10,8812 -11,0110 -11,2737 -11,6298 -12,0127 -12,3413 -12,5419 -12,5851 -12,5173 -12,4467 -12,4723 -12,6071 -12,7680 -12,8416 -12,7643 -12,5478 -12,2435 -11,9009 -11,5449 -11,1732 -10,7814 -10,4049 -10,1291 -10,0501 -10,2208 -10,6319 -11,2279 -11,9286 -12,6354 -13,2447 -13,6764 -13,8975 -13,9301 -13,8441 -13,7247 -13,6200 -13,5166 -13,3667 -13,1376 -12,8431 -12,5437 -12,3261 -12,2684 -12,3940 -12,6410 -12,8898 -13,0374 -13,0444 -12,9235 -12,7097 -12,4412 -12,1545 -11,8848 -11,6644 -11,5299 -11,5193 -11,6321 -11,7910 -11,8745 -11,8065 -11,6173 -11,4210 -11,3422 -11,4503 -11,7302 -12,1002 -12,4696 -12,7751 -12,9709 -13,0138 -12,8782 -12,5875 -12,2252 -11,9017 -11,7031 -11,6604 -11,7494 -11,9130 -12,1027 -12,3181 -12,6096 -13,0283 -13,5693 -14,1721 -14,7727 -15,3462 -15,9052 -16,4644 -17,0028 -17,4513 -17,7151 -17,7068 -17,3737 -16,7260 -15,8552 -14,9165 -14,0771 -13,4559 -13,0906 -12,9620 -13,0515 -13,3671 -13,9083 -14,6064 -15,3098 -15,8538 -16,1618 -16,2862 -16,3620 -16,5091 -16,7493 -16,9985 -17,1241 -17,0135 -16,6192 -15,9732 -15,1714 -14,3327 -13,5676 -12,9781 -12,6539 -12,6338 -12,8802 -13,3043 -13,8079 -14,3038 -14,7218 -15,0158 -15,1645 -15,1539 -14,9646 -14,5858 -14,0528 -13,4752 -13,0222 -12,8498 -13,0191 -13,4758 -14,0988 -14,7599 -15,3552 -15,8148 -16,1062 -16,2219 -16,1594 -15,9208 -15,5253 -15,0073 -14,4083 -13,7829 -13,2072 -12,7660 -12,5278 -12,5138 -12,6793 -12,9264 -13,1381 -13,2194 -13,1357 -12,9115 -12,5768 -12,1295 -11,5639 -10,9223 -10,3100 -9,8680 -9,7345 -10,0075 -10,7039 -11,7290 -12,8988 -14,0148 -14,9391 -15,5979 -15,9254 -15,8512 -15,3701 -14,6020 -13,7574 -13,0320 -12,5336 -12,2865 -12,2579 -12,3664 -12,5057 -12,6035 -12,6688 -12,7884 -13,0798 -13,6261 -14,4089 -15,2811 -16,0261 -16,4665 -16,5369 -16,2852 -15,8180 -15,2310 -14,5860 -13,9440 -13,3752 -12,9084 -12,5016 -12,0831 -11,6067 -11,0699 -10,5065 -9,9628 -9,4595 -8,9635 -8,4106 -7,7758 -7,1237 -6,5815 -6,2660 -6,2393 -6,5128 -7,0546 -7,7748 -8,5262 -9,1561 -9,5727 -9,7688 -9,7971 -9,7207 -9,5680 -9,3171 -8,9282 -8,3940 -7,7570 -7,0825 -6,4344 -5,8898 -5,5650 -5,5962 -6,0640 -6,9247 -8,0038 -9,0465 -9,8005 -10,1042 -9,9417 -9,4313 -8,7545 -8,0635 -7,4274 -6,8396 -6,2589 -5,6524 -5,0286 -4,4557 -4,0540 -3,9550 -4,2353 -4,8681 -5,7332 -6,6725 -7,5440 -8,2486 -8,7395 -9,0190 -9,1201 -9,0767 -8,9127 -8,6635 -8,3880 -8,1444 -7,9531 -7,7819 -7,5649 -7,2470 -6,8343 -6,4124 -6,1039 -5,9961 -6,1034 -6,3882 -6,7984 -7,2804 -7,7647 -8,1665 -8,4213 -8,5153 -8,4739 -8,3337 -8,1374 -7,9448 -7,8236 -7,8022 -7,8319 -7,8188 -7,7061 -7,5170 -7,3187 -7,1691 -7,1054 -7,1563 -7,3387 -7,6446 -8,0362 -8,4548 -8,8447 -9,1772 -9,4523 -9,6757
