Fp1   1,1890 0,9644 0,7927 0,7058 0,6768 0,6466 0,5830 0,5091 0,4688 0,4705 0,4794 0,4668 0,4369 0,4092 0,4009 0,4177 0,4363 0,3997 0,2375 -0,0901 -0,5401 -0,9787 -1,2584 -1,3237 -1,2318 -1,0752 -0,9039 -0,7159 -0,5051 -0,3048 -0,1727 -0,1490 -0,2355 -0,3910 -0,5403 -0,6056 -0,5393 -0,3391 -0,0555 0,2258 0,4435 0,5934 0,6871 0,7069 0,6181 0,3994 0,0508 -0,3975 -0,8605 -1,2025 -1,2970 -1,0934 -0,6341 -0,0194 0,6294 1,1912 1,5709 1,7248 1,6518 1,3717 0,9219 0,3682 -0,1903 -0,6419 -0,9097 -0,9973 -0,9923 -1,0132 -1,1364 -1,3631 -1,6440 -1,9181 -2,1380 -2,2903 -2,3946 -2,4691 -2,5133 -2,5198 -2,4875 -2,4439 -2,4484 -2,5284 -2,6149 -2,5788 -2,3317 -1,8967 -1,3892 -0,9305 -0,5795 -0,3186 -0,0789 0,2043 0,5384 0,8658 1,0862 1,0958 0,8553 0,4366 -0,0029 -0,2914 -0,3138 -0,0579 0,3936 0,9184 1,4039 1,7736 2,0015 2,1042 2,1045 1,9924 1,7315 1,3227 0,8602 0,4900 0,2946 0,2385 0,2212 0,1507 -0,0234 -0,3069 -0,6753 -1,0994 -1,5614 -2,0497 -2,5370 -2,9626 -3,2467 -3,3319 -3,2176 -2,9707 -2,6932 -2,4572 -2,2806 -2,1607 -2,0869 -2,0264 -1,9363 -1,7875 -1,5666 -1,2729 -0,9160 -0,5131 -0,0939 0,2924 0,5888 0,7681 0,8519 0,8696 0,8052 0,6091 0,2675 -0,1544 -0,5405 -0,7841 -0,8305 -0,6840 -0,3827 0,0258 0,4821 0,9107 1,2447 1,4616 1,5900 1,6797 1,7677 1,8719 2,0011 2,1537 2,3012 2,3908 2,3774 2,2633 2,1016 1,9429 1,7740 1,5399 1,2377 0,9594 0,8231 0,8708 1,0428 1,2422 1,4069 1,5200 1,5733 1,5521 1,4570 1,3070 1,1160 0,8982 0,6972 0,5784 0,5896 0,7456 1,0304 1,3868 1,7147 1,9135 1,9360 1,7994 1,5535 1,2489 0,9323 0,6540 0,4600 0,3691 0,3698 0,4438 0,5804 0,7617 0,9477 1,0741 1,0639 0,8570 0,4445 -0,1232 -0,7550 -1,3487 -1,8237 -2,1471 -2,3292 -2,3920 -2,3413 -2,1760 -1,9209 -1,6357 -1,3911 -1,2439 -1,2263 -1,3330 -1,5117 -1,6952 -1,8575 -2,0252 -2,2356 -2,4853 -2,7071 -2,8037 -2,7172 -2,4667 -2,1264 -1,7699 -1,4266 -1,0857 -0,7395 -0,4130 -0,1503 0,0255 0,1391 0,2494 0,4028 0,5873 0,7269 0,7365 0,5891 0,3179 -0,0382 -0,4589 -0,9152 -1,3535 -1,7202 -1,9799 -2,1181 -2,1498 -2,1190 -2,0799 -2,0660 -2,0664 -2,0341 -1,9245 -1,7309 -1,4818 -1,2061 -0,9151 -0,6181 -0,3353 -0,1016 0,0264 -0,0146 -0,2518 -0,6461 -1,1034 -1,5141 -1,7933 -1,9032 -1,8557 -1,6983 -1,4844 -1,2494 -1,0069 -0,7710 -0,5724 -0,4479 -0,4194 -0,4728 -0,5379 -0,5077 -0,3130 0,0115 0,3474 0,5721 0,6303 0,5521 0,3967 0,1844 -0,0961 -0,4407 -0,8105 -1,1289 -1,2871 -1,1788 -0,7642 -0,1113 0,6273 1,2756 1,6930 1,8190 1,6833 1,3778 1,0240 0,7490 0,6390 0,6874 0,8110 0,9270 1,0034 1,0439 1,0442 0,9797 0,8475 0,7053 0,6440 0,7228 0,9272 1,1755 1,3720 1,4676 1,4664 1,3887 1,2483 1,0614 0,8646 0,7096 0,6332 0,6346 0,6877 0,7668 0,8572 0,9585 1,0939 1,3026 1,5939 1,9014 2,1058 2,1159 1,9224 1,5876 1,2040 0,8702 0,6712 0,6304 0,6829 0,7340 0,7354 0,6862 0,5874 0,4357 0,2625 0,1404 0,1335 0,2526 0,4647 0,7292 1,0221 1,3307 1,6252 1,8480 1,9353 1,8566 1,6439 1,3913 1,2233 1,2449 1,4761 1,8252 2,1477 2,3276 2,3078 2,0794 1,6677 1,1251 0,5226 -0,0613 -0,5512 -0,8888 -1,0323 -0,9408 -0,5880 -0,0039 0,7078 1,3949 1,9138 2,1842 2,2054 2,0246 1,7085 1,3508 1,0790 1,0135 1,2053 1,5922 2,0111 2,2835 2,3249 2,1793 1,9604 1,7749 1,6924 1,7470 1,9226 2,1461 2,3264 2,4045 2,3715 2,2574 2,1117 1,9779 1,8657 1,7325 1,5055 1,1452 0,6925 0,2495 -0,0686 -0,1765 -0,0519 0,2628 0,6988 1,1961 1,7109 2,2119 2,6714 3,0461 3,2746 3,3084 3,1423 2,8151 2,3952 1,9565 1,5464 1,1761 0,8480 0,5777 0,3810 0,2496 0,1555 0,0839 0,0449 0,0449 0,0731 0,1327 0,2611 0,4870 0,7746 1,0289 1,1593 1,1390 1,0052 0,8196 0,6436 0,5266 0,4896 0,5224 0,5993 0,7022 0,8479 1,0864 1,4501 1,9110 2,3920 2,7986 3,0484 3,1085 3,0074 2,7932 2,4897 2,1005 1,6318 1,1001 0,5411 0,0275 -0,3341 -0,4554 -0,3279 -0,0188 0,3802 0,7718 1,0571 1,1802 1,1712 1,1191 1,1047 1,1650 1,2856 1,4013 1,4285 1,3263 1,1268 0,9060 0,7299 0,6176 0,5478 0,5087 0,5288 0,6401 0,8238 1,0045 1,0808 0,9616 0,6119 0,0863 -0,4753 -0,8975 -1,0593 -0,9713 -0,7393 -0,4576 -0,1666 0,1129 0,3549 0,5488 0,7312 0,9798 1,3613 1,8749 2,4275 2,8759 3,1191 3,1555 3,0538 2,8780 2,6468 2,3666 2,0759 1,8453 1,7491 1,8364 2,0973 2,4410 2,7344 2,8927 2,9461 3,0146 3,1976 3,4718 3,7064 3,7780 3,6584 3,4002 3,0801 2,7691 2,5233 2,3688 2,2954 2,2749 2,2823 2,2942 2,2725 2,1696 1,9689 1,7026 1,4258 1,1952 1,0591 1,0333 1,0914 1,1939 1,3238 1,4954 1,7374 2,0648 2,4545 2,8345 3,1111 3,2240 3,1754 3,0181 2,8238 2,6360 2,4297 2,1330 1,7158 1,2537 0,8754 0,6505 0,5593 0,5558 0,6103 0,6861 0,7289
Fz    -1,8637 -1,6988 -1,3896 -0,9735 -0,5100 -0,0684 0,2875 0,5115 0,5833 0,5059 0,2958 -0,0159 -0,3734 -0,7030 -0,9438 -1,0794 -1,1378 -1,1622 -1,1770 -1,1750 -1,1345 -1,0435 -0,9062 -0,7359 -0,5490 -0,3541 -0,1383 0,1305 0,4681 0,8408 1,1774 1,4131 1,5166 1,4956 1,3969 1,2926 1,2392 1,2367 1,2341 1,1795 1,0655 0,9269 0,7948 0,6567 0,4721 0,2206 -0,0763 -0,3709 -0,6100 -0,7513 -0,7817 -0,7250 -0,6284 -0,5354 -0,4660 -0,4144 -0,3541 -0,2450 -0,0587 0,1843 0,4060 0,5113 0,4336 0,1501 -0,3178 -0,9060 -1,5262 -2,1022 -2,5919 -2,9829 -3,2816 -3,4987 -3,6409 -3,7206 -3,7649 -3,8048 -3,8585 -3,9224 -3,9701 -3,9654 -3,8834 -3,7126 -3,4452 -3,0869 -2,6779 -2,2808 -1,9399 -1,6665 -1,4607 -1,3268 -1,2638 -1,2643 -1,3278 -1,4514 -1,6068 -1,7412 -1,7974 -1,7297 -1,5159 -1,1675 -0,7322 -0,2816 0,1125 0,3926 0,5157 0,4597 0,2358 -0,1139 -0,5351 -0,9814 -1,4210 -1,8198 -2,1226 -2,2643 -2,2076 -1,9664 -1,5909 -1,1299 -0,6014 -0,0023 0,6482 1,2825 1,8059 2,1413 2,2599 2,1870 1,9893 1,7529 1,5600 1,4617 1,4640 1,5427 1,6719 1,8391 2,0470 2,3086 2,6366 3,0330 3,4804 3,9326 4,3176 4,5684 4,6583 4,6055 4,4482 4,2199 3,9371 3,5914 3,1480 2,5712 1,8719 1,1291 0,4595 -0,0305 -0,2758 -0,2578 0,0041 0,4587 1,0242 1,5988 2,0946 2,4645 2,6982 2,8035 2,8042 2,7474 2,6931 2,6944 2,7856 2,9776 3,2570 3,5996 3,9872 4,3995 4,7983 5,1382 5,3983 5,5943 5,7612 5,9224 6,0711 6,1802 6,2251 6,1852 6,0384 5,7775 5,4302 5,0460 4,6648 4,3127 4,0146 3,7916 3,6455 3,5620 3,5292 3,5467 3,6172 3,7307 3,8526 3,9308 3,9238 3,8234 3,6430 3,3859 3,0326 2,5604 1,9742 1,3262 0,7082 0,2201 -0,0641 -0,1224 -0,0010 0,1975 0,3593 0,4126 0,3518 0,2219 0,0856 -0,0009 -0,0001 0,0986 0,2799 0,5078 0,7291 0,8867 0,9397 0,8687 0,6673 0,3433 -0,0740 -0,5384 -0,9947 -1,3790 -1,6323 -1,7257 -1,6654 -1,4757 -1,1867 -0,8347 -0,4686 -0,1476 0,0730 0,1611 0,1159 -0,0336 -0,2392 -0,4530 -0,6410 -0,7793 -0,8480 -0,8331 -0,7422 -0,6169 -0,5188 -0,4991 -0,5768 -0,7257 -0,8729 -0,9307 -0,8487 -0,6445 -0,3899 -0,1631 -0,0039 0,0971 0,1746 0,2584 0,3565 0,4595 0,5545 0,6426 0,7440 0,8809 1,0611 1,2786 1,5128 1,7211 1,8451 1,8364 1,6917 1,4699 1,2632 1,1473 1,1576 1,2984 1,5485 1,8547 2,1426 2,3468 2,4290 2,3802 2,2285 2,0396 1,8898 1,8332 1,8821 2,0069 2,1490 2,2458 2,2526 2,1582 1,9859 1,7681 1,5177 1,2348 0,9282 0,6241 0,3679 0,2178 0,2118 0,3319 0,5169 0,7079 0,8661 0,9585 0,9643 0,8935 0,7727 0,6125 0,3961 0,1016 -0,2673 -0,6663 -1,0185 -1,2388 -1,2655 -1,0887 -0,7513 -0,3172 0,1627 0,6551 1,1270 1,5356 1,8447 2,0524 2,1971 2,3277 2,4652 2,5913 2,6761 2,7134 2,7238 2,7259 2,7156 2,6818 2,6274 2,5756 2,5687 2,6592 2,8812 3,2204 3,6151 3,9860 4,2720 4,4473 4,5137 4,4850 4,3785 4,2088 3,9767 3,6680 3,2800 2,8441 2,4182 2,0637 1,8284 1,7356 1,7819 1,9483 2,2152 2,5624 2,9558 3,3368 3,6257 3,7422 3,6385 3,3231 2,8621 2,3556 1,8937 1,5313 1,3018 1,2326 1,3405 1,6234 2,0537 2,5678 3,0664 3,4390 3,5994 3,5149 3,2218 2,8149 2,4050 2,0739 1,8615 1,7774 1,8129 1,9424 2,1198 2,2838 2,3811 2,3916 2,3273 2,2084 2,0491 1,8650 1,6821 1,5313 1,4342 1,3935 1,3991 1,4417 1,5200 1,6438 1,8344 2,1168 2,5033 2,9754 3,4712 3,8921 4,1353 4,1421 3,9285 3,5697 3,1590 2,7767 2,4737 2,2695 2,1690 2,1840 2,3233 2,5581 2,8043 2,9519 2,9253 2,7263 2,4301 2,1428 1,9482 1,8656 1,8409 1,7833 1,6211 1,3350 0,9654 0,6071 0,3757 0,3427 0,4955 0,7611 1,0560 1,3149 1,4964 1,5800 1,5631 1,4577 1,2786 1,0247 0,6811 0,2528 -0,2096 -0,6316 -0,9492 -1,1200 -1,1180 -0,9397 -0,6166 -0,2092 0,2177 0,6177 0,9684 1,2635 1,5084 1,7197 1,9098 2,0655 2,1510 2,1392 2,0340 1,8612 1,6518 1,4415 1,2739 1,1862 1,1844 1,2341 1,2778 1,2694 1,2003 1,1014 1,0201 0,9928 1,0371 1,1535 1,3211 1,4956 1,6245 1,6648 1,5966 1,4330 1,2169 0,9929 0,7773 0,5608 0,3384 0,1284 -0,0382 -0,1437 -0,1946 -0,2034 -0,1605 -0,0368 0,1776 0,4428 0,6794 0,8072 0,7850 0,6229 0,3587 0,0373 -0,2807 -0,5217 -0,6320 -0,5951 -0,4099 -0,0751 0,3921 0,9368 1,4860 1,9903 2,4406 2,8469 3,2000 3,4560 3,5550 3,4528 3,1511 2,7014 2,1703 1,6063 1,0475 0,5496 0,1936 0,0625 0,2013 0,5856 1,1294 1,7347 2,3331 2,8915 3,3968 3,8357 4,1704 4,3432 4,3261 4,1604 3,9363 3,7443 3,6408 3,6273 3,6475 3,6155 3,4596 3,1599 2,7567 2,3210 1,9138 1,5685 1,2982 1,1045 0,9803 0,9018 0,8262 0,7116 0,5433 0,3473 0,1818 0,1059 0,1414 0,2599 0,3960 0,4727 0,4319 0,2597 -0,0149 -0,3367 -0,6433 -0,8871 -1,0492 -1,1326 -1,1502 -1,1301 -1,1215 -1,1798 -1,3386 -1,5921 -1,8927 -2,1595
F3    -1,5946 -1,5827 -1,3937 -1,0377 -0,5495 0,0148 0,5761 1,0397 1,3225 1,3740 1,1763 0,7510 0,1800 -0,4029 -0,8704 -1,1648 -1,3029 -1,3256 -1,2496 -1,0704 -0,8097 -0,5342 -0,3156 -0,1840 -0,1214 -0,0784 0,0159 0,2343 0,5934 1,0134 1,3607 1,5340 1,5072 1,3152 1,0311 0,7436 0,5118 0,3332 0,1751 0,0315 -0,0598 -0,0566 0,0309 0,1233 0,1264 0,0094 -0,1774 -0,3507 -0,4453 -0,4471 -0,3965 -0,3491 -0,3318 -0,3361 -0,3415 -0,3369 -0,3139 -0,2444 -0,0892 0,1509 0,4040 0,5631 0,5502 0,3465 -0,0186 -0,4867 -0,9857 -1,4472 -1,8268 -2,1151 -2,3263 -2,4696 -2,5384 -2,5366 -2,5003 -2,4862 -2,5414 -2,6778 -2,8560 -2,9925 -3,0007 -2,8377 -2,5176 -2,1009 -1,6790 -1,3354 -1,0995 -0,9455 -0,8408 -0,7709 -0,7233 -0,6856 -0,6631 -0,6638 -0,6656 -0,6246 -0,5086 -0,3118 -0,0539 0,2275 0,4915 0,7020 0,8268 0,8384 0,7228 0,4885 0,1581 -0,2448 -0,6837 -1,0977 -1,4170 -1,5936 -1,6211 -1,5282 -1,3534 -1,1194 -0,8296 -0,4757 -0,0390 0,5042 1,1510 1,8397 2,4521 2,8611 2,9978 2,8916 2,6534 2,4145 2,2565 2,1674 2,0577 1,8392 1,5094 1,1640 0,9324 0,9007 1,0836 1,4545 1,9823 2,6275 3,3150 3,9403 4,4128 4,6946 4,7966 4,7418 4,5441 4,2075 3,7234 3,0890 2,3542 1,6354 1,0677 0,7489 0,7099 0,9080 1,2512 1,6405 1,9945 2,2575 2,4075 2,4536 2,4193 2,3312 2,2276 2,1605 2,1829 2,3407 2,6687 3,1670 3,7847 4,4436 5,0869 5,7012 6,2949 6,8588 7,3507 7,7139 7,9046 7,8937 7,6626 7,2264 6,6565 6,0510 5,4898 5,0171 4,6478 4,3711 4,1567 3,9774 3,8281 3,7230 3,6808 3,7128 3,8232 4,0181 4,3083 4,6919 5,1276 5,5267 5,7867 5,8366 5,6471 5,2215 4,5987 3,8472 3,0386 2,2385 1,5148 0,9349 0,5542 0,4032 0,4630 0,6588 0,8901 1,0815 1,2155 1,3198 1,4233 1,5365 1,6637 1,8142 1,9971 2,2092 2,4264 2,6030 2,6854 2,6291 2,4109 2,0378 1,5377 0,9319 0,2469 -0,4359 -0,9832 -1,2824 -1,2997 -1,0790 -0,7067 -0,2752 0,1408 0,4880 0,7279 0,8367 0,8163 0,7028 0,5531 0,4166 0,3221 0,2827 0,3037 0,3838 0,5051 0,6241 0,6869 0,6499 0,4952 0,2637 0,0685 0,0287 0,1724 0,4176 0,6406 0,7530 0,7254 0,5705 0,3287 0,0689 -0,1177 -0,1361 0,0814 0,5391 1,1672 1,8454 2,4482 2,8940 3,1578 3,2421 3,1478 2,8742 2,4536 1,9834 1,5942 1,3748 1,3346 1,4306 1,6079 1,8135 2,0009 2,1450 2,2458 2,3123 2,3573 2,3973 2,4396 2,4783 2,5102 2,5434 2,5790 2,5911 2,5356 2,3888 2,1691 1,9073 1,6119 1,2903 0,9802 0,7417 0,6372 0,7109 0,9496 1,2700 1,5670 1,7693 1,8424 1,7733 1,5810 1,3238 1,0682 0,8580 0,7128 0,6362 0,6178 0,6363 0,6696 0,7144 0,7963 0,9542 1,2037 1,5136 1,8258 2,0953 2,3114 2,4923 2,6647 2,8413 3,0114 3,1473 3,2125 3,1681 2,9965 2,7308 2,4503 2,2407 2,1615 2,2355 2,4401 2,7173 3,0163 3,3225 3,6427 3,9782 4,3126 4,6129 4,8426 4,9735 4,9932 4,9158 4,7769 4,6006 4,3714 4,0456 3,6011 3,0751 2,5573 2,1522 1,9331 1,9170 2,0786 2,3829 2,8054 3,3237 3,8957 4,4484 4,8857 5,1117 5,0670 4,7513 4,2195 3,5554 2,8330 2,1044 1,4334 0,9242 0,6926 0,8104 1,2672 1,9673 2,7568 3,4725 3,9847 4,2179 4,1655 3,8971 3,5264 3,1608 2,8833 2,7606 2,8355 3,1033 3,4997 3,9147 4,2248 4,3358 4,2257 3,9493 3,5960 3,2413 2,9267 2,6621 2,4395 2,2455 2,0667 1,8898 1,7149 1,5806 1,5614 1,7230 2,0831 2,6005 3,1745 3,6636 3,9393 3,9463 3,7198 3,3598 2,9935 2,7363 2,6512 2,7281 2,9155 3,1743 3,4913 3,8411 4,1483 4,3074 4,2502 3,9872 3,5809 3,1038 2,6317 2,2328 1,9332 1,7137 1,5407 1,3826 1,2275 1,1250 1,1834 1,4771 1,9700 2,5395 3,0443 3,3764 3,4850 3,3740 3,0864 2,6949 2,2716 1,8336 1,3425 0,7823 0,2188 -0,2414 -0,5205 -0,5794 -0,3969 0,0213 0,6179 1,2924 1,9478 2,5255 2,9966 3,3369 3,5293 3,5840 3,5366 3,4217 3,2505 3,0217 2,7476 2,4560 2,1819 1,9747 1,8866 1,9330 2,0736 2,2394 2,3738 2,4548 2,4963 2,5319 2,5853 2,6407 2,6446 2,5431 2,3182 2,0026 1,6692 1,3921 1,2062 1,1129 1,1098 1,1889 1,3121 1,4159 1,4534 1,4281 1,3859 1,3680 1,3746 1,3758 1,3552 1,3349 1,3546 1,4297 1,5291 1,5888 1,5525 1,3978 1,1270 0,7662 0,3885 0,1066 0,0060 0,1030 0,3873 0,8650 1,5199 2,2635 2,9557 3,4751 3,7695 3,8500 3,7502 3,4982 3,1186 2,6478 2,1497 1,7066 1,3704 1,1279 0,9319 0,7674 0,6820 0,7547 1,0337 1,4934 2,0414 2,5740 3,0396 3,4563 3,8784 4,3375 4,7937 5,1532 5,3576 5,4347 5,4446 5,4188 5,3649 5,2884 5,1793 4,9997 4,7031 4,2722 3,7407 3,1753 2,6359 2,1497 1,7226 1,3725 1,1323 1,0025 0,9307 0,8517 0,7420 0,6404 0,6228 0,7432 0,9885 1,2872 1,5469 1,6810 1,6281 1,3765 0,9722 0,5012 0,0570 -0,2955 -0,5324 -0,6490 -0,6416 -0,5246 -0,3574 -0,2407 -0,2665 -0,4613 -0,7715 -1,0959
F7    -0,5268 -0,2105 0,1583 0,5096 0,7515 0,8163 0,7167 0,5252 0,3058 0,0833 -0,1435 -0,3820 -0,6284 -0,8548 -1,0138 -1,0595 -0,9729 -0,7878 -0,5887 -0,4521 -0,3826 -0,3130 -0,1690 0,0655 0,3400 0,5678 0,6553 0,5392 0,2407 -0,1210 -0,3904 -0,4626 -0,3253 -0,0412 0,2885 0,5576 0,6918 0,6837 0,5922 0,4929 0,4289 0,4147 0,4506 0,5010 0,4898 0,3473 0,0526 -0,3655 -0,8352 -1,2401 -1,4509 -1,4086 -1,1781 -0,9067 -0,7221 -0,6495 -0,6132 -0,5154 -0,3123 -0,0218 0,3154 0,6584 0,9664 1,2040 1,3484 1,3807 1,2737 0,9956 0,5278 -0,1105 -0,8474 -1,5699 -2,1574 -2,5189 -2,6136 -2,4630 -2,1560 -1,8330 -1,6422 -1,6805 -1,9367 -2,2797 -2,5257 -2,5348 -2,2707 -1,8063 -1,2900 -0,8704 -0,6186 -0,5125 -0,4784 -0,4343 -0,3255 -0,1601 -0,0084 0,0562 0,0214 -0,0627 -0,1291 -0,1306 -0,0587 0,0525 0,1664 0,2904 0,4440 0,5932 0,6689 0,6404 0,5291 0,3615 0,1466 -0,1019 -0,3387 -0,4965 -0,5319 -0,4546 -0,3014 -0,0987 0,1359 0,3613 0,5073 0,5204 0,4120 0,2482 0,0912 -0,0412 -0,1556 -0,2316 -0,1971 0,0489 0,5787 1,3747 2,3132 3,2168 3,9404 4,4203 4,6734 4,7599 4,7316 4,6117 4,4249 4,2302 4,0946 4,0202 3,9223 3,7021 3,3289 2,8422 2,2935 1,7054 1,0927 0,5026 0,0161 -0,2833 -0,3329 -0,1007 0,4027 1,1190 1,9575 2,8214 3,6378 4,3697 4,9976 5,4888 5,7895 5,8569 5,6901 5,3207 4,8031 4,2232 3,6818 3,2571 2,9766 2,8063 2,6787 2,5622 2,4984 2,5553 2,7589 3,0918 3,5329 4,0627 4,6381 5,1836 5,6185 5,8918 5,9864 5,9028 5,6591 5,3024 4,9096 4,5615 4,3010 4,1194 3,9855 3,8760 3,7700 3,6265 3,3831 2,9987 2,5012 1,9904 1,6080 1,4822 1,6494 2,0202 2,4427 2,7933 3,0179 3,1215 3,1374 3,0956 3,0050 2,8651 2,6943 2,5361 2,4331 2,4090 2,4701 2,5984 2,7429 2,8341 2,8182 2,6777 2,4243 2,0909 1,7346 1,4216 1,1856 1,0126 0,8814 0,8106 0,8372 0,9587 1,1258 1,2886 1,4333 1,5707 1,7036 1,8044 1,8224 1,7256 1,5373 1,3188 1,1198 0,9529 0,8022 0,6525 0,5149 0,4185 0,3723 0,3469 0,3022 0,2272 0,1547 0,1436 0,2294 0,3775 0,5064 0,5704 0,5869 0,5793 0,5385 0,4566 0,3706 0,3563 0,4750 0,7284 1,0638 1,4035 1,6690 1,8077 1,8073 1,6964 1,5493 1,4753 1,5646 1,8262 2,1869 2,5572 2,8808 3,1227 3,2558 3,2742 3,1971 3,0565 2,8907 2,7389 2,6263 2,5474 2,4700 2,3657 2,2373 2,1234 2,0829 2,1534 2,3057 2,4432 2,4706 2,3752 2,2325 2,1315 2,1035 2,1149 2,1105 2,0497 1,9111 1,6897 1,4058 1,1161 0,9025 0,8222 0,8678 0,9936 1,1639 1,3574 1,5412 1,6660 1,6888 1,5798 1,3183 0,9295 0,5290 0,2859 0,3132 0,5908 0,9881 1,3591 1,6306 1,8238 2,0145 2,2797 2,6577 3,1217 3,5829 3,9404 4,1350 4,1522 3,9999 3,7136 3,3719 3,0740 2,8889 2,8098 2,7443 2,5656 2,2117 1,7470 1,3215 1,0802 1,0981 1,3563 1,7648 2,2138 2,6202 2,9567 3,2412 3,4870 3,6791 3,7978 3,8328 3,7750 3,6236 3,4090 3,1822 2,9784 2,8140 2,7100 2,6823 2,7177 2,7897 2,8869 3,0060 3,1224 3,1810 3,1168 2,8892 2,5152 2,0780 1,7018 1,5148 1,6097 1,9961 2,5784 3,2011 3,7311 4,0950 4,2616 4,2160 3,9541 3,5058 2,9541 2,4072 1,9555 1,6576 1,5431 1,6066 1,8002 2,0389 2,2288 2,3112 2,3021 2,2951 2,3903 2,5921 2,7827 2,8034 2,5682 2,1210 1,6082 1,1954 0,9929 1,0361 1,3046 1,7305 2,1973 2,5755 2,7838 2,8140 2,7169 2,5750 2,4588 2,3872 2,3281 2,2370 2,1011 1,9533 1,8587 1,8887 2,0704 2,3478 2,6115 2,7657 2,7639 2,6046 2,3124 1,9203 1,4741 1,0496 0,7369 0,5872 0,5984 0,7421 0,9664 1,1967 1,3907 1,5759 1,8011 2,0693 2,3425 2,5851 2,7771 2,8962 2,9025 2,7565 2,4592 2,0624 1,6394 1,2574 0,9687 0,7886 0,6708 0,5423 0,3777 0,2196 0,1272 0,1278 0,2264 0,4333 0,7558 1,1674 1,6098 2,0404 2,4669 2,9193 3,3883 3,7840 3,9672 3,8478 3,4642 2,9577 2,4777 2,1138 1,8890 1,7796 1,7323 1,6907 1,6313 1,5638 1,4916 1,3868 1,2062 0,9255 0,5779 0,2666 0,1131 0,1764 0,4216 0,7551 1,0743 1,2909 1,3438 1,2204 0,9693 0,6838 0,4634 0,3657 0,3827 0,4636 0,5540 0,6179 0,6540 0,7067 0,8341 1,0464 1,2816 1,4549 1,5266 1,5254 1,5207 1,5735 1,7044 1,8894 2,0624 2,1413 2,0797 1,8922 1,6306 1,3539 1,1165 0,9736 0,9812 1,1670 1,4957 1,8723 2,1883 2,3728 2,4124 2,3329 2,1641 1,9323 1,6730 1,4281 1,2340 1,1270 1,1450 1,3067 1,5931 1,9518 2,3137 2,6130 2,8045 2,8614 2,7716 2,5591 2,2807 1,9728 1,6445 1,3480 1,1951 1,2591 1,4917 1,7588 1,9314 1,9362 1,7664 1,4788 1,1634 0,9012 0,7495 0,7313 0,7971 0,8247 0,7029 0,4161 0,0464 -0,2949 -0,5360 -0,6619 -0,6903 -0,6505 -0,5821 -0,5350 -0,5572 -0,6849 -0,9399 -1,3197 -1,7782 -2,2222 -2,5397 -2,6450 -2,5292 -2,2733 -1,9902 -1,7466 -1,5416 -1,3535 -1,1944 -1,1111 -1,1390
