Fp1   -3,8766 -6,1829 -8,1281 -9,3891 -9,8172 -9,3779 -8,1007 -6,0772 -3,4826 -0,5896 2,2762 4,8220 6,8356 8,1876 8,8269 8,7431 7,8690 6,0438 3,1534 -0,6273 -4,7060 -8,2024 -10,2778 -10,4535 -8,7845 -5,8598 -2,5928 0,1557 1,9177 2,7238 2,9606 3,0832 3,3137 3,4968 3,2254 2,1372 0,1693 -2,3188 -4,5827 -5,7629 -5,2771 -3,0716 0,3700 4,1954 7,4747 9,5305 10,1623 9,6611 8,6149 7,5891 6,8504 6,3036 5,6423 4,5747 3,0091 1,1335 -0,6702 -2,0284 -2,7325 -2,7904 -2,4053 -1,8796 -1,4511 -1,1581 -0,8246 -0,1442 1,1696 3,1851 5,6467 8,1139 10,2183 11,7519 12,5792 12,6011 11,8048 10,2776 8,2001 5,8454 3,5093 1,3804 -0,5125 -2,2031 -3,6299 -4,5576 -4,6246 -3,4951 -1,0660 2,3643 6,0892 9,2023 10,9584 11,1238 10,0827 8,5617 7,1525 6,0158 4,9289 3,5432 1,6879 -0,4044 -2,1346 -2,8906 -2,4333 -0,9564 1,1563 3,5558 5,9543 8,0362 9,4098 9,6719 8,5553 6,0486 2,4180 -1,8177 -5,9067 -8,9738 -10,3033 -9,6350 -7,2427 -3,7465 0,1966 4,0843 7,5312 10,1756 11,7086 11,9557 10,8855 8,5666 5,1723 1,0748 -3,0937 -6,5759 -8,7555 -9,3291 -8,3088 -5,9408 -2,6234 1,1619 4,9339 8,3180 11,0975 13,1516 14,3704 14,6676 14,0566 12,6773 10,7556 8,5164 6,0932 3,5744 1,2132 -0,4788 -0,9570 0,0057 2,1649 4,9358 7,6937 10,0318 11,7993 12,9680 13,5479 13,6177 13,3347 12,8628 12,2900 11,6140 10,8206 9,9964 9,3195 8,8907 8,6368 8,4287 8,2303 8,0960 8,0715 8,1259 8,1675 8,1108 7,9280 7,6476 7,3086 6,9207 6,4594 5,8887 5,2208 4,5927 4,2640 4,4937 5,3789 6,7794 8,3810 9,8382 10,8780 11,3337 11,1651 10,4626 9,3807 8,0270 6,4133 4,5077 2,3310 0,0196 -2,1602 -3,8562 -4,7466 -4,6581 -3,5916 -1,6683 0,9097 3,8436 6,7340 9,1653 10,8133 11,5026 11,2493 10,2602 8,8176 7,1161 5,2049 3,0788 0,8283 -1,2906 -2,8864 -3,5080 -2,8025 -0,7770 2,0444 4,8071 6,7501 7,4870 6,9870 5,4744 3,3940 1,3290 -0,1840 -0,8089 -0,4711 0,6119 1,9885 3,2033 4,0324 4,4974 4,7130 4,7626 4,6817 4,5215 4,4016 4,4612 4,7744 5,3506 6,1725 7,1635 8,1266 8,7676 8,8196 8,1758 6,9490 5,4271 3,9496 2,7765 2,0261 1,7010 1,7505 2,0846 2,5235 2,7754 2,5421 1,7245 0,5625 -0,4439 -0,8090 -0,3483 0,7326 2,0338 3,2834 4,4480 5,4999 6,1485 5,8941 4,3637 1,6116 -1,8294 -5,1527 -7,5936 -8,6929 -8,4227 -7,1236 -5,2567 -3,1422 -0,8821 1,5139 3,9412 6,0980 7,5454 7,9511 7,3657 6,2063 4,8883 3,4920 1,7895 -0,4571 -3,2316 -6,2261 -8,9702 -10,9655 -11,7629 -11,0371 -8,7084 -5,0647 -0,7780 3,2417 6,0982 7,1621 6,2631 3,7732 0,4998 -2,6243 -4,8922 -6,0004 -5,9834 -5,0486 -3,4704 -1,5650 0,3257 1,9157 3,0971 3,9366 4,5037 4,7445 4,5471 3,8516 2,6944 1,2594 -0,0971 -0,9925 -1,2431 -0,9335 -0,3265 0,2525 0,5306 0,3867 -0,1372 -0,9304 -1,9324 -3,1563 -4,5914 -6,0912 -7,3333 -7,8706 -7,2925 -5,4508 -2,6010 0,6366 3,4871 5,3339 5,9535 5,4963 4,3126 2,8248 1,4291 0,3606 -0,3813 -0,9645 -1,5976 -2,4342 -3,5037 -4,6524 -5,5666 -5,9270 -5,6105 -4,7628 -3,6786 -2,6297 -1,8028 -1,3279 -1,2748 -1,5569 -1,8184 -1,4991 -0,1401 2,2897 5,3210 8,1837 10,1038 10,5504 9,3674 6,7872 3,3576 -0,2188 -3,2983 -5,4620 -6,5527 -6,6017 -5,7243 -4,0516 -1,7229 1,0671 3,9902 6,5691 8,3017 8,8413 8,0965 6,2498 3,7286 1,0896 -1,1701 -2,7694 -3,6977 -4,1755 -4,5203 -4,9189 -5,2674 -5,2652 -4,6720 -3,4521 -1,7220 0,3252 2,4090 4,1514 5,1599 5,1749 4,1684 2,3366 0,0439 -2,2638 -4,2008 -5,5639 -6,3408 -6,6296 -6,5504 -6,1998 -5,6391 -4,8821 -3,8757 -2,5232 -0,7780 1,2247 3,0867 4,2435 4,2569 3,0806 1,0780 -1,1697 -3,1170 -4,4692 -5,2531 -5,6851 -5,9497 -6,0559 -5,8219 -4,9641 -3,2843 -0,8627 1,8975 4,4108 6,1242 6,6812 5,9999 4,3045 2,0895 -0,0592 -1,7218 -2,7948 -3,4411 -3,9079 -4,3402 -4,6822 -4,7059 -4,1586 -2,9506 -1,2339 0,6766 2,4203 3,6471 4,0673 3,5635 2,2631 0,4706 -1,4447 -3,1366 -4,3805 -5,1250 -5,4193 -5,2880 -4,7019 -3,7080 -2,5934 -1,8466 -1,8642 -2,6517 -3,7932 -4,7036 -4,9635 -4,5231 -3,6668 -2,8202 -2,3825 -2,6390 -3,6714 -5,2634 -6,9287 -8,1425 -8,6286 -8,4304 -7,7071 -6,5288 -4,9073 -2,9493 -0,8921 1,0036 2,5506 3,6201 4,0673 3,7285 2,5450 0,7090 -1,3353 -3,0486 -3,9645 -3,8038 -2,5629 -0,5123 1,9293 4,3280 6,2939 7,5258 7,8702 7,3177 5,9292 3,8142 1,1866 -1,6179 -4,1818 -6,0456 -6,8066 -6,3157 -4,8109 -2,8060 -0,7843 1,0510 2,7720 4,4917 6,1232 7,3297 7,6693 6,8137 4,7090 1,6249 -1,8651 -4,9538 -6,7784 -6,6928 -4,5082 -0,5962 4,1912 8,7841 12,2412 14,0168 14,0552 12,7090 10,5423 8,1175 5,8457 3,9305 2,4318 1,4028 0,9254 1,0134 1,5615 2,4039 3,3694 4,3067 5,1223 5,7416 5,9808 5,5475 4,2561 2,2490 0,0122 -1,8457 -2,9060 -3,1175 -2,7475 -2,1792 -1,6884 -1,3476 -1,1073 -0,9367 -0,8746 -0,9315 -0,9509 -0,6214 0,3274 1,9186 3,8959 5,8957 7,6733 9,1744 10,3823 11,1408
Fz    -0,7832 -1,1571 -1,7302 -2,4581 -3,2607 -4,0172 -4,5749 -4,7849 -4,5577 -3,9049 -2,9407 -1,8370 -0,7661 0,1354 0,7842 1,1575 1,2664 1,1114 0,6844 0,0252 -0,7292 -1,3602 -1,6358 -1,3827 -0,5410 0,7864 2,3260 3,7334 4,7601 5,3492 5,5896 5,5941 5,4075 4,9896 4,2602 3,1679 1,7489 0,1599 -1,3301 -2,4207 -2,9057 -2,7593 -2,1322 -1,2737 -0,4326 0,2130 0,5859 0,7050 0,6455 0,4891 0,2948 0,0944 -0,1072 -0,3374 -0,6450 -1,0634 -1,5851 -2,1661 -2,7367 -3,2084 -3,4976 -3,5616 -3,4160 -3,1092 -2,6720 -2,0874 -1,3058 -0,3084 0,8261 1,9261 2,8088 3,3485 3,4866 3,2155 2,5627 1,5851 0,3733 -0,9493 -2,2478 -3,4154 -4,4005 -5,1955 -5,7932 -6,1413 -6,1332 -5,6580 -4,6886 -3,3534 -1,9241 -0,7233 -0,0073 0,1324 -0,2072 -0,8249 -1,5467 -2,2883 -3,0307 -3,7684 -4,4628 -5,0147 -5,2946 -5,2286 -4,8601 -4,3262 -3,7739 -3,2922 -2,9104 -2,6426 -2,5229 -2,6010 -2,9152 -3,4810 -4,2890 -5,2691 -6,2429 -6,9450 -7,1430 -6,7654 -5,9289 -4,8645 -3,8206 -3,0068 -2,5770 -2,6152 -3,1094 -3,9396 -4,9274 -5,9302 -6,8903 -7,7902 -8,5882 -9,2132 -9,5969 -9,6936 -9,4800 -8,9594 -8,1745 -7,2162 -6,2131 -5,2973 -4,5550 -4,0037 -3,6136 -3,3417 -3,1542 -3,0265 -2,9231 -2,7903 -2,5934 -2,3472 -2,0848 -1,8072 -1,4789 -1,0711 -0,6098 -0,1743 0,1652 0,4061 0,5937 0,7579 0,8970 1,0168 1,1492 1,3317 1,5789 1,8668 2,1368 2,3349 2,4575 2,5457 2,6399 2,7585 2,9135 3,1213 3,3944 3,7296 4,1005 4,4591 4,7581 4,9714 5,0670 4,9591 4,5264 3,6946 2,5077 1,1402 -0,1491 -1,1080 -1,5784 -1,5332 -1,0562 -0,2982 0,5659 1,3749 2,0189 2,4613 2,7182 2,8073 2,7098 2,3721 1,7483 0,8523 -0,2170 -1,2972 -2,2248 -2,8932 -3,2608 -3,3252 -3,1028 -2,6270 -1,9496 -1,1385 -0,2790 0,5277 1,1841 1,6265 1,8311 1,7850 1,4620 0,8417 -0,0508 -1,1294 -2,2546 -3,2522 -3,9599 -4,2984 -4,3152 -4,1516 -3,9505 -3,7845 -3,6506 -3,4955 -3,2419 -2,8245 -2,2306 -1,5099 -0,7576 -0,1076 0,2809 0,2921 -0,0708 -0,6866 -1,3760 -1,9556 -2,2698 -2,1981 -1,6596 -0,6514 0,7207 2,2755 3,8193 5,1801 6,2195 6,8421 6,9996 6,6900 5,9659 4,9413 3,7680 2,5946 1,5376 0,6740 0,0451 -0,3451 -0,5316 -0,5717 -0,5080 -0,3431 -0,0525 0,3852 0,9674 1,6526 2,3581 2,9834 3,4490 3,7109 3,7299 3,4418 2,7847 1,7689 0,5212 -0,7385 -1,7625 -2,3498 -2,4065 -1,9747 -1,2037 -0,2668 0,7129 1,6697 2,5543 3,3054 3,8401 4,0550 3,8793 3,3686 2,7109 2,1011 1,6159 1,2105 0,8054 0,3623 -0,1040 -0,5513 -0,9281 -1,1720 -1,2115 -0,9824 -0,4581 0,3180 1,2113 2,0020 2,4427 2,3627 1,7506 0,7555 -0,3801 -1,4009 -2,1091 -2,4159 -2,3568 -2,0591 -1,6756 -1,3279 -1,0800 -0,9276 -0,8188 -0,7047 -0,5624 -0,3896 -0,2169 -0,1164 -0,1519 -0,3175 -0,5509 -0,7956 -1,0315 -1,2637 -1,4979 -1,7172 -1,8755 -1,9151 -1,7960 -1,5268 -1,1769 -0,8463 -0,6030 -0,4305 -0,2311 0,1036 0,6055 1,1922 1,6932 1,9194 1,7518 1,1986 0,3758 -0,5503 -1,4066 -2,0515 -2,4163 -2,5218 -2,4574 -2,3409 -2,2768 -2,3235 -2,4737 -2,6528 -2,7521 -2,6945 -2,4794 -2,1680 -1,8400 -1,5580 -1,3486 -1,2046 -1,0984 -0,9756 -0,7390 -0,2731 0,4891 1,5095 2,6409 3,6729 4,3920 4,6336 4,3265 3,5259 2,4139 1,2495 0,2788 -0,3400 -0,5489 -0,3603 0,1649 0,9190 1,7476 2,4635 2,8910 2,9252 2,5615 1,8779 1,0066 0,1151 -0,6258 -1,0926 -1,2438 -1,1143 -0,7996 -0,4374 -0,1582 -0,0176 0,0130 -0,0051 -0,0159 0,0289 0,1463 0,2721 0,2523 -0,0817 -0,7982 -1,8085 -2,9074 -3,8584 -4,4642 -4,6114 -4,2990 -3,6410 -2,8257 -2,0495 -1,4638 -1,1435 -1,0737 -1,1591 -1,2578 -1,2372 -1,0478 -0,7695 -0,5746 -0,6160 -0,9303 -1,4279 -1,9550 -2,3752 -2,6354 -2,7840 -2,9288 -3,1697 -3,5416 -3,9813 -4,3322 -4,4076 -4,0842 -3,3655 -2,3841 -1,3618 -0,5510 -0,1528 -0,2393 -0,7354 -1,4787 -2,3066 -3,1092 -3,8336 -4,4534 -4,9301 -5,1952 -5,1596 -4,7550 -3,9904 -2,9765 -1,8810 -0,8589 -0,0379 0,4619 0,5520 0,2299 -0,4106 -1,2098 -1,9802 -2,5611 -2,8767 -2,9496 -2,8581 -2,6828 -2,4937 -2,3747 -2,4261 -2,7100 -3,1880 -3,7324 -4,2147 -4,5852 -4,8800 -5,1730 -5,5266 -5,9745 -6,5243 -7,1476 -7,7554 -8,2061 -8,3732 -8,2229 -7,8141 -7,2156 -6,4394 -5,4723 -4,3455 -3,1383 -1,9264 -0,7564 0,3273 1,2446 1,8716 2,0857 1,8448 1,2378 0,4641 -0,2397 -0,6865 -0,8010 -0,6284 -0,2893 0,0846 0,4096 0,6733 0,9131 1,1619 1,3917 1,5011 1,3630 0,8923 0,1000 -0,8914 -1,8978 -2,7654 -3,4252 -3,8701 -4,0981 -4,0806 -3,7781 -3,1865 -2,3723 -1,4628 -0,6061 0,0660 0,4649 0,5692 0,4511 0,2799 0,2707 0,5961 1,3165 2,3481 3,4776 4,4359 4,9997 5,0569 4,6260 3,8486 2,9592 2,2254 1,8711 2,0079 2,6091 3,5412 4,6059 5,5691 6,2103 6,3896 6,0727 5,3046 4,1833 2,8328 1,3630 -0,1478 -1,6326 -3,0084 -4,1637 -4,9793 -5,3822 -5,3792 -5,0449 -4,4900 -3,8354 -3,1985 -2,6914 -2,4165 -2,4396 -2,7405 -3,1757 -3,4993 -3,4620 -2,9392 -1,9963 -0,8389 0,3058 1,2741 1,9688 2,3211
F3    -1,0250 -1,6438 -2,1504 -2,5477 -2,8860 -3,2149 -3,5520 -3,8529 -3,9839 -3,7631 -3,0840 -2,0149 -0,7921 0,2862 1,0123 1,3622 1,4428 1,3617 1,1682 0,8833 0,5380 0,1835 -0,0976 -0,1546 0,2263 1,1861 2,6099 4,1166 5,2755 5,8465 5,8486 5,4631 4,8901 4,2430 3,5061 2,5660 1,3109 -0,2327 -1,8198 -3,0696 -3,6860 -3,6335 -3,1289 -2,4828 -1,9088 -1,4206 -0,8929 -0,2236 0,5670 1,3681 2,0725 2,6516 3,1514 3,6071 3,9700 4,1184 3,8917 3,1213 1,7324 -0,1396 -2,1922 -4,1272 -5,7393 -6,8601 -7,3012 -6,8865 -5,5385 -3,3567 -0,6410 2,1801 4,6758 6,5060 7,4751 7,5556 6,8427 5,4714 3,5840 1,3508 -1,0147 -3,2749 -5,2213 -6,7190 -7,6877 -8,0247 -7,5788 -6,2414 -4,0833 -1,4127 1,2942 3,5311 4,8924 5,1930 4,5402 3,2560 1,6766 -0,0014 -1,7203 -3,4565 -5,1241 -6,5458 -7,5090 -7,8809 -7,6730 -6,9962 -5,9801 -4,7347 -3,3660 -2,0060 -0,8067 0,0927 0,5768 0,5466 -0,0648 -1,2248 -2,7189 -4,1463 -5,0584 -5,1788 -4,5267 -3,3662 -2,0862 -1,0849 -0,6617 -0,9518 -1,9209 -3,3799 -5,0222 -6,5096 -7,5533 -7,9567 -7,6727 -6,8532 -5,7826 -4,7180 -3,7877 -3,0192 -2,4187 -2,0024 -1,7910 -1,8085 -2,0661 -2,5325 -3,1073 -3,6154 -3,8588 -3,7049 -3,1283 -2,1750 -0,9169 0,5340 1,9924 3,2298 4,0658 4,4466 4,4321 4,1097 3,5494 2,8236 2,0198 1,2292 0,5438 0,0573 -0,1461 -0,0181 0,4210 1,0779 1,8320 2,6021 3,3790 4,1838 4,9887 5,6946 6,1842 6,3773 6,2518 5,8463 5,2516 4,5748 3,8836 3,1666 2,3561 1,4017 0,3058 -0,9031 -2,1677 -3,3436 -4,1851 -4,4412 -3,9918 -2,8954 -1,3184 0,5447 2,4879 4,2839 5,7145 6,6268 6,9509 6,6612 5,7330 4,1609 2,0313 -0,4354 -2,9202 -5,0838 -6,6527 -7,4766 -7,5202 -6,8330 -5,5537 -3,8998 -2,1045 -0,3611 1,1832 2,4101 3,2322 3,6116 3,5660 3,1373 2,3520 1,2321 -0,1602 -1,7060 -3,2367 -4,5328 -5,3646 -5,6145 -5,3739 -4,8885 -4,3872 -3,9609 -3,5643 -3,0729 -2,3551 -1,3611 -0,1726 1,0334 2,0289 2,5465 2,3481 1,3763 -0,1623 -1,8849 -3,3935 -4,3713 -4,6133 -4,0332 -2,6662 -0,6759 1,6696 4,0767 6,2826 8,0354 9,0874 9,2701 8,5775 7,1642 5,2871 3,2505 1,3440 -0,2296 -1,3744 -2,0565 -2,2614 -2,0018 -1,3597 -0,4961 0,4123 1,2515 1,9853 2,6193 3,1568 3,5472 3,6712 3,4102 2,7503 1,8143 0,7867 -0,2010 -1,1281 -2,0265 -2,8830 -3,6164 -4,1154 -4,2775 -4,0583 -3,4964 -2,6673 -1,6341 -0,4606 0,7666 1,9516 2,9943 3,7540 4,0371 3,7078 2,8470 1,7455 0,6836 -0,2667 -1,2133 -2,2608 -3,3748 -4,3975 -5,1711 -5,6384 -5,8285 -5,7562 -5,3601 -4,5680 -3,4123 -2,0644 -0,7768 0,1989 0,6879 0,6474 0,1796 -0,5110 -1,1977 -1,7077 -1,9621 -1,9913 -1,9370 -2,0124 -2,4239 -3,2734 -4,4568 -5,6553 -6,4684 -6,5688 -5,7994 -4,2666 -2,3693 -0,6493 0,4486 0,7229 0,2188 -0,8502 -2,2143 -3,6459 -4,9820 -6,0751 -6,7717 -6,9648 -6,6455 -5,9143 -4,9629 -4,0034 -3,1566 -2,4071 -1,6729 -0,9196 -0,2331 0,1895 0,1427 -0,4396 -1,4244 -2,5674 -3,6474 -4,5338 -5,1830 -5,6029 -5,8222 -5,8721 -5,7747 -5,5473 -5,2442 -4,9872 -4,9126 -5,0686 -5,3798 -5,7003 -5,8709 -5,7619 -5,3237 -4,6185 -3,7974 -3,0222 -2,3783 -1,8623 -1,4406 -1,0832 -0,7514 -0,3965 0,0097 0,4280 0,7227 0,7102 0,2801 -0,5168 -1,4943 -2,4226 -3,1135 -3,4762 -3,5287 -3,3628 -3,0840 -2,7817 -2,5557 -2,5169 -2,7356 -3,2190 -3,9086 -4,6418 -5,1484 -5,1571 -4,5389 -3,3741 -1,9217 -0,5332 0,4535 0,8276 0,5830 -0,1127 -1,0381 -2,0181 -2,9332 -3,6758 -4,1583 -4,4017 -4,5644 -4,8092 -5,1488 -5,4525 -5,5750 -5,4527 -5,1182 -4,6716 -4,2453 -3,9567 -3,8676 -3,9804 -4,2674 -4,6908 -5,1912 -5,6609 -5,9419 -5,8903 -5,4767 -4,8268 -4,1496 -3,6139 -3,2749 -3,0935 -3,0130 -3,0271 -3,1872 -3,5651 -4,2208 -5,1733 -6,3534 -7,5609 -8,4714 -8,7348 -8,1406 -6,7463 -4,8865 -3,0651 -1,7664 -1,2535 -1,5113 -2,3795 -3,6881 -5,2601 -6,8750 -8,2954 -9,3246 -9,8335 -9,7387 -8,9959 -7,6672 -5,9902 -4,3121 -2,9234 -1,9659 -1,4701 -1,3994 -1,6616 -2,1382 -2,7025 -3,2124 -3,5508 -3,6964 -3,7160 -3,6856 -3,6433 -3,6097 -3,6385 -3,8264 -4,2528 -4,9115 -5,7209 -6,5856 -7,4284 -8,1721 -8,7166 -8,9526 -8,8333 -8,4510 -8,0043 -7,6588 -7,4410 -7,2606 -7,0150 -6,6678 -6,2419 -5,7924 -5,4140 -5,2157 -5,2346 -5,3896 -5,5144 -5,4142 -4,9427 -4,1058 -3,0887 -2,1424 -1,4442 -1,0586 -0,9621 -1,0706 -1,2901 -1,5743 -1,9254 -2,3395 -2,7673 -3,1121 -3,2605 -3,1583 -2,8705 -2,5421 -2,3272 -2,3626 -2,7133 -3,2878 -3,8708 -4,2951 -4,5756 -4,8615 -5,2598 -5,7038 -5,9799 -5,8755 -5,3200 -4,4137 -3,3475 -2,3016 -1,3956 -0,7025 -0,2529 0,0106 0,2331 0,5509 1,0099 1,5596 2,0721 2,3830 2,3574 1,9271 1,1008 -0,0079 -1,1650 -2,0685 -2,4579 -2,2196 -1,4050 -0,1623 1,3252 2,8508 4,1930 5,1390 5,4953 5,1136 3,9467 2,0642 -0,3742 -3,1115 -5,8006 -8,0946 -9,7275 -10,5383 -10,5100 -9,7998 -8,6740 -7,3804 -6,0742 -4,8233 -3,6583 -2,6409 -1,9028 -1,5949 -1,7865 -2,4020 -3,2215 -3,9357 -4,2579 -4,0522 -3,4024 -2,5767 -1,9093 -1,6475
F7    -2,6472 -2,9958 -3,4687 -4,0425 -4,6253 -5,0948 -5,3429 -5,3052 -4,9756 -4,4115 -3,7208 -3,0109 -2,3315 -1,6626 -0,9520 -0,1732 0,6186 1,2805 1,6568 1,6821 1,4195 1,0122 0,6084 0,3255 0,2506 0,4222 0,7913 1,2361 1,6545 2,0370 2,4370 2,8818 3,3212 3,6462 3,7373 3,5171 2,9963 2,2901 1,5804 1,0451 0,7898 0,8098 1,0047 1,2418 1,4196 1,4941 1,4773 1,4148 1,3518 1,3093 1,2868 1,2808 1,2933 1,3207 1,3353 1,2740 1,0573 0,6411 0,0562 -0,5958 -1,1757 -1,5495 -1,6425 -1,4757 -1,1395 -0,7134 -0,2086 0,4033 1,1119 1,8269 2,4179 2,7894 2,9246 2,8776 2,7326 2,5601 2,3886 2,2061 1,9791 1,6612 1,1923 0,5261 -0,3183 -1,2245 -2,0024 -2,4573 -2,4654 -2,0284 -1,2845 -0,4571 0,2484 0,7280 0,9830 1,0574 0,9882 0,8000 0,5105 0,1293 -0,3294 -0,8092 -1,2035 -1,4105 -1,3963 -1,2058 -0,9283 -0,6495 -0,4264 -0,2990 -0,3072 -0,4877 -0,8527 -1,3772 -2,0024 -2,6411 -3,1751 -3,4770 -3,4628 -3,1343 -2,5719 -1,8841 -1,1570 -0,4420 0,2146 0,7382 1,0339 1,0367 0,7461 0,2020 -0,5427 -1,4013 -2,2406 -2,9274 -3,3837 -3,5854 -3,5332 -3,2468 -2,7640 -2,1276 -1,3869 -0,5998 0,2020 1,0363 1,9354 2,8891 3,8225 4,6269 5,2166 5,5644 5,6846 5,5965 5,3240 4,9233 4,4826 4,0838 3,7711 3,5646 3,4991 3,6204 3,9182 4,2935 4,6300 4,8814 5,0682 5,2148 5,3102 5,3237 5,2456 5,1144 4,9986 4,9436 4,9387 4,9317 4,8665 4,7162 4,5011 4,2824 4,1342 4,1130 4,2429 4,5061 4,8282 5,0874 5,1723 5,0423 4,7269 4,2842 3,7840 3,3076 2,9314 2,7029 2,6177 2,6175 2,6180 2,5464 2,3617 2,0552 1,6376 1,1194 0,5117 -0,1508 -0,7905 -1,2909 -1,5270 -1,4122 -0,9471 -0,2402 0,5341 1,2128 1,6927 1,9289 1,9259 1,7386 1,4622 1,2023 1,0388 0,9960 1,0300 1,0367 0,8876 0,4897 -0,1639 -0,9968 -1,8745 -2,6145 -3,0193 -2,9702 -2,5123 -1,8379 -1,1863 -0,7561 -0,6615 -0,8971 -1,3278 -1,7454 -1,9728 -1,9397 -1,6837 -1,3121 -0,9661 -0,7688 -0,7693 -0,9353 -1,1805 -1,3880 -1,4388 -1,2452 -0,7663 -0,0183 0,9125 1,8851 2,7498 3,3847 3,7084 3,6926 3,3756 2,8483 2,2131 1,5480 0,8962 0,2829 -0,2662 -0,7239 -1,0695 -1,2924 -1,3965 -1,3947 -1,2857 -1,0465 -0,6676 -0,1858 0,3260 0,7748 1,0559 1,0815 0,8226 0,3213 -0,3433 -1,1138 -1,9841 -2,9544 -3,9625 -4,8804 -5,5737 -5,9470 -5,9627 -5,6554 -5,1279 -4,5088 -3,8998 -3,3664 -2,9682 -2,7565 -2,7376 -2,8681 -3,0833 -3,3095 -3,4839 -3,5950 -3,6992 -3,8859 -4,2196 -4,6999 -5,2577 -5,7877 -6,1975 -6,4354 -6,4816 -6,3276 -5,9701 -5,4292 -4,7836 -4,1900 -3,8403 -3,8658 -4,2713 -4,9428 -5,6975 -6,3321 -6,6691 -6,6148 -6,2085 -5,6102 -5,0163 -4,5776 -4,3793 -4,4537 -4,7821 -5,2933 -5,8725 -6,3862 -6,7308 -6,8751 -6,8474 -6,6838 -6,4107 -6,0740 -5,7589 -5,5578 -5,5143 -5,5857 -5,6646 -5,6584 -5,5589 -5,4400 -5,4058 -5,5339 -5,8313 -6,2157 -6,5492 -6,7141 -6,6631 -6,4160 -6,0437 -5,6554 -5,3527 -5,1788 -5,1284 -5,1896 -5,3508 -5,5848 -5,8509 -6,1147 -6,3684 -6,6432 -6,9910 -7,4243 -7,8622 -8,1457 -8,1248 -7,7518 -7,1115 -6,3740 -5,7129 -5,2451 -5,0144 -5,0137 -5,2187 -5,5839 -6,0070 -6,3310 -6,4124 -6,2007 -5,7703 -5,2785 -4,8798 -4,6692 -4,6878 -4,9432 -5,3999 -5,9643 -6,5124 -6,9382 -7,1814 -7,2291 -7,0951 -6,7940 -6,3491 -5,8316 -5,3678 -5,0869 -5,0430 -5,1850 -5,3965 -5,5575 -5,5857 -5,4601 -5,2284 -4,9901 -4,8512 -4,8719 -5,0402 -5,2820 -5,4999 -5,6217 -5,6105 -5,4399 -5,0999 -4,6468 -4,2234 -3,9991 -4,0736 -4,4313 -4,9716 -5,5646 -6,0907 -6,4606 -6,6369 -6,6505 -6,5810 -6,5034 -6,4437 -6,3785 -6,2743 -6,1287 -5,9637 -5,7857 -5,5791 -5,3541 -5,1800 -5,1390 -5,2495 -5,4517 -5,6623 -5,8293 -5,9532 -6,0793 -6,2654 -6,5481 -6,9265 -7,3560 -7,7453 -7,9812 -7,9738 -7,6833 -7,1325 -6,4230 -5,7254 -5,2207 -5,0204 -5,1309 -5,4857 -6,0076 -6,6443 -7,3603 -8,1029 -8,7761 -9,2499 -9,4001 -9,1434 -8,4625 -7,4332 -6,2227 -5,0320 -4,0310 -3,3374 -3,0192 -3,0794 -3,4369 -3,9403 -4,4142 -4,7210 -4,8069 -4,7012 -4,4778 -4,2133 -3,9681 -3,7892 -3,7114 -3,7519 -3,9060 -4,1478 -4,4500 -4,8197 -5,2993 -5,9196 -6,6668 -7,4886 -8,3161 -9,0671 -9,6343 -9,8935 -9,7483 -9,1698 -8,2007 -6,9449 -5,5598 -4,2336 -3,1371 -2,3737 -1,9627 -1,8596 -1,9836 -2,2394 -2,5492 -2,8814 -3,2462 -3,6596 -4,1050 -4,5310 -4,8719 -5,0651 -5,0745 -4,9210 -4,6919 -4,4959 -4,3887 -4,3522 -4,3493 -4,3745 -4,4440 -4,5618 -4,7130 -4,8629 -4,9374 -4,8376 -4,5093 -3,9966 -3,4215 -2,9095 -2,5161 -2,2047 -1,8951 -1,5347 -1,1384 -0,7944 -0,6311 -0,7409 -1,1137 -1,6335 -2,1266 -2,4201 -2,3872 -1,9787 -1,2549 -0,3942 0,3676 0,8325 0,8896 0,5173 -0,2157 -1,1504 -2,0681 -2,7617 -3,1182 -3,1549 -2,9838 -2,7419 -2,5371 -2,4304 -2,4421 -2,5605 -2,7583 -3,0146 -3,3240 -3,6955 -4,1431 -4,6681 -5,2370 -5,7678 -6,1444 -6,2686 -6,1165 -5,7548 -5,3030 -4,8753 -4,5481 -4,3681 -4,3636 -4,5370 -4,8495 -5,2101 -5,4794 -5,5063 -5,1946 -4,5688 -3,7790 -3,0223 -2,4501 -2,1366 -2,0968
