Fp1   -1,6619 -1,7887 -1,9314 -2,0795 -2,2047 -2,2579 -2,1941 -2,0095 -1,7444 -1,4391 -1,1068 -0,7531 -0,3868 -0,0088 0,3728 0,7150 0,9533 1,0469 0,9992 0,8308 0,5626 0,2324 -0,1033 -0,3947 -0,6033 -0,6837 -0,5971 -0,3635 -0,0640 0,2327 0,5196 0,8288 1,1831 1,5675 1,9361 2,2352 2,4169 2,4479 2,3186 2,0282 1,5670 0,9536 0,2887 -0,2714 -0,6013 -0,6645 -0,5127 -0,2400 0,0699 0,3593 0,5823 0,7016 0,7012 0,5918 0,4144 0,2359 0,1132 0,0581 0,0505 0,0695 0,0932 0,0954 0,0712 0,0473 0,0426 0,0389 0,0134 -0,0124 0,0146 0,1215 0,2813 0,4235 0,4594 0,3373 0,0966 -0,1561 -0,3295 -0,4153 -0,4975 -0,6815 -0,9926 -1,3548 -1,6680 -1,8740 -1,9623 -1,9507 -1,8713 -1,7604 -1,6526 -1,5695 -1,5069 -1,4522 -1,4076 -1,3668 -1,2835 -1,0992 -0,7997 -0,4251 -0,0251 0,3770 0,7720 1,1275 1,3823 1,4851 1,4371 1,3050 1,2003 1,2363 1,4748 1,8926 2,4032 2,9131 3,3471 3,6403 3,7368 3,6128 3,2972 2,8588 2,3616 1,8465 1,3637 0,9917 0,8054 0,8323 1,0292 1,2861 1,4732 1,5004 1,3378 1,0063 0,5655 0,1014 -0,2777 -0,4566 -0,3731 -0,0803 0,2726 0,5384 0,6586 0,6840 0,7355 0,9344 1,3325 1,8822 2,4611 2,9316 3,1914 3,1989 2,9839 2,6488 2,3464 2,2242 2,3290 2,5400 2,6446 2,5125 2,1739 1,7531 1,3803 1,1486 1,0930 1,1927 1,4015 1,6722 1,9499 2,1703 2,2923 2,3142 2,2487 2,0975 1,8641 1,5780 1,2907 1,0596 0,9538 1,0418 1,3384 1,7828 2,2617 2,6396 2,8115 2,7700 2,6044 2,4280 2,3234 2,3351 2,4643 2,6692 2,8985 3,1117 3,2520 3,2416 3,0390 2,6834 2,2750 1,9266 1,7254 1,7109 1,8681 2,1457 2,4884 2,8552 3,2173 3,5501 3,8217 3,9888 4,0206 3,9280 3,7677 3,6015 3,4514 3,3143 3,2025 3,1341 3,1048 3,0978 3,0925 3,0498 2,9207 2,6909 2,4137 2,1942 2,1273 2,2470 2,5354 2,9493 3,4135 3,8107 4,0119 3,9380 3,6168 3,1757 2,7472 2,3894 2,1130 1,9560 1,9930 2,2736 2,7717 3,3963 4,0297 4,5470 4,8263 4,7791 4,3926 3,7329 2,9048 2,0261 1,2218 0,5950 0,1962 0,0248 0,0346 0,1291 0,1910 0,1500 0,0297 -0,0729 -0,0600 0,1067 0,4028 0,7707 1,1437 1,4639 1,6985 1,8502 1,9550 2,0535 2,1635 2,2866 2,4206 2,5463 2,6052 2,5234 2,2792 1,9332 1,5858 1,3304 1,2314 1,3108 1,5434 1,8619 2,1723 2,3912 2,5039 2,5902 2,7643 3,0674 3,4268 3,7223 3,8787 3,9026 3,8561 3,8016 3,7635 3,7251 3,6567 3,5552 3,4585 3,4217 3,4764 3,5872 3,6458 3,5400 3,2360 2,7978 2,3509 2,0256 1,8971 1,9625 2,1720 2,4694 2,8002 3,1036 3,3304 3,4670 3,5268 3,5254 3,4694 3,3532 3,1556 2,8444 2,4047 1,8798 1,3738 0,9894 0,7614 0,6540 0,6101 0,6055 0,6763 0,8803 1,2085 1,5577 1,8194 1,9745 2,0909 2,2512 2,4894 2,7728 3,0278 3,1823 3,2047 3,1151 2,9650 2,8101 2,6797 2,5655 2,4526 2,3609 2,3388 2,4173 2,5750 2,7431 2,8607 2,9327 3,0164 3,1554 3,3532 3,6032 3,9044 4,2263 4,4831 4,5694 4,4243 4,0615 3,5586 3,0249 2,5609 2,2326 2,0704 2,0694 2,1766 2,3082 2,4076 2,4820 2,5717 2,6890 2,7971 2,8432 2,8011 2,6957 2,5964 2,5822 2,6952 2,9109 3,1553 3,3663 3,5466 3,7463 3,9961 4,2739 4,5330 4,7433 4,8911 4,9444 4,8558 4,6112 4,2646 3,9340 3,7702 3,8825 4,2545 4,7452 5,1902 5,4890 5,6268 5,6672 5,7153 5,8479 6,0679 6,3249 6,5744 6,8032 7,0034 7,1417 7,1687 7,0595 6,8495 6,6336 6,5259 6,5923 6,8057 7,0728 7,3023 7,4430 7,4657 7,3323 7,0023 6,4779 5,8328 5,1895 4,6550 4,2623 3,9772 3,7595 3,6090 3,5629 3,6637 3,9149 4,2600 4,6150 4,9189 5,1468 5,2915 5,3477 5,3100 5,1796 4,9735 4,7246 4,4699 4,2417 4,0770 4,0152 4,0641 4,1900 4,3484 4,4939 4,5770 4,5604 4,4249 4,1668 3,8178 3,4505 3,1408 2,9376 2,8793 3,0199 3,4018 3,9939 4,6794 5,3292 5,8749 6,2974 6,5731 6,6669 6,5608 6,2738 5,8650 5,4148 4,9903 4,6310 4,3620 4,2007 4,1469 4,1667 4,1961 4,1935 4,1900 4,2582 4,4386 4,7173 5,0545 5,4064 5,7247 5,9437 5,9853 5,7912 5,3501 4,7072 3,9594 3,2237 2,5952 2,1421 1,9110 1,9063 2,0712 2,3075 2,5238 2,6750 2,7676 2,8493 2,9853 3,2157 3,5235 3,8416 4,0817 4,1727 4,0927 3,8683 3,5549 3,2364 3,0210 3,0062 3,2280 3,6293 4,0851 4,4779 4,7449 4,8686 4,8666 4,8095 4,8142 4,9778 5,3040 5,6997 6,0398 6,2314 6,2411 6,0891 5,8170 5,4570 5,0429 4,6414 4,3470 4,2383 4,3309 4,5571 4,8037 4,9835 5,0722 5,1040 5,1585 5,3356 5,7092 6,2724 6,9078 7,4263 7,6556 7,5122 7,0313 6,3534 5,6746 5,1752 4,9461 4,9440 5,0133 4,9772 4,7315 4,2661 3,6434 2,9912 2,4792 2,2326 2,2617 2,5015 2,8891 3,3742 3,8815 4,2911 4,4815 4,4081 4,1320 3,7752 3,4645 3,2924 3,2964 3,4614 3,7323 4,0270 4,2681 4,4216 4,4925 4,4822 4,3748 4,1793 3,9623 3,8218 3,8366 4,0287
Fz    -0,6856 -0,7838 -0,9869 -1,2881 -1,6256 -1,9178 -2,0969 -2,1235 -1,9888 -1,7078 -1,3102 -0,8359 -0,3229 0,2081 0,7355 1,2046 1,5383 1,6828 1,6304 1,4068 1,0642 0,6873 0,3647 0,1375 -0,0108 -0,1073 -0,1448 -0,0896 0,0819 0,3687 0,7445 1,1599 1,5556 1,8768 2,0718 2,0952 1,9307 1,6052 1,1760 0,6994 0,2088 -0,2749 -0,7130 -1,0472 -1,2321 -1,2657 -1,1843 -1,0323 -0,8389 -0,6197 -0,3989 -0,2246 -0,1545 -0,2268 -0,4457 -0,7842 -1,1905 -1,5912 -1,8935 -2,0058 -1,8818 -1,5568 -1,1372 -0,7560 -0,5226 -0,4843 -0,6176 -0,8547 -1,1216 -1,3655 -1,5662 -1,7383 -1,9234 -2,1662 -2,4817 -2,8357 -3,1541 -3,3604 -3,4153 -3,3328 -3,1669 -2,9851 -2,8439 -2,7731 -2,7737 -2,8312 -2,9266 -3,0330 -3,1146 -3,1399 -3,1040 -3,0416 -3,0083 -3,0381 -3,1095 -3,1491 -3,0716 -2,8354 -2,4665 -2,0337 -1,6067 -1,2328 -0,9317 -0,6970 -0,5060 -0,3386 -0,1840 -0,0358 0,1042 0,2144 0,2505 0,1692 -0,0319 -0,2944 -0,5324 -0,6789 -0,6943 -0,5508 -0,2379 0,2273 0,8163 1,4966 2,2085 2,8525 3,3193 3,5407 3,5127 3,2642 2,8192 2,2121 1,5178 0,8388 0,2701 -0,1158 -0,2715 -0,1900 0,0774 0,4350 0,7885 1,0948 1,3654 1,6091 1,7812 1,8008 1,6132 1,2313 0,7354 0,2450 -0,1303 -0,3425 -0,4183 -0,4287 -0,4448 -0,5052 -0,6070 -0,7085 -0,7404 -0,6351 -0,3643 0,0495 0,5506 1,0671 1,5211 1,8464 2,0113 2,0371 2,0004 2,0055 2,1347 2,4098 2,7899 3,1904 3,5094 3,6718 3,6727 3,5803 3,4934 3,4936 3,6220 3,8802 4,2443 4,6738 5,1073 5,4700 5,7037 5,7864 5,7214 5,5204 5,2065 4,8222 4,4136 4,0132 3,6370 3,2892 2,9711 2,6847 2,4242 2,1795 1,9549 1,7736 1,6609 1,6248 1,6486 1,6999 1,7514 1,7931 1,8275 1,8598 1,8955 1,9398 1,9958 2,0629 2,1337 2,1839 2,1764 2,0819 1,8912 1,6081 1,2443 0,8304 0,4348 0,1520 0,0547 0,1409 0,3242 0,4821 0,5216 0,4103 0,1668 -0,1592 -0,4976 -0,7694 -0,9176 -0,9367 -0,8658 -0,7606 -0,6681 -0,6116 -0,5876 -0,5845 -0,6113 -0,7017 -0,8827 -1,1483 -1,4659 -1,8009 -2,1278 -2,4191 -2,6381 -2,7574 -2,7699 -2,6713 -2,4620 -2,1688 -1,8381 -1,5037 -1,1750 -0,8509 -0,5349 -0,2362 0,0411 0,3021 0,5482 0,7701 0,9618 1,1359 1,3129 1,4935 1,6533 1,7714 1,8545 1,9279 2,0092 2,0939 2,1623 2,2028 2,2304 2,2811 2,3889 2,5676 2,8031 3,0524 3,2602 3,3832 3,3981 3,3026 3,1207 2,8969 2,6782 2,5023 2,3942 2,3603 2,3818 2,4162 2,4112 2,3314 2,1868 2,0332 1,9372 1,9415 2,0454 2,1996 2,3232 2,3449 2,2392 2,0347 1,7960 1,5995 1,5096 1,5597 1,7477 2,0456 2,4102 2,7902 3,1354 3,4091 3,5863 3,6283 3,4798 3,1065 2,5296 1,8222 1,0900 0,4607 0,0560 -0,0586 0,0937 0,4141 0,7648 1,0181 1,1125 1,0702 0,9520 0,8094 0,6817 0,6146 0,6609 0,8625 1,2184 1,6653 2,1014 2,4411 2,6475 2,7265 2,7094 2,6432 2,5794 2,5566 2,5795 2,6089 2,5772 2,4279 2,1509 1,7960 1,4622 1,2677 1,2937 1,5337 1,9011 2,2924 2,6398 2,9092 3,0660 3,0564 2,8361 2,4172 1,8826 1,3565 0,9650 0,8034 0,9118 1,2650 1,7828 2,3581 2,8855 3,2857 3,5242 3,6178 3,6196 3,5864 3,5507 3,5147 3,4643 3,3969 3,3379 3,3193 3,3451 3,3926 3,4393 3,4697 3,4658 3,4116 3,3112 3,1919 3,0851 3,0057 2,9561 2,9498 3,0177 3,1889 3,4700 3,8381 4,2471 4,6379 4,9495 5,1370 5,1933 5,1484 5,0432 4,9053 4,7498 4,5960 4,4765 4,4172 4,4110 4,4200 4,4096 4,3723 4,3241 4,2970 4,3314 4,4551 4,6538 4,8581 4,9689 4,9060 4,6316 4,1430 3,4780 2,7337 2,0574 1,5924 1,4145 1,5101 1,8128 2,2515 2,7597 3,2621 3,6834 3,9784 4,1479 4,2228 4,2244 4,1393 3,9326 3,5875 3,1297 2,6185 2,1190 1,6856 1,3585 1,1682 1,1362 1,2658 1,5330 1,8905 2,2804 2,6432 2,9202 3,0677 3,0751 2,9577 2,7358 2,4286 2,0611 1,6628 1,2611 0,8768 0,5290 0,2401 0,0354 -0,0587 -0,0218 0,1448 0,4101 0,7205 1,0094 1,2085 1,2737 1,2110 1,0657 0,8827 0,6796 0,4524 0,1909 -0,1166 -0,4750 -0,8610 -1,2142 -1,4704 -1,5999 -1,6069 -1,4976 -1,2637 -0,9026 -0,4523 -0,0099 0,2873 0,3175 0,0396 -0,4767 -1,0901 -1,6671 -2,1295 -2,4476 -2,6226 -2,6855 -2,6887 -2,6729 -2,6443 -2,5815 -2,4499 -2,2086 -1,8285 -1,3218 -0,7499 -0,1911 0,3034 0,7219 1,0740 1,3693 1,6113 1,8014 1,9480 2,0667 2,1573 2,1878 2,1184 1,9415 1,6964 1,4515 1,2796 1,2336 1,3269 1,5292 1,7857 2,0430 2,2654 2,4412 2,5833 2,7161 2,8568 3,0037 3,1419 3,2582 3,3518 3,4313 3,5012 3,5581 3,6003 3,6325 3,6624 3,7034 3,7777 3,9017 4,0613 4,2018 4,2464 4,1325 3,8422 3,4092 2,9016 2,3958 1,9551 1,6183 1,3912 1,2415 1,1155 0,9737 0,8055 0,6166 0,4256 0,2657 0,1678 0,1474 0,2096 0,3454 0,5159 0,6564 0,7073 0,6489 0,5159 0,3822 0,3209 0,3696 0,5184 0,7190 0,9059 1,0221 1,0407 0,9809 0,9048 0,8776 0,9134 0,9577 0,9281 0,7807 0,5452 0,3105 0,1813
F3    -0,2434 -0,2102 -0,3572 -0,6467 -0,9555 -1,1616 -1,1965 -1,0721 -0,8739 -0,6983 -0,5969 -0,5760 -0,5977 -0,5750 -0,4228 -0,1232 0,2783 0,7256 1,1678 1,5360 1,7583 1,8217 1,7778 1,6614 1,4384 1,0666 0,5929 0,1474 -0,1495 -0,2400 -0,1187 0,1768 0,5636 0,9207 1,1273 1,1312 0,9773 0,7507 0,4990 0,2103 -0,1491 -0,5728 -0,9888 -1,2970 -1,4342 -1,4052 -1,2592 -1,0460 -0,8026 -0,5589 -0,3393 -0,1589 -0,0262 0,0408 0,0051 -0,1668 -0,4645 -0,8114 -1,0757 -1,1194 -0,8707 -0,3749 0,2074 0,6502 0,7576 0,4699 -0,1263 -0,8852 -1,6608 -2,3122 -2,7403 -2,9404 -2,9952 -3,0068 -3,0302 -3,0405 -2,9564 -2,7084 -2,2997 -1,8100 -1,3492 -1,0100 -0,8482 -0,8708 -1,0444 -1,3343 -1,7191 -2,1578 -2,5746 -2,8925 -3,0713 -3,1187 -3,0756 -2,9852 -2,8649 -2,7041 -2,4854 -2,2053 -1,8686 -1,4762 -1,0391 -0,5916 -0,1689 0,2117 0,5272 0,7290 0,7753 0,6785 0,5082 0,3437 0,2162 0,1017 -0,0296 -0,1767 -0,3256 -0,4606 -0,5391 -0,4888 -0,2583 0,1453 0,6840 1,3257 2,0350 2,7482 3,3740 3,8296 4,0766 4,1084 3,9217 3,5299 2,9850 2,3598 1,7223 1,1460 0,7191 0,5024 0,4749 0,5461 0,6257 0,6879 0,7724 0,9214 1,1182 1,2898 1,3583 1,2837 1,0846 0,8387 0,6495 0,5876 0,6566 0,8010 0,9423 1,0179 1,0028 0,9182 0,8283 0,8063 0,8903 1,0702 1,2971 1,5023 1,6287 1,6582 1,6102 1,5259 1,4658 1,5011 1,6945 2,0726 2,5988 3,1708 3,6635 3,9970 4,1710 4,2406 4,2714 4,3164 4,4111 4,5704 4,7898 5,0530 5,3269 5,5496 5,6428 5,5504 5,2643 4,8243 4,3160 3,8580 3,5512 3,4322 3,4745 3,6157 3,7778 3,8741 3,8199 3,5740 3,1796 2,7471 2,3910 2,1782 2,1109 2,1444 2,2259 2,3149 2,3768 2,3905 2,3698 2,3573 2,3823 2,4299 2,4495 2,3858 2,2177 1,9777 1,7267 1,5022 1,2928 1,0685 0,8343 0,6387 0,5313 0,5152 0,5413 0,5505 0,5220 0,4699 0,4017 0,2955 0,1353 -0,0422 -0,1588 -0,1556 -0,0395 0,1184 0,2310 0,2447 0,1530 -0,0245 -0,2755 -0,6061 -1,0123 -1,4517 -1,8560 -2,1727 -2,3863 -2,5023 -2,5355 -2,5111 -2,4379 -2,2783 -1,9790 -1,5286 -0,9643 -0,3375 0,3077 0,9273 1,4654 1,8591 2,0705 2,1130 2,0400 1,9139 1,7889 1,7036 1,6691 1,6584 1,6250 1,5497 1,4676 1,4405 1,5058 1,6553 1,8509 2,0611 2,2864 2,5478 2,8518 3,1722 3,4530 3,6247 3,6406 3,5044 3,2409 2,8547 2,3441 1,7475 1,1596 0,7006 0,4682 0,5028 0,7836 1,2422 1,7707 2,2431 2,5785 2,7882 2,9487 3,1389 3,3903 3,6579 3,8329 3,7958 3,4748 2,8886 2,1539 1,4401 0,8910 0,5779 0,5138 0,6928 1,0908 1,6355 2,2029 2,6653 2,9355 2,9659 2,7414 2,2951 1,7169 1,1271 0,6429 0,3647 0,3583 0,6120 1,0192 1,4308 1,7157 1,7928 1,6605 1,4026 1,1218 0,8680 0,6549 0,5260 0,5760 0,8959 1,4856 2,2127 2,8676 3,2685 3,3354 3,1134 2,7356 2,3427 2,0296 1,8586 1,8722 2,0553 2,3046 2,4679 2,4262 2,1503 1,7103 1,2456 0,8953 0,7238 0,7204 0,8586 1,1195 1,4713 1,8571 2,2010 2,4293 2,5094 2,4645 2,3454 2,2002 2,0695 1,9932 2,0054 2,1172 2,3051 2,5157 2,6896 2,7936 2,8363 2,8595 2,9119 3,0203 3,1720 3,3234 3,4428 3,5491 3,6826 3,8385 3,9548 3,9571 3,7995 3,4834 3,0683 2,6619 2,3713 2,2421 2,2429 2,3007 2,3542 2,3893 2,4438 2,5836 2,8564 3,2571 3,7273 4,1750 4,5080 4,6790 4,6984 4,5955 4,3870 4,1027 3,8252 3,6590 3,6460 3,7314 3,8199 3,8541 3,8346 3,7950 3,7810 3,8336 3,9661 4,1427 4,2797 4,2817 4,0920 3,7064 3,1558 2,5058 1,8726 1,4049 1,2117 1,2956 1,5712 1,9529 2,4070 2,9161 3,4223 3,8293 4,0578 4,0898 3,9616 3,7263 3,4229 3,0626 2,6389 2,1548 1,6349 1,1235 0,6811 0,3841 0,3124 0,5081 0,9386 1,5054 2,0783 2,5298 2,7698 2,7651 2,5430 2,1958 1,8540 1,6255 1,5493 1,5885 1,6537 1,6468 1,5031 1,2073 0,7869 0,3079 -0,1233 -0,3889 -0,4260 -0,2662 -0,0106 0,2261 0,3593 0,3619 0,2642 0,1133 -0,0712 -0,2896 -0,5278 -0,7466 -0,8960 -0,9373 -0,8603 -0,6883 -0,4715 -0,2703 -0,1311 -0,0606 -0,0202 0,0422 0,1456 0,2490 0,2512 0,0312 -0,4687 -1,1761 -1,9102 -2,4938 -2,8503 -3,0085 -3,0436 -3,0281 -3,0150 -3,0373 -3,1036 -3,1869 -3,2224 -3,1247 -2,8228 -2,3001 -1,6152 -0,8763 -0,1828 0,4157 0,9076 1,2816 1,5160 1,6086 1,6042 1,5698 1,5388 1,4880 1,3694 1,1582 0,8788 0,5902 0,3554 0,2206 0,2059 0,2964 0,4535 0,6492 0,8921 1,2185 1,6613 2,2186 2,8351 3,4061 3,8096 3,9605 3,8560 3,5739 3,2249 2,8970 2,6240 2,3984 2,2120 2,0827 2,0477 2,1418 2,3660 2,6548 2,8925 2,9947 2,9600 2,8324 2,6495 2,4418 2,2389 2,0547 1,8811 1,6991 1,4900 1,2348 0,9066 0,4738 -0,0663 -0,6535 -1,1777 -1,5223 -1,6120 -1,4501 -1,1165 -0,7182 -0,3346 0,0016 0,2909 0,5441 0,7594 0,9171 1,0035 1,0268 1,0039 0,9449 0,8558 0,7546 0,6837 0,6858 0,7495 0,7903 0,6971 0,4063 -0,0484 -0,5409 -0,9027
F7    0,8382 0,5716 0,2370 -0,1241 -0,4887 -0,8203 -1,0647 -1,1581 -1,0385 -0,6842 -0,1495 0,4385 0,9241 1,1921 1,2196 1,0602 0,7820 0,4136 -0,0574 -0,6274 -1,2319 -1,7725 -2,1681 -2,3527 -2,2496 -1,8209 -1,1569 -0,4448 0,1689 0,6436 1,0035 1,2811 1,4990 1,6711 1,7823 1,7607 1,5136 1,0271 0,4191 -0,1208 -0,4405 -0,4926 -0,3400 -0,1116 0,0721 0,1503 0,1230 0,0414 0,0000 0,0818 0,2738 0,4545 0,4859 0,3091 -0,0426 -0,4846 -0,9224 -1,2777 -1,5008 -1,5707 -1,4929 -1,2919 -0,9847 -0,5529 0,0242 0,6921 1,3177 1,7684 1,9557 1,8350 1,4255 0,8217 0,1500 -0,4960 -1,0770 -1,5716 -1,9365 -2,1216 -2,1194 -1,9752 -1,7449 -1,4624 -1,1634 -0,9205 -0,8037 -0,7926 -0,7805 -0,6885 -0,5417 -0,4271 -0,4179 -0,5365 -0,7404 -0,9341 -1,0243 -0,9694 -0,7798 -0,5024 -0,2181 -0,0203 0,0380 -0,0282 -0,1679 -0,3326 -0,4729 -0,5336 -0,4750 -0,3005 -0,0709 0,1146 0,1818 0,1368 0,0536 0,0253 0,1216 0,3543 0,6691 0,9861 1,2523 1,4606 1,6275 1,7514 1,7932 1,7149 1,5343 1,3137 1,0923 0,8592 0,5867 0,2776 -0,0081 -0,1704 -0,1228 0,1644 0,6522 1,2492 1,8527 2,3849 2,7962 3,0489 3,1087 2,9573 2,6162 2,1511 1,6491 1,1897 0,8210 0,5526 0,3840 0,3251 0,3720 0,4816 0,5911 0,6565 0,6778 0,6921 0,7382 0,8339 0,9864 1,2137 1,5531 2,0326 2,6254 3,2435 3,7784 4,1438 4,3057 4,2831 4,1162 3,8499 3,5428 3,2573 3,0382 2,9148 2,9212 3,1007 3,4688 3,9653 4,4624 4,8335 5,0180 5,0342 4,9510 4,8525 4,8104 4,8590 4,9903 5,1709 5,3434 5,4151 5,2950 4,9641 4,4891 3,9706 3,4946 3,1372 2,9761 3,0528 3,3258 3,6789 3,9735 4,0969 3,9907 3,6508 3,1035 2,4027 1,6553 1,0007 0,5277 0,2299 0,0564 -0,0158 0,0337 0,2316 0,5558 0,9075 1,1529 1,2085 1,0885 0,8836 0,7024 0,6126 0,6224 0,7164 0,8848 1,0952 1,2682 1,3186 1,2217 1,0315 0,8317 0,6585 0,4719 0,2067 -0,1463 -0,5049 -0,7465 -0,7934 -0,6544 -0,3974 -0,0984 0,1929 0,4511 0,6430 0,7147 0,6351 0,4334 0,1713 -0,0813 -0,2467 -0,2713 -0,1664 0,0004 0,1503 0,2455 0,3148 0,4226 0,6086 0,8688 1,1737 1,4677 1,6581 1,6492 1,4064 0,9893 0,5282 0,1624 -0,0161 0,0251 0,2842 0,7456 1,3687 2,0573 2,6603 3,0411 3,1590 3,0788 2,9135 2,7691 2,7153 2,7658 2,8642 2,8997 2,7699 2,4570 2,0476 1,6796 1,4568 1,3959 1,4421 1,5192 1,5635 1,5303 1,3999 1,1987 0,9985 0,8643 0,8021 0,7665 0,6993 0,5625 0,3698 0,2058 0,2118 0,5190 1,1430 1,9398 2,6908 3,2381 3,5558 3,7196 3,8145 3,8660 3,8461 3,7160 3,4516 3,0647 2,6223 2,2266 1,9603 1,8512 1,8725 1,9604 2,0383 2,0566 2,0371 2,0540 2,1478 2,2858 2,4156 2,5093 2,5512 2,5359 2,4904 2,4636 2,4782 2,4970 2,4466 2,2776 2,0011 1,6775 1,3846 1,1804 1,0629 0,9847 0,9259 0,9155 0,9728 1,0762 1,2111 1,4030 1,6714 1,9824 2,2680 2,4747 2,5896 2,6414 2,6740 2,7030 2,7053 2,6587 2,5528 2,3555 2,0165 1,5093 0,8544 0,1268 -0,5442 -1,0076 -1,1442 -0,9096 -0,3461 0,4257 1,2415 1,9550 2,4941 2,8704 3,1304 3,2886 3,3169 3,1951 2,9520 2,6523 2,3485 2,0521 1,7505 1,4508 1,2038 1,0741 1,0826 1,1861 1,3065 1,3823 1,4091 1,4277 1,4793 1,5948 1,8074 2,1329 2,5367 2,9289 3,1952 3,2453 3,0494 2,6464 2,1290 1,6108 1,1887 0,9288 0,8573 0,9298 1,0389 1,0909 1,0701 1,0217 0,9853 0,9557 0,9008 0,7919 0,6254 0,4484 0,3460 0,3792 0,5510 0,8216 1,1301 1,4125 1,6170 1,7036 1,6417 1,4298 1,1298 0,8535 0,6910 0,6604 0,7208 0,8150 0,9079 0,9989 1,1031 1,2183 1,3047 1,2956 1,1417 0,8537 0,4964 0,1501 -0,1177 -0,2600 -0,2611 -0,1556 -0,0191 0,0907 0,1739 0,2610 0,3748 0,5208 0,6857 0,8435 0,9694 1,0292 0,9672 0,7351 0,3390 -0,1534 -0,6473 -1,0571 -1,3157 -1,3687 -1,1823 -0,7882 -0,3209 0,0322 0,1474 0,0277 -0,2428 -0,5819 -0,9502 -1,3321 -1,6856 -1,9150 -1,9096 -1,6316 -1,1616 -0,6631 -0,3198 -0,2750 -0,5706 -1,1283 -1,7937 -2,4006 -2,8262 -3,0192 -2,9833 -2,7531 -2,4112 -2,0977 -1,9503 -2,0221 -2,2550 -2,5331 -2,7719 -2,9539 -3,0834 -3,1460 -3,1196 -3,0015 -2,8105 -2,5526 -2,1934 -1,6984 -1,1123 -0,5763 -0,2576 -0,2483 -0,4954 -0,8256 -1,0680 -1,1591 -1,1232 -0,9831 -0,7373 -0,4098 -0,0749 0,1914 0,3708 0,5018 0,6197 0,7146 0,7573 0,7612 0,7921 0,9078 1,1011 1,3076 1,4559 1,5016 1,4281 1,2449 1,0045 0,8095 0,7685 0,9267 1,2401 1,6172 1,9743 2,2446 2,3614 2,2856 2,0573 1,7840 1,5693 1,4719 1,5022 1,6088 1,6912 1,6801 1,5930 1,4790 1,3428 1,1625 0,9377 0,6866 0,4325 0,2040 0,0207 -0,1254 -0,2537 -0,3558 -0,3930 -0,3325 -0,1721 0,0540 0,2738 0,4029 0,3980 0,2749 0,0600 -0,2517 -0,6682 -1,1522 -1,6268 -2,0125 -2,2300 -2,2051 -1,9223 -1,4593 -0,9529 -0,5485 -0,3541 -0,3935 -0,6033 -0,8767 -1,1129 -1,2516 -1,2748 -1,1860 -1,0099 -0,8071 -0,6546
