Fp1   -2,2463 -2,4624 -2,5800 -2,5707 -2,4328 -2,1789 -1,8335 -1,4303 -0,9998 -0,5692 -0,1725 0,1571 0,4035 0,5705 0,6750 0,7364 0,7645 0,7528 0,6938 0,5973 0,4874 0,3907 0,3369 0,3638 0,5122 0,8007 1,1989 1,6332 2,0224 2,3089 2,4634 2,4752 2,3415 2,0673 1,6765 1,2220 0,7762 0,3997 0,1180 -0,0798 -0,2236 -0,3406 -0,4500 -0,5771 -0,7525 -0,9850 -1,2431 -1,4729 -1,6324 -1,7126 -1,7354 -1,7363 -1,7411 -1,7543 -1,7612 -1,7456 -1,7084 -1,6670 -1,6298 -1,5878 -1,5387 -1,5035 -1,5001 -1,5120 -1,5033 -1,4591 -1,3946 -1,3245 -1,2291 -1,0584 -0,7774 -0,4108 -0,0453 0,2167 0,3172 0,2615 0,0906 -0,1459 -0,3959 -0,6051 -0,7277 -0,7459 -0,6778 -0,5603 -0,4147 -0,2297 0,0214 0,3493 0,7334 1,1282 1,4904 1,7984 2,0498 2,2468 2,3791 2,4163 2,3262 2,1059 1,7956 1,4635 1,1752 0,9763 0,8932 0,9328 1,0904 1,3568 1,7052 2,0817 2,4251 2,6871 2,8398 2,8864 2,8521 2,7565 2,5962 2,3451 1,9674 1,4492 0,8284 0,1908 -0,3726 -0,8065 -1,0980 -1,2562 -1,2995 -1,2624 -1,1881 -1,0865 -0,9104 -0,5836 -0,0509 0,6868 1,5745 2,5361 3,4935 4,3664 5,0987 5,6966 6,2184 6,7250 7,2422 7,7487 8,1936 8,5403 8,7962 8,9914 9,1426 9,2519 9,3276 9,3978 9,5200 9,7739 10,2230 10,8687 11,6379 12,4175 13,0987 13,6116 13,9433 14,1243 14,1864 14,1394 13,9896 13,7655 13,5150 13,2759 13,0557 12,8412 12,6266 12,4234 12,2456 12,0889 11,9247 11,7194 11,4572 11,1437 10,7901 10,4058 10,0078 9,6256 9,2842 8,9875 8,7216 8,4675 8,2100 7,9386 7,6466 7,3376 7,0274 6,7230 6,4086 6,0638 5,6811 5,2562 4,7748 4,2201 3,5966 2,9347 2,2729 1,6432 1,0683 0,5550 0,0903 -0,3444 -0,7481 -1,0908 -1,3277 -1,4278 -1,3976 -1,2756 -1,1021 -0,8933 -0,6393 -0,3262 0,0332 0,3871 0,6751 0,8701 0,9838 1,0359 1,0338 0,9810 0,8857 0,7566 0,6082 0,4798 0,4330 0,5103 0,6976 0,9357 1,1724 1,4018 1,6549 1,9539 2,2848 2,6070 2,8783 3,0659 3,1421 3,0898 2,9176 2,6760 2,4512 2,3245 2,3301 2,4505 2,6461 2,8821 3,1431 3,4335 3,7644 4,1350 4,5211 4,8754 5,1508 5,3296 5,4232 5,4417 5,3705 5,1756 4,8292 4,3343 3,7267 3,0610 2,3963 1,7817 1,2439 0,7895 0,4193 0,1387 -0,0464 -0,1359 -0,1305 -0,0261 0,1754 0,4486 0,7447 1,0127 1,2208 1,3607 1,4378 1,4606 1,4363 1,3706 1,2613 1,0977 0,8806 0,6439 0,4377 0,2840 0,1608 0,0236 -0,1733 -0,4655 -0,8623 -1,3316 -1,8029 -2,1828 -2,3800 -2,3369 -2,0450 -1,5429 -0,9088 -0,2444 0,3448 0,7721 0,9881 0,9844 0,7894 0,4708 0,1265 -0,1487 -0,2956 -0,2942 -0,1500 0,1142 0,4637 0,8632 1,2932 1,7514 2,2374 2,7394 3,2310 3,6678 3,9864 4,1238 4,0591 3,8451 3,5821 3,3426 3,1231 2,8629 2,5100 2,0790 1,6538 1,3419 1,2273 1,3543 1,7235 2,2852 2,9528 3,6403 4,2897 4,8603 5,3055 5,5691 5,6086 5,4213 5,0491 4,5673 4,0650 3,6159 3,2473 2,9380 2,6541 2,3855 2,1477 1,9581 1,8256 1,7574 1,7712 1,8881 2,0896 2,2893 2,3836 2,3341 2,1950 2,0701 2,0504 2,1639 2,3562 2,5235 2,5812 2,5057 2,3224 2,0618 1,7315 1,3419 0,9519 0,6509 0,4973 0,5004 0,6411 0,8722 1,1207 1,3293 1,4938 1,6424 1,7910 1,9391 2,0973 2,2901 2,5263 2,7731 2,9599 3,0195 2,9420 2,7842 2,6263 2,5219 2,4746 2,4448 2,3859 2,2822 2,1536 2,0263 1,9063 1,7849 1,6626 1,5565 1,4836 1,4553 1,4979 1,6616 1,9927 2,4930 3,1006 3,7068 4,1963 4,4899 4,5811 4,5482 4,5179 4,5927 4,7922 5,0595 5,3191 5,5171 5,6203 5,6151 5,5182 5,3641 5,1821 5,0031 4,8750 4,8407 4,9034 5,0404 5,2328 5,4600 5,6832 5,8433 5,8710 5,7133 5,3613 4,8556 4,2680 3,6692 3,1040 2,6000 2,1848 1,8756 1,6655 1,5334 1,4591 1,4319 1,4570 1,5453 1,6856 1,8354 1,9566 2,0488 2,1453 2,2806 2,4606 2,6672 2,8894 3,1357 3,4078 3,6793 3,9122 4,0811 4,1763 4,1847 4,0674 3,7785 3,3210 2,7708 2,2313 1,7658 1,3804 1,0613 0,8038 0,5934 0,3797 0,0981 -0,2721 -0,6889 -1,0881 -1,4298 -1,7048 -1,9107 -2,0305 -2,0429 -1,9457 -1,7570 -1,4882 -1,1310 -0,6842 -0,1874 0,2832 0,6590 0,9181 1,0851 1,2153 1,3830 1,6640 2,1154 2,7646 3,6026 4,5797 5,5997 6,5251 7,2198 7,6107 7,7192 7,6410 7,4977 7,3918 7,3779 7,4524 7,5661 7,6627 7,7197 7,7515 7,7793 7,8068 7,8213 7,8085 7,7710 7,7401 7,7677 7,8927 8,1035 8,3285 8,4694 8,4468 8,2213 7,7869 7,1606 6,3818 5,5164 4,6429 3,8285 3,1204 2,5441 2,1003 1,7732 1,5427 1,3789 1,2355 1,0711 0,8794 0,6897 0,5248 0,3579 0,1178 -0,2669 -0,8283 -1,5444 -2,3401 -3,1019 -3,7227 -4,1489 -4,3873 -4,4806 -4,4880 -4,4717 -4,4898 -4,5884 -4,7827 -5,0465 -5,3393 -5,6484 -5,9747 -6,2695 -6,4272 -6,3739 -6,1404 -5,8283 -5,5181 -5,2188 -4,8999 -4,5612 -4,2611 -4,0792 -4,0601 -4,1900 -4,4096 -4,6349 -4,7795 -4,7871 -4,6518 -4,3976 -4,0420 -3,5923 -3,0793 -2,5907 -2,2376 -2,0621
Fz    -3,7667 -3,8892 -3,7452 -3,3202 -2,6469 -1,8006 -0,8837 -0,0007 0,7720 1,3972 1,8686 2,2005 2,4207 2,5595 2,6436 2,6866 2,6814 2,6064 2,4426 2,1866 1,8548 1,4771 1,0890 0,7354 0,4801 0,3866 0,4722 0,6904 0,9582 1,1952 1,3444 1,3706 1,2578 1,0185 0,6977 0,3554 0,0362 -0,2490 -0,5135 -0,7728 -1,0284 -1,2691 -1,4869 -1,6944 -1,9201 -2,1796 -2,4483 -2,6688 -2,7914 -2,8099 -2,7600 -2,6946 -2,6564 -2,6611 -2,6963 -2,7362 -2,7626 -2,7749 -2,7815 -2,7819 -2,7661 -2,7285 -2,6690 -2,5784 -2,4414 -2,2600 -2,0578 -1,8493 -1,6058 -1,2641 -0,7815 -0,1869 0,4235 0,9409 1,3028 1,5046 1,5753 1,5588 1,5076 1,4704 1,4736 1,5112 1,5554 1,5824 1,5970 1,6334 1,7272 1,8837 2,0702 2,2374 2,3508 2,4056 2,4155 2,3907 2,3194 2,1718 1,9280 1,6021 1,2398 0,8992 0,6308 0,4659 0,4180 0,4904 0,6818 0,9852 1,3765 1,8031 2,1936 2,4778 2,6127 2,6047 2,4967 2,3259 2,1028 1,8215 1,4661 1,0114 0,4459 -0,2030 -0,8786 -1,5262 -2,1009 -2,5504 -2,8181 -2,8780 -2,7517 -2,4724 -2,0440 -1,4436 -0,6597 0,2771 1,3017 2,3455 3,3462 4,2404 4,9795 5,5601 6,0242 6,4297 6,8175 7,1902 7,5215 7,7980 8,0460 8,3131 8,6294 9,0015 9,4338 9,9415 10,5481 11,2761 12,1315 13,0893 14,0922 15,0621 15,9159 16,5888 17,0602 17,3577 17,5241 17,5848 17,5489 17,4316 17,2625 17,0721 16,8714 16,6516 16,4055 16,1431 15,8824 15,6269 15,3574 15,0476 14,6856 14,2754 13,8290 13,3691 12,9339 12,5617 12,2667 12,0371 11,8515 11,6851 11,5088 11,2958 11,0325 10,7270 10,3975 10,0398 9,6167 9,0928 8,4647 7,7540 6,9874 6,1853 5,3561 4,4955 3,5952 2,6587 1,7123 0,8004 -0,0325 -0,7567 -1,3555 -1,8136 -2,1118 -2,2346 -2,1880 -2,0103 -1,7600 -1,4846 -1,1949 -0,8717 -0,5062 -0,1280 0,2184 0,5126 0,7587 0,9570 1,0885 1,1265 1,0556 0,8817 0,6375 0,3877 0,2149 0,1785 0,2836 0,4906 0,7530 1,0464 1,3659 1,7024 2,0284 2,3102 2,5314 2,6969 2,8134 2,8762 2,8826 2,8618 2,8831 3,0143 3,2687 3,5988 3,9352 4,2314 4,4821 4,7152 4,9681 5,2675 5,6217 6,0215 6,4455 6,8687 7,2633 7,5946 7,8149 7,8650 7,6981 7,3096 6,7405 6,0515 5,2993 4,5239 3,7474 2,9827 2,2469 1,5642 0,9618 0,4696 0,1223 -0,0459 -0,0147 0,2020 0,5485 0,9406 1,2923 1,5370 1,6328 1,5609 1,3277 0,9640 0,5133 0,0176 -0,4800 -0,9255 -1,2678 -1,4917 -1,6291 -1,7448 -1,9100 -2,1698 -2,5196 -2,9148 -3,2953 -3,5917 -3,7316 -3,6625 -3,3721 -2,8930 -2,2944 -1,6582 -1,0579 -0,5527 -0,1816 0,0470 0,1612 0,2225 0,3041 0,4551 0,6794 0,9580 1,2863 1,6791 2,1428 2,6599 3,2068 3,7746 4,3603 4,9442 5,4848 5,9286 6,2205 6,3205 6,2360 6,0395 5,8249 5,6337 5,4288 5,1446 4,7625 4,3401 3,9798 3,7809 3,8073 4,0696 4,5194 5,0641 5,6027 6,0646 6,4236 6,6816 6,8406 6,8886 6,8091 6,5976 6,2616 5,8125 5,2671 4,6493 3,9884 3,3244 2,7125 2,2086 1,8348 1,5649 1,3496 1,1548 0,9806 0,8520 0,7764 0,7074 0,5751 0,3506 0,0756 -0,1608 -0,2702 -0,2153 -0,0305 0,2075 0,4319 0,6144 0,7528 0,8399 0,8531 0,7893 0,6992 0,6646 0,7393 0,9282 1,2085 1,5429 1,8831 2,1916 2,4651 2,7265 2,9995 3,2999 3,6419 4,0402 4,4964 4,9758 5,4046 5,7136 5,8934 5,9926 6,0635 6,1242 6,1565 6,1216 5,9883 5,7580 5,4596 5,1243 4,7687 4,3990 4,0245 3,6682 3,3594 3,1280 3,0111 3,0518 3,2745 3,6579 4,1289 4,5802 4,9079 5,0592 5,0605 5,0072 5,0149 5,1636 5,4635 5,8629 6,2907 6,6883 7,0103 7,2254 7,3253 7,3108 7,1745 6,9154 6,5631 6,1706 5,7901 5,4721 5,2681 5,2059 5,2609 5,3607 5,4215 5,3833 5,2203 4,9276 4,5154 4,0110 3,4535 2,8872 2,3573 1,8965 1,5110 1,1852 0,9042 0,6730 0,5150 0,4486 0,4653 0,5332 0,6242 0,7352 0,8810 1,0742 1,3098 1,5748 1,8813 2,2701 2,7628 3,3231 3,8827 4,3863 4,8047 5,1138 5,2773 5,2701 5,1192 4,9017 4,6952 4,5285 4,3849 4,2433 4,0895 3,8916 3,5957 3,1633 2,6108 2,0071 1,4330 0,9439 0,5631 0,2970 0,1571 0,1614 0,3129 0,5884 0,9554 1,3860 1,8478 2,2877 2,6361 2,8342 2,8616 2,7470 2,5651 2,4208 2,4191 2,6368 3,1067 3,8098 4,6814 5,6241 6,5226 7,2697 7,8046 8,1357 8,3290 8,4741 8,6510 8,9064 9,2383 9,6021 9,9464 10,2463 10,5006 10,7078 10,8618 10,9713 11,0651 11,1806 11,3552 11,6175 11,9659 12,3527 12,6946 12,8977 12,8842 12,6140 12,0931 11,3614 10,4770 9,5114 8,5482 7,6713 6,9453 6,3974 6,0115 5,7438 5,5403 5,3392 5,0743 4,7029 4,2374 3,7443 3,2982 2,9267 2,5987 2,2538 1,8395 1,3392 0,7800 0,2192 -0,2833 -0,6882 -0,9818 -1,1736 -1,2969 -1,4023 -1,5448 -1,7665 -2,0757 -2,4392 -2,8091 -3,1639 -3,5083 -3,8264 -4,0593 -4,1501 -4,0991 -3,9621 -3,7937 -3,6003 -3,3531 -3,0411 -2,7060 -2,4244 -2,2612 -2,2349 -2,3138 -2,4367 -2,5492 -2,6344 -2,7146 -2,8134 -2,9144 -2,9653 -2,9238 -2,8059 -2,6825 -2,6121
F3    -1,8289 -2,0889 -2,2573 -2,2656 -2,0666 -1,6591 -1,0933 -0,4488 0,1986 0,7889 1,2599 1,5454 1,6087 1,4764 1,2365 0,9976 0,8448 0,8151 0,8958 1,0442 1,2151 1,3781 1,5195 1,6388 1,7451 1,8480 1,9393 1,9859 1,9500 1,8120 1,5731 1,2428 0,8350 0,3802 -0,0703 -0,4738 -0,8274 -1,1498 -1,4296 -1,6169 -1,6711 -1,6024 -1,4682 -1,3403 -1,2702 -1,2755 -1,3427 -1,4350 -1,5155 -1,5775 -1,6417 -1,7194 -1,7913 -1,8219 -1,7817 -1,6564 -1,4442 -1,1535 -0,8083 -0,4491 -0,1204 0,1474 0,3405 0,4554 0,4938 0,4546 0,3284 0,1247 -0,0917 -0,2189 -0,1867 0,0045 0,3029 0,6459 0,9878 1,3074 1,6007 1,8731 2,1364 2,3997 2,6524 2,8627 2,9978 3,0412 2,9961 2,8786 2,7094 2,5067 2,2830 2,0508 1,8333 1,6623 1,5663 1,5601 1,6398 1,7844 1,9666 2,1657 2,3706 2,5665 2,7208 2,7943 2,7672 2,6509 2,4774 2,2766 2,0587 1,8200 1,5652 1,3100 1,0588 0,7996 0,5254 0,2475 -0,0101 -0,2288 -0,4163 -0,6039 -0,8159 -1,0464 -1,2765 -1,5007 -1,7228 -1,9265 -2,0638 -2,0790 -1,9396 -1,6385 -1,1801 -0,5815 0,1226 0,8917 1,7009 2,5393 3,3873 4,2039 4,9430 5,5820 6,1265 6,5914 6,9872 7,3244 7,6174 7,8815 8,1321 8,3872 8,6685 8,9948 9,3695 9,7844 10,2436 10,7718 11,3885 12,0773 12,7844 13,4398 13,9822 14,3758 14,6132 14,7017 14,6525 14,4882 14,2557 14,0264 13,8720 13,8296 13,8801 13,9655 14,0259 14,0093 13,8618 13,5476 13,0811 12,5225 11,9404 11,3775 10,8432 10,3294 9,8372 9,3892 9,0179 8,7440 8,5625 8,4448 8,3552 8,2688 8,1742 8,0651 7,9302 7,7376 7,4328 6,9631 6,3070 5,4798 4,5276 3,5197 2,5358 1,6476 0,8937 0,2683 -0,2611 -0,7293 -1,1643 -1,5794 -1,9570 -2,2481 -2,3970 -2,3720 -2,1858 -1,9003 -1,5994 -1,3418 -1,1338 -0,9455 -0,7492 -0,5415 -0,3311 -0,1175 0,1119 0,3618 0,6108 0,8202 0,9659 1,0644 1,1677 1,3261 1,5466 1,7839 1,9809 2,1292 2,2837 2,5109 2,8305 3,2075 3,5888 3,9349 4,2198 4,4229 4,5410 4,6017 4,6531 4,7415 4,8974 5,1289 5,4097 5,6738 5,8469 5,8964 5,8554 5,8003 5,8073 5,9160 6,1114 6,3306 6,4949 6,5469 6,4570 6,2112 5,8114 5,2888 4,7070 4,1484 3,6854 3,3495 3,1155 2,9160 2,6827 2,3868 2,0454 1,6964 1,3719 1,0899 0,8505 0,6353 0,4224 0,2113 0,0275 -0,0951 -0,1317 -0,0775 0,0470 0,2010 0,3349 0,4096 0,4056 0,3149 0,1412 -0,0859 -0,3231 -0,5488 -0,7724 -1,0116 -1,2727 -1,5425 -1,7935 -2,0016 -2,1555 -2,2429 -2,2430 -2,1453 -1,9592 -1,6985 -1,3692 -0,9781 -0,5561 -0,1656 0,1273 0,2933 0,3528 0,3550 0,3494 0,3669 0,4196 0,5203 0,6981 0,9845 1,3908 1,9072 2,5166 3,1878 3,8492 4,3934 4,7350 4,8593 4,8049 4,6130 4,3138 3,9499 3,5786 3,2407 2,9369 2,6502 2,3888 2,1986 2,1317 2,2090 2,4143 2,7075 3,0346 3,3477 3,6331 3,9113 4,2036 4,4977 4,7413 4,8634 4,8106 4,5818 4,2321 3,8328 3,4259 3,0166 2,5938 2,1467 1,6755 1,1968 0,7333 0,2985 -0,0994 -0,4443 -0,7098 -0,8730 -0,9413 -0,9632 -1,0010 -1,0901 -1,2160 -1,3183 -1,3176 -1,1597 -0,8526 -0,4732 -0,1268 0,1130 0,2251 0,2074 0,0488 -0,2442 -0,6087 -0,9412 -1,1539 -1,1973 -1,0457 -0,7019 -0,2115 0,3593 0,9559 1,5324 2,0391 2,4461 2,7728 3,0707 3,3815 3,7183 4,0578 4,3369 4,4828 4,4619 4,2985 4,0453 3,7246 3,3038 2,7481 2,0865 1,4126 0,8334 0,4206 0,1978 0,1573 0,2748 0,5044 0,7858 1,0666 1,3081 1,4765 1,5473 1,5224 1,4317 1,3158 1,2106 1,1494 1,1630 1,2663 1,4514 1,6993 1,9951 2,3344 2,7110 3,1015 3,4649 3,7588 3,9571 4,0629 4,1075 4,1308 4,1530 4,1662 4,1616 4,1503 4,1454 4,1407 4,1059 3,9982 3,7851 3,4617 3,0511 2,5972 2,1503 1,7443 1,3931 1,1078 0,8977 0,7514 0,6353 0,5231 0,4213 0,3630 0,3798 0,4766 0,6226 0,7668 0,8703 0,9393 1,0321 1,2263 1,5730 2,0752 2,6901 3,3439 3,9623 4,4978 4,9277 5,2358 5,3994 5,3830 5,1548 4,7259 4,1638 3,5614 2,9951 2,5061 2,1109 1,8047 1,5482 1,2746 0,9284 0,5000 0,0205 -0,4704 -0,9433 -1,3765 -1,7466 -2,0243 -2,1826 -2,2170 -2,1463 -1,9921 -1,7696 -1,4941 -1,1877 -0,8786 -0,5928 -0,3482 -0,1574 -0,0178 0,1071 0,2808 0,5611 0,9782 1,5292 2,1815 2,8771 3,5390 4,0937 4,5108 4,8241 5,1118 5,4524 5,8815 6,3735 6,8522 7,2307 7,4628 7,5727 7,6302 7,6929 7,7718 7,8510 7,9288 8,0282 8,1777 8,3948 8,6800 9,0119 9,3400 9,5916 9,6938 9,5922 9,2599 8,7050 7,9738 7,1438 6,3100 5,5675 4,9866 4,5821 4,3000 4,0458 3,7352 3,3206 2,7979 2,2133 1,6540 1,2040 0,8915 0,6686 0,4396 0,1183 -0,3343 -0,9086 -1,5649 -2,2412 -2,8650 -3,3723 -3,7211 -3,8998 -3,9390 -3,9077 -3,8889 -3,9498 -4,1188 -4,3793 -4,6874 -5,0080 -5,3426 -5,7092 -6,1028 -6,4894 -6,8246 -7,0611 -7,1500 -7,0540 -6,7787 -6,3910 -5,9905 -5,6473 -5,3710 -5,1375 -4,9393 -4,8005 -4,7517 -4,8004 -4,9234 -5,0694 -5,1694 -5,1593 -5,0088 -4,7447 -4,4423 -4,1674
F7    -0,9543 -1,3931 -1,7621 -1,9990 -2,0705 -1,9730 -1,7355 -1,4165 -1,0814 -0,7775 -0,5256 -0,3264 -0,1732 -0,0615 0,0158 0,0775 0,1457 0,2249 0,3000 0,3587 0,4022 0,4342 0,4568 0,4809 0,5318 0,6340 0,7870 0,9610 1,1147 1,2130 1,2434 1,2243 1,1875 1,1481 1,1002 1,0363 0,9593 0,8727 0,7698 0,6360 0,4626 0,2611 0,0573 -0,1271 -0,2788 -0,3864 -0,4505 -0,4910 -0,5320 -0,5812 -0,6235 -0,6274 -0,5634 -0,4270 -0,2482 -0,0789 0,0352 0,0799 0,0796 0,0743 0,0836 0,1001 0,1208 0,1659 0,2612 0,4127 0,6069 0,8258 1,0555 1,2863 1,5023 1,6670 1,7341 1,6796 1,5243 1,3198 1,1107 0,9127 0,7241 0,5542 0,4324 0,3816 0,3888 0,4136 0,4256 0,4271 0,4470 0,5241 0,6879 0,9349 1,2263 1,5106 1,7435 1,8910 1,9245 1,8305 1,6272 1,3631 1,0907 0,8390 0,6116 0,4145 0,2719 0,2114 0,2456 0,3663 0,5492 0,7688 0,9997 1,2030 1,3338 1,3713 1,3309 1,2419 1,1193 0,9567 0,7403 0,4688 0,1542 -0,1891 -0,5451 -0,8862 -1,1765 -1,3840 -1,4927 -1,5074 -1,4494 -1,3392 -1,1753 -0,9314 -0,5726 -0,0762 0,5613 1,3251 2,1743 3,0371 3,8388 4,5434 5,1522 5,6707 6,0968 6,4372 6,7197 6,9858 7,2662 7,5570 7,8249 8,0385 8,1945 8,3213 8,4674 8,6885 9,0283 9,4911 10,0271 10,5565 11,0148 11,3764 11,6494 11,8541 12,0023 12,0831 12,0703 11,9459 11,7170 11,4162 11,0880 10,7645 10,4465 10,1114 9,7414 9,3388 8,9188 8,5040 8,1233 7,8042 7,5578 7,3680 7,1981 7,0104 6,7758 6,4777 6,1273 5,7655 5,4322 5,1330 4,8452 4,5524 4,2583 3,9686 3,6819 3,4033 3,1522 2,9457 2,7703 2,5785 2,3163 1,9527 1,4892 0,9515 0,3744 -0,2094 -0,7719 -1,2863 -1,7220 -2,0433 -2,2168 -2,2263 -2,0866 -1,8465 -1,5689 -1,2998 -1,0538 -0,8251 -0,6023 -0,3757 -0,1435 0,0896 0,3220 0,5525 0,7700 0,9588 1,1114 1,2300 1,3202 1,3901 1,4537 1,5266 1,6164 1,7199 1,8323 1,9613 2,1281 2,3469 2,6017 2,8476 3,0373 3,1439 3,1651 3,1217 3,0533 3,0020 2,9945 3,0368 3,1193 3,2264 3,3447 3,4629 3,5633 3,6263 3,6505 3,6607 3,6884 3,7463 3,8258 3,9129 3,9973 4,0635 4,0778 3,9916 3,7642 3,3864 2,8888 2,3303 1,7752 1,2746 0,8629 0,5584 0,3571 0,2349 0,1590 0,1001 0,0369 -0,0408 -0,1270 -0,1973 -0,2181 -0,1634 -0,0333 0,1426 0,3229 0,4813 0,6072 0,6863 0,6928 0,6115 0,4572 0,2680 0,0808 -0,0894 -0,2523 -0,4292 -0,6407 -0,9009 -1,2075 -1,5335 -1,8388 -2,0888 -2,2591 -2,3276 -2,2688 -2,0589 -1,6944 -1,2116 -0,6853 -0,2030 0,1623 0,3657 0,3947 0,2767 0,0777 -0,1215 -0,2537 -0,2762 -0,1757 0,0261 0,2906 0,6007 0,9747 1,4311 1,9512 2,4809 2,9486 3,2696 3,3713 3,2390 2,9263 2,5155 2,0761 1,6573 1,2958 1,0141 0,8254 0,7468 0,7898 0,9374 1,1513 1,3991 1,6656 1,9426 2,2081 2,4164 2,5194 2,5009 2,3871 2,2306 2,0779 1,9328 1,7547 1,5075 1,2032 0,8912 0,6181 0,4069 0,2515 0,1226 -0,0127 -0,1689 -0,3383 -0,5022 -0,6320 -0,6883 -0,6406 -0,4942 -0,2921 -0,0924 0,0534 0,1106 0,0708 -0,0463 -0,1999 -0,3410 -0,4315 -0,4628 -0,4543 -0,4403 -0,4576 -0,5294 -0,6462 -0,7650 -0,8236 -0,7666 -0,5831 -0,3120 -0,0001 0,3249 0,6446 0,9466 1,2331 1,5193 1,8212 2,1426 2,4675 2,7626 2,9855 3,0937 3,0637 2,9121 2,6951 2,4790 2,3080 2,1882 2,0983 2,0235 1,9701 1,9347 1,8845 1,7885 1,6529 1,5116 1,3932 1,3070 1,2566 1,2566 1,3295 1,4754 1,6545 1,8211 1,9646 2,0979 2,2293 2,3746 2,5681 2,8295 3,1343 3,4298 3,6627 3,7915 3,7888 3,6460 3,3749 3,0052 2,5882 2,2002 1,9243 1,8171 1,8883 2,1027 2,3909 2,6703 2,8779 2,9818 2,9645 2,8210 2,5763 2,2815 1,9932 1,7569 1,5904 1,4721 1,3514 1,1799 0,9384 0,6475 0,3527 0,0990 -0,0815 -0,1643 -0,1373 -0,0100 0,1991 0,4747 0,7925 1,1133 1,4106 1,6982 2,0157 2,3879 2,8054 3,2392 3,6669 4,0758 4,4468 4,7484 4,9520 5,0543 5,0805 5,0559 4,9795 4,8330 4,6047 4,2964 3,9151 3,4674 2,9575 2,3934 1,7979 1,2137 0,6864 0,2375 -0,1423 -0,4697 -0,7484 -0,9756 -1,1554 -1,2916 -1,3700 -1,3621 -1,2566 -1,0781 -0,8691 -0,6572 -0,4505 -0,2637 -0,1286 -0,0579 -0,0069 0,1249 0,4508 1,0400 1,8738 2,8467 3,8127 4,6474 5,2809 5,6937 5,9024 5,9557 5,9337 5,9271 5,9964 6,1461 6,3396 6,5398 6,7327 6,9196 7,0925 7,2258 7,2956 7,3069 7,2977 7,3159 7,3900 7,5085 7,6228 7,6804 7,6513 7,5154 7,2421 6,8101 6,2459 5,6288 5,0485 4,5628 4,1934 3,9363 3,7673 3,6468 3,5265 3,3587 3,1166 2,8094 2,4676 2,1197 1,7888 1,4953 1,2506 1,0477 0,8595 0,6481 0,3827 0,0530 -0,3321 -0,7530 -1,1847 -1,5997 -1,9753 -2,3075 -2,6227 -2,9648 -3,3579 -3,7874 -4,2263 -4,6608 -5,0673 -5,3994 -5,6225 -5,7351 -5,7492 -5,6724 -5,5077 -5,2575 -4,9379 -4,5922 -4,2770 -4,0427 -3,9275 -3,9470 -4,0758 -4,2544 -4,4188 -4,5218 -4,5279 -4,4042 -4,1235 -3,6819 -3,1267 -2,5649 -2,1106 -1,7997
