Fp1   -2,4986 -2,7197 -2,8347 -2,8401 -2,7513 -2,5895 -2,3727 -2,1148 -1,8312 -1,5443 -1,2844 -1,0853 -0,9766 -0,9664 -1,0262 -1,0894 -1,0624 -0,8633 -0,4728 0,0589 0,6392 1,1617 1,5410 1,7529 1,8483 1,9227 2,0577 2,2753 2,5464 2,8289 3,0756 3,2176 3,1737 2,8905 2,3832 1,7411 1,0744 0,4499 -0,1173 -0,6139 -0,9916 -1,1870 -1,1624 -0,9241 -0,5259 -0,0690 0,3233 0,5526 0,5780 0,4219 0,1548 -0,1435 -0,4195 -0,6468 -0,8056 -0,8799 -0,8699 -0,7889 -0,6545 -0,4899 -0,3213 -0,1655 -0,0159 0,1570 0,3811 0,6504 0,9123 1,0913 1,1309 1,0201 0,7885 0,4856 0,1641 -0,1274 -0,3532 -0,4932 -0,5352 -0,4682 -0,2933 -0,0336 0,2682 0,5659 0,8332 1,0820 1,3505 1,6632 1,9937 2,2636 2,3904 2,3477 2,1820 1,9744 1,7868 1,6443 1,5506 1,4843 1,3792 1,1588 0,8120 0,4069 0,0227 -0,3054 -0,5864 -0,8517 -1,1347 -1,4517 -1,7918 -2,1240 -2,4165 -2,6576 -2,8584 -3,0351 -3,2034 -3,3922 -3,6361 -3,9489 -4,3227 -4,7390 -5,1533 -5,4770 -5,6076 -5,4840 -5,1125 -4,5570 -3,9128 -3,2727 -2,7026 -2,2286 -1,8276 -1,4345 -0,9806 -0,4346 0,1937 0,8778 1,5903 2,2986 2,9680 3,5916 4,2134 4,8969 5,6633 6,4581 7,1778 7,7342 8,0971 8,2847 8,3287 8,2579 8,1046 7,9133 7,7379 7,6379 7,6801 7,9210 8,3660 8,9497 9,5702 10,1493 10,6592 11,0945 11,4301 11,6139 11,5989 11,3750 10,9850 10,5217 10,0899 9,7605 9,5569 9,4653 9,4413 9,4218 9,3500 9,1965 8,9657 8,6893 8,4136 8,1812 8,0062 7,8586 7,6776 7,4027 6,9952 6,4521 5,8138 5,1401 4,4645 3,7732 3,0266 2,1935 1,2807 0,3479 -0,5021 -1,1688 -1,5998 -1,7999 -1,8083 -1,6805 -1,4865 -1,3082 -1,2233 -1,2846 -1,5061 -1,8536 -2,2413 -2,5522 -2,6911 -2,6353 -2,4336 -2,1573 -1,8630 -1,5991 -1,4138 -1,3322 -1,3312 -1,3555 -1,3589 -1,3319 -1,3003 -1,3008 -1,3548 -1,4598 -1,6014 -1,7683 -1,9470 -2,1097 -2,2252 -2,2817 -2,2912 -2,2786 -2,2688 -2,2763 -2,2954 -2,2956 -2,2377 -2,1128 -1,9686 -1,8834 -1,9064 -2,0183 -2,1443 -2,2084 -2,1771 -2,0682 -1,9327 -1,8193 -1,7366 -1,6547 -1,5491 -1,4311 -1,3340 -1,2851 -1,2919 -1,3416 -1,4146 -1,5039 -1,6069 -1,6951 -1,7083 -1,5940 -1,3511 -1,0332 -0,7124 -0,4375 -0,2190 -0,0496 0,0677 0,1167 0,0917 0,0213 -0,0246 0,0411 0,2799 0,6913 1,2037 1,7051 2,1036 2,3658 2,4988 2,5078 2,3904 2,1685 1,9020 1,6596 1,4838 1,3826 1,3429 1,3565 1,4364 1,6022 1,8426 2,0979 2,2901 2,3768 2,3723 2,3212 2,2628 2,2131 2,1603 2,0727 1,9191 1,6900 1,4072 1,1176 0,8731 0,7036 0,5959 0,5006 0,3728 0,2125 0,0667 -0,0030 0,0452 0,2104 0,4450 0,6824 0,8820 1,0423 1,1689 1,2478 1,2557 1,1865 1,0592 0,9082 0,7741 0,7008 0,7282 0,8866 1,1889 1,6128 2,0848 2,4897 2,7228 2,7583 2,6649 2,5496 2,4834 2,4667 2,4495 2,3823 2,2567 2,1130 2,0163 2,0149 2,1087 2,2573 2,4144 2,5493 2,6471 2,7055 2,7410 2,7782 2,8158 2,8175 2,7485 2,6175 2,4823 2,4097 2,4197 2,4791 2,5516 2,6417 2,7946 3,0640 3,4738 3,9934 4,5355 4,9764 5,1970 5,1325 4,7996 4,2836 3,6964 3,1309 2,6335 2,2140 1,8741 1,6289 1,5031 1,5044 1,6095 1,7768 1,9623 2,1203 2,2033 2,1776 2,0372 1,7940 1,4576 1,0369 0,5622 0,0936 -0,3004 -0,5673 -0,6801 -0,6464 -0,5126 -0,3332 -0,1320 0,0951 0,3536 0,6386 0,9383 1,2361 1,5105 1,7427 1,9233 2,0494 2,1219 2,1503 2,1593 2,1824 2,2460 2,3516 2,4547 2,4707 2,3306 2,0388 1,6663 1,3075 1,0617 1,0191 1,2151 1,6018 2,0853 2,5923 3,0926 3,5685 3,9863 4,3063 4,5087 4,6000 4,5979 4,5193 4,3831 4,2117 4,0263 3,8438 3,6812 3,5599 3,4972 3,4838 3,4782 3,4418 3,3813 3,3559 3,4492 3,7214 4,1754 4,7540 5,3592 5,8779 6,2064 6,2735 6,0680 5,6544 5,1474 4,6604 4,2702 4,0058 3,8546 3,7767 3,7221 3,6429 3,5027 3,2888 3,0194 2,7345 2,4862 2,3318 2,3125 2,4271 2,6373 2,9001 3,1879 3,4898 3,7926 4,0464 4,1502 3,9956 3,5413 2,8506 2,0583 1,3039 0,6902 0,2680 0,0348 -0,0493 -0,0354 0,0263 0,0750 0,0363 -0,1470 -0,4762 -0,8928 -1,3071 -1,6311 -1,8003 -1,7786 -1,5608 -1,1819 -0,7138 -0,2322 0,2221 0,6502 1,0710 1,4946 1,9186 2,3473 2,8036 3,3091 3,8597 4,4369 5,0340 5,6458 6,2441 6,7930 7,2870 7,7599 8,2600 8,8149 9,4095 9,9917 10,5135 10,9724 11,4076 11,8584 12,3395 12,8531 13,4070 14,0007 14,5881 15,0721 15,3494 15,3516 15,0564 14,4836 13,6797 12,6936 11,5676 10,3489 9,0964 7,8657 6,6874 5,5667 4,5018 3,4954 2,5533 1,6777 0,8583 0,0754 -0,6763 -1,3666 -1,9357 -2,3165 -2,4568 -2,3495 -2,0608 -1,7137 -1,4294 -1,2913 -1,3500 -1,6204 -2,0660 -2,6079 -3,1677 -3,6997 -4,1790 -4,5737 -4,8450 -4,9696 -4,9574 -4,8517 -4,7102 -4,5788 -4,4771 -4,4037 -4,3494 -4,3100 -4,2928 -4,3096 -4,3597 -4,4219 -4,4668 -4,4749 -4,4432 -4,3771 -4,2793 -4,1446 -3,9623 -3,7204 -3,4097 -3,0416 -2,6620 -2,3373 -2,1238 -2,0389 -2,0478 -2,0847 -2,0916
Fz    -2,0278 -2,1145 -2,1140 -2,0447 -1,9383 -1,8179 -1,6920 -1,5568 -1,4012 -1,2154 -1,0057 -0,8067 -0,6757 -0,6593 -0,7592 -0,9196 -1,0429 -1,0361 -0,8545 -0,4990 0,0016 0,5858 1,1597 1,6334 1,9724 2,2137 2,4278 2,6666 2,9429 3,2370 3,4979 3,6445 3,5888 3,2730 2,7045 1,9640 1,1595 0,3666 -0,3809 -1,0504 -1,5836 -1,9152 -2,0057 -1,8562 -1,5126 -1,0700 -0,6511 -0,3569 -0,2283 -0,2473 -0,3615 -0,5150 -0,6668 -0,7865 -0,8441 -0,8171 -0,7072 -0,5349 -0,3222 -0,0830 0,1754 0,4486 0,7417 1,0765 1,4767 1,9322 2,3788 2,7206 2,8877 2,8776 2,7449 2,5564 2,3540 2,1492 1,9430 1,7513 1,6182 1,6043 1,7543 2,0646 2,4790 2,9167 3,3167 3,6643 3,9766 4,2644 4,5045 4,6508 4,6739 4,5940 4,4753 4,3846 4,3485 4,3459 4,3288 4,2342 3,9893 3,5489 2,9400 2,2516 1,5780 0,9786 0,4783 0,0723 -0,2725 -0,6021 -0,9448 -1,2943 -1,6207 -1,8990 -2,1249 -2,3075 -2,4605 -2,6063 -2,7734 -2,9833 -3,2540 -3,6032 -4,0198 -4,4381 -4,7624 -4,9237 -4,9098 -4,7549 -4,5133 -4,2364 -3,9579 -3,6847 -3,3907 -3,0232 -2,5330 -1,9075 -1,1720 -0,3574 0,5196 1,4407 2,3718 3,2848 4,1841 5,0986 6,0439 6,9919 7,8741 8,6207 9,1987 9,6126 9,8785 10,0101 10,0263 9,9643 9,8830 9,8575 9,9673 10,2699 10,7664 11,3926 12,0539 12,6755 13,2244 13,6938 14,0738 14,3358 14,4353 14,3336 14,0362 13,6174 13,1953 12,8766 12,7192 12,7266 12,8557 13,0340 13,1851 13,2495 13,1917 13,0009 12,6909 12,2911 11,8266 11,3055 10,7242 10,0791 9,3728 8,6228 7,8627 7,1218 6,3932 5,6287 4,7743 3,8148 2,7905 1,7892 0,9224 0,2873 -0,0694 -0,1566 -0,0175 0,2888 0,6874 1,0816 1,3634 1,4434 1,2823 0,9091 0,4216 -0,0421 -0,3619 -0,4859 -0,4270 -0,2180 0,1105 0,5145 0,9297 1,2990 1,6031 1,8578 2,0861 2,2928 2,4604 2,5661 2,6027 2,5817 2,5169 2,4085 2,2548 2,0764 1,9148 1,8073 1,7702 1,7976 1,8666 1,9499 2,0333 2,1216 2,2261 2,3433 2,4478 2,5111 2,5332 2,5557 2,6343 2,7873 2,9731 3,1154 3,1412 3,0185 2,7820 2,5173 2,3041 2,1729 2,1124 2,0971 2,1054 2,1247 2,1448 2,1450 2,1044 2,0342 1,9897 2,0352 2,1959 2,4436 2,7237 2,9908 3,2209 3,4007 3,5204 3,5747 3,5642 3,5058 3,4460 3,4537 3,5853 3,8502 4,2028 4,5625 4,8529 5,0313 5,0856 5,0070 4,7844 4,4321 4,0067 3,5836 3,2268 2,9781 2,8574 2,8687 3,0060 3,2482 3,5423 3,8019 3,9433 3,9334 3,7972 3,5851 3,3376 3,0704 2,7718 2,4140 1,9802 1,4856 0,9730 0,4900 0,0716 -0,2737 -0,5684 -0,8466 -1,1216 -1,3699 -1,5461 -1,6098 -1,5480 -1,3914 -1,2101 -1,0765 -1,0137 -0,9884 -0,9529 -0,8857 -0,7953 -0,7043 -0,6375 -0,6133 -0,6322 -0,6719 -0,6936 -0,6481 -0,4876 -0,1969 0,1778 0,5369 0,7834 0,8907 0,9188 0,9613 1,0784 1,2675 1,4794 1,6609 1,7875 1,8747 1,9655 2,0975 2,2699 2,4432 2,5677 2,6083 2,5519 2,4085 2,2130 2,0128 1,8415 1,7030 1,5860 1,4958 1,4669 1,5382 1,7138 1,9652 2,2688 2,6274 3,0607 3,5855 4,1995 4,8649 5,5037 6,0156 6,3141 6,3578 6,1593 5,7689 5,2531 4,6773 4,0931 3,5374 3,0431 2,6474 2,3814 2,2389 2,1609 2,0675 1,9040 1,6538 1,3267 0,9479 0,5467 0,1343 -0,3092 -0,8180 -1,4009 -2,0195 -2,6016 -3,0693 -3,3625 -3,4659 -3,4194 -3,2794 -3,0738 -2,8046 -2,4787 -2,1227 -1,7767 -1,4822 -1,2706 -1,1487 -1,0948 -1,0710 -1,0401 -0,9758 -0,8641 -0,7049 -0,5140 -0,3217 -0,1761 -0,1352 -0,2306 -0,4300 -0,6504 -0,7968 -0,7786 -0,5339 -0,0766 0,4958 1,0630 1,5543 1,9660 2,3189 2,6139 2,8315 2,9583 2,9989 2,9667 2,8718 2,7228 2,5399 2,3567 2,2079 2,1196 2,1054 2,1580 2,2418 2,3039 2,3087 2,2613 2,2002 2,1796 2,2521 2,4469 2,7526 3,1180 3,4683 3,7216 3,8055 3,6912 3,4196 3,0812 2,7684 2,5433 2,4275 2,4015 2,4135 2,3945 2,2843 2,0536 1,7121 1,3005 0,8788 0,5198 0,2975 0,2581 0,3943 0,6601 1,0088 1,4035 1,7987 2,1240 2,2847 2,1826 1,7587 1,0313 0,1052 -0,8622 -1,7143 -2,3421 -2,7074 -2,8385 -2,7990 -2,6550 -2,4653 -2,2947 -2,2212 -2,3068 -2,5596 -2,9306 -3,3395 -3,6976 -3,9236 -3,9573 -3,7768 -3,4155 -2,9567 -2,4906 -2,0667 -1,6863 -1,3240 -0,9478 -0,5310 -0,0514 0,5103 1,1572 1,8648 2,5983 3,3374 4,0617 4,7355 5,3299 5,8539 6,3551 6,8969 7,5211 8,2127 8,9004 9,5135 10,0411 10,5277 11,0273 11,5750 12,1872 12,8660 13,5874 14,2832 14,8564 15,2282 15,3609 15,2433 14,8753 14,2652 13,4312 12,4047 11,2355 9,9874 8,7179 7,4571 6,2081 4,9680 3,7431 2,5480 1,3924 0,2777 -0,7857 -1,7603 -2,5865 -3,2029 -3,5618 -3,6347 -3,4216 -2,9659 -2,3583 -1,7145 -1,1555 -0,7993 -0,7361 -0,9834 -1,4687 -2,0647 -2,6503 -3,1421 -3,4956 -3,7056 -3,8035 -3,8426 -3,8749 -3,9319 -4,0140 -4,0913 -4,1228 -4,0864 -3,9941 -3,8824 -3,7885 -3,7268 -3,6837 -3,6305 -3,5440 -3,4183 -3,2585 -3,0692 -2,8523 -2,6089 -2,3346 -2,0249 -1,7021 -1,4301 -1,2906 -1,3389 -1,5652 -1,8906 -2,2147 -2,4719
F3    -1,6265 -1,5576 -1,4786 -1,4114 -1,3768 -1,3664 -1,3471 -1,2925 -1,2054 -1,1184 -1,0742 -1,1041 -1,2208 -1,4236 -1,6984 -1,9966 -2,2177 -2,2426 -1,9959 -1,4733 -0,7383 0,0880 0,8544 1,4374 1,7999 2,0021 2,1471 2,3122 2,5223 2,7632 2,9995 3,1837 3,2663 3,2066 2,9823 2,5928 2,0569 1,4126 0,7188 0,0497 -0,5161 -0,9137 -1,1141 -1,1351 -1,0279 -0,8525 -0,6595 -0,4892 -0,3777 -0,3439 -0,3651 -0,3848 -0,3458 -0,2072 0,0533 0,4269 0,8660 1,3014 1,6698 1,9398 2,1216 2,2469 2,3430 2,4285 2,5234 2,6499 2,8169 3,0055 3,1800 3,3159 3,4204 3,5253 3,6547 3,7918 3,8828 3,8803 3,7860 3,6535 3,5526 3,5315 3,5974 3,7240 3,8843 4,0794 4,3175 4,5665 4,7525 4,8088 4,7224 4,5394 4,3345 4,1673 4,0503 3,9474 3,7992 3,5469 3,1570 2,6562 2,1378 1,7095 1,4314 1,3006 1,2738 1,2894 1,2822 1,1967 0,9945 0,6571 0,1900 -0,3745 -0,9751 -1,5304 -1,9733 -2,2862 -2,4987 -2,6579 -2,8133 -3,0099 -3,2660 -3,5510 -3,8019 -3,9634 -4,0126 -3,9670 -3,8748 -3,7805 -3,6928 -3,5819 -3,3969 -3,0828 -2,6048 -1,9710 -1,2262 -0,4142 0,4434 1,3408 2,2840 3,2894 4,3601 5,4595 6,5102 7,4204 8,1215 8,5958 8,8746 9,0152 9,0855 9,1505 9,2476 9,3820 9,5472 9,7418 9,9781 10,2871 10,7039 11,2350 11,8486 12,4929 13,1208 13,7009 14,2096 14,6171 14,8881 14,9982 14,9531 14,7981 14,5972 14,3907 14,1705 13,8990 13,5558 13,1600 12,7457 12,3377 11,9599 11,6441 11,4105 11,2389 11,0640 10,8037 10,3998 9,8387 9,1445 8,3636 7,5516 6,7507 5,9663 5,1715 4,3451 3,5020 2,6876 1,9554 1,3518 0,9011 0,6046 0,4562 0,4493 0,5698 0,7908 1,0683 1,3389 1,5307 1,5914 1,5136 1,3338 1,1066 0,8782 0,6755 0,5141 0,4156 0,4070 0,4989 0,6747 0,9082 1,1853 1,4980 1,8231 2,1249 2,3857 2,6284 2,9011 3,2326 3,5994 3,9306 4,1392 4,1515 3,9343 3,5195 3,0092 2,5406 2,2295 2,1365 2,2753 2,6327 3,1688 3,8078 4,4491 5,0008 5,4123 5,6843 5,8540 5,9567 5,9933 5,9369 5,7614 5,4600 5,0526 4,5882 4,1373 3,7655 3,5013 3,3279 3,2069 3,1137 3,0525 3,0428 3,0981 3,2223 3,4097 3,6282 3,8064 3,8572 3,7319 3,4509 3,0874 2,7318 2,4671 2,3585 2,4396 2,7021 3,1016 3,5745 4,0458 4,4418 4,7177 4,8673 4,9049 4,8561 4,7583 4,6377 4,4860 4,2705 3,9684 3,5931 3,1990 2,8677 2,6821 2,6986 2,9251 3,3127 3,7608 4,1446 4,3663 4,4051 4,3129 4,1567 3,9716 3,7611 3,5184 3,2428 2,9459 2,6475 2,3660 2,1118 1,8840 1,6673 1,4397 1,1904 0,9369 0,7295 0,6322 0,6899 0,9074 1,2421 1,6149 1,9500 2,2149 2,4176 2,5778 2,7078 2,8014 2,8335 2,7830 2,6668 2,5551 2,5454 2,7026 3,0139 3,4020 3,7768 4,0773 4,2819 4,4023 4,4710 4,5155 4,5335 4,5016 4,4125 4,3028 4,2416 4,2922 4,4754 4,7455 4,9991 5,1233 5,0520 4,7903 4,4014 3,9658 3,5400 3,1500 2,8177 2,5754 2,4479 2,4248 2,4610 2,5124 2,5679 2,6464 2,7724 2,9575 3,1996 3,4902 3,8130 4,1420 4,4452 4,6865 4,8328 4,8694 4,8029 4,6442 4,3926 4,0391 3,5810 3,0396 2,4710 1,9556 1,5605 1,2954 1,1063 0,9241 0,7188 0,5032 0,2961 0,0966 -0,1141 -0,3578 -0,6396 -0,9390 -1,2278 -1,4914 -1,7287 -1,9482 -2,1631 -2,3771 -2,5760 -2,7299 -2,7991 -2,7524 -2,5962 -2,3852 -2,1992 -2,0981 -2,0939 -2,1600 -2,2467 -2,2868 -2,2086 -1,9650 -1,5586 -1,0472 -0,5261 -0,0977 0,1587 0,2040 0,0434 -0,2763 -0,6699 -1,0209 -1,2014 -1,1140 -0,7390 -0,1503 0,5241 1,1667 1,7166 2,1693 2,5414 2,8343 3,0300 3,1094 3,0727 2,9422 2,7458 2,5010 2,2196 1,9199 1,6315 1,3907 1,2293 1,1624 1,1829 1,2708 1,4040 1,5585 1,7092 1,8474 1,9918 2,1695 2,3769 2,5565 2,6236 2,5290 2,2888 1,9578 1,5930 1,2432 0,9502 0,7442 0,6396 0,6381 0,7263 0,8570 0,9457 0,9089 0,7179 0,4134 0,0724 -0,2267 -0,4110 -0,4167 -0,2089 0,1967 0,7312 1,2863 1,7366 1,9635 1,8753 1,4317 0,6699 -0,2986 -1,3290 -2,2904 -3,0951 -3,7062 -4,1196 -4,3368 -4,3663 -4,2508 -4,0713 -3,9186 -3,8633 -3,9367 -4,1285 -4,4021 -4,7072 -4,9843 -5,1774 -5,2521 -5,2020 -5,0397 -4,7894 -4,4672 -4,0580 -3,5277 -2,8592 -2,0687 -1,1944 -0,2841 0,5970 1,3648 1,9490 2,3311 2,5490 2,6653 2,7441 2,8570 3,0831 3,4771 4,0425 4,7360 5,4800 6,1824 6,7866 7,3114 7,8302 8,4161 9,1098 9,9052 10,7474 11,5432 12,1796 12,5510 12,5875 12,2684 11,6211 10,7177 9,6609 8,5492 7,4464 6,3837 5,3837 4,4646 3,6182 2,8043 1,9787 1,1246 0,2527 -0,6180 -1,4723 -2,2997 -3,0968 -3,8679 -4,6151 -5,3247 -5,9606 -6,4664 -6,7842 -6,8815 -6,7666 -6,4893 -6,1307 -5,7760 -5,4908 -5,3158 -5,2603 -5,2931 -5,3540 -5,3940 -5,4086 -5,4348 -5,5236 -5,7207 -6,0496 -6,4858 -6,9501 -7,3469 -7,6139 -7,7390 -7,7429 -7,6509 -7,4716 -7,2017 -6,8445 -6,4185 -5,9405 -5,4120 -4,8395 -4,2679 -3,7731 -3,4189 -3,2271 -3,1837 -3,2573 -3,4133 -3,6193 -3,8386 -4,0339 -4,1888 -4,3099
F7    -2,5734 -2,6530 -2,6061 -2,4406 -2,1876 -1,8990 -1,6312 -1,4231 -1,2848 -1,2070 -1,1806 -1,2078 -1,2956 -1,4305 -1,5707 -1,6724 -1,7115 -1,6710 -1,5258 -1,2557 -0,8712 -0,4107 0,0916 0,6292 1,2081 1,8190 2,4321 3,0036 3,4785 3,7994 3,9198 3,8139 3,4884 2,9895 2,3956 1,7933 1,2467 0,7802 0,3907 0,0774 -0,1480 -0,2807 -0,3311 -0,3155 -0,2522 -0,1684 -0,0956 -0,0505 -0,0210 0,0156 0,0653 0,1237 0,1985 0,3066 0,4598 0,6650 0,9237 1,2237 1,5422 1,8585 2,1594 2,4326 2,6616 2,8265 2,9091 2,8985 2,7954 2,6067 2,3352 1,9889 1,6082 1,2717 1,0680 1,0613 1,2654 1,6290 2,0541 2,4467 2,7579 2,9836 3,1346 3,2126 3,2184 3,1733 3,1190 3,0917 3,0929 3,0879 3,0317 2,8994 2,6972 2,4508 2,1868 1,9265 1,6960 1,5249 1,4215 1,3587 1,2973 1,2219 1,1473 1,0937 1,0616 1,0266 0,9470 0,7824 0,5205 0,1930 -0,1421 -0,4431 -0,7153 -0,9996 -1,3371 -1,7406 -2,1902 -2,6508 -3,0946 -3,5004 -3,8382 -4,0667 -4,1491 -4,0691 -3,8320 -3,4574 -2,9812 -2,4545 -1,9324 -1,4640 -1,0797 -0,7773 -0,5205 -0,2521 0,0844 0,5184 1,0459 1,6482 2,3023 2,9846 3,6820 4,3903 5,0985 5,7766 6,3802 6,8664 7,2146 7,4347 7,5610 7,6416 7,7257 7,8490 8,0329 8,2963 8,6531 9,0989 9,6057 10,1313 10,6338 11,0848 11,4751 11,7964 12,0155 12,0831 11,9757 11,7143 11,3486 10,9425 10,5655 10,2707 10,0725 9,9425 9,8209 9,6437 9,3724 9,0038 8,5578 8,0629 7,5551 7,0887 6,7305 6,5201 6,4341 6,3952 6,3161 6,1462 5,8830 5,5370 5,0975 4,5468 3,8953 3,1844 2,4632 1,7720 1,1450 0,6138 0,1988 -0,1051 -0,3215 -0,4688 -0,5576 -0,6073 -0,6478 -0,7063 -0,7971 -0,9179 -1,0482 -1,1607 -1,2438 -1,3159 -1,4095 -1,5345 -1,6573 -1,7153 -1,6491 -1,4252 -1,0469 -0,5624 -0,0569 0,3787 0,6795 0,8180 0,8017 0,6626 0,4423 0,1790 -0,0973 -0,3625 -0,5981 -0,7873 -0,9082 -0,9372 -0,8676 -0,7219 -0,5408 -0,3491 -0,1362 0,1140 0,3792 0,5995 0,7178 0,7187 0,6363 0,5331 0,4674 0,4682 0,5260 0,6096 0,7000 0,8025 0,9248 1,0582 1,1823 1,2751 1,3187 1,3043 1,2285 1,0920 0,9154 0,7517 0,6670 0,6975 0,8221 0,9719 1,0721 1,0860 1,0268 0,9306 0,8276 0,7386 0,6805 0,6669 0,7126 0,8368 1,0526 1,3506 1,6907 2,0156 2,2777 2,4527 2,5320 2,5193 2,4380 2,3313 2,2439 2,1958 2,1757 2,1620 2,1467 2,1434 2,1792 2,2726 2,4151 2,5673 2,6805 2,7235 2,6914 2,5996 2,4779 2,3627 2,2806 2,2328 2,1949 2,1344 2,0296 1,8770 1,6865 1,4735 1,2502 1,0197 0,7883 0,5849 0,4491 0,3967 0,4136 0,4790 0,5784 0,7036 0,8535 1,0300 1,2326 1,4540 1,6750 1,8693 2,0156 2,1094 2,1670 2,2201 2,2945 2,3970 2,5223 2,6587 2,7822 2,8576 2,8593 2,7988 2,7240 2,6870 2,7140 2,7980 2,9068 2,9970 3,0358 3,0233 2,9927 2,9788 2,9872 2,9934 2,9629 2,8714 2,7183 2,5299 2,3502 2,2154 2,1252 2,0458 1,9447 1,8253 1,7326 1,7179 1,7927 1,9240 2,0689 2,2002 2,3136 2,4337 2,6022 2,8386 3,1102 3,3400 3,4431 3,3703 3,1299 2,7703 2,3503 1,9264 1,5489 1,2498 1,0319 0,8798 0,7771 0,7072 0,6538 0,6064 0,5571 0,4886 0,3753 0,1998 -0,0362 -0,3202 -0,6432 -0,9968 -1,3609 -1,7045 -2,0032 -2,2457 -2,4217 -2,5193 -2,5408 -2,5078 -2,4374 -2,3240 -2,1459 -1,8795 -1,5168 -1,0890 -0,6680 -0,3291 -0,1129 -0,0166 -0,0053 -0,0229 -0,0073 0,0836 0,2478 0,4369 0,5724 0,5747 0,4059 0,0934 -0,2914 -0,6616 -0,9248 -1,0026 -0,8699 -0,5718 -0,1927 0,1909 0,5341 0,8234 1,0692 1,2890 1,4844 1,6311 1,6913 1,6398 1,4769 1,2168 0,8759 0,4800 0,0729 -0,2894 -0,5474 -0,6542 -0,5904 -0,3641 0,0013 0,4754 1,0255 1,6065 2,1538 2,5979 2,8866 2,9982 2,9471 2,7728 2,5179 2,2216 1,9212 1,6464 1,4098 1,2043 1,0097 0,8028 0,5712 0,3213 0,0710 -0,1585 -0,3437 -0,4624 -0,4986 -0,4437 -0,3015 -0,0986 0,1217 0,3206 0,4771 0,5882 0,6580 0,6767 0,6055 0,3945 0,0239 -0,4717 -1,0155 -1,5177 -1,8963 -2,0957 -2,1082 -1,9783 -1,7786 -1,5789 -1,4332 -1,3751 -1,4143 -1,5372 -1,7154 -1,9192 -2,1281 -2,3263 -2,4897 -2,5896 -2,6090 -2,5481 -2,4064 -2,1716 -1,8347 -1,4092 -0,9315 -0,4440 0,0217 0,4555 0,8634 1,2550 1,6455 2,0636 2,5393 3,0800 3,6697 4,2863 4,9126 5,5332 6,1253 6,6503 7,0671 7,3646 7,5845 7,8021 8,0811 8,4424 8,8760 9,3686 9,9034 10,4344 10,8757 11,1257 11,0994 10,7497 10,0781 9,1329 7,9903 6,7256 5,3991 4,0640 2,7727 1,5693 0,4770 -0,5054 -1,3950 -2,2019 -2,9167 -3,5240 -4,0240 -4,4329 -4,7584 -4,9791 -5,0505 -4,9344 -4,6383 -4,2388 -3,8578 -3,6025 -3,5289 -3,6443 -3,9204 -4,2999 -4,7105 -5,0934 -5,4217 -5,6859 -5,8709 -5,9530 -5,9151 -5,7639 -5,5382 -5,2981 -5,1018 -4,9847 -4,9469 -4,9573 -4,9773 -4,9911 -5,0207 -5,1093 -5,2835 -5,5296 -5,7995 -6,0323 -6,1755 -6,1973 -6,0899 -5,8694 -5,5665 -5,2106 -4,8305 -4,4624 -4,1416 -3,8917 -3,7286 -3,6605 -3,6749 -3,7275
