Fp1   -1,6577 -1,4591 -1,1703 -0,8692 -0,6572 -0,5943 -0,6683 -0,8084 -0,9432 -1,0859 -1,3569 -1,8765 -2,6301 -3,4682 -4,2210 -4,7751 -5,0598 -5,0303 -4,6938 -4,1235 -3,4170 -2,6295 -1,7374 -0,6550 0,6973 2,3104 4,0562 5,7351 7,1453 8,1228 8,5580 8,4124 7,7458 6,7105 5,4699 4,1285 2,7605 1,4595 0,3208 -0,6034 -1,3148 -1,8496 -2,2368 -2,4591 -2,4735 -2,2766 -1,9232 -1,4764 -0,9739 -0,4583 -0,0105 0,2806 0,3793 0,3272 0,2192 0,1698 0,2884 0,6566 1,3053 2,1878 3,1676 4,0716 4,7696 5,2062 5,3981 5,4267 5,4039 5,3914 5,3283 5,0773 4,5641 3,8321 2,9868 2,1694 1,5521 1,2810 1,4298 2,0046 2,9418 4,1169 5,4076 6,7502 8,1087 9,4013 10,4798 11,1976 11,4901 11,3624 10,8409 10,0142 9,0936 8,3711 8,0998 8,3898 9,1699 10,2337 11,3264 12,2103 12,7098 12,7359 12,2637 11,3082 9,9366 8,2656 6,4206 4,5254 2,7305 1,2018 0,0354 -0,8175 -1,5258 -2,2822 -3,2165 -4,3463 -5,5809 -6,7898 -7,8888 -8,8808 -9,8344 -10,8026 -11,7316 -12,4549 -12,8064 -12,7536 -12,4207 -11,9843 -11,5616 -11,2015 -10,9478 -10,8432 -10,8704 -10,9292 -10,8778 -10,6057 -10,0765 -9,3042 -8,3252 -7,2055 -6,0132 -4,7475 -3,3186 -1,6394 0,2390 2,1132 3,7685 5,0911 6,0428 6,6043 6,7986 6,7500 6,6884 6,8670 7,4334 8,3465 9,4140 10,4143 11,2127 11,7995 12,2242 12,4736 12,4151 11,8799 10,8086 9,3218 7,6873 6,2308 5,2139 4,7074 4,5585 4,5244 4,4466 4,3002 4,1414 4,0410 4,0077 3,9474 3,7105 3,1757 2,2964 1,1164 -0,2387 -1,5971 -2,8060 -3,8106 -4,6743 -5,4967 -6,3137 -7,0890 -7,7821 -8,4066 -9,0359 -9,7577 -10,5913 -11,4275 -12,0675 -12,3457 -12,2133 -11,7242 -10,9927 -10,1781 -9,4477 -8,8906 -8,4894 -8,1961 -7,9841 -7,8077 -7,5779 -7,2308 -6,8245 -6,5544 -6,6338 -7,1143 -7,8302 -8,5334 -9,0482 -9,3054 -9,3162 -9,1641 -8,9837 -8,8927 -8,9197 -9,0095 -9,1015 -9,1812 -9,2641 -9,3677 -9,5082 -9,6890 -9,8623 -9,8988 -9,6196 -8,8988 -7,7721 -6,4598 -5,2796 -4,4925 -4,1586 -4,1068 -4,0494 -3,7361 -3,0620 -2,1154 -1,1019 -0,1812 0,6156 1,3564 2,1463 3,0485 4,0398 5,0480 6,0078 6,8832 7,6589 8,3095 8,7844 9,0589 9,1936 9,3103 9,5059 9,8057 10,1680 10,4940 10,6646 10,6051 10,2962 9,7266 8,8711 7,7176 6,2964 4,6935 3,0611 1,6304 0,6842 0,4573 1,0165 2,2020 3,6708 5,0263 5,9915 6,5292 6,7752 6,8435 6,7341 6,3880 5,7544 4,8375 3,7483 2,6896 1,8404 1,2527 0,8551 0,5083 0,0570 -0,6023 -1,4634 -2,4316 -3,3993 -4,3030 -5,1320 -5,8951 -6,5938 -7,2306 -7,7928 -8,2149 -8,4053 -8,3312 -8,0584 -7,6949 -7,2952 -6,8332 -6,2740 -5,6558 -5,0870 -4,6604 -4,3890 -4,2337 -4,1507 -4,0647 -3,8316 -3,2925 -2,3928 -1,2545 -0,1190 0,8091 1,4825 1,9993 2,4934 3,0489 3,7004 4,4767 5,4119 6,5001 7,6451 8,6922 9,5320 10,1858 10,7981 11,5236 12,4030 13,3541 14,2459 14,9585 15,4238 15,6569 15,7415 15,7657 15,7530 15,6468 15,3775 14,9574 14,5143 14,2455 14,3404 14,9033 15,8899 17,1058 18,2962 19,2594 19,8940 20,1700 20,0883 19,6889 19,0961 18,5073 18,1150 18,0470 18,3325 18,8894 19,5878 20,3485 21,1509 21,9501 22,6148 22,9670 22,8818 22,3493 21,4744 20,4368 19,4195 18,5583 17,9429 17,6193 17,5640 17,6876 17,8946 18,1364 18,4006 18,6515 18,7796 18,6383 18,1539 17,3978 16,5598 15,8625 15,4701 15,4382 15,7128 16,1364 16,4620 16,4298 15,8945 14,8991 13,6347 12,3210 11,1078 10,0677 9,2365 8,6147 8,1710 7,8931 7,8112 7,9505 8,2908 8,7621 9,2417 9,5977 9,7954 9,9374 10,1863 10,6769 11,4741 12,5532 13,8248 15,1900 16,5474 17,7912 18,8710 19,8112 20,6019 21,1093 21,1622 20,7116 19,8741 18,8463 17,7921 16,7708 15,7401 14,6155 13,3354 11,9276 10,5654 9,5443 9,1364 9,4022 10,1236 10,9372 11,5521 11,8662 11,9391 11,9055 11,9148 12,1140 12,6336 13,5401 14,7800 16,1871 17,5875 18,9115 20,1885 21,4380 22,5791 23,4489 23,9029 23,8940 23,4698 22,7101 21,6793 20,4290 19,0347 17,6482 16,5234 15,9329 16,0066 16,6425 17,5673 18,4691 19,1013 19,3055 18,9824 18,0851 16,6381 14,7398 12,5478 10,2526 8,0490 6,1158 4,5978 3,5863 3,1079 3,1130 3,4704 3,9996 4,5345 4,9607 5,1895 5,1083 4,5946 3,6056 2,2351 0,6693 -0,8977 -2,3037 -3,4234 -4,1900 -4,6248 -4,8423 -5,0072 -5,2584 -5,6646 -6,2402 -6,9743 -7,8094 -8,5929 -9,1064 -9,1730 -8,7091 -7,6856 -6,1107 -4,0726 -1,7291 0,7630 3,2594 5,5901 7,6009 9,2528 10,6485 11,9439 13,2259 14,4598 15,5305 16,3150 16,7327 16,7713 16,4871 15,9726 15,3205 14,6062 13,8683 13,1109 12,3578 11,6734 11,1055 10,6463 10,2573 9,8888 9,4646 8,8718 7,9868 6,7278 5,1041 3,2377 1,3304 -0,4223 -1,8908 -3,0123 -3,7871 -4,2809 -4,5971 -4,8296 -5,0410 -5,2840 -5,6359 -6,1930 -7,0000 -7,9723 -8,9018 -9,5581 -9,8265 -9,7859 -9,6602 -9,6851 -9,9826 -10,5063 -11,0840 -11,5429 -11,8205 -11,9594 -12,0154 -11,9898 -11,8320 -11,4893 -10,9516 -10,2721 -9,5765 -9,0370 -8,7864 -8,8446 -9,1203 -9,4565 -9,6631 -9,5627 -9,0957 -8,3902 -7,6756 -7,1346 -6,8634 -6,9108 -7,2974 -8,0137 -9,0130
Fz    -2,0281 -1,6501 -1,1887 -0,7052 -0,2923 -0,0295 0,0533 -0,0140 -0,1630 -0,3382 -0,5408 -0,8025 -1,1211 -1,4518 -1,7501 -1,9839 -2,1132 -2,0929 -1,9019 -1,5579 -1,1054 -0,5917 -0,0518 0,4957 1,0489 1,6129 2,1900 2,7701 3,3190 3,7821 4,1005 4,2209 4,1119 3,7858 3,2849 2,6512 1,9245 1,1612 0,4311 -0,2101 -0,7469 -1,1977 -1,5792 -1,8767 -2,0617 -2,1317 -2,1090 -2,0126 -1,8586 -1,6857 -1,5581 -1,5370 -1,6431 -1,8382 -2,0462 -2,1927 -2,2313 -2,1474 -1,9454 -1,6438 -1,2915 -0,9632 -0,7316 -0,6481 -0,7296 -0,9448 -1,2248 -1,5112 -1,7979 -2,1222 -2,5166 -2,9798 -3,4750 -3,9320 -4,2652 -4,4090 -4,3323 -4,0335 -3,5456 -2,9294 -2,2407 -1,5025 -0,7163 0,1001 0,8848 1,5491 2,0157 2,2304 2,1668 1,8674 1,4610 1,1097 0,9374 0,9935 1,2516 1,6309 2,0231 2,3204 2,4498 2,3904 2,1484 1,7341 1,1770 0,5387 -0,1033 -0,6767 -1,1145 -1,3568 -1,3781 -1,2193 -0,9813 -0,7865 -0,7382 -0,8945 -1,2551 -1,7721 -2,3801 -3,0337 -3,7286 -4,4713 -5,2138 -5,8345 -6,2057 -6,2831 -6,1280 -5,8536 -5,5600 -5,3108 -5,1441 -5,0760 -5,0881 -5,1279 -5,1319 -5,0532 -4,8710 -4,5773 -4,1711 -3,6737 -3,1276 -2,5612 -1,9669 -1,3364 -0,7245 -0,2426 0,0295 0,1021 0,0459 -0,0613 -0,1524 -0,1648 -0,0323 0,3086 0,8892 1,6744 2,5665 3,4500 4,2388 4,8951 5,4144 5,7927 6,0070 6,0314 5,8761 5,6050 5,3161 5,1049 5,0272 5,0719 5,1713 5,2605 5,3278 5,4119 5,5742 5,8646 6,2742 6,7138 7,0550 7,1933 7,0822 6,7384 6,2274 5,6426 5,0762 4,5788 4,1368 3,7014 3,2355 2,7355 2,2230 1,7220 1,2304 0,7168 0,1545 -0,4359 -0,9897 -1,4532 -1,8199 -2,1130 -2,3495 -2,5366 -2,6816 -2,7835 -2,8349 -2,8549 -2,8960 -2,9995 -3,1638 -3,3729 -3,6410 -4,0117 -4,5077 -5,0781 -5,6087 -5,9975 -6,2098 -6,2702 -6,2331 -6,1626 -6,1129 -6,1068 -6,1262 -6,1369 -6,1282 -6,1168 -6,1205 -6,1429 -6,1823 -6,2368 -6,2910 -6,3047 -6,2306 -6,0519 -5,8040 -5,5645 -5,4265 -5,4612 -5,6656 -5,9402 -6,1376 -6,1413 -5,9181 -5,5296 -5,0811 -4,6342 -4,1754 -3,6565 -3,0427 -2,3421 -1,6065 -0,8933 -0,2322 0,3715 0,9168 1,3849 1,7316 1,9237 1,9875 2,0076 2,0744 2,2364 2,4885 2,7852 3,0637 3,2691 3,3543 3,2660 2,9547 2,4009 1,6272 0,6935 -0,3098 -1,2507 -1,9557 -2,2668 -2,1243 -1,6019 -0,8761 -0,1537 0,4119 0,7799 0,9984 1,1163 1,1308 0,9999 0,6714 0,1122 -0,6566 -1,5461 -2,4380 -3,2432 -3,9291 -4,5149 -5,0525 -5,5858 -6,1152 -6,6018 -7,0003 -7,2899 -7,4872 -7,6266 -7,7306 -7,8053 -7,8498 -7,8556 -7,8188 -7,7637 -7,7411 -7,7879 -7,8777 -7,9192 -7,8235 -7,5743 -7,2314 -6,8759 -6,5613 -6,3079 -6,1131 -5,9436 -5,7314 -5,4032 -4,9280 -4,3475 -3,7646 -3,2891 -2,9792 -2,8205 -2,7468 -2,6735 -2,5170 -2,2048 -1,6980 -1,0177 -0,2491 0,4917 1,1141 1,5997 2,0086 2,4291 2,9128 3,4555 4,0199 4,5558 5,0158 5,3714 5,6215 5,7757 5,8214 5,7156 5,4229 4,9670 4,4456 3,9994 3,7644 3,8316 4,2130 4,8352 5,5781 6,3292 7,0082 7,5611 7,9479 8,1494 8,1938 8,1640 8,1645 8,2834 8,5633 8,9846 9,4831 9,9855 10,4286 10,7532 10,8890 10,7673 10,3618 9,7103 8,9051 8,0693 7,3183 6,7271 6,3324 6,1373 6,0994 6,1407 6,1884 6,2003 6,1588 6,0541 5,8676 5,5723 5,1628 4,6822 4,2125 3,8395 3,6277 3,6092 3,7765 4,0693 4,3695 4,5350 4,4638 4,1356 3,6023 2,9448 2,2349 1,5247 0,8464 0,2093 -0,3856 -0,9106 -1,3079 -1,5316 -1,5847 -1,5237 -1,4414 -1,4157 -1,4490 -1,4781 -1,4472 -1,3407 -1,1588 -0,8971 -0,5467 -0,0989 0,4354 1,0153 1,6039 2,1929 2,7656 3,2560 3,5752 3,6758 3,5747 3,3297 3,0078 2,6609 2,3057 1,9133 1,4263 0,8152 0,1384 -0,4540 -0,7925 -0,7932 -0,5096 -0,0859 0,3441 0,7124 1,0071 1,2492 1,4852 1,7799 2,1945 2,7553 3,4328 4,1487 4,8258 5,4389 6,0121 6,5708 7,0965 7,5207 7,7679 7,8079 7,6599 7,3513 6,8974 6,3185 5,6575 4,9948 4,4595 4,1939 4,2726 4,6510 5,1924 5,7367 6,1490 6,3303 6,2179 5,7973 5,1071 4,2266 3,2588 2,3135 1,4813 0,8150 0,3383 0,0689 0,0203 0,1686 0,4240 0,6518 0,7329 0,6108 0,2925 -0,1919 -0,8218 -1,5775 -2,4112 -3,2407 -3,9738 -4,5368 -4,8945 -5,0579 -5,0788 -5,0414 -5,0402 -5,1428 -5,3697 -5,7091 -6,1343 -6,5969 -7,0100 -7,2645 -7,2869 -7,0661 -6,6179 -5,9584 -5,1201 -4,1551 -3,1133 -2,0508 -1,0466 -0,1733 0,5485 1,1581 1,7259 2,3071 2,9084 3,4896 3,9932 4,3733 4,6103 4,7102 4,6977 4,6113 4,4929 4,3615 4,2008 3,9881 3,7221 3,4216 3,1279 2,9055 2,8066 2,8243 2,8856 2,8838 2,7179 2,3273 1,7227 0,9909 0,2526 -0,3873 -0,8578 -1,1273 -1,2149 -1,1801 -1,0843 -0,9600 -0,8203 -0,6901 -0,6212 -0,6608 -0,7990 -0,9622 -1,0740 -1,1286 -1,2117 -1,4504 -1,9322 -2,6487 -3,4933 -4,3115 -4,9825 -5,4746 -5,8317 -6,1209 -6,3945 -6,6810 -6,9824 -7,2676 -7,4877 -7,6229 -7,7121 -7,8244 -8,0011 -8,2200 -8,4013 -8,4431 -8,2724 -7,8998 -7,4355 -7,0271 -6,7746 -6,7102 -6,8326 -7,1352 -7,6133 -8,2588
F3    -1,0678 -0,7314 -0,3443 0,0389 0,3454 0,5169 0,5341 0,4253 0,2507 0,0540 -0,1759 -0,4741 -0,8319 -1,1932 -1,5069 -1,7451 -1,8769 -1,8610 -1,6738 -1,3281 -0,8639 -0,3271 0,2456 0,8346 1,4360 2,0465 2,6498 3,2135 3,6867 4,0055 4,1112 3,9675 3,5793 3,0007 2,3022 1,5317 0,7196 -0,0905 -0,8352 -1,4542 -1,9177 -2,2317 -2,4169 -2,4821 -2,4323 -2,2944 -2,1140 -1,9243 -1,7370 -1,5639 -1,4351 -1,3870 -1,4340 -1,5531 -1,6960 -1,8149 -1,8788 -1,8771 -1,8089 -1,6818 -1,5292 -1,4094 -1,3775 -1,4625 -1,6545 -1,8994 -2,1208 -2,2705 -2,3672 -2,4762 -2,6487 -2,8920 -3,1767 -3,4418 -3,6072 -3,6069 -3,4068 -3,0042 -2,4339 -1,7639 -1,0632 -0,3704 0,3045 0,9510 1,5324 1,9939 2,2909 2,3953 2,2912 2,0046 1,6286 1,2920 1,1039 1,1176 1,3227 1,6598 2,0416 2,3724 2,5771 2,6185 2,4797 2,1512 1,6517 1,0424 0,4056 -0,1840 -0,6647 -0,9858 -1,1248 -1,1154 -1,0466 -1,0289 -1,1538 -1,4630 -1,9396 -2,5293 -3,1754 -3,8462 -4,5443 -5,2767 -5,9992 -6,6050 -6,9877 -7,1177 -7,0534 -6,8893 -6,7058 -6,5587 -6,4910 -6,5270 -6,6528 -6,8173 -6,9529 -7,0029 -6,9355 -6,7316 -6,3797 -5,8901 -5,2921 -4,6027 -3,8101 -2,9097 -1,9649 -1,1043 -0,4377 0,0041 0,2442 0,3139 0,2520 0,1281 0,0486 0,1290 0,4414 0,9748 1,6495 2,3714 3,0791 3,7518 4,3845 4,9480 5,3706 5,5723 5,5237 5,2748 4,9378 4,6445 4,4935 4,5037 4,6129 4,7387 4,8430 4,9413 5,0783 5,2999 5,6112 5,9520 6,2217 6,3270 6,2149 5,8888 5,4058 4,8556 4,3267 3,8619 3,4398 3,0097 2,5437 2,0516 1,5610 1,0858 0,6069 0,0817 -0,5164 -1,1637 -1,7942 -2,3456 -2,7900 -3,1282 -3,3708 -3,5356 -3,6460 -3,7101 -3,7159 -3,6682 -3,6054 -3,5658 -3,5608 -3,5976 -3,7161 -3,9838 -4,4401 -5,0374 -5,6520 -6,1626 -6,5131 -6,7085 -6,7886 -6,8129 -6,8443 -6,9196 -7,0259 -7,1195 -7,1723 -7,1863 -7,1731 -7,1403 -7,0944 -7,0420 -6,9772 -6,8682 -6,6679 -6,3497 -5,9390 -5,5157 -5,1886 -5,0459 -5,0972 -5,2541 -5,3798 -5,3606 -5,1539 -4,8015 -4,3839 -3,9446 -3,4701 -2,9275 -2,2983 -1,5993 -0,8826 -0,2041 0,4071 0,9470 1,4201 1,8208 2,1236 2,3063 2,3920 2,4511 2,5602 2,7629 3,0582 3,4046 3,7417 4,0198 4,2020 4,2429 4,0915 3,7190 3,1359 2,3883 1,5529 0,7461 0,1222 -0,1771 -0,0994 0,2846 0,8137 1,3043 1,6295 1,7724 1,7987 1,7654 1,6728 1,4849 1,1556 0,6548 0,0066 -0,7028 -1,3728 -1,9452 -2,4214 -2,8500 -3,3024 -3,8264 -4,4073 -4,9810 -5,4811 -5,8763 -6,1805 -6,4278 -6,6374 -6,8088 -6,9304 -6,9791 -6,9383 -6,8253 -6,6894 -6,5703 -6,4535 -6,2710 -5,9587 -5,5142 -4,9990 -4,4919 -4,0472 -3,6898 -3,4206 -3,2075 -2,9834 -2,6749 -2,2467 -1,7333 -1,2262 -0,8204 -0,5610 -0,4308 -0,3710 -0,3095 -0,1738 0,1038 0,5678 1,2112 1,9696 2,7515 3,4840 4,1461 4,7723 5,4101 6,0649 6,6968 7,2551 7,6985 8,0037 8,1740 8,2346 8,2080 8,0857 7,8292 7,4103 6,8606 6,2814 5,8085 5,5656 5,6305 6,0060 6,6107 7,3150 7,9989 8,5768 8,9898 9,1975 9,1903 9,0140 8,7678 8,5685 8,5117 8,6424 8,9393 9,3394 9,7785 10,2017 10,5434 10,7139 10,6254 10,2416 9,6002 8,7980 7,9624 7,2127 6,6298 6,2585 6,1134 6,1663 6,3483 6,5819 6,8082 6,9887 7,0914 7,0748 6,8974 6,5549 6,1051 5,6494 5,2935 5,1140 5,1407 5,3506 5,6646 5,9522 6,0671 5,9090 5,4674 4,8122 4,0462 3,2620 2,5286 1,8904 1,3604 0,9339 0,6258 0,4777 0,5219 0,7481 1,0971 1,4710 1,7782 1,9979 2,1835 2,3969 2,6623 2,9752 3,3236 3,6982 4,0987 4,5201 4,9388 5,3383 5,7287 6,1068 6,4142 6,5668 6,5223 6,3076 5,9944 5,6599 5,3533 5,0777 4,7910 4,4323 3,9718 3,4616 3,0351 2,8388 2,9356 3,2591 3,6649 4,0285 4,2973 4,4766 4,5993 4,7138 4,8801 5,1529 5,5526 6,0429 6,5432 6,9849 7,3655 7,7397 8,1583 8,6106 9,0190 9,2882 9,3648 9,2484 8,9569 8,5075 7,9282 7,2703 6,6183 6,0952 5,8278 5,8761 6,1927 6,6517 7,1108 7,4506 7,5803 7,4340 6,9812 6,2404 5,2766 4,1908 3,1038 2,1300 1,3516 0,8123 0,5297 0,4995 0,6739 0,9469 1,1875 1,2983 1,2439 1,0322 0,6760 0,1767 -0,4539 -1,1682 -1,8907 -2,5467 -3,0827 -3,4711 -3,7103 -3,8253 -3,8694 -3,9126 -4,0122 -4,1949 -4,4642 -4,8100 -5,1994 -5,5556 -5,7721 -5,7715 -5,5380 -5,0890 -4,4480 -3,6535 -2,7550 -1,7889 -0,7912 0,1740 1,0356 1,7676 2,4082 3,0303 3,6884 4,3785 5,0382 5,5805 5,9352 6,0754 6,0207 5,8211 5,5403 5,2389 4,9486 4,6639 4,3730 4,0820 3,8047 3,5606 3,3833 3,3011 3,2981 3,3061 3,2303 2,9862 2,5356 1,9139 1,2248 0,5900 0,0960 -0,2193 -0,3613 -0,3756 -0,3312 -0,2814 -0,2378 -0,1850 -0,1224 -0,0870 -0,1267 -0,2425 -0,3748 -0,4560 -0,4835 -0,5401 -0,7427 -1,1664 -1,7990 -2,5430 -3,2590 -3,8370 -4,2525 -4,5561 -4,8159 -5,0728 -5,3321 -5,5705 -5,7467 -5,8253 -5,8142 -5,7765 -5,7915 -5,8994 -6,0765 -6,2456 -6,3041 -6,1670 -5,8264 -5,3769 -4,9567 -4,6644 -4,5392 -4,5946 -4,8391 -5,2782 -5,9029
F7    -0,4493 -0,2929 -0,1080 0,0557 0,1491 0,1492 0,0664 -0,0639 -0,2012 -0,3317 -0,4798 -0,6723 -0,8959 -1,1080 -1,2801 -1,4060 -1,4741 -1,4592 -1,3463 -1,1428 -0,8688 -0,5407 -0,1572 0,3037 0,8581 1,4816 2,1073 2,6557 3,0589 3,2689 3,2602 3,0353 2,6333 2,1265 1,5849 1,0445 0,5210 0,0396 -0,3686 -0,6909 -0,9412 -1,1449 -1,3147 -1,4366 -1,4868 -1,4662 -1,4077 -1,3463 -1,2902 -1,2277 -1,1559 -1,0917 -1,0541 -1,0479 -1,0673 -1,1063 -1,1586 -1,2091 -1,2293 -1,1951 -1,1175 -1,0425 -1,0206 -1,0810 -1,2189 -1,3955 -1,5582 -1,6765 -1,7673 -1,8755 -2,0270 -2,2165 -2,4249 -2,6105 -2,7036 -2,6384 -2,3812 -1,9335 -1,3346 -0,6557 0,0300 0,6764 1,2627 1,7692 2,1598 2,3936 2,4480 2,3163 2,0032 1,5558 1,0816 0,7106 0,5373 0,5876 0,8213 1,1654 1,5449 1,8928 2,1593 2,3217 2,3651 2,2674 2,0198 1,6452 1,1824 0,6701 0,1573 -0,2912 -0,6262 -0,8482 -1,0070 -1,1743 -1,4106 -1,7352 -2,1185 -2,5103 -2,8742 -3,2064 -3,5383 -3,9085 -4,3138 -4,6918 -4,9648 -5,1065 -5,1578 -5,1837 -5,2298 -5,3250 -5,5058 -5,8008 -6,1919 -6,6094 -6,9635 -7,1823 -7,2300 -7,0955 -6,7847 -6,3281 -5,7737 -5,1556 -4,4738 -3,7157 -2,9088 -2,1388 -1,5017 -1,0530 -0,8089 -0,7640 -0,8808 -1,0659 -1,1786 -1,0840 -0,7199 -0,1295 0,5706 1,2622 1,8839 2,4413 2,9672 3,4601 3,8536 4,0490 3,9850 3,6861 3,2580 2,8461 2,5749 2,4852 2,5145 2,5574 2,5508 2,5045 2,4761 2,5268 2,6724 2,8647 3,0189 3,0509 2,8996 2,5431 2,0053 1,3482 0,6464 -0,0481 -0,7229 -1,3792 -1,9964 -2,5328 -2,9582 -3,2827 -3,5576 -3,8420 -4,1584 -4,4766 -4,7457 -4,9404 -5,0695 -5,1528 -5,2061 -5,2486 -5,3007 -5,3572 -5,3820 -5,3504 -5,2734 -5,1682 -5,0340 -4,8770 -4,7463 -4,7305 -4,9026 -5,2524 -5,6825 -6,0815 -6,3913 -6,6074 -6,7507 -6,8576 -6,9801 -7,1636 -7,4106 -7,6747 -7,8989 -8,0482 -8,1192 -8,1346 -8,1312 -8,1391 -8,1580 -8,1433 -8,0220 -7,7408 -7,3134 -6,8296 -6,4143 -6,1593 -6,0661 -6,0466 -5,9838 -5,7945 -5,4592 -5,0247 -4,5689 -4,1427 -3,7465 -3,3464 -2,9018 -2,3987 -1,8625 -1,3268 -0,8068 -0,3030 0,1847 0,6407 1,0238 1,2878 1,4259 1,4874 1,5483 1,6744 1,8971 2,1984 2,5189 2,7899 2,9505 2,9454 2,7325 2,3017 1,6853 0,9541 0,2064 -0,4414 -0,8687 -0,9863 -0,7801 -0,3266 0,2314 0,7325 1,0593 1,1894 1,1746 1,0596 0,8430 0,5046 0,0364 -0,5387 -1,1525 -1,7102 -2,1400 -2,4239 -2,5903 -2,6961 -2,8169 -3,0202 -3,3285 -3,7117 -4,1151 -4,4957 -4,8386 -5,1421 -5,4012 -5,6115 -5,7654 -5,8398 -5,8139 -5,7032 -5,5597 -5,4350 -5,3396 -5,2292 -5,0394 -4,7460 -4,3905 -4,0476 -3,7762 -3,6021 -3,5179 -3,4733 -3,3777 -3,1436 -2,7419 -2,2228 -1,6846 -1,2135 -0,8422 -0,5529 -0,3109 -0,0880 0,1404 0,4121 0,7777 1,2686 1,8647 2,5078 3,1426 3,7432 4,3150 4,8671 5,3768 5,7960 6,0899 6,2591 6,3354 6,3643 6,3802 6,3877 6,3593 6,2502 6,0281 5,7050 5,3425 5,0312 4,8657 4,9175 5,1995 5,6465 6,1405 6,5676 6,8555 6,9723 6,9102 6,6861 6,3599 6,0350 5,8210 5,7930 5,9670 6,3003 6,7334 7,2343 7,7887 8,3519 8,8228 9,0757 9,0241 8,6603 8,0569 7,3390 6,6390 6,0665 5,7007 5,5795 5,6802 5,9255 6,2259 6,5212 6,7847 6,9965 7,1155 7,0933 6,9181 6,6357 6,3283 6,0784 5,9412 5,9319 6,0254 6,1594 6,2388 6,1631 5,8757 5,3979 4,8146 4,2224 3,6834 3,2164 2,8091 2,4302 2,0576 1,7173 1,4773 1,3951 1,4842 1,7160 2,0198 2,3066 2,5327 2,7325 2,9789 3,3259 3,7819 4,3132 4,8701 5,4161 5,9251 6,3670 6,7276 7,0216 7,2525 7,3750 7,3280 7,0980 6,7378 6,3338 5,9609 5,6553 5,4150 5,2102 4,9949 4,7370 4,4562 4,2296 4,1479 4,2454 4,4643 4,6889 4,8193 4,8175 4,7083 4,5578 4,4483 4,4557 4,6313 4,9857 5,4805 6,0374 6,5808 7,0879 7,5846 8,0851 8,5479 8,8906 9,0441 8,9963 8,7864 8,4621 8,0501 7,5652 7,0367 6,5289 6,1409 5,9687 6,0499 6,3399 6,7392 7,1423 7,4684 7,6541 7,6317 7,3410 6,7630 5,9368 4,9506 3,9198 2,9622 2,1755 1,6222 1,3255 1,2716 1,4083 1,6507 1,9046 2,0944 2,1727 2,1088 1,8741 1,4495 0,8523 0,1461 -0,5844 -1,2650 -1,8415 -2,2746 -2,5439 -2,6597 -2,6683 -2,6417 -2,6518 -2,7471 -2,9430 -3,2269 -3,5613 -3,8763 -4,0828 -4,1170 -3,9609 -3,6197 -3,1071 -2,4585 -1,7212 -0,9253 -0,0939 0,7235 1,4664 2,1100 2,6806 3,2309 3,7979 4,3706 4,8871 5,2693 5,4651 5,4708 5,3256 5,0918 4,8326 4,5957 4,4014 4,2505 4,1548 4,1434 4,2279 4,3863 4,5850 4,7924 4,9647 5,0373 4,9431 4,6427 4,1470 3,5201 2,8565 2,2380 1,7058 1,2705 0,9300 0,6739 0,4829 0,3387 0,2354 0,1785 0,1648 0,1653 0,1363 0,0564 -0,0506 -0,1368 -0,1854 -0,2482 -0,4153 -0,7446 -1,2208 -1,7658 -2,2799 -2,6915 -2,9901 -3,2090 -3,3788 -3,5055 -3,5796 -3,5890 -3,5298 -3,4203 -3,3106 -3,2658 -3,3239 -3,4679 -3,6352 -3,7419 -3,6985 -3,4338 -2,9420 -2,3144 -1,6977 -1,2191 -0,9571 -0,9529 -1,2155 -1,7168 -2,3916
