Fp1   0,3394 0,4769 0,6435 0,8439 1,0663 1,2909 1,4964 1,6565 1,7375 1,7112 1,5758 1,3636 1,1226 0,8854 0,6498 0,3877 0,0753 -0,2768 -0,6193 -0,8853 -1,0193 -0,9955 -0,8211 -0,5319 -0,1840 0,1552 0,4089 0,5022 0,3937 0,1071 -0,2703 -0,6224 -0,8537 -0,9308 -0,8860 -0,7819 -0,6754 -0,6033 -0,5792 -0,5959 -0,6302 -0,6513 -0,6355 -0,5825 -0,5223 -0,5006 -0,5536 -0,6892 -0,8861 -1,1062 -1,3134 -1,4917 -1,6495 -1,8082 -1,9845 -2,1812 -2,3918 -2,6058 -2,8073 -2,9735 -3,0776 -3,0929 -2,9995 -2,7922 -2,4895 -2,1331 -1,7724 -1,4445 -1,1683 -0,9478 -0,7743 -0,6320 -0,5103 -0,4094 -0,3362 -0,2973 -0,3021 -0,3695 -0,5167 -0,7334 -0,9733 -1,1727 -1,2846 -1,3013 -1,2542 -1,1959 -1,1783 -1,2325 -1,3614 -1,5450 -1,7512 -1,9441 -2,0950 -2,1926 -2,2376 -2,2325 -2,1798 -2,0928 -1,9999 -1,9357 -1,9257 -1,9762 -2,0773 -2,2157 -2,3897 -2,6147 -2,9131 -3,2960 -3,7506 -4,2420 -4,7252 -5,1591 -5,5129 -5,7707 -5,9379 -6,0457 -6,1447 -6,2867 -6,5033 -6,7984 -7,1519 -7,5282 -7,8918 -8,2233 -8,5232 -8,8021 -9,0651 -9,3003 -9,4815 -9,5836 -9,5912 -9,5001 -9,3186 -9,0688 -8,7828 -8,4932 -8,2286 -8,0129 -7,8620 -7,7692 -7,6958 -7,5840 -7,3850 -7,0789 -6,6779 -6,2168 -5,7402 -5,2942 -4,9169 -4,6268 -4,4113 -4,2300 -4,0354 -3,8059 -3,5654 -3,3685 -3,2594 -3,2399 -3,2684 -3,2807 -3,2211 -3,0694 -2,8466 -2,5994 -2,3824 -2,2509 -2,2525 -2,4044 -2,6757 -3,0009 -3,3119 -3,5584 -3,7184 -3,8083 -3,8790 -3,9873 -4,1632 -4,4011 -4,6745 -4,9475 -5,1790 -5,3326 -5,3934 -5,3774 -5,3245 -5,2820 -5,2894 -5,3671 -5,5152 -5,7193 -5,9577 -6,2041 -6,4312 -6,6188 -6,7651 -6,8914 -7,0267 -7,1797 -7,3308 -7,4489 -7,5081 -7,4924 -7,3998 -7,2493 -7,0821 -6,9482 -6,8881 -6,9209 -7,0398 -7,2159 -7,4094 -7,5782 -7,6855 -7,7046 -7,6211 -7,4401 -7,1907 -6,9164 -6,6568 -6,4321 -6,2379 -6,0559 -5,8692 -5,6731 -5,4831 -5,3359 -5,2771 -5,3337 -5,4854 -5,6650 -5,7925 -5,8138 -5,7197 -5,5408 -5,3271 -5,1291 -4,9932 -4,9532 -5,0138 -5,1495 -5,3246 -5,5096 -5,6878 -5,8625 -6,0590 -6,3111 -6,6367 -7,0247 -7,4442 -7,8610 -8,2415 -8,5487 -8,7496 -8,8343 -8,8284 -8,7845 -8,7518 -8,7412 -8,7209 -8,6501 -8,5096 -8,3046 -8,0548 -7,7916 -7,5603 -7,4120 -7,3837 -7,4764 -7,6504 -7,8397 -7,9754 -8,0034 -7,8960 -7,6616 -7,3447 -7,0049 -6,6884 -6,4160 -6,1811 -5,9585 -5,7290 -5,5009 -5,3053 -5,1786 -5,1494 -5,2237 -5,3726 -5,5420 -5,6810 -5,7598 -5,7664 -5,7021 -5,5849 -5,4583 -5,3835 -5,4136 -5,5713 -5,8448 -6,1914 -6,5457 -6,8371 -7,0126 -7,0483 -6,9433 -6,7157 -6,4116 -6,1036 -5,8641 -5,7341 -5,7157 -5,7838 -5,9015 -6,0301 -6,1391 -6,2150 -6,2591 -6,2765 -6,2720 -6,2469 -6,1924 -6,0879 -5,9113 -5,6545 -5,3319 -4,9814 -4,6624 -4,4449 -4,3812 -4,4744 -4,6708 -4,8879 -5,0584 -5,1517 -5,1671 -5,1213 -5,0418 -4,9585 -4,8936 -4,8585 -4,8540 -4,8656 -4,8658 -4,8349 -4,7849 -4,7591 -4,8049 -4,9482 -5,1862 -5,4938 -5,8327 -6,1615 -6,4408 -6,6302 -6,6945 -6,6248 -6,4562 -6,2532 -6,0709 -5,9278 -5,8122 -5,7049 -5,5892 -5,4503 -5,2753 -5,0586 -4,8115 -4,5661 -4,3602 -4,2120 -4,1127 -4,0403 -3,9742 -3,9004 -3,8193 -3,7481 -3,7137 -3,7393 -3,8313 -3,9704 -4,1184 -4,2378 -4,3073 -4,3190 -4,2709 -4,1698 -4,0393 -3,9139 -3,8209 -3,7634 -3,7164 -3,6428 -3,5225 -3,3702 -3,2221 -3,1049 -3,0239 -2,9758 -2,9585 -2,9648 -2,9790 -2,9867 -2,9890 -3,0040 -3,0533 -3,1478 -3,2868 -3,4619 -3,6553 -3,8421 -4,0017 -4,1264 -4,2199 -4,2901 -4,3438 -4,3840 -4,4108 -4,4235 -4,4218 -4,4047 -4,3654 -4,2951 -4,1952 -4,0834 -3,9882 -3,9427 -3,9810 -4,1302 -4,3943 -4,7462 -5,1304 -5,4795 -5,7367 -5,8755 -5,9005 -5,8323 -5,6926 -5,5035 -5,2928 -5,0902 -4,9104 -4,7451 -4,5709 -4,3651 -4,1205 -3,8539 -3,5994 -3,3881 -3,2313 -3,1206 -3,0408 -2,9830 -2,9433 -2,9132 -2,8745 -2,8111 -2,7301 -2,6668 -2,6593 -2,7125 -2,7880 -2,8268 -2,7807 -2,6294 -2,3850 -2,0905 -1,8117 -1,6195 -1,5612 -1,6406 -1,8223 -2,0547 -2,2996 -2,5469 -2,8022 -3,0625 -3,3121 -3,5379 -3,7362 -3,9032 -4,0249 -4,0845 -4,0806 -4,0383 -4,0047 -4,0396 -4,1996 -4,5160 -4,9838 -5,5654 -6,2006 -6,8212 -7,3647 -7,7885 -8,0911 -8,3254 -8,5697 -8,8704 -9,2139 -9,5538 -9,8494 -10,0743 -10,2020 -10,1966 -10,0309 -9,7236 -9,3526 -9,0174 -8,7843 -8,6612 -8,6064 -8,5554 -8,4579 -8,3001 -8,0947 -7,8619 -7,6253 -7,4132 -7,2444 -7,1047 -6,9404 -6,6826 -6,2851 -5,7462 -5,1041 -4,4202 -3,7626 -3,1947 -2,7636 -2,4870 -2,3443 -2,2868 -2,2616 -2,2287 -2,1634 -2,0505 -1,8848 -1,6738 -1,4359 -1,1909 -0,9540 -0,7399 -0,5714 -0,4818 -0,5106 -0,6911 -1,0338 -1,5197 -2,1087 -2,7461 -3,3663 -3,9057 -4,3234 -4,6126 -4,7925 -4,8944 -4,9567 -5,0228 -5,1251 -5,2665 -5,4148 -5,5192 -5,5431 -5,4936 -5,4240 -5,4109 -5,5174 -5,7647 -6,1234 -6,5292 -6,9098 -7,2088 -7,3998 -7,4893 -7,5069 -7,4892 -7,4661 -7,4482 -7,4238 -7,3755 -7,2954 -7,1867 -7,0588 -6,9247 -6,7968 -6,6910 -6,6305 -6,6317 -6,6803 -6,7299 -6,7177 -6,5793 -6,2700 -5,7945 -5,2096 -4,5912 -4,0010 -3,4781 -3,0471 -2,7229 -2,5093
Fz    -0,0921 0,0024 0,1271 0,2927 0,4893 0,6892 0,8547 0,9488 0,9482 0,8548 0,6932 0,4990 0,3072 0,1379 -0,0118 -0,1594 -0,3145 -0,4656 -0,5829 -0,6327 -0,5917 -0,4560 -0,2433 0,0075 0,2439 0,4150 0,4841 0,4332 0,2685 0,0232 -0,2495 -0,4922 -0,6622 -0,7446 -0,7520 -0,7101 -0,6444 -0,5749 -0,5128 -0,4598 -0,4057 -0,3294 -0,2106 -0,0486 0,1295 0,2798 0,3636 0,3647 0,2959 0,1936 0,1020 0,0538 0,0567 0,0970 0,1526 0,2045 0,2365 0,2365 0,2080 0,1743 0,1666 0,2111 0,3205 0,4895 0,6937 0,8969 1,0695 1,2055 1,3214 1,4380 1,5643 1,6927 1,8071 1,8916 1,9338 1,9243 1,8589 1,7381 1,5653 1,3483 1,1042 0,8595 0,6414 0,4640 0,3246 0,2116 0,1140 0,0239 -0,0642 -0,1545 -0,2486 -0,3421 -0,4271 -0,4957 -0,5422 -0,5616 -0,5519 -0,5195 -0,4773 -0,4361 -0,4001 -0,3728 -0,3671 -0,4088 -0,5260 -0,7350 -1,0341 -1,4083 -1,8347 -2,2878 -2,7471 -3,1991 -3,6315 -4,0297 -4,3853 -4,7080 -5,0275 -5,3772 -5,7731 -6,2047 -6,6391 -7,0325 -7,3474 -7,5668 -7,6976 -7,7612 -7,7781 -7,7539 -7,6799 -7,5463 -7,3531 -7,1115 -6,8409 -6,5690 -6,3289 -6,1483 -6,0349 -5,9729 -5,9288 -5,8606 -5,7284 -5,5050 -5,1831 -4,7748 -4,3047 -3,8038 -3,3043 -2,8339 -2,4112 -2,0455 -1,7398 -1,4894 -1,2802 -1,0969 -0,9321 -0,7863 -0,6613 -0,5524 -0,4456 -0,3192 -0,1519 0,0664 0,3282 0,6102 0,8793 1,0996 1,2427 1,3009 1,2927 1,2518 1,2095 1,1859 1,1871 1,2019 1,2017 1,1493 1,0145 0,7851 0,4705 0,1011 -0,2794 -0,6358 -0,9606 -1,2733 -1,6021 -1,9677 -2,3791 -2,8341 -3,3193 -3,8083 -4,2657 -4,6543 -4,9431 -5,1164 -5,1834 -5,1765 -5,1360 -5,0905 -5,0503 -5,0134 -4,9713 -4,9127 -4,8284 -4,7210 -4,6086 -4,5167 -4,4636 -4,4520 -4,4685 -4,4894 -4,4935 -4,4706 -4,4201 -4,3424 -4,2338 -4,0915 -3,9215 -3,7369 -3,5482 -3,3522 -3,1336 -2,8773 -2,5826 -2,2660 -1,9558 -1,6815 -1,4668 -1,3276 -1,2687 -1,2796 -1,3384 -1,4214 -1,5151 -1,6240 -1,7666 -1,9620 -2,2181 -2,5254 -2,8574 -3,1805 -3,4684 -3,7096 -3,9116 -4,1002 -4,3125 -4,5821 -4,9219 -5,3154 -5,7270 -6,1194 -6,4630 -6,7339 -6,9146 -7,0000 -7,0034 -6,9529 -6,8746 -6,7792 -6,6656 -6,5379 -6,4111 -6,2983 -6,1987 -6,1028 -6,0021 -5,8899 -5,7550 -5,5791 -5,3419 -5,0280 -4,6320 -4,1612 -3,6357 -3,0909 -2,5727 -2,1226 -1,7642 -1,5007 -1,3176 -1,1863 -1,0750 -0,9594 -0,8297 -0,6962 -0,5848 -0,5210 -0,5179 -0,5762 -0,6871 -0,8322 -0,9867 -1,1280 -1,2449 -1,3403 -1,4293 -1,5326 -1,6674 -1,8391 -2,0358 -2,2255 -2,3635 -2,4120 -2,3569 -2,2094 -1,9982 -1,7610 -1,5329 -1,3358 -1,1736 -1,0377 -0,9184 -0,8116 -0,7146 -0,6207 -0,5211 -0,4091 -0,2804 -0,1337 0,0283 0,2030 0,3924 0,5976 0,8119 1,0215 1,2099 1,3597 1,4564 1,4979 1,5002 1,4912 1,4957 1,5241 1,5750 1,6413 1,7105 1,7631 1,7802 1,7535 1,6906 1,6125 1,5438 1,4967 1,4581 1,3921 1,2588 1,0371 0,7358 0,3840 0,0113 -0,3566 -0,6904 -0,9556 -1,1237 -1,1847 -1,1540 -1,0684 -0,9729 -0,9014 -0,8622 -0,8393 -0,8044 -0,7294 -0,5970 -0,4064 -0,1717 0,0860 0,3459 0,5950 0,8288 1,0483 1,2555 1,4486 1,6163 1,7390 1,7983 1,7861 1,7065 1,5750 1,4142 1,2478 1,0931 0,9569 0,8372 0,7276 0,6191 0,5002 0,3586 0,1879 -0,0020 -0,1841 -0,3271 -0,4130 -0,4448 -0,4322 -0,3748 -0,2656 -0,1074 0,0787 0,2623 0,4174 0,5283 0,5856 0,5817 0,5106 0,3712 0,1700 -0,0784 -0,3487 -0,6071 -0,8224 -0,9747 -1,0541 -1,0559 -0,9794 -0,8319 -0,6322 -0,4125 -0,2094 -0,0464 0,0803 0,1942 0,3190 0,4629 0,6135 0,7411 0,8069 0,7772 0,6390 0,4059 0,1108 -0,2065 -0,5085 -0,7612 -0,9383 -1,0306 -1,0483 -1,0111 -0,9359 -0,8312 -0,6946 -0,5135 -0,2744 0,0225 0,3537 0,6758 0,9430 1,1264 1,2233 1,2528 1,2442 1,2262 1,2214 1,2426 1,2903 1,3543 1,4156 1,4537 1,4526 1,4047 1,3110 1,1815 1,0337 0,8878 0,7632 0,6771 0,6394 0,6472 0,6850 0,7324 0,7685 0,7727 0,7240 0,6052 0,4101 0,1486 -0,1583 -0,4902 -0,8348 -1,1852 -1,5332 -1,8659 -2,1714 -2,4440 -2,6884 -2,9219 -3,1704 -3,4568 -3,7963 -4,1978 -4,6593 -5,1600 -5,6627 -6,1268 -6,5213 -6,8316 -7,0572 -7,2044 -7,2809 -7,3005 -7,2859 -7,2577 -7,2159 -7,1344 -6,9811 -6,7488 -6,4633 -6,1610 -5,8675 -5,5939 -5,3390 -5,0908 -4,8305 -4,5406 -4,2118 -3,8491 -3,4704 -3,0973 -2,7432 -2,4042 -2,0554 -1,6606 -1,1927 -0,6506 -0,0588 0,5457 1,1262 1,6552 2,1172 2,5127 2,8608 3,1871 3,5060 3,8138 4,0995 4,3582 4,5922 4,8003 4,9743 5,1047 5,1875 5,2261 5,2264 5,1872 5,0934 4,9185 4,6355 4,2301 3,7102 3,1090 2,4778 1,8682 1,3138 0,8208 0,3768 -0,0292 -0,3985 -0,7272 -1,0132 -1,2593 -1,4714 -1,6531 -1,8072 -1,9434 -2,0841 -2,2573 -2,4796 -2,7396 -2,9993 -3,2153 -3,3624 -3,4384 -3,4553 -3,4298 -3,3785 -3,3170 -3,2630 -3,2364 -3,2523 -3,3156 -3,4182 -3,5409 -3,6596 -3,7547 -3,8148 -3,8380 -3,8324 -3,8067 -3,7573 -3,6660 -3,5060 -3,2489 -2,8773 -2,4038 -1,8725 -1,3394 -0,8510 -0,4383 -0,1162 0,1182 0,2871
F3    0,2188 0,4316 0,6353 0,8431 1,0491 1,2304 1,3582 1,4107 1,3818 1,2845 1,1447 0,9926 0,8525 0,7318 0,6142 0,4719 0,2924 0,0927 -0,0908 -0,2207 -0,2718 -0,2361 -0,1259 0,0261 0,1751 0,2776 0,2995 0,2178 0,0296 -0,2408 -0,5455 -0,8273 -1,0366 -1,1484 -1,1681 -1,1197 -1,0326 -0,9338 -0,8450 -0,7805 -0,7427 -0,7164 -0,6770 -0,6092 -0,5212 -0,4402 -0,3935 -0,3942 -0,4375 -0,5067 -0,5856 -0,6668 -0,7494 -0,8327 -0,9119 -0,9775 -1,0228 -1,0497 -1,0647 -1,0701 -1,0604 -1,0255 -0,9535 -0,8369 -0,6830 -0,5174 -0,3689 -0,2506 -0,1588 -0,0842 -0,0214 0,0297 0,0670 0,0899 0,1009 0,1057 0,1085 0,1034 0,0755 0,0165 -0,0649 -0,1484 -0,2177 -0,2733 -0,3312 -0,4144 -0,5416 -0,7177 -0,9299 -1,1522 -1,3581 -1,5283 -1,6538 -1,7334 -1,7683 -1,7556 -1,6931 -1,5909 -1,4742 -1,3730 -1,3098 -1,2976 -1,3436 -1,4509 -1,6184 -1,8392 -2,1030 -2,3987 -2,7162 -3,0467 -3,3873 -3,7423 -4,1157 -4,5030 -4,8949 -5,2872 -5,6869 -6,1072 -6,5560 -7,0251 -7,4889 -7,9093 -8,2501 -8,4912 -8,6348 -8,7017 -8,7169 -8,6945 -8,6354 -8,5354 -8,3930 -8,2116 -8,0032 -7,7907 -7,6024 -7,4598 -7,3676 -7,3130 -7,2721 -7,2131 -7,0996 -6,8990 -6,5962 -6,1982 -5,7299 -5,2275 -4,7293 -4,2676 -3,8633 -3,5253 -3,2512 -3,0275 -2,8302 -2,6361 -2,4358 -2,2390 -2,0640 -1,9208 -1,8021 -1,6876 -1,5562 -1,3967 -1,2133 -1,0248 -0,8579 -0,7416 -0,6989 -0,7338 -0,8240 -0,9308 -1,0192 -1,0699 -1,0822 -1,0746 -1,0821 -1,1438 -1,2860 -1,5152 -1,8214 -2,1811 -2,5596 -2,9252 -3,2661 -3,5919 -3,9176 -4,2514 -4,5957 -4,9503 -5,3090 -5,6558 -5,9672 -6,2205 -6,4016 -6,5112 -6,5667 -6,5939 -6,6098 -6,6127 -6,5905 -6,5357 -6,4502 -6,3392 -6,2081 -6,0673 -5,9356 -5,8322 -5,7660 -5,7322 -5,7154 -5,6944 -5,6507 -5,5758 -5,4712 -5,3430 -5,1968 -5,0384 -4,8783 -4,7307 -4,6061 -4,5004 -4,3920 -4,2542 -4,0723 -3,8521 -3,6169 -3,3958 -3,2165 -3,1018 -3,0634 -3,0944 -3,1709 -3,2622 -3,3456 -3,4148 -3,4771 -3,5442 -3,6270 -3,7327 -3,8587 -3,9929 -4,1223 -4,2419 -4,3633 -4,5162 -4,7380 -5,0567 -5,4744 -5,9574 -6,4465 -6,8804 -7,2168 -7,4385 -7,5485 -7,5629 -7,5077 -7,4141 -7,3079 -7,1974 -7,0757 -6,9378 -6,7899 -6,6408 -6,4903 -6,3303 -6,1540 -5,9604 -5,7509 -5,5234 -5,2697 -4,9803 -4,6494 -4,2805 -3,8905 -3,5089 -3,1700 -2,8981 -2,7000 -2,5711 -2,5004 -2,4704 -2,4614 -2,4589 -2,4553 -2,4508 -2,4547 -2,4789 -2,5283 -2,6002 -2,6880 -2,7820 -2,8695 -2,9405 -2,9926 -3,0341 -3,0797 -3,1413 -3,2219 -3,3203 -3,4333 -3,5511 -3,6516 -3,7074 -3,6990 -3,6223 -3,4896 -3,3265 -3,1649 -3,0276 -2,9195 -2,8319 -2,7588 -2,7053 -2,6788 -2,6738 -2,6727 -2,6563 -2,6110 -2,5321 -2,4222 -2,2862 -2,1285 -1,9527 -1,7644 -1,5718 -1,3878 -1,2320 -1,1251 -1,0754 -1,0710 -1,0855 -1,0909 -1,0689 -1,0144 -0,9337 -0,8436 -0,7698 -0,7387 -0,7639 -0,8398 -0,9433 -1,0431 -1,1167 -1,1665 -1,2190 -1,3100 -1,4662 -1,6917 -1,9706 -2,2802 -2,5989 -2,9033 -3,1653 -3,3582 -3,4655 -3,4884 -3,4453 -3,3619 -3,2570 -3,1345 -2,9866 -2,8040 -2,5832 -2,3293 -2,0556 -1,7773 -1,5085 -1,2627 -1,0520 -0,8827 -0,7494 -0,6359 -0,5246 -0,4087 -0,2975 -0,2100 -0,1657 -0,1810 -0,2654 -0,4148 -0,6085 -0,8170 -1,0124 -1,1734 -1,2887 -1,3595 -1,3997 -1,4285 -1,4616 -1,5033 -1,5438 -1,5647 -1,5538 -1,5146 -1,4574 -1,3841 -1,2913 -1,1858 -1,0915 -1,0375 -1,0426 -1,1112 -1,2398 -1,4215 -1,6442 -1,8902 -2,1398 -2,3767 -2,5852 -2,7476 -2,8487 -2,8807 -2,8412 -2,7300 -2,5505 -2,3164 -2,0578 -1,8196 -1,6499 -1,5749 -1,5793 -1,6167 -1,6403 -1,6269 -1,5801 -1,5228 -1,4896 -1,5148 -1,6177 -1,7941 -2,0221 -2,2738 -2,5232 -2,7484 -2,9309 -3,0574 -3,1193 -3,1129 -3,0382 -2,8957 -2,6845 -2,4021 -2,0486 -1,6340 -1,1840 -0,7430 -0,3648 -0,0909 0,0681 0,1315 0,1328 0,1033 0,0666 0,0390 0,0292 0,0358 0,0458 0,0395 0,0004 -0,0758 -0,1785 -0,2848 -0,3702 -0,4181 -0,4246 -0,3978 -0,3557 -0,3209 -0,3125 -0,3413 -0,4116 -0,5258 -0,6878 -0,9009 -1,1578 -1,4363 -1,7063 -1,9456 -2,1461 -2,3104 -2,4457 -2,5645 -2,6852 -2,8290 -3,0118 -3,2419 -3,5237 -3,8567 -4,2387 -4,6712 -5,1534 -5,6690 -6,1839 -6,6584 -7,0649 -7,3971 -7,6647 -7,8793 -8,0464 -8,1706 -8,2617 -8,3273 -8,3569 -8,3195 -8,1849 -7,9522 -7,6543 -7,3358 -7,0309 -6,7568 -6,5143 -6,2914 -6,0709 -5,8330 -5,5577 -5,2333 -4,8622 -4,4590 -4,0425 -3,6240 -3,1944 -2,7253 -2,1877 -1,5757 -0,9135 -0,2472 0,3708 0,8987 1,3168 1,6309 1,8655 2,0500 2,2070 2,3488 2,4836 2,6260 2,7949 2,9970 3,2164 3,4231 3,5871 3,6890 3,7235 3,6934 3,5972 3,4234 3,1584 2,7987 2,3539 1,8435 1,2939 0,7341 0,1850 -0,3451 -0,8507 -1,3152 -1,7137 -2,0269 -2,2518 -2,4006 -2,4907 -2,5364 -2,5512 -2,5569 -2,5859 -2,6720 -2,8373 -3,0804 -3,3779 -3,6972 -4,0120 -4,3076 -4,5766 -4,8099 -4,9952 -5,1244 -5,2026 -5,2454 -5,2672 -5,2735 -5,2615 -5,2263 -5,1679 -5,0937 -5,0133 -4,9351 -4,8681 -4,8188 -4,7792 -4,7246 -4,6193 -4,4266 -4,1267 -3,7354 -3,3024 -2,8857 -2,5277 -2,2481 -2,0486 -1,9182 -1,8361
