Fp1   0,7722 0,1402 -0,4567 -0,9223 -1,1943 -1,2699 -1,2046 -1,0919 -1,0461 -1,1725 -1,5057 -1,9660 -2,4010 -2,6952 -2,8379 -2,8828 -2,8605 -2,7527 -2,5438 -2,2595 -1,9475 -1,6312 -1,2859 -0,8523 -0,2770 0,4404 1,2251 1,9616 2,5558 2,9607 3,1646 3,1841 3,0662 2,8757 2,6757 2,5050 2,3643 2,2273 2,0613 1,8373 1,5455 1,2084 0,8611 0,5281 0,2339 0,0038 -0,1627 -0,2927 -0,4060 -0,4797 -0,4594 -0,3203 -0,1083 0,0976 0,2433 0,3127 0,3158 0,2923 0,3025 0,3889 0,5513 0,7623 0,9970 1,2456 1,5010 1,7308 1,8632 1,8115 1,5343 1,0827 0,5907 0,2138 0,0574 0,1282 0,3275 0,5128 0,5906 0,5568 0,4735 0,4363 0,5280 0,7539 1,0311 1,2567 1,3654 1,3391 1,2099 1,0550 0,9376 0,8484 0,7428 0,6255 0,5554 0,5760 0,6712 0,7846 0,8621 0,8813 0,8586 0,8486 0,9260 1,1430 1,4961 1,9294 2,3532 2,6596 2,7696 2,7018 2,5723 2,5058 2,5532 2,6795 2,7915 2,7668 2,4990 1,9628 1,2473 0,5193 -0,0516 -0,3651 -0,4236 -0,3044 -0,1051 0,0970 0,2677 0,4223 0,6004 0,8226 1,0688 1,2878 1,4129 1,3903 1,2256 0,9980 0,8195 0,7868 0,9523 1,3204 1,8669 2,5573 3,3465 4,1762 4,9760 5,6695 6,1956 6,5442 6,7789 7,0177 7,3829 7,9558 8,7500 9,7016 10,6869 11,5658 12,2231 12,5884 12,6476 12,4520 12,1257 11,8398 11,7409 11,8882 12,2309 12,6208 12,8799 12,8906 12,6425 12,2240 11,7742 11,4125 11,1850 11,0553 10,9360 10,7414 10,4290 10,0013 9,4794 8,8872 8,2483 7,5805 6,9024 6,2552 5,6976 5,2667 4,9607 4,7609 4,6456 4,5841 4,5381 4,4718 4,3535 4,1549 3,8544 3,4368 2,8951 2,2322 1,4631 0,6129 -0,2851 -1,1849 -2,0177 -2,6967 -3,1473 -3,3456 -3,3366 -3,2190 -3,0998 -3,0458 -3,0596 -3,0901 -3,0758 -3,0006 -2,9038 -2,8262 -2,7613 -2,6812 -2,5943 -2,5550 -2,6216 -2,8138 -3,0987 -3,4089 -3,6758 -3,8544 -3,9346 -3,9307 -3,8580 -3,7176 -3,4992 -3,2033 -2,8594 -2,5001 -2,1136 -1,6492 -1,0717 -0,3993 0,3134 1,0167 1,6778 2,2675 2,7589 3,1344 3,3825 3,4878 3,4213 3,1477 2,6558 1,9824 1,2076 0,4297 -0,2634 -0,8151 -1,2174 -1,5112 -1,7542 -1,9678 -2,1089 -2,1039 -1,9136 -1,5542 -1,0651 -0,4928 0,0891 0,5862 0,9252 1,0812 1,0744 0,9571 0,7937 0,6366 0,5175 0,4526 0,4336 0,4193 0,3577 0,2264 0,0613 -0,0554 -0,0548 0,0610 0,2200 0,3336 0,3515 0,2813 0,1694 0,0600 -0,0294 -0,0894 -0,0926 -0,0099 0,1470 0,3152 0,4042 0,3266 0,0272 -0,4820 -1,1019 -1,6846 -2,1144 -2,3527 -2,4307 -2,4252 -2,4133 -2,4125 -2,3775 -2,2654 -2,0843 -1,8806 -1,6949 -1,5291 -1,3499 -1,1294 -0,8703 -0,5868 -0,2725 0,0994 0,5399 1,0139 1,4496 1,7851 2,0101 2,1722 2,3364 2,5285 2,7154 2,8447 2,9004 2,9203 2,9652 3,0637 3,1796 3,2339 3,1636 2,9611 2,6727 2,3756 2,1528 2,0583 2,0900 2,2160 2,4202 2,6982 3,0263 3,3585 3,6377 3,8069 3,8315 3,7216 3,5277 3,3098 3,1000 2,8925 2,6697 2,4307 2,1956 1,9986 1,8812 1,8823 2,0262 2,3167 2,7385 3,2539 3,7914 4,2483 4,5266 4,5917 4,4904 4,2896 4,0153 3,6633 3,2361 2,7582 2,2819 1,8758 1,5856 1,4091 1,3152 1,2813 1,3046 1,3842 1,5054 1,6514 1,8176 1,9977 2,1575 2,2436 2,2298 2,1462 2,0585 2,0219 2,0449 2,0961 2,1484 2,2083 2,2998 2,4294 2,5738 2,7015 2,8003 2,8915 3,0359 3,3133 3,7712 4,3845 5,0647 5,7022 6,2095 6,5332 6,6319 6,4675 6,0400 5,4207 4,7417 4,1474 3,7428 3,5671 3,6023 3,7940 4,0622 4,3284 4,5593 4,7819 5,0555 5,4401 5,9818 6,6871 7,4906 8,2657 8,8814 9,2489 9,3377 9,1704 8,8021 8,2987 7,7317 7,1719 6,6756 6,2759 5,9845 5,7859 5,6285 5,4366 5,1558 4,8031 4,4670 4,2540 4,2324 4,4065 4,7187 5,0760 5,3971 5,6459 5,8166 5,8935 5,8426 5,6483 5,3528 5,0451 4,8024 4,6530 4,5947 4,6187 4,7004 4,7932 4,8476 4,8336 4,7432 4,5846 4,3818 4,1761 4,0167 3,9374 3,9366 3,9861 4,0618 4,1468 4,2058 4,1807 4,0239 3,7178 3,2612 2,6555 1,9163 1,0897 0,2550 -0,4882 -1,0462 -1,3694 -1,4766 -1,4392 -1,3367 -1,2230 -1,1156 -0,9977 -0,8294 -0,5686 -0,1965 0,2787 0,8452 1,4996 2,2185 2,9278 3,5301 3,9775 4,3093 4,6145 4,9659 5,3865 5,8525 6,3144 6,7260 7,0721 7,3827 7,7251 8,1648 8,7178 9,3426 9,9736 10,5508 11,0220 11,3378 11,4605 11,3888 11,1764 10,9161 10,6935 10,5425 10,4350 10,3179 10,1641 9,9856 9,8062 9,6405 9,4925 9,3622 9,2450 9,1198 8,9453 8,6856 8,3401 7,9366 7,4950 7,0035 6,4323 5,7731 5,0582 4,3305 3,6143 2,9283 2,2943 1,7144 1,1603 0,6025 0,0397 -0,4976 -0,9665 -1,3323 -1,5829 -1,7287 -1,7881 -1,7807 -1,7481 -1,7720 -1,9436 -2,3082 -2,8409 -3,4658 -4,0875 -4,6169 -4,9995 -5,2418 -5,4094 -5,5891 -5,8552 -6,2556 -6,7890 -7,3778 -7,8843 -8,1838 -8,2406 -8,1257 -7,9555 -7,8013 -7,6519 -7,4507 -7,1471 -6,7206 -6,1831 -5,5659 -4,9055 -4,2325 -3,5642 -2,9062 -2,2699 -1,6884 -1,2082 -0,8705 -0,7027 -0,7120 -0,8694
Fz    -0,6462 -1,2783 -1,8141 -2,1441 -2,2127 -2,0385 -1,7043 -1,3267 -1,0283 -0,9098 -1,0114 -1,2820 -1,6045 -1,8739 -2,0576 -2,1764 -2,2469 -2,2629 -2,2234 -2,1451 -2,0427 -1,9088 -1,7125 -1,4115 -0,9731 -0,3987 0,2626 0,9322 1,5364 2,0254 2,3723 2,5707 2,6388 2,6246 2,5947 2,5992 2,6412 2,6868 2,6951 2,6375 2,5023 2,2899 2,0019 1,6506 1,2804 0,9446 0,6545 0,3807 0,0975 -0,1857 -0,4335 -0,6210 -0,7549 -0,8548 -0,9252 -0,9522 -0,9167 -0,7999 -0,5914 -0,3071 0,0098 0,3155 0,5902 0,8393 1,0780 1,2991 1,4499 1,4537 1,2694 0,9305 0,5310 0,1799 -0,0391 -0,0978 -0,0411 0,0372 0,0554 -0,0089 -0,1080 -0,1477 -0,0523 0,1678 0,4268 0,6449 0,7946 0,8831 0,9329 0,9770 1,0376 1,1075 1,1730 1,2457 1,3579 1,5317 1,7548 1,9839 2,1726 2,2982 2,3720 2,4423 2,5793 2,8299 3,1845 3,5878 3,9616 4,2199 4,3068 4,2477 4,1480 4,1180 4,1898 4,2952 4,3069 4,1005 3,6078 2,8497 1,9335 1,0114 0,2274 -0,3263 -0,6346 -0,7495 -0,7508 -0,7113 -0,6698 -0,6133 -0,4898 -0,2572 0,0807 0,4774 0,8601 1,1505 1,3087 1,3678 1,4197 1,5604 1,8427 2,2671 2,8113 3,4611 4,2086 5,0294 5,8724 6,6787 7,4082 8,0564 8,6521 9,2438 9,8848 10,6240 11,4874 12,4501 13,4394 14,3735 15,1880 15,8314 16,2676 16,4979 16,5839 16,6356 16,7560 16,9867 17,2781 17,4981 17,5018 17,2247 16,7152 16,0902 15,4683 14,9245 14,4756 14,0892 13,7135 13,3193 12,9209 12,5542 12,2377 11,9561 11,6681 11,3254 10,9053 10,4326 9,9618 9,5388 9,1839 8,8920 8,6356 8,3768 8,0859 7,7465 7,3490 6,8922 6,3817 5,8152 5,1732 4,4355 3,5998 2,6830 1,7151 0,7365 -0,2042 -1,0511 -1,7467 -2,2541 -2,5812 -2,7833 -2,9379 -3,1063 -3,3019 -3,4880 -3,6145 -3,6649 -3,6588 -3,6093 -3,5073 -3,3644 -3,2503 -3,2629 -3,4626 -3,8329 -4,2860 -4,7037 -4,9934 -5,1280 -5,1407 -5,0786 -4,9572 -4,7559 -4,4492 -4,0374 -3,5479 -3,0047 -2,3972 -1,6878 -0,8546 0,0772 1,0434 1,9769 2,8272 3,5575 4,1400 4,5573 4,8031 4,8723 4,7476 4,4112 3,8824 3,2338 2,5637 1,9536 1,4459 1,0406 0,6986 0,3609 -0,0062 -0,3723 -0,6574 -0,7899 -0,7540 -0,5819 -0,3133 0,0190 0,3668 0,6598 0,8382 0,8772 0,7854 0,5990 0,3778 0,1872 0,0732 0,0463 0,0742 0,0943 0,0529 -0,0534 -0,1663 -0,2105 -0,1621 -0,0647 0,0134 0,0198 -0,0652 -0,2270 -0,4360 -0,6738 -0,9315 -1,1829 -1,3845 -1,5156 -1,6082 -1,7317 -1,9621 -2,3663 -2,9858 -3,8009 -4,7051 -5,5291 -6,1091 -6,3460 -6,2343 -5,8619 -5,3592 -4,8142 -4,2411 -3,6287 -2,9893 -2,3561 -1,7596 -1,2152 -0,7274 -0,3115 -0,0029 0,1810 0,2932 0,4451 0,7249 1,1336 1,5992 2,0419 2,4276 2,7778 3,1308 3,4868 3,7967 4,0052 4,1011 4,1269 4,1536 4,2347 4,3693 4,5061 4,5904 4,6017 4,5530 4,4757 4,4084 4,3765 4,3809 4,4301 4,5650 4,8153 5,1448 5,4622 5,6710 5,6984 5,5083 5,1216 4,6267 4,1443 3,7583 3,4751 3,2453 3,0108 2,7371 2,4271 2,1168 1,8561 1,6914 1,6549 1,7595 2,0008 2,3546 2,7602 3,1265 3,3804 3,5006 3,4825 3,3005 2,9308 2,3859 1,7125 0,9838 0,2971 -0,2545 -0,6213 -0,8066 -0,8398 -0,7518 -0,5775 -0,3638 -0,1482 0,0671 0,2983 0,5357 0,7357 0,8619 0,9158 0,9271 0,9304 0,9479 0,9959 1,1071 1,3310 1,6986 2,1920 2,7458 3,2773 3,7284 4,0957 4,4359 4,8400 5,3845 6,0885 6,8964 7,6960 8,3692 8,8353 9,0498 8,9876 8,6601 8,1413 7,5587 7,0509 6,7120 6,5596 6,5524 6,6322 6,7441 6,8463 6,9307 7,0301 7,2002 7,5033 7,9936 8,6778 9,4789 10,2628 10,9012 11,3116 11,4657 11,3785 11,0846 10,6233 10,0395 9,3814 8,6890 7,9953 7,3354 6,7370 6,1947 5,6688 5,1318 4,6156 4,2029 3,9783 3,9861 4,2089 4,5653 4,9412 5,2499 5,4709 5,6265 5,7294 5,7617 5,7036 5,5730 5,4250 5,3074 5,2301 5,1811 5,1493 5,1216 5,0787 5,0072 4,9126 4,8105 4,7081 4,6031 4,4980 4,4034 4,3239 4,2487 4,1646 4,0715 3,9663 3,8126 3,5463 3,1177 2,5246 1,8060 1,0171 0,2128 -0,5548 -1,2360 -1,7816 -2,1446 -2,2972 -2,2584 -2,0952 -1,8888 -1,6963 -1,5350 -1,3825 -1,1871 -0,8905 -0,4594 0,1048 0,7850 1,5602 2,3889 3,1904 3,8715 4,3840 4,7535 5,0571 5,3780 5,7663 6,2182 6,6908 7,1401 7,5504 7,9457 8,3839 8,9228 9,5815 10,3348 11,1304 11,8972 12,5546 13,0291 13,2764 13,3044 13,1793 13,0012 12,8534 12,7624 12,6992 12,6234 12,5273 12,4333 12,3562 12,2830 12,1879 12,0559 11,8842 11,6627 11,3588 10,9354 10,3834 9,7272 8,9956 8,1927 7,3033 6,3252 5,2870 4,2274 3,1762 2,1673 1,2463 0,4471 -0,2250 -0,7831 -1,2418 -1,6152 -1,9227 -2,1843 -2,4110 -2,6042 -2,7592 -2,8801 -3,0102 -3,2376 -3,6458 -4,2477 -4,9771 -5,7364 -6,4411 -7,0332 -7,4913 -7,8424 -8,1500 -8,4770 -8,8680 -9,3492 -9,9122 -10,4844 -10,9380 -11,1579 -11,1187 -10,8995 -10,6185 -10,3486 -10,0918 -9,8142 -9,4832 -9,0761 -8,5746 -7,9668 -7,2609 -6,4929 -5,7148 -4,9747 -4,3119 -3,7615 -3,3512 -3,0942 -2,9919 -3,0351 -3,1947
F3    -0,2333 -0,7307 -1,1828 -1,4827 -1,5469 -1,3649 -1,0145 -0,6230 -0,3131 -0,1736 -0,2394 -0,4674 -0,7466 -0,9697 -1,1024 -1,1733 -1,2145 -1,2334 -1,2267 -1,1910 -1,1278 -1,0528 -0,9889 -0,9421 -0,8951 -0,8297 -0,7414 -0,6221 -0,4456 -0,1870 0,1470 0,5137 0,8505 1,1076 1,2830 1,4270 1,5997 1,8176 2,0348 2,1748 2,1859 2,0672 1,8495 1,5783 1,3125 1,1033 0,9587 0,8423 0,7016 0,5078 0,2836 0,0872 -0,0305 -0,0435 0,0504 0,2147 0,3811 0,5059 0,6011 0,6966 0,8058 0,9354 1,0972 1,2981 1,5297 1,7642 1,9516 2,0296 1,9460 1,6776 1,2481 0,7354 0,2473 -0,1254 -0,3460 -0,4262 -0,3912 -0,2625 -0,0658 0,1694 0,4105 0,6015 0,6597 0,5180 0,1678 -0,3394 -0,9131 -1,4532 -1,8922 -2,2071 -2,3801 -2,3681 -2,1310 -1,6786 -1,0761 -0,4038 0,2860 0,9727 1,6414 2,2630 2,7920 3,1733 3,3597 3,3365 3,1318 2,8048 2,4336 2,1049 1,8850 1,7855 1,7608 1,7384 1,6540 1,4692 1,1757 0,7925 0,3630 -0,0512 -0,3761 -0,5485 -0,5483 -0,4092 -0,2001 0,0042 0,1523 0,2405 0,3126 0,4182 0,5627 0,6987 0,7685 0,7696 0,7853 0,9305 1,2673 1,7857 2,4401 3,1807 3,9598 4,7202 5,3945 5,9298 6,3153 6,5801 6,7699 6,9345 7,1390 7,4616 7,9556 8,6196 9,4064 10,2468 11,0750 11,8469 12,5357 13,1196 13,5864 13,9479 14,2402 14,5062 14,7651 14,9921 15,1055 14,9803 14,5222 13,7518 12,8058 11,8523 10,9989 10,2682 9,6403 9,1008 8,6556 8,3218 8,1089 8,0031 7,9708 7,9700 7,9478 7,8369 7,5823 7,1786 6,6612 6,0644 5,4064 4,7069 3,9991 3,3291 2,7537 2,3174 2,0189 1,8115 1,6345 1,4375 1,1889 0,8811 0,5280 0,1588 -0,1888 -0,4885 -0,7497 -1,0119 -1,3074 -1,6311 -1,9529 -2,2530 -2,5304 -2,7834 -3,0073 -3,2146 -3,4361 -3,6891 -3,9462 -4,1456 -4,2337 -4,2068 -4,1215 -4,0644 -4,0979 -4,2219 -4,3777 -4,4888 -4,5002 -4,3846 -4,1320 -3,7505 -3,2746 -2,7556 -2,2428 -1,7774 -1,3851 -1,0539 -0,7298 -0,3501 0,1127 0,6338 1,1493 1,5869 1,8823 1,9805 1,8491 1,5088 1,0370 0,5311 0,0637 -0,3268 -0,6134 -0,7677 -0,7761 -0,6549 -0,4381 -0,1666 0,0992 0,2749 0,2888 0,1259 -0,1706 -0,5405 -0,9473 -1,3888 -1,8664 -2,3433 -2,7446 -2,9990 -3,0714 -2,9746 -2,7749 -2,5708 -2,4396 -2,3931 -2,3780 -2,3196 -2,1804 -1,9842 -1,7864 -1,6267 -1,4967 -1,3482 -1,1330 -0,8354 -0,4732 -0,0836 0,2968 0,6484 0,9577 1,1912 1,2976 1,2488 1,0704 0,8261 0,5697 0,3058 -0,0150 -0,4575 -1,0503 -1,7578 -2,4858 -3,1163 -3,5526 -3,7464 -3,7043 -3,4809 -3,1495 -2,7566 -2,3101 -1,8115 -1,2769 -0,7336 -0,2201 0,2209 0,5744 0,8712 1,1574 1,4595 1,7836 2,1181 2,4306 2,6885 2,8946 3,0922 3,3289 3,6105 3,8786 4,0365 4,0192 3,8511 3,6327 3,4678 3,4035 3,4266 3,4977 3,5795 3,6516 3,7120 3,7616 3,7862 3,7534 3,6250 3,3788 3,0380 2,6831 2,4157 2,3015 2,3453 2,5082 2,7326 2,9538 3,1170 3,2029 3,2239 3,1845 3,0554 2,7892 2,3556 1,7642 1,0611 0,3145 -0,3941 -0,9600 -1,2607 -1,2067 -0,7973 -0,1211 0,6877 1,4986 2,2159 2,7850 3,1749 3,3593 3,3207 3,0624 2,6084 2,0034 1,3235 0,6715 0,1435 -0,2029 -0,3518 -0,3185 -0,1388 0,1444 0,5003 0,9165 1,3806 1,8580 2,2985 2,6613 2,9265 3,0804 3,1073 3,0097 2,8378 2,6853 2,6448 2,7640 3,0349 3,4059 3,8038 4,1544 4,3999 4,5224 4,5524 4,5418 4,5333 4,5493 4,5913 4,6444 4,6855 4,6859 4,6156 4,4647 4,2652 4,0811 3,9741 3,9696 4,0445 4,1522 4,2612 4,3645 4,4658 4,5760 4,7086 4,8618 5,0129 5,1386 5,2398 5,3378 5,4550 5,6022 5,7777 5,9699 6,1566 6,3007 6,3526 6,2668 6,0172 5,6063 5,0758 4,5015 3,9551 3,4596 2,9904 2,5279 2,1064 1,8013 1,6693 1,7119 1,8934 2,1748 2,5261 2,9292 3,3802 3,8719 4,3667 4,8015 5,1230 5,3065 5,3343 5,1749 4,8065 4,2652 3,6502 3,0737 2,6138 2,3123 2,1993 2,2953 2,5819 2,9840 3,3910 3,6997 3,8450 3,8014 3,5708 3,1821 2,6885 2,1533 1,6394 1,1986 0,8522 0,5849 0,3619 0,1424 -0,1182 -0,4502 -0,8303 -1,1727 -1,3878 -1,4570 -1,4505 -1,4752 -1,6010 -1,8070 -1,9825 -1,9859 -1,7213 -1,1767 -0,4080 0,4931 1,4161 2,2504 2,9158 3,3869 3,6954 3,9134 4,1274 4,4057 4,7730 5,2022 5,6290 5,9873 6,2406 6,3956 6,4978 6,6152 6,8175 7,1608 7,6711 8,3322 9,0866 9,8424 10,4873 10,9209 11,0990 11,0526 10,8641 10,6144 10,3440 10,0555 9,7466 9,4321 9,1350 8,8697 8,6381 8,4367 8,2560 8,0713 7,8463 7,5534 7,1886 6,7665 6,3020 5,7876 5,1867 4,4607 3,6058 2,6572 1,6754 0,7408 -0,0572 -0,6514 -1,0248 -1,2203 -1,3301 -1,4634 -1,6990 -2,0606 -2,5324 -3,0777 -3,6433 -4,1727 -4,6337 -5,0253 -5,3538 -5,6077 -5,7709 -5,8602 -5,9408 -6,1032 -6,4209 -6,9244 -7,5997 -8,3943 -9,2194 -9,9679 -10,5455 -10,8867 -10,9533 -10,7455 -10,3245 -9,8021 -9,2952 -8,8868 -8,6111 -8,4469 -8,3217 -8,1417 -7,8298 -7,3494 -6,7219 -6,0263 -5,3685 -4,8410 -4,4984 -4,3465 -4,3362 -4,3778 -4,3801 -4,2901 -4,1035
F7    -0,3506 -0,7299 -1,0036 -1,1678 -1,2375 -1,2349 -1,1794 -1,1008 -1,0489 -1,0688 -1,1688 -1,3184 -1,4670 -1,5631 -1,5766 -1,5165 -1,4264 -1,3538 -1,3229 -1,3282 -1,3324 -1,2613 -1,0274 -0,5846 0,0414 0,7756 1,5300 2,2217 2,7841 3,1770 3,3815 3,3927 3,2240 2,9119 2,5064 2,0646 1,6423 1,2787 0,9855 0,7401 0,4909 0,1921 -0,1533 -0,4937 -0,7641 -0,9126 -0,9139 -0,7851 -0,5822 -0,3661 -0,1741 -0,0224 0,0758 0,1057 0,0744 0,0383 0,0882 0,2890 0,6370 1,0635 1,4680 1,7652 1,9279 1,9871 1,9885 1,9527 1,8689 1,7035 1,4263 1,0535 0,6609 0,3388 0,1383 0,0538 0,0361 0,0238 -0,0189 -0,0899 -0,1695 -0,2405 -0,2868 -0,2881 -0,2283 -0,1051 0,0673 0,2648 0,4705 0,6817 0,8986 1,1091 1,2920 1,4316 1,5276 1,5923 1,6363 1,6516 1,6199 1,5434 1,4559 1,4010 1,4086 1,4932 1,6591 1,9018 2,2060 2,5370 2,8410 3,0680 3,1901 3,1946 3,0746 2,8391 2,5264 2,1823 1,8173 1,4002 0,9041 0,3545 -0,1776 -0,6245 -0,9545 -1,1756 -1,3235 -1,4357 -1,5150 -1,5213 -1,4069 -1,1540 -0,7819 -0,3428 0,0874 0,4349 0,6541 0,7438 0,7487 0,7411 0,7889 0,9233 1,1374 1,4173 1,7586 2,1562 2,6024 3,0937 3,6311 4,2168 4,8527 5,5342 6,2496 6,9811 7,7016 8,3739 8,9505 9,3790 9,6187 9,6540 9,5076 9,2532 9,0034 8,8612 8,8689 9,0015 9,2079 9,4394 9,6325 9,6983 9,5591 9,1967 8,6636 8,0573 7,4834 7,0188 6,6790 6,4134 6,1397 5,7853 5,3085 4,7100 4,0363 3,3684 2,7919 2,3668 2,1122 2,0101 2,0202 2,1050 2,2431 2,4249 2,6384 2,8561 3,0295 3,1029 3,0399 2,8356 2,5027 2,0578 1,5266 0,9383 0,3044 -0,3733 -1,0725 -1,7410 -2,3164 -2,7494 -3,0212 -3,1503 -3,1829 -3,1728 -3,1550 -3,1311 -3,0808 -2,9941 -2,8897 -2,7989 -2,7346 -2,6840 -2,6282 -2,5613 -2,4928 -2,4407 -2,4207 -2,4347 -2,4676 -2,5028 -2,5362 -2,5736 -2,6197 -2,6713 -2,7083 -2,6961 -2,6045 -2,4194 -2,1309 -1,7241 -1,1991 -0,6010 -0,0138 0,4805 0,8389 1,0592 1,1624 1,1754 1,1198 1,0113 0,8594 0,6603 0,3903 0,0099 -0,5101 -1,1511 -1,8348 -2,4562 -2,9351 -3,2515 -3,4398 -3,5498 -3,6099 -3,6064 -3,4911 -3,2201 -2,8037 -2,3255 -1,9086 -1,6519 -1,5920 -1,6991 -1,8902 -2,0553 -2,0960 -1,9584 -1,6476 -1,2234 -0,7735 -0,3793 -0,0982 0,0457 0,0727 0,0453 0,0342 0,0727 0,1423 0,1969 0,1990 0,1404 0,0407 -0,0712 -0,1772 -0,2665 -0,3267 -0,3498 -0,3479 -0,3578 -0,4266 -0,5898 -0,8594 -1,2159 -1,6021 -1,9365 -2,1467 -2,2021 -2,1231 -1,9599 -1,7553 -1,5296 -1,2896 -1,0431 -0,8062 -0,6005 -0,4388 -0,3134 -0,2000 -0,0747 0,0682 0,2072 0,3118 0,3849 0,4754 0,6380 0,8942 1,2381 1,6558 2,1183 2,5675 2,9283 3,1388 3,1826 3,1045 2,9866 2,8960 2,8495 2,8191 2,7619 2,6472 2,4665 2,2261 1,9367 1,6228 1,3333 1,1243 1,0360 1,0828 1,2419 1,4550 1,6620 1,8231 1,9057 1,8874 1,7758 1,5984 1,3764 1,1199 0,8371 0,5427 0,2631 0,0342 -0,1063 -0,1324 -0,0418 0,1450 0,3986 0,6871 0,9798 1,2569 1,5154 1,7546 1,9658 2,1393 2,2692 2,3466 2,3526 2,2606 2,0530 1,7432 1,3734 0,9843 0,5975 0,2302 -0,0839 -0,2950 -0,3573 -0,2558 -0,0185 0,2980 0,6291 0,9092 1,0816 1,1269 1,0798 1,0149 1,0038 1,0692 1,1783 1,2882 1,3916 1,5113 1,6637 1,8418 2,0242 2,1864 2,3095 2,3964 2,4798 2,6025 2,7863 3,0185 3,2586 3,4554 3,5607 3,5393 3,3740 3,0666 2,6431 2,1620 1,7100 1,3692 1,1796 1,1286 1,1705 1,2554 1,3596 1,4962 1,6951 1,9792 2,3582 2,8294 3,3776 3,9694 4,5432 5,0146 5,3002 5,3401 5,1128 4,6425 3,9991 3,2845 2,6018 2,0227 1,5806 1,2819 1,1140 1,0412 1,0026 0,9337 0,8136 0,6913 0,6528 0,7530 0,9796 1,2726 1,5746 1,8631 2,1425 2,4138 2,6558 2,8313 2,9071 2,8762 2,7694 2,6505 2,5967 2,6642 2,8483 3,0714 3,2236 3,2221 3,0429 2,7197 2,3255 1,9525 1,6867 1,5829 1,6541 1,8745 2,1945 2,5603 2,9192 3,2197 3,4246 3,5201 3,4958 3,3228 2,9765 2,4695 1,8483 1,1768 0,5266 -0,0387 -0,4830 -0,8019 -1,0169 -1,1680 -1,3069 -1,4706 -1,6442 -1,7611 -1,7510 -1,5848 -1,2715 -0,8274 -0,2727 0,3416 0,9277 1,4021 1,7396 1,9930 2,2577 2,6086 3,0613 3,5740 4,0765 4,5048 4,8283 5,0542 5,2132 5,3392 5,4589 5,5891 5,7298 5,8653 5,9862 6,1089 6,2525 6,4085 6,5585 6,7083 6,8768 7,0583 7,2126 7,2925 7,2765 7,1804 7,0420 6,9024 6,7932 6,7247 6,6705 6,5705 6,3630 6,0296 5,6105 5,1665 4,7211 4,2491 3,7194 3,1311 2,5055 1,8591 1,2023 0,5623 -0,0178 -0,5096 -0,9193 -1,2740 -1,5935 -1,8740 -2,0945 -2,2374 -2,3084 -2,3408 -2,3740 -2,4338 -2,5415 -2,7264 -3,0114 -3,3898 -3,8194 -4,2314 -4,5552 -4,7534 -4,8415 -4,8792 -4,9449 -5,1058 -5,3917 -5,7872 -6,2330 -6,6389 -6,9193 -7,0310 -6,9872 -6,8444 -6,6677 -6,4844 -6,2657 -5,9614 -5,5489 -5,0557 -4,5404 -4,0471 -3,5753 -3,0932 -2,5791 -2,0568 -1,5968 -1,2847 -1,1787 -1,2852 -1,5582 -1,9154 -2,2593
