Fp1   -9,0638 -6,1905 -3,1332 -0,5905 1,0935 1,8852 1,8883 1,2057 -0,1085 -2,0330 -4,4619 -7,0026 -8,9300 -9,4851 -8,3252 -5,7480 -2,5369 0,4084 2,4266 3,3087 3,3195 3,0282 2,9901 3,4197 4,0959 4,5950 4,6384 4,2374 3,5508 2,6732 1,5844 0,2451 -1,2938 -2,8392 -4,0801 -4,7013 -4,5241 -3,5860 -2,1167 -0,4076 1,3283 2,9664 4,3845 5,4257 5,9417 5,8617 5,2352 4,2203 3,0655 2,1345 1,8589 2,5091 3,9668 5,7529 7,2670 8,0051 7,6808 6,3201 4,2852 2,1174 0,2955 -0,8889 -1,3356 -1,1050 -0,3469 0,8223 2,4016 4,4341 6,8580 9,4544 11,8731 13,6404 14,2445 13,3658 11,0546 7,6860 3,7816 -0,1533 -3,6820 -6,3429 -7,6078 -7,0968 -4,8825 -1,5540 2,0237 5,0756 7,1865 8,3277 8,6961 8,5764 8,2946 8,1156 8,0699 7,9314 7,4435 6,5647 5,4893 4,4677 3,6227 2,9008 2,1429 1,1838 -0,0434 -1,3898 -2,4564 -2,7506 -1,9735 -0,2151 2,1010 4,4225 6,2210 7,0749 6,7960 5,5488 3,7850 1,9832 0,3921 -1,0458 -2,5522 -4,2473 -5,9743 -7,3360 -7,8808 -7,3444 -5,8315 -3,7790 -1,7104 0,0025 1,2141 1,9333 2,2168 2,1571 1,9440 1,8261 1,9567 2,3274 2,8668 3,5477 4,3743 5,2863 6,0975 6,5368 6,3704 5,5290 4,2051 2,8498 1,9778 1,9052 2,6175 3,7949 4,9670 5,7443 5,9495 5,5777 4,7121 3,5251 2,3316 1,5394 1,4415 2,0287 3,0287 4,1345 5,2081 6,2991 7,4737 8,5938 9,2768 9,1314 8,0714 6,4083 4,6631 3,2947 2,5414 2,4493 3,0412 4,4511 6,8497 10,2115 14,1369 17,8948 20,6589 21,7718 20,9010 18,0506 13,4482 7,4848 0,8512 -5,4219 -10,3350 -13,3996 -14,7259 -14,7053 -13,6245 -11,4910 -8,1849 -3,8170 1,0376 5,4317 8,3810 9,2513 8,0144 5,2223 1,7073 -1,7653 -4,6650 -6,6991 -7,7642 -7,9029 -7,2971 -6,2700 -5,2055 -4,3795 -3,8089 -3,2399 -2,3340 -0,9500 0,7254 2,3006 3,3841 3,7028 3,1308 1,6847 -0,4682 -2,9919 -5,4127 -7,2175 -8,0064 -7,6672 -6,4370 -4,7534 -3,0418 -1,6345 -0,7920 -0,6719 -1,2213 -2,1199 -2,8785 -3,0646 -2,5065 -1,3290 0,1673 1,6255 2,6711 2,9360 2,1334 0,1398 -2,9582 -6,8153 -10,7965 -14,0997 -16,0527 -16,3904 -15,2987 -13,2160 -10,5927 -7,7761 -5,0418 -2,6967 -1,0984 -0,4907 -0,7974 -1,6226 -2,4803 -3,0239 -3,1350 -2,9262 -2,6962 -2,7943 -3,4349 -4,5790 -5,9652 -7,2826 -8,3526 -9,1610 -9,7702 -10,2433 -10,6082 -10,8253 -10,7968 -10,4677 -9,9200 -9,3535 -8,9715 -8,8209 -8,7009 -8,2796 -7,3356 -5,9158 -4,3455 -3,1108 -2,6132 -2,9201 -3,7391 -4,6581 -5,4410 -6,1257 -6,8733 -7,7496 -8,6360 -9,3151 -9,6067 -9,4258 -8,7923 -7,8856 -7,0471 -6,5872 -6,5190 -6,5204 -6,2170 -5,5302 -4,7405 -4,2272 -4,2017 -4,6725 -5,5355 -6,6249 -7,7669 -8,8702 -9,9359 -10,9562 -11,8730 -12,6568 -13,3586 -14,0454 -14,7028 -15,2136 -15,4267 -15,2557 -14,7734 -14,2592 -14,1018 -14,5653 -15,6249 -17,0116 -18,3797 -19,4598 -20,1174 -20,2997 -19,9759 -19,1337 -17,7841 -15,9842 -13,8874 -11,7673 -9,9896 -8,9278 -8,8166 -9,5920 -10,8291 -11,8902 -12,2427 -11,7118 -10,5079 -9,1116 -8,1180 -8,0146 -8,9456 -10,6491 -12,6438 -14,4977 -15,9866 -17,0873 -17,8422 -18,1949 -17,9815 -17,1147 -15,7287 -14,1158 -12,5937 -11,4726 -11,0242 -11,3401 -12,2191 -13,2327 -13,9394 -14,1548 -14,1034 -14,2875 -15,1657 -16,8784 -19,1978 -21,7105 -24,0132 -25,7262 -26,4375 -25,7818 -23,6263 -20,1559 -15,7726 -10,9838 -6,4010 -2,7128 -0,5007 -0,0126 -1,0851 -3,2730 -6,0874 -9,1574 -12,2285 -15,0912 -17,5411 -19,3928 -20,5227 -20,8946 -20,5322 -19,4626 -17,7060 -15,3723 -12,7455 -10,1806 -7,9164 -6,0622 -4,7328 -4,1165 -4,4369 -5,8986 -8,5875 -12,3129 -16,5510 -20,5878 -23,7328 -25,4749 -25,5790 -24,1448 -21,5808 -18,4627 -15,3664 -12,7892 -11,1111 -10,4928 -10,7716 -11,4970 -12,1339 -12,3318 -12,0996 -11,7671 -11,7601 -12,3426 -13,4726 -14,8324 -15,9990 -16,6412 -16,6085 -15,8794 -14,4935 -12,5862 -10,4753 -8,6251 -7,4641 -7,2439 -8,0402 -9,7746 -12,1798 -14,8114 -17,1907 -18,9920 -20,1019 -20,5333 -20,3615 -19,7279 -18,7708 -17,5127 -15,8882 -13,8994 -11,7080 -9,5858 -7,7924 -6,4989 -5,8310 -5,9421 -6,9763 -8,9286 -11,5623 -14,4637 -17,1249 -18,9612 -19,3589 -17,8607 -14,4370 -9,6583 -4,5860 -0,3842 2,1062 2,5740 1,1916 -1,5697 -5,1514 -9,0613 -12,9157 -16,4015 -19,1907 -20,8842 -21,0995 -19,6524 -16,6353 -12,3492 -7,2287 -1,8558 3,0229 6,5826 8,1189 7,3098 4,4249 0,2984 -3,9850 -7,5121 -9,7978 -10,7563 -10,4962 -9,1335 -6,7540 -3,5055 0,3005 4,1531 7,4284 9,6147 10,4894 10,0733 8,4656 5,7841 2,2693 -1,6323 -5,3579 -8,3645 -10,1999 -10,5993 -9,5893 -7,4682 -4,6855 -1,7294 0,9784 3,1893 4,8690 6,1295 7,1040 7,8438 8,2953 8,3394 7,8490 6,7838 5,2998 3,7631 2,6344 2,2984 2,9260 4,4414 6,5902 9,0008 11,1880 12,6070 12,8445 11,8571 10,0854 8,3267 7,4032 7,8047 9,4892 11,9536 14,5352 16,7380 18,3834 19,5462 20,4064 21,1396 21,8448 22,5019 22,9974 23,1959 23,0198 22,5391 22,0157 21,7938 22,0525 22,6135 23,0384 22,9545 22,2723 21,1599 19,9180 18,8476 18,1318 17,7856 17,6701 17,5165 16,9696 15,7082 13,6226 10,8992 7,9377 5,1936 3,0392 1,7029 1,3377 2,0871 3,9982 6,8965 10,3793 13,8877 16,8319 18,8146
Fz    -3,8771 -3,1952 -2,3230 -1,4275 -0,6078 0,0892 0,6193 0,9127 0,8796 0,4414 -0,4116 -1,5528 -2,7023 -3,5091 -3,7094 -3,2523 -2,2996 -1,1275 -0,0043 0,9113 1,6113 2,1980 2,7963 3,4684 4,1691 4,7699 5,1236 5,1056 4,6237 3,6495 2,2655 0,6591 -0,9416 -2,3255 -3,3221 -3,8191 -3,7831 -3,2708 -2,4171 -1,3970 -0,3844 0,4658 1,0353 1,2779 1,2372 1,0256 0,7743 0,5780 0,4775 0,4951 0,6674 1,0238 1,5407 2,1346 2,7009 3,1524 3,4284 3,4971 3,3703 3,1066 2,7854 2,4756 2,2177 2,0233 1,8985 1,8791 2,0330 2,4124 3,0117 3,7744 4,6063 5,3593 5,8360 5,8642 5,3916 4,5191 3,4531 2,4150 1,5810 1,0837 1,0240 1,4416 2,2739 3,3478 4,4201 5,2621 5,7437 5,8488 5,6265 5,1642 4,5980 4,0855 3,7200 3,4865 3,3185 3,1771 3,0640 2,9872 2,9449 2,9388 2,9646 2,9782 2,9076 2,7292 2,5220 2,4395 2,6183 3,0828 3,7133 4,3088 4,6830 4,7260 4,4237 3,8510 3,1316 2,3681 1,5887 0,7529 -0,1849 -1,2027 -2,1872 -2,9656 -3,3674 -3,3041 -2,8279 -2,0962 -1,2630 -0,4088 0,4362 1,2306 1,8988 2,3606 2,5729 2,5454 2,3314 2,0121 1,6794 1,4165 1,2810 1,3032 1,4926 1,8322 2,2676 2,7214 3,1452 3,5628 4,0435 4,6328 5,3012 5,9426 6,4240 6,6509 6,6015 6,3201 5,8796 5,3449 4,7835 4,3125 4,0929 4,2351 4,7125 5,3863 6,1177 6,8495 7,5965 8,3779 9,1580 9,8343 10,2710 10,3469 9,9880 9,1870 8,0311 6,7216 5,5518 4,8226 4,7329 5,3074 6,3964 7,7516 9,1254 10,3178 11,1626 11,5238 11,3168 10,5286 9,2454 7,6570 5,9795 4,3574 2,8627 1,5719 0,6190 0,1811 0,4123 1,3461 2,8190 4,4819 5,9164 6,7949 6,9804 6,5184 5,5726 4,3764 3,1973 2,2754 1,7504 1,6432 1,8910 2,3835 2,9793 3,5282 3,9265 4,1748 4,3631 4,5701 4,7784 4,8854 4,7839 4,4252 3,8256 3,0490 2,1970 1,4069 0,8390 0,6387 0,8640 1,4366 2,1928 2,9957 3,7786 4,4892 5,0414 5,3447 5,3686 5,1755 4,8945 4,6576 4,5469 4,5849 4,7489 4,9764 5,1569 5,1470 4,8111 4,0572 2,8568 1,2751 -0,4979 -2,1776 -3,4927 -4,2931 -4,5643 -4,3560 -3,7174 -2,6997 -1,3968 0,0195 1,3106 2,2502 2,7210 2,7430 2,4228 1,8928 1,2756 0,6553 0,0484 -0,5851 -1,2797 -2,0108 -2,7009 -3,2701 -3,6798 -3,9351 -4,0580 -4,0640 -3,9582 -3,7276 -3,3315 -2,7362 -1,9764 -1,1630 -0,4204 0,1805 0,6282 0,9180 1,0074 0,8275 0,3335 -0,4510 -1,4115 -2,3496 -3,0375 -3,3009 -3,0738 -2,4003 -1,4076 -0,2715 0,8287 1,7553 2,4388 2,8801 3,1193 3,1734 3,0031 2,5739 1,9524 1,3093 0,8117 0,5240 0,4118 0,4228 0,5486 0,8111 1,2197 1,7510 2,3293 2,8151 3,0594 3,0038 2,7090 2,2875 1,8351 1,4185 1,0949 0,9280 0,9782 1,2640 1,7244 2,2282 2,6371 2,8718 2,9251 2,8291 2,6260 2,3608 2,0774 1,8161 1,6122 1,4888 1,4522 1,4971 1,6214 1,8435 2,2020 2,7257 3,3956 4,1459 4,9048 5,6092 6,1666 6,4423 6,3110 5,7134 4,6774 3,3211 1,8419 0,4763 -0,5715 -1,1917 -1,3938 -1,2906 -1,0416 -0,7697 -0,5157 -0,2628 0,0284 0,4065 0,8874 1,3854 1,7139 1,6960 1,2839 0,5863 -0,1865 -0,8214 -1,2071 -1,3777 -1,4642 -1,6049 -1,8801 -2,2991 -2,8125 -3,3155 -3,6552 -3,6725 -3,2642 -2,4102 -1,1618 0,3608 1,9547 3,3625 4,3675 4,8839 4,9666 4,7489 4,3598 3,8807 3,3664 2,8940 2,5700 2,4841 2,6586 3,0325 3,4955 3,9524 4,3665 4,7497 5,1364 5,5786 6,1379 6,8466 7,6726 8,5219 9,2536 9,6832 9,6134 8,9168 7,6021 5,8128 3,7944 1,8454 0,2344 -0,8825 -1,4722 -1,5592 -1,1785 -0,4086 0,5786 1,5551 2,3548 2,9619 3,4823 4,0271 4,6189 5,1858 5,6214 5,8534 5,8843 5,7802 5,6065 5,3586 4,9552 4,3141 3,4602 2,5585 1,8253 1,4034 1,3215 1,5280 1,9282 2,4169 2,9164 3,3888 3,8106 4,1375 4,2955 4,2038 3,8004 3,0566 2,0008 0,7433 -0,5356 -1,6379 -2,3989 -2,7161 -2,5703 -2,0419 -1,2908 -0,5015 0,1635 0,5881 0,7251 0,6162 0,3840 0,2128 0,3306 0,9432 2,1147 3,6908 5,3420 6,6876 7,4209 7,3899 6,6194 5,2880 3,6642 2,0214 0,5745 -0,5343 -1,2142 -1,4035 -1,0818 -0,3125 0,7455 1,8928 2,9671 3,8755 4,5602 4,9396 4,8930 4,3207 3,2241 1,7382 0,1020 -1,4036 -2,5179 -3,0542 -2,9488 -2,2791 -1,2343 -0,0507 1,0529 1,9182 2,4672 2,7036 2,6808 2,4490 2,0260 1,4092 0,6239 -0,2275 -0,9614 -1,3611 -1,2559 -0,6036 0,4807 1,7775 3,0465 4,0830 4,7482 4,9847 4,8148 4,3313 3,6853 3,0487 2,5490 2,2174 1,9816 1,7119 1,3051 0,7582 0,1805 -0,2591 -0,4108 -0,2051 0,3369 1,1328 2,0659 3,0027 3,8131 4,3958 4,7081 4,7882 4,7341 4,6444 4,5654 4,4844 4,3650 4,1874 3,9702 3,7684 3,6615 3,7362 4,0600 4,6596 5,5096 6,5222 7,5508 8,4349 9,0635 9,4039 9,4688 9,2598 8,7598 7,9868 7,0348 6,0512 5,1796 4,5118 4,0702 3,8227 3,7048 3,6271 3,4755 3,1272 2,4968 1,5783 0,4448 -0,7871 -1,9881 -3,0216 -3,7354 -3,9757 -3,6590 -2,8507 -1,7628 -0,6736 0,1669 0,6172
F3    -3,0291 -2,8432 -2,5273 -2,2307 -1,9394 -1,5314 -0,9327 -0,2282 0,3387 0,4607 -0,0664 -1,1731 -2,4864 -3,5154 -3,9268 -3,6816 -2,9554 -1,9886 -1,0171 -0,2455 0,2304 0,5087 0,8352 1,4176 2,2744 3,2524 4,1570 4,8230 5,0726 4,7101 3,6334 1,9256 -0,1571 -2,2440 -3,9448 -4,9826 -5,2709 -4,8732 -3,9292 -2,6103 -1,0978 0,4198 1,7623 2,8119 3,5586 4,0835 4,4869 4,7984 4,9592 4,9083 4,6540 4,2393 3,6893 3,0321 2,3294 1,6469 1,0231 0,5014 0,1589 0,0672 0,2377 0,6267 1,1690 1,7770 2,3444 2,8101 3,2156 3,6618 4,2151 4,8602 5,5154 6,0485 6,2728 6,0069 5,1958 3,9313 2,3678 0,6940 -0,8156 -1,8148 -2,0272 -1,4006 -0,1424 1,3788 2,8024 3,9214 4,7052 5,2089 5,4812 5,5472 5,4368 5,1894 4,8134 4,2656 3,4975 2,5144 1,3950 0,2824 -0,6323 -1,1393 -1,0921 -0,5087 0,4224 1,4607 2,4374 3,2952 4,0431 4,6899 5,2224 5,6178 5,8458 5,8614 5,6311 5,1943 4,6666 4,1254 3,4934 2,5703 1,1983 -0,5785 -2,4677 -4,0030 -4,7076 -4,3036 -2,8523 -0,7089 1,6549 3,8152 5,4842 6,5324 6,9393 6,7233 5,9229 4,6201 2,9655 1,1902 -0,4218 -1,5998 -2,1393 -1,9256 -0,9667 0,5837 2,4599 4,3837 6,1865 7,8424 9,3488 10,5930 11,3535 11,4043 10,6342 9,1265 7,1476 5,0532 3,1802 1,7840 1,0244 0,9696 1,5979 2,7825 4,2913 5,8613 7,3115 8,5794 9,6546 10,4913 10,9996 11,1111 10,8211 10,1485 9,0928 7,6808 6,0429 4,4183 3,1037 2,3936 2,4990 3,4521 5,0847 7,1122 9,2247 11,1070 12,4462 12,9904 12,5940 11,2102 8,9184 5,9867 2,8258 -0,1762 -2,7612 -4,7398 -5,8881 -5,9657 -4,8519 -2,6894 0,0849 2,8648 5,0792 6,3558 6,5780 5,8644 4,5045 2,8660 1,2951 0,0282 -0,8585 -1,4189 -1,7550 -1,9590 -2,1010 -2,2194 -2,2888 -2,1922 -1,7620 -0,9029 0,3072 1,6310 2,7879 3,5745 3,8891 3,6799 2,9452 1,8006 0,4939 -0,6709 -1,4569 -1,8136 -1,8757 -1,7984 -1,6105 -1,2559 -0,7321 -0,1337 0,4260 0,8806 1,2123 1,4484 1,6597 1,9181 2,2327 2,5338 2,7040 2,5990 2,0514 0,9127 -0,8431 -3,0165 -5,1977 -6,9352 -7,9266 -8,0989 -7,5615 -6,4969 -5,0781 -3,4561 -1,7854 -0,2593 0,8779 1,4035 1,2445 0,5166 -0,5639 -1,7837 -2,9906 -4,1278 -5,2304 -6,3469 -7,4361 -8,3357 -8,8295 -8,7658 -8,1573 -7,1811 -6,0713 -5,0037 -4,0457 -3,1683 -2,2933 -1,3690 -0,4429 0,3221 0,7130 0,5755 -0,1146 -1,2611 -2,6905 -4,1904 -5,5617 -6,6695 -7,4416 -7,8287 -7,7907 -7,3340 -6,5465 -5,5756 -4,5752 -3,6635 -2,9087 -2,3594 -2,0911 -2,1932 -2,6952 -3,5310 -4,5762 -5,6758 -6,6381 -7,2701 -7,4641 -7,2414 -6,7182 -6,0385 -5,3112 -4,5736 -3,7894 -2,8757 -1,7783 -0,5765 0,4996 1,2022 1,4104 1,1382 0,4610 -0,5203 -1,6703 -2,8219 -3,8102 -4,5153 -4,9071 -5,0808 -5,2119 -5,4286 -5,7442 -6,1075 -6,4586 -6,7467 -6,9556 -7,1076 -7,2184 -7,2715 -7,2445 -7,1146 -6,8084 -6,1898 -5,1517 -3,7319 -2,1446 -0,6982 0,3371 0,8164 0,7240 0,1429 -0,7637 -1,7930 -2,7958 -3,7329 -4,6203 -5,4482 -6,1524 -6,6213 -6,7438 -6,5134 -6,0889 -5,6971 -5,4587 -5,3421 -5,2644 -5,1630 -4,9784 -4,6701 -4,2973 -4,0349 -4,0741 -4,5017 -5,2258 -5,9866 -6,4817 -6,5519 -6,2941 -6,0050 -6,0052 -6,4782 -7,4099 -8,6146 -9,7985 -10,6250 -10,7946 -10,1324 -8,6546 -6,6012 -4,3977 -2,5063 -1,2254 -0,5750 -0,3641 -0,3806 -0,5286 -0,8201 -1,2975 -1,9823 -2,8483 -3,7969 -4,6693 -5,3073 -5,6129 -5,5616 -5,1697 -4,4702 -3,5114 -2,3487 -1,0422 0,3312 1,6795 2,9016 3,8643 4,3805 4,2687 3,4743 2,1054 0,3419 -1,6427 -3,6681 -5,5376 -7,1099 -8,3369 -9,1611 -9,4235 -8,9527 -7,7500 -6,0747 -4,3366 -2,8641 -1,7483 -0,9014 -0,2153 0,3818 0,9557 1,5489 2,1287 2,5869 2,7734 2,5187 1,6595 0,1280 -1,9179 -4,0720 -5,8584 -6,9762 -7,3938 -7,2692 -6,8175 -6,1950 -5,4296 -4,4441 -3,1527 -1,5519 0,2255 1,8924 3,0545 3,3438 2,5917 0,9256 -1,2952 -3,6601 -5,8525 -7,6587 -8,9065 -9,4652 -9,3202 -8,6349 -7,7077 -6,8292 -6,1493 -5,6606 -5,2686 -4,8454 -4,2426 -3,3211 -2,0406 -0,5449 0,8547 1,8052 2,0564 1,5375 0,3730 -1,1362 -2,6067 -3,7303 -4,3750 -4,5672 -4,4037 -3,9626 -3,2887 -2,4562 -1,6028 -0,8687 -0,3098 0,1158 0,4719 0,7435 0,8108 0,5241 -0,2011 -1,3370 -2,7355 -4,1556 -5,3239 -6,0212 -6,1653 -5,8213 -5,1255 -4,2200 -3,2394 -2,3055 -1,5157 -0,9423 -0,6423 -0,6529 -0,9518 -1,4314 -1,9380 -2,3386 -2,5467 -2,5068 -2,1710 -1,5059 -0,5288 0,6486 1,7904 2,5776 2,7433 2,2020 1,0687 -0,4125 -1,9421 -3,2127 -3,9769 -4,1380 -3,7979 -3,1989 -2,5675 -1,9732 -1,3367 -0,5640 0,3475 1,3050 2,1782 2,8741 3,3767 3,7216 3,9292 3,9642 3,7867 3,4387 3,0481 2,7451 2,5698 2,4387 2,2145 1,8312 1,3753 1,0716 1,1872 1,8972 3,1947 4,9084 6,7768 8,5127 9,8682 10,7070 11,0195 10,8743 10,3740 9,6399 8,8045 8,0069 7,3615 6,9102 6,6106 6,3626 6,0490 5,5912 4,9738 4,1915 3,1925 1,9170 0,4059 -1,1407 -2,4385 -3,2800 -3,6429 -3,6458 -3,3846 -2,8092 -1,7760 -0,2279 1,6783 3,5805 5,0217 5,6238
F7    -4,0536 -3,5115 -2,7652 -1,9897 -1,3006 -0,7474 -0,3488 -0,1341 -0,1616 -0,4828 -1,0691 -1,7752 -2,3785 -2,6685 -2,5422 -2,0504 -1,3488 -0,6071 0,0439 0,5342 0,8711 1,1298 1,4129 1,7885 2,2378 2,6621 2,9560 3,0637 2,9672 2,6593 2,1461 1,4659 0,7025 -0,0171 -0,5551 -0,8183 -0,7974 -0,5609 -0,2135 0,1511 0,4662 0,6795 0,7527 0,6823 0,5162 0,3518 0,3037 0,4434 0,7547 1,1548 1,5593 1,9260 2,2434 2,4978 2,6654 2,7261 2,6687 2,4867 2,1993 1,8795 1,6280 1,5004 1,4615 1,4134 1,2739 1,0436 0,7951 0,5970 0,4706 0,4094 0,4010 0,4190 0,4179 0,3527 0,2068 0,0027 -0,2113 -0,3836 -0,4630 -0,3950 -0,1396 0,2975 0,8587 1,4464 1,9365 2,2158 2,2308 1,9974 1,5754 1,0672 0,6228 0,3764 0,3554 0,4817 0,6672 0,8877 1,1769 1,5742 2,0795 2,6488 3,2113 3,6768 3,9549 3,9982 3,8348 3,5621 3,3020 3,1322 3,0483 2,9850 2,8651 2,6422 2,3251 1,9778 1,6982 1,5675 1,5885 1,6677 1,6722 1,5127 1,1827 0,7559 0,3636 0,1306 0,0896 0,1702 0,2789 0,3792 0,4977 0,6760 0,9324 1,2573 1,6129 1,9342 2,1612 2,2927 2,4117 2,6507 3,1150 3,8220 4,6898 5,5646 6,2776 6,7211 6,9057 6,9551 7,0258 7,2041 7,4555 7,6555 7,6742 7,4466 6,9865 6,3651 5,6807 5,0292 4,4985 4,1870 4,1895 4,5362 5,1482 5,8806 6,6157 7,3058 7,9395 8,5081 9,0005 9,3919 9,6245 9,6225 9,3386 8,7967 8,1052 7,4353 6,9769 6,8774 7,1765 7,7698 8,4388 8,9485 9,1513 9,0127 8,5615 7,8355 6,8637 5,6793 4,3518 3,0011 1,7506 0,6613 -0,2738 -1,0751 -1,7245 -2,1469 -2,2356 -1,9230 -1,2661 -0,4663 0,2163 0,5823 0,5476 0,1237 -0,6172 -1,5564 -2,5416 -3,4264 -4,1137 -4,5546 -4,7224 -4,6169 -4,2941 -3,8654 -3,4423 -3,0681 -2,7054 -2,2965 -1,8321 -1,3707 -1,0165 -0,8783 -1,0244 -1,4472 -2,0638 -2,7508 -3,3758 -3,8216 -4,0270 -4,0167 -3,8663 -3,6251 -3,2840 -2,8306 -2,3176 -1,8641 -1,5906 -1,5441 -1,6720 -1,8638 -2,0220 -2,1054 -2,1325 -2,1725 -2,3312 -2,7069 -3,3387 -4,1972 -5,2120 -6,2877 -7,3068 -8,1530 -8,7554 -9,1111 -9,2514 -9,1765 -8,8309 -8,1521 -7,1549 -5,9752 -4,8268 -3,9084 -3,3318 -3,1105 -3,1925 -3,4876 -3,8764 -4,2388 -4,5088 -4,6932 -4,8356 -4,9732 -5,1202 -5,2690 -5,3969 -5,4756 -5,4853 -5,4245 -5,3064 -5,1476 -4,9622 -4,7878 -4,7278 -4,9270 -5,4734 -6,3252 -7,3311 -8,3105 -9,1235 -9,6984 -10,0252 -10,1439 -10,1271 -10,0463 -9,9454 -9,8507 -9,7951 -9,8255 -9,9966 -10,3538 -10,9027 -11,5906 -12,3141 -12,9510 -13,4044 -13,6443 -13,7158 -13,6905 -13,5908 -13,3725 -12,9895 -12,4540 -11,8211 -11,1359 -10,4222 -9,7257 -9,1295 -8,7155 -8,5455 -8,6787 -9,1523 -9,9190 -10,8391 -11,7504 -12,5347 -13,1268 -13,4952 -13,6272 -13,5295 -13,2469 -12,8885 -12,6199 -12,5974 -12,8867 -13,4349 -14,1200 -14,8255 -15,4839 -16,0700 -16,5641 -16,9237 -17,0991 -17,0705 -16,8730 -16,5836 -16,2690 -15,9460 -15,5974 -15,2230 -14,8543 -14,5228 -14,2428 -14,0427 -13,9783 -14,0942 -14,3838 -14,7834 -15,1900 -15,4885 -15,5800 -15,4004 -14,9301 -14,2093 -13,3386 -12,4453 -11,6367 -10,9779 -10,5010 -10,2190 -10,1378 -10,2764 -10,6753 -11,3604 -12,2838 -13,3012 -14,2147 -14,8456 -15,1004 -15,0079 -14,6988 -14,3407 -14,0708 -13,9649 -14,0473 -14,3085 -14,6932 -15,0854 -15,3429 -15,3593 -15,0986 -14,5972 -13,9634 -13,3590 -12,9416 -12,7947 -12,9036 -13,1828 -13,5203 -13,8217 -14,0403 -14,1709 -14,2273 -14,2449 -14,2925 -14,4481 -14,7406 -15,0992 -15,3570 -15,3324 -14,9326 -14,1991 -13,2657 -12,2860 -11,3859 -10,6519 -10,1357 -9,8720 -9,9016 -10,2698 -10,9835 -11,9729 -13,1036 -14,2219 -15,1974 -15,9546 -16,4821 -16,7974 -16,8815 -16,6534 -16,0327 -15,0465 -13,8679 -12,7338 -11,8081 -11,1210 -10,6210 -10,2645 -10,0567 -10,0276 -10,1814 -10,4643 -10,7824 -11,0563 -11,2564 -11,4022 -11,5387 -11,6965 -11,8560 -11,9671 -12,0085 -12,0064 -11,9918 -11,9693 -11,9252 -11,8427 -11,7101 -11,5333 -11,3513 -11,2342 -11,2559 -11,4646 -11,8652 -12,4105 -12,9988 -13,4901 -13,7567 -13,7369 -13,4396 -12,9204 -12,2763 -11,6321 -11,0978 -10,7420 -10,6035 -10,6945 -10,9845 -11,3989 -11,8240 -12,1009 -12,0548 -11,5865 -10,7499 -9,7453 -8,8419 -8,2828 -8,2123 -8,6341 -9,4072 -10,3017 -11,0999 -11,6717 -11,9737 -11,9928 -11,7084 -11,1247 -10,3337 -9,5191 -8,8751 -8,5144 -8,4447 -8,6130 -8,9623 -9,4541 -10,0547 -10,7227 -11,4097 -12,0517 -12,5523 -12,7910 -12,6729 -12,1780 -11,3661 -10,3390 -9,2023 -8,0522 -6,9795 -6,0630 -5,3507 -4,8678 -4,6457 -4,7298 -5,1545 -5,9064 -6,8949 -7,9545 -8,8802 -9,4804 -9,6470 -9,4050 -8,8872 -8,2605 -7,6747 -7,2356 -6,9858 -6,9034 -6,9116 -6,8969 -6,7511 -6,4263 -5,9703 -5,5201 -5,2467 -5,2712 -5,6030 -6,1396 -6,7093 -7,1262 -7,2420 -6,9824 -6,3606 -5,4701 -4,4525 -3,4546 -2,5975 -1,9530 -1,5185 -1,2179 -0,9499 -0,6607 -0,3816 -0,2001 -0,1868 -0,3418 -0,5998 -0,8716 -1,0722 -1,1276 -0,9876 -0,6489 -0,1568 0,4219 1,0259 1,6045 2,1123 2,5064 2,7476 2,8198 2,7546 2,6246 2,4983 2,4006 2,3096 2,1883 2,0119 1,7586 1,3781 0,7900 -0,0749 -1,2115 -2,5059 -3,7699 -4,8182 -5,5276 -5,8529 -5,8008 -5,3933 -4,6785 -3,7744 -2,8632 -2,1309 -1,7167 -1,6862
