Fp1   -3,9332 -3,3809 -2,8698 -2,5323 -2,3209 -2,0826 -1,6862 -1,0876 -0,3330 0,4440 1,0683 1,4305 1,5616 1,6030 1,7258 2,0588 2,6180 3,2711 3,7807 3,9139 3,5731 2,8488 1,9222 0,9284 -0,0680 -1,0192 -1,8824 -2,6463 -3,3235 -3,9049 -4,3358 -4,5514 -4,5090 -4,1669 -3,4880 -2,4946 -1,2724 0,0769 1,4448 2,6902 3,6488 4,1799 4,2112 3,7627 2,9553 1,9967 1,1039 0,3758 -0,2732 -1,0323 -2,0289 -3,2062 -4,3354 -5,1543 -5,5121 -5,4346 -5,1075 -4,7786 -4,6409 -4,7856 -5,2105 -5,8397 -6,5474 -7,1838 -7,6181 -7,7798 -7,6490 -7,2370 -6,6062 -5,8928 -5,2767 -4,8983 -4,7930 -4,9024 -5,1465 -5,4688 -5,8164 -6,1124 -6,2656 -6,2250 -6,0461 -5,8603 -5,7422 -5,6155 -5,2945 -4,6119 -3,5232 -2,1378 -0,6925 0,5180 1,2456 1,3718 0,9055 -0,0511 -1,3039 -2,5810 -3,6044 -4,2033 -4,4188 -4,5004 -4,7396 -5,2753 -6,0534 -6,9461 -7,8672 -8,7658 -9,5791 -10,2384 -10,6817 -10,8681 -10,8390 -10,7241 -10,6218 -10,5001 -10,2502 -9,7997 -9,1530 -8,3592 -7,4557 -6,4481 -5,3561 -4,2387 -3,1427 -2,0618 -1,0017 -0,0668 0,5861 0,8862 0,8884 0,7012 0,4270 0,1414 -0,1189 -0,3357 -0,4883 -0,5636 -0,5540 -0,4507 -0,2965 -0,2437 -0,5004 -1,1820 -2,2371 -3,5131 -4,8525 -6,1164 -7,1623 -7,8620 -8,1718 -8,1553 -7,9159 -7,5344 -7,0730 -6,5785 -6,0615 -5,5019 -4,8883 -4,2492 -3,6377 -3,0865 -2,6017 -2,1941 -1,8786 -1,6437 -1,4592 -1,3071 -1,1845 -1,0889 -1,0226 -1,0179 -1,1495 -1,4973 -2,0682 -2,7328 -3,2688 -3,5162 -3,4727 -3,2089 -2,7833 -2,3048 -1,9809 -1,9883 -2,3054 -2,7190 -2,9701 -2,8889 -2,4446 -1,6987 -0,7294 0,3730 1,4671 2,3738 2,9477 3,1427 3,0128 2,6585 2,1812 1,6603 1,1170 0,5032 -0,2351 -1,0934 -2,0113 -2,9143 -3,7344 -4,3936 -4,8019 -4,9193 -4,7877 -4,4393 -3,8330 -2,9359 -1,8074 -0,5784 0,6208 1,7174 2,6906 3,5051 4,0770 4,3429 4,3397 4,1674 3,9113 3,6308 3,3720 3,1598 2,9960 2,8648 2,7347 2,5550 2,2326 1,6264 0,6485 -0,6105 -1,9052 -2,9681 -3,5929 -3,6496 -3,1144 -2,1359 -1,0461 -0,2299 0,0786 -0,1038 -0,5723 -1,0654 -1,3639 -1,3340 -0,9470 -0,2627 0,6360 1,6694 2,7288 3,6760 4,4043 4,8971 5,2347 5,5297 5,8422 6,1531 6,3916 6,4914 6,4673 6,4164 6,4058 6,3924 6,2682 5,9666 5,5482 5,1959 5,0863 5,2510 5,5989 6,0634 6,6637 7,4357 8,3624 9,3664 10,3225 11,0697 11,4498 11,3752 10,8907 10,1886 9,5356 9,1529 9,1560 9,5460 10,1803 10,7724 10,9912 10,6055 9,5894 8,1245 6,4809 4,8820 3,4612 2,2789 1,3623 0,7525 0,5079 0,6341 1,0202 1,5129 2,0700 2,7646 3,6274 4,5640 5,4242 6,0760 6,4230 6,4302 6,1668 5,7993 5,5045 5,3856 5,4849 5,8286 6,4108 7,1597 7,9619 8,7100 9,3277 9,7981 10,1720 10,5161 10,8583 11,1838 11,4512 11,5881 11,4869 11,0691 10,4004 9,7153 9,3005 9,3390 9,8070 10,4692 11,0000 11,1565 10,8962 10,3807 9,8430 9,4088 9,0529 8,7135 8,4092 8,2220 8,1909 8,2829 8,4724 8,7777 9,2109 9,7470 10,3343 10,8888 11,2947 11,4485 11,2966 10,8398 10,1475 9,3740 8,7255 8,3864 8,4429 8,8563 9,4994 10,2069 10,8070 11,1594 11,1836 10,8520 10,1864 9,2807 8,2873 7,3527 6,5746 5,9916 5,5607 5,1786 4,7827 4,4188 4,1993 4,2277 4,5481 5,1256 5,8854 6,7690 7,7153 8,6074 9,2955 9,6897 9,8161 9,7731 9,6261 9,3495 8,8754 8,2041 7,4771 6,9301 6,7558 7,0142 7,6535 8,5514 9,5296 10,3953 11,0096 11,3240 11,3591 11,1632 10,8164 10,4536 10,2217 10,1943 10,3461 10,5906 10,8224 10,9603 10,9980 10,9952 10,9767 10,8457 10,4381 9,6746 8,6447 7,5710 6,7154 6,2559 6,1813 6,2975 6,3431 6,1238 5,5930 4,8578 4,1232 3,6105 3,4878 3,8206 4,5279 5,3783 6,0873 6,4663 6,4908 6,2520 5,8939 5,5880 5,4808 5,6050 5,8502 6,0264 5,9609 5,5703 4,8892 4,0742 3,3634 2,9545 2,8918 3,0947 3,4753 4,0006 4,6701 5,4678 6,3359 7,1813 7,9239 8,5327 8,9912 9,2534 9,2597 8,9823 8,4519 7,7479 6,9468 6,0797 5,1652 4,2690 3,4826 2,8376 2,2696 1,6709 0,9836 0,2565 -0,3737 -0,7588 -0,8184 -0,5667 -0,0846 0,5066 1,0576 1,4134 1,4419 1,1054 0,5484 0,0759 -0,0060 0,4657 1,4827 2,9067 4,5218 6,0834 7,3707 8,2489 8,7070 8,8279 8,7470 8,6542 8,7731 9,2581 10,0786 10,9731 11,5318 11,3970 10,4594 8,9069 7,1000 5,3913 4,0284 3,1454 2,7665 2,7946 3,0230 3,2123 3,2058 2,9749 2,5682 2,0706 1,6071 1,3299 1,3592 1,7053 2,2457 2,7914 3,1648 3,2664 3,1599 3,0630 3,1738 3,5141 3,9525 4,3232 4,4977 4,3987 4,0060 3,3675 2,6031 1,8960 1,4589 1,4519 1,8664 2,4877 2,9965 3,1319 2,8237 2,2125 1,5295 0,9388 0,4624 0,0155 -0,5123 -1,2188 -2,1840 -3,4158 -4,7789 -6,0257 -6,9221 -7,3408 -7,2785 -6,8423 -6,2128 -5,5699 -5,0209 -4,5855 -4,2278 -3,8849 -3,4982 -3,0652 -2,6463 -2,3062 -2,0917 -2,0313 -2,0821 -2,1126 -2,0003 -1,7224 -1,3429 -0,9395 -0,5464 -0,1560 0,2172 0,4920 0,5596 0,3546 -0,1088 -0,7434 -1,4071 -1,9220 -2,1356 -2,0164 -1,6776 -1,3056
Fz    -2,1349 -1,9981 -1,8841 -1,8172 -1,7576 -1,6317 -1,3796 -0,9874 -0,4926 0,0255 0,4746 0,7959 0,9915 1,1111 1,2206 1,3739 1,5834 1,8017 1,9380 1,9033 1,6616 1,2497 0,7440 0,2105 -0,3070 -0,7685 -1,1303 -1,3607 -1,4559 -1,4375 -1,3387 -1,1935 -1,0220 -0,8150 -0,5490 -0,2164 0,1729 0,6042 1,0490 1,4519 1,7396 1,8480 1,7509 1,4672 1,0443 0,5411 0,0164 -0,4952 -1,0105 -1,5874 -2,2683 -3,0250 -3,7587 -4,3501 -4,7134 -4,8324 -4,7735 -4,6523 -4,5733 -4,5941 -4,7216 -4,9229 -5,1429 -5,3175 -5,3828 -5,2840 -4,9867 -4,4956 -3,8709 -3,2217 -2,6715 -2,3098 -2,1575 -2,1760 -2,3115 -2,5257 -2,7833 -3,0314 -3,2095 -3,2833 -3,2724 -3,2377 -3,2234 -3,2128 -3,1374 -2,9283 -2,5652 -2,0948 -1,6180 -1,2571 -1,1089 -1,2074 -1,5253 -1,9984 -2,5424 -3,0632 -3,4732 -3,7193 -3,8168 -3,8529 -3,9412 -4,1617 -4,5367 -5,0479 -5,6658 -6,3522 -7,0485 -7,6840 -8,1944 -8,5362 -8,7047 -8,7282 -8,6247 -8,3784 -7,9656 -7,3877 -6,6712 -5,8507 -4,9602 -4,0387 -3,1386 -2,3070 -1,5568 -0,8741 -0,2578 0,2597 0,6389 0,8691 0,9702 0,9697 0,8907 0,7512 0,5679 0,3691 0,1910 0,0536 -0,0449 -0,1081 -0,1447 -0,1972 -0,3404 -0,6341 -1,0859 -1,6558 -2,2792 -2,8851 -3,4063 -3,7941 -4,0390 -4,1718 -4,2324 -4,2433 -4,2084 -4,1272 -4,0065 -3,8562 -3,6776 -3,4649 -3,2141 -2,9247 -2,6014 -2,2632 -1,9402 -1,6559 -1,4221 -1,2467 -1,1388 -1,1080 -1,1670 -1,3337 -1,6274 -2,0544 -2,5877 -3,1559 -3,6620 -4,0332 -4,2526 -4,3371 -4,3116 -4,2288 -4,1746 -4,2090 -4,3045 -4,3648 -4,2944 -4,0520 -3,6599 -3,1717 -2,6422 -2,1322 -1,7207 -1,4872 -1,4726 -1,6594 -1,9870 -2,3857 -2,8005 -3,1992 -3,5768 -3,9548 -4,3637 -4,8211 -5,3217 -5,8367 -6,3183 -6,7116 -6,9711 -7,0786 -7,0474 -6,8969 -6,6324 -6,2604 -5,8080 -5,3159 -4,8165 -4,3208 -3,8316 -3,3730 -2,9982 -2,7598 -2,6760 -2,7317 -2,8948 -3,1239 -3,3799 -3,6335 -3,8591 -4,0335 -4,1487 -4,2227 -4,3039 -4,4645 -4,7625 -5,1943 -5,6902 -6,1485 -6,4658 -6,5609 -6,3995 -6,0208 -5,5446 -5,1278 -4,8840 -4,8322 -4,9059 -4,9995 -5,0138 -4,8837 -4,5903 -4,1605 -3,6486 -3,1137 -2,6069 -2,1589 -1,7683 -1,4009 -1,0052 -0,5467 -0,0422 0,4420 0,8228 1,0455 1,1229 1,1279 1,1333 1,1638 1,1971 1,2000 1,1711 1,1526 1,1928 1,2997 1,4466 1,6182 1,8308 2,1051 2,4351 2,7820 3,0850 3,2727 3,2793 3,0661 2,6441 2,0834 1,4884 0,9509 0,5265 0,2384 0,0757 -0,0214 -0,1575 -0,4406 -0,9261 -1,5905 -2,3589 -3,1477 -3,8855 -4,5199 -5,0168 -5,3550 -5,5247 -5,5307 -5,3935 -5,1303 -4,7330 -4,1868 -3,5212 -2,8198 -2,1748 -1,6503 -1,2785 -1,0604 -0,9616 -0,9146 -0,8376 -0,6658 -0,3644 0,0763 0,6397 1,2774 1,9169 2,4839 2,9260 3,2303 3,4209 3,5395 3,6323 3,7427 3,8991 4,0934 4,2715 4,3649 4,3519 4,2827 4,2461 4,3156 4,5060 4,7580 4,9661 5,0339 4,9227 4,6676 4,3463 4,0214 3,7169 3,4446 3,2330 3,1161 3,0947 3,1266 3,1609 3,1698 3,1491 3,1101 3,0696 3,0342 2,9925 2,9234 2,8043 2,6173 2,3631 2,0727 1,8016 1,6083 1,5269 1,5513 1,6459 1,7661 1,8692 1,9163 1,8728 1,7158 1,4500 1,1222 0,8109 0,5886 0,4834 0,4649 0,4543 0,3598 0,1270 -0,2293 -0,6333 -0,9783 -1,1703 -1,1641 -0,9638 -0,5985 -0,1200 0,3863 0,8255 1,1397 1,3308 1,4415 1,5151 1,5667 1,5913 1,5956 1,6180 1,7142 1,9216 2,2399 2,6397 3,0745 3,4807 3,7852 3,9265 3,8747 3,6399 3,2673 2,8275 2,4053 2,0760 1,8847 1,8430 1,9312 2,0973 2,2685 2,3830 2,4083 2,3246 2,1022 1,7124 1,1653 0,5256 -0,1078 -0,6358 -0,9984 -1,2049 -1,3288 -1,4700 -1,7078 -2,0652 -2,5008 -2,9261 -3,2391 -3,3632 -3,2781 -3,0333 -2,7371 -2,5131 -2,4454 -2,5512 -2,7879 -3,0715 -3,3007 -3,3994 -3,3589 -3,2394 -3,1260 -3,0841 -3,1376 -3,2661 -3,4062 -3,4631 -3,3508 -3,0370 -2,5497 -1,9463 -1,2854 -0,6178 0,0152 0,5801 1,0470 1,3975 1,6376 1,7845 1,8370 1,7690 1,5549 1,1967 0,7252 0,1783 -0,4116 -1,0054 -1,5510 -2,0137 -2,4117 -2,8114 -3,2845 -3,8599 -4,5010 -5,1214 -5,6252 -5,9470 -6,0709 -6,0254 -5,8711 -5,6873 -5,5549 -5,5308 -5,6136 -5,7223 -5,7239 -5,4988 -4,9892 -4,2083 -3,2293 -2,1654 -1,1408 -0,2578 0,4296 0,9212 1,2477 1,4536 1,6114 1,8235 2,1703 2,6335 3,0692 3,2732 3,0981 2,5331 1,6986 0,7752 -0,0725 -0,7303 -1,1391 -1,3029 -1,2957 -1,2418 -1,2653 -1,4400 -1,7785 -2,2536 -2,8089 -3,3568 -3,7997 -4,0718 -4,1714 -4,1565 -4,1099 -4,1053 -4,1747 -4,2757 -4,3119 -4,2147 -3,9980 -3,7297 -3,4769 -3,2868 -3,1893 -3,1955 -3,2917 -3,4364 -3,5638 -3,5957 -3,4756 -3,2182 -2,9271 -2,7490 -2,7958 -3,0848 -3,5353 -4,0240 -4,4571 -4,8116 -5,1282 -5,4765 -5,9310 -6,5526 -7,3478 -8,2385 -9,0918 -9,7815 -10,2244 -10,3919 -10,3203 -10,0979 -9,8215 -9,5551 -9,3237 -9,1292 -8,9585 -8,7866 -8,5923 -8,3730 -8,1424 -7,9283 -7,7612 -7,6394 -7,5198 -7,3551 -7,1296 -6,8563 -6,5540 -6,2371 -5,9228 -5,6471 -5,4657 -5,4272 -5,5471 -5,7970 -6,1070 -6,3747 -6,4937 -6,4036 -6,1269 -5,7496 -5,3629
F3    -2,0368 -1,8810 -1,7206 -1,6197 -1,5764 -1,5356 -1,4285 -1,2057 -0,8608 -0,4451 -0,0464 0,2671 0,4818 0,6287 0,7606 0,9322 1,1647 1,4136 1,5810 1,5713 1,3593 1,0075 0,6069 0,2081 -0,1801 -0,5511 -0,8820 -1,1503 -1,3474 -1,4668 -1,4902 -1,3996 -1,1960 -0,8895 -0,4924 -0,0304 0,4600 0,9467 1,3964 1,7624 1,9895 2,0407 1,9176 1,6481 1,2672 0,8247 0,3891 0,0033 -0,3689 -0,8269 -1,4420 -2,1818 -2,9214 -3,5156 -3,8623 -3,9388 -3,8160 -3,6249 -3,4851 -3,4581 -3,5449 -3,7088 -3,9044 -4,0918 -4,2231 -4,2235 -4,0146 -3,5763 -2,9781 -2,3465 -1,8074 -1,4426 -1,2710 -1,2606 -1,3638 -1,5436 -1,7680 -1,9924 -2,1595 -2,2251 -2,2025 -2,1648 -2,1758 -2,2224 -2,2218 -2,0883 -1,7920 -1,3768 -0,9453 -0,6213 -0,4987 -0,6096 -0,9381 -1,4438 -2,0597 -2,6891 -3,2267 -3,5992 -3,8086 -3,9352 -4,0872 -4,3411 -4,7200 -5,2152 -5,8082 -6,4602 -7,0972 -7,6342 -8,0048 -8,1739 -8,1519 -7,9844 -7,7040 -7,3002 -6,7494 -6,0562 -5,2549 -4,3878 -3,4918 -2,6062 -1,7850 -1,0739 -0,4671 0,0885 0,6270 1,1219 1,5253 1,8256 2,0396 2,1725 2,2149 2,1619 2,0263 1,8520 1,7028 1,6213 1,6120 1,6636 1,7514 1,8138 1,7603 1,5224 1,0885 0,4955 -0,1949 -0,9032 -1,5348 -2,0073 -2,2950 -2,4368 -2,4897 -2,4825 -2,4176 -2,3007 -2,1537 -1,9981 -1,8349 -1,6513 -1,4374 -1,1906 -0,9135 -0,6180 -0,3206 -0,0317 0,2402 0,4739 0,6364 0,6932 0,6166 0,3913 0,0171 -0,4924 -1,1053 -1,7546 -2,3428 -2,7921 -3,0802 -3,2125 -3,2002 -3,0935 -2,9890 -2,9576 -2,9748 -2,9416 -2,7602 -2,3937 -1,8818 -1,3084 -0,7536 -0,2818 0,0429 0,1610 0,0460 -0,2808 -0,7610 -1,3202 -1,8829 -2,3929 -2,8420 -3,2769 -3,7602 -4,3179 -4,9271 -5,5415 -6,1147 -6,5983 -6,9393 -7,1038 -7,0937 -6,9182 -6,5707 -6,0538 -5,4056 -4,6909 -3,9745 -3,3044 -2,7167 -2,2584 -1,9864 -1,9228 -2,0206 -2,1982 -2,3957 -2,5913 -2,7906 -3,0076 -3,2350 -3,4363 -3,5769 -3,6565 -3,7177 -3,8357 -4,0783 -4,4533 -4,9033 -5,3424 -5,6847 -5,8554 -5,8101 -5,5723 -5,2493 -4,9829 -4,8639 -4,8877 -4,9793 -5,0450 -5,0083 -4,8192 -4,4583 -3,9449 -3,3328 -2,6941 -2,0999 -1,5993 -1,1995 -0,8640 -0,5341 -0,1694 0,2189 0,5716 0,8162 0,9141 0,8972 0,8524 0,8518 0,8944 0,9209 0,8831 0,8053 0,7746 0,8666 1,0844 1,3797 1,7173 2,0978 2,5269 2,9862 3,4304 3,7946 4,0066 4,0063 3,7657 3,3082 2,7186 2,1140 1,5885 1,1928 0,9495 0,8472 0,8183 0,7440 0,4998 0,0174 -0,6786 -1,4935 -2,3153 -3,0553 -3,6610 -4,1081 -4,3815 -4,4706 -4,3809 -4,1424 -3,7850 -3,3012 -2,6655 -1,9031 -1,1078 -0,3876 0,1820 0,5639 0,7595 0,8155 0,8184 0,8605 0,9977 1,2422 1,5816 1,9880 2,4097 2,7762 3,0232 3,1211 3,0913 2,9967 2,9082 2,8775 2,9323 3,0780 3,2820 3,4661 3,5504 3,5283 3,4830 3,5277 3,7371 4,1081 4,5546 4,9392 5,1343 5,0856 4,8441 4,5219 4,2062 3,9199 3,6569 3,4367 3,3033 3,2722 3,3057 3,3565 3,4068 3,4644 3,5464 3,6664 3,8150 3,9511 4,0184 3,9706 3,7892 3,5038 3,1892 2,9270 2,7681 2,7199 2,7539 2,8223 2,8747 2,8663 2,7656 2,5532 2,2200 1,7805 1,2926 0,8473 0,5274 0,3686 0,3422 0,3597 0,3108 0,1268 -0,1793 -0,5225 -0,7891 -0,8951 -0,8263 -0,6173 -0,3027 0,0919 0,5233 0,9263 1,2446 1,4666 1,6266 1,7627 1,8735 1,9264 1,9101 1,8727 1,9037 2,0771 2,4098 2,8651 3,3707 3,8338 4,1670 4,3104 4,2432 3,9867 3,5961 3,1527 2,7572 2,4990 2,4228 2,5255 2,7630 3,0485 3,2745 3,3669 3,3151 3,1407 2,8455 2,4050 1,8126 1,1136 0,4012 -0,2083 -0,6210 -0,8191 -0,8730 -0,8980 -0,9945 -1,2092 -1,5298 -1,8972 -2,2245 -2,4305 -2,4815 -2,4155 -2,3248 -2,3003 -2,3851 -2,5732 -2,8315 -3,1071 -3,3238 -3,4106 -3,3538 -3,2132 -3,0805 -3,0271 -3,0741 -3,1855 -3,2770 -3,2450 -3,0242 -2,6326 -2,1462 -1,6362 -1,1344 -0,6432 -0,1566 0,3201 0,7588 1,1232 1,3961 1,5757 1,6502 1,5976 1,4078 1,0980 0,7051 0,2629 -0,2133 -0,7089 -1,1902 -1,6325 -2,0595 -2,5320 -3,0954 -3,7393 -4,3939 -4,9569 -5,3332 -5,4712 -5,3767 -5,1042 -4,7438 -4,4069 -4,1969 -4,1720 -4,3133 -4,5182 -4,6411 -4,5582 -4,2032 -3,5701 -2,7143 -1,7473 -0,8062 -0,0103 0,5764 0,9570 1,1761 1,2949 1,4011 1,6073 1,9896 2,5137 3,0208 3,2965 3,1794 2,6432 1,8048 0,8581 -0,0149 -0,6919 -1,1123 -1,2739 -1,2383 -1,1219 -1,0549 -1,1307 -1,3868 -1,8149 -2,3664 -2,9517 -3,4629 -3,8180 -3,9996 -4,0550 -4,0610 -4,0921 -4,1888 -4,3184 -4,3867 -4,3194 -4,1257 -3,8756 -3,6436 -3,4792 -3,4038 -3,4199 -3,5180 -3,6709 -3,8248 -3,9019 -3,8298 -3,5976 -3,2902 -3,0490 -2,9875 -3,1263 -3,3932 -3,6895 -3,9612 -4,2190 -4,5125 -4,8958 -5,4160 -6,1094 -6,9668 -7,9007 -8,7719 -9,4545 -9,8760 -10,0223 -9,9364 -9,7071 -9,4319 -9,1766 -8,9644 -8,7922 -8,6449 -8,5024 -8,3517 -8,1918 -8,0289 -7,8809 -7,7718 -7,6931 -7,5865 -7,3883 -7,0866 -6,7268 -6,3726 -6,0651 -5,8130 -5,6153 -5,4821 -5,4304 -5,4682 -5,5826 -5,7297 -5,8315 -5,7983 -5,5849 -5,2350 -4,8582 -4,5562
F7    -0,7933 -0,7943 -0,7853 -0,8143 -0,8791 -0,9355 -0,9314 -0,8310 -0,6318 -0,3759 -0,1258 0,0814 0,2478 0,3917 0,5332 0,6941 0,8801 1,0506 1,1241 1,0374 0,8178 0,5786 0,4237 0,3647 0,3391 0,2885 0,2044 0,1062 -0,0014 -0,1301 -0,2742 -0,4034 -0,4918 -0,5242 -0,4857 -0,3700 -0,1899 0,0340 0,2833 0,5330 0,7392 0,8552 0,8592 0,7482 0,5194 0,1892 -0,1919 -0,5754 -0,9669 -1,4216 -1,9772 -2,5999 -3,1935 -3,6454 -3,8717 -3,8575 -3,6821 -3,4873 -3,3991 -3,4710 -3,6858 -3,9920 -4,3368 -4,6751 -4,9477 -5,0705 -4,9756 -4,6657 -4,2083 -3,6892 -3,1821 -2,7419 -2,3997 -2,1606 -2,0187 -1,9706 -2,0030 -2,0691 -2,0903 -2,0035 -1,8240 -1,6447 -1,5490 -1,5319 -1,5117 -1,4028 -1,1719 -0,8510 -0,5227 -0,2951 -0,2574 -0,4402 -0,8232 -1,3639 -2,0012 -2,6473 -3,2006 -3,5830 -3,7825 -3,8600 -3,9099 -4,0069 -4,1814 -4,4339 -4,7550 -5,1206 -5,4827 -5,7864 -5,9905 -6,0752 -6,0437 -5,9107 -5,6768 -5,3226 -4,8355 -4,2272 -3,5218 -2,7395 -1,8963 -1,0210 -0,1667 0,6096 1,2884 1,8882 2,4173 2,8562 3,1998 3,4826 3,7399 3,9693 4,1395 4,2135 4,1727 4,0421 3,8794 3,7224 3,5684 3,4059 3,2300 3,0228 2,7482 2,3800 1,9222 1,3984 0,8371 0,2807 -0,2082 -0,5687 -0,7785 -0,8637 -0,8720 -0,8380 -0,7771 -0,7077 -0,6625 -0,6603 -0,6735 -0,6396 -0,5064 -0,2683 0,0336 0,3413 0,6178 0,8612 1,0852 1,2924 1,4663 1,5782 1,5990 1,5145 1,3333 1,0794 0,7865 0,5038 0,2871 0,1609 0,1011 0,0635 0,0096 -0,0997 -0,2990 -0,5735 -0,8387 -0,9879 -0,9510 -0,7188 -0,3392 0,1085 0,5510 0,9385 1,2369 1,4124 1,4293 1,2665 0,9393 0,5082 0,0617 -0,3266 -0,6403 -0,9258 -1,2522 -1,6597 -2,1426 -2,6783 -3,2540 -3,8531 -4,4288 -4,9123 -5,2393 -5,3569 -5,2280 -4,8538 -4,2832 -3,5944 -2,8707 -2,1868 -1,6063 -1,1837 -0,9539 -0,9064 -0,9783 -1,0962 -1,2194 -1,3448 -1,4902 -1,6682 -1,8560 -2,0012 -2,0705 -2,0763 -2,0620 -2,0807 -2,1788 -2,3754 -2,6564 -2,9838 -3,2986 -3,5210 -3,5752 -3,4460 -3,2088 -2,9880 -2,8776 -2,8977 -3,0111 -3,1584 -3,2703 -3,2703 -3,1004 -2,7586 -2,3062 -1,8348 -1,4258 -1,1268 -0,9401 -0,8191 -0,6908 -0,5047 -0,2683 -0,0361 0,1310 0,2074 0,2246 0,2465 0,3078 0,3775 0,3907 0,3150 0,1907 0,1066 0,1270 0,2463 0,4251 0,6552 0,9629 1,3630 1,8313 2,3160 2,7579 3,1009 3,2983 3,3244 3,1953 2,9789 2,7654 2,6186 2,5619 2,5918 2,6853 2,7961 2,8513 2,7641 2,4707 1,9666 1,3094 0,5925 -0,0936 -0,6894 -1,1654 -1,5022 -1,6801 -1,6933 -1,5604 -1,2984 -0,8902 -0,3184 0,3628 1,0239 1,5330 1,8145 1,8559 1,6962 1,4176 1,1330 0,9521 0,9368 1,0900 1,3829 1,7779 2,2250 2,6529 2,9829 3,1600 3,1810 3,0892 2,9375 2,7667 2,6145 2,5190 2,4838 2,4521 2,3565 2,2039 2,0863 2,1036 2,2968 2,6363 3,0385 3,3817 3,5414 3,4600 3,1922 2,8663 2,5938 2,4208 2,3477 2,3674 2,4657 2,5971 2,6972 2,7335 2,7303 2,7490 2,8519 3,0704 3,3828 3,7189 3,9897 4,1270 4,1149 3,9992 3,8563 3,7440 3,6736 3,6168 3,5284 3,3677 3,1141 2,7738 2,3742 1,9424 1,4941 1,0558 0,6823 0,4271 0,3064 0,2972 0,3481 0,3812 0,3098 0,0886 -0,2458 -0,5825 -0,7918 -0,7994 -0,6244 -0,3380 0,0079 0,3968 0,8137 1,2210 1,5773 1,8710 2,1253 2,3609 2,5555 2,6508 2,6129 2,4880 2,3873 2,4108 2,5885 2,8863 3,2381 3,5741 3,8461 4,0322 4,1218 4,1014 3,9580 3,7032 3,3976 3,1364 3,0075 3,0583 3,2757 3,5752 3,8299 3,9379 3,8671 3,6402 3,2869 2,8190 2,2441 1,5896 0,9142 0,3029 -0,1658 -0,4630 -0,6203 -0,7052 -0,7898 -0,9290 -1,1480 -1,4304 -1,7165 -1,9329 -2,0404 -2,0600 -2,0528 -2,0707 -2,1278 -2,2129 -2,3110 -2,4029 -2,4555 -2,4345 -2,3379 -2,2116 -2,1299 -2,1565 -2,3059 -2,5232 -2,6998 -2,7300 -2,5748 -2,2733 -1,8880 -1,4518 -0,9661 -0,4288 0,1490 0,7406 1,3051 1,8001 2,2000 2,4971 2,6877 2,7711 2,7585 2,6775 2,5665 2,4531 2,3305 2,1669 1,9353 1,6191 1,2011 0,6730 0,0563 -0,5902 -1,1784 -1,6149 -1,8360 -1,8342 -1,6561 -1,3734 -1,0700 -0,8429 -0,7826 -0,9281 -1,2333 -1,5838 -1,8559 -1,9634 -1,8585 -1,5247 -0,9942 -0,3527 0,2910 0,8400 1,2357 1,4762 1,6049 1,6874 1,8087 2,0595 2,4842 3,0342 3,5722 3,9299 3,9828 3,7008 3,1566 2,4887 1,8354 1,2922 0,9151 0,7307 0,7252 0,8366 0,9827 1,0922 1,1094 0,9951 0,7522 0,4428 0,1634 -0,0096 -0,0617 -0,0383 -0,0098 -0,0449 -0,1817 -0,3900 -0,5766 -0,6563 -0,6097 -0,4755 -0,3140 -0,1794 -0,1056 -0,1152 -0,2270 -0,4400 -0,7131 -0,9684 -1,1290 -1,1755 -1,1710 -1,2120 -1,3518 -1,5617 -1,7596 -1,8790 -1,9178 -1,9345 -2,0122 -2,2218 -2,6084 -3,1901 -3,9358 -4,7453 -5,4737 -5,9943 -6,2486 -6,2512 -6,0681 -5,7909 -5,5068 -5,2677 -5,0800 -4,9214 -4,7671 -4,6060 -4,4457 -4,3061 -4,2062 -4,1620 -4,1777 -4,2243 -4,2367 -4,1492 -3,9445 -3,6644 -3,3715 -3,1050 -2,8714 -2,6664 -2,4948 -2,3648 -2,2778 -2,2335 -2,2246 -2,2106 -2,1170 -1,8909 -1,5601 -1,2172 -0,9526
