Fp1   -1,4619 -1,7108 -1,9162 -2,0734 -2,1805 -2,2445 -2,2782 -2,2908 -2,2794 -2,2296 -2,1310 -1,9920 -1,8352 -1,6795 -1,5281 -1,3683 -1,1760 -0,9260 -0,6069 -0,2253 0,2070 0,6800 1,1760 1,6579 2,0771 2,3927 2,5885 2,6774 2,6838 2,6210 2,4887 2,2887 2,0346 1,7522 1,4705 1,2110 0,9865 0,8102 0,6916 0,6144 0,5383 0,4345 0,3105 0,1973 0,1181 0,0697 0,0234 -0,0574 -0,1990 -0,4116 -0,6949 -1,0425 -1,4364 -1,8402 -2,2040 -2,4891 -2,6909 -2,8308 -2,9236 -2,9642 -2,9495 -2,8995 -2,8483 -2,8196 -2,8145 -2,8187 -2,8136 -2,7779 -2,6921 -2,5454 -2,3349 -2,0652 -1,7537 -1,4257 -1,0984 -0,7777 -0,4755 -0,2189 -0,0331 0,0767 0,1247 0,1355 0,1295 0,1106 0,0746 0,0289 -0,0023 0,0041 0,0558 0,1528 0,3012 0,5078 0,7665 1,0526 1,3282 1,5518 1,6907 1,7331 1,6869 1,5681 1,3960 1,1922 0,9780 0,7731 0,5977 0,4723 0,4170 0,4413 0,5275 0,6320 0,7069 0,7186 0,6496 0,4940 0,2619 -0,0185 -0,3144 -0,6080 -0,9036 -1,2139 -1,5468 -1,8994 -2,2593 -2,6042 -2,8995 -3,1031 -3,1761 -3,0964 -2,8736 -2,5528 -2,1937 -1,8437 -1,5328 -1,2785 -1,0831 -0,9238 -0,7493 -0,4992 -0,1406 0,3100 0,7981 1,2623 1,6588 1,9730 2,2156 2,4046 2,5474 2,6435 2,7050 2,7573 2,8102 2,8440 2,8293 2,7558 2,6428 2,5314 2,4602 2,4391 2,4492 2,4699 2,4996 2,5525 2,6405 2,7599 2,8933 3,0232 3,1371 3,2153 3,2219 3,1195 2,8954 2,5782 2,2360 1,9503 1,7794 1,7357 1,7872 1,8792 1,9676 2,0393 2,1061 2,1810 2,2625 2,3347 2,3767 2,3627 2,2664 2,0770 1,8106 1,5001 1,1777 0,8713 0,6079 0,4072 0,2655 0,1512 0,0263 -0,1235 -0,2812 -0,4188 -0,5198 -0,5863 -0,6351 -0,6859 -0,7534 -0,8556 -1,0218 -1,2746 -1,6084 -1,9906 -2,3797 -2,7394 -3,0425 -3,2760 -3,4419 -3,5407 -3,5606 -3,4883 -3,3280 -3,1080 -2,8692 -2,6465 -2,4613 -2,3275 -2,2582 -2,2684 -2,3659 -2,5366 -2,7420 -2,9371 -3,0862 -3,1646 -3,1550 -3,0523 -2,8786 -2,6932 -2,5752 -2,5850 -2,7405 -3,0227 -3,3953 -3,8106 -4,2151 -4,5681 -4,8557 -5,0802 -5,2392 -5,3205 -5,3146 -5,2324 -5,1083 -4,9839 -4,8885 -4,8382 -4,8444 -4,9070 -5,0006 -5,0737 -5,0641 -4,9225 -4,6383 -4,2492 -3,8283 -3,4563 -3,1967 -3,0842 -3,1171 -3,2514 -3,4136 -3,5347 -3,5802 -3,5521 -3,4681 -3,3455 -3,1974 -3,0298 -2,8382 -2,6163 -2,3729 -2,1391 -1,9554 -1,8551 -1,8539 -1,9423 -2,0837 -2,2288 -2,3416 -2,4155 -2,4662 -2,5086 -2,5416 -2,5561 -2,5523 -2,5453 -2,5579 -2,6060 -2,6850 -2,7673 -2,8182 -2,8146 -2,7511 -2,6356 -2,4835 -2,3086 -2,1149 -1,8982 -1,6555 -1,3903 -1,1083 -0,8161 -0,5286 -0,2683 -0,0536 0,1131 0,2436 0,3478 0,4201 0,4429 0,4011 0,2892 0,1157 -0,0918 -0,2922 -0,4503 -0,5530 -0,6138 -0,6670 -0,7534 -0,8977 -1,0877 -1,2758 -1,4073 -1,4605 -1,4624 -1,4691 -1,5271 -1,6426 -1,7825 -1,8997 -1,9598 -1,9564 -1,9071 -1,8327 -1,7407 -1,6261 -1,4790 -1,2911 -1,0594 -0,7844 -0,4703 -0,1398 0,1641 0,3999 0,5482 0,6073 0,5768 0,4514 0,2294 -0,0732 -0,4143 -0,7337 -0,9736 -1,1002 -1,1133 -1,0418 -0,9310 -0,8181 -0,7115 -0,5961 -0,4596 -0,3039 -0,1419 0,0049 0,1108 0,1580 0,1506 0,1190 0,1135 0,1884 0,3820 0,6983 1,0931 1,4803 1,7724 1,9278 1,9578 1,8948 1,7710 1,6228 1,4896 1,3936 1,3286 1,2715 1,1980 1,0916 0,9470 0,7704 0,5743 0,3741 0,1895 0,0441 -0,0370 -0,0316 0,0737 0,2731 0,5353 0,8168 1,0854 1,3287 1,5421 1,7180 1,8542 1,9629 2,0570 2,1256 2,1332 2,0415 1,8328 1,5201 1,1477 0,7828 0,4953 0,3332 0,3140 0,4336 0,6788 1,0282 1,4466 1,8913 2,3229 2,7100 3,0317 3,2755 3,4324 3,4949 3,4577 3,3156 3,0652 2,7156 2,3035 1,8892 1,5322 1,2663 1,0899 0,9732 0,8699 0,7331 0,5352 0,2810 0,0040 -0,2431 -0,4007 -0,4262 -0,3148 -0,0957 0,1864 0,4907 0,7910 1,0730 1,3238 1,5320 1,6910 1,7898 1,8097 1,7419 1,6006 1,4089 1,1819 0,9317 0,6784 0,4468 0,2532 0,0934 -0,0587 -0,2333 -0,4394 -0,6608 -0,8766 -1,0802 -1,2745 -1,4564 -1,6163 -1,7546 -1,8905 -2,0496 -2,2515 -2,5101 -2,8299 -3,1953 -3,5678 -3,9031 -4,1742 -4,3782 -4,5192 -4,5906 -4,5764 -4,4653 -4,2569 -3,9569 -3,5721 -3,1090 -2,5763 -1,9933 -1,3952 -0,8274 -0,3296 0,0768 0,3894 0,6146 0,7583 0,8279 0,8400 0,8196 0,7864 0,7494 0,7148 0,6881 0,6663 0,6365 0,5865 0,5198 0,4595 0,4353 0,4648 0,5433 0,6466 0,7485 0,8450 0,9624 1,1335 1,3619 1,6072 1,8064 1,9063 1,8761 1,7073 1,4138 1,0348 0,6292 0,2568 -0,0461 -0,2701 -0,4126 -0,4704 -0,4542 -0,3994 -0,3554 -0,3635 -0,4473 -0,6132 -0,8533 -1,1498 -1,4801 -1,8172 -2,1346 -2,4226 -2,6974 -2,9914 -3,3312 -3,7192 -4,1373 -4,5617 -4,9696 -5,3419 -5,6702 -5,9602 -6,2251 -6,4727 -6,6970 -6,8806 -7,0078 -7,0862 -7,1619 -7,3058 -7,5773 -7,9939 -8,5264 -9,1095 -9,6612 -10,1128 -10,4317 -10,6172 -10,6846 -10,6573 -10,5605 -10,4084 -10,1995 -9,9248 -9,5801 -9,1776 -8,7511 -8,3509 -8,0301 -7,8270 -7,7505 -7,7784 -7,8692 -7,9747 -8,0477 -8,0521
Fz    -0,9787 -1,2824 -1,5233 -1,6893 -1,7856 -1,8334 -1,8588 -1,8827 -1,9131 -1,9426 -1,9584 -1,9537 -1,9288 -1,8847 -1,8215 -1,7414 -1,6438 -1,5187 -1,3522 -1,1362 -0,8717 -0,5672 -0,2416 0,0746 0,3471 0,5542 0,7016 0,8242 0,9647 1,1423 1,3413 1,5239 1,6546 1,7186 1,7229 1,6838 1,6213 1,5605 1,5237 1,5125 1,5100 1,5056 1,5068 1,5257 1,5616 1,5955 1,5957 1,5298 1,3768 1,1306 0,7980 0,3985 -0,0361 -0,4672 -0,8594 -1,1917 -1,4631 -1,6836 -1,8576 -1,9818 -2,0580 -2,1028 -2,1382 -2,1761 -2,2128 -2,2392 -2,2473 -2,2253 -2,1572 -2,0332 -1,8576 -1,6495 -1,4401 -1,2599 -1,1193 -1,0046 -0,8981 -0,7966 -0,7061 -0,6266 -0,5535 -0,4874 -0,4381 -0,4233 -0,4585 -0,5401 -0,6354 -0,6946 -0,6787 -0,5745 -0,3884 -0,1346 0,1680 0,4937 0,8155 1,1147 1,3859 1,6312 1,8456 2,0081 2,0912 2,0762 1,9664 1,7929 1,6001 1,4248 1,2904 1,2071 1,1655 1,1387 1,0934 1,0011 0,8452 0,6241 0,3514 0,0478 -0,2729 -0,6139 -0,9881 -1,4005 -1,8394 -2,2779 -2,6804 -3,0113 -3,2375 -3,3325 -3,2847 -3,1038 -2,8225 -2,4882 -2,1447 -1,8174 -1,5188 -1,2636 -1,0715 -0,9526 -0,8899 -0,8435 -0,7784 -0,6831 -0,5675 -0,4518 -0,3553 -0,2861 -0,2397 -0,2067 -0,1792 -0,1462 -0,0839 0,0382 0,2338 0,4903 0,7811 1,0848 1,3983 1,7356 2,1116 2,5239 2,9510 3,3682 3,7628 4,1361 4,4912 4,8238 5,1236 5,3830 5,5986 5,7601 5,8411 5,8100 5,6548 5,4013 5,1127 4,8658 4,7168 4,6828 4,7452 4,8688 5,0204 5,1749 5,3097 5,4015 5,4317 5,3951 5,3011 5,1602 4,9755 4,7491 4,4895 4,2039 3,8897 3,5416 3,1651 2,7790 2,4024 2,0436 1,7014 1,3748 1,0677 0,7841 0,5234 0,2804 0,0491 -0,1758 -0,4003 -0,6357 -0,8972 -1,1933 -1,5150 -1,8359 -2,1227 -2,3479 -2,4990 -2,5806 -2,6062 -2,5839 -2,5120 -2,3930 -2,2454 -2,0985 -1,9794 -1,9018 -1,8630 -1,8531 -1,8720 -1,9358 -2,0616 -2,2446 -2,4516 -2,6391 -2,7750 -2,8392 -2,8118 -2,6734 -2,4268 -2,1167 -1,8180 -1,5978 -1,4858 -1,4762 -1,5461 -1,6694 -1,8226 -1,9881 -2,1532 -2,3036 -2,4190 -2,4774 -2,4678 -2,4012 -2,3079 -2,2194 -2,1520 -2,1068 -2,0822 -2,0800 -2,0982 -2,1194 -2,1126 -2,0511 -1,9292 -1,7623 -1,5782 -1,4069 -1,2719 -1,1901 -1,1712 -1,2144 -1,3093 -1,4416 -1,5985 -1,7727 -1,9595 -2,1508 -2,3364 -2,5070 -2,6552 -2,7731 -2,8533 -2,8899 -2,8827 -2,8426 -2,7895 -2,7396 -2,6949 -2,6452 -2,5765 -2,4759 -2,3344 -2,1428 -1,8910 -1,5779 -1,2226 -0,8643 -0,5468 -0,3002 -0,1312 -0,0274 0,0298 0,0537 0,0523 0,0357 0,0179 0,0154 0,0457 0,1257 0,2661 0,4645 0,7059 0,9682 1,2250 1,4509 1,6323 1,7748 1,8986 2,0218 2,1410 2,2258 2,2340 2,1343 1,9239 1,6351 1,3233 1,0394 0,8054 0,6099 0,4198 0,1988 -0,0778 -0,4093 -0,7667 -1,1079 -1,4045 -1,6560 -1,8855 -2,1218 -2,3814 -2,6618 -2,9442 -3,1982 -3,3906 -3,4979 -3,5087 -3,4186 -3,2271 -2,9401 -2,5786 -2,1803 -1,7863 -1,4285 -1,1323 -0,9216 -0,8093 -0,7866 -0,8280 -0,9076 -1,0161 -1,1633 -1,3608 -1,6015 -1,8564 -2,0886 -2,2681 -2,3778 -2,4169 -2,3999 -2,3404 -2,2353 -2,0722 -1,8498 -1,5809 -1,2834 -0,9754 -0,6739 -0,3892 -0,1204 0,1407 0,4079 0,7020 1,0435 1,4377 1,8651 2,2855 2,6573 2,9594 3,1911 3,3532 3,4401 3,4522 3,4057 3,3301 3,2632 3,2394 3,2739 3,3553 3,4555 3,5461 3,6047 3,6136 3,5609 3,4484 3,2951 3,1337 3,0003 2,9214 2,9051 2,9400 3,0031 3,0730 3,1333 3,1686 3,1699 3,1460 3,1163 3,0886 3,0511 2,9824 2,8656 2,6965 2,4899 2,2796 2,1071 2,0076 2,0036 2,1022 2,2927 2,5496 2,8422 3,1477 3,4520 3,7454 4,0244 4,2921 4,5469 4,7754 4,9534 5,0500 5,0388 4,9167 4,7117 4,4739 4,2556 4,0929 3,9922 3,9299 3,8627 3,7439 3,5453 3,2690 2,9414 2,6031 2,2986 2,0651 1,9245 1,8853 1,9441 2,0848 2,2853 2,5237 2,7752 3,0108 3,2010 3,3200 3,3535 3,3089 3,2153 3,1057 2,9995 2,9008 2,8072 2,7166 2,6285 2,5413 2,4497 2,3464 2,2265 2,0895 1,9374 1,7719 1,5923 1,3992 1,1962 0,9863 0,7692 0,5443 0,3128 0,0750 -0,1684 -0,4096 -0,6322 -0,8163 -0,9411 -0,9849 -0,9290 -0,7643 -0,4973 -0,1499 0,2455 0,6556 1,0531 1,4217 1,7545 2,0465 2,2864 2,4572 2,5434 2,5395 2,4481 2,2716 2,0084 1,6645 1,2661 0,8543 0,4659 0,1234 -0,1608 -0,3815 -0,5422 -0,6564 -0,7367 -0,7828 -0,7799 -0,7060 -0,5416 -0,2781 0,0758 0,4998 0,9755 1,4917 2,0385 2,5963 3,1311 3,6043 3,9919 4,2906 4,5089 4,6561 4,7424 4,7854 4,8100 4,8354 4,8718 4,9273 5,0073 5,1035 5,1903 5,2336 5,2040 5,0847 4,8716 4,5706 4,1925 3,7534 3,2764 2,7878 2,3067 1,8384 1,3753 0,9037 0,4107 -0,1138 -0,6727 -1,2553 -1,8365 -2,3837 -2,8658 -3,2638 -3,5794 -3,8303 -4,0382 -4,2214 -4,3972 -4,5895 -4,8325 -5,1633 -5,6077 -6,1651 -6,8009 -7,4564 -8,0696 -8,5926 -8,9951 -9,2615 -9,3919 -9,3985 -9,2973 -9,1011 -8,8216 -8,4782 -8,1018 -7,7315 -7,4084 -7,1702 -7,0420 -7,0241 -7,0891 -7,1923 -7,2887 -7,3476 -7,3588
F3    -0,9607 -1,2886 -1,5602 -1,7492 -1,8514 -1,8816 -1,8632 -1,8183 -1,7615 -1,6978 -1,6285 -1,5586 -1,4947 -1,4394 -1,3895 -1,3386 -1,2755 -1,1842 -1,0531 -0,8805 -0,6699 -0,4229 -0,1436 0,1534 0,4442 0,7057 0,9281 1,1231 1,3110 1,4975 1,6665 1,7925 1,8563 1,8555 1,8040 1,7217 1,6261 1,5316 1,4466 1,3652 1,2717 1,1622 1,0533 0,9646 0,8996 0,8402 0,7550 0,6144 0,4028 0,1188 -0,2306 -0,6306 -1,0556 -1,4719 -1,8443 -2,1489 -2,3831 -2,5586 -2,6828 -2,7537 -2,7750 -2,7679 -2,7646 -2,7908 -2,8538 -2,9451 -3,0446 -3,1245 -3,1585 -3,1324 -3,0446 -2,9026 -2,7236 -2,5296 -2,3311 -2,1228 -1,9013 -1,6799 -1,4784 -1,3062 -1,1629 -1,0467 -0,9602 -0,9124 -0,9132 -0,9549 -1,0030 -1,0101 -0,9417 -0,7873 -0,5526 -0,2520 0,0885 0,4324 0,7436 0,9961 1,1804 1,3028 1,3761 1,4072 1,3930 1,3242 1,1961 1,0217 0,8300 0,6503 0,5056 0,4074 0,3477 0,2997 0,2306 0,1139 -0,0632 -0,2975 -0,5697 -0,8490 -1,1096 -1,3467 -1,5764 -1,8205 -2,0937 -2,3984 -2,7216 -3,0341 -3,2933 -3,4556 -3,4916 -3,3958 -3,1897 -2,9147 -2,6142 -2,3177 -2,0455 -1,8185 -1,6572 -1,5658 -1,5209 -1,4800 -1,4069 -1,2917 -1,1502 -1,0101 -0,8941 -0,8073 -0,7376 -0,6669 -0,5815 -0,4731 -0,3325 -0,1515 0,0630 0,2883 0,5023 0,6998 0,8972 1,1215 1,3902 1,7017 2,0432 2,4042 2,7825 3,1799 3,5914 3,9986 4,3753 4,6988 4,9548 5,1268 5,1863 5,1061 4,8837 4,5572 4,2000 3,8915 3,6842 3,5919 3,5991 3,6797 3,8095 3,9658 4,1221 4,2477 4,3133 4,3016 4,2139 4,0607 3,8494 3,5894 3,2970 2,9857 2,6584 2,3157 1,9683 1,6344 1,3226 1,0261 0,7326 0,4391 0,1555 -0,1020 -0,3203 -0,4946 -0,6309 -0,7456 -0,8623 -1,0103 -1,2215 -1,5156 -1,8843 -2,2926 -2,6946 -3,0535 -3,3515 -3,5883 -3,7705 -3,8968 -3,9540 -3,9323 -3,8412 -3,7083 -3,5648 -3,4304 -3,3070 -3,1894 -3,0844 -3,0176 -3,0151 -3,0781 -3,1787 -3,2797 -3,3545 -3,3882 -3,3650 -3,2665 -3,0910 -2,8750 -2,6842 -2,5752 -2,5662 -2,6443 -2,7846 -2,9590 -3,1393 -3,3037 -3,4424 -3,5508 -3,6184 -3,6287 -3,5740 -3,4691 -3,3483 -3,2451 -3,1739 -3,1293 -3,1010 -3,0825 -3,0642 -3,0239 -2,9286 -2,7532 -2,4997 -2,2004 -1,9042 -1,6573 -1,4924 -1,4277 -1,4663 -1,5902 -1,7627 -1,9438 -2,1087 -2,2521 -2,3785 -2,4901 -2,5866 -2,6665 -2,7241 -2,7527 -2,7511 -2,7241 -2,6782 -2,6218 -2,5674 -2,5260 -2,4973 -2,4706 -2,4320 -2,3718 -2,2867 -2,1751 -2,0317 -1,8537 -1,6531 -1,4595 -1,3079 -1,2206 -1,1970 -1,2205 -1,2721 -1,3375 -1,4054 -1,4649 -1,5062 -1,5194 -1,4925 -1,4139 -1,2791 -1,0945 -0,8733 -0,6331 -0,3977 -0,1926 -0,0350 0,0740 0,1490 0,2080 0,2561 0,2794 0,2530 0,1559 -0,0147 -0,2357 -0,4670 -0,6744 -0,8492 -1,0095 -1,1845 -1,3991 -1,6631 -1,9614 -2,2526 -2,4889 -2,6442 -2,7292 -2,7817 -2,8408 -2,9246 -3,0280 -3,1306 -3,2062 -3,2337 -3,2037 -3,1143 -2,9645 -2,7565 -2,4988 -2,2084 -1,9063 -1,6052 -1,3081 -1,0237 -0,7778 -0,5998 -0,5049 -0,4919 -0,5535 -0,6870 -0,8942 -1,1691 -1,4864 -1,8044 -2,0789 -2,2776 -2,3891 -2,4243 -2,4097 -2,3662 -2,2891 -2,1574 -1,9620 -1,7161 -1,4460 -1,1835 -0,9588 -0,7883 -0,6670 -0,5705 -0,4596 -0,2873 -0,0139 0,3713 0,8356 1,3081 1,7102 1,9936 2,1507 2,1967 2,1554 2,0586 1,9410 1,8291 1,7363 1,6654 1,6111 1,5635 1,5146 1,4627 1,4117 1,3641 1,3196 1,2802 1,2546 1,2573 1,3013 1,3872 1,4994 1,6110 1,6968 1,7446 1,7537 1,7272 1,6711 1,5991 1,5284 1,4664 1,4045 1,3244 1,2070 1,0409 0,8327 0,6116 0,4185 0,2908 0,2572 0,3355 0,5271 0,8122 1,1560 1,5227 1,8833 2,2154 2,5068 2,7556 2,9625 3,1250 3,2358 3,2815 3,2495 3,1413 2,9794 2,7997 2,6374 2,5133 2,4264 2,3559 2,2687 2,1305 1,9213 1,6438 1,3192 0,9814 0,6721 0,4300 0,2815 0,2399 0,3053 0,4638 0,6920 0,9614 1,2385 1,4897 1,6860 1,8030 1,8276 1,7692 1,6577 1,5257 1,3954 1,2794 1,1855 1,1163 1,0694 1,0388 1,0139 0,9795 0,9234 0,8426 0,7410 0,6205 0,4779 0,3104 0,1231 -0,0760 -0,2845 -0,5064 -0,7449 -0,9979 -1,2573 -1,5092 -1,7347 -1,9135 -2,0296 -2,0739 -2,0437 -1,9385 -1,7601 -1,5170 -1,2255 -0,9036 -0,5674 -0,2288 0,1036 0,4186 0,6958 0,9081 1,0352 1,0709 1,0205 0,8884 0,6739 0,3798 0,0271 -0,3485 -0,7142 -1,0486 -1,3357 -1,5630 -1,7260 -1,8288 -1,8760 -1,8623 -1,7743 -1,6019 -1,3460 -1,0163 -0,6267 -0,1914 0,2804 0,7864 1,3252 1,8841 2,4341 2,9375 3,3622 3,6900 3,9166 4,0478 4,0984 4,0912 4,0539 4,0091 3,9723 3,9579 3,9756 4,0172 4,0532 4,0454 3,9622 3,7852 3,5108 3,1511 2,7289 2,2678 1,7886 1,3065 0,8287 0,3525 -0,1310 -0,6284 -1,1399 -1,6621 -2,1905 -2,7150 -3,2163 -3,6713 -4,0619 -4,3843 -4,6519 -4,8857 -5,1022 -5,3099 -5,5172 -5,7402 -6,0026 -6,3301 -6,7414 -7,2375 -7,7932 -8,3628 -8,8956 -9,3518 -9,7051 -9,9412 -10,0598 -10,0716 -9,9868 -9,8082 -9,5387 -9,1923 -8,7997 -8,4021 -8,0432 -7,7612 -7,5794 -7,4998 -7,5042 -7,5622 -7,6387 -7,7035 -7,7409
F7    -0,7675 -0,8621 -0,9382 -0,9926 -1,0310 -1,0588 -1,0772 -1,0883 -1,0976 -1,1061 -1,1087 -1,1027 -1,0941 -1,0934 -1,1058 -1,1244 -1,1288 -1,0908 -0,9880 -0,8131 -0,5709 -0,2705 0,0739 0,4382 0,7895 1,0936 1,3285 1,4939 1,6057 1,6777 1,7129 1,7053 1,6453 1,5312 1,3741 1,1930 1,0088 0,8419 0,7065 0,5989 0,5012 0,4011 0,2993 0,2016 0,1093 0,0194 -0,0720 -0,1641 -0,2544 -0,3494 -0,4709 -0,6439 -0,8786 -1,1620 -1,4625 -1,7474 -1,9992 -2,2163 -2,3948 -2,5197 -2,5734 -2,5509 -2,4680 -2,3550 -2,2411 -2,1451 -2,0699 -2,0028 -1,9249 -1,8242 -1,6940 -1,5300 -1,3348 -1,1185 -0,8880 -0,6411 -0,3759 -0,1009 0,1691 0,4196 0,6397 0,8225 0,9631 1,0526 1,0797 1,0442 0,9656 0,8740 0,7936 0,7378 0,7162 0,7368 0,8002 0,8957 1,0060 1,1131 1,2022 1,2616 1,2823 1,2603 1,1956 1,0868 0,9315 0,7360 0,5181 0,3019 0,1158 -0,0171 -0,0963 -0,1480 -0,2077 -0,2999 -0,4312 -0,5965 -0,7798 -0,9525 -1,0890 -1,1848 -1,2579 -1,3339 -1,4360 -1,5808 -1,7732 -2,0009 -2,2315 -2,4208 -2,5305 -2,5414 -2,4580 -2,3014 -2,0909 -1,8346 -1,5383 -1,2149 -0,8823 -0,5536 -0,2275 0,1099 0,4693 0,8452 1,2159 1,5507 1,8226 2,0186 2,1412 2,2031 2,2205 2,2130 2,2052 2,2181 2,2519 2,2885 2,3142 2,3360 2,3771 2,4634 2,6058 2,7952 3,0109 3,2324 3,4461 3,6472 3,8359 4,0108 4,1678 4,3071 4,4324 4,5391 4,6031 4,5907 4,4824 4,2916 4,0641 3,8571 3,7100 3,6326 3,6132 3,6372 3,6972 3,7882 3,8990 4,0069 4,0801 4,0876 4,0089 3,8370 3,5826 3,2801 2,9827 2,7378 2,5639 2,4510 2,3801 2,3350 2,2984 2,2464 2,1525 2,0013 1,7971 1,5632 1,3308 1,1262 0,9582 0,8155 0,6739 0,5033 0,2760 -0,0185 -0,3626 -0,7168 -1,0376 -1,2953 -1,4839 -1,6200 -1,7277 -1,8201 -1,8926 -1,9359 -1,9527 -1,9583 -1,9678 -1,9794 -1,9734 -1,9333 -1,8687 -1,8169 -1,8176 -1,8876 -2,0159 -2,1764 -2,3403 -2,4781 -2,5588 -2,5587 -2,4783 -2,3553 -2,2497 -2,2079 -2,2423 -2,3412 -2,4859 -2,6539 -2,8171 -2,9492 -3,0386 -3,0880 -3,1033 -3,0830 -3,0219 -2,9255 -2,8180 -2,7320 -2,6872 -2,6831 -2,7107 -2,7616 -2,8224 -2,8654 -2,8517 -2,7501 -2,5568 -2,3010 -2,0366 -1,8228 -1,7017 -1,6858 -1,7601 -1,8916 -2,0448 -2,1930 -2,3240 -2,4372 -2,5356 -2,6170 -2,6731 -2,6970 -2,6867 -2,6464 -2,5865 -2,5215 -2,4627 -2,4142 -2,3769 -2,3522 -2,3406 -2,3404 -2,3487 -2,3659 -2,3934 -2,4270 -2,4568 -2,4803 -2,5127 -2,5794 -2,6967 -2,8582 -3,0361 -3,1927 -3,2964 -3,3322 -3,3038 -3,2273 -3,1174 -2,9774 -2,8025 -2,5917 -2,3545 -2,1070 -1,8628 -1,6271 -1,4027 -1,1992 -1,0337 -0,9227 -0,8729 -0,8788 -0,9264 -0,9984 -1,0795 -1,1599 -1,2325 -1,2845 -1,2971 -1,2590 -1,1818 -1,1033 -1,0703 -1,1136 -1,2332 -1,3998 -1,5664 -1,6896 -1,7527 -1,7709 -1,7747 -1,7836 -1,7950 -1,7942 -1,7656 -1,6958 -1,5807 -1,4321 -1,2707 -1,1125 -0,9625 -0,8184 -0,6785 -0,5428 -0,4033 -0,2420 -0,0481 0,1665 0,3716 0,5348 0,6316 0,6461 0,5689 0,3969 0,1398 -0,1745 -0,5028 -0,7990 -1,0258 -1,1640 -1,2174 -1,2072 -1,1522 -1,0523 -0,8974 -0,6912 -0,4565 -0,2200 -0,0026 0,1800 0,3201 0,4211 0,4965 0,5695 0,6708 0,8297 1,0579 1,3340 1,6022 1,7983 1,8854 1,8609 1,7367 1,5298 1,2705 0,9999 0,7560 0,5664 0,4470 0,3967 0,3968 0,4237 0,4630 0,5106 0,5636 0,6147 0,6553 0,6825 0,7069 0,7508 0,8334 0,9552 1,0947 1,2230 1,3250 1,4038 1,4682 1,5225 1,5671 1,5976 1,6002 1,5566 1,4536 1,2877 1,0688 0,8276 0,6125 0,4697 0,4263 0,4894 0,6515 0,8941 1,1879 1,4992 1,8002 2,0721 2,3027 2,4874 2,6248 2,7060 2,7152 2,6378 2,4677 2,2117 1,8935 1,5541 1,2398 0,9861 0,8052 0,6832 0,5889 0,4836 0,3325 0,1193 -0,1482 -0,4451 -0,7360 -0,9812 -1,1506 -1,2322 -1,2267 -1,1405 -0,9856 -0,7771 -0,5328 -0,2728 -0,0175 0,2143 0,4024 0,5273 0,5798 0,5645 0,4883 0,3559 0,1777 -0,0238 -0,2196 -0,3855 -0,5104 -0,5971 -0,6544 -0,6873 -0,6956 -0,6764 -0,6296 -0,5607 -0,4780 -0,3870 -0,2941 -0,2133 -0,1653 -0,1703 -0,2431 -0,3887 -0,6006 -0,8601 -1,1414 -1,4170 -1,6641 -1,8671 -2,0159 -2,1048 -2,1365 -2,1248 -2,0889 -2,0429 -1,9870 -1,9079 -1,7937 -1,6504 -1,5012 -1,3697 -1,2680 -1,1993 -1,1671 -1,1800 -1,2441 -1,3515 -1,4822 -1,6166 -1,7396 -1,8357 -1,8913 -1,9049 -1,8896 -1,8606 -1,8186 -1,7467 -1,6260 -1,4498 -1,2260 -0,9701 -0,6948 -0,3989 -0,0706 0,2967 0,6884 1,0649 1,3725 1,5647 1,6182 1,5372 1,3500 1,1012 0,8436 0,6246 0,4718 0,3897 0,3700 0,3971 0,4473 0,4923 0,5082 0,4810 0,4034 0,2698 0,0763 -0,1762 -0,4796 -0,8198 -1,1813 -1,5528 -1,9273 -2,3008 -2,6675 -3,0172 -3,3409 -3,6371 -3,9155 -4,1926 -4,4820 -4,7809 -5,0677 -5,3177 -5,5195 -5,6756 -5,7954 -5,8920 -5,9856 -6,1049 -6,2779 -6,5193 -6,8202 -7,1477 -7,4551 -7,7016 -7,8682 -7,9561 -7,9768 -7,9465 -7,8817 -7,7905 -7,6693 -7,5088 -7,3044 -7,0606 -6,7867 -6,4998 -6,2297 -6,0109 -5,8645 -5,7877 -5,7557 -5,7357 -5,6991 -5,6263
