Fp1   -1,7559 -1,7682 -1,4870 -1,1832 -0,9686 -0,8085 -0,6940 -0,7616 -1,1997 -2,0444 -3,1045 -4,0839 -4,7541 -5,0247 -4,8820 -4,2943 -3,2134 -1,6838 0,0652 1,6602 2,7489 3,1880 3,1373 2,9738 3,0311 3,3643 3,7549 3,9188 3,7259 3,3085 3,0132 3,2060 4,0262 5,2528 6,3815 6,8701 6,4151 5,0966 3,2997 1,4928 0,0241 -1,0041 -1,7600 -2,5595 -3,6351 -4,9172 -5,9935 -6,3518 -5,7372 -4,2848 -2,3568 -0,3351 1,4755 2,8866 3,8415 4,3723 4,5314 4,3466 3,7983 2,8303 1,4169 -0,3677 -2,3357 -4,2212 -5,7210 -6,5063 -6,2392 -4,6596 -1,7424 2,1676 6,3780 10,0623 12,5360 13,4576 12,8850 11,1752 8,8316 6,3949 4,3338 2,9109 2,1320 1,8392 1,8706 2,1820 2,8693 4,0516 5,6749 7,4157 8,7786 9,3005 8,7513 7,2594 5,2631 3,2807 1,6608 0,4870 -0,3257 -0,8694 -1,1773 -1,2735 -1,2245 -1,1180 -1,0260 -1,0070 -1,1008 -1,3001 -1,5514 -1,7693 -1,8180 -1,5077 -0,6694 0,7322 2,5391 4,4329 6,0093 6,8438 6,5993 5,1935 2,8939 0,2083 -2,3511 -4,4238 -5,7893 -6,2733 -5,7175 -4,0712 -1,5078 1,5595 4,5909 7,0936 8,7445 9,3877 8,9682 7,5379 5,3218 2,7047 0,0986 -2,1866 -3,9892 -5,2747 -6,0371 -6,1669 -5,4127 -3,5157 -0,4527 3,4111 7,4159 10,8801 13,3486 14,6536 14,8092 13,9006 12,0689 9,5291 6,5267 3,2821 0,0226 -2,9342 -5,1854 -6,3744 -6,3450 -5,2076 -3,2786 -0,9370 1,5052 3,8233 5,8160 7,3021 8,2426 8,8222 9,3331 9,9713 10,7431 11,4958 11,9927 12,0401 11,6207 10,8841 9,9923 9,0000 7,8796 6,6414 5,3832 4,1795 2,9987 1,8310 0,8589 0,3954 0,6187 1,4059 2,4315 3,3470 3,8346 3,6100 2,5217 0,6962 -1,4368 -3,3079 -4,4467 -4,6383 -3,9445 -2,6311 -1,0488 0,4906 1,8008 2,8291 3,5753 3,9902 3,9787 3,5470 2,9401 2,5488 2,6128 3,0143 3,3775 3,3584 2,8668 2,0813 1,2938 0,7314 0,5163 0,7588 1,5896 3,0304 4,8605 6,6639 8,0425 8,8138 9,0474 8,9247 8,5285 7,7701 6,5498 4,9573 3,2858 1,8946 1,1071 1,2066 2,3866 4,5849 7,3940 10,1919 12,3606 13,4533 13,2973 11,9963 9,8410 7,2335 4,6510 2,5673 1,3399 1,1535 2,0289 3,8259 6,2302 8,7630 10,8698 12,0998 12,2609 11,4371 9,9172 8,1202 6,4813 5,3195 4,8186 5,0776 6,0752 7,5796 9,1444 10,2339 10,4105 9,4999 7,6886 5,4825 3,5213 2,3695 2,3823 3,6433 5,9299 8,7179 11,3119 13,1155 13,8886 13,7887 13,1784 12,3832 11,5721 10,7894 10,0615 9,4517 9,0345 8,8559 8,9178 9,1998 9,6901 10,3550 11,0952 11,7900 12,3558 12,7157 12,7525 12,3607 11,5450 10,4204 9,1191 7,7475 6,4384 5,3786 4,7448 4,6222 4,9732 5,6336 6,3260 6,7728 6,8876 6,8491 6,9871 7,6036 8,8274 10,5410 12,3987 13,9188 14,5965 14,0416 12,1700 9,3452 6,2953 3,8021 2,3722 2,0685 2,5450 3,2533 3,7029 3,6301 3,0487 2,2280 1,5986 1,5874 2,4484 4,1762 6,5189 9,0823 11,4994 13,5417 15,0815 15,9913 16,1206 15,3835 13,8775 11,9211 9,9480 8,3082 7,1082 6,2152 5,4381 4,7341 4,2677 4,2947 4,9637 6,1820 7,6724 9,1535 10,4317 11,3796 11,9330 12,1319 12,1143 12,0254 11,9043 11,6735 11,2659 10,7346 10,1953 9,6826 9,1178 8,4267 7,6576 6,9673 6,5020 6,3156 6,3970 6,7450 7,3880 8,2881 9,2212 9,8473 9,9599 9,6448 9,2032 8,9451 9,0038 9,2742 9,5059 9,4815 9,1635 8,7390 8,5387 8,8523 9,7467 10,9822 12,0709 12,4931 11,9879 10,7011 9,0635 7,5175 6,3356 5,6235 5,3792 5,4900 5,7411 5,9157 5,9093 5,7488 5,5151 5,2831 5,1447 5,2181 5,5823 6,2325 7,0883 8,0026 8,7779 9,2115 9,1326 8,4206 7,0510 5,1717 3,1316 1,4022 0,4227 0,4535 1,5012 3,3127 5,4338 7,3406 8,6130 9,0748 8,8237 8,1205 7,2262 6,3066 5,4120 4,4969 3,4780 2,3179 1,1128 0,1312 -0,2607 0,2208 1,5974 3,5903 5,7945 7,9222 9,8650 11,5716 12,9224 13,6928 13,6147 12,5356 10,5866 8,1879 5,8161 3,7409 2,0385 0,8509 0,4948 1,2236 2,9578 5,3145 7,8485 10,2485 12,3695 14,1482 15,5334 16,4797 16,9295 16,7822 15,9487 14,4777 12,5954 10,6004 8,7491 7,2210 6,1100 5,4227 5,0952 4,9979 4,9515 4,8185 4,5958 4,4220 4,5229 5,1267 6,3800 8,3059 10,7760 13,4788 15,9655 17,8027 18,6970 18,5071 17,2643 15,2723 13,1269 11,4997 10,7886 10,9426 11,5937 12,2736 12,5242 12,0174 10,7388 9,0350 7,4350 6,4068 6,2211 6,9416 8,4393 10,3779 12,2485 13,5330 13,9434 13,5648 12,7896 12,1130 11,9233 12,3448 13,1739 13,9786 14,3433 14,0956 13,3451 12,3339 11,2482 10,1295 8,9260 7,6096 6,2628 5,1042 4,4525 4,6423 5,8887 8,1042 10,8204 13,3826 15,2982 16,4419 16,9764 17,1114 16,9211 16,3372 15,2420 13,5392 11,2254 8,5153 5,8783 3,8417 2,7116 2,4605 2,8389 3,5822 4,5363 5,6168 6,7211 7,7405 8,6169 9,3130 9,7203 9,6841 9,1821 8,4219 7,7389 7,4230 7,5579 7,9310 8,1541 7,9423 7,2868 6,4322 5,7533 5,5660 5,9484 6,7177 7,5552 8,1452 8,2725 7,8853 7,0872 6,0305 4,8050 3,4861 2,2950 1,6269 1,8804 3,2565 5,6171 8,4379 10,9586 12,4973
Fz    -1,3231 -1,4253 -1,4817 -1,4872 -1,3873 -1,1386 -0,7851 -0,4854 -0,4350 -0,7276 -1,2825 -1,8991 -2,3699 -2,5565 -2,4031 -1,9076 -1,0838 0,0357 1,3580 2,7234 3,9562 4,9196 5,5415 5,8053 5,7215 5,3142 4,6268 3,7185 2,6677 1,6069 0,7346 0,2420 0,2101 0,5618 1,0828 1,4992 1,5888 1,2673 0,5945 -0,2812 -1,1892 -1,9918 -2,6236 -3,0982 -3,4685 -3,7636 -3,9525 -3,9739 -3,7996 -3,4554 -2,9946 -2,4723 -1,9301 -1,3788 -0,8043 -0,2038 0,3992 0,9761 1,4900 1,8685 2,0155 1,8747 1,4898 1,0077 0,6238 0,5103 0,7768 1,4665 2,5472 3,8688 5,1497 6,0630 6,3870 6,1086 5,4038 4,5209 3,6653 2,9607 2,4480 2,0854 1,7836 1,4759 1,1630 0,9101 0,8235 0,9997 1,4509 2,0626 2,6236 2,9170 2,8286 2,4063 1,8179 1,2380 0,7598 0,3948 0,1237 -0,0688 -0,1931 -0,2588 -0,2743 -0,2429 -0,1556 0,0079 0,2551 0,5613 0,8792 1,1682 1,4155 1,6224 1,7702 1,8065 1,6685 1,3234 0,7837 0,0869 -0,7210 -1,5700 -2,3573 -2,9759 -3,3544 -3,4751 -3,3715 -3,1104 -2,7587 -2,3540 -1,9057 -1,4145 -0,8902 -0,3576 0,1360 0,5071 0,6477 0,4879 0,0650 -0,4874 -1,0188 -1,4207 -1,6383 -1,6648 -1,5222 -1,2259 -0,7520 -0,0348 0,9740 2,2263 3,5654 4,8005 5,7900 6,4721 6,8511 6,9738 6,9026 6,6879 6,3619 5,9532 5,4860 4,9758 4,4400 3,9108 3,4453 3,1340 3,0850 3,3811 4,0432 5,0082 6,1198 7,1641 7,9683 8,4810 8,7528 8,8591 8,8565 8,7832 8,6647 8,5225 8,3838 8,2644 8,1366 7,9282 7,5626 7,0039 6,2741 5,4339 4,5673 3,7899 3,2506 3,0837 3,3245 3,8705 4,5406 5,1675 5,6324 5,8534 5,7903 5,4634 4,9475 4,3423 3,7460 3,2327 2,8248 2,4915 2,1940 1,9304 1,7279 1,6020 1,5341 1,4819 1,4126 1,3395 1,3367 1,5077 1,9086 2,4847 3,0876 3,5571 3,8034 3,8376 3,7422 3,6051 3,4748 3,3719 3,3182 3,3255 3,3642 3,3790 3,3512 3,3338 3,4239 3,6976 4,1367 4,6070 4,9329 5,0127 4,8659 4,5928 4,3225 4,2008 4,3655 4,8641 5,5964 6,3628 6,9704 7,3055 7,3458 7,1227 6,6728 6,0317 5,2723 4,5209 3,9123 3,5394 3,4461 3,6359 4,0623 4,6130 5,1204 5,4117 5,3711 4,9756 4,2975 3,4846 2,7123 2,1249 1,8071 1,7989 2,1081 2,6911 3,4291 4,1493 4,6895 4,9640 4,9903 4,8641 4,7026 4,5989 4,5967 4,6868 4,8231 4,9500 5,0236 5,0301 4,9964 4,9786 5,0374 5,2214 5,5486 5,9875 6,4662 6,9096 7,2606 7,4717 7,4979 7,3074 6,8972 6,2985 5,5781 4,8413 4,2097 3,7630 3,4987 3,3697 3,3626 3,5217 3,9028 4,5191 5,3261 6,2255 7,0758 7,7202 8,0300 7,9262 7,3740 6,3953 5,1174 3,7887 2,7191 2,1794 2,3160 3,1243 4,4765 6,1589 7,8916 9,3682 10,3422 10,7143 10,5554 10,0453 9,3802 8,7021 8,0736 7,4973 6,9661 6,5067 6,1889 6,0959 6,2768 6,7332 7,4414 8,3564 9,3732 10,3156 11,0108 11,3801 11,4420 11,2445 10,8156 10,1819 9,4219 8,6748 8,0715 7,6553 7,3683 7,1041 6,7931 6,4728 6,2755 6,3271 6,6460 7,1177 7,5608 7,8307 7,8796 7,7446 7,5104 7,2831 7,1575 7,1648 7,2364 7,2410 7,0846 6,7802 6,4134 6,0431 5,6592 5,2426 4,8266 4,4740 4,2195 4,0657 4,0279 4,1574 4,4994 5,0163 5,5638 5,9628 6,0880 5,8950 5,4157 4,7556 4,0637 3,4693 3,0418 2,7933 2,7091 2,7961 3,1192 3,7749 4,8065 6,1165 7,4539 8,5134 9,0856 9,1325 8,7489 8,0801 7,2655 6,4270 5,6694 5,0524 4,5562 4,1038 3,6378 3,1637 2,7294 2,4033 2,2669 2,3895 2,7900 3,4210 4,1696 4,8782 5,3999 5,6584 5,6519 5,4069 4,9539 4,3508 3,7046 3,1496 2,7927 2,6725 2,7581 2,9807 3,2584 3,5017 3,6307 3,6215 3,5283 3,4466 3,4531 3,5630 3,7283 3,8719 3,9141 3,7843 3,4573 3,0056 2,6008 2,4399 2,6356 3,1489 3,8274 4,5214 5,1659 5,7626 6,3033 6,7183 6,8972 6,7661 6,3565 5,8044 5,2661 4,8172 4,4364 4,0847 3,7806 3,5878 3,5502 3,6611 3,8887 4,2121 4,6257 5,1158 5,6561 6,2252 6,7978 7,3026 7,6192 7,6357 7,3055 6,6623 5,8062 4,8670 3,9467 3,0774 2,2226 1,3196 0,3414 -0,6529 -1,5185 -2,0697 -2,1447 -1,6725 -0,7059 0,6063 2,0679 3,4532 4,5284 5,1332 5,2557 5,0081 4,5402 3,9917 3,4916 3,1377 2,9461 2,8447 2,7325 2,5321 2,1969 1,7245 1,1783 0,6658 0,2782 0,0490 -0,0430 -0,0356 0,0515 0,2150 0,4467 0,7304 1,0588 1,4402 1,8819 2,3820 2,9366 3,5205 4,0451 4,3608 4,3335 3,9302 3,2333 2,3824 1,5158 0,7509 0,1795 -0,1475 -0,2197 -0,0428 0,3778 1,0286 1,8687 2,8074 3,7006 4,4037 4,8559 5,1146 5,3076 5,5478 5,8664 6,2004 6,4347 6,4562 6,1888 5,6316 4,8871 4,1323 3,5333 3,1617 2,9725 2,8627 2,7570 2,6457 2,5652 2,5586 2,6423 2,7897 2,9366 3,0135 2,9999 2,9543 2,9944 3,2353 3,6915 4,2081 4,5302 4,4687 3,9919 3,1897 2,2095 1,2135 0,3414 -0,3106 -0,6955 -0,8170 -0,7151 -0,4386 -0,0364 0,4147 0,7873 0,9437 0,8201 0,4700 0,0327 -0,3335 -0,5149 -0,4789 -0,2707 0,0106
F3    0,0098 0,2944 0,4691 0,4805 0,3242 0,0426 -0,3116 -0,7224 -1,2125 -1,7840 -2,3688 -2,8423 -3,0892 -3,0699 -2,8241 -2,3961 -1,7598 -0,8585 0,2778 1,5051 2,6625 3,6566 4,4629 5,0761 5,4617 5,5715 5,3930 4,9383 4,2212 3,3090 2,3715 1,6252 1,2230 1,1756 1,3329 1,4483 1,3094 0,8292 0,0275 -1,0208 -2,1753 -3,2179 -3,9362 -4,2537 -4,2625 -4,1182 -3,9124 -3,6290 -3,1923 -2,5411 -1,6771 -0,6827 0,2996 1,1322 1,7255 2,0361 2,0776 1,9407 1,7678 1,6807 1,7172 1,8170 1,8685 1,7844 1,5652 1,3246 1,2475 1,5014 2,1634 3,1668 4,2715 5,1410 5,5203 5,3715 4,8589 4,2184 3,6301 3,1741 2,8347 2,5233 2,1527 1,7297 1,3650 1,1951 1,3160 1,7482 2,3864 3,0019 3,3663 3,3905 3,1430 2,7756 2,4455 2,2503 2,1947 2,2310 2,3235 2,4430 2,5273 2,4967 2,3248 2,0828 1,8997 1,8765 2,0408 2,3505 2,7030 2,9587 2,9981 2,7820 2,3586 1,8082 1,1936 0,5592 -0,0568 -0,6218 -1,1083 -1,4836 -1,6977 -1,6789 -1,3560 -0,7039 0,2130 1,2405 2,1845 2,8600 3,1221 2,9150 2,3171 1,5224 0,7442 0,1087 -0,3644 -0,6877 -0,8427 -0,7941 -0,5351 -0,1080 0,3947 0,8464 1,1290 1,1899 1,0947 1,0387 1,2658 1,9227 2,9676 4,2160 5,4677 6,5952 7,5378 8,2564 8,7190 8,9141 8,8602 8,6011 8,1743 7,5787 6,7808 5,7610 4,5809 3,4132 2,4901 2,0151 2,1020 2,7433 3,8003 5,0373 6,2191 7,2175 8,0315 8,7196 9,3413 9,9373 10,5092 11,0094 11,3562 11,4382 11,1245 10,3241 9,0673 7,5231 5,9004 4,3262 2,8467 1,5396 0,5882 0,2218 0,5678 1,5643 3,0207 4,7171 6,4268 7,9172 8,9985 9,5615 9,5487 8,9303 7,7499 6,1597 4,3630 2,5495 0,9149 -0,3172 -0,9743 -1,0343 -0,6268 0,0409 0,7683 1,4460 2,1095 2,8987 3,9120 5,0629 6,0882 6,7161 6,8302 6,4920 5,8510 5,0529 4,2011 3,3808 2,7128 2,3473 2,3839 2,8174 3,5571 4,4716 5,4329 6,3479 7,1435 7,7351 8,0363 7,9909 7,5758 6,7944 5,7007 4,4343 3,2215 2,3120 1,8791 1,9559 2,4496 3,2071 4,0747 4,9127 5,5896 6,0094 6,1714 6,1763 6,1383 6,1088 6,1035 6,1638 6,3699 6,7735 7,2916 7,6748 7,6185 6,9440 5,7129 4,2021 2,7789 1,7702 1,3905 1,7243 2,7162 4,1612 5,7410 7,1300 8,1009 8,5724 8,6046 8,3415 7,9247 7,4417 6,9383 6,4644 6,0964 5,8984 5,8623 5,9088 5,9647 6,0359 6,2207 6,6624 7,4529 8,5467 9,7617 10,8517 11,5762 11,7486 11,2827 10,2350 8,7987 7,2197 5,7054 4,4235 3,5365 3,1604 3,2956 3,8456 4,6868 5,6957 6,7442 7,7378 8,6633 9,5455 10,3304 10,8451 10,8995 10,4005 9,3599 7,8572 6,0565 4,2367 2,7544 1,9505 2,0481 3,0683 4,8034 6,8912 8,9401 10,6256 11,7509 12,2795 12,2973 11,9187 11,2324 10,3099 9,2187 8,0219 6,7906 5,6324 4,7060 4,1852 4,2013 4,8271 6,0709 7,8158 9,7564 11,4587 12,5606 12,9397 12,6920 11,9854 10,9474 9,6688 8,2969 7,0811 6,2680 5,9367 5,9661 6,1599 6,3927 6,6586 7,0173 7,5057 8,0883 8,6593 9,0813 9,2446 9,1200 8,7707 8,3118 7,8581 7,5020 7,2902 7,1786 7,0375 6,7575 6,3511 5,9217 5,5525 5,2592 5,0305 4,8588 4,7272 4,6163 4,5468 4,5973 4,8581 5,3492 5,9597 6,4760 6,6920 6,4963 5,8822 4,9510 3,9226 3,0611 2,5284 2,3219 2,3543 2,5614 2,9514 3,5934 4,5710 5,9208 7,5646 9,2642 10,6741 11,4888 11,5650 10,9407 9,7896 8,3625 6,9212 5,6612 4,6605 3,8973 3,3241 2,9381 2,7802 2,8675 3,1480 3,5325 3,9516 4,3809 4,8450 5,3984 6,0683 6,8063 7,5031 8,0307 8,2598 8,0918 7,5265 6,6965 5,8135 5,0711 4,5781 4,3511 4,3368 4,4304 4,5031 4,4620 4,3275 4,2386 4,3545 4,7497 5,3813 6,1085 6,7259 7,0012 6,7441 5,9200 4,7188 3,4902 2,5990 2,2849 2,5805 3,3304 4,3060 5,3192 6,2552 7,0376 7,5882 7,8434 7,8100 7,5906 7,3440 7,2129 7,2593 7,4489 7,6984 7,9383 8,1301 8,2326 8,1814 7,9333 7,5381 7,1566 6,9928 7,1899 7,7688 8,6224 9,5338 10,2327 10,4839 10,1563 9,2589 7,9516 6,5096 5,2319 4,3138 3,7599 3,4257 3,1517 2,8600 2,5655 2,3666 2,4332 2,9352 3,9345 5,3284 6,8748 8,2543 9,1599 9,4326 9,1517 8,5557 7,8657 7,1984 6,6150 6,1838 5,9623 5,9590 6,1468 6,4709 6,8195 7,0436 7,0303 6,7230 6,0954 5,1668 4,0468 2,9346 2,0498 1,5449 1,4626 1,7502 2,3109 3,0537 3,9126 4,8480 5,8440 6,8763 7,8503 8,5713 8,8111 8,4425 7,5330 6,3064 5,0229 3,9116 3,1668 2,9232 3,1966 3,8625 4,7125 5,5499 6,2474 6,7333 6,9534 6,8659 6,4813 5,9061 5,3311 4,9527 4,8877 5,1555 5,7121 6,4485 7,1797 7,7148 7,9674 7,9981 7,9537 7,9375 7,9145 7,7472 7,3216 6,6480 5,8734 5,2035 4,7838 4,6329 4,6589 4,7330 4,7826 4,8335 4,9686 5,2663 5,7351 6,2473 6,5763 6,5643 6,2290 5,6993 5,1073 4,5553 4,1319 3,9057 3,8857 4,0093 4,1928 4,3876 4,5795 4,7358 4,7493 4,4746 3,8629 3,0431 2,2607 1,7619 1,7099 2,1550 3,0320 4,1476
F7    -2,2506 -3,0485 -3,7296 -4,1152 -4,0648 -3,5401 -2,6213 -1,5297 -0,5687 0,0652 0,3863 0,5228 0,5938 0,6789 0,8193 1,0201 1,2769 1,5956 1,9665 2,3418 2,6437 2,7748 2,6565 2,2907 1,7805 1,2947 0,9848 0,8890 0,9279 1,0108 1,1121 1,2367 1,3631 1,4348 1,3803 1,1446 0,7294 0,2092 -0,2976 -0,6869 -0,9136 -0,9829 -0,9230 -0,7922 -0,6868 -0,7064 -0,8993 -1,2375 -1,6242 -1,9115 -1,9439 -1,6399 -1,0301 -0,1954 0,7944 1,8572 2,8561 3,6173 3,9986 3,9559 3,5630 2,9751 2,3593 1,8378 1,4794 1,3196 1,3907 1,7582 2,5022 3,6041 4,8554 5,9255 6,5379 6,5981 6,1975 5,5147 4,7069 3,8915 3,1808 2,6622 2,3419 2,1463 1,9912 1,8458 1,7391 1,7254 1,8511 2,1351 2,5352 2,9351 3,2177 3,3544 3,3952 3,3960 3,3893 3,4126 3,5174 3,7314 4,0329 4,3688 4,6774 4,8936 4,9636 4,8767 4,6619 4,3453 3,9290 3,4286 2,9375 2,6253 2,6311 2,9539 3,4477 3,9036 4,1414 4,0595 3,6542 3,0255 2,3482 1,7860 1,4104 1,2013 1,0946 1,0187 0,9240 0,8091 0,7079 0,6492 0,6473 0,7264 0,9179 1,2181 1,5582 1,8320 1,9526 1,8902 1,6789 1,4015 1,1506 0,9923 0,9755 1,1712 1,6837 2,5995 3,9087 5,4690 7,0436 8,3974 9,3955 10,0298 10,3521 10,3968 10,1629 9,6422 8,8598 7,8854 6,7962 5,6409 4,4522 3,2860 2,2551 1,5383 1,3343 1,7860 2,9314 4,6707 6,7435 8,7706 10,3853 11,3804 11,7639 11,6962 11,3659 10,8887 10,3039 9,6507 9,0155 8,4979 8,1333 7,8430 7,4800 6,9515 6,2876 5,5874 4,9436 4,4363 4,1517 4,1569 4,4493 4,9489 5,5421 6,1249 6,6164 6,9570 7,1149 7,1003 6,9666 6,7867 6,6194 6,4837 6,3498 6,1602 5,8836 5,5492 5,2240 4,9701 4,8159 4,7371 4,6589 4,5163 4,3215 4,1573 4,1114 4,2125 4,4002 4,5657 4,6503 4,7092 4,8823 5,2978 5,9850 6,8595 7,7600 8,4940 8,8996 8,9081 8,5639 7,9786 7,2548 6,4396 5,5396 4,5819 3,6628 2,9241 2,4868 2,4039 2,6549 3,1721 3,8728 4,6618 5,4296 6,0816 6,5709 6,9058 7,1321 7,2848 7,3335 7,1974 6,8383 6,3181 5,7484 5,2225 4,8134 4,5895 4,5897 4,7838 5,0731 5,3442 5,5282 5,6192 5,6603 5,7146 5,8336 6,0312 6,2776 6,5334 6,7871 7,0424 7,2811 7,4679 7,5831 7,6222 7,5747 7,4437 7,2739 7,1232 7,0211 6,9786 7,0281 7,2181 7,5608 8,0006 8,4348 8,7612 8,9225 8,9161 8,7781 8,5762 8,4031 8,3445 8,4362 8,6355 8,8359 8,9339 8,8944 8,7537 8,5650 8,3469 8,0645 7,6393 7,0068 6,2068 5,4145 4,8505 4,6580 4,8600 5,3865 6,0953 6,7828 7,2414 7,3706 7,2298 6,9670 6,7179 6,5705 6,5686 6,7179 7,0093 7,4271 7,9237 8,4141 8,8112 9,0500 9,0855 8,8996 8,5070 7,9508 7,2972 6,6203 5,9732 5,3747 4,8307 4,3748 4,0918 4,0843 4,3819 4,8928 5,4883 6,1260 6,8315 7,5650 8,1697 8,4773 8,4289 8,0735 7,4820 6,6994 5,7755 4,8185 3,9941 3,4450 3,1981 3,1667 3,2576 3,4746 3,9137 4,6564 5,6628 6,7509 7,6722 8,2311 8,3614 8,1175 7,6197 7,0039 6,3942 5,8967 5,5896 5,5002 5,5946 5,8008 6,0499 6,2941 6,4773 6,5168 6,3663 6,0783 5,7706 5,5419 5,4272 5,4144 5,4739 5,5586 5,5972 5,5102 5,2461 4,8102 4,2572 3,6578 3,0940 2,6777 2,5229 2,6765 3,0830 3,6114 4,1331 4,6116 5,1205 5,7641 6,5814 7,4919 8,3170 8,8708 9,0475 8,8443 8,3448 7,6930 7,0590 6,5881 6,3271 6,1819 5,9882 5,6563 5,2326 4,8279 4,5274 4,3848 4,4644 4,8378 5,5153 6,4021 7,3400 8,1750 8,7811 9,0657 8,9976 8,6336 8,1103 7,5993 7,2284 7,0172 6,8915 6,7535 6,5339 6,2087 5,7987 5,3691 5,0115 4,7942 4,7296 4,7934 4,9371 5,0770 5,1116 4,9548 4,5551 3,9362 3,2394 2,6856 2,4669 2,6667 3,2478 4,0879 5,0451 6,0123 6,9227 7,7199 8,3302 8,6757 8,7227 8,5066 8,1118 7,6449 7,2142 6,9010 6,7443 6,7541 6,9165 7,1787 7,4642 7,7204 7,9392 8,1340 8,3268 8,5555 8,8455 9,1569 9,3739 9,3619 9,0596 8,5298 7,9141 7,3584 6,9666 6,7641 6,6724 6,5247 6,1458 5,4759 4,6315 3,8306 3,2791 3,1232 3,4415 4,2248 5,3675 6,6871 7,9427 8,8672 9,2758 9,1776 8,7513 8,2184 7,7469 7,4335 7,3248 7,4260 7,6929 8,0292 8,3015 8,3751 8,1716 7,7184 7,1286 6,5198 5,9688 5,5368 5,2974 5,3229 5,6426 6,1994 6,8429 7,3899 7,7142 7,8042 7,7612 7,7448 7,8834 8,1879 8,5412 8,7830 8,8127 8,6181 8,2432 7,7534 7,2136 6,6672 6,1372 5,6648 5,3422 5,2959 5,6201 6,2994 7,1832 8,0500 8,7260 9,1747 9,4844 9,7674 10,0672 10,3376 10,4740 10,3647 9,9391 9,1940 8,1992 7,0916 6,0481 5,2306 4,7298 4,5472 4,6401 4,9756 5,5295 6,2412 6,9895 7,6249 8,0281 8,1480 8,0193 7,7597 7,5313 7,4853 7,7131 8,1991 8,7912 9,2383 9,3030 8,8813 8,0470 7,0003 5,9744 5,1584 4,6543 4,4628 4,5028 4,6734 4,9336 5,3261 5,9055 6,6229 7,3057 7,7743 7,9515 7,8591 7,5568 7,1081 6,5895 6,0912 5,6854
