Fp1   -0,7584 -0,4609 -0,2353 -0,1045 -0,0459 -0,0105 0,0484 0,1590 0,3311 0,5584 0,8167 1,0635 1,2485 1,3318 1,2997 1,1730 0,9954 0,8073 0,6279 0,4538 0,2685 0,0551 -0,1888 -0,4403 -0,6587 -0,8046 -0,8492 -0,7759 -0,5910 -0,3349 -0,0755 0,1145 0,1849 0,1252 -0,0351 -0,2422 -0,4405 -0,5867 -0,6537 -0,6324 -0,5396 -0,4196 -0,3267 -0,2972 -0,3298 -0,3822 -0,3893 -0,2923 -0,0612 0,3004 0,7619 1,2769 1,7940 2,2658 2,6539 2,9332 3,0990 3,1723 3,1896 3,1814 3,1566 3,1023 2,9966 2,8276 2,6066 2,3688 2,1613 2,0199 1,9447 1,9033 1,8599 1,7972 1,7164 1,6302 1,5559 1,5118 1,5125 1,5647 1,6609 1,7765 1,8763 1,9252 1,8968 1,7790 1,5771 1,3145 1,0272 0,7568 0,5439 0,4155 0,3693 0,3748 0,3877 0,3649 0,2747 0,1081 -0,1168 -0,3631 -0,5924 -0,7768 -0,9040 -0,9832 -1,0440 -1,1204 -1,2248 -1,3311 -1,3889 -1,3597 -1,2408 -1,0577 -0,8456 -0,6373 -0,4517 -0,2826 -0,0996 0,1356 0,4501 0,8528 1,3399 1,9018 2,5270 3,1976 3,8851 4,5565 5,1845 5,7555 6,2717 6,7486 7,2051 7,6441 8,0417 8,3578 8,5635 8,6576 8,6610 8,6037 8,5150 8,4200 8,3386 8,2792 8,2329 8,1777 8,0895 7,9497 7,7520 7,5120 7,2667 7,0591 6,9224 6,8672 6,8744 6,9036 6,9157 6,8896 6,8208 6,7134 6,5749 6,4152 6,2385 6,0279 5,7478 5,3674 4,8813 4,3127 3,7099 3,1424 2,6837 2,3857 2,2610 2,2815 2,3837 2,4802 2,4883 2,3663 2,1293 1,8299 1,5243 1,2527 1,0403 0,8962 0,8060 0,7329 0,6388 0,5064 0,3417 0,1546 -0,0560 -0,3011 -0,5933 -0,9397 -1,3417 -1,7951 -2,2868 -2,7928 -3,2810 -3,7147 -4,0581 -4,2833 -4,3824 -4,3733 -4,2967 -4,2015 -4,1255 -4,0824 -4,0631 -4,0439 -3,9956 -3,8900 -3,7040 -3,4273 -3,0715 -2,6681 -2,2518 -1,8452 -1,4533 -1,0685 -0,6859 -0,3176 0,0068 0,2496 0,3734 0,3525 0,1856 -0,1005 -0,4584 -0,8334 -1,1739 -1,4369 -1,5912 -1,6238 -1,5495 -1,4099 -1,2599 -1,1441 -1,0797 -1,0603 -1,0706 -1,0939 -1,1135 -1,1206 -1,1211 -1,1322 -1,1731 -1,2627 -1,4125 -1,6110 -1,8201 -1,9899 -2,0780 -2,0639 -1,9575 -1,7919 -1,6035 -1,4214 -1,2671 -1,1526 -1,0805 -1,0488 -1,0535 -1,0858 -1,1316 -1,1790 -1,2261 -1,2785 -1,3374 -1,3875 -1,3983 -1,3376 -1,1875 -0,9546 -0,6708 -0,3845 -0,1467 0,0033 0,0498 0,0108 -0,0674 -0,1378 -0,1826 -0,2220 -0,2978 -0,4436 -0,6632 -0,9272 -1,1839 -1,3770 -1,4645 -1,4279 -1,2710 -1,0163 -0,7063 -0,3971 -0,1411 0,0319 0,1176 0,1342 0,1195 0,1243 0,1897 0,3222 0,4958 0,6811 0,8704 1,0705 1,2837 1,5060 1,7377 1,9834 2,2433 2,5081 2,7561 2,9504 3,0498 3,0287 2,8932 2,6858 2,4684 2,2910 2,1720 2,1021 2,0530 1,9921 1,9027 1,7965 1,7135 1,7098 1,8349 2,1107 2,5248 3,0354 3,5820 4,1023 4,5516 4,9155 5,2107 5,4764 5,7571 6,0787 6,4348 6,7990 7,1392 7,4246 7,6334 7,7619 7,8232 7,8412 7,8419 7,8426 7,8468 7,8485 7,8371 7,7987 7,7208 7,6021 7,4592 7,3280 7,2527 7,2657 7,3768 7,5785 7,8488 8,1508 8,4356 8,6517 8,7611 8,7568 8,6617 8,5103 8,3390 8,1810 8,0510 7,9384 7,8228 7,6937 7,5601 7,4516 7,4052 7,4448 7,5701 7,7592 7,9806 8,2058 8,4134 8,5841 8,7044 8,7753 8,8116 8,8314 8,8456 8,8558 8,8535 8,8258 8,7677 8,6903 8,6166 8,5682 8,5532 8,5617 8,5694 8,5434 8,4525 8,2856 8,0661 7,8407 7,6553 7,5463 7,5412 7,6523 7,8685 8,1531 8,4489 8,6936 8,8422 8,8755 8,7940 8,6182 8,3887 8,1476 7,9214 7,7175 7,5277 7,3376 7,1387 6,9315 6,7279 6,5597 6,4711 6,4939 6,6300 6,8478 7,0848 7,2682 7,3460 7,3015 7,1477 6,9238 6,6868 6,4894 6,3622 6,3167 6,3563 6,4791 6,6780 6,9358 7,2219 7,5022 7,7579 7,9873 8,1893 8,3504 8,4481 8,4645 8,3999 8,2699 8,0901 7,8744 7,6470 7,4425 7,2900 7,2016 7,1707 7,1782 7,2030 7,2261 7,2283 7,1934 7,1118 6,9788 6,7996 6,5933 6,3803 6,1738 5,9853 5,8290 5,7158 5,6529 5,6451 5,6914 5,7826 5,8983 6,0053 6,0666 6,0555 5,9591 5,7764 5,5263 5,2533 5,0092 4,8257 4,7021 4,6140 4,5323 4,4407 4,3436 4,2616 4,2241 4,2564 4,3640 4,5332 4,7486 4,9978 5,2617 5,5180 5,7586 6,0007 6,2783 6,6195 7,0235 7,4558 7,8641 8,1938 8,3968 8,4399 8,3100 8,0166 7,5955 7,1081 6,6229 6,1906 5,8314 5,5362 5,2760 5,0191 4,7469 4,4567 4,1576 3,8641 3,5894 3,3398 3,1152 2,9168 2,7501 2,6210 2,5328 2,4877 2,4912 2,5507 2,6676 2,8325 3,0255 3,2125 3,3494 3,4024 3,3616 3,2361 3,0465 2,8197 2,5831 2,3603 2,1658 1,9938 1,8125 1,5761 1,2479 0,8219 0,3305 -0,1721 -0,6406 -1,0556 -1,4204 -1,7524 -2,0748 -2,4057 -2,7445 -3,0708 -3,3567 -3,5814 -3,7386 -3,8405 -3,9224 -4,0414 -4,2566 -4,6021 -5,0708 -5,6187 -6,1817 -6,6948 -7,1069 -7,3850 -7,5203 -7,5354 -7,4738 -7,3743 -7,2549 -7,1150 -6,9418 -6,7148 -6,4149 -6,0373 -5,6031 -5,1595 -4,7639 -4,4679 -4,3040 -4,2731 -4,3378 -4,4314 -4,4853 -4,4592 -4,3532
Fz    -0,1483 -0,0005 0,0928 0,1177 0,0946 0,0634 0,0609 0,1111 0,2278 0,4153 0,6615 0,9356 1,1953 1,4004 1,5241 1,5621 1,5292 1,4412 1,3024 1,1073 0,8540 0,5536 0,2350 -0,0580 -0,2826 -0,4125 -0,4391 -0,3642 -0,2027 0,0098 0,2197 0,3675 0,4071 0,3220 0,1306 -0,1268 -0,4069 -0,6730 -0,8960 -1,0564 -1,1521 -1,2023 -1,2382 -1,2843 -1,3428 -1,3870 -1,3709 -1,2519 -1,0077 -0,6378 -0,1595 0,3942 0,9802 1,5544 2,0740 2,5005 2,8091 3,0018 3,1057 3,1544 3,1711 3,1587 3,1041 2,9927 2,8235 2,6149 2,3993 2,2052 2,0399 1,8913 1,7484 1,6158 1,5104 1,4498 1,4437 1,4909 1,5819 1,7017 1,8310 1,9470 2,0274 2,0509 1,9984 1,8592 1,6398 1,3652 1,0697 0,7888 0,5554 0,3903 0,2920 0,2388 0,2013 0,1502 0,0620 -0,0746 -0,2510 -0,4413 -0,6130 -0,7393 -0,8052 -0,8137 -0,7882 -0,7630 -0,7627 -0,7874 -0,8170 -0,8335 -0,8335 -0,8216 -0,8011 -0,7751 -0,7455 -0,7046 -0,6298 -0,4939 -0,2769 0,0284 0,4193 0,8895 1,4347 2,0494 2,7197 3,4234 4,1356 4,8358 5,5130 6,1678 6,8057 7,4218 7,9930 8,4872 8,8807 9,1684 9,3604 9,4737 9,5286 9,5478 9,5551 9,5670 9,5841 9,5955 9,5879 9,5493 9,4687 9,3413 9,1769 9,0002 8,8409 8,7191 8,6344 8,5697 8,5084 8,4462 8,3861 8,3283 8,2679 8,1970 8,1028 7,9595 7,7336 7,4040 6,9749 6,4727 5,9408 5,4347 5,0085 4,6945 4,4952 4,3873 4,3256 4,2495 4,1028 3,8629 3,5533 3,2269 2,9325 2,6971 2,5318 2,4372 2,3988 2,3858 2,3642 2,3127 2,2231 2,0863 1,8816 1,5852 1,1863 0,6944 0,1353 -0,4579 -1,0480 -1,5976 -2,0739 -2,4525 -2,7173 -2,8623 -2,8964 -2,8454 -2,7447 -2,6283 -2,5177 -2,4171 -2,3170 -2,2017 -2,0548 -1,8611 -1,6079 -1,2898 -0,9151 -0,5031 -0,0708 0,3735 0,8253 1,2762 1,7080 2,0919 2,3953 2,5908 2,6614 2,6057 2,4411 2,1988 1,9140 1,6206 1,3486 1,1251 0,9748 0,9129 0,9332 1,0074 1,0985 1,1777 1,2329 1,2615 1,2614 1,2333 1,1847 1,1239 1,0523 0,9654 0,8577 0,7206 0,5447 0,3333 0,1119 -0,0776 -0,1922 -0,2060 -0,1198 0,0437 0,2537 0,4776 0,6837 0,8474 0,9535 0,9929 0,9631 0,8727 0,7417 0,5917 0,4368 0,2829 0,1374 0,0190 -0,0422 -0,0168 0,1101 0,3299 0,6096 0,9001 1,1526 1,3349 1,4380 1,4790 1,4957 1,5247 1,5731 1,6121 1,5981 1,5053 1,3402 1,1338 0,9274 0,7617 0,6672 0,6602 0,7451 0,9130 1,1390 1,3842 1,6092 1,7884 1,9141 1,9928 2,0459 2,1093 2,2166 2,3770 2,5746 2,7911 3,0239 3,2804 3,5605 3,8541 4,1510 4,4429 4,7209 4,9765 5,2020 5,3869 5,5183 5,5862 5,5915 5,5535 5,5049 5,4689 5,4462 5,4207 5,3715 5,2841 5,1621 5,0325 4,9426 4,9442 5,0711 5,3253 5,6807 6,0977 6,5355 6,9603 7,3497 7,6970 8,0116 8,3152 8,6342 8,9845 9,3615 9,7464 10,1140 10,4383 10,7009 10,8973 11,0325 11,1171 11,1645 11,1877 11,1956 11,1906 11,1688 11,1224 11,0476 10,9527 10,8564 10,7830 10,7585 10,8035 10,9284 11,1322 11,4004 11,7050 12,0052 12,2494 12,3866 12,3873 12,2561 12,0265 11,7534 11,4970 11,2993 11,1700 11,0945 11,0479 11,0108 10,9837 10,9836 11,0268 11,1175 11,2496 11,4142 11,6036 11,8067 12,0056 12,1804 12,3180 12,4135 12,4663 12,4799 12,4617 12,4187 12,3555 12,2791 12,2039 12,1476 12,1214 12,1249 12,1468 12,1664 12,1549 12,0835 11,9427 11,7567 11,5713 11,4270 11,3496 11,3568 11,4593 11,6545 11,9197 12,2117 12,4767 12,6681 12,7556 12,7249 12,5817 12,3526 12,0705 11,7577 11,4236 11,0707 10,7049 10,3424 10,0064 9,7223 9,5199 9,4270 9,4543 9,5878 9,7877 9,9928 10,1361 10,1721 10,0891 9,9033 9,6548 9,4014 9,1976 9,0751 9,0421 9,0946 9,2217 9,4069 9,6290 9,8620 10,0807 10,2729 10,4383 10,5727 10,6600 10,6791 10,6186 10,4886 10,3156 10,1225 9,9199 9,7183 9,5345 9,3846 9,2758 9,2061 9,1711 9,1696 9,1986 9,2436 9,2808 9,2884 9,2505 9,1605 9,0265 8,8657 8,6935 8,5225 8,3643 8,2264 8,1122 8,0235 7,9612 7,9244 7,9063 7,8915 7,8598 7,7948 7,6867 7,5312 7,3369 7,1290 6,9328 6,7564 6,5931 6,4339 6,2751 6,1181 5,9683 5,8344 5,7259 5,6488 5,6015 5,5795 5,5858 5,6291 5,7120 5,8298 5,9860 6,2021 6,5085 6,9233 7,4354 8,0059 8,5817 9,1085 9,5381 9,8357 9,9832 9,9788 9,8381 9,5955 9,2948 8,9751 8,6615 8,3617 8,0665 7,7592 7,4293 7,0787 6,7192 6,3671 6,0378 5,7403 5,4784 5,2563 5,0809 4,9583 4,8881 4,8625 4,8730 4,9182 5,0003 5,1179 5,2612 5,4038 5,5035 5,5223 5,4457 5,2825 5,0537 4,7812 4,4832 4,1760 3,8754 3,5882 3,3036 2,9959 2,6388 2,2251 1,7775 1,3365 0,9356 0,5832 0,2648 -0,0438 -0,3625 -0,6989 -1,0449 -1,3831 -1,7009 -1,9949 -2,2661 -2,5200 -2,7759 -3,0716 -3,4482 -3,9266 -4,4946 -5,1102 -5,7183 -6,2677 -6,7216 -7,0594 -7,2785 -7,3980 -7,4491 -7,4552 -7,4230 -7,3506 -7,2350 -7,0711 -6,8508 -6,5669 -6,2238 -5,8448 -5,4693 -5,1447 -4,9137 -4,7968 -4,7797 -4,8145 -4,8414 -4,8147 -4,7175
F3    -0,7714 -0,5723 -0,4298 -0,3591 -0,3375 -0,3189 -0,2606 -0,1391 0,0507 0,3023 0,5979 0,9059 1,1860 1,4007 1,5260 1,5592 1,5158 1,4137 1,2605 1,0534 0,7877 0,4693 0,1212 -0,2165 -0,4964 -0,6778 -0,7353 -0,6621 -0,4775 -0,2324 0,0022 0,1569 0,1887 0,0961 -0,0836 -0,2938 -0,4799 -0,6033 -0,6470 -0,6180 -0,5494 -0,4908 -0,4849 -0,5455 -0,6508 -0,7472 -0,7646 -0,6449 -0,3648 0,0608 0,5884 1,1617 1,7268 2,2423 2,6786 3,0149 3,2444 3,3809 3,4516 3,4813 3,4797 3,4411 3,3494 3,1893 2,9589 2,6774 2,3816 2,1079 1,8721 1,6681 1,4880 1,3384 1,2364 1,1956 1,2170 1,2909 1,4025 1,5357 1,6712 1,7870 1,8618 1,8770 1,8156 1,6670 1,4382 1,1575 0,8665 0,6091 0,4228 0,3256 0,3056 0,3265 0,3430 0,3138 0,2097 0,0242 -0,2204 -0,4816 -0,7165 -0,8961 -1,0074 -1,0554 -1,0670 -1,0823 -1,1327 -1,2201 -1,3178 -1,3923 -1,4210 -1,3940 -1,3132 -1,1959 -1,0702 -0,9539 -0,8407 -0,7066 -0,5258 -0,2783 0,0505 0,4706 0,9861 1,5890 2,2546 2,9475 3,6368 4,3077 4,9611 5,6021 6,2270 6,8176 7,3440 7,7814 8,1285 8,4050 8,6319 8,8168 8,9580 9,0551 9,1150 9,1445 9,1428 9,1047 9,0295 8,9207 8,7832 8,6256 8,4655 8,3272 8,2317 8,1857 8,1781 8,1886 8,2021 8,2148 8,2263 8,2322 8,2235 8,1880 8,1045 7,9403 7,6642 7,2652 6,7582 6,1784 5,5755 5,0095 4,5387 4,2002 3,9968 3,8980 3,8476 3,7784 3,6368 3,4052 3,1054 2,7825 2,4796 2,2259 2,0392 1,9251 1,8714 1,8506 1,8338 1,8030 1,7487 1,6553 1,4944 1,2355 0,8631 0,3841 -0,1758 -0,7823 -1,3993 -1,9933 -2,5391 -3,0179 -3,4127 -3,7094 -3,9045 -4,0097 -4,0501 -4,0551 -4,0437 -4,0186 -3,9711 -3,8893 -3,7611 -3,5718 -3,3055 -2,9522 -2,5197 -2,0351 -1,5316 -1,0358 -0,5625 -0,1173 0,2916 0,6447 0,9161 1,0854 1,1405 1,0763 0,8977 0,6249 0,2927 -0,0556 -0,3748 -0,6232 -0,7671 -0,7897 -0,7004 -0,5350 -0,3448 -0,1774 -0,0606 0,0000 0,0148 0,0019 -0,0206 -0,0453 -0,0806 -0,1405 -0,2335 -0,3638 -0,5330 -0,7319 -0,9319 -1,0913 -1,1716 -1,1550 -1,0498 -0,8794 -0,6691 -0,4462 -0,2445 -0,0958 -0,0188 -0,0212 -0,1000 -0,2386 -0,4087 -0,5787 -0,7255 -0,8382 -0,9100 -0,9285 -0,8781 -0,7472 -0,5338 -0,2498 0,0766 0,4046 0,6913 0,9046 1,0320 1,0850 1,0984 1,1130 1,1459 1,1761 1,1603 1,0661 0,8936 0,6730 0,4501 0,2691 0,1581 0,1279 0,1783 0,3018 0,4812 0,6899 0,9016 1,0993 1,2745 1,4231 1,5507 1,6775 1,8253 1,9962 2,1731 2,3431 2,5149 2,7082 2,9316 3,1817 3,4540 3,7427 4,0347 4,3129 4,5611 4,7603 4,8902 4,9358 4,8986 4,8040 4,6936 4,6019 4,5413 4,5056 4,4780 4,4399 4,3840 4,3287 4,3181 4,4032 4,6163 4,9557 5,3910 5,8773 6,3681 6,8243 7,2211 7,5526 7,8304 8,0810 8,3382 8,6284 8,9587 9,3153 9,6707 9,9919 10,2522 10,4397 10,5566 10,6145 10,6288 10,6150 10,5850 10,5444 10,4937 10,4287 10,3437 10,2382 10,1226 10,0203 9,9628 9,9807 10,0942 10,3057 10,5962 10,9280 11,2525 11,5167 11,6757 11,7073 11,6162 11,4259 11,1723 10,8962 10,6289 10,3846 10,1668 9,9749 9,8132 9,7016 9,6701 9,7392 9,9069 10,1516 10,4409 10,7418 11,0234 11,2572 11,4256 11,5301 11,5870 11,6145 11,6257 11,6278 11,6216 11,6041 11,5774 11,5545 11,5524 11,5811 11,6351 11,6940 11,7257 11,6913 11,5567 11,3162 11,0064 10,6893 10,4198 10,2333 10,1525 10,1867 10,3247 10,5341 10,7705 10,9884 11,1522 11,2401 11,2425 11,1630 11,0199 10,8360 10,6256 10,3908 10,1263 9,8314 9,5166 9,1992 8,9025 8,6630 8,5239 8,5135 8,6289 8,8324 9,0579 9,2318 9,3018 9,2490 9,0847 8,8481 8,6003 8,4018 8,2898 8,2751 8,3527 8,5091 8,7227 8,9612 9,1843 9,3572 9,4689 9,5330 9,5692 9,5832 9,5659 9,5073 9,4116 9,2914 9,1517 8,9918 8,8240 8,6766 8,5751 8,5260 8,5174 8,5317 8,5576 8,5880 8,6091 8,6014 8,5507 8,4545 8,3223 8,1744 8,0301 7,8999 7,7863 7,6881 7,6004 7,5178 7,4411 7,3796 7,3451 7,3383 7,3393 7,3138 7,2312 7,0760 6,8527 6,5875 6,3231 6,1000 5,9356 5,8226 5,7403 5,6691 5,5995 5,5324 5,4723 5,4210 5,3744 5,3232 5,2611 5,1974 5,1554 5,1575 5,2175 5,3464 5,5580 5,8636 6,2610 6,7273 7,2245 7,7117 8,1510 8,5065 8,7460 8,8452 8,7940 8,6059 8,3205 7,9857 7,6381 7,2945 6,9574 6,6214 6,2818 5,9413 5,6105 5,3015 5,0210 4,7693 4,5420 4,3346 4,1479 3,9929 3,8853 3,8325 3,8284 3,8622 3,9277 4,0213 4,1374 4,2657 4,3844 4,4595 4,4613 4,3785 4,2176 3,9954 3,7341 3,4602 3,2006 2,9735 2,7768 2,5861 2,3629 2,0688 1,6823 1,2133 0,7007 0,1930 -0,2720 -0,6777 -1,0279 -1,3385 -1,6280 -1,9058 -2,1671 -2,3997 -2,5936 -2,7451 -2,8617 -2,9725 -3,1267 -3,3762 -3,7532 -4,2588 -4,8613 -5,5055 -6,1301 -6,6815 -7,1205 -7,4312 -7,6268 -7,7371 -7,7858 -7,7787 -7,7110 -7,5743 -7,3589 -7,0546 -6,6588 -6,1880 -5,6826 -5,1988 -4,7956 -4,5208 -4,3947 -4,3993 -4,4799 -4,5670 -4,6059 -4,5755
F7    -0,4839 -0,3063 -0,1687 -0,0887 -0,0563 -0,0400 -0,0057 0,0696 0,1971 0,3790 0,6056 0,8507 1,0755 1,2403 1,3211 1,3192 1,2565 1,1567 1,0297 0,8677 0,6548 0,3823 0,0615 -0,2719 -0,5663 -0,7745 -0,8693 -0,8481 -0,7340 -0,5735 -0,4244 -0,3356 -0,3317 -0,4099 -0,5464 -0,7028 -0,8336 -0,8976 -0,8694 -0,7467 -0,5541 -0,3396 -0,1589 -0,0515 -0,0221 -0,0374 -0,0396 0,0247 0,1797 0,4165 0,7072 1,0196 1,3265 1,6085 1,8519 2,0423 2,1691 2,2357 2,2616 2,2679 2,2653 2,2517 2,2154 2,1438 2,0320 1,8874 1,7291 1,5766 1,4342 1,2938 1,1562 1,0411 0,9723 0,9592 0,9914 1,0467 1,1044 1,1544 1,1942 1,2186 1,2162 1,1760 1,0910 0,9602 0,7910 0,6026 0,4218 0,2777 0,1929 0,1742 0,2052 0,2533 0,2834 0,2654 0,1764 0,0063 -0,2306 -0,4952 -0,7399 -0,9254 -1,0314 -1,0627 -1,0490 -1,0309 -1,0372 -1,0699 -1,1099 -1,1375 -1,1426 -1,1195 -1,0666 -0,9934 -0,9166 -0,8419 -0,7532 -0,6200 -0,4110 -0,1028 0,3179 0,8537 1,4956 2,2172 2,9710 3,6997 4,3564 4,9206 5,4026 5,8321 6,2387 6,6353 7,0098 7,3331 7,5814 7,7510 7,8529 7,8996 7,9007 7,8651 7,8021 7,7127 7,5849 7,4056 7,1744 6,9040 6,6146 6,3302 6,0777 5,8850 5,7767 5,7642 5,8342 5,9518 6,0785 6,1846 6,2503 6,2652 6,2284 6,1462 6,0240 5,8570 5,6320 5,3420 4,9954 4,6098 4,2051 3,8045 3,4336 3,1137 2,8555 2,6543 2,4849 2,3061 2,0826 1,8089 1,5154 1,2499 1,0465 0,9115 0,8346 0,8002 0,7868 0,7679 0,7241 0,6546 0,5688 0,4680 0,3371 0,1550 -0,0942 -0,4152 -0,8025 -1,2416 -1,7102 -2,1811 -2,6270 -3,0204 -3,3349 -3,5544 -3,6813 -3,7368 -3,7536 -3,7648 -3,7929 -3,8470 -3,9247 -4,0109 -4,0739 -4,0721 -3,9716 -3,7642 -3,4733 -3,1377 -2,7886 -2,4408 -2,0975 -1,7558 -1,4176 -1,1012 -0,8360 -0,6491 -0,5601 -0,5823 -0,7181 -0,9520 -1,2509 -1,5728 -1,8764 -2,1256 -2,2899 -2,3494 -2,3028 -2,1725 -2,0004 -1,8321 -1,6990 -1,6128 -1,5697 -1,5561 -1,5538 -1,5540 -1,5639 -1,5986 -1,6719 -1,7969 -1,9823 -2,2202 -2,4771 -2,7050 -2,8614 -2,9244 -2,8920 -2,7712 -2,5742 -2,3249 -2,0584 -1,8061 -1,5877 -1,4164 -1,3036 -1,2538 -1,2593 -1,3041 -1,3738 -1,4604 -1,5556 -1,6439 -1,7042 -1,7169 -1,6712 -1,5689 -1,4229 -1,2546 -1,0885 -0,9443 -0,8307 -0,7446 -0,6762 -0,6203 -0,5853 -0,5921 -0,6608 -0,7954 -0,9783 -1,1747 -1,3438 -1,4541 -1,4925 -1,4595 -1,3582 -1,1937 -0,9820 -0,7535 -0,5420 -0,3690 -0,2403 -0,1522 -0,0914 -0,0330 0,0465 0,1496 0,2610 0,3701 0,4828 0,6089 0,7478 0,8946 1,0531 1,2298 1,4219 1,6182 1,7995 1,9343 1,9868 1,9402 1,8118 1,6487 1,5025 1,4029 1,3522 1,3372 1,3384 1,3341 1,3100 1,2679 1,2293 1,2268 1,2887 1,4276 1,6405 1,9142 2,2291 2,5608 2,8837 3,1783 3,4386 3,6777 3,9212 4,1893 4,4833 4,7898 5,0905 5,3655 5,5962 5,7691 5,8788 5,9294 5,9322 5,9019 5,8512 5,7875 5,7103 5,6105 5,4748 5,3003 5,1043 4,9197 4,7854 4,7337 4,7794 4,9144 5,1111 5,3322 5,5399 5,7021 5,7986 5,8258 5,7916 5,7063 5,5858 5,4532 5,3246 5,1984 5,0640 4,9144 4,7580 4,6256 4,5578 4,5800 4,6869 4,8507 5,0436 5,2557 5,4855 5,7198 5,9309 6,0951 6,2077 6,2799 6,3278 6,3642 6,3929 6,4079 6,4034 6,3825 6,3556 6,3302 6,3055 6,2712 6,2102 6,1034 5,9385 5,7232 5,4941 5,3038 5,1927 5,1742 5,2444 5,3937 5,6075 5,8635 6,1319 6,3768 6,5634 6,6664 6,6756 6,5990 6,4608 6,2872 6,0932 5,8847 5,6705 5,4699 5,3065 5,1910 5,1192 5,0889 5,1096 5,1927 5,3356 5,5159 5,6944 5,8299 5,8982 5,8949 5,8262 5,7106 5,5825 5,4815 5,4341 5,4496 5,5300 5,6731 5,8667 6,0832 6,2811 6,4212 6,4916 6,5120 6,5119 6,5095 6,5106 6,5129 6,5073 6,4793 6,4101 6,2897 6,1363 5,9942 5,9055 5,8841 5,9134 5,9636 6,0103 6,0379 6,0331 5,9858 5,8956 5,7694 5,6175 5,4543 5,2953 5,1551 5,0465 4,9772 4,9432 4,9304 4,9260 4,9310 4,9612 5,0306 5,1312 5,2316 5,2932 5,2855 5,1931 5,0217 4,7996 4,5639 4,3412 4,1411 3,9615 3,7945 3,6298 3,4628 3,3030 3,1731 3,0938 3,0698 3,0939 3,1627 3,2803 3,4432 3,6337 3,8353 4,0486 4,2887 4,5677 4,8794 5,1996 5,4975 5,7436 5,9122 5,9832 5,9410 5,7795 5,5156 5,1936 4,8679 4,5806 4,3495 4,1670 4,0081 3,8459 3,6664 3,4711 3,2695 3,0712 2,8789 2,6893 2,5016 2,3291 2,1988 2,1368 2,1528 2,2349 2,3559 2,4845 2,5937 2,6692 2,7120 2,7253 2,7048 2,6464 2,5543 2,4369 2,3025 2,1615 2,0302 1,9314 1,8824 1,8748 1,8688 1,8092 1,6506 1,3781 1,0128 0,5972 0,1708 -0,2447 -0,6454 -1,0368 -1,4263 -1,8170 -2,2003 -2,5578 -2,8707 -3,1269 -3,3205 -3,4548 -3,5517 -3,6514 -3,7950 -4,0089 -4,2989 -4,6514 -5,0420 -5,4459 -5,8403 -6,1987 -6,4932 -6,7106 -6,8571 -6,9440 -6,9741 -6,9459 -6,8644 -6,7370 -6,5605 -6,3222 -6,0177 -5,6635 -5,2949 -4,9586 -4,7015 -4,5551 -4,5203 -4,5630 -4,6283 -4,6691 -4,6658
