Fp1   0,1243 -0,0733 -0,3255 -0,5901 -0,8261 -0,9975 -1,0801 -1,0680 -0,9790 -0,8430 -0,6802 -0,4934 -0,2770 -0,0271 0,2477 0,5261 0,7823 0,9895 1,1190 1,1523 1,0905 0,9495 0,7517 0,5226 0,2873 0,0706 -0,1073 -0,2485 -0,3810 -0,5309 -0,6941 -0,8392 -0,9276 -0,9321 -0,8555 -0,7313 -0,6020 -0,4967 -0,4226 -0,3654 -0,3009 -0,2034 -0,0467 0,1893 0,5031 0,8661 1,2368 1,5795 1,8682 2,0892 2,2444 2,3517 2,4396 2,5336 2,6372 2,7287 2,7771 2,7612 2,6788 2,5472 2,3947 2,2526 2,1504 2,1086 2,1312 2,2055 2,3061 2,4006 2,4591 2,4595 2,3865 2,2360 2,0311 1,8208 1,6557 1,5671 1,5582 1,6040 1,6663 1,7186 1,7621 1,8256 1,9520 2,1767 2,5061 2,9090 3,3271 3,6936 3,9505 4,0639 4,0293 3,8640 3,6000 3,2758 2,9219 2,5556 2,1875 1,8245 1,4704 1,1364 0,8511 0,6571 0,5955 0,6819 0,8945 1,1869 1,5050 1,7947 2,0111 2,1381 2,2024 2,2599 2,3666 2,5616 2,8680 3,2955 3,8379 4,4720 5,1618 5,8762 6,6039 7,3466 8,1005 8,8456 9,5484 10,1707 10,6770 11,0347 11,2221 11,2492 11,1714 11,0807 11,0761 11,2256 11,5403 11,9732 12,4394 12,8464 13,1244 13,2447 13,2228 13,1118 12,9822 12,8928 12,8649 12,8743 12,8663 12,7848 12,5980 12,3135 11,9788 11,6639 11,4348 11,3327 11,3627 11,4959 11,6785 11,8415 11,9179 11,8696 11,7033 11,4643 11,2132 10,9994 10,8479 10,7634 10,7326 10,7211 10,6763 10,5426 10,2914 9,9477 9,5815 9,2637 9,0333 8,8919 8,8071 8,7235 8,5812 8,3418 8,0120 7,6457 7,3177 7,0857 6,9640 6,9159 6,8686 6,7476 6,5097 6,1544 5,7185 5,2676 4,8854 4,6485 4,5824 4,6363 4,7070 4,6918 4,5367 4,2539 3,9062 3,5756 3,3319 3,2137 3,2280 3,3553 3,5497 3,7489 3,8930 3,9336 3,8405 3,6214 3,3273 3,0211 2,7460 2,5205 2,3423 2,1896 2,0335 1,8595 1,6804 1,5251 1,4147 1,3527 1,3288 1,3234 1,3074 1,2496 1,1318 0,9591 0,7594 0,5787 0,4716 0,4863 0,6494 0,9592 1,3892 1,8914 2,4003 2,8494 3,1947 3,4220 3,5397 3,5688 3,5324 3,4418 3,2908 3,0719 2,7942 2,4910 2,2168 2,0329 1,9885 2,1121 2,4094 2,8601 3,4168 4,0125 4,5813 5,0810 5,4967 5,8228 6,0515 6,1776 6,1984 6,1107 5,9145 5,6195 5,2479 4,8358 4,4277 4,0619 3,7601 3,5370 3,4119 3,4015 3,5051 3,6965 3,9285 4,1455 4,3069 4,4123 4,5021 4,6270 4,8167 5,0680 5,3486 5,6054 5,7868 5,8663 5,8511 5,7741 5,6834 5,6282 5,6441 5,7364 5,8745 6,0087 6,0973 6,1249 6,1037 6,0673 6,0585 6,1043 6,1973 6,3028 6,3770 6,3848 6,3154 6,1892 6,0488 5,9509 5,9533 6,0873 6,3368 6,6426 6,9306 7,1443 7,2614 7,2900 7,2600 7,2175 7,2153 7,2959 7,4776 7,7541 8,1002 8,4785 8,8476 9,1777 9,4581 9,6915 9,8922 10,0854 10,2932 10,5182 10,7425 10,9340 11,0595 11,0997 11,0564 10,9546 10,8392 10,7563 10,7332 10,7732 10,8551 10,9368 10,9684 10,9155 10,7803 10,6019 10,4353 10,3290 10,3129 10,3949 10,5622 10,7870 11,0379 11,2910 11,5319 11,7587 11,9879 12,2420 12,5206 12,7861 12,9785 13,0381 12,9229 12,6227 12,1661 11,6128 11,0343 10,4934 10,0301 9,6624 9,3915 9,1974 9,0424 8,8939 8,7469 8,6267 8,5776 8,6415 8,8398 9,1648 9,5813 10,0355 10,4728 10,8547 11,1677 11,4238 11,6503 11,8713 12,0902 12,2827 12,4039 12,4073 12,2692 12,0022 11,6474 11,2605 10,9059 10,6418 10,4923 10,4363 10,4213 10,3855 10,2816 10,0984 9,8740 9,6813 9,5848 9,6042 9,7185 9,8879 10,0617 10,1849 10,2175 10,1481 9,9859 9,7539 9,4937 9,2607 9,1099 9,0784 9,1705 9,3521 9,5646 9,7501 9,8766 9,9562 10,0392 10,1862 10,4391 10,8022 11,2380 11,6785 12,0464 12,2770 12,3393 12,2477 12,0516 11,8076 11,5598 11,3263 11,0908 10,8093 10,4332 9,9337 9,3223 8,6585 8,0343 7,5414 7,2412 7,1490 7,2306 7,4102 7,5934 7,7010 7,6923 7,5721 7,3813 7,1814 7,0338 6,9731 6,9841 7,0073 6,9708 6,8229 6,5492 6,1809 5,7805 5,4097 5,1069 4,8849 4,7335 4,6263 4,5372 4,4545 4,3814 4,3292 4,3158 4,3670 4,5075 4,7423 5,0423 5,3519 5,6155 5,8083 5,9444 6,0572 6,1765 6,3202 6,4939 6,6907 6,8930 7,0767 7,2191 7,3091 7,3545 7,3848 7,4446 7,5772 7,8034 8,1091 8,4465 8,7525 8,9750 9,0918 9,1111 9,0617 8,9842 8,9161 8,8696 8,8209 8,7226 8,5328 8,2379 7,8559 7,4274 7,0081 6,6530 6,3937 6,2278 6,1257 6,0415 5,9284 5,7618 5,5448 5,2919 5,0188 4,7398 4,4636 4,1873 3,8996 3,5896 3,2542 2,8976 2,5299 2,1713 1,8568 1,6275 1,5114 1,5094 1,5890 1,6871 1,7273 1,6454 1,4057 1,0109 0,5045 -0,0461 -0,5797 -1,0606 -1,4816 -1,8559 -2,2022 -2,5290 -2,8331 -3,1079 -3,3442 -3,5285 -3,6519 -3,7231 -3,7744 -3,8601 -4,0379 -4,3401 -4,7548 -5,2236 -5,6551 -5,9607 -6,0943 -6,0633 -5,9100 -5,6910 -5,4637 -5,2757 -5,1528 -5,0930 -5,0651 -5,0175 -4,9016 -4,7002 -4,4395 -4,1809 -3,9974 -3,9399 -4,0114 -4,1669 -4,3272 -4,4028 -4,3303 -4,0975 -3,7389 -3,3169 -2,9049 -2,5639 -2,3164
Fz    0,9478 0,7359 0,4754 0,2005 -0,0558 -0,2604 -0,3826 -0,4047 -0,3332 -0,1941 -0,0135 0,1929 0,4142 0,6397 0,8557 1,0466 1,1972 1,2888 1,3005 1,2228 1,0655 0,8512 0,6077 0,3652 0,1480 -0,0296 -0,1646 -0,2713 -0,3827 -0,5255 -0,6979 -0,8726 -1,0147 -1,0988 -1,1239 -1,1131 -1,0943 -1,0832 -1,0778 -1,0617 -1,0154 -0,9246 -0,7781 -0,5688 -0,2994 0,0136 0,3469 0,6785 0,9882 1,2595 1,4828 1,6612 1,8115 1,9549 2,0975 2,2230 2,3068 2,3351 2,3136 2,2634 2,2095 2,1738 2,1725 2,2124 2,2871 2,3814 2,4795 2,5667 2,6300 2,6577 2,6323 2,5368 2,3744 2,1726 1,9665 1,7865 1,6538 1,5742 1,5398 1,5391 1,5664 1,6303 1,7537 1,9610 2,2575 2,6165 2,9883 3,3187 3,5655 3,7071 3,7411 3,6766 3,5354 3,3490 3,1445 2,9388 2,7432 2,5638 2,4004 2,2534 2,1338 2,0642 2,0679 2,1506 2,2933 2,4636 2,6281 2,7576 2,8336 2,8587 2,8586 2,8691 2,9185 3,0276 3,2191 3,5178 3,9415 4,4891 5,1355 5,8452 6,5928 7,3623 8,1313 8,8635 9,5164 10,0570 10,4707 10,7537 10,9100 10,9652 10,9774 11,0250 11,1768 11,4689 11,8964 12,4179 12,9672 13,4720 13,8772 14,1617 14,3417 14,4618 14,5729 14,7075 14,8640 15,0092 15,0960 15,0882 14,9770 14,7855 14,5604 14,3548 14,2102 14,1475 14,1656 14,2452 14,3513 14,4355 14,4492 14,3654 14,1893 13,9521 13,6946 13,4544 13,2582 13,1195 13,0337 12,9763 12,9081 12,7867 12,5864 12,3165 12,0175 11,7334 11,4896 11,2876 11,1068 10,9104 10,6580 10,3235 9,9143 9,4726 9,0557 8,7112 8,4609 8,2948 8,1739 8,0453 7,8602 7,5891 7,2309 6,8170 6,4066 6,0665 5,8330 5,6872 5,5713 5,4283 5,2288 4,9787 4,7134 4,4837 4,3340 4,2843 4,3307 4,4534 4,6178 4,7803 4,9012 4,9497 4,9013 4,7485 4,5099 4,2182 3,9046 3,5973 3,3180 3,0738 2,8592 2,6727 2,5283 2,4424 2,4143 2,4237 2,4447 2,4522 2,4215 2,3313 2,1739 1,9613 1,7282 1,5295 1,4275 1,4713 1,6807 2,0435 2,5252 3,0767 3,6369 4,1412 4,5366 4,7921 4,9000 4,8748 4,7480 4,5512 4,3026 4,0135 3,7038 3,4083 3,1748 3,0519 3,0722 3,2462 3,5677 4,0165 4,5568 5,1386 5,7105 6,2385 6,7087 7,1096 7,4222 7,6241 7,6960 7,6282 7,4283 7,1219 6,7454 6,3380 5,9347 5,5569 5,2116 4,9067 4,6606 4,4911 4,4041 4,3942 4,4466 4,5350 4,6320 4,7293 4,8430 4,9968 5,2060 5,4716 5,7763 6,0819 6,3390 6,5083 6,5728 6,5393 6,4343 6,2962 6,1657 6,0739 6,0304 6,0235 6,0359 6,0591 6,0951 6,1522 6,2397 6,3570 6,4868 6,6025 6,6825 6,7192 6,7257 6,7313 6,7693 6,8719 7,0666 7,3579 7,7122 8,0674 8,3632 8,5709 8,6949 8,7521 8,7563 8,7243 8,6843 8,6705 8,7101 8,8171 8,9945 9,2369 9,5308 9,8577 10,1975 10,5280 10,8302 11,1002 11,3460 11,5725 11,7747 11,9403 12,0541 12,1055 12,0930 12,0267 11,9311 11,8366 11,7689 11,7422 11,7523 11,7740 11,7730 11,7236 11,6221 11,4869 11,3485 11,2395 11,1884 11,2172 11,3382 11,5514 11,8458 12,1999 12,5807 12,9542 13,3064 13,6435 13,9661 14,2509 14,4565 14,5386 14,4599 14,2018 13,7732 13,2080 12,5533 11,8589 11,1725 10,5413 10,0089 9,5982 9,3001 9,0895 8,9498 8,8838 8,9073 9,0369 9,2797 9,6276 10,0577 10,5353 11,0207 11,4812 11,9000 12,2778 12,6239 12,9424 13,2255 13,4540 13,6012 13,6396 13,5539 13,3526 13,0667 12,7415 12,4271 12,1629 11,9592 11,7963 11,6408 11,4571 11,2173 10,9159 10,5850 10,2876 10,0825 9,9928 10,0074 10,0957 10,2160 10,3261 10,4031 10,4460 10,4570 10,4345 10,3864 10,3389 10,3275 10,3792 10,4978 10,6598 10,8273 10,9647 11,0530 11,1004 11,1417 11,2214 11,3741 11,6120 11,9200 12,2593 12,5737 12,8030 12,9070 12,8866 12,7762 12,6184 12,4465 12,2778 12,1080 11,9099 11,6416 11,2656 10,7743 10,2042 9,6297 9,1357 8,7876 8,6134 8,6001 8,7001 8,8449 8,9618 8,9961 8,9301 8,7870 8,6177 8,4818 8,4225 8,4427 8,5005 8,5325 8,4829 8,3223 8,0573 7,7244 7,3671 7,0204 6,7073 6,4385 6,2145 6,0305 5,8799 5,7521 5,6346 5,5235 5,4327 5,3879 5,4065 5,4830 5,5895 5,6922 5,7743 5,8443 5,9224 6,0229 6,1514 6,3077 6,4884 6,6889 6,8996 7,1041 7,2881 7,4530 7,6190 7,8139 8,0544 8,3379 8,6484 8,9623 9,2541 9,5048 9,7094 9,8729 10,0017 10,1058 10,2007 10,2939 10,3704 10,4005 10,3629 10,2565 10,0921 9,8845 9,6532 9,4211 9,2045 9,0052 8,8132 8,6110 8,3838 8,1356 7,8895 7,6691 7,4854 7,3348 7,1996 7,0536 6,8731 6,6499 6,3919 6,1141 5,8295 5,5517 5,2979 5,0831 4,9119 4,7781 4,6651 4,5414 4,3637 4,0946 3,7152 3,2299 2,6660 2,0657 1,4717 0,9150 0,4091 -0,0480 -0,4635 -0,8381 -1,1641 -1,4376 -1,6674 -1,8737 -2,0816 -2,3150 -2,5960 -2,9481 -3,3900 -3,9199 -4,5062 -5,0891 -5,5927 -5,9530 -6,1467 -6,1940 -6,1388 -6,0289 -5,9059 -5,7980 -5,7141 -5,6438 -5,5601 -5,4295 -5,2299 -4,9649 -4,6652 -4,3794 -4,1608 -4,0480 -4,0486 -4,1373 -4,2613 -4,3513 -4,3473 -4,2253 -4,0025 -3,7220 -3,4325 -3,1682 -2,9383
F3    0,3517 0,0459 -0,2720 -0,5627 -0,7959 -0,9513 -1,0173 -0,9904 -0,8785 -0,6972 -0,4580 -0,1668 0,1661 0,5202 0,8671 1,1749 1,4132 1,5536 1,5780 1,4933 1,3313 1,1299 0,9171 0,7078 0,5072 0,3191 0,1476 -0,0151 -0,1920 -0,4006 -0,6316 -0,8537 -1,0299 -1,1356 -1,1712 -1,1577 -1,1173 -1,0610 -0,9881 -0,8900 -0,7612 -0,6025 -0,4127 -0,1839 0,0895 0,4001 0,7279 1,0479 1,3350 1,5696 1,7429 1,8565 1,9226 1,9568 1,9653 1,9412 1,8774 1,7769 1,6534 1,5300 1,4331 1,3866 1,4066 1,4927 1,6245 1,7722 1,9098 2,0162 2,0728 2,0664 1,9885 1,8391 1,6383 1,4246 1,2351 1,0897 0,9864 0,9053 0,8262 0,7465 0,6839 0,6719 0,7507 0,9497 1,2705 1,6809 2,1272 2,5516 2,9061 3,1626 3,3151 3,3703 3,3413 3,2443 3,0928 2,8955 2,6591 2,3915 2,1062 1,8277 1,5941 1,4489 1,4208 1,5027 1,6553 1,8336 2,0051 2,1454 2,2335 2,2644 2,2622 2,2712 2,3340 2,4788 2,7223 3,0752 3,5429 4,1197 4,7858 5,5168 6,2932 7,0961 7,8983 8,6597 9,3312 9,8685 10,2464 10,4620 10,5354 10,5161 10,4826 10,5242 10,7104 11,0683 11,5771 12,1753 12,7766 13,2929 13,6606 13,8596 13,9179 13,8980 13,8722 13,8895 13,9550 14,0319 14,0649 14,0100 13,8552 13,6245 13,3674 13,1384 12,9810 12,9191 12,9555 13,0712 13,2276 13,3729 13,4579 13,4527 13,3513 13,1660 12,9210 12,6490 12,3837 12,1507 11,9576 11,7899 11,6186 11,4131 11,1587 10,8716 10,5922 10,3541 10,1634 10,0002 9,8326 9,6283 9,3639 9,0333 8,6555 8,2720 7,9321 7,6751 7,5153 7,4342 7,3828 7,2997 7,1350 6,8676 6,5116 6,1121 5,7335 5,4389 5,2583 5,1696 5,1115 5,0169 4,8431 4,5877 4,2878 4,0052 3,8001 3,7061 3,7256 3,8342 3,9860 4,1267 4,2138 4,2234 4,1472 3,9958 3,7974 3,5800 3,3588 3,1408 2,9292 2,7203 2,5062 2,2915 2,1037 1,9768 1,9228 1,9241 1,9489 1,9679 1,9558 1,8924 1,7709 1,6052 1,4303 1,2962 1,2532 1,3353 1,5501 1,8821 2,3010 2,7638 3,2165 3,6059 3,8962 4,0730 4,1356 4,0946 3,9704 3,7831 3,5436 3,2601 2,9508 2,6496 2,4071 2,2782 2,2987 2,4761 2,7973 3,2377 3,7625 4,3256 4,8763 5,3792 5,8210 6,1946 6,4855 6,6731 6,7360 6,6593 6,4471 6,1281 5,7460 5,3467 4,9709 4,6444 4,3737 4,1598 4,0133 3,9489 3,9732 4,0822 4,2603 4,4753 4,6863 4,8682 5,0261 5,1825 5,3568 5,5545 5,7651 5,9636 6,1211 6,2193 6,2549 6,2379 6,1871 6,1273 6,0873 6,0911 6,1422 6,2191 6,2932 6,3507 6,3988 6,4594 6,5544 6,6847 6,8213 6,9202 6,9443 6,8798 6,7459 6,5907 6,4751 6,4590 6,5867 6,8625 7,2403 7,6428 7,9978 8,2686 8,4519 8,5553 8,5853 8,5555 8,4938 8,4341 8,4069 8,4392 8,5508 8,7424 8,9926 9,2711 9,5535 9,8244 10,0771 10,3167 10,5556 10,7996 11,0396 11,2534 11,4186 11,5273 11,5875 11,6168 11,6376 11,6694 11,7195 11,7794 11,8245 11,8209 11,7398 11,5725 11,3380 11,0789 10,8476 10,6885 10,6231 10,6522 10,7668 10,9560 11,2091 11,5147 11,8558 12,2115 12,5701 12,9307 13,2836 13,5959 13,8183 13,9034 13,8216 13,5711 13,1775 12,6805 12,1204 11,5339 10,9565 10,4266 9,9811 9,6371 9,3804 9,1780 9,0061 8,8695 8,7993 8,8302 8,9790 9,2432 9,6095 10,0546 10,5452 11,0453 11,5288 11,9861 12,4181 12,8228 13,1862 13,4802 13,6655 13,7004 13,5595 13,2521 12,8228 12,3389 11,8775 11,5049 11,2499 11,0951 10,9920 10,8823 10,7192 10,4923 10,2394 10,0261 9,9026 9,8779 9,9306 10,0300 10,1430 10,2402 10,3057 10,3362 10,3272 10,2718 10,1770 10,0693 9,9850 9,9567 9,9976 10,0924 10,2090 10,3202 10,4163 10,5109 10,6361 10,8251 11,0980 11,4567 11,8816 12,3313 12,7475 13,0682 13,2506 13,2908 13,2186 13,0734 12,8842 12,6631 12,4020 12,0754 11,6517 11,1136 10,4788 9,8064 9,1823 8,6893 8,3798 8,2647 8,3165 8,4770 8,6701 8,8219 8,8835 8,8459 8,7399 8,6198 8,5380 8,5211 8,5565 8,5957 8,5776 8,4569 8,2218 7,8989 7,5372 7,1802 6,8524 6,5613 6,3028 6,0696 5,8598 5,6759 5,5176 5,3820 5,2716 5,1987 5,1778 5,2122 5,2875 5,3754 5,4456 5,4838 5,5036 5,5351 5,6026 5,7122 5,8539 6,0101 6,1664 6,3153 6,4562 6,5962 6,7508 6,9433 7,1983 7,5291 7,9295 8,3739 8,8226 9,2325 9,5742 9,8402 10,0354 10,1660 10,2427 10,2848 10,3061 10,2970 10,2315 10,0938 9,8933 9,6546 9,4033 9,1611 8,9444 8,7559 8,5833 8,4071 8,2097 7,9834 7,7399 7,5007 7,2784 7,0728 6,8783 6,6834 6,4686 6,2152 5,9164 5,5792 5,2193 4,8584 4,5246 4,2493 4,0550 3,9450 3,9030 3,8961 3,8745 3,7803 3,5683 3,2188 2,7389 2,1617 1,5383 0,9217 0,3499 -0,1611 -0,6111 -1,0017 -1,3269 -1,5793 -1,7645 -1,9018 -2,0145 -2,1222 -2,2412 -2,3968 -2,6283 -2,9733 -3,4425 -4,0077 -4,6030 -5,1376 -5,5286 -5,7390 -5,7851 -5,7164 -5,5909 -5,4579 -5,3473 -5,2655 -5,1980 -5,1191 -5,0035 -4,8387 -4,6306 -4,4049 -4,2041 -4,0738 -4,0412 -4,1002 -4,2144 -4,3267 -4,3707 -4,2921 -4,0724 -3,7366 -3,3446 -2,9691 -2,6632 -2,4383
F7    -0,6490 -0,7857 -0,9079 -1,0006 -1,0510 -1,0510 -0,9994 -0,9013 -0,7720 -0,6342 -0,5030 -0,3797 -0,2567 -0,1252 0,0159 0,1586 0,2937 0,4137 0,5078 0,5653 0,5807 0,5555 0,4991 0,4229 0,3335 0,2371 0,1427 0,0520 -0,0482 -0,1702 -0,3078 -0,4367 -0,5286 -0,5655 -0,5500 -0,5022 -0,4423 -0,3791 -0,3098 -0,2217 -0,1010 0,0597 0,2622 0,5071 0,7907 1,0996 1,4097 1,6912 1,9157 2,0657 2,1439 2,1743 2,1924 2,2237 2,2666 2,2986 2,2978 2,2566 2,1816 2,0878 1,9923 1,9118 1,8607 1,8416 1,8403 1,8389 1,8313 1,8189 1,7968 1,7505 1,6596 1,5116 1,3216 1,1357 1,0055 0,9599 0,9958 1,0865 1,2002 1,3150 1,4225 1,5291 1,6520 1,8065 1,9956 2,2085 2,4262 2,6258 2,7857 2,8945 2,9486 2,9417 2,8644 2,7102 2,4788 2,1813 1,8435 1,4991 1,1818 0,9248 0,7605 0,7170 0,8075 1,0116 1,2710 1,5166 1,6996 1,7968 1,8033 1,7345 1,6345 1,5676 1,5926 1,7425 2,0257 2,4339 2,9517 3,5607 4,2407 4,9703 5,7291 6,4960 7,2470 7,9528 8,5801 9,1004 9,4977 9,7692 9,9254 9,9959 10,0324 10,0982 10,2457 10,4981 10,8450 11,2467 11,6432 11,9695 12,1752 12,2386 12,1735 12,0261 11,8616 11,7381 11,6827 11,6796 11,6800 11,6291 11,4919 11,2682 10,9928 10,7200 10,5047 10,3867 10,3778 10,4589 10,5874 10,7063 10,7606 10,7161 10,5693 10,3420 10,0677 9,7777 9,4996 9,2588 9,0730 8,9425 8,8480 8,7568 8,6391 8,4901 8,3332 8,1959 8,0914 8,0161 7,9513 7,8653 7,7208 7,4918 7,1831 6,8316 6,4863 6,1848 5,9426 5,7515 5,5815 5,3936 5,1582 4,8664 4,5320 4,1907 3,8988 3,7158 3,6690 3,7319 3,8376 3,9090 3,8884 3,7576 3,5408 3,2851 3,0341 2,8146 2,6448 2,5414 2,5098 2,5352 2,5853 2,6182 2,5940 2,4952 2,3352 2,1443 1,9545 1,7922 1,6692 1,5770 1,4928 1,3994 1,3014 1,2191 1,1612 1,1123 1,0503 0,9664 0,8619 0,7381 0,5951 0,4390 0,2879 0,1729 0,1288 0,1811 0,3345 0,5691 0,8528 1,1525 1,4376 1,6848 1,8857 2,0406 2,1450 2,1882 2,1633 2,0703 1,9136 1,7047 1,4642 1,2232 1,0235 0,9064 0,8947 0,9929 1,1985 1,5053 1,8926 2,3191 2,7375 3,1212 3,4673 3,7710 4,0108 4,1602 4,1994 4,1193 3,9267 3,6492 3,3303 3,0178 2,7518 2,5504 2,4034 2,2905 2,2104 2,1868 2,2470 2,3986 2,6224 2,8765 3,1134 3,3064 3,4618 3,6013 3,7388 3,8725 3,9889 4,0667 4,0875 4,0474 3,9600 3,8517 3,7536 3,6973 3,7133 3,8210 4,0109 4,2434 4,4671 4,6430 4,7581 4,8299 4,8941 4,9758 5,0710 5,1532 5,1880 5,1474 5,0283 4,8579 4,6815 4,5502 4,5090 4,5767 4,7323 4,9261 5,1123 5,2734 5,4154 5,5449 5,6608 5,7619 5,8543 5,9482 6,0529 6,1798 6,3426 6,5488 6,7934 7,0608 7,3292 7,5727 7,7712 7,9201 8,0270 8,1028 8,1577 8,1997 8,2369 8,2799 8,3377 8,4117 8,4986 8,5914 8,6798 8,7506 8,7876 8,7744 8,7021 8,5772 8,4272 8,2941 8,2175 8,2208 8,3065 8,4594 8,6512 8,8482 9,0261 9,1816 9,3266 9,4751 9,6366 9,8140 9,9955 10,1517 10,2443 10,2375 10,1098 9,8638 9,5271 9,1393 8,7375 8,3486 7,9920 7,6897 7,4674 7,3355 7,2745 7,2509 7,2436 7,2563 7,3117 7,4341 7,6346 7,9108 8,2506 8,6309 9,0199 9,3866 9,7110 9,9892 10,2281 10,4348 10,6113 10,7505 10,8318 10,8227 10,6976 10,4591 10,1400 9,7905 9,4686 9,2270 9,0923 9,0565 9,0815 9,1104 9,0893 8,9944 8,8454 8,6892 8,5647 8,4821 8,4348 8,4150 8,4123 8,4088 8,3864 8,3339 8,2422 8,1064 7,9369 7,7606 7,6128 7,5304 7,5377 7,6341 7,7986 8,0040 8,2280 8,4663 8,7327 9,0431 9,4002 9,7919 10,1933 10,5710 10,8891 11,1172 11,2400 11,2624 11,2028 11,0778 10,8982 10,6704 10,3925 10,0499 9,6225 9,1012 8,5039 7,8811 7,3045 6,8418 6,5345 6,3908 6,3912 6,4899 6,6235 6,7340 6,7895 6,7891 6,7529 6,7082 6,6780 6,6715 6,6787 6,6770 6,6448 6,5681 6,4413 6,2730 6,0830 5,8864 5,6843 5,4711 5,2421 4,9999 4,7577 4,5360 4,3526 4,2147 4,1224 4,0779 4,0855 4,1417 4,2287 4,3170 4,3745 4,3866 4,3731 4,3742 4,4240 4,5364 4,7044 4,9059 5,1140 5,3023 5,4512 5,5571 5,6373 5,7321 5,8967 6,1746 6,5671 7,0294 7,4959 7,9085 8,2304 8,4470 8,5571 8,5669 8,4983 8,3902 8,2773 8,1644 8,0275 7,8390 7,5908 7,2987 6,9932 6,7088 6,4739 6,2976 6,1646 6,0393 5,8784 5,6512 5,3618 5,0443 4,7368 4,4645 4,2333 4,0271 3,8114 3,5529 3,2386 2,8818 2,5101 2,1511 1,8274 1,5582 1,3579 1,2316 1,1722 1,1572 1,1495 1,1065 0,9931 0,7878 0,4866 0,1073 -0,3186 -0,7607 -1,2018 -1,6385 -2,0695 -2,4794 -2,8346 -3,1056 -3,2914 -3,4157 -3,4991 -3,5421 -3,5369 -3,4958 -3,4651 -3,5106 -3,6849 -4,0021 -4,4207 -4,8511 -5,2001 -5,4188 -5,5133 -5,5199 -5,4754 -5,4066 -5,3337 -5,2736 -5,2320 -5,1921 -5,1147 -4,9607 -4,7213 -4,4287 -4,1395 -3,9122 -3,7857 -3,7663 -3,8235 -3,8957 -3,9121 -3,8232 -3,6165 -3,3127 -2,9587 -2,6148 -2,3272 -2,1023
