Fp1   -7,1320 -6,4222 -5,9042 -5,7345 -5,9431 -6,4797 -7,2379 -8,0778 -8,8567 -9,4510 -9,7863 -9,8686 -9,7651 -9,5374 -9,2024 -8,7672 -8,2691 -7,7477 -7,1853 -6,4898 -5,5296 -4,1824 -2,3846 -0,1731 2,3024 4,8002 7,0145 8,6293 9,4248 9,3890 8,7336 7,8050 6,9754 6,5362 6,5900 7,0001 7,4696 7,7229 7,6404 7,2485 6,6325 5,8824 5,1082 4,4676 4,1299 4,1966 4,6698 5,4863 6,5480 7,7245 8,8647 9,8305 10,5155 10,8374 10,7454 10,2594 9,4851 8,5736 7,6624 6,8460 6,1853 5,7188 5,4426 5,2785 5,0840 4,7159 4,1060 3,2796 2,3169 1,3478 0,5673 0,1616 0,1826 0,5074 0,9149 1,2180 1,3601 1,4148 1,5162 1,7678 2,1672 2,5974 2,8965 2,9311 2,6062 1,8518 0,6702 -0,7915 -2,2697 -3,5295 -4,4688 -5,0850 -5,4069 -5,4939 -5,4449 -5,3544 -5,2747 -5,2279 -5,2183 -5,2175 -5,1608 -4,9746 -4,6289 -4,1879 -3,7912 -3,5716 -3,5928 -3,8278 -4,1739 -4,4903 -4,6344 -4,5335 -4,2541 -3,9530 -3,7611 -3,7451 -3,9402 -4,3759 -5,0709 -6,0177 -7,1600 -8,3741 -9,5063 -10,4516 -11,1921 -11,7973 -12,4031 -13,1268 -13,9650 -14,7985 -15,4795 -15,8989 -16,0233 -15,9077 -15,6441 -15,2828 -14,8195 -14,2376 -13,5409 -12,7720 -12,0002 -11,2571 -10,4709 -9,4755 -8,0992 -6,2698 -4,0777 -1,7703 0,3319 1,9656 3,0263 3,5902 3,8624 4,0872 4,4490 4,9941 5,6256 6,1849 6,5508 6,6891 6,6476 6,5110 6,3481 6,1949 6,0624 5,9272 5,7334 5,4558 5,1555 4,9235 4,7673 4,5952 4,3176 3,9304 3,4902 3,0330 2,5399 1,9659 1,2730 0,4424 -0,5100 -1,5215 -2,5153 -3,4618 -4,3929 -5,3500 -6,3380 -7,3098 -8,1719 -8,8281 -9,2388 -9,4471 -9,5633 -9,7165 -9,9935 -10,4038 -10,8847 -11,3255 -11,5948 -11,5596 -11,1103 -10,2187 -8,9927 -7,6520 -6,4359 -5,5360 -5,0750 -5,0845 -5,4748 -6,0542 -6,6179 -7,0335 -7,2630 -7,3475 -7,3901 -7,5262 -7,8657 -8,4285 -9,1453 -9,9363 -10,7599 -11,5642 -12,2410 -12,6658 -12,7602 -12,5230 -12,0325 -11,4006 -10,6822 -9,8382 -8,8052 -7,5931 -6,3250 -5,2110 -4,4748 -4,2571 -4,5264 -5,0543 -5,5182 -5,6876 -5,5231 -5,1153 -4,5753 -3,9769 -3,3476 -2,7157 -2,1794 -1,9000 -2,0103 -2,5187 -3,2591 -3,9289 -4,2470 -4,1113 -3,6038 -2,8985 -2,1891 -1,6207 -1,2254 -0,9347 -0,6404 -0,2461 0,2732 0,8443 1,3637 1,7735 2,0488 2,1467 1,9988 1,5549 0,8229 -0,1357 -1,2491 -2,4723 -3,7822 -5,1328 -6,4270 -7,5450 -8,3970 -8,9350 -9,1302 -8,9713 -8,5007 -7,8426 -7,1832 -6,7349 -6,6975 -7,1839 -8,1591 -9,4834 -11,0096 -12,6188 -14,1844 -15,5362 -16,5120 -17,0842 -17,4100 -17,7077 -18,0880 -18,5120 -18,8532 -18,9499 -18,6541 -17,9065 -16,7843 -15,4898 -14,2692 -13,2798 -12,5304 -11,9521 -11,4897 -11,1442 -10,9684 -11,0014 -11,1958 -11,4272 -11,5684 -11,5487 -11,3741 -11,1168 -10,8925 -10,8261 -10,9976 -11,3924 -11,8896 -12,3069 -12,4853 -12,3418 -11,8668 -11,1043 -10,1232 -8,9801 -7,7217 -6,4210 -5,1875 -4,1325 -3,3231 -2,7511 -2,3197 -1,8671 -1,2451 -0,3954 0,6458 1,7942 2,9567 4,0445 4,9913 5,7936 6,5238 7,2527 7,9497 8,4993 8,8194 8,9343 8,9469 8,9665 9,0363 9,0934 9,0048 8,6809 8,1699 7,6369 7,2403 7,0221 6,9005 6,7444 6,4511 5,9683 5,2701 4,3757 3,4065 2,5741 2,0896 2,0705 2,5013 3,2735 4,2712 5,4105 6,6244 7,8434 8,9857 9,9723 10,7657 11,3719 11,7823 11,9364 11,7596 11,2429 10,4977 9,7266 9,1245 8,8015 8,7689 8,9712 9,3391 9,8097 10,3020 10,7300 11,0564 11,2988 11,4860 11,6235 11,6761 11,5657 11,2224 10,6644 10,0351 9,5597 9,4238 9,6620 10,1659 10,7889 11,4517 12,1714 12,9924 13,8843 14,6904 15,1757 15,1611 14,6214 13,6751 12,5308 11,4453 10,6550 10,2679 10,2121 10,3151 10,4372 10,5430 10,6989 11,0240 11,6000 12,4109 13,3886 14,4820 15,6400 16,7688 17,7719 18,6291 19,3961 20,1160 20,7565 21,2613 21,6675 22,1321 22,8114 23,7214 24,7211 25,5990 26,1636 26,3023 26,0210 25,4440 24,7530 24,1043 23,5580 23,0474 22,4191 21,5470 20,4399 19,2379 18,1177 17,2337 16,7015 16,5518 16,6877 16,9338 17,1380 17,2179 17,1558 17,0030 16,8657 16,8322 16,8940 16,9410 16,8168 16,3823 15,5711 14,4200 13,0398 11,5423 10,0103 8,5401 7,2829 6,4145 6,0418 6,1237 6,4728 6,8438 7,0420 6,9550 6,5105 5,6486 4,3454 2,6514 0,7167 -1,2285 -2,9697 -4,4082 -5,5531 -6,4406 -7,1000 -7,5792 -7,9584 -8,3130 -8,6480 -8,8744 -8,8639 -8,5286 -7,8791 -7,0418 -6,1916 -5,4360 -4,7752 -4,1562 -3,5256 -2,8279 -2,0024 -1,0107 0,1368 1,3811 2,6442 3,8625 5,0035 6,0820 7,1743 8,3823 9,7430 11,1708 12,5154 13,6653 14,5690 15,1900 15,5098 15,5851 15,5646 15,6064 15,7795 16,0591 16,3792 16,6548 16,8030 16,7819 16,5803 16,1644 15,4619 14,3883 12,8859 10,9552 8,6722 6,1916 3,7152 1,4370 -0,4883 -1,9666 -2,9957 -3,6798 -4,2110 -4,8318 -5,7674 -7,1268 -8,8302 -10,6466 -12,3146 -13,6358 -14,4858 -14,7972 -14,5963 -14,0500 -13,4175 -12,8921 -12,4827 -12,0818 -11,6235 -11,1125 -10,5432 -9,8881 -9,1449 -8,3433 -7,5264 -6,7390 -6,0095 -5,3516 -4,7918 -4,3632 -4,0622 -3,8218 -3,5481 -3,2068 -2,8747 -2,7004 -2,8082 -3,2197 -3,8422 -4,5207 -5,1235 -5,6145 -6,0478 -6,4669 -6,8068
Fz    -3,0658 -2,8170 -2,5536 -2,3858 -2,3533 -2,4416 -2,6158 -2,8488 -3,1229 -3,4161 -3,6992 -3,9454 -4,1350 -4,2511 -4,2762 -4,2028 -4,0369 -3,7803 -3,4139 -2,9067 -2,2368 -1,4039 -0,4293 0,6458 1,7544 2,7930 3,6210 4,0963 4,1424 3,8020 3,2268 2,6109 2,1271 1,8905 1,9341 2,1933 2,5305 2,8034 2,9264 2,8786 2,6815 2,3801 2,0447 1,7748 1,6705 1,7837 2,1085 2,6149 3,2716 4,0312 4,8180 5,5440 6,1326 6,5283 6,6975 6,6293 6,3362 5,8537 5,2378 4,5554 3,8720 3,2440 2,7101 2,2790 1,9261 1,6093 1,3034 1,0191 0,7877 0,6490 0,6526 0,8335 1,1711 1,5853 1,9743 2,2660 2,4433 2,5297 2,5596 2,5601 2,5369 2,4716 2,3391 2,1298 1,8453 1,4773 1,0157 0,4907 -0,0187 -0,4401 -0,7537 -0,9698 -1,0904 -1,1154 -1,0598 -0,9452 -0,7948 -0,6487 -0,5649 -0,5799 -0,6754 -0,7942 -0,8899 -0,9637 -1,0535 -1,1987 -1,4213 -1,7213 -2,0850 -2,4873 -2,8783 -3,1911 -3,3829 -3,4498 -3,4123 -3,3064 -3,1806 -3,0864 -3,0637 -3,1370 -3,3124 -3,5660 -3,8459 -4,1048 -4,3260 -4,5281 -4,7492 -5,0043 -5,2527 -5,4204 -5,4429 -5,2843 -4,9430 -4,4543 -3,8703 -3,2391 -2,6091 -2,0367 -1,5758 -1,2645 -1,1074 -1,0561 -1,0125 -0,8575 -0,4806 0,1854 1,1210 2,2001 3,2396 4,0937 4,7151 5,1468 5,4794 5,8115 6,2137 6,6978 7,2186 7,7103 8,1214 8,4274 8,6387 8,7976 8,9535 9,1381 9,3635 9,6212 9,8852 10,1435 10,4234 10,7538 11,1033 11,3792 11,4941 11,4260 11,2171 10,9303 10,6135 10,2904 9,9631 9,6166 9,2322 8,8117 8,3857 7,9942 7,6617 7,3873 7,1418 6,8831 6,5877 6,2621 5,9276 5,5999 5,2764 4,9313 4,5288 4,0516 3,5251 3,0153 2,6008 2,3423 2,2650 2,3400 2,4761 2,5580 2,5058 2,2949 1,9379 1,4731 0,9694 0,5170 0,1859 -0,0059 -0,0824 -0,0887 -0,0832 -0,1274 -0,2600 -0,4789 -0,7571 -1,0780 -1,4409 -1,8288 -2,1887 -2,4542 -2,5740 -2,5280 -2,3402 -2,0641 -1,7407 -1,3831 -0,9977 -0,5974 -0,2024 0,1465 0,3800 0,4273 0,2675 -0,0369 -0,3641 -0,6071 -0,7256 -0,7309 -0,6496 -0,5031 -0,3011 -0,0558 0,1918 0,3734 0,4251 0,3218 0,0988 -0,1578 -0,3641 -0,4860 -0,5386 -0,5645 -0,6141 -0,7142 -0,8406 -0,9400 -0,9750 -0,9440 -0,8769 -0,8143 -0,7754 -0,7508 -0,7342 -0,7478 -0,8335 -1,0204 -1,2967 -1,6132 -1,9222 -2,2170 -2,5297 -2,8904 -3,2908 -3,6884 -4,0359 -4,2969 -4,4406 -4,4408 -4,2955 -4,0519 -3,8058 -3,6726 -3,7568 -4,1174 -4,7389 -5,5424 -6,4337 -7,3405 -8,2110 -8,9855 -9,5949 -10,0089 -10,2700 -10,4568 -10,6147 -10,7282 -10,7445 -10,6034 -10,2658 -9,7369 -9,0682 -8,3494 -7,6867 -7,1510 -6,7438 -6,4222 -6,1429 -5,8909 -5,6862 -5,5577 -5,5051 -5,4938 -5,4833 -5,4531 -5,4048 -5,3480 -5,2977 -5,2831 -5,3410 -5,4931 -5,7194 -5,9562 -6,1184 -6,1184 -5,8838 -5,3885 -4,6672 -3,7953 -2,8664 -1,9867 -1,2628 -0,7671 -0,5105 -0,4440 -0,4790 -0,5140 -0,4658 -0,2942 -0,0044 0,3682 0,7755 1,1701 1,5229 1,8434 2,1756 2,5549 2,9640 3,3375 3,6085 3,7446 3,7572 3,6967 3,6264 3,5785 3,5326 3,4510 3,3359 3,2453 3,2464 3,3566 3,5315 3,6946 3,7720 3,7084 3,4732 3,0823 2,6173 2,1977 1,9227 1,8380 1,9405 2,2012 2,5843 3,0519 3,5640 4,0862 4,5920 5,0550 5,4454 5,7312 5,8825 5,8778 5,7105 5,3997 5,0072 4,6298 4,3607 4,2565 4,3263 4,5349 4,8194 5,1079 5,3327 5,4529 5,4709 5,4182 5,3299 5,2354 5,1501 5,0589 4,9227 4,7153 4,4528 4,1888 3,9741 3,8206 3,7093 3,6254 3,5904 3,6648 3,9068 4,3183 4,8146 5,2466 5,4732 5,4226 5,1049 4,6079 4,0792 3,6693 3,4571 3,4201 3,4702 3,5212 3,5372 3,5447 3,6054 3,7598 3,9886 4,2406 4,4839 4,7106 4,9175 5,1115 5,3246 5,5959 5,9309 6,2856 6,6093 6,9112 7,2716 7,7715 8,4139 9,1136 9,7431 10,1811 10,3547 10,2729 10,0251 9,7336 9,4925 9,3253 9,1795 8,9671 8,6357 8,2163 7,8001 7,4764 7,3043 7,3165 7,5117 7,8354 8,1883 8,4632 8,5775 8,4877 8,2017 7,7808 7,3175 6,8932 6,5431 6,2493 5,9588 5,6176 5,2035 4,7357 4,2609 3,8393 3,5425 3,4393 3,5617 3,8758 4,2822 4,6442 4,8323 4,7704 4,4501 3,9062 3,1870 2,3418 1,4247 0,5065 -0,3248 -0,9933 -1,4727 -1,7876 -1,9789 -2,0753 -2,0923 -2,0446 -1,9522 -1,8282 -1,6654 -1,4370 -1,1146 -0,7025 -0,2607 0,1261 0,4093 0,5973 0,7290 0,8442 0,9764 1,1470 1,3542 1,5708 1,7600 1,8991 1,9934 2,0800 2,2332 2,5538 3,1231 3,9419 4,9066 5,8646 6,7013 7,3722 7,8759 8,2283 8,4688 8,6670 8,8923 9,1700 9,4800 9,7915 10,0831 10,3452 10,5719 10,7410 10,8017 10,6859 10,3321 9,7104 8,8481 7,8423 6,8419 5,9968 5,4045 5,0912 5,0223 5,1125 5,2479 5,3195 5,2401 4,9471 4,4272 3,7445 3,0206 2,3699 1,8462 1,4433 1,1322 0,8789 0,6301 0,3197 -0,0787 -0,5090 -0,8702 -1,0952 -1,1752 -1,1326 -1,0090 -0,8664 -0,7653 -0,7406 -0,7913 -0,8804 -0,9582 -1,0011 -1,0221 -1,0404 -1,0487 -1,0095 -0,8912 -0,7072 -0,5134 -0,3682 -0,2935 -0,2694 -0,2625 -0,2594 -0,2835 -0,3831 -0,5827 -0,8362
F3    -4,1177 -3,7938 -3,4447 -3,1844 -3,0590 -3,0612 -3,1538 -3,2887 -3,4182 -3,5029 -3,5249 -3,4928 -3,4257 -3,3284 -3,1905 -3,0117 -2,8120 -2,6084 -2,3864 -2,1019 -1,6995 -1,1321 -0,3798 0,5319 1,5260 2,4828 3,2572 3,7129 3,7815 3,5093 3,0407 2,5508 2,1904 2,0601 2,1857 2,4985 2,8583 3,1278 3,2353 3,1724 2,9595 2,6289 2,2344 1,8634 1,6112 1,5332 1,6306 1,8838 2,2747 2,7770 3,3418 3,8998 4,3705 4,6751 4,7581 4,6054 4,2458 3,7383 3,1531 2,5563 2,0053 1,5480 1,2088 0,9692 0,7696 0,5392 0,2389 -0,1220 -0,5046 -0,8505 -1,0787 -1,1168 -0,9568 -0,6689 -0,3614 -0,1180 0,0365 0,1225 0,1749 0,2193 0,2515 0,2346 0,1279 -0,0822 -0,3911 -0,8000 -1,3035 -1,8481 -2,3325 -2,6730 -2,8515 -2,8903 -2,8112 -2,6387 -2,4160 -2,1922 -2,0041 -1,8812 -1,8450 -1,8871 -1,9597 -1,9990 -1,9665 -1,8760 -1,7744 -1,7027 -1,6816 -1,7177 -1,8103 -1,9488 -2,1009 -2,2280 -2,3197 -2,3917 -2,4569 -2,5184 -2,5835 -2,6739 -2,8219 -3,0598 -3,4022 -3,8257 -4,2733 -4,6912 -5,0574 -5,3856 -5,7064 -6,0263 -6,3020 -6,4657 -6,4678 -6,2883 -5,9360 -5,4507 -4,8883 -4,2957 -3,7110 -3,1749 -2,7297 -2,4137 -2,2469 -2,2035 -2,1978 -2,1080 -1,8206 -1,2758 -0,5024 0,3732 1,1812 1,8018 2,2198 2,5032 2,7523 3,0618 3,4909 4,0332 4,6225 5,1786 5,6463 6,0073 6,2791 6,5022 6,7112 6,9184 7,1218 7,3119 7,4754 7,6205 7,7926 8,0336 8,3242 8,5806 8,7152 8,6918 8,5272 8,2524 7,8864 7,4422 6,9404 6,4112 5,8884 5,4050 4,9896 4,6578 4,4075 4,2196 4,0613 3,8966 3,7070 3,4959 3,2752 3,0492 2,8035 2,5064 2,1277 1,6659 1,1625 0,6932 0,3386 0,1545 0,1594 0,3221 0,5531 0,7342 0,7754 0,6401 0,3334 -0,1098 -0,6215 -1,1085 -1,4880 -1,7228 -1,8218 -1,8237 -1,7874 -1,7811 -1,8558 -2,0226 -2,2650 -2,5690 -2,9261 -3,3057 -3,6455 -3,8783 -3,9585 -3,8731 -3,6514 -3,3523 -3,0227 -2,6732 -2,2965 -1,8912 -1,4743 -1,0908 -0,8139 -0,7180 -0,8321 -1,1020 -1,4047 -1,6201 -1,6962 -1,6470 -1,5089 -1,3057 -1,0416 -0,7271 -0,4125 -0,1831 -0,1172 -0,2413 -0,5056 -0,8020 -1,0277 -1,1374 -1,1410 -1,0804 -1,0146 -0,9892 -1,0004 -1,0032 -0,9505 -0,8202 -0,6269 -0,4114 -0,2089 -0,0331 0,1039 0,1718 0,1274 -0,0578 -0,3724 -0,7674 -1,1880 -1,6087 -2,0347 -2,4715 -2,8963 -3,2639 -3,5350 -3,6918 -3,7306 -3,6531 -3,4755 -3,2461 -3,0441 -2,9577 -3,0613 -3,3875 -3,9077 -4,5489 -5,2386 -5,9311 -6,5976 -7,1969 -7,6795 -8,0370 -8,3276 -8,6287 -8,9671 -9,3002 -9,5452 -9,6138 -9,4481 -9,0496 -8,4792 -7,8420 -7,2529 -6,7807 -6,4193 -6,1233 -5,8577 -5,6254 -5,4664 -5,4212 -5,4831 -5,5930 -5,6775 -5,6913 -5,6325 -5,5305 -5,4298 -5,3799 -5,4217 -5,5658 -5,7770 -5,9822 -6,1009 -6,0685 -5,8466 -5,4346 -4,8674 -4,1906 -3,4520 -2,7162 -2,0650 -1,5704 -1,2680 -1,1504 -1,1671 -1,2342 -1,2653 -1,2033 -1,0267 -0,7405 -0,3702 0,0427 0,4590 0,8715 1,3086 1,7918 2,2908 2,7337 3,0604 3,2572 3,3518 3,3904 3,4093 3,4077 3,3479 3,1979 2,9822 2,7840 2,6870 2,7138 2,8185 2,9226 2,9523 2,8549 2,6069 2,2357 1,8305 1,5087 1,3585 1,4079 1,6350 1,9975 2,4565 2,9786 3,5331 4,0970 4,6534 5,1822 5,6547 6,0290 6,2500 6,2655 6,0516 5,6356 5,1084 4,6028 4,2385 4,0785 4,1214 4,3188 4,6036 4,9122 5,1909 5,4052 5,5489 5,6332 5,6710 5,6734 5,6415 5,5507 5,3621 5,0639 4,7039 4,3789 4,1760 4,1130 4,1415 4,2045 4,2918 4,4464 4,7183 5,1088 5,5431 5,8930 6,0448 5,9539 5,6457 5,1994 4,7343 4,3732 4,1830 4,1444 4,1838 4,2348 4,2820 4,3648 4,5453 4,8519 5,2447 5,6480 6,0083 6,3061 6,5390 6,7236 6,9058 7,1405 7,4476 7,7933 8,1262 8,4408 8,7959 9,2552 9,8178 10,4111 10,9324 11,2885 11,4232 11,3448 11,1316 10,8930 10,7097 10,5918 10,4788 10,2785 9,9302 9,4513 8,9190 8,4181 8,0198 7,7822 7,7301 7,8252 7,9802 8,1080 8,1520 8,0869 7,9199 7,6940 7,4714 7,2953 7,1626 7,0225 6,7980 6,4243 5,8893 5,2426 4,5668 3,9497 3,4784 3,2300 3,2438 3,4912 3,8694 4,2297 4,4303 4,3902 4,1049 3,6157 2,9730 2,2281 1,4420 0,6907 0,0524 -0,4233 -0,7385 -0,9352 -1,0637 -1,1596 -1,2417 -1,3220 -1,4068 -1,4847 -1,5192 -1,4622 -1,2755 -0,9574 -0,5605 -0,1655 0,1699 0,4339 0,6432 0,8237 1,0077 1,2282 1,5009 1,8109 2,1238 2,4117 2,6698 2,9188 3,2093 3,6154 4,1971 4,9505 5,7944 6,6213 7,3594 7,9802 8,4679 8,8083 9,0114 9,1249 9,2079 9,2950 9,3970 9,5181 9,6578 9,8091 9,9628 10,0953 10,1546 10,0703 9,7786 9,2453 8,4822 7,5557 6,5803 5,6873 4,9793 4,5071 4,2657 4,1948 4,1934 4,1491 3,9620 3,5613 2,9367 2,1621 1,3710 0,6937 0,2069 -0,0741 -0,1755 -0,1510 -0,0847 -0,0775 -0,1894 -0,3918 -0,6048 -0,7765 -0,9010 -0,9852 -1,0419 -1,0987 -1,1811 -1,2953 -1,4262 -1,5380 -1,5916 -1,5769 -1,5204 -1,4573 -1,3976 -1,3161 -1,1836 -1,0082 -0,8381 -0,7231 -0,6770 -0,6746 -0,6798 -0,6803 -0,7054 -0,8124 -1,0303 -1,3089
F7    -3,3667 -3,0391 -2,7665 -2,6342 -2,6559 -2,7937 -2,9811 -3,1468 -3,2341 -3,2157 -3,1037 -2,9411 -2,7679 -2,5915 -2,3967 -2,1798 -1,9636 -1,7782 -1,6319 -1,4975 -1,3130 -0,9982 -0,4897 0,2191 1,0658 1,9367 2,6921 3,1966 3,3652 3,2083 2,8257 2,3579 1,9402 1,6786 1,6239 1,7490 1,9601 2,1581 2,2927 2,3525 2,3246 2,1896 1,9574 1,6954 1,4996 1,4370 1,5206 1,7329 2,0523 2,4551 2,9034 3,3418 3,6986 3,8955 3,8744 3,6286 3,2050 2,6766 2,1158 1,5849 1,1436 0,8477 0,7202 0,7211 0,7566 0,7257 0,5666 0,2685 -0,1460 -0,6238 -1,0762 -1,4118 -1,5897 -1,6356 -1,6120 -1,5733 -1,5342 -1,4667 -1,3227 -1,0706 -0,7267 -0,3540 -0,0305 0,1807 0,2331 0,0894 -0,2612 -0,7676 -1,3212 -1,8160 -2,1992 -2,4631 -2,6193 -2,6993 -2,7525 -2,8135 -2,8767 -2,9140 -2,9018 -2,8273 -2,6832 -2,4675 -2,1941 -1,9015 -1,6376 -1,4303 -1,2844 -1,1915 -1,1346 -1,0893 -1,0277 -0,9411 -0,8639 -0,8468 -0,9072 -1,0249 -1,1794 -1,3739 -1,6296 -1,9660 -2,3801 -2,8371 -3,2837 -3,6745 -3,9865 -4,2234 -4,4143 -4,5866 -4,7384 -4,8504 -4,9099 -4,9077 -4,8379 -4,7140 -4,5636 -4,4019 -4,2240 -4,0232 -3,8103 -3,6218 -3,5054 -3,4760 -3,4804 -3,4121 -3,1656 -2,6875 -2,0028 -1,2114 -0,4487 0,1780 0,6325 0,9483 1,1940 1,4431 1,7489 2,1186 2,5097 2,8663 3,1579 3,3885 3,5819 3,7590 3,9175 4,0362 4,1000 4,1133 4,0946 4,0771 4,1058 4,2102 4,3736 4,5378 4,6417 4,6558 4,5835 4,4330 4,1964 3,8631 3,4431 2,9701 2,4851 2,0226 1,6021 1,2214 0,8600 0,4987 0,1337 -0,2228 -0,5481 -0,8226 -1,0456 -1,2372 -1,4337 -1,6778 -2,0027 -2,4135 -2,8725 -3,2939 -3,5689 -3,6111 -3,3894 -2,9429 -2,3850 -1,8726 -1,5438 -1,4743 -1,6735 -2,0973 -2,6588 -3,2449 -3,7542 -4,1281 -4,3524 -4,4456 -4,4549 -4,4471 -4,4835 -4,5904 -4,7625 -4,9986 -5,3066 -5,6666 -6,0118 -6,2578 -6,3364 -6,2169 -5,9223 -5,5180 -5,0669 -4,6002 -4,1304 -3,6790 -3,2888 -3,0205 -2,9376 -3,0793 -3,4238 -3,8643 -4,2425 -4,4374 -4,4252 -4,2593 -4,0158 -3,7514 -3,4866 -3,2217 -2,9719 -2,7808 -2,6973 -2,7407 -2,8722 -3,0015 -3,0470 -2,9929 -2,8787 -2,7579 -2,6813 -2,6753 -2,7131 -2,7264 -2,6510 -2,4576 -2,1656 -1,8297 -1,5014 -1,2084 -0,9734 -0,8372 -0,8505 -1,0415 -1,3901 -1,8350 -2,3073 -2,7609 -3,1772 -3,5461 -3,8490 -4,0601 -4,1621 -4,1549 -4,0470 -3,8492 -3,5854 -3,3028 -3,0655 -2,9422 -2,9956 -3,2568 -3,7019 -4,2662 -4,8802 -5,4857 -6,0304 -6,4616 -6,7463 -6,9131 -7,0582 -7,2799 -7,6020 -7,9603 -8,2482 -8,3666 -8,2541 -7,9055 -7,3794 -6,7885 -6,2567 -5,8584 -5,5951 -5,4293 -5,3228 -5,2592 -5,2555 -5,3353 -5,4815 -5,6320 -5,7217 -5,7196 -5,6349 -5,5077 -5,3979 -5,3640 -5,4320 -5,5803 -5,7492 -5,8685 -5,8897 -5,7979 -5,6008 -5,3164 -4,9666 -4,5638 -4,1110 -3,6231 -3,1383 -2,7025 -2,3491 -2,0897 -1,9054 -1,7428 -1,5376 -1,2487 -0,8721 -0,4349 0,0198 0,4466 0,8149 1,1346 1,4565 1,8187 2,1907 2,4917 2,6627 2,7105 2,6912 2,6645 2,6575 2,6581 2,6336 2,5693 2,4946 2,4696 2,5345 2,6724 2,8187 2,9003 2,8668 2,6995 2,4063 2,0271 1,6435 1,3566 1,2376 1,2999 1,5096 1,8203 2,2032 2,6492 3,1568 3,7231 4,3345 4,9595 5,5482 6,0339 6,3387 6,3952 6,1778 5,7293 5,1684 4,6492 4,2903 4,1352 4,1584 4,2952 4,4796 4,6716 4,8526 5,0177 5,1787 5,3517 5,5343 5,7037 5,8272 5,8690 5,8007 5,6237 5,3932 5,2132 5,1773 5,3037 5,5383 5,8153 6,1082 6,4341 6,8162 7,2406 7,6396 7,9141 7,9885 7,8495 7,5419 7,1462 6,7549 6,4421 6,2331 6,1017 6,0036 5,9186 5,8725 5,9260 6,1397 6,5227 7,0087 7,4952 7,9053 8,2081 8,4065 8,5336 8,6548 8,8425 9,1282 9,4796 9,8362 10,1724 10,5165 10,9024 11,3137 11,6865 11,9529 12,0703 12,0317 11,8776 11,6951 11,5817 11,5968 11,7270 11,8819 11,9306 11,7671 11,3660 10,7805 10,1023 9,4350 8,8814 8,5084 8,3132 8,2385 8,2182 8,2006 8,1519 8,0715 7,9985 7,9787 8,0178 8,0665 8,0422 7,8632 7,4834 6,9146 6,2180 5,4735 4,7649 4,1843 3,8253 3,7503 3,9506 4,3344 4,7578 5,0806 5,2155 5,1414 4,8795 4,4613 3,9193 3,3008 2,6790 2,1362 1,7265 1,4510 1,2704 1,1363 1,0111 0,8681 0,6833 0,4422 0,1610 -0,1065 -0,2943 -0,3569 -0,2902 -0,1338 0,0585 0,2591 0,4714 0,7016 0,9446 1,1977 1,4671 1,7549 2,0498 2,3333 2,5932 2,8336 3,0755 3,3566 3,7259 4,2218 4,8422 5,5409 6,2594 6,9582 7,6062 8,1576 8,5652 8,8200 8,9588 9,0268 9,0523 9,0630 9,0960 9,1736 9,2929 9,4439 9,6093 9,7480 9,7982 9,6963 9,3930 8,8703 8,1548 7,3175 6,4523 5,6454 4,9609 4,4361 4,0704 3,8160 3,5875 3,2920 2,8665 2,3118 1,6989 1,1339 0,7083 0,4715 0,4308 0,5626 0,8155 1,1042 1,3263 1,4168 1,3905 1,3080 1,2052 1,0893 0,9826 0,9239 0,9368 1,0232 1,1734 1,3727 1,6088 1,8676 2,1181 2,3130 2,4185 2,4436 2,4355 2,4367 2,4462 2,4224 2,3204 2,1312 1,8955 1,6831 1,5461 1,4760 1,4083 1,2901 1,1427
