Fp1   4,6649 2,7853 1,0028 -0,4926 -1,5786 -2,2333 -2,5811 -2,8540 -3,2663 -3,8871 -4,6153 -5,2773 -5,7525 -6,0280 -6,1399 -6,0717 -5,7503 -5,1347 -4,2589 -3,1948 -2,0248 -0,8733 0,0860 0,7327 1,1146 1,4113 1,7832 2,2858 2,9180 3,6937 4,6253 5,6613 6,6677 7,4699 7,9228 7,9558 7,5771 6,8510 5,8576 4,6632 3,3230 1,8997 0,4872 -0,8020 -1,8903 -2,7547 -3,4044 -3,8762 -4,2242 -4,4735 -4,6125 -4,6627 -4,7140 -4,8393 -4,9856 -4,9829 -4,6903 -4,1385 -3,5054 -2,9734 -2,6257 -2,4324 -2,2991 -2,1279 -1,8387 -1,3672 -0,6895 0,1325 0,9406 1,5556 1,8999 2,0279 2,0302 1,9536 1,8227 1,7110 1,7718 2,1813 3,0183 4,1823 5,4483 6,6003 7,4746 7,9146 7,8009 7,1556 6,1618 5,1020 4,2985 4,0074 4,2670 4,8766 5,5590 6,1337 6,5619 6,8930 7,2188 7,6607 8,3214 9,1934 10,1374 10,9720 11,5843 11,9421 12,0224 11,7971 11,3032 10,6599 9,9720 9,2302 8,3354 7,2283 5,9898 4,8067 3,8240 3,0399 2,3713 1,7845 1,3065 0,9368 0,5848 0,0822 -0,7419 -1,9694 -3,5545 -5,3659 -7,2694 -9,1625 -10,9381 -12,4532 -13,5814 -14,3144 -14,8064 -15,2810 -15,8766 -16,5871 -17,3102 -17,8806 -18,0666 -17,6147 -16,3795 -14,4432 -12,0992 -9,7069 -7,5311 -5,6707 -4,1029 -2,7414 -1,4509 -0,1092 1,2964 2,6570 3,8194 4,6663 5,1599 5,3532 5,3882 5,4589 5,7152 6,1750 6,7432 7,3303 7,9475 8,6893 9,6472 10,8326 12,1294 13,3100 14,1363 14,4708 14,2916 13,6295 12,5396 11,1100 9,4336 7,5866 5,6809 3,9042 2,4362 1,3358 0,5514 0,0225 -0,2673 -0,3285 -0,2223 -0,0661 0,0076 -0,1219 -0,5425 -1,2496 -2,1100 -2,9391 -3,6360 -4,2338 -4,7986 -5,2795 -5,4898 -5,2357 -4,4601 -3,3031 -2,0380 -0,9129 -0,0280 0,6415 1,1355 1,4509 1,5823 1,5874 1,5892 1,6973 1,9257 2,1921 2,4121 2,6081 2,9263 3,5340 4,4846 5,6595 6,8148 7,6770 8,0288 7,7601 6,8721 5,4440 3,6117 1,5837 -0,3584 -1,9184 -2,8625 -3,0570 -2,4959 -1,3330 0,1579 1,6960 3,0826 4,2123 5,0379 5,5527 5,8244 6,0071 6,2443 6,5586 6,8943 7,2557 7,7428 8,4482 9,3330 10,2107 10,8862 11,3042 11,5432 11,7035 11,8139 11,8176 11,6466 11,3211 10,9653 10,7101 10,5858 10,5151 10,3914 10,1509 9,7886 9,3447 8,8925 8,5236 8,3384 8,4386 8,8773 9,5863 10,3931 11,1329 11,7117 12,0838 12,2502 12,2825 12,2940 12,3566 12,4581 12,5529 12,6246 12,6620 12,6012 12,3515 11,8830 11,2473 10,5027 9,6837 8,8848 8,3179 8,2136 8,6323 9,3786 10,1380 10,6981 11,0138 11,0960 10,9040 10,3394 9,3122 7,8410 6,1111 4,3987 2,9133 1,7119 0,7416 -0,0559 -0,6738 -1,0763 -1,2862 -1,4011 -1,5378 -1,7839 -2,1803 -2,7025 -3,2328 -3,5855 -3,5920 -3,1672 -2,3273 -1,1728 0,1797 1,6693 3,2655 4,8652 6,2616 7,2423 7,7180 7,7834 7,6682 7,6023 7,7043 7,9930 8,4595 9,0950 9,8832 10,8001 11,8012 12,8033 13,6971 14,4017 14,9455 15,5077 16,3461 17,6574 19,4727 21,6309 23,8267 25,7109 27,0017 27,5753 27,5163 27,0764 26,5216 25,9872 25,4755 24,9463 24,3615 23,6747 22,8397 21,8520 20,7901 19,8076 19,0685 18,6754 18,6389 18,8874 19,2901 19,6759 19,8630 19,7227 19,2445 18,5318 17,7158 16,8722 16,0313 15,2368 14,5466 13,9757 13,4627 12,9036 12,2194 11,4027 10,5077 9,6051 8,7635 8,0640 7,6246 7,5902 8,0489 8,9449 10,0907 11,2479 12,2100 12,8644 13,1852 13,1653 12,8009 12,1517 11,3619 10,5822 9,8922 9,2986 8,7677 8,2588 7,7744 7,3944 7,2584 7,4885 8,0965 8,9762 9,9808 10,9944 11,9681 12,9101 13,8112 14,5752 15,0497 15,1434 14,8986 14,4537 13,9908 13,7125 13,7845 14,2496 14,9890 15,7801 16,4259 16,8512 17,0922 17,2182 17,2676 17,2288 17,0572 16,7418 16,3838 16,1769 16,2706 16,6592 17,1921 17,6446 17,7670 17,3357 16,2517 14,6426 12,8615 11,3367 10,3463 9,8916 9,7778 9,8176 9,9529 10,2090 10,6112 11,1778 11,9404 12,9095 14,0256 15,1908 16,3609 17,5695 18,8626 20,2438 21,6567 22,9892 24,1156 24,9457 25,4453 25,6569 25,6959 25,6935 25,7339 25,8420 26,0192 26,2878 26,6921 27,2401 27,8456 28,3392 28,5365 28,2881 27,4856 26,0614 24,0157 21,4381 18,4924 15,3900 12,3714 9,6488 7,3078 5,2626 3,3109 1,2375 -1,0791 -3,5829 -6,0446 -8,1829 -9,8149 -10,9195 -11,5989 -12,0049 -12,2862 -12,5469 -12,8192 -13,0827 -13,3102 -13,4584 -13,4104 -12,9695 -11,9468 -10,2579 -7,9478 -5,1579 -2,0775 1,1009 4,2059 7,0821 9,5907 11,6384 13,2156 14,4099 15,3851 16,3407 17,4714 18,9150 20,6914 22,7186 24,9266 27,3188 29,8711 32,4018 34,6074 36,2218 37,0977 37,1730 36,4585 35,0878 33,3214 31,4479 29,6654 28,0405 26,5543 25,1719 23,8672 22,6231 21,4578 20,4240 19,5521 18,8020 18,0679 17,2369 16,2481 15,0732 13,6625 11,9487 9,8999 7,5729 5,1390 2,8381 0,8819 -0,6236 -1,7119 -2,5257 -3,2171 -3,8435 -4,3428 -4,6029 -4,5458 -4,1465 -3,4407 -2,5635 -1,7155 -1,0278 -0,4768 0,0690 0,7400 1,5812 2,5426 3,5361 4,4799 5,3150 6,0401 6,7180 7,4060 8,0897 8,6888 9,0974 9,2277 9,0736 8,7450 8,4012 8,1538 8,0392 8,0270 8,0358 8,0157 8,0423 8,2935 8,9351 10,0305
Fz    2,8725 2,3185 1,7949 1,3544 1,0372 0,8549 0,7619 0,6603 0,4508 0,0990 -0,3365 -0,7444 -1,0395 -1,2077 -1,2738 -1,2437 -1,1030 -0,8559 -0,5389 -0,2019 0,1039 0,3207 0,3941 0,3198 0,1747 0,0786 0,1201 0,3178 0,6415 1,0502 1,5037 1,9513 2,3254 2,5461 2,5454 2,3020 1,8580 1,3003 0,7149 0,1575 -0,3509 -0,8169 -1,2614 -1,7092 -2,1814 -2,6763 -3,1676 -3,6344 -4,0799 -4,5071 -4,8993 -5,2418 -5,5406 -5,7984 -5,9766 -5,9965 -5,7972 -5,4041 -4,9273 -4,5003 -4,2264 -4,1484 -4,2385 -4,4127 -4,5589 -4,5696 -4,3864 -4,0330 -3,6067 -3,2224 -2,9476 -2,7847 -2,7076 -2,6948 -2,7221 -2,7381 -2,6654 -2,4324 -2,0129 -1,4491 -0,8290 -0,2395 0,2481 0,5606 0,6391 0,4809 0,1501 -0,2343 -0,5087 -0,5202 -0,2196 0,3094 0,9173 1,4762 1,9241 2,2624 2,5367 2,8209 3,1830 3,6325 4,1005 4,4848 4,7117 4,7530 4,6022 4,2729 3,8251 3,3549 2,9355 2,5714 2,2175 1,8484 1,5088 1,2881 1,2289 1,2744 1,3277 1,3482 1,3714 1,4557 1,6162 1,7900 1,8533 1,6807 1,2022 0,4263 -0,5703 -1,6710 -2,7498 -3,6979 -4,4469 -4,9938 -5,4071 -5,7839 -6,1818 -6,5927 -6,9645 -7,2197 -7,2594 -6,9842 -6,3513 -5,4281 -4,3756 -3,3709 -2,5307 -1,8785 -1,3650 -0,9041 -0,4020 0,1957 0,8625 1,5048 2,0144 2,3166 2,3998 2,3222 2,1964 2,1584 2,3171 2,7040 3,2722 3,9567 4,7301 5,6051 6,6069 7,7399 8,9501 10,1232 11,1404 11,9328 12,4810 12,7851 12,8544 12,7122 12,3810 11,8798 11,2667 10,6608 10,1788 9,8607 9,6820 9,6110 9,6270 9,7031 9,7933 9,8447 9,8175 9,6876 9,4432 9,1092 8,7597 8,4703 8,2439 7,9963 7,6352 7,1667 6,7176 6,4524 6,4623 6,7012 7,0102 7,2190 7,2366 7,0546 6,6946 6,1814 5,5571 4,8969 4,2895 3,7894 3,3894 3,0471 2,7404 2,5112 2,4596 2,6816 3,1974 3,9188 4,6742 5,2719 5,5600 5,4611 4,9823 4,2040 3,2543 2,2775 1,4042 0,7218 0,2622 0,0278 0,0179 0,2171 0,5759 1,0210 1,4781 1,8839 2,1826 2,3307 2,3348 2,2770 2,2617 2,3343 2,4813 2,6965 3,0076 3,4397 3,9645 4,4866 4,8882 5,0897 5,0715 4,8594 4,4967 4,0226 3,4809 2,9416 2,4951 2,2081 2,0877 2,0904 2,1561 2,2287 2,2652 2,2421 2,1531 2,0107 1,8653 1,8116 1,9432 2,2838 2,7695 3,2948 3,7561 4,0765 4,2380 4,2959 4,3316 4,3840 4,4246 4,3989 4,2807 4,0759 3,7831 3,3784 2,8469 2,2105 1,5089 0,7805 0,0874 -0,4634 -0,7591 -0,7627 -0,5609 -0,3152 -0,1583 -0,1418 -0,2713 -0,5521 -0,9917 -1,5811 -2,2792 -3,0072 -3,6744 -4,2324 -4,6994 -5,1212 -5,5079 -5,8174 -6,0105 -6,1064 -6,1622 -6,2219 -6,3066 -6,4338 -6,6071 -6,7787 -6,8553 -6,7613 -6,4867 -6,0768 -5,5913 -5,0685 -4,5141 -3,9322 -3,3654 -2,8882 -2,5615 -2,4003 -2,3605 -2,3496 -2,2792 -2,1218 -1,9007 -1,6397 -1,3421 -0,9926 -0,5637 -0,0456 0,5224 1,0597 1,4868 1,7839 2,0297 2,3753 2,9489 3,7705 4,7428 5,7088 6,5123 7,0366 7,2377 7,1737 6,9812 6,7856 6,6352 6,5208 6,4252 6,3315 6,2099 6,0278 5,7790 5,5026 5,2737 5,1699 5,2314 5,4407 5,7331 6,0220 6,2196 6,2526 6,0749 5,6780 5,0966 4,3919 3,6195 2,8217 2,0369 1,2927 0,5949 -0,0663 -0,6996 -1,2937 -1,8117 -2,2109 -2,4703 -2,6011 -2,6369 -2,6074 -2,5127 -2,3343 -2,0727 -1,7613 -1,4547 -1,2085 -1,0466 -0,9498 -0,8949 -0,8873 -0,9387 -1,0361 -1,1596 -1,3160 -1,5353 -1,8458 -2,2512 -2,7087 -3,1200 -3,3579 -3,3223 -2,9971 -2,4528 -1,8021 -1,1533 -0,5780 -0,1040 0,2533 0,4591 0,4720 0,2925 -0,0197 -0,3783 -0,6915 -0,8519 -0,7590 -0,3770 0,2350 0,9448 1,5953 2,0509 2,2345 2,1489 1,8618 1,4661 1,0493 0,6915 0,4785 0,4914 0,7648 1,2539 1,8475 2,4051 2,7852 2,8748 2,6366 2,1423 1,5510 1,0298 0,6617 0,4097 0,1768 -0,0929 -0,3734 -0,6103 -0,7838 -0,9078 -0,9954 -1,0401 -1,0168 -0,8822 -0,5738 -0,0324 0,7588 1,7549 2,8529 3,9148 4,8156 5,4783 5,8766 6,0339 6,0189 5,9170 5,7931 5,6744 5,5702 5,5023 5,5043 5,5848 5,7008 5,7747 5,7359 5,5416 5,1702 4,6126 3,8753 2,9903 2,0115 0,9999 0,0162 -0,8846 -1,6662 -2,3242 -2,8864 -3,3987 -3,8953 -4,3664 -4,7549 -4,9965 -5,0712 -5,0224 -4,9347 -4,8927 -4,9512 -5,1227 -5,3875 -5,7198 -6,0982 -6,4817 -6,7904 -6,9272 -6,8199 -6,4415 -5,8024 -4,9392 -3,9025 -2,7435 -1,5185 -0,3085 0,7860 1,6815 2,3491 2,8220 3,1734 3,4955 3,8928 4,4638 5,2570 6,2508 7,3972 8,6749 10,0688 11,5049 12,8500 13,9823 14,8343 15,3745 15,5921 15,5153 15,2114 14,7584 14,2237 13,6573 13,0926 12,5555 12,0655 11,6310 11,2534 10,9205 10,5990 10,2478 9,8424 9,3905 8,9303 8,4954 8,0803 7,6430 7,1324 6,5219 5,8382 5,1500 4,5184 3,9581 3,4314 2,8761 2,2608 1,6230 1,0523 0,6351 0,4163 0,4022 0,5685 0,8468 1,1367 1,3700 1,5549 1,7509 2,0035 2,3006 2,5927 2,8446 3,0528 3,2246 3,3673 3,4861 3,5722 3,6049 3,5755 3,4903 3,3426 3,1128 2,8031 2,4467 2,0819 1,7365 1,4218 1,1298 0,8621 0,6717 0,6515 0,8829 1,3927
F3    2,9885 2,1669 1,4136 0,8063 0,3912 0,1780 0,1080 0,0557 -0,1039 -0,4107 -0,7945 -1,1329 -1,3390 -1,4045 -1,3666 -1,2477 -1,0486 -0,7829 -0,4867 -0,2019 0,0339 0,1796 0,1923 0,0687 -0,1207 -0,2608 -0,2609 -0,0922 0,2314 0,6871 1,2449 1,8494 2,4109 2,8193 2,9813 2,8597 2,4903 1,9624 1,3713 0,7800 0,2154 -0,3166 -0,8156 -1,2850 -1,7379 -2,1837 -2,6182 -3,0440 -3,4830 -3,9475 -4,4124 -4,8392 -5,2103 -5,5183 -5,7261 -5,7598 -5,5653 -5,1726 -4,6889 -4,2371 -3,9060 -3,7264 -3,6670 -3,6542 -3,5991 -3,4265 -3,1083 -2,6830 -2,2446 -1,8994 -1,7071 -1,6601 -1,7222 -1,8617 -2,0430 -2,2102 -2,2893 -2,2079 -1,9284 -1,4769 -0,9316 -0,3789 0,1035 0,4354 0,5584 0,4833 0,2890 0,0870 0,0026 0,1359 0,4934 0,9726 1,4360 1,7975 2,0463 2,2224 2,3860 2,6068 2,9448 3,4080 3,9268 4,3882 4,7047 4,8442 4,8085 4,6184 4,3261 4,0013 3,6800 3,3272 2,8702 2,2854 1,6463 1,0786 0,6659 0,3986 0,2137 0,0757 0,0068 0,0495 0,2098 0,4251 0,5771 0,5429 0,2455 -0,3299 -1,1481 -2,1413 -3,2163 -4,2642 -5,1896 -5,9472 -6,5584 -7,0821 -7,5623 -8,0075 -8,4019 -8,7095 -8,8662 -8,7867 -8,4081 -7,7438 -6,8972 -6,0121 -5,2002 -4,4997 -3,8846 -3,2914 -2,6444 -1,9012 -1,0948 -0,3186 0,3240 0,7650 0,9923 1,0459 1,0082 0,9890 1,0905 1,3635 1,7999 2,3727 3,0777 3,9327 4,9447 6,0770 7,2359 8,2937 9,1398 9,7184 10,0281 10,0959 9,9582 9,6510 9,1948 8,5977 7,8971 7,1906 6,5971 6,1840 5,9533 5,8846 5,9652 6,1722 6,4504 6,7276 6,9464 7,0691 7,0662 6,9347 6,7172 6,4744 6,2316 5,9557 5,5994 5,1796 4,7975 4,5710 4,5491 4,6718 4,8034 4,8206 4,6795 4,4026 4,0247 3,5683 3,0616 2,5601 2,1387 1,8568 1,7257 1,7093 1,7597 1,8632 2,0538 2,3730 2,8155 3,3130 3,7592 4,0413 4,0632 3,7683 3,1567 2,2872 1,2679 0,2409 -0,6480 -1,2907 -1,6404 -1,6945 -1,4748 -1,0354 -0,4650 0,1415 0,7129 1,2053 1,5886 1,8379 1,9524 1,9771 1,9763 1,9885 2,0308 2,1364 2,3572 2,7209 3,1886 3,6548 4,0026 4,1686 4,1591 4,0185 3,7844 3,4663 3,0689 2,6293 2,2240 1,9290 1,7735 1,7332 1,7580 1,7982 1,8227 1,8256 1,8190 1,8257 1,8881 2,0715 2,4257 2,9326 3,5081 4,0559 4,5018 4,7913 4,9057 4,8897 4,8316 4,7994 4,8011 4,8073 4,7927 4,7386 4,6119 4,3751 4,0211 3,5773 3,0762 2,5484 2,0565 1,7101 1,6162 1,7949 2,1462 2,5158 2,7949 2,9484 2,9697 2,8458 2,5608 2,1111 1,5272 0,8904 0,3055 -0,1621 -0,5172 -0,8049 -1,0505 -1,2305 -1,3119 -1,3053 -1,2568 -1,2099 -1,1994 -1,2612 -1,4114 -1,6065 -1,7508 -1,7531 -1,5661 -1,1903 -0,6651 -0,0405 0,6541 1,3971 2,1338 2,7765 3,2477 3,5168 3,6191 3,6492 3,7057 3,8270 3,9936 4,1797 4,3839 4,6304 4,9554 5,3791 5,8775 6,3809 6,8021 7,0945 7,3076 7,5772 8,0440 8,7602 9,6564 10,5796 11,3585 11,8593 12,0318 11,9365 11,7078 11,4598 11,2330 11,0275 10,8495 10,7074 10,5876 10,4590 10,2984 10,1136 9,9435 9,8387 9,8399 9,9595 10,1682 10,3985 10,5639 10,5797 10,3846 9,9659 9,3686 8,6695 7,9348 7,2079 6,5247 5,9161 5,3956 4,9522 4,5617 4,2113 3,9178 3,7133 3,6130 3,6027 3,6570 3,7673 3,9589 4,2644 4,6778 5,1423 5,5719 5,8822 6,0283 6,0196 5,8914 5,6757 5,4061 5,1273 4,8718 4,6355 4,3881 4,0998 3,7602 3,3968 3,0841 2,9270 3,0145 3,3640 3,9112 4,5499 5,1810 5,7506 6,2528 6,6892 7,0256 7,1957 7,1479 6,8868 6,4779 6,0369 5,7141 5,6463 5,8892 6,3780 6,9529 7,4396 7,7259 7,7850 7,6528 7,3886 7,0475 6,6718 6,3096 6,0391 5,9544 6,1083 6,4711 6,9439 7,3961 7,6899 7,7102 7,4193 6,8944 6,3061 5,8353 5,5754 5,4898 5,4670 5,4254 5,3672 5,3371 5,3601 5,4335 5,5524 5,7177 5,9272 6,1829 6,5174 6,9884 7,6349 8,4410 9,3284 10,1798 10,8874 11,3913 11,6825 11,7970 11,8030 11,7709 11,7424 11,7218 11,7005 11,6907 11,7219 11,8039 11,9053 11,9677 11,9301 11,7388 11,3497 10,7372 9,9093 8,9128 7,8179 6,7000 5,6346 4,6835 3,8717 3,1786 2,5482 1,9090 1,2070 0,4470 -0,2976 -0,9286 -1,3887 -1,6943 -1,9196 -2,1534 -2,4583 -2,8489 -3,2931 -3,7440 -4,1684 -4,5351 -4,7840 -4,8293 -4,6016 -4,0810 -3,2973 -2,3121 -1,1976 -0,0167 1,1764 2,3213 3,3510 4,2157 4,9070 5,4584 5,9257 6,3737 6,8768 7,5047 8,2852 9,1932 10,1955 11,2920 12,4796 13,6847 14,7732 15,6317 16,2095 16,4932 16,4829 16,2059 15,7241 15,1145 14,4481 13,7836 13,1725 12,6603 12,2684 11,9818 11,7662 11,5840 11,3930 11,1525 10,8308 10,4189 9,9416 9,4336 8,9006 8,3120 7,6280 6,8412 6,0037 5,2074 4,5288 3,9913 3,5572 3,1536 2,7304 2,3035 1,9434 1,7241 1,6842 1,8278 2,1264 2,4987 2,8272 3,0303 3,1137 3,1497 3,2151 3,3399 3,5073 3,6930 3,8840 4,0716 4,2545 4,4419 4,6344 4,8148 4,9627 5,0614 5,0890 5,0297 4,8975 4,7252 4,5339 4,3282 4,1023 3,8451 3,5681 3,3364 3,2508 3,3958 3,7997
F7    2,3746 1,5499 0,7330 0,0367 -0,4629 -0,7414 -0,8435 -0,8681 -0,9238 -1,0743 -1,3043 -1,5432 -1,7289 -1,8536 -1,9399 -1,9815 -1,9332 -1,7562 -1,4526 -1,0667 -0,6615 -0,2968 -0,0236 0,1334 0,2043 0,2602 0,3641 0,5467 0,8197 1,1911 1,6541 2,1670 2,6466 2,9898 3,1164 3,0075 2,7112 2,3087 1,8622 1,3936 0,9079 0,4228 -0,0293 -0,4295 -0,7962 -1,1631 -1,5451 -1,9390 -2,3353 -2,7079 -3,0112 -3,2178 -3,3529 -3,4662 -3,5660 -3,5961 -3,4958 -3,2770 -3,0257 -2,8317 -2,7317 -2,6981 -2,6673 -2,5786 -2,3930 -2,0971 -1,7073 -1,2765 -0,8895 -0,6283 -0,5210 -0,5356 -0,6235 -0,7484 -0,8782 -0,9680 -0,9546 -0,7723 -0,3941 0,1365 0,7230 1,2662 1,6824 1,8895 1,8332 1,5377 1,1034 0,6614 0,3438 0,2519 0,4014 0,7053 1,0362 1,3099 1,5159 1,6897 1,8797 2,1367 2,4993 2,9585 3,4413 3,8475 4,1119 4,2299 4,2307 4,1515 4,0328 3,9035 3,7551 3,5368 3,1925 2,7168 2,1778 1,6821 1,3114 1,0775 0,9356 0,8374 0,7601 0,6966 0,6325 0,5319 0,3446 0,0336 -0,4092 -0,9704 -1,6340 -2,3873 -3,2040 -4,0296 -4,7908 -5,4321 -5,9535 -6,4050 -6,8375 -7,2716 -7,7032 -8,1046 -8,4092 -8,5186 -8,3507 -7,8977 -7,2372 -6,4893 -5,7552 -5,0808 -4,4689 -3,9003 -3,3385 -2,7522 -2,1514 -1,5891 -1,1298 -0,8193 -0,6707 -0,6591 -0,7187 -0,7586 -0,7060 -0,5375 -0,2671 0,0934 0,5563 1,1430 1,8595 2,6824 3,5496 4,3677 5,0470 5,5316 5,7980 5,8357 5,6465 5,2516 4,6812 3,9697 3,1793 2,4076 1,7434 1,2182 0,8240 0,5667 0,4766 0,5603 0,7639 0,9938 1,1639 1,2153 1,1162 0,8826 0,5946 0,3593 0,2355 0,1956 0,1690 0,1215 0,0818 0,0955 0,1702 0,2612 0,3052 0,2734 0,1843 0,0661 -0,0835 -0,2937 -0,5844 -0,9314 -1,2650 -1,5072 -1,6186 -1,6133 -1,5307 -1,3932 -1,1920 -0,9052 -0,5275 -0,0911 0,3342 0,6617 0,8136 0,7411 0,4226 -0,1409 -0,9115 -1,7937 -2,6460 -3,3251 -3,7309 -3,8156 -3,5808 -3,0864 -2,4436 -1,7690 -1,1416 -0,5994 -0,1630 0,1540 0,3590 0,4866 0,5716 0,6199 0,6288 0,6347 0,7196 0,9589 1,3536 1,8123 2,2157 2,4939 2,6403 2,6822 2,6539 2,5774 2,4571 2,2986 2,1299 1,9937 1,9187 1,9036 1,9281 1,9716 2,0278 2,1103 2,2426 2,4407 2,7137 3,0778 3,5435 4,0829 4,6305 5,1252 5,5290 5,8132 5,9655 6,0158 6,0292 6,0601 6,1142 6,1563 6,1491 6,0732 5,9176 5,6732 5,3428 4,9433 4,4930 4,0194 3,5958 3,3465 3,3816 3,7075 4,2040 4,7020 5,0907 5,3488 5,4950 5,5346 5,4458 5,1981 4,7937 4,2978 3,8137 3,4150 3,1057 2,8468 2,6184 2,4563 2,4168 2,5128 2,6999 2,9093 3,0763 3,1491 3,1032 2,9668 2,8185 2,7472 2,8176 3,0562 3,4500 3,9644 4,5732 5,2537 5,9513 6,5734 7,0302 7,2774 7,3360 7,2855 7,2130 7,1631 7,1425 7,1528 7,2017 7,3065 7,4979 7,7983 8,1953 8,6366 9,0494 9,3838 9,6569 9,9570 10,3966 11,0428 11,8698 12,7596 13,5504 14,1032 14,3583 14,3547 14,1965 13,9797 13,7434 13,4910 13,2359 13,0102 12,8393 12,7201 12,6233 12,5223 12,4190 12,3365 12,2976 12,3121 12,3739 12,4640 12,5501 12,5833 12,5042 12,2718 11,8957 11,4357 10,9647 10,5375 10,1866 9,9191 9,7129 9,5244 9,3095 9,0462 8,7459 8,4403 8,1519 7,8875 7,6617 7,5153 7,5081 7,6843 8,0398 8,5195 9,0350 9,4936 9,8337 10,0387 10,1106 10,0501 9,8724 9,6238 9,3561 9,0920 8,8261 8,5416 8,2208 7,8629 7,5034 7,2145 7,0761 7,1305 7,3613 7,7098 8,1080 8,5155 8,9278 9,3369 9,6920 9,9108 9,9317 9,7524 9,4283 9,0583 8,7660 8,6612 8,7873 9,0915 9,4514 9,7552 9,9602 10,0825 10,1527 10,1843 10,1627 10,0520 9,8357 9,5661 9,3524 9,2863 9,3857 9,5968 9,8245 9,9547 9,8811 9,5582 9,0464 8,4996 8,0885 7,9081 7,9332 8,0610 8,2034 8,3386 8,4827 8,6463 8,8394 9,0894 9,4188 9,8078 10,2030 10,5698 10,9271 11,3266 11,8068 12,3550 12,9057 13,3814 13,7344 13,9577 14,0802 14,1532 14,2227 14,3097 14,4136 14,5340 14,6869 14,8943 15,1566 15,4375 15,6731 15,7962 15,7511 15,4921 14,9831 14,2164 13,2331 12,1158 10,9666 9,8897 8,9654 8,2123 7,5791 6,9707 6,2874 5,4704 4,5440 3,6131 2,8042 2,1974 1,7951 1,5326 1,3150 1,0556 0,7048 0,2625 -0,2374 -0,7525 -1,2323 -1,5985 -1,7467 -1,5914 -1,1121 -0,3616 0,5601 1,5465 2,5235 3,4569 4,3295 5,1231 5,8280 6,4576 7,0432 7,6143 8,1870 8,7693 9,3704 9,9924 10,6299 11,3018 12,0658 12,9621 13,9399 14,8643 15,5923 16,0294 16,1371 15,9315 15,4842 14,9015 14,2801 13,6807 13,1363 12,6758 12,3302 12,1085 11,9834 11,9146 11,8721 11,8338 11,7730 11,6490 11,4220 11,0810 10,6334 10,0732 9,3780 8,5326 7,5548 6,5106 5,5001 4,6217 3,9387 3,4617 3,1544 2,9720 2,8989 2,9447 3,1062 3,3444 3,6091 3,8677 4,0965 4,2718 4,3897 4,4815 4,5959 4,7628 4,9660 5,1564 5,2942 5,3710 5,4087 5,4556 5,5643 5,7549 6,0046 6,2681 6,4943 6,6400 6,6974 6,7082 6,7301 6,7932 6,8910 6,9879 7,0342 7,0034 6,9234 6,8594 6,8791 7,0288
